GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
2_MACS_peak_7007_lociStitched	chr14(.):24681546-24685739	0.1317
1_MACS_peak_7009_lociStitched	chr14(.):24700587-24703037	0.1716
2_MACS_peak_7010_lociStitched	chr14(.):24710742-24717097	0.1091
2_MACS_peak_7012_lociStitched	chr14(.):24739727-24744178	0.1069
1_MACS_peak_7014_lociStitched	chr14(.):24768012-24769844	0.1105
2_MACS_peak_7015_lociStitched	chr14(.):24778871-24782891	0.0893
1_MACS_peak_7017_lociStitched	chr14(.):24834704-24837482	0.1748
1_MACS_peak_7018_lociStitched	chr14(.):24898260-24901483	0.1235
1_MACS_peak_7019_lociStitched	chr14(.):24910801-24912971	0.1148
1_MACS_peak_7020_lociStitched	chr14(.):25025574-25026934	0.1546
1_MACS_peak_7021_lociStitched	chr14(.):25075621-25077269	0.0554
2_MACS_peak_7022_lociStitched	chr14(.):25134263-25144568	0.1023
1_MACS_peak_7024_lociStitched	chr14(.):27456642-27458035	0.1032
1_MACS_peak_7025_lociStitched	chr14(.):27495125-27496021	0.1049
1_MACS_peak_7026_lociStitched	chr14(.):28526140-28527550	0.1021
1_MACS_peak_7027_lociStitched	chr14(.):29339254-29339879	0.0905
1_MACS_peak_7028_lociStitched	chr14(.):30023444-30024157	0.1036
1_MACS_peak_7029_lociStitched	chr14(.):30315268-30316726	0.0887
1_MACS_peak_7030_lociStitched	chr14(.):30326106-30328308	0.0807
1_MACS_peak_7031_lociStitched	chr14(.):31027817-31029271	0.1012
1_MACS_peak_7032_lociStitched	chr14(.):31090628-31092440	0.1555
1_MACS_peak_7033_lociStitched	chr14(.):31117547-31118331	0.027
1_MACS_peak_7034_lociStitched	chr14(.):31318123-31319037	0.1448
1_MACS_peak_7035_lociStitched	chr14(.):31493874-31497128	0.104
1_MACS_peak_7036_lociStitched	chr14(.):31675045-31678391	0.0901
1_MACS_peak_7037_lociStitched	chr14(.):31888669-31890873	0.1604
1_MACS_peak_7038_lociStitched	chr14(.):31925631-31927073	0.1133
1_MACS_peak_7039_lociStitched	chr14(.):32029958-32031352	0.1368
1_MACS_peak_7040_lociStitched	chr14(.):32544882-32547656	0.0923
1_MACS_peak_7041_lociStitched	chr14(.):32655037-32655915	0.0999
3_MACS_peak_7042_lociStitched	chr14(.):32669172-32676064	0.114
1_MACS_peak_7045_lociStitched	chr14(.):32728055-32729808	0.1129
1_MACS_peak_7046_lociStitched	chr14(.):32755785-32756765	0.1162
1_MACS_peak_7047_lociStitched	chr14(.):32907587-32908737	0.1033
2_MACS_peak_7048_lociStitched	chr14(.):33161677-33164872	0.1139
1_MACS_peak_7050_lociStitched	chr14(.):33171376-33172381	0.1441
1_MACS_peak_7051_lociStitched	chr14(.):33366188-33366910	0.0754
1_MACS_peak_7052_lociStitched	chr14(.):33504999-33505661	0.0692
1_MACS_peak_7053_lociStitched	chr14(.):34482488-34483619	0.0594
1_MACS_peak_7054_lociStitched	chr14(.):34800698-34802305	0.0853
3_MACS_peak_7055_lociStitched	chr14(.):34930522-34935087	0.065
2_MACS_peak_7058_lociStitched	chr14(.):35007994-35017031	0.0921
1_MACS_peak_7060_lociStitched	chr14(.):35024424-35026674	0.1597
1_MACS_peak_7061_lociStitched	chr14(.):35098523-35099707	0.0534
1_MACS_peak_7062_lociStitched	chr14(.):35134763-35135475	0.0544
1_MACS_peak_7063_lociStitched	chr14(.):35182423-35184556	0.0714
1_MACS_peak_7064_lociStitched	chr14(.):35341870-35345408	0.0833
1_MACS_peak_7065_lociStitched	chr14(.):35399694-35400917	0.1034
1_MACS_peak_7066_lociStitched	chr14(.):35449747-35453137	0.1293
1_MACS_peak_7067_lociStitched	chr14(.):35514241-35516515	0.1088
1_MACS_peak_7068_lociStitched	chr14(.):35590156-35593193	0.1222
1_MACS_peak_7069_lociStitched	chr14(.):35625128-35626086	0.1056
4_MACS_peak_7070_lociStitched	chr14(.):35754260-35771481	0.0752
1_MACS_peak_7074_lociStitched	chr14(.):35871979-35875236	0.0888
1_MACS_peak_7075_lociStitched	chr14(.):35884765-35887052	0.1476
1_MACS_peak_7076_lociStitched	chr14(.):36277125-36278890	0.1391
1_MACS_peak_7077_lociStitched	chr14(.):36295104-36296673	0.2446
1_MACS_peak_7078_lociStitched	chr14(.):36323606-36326763	0.0966
2_MACS_peak_7079_lociStitched	chr14(.):36401270-36410626	0.1021
1_MACS_peak_7081_lociStitched	chr14(.):36788882-36790325	0.1822
1_MACS_peak_7082_lociStitched	chr14(.):36974422-36975333	0.1013
1_MACS_peak_7083_lociStitched	chr14(.):37853932-37855547	0.0872
1_MACS_peak_7084_lociStitched	chr14(.):38063332-38065500	0.0896
1_MACS_peak_7085_lociStitched	chr14(.):39571810-39573473	0.1324
1_MACS_peak_7086_lociStitched	chr14(.):39582558-39584930	0.1216
2_MACS_peak_7087_lociStitched	chr14(.):39638476-39645507	0.1033
1_MACS_peak_7089_lociStitched	chr14(.):39701802-39702745	0.0632
1_MACS_peak_7090_lociStitched	chr14(.):39734619-39737561	0.1603
1_MACS_peak_7091_lociStitched	chr14(.):39849240-39851334	0.1162
1_MACS_peak_7092_lociStitched	chr14(.):39899852-39902855	0.093
1_MACS_peak_7093_lociStitched	chr14(.):40231351-40233333	0.1435
1_MACS_peak_7094_lociStitched	chr14(.):40426368-40427714	0.0786
1_MACS_peak_7095_lociStitched	chr14(.):42618386-42619773	0.1008
1_MACS_peak_7096_lociStitched	chr14(.):42691549-42693766	0.1018
1_MACS_peak_7097_lociStitched	chr14(.):42897712-42899046	0.1145
1_MACS_peak_7098_lociStitched	chr14(.):42938675-42940098	0.0978
1_MACS_peak_7099_lociStitched	chr14(.):43004204-43005123	0.1303
1_MACS_peak_7100_lociStitched	chr14(.):45366043-45367505	0.1303
1_MACS_peak_7101_lociStitched	chr14(.):45430111-45432667	0.1313
1_MACS_peak_7102_lociStitched	chr14(.):45537230-45538072	0.0519
1_MACS_peak_7103_lociStitched	chr14(.):45552798-45554493	0.1198
1_MACS_peak_7104_lociStitched	chr14(.):45602735-45605967	0.1395
1_MACS_peak_7105_lociStitched	chr14(.):45662890-45664677	0.124
1_MACS_peak_7106_lociStitched	chr14(.):45720684-45723686	0.1273
1_MACS_peak_7107_lociStitched	chr14(.):46728252-46729236	0.1121
1_MACS_peak_7108_lociStitched	chr14(.):46959068-46960123	0.1443
1_MACS_peak_7109_lociStitched	chr14(.):49044502-49045637	0.0853
1_MACS_peak_7110_lociStitched	chr14(.):49260051-49260897	0.0647
1_MACS_peak_7111_lociStitched	chr14(.):49949761-49950629	0.1304
1_MACS_peak_7112_lociStitched	chr14(.):50051987-50054037	0.2017
1_MACS_peak_7113_lociStitched	chr14(.):50064096-50066494	0.1053
2_MACS_peak_7114_lociStitched	chr14(.):50086250-50091541	0.1074
1_MACS_peak_7116_lociStitched	chr14(.):50099632-50102773	0.1472
1_MACS_peak_7117_lociStitched	chr14(.):50233337-50236051	0.1179
1_MACS_peak_7118_lociStitched	chr14(.):50318524-50320254	0.1142
2_MACS_peak_7119_lociStitched	chr14(.):50327630-50336413	0.1256
1_MACS_peak_7121_lociStitched	chr14(.):50358557-50361969	0.0997
1_MACS_peak_7122_lociStitched	chr14(.):50426297-50427330	0.1173
1_MACS_peak_7123_lociStitched	chr14(.):50436317-50440843	0.146
2_MACS_peak_7124_lociStitched	chr14(.):50465180-50476819	0.1074
1_MACS_peak_7126_lociStitched	chr14(.):50486814-50488941	0.0977
1_MACS_peak_7127_lociStitched	chr14(.):50506939-50507965	0.1385
1_MACS_peak_7128_lociStitched	chr14(.):50528225-50533108	0.1191
2_MACS_peak_7129_lociStitched	chr14(.):50549239-50555205	0.1104
5_MACS_peak_7131_lociStitched	chr14(.):50571174-50584093	0.0792
1_MACS_peak_7136_lociStitched	chr14(.):50696990-50699276	0.1252
1_MACS_peak_7137_lociStitched	chr14(.):50778050-50779993	0.1518
1_MACS_peak_7138_lociStitched	chr14(.):50786716-50788628	0.1461
1_MACS_peak_7139_lociStitched	chr14(.):50998141-51000584	0.1265
1_MACS_peak_7140_lociStitched	chr14(.):51133765-51135776	0.0997
1_MACS_peak_7141_lociStitched	chr14(.):51143814-51144700	0.1439
1_MACS_peak_7142_lociStitched	chr14(.):51205904-51207661	0.1164
1_MACS_peak_7143_lociStitched	chr14(.):51255939-51259532	0.1547
1_MACS_peak_7144_lociStitched	chr14(.):51706152-51707781	0.1946
1_MACS_peak_7145_lociStitched	chr14(.):51714563-51715854	0.1091
1_MACS_peak_7146_lociStitched	chr14(.):51970622-51971565	0.1131
1_MACS_peak_7147_lociStitched	chr14(.):52033209-52034408	0.1231
1_MACS_peak_7148_lociStitched	chr14(.):52059571-52060755	0.0931
3_MACS_peak_7149_lociStitched	chr14(.):52081244-52093244	0.0833
1_MACS_peak_7152_lociStitched	chr14(.):52117131-52120198	0.0857
1_MACS_peak_7153_lociStitched	chr14(.):52312898-52314942	0.1445
1_MACS_peak_7154_lociStitched	chr14(.):52326833-52328452	0.1656
1_MACS_peak_7155_lociStitched	chr14(.):52455788-52457275	0.1655
1_MACS_peak_7156_lociStitched	chr14(.):52711065-52711920	0.1049
1_MACS_peak_7157_lociStitched	chr14(.):52731463-52733091	0.0899
2_MACS_peak_7158_lociStitched	chr14(.):53017895-53020627	0.0804
1_MACS_peak_7160_lociStitched	chr14(.):53160923-53163123	0.048
1_MACS_peak_7161_lociStitched	chr14(.):53173040-53174884	0.1407
1_MACS_peak_7162_lociStitched	chr14(.):53196711-53198074	0.1139
1_MACS_peak_7163_lociStitched	chr14(.):53417246-53417989	0.0544
1_MACS_peak_7164_lociStitched	chr14(.):53574594-53577229	0.0972
1_MACS_peak_7165_lociStitched	chr14(.):53592710-53594506	0.108
1_MACS_peak_7166_lociStitched	chr14(.):53618105-53620826	0.1388
1_MACS_peak_7167_lociStitched	chr14(.):53683916-53685012	0.1926
1_MACS_peak_7168_lociStitched	chr14(.):53999305-54000726	0.0805
2_MACS_peak_7169_lociStitched	chr14(.):54074751-54081416	0.0757
1_MACS_peak_7171_lociStitched	chr14(.):54733427-54735269	0.1309
1_MACS_peak_7172_lociStitched	chr14(.):54863309-54864548	0.1638
1_MACS_peak_7173_lociStitched	chr14(.):54907020-54908771	0.1175
1_MACS_peak_7174_lociStitched	chr14(.):54954658-54956760	0.0642
1_MACS_peak_7175_lociStitched	chr14(.):54976342-54977491	0.1873
1_MACS_peak_7176_lociStitched	chr14(.):54999149-55000318	0.1321
1_MACS_peak_7177_lociStitched	chr14(.):55031486-55032840	0.0851
1_MACS_peak_7178_lociStitched	chr14(.):55093872-55095892	0.1225
1_MACS_peak_7179_lociStitched	chr14(.):55347605-55349154	0.1552
2_MACS_peak_7180_lociStitched	chr14(.):55368297-55375454	0.0842
1_MACS_peak_7182_lociStitched	chr14(.):55493037-55494795	0.1189
1_MACS_peak_7183_lociStitched	chr14(.):55517616-55519684	0.148
1_MACS_peak_7184_lociStitched	chr14(.):55568392-55571437	0.1487
1_MACS_peak_7185_lociStitched	chr14(.):55595868-55596559	0.0537
1_MACS_peak_7186_lociStitched	chr14(.):55646828-55648337	0.0547
1_MACS_peak_7187_lociStitched	chr14(.):55657318-55658968	0.1262
1_MACS_peak_7188_lociStitched	chr14(.):55738036-55739495	0.0395
1_MACS_peak_7189_lociStitched	chr14(.):55799048-55800166	0.0842
2_MACS_peak_7190_lociStitched	chr14(.):55877739-55884069	0.0796
1_MACS_peak_7192_lociStitched	chr14(.):55895585-55897848	0.1442
1_MACS_peak_7193_lociStitched	chr14(.):56046323-56048047	0.0729
1_MACS_peak_7194_lociStitched	chr14(.):56661984-56663372	0.1776
1_MACS_peak_7195_lociStitched	chr14(.):57045931-57047945	0.1419
1_MACS_peak_7196_lociStitched	chr14(.):57272933-57275430	0.1101
1_MACS_peak_7197_lociStitched	chr14(.):57315199-57317143	0.0985
1_MACS_peak_7198_lociStitched	chr14(.):57357136-57360865	0.1107
1_MACS_peak_7199_lociStitched	chr14(.):57497520-57498969	0.1067
1_MACS_peak_7200_lociStitched	chr14(.):57525876-57528867	0.1122
1_MACS_peak_7201_lociStitched	chr14(.):57734739-57736753	0.0937
1_MACS_peak_7202_lociStitched	chr14(.):57856128-57858363	0.1295
1_MACS_peak_7203_lociStitched	chr14(.):58666437-58667875	0.1283
1_MACS_peak_7204_lociStitched	chr14(.):58710345-58713043	0.1292
1_MACS_peak_7205_lociStitched	chr14(.):58763743-58767086	0.1017
1_MACS_peak_7206_lociStitched	chr14(.):58862299-58863541	0.1424
1_MACS_peak_7207_lociStitched	chr14(.):58893147-58895390	0.1676
1_MACS_peak_7208_lociStitched	chr14(.):58955167-58956206	0.0846
1_MACS_peak_7209_lociStitched	chr14(.):59654269-59657229	0.1752
1_MACS_peak_7210_lociStitched	chr14(.):59767662-59769006	0.1369
1_MACS_peak_7211_lociStitched	chr14(.):59796637-59797836	0.1815
1_MACS_peak_7212_lociStitched	chr14(.):59950279-59952211	0.1292
1_MACS_peak_7213_lociStitched	chr14(.):60431752-60432864	0.1279
1_MACS_peak_7214_lociStitched	chr14(.):60557739-60559972	0.1259
1_MACS_peak_7215_lociStitched	chr14(.):60630887-60632529	0.1866
1_MACS_peak_7216_lociStitched	chr14(.):60714266-60717299	0.0884
2_MACS_peak_7217_lociStitched	chr14(.):60794011-60800164	0.109
1_MACS_peak_7219_lociStitched	chr14(.):60813392-60817237	0.0802
1_MACS_peak_7220_lociStitched	chr14(.):61098742-61100457	0.0912
1_MACS_peak_7221_lociStitched	chr14(.):61111094-61112529	0.1221
1_MACS_peak_7222_lociStitched	chr14(.):61123417-61124719	0.078
1_MACS_peak_7223_lociStitched	chr14(.):61189581-61191448	0.0695
1_MACS_peak_7224_lociStitched	chr14(.):61201081-61202172	0.1843
1_MACS_peak_7225_lociStitched	chr14(.):61220016-61220617	0.0367
1_MACS_peak_7226_lociStitched	chr14(.):61312091-61313134	0.1092
1_MACS_peak_7227_lociStitched	chr14(.):61447228-61448547	0.162
1_MACS_peak_7228_lociStitched	chr14(.):61500683-61502023	0.0842
1_MACS_peak_7229_lociStitched	chr14(.):61945490-61946618	0.1502
1_MACS_peak_7230_lociStitched	chr14(.):62161158-62163534	0.1303
1_MACS_peak_7231_lociStitched	chr14(.):62217569-62218357	0.1133
1_MACS_peak_7232_lociStitched	chr14(.):62228200-62229352	0.1691
1_MACS_peak_7233_lociStitched	chr14(.):62547324-62548246	0.1341
1_MACS_peak_7234_lociStitched	chr14(.):63139532-63140864	0.1286
1_MACS_peak_7235_lociStitched	chr14(.):63904537-63905807	0.1231
4_MACS_peak_7236_lociStitched	chr14(.):63936863-63951782	0.0854
1_MACS_peak_7240_lociStitched	chr14(.):64008699-64011110	0.1273
1_MACS_peak_7241_lociStitched	chr14(.):64107444-64109616	0.1686
1_MACS_peak_7242_lociStitched	chr14(.):64194061-64195092	0.0563
1_MACS_peak_7243_lociStitched	chr14(.):64204205-64205148	0.1161
2_MACS_peak_7244_lociStitched	chr14(.):64211848-64216514	0.1088
1_MACS_peak_7246_lociStitched	chr14(.):64225690-64227306	0.1202
1_MACS_peak_7247_lociStitched	chr14(.):64319321-64321575	0.0821
2_MACS_peak_7248_lociStitched	chr14(.):64330523-64337979	0.0902
1_MACS_peak_7250_lociStitched	chr14(.):64389086-64390637	0.139
1_MACS_peak_7251_lociStitched	chr14(.):64399527-64400705	0.1676
1_MACS_peak_7252_lociStitched	chr14(.):64579592-64580573	0.074
1_MACS_peak_7253_lociStitched	chr14(.):64683633-64685406	0.0978
1_MACS_peak_7254_lociStitched	chr14(.):64701840-64703300	0.1552
1_MACS_peak_7255_lociStitched	chr14(.):64804228-64806595	0.0882
1_MACS_peak_7256_lociStitched	chr14(.):64853856-64855956	0.1629
1_MACS_peak_7257_lociStitched	chr14(.):64910485-64913139	0.0976
1_MACS_peak_7258_lociStitched	chr14(.):64931299-64932302	0.0793
1_MACS_peak_7259_lociStitched	chr14(.):64967672-64974703	0.1061
1_MACS_peak_7260_lociStitched	chr14(.):64989016-64990484	0.1129
1_MACS_peak_7261_lociStitched	chr14(.):65006044-65007512	0.122
1_MACS_peak_7262_lociStitched	chr14(.):65278780-65279645	0.0571
2_MACS_peak_7263_lociStitched	chr14(.):65314163-65317570	0.1185
1_MACS_peak_7265_lociStitched	chr14(.):65346458-65348008	0.123
1_MACS_peak_7266_lociStitched	chr14(.):65380736-65382072	0.1924
1_MACS_peak_7267_lociStitched	chr14(.):65403963-65404797	0.0886
1_MACS_peak_7268_lociStitched	chr14(.):65434911-65435895	0.0979
1_MACS_peak_7269_lociStitched	chr14(.):65453174-65454554	0.1218
1_MACS_peak_7270_lociStitched	chr14(.):65536797-65537455	0.0737
2_MACS_peak_7271_lociStitched	chr14(.):65564874-65570112	0.0892
1_MACS_peak_7273_lociStitched	chr14(.):65673033-65674500	0.1403
1_MACS_peak_7274_lociStitched	chr14(.):65748249-65750750	0.1133
2_MACS_peak_7275_lociStitched	chr14(.):65784235-65788864	0.0928
1_MACS_peak_7277_lociStitched	chr14(.):65800511-65801941	0.0848
3_MACS_peak_7278_lociStitched	chr14(.):65813213-65825452	0.0935
1_MACS_peak_7281_lociStitched	chr14(.):65877961-65880825	0.106
1_MACS_peak_7282_lociStitched	chr14(.):66189504-66190912	0.0926
1_MACS_peak_7283_lociStitched	chr14(.):66198343-66199300	0.1055
1_MACS_peak_7284_lociStitched	chr14(.):66973694-66976373	0.1197
1_MACS_peak_7285_lociStitched	chr14(.):67181737-67182542	0.0696
2_MACS_peak_7286_lociStitched	chr14(.):67651404-67657269	0.0933
1_MACS_peak_7288_lociStitched	chr14(.):67707921-67709284	0.1104
3_MACS_peak_7289_lociStitched	chr14(.):67818610-67827937	0.0954
1_MACS_peak_7292_lociStitched	chr14(.):67908732-67910067	0.1736
1_MACS_peak_7293_lociStitched	chr14(.):67954404-67956146	0.1867
1_MACS_peak_7294_lociStitched	chr14(.):67981397-67982136	0.0971
1_MACS_peak_7295_lociStitched	chr14(.):68066140-68067439	0.1186
1_MACS_peak_7296_lociStitched	chr14(.):68140714-68142148	0.1596
1_MACS_peak_7297_lociStitched	chr14(.):68161262-68162673	0.1394
2_MACS_peak_7298_lociStitched	chr14(.):68282441-68287147	0.1253
1_MACS_peak_7300_lociStitched	chr14(.):68677204-68678182	0.1562
1_MACS_peak_7301_lociStitched	chr14(.):69089246-69090533	0.1455
1_MACS_peak_7302_lociStitched	chr14(.):69151429-69153665	0.1547
1_MACS_peak_7303_lociStitched	chr14(.):69257886-69263890	0.1275
1_MACS_peak_7304_lociStitched	chr14(.):69282549-69283794	0.085
1_MACS_peak_7305_lociStitched	chr14(.):69618201-69620826	0.0885
1_MACS_peak_7306_lociStitched	chr14(.):69657736-69659366	0.1301
1_MACS_peak_7307_lociStitched	chr14(.):69820415-69822311	0.1181
1_MACS_peak_7308_lociStitched	chr14(.):69863937-69866138	0.1243
2_MACS_peak_7309_lociStitched	chr14(.):70076822-70084090	0.0995
1_MACS_peak_7311_lociStitched	chr14(.):70091719-70092713	0.1315
1_MACS_peak_7312_lociStitched	chr14(.):70114730-70116308	0.1506
1_MACS_peak_7313_lociStitched	chr14(.):70159600-70162134	0.0902
1_MACS_peak_7314_lociStitched	chr14(.):70178894-70180963	0.0798
1_MACS_peak_7315_lociStitched	chr14(.):70193288-70194116	0.1329
1_MACS_peak_7316_lociStitched	chr14(.):70233000-70234994	0.1339
1_MACS_peak_7317_lociStitched	chr14(.):70374360-70375799	0.0854
1_MACS_peak_7318_lociStitched	chr14(.):70484976-70486433	0.1867
1_MACS_peak_7319_lociStitched	chr14(.):70825666-70826805	0.1541
1_MACS_peak_7320_lociStitched	chr14(.):70883038-70884197	0.1289
1_MACS_peak_7321_lociStitched	chr14(.):71066739-71067454	0.1088
1_MACS_peak_7322_lociStitched	chr14(.):71107236-71108707	0.1591
1_MACS_peak_7323_lociStitched	chr14(.):71131277-71133864	0.0825
1_MACS_peak_7324_lociStitched	chr14(.):71158223-71159743	0.1137
1_MACS_peak_7325_lociStitched	chr14(.):71338444-71339899	0.0736
1_MACS_peak_7326_lociStitched	chr14(.):71352491-71355325	0.1226
1_MACS_peak_7327_lociStitched	chr14(.):71373536-71375982	0.0636
2_MACS_peak_7328_lociStitched	chr14(.):71420124-71422795	0.1166
1_MACS_peak_7330_lociStitched	chr14(.):71608426-71610233	0.1487
1_MACS_peak_7331_lociStitched	chr14(.):71755544-71758494	0.1296
1_MACS_peak_7332_lociStitched	chr14(.):71786292-71788900	0.1016
1_MACS_peak_7333_lociStitched	chr14(.):72021381-72023112	0.1273
1_MACS_peak_7334_lociStitched	chr14(.):72103194-72104368	0.0969
1_MACS_peak_7335_lociStitched	chr14(.):72322686-72323720	0.1577
1_MACS_peak_7336_lociStitched	chr14(.):72917148-72919471	0.0867
1_MACS_peak_7337_lociStitched	chr14(.):72942228-72948506	0.1462
2_MACS_peak_7338_lociStitched	chr14(.):72980329-72990025	0.1422
1_MACS_peak_7340_lociStitched	chr14(.):72999137-72999993	0.1033
1_MACS_peak_7341_lociStitched	chr14(.):73101081-73103545	0.1287
1_MACS_peak_7342_lociStitched	chr14(.):73329873-73330944	0.0648
1_MACS_peak_7343_lociStitched	chr14(.):73354470-73361177	0.1298
1_MACS_peak_7344_lociStitched	chr14(.):73392744-73394577	0.126
1_MACS_peak_7345_lociStitched	chr14(.):73524128-73526369	0.1406
1_MACS_peak_7346_lociStitched	chr14(.):73602552-73604480	0.1387
1_MACS_peak_7347_lociStitched	chr14(.):73924312-73925170	0.0812
1_MACS_peak_7348_lociStitched	chr14(.):73957060-73958352	0.0938
1_MACS_peak_7349_lociStitched	chr14(.):74110913-74112244	0.1635
1_MACS_peak_7350_lociStitched	chr14(.):74180485-74181149	0.0589
1_MACS_peak_7351_lociStitched	chr14(.):74210244-74211239	0.1093
1_MACS_peak_7352_lociStitched	chr14(.):74224743-74228662	0.1206
1_MACS_peak_7353_lociStitched	chr14(.):74236640-74239646	0.187
1_MACS_peak_7354_lociStitched	chr14(.):74253149-74255385	0.0898
1_MACS_peak_7355_lociStitched	chr14(.):74318072-74319486	0.1346
1_MACS_peak_7356_lociStitched	chr14(.):74352561-74354349	0.0946
1_MACS_peak_7357_lociStitched	chr14(.):74416231-74417717	0.1794
1_MACS_peak_7358_lociStitched	chr14(.):74484868-74486319	0.1001
1_MACS_peak_7359_lociStitched	chr14(.):74550372-74553495	0.1467
1_MACS_peak_7360_lociStitched	chr14(.):74717807-74718679	0.1442
1_MACS_peak_7361_lociStitched	chr14(.):74768941-74770110	0.1093
1_MACS_peak_7362_lociStitched	chr14(.):74867957-74869258	0.0836
1_MACS_peak_7363_lociStitched	chr14(.):74958757-74961199	0.0976
1_MACS_peak_7364_lociStitched	chr14(.):75179093-75180441	0.1565
1_MACS_peak_7365_lociStitched	chr14(.):75229668-75230995	0.1083
2_MACS_peak_7366_lociStitched	chr14(.):75301961-75305746	0.0894
1_MACS_peak_7368_lociStitched	chr14(.):75347862-75349519	0.0962
1_MACS_peak_7369_lociStitched	chr14(.):75359772-75361312	0.1303
1_MACS_peak_7370_lociStitched	chr14(.):75468676-75470283	0.1467
1_MACS_peak_7371_lociStitched	chr14(.):75517292-75518480	0.114
2_MACS_peak_7372_lociStitched	chr14(.):75529991-75537058	0.1051
1_MACS_peak_7374_lociStitched	chr14(.):75592990-75594811	0.1376
1_MACS_peak_7375_lociStitched	chr14(.):75604707-75606015	0.0787
1_MACS_peak_7376_lociStitched	chr14(.):75642105-75644016	0.1898
1_MACS_peak_7377_lociStitched	chr14(.):75654719-75656172	0.1222
1_MACS_peak_7378_lociStitched	chr14(.):75715601-75717624	0.1193
1_MACS_peak_7379_lociStitched	chr14(.):75724783-75726852	0.1632
2_MACS_peak_7380_lociStitched	chr14(.):75741029-75746048	0.102
1_MACS_peak_7382_lociStitched	chr14(.):75760135-75763180	0.0879
1_MACS_peak_7383_lociStitched	chr14(.):75987573-75989456	0.1255
1_MACS_peak_7384_lociStitched	chr14(.):76126469-76128295	0.1467
2_MACS_peak_7385_lociStitched	chr14(.):76447749-76452766	0.084
1_MACS_peak_7387_lociStitched	chr14(.):76617888-76619245	0.1354
1_MACS_peak_7388_lociStitched	chr14(.):77278113-77279615	0.1431
1_MACS_peak_7389_lociStitched	chr14(.):77396059-77397117	0.0843
2_MACS_peak_7390_lociStitched	chr14(.):77420998-77428948	0.0977
1_MACS_peak_7392_lociStitched	chr14(.):77465963-77467838	0.0827
5_MACS_peak_7393_lociStitched	chr14(.):77487948-77510576	0.096
1_MACS_peak_7398_lociStitched	chr14(.):77547121-77548428	0.1012
1_MACS_peak_7399_lociStitched	chr14(.):77563059-77565440	0.0886
1_MACS_peak_7400_lociStitched	chr14(.):77587018-77588339	0.1416
1_MACS_peak_7401_lociStitched	chr14(.):77647166-77648802	0.1297
1_MACS_peak_7402_lociStitched	chr14(.):77786426-77788542	0.1704
1_MACS_peak_7403_lociStitched	chr14(.):77842349-77844037	0.1039
1_MACS_peak_7404_lociStitched	chr14(.):77922784-77925422	0.1592
1_MACS_peak_7405_lociStitched	chr14(.):78082006-78083325	0.0496
1_MACS_peak_7406_lociStitched	chr14(.):78107971-78108795	0.1003
1_MACS_peak_7407_lociStitched	chr14(.):78173582-78175240	0.1563
1_MACS_peak_7408_lociStitched	chr14(.):78226507-78227946	0.0824
1_MACS_peak_7409_lociStitched	chr14(.):78234554-78235393	0.102
2_MACS_peak_7410_lociStitched	chr14(.):78261887-78267366	0.0948
1_MACS_peak_7412_lociStitched	chr14(.):79187059-79189327	0.1137
1_MACS_peak_7413_lociStitched	chr14(.):81396427-81398454	0.1237
1_MACS_peak_7414_lociStitched	chr14(.):81407422-81409171	0.0954
1_MACS_peak_7415_lociStitched	chr14(.):81424480-81427559	0.088
2_MACS_peak_7416_lociStitched	chr14(.):81635895-81647216	0.1106
1_MACS_peak_7418_lociStitched	chr14(.):81658381-81660870	0.0839
1_MACS_peak_7419_lociStitched	chr14(.):81675059-81676327	0.1154
1_MACS_peak_7420_lociStitched	chr14(.):81685001-81688552	0.1074
3_MACS_peak_7421_lociStitched	chr14(.):81764799-81772887	0.085
2_MACS_peak_7424_lociStitched	chr14(.):81856460-81869766	0.1114
5_MACS_peak_7426_lociStitched	chr14(.):81930568-81956825	0.0991
1_MACS_peak_7431_lociStitched	chr14(.):81994307-82000472	0.0965
1_MACS_peak_7432_lociStitched	chr14(.):83185927-83188061	0.1166
1_MACS_peak_7433_lociStitched	chr14(.):83485919-83487248	0.0584
1_MACS_peak_7434_lociStitched	chr14(.):85942425-85942896	0.0199
1_MACS_peak_7435_lociStitched	chr14(.):86167351-86169834	0.1199
1_MACS_peak_7436_lociStitched	chr14(.):86400579-86401859	0.0813
1_MACS_peak_7437_lociStitched	chr14(.):86527915-86528723	0.1117
2_MACS_peak_7438_lociStitched	chr14(.):86549635-86555214	0.0782
1_MACS_peak_7440_lociStitched	chr14(.):86632312-86633450	0.139
1_MACS_peak_7441_lociStitched	chr14(.):86670022-86670835	0.1335
1_MACS_peak_7442_lociStitched	chr14(.):86786900-86788413	0.1017
1_MACS_peak_7443_lociStitched	chr14(.):86812610-86814928	0.1092
1_MACS_peak_7444_lociStitched	chr14(.):87006825-87007988	0.092
1_MACS_peak_7445_lociStitched	chr14(.):87699544-87700363	0.064
1_MACS_peak_7446_lociStitched	chr14(.):87988729-87992272	0.16
1_MACS_peak_7447_lociStitched	chr14(.):88080750-88082877	0.1469
1_MACS_peak_7448_lociStitched	chr14(.):88459095-88460085	0.0966
1_MACS_peak_7449_lociStitched	chr14(.):88851344-88852743	0.1009
1_MACS_peak_7450_lociStitched	chr14(.):89028919-89030356	0.1152
