GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
2_MACS_peak_8811_lociStitched	chr15(.):22541193-22546066	0.6577
1_MACS_peak_8813_lociStitched	chr15(.):22734384-22736054	0.9801
1_MACS_peak_8814_lociStitched	chr15(.):22832425-22834644	1.9206
1_MACS_peak_8815_lociStitched	chr15(.):22891689-22894097	0.7014
1_MACS_peak_8816_lociStitched	chr15(.):23032669-23035646	0.9904
1_MACS_peak_8817_lociStitched	chr15(.):23075251-23077366	1.1307
4_MACS_peak_8818_lociStitched	chr15(.):23085342-23099175	0.445
2_MACS_peak_8822_lociStitched	chr15(.):23376806-23378993	0.5462
1_MACS_peak_8824_lociStitched	chr15(.):23388255-23391415	1.2942
1_MACS_peak_8825_lociStitched	chr15(.):23414184-23416095	0.8076
1_MACS_peak_8826_lociStitched	chr15(.):23481736-23482815	0.9971
1_MACS_peak_8827_lociStitched	chr15(.):23579375-23581250	1.0466
5_MACS_peak_8828_lociStitched	chr15(.):23609452-23631771	0.3099
1_MACS_peak_8833_lociStitched	chr15(.):23642526-23643884	0.456
3_MACS_peak_8834_lociStitched	chr15(.):23658496-23683087	1.7737
1_MACS_peak_8837_lociStitched	chr15(.):23727335-23728691	0.5473
1_MACS_peak_8838_lociStitched	chr15(.):24097998-24101253	1.4093
1_MACS_peak_8839_lociStitched	chr15(.):24352617-24354079	0.8595
2_MACS_peak_8840_lociStitched	chr15(.):24512507-24517792	1.293
1_MACS_peak_8842_lociStitched	chr15(.):24682225-24683991	0.8367
1_MACS_peak_8843_lociStitched	chr15(.):24732753-24734292	0.4366
1_MACS_peak_8844_lociStitched	chr15(.):25009016-25010705	0.6617
1_MACS_peak_8845_lociStitched	chr15(.):25103453-25104420	0.353
1_MACS_peak_8846_lociStitched	chr15(.):25199796-25202406	0.8209
1_MACS_peak_8847_lociStitched	chr15(.):25661207-25664675	1.3851
1_MACS_peak_8848_lociStitched	chr15(.):25682520-25685273	2.0925
1_MACS_peak_8849_lociStitched	chr15(.):26055393-26057074	0.745
1_MACS_peak_8850_lociStitched	chr15(.):26094966-26096227	0.5633
1_MACS_peak_8851_lociStitched	chr15(.):26327171-26328653	1.2181
1_MACS_peak_8852_lociStitched	chr15(.):27438511-27439387	0.3935
1_MACS_peak_8853_lociStitched	chr15(.):27833996-27835412	0.4936
1_MACS_peak_8854_lociStitched	chr15(.):27867194-27870951	1.5877
1_MACS_peak_8855_lociStitched	chr15(.):27946325-27947491	0.4981
1_MACS_peak_8856_lociStitched	chr15(.):28147471-28149417	1.0376
1_MACS_peak_8857_lociStitched	chr15(.):28565604-28568079	0.7722
1_MACS_peak_8858_lociStitched	chr15(.):28577100-28580012	1.3195
1_MACS_peak_8859_lociStitched	chr15(.):28603269-28604942	0.7756
1_MACS_peak_8860_lociStitched	chr15(.):28796649-28798650	0.8144
1_MACS_peak_8861_lociStitched	chr15(.):28821867-28824452	1.2812
1_MACS_peak_8862_lociStitched	chr15(.):28833753-28835998	0.9001
1_MACS_peak_8863_lociStitched	chr15(.):28968504-28969524	0.4373
1_MACS_peak_8864_lociStitched	chr15(.):28983010-28984017	0.4031
1_MACS_peak_8865_lociStitched	chr15(.):29091889-29093507	0.4259
2_MACS_peak_8866_lociStitched	chr15(.):29130508-29138927	0.1696
1_MACS_peak_8868_lociStitched	chr15(.):29215018-29217560	1.0355
1_MACS_peak_8869_lociStitched	chr15(.):29560673-29563602	1.7412
1_MACS_peak_8870_lociStitched	chr15(.):29620844-29622711	0.4984
1_MACS_peak_8871_lociStitched	chr15(.):29922345-29925402	1.8856
1_MACS_peak_8872_lociStitched	chr15(.):30032781-30035219	0.8874
1_MACS_peak_8873_lociStitched	chr15(.):30113321-30115083	0.7884
1_MACS_peak_8874_lociStitched	chr15(.):30395709-30396763	0.3385
1_MACS_peak_8875_lociStitched	chr15(.):30468847-30470266	0.4817
1_MACS_peak_8876_lociStitched	chr15(.):30487872-30488808	0.4284
1_MACS_peak_8877_lociStitched	chr15(.):30684909-30686032	0.5755
2_MACS_peak_8878_lociStitched	chr15(.):30717347-30721810	0.5699
1_MACS_peak_8880_lociStitched	chr15(.):30762586-30764330	0.9381
2_MACS_peak_8881_lociStitched	chr15(.):30828699-30833426	0.5814
1_MACS_peak_8883_lociStitched	chr15(.):30864457-30865860	0.4938
1_MACS_peak_8884_lociStitched	chr15(.):30916072-30920028	3.6858
1_MACS_peak_8885_lociStitched	chr15(.):30988173-30990080	0.9838
1_MACS_peak_8886_lociStitched	chr15(.):31115009-31116448	0.8029
1_MACS_peak_8887_lociStitched	chr15(.):31195206-31197017	1.199
1_MACS_peak_8888_lociStitched	chr15(.):31282430-31285018	2.4979
1_MACS_peak_8889_lociStitched	chr15(.):31295317-31298359	1.1297
1_MACS_peak_8890_lociStitched	chr15(.):31305378-31307325	0.9179
1_MACS_peak_8891_lociStitched	chr15(.):31323124-31324724	1.1989
1_MACS_peak_8892_lociStitched	chr15(.):31344884-31347199	1.1986
2_MACS_peak_8893_lociStitched	chr15(.):31368234-31376995	1.4906
1_MACS_peak_8895_lociStitched	chr15(.):31392914-31394468	0.5021
1_MACS_peak_8896_lociStitched	chr15(.):31449255-31451072	1.2031
1_MACS_peak_8897_lociStitched	chr15(.):31494368-31496029	0.4763
1_MACS_peak_8898_lociStitched	chr15(.):31506606-31509686	2.453
2_MACS_peak_8899_lociStitched	chr15(.):31519256-31529437	0.9457
2_MACS_peak_8901_lociStitched	chr15(.):31546325-31561330	3.6156
8_MACS_peak_8903_lociStitched	chr15(.):31616583-31660423	1.254
1_MACS_peak_8911_lociStitched	chr15(.):31683789-31685067	0.6427
1_MACS_peak_8912_lociStitched	chr15(.):31696622-31698831	0.7707
1_MACS_peak_8913_lociStitched	chr15(.):31726017-31728725	2.7018
1_MACS_peak_8914_lociStitched	chr15(.):31735932-31738057	0.5679
1_MACS_peak_8915_lociStitched	chr15(.):31750202-31752437	0.9898
1_MACS_peak_8916_lociStitched	chr15(.):31764460-31766258	0.9539
1_MACS_peak_8917_lociStitched	chr15(.):32000082-32001482	0.6778
1_MACS_peak_8918_lociStitched	chr15(.):32321766-32323524	0.491
1_MACS_peak_8919_lociStitched	chr15(.):32653107-32654365	0.566
1_MACS_peak_8920_lociStitched	chr15(.):32726287-32727540	0.5774
2_MACS_peak_8921_lociStitched	chr15(.):32758146-32763294	0.533
1_MACS_peak_8923_lociStitched	chr15(.):32827650-32829687	0.9789
2_MACS_peak_8924_lociStitched	chr15(.):32870074-32874828	0.7278
1_MACS_peak_8926_lociStitched	chr15(.):32905450-32909318	3.9163
1_MACS_peak_8927_lociStitched	chr15(.):32949095-32950424	0.6247
1_MACS_peak_8928_lociStitched	chr15(.):33014927-33016726	0.6371
1_MACS_peak_8929_lociStitched	chr15(.):33141680-33143432	0.5422
1_MACS_peak_8930_lociStitched	chr15(.):33153515-33154988	0.5519
1_MACS_peak_8931_lociStitched	chr15(.):33199262-33201939	1.0338
3_MACS_peak_8932_lociStitched	chr15(.):33296513-33313566	1.1523
1_MACS_peak_8935_lociStitched	chr15(.):33359157-33362185	3.4147
1_MACS_peak_8936_lociStitched	chr15(.):33437226-33438645	0.4783
1_MACS_peak_8937_lociStitched	chr15(.):33493186-33494650	0.6791
1_MACS_peak_8938_lociStitched	chr15(.):33537134-33538585	0.5652
1_MACS_peak_8939_lociStitched	chr15(.):34071756-34073636	0.7174
1_MACS_peak_8940_lociStitched	chr15(.):34093745-34094741	0.3958
1_MACS_peak_8941_lociStitched	chr15(.):34185362-34187411	1.0424
1_MACS_peak_8942_lociStitched	chr15(.):34206827-34209030	1.0694
1_MACS_peak_8943_lociStitched	chr15(.):34232638-34235025	1.2094
1_MACS_peak_8944_lociStitched	chr15(.):34329974-34333295	1.5598
1_MACS_peak_8945_lociStitched	chr15(.):34393319-34395047	1.1224
1_MACS_peak_8946_lociStitched	chr15(.):34446534-34448323	0.7391
1_MACS_peak_8947_lociStitched	chr15(.):34501129-34502887	0.8062
1_MACS_peak_8948_lociStitched	chr15(.):34515639-34518205	1.7732
1_MACS_peak_8949_lociStitched	chr15(.):34610101-34611670	0.9185
3_MACS_peak_8950_lociStitched	chr15(.):34619216-34635787	1.4215
1_MACS_peak_8953_lociStitched	chr15(.):34657000-34661195	1.5834
1_MACS_peak_8954_lociStitched	chr15(.):34728220-34729903	0.7611
1_MACS_peak_8955_lociStitched	chr15(.):34805958-34808205	1.1265
2_MACS_peak_8956_lociStitched	chr15(.):34874170-34881204	0.7279
2_MACS_peak_8958_lociStitched	chr15(.):34893493-34898727	1.1433
1_MACS_peak_8960_lociStitched	chr15(.):34957468-34959218	1.0991
1_MACS_peak_8961_lociStitched	chr15(.):35119988-35122119	1.1311
1_MACS_peak_8962_lociStitched	chr15(.):35245517-35246888	0.5273
1_MACS_peak_8963_lociStitched	chr15(.):35261108-35262768	0.6304
2_MACS_peak_8964_lociStitched	chr15(.):35279207-35286966	1.2193
2_MACS_peak_8966_lociStitched	chr15(.):35349770-35355562	0.7085
1_MACS_peak_8968_lociStitched	chr15(.):35837298-35839492	3.7349
1_MACS_peak_8969_lociStitched	chr15(.):35977585-35979196	0.4681
1_MACS_peak_8970_lociStitched	chr15(.):36870420-36872651	3.346
1_MACS_peak_8971_lociStitched	chr15(.):37169323-37171079	0.8849
1_MACS_peak_8972_lociStitched	chr15(.):37325892-37328457	1.8567
1_MACS_peak_8973_lociStitched	chr15(.):37390331-37394732	1.8993
1_MACS_peak_8974_lociStitched	chr15(.):37496709-37498010	0.4792
1_MACS_peak_8975_lociStitched	chr15(.):37772641-37774499	0.6363
1_MACS_peak_8976_lociStitched	chr15(.):37794023-37795432	0.4735
2_MACS_peak_8977_lociStitched	chr15(.):38056317-38058715	0.436
1_MACS_peak_8979_lociStitched	chr15(.):38350240-38352408	0.8733
4_MACS_peak_8980_lociStitched	chr15(.):38360712-38380439	1.1889
2_MACS_peak_8984_lociStitched	chr15(.):38402230-38413511	0.5923
1_MACS_peak_8986_lociStitched	chr15(.):38421324-38423582	1.0558
2_MACS_peak_8987_lociStitched	chr15(.):38460247-38470146	0.4966
2_MACS_peak_8989_lociStitched	chr15(.):38477735-38485367	0.979
1_MACS_peak_8991_lociStitched	chr15(.):38508968-38510776	0.4849
1_MACS_peak_8992_lociStitched	chr15(.):38533528-38535061	0.5833
1_MACS_peak_8993_lociStitched	chr15(.):38543019-38547354	1.4657
1_MACS_peak_8994_lociStitched	chr15(.):38715737-38717644	0.7819
1_MACS_peak_8995_lociStitched	chr15(.):38732345-38733392	0.5165
1_MACS_peak_8996_lociStitched	chr15(.):38745623-38747805	1.6349
1_MACS_peak_8997_lociStitched	chr15(.):38987567-38989717	1.4072
1_MACS_peak_8998_lociStitched	chr15(.):39793179-39795424	0.7003
1_MACS_peak_8999_lociStitched	chr15(.):39845495-39847809	0.6834
1_MACS_peak_9000_lociStitched	chr15(.):39872233-39873623	0.5689
2_MACS_peak_9001_lociStitched	chr15(.):39914489-39922556	1.2973
3_MACS_peak_9003_lociStitched	chr15(.):40062983-40079200	0.44
1_MACS_peak_9006_lociStitched	chr15(.):40212384-40213969	1.2903
2_MACS_peak_9007_lociStitched	chr15(.):40225312-40232977	0.6516
5_MACS_peak_9009_lociStitched	chr15(.):40329919-40358696	1.0254
1_MACS_peak_9014_lociStitched	chr15(.):40373181-40374966	1.002
3_MACS_peak_9015_lociStitched	chr15(.):40386736-40409253	2.1012
1_MACS_peak_9018_lociStitched	chr15(.):40452158-40455146	1.6713
1_MACS_peak_9019_lociStitched	chr15(.):40544369-40546071	0.6174
2_MACS_peak_9020_lociStitched	chr15(.):40615947-40622441	1.0602
1_MACS_peak_9022_lociStitched	chr15(.):40659444-40660302	0.6349
1_MACS_peak_9023_lociStitched	chr15(.):40674371-40676222	1.6578
2_MACS_peak_9024_lociStitched	chr15(.):40697371-40702593	0.6588
2_MACS_peak_9026_lociStitched	chr15(.):40728031-40734752	0.4057
1_MACS_peak_9028_lociStitched	chr15(.):40762502-40764588	1.0504
2_MACS_peak_9029_lociStitched	chr15(.):40798794-40804878	0.3217
4_MACS_peak_9031_lociStitched	chr15(.):40833485-40862784	1.643
2_MACS_peak_9035_lociStitched	chr15(.):40881701-40887675	0.9716
1_MACS_peak_9037_lociStitched	chr15(.):40985566-40988719	2.1883
1_MACS_peak_9038_lociStitched	chr15(.):41034474-41037669	1.5841
2_MACS_peak_9039_lociStitched	chr15(.):41046234-41057396	0.7071
1_MACS_peak_9041_lociStitched	chr15(.):41098469-41100981	1.7184
2_MACS_peak_9042_lociStitched	chr15(.):41135329-41140272	0.8831
2_MACS_peak_9044_lociStitched	chr15(.):41182969-41187758	0.6165
1_MACS_peak_9046_lociStitched	chr15(.):41197791-41200023	0.9369
3_MACS_peak_9047_lociStitched	chr15(.):41232947-41246388	0.7769
2_MACS_peak_9050_lociStitched	chr15(.):41304823-41310885	0.8131
1_MACS_peak_9052_lociStitched	chr15(.):41407084-41409759	3.8379
1_MACS_peak_9053_lociStitched	chr15(.):41522968-41524305	0.8328
1_MACS_peak_9054_lociStitched	chr15(.):41555476-41557084	0.5372
1_MACS_peak_9055_lociStitched	chr15(.):41575080-41577556	2.5926
1_MACS_peak_9056_lociStitched	chr15(.):41623769-41627224	2.4839
2_MACS_peak_9057_lociStitched	chr15(.):41687774-41695847	0.4886
3_MACS_peak_9059_lociStitched	chr15(.):41708290-41722501	0.3126
1_MACS_peak_9062_lociStitched	chr15(.):41774920-41776462	0.5817
1_MACS_peak_9063_lociStitched	chr15(.):41784596-41786906	1.2341
1_MACS_peak_9064_lociStitched	chr15(.):41835746-41837135	0.7537
1_MACS_peak_9065_lociStitched	chr15(.):41849873-41852431	0.8785
1_MACS_peak_9066_lociStitched	chr15(.):41951715-41954979	1.705
1_MACS_peak_9067_lociStitched	chr15(.):42065454-42067825	0.8523
1_MACS_peak_9068_lociStitched	chr15(.):42119403-42121212	0.6875
1_MACS_peak_9069_lociStitched	chr15(.):42262547-42265662	0.9345
1_MACS_peak_9070_lociStitched	chr15(.):42302155-42304819	1.3823
1_MACS_peak_9071_lociStitched	chr15(.):42326946-42328272	0.6387
1_MACS_peak_9072_lociStitched	chr15(.):42348929-42350197	0.4659
1_MACS_peak_9073_lociStitched	chr15(.):42499595-42501398	1.0196
1_MACS_peak_9074_lociStitched	chr15(.):42564559-42567580	2.4267
2_MACS_peak_9075_lociStitched	chr15(.):42782339-42788776	0.7432
1_MACS_peak_9077_lociStitched	chr15(.):42839712-42842297	1.8548
2_MACS_peak_9078_lociStitched	chr15(.):42866825-42874657	0.4927
1_MACS_peak_9080_lociStitched	chr15(.):42895478-42901587	1.5219
1_MACS_peak_9081_lociStitched	chr15(.):42911502-42912747	0.6133
1_MACS_peak_9082_lociStitched	chr15(.):43028040-43030219	1.3369
1_MACS_peak_9083_lociStitched	chr15(.):43211921-43214205	0.9388
1_MACS_peak_9084_lociStitched	chr15(.):43397403-43399286	1.2375
1_MACS_peak_9085_lociStitched	chr15(.):43414380-43416163	0.8739
1_MACS_peak_9086_lociStitched	chr15(.):43424796-43427291	2.0133
1_MACS_peak_9087_lociStitched	chr15(.):43477210-43478990	0.836
1_MACS_peak_9088_lociStitched	chr15(.):43545118-43547168	0.9768
1_MACS_peak_9089_lociStitched	chr15(.):43562181-43563832	0.5132
1_MACS_peak_9090_lociStitched	chr15(.):43621613-43623536	2.2352
1_MACS_peak_9091_lociStitched	chr15(.):43662400-43664320	1.5135
1_MACS_peak_9092_lociStitched	chr15(.):43732481-43733946	0.9105
1_MACS_peak_9093_lociStitched	chr15(.):43784618-43786338	0.7069
1_MACS_peak_9094_lociStitched	chr15(.):43802213-43803497	0.6502
2_MACS_peak_9095_lociStitched	chr15(.):43881517-43886386	0.382
2_MACS_peak_9097_lociStitched	chr15(.):43981327-43986286	0.3109
1_MACS_peak_9099_lociStitched	chr15(.):44037706-44039833	1.7684
2_MACS_peak_9100_lociStitched	chr15(.):44083437-44093756	0.5435
2_MACS_peak_9102_lociStitched	chr15(.):44116325-44120889	1.6345
1_MACS_peak_9104_lociStitched	chr15(.):44240383-44241947	0.6938
1_MACS_peak_9105_lociStitched	chr15(.):44487221-44488351	0.6224
2_MACS_peak_9106_lociStitched	chr15(.):44579518-44590216	0.6471
1_MACS_peak_9108_lociStitched	chr15(.):44599060-44603113	0.9916
1_MACS_peak_9109_lociStitched	chr15(.):44610983-44612200	0.4956
1_MACS_peak_9110_lociStitched	chr15(.):44676537-44678498	0.7811
1_MACS_peak_9111_lociStitched	chr15(.):44718204-44721062	3.726
1_MACS_peak_9112_lociStitched	chr15(.):44827769-44830578	1.539
2_MACS_peak_9113_lociStitched	chr15(.):44885319-44889313	0.4892
5_MACS_peak_9115_lociStitched	chr15(.):44954378-44976722	0.7325
1_MACS_peak_9120_lociStitched	chr15(.):45001698-45005764	2.652
2_MACS_peak_9121_lociStitched	chr15(.):45016198-45029437	1.1932
1_MACS_peak_9123_lociStitched	chr15(.):45076054-45077457	1.1266
1_MACS_peak_9124_lociStitched	chr15(.):45314547-45316286	1.0605
1_MACS_peak_9125_lociStitched	chr15(.):45352859-45355003	0.5929
1_MACS_peak_9126_lociStitched	chr15(.):45458058-45460257	3.1281
1_MACS_peak_9127_lociStitched	chr15(.):45475216-45476153	0.5311
1_MACS_peak_9128_lociStitched	chr15(.):45490030-45494023	1.495
1_MACS_peak_9129_lociStitched	chr15(.):45570538-45572413	0.835
1_MACS_peak_9130_lociStitched	chr15(.):45669853-45671945	1.1328
1_MACS_peak_9131_lociStitched	chr15(.):45683598-45685204	0.5661
1_MACS_peak_9132_lociStitched	chr15(.):45693373-45696258	1.6673
1_MACS_peak_9133_lociStitched	chr15(.):45746476-45748033	0.8951
1_MACS_peak_9134_lociStitched	chr15(.):45813469-45815689	1.1169
1_MACS_peak_9135_lociStitched	chr15(.):45840251-45842196	1.0632
1_MACS_peak_9136_lociStitched	chr15(.):45878353-45881286	3.179
1_MACS_peak_9137_lociStitched	chr15(.):45926175-45931021	1.6461
1_MACS_peak_9138_lociStitched	chr15(.):45940349-45942008	1.1261
1_MACS_peak_9139_lociStitched	chr15(.):45997418-45998741	0.7594
1_MACS_peak_9140_lociStitched	chr15(.):46411797-46414047	0.8396
1_MACS_peak_9141_lociStitched	chr15(.):46588893-46591751	0.8539
1_MACS_peak_9142_lociStitched	chr15(.):46636131-46638516	0.9001
1_MACS_peak_9143_lociStitched	chr15(.):46780894-46782543	0.4904
1_MACS_peak_9144_lociStitched	chr15(.):46952182-46953371	0.5719
2_MACS_peak_9145_lociStitched	chr15(.):46994247-47008771	1.5382
1_MACS_peak_9147_lociStitched	chr15(.):47016756-47017951	0.5926
1_MACS_peak_9148_lociStitched	chr15(.):47026544-47028548	1.0516
1_MACS_peak_9149_lociStitched	chr15(.):47043234-47044474	0.5402
1_MACS_peak_9150_lociStitched	chr15(.):47224106-47228625	0.9809
1_MACS_peak_9151_lociStitched	chr15(.):47238095-47241038	1.6287
1_MACS_peak_9152_lociStitched	chr15(.):47318929-47320514	0.539
1_MACS_peak_9153_lociStitched	chr15(.):47475795-47477919	1.127
1_MACS_peak_9154_lociStitched	chr15(.):47592599-47596064	0.884
1_MACS_peak_9155_lociStitched	chr15(.):47626255-47628043	0.792
1_MACS_peak_9156_lociStitched	chr15(.):48048834-48050244	0.5525
1_MACS_peak_9157_lociStitched	chr15(.):48149243-48151057	0.6139
1_MACS_peak_9158_lociStitched	chr15(.):48251883-48255333	2.7038
1_MACS_peak_9159_lociStitched	chr15(.):48293239-48295588	0.7593
1_MACS_peak_9160_lociStitched	chr15(.):48469415-48471153	1.4234
1_MACS_peak_9161_lociStitched	chr15(.):48622499-48625538	3.5078
1_MACS_peak_9162_lociStitched	chr15(.):48869218-48870692	0.615
1_MACS_peak_9163_lociStitched	chr15(.):48894817-48896709	0.5296
1_MACS_peak_9164_lociStitched	chr15(.):48937058-48938756	0.9435
1_MACS_peak_9165_lociStitched	chr15(.):49086509-49087733	0.5637
1_MACS_peak_9166_lociStitched	chr15(.):49102270-49103758	1.407
1_MACS_peak_9167_lociStitched	chr15(.):49169424-49171354	1.8603
1_MACS_peak_9168_lociStitched	chr15(.):49258314-49259829	0.4754
1_MACS_peak_9169_lociStitched	chr15(.):49267275-49268682	0.6182
1_MACS_peak_9170_lociStitched	chr15(.):49314333-49318181	1.6943
1_MACS_peak_9171_lociStitched	chr15(.):49337534-49339586	1.2979
1_MACS_peak_9172_lociStitched	chr15(.):49446692-49449279	1.1954
1_MACS_peak_9173_lociStitched	chr15(.):49461546-49463641	1.869
2_MACS_peak_9174_lociStitched	chr15(.):49523910-49529420	0.4767
1_MACS_peak_9176_lociStitched	chr15(.):49544925-49546303	0.475
1_MACS_peak_9177_lociStitched	chr15(.):49557729-49559891	1.0355
2_MACS_peak_9178_lociStitched	chr15(.):49570310-49582990	0.7371
1_MACS_peak_9180_lociStitched	chr15(.):49597105-49599200	0.6493
1_MACS_peak_9181_lociStitched	chr15(.):49674355-49676268	0.7025
1_MACS_peak_9182_lociStitched	chr15(.):49730371-49732688	0.8014
2_MACS_peak_9183_lociStitched	chr15(.):49758382-49765591	0.691
1_MACS_peak_9185_lociStitched	chr15(.):49912036-49914557	1.4467
1_MACS_peak_9186_lociStitched	chr15(.):50295266-50296847	0.7657
1_MACS_peak_9187_lociStitched	chr15(.):50473995-50476170	0.9008
1_MACS_peak_9188_lociStitched	chr15(.):50539522-50540937	0.6626
1_MACS_peak_9189_lociStitched	chr15(.):50644845-50648914	3.5012
1_MACS_peak_9190_lociStitched	chr15(.):50715627-50717467	1.2961
1_MACS_peak_9191_lociStitched	chr15(.):50977683-50980062	1.8528
1_MACS_peak_9192_lociStitched	chr15(.):51056154-51058890	1.7781
3_MACS_peak_9193_lociStitched	chr15(.):51168549-51178516	0.4405
1_MACS_peak_9196_lociStitched	chr15(.):51198825-51201795	1.8601
1_MACS_peak_9197_lociStitched	chr15(.):51368721-51370609	2.1944
1_MACS_peak_9198_lociStitched	chr15(.):51386136-51386988	0.429
4_MACS_peak_9199_lociStitched	chr15(.):51519824-51537722	0.4759
1_MACS_peak_9203_lociStitched	chr15(.):51573960-51575764	0.737
1_MACS_peak_9204_lociStitched	chr15(.):51914009-51915814	1.383
1_MACS_peak_9205_lociStitched	chr15(.):52023130-52025054	0.8737
1_MACS_peak_9206_lociStitched	chr15(.):52121375-52123278	1.5554
1_MACS_peak_9207_lociStitched	chr15(.):52134911-52136188	0.4719
1_MACS_peak_9208_lociStitched	chr15(.):52262984-52264963	1.3317
1_MACS_peak_9209_lociStitched	chr15(.):52273500-52274953	0.6555
1_MACS_peak_9210_lociStitched	chr15(.):52297705-52300051	0.8706
1_MACS_peak_9211_lociStitched	chr15(.):52310551-52314950	1.939
2_MACS_peak_9212_lociStitched	chr15(.):52333738-52339089	0.5648
1_MACS_peak_9214_lociStitched	chr15(.):52374017-52375903	0.742
1_MACS_peak_9215_lociStitched	chr15(.):52392458-52393533	0.5488
1_MACS_peak_9216_lociStitched	chr15(.):52470655-52473451	1.6739
2_MACS_peak_9217_lociStitched	chr15(.):52548248-52556216	1.3281
1_MACS_peak_9219_lociStitched	chr15(.):52584734-52588728	1.7305
1_MACS_peak_9220_lociStitched	chr15(.):52622961-52625842	0.6421
1_MACS_peak_9221_lociStitched	chr15(.):52670130-52676514	1.7723
1_MACS_peak_9222_lociStitched	chr15(.):52700501-52702468	0.8297
1_MACS_peak_9223_lociStitched	chr15(.):52754292-52759715	3.2143
2_MACS_peak_9224_lociStitched	chr15(.):52771241-52780650	0.9953
2_MACS_peak_9226_lociStitched	chr15(.):52795634-52800813	0.9399
1_MACS_peak_9228_lociStitched	chr15(.):52819287-52822741	1.7633
1_MACS_peak_9229_lociStitched	chr15(.):52849962-52850903	0.4127
1_MACS_peak_9230_lociStitched	chr15(.):52858665-52861796	2.3124
1_MACS_peak_9231_lociStitched	chr15(.):52934359-52935483	0.4666
2_MACS_peak_9232_lociStitched	chr15(.):52950532-52960827	0.2965
1_MACS_peak_9234_lociStitched	chr15(.):52969164-52977447	1.9937
1_MACS_peak_9235_lociStitched	chr15(.):52999994-53003714	1.4412
1_MACS_peak_9236_lociStitched	chr15(.):53019507-53026077	1.7023
1_MACS_peak_9237_lociStitched	chr15(.):53082164-53083408	0.6256
1_MACS_peak_9238_lociStitched	chr15(.):54185030-54186534	0.4275
1_MACS_peak_9239_lociStitched	chr15(.):54209742-54211337	0.4872
1_MACS_peak_9240_lociStitched	chr15(.):54441632-54442995	0.5249
1_MACS_peak_9241_lociStitched	chr15(.):54810272-54813532	1.1966
1_MACS_peak_9242_lociStitched	chr15(.):54872821-54877978	2.7676
1_MACS_peak_9243_lociStitched	chr15(.):54973821-54974764	0.4836
1_MACS_peak_9244_lociStitched	chr15(.):54988914-54990253	0.5486
1_MACS_peak_9245_lociStitched	chr15(.):55094011-55097136	1.6869
2_MACS_peak_9246_lociStitched	chr15(.):55127916-55132573	0.3928
1_MACS_peak_9248_lociStitched	chr15(.):55488087-55490350	1.2354
2_MACS_peak_9249_lociStitched	chr15(.):55568589-55583286	1.0472
1_MACS_peak_9251_lociStitched	chr15(.):55610496-55612154	1.8072
1_MACS_peak_9252_lociStitched	chr15(.):55664242-55665940	0.4678
2_MACS_peak_9253_lociStitched	chr15(.):55694013-55701641	0.9022
1_MACS_peak_9255_lociStitched	chr15(.):55789806-55791379	0.5687
1_MACS_peak_9256_lociStitched	chr15(.):55879451-55881134	0.6921
1_MACS_peak_9257_lociStitched	chr15(.):56121769-56123355	0.9269
1_MACS_peak_9258_lociStitched	chr15(.):56284815-56286745	1.0853
1_MACS_peak_9259_lociStitched	chr15(.):56534558-56539063	1.1747
1_MACS_peak_9260_lociStitched	chr15(.):56553892-56555208	0.5392
2_MACS_peak_9261_lociStitched	chr15(.):56647467-56666251	2.5909
1_MACS_peak_9263_lociStitched	chr15(.):57024250-57026312	2.0822
1_MACS_peak_9264_lociStitched	chr15(.):57178579-57180707	2.3788
1_MACS_peak_9265_lociStitched	chr15(.):57209687-57212705	2.1713
1_MACS_peak_9266_lociStitched	chr15(.):57410438-57411732	0.384
1_MACS_peak_9267_lociStitched	chr15(.):57598457-57599342	0.4214
1_MACS_peak_9268_lociStitched	chr15(.):57998016-58000143	2.9614
1_MACS_peak_9269_lociStitched	chr15(.):58068310-58070665	0.8757
1_MACS_peak_9270_lociStitched	chr15(.):58089269-58091069	0.5317
1_MACS_peak_9271_lociStitched	chr15(.):58519941-58521391	0.539
1_MACS_peak_9272_lociStitched	chr15(.):58560714-58563352	1.2679
2_MACS_peak_9273_lociStitched	chr15(.):58581815-58595806	2.5838
1_MACS_peak_9275_lociStitched	chr15(.):58622656-58626182	2.3512
1_MACS_peak_9276_lociStitched	chr15(.):58698342-58700567	0.6128
3_MACS_peak_9277_lociStitched	chr15(.):58749726-58765879	0.5682
1_MACS_peak_9280_lociStitched	chr15(.):58795158-58799426	0.9557
1_MACS_peak_9281_lociStitched	chr15(.):58809108-58811345	0.5855
1_MACS_peak_9282_lociStitched	chr15(.):58919863-58921730	0.9972
1_MACS_peak_9283_lociStitched	chr15(.):59039520-59043171	1.5628
2_MACS_peak_9284_lociStitched	chr15(.):59062403-59070130	0.6045
1_MACS_peak_9286_lociStitched	chr15(.):59224615-59227313	1.9736
2_MACS_peak_9287_lociStitched	chr15(.):59244409-59250485	0.2851
4_MACS_peak_9289_lociStitched	chr15(.):59266712-59281227	0.7901
1_MACS_peak_9293_lociStitched	chr15(.):59396392-59398601	2.3524
1_MACS_peak_9294_lociStitched	chr15(.):59457137-59458991	0.8467
3_MACS_peak_9295_lociStitched	chr15(.):59528222-59543923	0.3092
