GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_1198_lociStitched	chr1(.):85929634-85931553	0.1422
2_MACS_peak_1199_lociStitched	chr1(.):86042218-86047514	0.1291
1_MACS_peak_1201_lociStitched	chr1(.):86173399-86175135	0.2293
1_MACS_peak_1202_lociStitched	chr1(.):86555162-86556028	0.0645
1_MACS_peak_1203_lociStitched	chr1(.):86712895-86714311	0.2367
1_MACS_peak_1204_lociStitched	chr1(.):86860336-86862524	0.1546
1_MACS_peak_1205_lociStitched	chr1(.):86967699-86969888	0.2202
1_MACS_peak_1206_lociStitched	chr1(.):87082474-87083112	0.285
1_MACS_peak_1207_lociStitched	chr1(.):87169443-87171577	0.2235
1_MACS_peak_1208_lociStitched	chr1(.):87220685-87221827	0.1918
1_MACS_peak_1209_lociStitched	chr1(.):87331674-87332366	0.0892
1_MACS_peak_1210_lociStitched	chr1(.):87353425-87354241	0.1198
1_MACS_peak_1211_lociStitched	chr1(.):87379178-87381712	0.2344
1_MACS_peak_1212_lociStitched	chr1(.):87522841-87524137	0.2993
1_MACS_peak_1213_lociStitched	chr1(.):87597299-87598563	0.1453
1_MACS_peak_1214_lociStitched	chr1(.):87616777-87618238	0.186
1_MACS_peak_1215_lociStitched	chr1(.):87667967-87669419	0.2274
4_MACS_peak_1216_lociStitched	chr1(.):87793403-87803015	0.1586
1_MACS_peak_1220_lociStitched	chr1(.):87914765-87915742	0.143
1_MACS_peak_1221_lociStitched	chr1(.):88291632-88292761	0.2138
1_MACS_peak_1222_lociStitched	chr1(.):88337547-88338383	0.2357
1_MACS_peak_1223_lociStitched	chr1(.):88523796-88524527	0.1499
1_MACS_peak_1224_lociStitched	chr1(.):89149186-89151163	0.1819
1_MACS_peak_1225_lociStitched	chr1(.):89356548-89357924	0.26
1_MACS_peak_1226_lociStitched	chr1(.):89457091-89459234	0.2372
1_MACS_peak_1227_lociStitched	chr1(.):89486879-89487703	0.1469
1_MACS_peak_1228_lociStitched	chr1(.):89664069-89665082	0.2261
1_MACS_peak_1229_lociStitched	chr1(.):89989387-89991477	0.2178
1_MACS_peak_1230_lociStitched	chr1(.):90097645-90100023	0.227
1_MACS_peak_1231_lociStitched	chr1(.):90158986-90161009	0.1772
1_MACS_peak_1232_lociStitched	chr1(.):90227623-90229296	0.2877
1_MACS_peak_1233_lociStitched	chr1(.):90285751-90288315	0.1772
1_MACS_peak_1234_lociStitched	chr1(.):90308304-90310068	0.1423
1_MACS_peak_1235_lociStitched	chr1(.):90460063-90461552	0.2397
1_MACS_peak_1236_lociStitched	chr1(.):91188875-91189929	0.1178
1_MACS_peak_1237_lociStitched	chr1(.):91316126-91317469	0.1155
1_MACS_peak_1238_lociStitched	chr1(.):91486500-91488602	0.2632
1_MACS_peak_1240_lociStitched	chr1(.):91869587-91870707	0.1219
1_MACS_peak_1241_lociStitched	chr1(.):91965792-91967444	0.3261
1_MACS_peak_1242_lociStitched	chr1(.):92037235-92038269	0.1285
1_MACS_peak_1243_lociStitched	chr1(.):92350793-92352301	0.0982
1_MACS_peak_1244_lociStitched	chr1(.):92495497-92496150	0.0836
1_MACS_peak_1245_lociStitched	chr1(.):92545361-92546686	0.1885
1_MACS_peak_1246_lociStitched	chr1(.):92763816-92765333	0.1752
1_MACS_peak_1247_lociStitched	chr1(.):92947523-92953041	0.1365
1_MACS_peak_1248_lociStitched	chr1(.):92966993-92968906	0.1478
1_MACS_peak_1249_lociStitched	chr1(.):93249476-93251791	0.1229
1_MACS_peak_1250_lociStitched	chr1(.):93297113-93298408	0.1004
2_MACS_peak_1251_lociStitched	chr1(.):93424788-93427887	0.0947
2_MACS_peak_1253_lociStitched	chr1(.):93439835-93441731	0.1063
1_MACS_peak_1255_lociStitched	chr1(.):93479979-93481026	0.1001
1_MACS_peak_1256_lociStitched	chr1(.):93508059-93509000	0.0963
1_MACS_peak_1257_lociStitched	chr1(.):93544472-93545374	0.2236
1_MACS_peak_1258_lociStitched	chr1(.):93644984-93646822	0.1586
1_MACS_peak_1259_lociStitched	chr1(.):93794123-93795125	0.1297
1_MACS_peak_1260_lociStitched	chr1(.):93810767-93812270	0.1023
1_MACS_peak_1261_lociStitched	chr1(.):93913363-93914022	0.0693
1_MACS_peak_1262_lociStitched	chr1(.):94311565-94314057	0.0785
1_MACS_peak_1263_lociStitched	chr1(.):94343807-94345086	0.1487
1_MACS_peak_1264_lociStitched	chr1(.):94374122-94375769	0.1146
1_MACS_peak_1265_lociStitched	chr1(.):94702420-94703493	0.0756
1_MACS_peak_1266_lociStitched	chr1(.):94712867-94713704	0.0713
1_MACS_peak_1267_lociStitched	chr1(.):94883194-94884669	0.0888
1_MACS_peak_1268_lociStitched	chr1(.):95007200-95008073	0.0189
1_MACS_peak_1269_lociStitched	chr1(.):95285420-95285901	0.0859
1_MACS_peak_1270_lociStitched	chr1(.):95319818-95320543	0.1146
1_MACS_peak_1271_lociStitched	chr1(.):95537966-95539005	0.1989
1_MACS_peak_1272_lociStitched	chr1(.):95582275-95583513	0.1028
1_MACS_peak_1273_lociStitched	chr1(.):95699268-95700370	0.0696
1_MACS_peak_1274_lociStitched	chr1(.):97186969-97188272	0.0311
1_MACS_peak_1275_lociStitched	chr1(.):97629591-97630354	0.0883
1_MACS_peak_1276_lociStitched	chr1(.):98385951-98387317	0.0642
1_MACS_peak_1277_lociStitched	chr1(.):98519254-98520204	0.0856
1_MACS_peak_1278_lociStitched	chr1(.):100315277-100316191	0.136
1_MACS_peak_1279_lociStitched	chr1(.):100434978-100436383	0.1085
1_MACS_peak_1280_lociStitched	chr1(.):100503184-100504587	0.087
1_MACS_peak_1281_lociStitched	chr1(.):100597921-100599710	0.1244
1_MACS_peak_1282_lociStitched	chr1(.):100714834-100715895	0.1665
1_MACS_peak_1283_lociStitched	chr1(.):100731246-100732517	0.1316
1_MACS_peak_1284_lociStitched	chr1(.):100816426-100818744	0.0869
1_MACS_peak_1285_lociStitched	chr1(.):100988457-100989326	0.1033
1_MACS_peak_1286_lociStitched	chr1(.):100996195-100997073	0.1295
1_MACS_peak_1287_lociStitched	chr1(.):101360137-101362450	0.1689
1_MACS_peak_1288_lociStitched	chr1(.):101490964-101491981	0.1435
1_MACS_peak_1289_lociStitched	chr1(.):104068241-104069073	0.1028
1_MACS_peak_1290_lociStitched	chr1(.):105010154-105011067	0.0572
1_MACS_peak_1291_lociStitched	chr1(.):105529870-105530465	0.0909
1_MACS_peak_1292_lociStitched	chr1(.):107269798-107270263	0.0927
1_MACS_peak_1293_lociStitched	chr1(.):107538352-107539308	0.106
1_MACS_peak_1294_lociStitched	chr1(.):107598543-107600368	0.1324
1_MACS_peak_1295_lociStitched	chr1(.):107792605-107793470	0.1132
1_MACS_peak_1296_lociStitched	chr1(.):108506044-108507751	0.1285
1_MACS_peak_1297_lociStitched	chr1(.):108724935-108725528	0.1378
1_MACS_peak_1298_lociStitched	chr1(.):108742206-108743593	0.1047
1_MACS_peak_1299_lociStitched	chr1(.):108814953-108816179	0.1156
1_MACS_peak_1300_lociStitched	chr1(.):108824899-108825879	0.1154
1_MACS_peak_1301_lociStitched	chr1(.):108953647-108954666	0.1873
1_MACS_peak_1302_lociStitched	chr1(.):108963561-108964697	0.1024
1_MACS_peak_1303_lociStitched	chr1(.):109102243-109102875	0.0707
1_MACS_peak_1304_lociStitched	chr1(.):109203224-109204549	0.1309
1_MACS_peak_1305_lociStitched	chr1(.):109222307-109223013	0.135
1_MACS_peak_1306_lociStitched	chr1(.):109234504-109236400	0.1252
1_MACS_peak_1307_lociStitched	chr1(.):109288836-109290005	0.1302
1_MACS_peak_1308_lociStitched	chr1(.):109418974-109420212	0.0734
1_MACS_peak_1309_lociStitched	chr1(.):109505262-109506875	0.0893
1_MACS_peak_1310_lociStitched	chr1(.):109583697-109584876	0.1039
1_MACS_peak_1311_lociStitched	chr1(.):109618191-109619664	0.069
1_MACS_peak_1312_lociStitched	chr1(.):109632320-109633861	0.143
1_MACS_peak_1313_lociStitched	chr1(.):109642253-109643547	0.1057
1_MACS_peak_1314_lociStitched	chr1(.):109654995-109656210	0.1312
1_MACS_peak_1315_lociStitched	chr1(.):109756080-109757268	0.1732
1_MACS_peak_1316_lociStitched	chr1(.):109825362-109826747	0.095
1_MACS_peak_1317_lociStitched	chr1(.):109917747-109919181	0.1115
1_MACS_peak_1318_lociStitched	chr1(.):109968455-109969806	0.1447
1_MACS_peak_1319_lociStitched	chr1(.):110026244-110027413	0.0821
1_MACS_peak_1320_lociStitched	chr1(.):110036416-110037641	0.1735
1_MACS_peak_1321_lociStitched	chr1(.):110051853-110052354	0.0306
1_MACS_peak_1322_lociStitched	chr1(.):110074804-110075359	0.0937
1_MACS_peak_1323_lociStitched	chr1(.):110090654-110091753	0.1166
2_MACS_peak_1324_lociStitched	chr1(.):110161952-110164055	0.0993
1_MACS_peak_1326_lociStitched	chr1(.):110185798-110186650	0.0904
1_MACS_peak_1327_lociStitched	chr1(.):110198315-110199326	0.1194
1_MACS_peak_1328_lociStitched	chr1(.):110319389-110320110	0.1208
1_MACS_peak_1329_lociStitched	chr1(.):110344328-110345802	0.1209
1_MACS_peak_1330_lociStitched	chr1(.):110358300-110359684	0.1241
2_MACS_peak_1331_lociStitched	chr1(.):110448559-110453645	0.1229
1_MACS_peak_1333_lociStitched	chr1(.):110465961-110466800	0.1404
1_MACS_peak_1334_lociStitched	chr1(.):110526948-110527798	0.151
1_MACS_peak_1335_lociStitched	chr1(.):110576766-110578165	0.0982
1_MACS_peak_1336_lociStitched	chr1(.):110753461-110754236	0.0722
1_MACS_peak_1337_lociStitched	chr1(.):110785873-110786881	0.1255
1_MACS_peak_1338_lociStitched	chr1(.):110880292-110883245	0.0983
1_MACS_peak_1339_lociStitched	chr1(.):110949773-110950908	0.1662
1_MACS_peak_1340_lociStitched	chr1(.):111161704-111163116	0.1883
3_MACS_peak_1341_lociStitched	chr1(.):111173220-111179852	0.1897
1_MACS_peak_1344_lociStitched	chr1(.):111215497-111217901	0.1203
2_MACS_peak_1345_lociStitched	chr1(.):111323162-111331008	0.1428
1_MACS_peak_1347_lociStitched	chr1(.):111505768-111507237	0.2368
1_MACS_peak_1348_lociStitched	chr1(.):111682202-111683516	0.1331
1_MACS_peak_1349_lociStitched	chr1(.):111746123-111747663	0.1006
1_MACS_peak_1350_lociStitched	chr1(.):111758209-111759365	0.1645
1_MACS_peak_1351_lociStitched	chr1(.):111888679-111889720	0.1278
1_MACS_peak_1352_lociStitched	chr1(.):111991276-111992312	0.1159
1_MACS_peak_1353_lociStitched	chr1(.):112049928-112051427	0.1799
1_MACS_peak_1354_lociStitched	chr1(.):112146448-112147172	0.1098
1_MACS_peak_1355_lociStitched	chr1(.):112162227-112163005	0.1348
1_MACS_peak_1356_lociStitched	chr1(.):112280649-112283418	0.093
1_MACS_peak_1357_lociStitched	chr1(.):112297615-112299099	0.1302
1_MACS_peak_1358_lociStitched	chr1(.):113008374-113009549	0.08
1_MACS_peak_1359_lociStitched	chr1(.):113050935-113051704	0.0364
1_MACS_peak_1360_lociStitched	chr1(.):113161117-113163108	0.1413
1_MACS_peak_1361_lociStitched	chr1(.):113216803-113218253	0.0701
1_MACS_peak_1362_lociStitched	chr1(.):113249653-113250616	0.0383
4_MACS_peak_1363_lociStitched	chr1(.):113256329-113261863	0.1039
1_MACS_peak_1367_lociStitched	chr1(.):113312513-113313339	0.0799
1_MACS_peak_1368_lociStitched	chr1(.):113382898-113383803	0.1364
1_MACS_peak_1369_lociStitched	chr1(.):113497742-113500512	0.1225
1_MACS_peak_1370_lociStitched	chr1(.):113615270-113616604	0.1576
1_MACS_peak_1371_lociStitched	chr1(.):113932612-113934495	0.0864
1_MACS_peak_1372_lociStitched	chr1(.):114301304-114302818	0.0892
1_MACS_peak_1373_lociStitched	chr1(.):114353984-114355508	0.1233
1_MACS_peak_1374_lociStitched	chr1(.):114402263-114403046	0.0647
1_MACS_peak_1375_lociStitched	chr1(.):114414164-114414813	0.0626
1_MACS_peak_1376_lociStitched	chr1(.):114446955-114448502	0.1579
1_MACS_peak_1377_lociStitched	chr1(.):114471550-114473454	0.1285
1_MACS_peak_1378_lociStitched	chr1(.):115053016-115054651	0.0954
1_MACS_peak_1379_lociStitched	chr1(.):115212019-115213404	0.1138
1_MACS_peak_1380_lociStitched	chr1(.):115258800-115260090	0.1452
1_MACS_peak_1381_lociStitched	chr1(.):115299611-115300927	0.1838
1_MACS_peak_1382_lociStitched	chr1(.):115322799-115323966	0.0948
1_MACS_peak_1383_lociStitched	chr1(.):115605093-115605977	0.1785
1_MACS_peak_1384_lociStitched	chr1(.):115641281-115642543	0.1378
1_MACS_peak_1385_lociStitched	chr1(.):115681316-115682177	0.0637
1_MACS_peak_1386_lociStitched	chr1(.):115905664-115906386	0.0534
1_MACS_peak_1387_lociStitched	chr1(.):116184312-116185669	0.0375
1_MACS_peak_1388_lociStitched	chr1(.):116518360-116519770	0.0743
1_MACS_peak_1389_lociStitched	chr1(.):116694500-116695259	0.0888
1_MACS_peak_1390_lociStitched	chr1(.):116710703-116711686	0.0892
2_MACS_peak_1391_lociStitched	chr1(.):116915070-116916997	0.0706
1_MACS_peak_1393_lociStitched	chr1(.):116960639-116961649	0.1291
1_MACS_peak_1394_lociStitched	chr1(.):117101659-117102466	0.0928
1_MACS_peak_1395_lociStitched	chr1(.):117112172-117114232	0.1017
1_MACS_peak_1396_lociStitched	chr1(.):117279797-117280543	0.1553
1_MACS_peak_1397_lociStitched	chr1(.):117369599-117370443	0.0682
1_MACS_peak_1398_lociStitched	chr1(.):117601885-117603676	0.0997
1_MACS_peak_1399_lociStitched	chr1(.):117663773-117665262	0.11
1_MACS_peak_1400_lociStitched	chr1(.):117908844-117910604	0.0795
1_MACS_peak_1401_lociStitched	chr1(.):118077451-118078151	0.0976
4_MACS_peak_1402_lociStitched	chr1(.):118142047-118154597	0.1373
2_MACS_peak_1406_lociStitched	chr1(.):118165141-118177078	0.1714
3_MACS_peak_1408_lociStitched	chr1(.):118196413-118207581	0.1779
1_MACS_peak_1411_lociStitched	chr1(.):118216805-118217759	0.1454
2_MACS_peak_1412_lociStitched	chr1(.):118301052-118303700	0.1231
1_MACS_peak_1414_lociStitched	chr1(.):118471323-118472978	0.133
1_MACS_peak_1415_lociStitched	chr1(.):119502399-119503299	0.1046
1_MACS_peak_1416_lociStitched	chr1(.):119682571-119684101	0.2047
1_MACS_peak_1417_lociStitched	chr1(.):120190547-120191365	0.0647
1_MACS_peak_1418_lociStitched	chr1(.):120204553-120205356	0.1098
1_MACS_peak_1419_lociStitched	chr1(.):120254263-120255354	0.1222
1_MACS_peak_1420_lociStitched	chr1(.):120610870-120613304	0.3908
1_MACS_peak_1421_lociStitched	chr1(.):120622840-120624886	0.5456
2_MACS_peak_1422_lociStitched	chr1(.):120659483-120665516	0.2683
1_MACS_peak_1424_lociStitched	chr1(.):120674002-120675178	0.2868
1_MACS_peak_1425_lociStitched	chr1(.):120685120-120685909	0.2528
1_MACS_peak_1426_lociStitched	chr1(.):120750927-120752761	0.3014
2_MACS_peak_1427_lociStitched	chr1(.):120797700-120802093	0.2904
1_MACS_peak_1429_lociStitched	chr1(.):120835226-120840374	0.2889
1_MACS_peak_1430_lociStitched	chr1(.):120904478-120905295	0.0815
1_MACS_peak_1431_lociStitched	chr1(.):120924876-120926465	0.1627
2_MACS_peak_1432_lociStitched	chr1(.):121258317-121261992	0.0768
1_MACS_peak_1434_lociStitched	chr1(.):142617982-142619711	0.3083
1_MACS_peak_1435_lociStitched	chr1(.):142634007-142635549	0.2571
1_MACS_peak_1436_lociStitched	chr1(.):142647984-142649613	0.2723
1_MACS_peak_1437_lociStitched	chr1(.):142816500-142818137	0.4335
1_MACS_peak_1438_lociStitched	chr1(.):142889921-142893088	0.3598
1_MACS_peak_1439_lociStitched	chr1(.):142949060-142950480	0.5118
1_MACS_peak_1441_lociStitched	chr1(.):143411485-143412373	0.2344
1_MACS_peak_1442_lociStitched	chr1(.):143443123-143446453	0.3028
1_MACS_peak_1443_lociStitched	chr1(.):143466481-143469543	0.5206
1_MACS_peak_1444_lociStitched	chr1(.):143672909-143673987	0.1516
1_MACS_peak_1445_lociStitched	chr1(.):143686589-143687644	0.1991
1_MACS_peak_1446_lociStitched	chr1(.):143742548-143746006	0.3436
1_MACS_peak_1447_lociStitched	chr1(.):143912225-143917069	0.3631
1_MACS_peak_1448_lociStitched	chr1(.):143949342-143952037	0.3594
1_MACS_peak_1449_lociStitched	chr1(.):143991692-143993367	0.2614
1_MACS_peak_1450_lociStitched	chr1(.):143999379-144001548	0.3434
1_MACS_peak_1451_lociStitched	chr1(.):144311025-144311859	0.111
1_MACS_peak_1452_lociStitched	chr1(.):144338918-144342218	0.2001
1_MACS_peak_1453_lociStitched	chr1(.):144519242-144522601	0.2692
1_MACS_peak_1454_lociStitched	chr1(.):144532571-144536843	0.6108
1_MACS_peak_1455_lociStitched	chr1(.):144567144-144568695	0.5028
1_MACS_peak_1456_lociStitched	chr1(.):144581119-144581907	0.1776
1_MACS_peak_1457_lociStitched	chr1(.):144591504-144594710	0.2984
1_MACS_peak_1458_lociStitched	chr1(.):144685103-144686375	0.1603
1_MACS_peak_1459_lociStitched	chr1(.):144702834-144703772	0.2235
1_MACS_peak_1460_lociStitched	chr1(.):144930384-144934179	0.4765
1_MACS_peak_1461_lociStitched	chr1(.):145038745-145040808	0.5853
1_MACS_peak_1462_lociStitched	chr1(.):145095969-145096972	0.1038
1_MACS_peak_1463_lociStitched	chr1(.):145128908-145131215	0.6081
2_MACS_peak_1464_lociStitched	chr1(.):145138629-145145795	0.3708
2_MACS_peak_1466_lociStitched	chr1(.):145154091-145160623	0.4214
1_MACS_peak_1468_lociStitched	chr1(.):145195213-145197762	0.7627
1_MACS_peak_1469_lociStitched	chr1(.):145208183-145210703	0.5382
1_MACS_peak_1470_lociStitched	chr1(.):145381436-145384091	0.283
2_MACS_peak_1471_lociStitched	chr1(.):145394610-145401054	0.3201
1_MACS_peak_1473_lociStitched	chr1(.):145415113-145415955	0.099
1_MACS_peak_1474_lociStitched	chr1(.):145434004-145438694	0.3552
2_MACS_peak_1475_lociStitched	chr1(.):145448731-145457928	0.3495
2_MACS_peak_1477_lociStitched	chr1(.):145472442-145477818	0.2548
2_MACS_peak_1479_lociStitched	chr1(.):145501588-145508589	0.2834
1_MACS_peak_1481_lociStitched	chr1(.):145514525-145517479	0.3681
1_MACS_peak_1482_lociStitched	chr1(.):145548483-145549724	0.2139
1_MACS_peak_1483_lociStitched	chr1(.):145562110-145563416	0.1375
1_MACS_peak_1484_lociStitched	chr1(.):145574322-145577123	0.3183
1_MACS_peak_1485_lociStitched	chr1(.):145588089-145590687	0.3685
2_MACS_peak_1486_lociStitched	chr1(.):145606163-145611787	0.2682
1_MACS_peak_1488_lociStitched	chr1(.):145713102-145714509	0.2414
1_MACS_peak_1489_lociStitched	chr1(.):145758853-145759956	0.178
1_MACS_peak_1490_lociStitched	chr1(.):145825946-145828087	0.3143
1_MACS_peak_1491_lociStitched	chr1(.):145968273-145970543	0.4244
1_MACS_peak_1492_lociStitched	chr1(.):145990481-145992598	0.2097
1_MACS_peak_1493_lociStitched	chr1(.):146008883-146010346	0.255
1_MACS_peak_1494_lociStitched	chr1(.):146081016-146083164	0.1106
1_MACS_peak_1495_lociStitched	chr1(.):146336274-146337095	0.2128
1_MACS_peak_1496_lociStitched	chr1(.):146373186-146375516	0.3031
1_MACS_peak_1497_lociStitched	chr1(.):146474618-146476232	0.2261
1_MACS_peak_1498_lociStitched	chr1(.):146518164-146519625	0.2775
1_MACS_peak_1499_lociStitched	chr1(.):146543908-146544803	0.1193
2_MACS_peak_1500_lociStitched	chr1(.):146550962-146557338	0.2028
1_MACS_peak_1502_lociStitched	chr1(.):146642984-146645329	0.3655
1_MACS_peak_1503_lociStitched	chr1(.):146696512-146697562	0.1947
1_MACS_peak_1504_lociStitched	chr1(.):146713581-146715682	0.3374
1_MACS_peak_1505_lociStitched	chr1(.):146873908-146874990	0.1848
1_MACS_peak_1506_lociStitched	chr1(.):147011866-147014468	0.3286
1_MACS_peak_1507_lociStitched	chr1(.):147070291-147072586	0.2199
1_MACS_peak_1508_lociStitched	chr1(.):147112242-147114127	0.2873
1_MACS_peak_1509_lociStitched	chr1(.):147141277-147143812	0.3362
1_MACS_peak_1510_lociStitched	chr1(.):147399445-147401482	0.2813
1_MACS_peak_1511_lociStitched	chr1(.):147509921-147512274	0.3327
1_MACS_peak_1512_lociStitched	chr1(.):147532212-147534540	0.2061
1_MACS_peak_1513_lociStitched	chr1(.):147550770-147552165	0.1925
1_MACS_peak_1514_lociStitched	chr1(.):147622844-147625042	0.1733
1_MACS_peak_1515_lociStitched	chr1(.):147735129-147736793	0.3459
1_MACS_peak_1516_lociStitched	chr1(.):147751956-147754745	0.2784
1_MACS_peak_1517_lociStitched	chr1(.):147773700-147776374	0.2957
1_MACS_peak_1518_lociStitched	chr1(.):147805844-147808053	0.3226
1_MACS_peak_1519_lociStitched	chr1(.):147820193-147821286	0.1264
1_MACS_peak_1520_lociStitched	chr1(.):147833138-147834213	0.1638
1_MACS_peak_1521_lociStitched	chr1(.):147860055-147861490	0.1081
1_MACS_peak_1522_lociStitched	chr1(.):147874103-147875005	0.1099
1_MACS_peak_1523_lociStitched	chr1(.):147930143-147933549	0.2474
2_MACS_peak_1524_lociStitched	chr1(.):147993678-148001101	0.1822
1_MACS_peak_1526_lociStitched	chr1(.):148175949-148177909	0.3554
1_MACS_peak_1527_lociStitched	chr1(.):148221410-148222453	0.4134
2_MACS_peak_1528_lociStitched	chr1(.):148240559-148248458	0.3078
1_MACS_peak_1530_lociStitched	chr1(.):148526460-148528131	0.424
1_MACS_peak_1531_lociStitched	chr1(.):148554698-148558606	0.4137
2_MACS_peak_1532_lociStitched	chr1(.):148598012-148605797	0.2133
2_MACS_peak_1534_lociStitched	chr1(.):148760031-148767989	0.2353
1_MACS_peak_1536_lociStitched	chr1(.):148901930-148903648	0.3498
1_MACS_peak_1537_lociStitched	chr1(.):148927088-148931299	0.3296
1_MACS_peak_1538_lociStitched	chr1(.):149203984-149205416	0.5066
1_MACS_peak_1539_lociStitched	chr1(.):149214410-149215925	0.2073
1_MACS_peak_1540_lociStitched	chr1(.):149221975-149225284	0.8146
3_MACS_peak_1541_lociStitched	chr1(.):149285988-149300562	0.3407
1_MACS_peak_1544_lociStitched	chr1(.):149379008-149380527	0.2047
2_MACS_peak_1545_lociStitched	chr1(.):149398361-149400753	0.1952
2_MACS_peak_1547_lociStitched	chr1(.):149510874-149515121	0.1712
1_MACS_peak_1549_lociStitched	chr1(.):149532648-149533621	0.3616
1_MACS_peak_1550_lociStitched	chr1(.):149575084-149578261	0.2104
1_MACS_peak_1551_lociStitched	chr1(.):149605176-149606179	0.226
3_MACS_peak_1552_lociStitched	chr1(.):149671496-149685814	0.224
1_MACS_peak_1555_lociStitched	chr1(.):149763750-149765412	0.1978
1_MACS_peak_1556_lociStitched	chr1(.):149782245-149785610	0.3335
2_MACS_peak_1557_lociStitched	chr1(.):149802803-149815486	0.2867
2_MACS_peak_1559_lociStitched	chr1(.):149821561-149833969	0.287
1_MACS_peak_1561_lociStitched	chr1(.):149856044-149860924	0.4915
1_MACS_peak_1562_lociStitched	chr1(.):149870622-149872669	0.2952
1_MACS_peak_1563_lociStitched	chr1(.):149898914-149900566	0.4218
1_MACS_peak_1564_lociStitched	chr1(.):149909068-149911832	0.2395
1_MACS_peak_1565_lociStitched	chr1(.):149981734-149983188	0.3772
1_MACS_peak_1566_lociStitched	chr1(.):150038606-150040381	0.3544
1_MACS_peak_1567_lociStitched	chr1(.):150120885-150124004	0.2017
2_MACS_peak_1568_lociStitched	chr1(.):150130436-150138991	0.3227
1_MACS_peak_1570_lociStitched	chr1(.):150185290-150187327	0.2783
1_MACS_peak_1571_lociStitched	chr1(.):150206361-150209265	0.3337
1_MACS_peak_1572_lociStitched	chr1(.):150227315-150228738	0.2601
1_MACS_peak_1573_lociStitched	chr1(.):150240099-150242121	0.3226
1_MACS_peak_1574_lociStitched	chr1(.):150253517-150255467	0.2998
1_MACS_peak_1575_lociStitched	chr1(.):150265618-150267952	0.2521
1_MACS_peak_1576_lociStitched	chr1(.):150292674-150294807	0.2346
1_MACS_peak_1577_lociStitched	chr1(.):150335104-150338640	0.3688
1_MACS_peak_1578_lociStitched	chr1(.):150458865-150460472	0.3851
1_MACS_peak_1579_lociStitched	chr1(.):150486801-150489225	0.3089
1_MACS_peak_1580_lociStitched	chr1(.):150504661-150505912	0.176
1_MACS_peak_1581_lociStitched	chr1(.):150520935-150522584	0.1253
5_MACS_peak_1582_lociStitched	chr1(.):150531959-150553342	0.3422
1_MACS_peak_1587_lociStitched	chr1(.):150582942-150587254	0.3121
1_MACS_peak_1588_lociStitched	chr1(.):150601042-150603725	0.3782
1_MACS_peak_1589_lociStitched	chr1(.):150669274-150670343	0.3689
2_MACS_peak_1590_lociStitched	chr1(.):150738037-150744325	0.2622
1_MACS_peak_1592_lociStitched	chr1(.):150848153-150850913	0.3263
1_MACS_peak_1593_lociStitched	chr1(.):150896661-150899513	0.2286
2_MACS_peak_1594_lociStitched	chr1(.):150945573-150952590	0.2756
1_MACS_peak_1596_lociStitched	chr1(.):150968019-150969195	0.1931
1_MACS_peak_1597_lociStitched	chr1(.):150977821-150981913	0.3895
1_MACS_peak_1598_lociStitched	chr1(.):150996470-150997477	0.1845
1_MACS_peak_1599_lociStitched	chr1(.):151019157-151021573	0.3276
1_MACS_peak_1600_lociStitched	chr1(.):151028962-151032882	0.3452
1_MACS_peak_1601_lociStitched	chr1(.):151041740-151045142	0.3338
1_MACS_peak_1602_lociStitched	chr1(.):151107735-151109028	0.2547
1_MACS_peak_1603_lociStitched	chr1(.):151117423-151119979	0.2097
1_MACS_peak_1604_lociStitched	chr1(.):151128042-151129039	0.1856
1_MACS_peak_1605_lociStitched	chr1(.):151137354-151139562	0.348
2_MACS_peak_1606_lociStitched	chr1(.):151161205-151172503	0.2436
2_MACS_peak_1608_lociStitched	chr1(.):151223248-151228004	0.2639
1_MACS_peak_1610_lociStitched	chr1(.):151252507-151257292	0.2956
1_MACS_peak_1611_lociStitched	chr1(.):151264968-151265992	0.1354
1_MACS_peak_1612_lociStitched	chr1(.):151272584-151273903	0.1581
1_MACS_peak_1613_lociStitched	chr1(.):151298991-151301181	0.3727
1_MACS_peak_1614_lociStitched	chr1(.):151318784-151320590	0.3314
1_MACS_peak_1615_lociStitched	chr1(.):151370786-151372978	0.3645
2_MACS_peak_1616_lociStitched	chr1(.):151429846-151432721	0.2234
1_MACS_peak_1618_lociStitched	chr1(.):151444996-151446510	0.1449
1_MACS_peak_1619_lociStitched	chr1(.):151461773-151463426	0.34
1_MACS_peak_1620_lociStitched	chr1(.):151483057-151486806	0.3324
2_MACS_peak_1621_lociStitched	chr1(.):151511613-151520276	0.2147
1_MACS_peak_1623_lociStitched	chr1(.):151584040-151585909	0.2545
1_MACS_peak_1624_lociStitched	chr1(.):151689135-151690036	0.1444
1_MACS_peak_1625_lociStitched	chr1(.):151735125-151736751	0.3613
1_MACS_peak_1626_lociStitched	chr1(.):151752011-151752929	0.1739
1_MACS_peak_1627_lociStitched	chr1(.):151762232-151764386	0.4123
1_MACS_peak_1628_lociStitched	chr1(.):151787426-151790549	0.2068
2_MACS_peak_1629_lociStitched	chr1(.):151802491-151813242	0.262
1_MACS_peak_1631_lociStitched	chr1(.):151881162-151882837	0.3346
2_MACS_peak_1632_lociStitched	chr1(.):151964826-151969951	0.1886
1_MACS_peak_1634_lociStitched	chr1(.):152006754-152012167	0.3593
