GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
NM_002701	chr6(.):31127113-31143451	0.1083
NM_021246	chr6(.):31678132-31690581	0.1021
NM_138275	chr6(.):31686160-31697851	0.1282
NR_033488	chr6(.):31649725-31675850	0.1198
NM_013974	chr6(.):31689816-31703039	0.1457
NM_025262	chr6(.):31639460-31653150	0.1168
NM_001288	chr6(.):31693357-31709341	0.1851
NM_001003693	chr6(.):31669683-31683372	0.1055
NM_021160	chr6(.):31649725-31676137	0.1191
NR_024541	chr6(.):31674752-31686842	0.1001
NM_025261	chr6(.):31681424-31694510	0.0964
NM_001039651	chr6(.):31725772-31737624	0.1264
NM_025258	chr6(.):31728370-31750108	0.1349
NR_002742	chr6(.):31799852-31809916	0.1507
NM_000434	chr6(.):31821828-31835709	0.1175
NM_021177	chr6(.):31760173-31779743	0.1179
NR_002745	chr6(.):31798039-31808103	0.165
NM_001178045	chr6(.):31825969-31850448	0.1185
NM_001040438	chr6(.):31797692-31812541	0.1502
NM_005345	chr6(.):31778290-31790719	0.1495
NM_005527	chr6(.):31772395-31787835	0.1346
NM_001178044	chr6(.):31825969-31851823	0.117
NM_006295	chr6(.):31740296-31768712	0.1191
NM_005346	chr6(.):31790511-31803031	0.1759
NM_006120	chr6(.):32911390-32925899	0.1613
NM_002119	chr6(.):32966959-32982389	0.1086
NM_002118	chr6(.):32897405-32913847	0.1484
NM_005104	chr6(.):32931436-32954282	0.1672
NM_001113182	chr6(.):32933664-32954282	0.172
NM_001199455	chr6(.):32934371-32954282	0.1726
NM_001199456	chr6(.):32935860-32954282	0.166
NM_001164267	chr6(.):33241879-33262304	0.1159
NM_022551	chr6(.):33234851-33249281	0.1347
NM_172209	chr6(.):33262471-33287164	0.1254
NM_004761	chr6(.):33254430-33272176	0.1277
NM_172208	chr6(.):33266409-33287164	0.1256
NM_003782	chr6(.):33239916-33251602	0.1199
NR_024517	chr6(.):33281334-33295793	0.1622
NM_014260	chr6(.):33252377-33263711	0.1375
NM_005453	chr6(.):33277181-33290512	0.1472
NM_001145338	chr6(.):33277181-33290719	0.1489
NM_022553	chr6(.):33213048-33244662	0.1277
NM_001185181	chr6(.):33252411-33263709	0.1376
NR_001444	chr6(.):33327513-33339139	0.1136
NM_000322	chr6(.):42659332-42695358	0.1021
NM_003192	chr6(.):42707233-42718884	0.1363
NR_037141	chr6(.):42690313-42700932	0.101
NM_015349	chr6(.):42783793-42841296	0.0992
NM_001078177	chr6(.):44186362-44206888	0.1316
NM_178148	chr6(.):44216837-44230283	0.1352
NM_001078174	chr6(.):44182241-44206888	0.1274
NM_020745	chr6(.):44261462-44286063	0.1168
NM_182539	chr6(.):44242896-44270458	0.1019
NM_001137560	chr6(.):44233479-44252182	0.0951
NM_001078175	chr6(.):44186295-44206888	0.1317
NM_004556	chr6(.):44220902-44238525	0.1431
NM_007355	chr6(.):44209848-44226614	0.1459
NM_001402	chr6(.):74220472-74235755	0.1951
NM_002043	chr6(.):89962238-90029967	0.1209
NM_021244	chr6(.):90069334-90126995	0.1444
NM_182907	chr6(.):106541814-106562811	0.1755
NM_001198	chr6(.):106529194-106562814	0.1781
NM_020399	chr6(.):117876432-117928705	0.1203
NM_001145207	chr6(.):135351994-135381036	0.1101
NM_006620	chr6(.):135276516-135381036	0.1198
NR_037435	chr6(.):135295475-135305570	0.1087
NM_006290	chr6(.):138183580-138209449	0.1695
NM_006079	chr6(.):139688396-139700785	0.1541
NM_001168389	chr6(.):139688396-139700350	0.1558
NM_001168388	chr6(.):139688396-139700499	0.1556
NR_037463	chr6(.):157945163-157955232	0.053
NM_004289	chr7(.):26186846-26231756	0.1364
NM_030796	chr7(.):55533305-55645200	0.1489
NM_012301	chr7(.):77641373-79087890	0.0969
NM_001913	chr7(.):101454291-101932250	0.099
NM_181500	chr7(.):101454302-101932250	0.099
NM_001164458	chr7(.):149939300-150025758	0.1572
NM_138426	chr7(.):8003422-8133709	0.1253
NM_182762	chr7(.):20169278-20262013	0.1235
NM_002541	chr7(.):44641120-44753669	0.1187
NM_001003941	chr7(.):44641120-44721195	0.1248
NM_022748	chr7(.):47309751-47584199	0.1138
NM_006060	chr7(.):50339377-50477798	0.0849
NM_012395	chr7(.):90333711-90844904	0.1155
NM_017984	chr7(.):99993494-100031302	0.1323
NM_017621	chr7(.):102091666-102110321	0.1288
NM_001098627	chr7(.):128575771-128595088	0.2072
NM_001098630	chr7(.):128572993-128595088	0.2037
NM_032643	chr7(.):128573270-128595088	0.2037
NM_173680	chr7(.):150071405-150100719	0.195
NM_003751	chr7(.):2389473-2425377	0.103
NM_018641	chr7(.):2438258-2479216	0.1249
NR_029597	chr7(.):25984538-25994606	0.1568
NM_031243	chr7(.):26224555-26245413	0.1664
NM_016587	chr7(.):26236323-26257976	0.1439
NM_007276	chr7(.):26236098-26257976	0.1441
NM_019082	chr7(.):44600402-44619137	0.1102
NM_182547	chr7(.):44613761-44626827	0.1398
NM_013439	chr7(.):99966067-100002722	0.1067
NM_173564	chr7(.):100076549-100097422	0.1012
NM_030935	chr7(.):100059141-100081902	0.0947
NM_145030	chr7(.):100027911-100039094	0.1365
NM_019606	chr7(.):100022253-100036749	0.1505
NM_001194992	chr7(.):100021412-100036749	0.1484
NM_001004323	chr7(.):100049237-100066894	0.0841
NM_020979	chr7(.):101923404-101967178	0.1194
NR_036245	chr7(.):101931368-101941453	0.1325
NM_032831	chr7(.):102068995-102102268	0.1433
NM_024653	chr7(.):102031803-102072129	0.14
NM_006234	chr7(.):102108547-102124381	0.1439
NM_152892	chr7(.):102100389-102118612	0.1226
NR_027374	chr7(.):104530074-104572092	0.1253
NM_002649	chr7(.):106500923-106552592	0.1996
NM_001166346	chr7(.):114557208-114568720	0.2276
NM_199072	chr7(.):114557208-114664970	0.1888
NM_001024613	chr7(.):121936447-121949565	0.1725
NR_036484	chr7(.):121938711-121955131	0.171
NM_018396	chr7(.):128111782-128147978	0.1779
NM_199349	chr7(.):128525000-128555773	0.1368
NM_013400	chr7(.):150060878-150076133	0.244
NM_014374	chr7(.):150063257-150076133	0.2525
NM_001142928	chr7(.):150015295-150040245	0.1577
NM_002889	chr7(.):150030406-150043763	0.1183
NM_138434	chr7(.):150021937-150034811	0.1336
NR_027237	chr7(.):150097839-150114558	0.2117
NR_034033	chr7(.):150125741-150150228	0.2042
NM_004103	chr8(.):27163998-27321903	0.1387
NM_173176	chr8(.):27178053-27321903	0.139
NM_173175	chr8(.):27178080-27321903	0.139
NM_021623	chr8(.):38753752-38836430	0.122
NM_001024678	chr8(.):145742760-145757416	0.1171
NM_001001795	chr8(.):145746602-145759458	0.1027
NM_001386	chr8(.):26430420-26520693	0.1224
NM_001197293	chr8(.):26366708-26520693	0.1155
NM_006228	chr8(.):28169648-28205868	0.1387
NM_001010906	chr8(.):27874480-27946388	0.1241
NR_027638	chr8(.):38849504-38967779	0.1117
NM_005079	chr8(.):80942104-81088836	0.1416
NM_024094	chr8(.):120841180-120873170	0.1129
NM_022783	chr8(.):120880899-121068157	0.1336
NM_173685	chr8(.):126099082-126384367	0.1238
NM_003033	chr8(.):134462090-134589183	0.1263
NM_003970	chr8(.):1988157-2098380	0.1262
NM_171982	chr8(.):27137403-27173834	0.1221
NM_018091	chr8(.):27945583-28053669	0.1076
NM_018660	chr8(.):28198101-28248977	0.1254
NM_001024381	chr8(.):38841326-38859041	0.1301
NM_153692	chr8(.):38826667-38851181	0.0989
NM_024410	chr8(.):103558847-103578245	0.0584
NM_148174	chr8(.):103833535-103881397	0.0638
NM_201378	chr8(.):144984320-145052697	0.1027
NM_032789	chr8(.):145046319-145065635	0.1326
NM_000445	chr8(.):144984320-145055913	0.1039
NM_201381	chr8(.):144984320-145023905	0.0973
NM_201382	chr8(.):144984320-145023110	0.0978
NM_201383	chr8(.):144984320-145021692	0.096
NM_201379	chr8(.):144984320-145033088	0.0987
NM_001009184	chr8(.):145059225-145072583	0.1005
NM_201384	chr8(.):144984320-145018758	0.0986
NR_030383	chr8(.):145014358-145024447	0.1023
NM_201380	chr8(.):144984320-145030044	0.0998
NM_001129888	chr8(.):145684199-145696031	0.1055
NM_032687	chr8(.):145684199-145695849	0.1038
NM_003923	chr8(.):145694114-145706718	0.1261
NM_032902	chr8(.):145717108-145732504	0.0719
NM_138496	chr8(.):145670314-145695418	0.1112
NM_005309	chr8(.):145724464-145737555	0.1139
NM_145754	chr8(.):145686737-145704499	0.1204
NM_138431	chr8(.):145729551-145741589	0.1236
NM_004260	chr8(.):145731666-145748210	0.1396
NM_014665	chr8(.):145738362-145755559	0.1195
NM_025251	chr8(.):145749562-145843888	0.0797
NM_001206	chr9(.):72994512-73034573	0.1046
NM_053016	chr9(.):112537576-112718756	0.1123
NM_001037293	chr9(.):112398067-112718756	0.1079
NM_007203	chr9(.):112537576-112939791	0.1247
NM_001004065	chr9(.):112805877-112939791	0.1493
NM_005047	chr9(.):123573331-123610206	0.1229
NM_013355	chr9(.):131459801-131488199	0.1035
NM_015033	chr9(.):132644465-132810473	0.1097
NM_001170	chr9(.):33379947-33407517	0.1298
NM_139235	chr9(.):33456350-33478941	0.1232
NM_004925	chr9(.):33436159-33452590	0.1391
NM_005384	chr9(.):94166326-94191144	0.1518
NM_001012993	chr9(.):112956845-112975413	0.0964
NM_001136562	chr9(.):112882780-112939791	0.1532
NM_000608	chr9(.):117087068-117100536	0.0972
NM_030767	chr9(.):117091432-117161685	0.1231
NM_000607	chr9(.):117080302-117093759	0.1061
NM_004888	chr9(.):117344993-117366152	0.1354
NM_153045	chr9(.):117368705-117413703	0.1296
NM_005658	chr9(.):123659670-123694173	0.1345
NM_015651	chr9(.):123612930-123644606	0.1367
NM_001190945	chr9(.):123659670-123696451	0.137
NM_001190947	chr9(.):123659670-123681850	0.1282
NM_001009936	chr9(.):123626852-123644606	0.1472
NR_024408	chr9(.):123600319-123621651	0.1275
NM_005489	chr9(.):130495595-130538621	0.1082
NM_001142532	chr9(.):130495595-130529697	0.1043
NM_001142533	chr9(.):130495595-130522583	0.1034
NM_001142531	chr9(.):130495595-130529719	0.1043
NM_001142534	chr9(.):130495595-130522561	0.1034
NM_170600	chr9(.):130495595-130546048	0.1139
NM_001085347	chr9(.):130488802-130502604	0.1073
NM_001018078	chr9(.):130560507-130581556	0.1012
NM_001261	chr9(.):130543304-130558052	0.1245
NM_004957	chr9(.):130560153-130581556	0.1036
NR_036055	chr9(.):130543196-130553286	0.1281
NM_001035254	chr9(.):130697860-130747812	0.1358
NM_003863	chr9(.):130692373-130705763	0.1509
NM_203305	chr9(.):130697860-130717993	0.1304
NM_001135219	chr9(.):130678807-130698076	0.1482
NM_173492	chr9(.):130678807-130694770	0.158
NR_024425	chr9(.):130885807-130897913	0.1572
NR_027812	chr9(.):130877971-130895712	0.1316
NM_001006641	chr9(.):130825478-130876524	0.1353
NM_197956	chr9(.):130818511-130834599	0.1404
NM_001006643	chr9(.):130855835-130876524	0.1088
NM_001006642	chr9(.):130849127-130876524	0.1117
NM_052901	chr9(.):130855816-130876524	0.1088
NM_025072	chr9(.):130877971-130895474	0.1296
NR_033374	chr9(.):130868449-130886013	0.1051
NM_001122821	chr9(.):131440933-131463675	0.1503
NM_052844	chr9(.):131390939-131424129	0.1033
NM_003011	chr9(.):131446508-131463675	0.1608
NM_032799	chr9(.):131478148-131491408	0.1115
NM_016520	chr9(.):132584563-132602572	0.1099
NM_006676	chr9(.):132592695-132649107	0.0992
NM_001008563	chr9(.):132592756-132649107	0.0993
NM_032728	chr9(.):134160080-134189649	0.0913
NM_033387	chr9(.):134128464-134156906	0.1409
NM_178536	chr9(.):139841767-139854949	0.0844
NM_153200	chr9(.):139752232-139765738	0.0939
NM_000606	chr9(.):139834697-139846426	0.1075
NM_021138	chr9(.):139775964-139826067	0.1139
NM_018998	chr9(.):139829886-139844173	0.1193
NM_206920	chr9(.):139741818-139760251	0.1037
NM_014172	chr9(.):139738255-139750490	0.1026
NM_015691	chrX(.):9978794-10117518	0.062
NM_001123384	chrX(.):39905498-40041582	0.0537
NM_144495	chrX(.):48750194-48765420	0.0781
NM_001167990	chrX(.):48750212-48765420	0.0782
NM_001032384	chrX(.):48750538-48765420	0.0777
NM_001167992	chrX(.):48750774-48765420	0.0784
NM_001104544	chrX(.):119387504-119450391	0.0673
NM_005334	chrX(.):153208007-153241819	0.0613
NM_001830	chrX(.):10119984-10210699	0.0519
NM_017745	chrX(.):39905498-39961719	0.0534
NM_001167947	chrX(.):48745729-48760426	0.0866
NM_001042498	chrX(.):48755888-48774235	0.0738
NM_001136158	chrX(.):48774302-48819893	0.0852
NM_001136159	chrX(.):48774302-48820648	0.085
NM_006875	chrX(.):48765458-48781413	0.0843
NM_004979	chrX(.):48813638-48833251	0.0655
NM_005660	chrX(.):48755458-48773917	0.0769
NM_001032289	chrX(.):48755889-48773933	0.0734
NM_003399	chrX(.):128867945-128908525	0.0598
NM_018990	chrX(.):128908891-128934176	0.0844
NM_000054	chrX(.):153165528-153177620	0.0654
NM_000425	chrX(.):153121970-153146399	0.0431
NM_003491	chrX(.):153190376-153205468	0.0781
NM_001666	chrX(.):153167829-153196714	0.0614
NM_002910	chrX(.):153195721-153215232	0.0674
NR_027419	chrX(.):153162984-153177620	0.0661
NM_001025243	chrX(.):153270956-153290342	0.071
NM_003492	chrX(.):153232990-153253646	0.0709
NR_031757	chrX(.):153280370-153290440	0.062
NR_036175	chrX(.):153241548-153251627	0.0736
NR_036174	chrX(.):153241547-153251628	0.0736
NM_015892	chr10(.):125762181-125856930	0.1327
NM_014863	chr10(.):125774168-125856930	0.1347
NM_001083591	chr10(.):11201992-11383672	0.147
NM_001025077	chr10(.):11042258-11383672	0.1323
NM_006561	chr10(.):11054892-11383672	0.1332
NM_024948	chr10(.):15815174-15907519	0.1221
NM_001002265	chr10(.):45947816-46095354	0.1107
NM_000698	chr10(.):45864628-45946563	0.1185
NM_001002266	chr10(.):45947816-46035819	0.1106
NM_032199	chr10(.):63656012-63861707	0.1214
NM_001198798	chr10(.):73851273-73980751	0.1103
NM_001198799	chr10(.):73851273-73981183	0.1102
NM_020338	chr10(.):80823791-81081285	0.1031
NM_145868	chr10(.):81909879-81970328	0.1207
NM_007373	chr10(.):112674300-112778425	0.1176
NR_027653	chr10(.):3813187-3832473	0.1361
NM_001098207	chr10(.):43876064-43897794	0.1333
NM_004966	chr10(.):43876064-43909656	0.133
NM_173160	chr10(.):43862091-43876783	0.0729
NM_001098204	chr10(.):43876064-43909696	0.1329
NM_001098208	chr10(.):43876064-43897279	0.134
NM_001098205	chr10(.):43876064-43909332	0.1334
NM_001098206	chr10(.):43876064-43908299	0.136
NR_026693	chr10(.):43927573-43983007	0.0883
NM_173473	chr10(.):73970805-74000618	0.1139
NM_019058	chr10(.):74028676-74040797	0.1243
NM_020992	chr10(.):96992329-97055781	0.1289
NM_030912	chr10(.):104399251-104423076	0.1346
NM_001083913	chr10(.):104498726-104581021	0.1296
NM_017787	chr10(.):104530887-104581021	0.1364
NM_005871	chr10(.):112047797-112069707	0.1377
NM_004419	chr10(.):112252624-112276302	0.1626
NM_145341	chr10(.):112626595-112664764	0.1281
NM_001195307	chr10(.):112653487-112684124	0.1312
NM_001195306	chr10(.):112653487-112683694	0.1298
NR_026932	chr10(.):112623647-112635662	0.1711
NM_207127	chr10(.):135187740-135210198	0.1245
NM_138384	chr10(.):135202620-135239174	0.1011
NM_145202	chr10(.):135155843-135171187	0.0835
NM_001012508	chr10(.):135229169-135243121	0.0759
NM_001098483	chr10(.):135163794-135176529	0.092
NM_004092	chr10(.):135170986-135191908	0.0874
NR_037509	chr10(.):135180059-135190167	0.0784
NR_024469	chr11(.):67080309-67164158	0.1207
NM_001111018	chr11(.):19367270-20148147	0.1103
NM_006819	chr11(.):63948586-63977020	0.1444
NM_001098517	chr11(.):115039344-115380241	0.1217
NM_003156	chr11(.):3871932-4119440	0.1228
NM_014818	chr11(.):8628583-8685383	0.1071
NM_030962	chr11(.):9795213-10320754	0.1052
NM_175058	chr11(.):16804206-17040963	0.1159
NM_001143830	chr11(.):22683159-22839547	0.1206
NM_177553	chr11(.):22684653-22839547	0.1202
NM_005256	chr11(.):22691318-22839547	0.1179
NM_004811	chr11(.):58289343-58348390	0.1362
NM_001143995	chr11(.):58289343-58350639	0.1358
NM_001012662	chr11(.):62618483-62661355	0.1323
NM_001013251	chr11(.):62643343-62661355	0.1403
NM_001012661	chr11(.):62618517-62661353	0.1321
NR_037193	chr11(.):62644170-62661355	0.1436
NM_001077241	chr11(.):65137662-65155142	0.136
NR_002819	chr11(.):65260232-65278939	0.2006
NM_030930	chr11(.):67753574-67776593	0.1347
NM_014824	chr11(.):72542789-72858143	0.1184
NM_014488	chr11(.):82687477-82787884	0.1511
NM_024556	chr11(.):126076618-126137879	0.1193
NM_002017	chr11(.):128558812-128688162	0.1395
NM_001167681	chr11(.):128557388-128688162	0.139
NR_027018	chr11(.):3824239-3852582	0.1156
NM_014489	chr11(.):3824765-3852582	0.1161
NM_001665	chr11(.):3843207-3867213	0.1175
NR_002580	chr11(.):8700773-8710903	0.1756
NR_002977	chr11(.):8701985-8712116	0.1845
NM_000990	chr11(.):8698994-8716419	0.1547
NM_001124	chr11(.):10321641-10333923	0.1925
NM_022725	chr11(.):22639078-22652387	0.1282
NM_000610	chr11(.):35155416-35258949	0.1521
NM_000614	chr11(.):58385145-58398205	0.1247
NR_024091	chr11(.):58341586-58398205	0.1318
NM_053023	chr11(.):58341586-58394023	0.133
NR_002565	chr11(.):62618036-62628103	0.1751
NM_199337	chr11(.):62549873-62562872	0.1469
NM_003164	chr11(.):62569368-62604560	0.1218
NM_018093	chr11(.):62595382-62612628	0.1487
NR_003098	chr11(.):62614459-62628360	0.1563
NR_002561	chr11(.):62616134-62626204	0.1862
NR_002560	chr11(.):62615797-62625865	0.1837
NR_002559	chr11(.):62616375-62626440	0.1879
NR_000008	chr11(.):62615381-62625507	0.1859
NR_002564	chr11(.):62617763-62627838	0.1809
NR_002563	chr11(.):62617483-62627555	0.1815
NR_002562	chr11(.):62617092-62627167	0.1872
NM_001081491	chr11(.):62554597-62577964	0.1419
NM_001080501	chr11(.):62552786-62564486	0.157
NM_004470	chr11(.):64003412-64016607	0.1488
NM_000932	chr11(.):64013994-64041924	0.113
NM_005528	chr11(.):63992752-64006753	0.1368
NM_001160390	chr11(.):63986270-63998726	0.1266
NM_032344	chr11(.):63988737-64002488	0.1297
NM_004322	chr11(.):64032299-64057176	0.13
NM_178443	chr11(.):63969151-63996363	0.1083
NM_057092	chr11(.):64004587-64016607	0.1528
NM_033310	chr11(.):64053792-64072503	0.1143
NM_003377	chr11(.):63997265-64011259	0.1485
NM_020155	chr11(.):64048581-64061972	0.122
NM_001135208	chr11(.):64003603-64016607	0.1485
NM_001039496	chr11(.):64062862-64077239	0.1185
NM_001170726	chr11(.):64046810-64061972	0.1167
NM_001160393	chr11(.):63986270-63998341	0.1235
NM_001170881	chr11(.):64047284-64061972	0.1179
NM_001177358	chr11(.):64047282-64061972	0.1179
NM_138689	chr11(.):64006950-64019413	0.1452
NM_006268	chr11(.):65096345-65125451	0.1261
NM_145719	chr11(.):65117281-65130082	0.1293
NR_028272	chr11(.):65185268-65199003	0.2442
NR_030343	chr11(.):65206928-65217028	0.1492
NM_031904	chr11(.):65149040-65185995	0.1315
NM_021070	chr11(.):65301029-65330699	0.1266
NM_001048218	chr11(.):65287547-65311182	0.119
NM_207354	chr11(.):67051761-67074955	0.1176
NM_017857	chr11(.):67065918-67085078	0.0924
NR_030767	chr11(.):67051815-67074955	0.1179
NM_001619	chr11(.):67028904-67059029	0.1339
NM_001161473	chr11(.):67771047-67801743	0.134
NM_006053	chr11(.):67805446-67823366	0.1062
NM_006019	chr11(.):67801482-67823366	0.104
NM_002496	chr11(.):67793083-67809114	0.126
NM_000694	chr11(.):67772789-67801743	0.1353
NR_033347	chr11(.):82747505-82757640	0.1109
NM_006235	chr11(.):111217980-111255157	0.1706
NM_000190	chr11(.):118950586-118969259	0.1407
NM_002105	chr11(.):118959584-118971177	0.1546
NM_001024382	chr11(.):118953696-118969259	0.1473
NM_001130991	chr11(.):118909895-118932925	0.1099
NM_015517	chr11(.):118987287-119010765	0.1214
NM_006389	chr11(.):118909895-118932916	0.1099
NM_014807	chr11(.):118973092-118992827	0.1412
NM_021729	chr11(.):118933492-118957688	0.1192
NM_001382	chr11(.):118962212-118977785	0.1911
NM_001142505	chr11(.):119015298-119038374	0.111
NM_022169	chr11(.):119014749-119038374	0.11
NR_027288	chr11(.):122883273-122895319	0.1281
NM_006597	chr11(.):122923199-122937844	0.1709
NM_032795	chr11(.):126066988-126086587	0.1315
NM_003658	chr11(.):129240880-129327174	0.1316
NM_014325	chr12(.):109033886-109130295	0.1349
NM_152641	chr12(.):46118619-46306819	0.1138
NM_002392	chr12(.):69196970-69244212	0.137
NM_020375	chr12(.):4425358-4474190	0.1163
NM_007273	chr12(.):7069516-7084891	0.16
NM_001144831	chr12(.):7069514-7084916	0.16
NM_001987	chr12(.):11797787-12053325	0.1219
NM_031289	chr12(.):13232041-13253709	0.1498
NM_006143	chr12(.):12808994-12854121	0.1129
NM_001080555	chr12(.):13232041-13261619	0.1496
NM_152321	chr12(.):15061975-15096463	0.1152
NM_001843	chr12(.):41081357-41469094	0.0964
NM_001033873	chr12(.):51634132-51668994	0.1143
NM_001031628	chr12(.):51634132-51669202	0.1147
NM_001128914	chr12(.):53840885-53879946	0.1586
NM_000966	chr12(.):53599352-53631036	0.1437
NM_001042728	chr12(.):53599352-53619150	0.1636
NM_013449	chr12(.):56984379-57035163	0.126
NM_018279	chr12(.):72074877-72102839	0.1373
NM_005761	chr12(.):94537498-94704225	0.1349
NM_020244	chr12(.):102086416-102127846	0.11
NM_003299	chr12(.):104319188-104346703	0.1462
NM_014706	chr12(.):108910990-108960165	0.1452
NM_018984	chr12(.):109171465-109256359	0.1216
NM_001082959	chr12(.):125257173-125353519	0.0478
NM_001759	chr12(.):4377901-4419522	0.1259
NM_001975	chr12(.):7018613-7037859	0.1591
NM_002831	chr12(.):7055433-7075479	0.1678
NR_029779	chr12(.):7067861-7077929	0.1513
NM_080548	chr12(.):7050739-7075479	0.1695
NM_001007026	chr12(.):7028625-7056484	0.1517
NM_006992	chr12(.):7008896-7028406	0.143
NM_001940	chr12(.):7032479-7056484	0.1442
NR_003010	chr12(.):7071499-7081769	0.16
NM_138425	chr12(.):7048202-7060165	0.1564
NR_029682	chr12(.):7068259-7078354	0.1501
NM_005768	chr12(.):7080346-7130842	0.1096
NM_006331	chr12(.):7074943-7090165	0.1527
NR_036052	chr12(.):9387065-9397147	0.1004
NR_036052	chr12(.):12259885-12269967	0.0673
NM_004064	chr12(.):12865301-12880305	0.1994
NR_030344	chr12(.):12912582-12922677	0.1067
NM_001130415	chr12(.):12873850-12949399	0.1299
NM_020853	chr12(.):13192314-13241383	0.1112
NM_006205	chr12(.):15120955-15139799	0.1024
NM_001175	chr12(.):15089949-15119562	0.1683
NM_030762	chr12(.):26267958-26283003	0.1672
NR_028408	chr12(.):46114502-46126704	0.1456
NM_018976	chr12(.):46746970-46771645	0.1449
NM_001098532	chr12(.):48123452-48157181	0.1222
NM_017842	chr12(.):48161966-48181536	0.1094
NM_006105	chr12(.):48123452-48157244	0.122
NM_001098531	chr12(.):48123452-48157889	0.121
NM_001098416	chr12(.):48171506-48218763	0.1321
NM_014033	chr12(.):51313533-51331300	0.1718
NM_001109619	chr12(.):51342781-51369289	0.1005
NM_001971	chr12(.):51717226-51745463	0.11
NM_016293	chr12(.):51669821-51722938	0.1306
NM_001004304	chr12(.):53569534-53589654	0.1587
NM_000889	chr12(.):53580106-53606000	0.2038
NM_015989	chr12(.):53546446-53579430	0.1241
NM_001170790	chr12(.):53640369-53653190	0.1019
NM_032889	chr12(.):53640875-53653190	0.1033
NM_015665	chr12(.):53696239-53720412	0.134
NM_152860	chr12(.):53715359-53734537	0.112
NM_001173467	chr12(.):53715359-53735004	0.1144
NM_001164691	chr12(.):53812638-53830318	0.0997
NM_003109	chr12(.):53769427-53815226	0.1225
NM_138473	chr12(.):53768978-53815226	0.1222
NM_001005354	chr12(.):53830432-53845427	0.1133
NM_134324	chr12(.):53890376-53905215	0.1343
NM_006301	chr12(.):53869275-53898444	0.1377
NM_134323	chr12(.):53889704-53905215	0.1315
NM_003717	chr12(.):53895473-53906422	0.1082
NM_032786	chr12(.):56507029-56521278	0.1859
NM_006191	chr12(.):56493102-56512694	0.1594
NM_001130420	chr12(.):56550635-56588351	0.1356
NM_079423	chr12(.):56547099-56560366	0.1377
NM_002475	chr12(.):56541334-56556771	0.1529
NM_001035267	chr12(.):56505373-56516616	0.1668
NM_015292	chr12(.):56516985-56543460	0.1474
NM_001127460	chr12(.):56705006-56732533	0.1455
NM_014255	chr12(.):56699212-56715128	0.1357
NM_005419	chr12(.):56730381-56759037	0.1295
NM_014871	chr12(.):56705006-56732837	0.1465
NM_004077	chr12(.):56660482-56699175	0.1353
NM_016584	chr12(.):56727662-56739194	0.1477
NM_001638	chr12(.):56749354-56761583	0.1483
NR_003046	chr12(.):57032463-57042538	0.1533
NM_001686	chr12(.):57026958-57044852	0.152
NM_005594	chr12(.):57101210-57124066	0.1448
NR_002737	chr12(.):57033810-57043885	0.1439
NM_001113203	chr12(.):57101210-57124326	0.1435
NM_006601	chr12(.):57052124-57087078	0.1342
NM_031435	chr12(.):72052676-72079428	0.1081
NM_144982	chr12(.):71998378-72062749	0.1113
NM_001946	chr12(.):89736836-89751296	0.1771
NM_001025233	chr12(.):92812734-92829730	0.1228
NR_027933	chr12(.):92810306-92829778	0.1248
NM_001025232	chr12(.):92808869-92826924	0.126
NM_153694	chr12(.):102117425-102138250	0.1352
NM_024312	chr12(.):102134274-102229645	0.1231
NM_001111283	chr12(.):102784644-102879378	0.1232
NM_001111284	chr12(.):102784644-102877429	0.1212
NM_001111285	chr12(.):102806453-102879378	0.1291
NR_027249	chr12(.):104232526-104328989	0.1257
NR_037425	chr12(.):104319202-104329333	0.1777
NM_003211	chr12(.):104354592-104387656	0.1137
NM_001135570	chr12(.):104338980-104355993	0.1238
NM_014840	chr12(.):106452124-106538811	0.1142
NM_007076	chr12(.):108904050-108918380	0.134
NM_213595	chr12(.):108951293-108968160	0.196
NM_181724	chr12(.):108978621-108996894	0.0827
NM_003006	chr12(.):109010679-109032670	0.1948
NM_001161331	chr12(.):109180694-109226327	0.1142
NM_019034	chr12(.):122210659-122236594	0.0655
NR_002809	chr12(.):122228172-122246390	0.0673
NM_015048	chr12(.):122237637-122275562	0.0572
NM_024667	chr12(.):123344874-123385712	0.0861
NM_021009	chr12(.):125391191-125404587	0.1125
NM_032436	chr13(.):115074964-115097803	0.1356
NM_000820	chr13(.):114518521-114572046	0.1405
NM_152719	chr13(.):46271445-46293693	0.0855
NM_001143945	chr13(.):114518521-114544017	0.0932
NM_001143946	chr13(.):114518521-114541714	0.0932
NR_024609	chr13(.):114581609-114631485	0.1264
NM_023011	chr13(.):115042077-115076283	0.132
NM_003903	chr13(.):114995361-115043150	0.1382
NM_001012706	chr14(.):50443429-50479238	0.0637
NM_004296	chr14(.):72394785-73038238	0.0532
NM_001080414	chr14(.):91732666-91889133	0.0774
NM_024496	chr14(.):77485885-77500034	0.0945
NM_005065	chr14(.):81934238-82005205	0.0741
NM_152592	chr14(.):95878830-95947173	0.0613
NR_003002	chr14(.):95994691-96004966	0.0597
NR_001459	chr14(.):95994248-96006209	0.0563
NM_016417	chr14(.):95996322-96016055	0.0558
NM_025268	chr14(.):105987952-106001539	0.1041
NM_144508	chr15(.):40881446-40959881	0.1062
NM_001042495	chr15(.):34517196-34635265	0.1225
