#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper
2_MACS_peak_15068_lociStitched	chr19	16186062	16191654	2	5583	30826.4592	304	1
1_MACS_peak_27150_lociStitched	chr6	90059612	90068674	1	9063	30762.7714	305	1
1_MACS_peak_28571_lociStitched	chr7	44835060	44838994	1	3935	30742.6364	306	1
1_MACS_peak_3944_lociStitched	chr10	79590661	79598238	1	7578	30714.1272	307	1
2_MACS_peak_20038_lociStitched	chr21	43651763	43660066	2	8276	30692.0395	308	1
2_MACS_peak_9853_lociStitched	chr15	51168705	51178365	2	9351	30673.398	309	1
3_MACS_peak_26397_lociStitched	chr6	26357064	26367759	3	10644	30664.704	310	1
1_MACS_peak_32137_lociStitched	chr9	117456092	117463021	1	6930	30664.2895	311	1
1_MACS_peak_20467_lociStitched	chr22	29190349	29199080	1	8732	30638.8252	312	1
1_MACS_peak_8532_lociStitched	chr14	32669258	32676558	1	7301	30632.99	313	1
1_MACS_peak_14403_lociStitched	chr18	72162520	72168998	1	6479	30570.9776	314	1
1_MACS_peak_15623_lociStitched	chr19	42616649	42622597	1	5949	30368.7036	315	1
1_MACS_peak_22897_lociStitched	chr3	197459851	197465102	1	5252	30347.6294	316	1
2_MACS_peak_22898_lociStitched	chr3	197473670	197479292	2	5590	30345.8694	317	1
1_MACS_peak_15496_lociStitched	chr19	39171666	39178582	1	6917	30342.5668	318	1
4_MACS_peak_4521_lociStitched	chr10	128117698	128129925	4	11422	30299.7287	319	1
1_MACS_peak_13162_lociStitched	chr17	47814539	47820994	1	6456	30266.8495	320	1
1_MACS_peak_889_lociStitched	chr1	44296544	44303564	1	7021	30154.41	321	1
1_MACS_peak_16584_lociStitched	chr2	27543463	27547136	1	3674	30147.984	322	1
2_MACS_peak_17839_lociStitched	chr2	136888398	136896176	2	7675	30096.971	323	1
1_MACS_peak_422_lociStitched	chr1	24512474	24520479	1	8006	30089.9945	324	1
1_MACS_peak_9454_lociStitched	chr14	106145967	106155645	1	9679	30055.9968	325	1
2_MACS_peak_14625_lociStitched	chr19	3983645	3990434	2	6782	30041.325	326	1
1_MACS_peak_3093_lociStitched	chr1	235181119	235187632	1	6514	30002.7858	327	1
1_MACS_peak_19899_lociStitched	chr21	35318793	35323077	1	4285	29983.2876	328	1
2_MACS_peak_22382_lociStitched	chr3	150315025	150323117	2	8079	29956.584	329	1
3_MACS_peak_6481_lociStitched	chr12	32047002	32053477	3	5926	29780.4675	330	1
2_MACS_peak_24353_lociStitched	chr5	6448684	6457377	2	8607	29725.7135	331	1
4_MACS_peak_27280_lociStitched	chr6	106544427	106558455	4	13380	29667.8172	332	1
1_MACS_peak_13447_lociStitched	chr17	65642445	65649160	1	6716	29603.0775	333	1
5_MACS_peak_30581_lociStitched	chr8	95953720	95963336	5	8934	29584.5856	334	1
1_MACS_peak_22430_lociStitched	chr3	156132679	156137778	1	5100	29506.3833	335	1
3_MACS_peak_31930_lociStitched	chr9	102580553	102586714	3	5870	29433.5614	336	1
2_MACS_peak_8652_lociStitched	chr14	50464756	50470855	2	6097	29393.5206	337	1
3_MACS_peak_25483_lociStitched	chr5	139012236	139020313	3	7576	29317.8946	338	1
1_MACS_peak_17944_lociStitched	chr2	157187900	157192565	1	4666	29301.3315	339	1
2_MACS_peak_25654_lociStitched	chr5	150457034	150467272	2	10211	29286.8228	340	1
2_MACS_peak_21768_lociStitched	chr3	71466688	71476204	2	9504	29258.8452	341	1
2_MACS_peak_15580_lociStitched	chr19	41767309	41772190	2	4842	29218.6422	342	1
2_MACS_peak_14304_lociStitched	chr18	55779657	55789293	2	9338	29139.264	343	1
3_MACS_peak_33645_lociStitched	chrX	153234608	153239636	3	4821	29059.8288	344	1
1_MACS_peak_2051_lociStitched	chr1	160676502	160685143	1	8642	29023.3908	345	1
1_MACS_peak_18735_lociStitched	chr2	233943993	233952870	1	8878	28991.3943	346	1
3_MACS_peak_14847_lociStitched	chr19	10521817	10528257	3	6141	28977.424	347	1
2_MACS_peak_30816_lociStitched	chr8	119573636	119579674	2	5995	28933.4922	348	1
1_MACS_peak_10514_lociStitched	chr15	89654396	89661099	1	6704	28861.7774	349	1
1_MACS_peak_23238_lociStitched	chr4	38129301	38136775	1	7475	28845.903	350	1
2_MACS_peak_6935_lociStitched	chr12	68764886	68771110	2	6086	28783.5104	351	1
5_MACS_peak_26225_lociStitched	chr6	12007672	12014010	5	6055	28780.2242	352	1
1_MACS_peak_4809_lociStitched	chr11	10323829	10332817	1	8989	28769.6892	353	1
2_MACS_peak_1761_lociStitched	chr1	149810839	149816767	2	5792	28763.2488	354	1
1_MACS_peak_16754_lociStitched	chr2	38946478	38953283	1	6806	28748.403	355	1
1_MACS_peak_28565_lociStitched	chr7	44675581	44680688	1	5108	28731.4713	356	1
2_MACS_peak_25163_lociStitched	chr5	109023928	109034566	2	10623	28727.919	357	1
1_MACS_peak_309_lociStitched	chr1	17229340	17233221	1	3882	28684.8591	358	1
2_MACS_peak_4487_lociStitched	chr10	125863033	125869105	2	5600	28677.4488	359	1
3_MACS_peak_10619_lociStitched	chr15	93424184	93430041	3	5750	28640.73	360	1
4_MACS_peak_26909_lociStitched	chr6	52034685	52048609	4	13422	28407.7448	361	1
1_MACS_peak_14015_lociStitched	chr18	20770777	20779059	1	8283	28387.3832	362	1
1_MACS_peak_391_lociStitched	chr1	23916397	23921740	1	5344	28351.0266	363	1
3_MACS_peak_31043_lociStitched	chr8	134508839	134518583	3	9481	28342.3728	364	1
1_MACS_peak_23741_lociStitched	chr4	113205441	113211957	1	6517	28280.0916	365	1
4_MACS_peak_20830_lociStitched	chr22	43058103	43068072	4	9457	28260.1212	366	1
1_MACS_peak_2343_lociStitched	chr1	184459247	184465832	1	6586	28198.287	367	1
2_MACS_peak_16743_lociStitched	chr2	38821851	38831616	2	9639	28120.2705	368	1
7_MACS_peak_18018_lociStitched	chr2	165608502	165619274	7	10322	28079.3724	369	1
1_MACS_peak_14672_lociStitched	chr19	5717403	5721229	1	3827	28056.058	370	1
2_MACS_peak_16381_lociStitched	chr2	10259752	10265545	2	5574	28046.8095	371	1
1_MACS_peak_23933_lociStitched	chr4	144256659	144261520	1	4862	28027.5538	372	1
3_MACS_peak_22250_lociStitched	chr3	133189831	133199984	3	9582	28016.1882	373	1
1_MACS_peak_31061_lociStitched	chr8	134695969	134703303	1	7335	28010.7462	374	1
1_MACS_peak_17624_lociStitched	chr2	112248972	112253794	1	4823	27993.6388	375	1
1_MACS_peak_17836_lociStitched	chr2	136870989	136877505	1	6517	27984.9168	376	1
1_MACS_peak_10222_lociStitched	chr15	73074132	73079912	1	5781	27896.014	377	1
4_MACS_peak_2925_lociStitched	chr1	228643939	228654103	4	9804	27869.688	378	1
2_MACS_peak_16818_lociStitched	chr2	43452194	43456618	2	4338	27861.4672	379	1
2_MACS_peak_10304_lociStitched	chr15	75742549	75749020	2	6387	27829.8297	380	1
1_MACS_peak_11546_lociStitched	chr16	56948271	56953502	1	5232	27754.1167	381	1
1_MACS_peak_17253_lociStitched	chr2	86220369	86229014	1	8646	27704.6315	382	1
1_MACS_peak_22758_lociStitched	chr3	190651506	190658370	1	6865	27699.672	383	1
1_MACS_peak_29234_lociStitched	chr7	108208059	108211753	1	3695	27637.3998	384	1
2_MACS_peak_15527_lociStitched	chr19	39919358	39927604	2	8153	27615.0294	385	1
2_MACS_peak_9174_lociStitched	chr14	91811917	91818913	2	6831	27602.718	386	1
1_MACS_peak_19889_lociStitched	chr21	34913128	34916764	1	3637	27554.6988	387	1
10_MACS_peak_23571_lociStitched	chr4	90207972	90226719	10	17533	27548.7165	388	1
1_MACS_peak_3032_lociStitched	chr1	233748219	233753911	1	5693	27540.742	389	1
2_MACS_peak_1763_lociStitched	chr1	149819919	149825958	2	5945	27508.2489	390	1
1_MACS_peak_17455_lociStitched	chr2	99074942	99083955	1	9014	27493.2552	391	1
2_MACS_peak_27039_lociStitched	chr6	74228793	74234370	2	5521	27352.3965	392	1
1_MACS_peak_13259_lociStitched	chr17	55431756	55437876	1	6121	27347.22	393	1
1_MACS_peak_15800_lociStitched	chr19	47614098	47617806	1	3709	27304.2288	394	1
1_MACS_peak_13830_lociStitched	chr17	80451030	80457919	1	6890	27301.107	395	1
3_MACS_peak_31410_lociStitched	chr9	33288208	33293627	3	5253	27262.4471	396	1
1_MACS_peak_23647_lociStitched	chr4	103746071	103750892	1	4822	27172.1202	397	1
1_MACS_peak_14937_lociStitched	chr19	12720708	12726270	1	5563	27149.7906	398	1
3_MACS_peak_3035_lociStitched	chr1	233758206	233766822	3	8106	27134.3688	399	1
3_MACS_peak_4532_lociStitched	chr10	128154799	128166510	3	11703	27117.9916	400	1
1_MACS_peak_13163_lociStitched	chr17	47821575	47827922	1	6348	27085.1878	401	1
2_MACS_peak_10472_lociStitched	chr15	85519027	85526061	2	6920	27059.798	402	1
1_MACS_peak_16608_lociStitched	chr2	28765714	28770653	1	4940	27003.9825	403	1
1_MACS_peak_32119_lociStitched	chr9	117245486	117251791	1	6306	26986.0305	404	1
1_MACS_peak_22224_lociStitched	chr3	130566196	130574507	1	8312	26957.5596	405	1
2_MACS_peak_13481_lociStitched	chr17	66452223	66459367	2	6812	26936.452	406	1
3_MACS_peak_2596_lociStitched	chr1	206269429	206276193	3	6594	26924.102	407	1
1_MACS_peak_13704_lociStitched	chr17	76741096	76749005	1	7910	26898.509	408	1
1_MACS_peak_1874_lociStitched	chr1	154191423	154195095	1	3673	26894.8296	409	1
3_MACS_peak_4356_lociStitched	chr10	112150789	112161725	3	10348	26856.6288	410	1
1_MACS_peak_104_lociStitched	chr1	6660346	6665490	1	5145	26839.3344	411	1
1_MACS_peak_1659_lociStitched	chr1	144532303	144536791	1	4489	26804.58	412	1
3_MACS_peak_27381_lociStitched	chr6	113962967	113973805	3	10764	26779.6142	413	1
1_MACS_peak_18583_lociStitched	chr2	219756521	219763138	1	6618	26761.1331	414	1
2_MACS_peak_3134_lociStitched	chr1	241801825	241808057	2	6115	26673.5832	415	1
1_MACS_peak_27696_lociStitched	chr6	143264769	143269792	1	5024	26657.061	416	1
3_MACS_peak_27576_lociStitched	chr6	135190161	135195929	3	5609	26594.5176	417	1
2_MACS_peak_28327_lociStitched	chr7	26191138	26199837	2	8691	26520.6413	418	1
3_MACS_peak_8968_lociStitched	chr14	74224508	74231886	3	7230	26481.1176	419	1
2_MACS_peak_21420_lociStitched	chr3	45651259	45660477	2	9218	26423.397	420	1
1_MACS_peak_378_lociStitched	chr1	23850345	23858845	1	8501	26422.25	421	1
1_MACS_peak_16523_lociStitched	chr2	25193370	25196138	1	2769	26374.3344	422	1
1_MACS_peak_3670_lociStitched	chr10	45913505	45918602	1	5098	26280.132	423	1
1_MACS_peak_16624_lociStitched	chr2	28973132	28976934	1	3803	26240.2634	424	1
2_MACS_peak_28603_lociStitched	chr7	47533565	47539320	2	5370	26227.2615	425	1
2_MACS_peak_2601_lociStitched	chr1	206286930	206294935	2	7899	26225.981	426	1
3_MACS_peak_6134_lociStitched	chr12	282753	290789	3	7780	26177.27	427	1
1_MACS_peak_268_lociStitched	chr1	16159215	16163468	1	4254	26159.3524	428	1
2_MACS_peak_9386_lociStitched	chr14	103574022	103581654	2	7450	26125.0992	429	1
1_MACS_peak_20688_lociStitched	chr22	38899929	38903674	1	3746	26117.2555	430	1
1_MACS_peak_9846_lociStitched	chr15	50644993	50648696	1	3704	26102.8173	431	1
1_MACS_peak_13712_lociStitched	chr17	76884058	76889176	1	5119	26058.297	432	1
5_MACS_peak_5557_lociStitched	chr11	69453116	69467770	5	14262	26032.831	433	1
2_MACS_peak_14462_lociStitched	chr19	659008	664073	2	4844	26015.3595	434	1
2_MACS_peak_25270_lociStitched	chr5	124077337	124085725	2	8382	26006.1552	435	1
5_MACS_peak_6813_lociStitched	chr12	57076495	57084250	5	7584	25966.842	436	1
2_MACS_peak_30332_lociStitched	chr8	65970374	65976187	2	5788	25863.7809	437	1
3_MACS_peak_13221_lociStitched	chr17	49195950	49200378	3	4344	25815.6828	438	1
2_MACS_peak_582_lociStitched	chr1	28198279	28203958	2	5647	25784.3637	439	1
1_MACS_peak_2283_lociStitched	chr1	179048989	179053675	1	4687	25666.6278	440	1
1_MACS_peak_1991_lociStitched	chr1	156762539	156768459	1	5921	25566.112	441	1
1_MACS_peak_20318_lociStitched	chr22	23145090	23155464	1	10375	25562.5734	442	1
1_MACS_peak_30741_lociStitched	chr8	105596419	105602645	1	6227	25558.3526	443	1
1_MACS_peak_21521_lociStitched	chr3	49054935	49060643	1	5709	25547.8664	444	1
1_MACS_peak_13124_lociStitched	chr17	46123702	46127836	1	4135	25528.6902	445	1
2_MACS_peak_3646_lociStitched	chr10	43899520	43906188	2	6646	25474.4272	446	1
2_MACS_peak_22654_lociStitched	chr3	183249557	183256794	2	7110	25461.2134	447	1
3_MACS_peak_20083_lociStitched	chr21	44844738	44852109	3	6980	25441.7436	448	1
3_MACS_peak_19697_lociStitched	chr20	61277740	61285080	3	7160	25432.366	449	1
1_MACS_peak_32053_lociStitched	chr9	114792140	114801099	1	8960	25409.5158	450	1
1_MACS_peak_30168_lociStitched	chr8	38238977	38244872	1	5896	25408.629	451	1
2_MACS_peak_32023_lociStitched	chr9	112908633	112916251	2	7603	25356.513	452	1
2_MACS_peak_3699_lociStitched	chr10	50250298	50257630	2	7315	25323.2616	453	1
1_MACS_peak_25160_lociStitched	chr5	108743379	108750140	1	6762	25259.7721	454	1
1_MACS_peak_4246_lociStitched	chr10	104152920	104157007	1	4088	25258.4774	455	1
3_MACS_peak_15502_lociStitched	chr19	39338693	39344167	3	5309	25215.981	456	1
2_MACS_peak_50_lociStitched	chr1	1837280	1841484	2	4155	25213.9104	457	1
1_MACS_peak_16325_lociStitched	chr2	8651718	8657371	1	5654	25210.6841	458	1
1_MACS_peak_28375_lociStitched	chr7	29718774	29726468	1	7695	25202.4664	459	1
1_MACS_peak_16718_lociStitched	chr2	37614576	37619847	1	5272	25196.4342	460	1
2_MACS_peak_26411_lociStitched	chr6	26532317	26539859	2	7451	25160.112	461	1
2_MACS_peak_10499_lociStitched	chr15	89163721	89168779	2	4994	25095.267	462	1
2_MACS_peak_2554_lociStitched	chr1	204530967	204537679	2	6589	25075.3608	463	1
4_MACS_peak_12399_lociStitched	chr17	16888267	16895374	4	6919	25018.7721	464	1
1_MACS_peak_28294_lociStitched	chr7	25018231	25022688	1	4458	25007.3356	465	1
1_MACS_peak_24730_lociStitched	chr5	56468469	56474480	1	6012	25006.3611	466	1
4_MACS_peak_32898_lociStitched	chrX	39712468	39721037	4	8070	25006.0558	467	1
3_MACS_peak_6963_lociStitched	chr12	69200342	69205858	3	5273	24991.8928	468	1
3_MACS_peak_30296_lociStitched	chr8	61822662	61829923	3	6792	24990.1837	469	1
1_MACS_peak_1779_lociStitched	chr1	150205696	150209713	1	4018	24943.5615	470	1
1_MACS_peak_1747_lociStitched	chr1	149222030	149225928	1	3899	24845.4622	471	1
1_MACS_peak_16601_lociStitched	chr2	28112331	28115457	1	3127	24822.9408	472	1
3_MACS_peak_23147_lociStitched	chr4	15002011	15008452	3	6414	24819.1053	473	1
2_MACS_peak_28415_lociStitched	chr7	32766621	32774497	2	7863	24803.0992	474	1
1_MACS_peak_8271_lociStitched	chr13	110694601	110699916	1	5316	24799.79	475	1
2_MACS_peak_9810_lociStitched	chr15	45489672	45496365	2	6348	24761.4228	476	1
1_MACS_peak_31506_lociStitched	chr9	37526978	37533128	1	6151	24737.145	477	1
1_MACS_peak_14258_lociStitched	chr18	51794675	51799653	1	4979	24676.4438	478	1
1_MACS_peak_13581_lociStitched	chr17	73778550	73782775	1	4226	24655.8325	479	1
2_MACS_peak_17691_lociStitched	chr2	114642473	114649810	2	7168	24650.8526	480	1
2_MACS_peak_29397_lociStitched	chr7	130584694	130591785	2	7061	24617.8247	481	1
2_MACS_peak_6952_lociStitched	chr12	68872739	68878370	2	5421	24616.4796	482	1
1_MACS_peak_2471_lociStitched	chr1	200834088	200840858	1	6771	24597.441	483	1
4_MACS_peak_3084_lociStitched	chr1	235144335	235153219	4	8300	24596.2424	484	1
2_MACS_peak_22893_lociStitched	chr3	197437515	197442723	2	4786	24589.572	485	1
1_MACS_peak_14858_lociStitched	chr19	10612065	10614652	1	2588	24584.5197	486	1
2_MACS_peak_14013_lociStitched	chr18	20711815	20719087	2	7203	24566.2704	487	1
1_MACS_peak_13212_lociStitched	chr17	48992033	48997856	1	5824	24561.414	488	1
1_MACS_peak_16479_lociStitched	chr2	20774166	20780310	1	6145	24513.9456	489	1
4_MACS_peak_3512_lociStitched	chr10	23727223	23739156	4	11502	24509.1887	490	1
1_MACS_peak_22967_lociStitched	chr4	2412455	2416730	1	4276	24456.42	491	1
2_MACS_peak_31663_lociStitched	chr9	86319098	86324306	2	5129	24456.2472	492	1
3_MACS_peak_23244_lociStitched	chr4	38307179	38316775	3	9128	24451.5676	493	1
3_MACS_peak_20608_lociStitched	chr22	37557403	37563479	3	6008	24447.3936	494	1
3_MACS_peak_22488_lociStitched	chr3	164168249	164180342	3	11997	24445.9995	495	1
1_MACS_peak_27005_lociStitched	chr6	64280968	64284480	1	3513	24414.0192	496	1
1_MACS_peak_26458_lociStitched	chr6	27803584	27808115	1	4532	24400.3412	497	1
1_MACS_peak_10082_lociStitched	chr15	66082758	66086697	1	3940	24375.7137	498	1
1_MACS_peak_13556_lociStitched	chr17	73289446	73295038	1	5593	24374.4096	499	1
1_MACS_peak_10152_lociStitched	chr15	69758380	69762754	1	4375	24337.3734	500	1
2_MACS_peak_9011_lociStitched	chr14	75741066	75746921	2	5366	24334.551	501	1
1_MACS_peak_18575_lociStitched	chr2	219431985	219436381	1	4397	24334.4976	502	1
2_MACS_peak_28899_lociStitched	chr7	87549123	87557909	2	8730	24330.1912	503	1
4_MACS_peak_7132_lociStitched	chr12	96587091	96594485	4	6871	24304.078	504	1
2_MACS_peak_5991_lociStitched	chr11	119185718	119193529	2	7731	24269.5581	505	1
1_MACS_peak_1950_lociStitched	chr1	155945560	155954592	1	9033	24250.92	506	1
2_MACS_peak_24359_lociStitched	chr5	6492398	6498564	2	6108	24238.546	507	1
2_MACS_peak_19668_lociStitched	chr20	58674811	58682865	2	7883	24237.7076	508	1
1_MACS_peak_3852_lociStitched	chr10	74018425	74024492	1	6068	24201.263	509	1
1_MACS_peak_15582_lociStitched	chr19	41801648	41806435	1	4788	24191.1045	510	1
3_MACS_peak_30641_lociStitched	chr8	101316372	101323759	3	7215	24185.038	511	1
2_MACS_peak_3211_lociStitched	chr10	554582	562302	2	7684	24183.672	512	1
3_MACS_peak_26424_lociStitched	chr6	27094223	27102847	3	8365	24176.5216	513	1
3_MACS_peak_25327_lociStitched	chr5	130709388	130719013	3	9325	24158.75	514	1
1_MACS_peak_25346_lociStitched	chr5	131745333	131751738	1	6406	24094.9695	515	1
1_MACS_peak_9894_lociStitched	chr15	52754660	52759452	1	4793	24061.1112	516	1
1_MACS_peak_26789_lociStitched	chr6	42748625	42752373	1	3749	24055.0388	517	1
3_MACS_peak_15001_lociStitched	chr19	13952366	13959210	3	6291	24053.9224	518	1
9_MACS_peak_24463_lociStitched	chr5	24263954	24280809	9	15655	24050.3995	519	1
3_MACS_peak_17360_lociStitched	chr2	89442053	89453914	3	11604	23931.9397	520	1
3_MACS_peak_17310_lociStitched	chr2	87550573	87558053	3	7120	23916.552	521	1
1_MACS_peak_18632_lociStitched	chr2	227653812	227660906	1	7095	23911.0364	522	1
3_MACS_peak_19935_lociStitched	chr21	36587913	36596454	3	8244	23897.718	523	1
1_MACS_peak_25873_lociStitched	chr5	172260150	172266002	1	5853	23861.53	524	1
2_MACS_peak_10210_lociStitched	chr15	72518181	72525017	2	6750	23852.8548	525	1
1_MACS_peak_20739_lociStitched	chr22	39840799	39845908	1	5110	23798.2329	526	1
1_MACS_peak_13343_lociStitched	chr17	58676079	58679878	1	3800	23777.5611	527	1
2_MACS_peak_14557_lociStitched	chr19	2254935	2262083	2	6885	23698.4792	528	1
8_MACS_peak_33602_lociStitched	chrX	151080239	151089486	8	8711	23620.5368	529	1
1_MACS_peak_9106_lociStitched	chr14	89768721	89773223	1	4503	23611.6394	530	1
1_MACS_peak_16324_lociStitched	chr2	8626551	8630758	1	4208	23551.2067	531	1
1_MACS_peak_1490_lociStitched	chr1	113160333	113163671	1	3339	23544.2492	532	1
1_MACS_peak_29380_lociStitched	chr7	129588329	129592942	1	4614	23534.6034	533	1
1_MACS_peak_21145_lociStitched	chr3	13459248	13463762	1	4515	23489.5018	534	1
1_MACS_peak_29203_lociStitched	chr7	105816580	105822008	1	5429	23478.2712	535	1
3_MACS_peak_28662_lociStitched	chr7	55634451	55641636	3	6733	23477.706	536	1
2_MACS_peak_7209_lociStitched	chr12	104321102	104325657	2	4321	23476.47	537	1
1_MACS_peak_29745_lociStitched	chr8	2037196	2042024	1	4829	23475.1844	538	1
1_MACS_peak_27931_lociStitched	chr6	160397902	160405357	1	7456	23469.831	539	1
1_MACS_peak_24703_lociStitched	chr5	55436882	55441565	1	4684	23435.6052	540	1
1_MACS_peak_17321_lociStitched	chr2	87754064	87758031	1	3968	23417.5977	541	1
1_MACS_peak_3122_lociStitched	chr1	240074388	240079024	1	4637	23368.6852	542	1
2_MACS_peak_15895_lociStitched	chr19	49465148	49470723	2	5564	23359.8075	543	1
2_MACS_peak_26525_lociStitched	chr6	30581261	30586558	2	5254	23327.4583	544	1
1_MACS_peak_18847_lociStitched	chr2	242253442	242257220	1	3779	23286.4586	545	1
3_MACS_peak_17970_lociStitched	chr2	159840217	159849014	3	8690	23222.3206	546	1
2_MACS_peak_32555_lociStitched	chr9	139792312	139798674	2	6323	23150.6818	547	1
3_MACS_peak_6560_lociStitched	chr12	46119655	46126442	3	6573	23127.3812	548	1
2_MACS_peak_2116_lociStitched	chr1	162120921	162127799	2	6485	23115.5824	549	1
1_MACS_peak_11899_lociStitched	chr16	81748126	81753947	1	5822	23085.5039	550	1
1_MACS_peak_3351_lociStitched	chr10	11217772	11225850	1	8079	23001.2972	551	1
3_MACS_peak_14220_lociStitched	chr18	47832973	47842667	3	8944	22981.5658	552	1
2_MACS_peak_22431_lociStitched	chr3	156199180	156204685	2	5259	22969.062	553	1
2_MACS_peak_25455_lociStitched	chr5	137877431	137880886	2	3453	22936.363	554	1
1_MACS_peak_9825_lociStitched	chr15	45878146	45881268	1	3123	22921.4118	555	1
2_MACS_peak_26453_lociStitched	chr6	27774856	27783301	2	8357	22913.8185	556	1
1_MACS_peak_19630_lociStitched	chr20	56192287	56197373	1	5087	22913.4472	557	1
1_MACS_peak_2023_lociStitched	chr1	159044757	159048636	1	3880	22912.4772	558	1
2_MACS_peak_18137_lociStitched	chr2	178075792	178079421	2	3594	22887.3772	559	1
1_MACS_peak_22832_lociStitched	chr3	195356621	195363175	1	6555	22878.0478	560	1
1_MACS_peak_20778_lociStitched	chr22	41839818	41845186	1	5369	22856.4072	561	1
4_MACS_peak_7269_lociStitched	chr12	108933972	108944315	4	10129	22845.6184	562	1
2_MACS_peak_26239_lociStitched	chr6	13271828	13279193	2	7073	22841.0745	563	1
1_MACS_peak_8881_lociStitched	chr14	69258461	69264247	1	5787	22837.9206	564	1
3_MACS_peak_9082_lociStitched	chr14	81684773	81688535	3	3656	22835.34	565	1
2_MACS_peak_3969_lociStitched	chr10	81001310	81011145	2	9397	22788.6785	566	1
1_MACS_peak_18092_lociStitched	chr2	174826683	174831318	1	4636	22779.6345	567	1
2_MACS_peak_5290_lociStitched	chr11	62647471	62651980	2	4231	22733.9271	568	1
1_MACS_peak_32260_lociStitched	chr9	129765682	129771160	1	5479	22723.8396	569	1
2_MACS_peak_26870_lociStitched	chr6	45674097	45680582	2	6026	22720.846	570	1
1_MACS_peak_16391_lociStitched	chr2	10948851	10953634	1	4784	22709.684	571	1
1_MACS_peak_4388_lociStitched	chr10	112630597	112636166	1	5570	22692.5612	572	1
1_MACS_peak_29511_lociStitched	chr7	139024512	139027409	1	2898	22675.1087	573	1
1_MACS_peak_3166_lociStitched	chr1	245132762	245135535	1	2774	22670.9388	574	1
1_MACS_peak_534_lociStitched	chr1	27018615	27025644	1	7030	22658.6844	575	1
4_MACS_peak_26534_lociStitched	chr6	30683931	30690331	4	6168	22648.32	576	1
1_MACS_peak_5628_lociStitched	chr11	72958230	72962026	1	3797	22648.0748	577	1
1_MACS_peak_23910_lociStitched	chr4	140475595	140479378	1	3784	22646.1729	578	1
1_MACS_peak_30644_lociStitched	chr8	101336622	101343321	1	6700	22635.921	579	1
3_MACS_peak_30328_lociStitched	chr8	65941859	65948389	3	6225	22632.327	580	1
1_MACS_peak_18980_lociStitched	chr20	5172265	5179010	1	6746	22607.891	581	1
2_MACS_peak_19198_lociStitched	chr20	32468677	32473605	2	4929	22595.3728	582	1
4_MACS_peak_32775_lociStitched	chrX	19759822	19770438	4	10509	22474.072	583	1
3_MACS_peak_17245_lociStitched	chr2	86112325	86120928	3	8504	22472.7566	584	1
1_MACS_peak_9190_lociStitched	chr14	91879173	91885677	1	6505	22467.4176	585	1
2_MACS_peak_21418_lociStitched	chr3	45634286	45642357	2	8054	22451.9078	586	1
1_MACS_peak_18139_lociStitched	chr2	178127709	178131067	1	3359	22382.749	587	1
1_MACS_peak_17234_lociStitched	chr2	85764277	85767823	1	3547	22379.5152	588	1
1_MACS_peak_140_lociStitched	chr1	9136031	9143033	1	7003	22348.2834	589	1
2_MACS_peak_1987_lociStitched	chr1	156715825	156722526	2	6650	22347.835	590	1
1_MACS_peak_23784_lociStitched	chr4	121668639	121673864	1	5226	22346.8025	591	1
1_MACS_peak_3252_lociStitched	chr10	3663791	3670461	1	6671	22342.499	592	1
1_MACS_peak_31668_lociStitched	chr9	86593745	86596990	1	3246	22339.229	593	1
2_MACS_peak_13175_lociStitched	chr17	48227445	48233883	2	6358	22326.984	594	1
1_MACS_peak_29111_lociStitched	chr7	101945861	101952635	1	6775	22323.717	595	1
1_MACS_peak_6758_lociStitched	chr12	54672167	54675929	1	3763	22313.1744	596	1
1_MACS_peak_11191_lociStitched	chr16	23344558	23350141	1	5584	22310.7846	597	1
1_MACS_peak_26390_lociStitched	chr6	26282389	26287163	1	4775	22297.9218	598	1
2_MACS_peak_22464_lociStitched	chr3	160116312	160122984	2	6437	22272.4704	599	1
1_MACS_peak_3860_lociStitched	chr10	74054617	74059473	1	4857	22265.2456	600	1
1_MACS_peak_31908_lociStitched	chr9	100744482	100748248	1	3767	22261.2026	601	1
1_MACS_peak_19039_lociStitched	chr20	17945799	17951269	1	5471	22222.422	602	1
3_MACS_peak_25844_lociStitched	chr5	169728945	169738213	3	8804	22158.8612	603	1
1_MACS_peak_1785_lociStitched	chr1	150335368	150339144	1	3777	22156.0576	604	1
1_MACS_peak_2733_lociStitched	chr1	212779354	212783464	1	4111	22143.036	605	1
1_MACS_peak_2629_lociStitched	chr1	206887251	206895069	1	7819	22130.4126	606	1
1_MACS_peak_2619_lociStitched	chr1	206727673	206734532	1	6860	22100.3839	607	1
1_MACS_peak_24293_lociStitched	chr5	188892	193714	1	4823	22062.5788	608	1
2_MACS_peak_10115_lociStitched	chr15	67811901	67815751	2	3817	22047.41	609	1
2_MACS_peak_17344_lociStitched	chr2	88922623	88928975	2	6216	22041.44	610	1
1_MACS_peak_24630_lociStitched	chr5	42990620	42995866	1	5247	22025.331	611	1
