#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch
5_MACS_peak_23396_lociStitched	chr4	71525690	71534162	5	8127	11233.872	304	1
3_MACS_peak_3035_lociStitched	chr1	233758206	233766822	3	8106	27134.3688	305	1
1_MACS_peak_3351_lociStitched	chr10	11217772	11225850	1	8079	23001.2972	306	1
2_MACS_peak_22382_lociStitched	chr3	150315025	150323117	2	8079	29956.584	307	1
4_MACS_peak_32898_lociStitched	chrX	39712468	39721037	4	8070	25006.0558	308	1
1_MACS_peak_24858_lociStitched	chr5	71032803	71040870	1	8068	35411.7099	309	1
2_MACS_peak_21418_lociStitched	chr3	45634286	45642357	2	8054	22451.9078	310	1
1_MACS_peak_20068_lociStitched	chr21	44579914	44587962	1	8049	47772.928	311	1
2_MACS_peak_2524_lociStitched	chr1	203254800	203262915	2	8030	48183.624	312	1
1_MACS_peak_422_lociStitched	chr1	24512474	24520479	1	8006	30089.9945	313	1
2_MACS_peak_20378_lociStitched	chr22	24183479	24191870	2	7997	21571.5828	314	1
4_MACS_peak_10166_lociStitched	chr15	70388077	70396535	4	7978	37020.666	315	1
3_MACS_peak_26718_lociStitched	chr6	36643551	36651636	3	7961	20001.4815	316	1
2_MACS_peak_20055_lociStitched	chr21	43943090	43951184	2	7954	30848.6622	317	1
5_MACS_peak_3519_lociStitched	chr10	24737255	24745969	5	7947	11697.6736	318	1
3_MACS_peak_12758_lociStitched	chr17	34624086	34632296	3	7945	12842.082	319	1
2_MACS_peak_29412_lociStitched	chr7	130789600	130797596	2	7930	37262.9592	320	1
3_MACS_peak_6944_lociStitched	chr12	68838956	68847035	3	7915	21256.6569	321	1
2_MACS_peak_17292_lociStitched	chr2	87353862	87362131	2	7912	21396.0375	322	1
1_MACS_peak_13704_lociStitched	chr17	76741096	76749005	1	7910	26898.509	323	1
2_MACS_peak_25063_lociStitched	chr5	95060107	95068449	2	7906	21049.3686	324	1
2_MACS_peak_13611_lociStitched	chr17	74257629	74265874	2	7900	32704.617	325	1
2_MACS_peak_2601_lociStitched	chr1	206286930	206294935	2	7899	26225.981	326	1
4_MACS_peak_26721_lociStitched	chr6	36718682	36726957	4	7896	16337.3325	327	1
3_MACS_peak_19370_lociStitched	chr20	42376636	42384953	3	7889	45582.1502	328	1
2_MACS_peak_10060_lociStitched	chr15	65182349	65190496	2	7887	56402.4957	329	1
1_MACS_peak_10501_lociStitched	chr15	89177278	89185160	1	7883	38858.26	330	1
2_MACS_peak_19668_lociStitched	chr20	58674811	58682865	2	7883	24237.7076	331	1
1_MACS_peak_6803_lociStitched	chr12	56726233	56734104	1	7872	43259.016	332	1
3_MACS_peak_22187_lociStitched	chr3	128995503	129003736	3	7867	31259.0544	333	1
2_MACS_peak_28415_lociStitched	chr7	32766621	32774497	2	7863	24803.0992	334	1
4_MACS_peak_32292_lociStitched	chr9	130672261	130680312	4	7849	36553.1502	335	1
1_MACS_peak_2629_lociStitched	chr1	206887251	206895069	1	7819	22130.4126	336	1
4_MACS_peak_3861_lociStitched	chr10	74060675	74068978	4	7805	17491.0998	337	1
4_MACS_peak_28908_lociStitched	chr7	90337560	90345635	4	7801	18258.3825	338	1
3_MACS_peak_6134_lociStitched	chr12	282753	290789	3	7780	26177.27	339	1
2_MACS_peak_5991_lociStitched	chr11	119185718	119193529	2	7731	24269.5581	340	1
3_MACS_peak_10574_lociStitched	chr15	91393763	91401555	3	7729	16788.6432	341	1
1_MACS_peak_10046_lociStitched	chr15	64938170	64945884	1	7715	34547.9204	342	1
2_MACS_peak_26034_lociStitched	chr5	179510943	179518717	2	7713	20763.5766	343	1
2_MACS_peak_32117_lociStitched	chr9	117209006	117216759	2	7703	31637.6671	344	1
1_MACS_peak_28375_lociStitched	chr7	29718774	29726468	1	7695	25202.4664	345	1
1_MACS_peak_26572_lociStitched	chr6	31701464	31709149	1	7686	38929.9045	346	1
2_MACS_peak_3211_lociStitched	chr10	554582	562302	2	7684	24183.672	347	1
2_MACS_peak_17839_lociStitched	chr2	136888398	136896176	2	7675	30096.971	348	1
1_MACS_peak_17358_lociStitched	chr2	89151470	89159140	1	7671	21592.584	349	1
1_MACS_peak_16329_lociStitched	chr2	8679818	8687482	1	7665	32512.9872	350	1
4_MACS_peak_17456_lociStitched	chr2	99085229	99093193	4	7643	10721.1368	351	1
4_MACS_peak_25778_lociStitched	chr5	160169244	160177001	4	7622	11764.2662	352	1
2_MACS_peak_32023_lociStitched	chr9	112908633	112916251	2	7603	25356.513	353	1
3_MACS_peak_30152_lociStitched	chr8	37743717	37751810	3	7594	17021.1976	354	1
7_MACS_peak_1065_lociStitched	chr1	55750646	55758671	7	7586	13749.2325	355	1
5_MACS_peak_6813_lociStitched	chr12	57076495	57084250	5	7584	25966.842	356	1
3_MACS_peak_7571_lociStitched	chr12	123416096	123424149	3	7582	17620.7693	357	1
2_MACS_peak_3191_lociStitched	chr1	247373156	247380808	2	7580	19873.7744	358	1
1_MACS_peak_3944_lociStitched	chr10	79590661	79598238	1	7578	30714.1272	359	1
3_MACS_peak_25483_lociStitched	chr5	139012236	139020313	3	7576	29317.8946	360	1
1_MACS_peak_21738_lociStitched	chr3	69130248	69137816	1	7569	13063.1248	361	1
4_MACS_peak_20075_lociStitched	chr21	44770194	44777979	4	7557	54687.2895	362	1
2_MACS_peak_2294_lociStitched	chr1	179845980	179853916	2	7549	39656.192	363	1
3_MACS_peak_21424_lociStitched	chr3	45729137	45736981	3	7542	14738.0916	364	1
1_MACS_peak_17631_lociStitched	chr2	112302685	112310195	1	7511	20026.166	365	1
2_MACS_peak_17331_lociStitched	chr2	88002948	88010475	2	7489	19008.6858	366	1
4_MACS_peak_12309_lociStitched	chr17	8053984	8062251	4	7486	16907.6684	367	1
2_MACS_peak_13398_lociStitched	chr17	62202586	62210135	2	7485	16225.0657	368	1
1_MACS_peak_5181_lociStitched	chr11	58340416	58347896	1	7481	32455.72	369	1
2_MACS_peak_9523_lociStitched	chr15	23676382	23684199	2	7477	15866.1649	370	1
1_MACS_peak_23238_lociStitched	chr4	38129301	38136775	1	7475	28845.903	371	1
3_MACS_peak_21441_lociStitched	chr3	46320099	46327587	3	7458	13722.5088	372	1
7_MACS_peak_6398_lociStitched	chr12	25481175	25489141	7	7458	16362.164	373	1
1_MACS_peak_27931_lociStitched	chr6	160397902	160405357	1	7456	23469.831	374	1
2_MACS_peak_26411_lociStitched	chr6	26532317	26539859	2	7451	25160.112	375	1
2_MACS_peak_9386_lociStitched	chr14	103574022	103581654	2	7450	26125.0992	376	1
1_MACS_peak_16301_lociStitched	chr2	5835093	5842537	1	7445	47492.72	377	1
2_MACS_peak_24657_lociStitched	chr5	53824438	53831882	2	7415	15603.3684	378	1
2_MACS_peak_28261_lociStitched	chr7	22760222	22768125	2	7414	21395.0016	379	1
5_MACS_peak_1327_lociStitched	chr1	93421307	93429216	5	7409	20965.9681	380	1
1_MACS_peak_19413_lociStitched	chr20	43269969	43277351	1	7383	20468.8096	381	1
2_MACS_peak_15615_lociStitched	chr19	42446733	42454162	2	7356	31573.25	382	1
1_MACS_peak_31061_lociStitched	chr8	134695969	134703303	1	7335	28010.7462	383	1
3_MACS_peak_31224_lociStitched	chr9	711389	718941	3	7322	9651.456	384	1
2_MACS_peak_4940_lociStitched	chr11	22685477	22692955	2	7321	17096.2036	385	1
1_MACS_peak_22794_lociStitched	chr3	193815334	193822651	1	7318	40978.8585	386	1
3_MACS_peak_21024_lociStitched	chr3	4870076	4877603	3	7317	17817.1617	387	1
1_MACS_peak_28402_lociStitched	chr7	30668675	30675990	1	7316	19642.238	388	1
2_MACS_peak_3699_lociStitched	chr10	50250298	50257630	2	7315	25323.2616	389	1
1_MACS_peak_8532_lociStitched	chr14	32669258	32676558	1	7301	30632.99	390	1
4_MACS_peak_4379_lociStitched	chr10	112599098	112606525	4	7301	33034.5533	391	1
1_MACS_peak_14949_lociStitched	chr19	12898765	12906053	1	7289	52198.8424	392	1
4_MACS_peak_24526_lociStitched	chr5	32206011	32213605	4	7287	30945.55	393	1
2_MACS_peak_13422_lociStitched	chr17	62979489	62986789	2	7274	42391.1	394	1
4_MACS_peak_22777_lociStitched	chr3	192576370	192583848	4	7266	10112.4994	395	1
1_MACS_peak_1896_lociStitched	chr1	154828237	154835496	1	7260	40990.1212	396	1
2_MACS_peak_19938_lociStitched	chr21	36597838	36605179	2	7258	35076.7662	397	1
1_MACS_peak_9892_lociStitched	chr15	52669667	52676919	1	7253	33372.9788	398	1
6_MACS_peak_20680_lociStitched	chr22	38787904	38795778	6	7252	13866.114	399	1
1_MACS_peak_12843_lociStitched	chr17	37909388	37916635	1	7248	40739.7352	400	1
5_MACS_peak_30944_lociStitched	chr8	128316974	128324383	5	7245	12376.7345	401	1
3_MACS_peak_8968_lociStitched	chr14	74224508	74231886	3	7230	26481.1176	402	1
3_MACS_peak_10232_lociStitched	chr15	73545280	73552796	3	7226	18392.4036	403	1
3_MACS_peak_30641_lociStitched	chr8	101316372	101323759	3	7215	24185.038	404	1
1_MACS_peak_27288_lociStitched	chr6	106588382	106595586	1	7205	14305.7032	405	1
2_MACS_peak_14013_lociStitched	chr18	20711815	20719087	2	7203	24566.2704	406	1
4_MACS_peak_13928_lociStitched	chr18	9135168	9142537	4	7189	17723.9188	407	1
3_MACS_peak_26874_lociStitched	chr6	45703256	45710738	3	7178	21126.9234	408	1
2_MACS_peak_17691_lociStitched	chr2	114642473	114649810	2	7168	24650.8526	409	1
3_MACS_peak_19697_lociStitched	chr20	61277740	61285080	3	7160	25432.366	410	1
1_MACS_peak_32418_lociStitched	chr9	134548606	134555764	1	7159	31249.6806	411	1
1_MACS_peak_17650_lociStitched	chr2	112586699	112593856	1	7158	20099.0031	412	1
3_MACS_peak_18712_lociStitched	chr2	232570229	232577578	3	7150	47002.7342	413	1
1_MACS_peak_18105_lociStitched	chr2	175456411	175463553	1	7143	34298.7408	414	1
3_MACS_peak_17310_lociStitched	chr2	87550573	87558053	3	7120	23916.552	415	1
1_MACS_peak_9285_lociStitched	chr14	98167397	98174514	1	7118	21772.3264	416	1
3_MACS_peak_24189_lociStitched	chr4	185184291	185191727	3	7113	19441.422	417	1
2_MACS_peak_22654_lociStitched	chr3	183249557	183256794	2	7110	25461.2134	418	1
3_MACS_peak_5803_lociStitched	chr11	102186638	102194050	3	7106	16223.3856	419	1
1_MACS_peak_18632_lociStitched	chr2	227653812	227660906	1	7095	23911.0364	420	1
2_MACS_peak_22806_lociStitched	chr3	194205693	194212791	2	7091	52772.2104	421	1
1_MACS_peak_15107_lociStitched	chr19	16694044	16701126	1	7083	37015.4894	422	1
2_MACS_peak_13047_lociStitched	chr17	43388190	43395523	2	7081	20145.9509	423	1
2_MACS_peak_25339_lociStitched	chr5	131434583	131441961	2	7080	39186.0336	424	1
2_MACS_peak_26239_lociStitched	chr6	13271828	13279193	2	7073	22841.0745	425	1
1_MACS_peak_7465_lociStitched	chr12	120553660	120560724	1	7065	21995.8832	426	1
2_MACS_peak_29397_lociStitched	chr7	130584694	130591785	2	7061	24617.8247	427	1
4_MACS_peak_24271_lociStitched	chr4	186506959	186514719	4	7061	19264.976	428	1
2_MACS_peak_3865_lociStitched	chr10	74076116	74083322	2	7053	36093.4128	429	1
5_MACS_peak_32906_lociStitched	chrX	39953344	39960611	5	7050	10677.4031	430	1
4_MACS_peak_7348_lociStitched	chr12	111105365	111112797	4	7044	17876.1896	431	1
1_MACS_peak_9352_lociStitched	chr14	102339694	102346731	1	7038	38023.0221	432	1
4_MACS_peak_3258_lociStitched	chr10	3822033	3829207	4	7035	32342.5442	433	1
4_MACS_peak_8843_lociStitched	chr14	65671424	65678727	4	7031	10706.9283	434	1
1_MACS_peak_534_lociStitched	chr1	27018615	27025644	1	7030	22658.6844	435	1
3_MACS_peak_25038_lociStitched	chr5	90673649	90680806	3	7029	33443.2296	436	1
3_MACS_peak_454_lociStitched	chr1	25069930	25077363	3	7029	20500.214	437	1
1_MACS_peak_889_lociStitched	chr1	44296544	44303564	1	7021	30154.41	438	1
1_MACS_peak_140_lociStitched	chr1	9136031	9143033	1	7003	22348.2834	439	1
1_MACS_peak_17307_lociStitched	chr2	87536736	87543726	1	6991	18806.595	440	1
3_MACS_peak_20083_lociStitched	chr21	44844738	44852109	3	6980	25441.7436	441	1
4_MACS_peak_14268_lociStitched	chr18	52983799	52991158	4	6975	9584.3616	442	1
1_MACS_peak_18978_lociStitched	chr20	5125428	5132401	1	6974	13476.7171	443	1
4_MACS_peak_6306_lociStitched	chr12	10248381	10255572	4	6962	11043.9378	444	1
2_MACS_peak_7190_lociStitched	chr12	102871785	102878911	2	6940	14662.4576	445	1
3_MACS_peak_19318_lociStitched	chr20	37487191	37494547	3	6937	15471.8748	446	1
4_MACS_peak_29207_lociStitched	chr7	105983568	105991170	4	6936	18849.9192	447	1
1_MACS_peak_32137_lociStitched	chr9	117456092	117463021	1	6930	30664.2895	448	1
1_MACS_peak_3328_lociStitched	chr10	7529309	7536238	1	6930	21254.0146	449	1
1_MACS_peak_22442_lociStitched	chr3	156805009	156811935	1	6927	34239.3736	450	1
1_MACS_peak_21422_lociStitched	chr3	45694666	45701591	1	6926	19347.7575	451	1
1_MACS_peak_19363_lociStitched	chr20	42306915	42313839	1	6925	40894.5288	452	1
3_MACS_peak_30660_lociStitched	chr8	101501866	101509237	3	6923	16656.9858	453	1
2_MACS_peak_10472_lociStitched	chr15	85519027	85526061	2	6920	27059.798	454	1
4_MACS_peak_12399_lociStitched	chr17	16888267	16895374	4	6919	25018.7721	455	1
1_MACS_peak_15496_lociStitched	chr19	39171666	39178582	1	6917	30342.5668	456	1
3_MACS_peak_16728_lociStitched	chr2	37877504	37884648	3	6900	20363.2576	457	1
3_MACS_peak_11000_lociStitched	chr16	11664988	11672125	3	6897	16340.1615	458	1
4_MACS_peak_24023_lociStitched	chr4	153699616	153706845	4	6892	14971.9819	459	1
1_MACS_peak_13830_lociStitched	chr17	80451030	80457919	1	6890	27301.107	460	1
1_MACS_peak_9075_lociStitched	chr14	81421173	81428061	1	6889	31271.52	461	1
4_MACS_peak_24443_lociStitched	chr5	20299549	20307014	4	6888	10980.2685	462	1
2_MACS_peak_14557_lociStitched	chr19	2254935	2262083	2	6885	23698.4792	463	1
2_MACS_peak_26982_lociStitched	chr6	56702949	56709911	2	6884	16763.7998	464	1
3_MACS_peak_23541_lociStitched	chr4	87855298	87862408	3	6877	12928.824	465	1
4_MACS_peak_7132_lociStitched	chr12	96587091	96594485	4	6871	24304.078	466	1
2_MACS_peak_20079_lociStitched	chr21	44778658	44785975	2	6869	36199.3941	467	1
1_MACS_peak_22758_lociStitched	chr3	190651506	190658370	1	6865	27699.672	468	1
1_MACS_peak_2619_lociStitched	chr1	206727673	206734532	1	6860	22100.3839	469	1
2_MACS_peak_30651_lociStitched	chr8	101445537	101452498	2	6858	16698.7429	470	1
3_MACS_peak_10174_lociStitched	chr15	70486682	70494071	3	6855	38702.1042	471	1
3_MACS_peak_19391_lociStitched	chr20	42694687	42702089	3	6849	32671.6878	472	1
3_MACS_peak_21409_lociStitched	chr3	45582554	45589517	3	6843	21449.5215	473	1
1_MACS_peak_17244_lociStitched	chr2	86084227	86091064	1	6838	16909.9521	474	1
1_MACS_peak_26215_lociStitched	chr6	11729472	11736308	1	6837	16420.7556	475	1
2_MACS_peak_9174_lociStitched	chr14	91811917	91818913	2	6831	27602.718	476	1
1_MACS_peak_21444_lociStitched	chr3	46330167	46336978	1	6812	15940.4644	477	1
2_MACS_peak_13481_lociStitched	chr17	66452223	66459367	2	6812	26936.452	478	1
1_MACS_peak_16874_lociStitched	chr2	47629537	47636347	1	6811	19172.193	479	1
1_MACS_peak_16754_lociStitched	chr2	38946478	38953283	1	6806	28748.403	480	1
2_MACS_peak_14337_lociStitched	chr18	57538181	57545016	2	6803	15918.0315	481	1
3_MACS_peak_30296_lociStitched	chr8	61822662	61829923	3	6792	24990.1837	482	1
1_MACS_peak_6527_lociStitched	chr12	40009711	40016498	1	6788	19061.2895	483	1
1_MACS_peak_9804_lociStitched	chr15	45016565	45023347	1	6783	38880.5278	484	1
2_MACS_peak_14625_lociStitched	chr19	3983645	3990434	2	6782	30041.325	485	1
2_MACS_peak_17603_lociStitched	chr2	111971938	111978758	2	6777	19104.866	486	1
1_MACS_peak_29111_lociStitched	chr7	101945861	101952635	1	6775	22323.717	487	1
1_MACS_peak_2471_lociStitched	chr1	200834088	200840858	1	6771	24597.441	488	1
1_MACS_peak_14983_lociStitched	chr19	13260484	13267253	1	6770	35894.6532	489	1
1_MACS_peak_10285_lociStitched	chr15	75334326	75341090	1	6765	36267.8916	490	1
1_MACS_peak_25160_lociStitched	chr5	108743379	108750140	1	6762	25259.7721	491	1
2_MACS_peak_10210_lociStitched	chr15	72518181	72525017	2	6750	23852.8548	492	1
5_MACS_peak_18504_lociStitched	chr2	210413292	210421228	5	6750	14054.656	493	1
4_MACS_peak_25858_lociStitched	chr5	171600436	171607957	4	6749	20776.0104	494	1
2_MACS_peak_28259_lociStitched	chr7	22733642	22740738	2	6747	14448.1656	495	1
1_MACS_peak_19466_lociStitched	chr20	45177828	45184573	1	6746	17949.794	496	1
1_MACS_peak_18980_lociStitched	chr20	5172265	5179010	1	6746	22607.891	497	1
3_MACS_peak_3573_lociStitched	chr10	30814645	30821583	3	6744	14824.4246	498	1
1_MACS_peak_13471_lociStitched	chr17	66229877	66236613	1	6737	43828.4576	499	1
3_MACS_peak_28662_lociStitched	chr7	55634451	55641636	3	6733	23477.706	500	1
2_MACS_peak_30885_lociStitched	chr8	126161287	126168298	2	6731	18718.6689	501	1
1_MACS_peak_28221_lociStitched	chr7	20255823	20262551	1	6729	43745.456	502	1
2_MACS_peak_6983_lociStitched	chr12	72079116	72085865	2	6728	15266.9129	503	1
1_MACS_peak_7094_lociStitched	chr12	94597862	94604588	1	6727	34779.4734	504	1
2_MACS_peak_19806_lociStitched	chr21	19152011	19158747	2	6724	16388.0144	505	1
4_MACS_peak_6684_lociStitched	chr12	52425769	52432901	4	6722	15814.4968	506	1
3_MACS_peak_16650_lociStitched	chr2	31437000	31443876	3	6720	13619.9808	507	1
1_MACS_peak_13447_lociStitched	chr17	65642445	65649160	1	6716	29603.0775	508	1
2_MACS_peak_28226_lociStitched	chr7	20431210	20438108	2	6712	17353.9884	509	1
4_MACS_peak_27613_lociStitched	chr6	137108190	137115305	4	6710	19804.6025	510	1
1_MACS_peak_10514_lociStitched	chr15	89654396	89661099	1	6704	28861.7774	511	1
1_MACS_peak_30644_lociStitched	chr8	101336622	101343321	1	6700	22635.921	512	1
1_MACS_peak_22784_lociStitched	chr3	192630181	192636879	1	6699	37545.639	513	1
3_MACS_peak_18555_lociStitched	chr2	216973218	216980345	3	6698	21347.5031	514	1
2_MACS_peak_13270_lociStitched	chr17	55552480	55559494	2	6697	34190.4444	515	1
1_MACS_peak_31769_lociStitched	chr9	94571209	94577900	1	6692	33317.8345	516	1
2_MACS_peak_31742_lociStitched	chr9	93701708	93708402	2	6692	21304.3244	517	1
1_MACS_peak_25898_lociStitched	chr5	173167846	173174536	1	6691	40091.163	518	1
2_MACS_peak_24202_lociStitched	chr4	185301707	185308760	2	6687	18456.2904	519	1
2_MACS_peak_597_lociStitched	chr1	28570509	28577284	2	6680	19364.9825	520	1
3_MACS_peak_23448_lociStitched	chr4	77117099	77123877	3	6679	18546.6414	521	1
1_MACS_peak_3252_lociStitched	chr10	3663791	3670461	1	6671	22342.499	522	1
1_MACS_peak_17638_lociStitched	chr2	112415697	112422366	1	6670	17586.8199	523	1
3_MACS_peak_9171_lociStitched	chr14	91794256	91801602	3	6656	15476.5528	524	1
3_MACS_peak_12952_lociStitched	chr17	40826879	40833975	3	6652	21820.2	525	1
2_MACS_peak_1987_lociStitched	chr1	156715825	156722526	2	6650	22347.835	526	1
4_MACS_peak_13566_lociStitched	chr17	73451732	73458806	4	6650	34801.9578	527	1
2_MACS_peak_3646_lociStitched	chr10	43899520	43906188	2	6646	25474.4272	528	1
1_MACS_peak_28660_lociStitched	chr7	55611630	55618265	1	6636	17414.8845	529	1
1_MACS_peak_32554_lociStitched	chr9	139775619	139782252	1	6634	17947.5714	530	1
3_MACS_peak_24401_lociStitched	chr5	10695298	10702379	3	6633	21429.2303	531	1
3_MACS_peak_22271_lociStitched	chr3	136466619	136473377	3	6632	20681.5074	532	1
1_MACS_peak_32228_lociStitched	chr9	127629778	127636405	1	6628	32347.0497	533	1
1_MACS_peak_240_lociStitched	chr1	14025796	14032414	1	6619	36614.7468	534	1
1_MACS_peak_18583_lociStitched	chr2	219756521	219763138	1	6618	26761.1331	535	1
2_MACS_peak_23302_lociStitched	chr4	48194792	48201438	2	6617	16523.9498	536	1
3_MACS_peak_28690_lociStitched	chr7	64014557	64021308	3	6611	14127.8177	537	1
3_MACS_peak_2596_lociStitched	chr1	206269429	206276193	3	6594	26924.102	538	1
1_MACS_peak_14195_lociStitched	chr18	46308304	46314894	1	6591	21180.919	539	1
2_MACS_peak_2554_lociStitched	chr1	204530967	204537679	2	6589	25075.3608	540	1
1_MACS_peak_2343_lociStitched	chr1	184459247	184465832	1	6586	28198.287	541	1
3_MACS_peak_1902_lociStitched	chr1	154923388	154930116	3	6585	20165.8344	542	1
3_MACS_peak_5404_lociStitched	chr11	65339373	65346011	3	6582	17561.4928	543	1
1_MACS_peak_3578_lociStitched	chr10	30989445	30996022	1	6578	15386.2338	544	1
3_MACS_peak_6560_lociStitched	chr12	46119655	46126442	3	6573	23127.3812	545	1
1_MACS_peak_24741_lociStitched	chr5	58418404	58424970	1	6567	15639.5554	546	1
2_MACS_peak_25081_lociStitched	chr5	95292128	95298793	2	6563	16133.299	547	1
2_MACS_peak_14367_lociStitched	chr18	60803973	60810933	2	6562	20547.312	548	1
3_MACS_peak_13146_lociStitched	chr17	47433919	47440565	3	6558	16680.7954	549	1
1_MACS_peak_22832_lociStitched	chr3	195356621	195363175	1	6555	22878.0478	550	1
5_MACS_peak_23484_lociStitched	chr4	78736066	78742928	5	6552	10771.2814	551	1
3_MACS_peak_208_lociStitched	chr1	11623732	11630918	3	6550	12699.8178	552	1
1_MACS_peak_29533_lociStitched	chr7	139908920	139915443	1	6524	18518.797	553	1
2_MACS_peak_22888_lociStitched	chr3	197380640	197387186	2	6518	20551.167	554	1
1_MACS_peak_23741_lociStitched	chr4	113205441	113211957	1	6517	28280.0916	555	1
1_MACS_peak_17836_lociStitched	chr2	136870989	136877505	1	6517	27984.9168	556	1
1_MACS_peak_3093_lociStitched	chr1	235181119	235187632	1	6514	30002.7858	557	1
1_MACS_peak_31055_lociStitched	chr8	134579306	134585815	1	6510	18740.0619	558	1
1_MACS_peak_9190_lociStitched	chr14	91879173	91885677	1	6505	22467.4176	559	1
4_MACS_peak_21794_lociStitched	chr3	72125601	72132710	4	6495	15626.2929	560	1
1_MACS_peak_27826_lociStitched	chr6	155668948	155675441	1	6494	32059.1875	561	1
1_MACS_peak_16813_lociStitched	chr2	43357095	43363587	1	6493	19812.9348	562	1
3_MACS_peak_8114_lociStitched	chr13	78488570	78495476	3	6492	13219.4652	563	1
5_MACS_peak_31839_lociStitched	chr9	98267344	98274038	5	6486	12873.2314	564	1
2_MACS_peak_2116_lociStitched	chr1	162120921	162127799	2	6485	23115.5824	565	1
1_MACS_peak_14403_lociStitched	chr18	72162520	72168998	1	6479	30570.9776	566	1
1_MACS_peak_20837_lociStitched	chr22	43110418	43116891	1	6474	17169.6325	567	1
2_MACS_peak_8815_lociStitched	chr14	64697607	64704093	2	6473	15685.0938	568	1
1_MACS_peak_16697_lociStitched	chr2	33699867	33706338	1	6472	32264.406	569	1
3_MACS_peak_24507_lociStitched	chr5	27463366	27470357	3	6470	15959.7539	570	1
3_MACS_peak_12806_lociStitched	chr17	36856026	36862574	3	6467	37107.516	571	1
4_MACS_peak_4972_lociStitched	chr11	26932434	26939298	4	6458	17634.3024	572	1
1_MACS_peak_13162_lociStitched	chr17	47814539	47820994	1	6456	30266.8495	573	1
2_MACS_peak_20026_lociStitched	chr21	43480399	43486955	2	6449	32392.5404	574	1
2_MACS_peak_6818_lociStitched	chr12	57105809	57112352	2	6441	11148.6177	575	1
2_MACS_peak_9948_lociStitched	chr15	58620872	58627401	2	6439	44865.9822	576	1
2_MACS_peak_22464_lociStitched	chr3	160116312	160122984	2	6437	22272.4704	577	1
7_MACS_peak_15324_lociStitched	chr19	33314765	33322107	7	6437	9078.383	578	1
4_MACS_peak_27716_lociStitched	chr6	144669830	144676671	4	6416	12692.7914	579	1
1_MACS_peak_17518_lociStitched	chr2	107454992	107461406	1	6415	16430.1024	580	1
3_MACS_peak_23147_lociStitched	chr4	15002011	15008452	3	6414	24819.1053	581	1
2_MACS_peak_24192_lociStitched	chr4	185200769	185207205	2	6412	21623.0292	582	1
1_MACS_peak_13652_lociStitched	chr17	75203379	75209787	1	6409	20105.7408	583	1
2_MACS_peak_20658_lociStitched	chr22	38572125	38578548	2	6407	19966.5378	584	1
1_MACS_peak_25346_lociStitched	chr5	131745333	131751738	1	6406	24094.9695	585	1
3_MACS_peak_32128_lociStitched	chr9	117348974	117355514	3	6397	18468.96	586	1
2_MACS_peak_26623_lociStitched	chr6	32934891	32941287	2	6393	49801.8144	587	1
1_MACS_peak_20087_lociStitched	chr21	44855735	44862126	1	6392	19855.5588	588	1
4_MACS_peak_5111_lociStitched	chr11	46137856	46144416	4	6390	11193.984	589	1
2_MACS_peak_10304_lociStitched	chr15	75742549	75749020	2	6387	27829.8297	590	1
1_MACS_peak_32713_lociStitched	chrX	12991129	12997497	1	6369	11520.3488	591	1
1_MACS_peak_24502_lociStitched	chr5	27217631	27223992	1	6362	15941.9382	592	1
2_MACS_peak_11107_lociStitched	chr16	17435464	17442045	2	6362	12383.4677	593	1
1_MACS_peak_32951_lociStitched	chrX	41189362	41195722	1	6361	21337.8	594	1
2_MACS_peak_13175_lociStitched	chr17	48227445	48233883	2	6358	22326.984	595	1
1_MACS_peak_384_lociStitched	chr1	23880328	23886682	1	6355	18005.3298	596	1
1_MACS_peak_13163_lociStitched	chr17	47821575	47827922	1	6348	27085.1878	597	1
3_MACS_peak_14581_lociStitched	chr19	2696850	2703403	3	6348	19930.9495	598	1
2_MACS_peak_9810_lociStitched	chr15	45489672	45496365	2	6348	24761.4228	599	1
3_MACS_peak_23657_lociStitched	chr4	105407680	105414254	3	6337	13550.3288	600	1
5_MACS_peak_16628_lociStitched	chr2	30331603	30338765	5	6337	10650.6102	601	1
2_MACS_peak_32555_lociStitched	chr9	139792312	139798674	2	6323	23150.6818	602	1
4_MACS_peak_26371_lociStitched	chr6	26121225	26127941	4	6321	20496.5604	603	1
4_MACS_peak_17090_lociStitched	chr2	69870177	69876596	4	6319	19924.576	604	1
1_MACS_peak_10146_lociStitched	chr15	69108306	69114622	1	6317	36855.1232	605	1
1_MACS_peak_32119_lociStitched	chr9	117245486	117251791	1	6306	26986.0305	606	1
3_MACS_peak_25115_lociStitched	chr5	100235170	100241525	3	6299	14856.0835	607	1
1_MACS_peak_22329_lociStitched	chr3	142658470	142664766	1	6297	17300.1488	608	1
3_MACS_peak_15001_lociStitched	chr19	13952366	13959210	3	6291	24053.9224	609	1
4_MACS_peak_14146_lociStitched	chr18	42336237	42342697	4	6285	19838.66	610	1
1_MACS_peak_2277_lociStitched	chr1	178571927	178578208	1	6282	39252.4814	611	1
