REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_22784_lociStitched	chr3	192630181	192636879	1	6699	37545.639	182	1	C3orf59		C3orf59	C3orf59	1.6132	182	1
2_MACS_peak_22590_lociStitched	chr3	176911846	176921047	2	9187	37466.472	183	1	TBL1XR1		TBL1XR1	TBL1XR1	0.332	183	1
1_MACS_peak_28628_lociStitched	chr7	48123954	48129779	1	5826	37374.365	184	1	UPP1	C7orf57	UPP1	UPP1	1.3349	184	1
2_MACS_peak_29412_lociStitched	chr7	130789600	130797596	2	7930	37262.9592	185	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.5186	185	1
3_MACS_peak_12806_lociStitched	chr17	36856026	36862574	3	6467	37107.516	186	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.136	186	1
4_MACS_peak_10166_lociStitched	chr15	70388077	70396535	4	7978	37020.666	187	1	TLE3	MIR629	TLE3	TLE3	0.6798	187	1
1_MACS_peak_15107_lociStitched	chr19	16694044	16701126	1	7083	37015.4894	188	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2832	188	1
6_MACS_peak_17351_lociStitched	chr2	89130798	89148463	6	16895	36992.2765	189	1			ANKRD36BP2	ANKRD36BP2	NONE	189	1
1_MACS_peak_28329_lociStitched	chr7	26237914	26242824	1	4911	36877.046	190	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	2.1103	190	1
1_MACS_peak_10146_lociStitched	chr15	69108306	69114622	1	6317	36855.1232	191	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.8056	191	1
5_MACS_peak_9392_lociStitched	chr14	103796962	103806485	5	8865	36615.935	192	1	EIF5,SNORA28	MARK3	EIF5	EIF5	2.0444	192	1
1_MACS_peak_240_lociStitched	chr1	14025796	14032414	1	6619	36614.7468	193	1	PRDM2	PRDM2	PRDM2	PRDM2	0.4884	193	1
4_MACS_peak_32292_lociStitched	chr9	130672261	130680312	4	7849	36553.1502	194	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	2.1015	194	1
6_MACS_peak_18288_lociStitched	chr2	197030198	197044677	6	13309	36405.9976	195	1	STK17B		STK17B	STK17B	0.6792	195	1
1_MACS_peak_21449_lociStitched	chr3	46389915	46402804	1	12890	36395.9582	196	1	CCR2	CCR5,CCRL2	CCR2	CCR2	2.3658	196	1
5_MACS_peak_3702_lociStitched	chr10	50276304	50289535	5	12141	36377.3114	197	1	C10orf72		C10orf72	C10orf72	0.9056	197	1
1_MACS_peak_10285_lociStitched	chr15	75334326	75341090	1	6765	36267.8916	198	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.3638	198	1
3_MACS_peak_3396_lociStitched	chr10	12444774	12455591	3	10667	36257.5023	199	1	CAMK1D		CAMK1D	CAMK1D	0.2836	199	1
2_MACS_peak_20079_lociStitched	chr21	44778658	44785975	2	6869	36199.3941	200	1			SIK1	SIK1	1.2575	200	1
1_MACS_peak_22534_lociStitched	chr3	169771347	169776987	1	5641	36116.868	201	1	GPR160		GPR160	GPR160	1.2078	201	1
2_MACS_peak_3865_lociStitched	chr10	74076116	74083322	2	7053	36093.4128	202	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.4219	202	1
3_MACS_peak_9233_lociStitched	chr14	94420668	94431137	3	10327	36068.8457	203	1	ASB2	FAM181A,C14orf48,C14orf86	ASB2	ASB2	0.9944	203	1
3_MACS_peak_19162_lociStitched	chr20	31251939	31262988	3	10757	35912.5647	204	1		C20orf203	C20orf203	C20orf203	0.1439	204	1
1_MACS_peak_14983_lociStitched	chr19	13260484	13267253	1	6770	35894.6532	205	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	2.5456	205	1
2_MACS_peak_11766_lociStitched	chr16	70768605	70774864	2	5941	35876.588	206	1	VAC14	LOC100130894,MTSS1L	LOC100130894	MTSS1L	0.1132	206	1
4_MACS_peak_15955_lociStitched	chr19	50396282	50405109	4	8425	35751.1154	207	1	IL4I1	PTOV1,TBC1D17,ATF5,PNKP,AKT1S1,NUP62	IL4I1	AKT1S1	1.778	207	1
2_MACS_peak_21139_lociStitched	chr3	13362202	13377247	2	14580	35670.1905	208	1	NUP210		NUP210	NUP210	0.7112	208	1
5_MACS_peak_15212_lociStitched	chr19	19048965	19062553	5	12927	35642.6828	209	1	HOMER3	DDX49,GDF1,COPE	HOMER3	DDX49	0.6484	209	1
7_MACS_peak_8192_lociStitched	chr13	99127642	99142644	7	13760	35641.7516	210	1	STK24		STK24	STK24	0.4111	210	1
4_MACS_peak_20870_lociStitched	chr22	45102713	45118009	4	14743	35607.5584	211	1	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	PRR5-ARHGAP8	0.2877	211	1
2_MACS_peak_3867_lociStitched	chr10	74087625	74097229	2	9112	35593.3844	212	1	DNAJB12		DNAJB12	DNAJB12	1.3352	212	1
1_MACS_peak_24858_lociStitched	chr5	71032803	71040870	1	8068	35411.7099	213	1		CARTPT	CARTPT	CARTPT	0.1484	213	1
2_MACS_peak_19938_lociStitched	chr21	36597838	36605179	2	7258	35076.7662	214	1			RUNX1	RUNX1	0.5502	214	1
9_MACS_peak_33051_lociStitched	chrX	48791239	48805748	9	12803	35027.6278	215	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	2.2143	215	1
1_MACS_peak_354_lociStitched	chr1	22105099	22110848	1	5750	34892.9806	216	1	USP48	LDLRAD2	USP48	USP48	0.4026	216	1
1_MACS_peak_14828_lociStitched	chr19	10328486	10334666	1	6181	34892.898	217	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	1.4919	217	1
2_MACS_peak_1910_lociStitched	chr1	154970991	154979439	2	8370	34871.6544	218	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.575	218	1
1_MACS_peak_10195_lociStitched	chr15	70794092	70802672	1	8581	34818.498	219	1			UACA	UACA	NONE	219	1
4_MACS_peak_13566_lociStitched	chr17	73451732	73458806	4	6650	34801.9578	220	1	KIAA0195	MIR3678,GRB2,CASKIN2	KIAA0195	KIAA0195	0.7535	220	1
1_MACS_peak_7094_lociStitched	chr12	94597862	94604588	1	6727	34779.4734	221	1	PLXNC1		PLXNC1	PLXNC1	0.5304	221	1
2_MACS_peak_24888_lociStitched	chr5	74159273	74168658	2	8915	34679.452	222	1	FAM169A		FAM169A	FAM169A	0.4272	222	1
1_MACS_peak_10046_lociStitched	chr15	64938170	64945884	1	7715	34547.9204	223	1	ZNF609	OAZ2	OAZ2	OAZ2	0.3128	223	1
1_MACS_peak_24656_lociStitched	chr5	53813455	53823370	1	9916	34542.8685	224	1	SNX18		SNX18	SNX18	1.4648	224	1
1_MACS_peak_29512_lociStitched	chr7	139042853	139046752	1	3900	34497.9621	225	1	LUC7L2	C7orf55	LUC7L2	C7orf55	1.605	225	1
7_MACS_peak_2835_lociStitched	chr1	224919611	224936139	7	15671	34459.2272	226	1	CNIH3		CNIH3	CNIH3	0.3583	226	1
1_MACS_peak_12844_lociStitched	chr17	37922930	37935365	1	12436	34401.4275	227	1	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.465	227	1
2_MACS_peak_17749_lociStitched	chr2	128584934	128591036	2	5902	34392.0924	228	1		WDR33,POLR2D	WDR33	POLR2D	0.4904	228	1
2_MACS_peak_4864_lociStitched	chr11	14780623	14792135	2	11450	34351.808	229	1	PDE3B		PDE3B	PDE3B	0.3143	229	1
1_MACS_peak_18105_lociStitched	chr2	175456411	175463553	1	7143	34298.7408	230	1	WIPF1		WIPF1	WIPF1	0.4541	230	1
1_MACS_peak_22442_lociStitched	chr3	156805009	156811935	1	6927	34239.3736	231	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.1044	231	1
2_MACS_peak_24200_lociStitched	chr4	185263688	185276625	2	12589	34205.428	232	1			IRF2	IRF2	NONE	232	1
2_MACS_peak_13270_lociStitched	chr17	55552480	55559494	2	6697	34190.4444	233	1	MSI2		MSI2	MSI2	0.4942	233	1
1_MACS_peak_27836_lociStitched	chr6	156711655	156719954	1	8300	34108.89	234	1			ARID1B	ARID1B	NONE	234	1
2_MACS_peak_3324_lociStitched	chr10	7511054	7521686	2	10151	34026.6528	235	1			SFMBT2	SFMBT2	NONE	235	1
1_MACS_peak_29433_lociStitched	chr7	132082976	132091758	1	8783	33983.7054	236	1	PLXNA4		PLXNA4	PLXNA4	0.8094	236	1
3_MACS_peak_6412_lociStitched	chr12	26265907	26280233	3	14272	33966.946	237	1	BHLHE41		BHLHE41	BHLHE41	1.9201	237	1
2_MACS_peak_5915_lociStitched	chr11	115086760	115097207	2	10165	33857.6823	238	1	CADM1		CADM1	CADM1	0.3605	238	1
3_MACS_peak_32309_lociStitched	chr9	130828569	130837751	3	9027	33798.0238	239	1	SLC25A25,NAIF1	SLC25A25,LOC100289019	SLC25A25	SLC25A25	0.9309	239	1
1_MACS_peak_22651_lociStitched	chr3	183228469	183238208	1	9740	33766.0869	240	1	KLHL6		KLHL6	KLHL6	1.361	240	1
1_MACS_peak_26021_lociStitched	chr5	179244634	179250204	1	5571	33764.783	241	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.0523	241	1
1_MACS_peak_22387_lociStitched	chr3	150477603	150485854	1	8252	33584.8704	242	1	SIAH2		SIAH2	SIAH2	1.1408	242	1
1_MACS_peak_6587_lociStitched	chr12	48200756	48209142	1	8387	33562.4492	243	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	1.0254	243	1
2_MACS_peak_7532_lociStitched	chr12	122237093	122242978	2	5821	33562.155	244	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	2.0663	244	1
1_MACS_peak_24290_lociStitched	chr5	9953	11829	1	1877	33532.1868	245	1			PLEKHG4B	PLEKHG4B	0.4926	245	1
2_MACS_peak_13316_lociStitched	chr17	57694041	57698729	2	4688	33479.8208	246	1	CLTC		CLTC	CLTC	0.4786	246	1
2_MACS_peak_13922_lociStitched	chr18	9060933	9070720	2	9604	33451.966	247	1		NDUFV2	NDUFV2	NDUFV2	0.6501	247	1
1_MACS_peak_11547_lociStitched	chr16	56964526	56975576	1	11051	33448.35	248	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.8202	248	1
3_MACS_peak_25038_lociStitched	chr5	90673649	90680806	3	7029	33443.2296	249	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.7314	249	1
1_MACS_peak_9892_lociStitched	chr15	52669667	52676919	1	7253	33372.9788	250	1	MYO5A		MYO5C	MYO5C	NONE	250	1
1_MACS_peak_31769_lociStitched	chr9	94571209	94577900	1	6692	33317.8345	251	1	ROR2		ROR2	ROR2	0.4723	251	1
1_MACS_peak_28223_lociStitched	chr7	20367950	20372908	1	4959	33315.7768	252	1	ITGB8		ITGB8	ITGB8	0.7137	252	1
1_MACS_peak_13320_lociStitched	chr17	57860824	57866535	1	5712	33083.823	253	1	TMEM49		MIR21	MIR21	2.5011	253	1
4_MACS_peak_4379_lociStitched	chr10	112599098	112606525	4	7301	33034.5533	254	1	RBM20	PDCD4,LOC282997	LOC282997	LOC282997	2.248	254	1
2_MACS_peak_25079_lociStitched	chr5	95258426	95268295	2	9645	33018.7133	255	1	ELL2		ELL2	ELL2	0.7696	255	1
1_MACS_peak_15094_lociStitched	chr19	16475201	16484437	1	9237	32876.4656	256	1	EPS15L1	KLF2	KLF2	KLF2	1.7746	256	1
2_MACS_peak_4366_lociStitched	chr10	112255846	112264677	2	8539	32768.3086	257	1	DUSP5		DUSP5	DUSP5	1.558	257	1
4_MACS_peak_15806_lociStitched	chr19	47728485	47738099	4	9044	32766.4348	258	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.6389	258	1
2_MACS_peak_13611_lociStitched	chr17	74257629	74265874	2	7900	32704.617	259	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.3927	259	1
1_MACS_peak_1457_lociStitched	chr1	111172886	111181261	1	8376	32686.7875	260	1		KCNA2,KCNA3	KCNA2	KCNA3	0.8984	260	1
3_MACS_peak_19391_lociStitched	chr20	42694687	42702089	3	6849	32671.6878	261	1	TOX2		JPH2	JPH2	0.0758	261	1
5_MACS_peak_22500_lociStitched	chr3	164343287	164359484	5	15345	32562.4488	262	1			SI	SI	NONE	262	1
1_MACS_peak_16329_lociStitched	chr2	8679818	8687482	1	7665	32512.9872	263	1			ID2	ID2	NONE	263	1
1_MACS_peak_3163_lociStitched	chr1	244995991	245000326	1	4336	32501.6625	264	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.7841	264	1
1_MACS_peak_22594_lociStitched	chr3	177074681	177079790	1	5110	32472.804	265	1			TBL1XR1	TBL1XR1	0.332	265	1
2_MACS_peak_26979_lociStitched	chr6	56619849	56634773	2	14598	32465.6696	266	1			DST	DST	NONE	266	1
1_MACS_peak_5181_lociStitched	chr11	58340416	58347896	1	7481	32455.72	267	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.6025	267	1
4_MACS_peak_25595_lociStitched	chr5	146470281	146482672	4	11897	32418.5733	268	1		PPP2R2B	PPP2R2B	PPP2R2B	0.1429	268	1
2_MACS_peak_20026_lociStitched	chr21	43480399	43486955	2	6449	32392.5404	269	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	0.7809	269	1
1_MACS_peak_32228_lociStitched	chr9	127629778	127636405	1	6628	32347.0497	270	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	1.9719	270	1
4_MACS_peak_3258_lociStitched	chr10	3822033	3829207	4	7035	32342.5442	271	1	KLF6		KLF6	KLF6	1.8243	271	1
2_MACS_peak_13081_lociStitched	chr17	44667067	44670220	2	3082	32283.2517	272	1	NSFP1,NSF		NSFP1	NSFP1	0.6603	272	1
1_MACS_peak_3164_lociStitched	chr1	245024613	245028874	1	4262	32273.6662	273	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.7841	273	1
1_MACS_peak_16697_lociStitched	chr2	33699867	33706338	1	6472	32264.406	274	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6408	274	1
1_MACS_peak_16699_lociStitched	chr2	33716526	33724760	1	8235	32140.5956	275	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6408	275	1
1_MACS_peak_27826_lociStitched	chr6	155668948	155675441	1	6494	32059.1875	276	1		TFB1M	TFB1M	TFB1M	0.165	276	1
2_MACS_peak_1665_lociStitched	chr1	144928235	144938263	2	10011	32027.4264	277	1	PDE4DIP		PDE4DIP	PDE4DIP	0.5253	277	1
1_MACS_peak_10645_lociStitched	chr15	99493012	99499261	1	6250	31920.5169	278	1	IGF1R	PGPEP1L	PGPEP1L	PGPEP1L	0.1117	278	1
3_MACS_peak_23952_lociStitched	chr4	146098128	146104657	3	5960	31910.4875	279	1	OTUD4	OTUD4	OTUD4	OTUD4	0.662	279	1
1_MACS_peak_13207_lociStitched	chr17	48941914	48946343	1	4430	31879.0562	280	1		WFIKKN2,TOB1	TOB1	TOB1	2.8089	280	1
1_MACS_peak_14863_lociStitched	chr19	10763087	10766889	1	3803	31814.7558	281	1	ILF3,LOC147727	SLC44A2,QTRT1	ILF3	ILF3	0.8961	281	1
1_MACS_peak_14102_lociStitched	chr18	34966032	34975012	1	8981	31787.404	282	1	CELF4		CELF4	CELF4	0.4177	282	1
4_MACS_peak_30910_lociStitched	chr8	126441020	126449652	4	8508	31780.4344	283	1	TRIB1		TRIB1	TRIB1	1.8636	283	1
1_MACS_peak_18435_lociStitched	chr2	204661179	204669587	1	8409	31695.6376	284	1			CTLA4	CTLA4	NONE	284	1
2_MACS_peak_32117_lociStitched	chr9	117209006	117216759	2	7703	31637.6671	285	1	DFNB31		DFNB31	DFNB31	1.0813	285	1
2_MACS_peak_13075_lociStitched	chr17	44449246	44452583	2	3277	31603.0585	286	1	NSFP1	ARL17B,ARL17A	ARL17A	ARL17A	0.224	286	1
2_MACS_peak_15615_lociStitched	chr19	42446733	42454162	2	7356	31573.25	287	1		RABAC1,ATP1A3	RABAC1	RABAC1	0.7171	287	1
1_MACS_peak_20470_lociStitched	chr22	29212558	29221740	1	9183	31560.3704	288	1		CCDC117,XBP1	XBP1	XBP1	2.2377	288	1
2_MACS_peak_16604_lociStitched	chr2	28612162	28617408	2	5189	31535.8044	289	1	FOSL2		FOSL2	FOSL2	1.1054	289	1
2_MACS_peak_24990_lociStitched	chr5	87967456	87972956	2	5493	31502.9	290	1	LOC645323	MIR9-2	LOC645323	MIR9-2	0.6626	290	1
3_MACS_peak_14300_lociStitched	chr18	55764822	55774956	3	9903	31381.9578	291	1	NEDD4L	NEDD4L	NEDD4L	NEDD4L	0.3107	291	1
5_MACS_peak_5856_lociStitched	chr11	111237058	111250931	5	13447	31294.7134	292	1	POU2AF1		POU2AF1	POU2AF1	0.9709	292	1
1_MACS_peak_9075_lociStitched	chr14	81421173	81428061	1	6889	31271.52	293	1	TSHR	C14orf145	TSHR	TSHR	0.2588	293	1
3_MACS_peak_22187_lociStitched	chr3	128995503	129003736	3	7867	31259.0544	294	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	3.8875	294	1
1_MACS_peak_32418_lociStitched	chr9	134548606	134555764	1	7159	31249.6806	295	1	RAPGEF1		RAPGEF1	RAPGEF1	0.4763	295	1
3_MACS_peak_443_lociStitched	chr1	24881970	24887579	3	5488	31211.2805	296	1	C1orf130		C1orf130	C1orf130	0.6904	296	1
2_MACS_peak_11028_lociStitched	chr16	12055910	12066362	2	10440	31035.1236	297	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	2.4721	297	1
1_MACS_peak_9801_lociStitched	chr15	45001724	45007940	1	6217	31031.5152	298	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	2.1381	298	1
1_MACS_peak_29205_lociStitched	chr7	105922399	105927358	1	4960	31022.5122	299	1	NAMPT		NAMPT	NAMPT	0.8488	299	1
1_MACS_peak_22449_lociStitched	chr3	156876173	156880004	1	3832	31016.1591	300	1	CCNL1	LOC339894	CCNL1	CCNL1	1.5363	300	1
4_MACS_peak_24526_lociStitched	chr5	32206011	32213605	4	7287	30945.55	301	1		GOLPH3	GOLPH3	GOLPH3	0.379	301	1
1_MACS_peak_29175_lociStitched	chr7	104620985	104625629	1	4645	30867.7392	302	1		MLL5,LOC100216545	LOC100216545	LOC100216545	6.293	302	1
2_MACS_peak_20055_lociStitched	chr21	43943090	43951184	2	7954	30848.6622	303	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.6876	303	1
2_MACS_peak_15068_lociStitched	chr19	16186062	16191654	2	5583	30826.4592	304	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.7767	304	1
1_MACS_peak_27150_lociStitched	chr6	90059612	90068674	1	9063	30762.7714	305	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.9077	305	1
1_MACS_peak_28571_lociStitched	chr7	44835060	44838994	1	3935	30742.6364	306	1	PPIA	ZMIZ2,H2AFV	PPIA	PPIA	2.0474	306	1
1_MACS_peak_3944_lociStitched	chr10	79590661	79598238	1	7578	30714.1272	307	1	DLG5		DLG5	DLG5	0.3486	307	1
2_MACS_peak_20038_lociStitched	chr21	43651763	43660066	2	8276	30692.0395	308	1	ABCG1		ABCG1	ABCG1	0.5451	308	1
2_MACS_peak_9853_lociStitched	chr15	51168705	51178365	2	9351	30673.398	309	1		AP4E1	AP4E1	AP4E1	0.2618	309	1
3_MACS_peak_26397_lociStitched	chr6	26357064	26367759	3	10644	30664.704	310	1	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.0654	310	1
1_MACS_peak_32137_lociStitched	chr9	117456092	117463021	1	6930	30664.2895	311	1		LOC100505478	LOC100505478	LOC100505478	0.2257	311	1
1_MACS_peak_20467_lociStitched	chr22	29190349	29199080	1	8732	30638.8252	312	1	XBP1	CCDC117	XBP1	XBP1	2.2377	312	1
1_MACS_peak_8532_lociStitched	chr14	32669258	32676558	1	7301	30632.99	313	1			AKAP6	AKAP6	NONE	313	1
1_MACS_peak_14403_lociStitched	chr18	72162520	72168998	1	6479	30570.9776	314	1	CNDP2	CNDP1,FAM69C	CNDP2	CNDP1	1.2969	314	1
1_MACS_peak_15623_lociStitched	chr19	42616649	42622597	1	5949	30368.7036	315	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	MIR4323	1.0281	315	1
1_MACS_peak_22897_lociStitched	chr3	197459851	197465102	1	5252	30347.6294	316	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.9696	316	1
2_MACS_peak_22898_lociStitched	chr3	197473670	197479292	2	5590	30345.8694	317	1	FYTTD1,KIAA0226	LRCH3,KIAA0226	FYTTD1	KIAA0226	0.9696	317	1
1_MACS_peak_15496_lociStitched	chr19	39171666	39178582	1	6917	30342.5668	318	1	ACTN4		ACTN4	ACTN4	0.5331	318	1
4_MACS_peak_4521_lociStitched	chr10	128117698	128129925	4	11422	30299.7287	319	1	C10orf90	ADAM12	ADAM12	ADAM12	0.0912	319	1
1_MACS_peak_13162_lociStitched	chr17	47814539	47820994	1	6456	30266.8495	320	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.3662	320	1
1_MACS_peak_889_lociStitched	chr1	44296544	44303564	1	7021	30154.41	321	1	ST3GAL3		ARTN	ARTN	NONE	321	1
1_MACS_peak_16584_lociStitched	chr2	27543463	27547136	1	3674	30147.984	322	1	MPV17	DNAJC5G,TRIM54,SNX17,UCN,GTF3C2,EIF2B4	MPV17	SNX17	1.4476	322	1
2_MACS_peak_17839_lociStitched	chr2	136888398	136896176	2	7675	30096.971	323	1		CXCR4	CXCR4	CXCR4	2.4643	323	1
1_MACS_peak_422_lociStitched	chr1	24512474	24520479	1	8006	30089.9945	324	1	IL28RA	LOC284632,IL22RA1	IL28RA	IL28RA	0.8567	324	1
1_MACS_peak_9454_lociStitched	chr14	106145967	106155645	1	9679	30055.9968	325	1			TMEM121	TMEM121	0.1436	325	1
2_MACS_peak_14625_lociStitched	chr19	3983645	3990434	2	6782	30041.325	326	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.8077	326	1
1_MACS_peak_3093_lociStitched	chr1	235181119	235187632	1	6514	30002.7858	327	1			SNORA14B	SNORA14B	NONE	327	1
1_MACS_peak_19899_lociStitched	chr21	35318793	35323077	1	4285	29983.2876	328	1		ATP5O	ATP5O	ATP5O	0.3676	328	1
2_MACS_peak_22382_lociStitched	chr3	150315025	150323117	2	8079	29956.584	329	1	SELT		SELT	SELT	0.8379	329	1
3_MACS_peak_6481_lociStitched	chr12	32047002	32053477	3	5926	29780.4675	330	1			C12orf35	C12orf35	NONE	330	1
2_MACS_peak_24353_lociStitched	chr5	6448684	6457377	2	8607	29725.7135	331	1	UBE2QL1		UBE2QL1	UBE2QL1	2.303	331	1
4_MACS_peak_27280_lociStitched	chr6	106544427	106558455	4	13380	29667.8172	332	1	PRDM1		PRDM1	PRDM1	1.4078	332	1
1_MACS_peak_13447_lociStitched	chr17	65642445	65649160	1	6716	29603.0775	333	1	PITPNC1		NOL11	NOL11	NONE	333	1
5_MACS_peak_30581_lociStitched	chr8	95953720	95963336	5	8934	29584.5856	334	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.9745	334	1
1_MACS_peak_22430_lociStitched	chr3	156132679	156137778	1	5100	29506.3833	335	1	KCNAB1		KCNAB1	KCNAB1	0.2577	335	1
3_MACS_peak_31930_lociStitched	chr9	102580553	102586714	3	5870	29433.5614	336	1	NR4A3	NR4A3	NR4A3	NR4A3	0.6552	336	1
2_MACS_peak_8652_lociStitched	chr14	50464756	50470855	2	6097	29393.5206	337	1	C14orf182		C14orf182	C14orf182	1.0249	337	1
3_MACS_peak_25483_lociStitched	chr5	139012236	139020313	3	7576	29317.8946	338	1		CXXC5	CXXC5	CXXC5	0.5928	338	1
1_MACS_peak_17944_lociStitched	chr2	157187900	157192565	1	4666	29301.3315	339	1	NR4A2		NR4A2	NR4A2	1.6911	339	1
2_MACS_peak_25654_lociStitched	chr5	150457034	150467272	2	10211	29286.8228	340	1	TNIP1		TNIP1	TNIP1	0.7788	340	1
2_MACS_peak_21768_lociStitched	chr3	71466688	71476204	2	9504	29258.8452	341	1	FOXP1		MIR1284	MIR1284	NONE	341	1
2_MACS_peak_15580_lociStitched	chr19	41767309	41772190	2	4842	29218.6422	342	1	AXL,HNRNPUL1	CCDC97	HNRNPUL1	HNRNPUL1	1.2606	342	1
2_MACS_peak_14304_lociStitched	chr18	55779657	55789293	2	9338	29139.264	343	1	NEDD4L	NEDD4L	NEDD4L	NEDD4L	0.3107	343	1
3_MACS_peak_33645_lociStitched	chrX	153234608	153239636	3	4821	29059.8288	344	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.3878	344	1
1_MACS_peak_2051_lociStitched	chr1	160676502	160685143	1	8642	29023.3908	345	1	CD48	SLAMF7	CD48	CD48	1.1338	345	1
1_MACS_peak_18735_lociStitched	chr2	233943993	233952870	1	8878	28991.3943	346	1	INPP5D	NEU2	INPP5D	INPP5D	0.2814	346	1
3_MACS_peak_14847_lociStitched	chr19	10521817	10528257	3	6141	28977.424	347	1		PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	1.4206	347	1
2_MACS_peak_30816_lociStitched	chr8	119573636	119579674	2	5995	28933.4922	348	1	SAMD12		SAMD12	SAMD12	0.2737	348	1
1_MACS_peak_10514_lociStitched	chr15	89654396	89661099	1	6704	28861.7774	349	1	ABHD2		ABHD2	ABHD2	0.4923	349	1
1_MACS_peak_23238_lociStitched	chr4	38129301	38136775	1	7475	28845.903	350	1	TBC1D1		PTTG2	PTTG2	NONE	350	1
2_MACS_peak_6935_lociStitched	chr12	68764886	68771110	2	6086	28783.5104	351	1		MDM1	MDM1	MDM1	0.4688	351	1
5_MACS_peak_26225_lociStitched	chr6	12007672	12014010	5	6055	28780.2242	352	1	HIVEP1		HIVEP1	HIVEP1	0.3765	352	1
1_MACS_peak_4809_lociStitched	chr11	10323829	10332817	1	8989	28769.6892	353	1	ADM	SBF2	ADM	ADM	2.4261	353	1
2_MACS_peak_1761_lociStitched	chr1	149810839	149816767	2	5792	28763.2488	354	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2AC	3.7487	354	1
1_MACS_peak_16754_lociStitched	chr2	38946478	38953283	1	6806	28748.403	355	1	GALM	SRSF7	SRSF7	SRSF7	1.142	355	1
1_MACS_peak_28565_lociStitched	chr7	44675581	44680688	1	5108	28731.4713	356	1	OGDH		OGDH	OGDH	0.6938	356	1
2_MACS_peak_25163_lociStitched	chr5	109023928	109034566	2	10623	28727.919	357	1	MAN2A1		MAN2A1	MAN2A1	0.2539	357	1
1_MACS_peak_309_lociStitched	chr1	17229340	17233221	1	3882	28684.8591	358	1		CROCC	CROCC	CROCC	0.0954	358	1
