#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuperStretch
1_MACS_peak_29691_lociStitched	chr7	155436224	155438379	1	2156	12912.5445	3891	0
1_MACS_peak_5176_lociStitched	chr11	57434134	57436769	1	2636	9648.316	3892	0
2_MACS_peak_18042_lociStitched	chr2	166649590	166652587	2	2705	9016.7742	3893	0
1_MACS_peak_11701_lociStitched	chr16	68502578	68505490	1	2913	6623.9264	3894	0
3_MACS_peak_30133_lociStitched	chr8	33422118	33425208	3	2994	5342.61	3895	0
2_MACS_peak_14614_lociStitched	chr19	3504707	3507371	2	2585	10073.3832	3896	0
1_MACS_peak_14373_lociStitched	chr18	60858672	60861427	1	2756	8493.9405	3897	0
1_MACS_peak_1664_lociStitched	chr1	144706912	144709861	1	2950	6053.7072	3898	0
1_MACS_peak_17986_lociStitched	chr2	160567969	160570544	1	2576	10132.625	3899	0
1_MACS_peak_5236_lociStitched	chr11	61594204	61597122	1	2919	6512.976	3900	0
2_MACS_peak_16318_lociStitched	chr2	8547575	8550559	2	2978	5592.6128	3901	0
1_MACS_peak_9019_lociStitched	chr14	75905325	75908131	1	2807	7930.5978	3902	0
1_MACS_peak_13699_lociStitched	chr17	76719974	76722953	1	2980	5557.9203	3903	0
1_MACS_peak_4296_lociStitched	chr10	105436909	105439916	1	3008	5041.5362	3904	0
1_MACS_peak_29969_lociStitched	chr8	23081185	23084099	1	2915	6546.5924	3905	0
1_MACS_peak_2193_lociStitched	chr1	168147470	168149975	1	2506	10661.5305	3906	0
1_MACS_peak_9275_lociStitched	chr14	96967563	96969881	1	2319	11931.4414	3907	0
1_MACS_peak_23702_lociStitched	chr4	109750204	109753131	1	2928	6331.9791	3908	0
1_MACS_peak_4579_lociStitched	chr10	134384056	134387007	1	2952	5956.2984	3909	0
1_MACS_peak_10586_lociStitched	chr15	91530066	91533068	1	3003	5076.0818	3910	0
1_MACS_peak_9136_lociStitched	chr14	90848312	90850572	1	2261	12268.41	3911	0
2_MACS_peak_12264_lociStitched	chr17	7209624	7212468	2	2743	8566.6968	3912	0
1_MACS_peak_16805_lociStitched	chr2	42586787	42589376	1	2590	9970.4979	3913	0
1_MACS_peak_14645_lociStitched	chr19	4401169	4403877	1	2709	8901.196	3914	0
1_MACS_peak_18595_lociStitched	chr2	220116882	220119832	1	2951	5951.92	3915	0
1_MACS_peak_31906_lociStitched	chr9	100683753	100686255	1	2503	10653.2658	3916	0
1_MACS_peak_31120_lociStitched	chr8	143718559	143721176	1	2618	9727.389	3917	0
1_MACS_peak_26834_lociStitched	chr6	44185313	44188130	1	2818	7729.5663	3918	0
2_MACS_peak_25296_lociStitched	chr5	125842234	125845356	2	2988	5301.4682	3919	0
1_MACS_peak_19313_lociStitched	chr20	37432935	37435870	1	2936	6159.0975	3920	0
2_MACS_peak_31405_lociStitched	chr9	33219998	33222885	2	2760	8363.0616	3921	0
1_MACS_peak_6910_lociStitched	chr12	66799968	66802996	1	3029	4445.4068	3922	0
1_MACS_peak_33429_lociStitched	chrX	119435560	119438610	1	3051	3920.775	3923	0
1_MACS_peak_7401_lociStitched	chr12	113375675	113378623	1	2949	5906.6128	3924	0
3_MACS_peak_25799_lociStitched	chr5	167561678	167564755	3	2987	5255.8237	3925	0
1_MACS_peak_11217_lociStitched	chr16	25024513	25027350	1	2838	7436.3444	3926	0
2_MACS_peak_13303_lociStitched	chr17	57182855	57185432	2	2564	10129.6716	3927	0
1_MACS_peak_8631_lociStitched	chr14	50051390	50054083	1	2694	8983.5787	3928	0
2_MACS_peak_25641_lociStitched	chr5	149855671	149858697	2	2854	7230.3244	3929	0
2_MACS_peak_14552_lociStitched	chr19	2149589	2152377	2	2715	8772.1632	3930	0
1_MACS_peak_11278_lociStitched	chr16	28873341	28875817	1	2477	10788.9224	3931	0
1_MACS_peak_9788_lociStitched	chr15	44599670	44602665	1	2996	5046.575	3932	0
1_MACS_peak_22424_lociStitched	chr3	155587435	155589914	1	2480	10759.8516	3933	0
1_MACS_peak_6801_lociStitched	chr12	56708651	56711247	1	2597	9837.0228	3934	0
1_MACS_peak_20566_lociStitched	chr22	35794864	35797159	1	2296	11984.2605	3935	0
1_MACS_peak_30199_lociStitched	chr8	42395669	42398138	1	2470	10820.1456	3936	0
2_MACS_peak_17220_lociStitched	chr2	85196473	85199734	2	2797	7872.054	3937	0
3_MACS_peak_6787_lociStitched	chr12	56520191	56523533	3	2936	6036.9888	3938	0
2_MACS_peak_22969_lociStitched	chr4	2469620	2472157	2	2490	10666.8165	3939	0
2_MACS_peak_7013_lociStitched	chr12	80082615	80085575	2	2897	6605.536	3940	0
2_MACS_peak_32032_lociStitched	chr9	114217944	114221126	2	2942	5933.4754	3941	0
1_MACS_peak_33220_lociStitched	chrX	70751680	70754591	1	2912	6368.3947	3942	0
2_MACS_peak_27927_lociStitched	chr6	160388875	160392116	2	2943	5889.2211	3943	0
1_MACS_peak_27044_lociStitched	chr6	74362563	74365144	1	2582	9917.4925	3944	0
1_MACS_peak_11554_lociStitched	chr16	57022334	57025044	1	2711	8741.918	3945	0
1_MACS_peak_26934_lociStitched	chr6	52409880	52412909	1	3030	4220.6086	3946	0
1_MACS_peak_3778_lociStitched	chr10	65388069	65390960	1	2892	6618.9445	3947	0
2_MACS_peak_15728_lociStitched	chr19	45907640	45910470	2	2804	7730.711	3948	0
1_MACS_peak_2820_lociStitched	chr1	224032243	224034756	1	2514	10441.7663	3949	0
1_MACS_peak_24871_lociStitched	chr5	72111320	72113923	1	2604	9699.2986	3950	0
2_MACS_peak_14371_lociStitched	chr18	60852842	60856017	2	2961	5528.6275	3951	0
1_MACS_peak_16361_lociStitched	chr2	9694762	9697124	1	2363	11502.2314	3952	0
1_MACS_peak_20577_lociStitched	chr22	36726543	36729268	1	2726	8554.0475	3953	0
1_MACS_peak_23654_lociStitched	chr4	104176856	104179758	1	2903	6423.577	3954	0
1_MACS_peak_1759_lociStitched	chr1	149782859	149785498	1	2640	9370.8251	3955	0
4_MACS_peak_27155_lociStitched	chr6	90094965	90098620	4	3020	4343.2365	3956	0
1_MACS_peak_20113_lociStitched	chr21	45573728	45576586	1	2859	7000.3852	3957	0
1_MACS_peak_15663_lociStitched	chr19	44122649	44124979	1	2331	11676.329	3958	0
1_MACS_peak_17793_lociStitched	chr2	133023977	133026599	1	2623	9487.707	3959	0
1_MACS_peak_29228_lociStitched	chr7	107530820	107533209	1	2390	11283.247	3960	0
1_MACS_peak_8270_lociStitched	chr13	110688936	110691869	1	2934	5882.4248	3961	0
2_MACS_peak_32126_lociStitched	chr9	117300385	117303396	2	2951	5603.1699	3962	0
1_MACS_peak_16371_lociStitched	chr2	10053707	10056414	1	2708	8679.1834	3963	0
1_MACS_peak_4228_lociStitched	chr10	103453061	103455456	1	2396	11233.508	3964	0
1_MACS_peak_5369_lociStitched	chr11	64888305	64890816	1	2512	10388.2581	3965	0
1_MACS_peak_13380_lociStitched	chr17	62096595	62099178	1	2584	9787.7619	3966	0
1_MACS_peak_29746_lociStitched	chr8	2074171	2076835	1	2665	9060.5304	3967	0
1_MACS_peak_9247_lociStitched	chr14	95622447	95625144	1	2698	8740.7073	3968	0
1_MACS_peak_9130_lociStitched	chr14	90524644	90527598	1	2955	5469.0356	3969	0
1_MACS_peak_4224_lociStitched	chr10	102819936	102822548	1	2613	9517.8668	3970	0
1_MACS_peak_29843_lociStitched	chr8	11014941	11017691	1	2751	8180.15	3971	0
1_MACS_peak_1190_lociStitched	chr1	68223855	68226790	1	2936	5756.122	3972	0
1_MACS_peak_16842_lociStitched	chr2	44587683	44590371	1	2689	8802.9312	3973	0
1_MACS_peak_1257_lociStitched	chr1	84970274	84973067	1	2794	7678.2363	3974	0
2_MACS_peak_15847_lociStitched	chr19	48866367	48868885	2	2360	11421.3962	3975	0
2_MACS_peak_18086_lociStitched	chr2	173460406	173463469	2	2922	5958.7602	3976	0
3_MACS_peak_495_lociStitched	chr1	25967602	25970816	3	3039	3621.2138	3977	0
1_MACS_peak_6594_lociStitched	chr12	48498257	48500912	1	2656	9097.8885	3978	0
1_MACS_peak_4622_lociStitched	chr11	694371	696845	1	2475	10601.09	3979	0
1_MACS_peak_19992_lociStitched	chr21	40684435	40686740	1	2306	11749.968	3980	0
1_MACS_peak_29288_lociStitched	chr7	120636398	120639415	1	3018	4102.5166	3981	0
1_MACS_peak_30828_lociStitched	chr8	120919656	120922546	1	2891	6384.588	3982	0
1_MACS_peak_18835_lociStitched	chr2	241517676	241520593	1	2918	5977.8081	3983	0
1_MACS_peak_8548_lociStitched	chr14	33487219	33490211	1	2993	4636.7024	3984	0
2_MACS_peak_6698_lociStitched	chr12	53399075	53401449	2	2330	11587.0192	3985	0
1_MACS_peak_6492_lociStitched	chr12	32424745	32427590	1	2846	6980.2075	3986	0
2_MACS_peak_25325_lociStitched	chr5	130598587	130601418	2	2749	8126.1024	3987	0
2_MACS_peak_3545_lociStitched	chr10	28820555	28823343	2	2784	7734.7484	3988	0
1_MACS_peak_540_lociStitched	chr1	27113033	27115740	1	2708	8549.7888	3989	0
1_MACS_peak_32853_lociStitched	chrX	30263845	30266662	1	2818	7322.2281	3990	0
1_MACS_peak_30370_lociStitched	chr8	67591307	67594263	1	2957	5285.9192	3991	0
1_MACS_peak_10379_lociStitched	chr15	80351089	80353736	1	2648	9125.7972	3992	0
1_MACS_peak_22030_lociStitched	chr3	119119372	119122031	1	2660	9012.6805	3993	0
1_MACS_peak_9646_lociStitched	chr15	38715130	38718023	1	2894	6299.2182	3994	0
3_MACS_peak_31938_lociStitched	chr9	102844718	102847931	3	2996	4523.904	3995	0
3_MACS_peak_2856_lociStitched	chr1	226067290	226070768	3	2992	4606.2632	3996	0
1_MACS_peak_9849_lociStitched	chr15	51055945	51058638	1	2694	8681.4241	3997	0
2_MACS_peak_26959_lociStitched	chr6	53223323	53226411	2	2792	7620.2576	3998	0
2_MACS_peak_7404_lociStitched	chr12	113645174	113647986	2	2780	7750.9968	3999	0
3_MACS_peak_24040_lociStitched	chr4	154386673	154389579	3	2835	7083.0844	4000	0
1_MACS_peak_28906_lociStitched	chr7	90031998	90034625	1	2628	9285.6569	4001	0
1_MACS_peak_25414_lociStitched	chr5	133943588	133946464	1	2877	6510.1136	4002	0
1_MACS_peak_29261_lociStitched	chr7	116269622	116272383	1	2762	7930.6964	4003	0
1_MACS_peak_32885_lociStitched	chrX	39054206	39057142	1	2937	5566.656	4004	0
3_MACS_peak_4449_lociStitched	chr10	121566238	121569288	3	2995	4469.47	4005	0
1_MACS_peak_14173_lociStitched	chr18	43676291	43679019	1	2729	8280.5712	4006	0
1_MACS_peak_26213_lociStitched	chr6	11722616	11725405	1	2790	7592.4947	4007	0
1_MACS_peak_14891_lociStitched	chr19	11484408	11486956	1	2549	9933.1232	4008	0
1_MACS_peak_29029_lociStitched	chr7	99005077	99007557	1	2481	10459.648	4009	0
1_MACS_peak_4777_lociStitched	chr11	8853266	8855912	1	2647	9064.1376	4010	0
1_MACS_peak_30218_lociStitched	chr8	48425342	48428317	1	2976	4790.345	4011	0
1_MACS_peak_19427_lociStitched	chr20	43598424	43601365	1	2942	5414.381	4012	0
1_MACS_peak_11780_lociStitched	chr16	71849817	71852454	1	2638	9139.5783	4013	0
1_MACS_peak_823_lociStitched	chr1	41156628	41158896	1	2269	11886.588	4014	0
1_MACS_peak_3952_lociStitched	chr10	80732138	80735065	1	2928	5640.0363	4015	0
1_MACS_peak_5124_lociStitched	chr11	46637549	46640109	1	2561	9798.656	4016	0
2_MACS_peak_30179_lociStitched	chr8	38852970	38855506	2	2382	11147.4952	4017	0
1_MACS_peak_461_lociStitched	chr1	25343254	25346140	1	2887	6250.4988	4018	0
1_MACS_peak_14964_lociStitched	chr19	13022849	13025741	1	2893	6158.514	4019	0
1_MACS_peak_14801_lociStitched	chr19	9730966	9732987	1	2022	13218.1484	4020	0
3_MACS_peak_16295_lociStitched	chr2	5614475	5617978	3	3019	3714.5812	4021	0
1_MACS_peak_30132_lociStitched	chr8	33410599	33413519	1	2921	5680.568	4022	0
1_MACS_peak_14860_lociStitched	chr19	10675636	10678379	1	2744	8017.789	4023	0
1_MACS_peak_5131_lociStitched	chr11	47235556	47238141	1	2586	9539.9425	4024	0
1_MACS_peak_20416_lociStitched	chr22	25002232	25004787	1	2556	9793.0595	4025	0
1_MACS_peak_29911_lociStitched	chr8	17779437	17782071	1	2635	9097.3092	4026	0
1_MACS_peak_19876_lociStitched	chr21	34696359	34698496	1	2138	12592.4862	4027	0
3_MACS_peak_12783_lociStitched	chr17	35967497	35970515	3	2936	5380.1886	4028	0
2_MACS_peak_4341_lociStitched	chr10	112063607	112066476	2	2861	6542.1807	4029	0
2_MACS_peak_13328_lociStitched	chr17	57969337	57972016	2	2622	9200.4897	4030	0
3_MACS_peak_4431_lociStitched	chr10	121072979	121076257	3	3016	3689.7168	4031	0
1_MACS_peak_28620_lociStitched	chr7	47753138	47755775	1	2638	9050.184	4032	0
2_MACS_peak_8362_lociStitched	chr14	20928171	20930873	2	2381	11091.9802	4033	0
1_MACS_peak_16554_lociStitched	chr2	26549503	26552517	1	3015	3681.601	4034	0
1_MACS_peak_3639_lociStitched	chr10	43185556	43188357	1	2802	7291.003	4035	0
1_MACS_peak_7468_lociStitched	chr12	120631384	120633885	1	2502	10198.0776	4036	0
2_MACS_peak_32222_lociStitched	chr9	127531779	127534572	2	2770	7667.6229	4037	0
1_MACS_peak_28271_lociStitched	chr7	23144370	23146750	1	2381	11074.14	4038	0
1_MACS_peak_949_lociStitched	chr1	46805213	46807865	1	2653	8873.3268	4039	0
1_MACS_peak_3048_lociStitched	chr1	234508158	234510318	1	2161	12426.912	4040	0
1_MACS_peak_33617_lociStitched	chrX	151936879	151939393	1	2515	10071.084	4041	0
1_MACS_peak_6311_lociStitched	chr12	10364394	10367135	1	2742	7937.936	4042	0
2_MACS_peak_4169_lociStitched	chr10	99184980	99187860	2	2791	7358.976	4043	0
1_MACS_peak_15722_lociStitched	chr19	45639027	45641870	1	2844	6678.207	4044	0
1_MACS_peak_19090_lociStitched	chr20	24127824	24130747	1	2924	5452.5642	4045	0
2_MACS_peak_5010_lociStitched	chr11	33181646	33184050	2	2403	10879.0616	4046	0
1_MACS_peak_13188_lociStitched	chr17	48449222	48451516	1	2295	11592.2702	4047	0
3_MACS_peak_30112_lociStitched	chr8	30486590	30489603	3	3000	3877.731	4048	0
2_MACS_peak_14554_lociStitched	chr19	2163124	2165863	2	2645	8892.1635	4049	0
1_MACS_peak_20360_lociStitched	chr22	23498477	23501369	1	2893	5925.9972	4050	0
1_MACS_peak_7753_lociStitched	chr13	25303070	25306032	1	2963	4663.669	4051	0
3_MACS_peak_4373_lociStitched	chr10	112562061	112565410	3	2997	3903.9293	4052	0
2_MACS_peak_23208_lociStitched	chr4	27813337	27816354	2	2887	5991.762	4053	0
3_MACS_peak_26604_lociStitched	chr6	32589111	32592404	3	2824	6882.6993	4054	0
1_MACS_peak_10547_lociStitched	chr15	90733085	90735961	1	2877	6140.5476	4055	0
1_MACS_peak_9197_lociStitched	chr14	92587190	92589455	1	2266	11751.0465	4056	0
1_MACS_peak_24143_lociStitched	chr4	170532199	170534883	1	2685	8467.4832	4057	0
2_MACS_peak_1235_lociStitched	chr1	78469102	78472024	2	2890	5918.2188	4058	0
3_MACS_peak_30655_lociStitched	chr8	101472481	101476060	3	3000	3781.5714	4059	0
2_MACS_peak_23514_lociStitched	chr4	83293598	83296436	2	2776	7458.264	4060	0
1_MACS_peak_18061_lociStitched	chr2	170440340	170442601	1	2262	11762.8525	4061	0
2_MACS_peak_6804_lociStitched	chr12	56751911	56754951	2	2875	6137.152	4062	0
1_MACS_peak_13478_lociStitched	chr17	66394573	66397512	1	2940	5051.2593	4063	0
2_MACS_peak_18865_lociStitched	chr2	242822538	242825414	2	2799	7154.9128	4064	0
1_MACS_peak_22469_lociStitched	chr3	160282084	160284573	1	2490	10169.3073	4065	0
3_MACS_peak_29153_lociStitched	chr7	102986425	102989324	3	2749	7746.128	4066	0
2_MACS_peak_14205_lociStitched	chr18	46477167	46479990	2	2745	7786.1163	4067	0
1_MACS_peak_18918_lociStitched	chr20	2449794	2452320	1	2527	9862.767	4068	0
1_MACS_peak_1920_lociStitched	chr1	155107259	155109794	1	2536	9783.579	4069	0
5_MACS_peak_386_lociStitched	chr1	23900649	23904851	5	2967	4458.322	4070	0
1_MACS_peak_19483_lociStitched	chr20	46042937	46045759	1	2823	6817.3876	4071	0
1_MACS_peak_22614_lociStitched	chr3	179673572	179676391	1	2820	6856.0899	4072	0
1_MACS_peak_6598_lociStitched	chr12	48590829	48593038	1	2210	12040.1545	4073	0
1_MACS_peak_25228_lociStitched	chr5	118405443	118408061	1	2619	9027.1258	4074	0
2_MACS_peak_26634_lociStitched	chr6	33279440	33282564	2	2917	5358.9096	4075	0
1_MACS_peak_18561_lociStitched	chr2	217362470	217365238	1	2769	7455.3312	4076	0
1_MACS_peak_32064_lociStitched	chr9	115140797	115143336	1	2540	9717.2608	4077	0
1_MACS_peak_300_lociStitched	chr1	16969999	16972177	1	2179	12200.2848	4078	0
2_MACS_peak_23194_lociStitched	chr4	26175277	26178508	2	2999	3620.3355	4079	0
2_MACS_peak_33301_lociStitched	chrX	100661673	100664540	2	2739	7795.6597	4080	0
1_MACS_peak_10597_lociStitched	chr15	92512885	92515852	1	2968	4347.8418	4081	0
1_MACS_peak_7918_lociStitched	chr13	41633627	41636496	1	2870	6092.0346	4082	0
1_MACS_peak_5179_lociStitched	chr11	57508063	57510556	1	2494	10076.9553	4083	0
1_MACS_peak_22859_lociStitched	chr3	196043631	196046036	1	2406	10735.1985	4084	0
1_MACS_peak_11206_lociStitched	chr16	24550164	24552776	1	2613	9050.0576	4085	0
1_MACS_peak_17842_lociStitched	chr2	136963074	136965926	1	2853	6320.3172	4086	0
2_MACS_peak_28938_lociStitched	chr7	92156240	92158769	2	2446	10429.3431	4087	0
1_MACS_peak_21664_lociStitched	chr3	57540979	57543580	1	2602	9141.9948	4088	0
1_MACS_peak_16535_lociStitched	chr2	25814372	25817239	1	2868	6080.3336	4089	0
1_MACS_peak_23419_lociStitched	chr4	74123069	74125847	1	2779	7276.4154	4090	0
3_MACS_peak_4103_lociStitched	chr10	95025517	95028807	3	2943	4773.461	4091	0
1_MACS_peak_24793_lociStitched	chr5	65439300	65441481	1	2182	12141.8451	4092	0
1_MACS_peak_33611_lociStitched	chrX	151866016	151868588	1	2573	9379.3124	4093	0
1_MACS_peak_24854_lociStitched	chr5	70881806	70884241	1	2436	10483.162	4094	0
3_MACS_peak_24173_lociStitched	chr4	183837698	183840782	3	2897	5566.62	4095	0
3_MACS_peak_28746_lociStitched	chr7	72298169	72301286	3	2715	7968.2988	4096	0
1_MACS_peak_19044_lociStitched	chr20	18392268	18395002	1	2735	7746.2422	4097	0
1_MACS_peak_1875_lociStitched	chr1	154243389	154246099	1	2711	8009.947	4098	0
2_MACS_peak_11674_lociStitched	chr16	68117837	68120692	2	2732	7773.8795	4099	0
1_MACS_peak_16100_lociStitched	chr19	54959144	54961502	1	2359	11004.786	4100	0
1_MACS_peak_28208_lociStitched	chr7	16684254	16686842	1	2589	9203.7044	4101	0
1_MACS_peak_22334_lociStitched	chr3	142719255	142722002	1	2748	7577.5995	4102	0
1_MACS_peak_33457_lociStitched	chrX	123479576	123482498	1	2923	5062.0728	4103	0
1_MACS_peak_11937_lociStitched	chr16	84149105	84151687	1	2583	9243.8182	4104	0
2_MACS_peak_5690_lociStitched	chr11	77183231	77186142	2	2751	7535.9968	4105	0
1_MACS_peak_13215_lociStitched	chr17	49007249	49009617	1	2369	10921.4528	4106	0
1_MACS_peak_28953_lociStitched	chr7	93220242	93223115	1	2874	5885.6278	4107	0
2_MACS_peak_5052_lociStitched	chr11	35165117	35168358	2	2984	3728.4464	4108	0
2_MACS_peak_6110_lociStitched	chr11	129871263	129874089	2	2762	7391.403	4109	0
1_MACS_peak_29983_lociStitched	chr8	24223527	24226463	1	2937	4765.7152	4110	0
1_MACS_peak_20419_lociStitched	chr22	25289486	25292225	1	2740	7643.4534	4111	0
1_MACS_peak_21698_lociStitched	chr3	61621944	61624688	1	2745	7583.5928	4112	0
1_MACS_peak_6970_lociStitched	chr12	69752767	69755116	1	2350	11037.4812	4113	0
1_MACS_peak_11375_lociStitched	chr16	30709027	30711137	1	2111	12486.136	4114	0
1_MACS_peak_8518_lociStitched	chr14	31494120	31496653	1	2534	9648.7036	4115	0
1_MACS_peak_7863_lociStitched	chr13	32888683	32891266	1	2584	9214.3359	4116	0
1_MACS_peak_32274_lociStitched	chr9	130185406	130187753	1	2348	11048.7372	4117	0
1_MACS_peak_19641_lociStitched	chr20	57225522	57228240	1	2719	7864.533	4118	0
1_MACS_peak_23780_lociStitched	chr4	120986876	120989487	1	2612	8947.897	4119	0
2_MACS_peak_4696_lociStitched	chr11	3817463	3819929	2	2381	10803.2994	4120	0
1_MACS_peak_16698_lociStitched	chr2	33712984	33715924	1	2941	4629.912	4121	0
1_MACS_peak_241_lociStitched	chr1	14056078	14058704	1	2627	8787.1212	4122	0
3_MACS_peak_27710_lociStitched	chr6	144654858	144658230	3	2929	4849.9476	4123	0
1_MACS_peak_28097_lociStitched	chr7	4813742	4816254	1	2513	9791.5248	4124	0
1_MACS_peak_8062_lociStitched	chr13	62782251	62785025	1	2775	7178.0024	4125	0
1_MACS_peak_11437_lociStitched	chr16	33444854	33447764	1	2911	5176.308	4126	0
3_MACS_peak_7925_lociStitched	chr13	42489137	42492259	3	2934	4741.3814	4127	0
2_MACS_peak_22359_lociStitched	chr3	146267430	146270392	2	2946	4490.0958	4128	0
1_MACS_peak_14947_lociStitched	chr19	12888016	12890706	1	2691	8129.449	4129	0
2_MACS_peak_7432_lociStitched	chr12	117396157	117399167	2	3001	3090.969	4130	0
1_MACS_peak_26455_lociStitched	chr6	27791009	27793583	1	2575	9241.6896	4131	0
1_MACS_peak_10213_lociStitched	chr15	72564106	72566926	1	2821	6542.4	4132	0
2_MACS_peak_41_lociStitched	chr1	1676201	1678818	2	2598	9021.5841	4133	0
1_MACS_peak_14895_lociStitched	chr19	11592068	11594423	1	2356	10938.975	4134	0
1_MACS_peak_19502_lociStitched	chr20	47661867	47664241	1	2375	10806.448	4135	0
1_MACS_peak_10761_lociStitched	chr16	1345844	1348547	1	2704	7956.8211	4136	0
2_MACS_peak_17519_lociStitched	chr2	107463062	107466055	2	2917	5002.2009	4137	0
1_MACS_peak_7291_lociStitched	chr12	109164423	109167195	1	2773	7153.9776	4138	0
1_MACS_peak_6873_lociStitched	chr12	62652834	62655341	1	2508	9790.3364	4139	0
1_MACS_peak_2142_lociStitched	chr1	164556285	164559208	1	2924	4859.7798	4140	0
1_MACS_peak_23850_lociStitched	chr4	129207673	129210383	1	2711	7867.672	4141	0
1_MACS_peak_16580_lociStitched	chr2	27439370	27441640	1	2271	11485.065	4142	0
1_MACS_peak_9002_lociStitched	chr14	75534486	75537191	1	2706	7915.912	4143	0
3_MACS_peak_2423_lociStitched	chr1	195689751	195693403	3	2970	3821.4528	4144	0
2_MACS_peak_1471_lociStitched	chr1	111756416	111759367	2	2950	4285.4422	4145	0
2_MACS_peak_4838_lociStitched	chr11	13298291	13300885	2	2364	10857.7058	4146	0
1_MACS_peak_19183_lociStitched	chr20	32234660	32237548	1	2889	5436.3712	4147	0
2_MACS_peak_19624_lociStitched	chr20	55966538	55969293	2	2650	8461.9825	4148	0
1_MACS_peak_4402_lociStitched	chr10	115612875	115615406	1	2532	9542.8824	4149	0
1_MACS_peak_15460_lociStitched	chr19	37996523	37998717	1	2195	11910.129	4150	0
2_MACS_peak_13631_lociStitched	chr17	74777491	74780529	2	2598	8928.9858	4151	0
3_MACS_peak_8161_lociStitched	chr13	91999245	92002083	3	2811	6549.2526	4152	0
1_MACS_peak_31595_lociStitched	chr9	71788320	71791142	1	2823	6366.9964	4153	0
3_MACS_peak_13645_lociStitched	chr17	75131276	75134703	3	2951	4107.2595	4154	0
2_MACS_peak_20182_lociStitched	chr22	17517528	17520283	2	2658	8326.712	4155	0
1_MACS_peak_6662_lociStitched	chr12	51156775	51159216	1	2442	10221.4434	4156	0
1_MACS_peak_17283_lociStitched	chr2	86946333	86949102	1	2770	7055.412	4157	0
1_MACS_peak_30600_lociStitched	chr8	97272681	97275260	1	2580	9068.5377	4158	0
3_MACS_peak_9185_lociStitched	chr14	91861794	91864865	3	2934	4453.2571	4159	0
1_MACS_peak_24229_lociStitched	chr4	185457879	185460731	1	2853	5895.6544	4160	0
3_MACS_peak_12485_lociStitched	chr17	18964479	18968218	3	2887	5337.4225	4161	0
1_MACS_peak_2549_lociStitched	chr1	204489400	204492151	1	2752	7254.387	4162	0
2_MACS_peak_14001_lociStitched	chr18	19282514	19285266	2	2733	7478.2848	4163	0
2_MACS_peak_10203_lociStitched	chr15	71968144	71971097	2	2948	4084.5896	4164	0
1_MACS_peak_17771_lociStitched	chr2	130938144	130940772	1	2629	8575.6896	4165	0
1_MACS_peak_18259_lociStitched	chr2	191884419	191886893	1	2475	9927.4198	4166	0
1_MACS_peak_20745_lociStitched	chr22	39922559	39925374	1	2816	6390.613	4167	0
1_MACS_peak_23260_lociStitched	chr4	39459430	39461933	1	2504	9689.113	4168	0
1_MACS_peak_6619_lociStitched	chr12	49411327	49413686	1	2360	10781.3377	4169	0
2_MACS_peak_9137_lociStitched	chr14	90862641	90865587	2	2876	5450.1	4170	0
1_MACS_peak_33616_lociStitched	chrX	151920983	151923742	1	2760	7105.2527	4171	0
1_MACS_peak_27348_lociStitched	chr6	109702547	109705186	1	2640	8433.7162	4172	0
1_MACS_peak_21021_lociStitched	chr3	4515566	4518038	1	2473	9916.1808	4173	0
1_MACS_peak_23114_lociStitched	chr4	12735153	12738007	1	2855	5766.7924	4174	0
2_MACS_peak_156_lociStitched	chr1	9353378	9356342	2	2955	3827.4132	4175	0
3_MACS_peak_13831_lociStitched	chr17	80462916	80465938	3	2776	6872.028	4176	0
1_MACS_peak_8971_lociStitched	chr14	74236681	74239439	1	2759	7083.0956	4177	0
1_MACS_peak_15757_lociStitched	chr19	46144072	46146603	1	2532	9394.8189	4178	0
1_MACS_peak_24541_lociStitched	chr5	32293894	32296782	1	2889	5133.42	4179	0
1_MACS_peak_4021_lociStitched	chr10	88729902	88732272	1	2371	10650.069	4180	0
1_MACS_peak_12797_lociStitched	chr17	36570679	36572896	1	2218	11654.1039	4181	0
1_MACS_peak_23132_lociStitched	chr4	14726630	14729336	1	2707	7670.4276	4182	0
1_MACS_peak_28591_lociStitched	chr7	45807624	45809669	1	2046	12618.877	4183	0
1_MACS_peak_32259_lociStitched	chr9	129747208	129750038	1	2831	6066.954	4184	0
1_MACS_peak_10376_lociStitched	chr15	80323560	80326382	1	2823	6184.6952	4185	0
1_MACS_peak_10430_lociStitched	chr15	83418233	83420671	1	2439	10136.7164	4186	0
3_MACS_peak_8014_lociStitched	chr13	50938598	50941815	3	2885	5174.8662	4187	0
1_MACS_peak_19923_lociStitched	chr21	36345253	36347903	1	2651	8256.075	4188	0
1_MACS_peak_30131_lociStitched	chr8	33369796	33372710	1	2915	4603.2458	4189	0
2_MACS_peak_16333_lociStitched	chr2	8725587	8728504	2	2839	5928.5108	4190	0
1_MACS_peak_28118_lociStitched	chr7	6047814	6050165	1	2352	10766.8747	4191	0
