REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_17955_lociStitched	chr2	158292208	158302332	3	9702	39754.9232	183	1	CYTIP		CYTIP	CYTIP	1.1287	183	1
1_MACS_peak_9454_lociStitched	chr14	106145967	106155645	1	9679	30055.9968	184	1			TMEM121	TMEM121	0.1436	184	1
6_MACS_peak_20614_lociStitched	chr22	37610115	37620730	6	9652	21510.236	185	1		C1QTNF6,SSTR3,RAC2	SSTR3	RAC2	1.069	185	1
2_MACS_peak_25079_lociStitched	chr5	95258426	95268295	2	9645	33018.7133	186	1	ELL2		ELL2	ELL2	0.7696	186	1
2_MACS_peak_16743_lociStitched	chr2	38821851	38831616	2	9639	28120.2705	187	1	HNRPLL		HNRPLL	HNRPLL	0.755	187	1
4_MACS_peak_1205_lociStitched	chr1	75042892	75053086	4	9626	20789.6436	188	1	C1orf173		C1orf173	C1orf173	0.4317	188	1
3_MACS_peak_28169_lociStitched	chr7	8007176	8016875	3	9607	20104.0872	189	1	GLCCI1		GLCCI1	GLCCI1	0.2704	189	1
2_MACS_peak_13922_lociStitched	chr18	9060933	9070720	2	9604	33451.966	190	1		NDUFV2	NDUFV2	NDUFV2	0.6501	190	1
4_MACS_peak_32301_lociStitched	chr9	130737575	130747451	4	9596	21118.8384	191	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	DPM2	1.0792	191	1
3_MACS_peak_22250_lociStitched	chr3	133189831	133199984	3	9582	28016.1882	192	1	BFSP2		BFSP2	BFSP2	0.6711	192	1
2_MACS_peak_21768_lociStitched	chr3	71466688	71476204	2	9504	29258.8452	193	1	FOXP1		MIR1284	MIR1284	NONE	193	1
3_MACS_peak_31043_lociStitched	chr8	134508839	134518583	3	9481	28342.3728	194	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5637	194	1
4_MACS_peak_17339_lociStitched	chr2	88898344	88908150	4	9458	17195.8016	195	1	EIF2AK3		EIF2AK3	EIF2AK3	0.6376	195	1
4_MACS_peak_20830_lociStitched	chr22	43058103	43068072	4	9457	28260.1212	196	1		RNU12,POLDIP3,ATP5L2,CYB5R3,A4GALT	CYB5R3	RNU12	1.5251	196	1
2_MACS_peak_3969_lociStitched	chr10	81001310	81011145	2	9397	22788.6785	197	1	ZMIZ1		PPIF	PPIF	NONE	197	1
6_MACS_peak_4526_lociStitched	chr10	128143780	128153903	6	9380	17951.1159	198	1	C10orf90		C10orf90	C10orf90	1.0299	198	1
5_MACS_peak_24496_lociStitched	chr5	26876489	26886080	5	9379	14128.5021	199	1	CDH9		CDH9	CDH9	0.1464	199	1
3_MACS_peak_29107_lociStitched	chr7	101926518	101936091	3	9367	21298.0104	200	1	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.1961	200	1
2_MACS_peak_9853_lociStitched	chr15	51168705	51178365	2	9351	30673.398	201	1		AP4E1	AP4E1	AP4E1	0.2618	201	1
1_MACS_peak_29441_lociStitched	chr7	132121566	132130903	1	9338	13327.6338	202	1	PLXNA4		PLXNA4	PLXNA4	0.8094	202	1
2_MACS_peak_14304_lociStitched	chr18	55779657	55789293	2	9338	29139.264	203	1	NEDD4L	NEDD4L	NEDD4L	NEDD4L	0.3107	203	1
3_MACS_peak_25327_lociStitched	chr5	130709388	130719013	3	9325	24158.75	204	1	CDC42SE2		CDC42SE2	CDC42SE2	0.3184	204	1
5_MACS_peak_31779_lociStitched	chr9	94705173	94715164	5	9314	21732.4232	205	1	ROR2		ROR2	ROR2	0.4723	205	1
1_MACS_peak_15094_lociStitched	chr19	16475201	16484437	1	9237	32876.4656	206	1	EPS15L1	KLF2	KLF2	KLF2	1.7746	206	1
2_MACS_peak_21420_lociStitched	chr3	45651259	45660477	2	9218	26423.397	207	1	LIMD1		LIMD1	LIMD1	0.8718	207	1
4_MACS_peak_30699_lociStitched	chr8	103661839	103671714	4	9216	17646.625	208	1	KLF10		KLF10	KLF10	1.3155	208	1
2_MACS_peak_28658_lociStitched	chr7	55596432	55605691	2	9208	47294.0461	209	1	VOPP1		VOPP1	VOPP1	1.7655	209	1
2_MACS_peak_22590_lociStitched	chr3	176911846	176921047	2	9187	37466.472	210	1	TBL1XR1		TBL1XR1	TBL1XR1	0.332	210	1
1_MACS_peak_20470_lociStitched	chr22	29212558	29221740	1	9183	31560.3704	211	1		CCDC117,XBP1	XBP1	XBP1	2.2377	211	1
3_MACS_peak_13917_lociStitched	chr18	9015736	9025611	3	9170	52465.875	212	1			NDUFV2	NDUFV2	0.6501	212	1
2_MACS_peak_17629_lociStitched	chr2	112285286	112294513	2	9162	38551.3287	213	1		LOC541471	LOC541471	LOC541471	2.1904	213	1
3_MACS_peak_26427_lociStitched	chr6	27106204	27115740	3	9156	21493.1904	214	1	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2AG,HIST1H2BJ	HIST1H2BK	HIST1H2BJ	2.2258	214	1
7_MACS_peak_24211_lociStitched	chr4	185365826	185375937	7	9136	14726.6715	215	1	IRF2		IRF2	IRF2	0.7203	215	1
3_MACS_peak_23244_lociStitched	chr4	38307179	38316775	3	9128	24451.5676	216	1			PTTG2	PTTG2	NONE	216	1
2_MACS_peak_3867_lociStitched	chr10	74087625	74097229	2	9112	35593.3844	217	1	DNAJB12		DNAJB12	DNAJB12	1.3352	217	1
1_MACS_peak_27150_lociStitched	chr6	90059612	90068674	1	9063	30762.7714	218	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.9077	218	1
3_MACS_peak_24422_lociStitched	chr5	14221363	14230594	3	9055	16335.1776	219	1	TRIO		TRIO	TRIO	0.1816	219	1
4_MACS_peak_15806_lociStitched	chr19	47728485	47738099	4	9044	32766.4348	220	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.6389	220	1
1_MACS_peak_9885_lociStitched	chr15	52424052	52433093	1	9042	45137.1925	221	1	GNB5	BCL2L10	BCL2L10	BCL2L10	0.3017	221	1
3_MACS_peak_13689_lociStitched	chr17	76348185	76357402	3	9034	40111.4623	222	1	SOCS3	PGS1	SOCS3	SOCS3	3.0572	222	1
1_MACS_peak_1950_lociStitched	chr1	155945560	155954592	1	9033	24250.92	223	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	3.438	223	1
3_MACS_peak_32309_lociStitched	chr9	130828569	130837751	3	9027	33798.0238	224	1	SLC25A25,NAIF1	SLC25A25,LOC100289019	SLC25A25	SLC25A25	0.9309	224	1
1_MACS_peak_17455_lociStitched	chr2	99074942	99083955	1	9014	27493.2552	225	1	INPP4A		INPP4A	INPP4A	0.9107	225	1
1_MACS_peak_4809_lociStitched	chr11	10323829	10332817	1	8989	28769.6892	226	1	ADM	SBF2	ADM	ADM	2.4261	226	1
1_MACS_peak_14102_lociStitched	chr18	34966032	34975012	1	8981	31787.404	227	1	CELF4		CELF4	CELF4	0.4177	227	1
1_MACS_peak_10622_lociStitched	chr15	93443014	93451987	1	8974	46126.6038	228	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	4.6236	228	1
2_MACS_peak_12747_lociStitched	chr17	34521616	34530726	2	8974	17642.426	229	1	CCL3L1,CCL3L3	CCL4L1,TBC1D3B	CCL3L1	CCL3L1	0.9982	229	1
1_MACS_peak_32053_lociStitched	chr9	114792140	114801099	1	8960	25409.5158	230	1	MIR3134		UGCG	UGCG	NONE	230	1
1_MACS_peak_18428_lociStitched	chr2	204568418	204577369	1	8952	43428.4618	231	1	CD28		CD28	CD28	1.3759	231	1
3_MACS_peak_14220_lociStitched	chr18	47832973	47842667	3	8944	22981.5658	232	1		CCDC11,MBD1,CXXC1	CXXC1	MBD1	0.5173	232	1
5_MACS_peak_30581_lociStitched	chr8	95953720	95963336	5	8934	29584.5856	233	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.9745	233	1
2_MACS_peak_24888_lociStitched	chr5	74159273	74168658	2	8915	34679.452	234	1	FAM169A		FAM169A	FAM169A	0.4272	234	1
1_MACS_peak_11997_lociStitched	chr16	87805872	87814755	1	8884	41011.9227	235	1		KLHDC4	KLHDC4	KLHDC4	0.2433	235	1
1_MACS_peak_18735_lociStitched	chr2	233943993	233952870	1	8878	28991.3943	236	1	INPP5D	NEU2	INPP5D	INPP5D	0.2814	236	1
3_MACS_peak_9295_lociStitched	chr14	98663057	98672416	3	8867	19964.6188	237	1			C14orf64	C14orf64	NONE	237	1
5_MACS_peak_9392_lociStitched	chr14	103796962	103806485	5	8865	36615.935	238	1	EIF5,SNORA28	MARK3	EIF5	EIF5	2.0444	238	1
1_MACS_peak_19470_lociStitched	chr20	45522627	45531450	1	8824	38133.006	239	1	EYA2		EYA2	EYA2	0.2311	239	1
3_MACS_peak_8660_lociStitched	chr14	50546047	50555128	3	8822	39153.6396	240	1	C14orf183	C14orf138	C14orf183	C14orf183	2.145	240	1
3_MACS_peak_25844_lociStitched	chr5	169728945	169738213	3	8804	22158.8612	241	1		LOC257358,KCNIP1,LCP2	LCP2	LOC257358	0.5309	241	1
6_MACS_peak_4946_lociStitched	chr11	23561115	23571434	6	8799	12284.7695	242	1			LOC100500938	LOC100500938	NONE	242	1
1_MACS_peak_29433_lociStitched	chr7	132082976	132091758	1	8783	33983.7054	243	1	PLXNA4		PLXNA4	PLXNA4	0.8094	243	1
2_MACS_peak_19321_lociStitched	chr20	37498261	37507340	2	8780	39253.0565	244	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.1256	244	1
3_MACS_peak_4376_lociStitched	chr10	112576305	112585244	3	8762	20412.2065	245	1	RBM20	PDCD4,LOC282997	LOC282997	LOC282997	2.248	245	1
6_MACS_peak_17254_lociStitched	chr2	86242050	86252010	6	8760	15809.508	246	1	LOC90784		LOC90784	LOC90784	1.245	246	1
1_MACS_peak_20467_lociStitched	chr22	29190349	29199080	1	8732	30638.8252	247	1	XBP1	CCDC117	XBP1	XBP1	2.2377	247	1
1_MACS_peak_16470_lociStitched	chr2	20703265	20711995	1	8731	41629.005	248	1			RHOB	RHOB	NONE	248	1
2_MACS_peak_28899_lociStitched	chr7	87549123	87557909	2	8730	24330.1912	249	1		DBF4,ADAM22,SLC25A40	ADAM22	DBF4	0.3029	249	1
8_MACS_peak_33602_lociStitched	chrX	151080239	151089486	8	8711	23620.5368	250	1	MAGEA4	MIR452	MAGEA4	MAGEA4	1.1107	250	1
2_MACS_peak_28327_lociStitched	chr7	26191138	26199837	2	8691	26520.6413	251	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	2.1103	251	1
3_MACS_peak_17970_lociStitched	chr2	159840217	159849014	3	8690	23222.3206	252	1	TANC1		TANC1	TANC1	0.3012	252	1
3_MACS_peak_24537_lociStitched	chr5	32276122	32285003	3	8685	21888.1126	253	1	MTMR12		MTMR12	MTMR12	0.5285	253	1
5_MACS_peak_27977_lociStitched	chr6	167039796	167049060	5	8665	16194.3984	254	1	RPS6KA2		RPS6KA2	RPS6KA2	0.1555	254	1
2_MACS_peak_1980_lociStitched	chr1	156627322	156635973	2	8652	45939.4053	255	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	1.4391	255	1
1_MACS_peak_17253_lociStitched	chr2	86220369	86229014	1	8646	27704.6315	256	1		LOC90784	LOC90784	LOC90784	1.245	256	1
1_MACS_peak_2051_lociStitched	chr1	160676502	160685143	1	8642	29023.3908	257	1	CD48	SLAMF7	CD48	CD48	1.1338	257	1
3_MACS_peak_21690_lociStitched	chr3	61554533	61563871	3	8630	20878.8342	258	1	PTPRG		PTPRG	PTPRG	0.1979	258	1
5_MACS_peak_24253_lociStitched	chr4	186176288	186185595	5	8608	11986.4853	259	1	SNX25		SNX25	SNX25	0.1896	259	1
2_MACS_peak_24353_lociStitched	chr5	6448684	6457377	2	8607	29725.7135	260	1	UBE2QL1		UBE2QL1	UBE2QL1	2.303	260	1
1_MACS_peak_10195_lociStitched	chr15	70794092	70802672	1	8581	34818.498	261	1			UACA	UACA	NONE	261	1
1_MACS_peak_9391_lociStitched	chr14	103780319	103788898	1	8580	44136.3813	262	1		EIF5,SNORA28	EIF5	SNORA28	2.8676	262	1
5_MACS_peak_27321_lociStitched	chr6	108878436	108887094	5	8575	18563.6178	263	1	FOXO3		FOXO3	FOXO3	0.2414	263	1
2_MACS_peak_2529_lociStitched	chr1	203289259	203297888	2	8559	20408.4479	264	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	3.2849	264	1
2_MACS_peak_4366_lociStitched	chr10	112255846	112264677	2	8539	32768.3086	265	1	DUSP5		DUSP5	DUSP5	1.558	265	1
2_MACS_peak_2660_lociStitched	chr1	209275202	209283879	2	8531	20315.4601	266	1			LOC642587	LOC642587	NONE	266	1
4_MACS_peak_30910_lociStitched	chr8	126441020	126449652	4	8508	31780.4344	267	1	TRIB1		TRIB1	TRIB1	1.8636	267	1
3_MACS_peak_17245_lociStitched	chr2	86112325	86120928	3	8504	22472.7566	268	1	ST3GAL5	ST3GAL5	ST3GAL5	ST3GAL5	0.9422	268	1
1_MACS_peak_378_lociStitched	chr1	23850345	23858845	1	8501	26422.25	269	1	E2F2	ASAP3,ID3	E2F2	ID3	1.7641	269	1
1_MACS_peak_30797_lociStitched	chr8	118450225	118458675	1	8451	62280.725	270	1			MED30	MED30	NONE	270	1
3_MACS_peak_13389_lociStitched	chr17	62164525	62173654	3	8450	20901.7584	271	1	ERN1	SNORD104	ERN1	SNORD104	1.4669	271	1
3_MACS_peak_21782_lociStitched	chr3	71826573	71835027	3	8436	18074.652	272	1	PROK2	GPR27,EIF4E3	PROK2	PROK2	0.8595	272	1
1_MACS_peak_8658_lociStitched	chr14	50526417	50534845	1	8429	44242.786	273	1		C14orf183,C14orf138	C14orf183	C14orf183	2.145	273	1
4_MACS_peak_15955_lociStitched	chr19	50396282	50405109	4	8425	35751.1154	274	1	IL4I1	PTOV1,TBC1D17,ATF5,PNKP,AKT1S1,NUP62	IL4I1	AKT1S1	1.778	274	1
2_MACS_peak_14708_lociStitched	chr19	6586006	6594761	2	8419	53796.8485	275	1	CD70		CD70	CD70	3.8034	275	1
1_MACS_peak_18435_lociStitched	chr2	204661179	204669587	1	8409	31695.6376	276	1			CTLA4	CTLA4	1.1359	276	1
1_MACS_peak_17261_lociStitched	chr2	86260589	86268996	1	8408	49593.7337	277	1	POLR1A	LOC90784	LOC90784	LOC90784	1.245	277	1
1_MACS_peak_29453_lociStitched	chr7	132227736	132236127	1	8392	39782.5701	278	1	PLXNA4		PLXNA4	PLXNA4	0.8094	278	1
1_MACS_peak_6587_lociStitched	chr12	48200756	48209142	1	8387	33562.4492	279	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	1.0254	279	1
2_MACS_peak_25270_lociStitched	chr5	124077337	124085725	2	8382	26006.1552	280	1	ZNF608		ZNF608	ZNF608	0.4964	280	1
3_MACS_peak_32494_lociStitched	chr9	138468301	138476794	3	8380	17358.8427	281	1	LOC100130954	OBP2A,PAEP	LOC100130954	LOC100130954	1.7569	281	1
1_MACS_peak_1457_lociStitched	chr1	111172886	111181261	1	8376	32686.7875	282	1		KCNA2,KCNA3	KCNA2	KCNA3	0.8984	282	1
2_MACS_peak_13210_lociStitched	chr17	48979200	48987885	2	8371	56123.3385	283	1		TOB1	TOB1	TOB1	2.8089	283	1
2_MACS_peak_1910_lociStitched	chr1	154970991	154979439	2	8370	34871.6544	284	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.575	284	1
3_MACS_peak_26424_lociStitched	chr6	27094223	27102847	3	8365	24176.5216	285	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	HIST1H2BJ	2.2258	285	1
2_MACS_peak_26453_lociStitched	chr6	27774856	27783301	2	8357	22913.8185	286	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	2.4508	286	1
3_MACS_peak_9512_lociStitched	chr15	23609800	23618203	3	8325	12666.6822	287	1			GOLGA8E	GOLGA8E	NONE	287	1
1_MACS_peak_22224_lociStitched	chr3	130566196	130574507	1	8312	26957.5596	288	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.285	288	1
1_MACS_peak_27836_lociStitched	chr6	156711655	156719954	1	8300	34108.89	289	1			ARID1B	ARID1B	NONE	289	1
4_MACS_peak_3084_lociStitched	chr1	235144335	235153219	4	8300	24596.2424	290	1			SNORA14B	SNORA14B	NONE	290	1
1_MACS_peak_14015_lociStitched	chr18	20770777	20779059	1	8283	28387.3832	291	1	CABLES1		CABLES1	CABLES1	1.2453	291	1
2_MACS_peak_20038_lociStitched	chr21	43651763	43660066	2	8276	30692.0395	292	1	ABCG1		ABCG1	ABCG1	0.5451	292	1
1_MACS_peak_22387_lociStitched	chr3	150477603	150485854	1	8252	33584.8704	293	1	SIAH2		SIAH2	SIAH2	1.1408	293	1
3_MACS_peak_19935_lociStitched	chr21	36587913	36596454	3	8244	23897.718	294	1			RUNX1	RUNX1	0.5502	294	1
4_MACS_peak_27949_lociStitched	chr6	164122906	164131896	4	8242	19439.077	295	1			QKI	QKI	NONE	295	1
1_MACS_peak_16699_lociStitched	chr2	33716526	33724760	1	8235	32140.5956	296	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6408	296	1
4_MACS_peak_2662_lociStitched	chr1	209300043	209308876	4	8219	17043.2735	297	1			LOC642587	LOC642587	NONE	297	1
1_MACS_peak_14140_lociStitched	chr18	42299451	42307650	1	8200	20695.0959	298	1	SETBP1		SETBP1	SETBP1	0.4547	298	1
4_MACS_peak_28615_lociStitched	chr7	47708172	47716741	4	8195	42273.4477	299	1		C7orf65	C7orf65	C7orf65	0.3918	299	1
4_MACS_peak_508_lociStitched	chr1	26445374	26454388	4	8192	17227.5568	300	1	PDIK1L	GRRP1,ZNF593,CNKSR1	PDIK1L	PDIK1L	1.4812	300	1
5_MACS_peak_24417_lociStitched	chr5	14211734	14220617	5	8190	16654.7367	301	1	TRIO		TRIO	TRIO	0.1816	301	1
2_MACS_peak_27290_lociStitched	chr6	106610364	106618979	2	8182	21139.487	302	1			PRDM1	PRDM1	1.4078	302	1
2_MACS_peak_15527_lociStitched	chr19	39919358	39927604	2	8153	27615.0294	303	1	RPS16	MED29,ZFP36,PLEKHG2,SUPT5H,TIMM50,PAF1	RPS16	ZFP36	5.2043	303	1
5_MACS_peak_23396_lociStitched	chr4	71525690	71534162	5	8127	11233.872	304	1	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.742	304	1
3_MACS_peak_3035_lociStitched	chr1	233758206	233766822	3	8106	27134.3688	305	1	KCNK1		KCNK1	KCNK1	3.3278	305	1
1_MACS_peak_3351_lociStitched	chr10	11217772	11225850	1	8079	23001.2972	306	1	CELF2		CELF2	CELF2	0.4689	306	1
2_MACS_peak_22382_lociStitched	chr3	150315025	150323117	2	8079	29956.584	307	1	SELT		SELT	SELT	0.8379	307	1
4_MACS_peak_32898_lociStitched	chrX	39712468	39721037	4	8070	25006.0558	308	1			BCOR	BCOR	0.3733	308	1
1_MACS_peak_24858_lociStitched	chr5	71032803	71040870	1	8068	35411.7099	309	1		CARTPT	CARTPT	CARTPT	0.1484	309	1
2_MACS_peak_21418_lociStitched	chr3	45634286	45642357	2	8054	22451.9078	310	1	LIMD1		LIMD1	LIMD1	0.8718	310	1
1_MACS_peak_20068_lociStitched	chr21	44579914	44587962	1	8049	47772.928	311	1		CRYAA	CRYAA	CRYAA	2.6586	311	1
2_MACS_peak_2524_lociStitched	chr1	203254800	203262915	2	8030	48183.624	312	1		BTG2,LOC730227	LOC730227	LOC730227	3.2849	312	1
1_MACS_peak_422_lociStitched	chr1	24512474	24520479	1	8006	30089.9945	313	1	IL28RA	LOC284632,IL22RA1	IL28RA	IL28RA	0.8567	313	1
2_MACS_peak_20378_lociStitched	chr22	24183479	24191870	2	7997	21571.5828	314	1		SLC2A11,MIF,DERL3	DERL3	MIF	1.2485	314	1
4_MACS_peak_10166_lociStitched	chr15	70388077	70396535	4	7978	37020.666	315	1	TLE3	MIR629	TLE3	TLE3	0.6798	315	1
3_MACS_peak_26718_lociStitched	chr6	36643551	36651636	3	7961	20001.4815	316	1	CDKN1A		CDKN1A	CDKN1A	1.071	316	1
2_MACS_peak_20055_lociStitched	chr21	43943090	43951184	2	7954	30848.6622	317	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.6876	317	1
5_MACS_peak_3519_lociStitched	chr10	24737255	24745969	5	7947	11697.6736	318	1	KIAA1217		MIR603	MIR603	NONE	318	1
3_MACS_peak_12758_lociStitched	chr17	34624086	34632296	3	7945	12842.082	319	1	CCL3L1,CCL3L3	TBC1D3C	TBC1D3C	TBC1D3C	0.0848	319	1
2_MACS_peak_29412_lociStitched	chr7	130789600	130797596	2	7930	37262.9592	320	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.5186	320	1
3_MACS_peak_6944_lociStitched	chr12	68838956	68847035	3	7915	21256.6569	321	1			MDM1	MDM1	0.4688	321	1
2_MACS_peak_17292_lociStitched	chr2	87353862	87362131	2	7912	21396.0375	322	1			LOC285074	LOC285074	NONE	322	1
1_MACS_peak_13704_lociStitched	chr17	76741096	76749005	1	7910	26898.509	323	1	CYTH1		CYTH1	CYTH1	0.7195	323	1
2_MACS_peak_25063_lociStitched	chr5	95060107	95068449	2	7906	21049.3686	324	1	RHOBTB3	SPATA9	RHOBTB3	RHOBTB3	0.3846	324	1
2_MACS_peak_13611_lociStitched	chr17	74257629	74265874	2	7900	32704.617	325	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.3927	325	1
2_MACS_peak_2601_lociStitched	chr1	206286930	206294935	2	7899	26225.981	326	1	C1orf186	CTSE	C1orf186	C1orf186	1.1314	326	1
4_MACS_peak_26721_lociStitched	chr6	36718682	36726957	4	7896	16337.3325	327	1	CPNE5		CDKN1A	CDKN1A	1.071	327	1
3_MACS_peak_19370_lociStitched	chr20	42376636	42384953	3	7889	45582.1502	328	1		GTSF1L	GTSF1L	GTSF1L	0.6993	328	1
2_MACS_peak_10060_lociStitched	chr15	65182349	65190496	2	7887	56402.4957	329	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.5143	329	1
1_MACS_peak_10501_lociStitched	chr15	89177278	89185160	1	7883	38858.26	330	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	AEN	1.8126	330	1
2_MACS_peak_19668_lociStitched	chr20	58674811	58682865	2	7883	24237.7076	331	1		C20orf197	C20orf197	C20orf197	0.0981	331	1
1_MACS_peak_6803_lociStitched	chr12	56726233	56734104	1	7872	43259.016	332	1	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	PAN2	1.893	332	1
3_MACS_peak_22187_lociStitched	chr3	128995503	129003736	3	7867	31259.0544	333	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	3.8875	333	1
2_MACS_peak_28415_lociStitched	chr7	32766621	32774497	2	7863	24803.0992	334	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.3034	334	1
4_MACS_peak_32292_lociStitched	chr9	130672261	130680312	4	7849	36553.1502	335	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	2.1015	335	1
1_MACS_peak_2629_lociStitched	chr1	206887251	206895069	1	7819	22130.4126	336	1	MAPKAPK2		MAPKAPK2	MAPKAPK2	0.7578	336	1
4_MACS_peak_3861_lociStitched	chr10	74060675	74068978	4	7805	17491.0998	337	1		DDIT4,DNAJB12	DDIT4	DDIT4	1.4219	337	1
4_MACS_peak_28908_lociStitched	chr7	90337560	90345635	4	7801	18258.3825	338	1	CDK14		CDK14	CDK14	0.1788	338	1
3_MACS_peak_6134_lociStitched	chr12	282753	290789	3	7780	26177.27	339	1	IQSEC3	LOC574538,SLC6A12	LOC574538	LOC574538	0.1402	339	1
2_MACS_peak_5991_lociStitched	chr11	119185718	119193529	2	7731	24269.5581	340	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	MCAM	1.3013	340	1
3_MACS_peak_10574_lociStitched	chr15	91393763	91401555	3	7729	16788.6432	341	1		FURIN,FES,MAN2A2	FURIN	MAN2A2	0.609	341	1
1_MACS_peak_10046_lociStitched	chr15	64938170	64945884	1	7715	34547.9204	342	1	ZNF609	OAZ2	OAZ2	OAZ2	0.3128	342	1
2_MACS_peak_26034_lociStitched	chr5	179510943	179518717	2	7713	20763.5766	343	1		RNF130	RNF130	RNF130	0.3491	343	1
2_MACS_peak_32117_lociStitched	chr9	117209006	117216759	2	7703	31637.6671	344	1	DFNB31		DFNB31	DFNB31	1.0813	344	1
1_MACS_peak_28375_lociStitched	chr7	29718774	29726468	1	7695	25202.4664	345	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	1.1582	345	1
1_MACS_peak_26572_lociStitched	chr6	31701464	31709149	1	7686	38929.9045	346	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	2.6322	346	1
2_MACS_peak_3211_lociStitched	chr10	554582	562302	2	7684	24183.672	347	1	DIP2C		C10orf108	C10orf108	0.8352	347	1
2_MACS_peak_17839_lociStitched	chr2	136888398	136896176	2	7675	30096.971	348	1		CXCR4	CXCR4	CXCR4	2.4643	348	1
1_MACS_peak_17358_lociStitched	chr2	89151470	89159140	1	7671	21592.584	349	1			ANKRD36BP2	ANKRD36BP2	0.0547	349	1
1_MACS_peak_16329_lociStitched	chr2	8679818	8687482	1	7665	32512.9872	350	1			ID2	ID2	NONE	350	1
4_MACS_peak_17456_lociStitched	chr2	99085229	99093193	4	7643	10721.1368	351	1	INPP4A		INPP4A	INPP4A	0.9107	351	1
4_MACS_peak_25778_lociStitched	chr5	160169244	160177001	4	7622	11764.2662	352	1	ATP10B		ATP10B	ATP10B	0.1255	352	1
2_MACS_peak_32023_lociStitched	chr9	112908633	112916251	2	7603	25356.513	353	1	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.6057	353	1
3_MACS_peak_30152_lociStitched	chr8	37743717	37751810	3	7594	17021.1976	354	1	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	1.3572	354	1
7_MACS_peak_1065_lociStitched	chr1	55750646	55758671	7	7586	13749.2325	355	1			USP24	USP24	NONE	355	1
5_MACS_peak_6813_lociStitched	chr12	57076495	57084250	5	7584	25966.842	356	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	1.1398	356	1
3_MACS_peak_7571_lociStitched	chr12	123416096	123424149	3	7582	17620.7693	357	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	1.6256	357	1
2_MACS_peak_3191_lociStitched	chr1	247373156	247380808	2	7580	19873.7744	358	1		VN1R5,ZNF124,MIR3916	MIR3916	ZNF124	0.1611	358	1
1_MACS_peak_3944_lociStitched	chr10	79590661	79598238	1	7578	30714.1272	359	1	DLG5		DLG5	DLG5	0.3486	359	1
3_MACS_peak_25483_lociStitched	chr5	139012236	139020313	3	7576	29317.8946	360	1		CXXC5	CXXC5	CXXC5	0.5928	360	1
