REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
4_MACS_peak_7269_lociStitched	chr12	108933972	108944315	4	10129	22845.6184	216	1	SART3	FICD,ISCU,TMEM119	SART3	216	1
2_MACS_peak_26623_lociStitched	chr6	32934891	32941287	2	6393	49801.8144	217	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	217	1
2_MACS_peak_16743_lociStitched	chr2	38821851	38831616	2	9639	28120.2705	218	1	HNRPLL		HNRPLL	218	1
3_MACS_peak_32309_lociStitched	chr9	130828569	130837751	3	9027	33798.0238	219	1	SLC25A25,NAIF1	SLC25A25,LOC100289019	SLC25A25	219	1
2_MACS_peak_21768_lociStitched	chr3	71466688	71476204	2	9504	29258.8452	220	1	FOXP1		MIR1284	220	1
2_MACS_peak_24888_lociStitched	chr5	74159273	74168658	2	8915	34679.452	221	1	FAM169A		FAM169A	221	1
5_MACS_peak_13557_lociStitched	chr17	73308976	73320114	5	10139	21303.6526	222	1	GRB2	LOC100287042,MIF4GD,SLC25A19	SLC25A19	222	1
2_MACS_peak_9853_lociStitched	chr15	51168705	51178365	2	9351	30673.398	223	1		AP4E1	AP4E1	223	1
3_MACS_peak_22250_lociStitched	chr3	133189831	133199984	3	9582	28016.1882	224	1	BFSP2		BFSP2	224	1
1_MACS_peak_20470_lociStitched	chr22	29212558	29221740	1	9183	31560.3704	225	1		CCDC117,XBP1	XBP1	225	1
4_MACS_peak_15806_lociStitched	chr19	47728485	47738099	4	9044	32766.4348	226	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	226	1
3_MACS_peak_31043_lociStitched	chr8	134508839	134518583	3	9481	28342.3728	227	1	ST3GAL1		ST3GAL1	227	1
4_MACS_peak_20830_lociStitched	chr22	43058103	43068072	4	9457	28260.1212	228	1		RNU12,POLDIP3,ATP5L2,CYB5R3,A4GALT	CYB5R3	228	1
2_MACS_peak_14304_lociStitched	chr18	55779657	55789293	2	9338	29139.264	230	1	NEDD4L	NEDD4L	NEDD4L	230	1
1_MACS_peak_29433_lociStitched	chr7	132082976	132091758	1	8783	33983.7054	231	1	PLXNA4		PLXNA4	231	1
1_MACS_peak_14102_lociStitched	chr18	34966032	34975012	1	8981	31787.404	232	1	CELF4		CELF4	232	1
1_MACS_peak_27150_lociStitched	chr6	90059612	90068674	1	9063	30762.7714	233	1	UBE2J1	GABRR2	UBE2J1	233	1
1_MACS_peak_10195_lociStitched	chr15	70794092	70802672	1	8581	34818.498	234	1			UACA	234	1
4_MACS_peak_15955_lociStitched	chr19	50396282	50405109	4	8425	35751.1154	236	1	IL4I1	PTOV1,TBC1D17,ATF5,PNKP,AKT1S1,NUP62	IL4I1	236	1
1_MACS_peak_10501_lociStitched	chr15	89177278	89185160	1	7883	38858.26	237	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	237	1
2_MACS_peak_13422_lociStitched	chr17	62979489	62986789	2	7274	42391.1	238	1		AMZ2P1	AMZ2P1	238	1
3_MACS_peak_32922_lociStitched	chrX	40169230	40179360	3	9806	19741.344	239	1			BCOR	239	1
2_MACS_peak_1910_lociStitched	chr1	154970991	154979439	2	8370	34871.6544	240	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	240	1
6_MACS_peak_20614_lociStitched	chr22	37610115	37620730	6	9652	21510.236	241	1		C1QTNF6,SSTR3,RAC2	SSTR3	241	1
5_MACS_peak_30581_lociStitched	chr8	95953720	95963336	5	8934	29584.5856	242	1	TP53INP1	CCNE2	TP53INP1	242	1
2_MACS_peak_21420_lociStitched	chr3	45651259	45660477	2	9218	26423.397	243	1	LIMD1		LIMD1	243	1
1_MACS_peak_4809_lociStitched	chr11	10323829	10332817	1	8989	28769.6892	244	1	ADM	SBF2	ADM	244	1
4_MACS_peak_10166_lociStitched	chr15	70388077	70396535	4	7978	37020.666	245	1	TLE3	MIR629	TLE3	245	1
2_MACS_peak_4366_lociStitched	chr10	112255846	112264677	2	8539	32768.3086	246	1	DUSP5		DUSP5	246	1
1_MACS_peak_26572_lociStitched	chr6	31701464	31709149	1	7686	38929.9045	247	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	247	1
2_MACS_peak_29412_lociStitched	chr7	130789600	130797596	2	7930	37262.9592	248	1	MKLN1,FLJ43663		FLJ43663	248	1
2_MACS_peak_2294_lociStitched	chr1	179845980	179853916	2	7549	39656.192	249	1	TOR1AIP1,TOR1AIP2		TOR1AIP1	249	1
4_MACS_peak_1205_lociStitched	chr1	75042892	75053086	4	9626	20789.6436	250	1	C1orf173		C1orf173	250	1
1_MACS_peak_22794_lociStitched	chr3	193815334	193822651	1	7318	40978.8585	251	1		HES1	HES1	251	1
4_MACS_peak_32301_lociStitched	chr9	130737575	130747451	4	9596	21118.8384	252	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	252	1
1_MACS_peak_20467_lociStitched	chr22	29190349	29199080	1	8732	30638.8252	253	1	XBP1	CCDC117	XBP1	253	1
1_MACS_peak_6587_lociStitched	chr12	48200756	48209142	1	8387	33562.4492	254	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	254	1
1_MACS_peak_13471_lociStitched	chr17	66229877	66236613	1	6737	43828.4576	255	1		LOC440461,AMZ2,ARSG	AMZ2	255	1
1_MACS_peak_27836_lociStitched	chr6	156711655	156719954	1	8300	34108.89	256	1			ARID1B	256	1
1_MACS_peak_1896_lociStitched	chr1	154828237	154835496	1	7260	40990.1212	257	1	KCNN3		KCNN3	257	1
3_MACS_peak_25327_lociStitched	chr5	130709388	130719013	3	9325	24158.75	258	1	CDC42SE2		CDC42SE2	258	1
1_MACS_peak_28221_lociStitched	chr7	20255823	20262551	1	6729	43745.456	259	1	MACC1		MACC1	259	1
1_MACS_peak_18735_lociStitched	chr2	233943993	233952870	1	8878	28991.3943	260	1	INPP5D	NEU2	INPP5D	260	1
3_MACS_peak_28169_lociStitched	chr7	8007176	8016875	3	9607	20104.0872	262	1	GLCCI1		GLCCI1	262	1
1_MACS_peak_17455_lociStitched	chr2	99074942	99083955	1	9014	27493.2552	263	1	INPP4A		INPP4A	263	1
2_MACS_peak_3969_lociStitched	chr10	81001310	81011145	2	9397	22788.6785	264	1	ZMIZ1		PPIF	264	1
1_MACS_peak_12843_lociStitched	chr17	37909388	37916635	1	7248	40739.7352	265	1		GRB7,C17orf37	GRB7	265	1
2_MACS_peak_9948_lociStitched	chr15	58620872	58627401	2	6439	44865.9822	266	1			LIPC	266	1
1_MACS_peak_24858_lociStitched	chr5	71032803	71040870	1	8068	35411.7099	267	1		CARTPT	CARTPT	267	1
4_MACS_peak_30910_lociStitched	chr8	126441020	126449652	4	8508	31780.4344	268	1	TRIB1		TRIB1	268	1
1_MACS_peak_1457_lociStitched	chr1	111172886	111181261	1	8376	32686.7875	269	1		KCNA2,KCNA3	KCNA2	269	1
4_MACS_peak_32292_lociStitched	chr9	130672261	130680312	4	7849	36553.1502	270	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	270	1
1_MACS_peak_22387_lociStitched	chr3	150477603	150485854	1	8252	33584.8704	271	1	SIAH2		SIAH2	271	1
1_MACS_peak_18435_lociStitched	chr2	204661179	204669587	1	8409	31695.6376	272	1			CTLA4	272	1
3_MACS_peak_23244_lociStitched	chr4	38307179	38316775	3	9128	24451.5676	273	1			PTTG2	273	1
3_MACS_peak_29107_lociStitched	chr7	101926518	101936091	3	9367	21298.0104	274	1	CUX1,SH2B2	MIR4285	SH2B2	274	1
2_MACS_peak_24353_lociStitched	chr5	6448684	6457377	2	8607	29725.7135	275	1	UBE2QL1		UBE2QL1	275	1
5_MACS_peak_31779_lociStitched	chr9	94705173	94715164	5	9314	21732.4232	276	1	ROR2		ROR2	276	1
1_MACS_peak_2051_lociStitched	chr1	160676502	160685143	1	8642	29023.3908	277	1	CD48	SLAMF7	CD48	277	1
1_MACS_peak_32053_lociStitched	chr9	114792140	114801099	1	8960	25409.5158	278	1	MIR3134		UGCG	278	1
1_MACS_peak_19363_lociStitched	chr20	42306915	42313839	1	6925	40894.5288	279	1	MYBL2	GTSF1L	MYBL2	279	1
1_MACS_peak_16699_lociStitched	chr2	33716526	33724760	1	8235	32140.5956	280	1	RASGRP3	RASGRP3	RASGRP3	280	1
1_MACS_peak_1950_lociStitched	chr1	155945560	155954592	1	9033	24250.92	281	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	281	1
1_MACS_peak_17253_lociStitched	chr2	86220369	86229014	1	8646	27704.6315	282	1		LOC90784	LOC90784	282	1
3_MACS_peak_26427_lociStitched	chr6	27106204	27115740	3	9156	21493.1904	284	1	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2AG,HIST1H2BJ	HIST1H2BK	284	1
2_MACS_peak_25339_lociStitched	chr5	131434583	131441961	2	7080	39186.0336	285	1		IL3,CSF2	CSF2	285	1
6_MACS_peak_4526_lociStitched	chr10	128143780	128153903	6	9380	17951.1159	286	1	C10orf90		C10orf90	286	1
2_MACS_peak_20038_lociStitched	chr21	43651763	43660066	2	8276	30692.0395	287	1	ABCG1		ABCG1	287	1
2_MACS_peak_28327_lociStitched	chr7	26191138	26199837	2	8691	26520.6413	288	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	288	1
1_MACS_peak_10046_lociStitched	chr15	64938170	64945884	1	7715	34547.9204	289	1	ZNF609	OAZ2	OAZ2	289	1
3_MACS_peak_14220_lociStitched	chr18	47832973	47842667	3	8944	22981.5658	290	1		CCDC11,MBD1,CXXC1	CXXC1	290	1
2_MACS_peak_13611_lociStitched	chr17	74257629	74265874	2	7900	32704.617	291	1	FAM100B	RNF157,QRICH2	FAM100B	291	1
1_MACS_peak_25898_lociStitched	chr5	173167846	173174536	1	6691	40091.163	292	1			BOD1	292	1
1_MACS_peak_9352_lociStitched	chr14	102339694	102346731	1	7038	38023.0221	293	1	PPP2R5C		PPP2R5C	293	1
2_MACS_peak_28899_lociStitched	chr7	87549123	87557909	2	8730	24330.1912	294	1		DBF4,ADAM22,SLC25A40	ADAM22	294	1
1_MACS_peak_378_lociStitched	chr1	23850345	23858845	1	8501	26422.25	297	1	E2F2	ASAP3,ID3	E2F2	297	1
3_MACS_peak_10174_lociStitched	chr15	70486682	70494071	3	6855	38702.1042	298	1			TLE3	298	1
1_MACS_peak_14015_lociStitched	chr18	20770777	20779059	1	8283	28387.3832	299	1	CABLES1		CABLES1	299	1
2_MACS_peak_22382_lociStitched	chr3	150315025	150323117	2	8079	29956.584	300	1	SELT		SELT	300	1
8_MACS_peak_33602_lociStitched	chrX	151080239	151089486	8	8711	23620.5368	301	1	MAGEA4	MIR452	MAGEA4	301	1
1_MACS_peak_9804_lociStitched	chr15	45016565	45023347	1	6783	38880.5278	302	1		B2M,TRIM69,PATL2	TRIM69	302	1
2_MACS_peak_20055_lociStitched	chr21	43943090	43951184	2	7954	30848.6622	303	1	SLC37A1	RSPH1	SLC37A1	303	1
1_MACS_peak_15107_lociStitched	chr19	16694044	16701126	1	7083	37015.4894	304	1	MED26	CHERP,SLC35E1	SLC35E1	304	1
3_MACS_peak_25844_lociStitched	chr5	169728945	169738213	3	8804	22158.8612	305	1		LOC257358,KCNIP1,LCP2	LCP2	305	1
3_MACS_peak_22187_lociStitched	chr3	128995503	129003736	3	7867	31259.0544	307	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	307	1
1_MACS_peak_422_lociStitched	chr1	24512474	24520479	1	8006	30089.9945	308	1	IL28RA	LOC284632,IL22RA1	IL28RA	308	1
3_MACS_peak_17970_lociStitched	chr2	159840217	159849014	3	8690	23222.3206	309	1	TANC1		TANC1	309	1
1_MACS_peak_22224_lociStitched	chr3	130566196	130574507	1	8312	26957.5596	310	1	ATP2C1	ATP2C1	ATP2C1	310	1
1_MACS_peak_16329_lociStitched	chr2	8679818	8687482	1	7665	32512.9872	311	1			ID2	311	1
2_MACS_peak_25270_lociStitched	chr5	124077337	124085725	2	8382	26006.1552	312	1	ZNF608		ZNF608	312	1
2_MACS_peak_19938_lociStitched	chr21	36597838	36605179	2	7258	35076.7662	313	1			RUNX1	313	1
3_MACS_peak_9295_lociStitched	chr14	98663057	98672416	3	8867	19964.6188	314	1			C14orf64	314	1
2_MACS_peak_32117_lociStitched	chr9	117209006	117216759	2	7703	31637.6671	315	1	DFNB31		DFNB31	315	1
2_MACS_peak_3865_lociStitched	chr10	74076116	74083322	2	7053	36093.4128	316	1		DDIT4,DNAJB12	DNAJB12	316	1
3_MACS_peak_24537_lociStitched	chr5	32276122	32285003	3	8685	21888.1126	317	1	MTMR12		MTMR12	317	1
2_MACS_peak_15527_lociStitched	chr19	39919358	39927604	2	8153	27615.0294	319	1	RPS16	MED29,ZFP36,PLEKHG2,SUPT5H,TIMM50,PAF1	RPS16	319	1
2_MACS_peak_17106_lociStitched	chr2	70310892	70317000	2	6074	41214.9516	322	1	PCBP1,LOC400960	LOC100133985	LOC400960	322	1
3_MACS_peak_4376_lociStitched	chr10	112576305	112585244	3	8762	20412.2065	323	1	RBM20	PDCD4,LOC282997	LOC282997	323	1
1_MACS_peak_22784_lociStitched	chr3	192630181	192636879	1	6699	37545.639	324	1	C3orf59		C3orf59	324	1
1_MACS_peak_5181_lociStitched	chr11	58340416	58347896	1	7481	32455.72	325	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	325	1
3_MACS_peak_3035_lociStitched	chr1	233758206	233766822	3	8106	27134.3688	326	1	KCNK1		KCNK1	326	1
3_MACS_peak_26424_lociStitched	chr6	27094223	27102847	3	8365	24176.5216	327	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	327	1
2_MACS_peak_20079_lociStitched	chr21	44778658	44785975	2	6869	36199.3941	328	1			SIK1	328	1
3_MACS_peak_17245_lociStitched	chr2	86112325	86120928	3	8504	22472.7566	329	1	ST3GAL5	ST3GAL5	ST3GAL5	329	1
3_MACS_peak_21690_lociStitched	chr3	61554533	61563871	3	8630	20878.8342	330	1	PTPRG		PTPRG	330	1
1_MACS_peak_18105_lociStitched	chr2	175456411	175463553	1	7143	34298.7408	331	1	WIPF1		WIPF1	331	1
4_MACS_peak_3084_lociStitched	chr1	235144335	235153219	4	8300	24596.2424	332	1			SNORA14B	332	1
1_MACS_peak_2277_lociStitched	chr1	178571927	178578208	1	6282	39252.4814	333	1			C1orf220	333	1
1_MACS_peak_9892_lociStitched	chr15	52669667	52676919	1	7253	33372.9788	334	1	MYO5A		MYO5C	334	1
4_MACS_peak_4379_lociStitched	chr10	112599098	112606525	4	7301	33034.5533	335	1	RBM20	PDCD4,LOC282997	LOC282997	335	1
2_MACS_peak_17839_lociStitched	chr2	136888398	136896176	2	7675	30096.971	336	1		CXCR4	CXCR4	336	1
1_MACS_peak_3944_lociStitched	chr10	79590661	79598238	1	7578	30714.1272	337	1	DLG5		DLG5	337	1
1_MACS_peak_10285_lociStitched	chr15	75334326	75341090	1	6765	36267.8916	338	1	PPCDC	SCAMP5	PPCDC	338	1
2_MACS_peak_2529_lociStitched	chr1	203289259	203297888	2	8559	20408.4479	339	1		BTG2,LOC730227,FMOD	BTG2	339	1
2_MACS_peak_26453_lociStitched	chr6	27774856	27783301	2	8357	22913.8185	340	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	340	1
1_MACS_peak_14983_lociStitched	chr19	13260484	13267253	1	6770	35894.6532	341	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	341	1
3_MACS_peak_19935_lociStitched	chr21	36587913	36596454	3	8244	23897.718	342	1			RUNX1	342	1
1_MACS_peak_240_lociStitched	chr1	14025796	14032414	1	6619	36614.7468	343	1	PRDM2	PRDM2	PRDM2	343	1
2_MACS_peak_2660_lociStitched	chr1	209275202	209283879	2	8531	20315.4601	344	1			LOC642587	344	1
1_MACS_peak_23896_lociStitched	chr4	140095642	140100596	1	4955	44126.7642	345	1		ELF2	ELF2	345	1
2_MACS_peak_15615_lociStitched	chr19	42446733	42454162	2	7356	31573.25	346	1		RABAC1,ATP1A3	RABAC1	346	1
1_MACS_peak_13704_lociStitched	chr17	76741096	76749005	1	7910	26898.509	347	1	CYTH1		CYTH1	347	1
3_MACS_peak_13389_lociStitched	chr17	62164525	62173654	3	8450	20901.7584	348	1	ERN1	SNORD104	ERN1	348	1
3_MACS_peak_12806_lociStitched	chr17	36856026	36862574	3	6467	37107.516	349	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	349	1
4_MACS_peak_32898_lociStitched	chrX	39712468	39721037	4	8070	25006.0558	350	1			BCOR	350	1
1_MACS_peak_22442_lociStitched	chr3	156805009	156811935	1	6927	34239.3736	351	1	LOC100498859,LOC339894		LOC100498859	351	1
3_MACS_peak_25038_lociStitched	chr5	90673649	90680806	3	7029	33443.2296	353	1	LOC100129716,ARRDC3		LOC100129716	353	1
5_MACS_peak_27321_lociStitched	chr6	108878436	108887094	5	8575	18563.6178	354	1	FOXO3		FOXO3	354	1
3_MACS_peak_25483_lociStitched	chr5	139012236	139020313	3	7576	29317.8946	355	1		CXXC5	CXXC5	355	1
3_MACS_peak_32204_lociStitched	chr9	126097606	126103808	3	6050	38968.4064	356	1		CRB2	CRB2	356	1
2_MACS_peak_2601_lociStitched	chr1	206286930	206294935	2	7899	26225.981	357	1	C1orf186	CTSE	C1orf186	357	1
1_MACS_peak_7094_lociStitched	chr12	94597862	94604588	1	6727	34779.4734	359	1	PLXNC1		PLXNC1	359	1
4_MACS_peak_24526_lociStitched	chr5	32206011	32213605	4	7287	30945.55	360	1		GOLPH3	GOLPH3	360	1
1_MACS_peak_8532_lociStitched	chr14	32669258	32676558	1	7301	30632.99	361	1			AKAP6	361	1
1_MACS_peak_10146_lociStitched	chr15	69108306	69114622	1	6317	36855.1232	362	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	362	1
4_MACS_peak_3258_lociStitched	chr10	3822033	3829207	4	7035	32342.5442	363	1	KLF6		KLF6	363	1
4_MACS_peak_13566_lociStitched	chr17	73451732	73458806	4	6650	34801.9578	365	1	KIAA0195	MIR3678,GRB2,CASKIN2	KIAA0195	365	1
3_MACS_peak_6134_lociStitched	chr12	282753	290789	3	7780	26177.27	366	1	IQSEC3	LOC574538,SLC6A12	LOC574538	366	1
1_MACS_peak_23238_lociStitched	chr4	38129301	38136775	1	7475	28845.903	367	1	TBC1D1		PTTG2	367	1
1_MACS_peak_3351_lociStitched	chr10	11217772	11225850	1	8079	23001.2972	368	1	CELF2		CELF2	368	1
1_MACS_peak_32418_lociStitched	chr9	134548606	134555764	1	7159	31249.6806	369	1	RAPGEF1		RAPGEF1	369	1
1_MACS_peak_1766_lociStitched	chr1	149855399	149861420	1	6022	38058.741	370	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	370	1
2_MACS_peak_13270_lociStitched	chr17	55552480	55559494	2	6697	34190.4444	371	1	MSI2		MSI2	371	1
3_MACS_peak_21782_lociStitched	chr3	71826573	71835027	3	8436	18074.652	372	1	PROK2	GPR27,EIF4E3	PROK2	372	1
1_MACS_peak_22730_lociStitched	chr3	186780305	186786334	1	6030	37828.9605	373	1	ST6GAL1		ST6GAL1	373	1
2_MACS_peak_28415_lociStitched	chr7	32766621	32774497	2	7863	24803.0992	374	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	374	1
2_MACS_peak_27290_lociStitched	chr6	106610364	106618979	2	8182	21139.487	375	1			PRDM1	375	1
1_MACS_peak_14140_lociStitched	chr18	42299451	42307650	1	8200	20695.0959	376	1	SETBP1		SETBP1	376	1
2_MACS_peak_21418_lociStitched	chr3	45634286	45642357	2	8054	22451.9078	377	1	LIMD1		LIMD1	377	1
2_MACS_peak_19668_lociStitched	chr20	58674811	58682865	2	7883	24237.7076	378	1		C20orf197	C20orf197	378	1
3_MACS_peak_19391_lociStitched	chr20	42694687	42702089	3	6849	32671.6878	379	1	TOX2		JPH2	379	1
4_MACS_peak_27949_lociStitched	chr6	164122906	164131896	4	8242	19439.077	380	1			QKI	380	1
1_MACS_peak_31769_lociStitched	chr9	94571209	94577900	1	6692	33317.8345	382	1	ROR2		ROR2	382	1
1_MACS_peak_146_lociStitched	chr1	9220603	9226508	1	5906	37613.669	383	1		GPR157,MIR34A	MIR34A	383	1
1_MACS_peak_28375_lociStitched	chr7	29718774	29726468	1	7695	25202.4664	384	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	384	1
5_MACS_peak_6813_lociStitched	chr12	57076495	57084250	5	7584	25966.842	385	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	385	1
2_MACS_peak_20378_lociStitched	chr22	24183479	24191870	2	7997	21571.5828	387	1		SLC2A11,MIF,DERL3	DERL3	387	1
1_MACS_peak_31061_lociStitched	chr8	134695969	134703303	1	7335	28010.7462	388	1			ST3GAL1	388	1
2_MACS_peak_5991_lociStitched	chr11	119185718	119193529	2	7731	24269.5581	389	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	389	1
1_MACS_peak_9075_lociStitched	chr14	81421173	81428061	1	6889	31271.52	390	1	TSHR	C14orf145	TSHR	390	1
2_MACS_peak_32023_lociStitched	chr9	112908633	112916251	2	7603	25356.513	391	1	PALM2-AKAP2,AKAP2		AKAP2	391	1
1_MACS_peak_889_lociStitched	chr1	44296544	44303564	1	7021	30154.41	392	1	ST3GAL3		ARTN	392	1
1_MACS_peak_28628_lociStitched	chr7	48123954	48129779	1	5826	37374.365	393	1	UPP1	C7orf57	UPP1	393	1
1_MACS_peak_32137_lociStitched	chr9	117456092	117463021	1	6930	30664.2895	394	1		LOC100505478	LOC100505478	394	1
2_MACS_peak_3211_lociStitched	chr10	554582	562302	2	7684	24183.672	395	1	DIP2C		C10orf108	395	1
2_MACS_peak_17292_lociStitched	chr2	87353862	87362131	2	7912	21396.0375	396	1			LOC285074	396	1
2_MACS_peak_9386_lociStitched	chr14	103574022	103581654	2	7450	26125.0992	397	1	C14orf73	TNFAIP2	C14orf73	397	1
3_MACS_peak_6944_lociStitched	chr12	68838956	68847035	3	7915	21256.6569	398	1			MDM1	398	1
1_MACS_peak_32228_lociStitched	chr9	127629778	127636405	1	6628	32347.0497	399	1	ARPC5L	WDR38,RPL35	ARPC5L	399	1
1_MACS_peak_15496_lociStitched	chr19	39171666	39178582	1	6917	30342.5668	400	1	ACTN4		ACTN4	400	1
1_MACS_peak_2629_lociStitched	chr1	206887251	206895069	1	7819	22130.4126	402	1	MAPKAPK2		MAPKAPK2	402	1
2_MACS_peak_25063_lociStitched	chr5	95060107	95068449	2	7906	21049.3686	404	1	RHOBTB3	SPATA9	RHOBTB3	404	1
1_MACS_peak_14828_lociStitched	chr19	10328486	10334666	1	6181	34892.898	405	1	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	405	1
3_MACS_peak_26718_lociStitched	chr6	36643551	36651636	3	7961	20001.4815	406	1	CDKN1A		CDKN1A	406	1
2_MACS_peak_11766_lociStitched	chr16	70768605	70774864	2	5941	35876.588	408	1	VAC14	LOC100130894,MTSS1L	LOC100130894	408	1
2_MACS_peak_26411_lociStitched	chr6	26532317	26539859	2	7451	25160.112	409	1	HMGN4	BTN1A1,HCG11	HMGN4	409	1
1_MACS_peak_16697_lociStitched	chr2	33699867	33706338	1	6472	32264.406	410	1	RASGRP3	RASGRP3	RASGRP3	410	1
2_MACS_peak_20026_lociStitched	chr21	43480399	43486955	2	6449	32392.5404	411	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	411	1
1_MACS_peak_27826_lociStitched	chr6	155668948	155675441	1	6494	32059.1875	412	1		TFB1M	TFB1M	412	1
2_MACS_peak_14625_lociStitched	chr19	3983645	3990434	2	6782	30041.325	414	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	414	1
3_MACS_peak_8968_lociStitched	chr14	74224508	74231886	3	7230	26481.1176	415	1	C14orf43	PNMA1	C14orf43	415	1
2_MACS_peak_3699_lociStitched	chr10	50250298	50257630	2	7315	25323.2616	416	1	C10orf72		MIR4294	416	1
1_MACS_peak_17358_lociStitched	chr2	89151470	89159140	1	7671	21592.584	417	1			ANKRD36BP2	417	1
2_MACS_peak_26034_lociStitched	chr5	179510943	179518717	2	7713	20763.5766	418	1		RNF130	RNF130	418	1
1_MACS_peak_27931_lociStitched	chr6	160397902	160405357	1	7456	23469.831	419	1	IGF2R		IGF2R	419	1
1_MACS_peak_22534_lociStitched	chr3	169771347	169776987	1	5641	36116.868	420	1	GPR160		GPR160	420	1
1_MACS_peak_13447_lociStitched	chr17	65642445	65649160	1	6716	29603.0775	421	1	PITPNC1		NOL11	421	1
1_MACS_peak_16754_lociStitched	chr2	38946478	38953283	1	6806	28748.403	422	1	GALM	SRSF7	SRSF7	422	1
2_MACS_peak_17749_lociStitched	chr2	128584934	128591036	2	5902	34392.0924	423	1		WDR33,POLR2D	WDR33	423	1
3_MACS_peak_19697_lociStitched	chr20	61277740	61285080	3	7160	25432.366	424	1	SLCO4A1	LOC100127888	SLCO4A1	424	1
4_MACS_peak_28908_lociStitched	chr7	90337560	90345635	4	7801	18258.3825	425	1	CDK14		CDK14	425	1
1_MACS_peak_14403_lociStitched	chr18	72162520	72168998	1	6479	30570.9776	426	1	CNDP2	CNDP1,FAM69C	CNDP2	426	1
1_MACS_peak_354_lociStitched	chr1	22105099	22110848	1	5750	34892.9806	427	1	USP48	LDLRAD2	USP48	427	1
1_MACS_peak_22758_lociStitched	chr3	190651506	190658370	1	6865	27699.672	428	1			SNAR-I	428	1
1_MACS_peak_10514_lociStitched	chr15	89654396	89661099	1	6704	28861.7774	429	1	ABHD2		ABHD2	429	1
1_MACS_peak_10645_lociStitched	chr15	99493012	99499261	1	6250	31920.5169	430	1	IGF1R	PGPEP1L	PGPEP1L	430	1
2_MACS_peak_22654_lociStitched	chr3	183249557	183256794	2	7110	25461.2134	431	1	KLHL6		KLHL6	431	1
2_MACS_peak_10472_lociStitched	chr15	85519027	85526061	2	6920	27059.798	432	1	PDE8A		PDE8A	432	1
1_MACS_peak_13830_lociStitched	chr17	80451030	80457919	1	6890	27301.107	433	1		NARF,FOXK2,C17orf62	FOXK2	433	1
2_MACS_peak_14013_lociStitched	chr18	20711815	20719087	2	7203	24566.2704	434	1	CABLES1	CABLES1	CABLES1	434	1
1_MACS_peak_3093_lociStitched	chr1	235181119	235187632	1	6514	30002.7858	436	1			SNORA14B	436	1
2_MACS_peak_9174_lociStitched	chr14	91811917	91818913	2	6831	27602.718	437	1	CCDC88C		CCDC88C	437	1
2_MACS_peak_17691_lociStitched	chr2	114642473	114649810	2	7168	24650.8526	439	1	ACTR3		ACTR3	439	1
3_MACS_peak_30641_lociStitched	chr8	101316372	101323759	3	7215	24185.038	440	1	RNF19A	RNF19A	RNF19A	440	1
1_MACS_peak_13162_lociStitched	chr17	47814539	47820994	1	6456	30266.8495	441	1	FAM117A	MYST2,SLC35B1	FAM117A	441	1
