#23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_ROSE/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam
#Using cutoff of 18040.59 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuper
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	580	1
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.974	581	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	582	1
4_MACS_peak_9274_lociStitched	chr16	318126	334715	4	16209	22793.286	1194.408	583	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	584	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	585	1
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	586	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	587	1
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552	588	1
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4176	589	1
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.1196	2722.7264	590	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	591	1
4_MACS_peak_75_lociStitched	chr1	1171830	1184890	4	12125	22356.108	1070.92	592	1
4_MACS_peak_11819_lociStitched	chr17	35287287	35300213	4	12751	22444.7064	1165.9252	593	1
3_MACS_peak_9846_lociStitched	chr16	30030647	30043938	3	12212	23042.6067	1773.0194	594	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	595	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	596	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	597	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	598	1
4_MACS_peak_25449_lociStitched	chr7	2513419	2530932	4	16177	22656.5681	1539.3927	599	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	600	1
3_MACS_peak_13777_lociStitched	chr19	544198	559849	3	15478	23083.6599	1975.1562	601	1
3_MACS_peak_20244_lociStitched	chr21	45665943	45681374	3	15295	23475.1803	2374.8309	602	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	603	1
2_MACS_peak_9403_lociStitched	chr16	1961524	1976008	2	14177	22690.6344	1604.8272	604	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	605	1
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261	3011.0999	606	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	607	1
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569	608	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	609	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	610	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	611	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	612	1
4_MACS_peak_25392_lociStitched	chr7	1586860	1602982	4	15409	22306.3992	1499.346	613	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	614	1
3_MACS_peak_27296_lociStitched	chr8	21979968	21992131	3	11606	21836.2339	1065.4788	615	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	616	1
1_MACS_peak_1663_lociStitched	chr1	16854918	16864690	1	9773	23199.7052	2462.544	617	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	618	1
1_MACS_peak_10972_lociStitched	chr17	1026335	1039176	1	12842	21915.7347	1271.259	619	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	620	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	621	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	622	1
2_MACS_peak_5384_lociStitched	chr11	1558833	1571554	2	12477	21936.0924	1322.984	623	1
3_MACS_peak_4037_lociStitched	chr1	205010007	205026171	3	14963	22789.6236	2185.3728	624	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	625	1
5_MACS_peak_27286_lociStitched	chr8	21897691	21915079	5	15426	22216.6476	1629.2556	626	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	627	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	628	1
2_MACS_peak_9282_lociStitched	chr16	605693	615503	2	9334	21361.275	776.952	629	1
3_MACS_peak_20149_lociStitched	chr21	44033063	44048531	3	14904	22926.6696	2366.604	630	1
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.2946	631	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	632	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	633	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	634	1
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378	635	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	636	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	637	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	638	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	639	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	640	1
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531	641	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	642	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	643	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	644	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	645	1
5_MACS_peak_7410_lociStitched	chr12	49370793	49383609	5	11522	21743.6256	1701.9648	646	1
2_MACS_peak_5891_lociStitched	chr11	64057584	64068839	2	11250	21307.966	1294.325	647	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	648	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	649	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	650	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	651	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	652	1
4_MACS_peak_17522_lociStitched	chr19	55873245	55887955	4	14423	21086.785	1247.408	653	1
4_MACS_peak_9631_lociStitched	chr16	4363121	4379362	4	15201	21306.5679	1539.6468	654	1
5_MACS_peak_27312_lociStitched	chr8	22546157	22562108	5	14033	21774.7101	2097.5565	655	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	656	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	657	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	658	1
4_MACS_peak_28172_lociStitched	chr9	37023982	37038187	4	12681	21325.9665	1703.1795	659	1
4_MACS_peak_15483_lociStitched	chr19	17977708	17994456	4	16218	21276.6592	1714.9952	660	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	661	1
6_MACS_peak_18256_lociStitched	chr2	220416603	220434810	6	15895	21134.6856	1644.0921	662	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	663	1
5_MACS_peak_14066_lociStitched	chr19	3469089	3485611	5	14293	21827.2142	2379.168	664	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	665	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	666	1
6_MACS_peak_13885_lociStitched	chr19	2714650	2729446	6	13733	21214.5048	1796.2344	667	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	668	1
2_MACS_peak_18265_lociStitched	chr2	220491051	220507137	2	15428	20805.6324	1412.3508	669	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	670	1
3_MACS_peak_3738_lociStitched	chr1	155158248	155173654	3	15392	22133.8002	2759.2146	671	1
4_MACS_peak_29_lociStitched	chr1	829208	843905	4	14013	21044.6343	1688.6853	672	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	673	1
4_MACS_peak_3848_lociStitched	chr1	161425923	161443892	4	16011	26441.3835	7196.5845	674	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	675	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	676	1
3_MACS_peak_20091_lociStitched	chr21	43565690	43580517	3	14595	21353.8454	2216.6365	677	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	678	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	679	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	680	1
2_MACS_peak_22722_lociStitched	chr3	50564647	50579359	2	14567	20465.8632	1443.2472	681	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	682	1
4_MACS_peak_3757_lociStitched	chr1	156354090	156367667	4	12880	21166.543	2173.6777	683	1
7_MACS_peak_9263_lociStitched	chr16	207710	223414	7	14419	20300.5608	1320.7064	684	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	685	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	686	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	687	1
2_MACS_peak_6985_lociStitched	chr11	119209527	119222033	2	12433	20262.2212	1411.9274	688	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	689	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	690	1
1_MACS_peak_19922_lociStitched	chr20	62711414	62724814	1	13401	20425.62	1640.16	691	1
2_MACS_peak_14887_lociStitched	chr19	12943470	12958584	2	15038	21020.5512	2247.4518	692	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	693	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	694	1
8_MACS_peak_28051_lociStitched	chr8	145558146	145575518	8	16229	20408.6256	1705.9304	695	1
4_MACS_peak_23128_lociStitched	chr4	3440128	3454902	4	13360	19987.7446	1308.9764	696	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	697	1
2_MACS_peak_20613_lociStitched	chr22	20135346	20149405	2	13072	19793.6661	1157.0557	698	1
2_MACS_peak_18574_lociStitched	chr20	3650483	3663580	2	13094	19805.2834	1202.3046	699	1
3_MACS_peak_20750_lociStitched	chr22	23723020	23737626	3	14303	19945.9536	1419.7032	700	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	701	1
3_MACS_peak_11289_lociStitched	chr17	7163845	7179365	3	14612	20104.608	1718.064	702	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	703	1
2_MACS_peak_28718_lociStitched	chr9	133980245	133996352	2	16087	19953.3516	1615.5321	704	1
4_MACS_peak_22891_lociStitched	chr3	184092945	184107608	4	13919	20627.9084	2306.4899	705	1
1_MACS_peak_9385_lociStitched	chr16	1381805	1392016	1	10212	19281.4313	968.0028	706	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	707	1
5_MACS_peak_25295_lociStitched	chr7	1016438	1029214	5	12292	19105.2304	836.828	708	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	709	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	710	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	711	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	712	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	713	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	714	1
3_MACS_peak_4054_lociStitched	chr1	205489924	205504917	3	14129	20838.7707	2718.2309	715	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	716	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	717	1
4_MACS_peak_22005_lociStitched	chr22	46271905	46285698	4	13374	19288.1312	1227.577	718	1
9_MACS_peak_11385_lociStitched	chr17	7937532	7955922	9	15821	20085.558	2044.968	719	0
4_MACS_peak_20705_lociStitched	chr22	21557733	21577709	4	18503	21324.38	3290.0472	720	0
6_MACS_peak_16567_lociStitched	chr19	45713834	45732245	6	15906	19766.0496	1745.3628	721	0
13_MACS_peak_21642_lociStitched	chr22	44319774	44345390	13	19971	20638.8112	2623.0784	722	0
1_MACS_peak_13191_lociStitched	chr17	77037056	77047797	1	10742	19178.0555	1209.4366	723	0
4_MACS_peak_21688_lociStitched	chr22	44775575	44793342	4	16903	19495.7291	1527.962	724	0
5_MACS_peak_17600_lociStitched	chr19	56267952	56286419	5	17579	21139.1749	3187.4042	725	0
8_MACS_peak_28732_lociStitched	chr9	134653046	134673651	8	18432	19980.6685	2058.4395	726	0
5_MACS_peak_22023_lociStitched	chr22	46390523	46406337	5	15032	19542.9412	1627.2606	727	0
9_MACS_peak_2424_lociStitched	chr1	21018160	21039078	9	17487	20108.4734	2221.4916	728	0
10_MACS_peak_12119_lociStitched	chr17	43040969	43058839	10	15899	20028.696	2147.974	729	0
4_MACS_peak_4064_lociStitched	chr1	205626754	205644780	4	16415	21103.0382	3242.8774	730	0
2_MACS_peak_1106_lociStitched	chr1	7689929	7705774	2	14980	19178.788	1351.5785	731	0
1_MACS_peak_14481_lociStitched	chr19	7036662	7053220	1	16559	21520.4326	3694.0898	732	0
7_MACS_peak_12466_lociStitched	chr17	59474889	59490963	7	13330	19348.2738	1528.6374	733	0
4_MACS_peak_29466_lociStitched	chr9	138606943	138624638	4	16835	19089.366	1272.2705	734	0
7_MACS_peak_8958_lociStitched	chr15	74615760	74636325	7	18796	19929.5415	2149.0425	735	0
6_MACS_peak_9094_lociStitched	chr15	78152603	78169023	6	14795	19183.486	1520.492	736	0
5_MACS_peak_20290_lociStitched	chr21	45966011	45980138	5	13235	19356.8154	1702.3035	737	0
2_MACS_peak_29637_lociStitched	chr9	140259971	140274398	2	14353	18897.9273	1298.43	738	0
3_MACS_peak_13069_lociStitched	chr17	75848492	75865804	3	16876	19924.3808	2338.8512	739	0
7_MACS_peak_19701_lociStitched	chr20	60497086	60516653	7	16419	19365.4599	1786.4671	740	0
4_MACS_peak_26228_lociStitched	chr7	150703609	150719485	4	14156	20380.0212	2808.4644	741	0
3_MACS_peak_25586_lociStitched	chr7	5628088	5640322	3	11656	18864.828	1294.3572	742	0
2_MACS_peak_26747_lociStitched	chr7	157634730	157650889	2	15552	19599.2511	2061.8884	743	0
1_MACS_peak_13468_lociStitched	chr17	79149640	79160345	1	10706	18352.652	827.4965	744	0
2_MACS_peak_20603_lociStitched	chr22	19974893	19987929	2	12792	18722.3032	1204.5264	745	0
3_MACS_peak_8928_lociStitched	chr15	74509876	74527817	3	17669	19239.9284	1729.5124	746	0
10_MACS_peak_9533_lociStitched	chr16	3224449	3242878	10	15591	19352.2929	1842.9	747	0
6_MACS_peak_13083_lociStitched	chr17	75910058	75928157	6	16953	19436.5161	1960.1217	748	0
2_MACS_peak_7333_lociStitched	chr12	3411915	3425073	2	12361	18446.2002	1014.4818	749	0
6_MACS_peak_12244_lociStitched	chr17	45941706	45959608	6	16576	19318.0482	1931.6258	750	0
7_MACS_peak_24921_lociStitched	chr6	33760296	33778399	7	17208	19200.0418	1826.5927	751	0
5_MACS_peak_180_lociStitched	chr1	2128256	2142833	5	13885	18896.1651	1533.5004	752	0
3_MACS_peak_6771_lociStitched	chr11	75141338	75157460	3	15439	18891.7596	1555.773	753	0
5_MACS_peak_20486_lociStitched	chr21	47449740	47463753	5	12925	18970.7994	1701.1782	754	0
3_MACS_peak_20057_lociStitched	chr21	43076810	43092397	3	14796	19225.0058	1977.9903	755	0
3_MACS_peak_11661_lociStitched	chr17	21313328	21330657	3	15968	20269.7313	3044.7053	756	0
9_MACS_peak_857_lociStitched	chr1	6532216	6548769	9	15060	18885.3177	1706.6143	757	0
6_MACS_peak_14297_lociStitched	chr19	5770242	5786402	6	14767	19485.728	2318.96	758	0
9_MACS_peak_25383_lociStitched	chr7	1548772	1567993	9	17344	18805.8264	1654.9281	759	0
7_MACS_peak_23102_lociStitched	chr4	2057674	2076436	7	17087	18473.0652	1322.721	760	0
5_MACS_peak_9852_lociStitched	chr16	31007335	31024135	5	14997	18913.44	1772.4	761	0
3_MACS_peak_11839_lociStitched	chr17	36694978	36707871	3	11894	18366.0785	1229.9922	762	0
2_MACS_peak_20527_lociStitched	chr22	18760858	18775689	2	14755	19622.8961	2516.8207	763	0
3_MACS_peak_4773_lociStitched	chr10	102840756	102855397	3	13946	18501.8317	1414.3206	764	0
1_MACS_peak_4035_lociStitched	chr1	204976543	204991763	1	15221	19350.708	2273.868	765	0
2_MACS_peak_185_lociStitched	chr1	2143845	2158732	2	14538	18500.0749	1444.039	766	0
4_MACS_peak_17103_lociStitched	chr19	49853547	49870318	4	16239	18547.0489	1516.0984	767	0
5_MACS_peak_379_lociStitched	chr1	3220113	3235972	5	14539	18382.1669	1357.5304	768	0
1_MACS_peak_4904_lociStitched	chr10	126736861	126752540	1	15680	18902.6024	1881.48	769	0
7_MACS_peak_9806_lociStitched	chr16	29262083	29280457	7	17538	18328.065	1308.2288	770	0
6_MACS_peak_16573_lociStitched	chr19	45733666	45750724	6	16355	18620.5128	1629.039	771	0
8_MACS_peak_11860_lociStitched	chr17	37367367	37385026	8	15407	18662.0312	1689.9663	772	0
8_MACS_peak_27612_lociStitched	chr8	142732008	142751156	8	17114	18449.098	1506.9476	773	0
5_MACS_peak_20127_lociStitched	chr21	43841130	43860277	5	17811	20288.1612	3348.8103	774	0
2_MACS_peak_5724_lociStitched	chr11	46402400	46414708	2	12241	18178.916	1249.262	775	0
9_MACS_peak_21709_lociStitched	chr22	44832503	44851029	9	16925	18388.9076	1463.554	776	0
5_MACS_peak_7478_lociStitched	chr12	52397882	52411379	5	12795	18250.6434	1340.2521	777	0
8_MACS_peak_24065_lociStitched	chr5	488252	505322	8	14844	18072.009	1172.709	778	0
3_MACS_peak_7440_lociStitched	chr12	50353346	50367546	3	13721	18644.6	1756.54	779	0
12_MACS_peak_21881_lociStitched	chr22	45384627	45405207	12	16997	18678.408	1817.214	780	0
5_MACS_peak_4135_lociStitched	chr1	228191931	228205716	5	13012	18540.825	1710.7185	781	0
11_MACS_peak_8506_lociStitched	chr14	105037088	105057745	11	16725	17517.136	758.1119	782	0
5_MACS_peak_21060_lociStitched	chr22	30833881	30850226	5	15371	18790.212	2059.47	783	0
4_MACS_peak_25396_lociStitched	chr7	1620223	1633910	4	13223	17914.9143	1190.769	784	0
6_MACS_peak_4407_lociStitched	chr10	71409561	71428388	6	17976	18685.7975	1961.7734	785	0
7_MACS_peak_29213_lociStitched	chr9	137769670	137787132	7	15886	18209.3736	1508.7168	786	0
2_MACS_peak_18775_lociStitched	chr20	34958376	34973101	2	14684	17954.1925	1273.7125	787	0
1_MACS_peak_20005_lociStitched	chr21	38071581	38082369	1	10789	17832.564	1160.7888	788	0
2_MACS_peak_14155_lociStitched	chr19	4772390	4789121	2	16721	18865.8756	2226.8961	789	0
5_MACS_peak_12873_lociStitched	chr17	72846504	72859517	5	11717	18034.7167	1413.2118	790	0
4_MACS_peak_20060_lociStitched	chr21	43098234	43114179	4	15244	18866.124	2249.8395	791	0
2_MACS_peak_19842_lociStitched	chr20	61972277	61984482	2	11364	17544.6875	931.2415	792	0
3_MACS_peak_29295_lociStitched	chr9	137993057	138009617	3	15333	17697.672	1099.584	793	0
2_MACS_peak_13342_lociStitched	chr17	77827805	77840866	2	12977	18033.3227	1462.832	794	0
1_MACS_peak_25630_lociStitched	chr7	27190752	27200419	1	9668	17634.5414	1073.037	795	0
6_MACS_peak_15554_lociStitched	chr19	18492546	18510199	6	16978	18728.0677	2174.8496	796	0
6_MACS_peak_22716_lociStitched	chr3	50545768	50562932	6	16409	18271.078	1724.982	797	0
2_MACS_peak_16545_lociStitched	chr19	45349323	45360396	2	10988	17497.5546	965.5656	798	0
2_MACS_peak_13473_lociStitched	chr17	79304285	79314778	2	10310	17679.6557	1150.0328	799	0
3_MACS_peak_5477_lociStitched	chr11	1916910	1933309	3	16269	18152.0531	1633.3404	800	0
5_MACS_peak_291_lociStitched	chr1	2815635	2831713	5	15552	17402.8272	910.0148	801	0
4_MACS_peak_223_lociStitched	chr1	2518426	2531765	4	11660	17463.4188	1009.7623	802	0
8_MACS_peak_21744_lociStitched	chr22	44966205	44983944	8	15929	17934.129	1490.076	803	0
6_MACS_peak_6051_lociStitched	chr11	66126116	66141485	6	13474	17998.6359	1593.7653	804	0
7_MACS_peak_27560_lociStitched	chr8	142603200	142621829	7	17873	17684.5097	1279.8123	805	0
4_MACS_peak_20210_lociStitched	chr21	44897227	44913868	4	16158	18702.8199	2308.1067	806	0
3_MACS_peak_5189_lociStitched	chr10	135007920	135021432	3	13258	17158.8888	770.184	807	0
14_MACS_peak_21908_lociStitched	chr22	45435765	45458465	14	19168	18348.41	2008.95	808	0
9_MACS_peak_8994_lociStitched	chr15	75978745	75996680	9	16271	18135.872	1820.4025	809	0
7_MACS_peak_5960_lociStitched	chr11	64364492	64380164	7	14456	17541.6696	1233.3864	810	0
5_MACS_peak_28835_lociStitched	chr9	135412435	135428798	5	14819	17802.944	1497.2145	811	0
2_MACS_peak_28930_lociStitched	chr9	136074296	136087140	2	12844	17267.4736	982.566	812	0
6_MACS_peak_12275_lociStitched	chr17	47035156	47052227	6	15292	18001.3695	1737.8278	813	0
6_MACS_peak_12290_lociStitched	chr17	47079625	47094156	6	13583	17880.3955	1631.8313	814	0
3_MACS_peak_8028_lociStitched	chr13	113694721	113709091	3	14146	17736.891	1490.169	815	0
1_MACS_peak_96_lociStitched	chr1	1383487	1396588	1	13102	17594.643	1361.1939	816	0
2_MACS_peak_5341_lociStitched	chr11	1149992	1161697	2	11699	17343.2985	1129.5325	817	0
7_MACS_peak_24461_lociStitched	chr5	176042152	176060644	7	14514	18038.946	1893.5808	818	0
4_MACS_peak_12035_lociStitched	chr17	41782000	41798405	4	15119	18114.401	2009.6125	819	0
4_MACS_peak_4742_lociStitched	chr10	102561245	102577636	4	15706	17736.7011	1645.6564	820	0
5_MACS_peak_6297_lociStitched	chr11	69531502	69549026	5	15927	17785.1076	1713.8472	821	0
6_MACS_peak_79_lociStitched	chr1	1214423	1227436	6	11613	17330.7134	1275.274	822	0
3_MACS_peak_3533_lociStitched	chr1	46950207	46960769	3	10138	17114.6648	1063.5934	823	0
5_MACS_peak_19876_lociStitched	chr20	62274153	62287645	5	12403	17272.4584	1241.264	824	0
5_MACS_peak_13229_lociStitched	chr17	77306027	77322754	5	15765	17357.6079	1331.4692	825	0
8_MACS_peak_21692_lociStitched	chr22	44794609	44810925	8	13863	17043.6936	1081.7508	826	0
6_MACS_peak_21792_lociStitched	chr22	45117444	45135252	6	16228	17450.0592	1490.5296	827	0
6_MACS_peak_1259_lociStitched	chr1	9256600	9271162	6	13531	17456.9256	1512.9918	828	0
6_MACS_peak_2608_lociStitched	chr1	22986501	23004991	6	17765	17689.383	1760.248	829	0
3_MACS_peak_15597_lociStitched	chr19	18994268	19008718	3	13767	17329.885	1408.875	830	0
2_MACS_peak_20498_lociStitched	chr21	47495196	47505976	2	10218	17514.266	1647.184	831	0
5_MACS_peak_4481_lociStitched	chr10	72663074	72679856	5	15437	17886.2556	2020.5528	832	0
4_MACS_peak_16628_lociStitched	chr19	46366767	46381548	4	14176	17568.6966	1705.7274	833	0
10_MACS_peak_13990_lociStitched	chr19	3132082	3150118	10	15786	17934.9984	2084.9616	834	0
5_MACS_peak_28713_lociStitched	chr9	133960011	133974830	5	13465	17450.8544	1601.9339	835	0
4_MACS_peak_29112_lociStitched	chr9	137205030	137217418	4	12125	17043.4104	1222.6956	836	0
8_MACS_peak_5156_lociStitched	chr10	134902582	134920619	8	16263	17147.7759	1338.3454	837	0
3_MACS_peak_5370_lociStitched	chr11	1416561	1430358	3	13206	16801.9866	996.1434	838	0
3_MACS_peak_22063_lociStitched	chr22	46844972	46862680	3	16496	17268.8416	1480.3888	839	0
6_MACS_peak_23865_lociStitched	chr4	8777469	8793925	6	15522	17033.6056	1272.0488	840	0
6_MACS_peak_28223_lociStitched	chr9	96708676	96723252	6	13536	16896.4992	1148.5888	841	0
2_MACS_peak_3882_lociStitched	chr1	180197533	180206906	2	9023	17179.7717	1436.8809	842	0
2_MACS_peak_12391_lociStitched	chr17	48263109	48276366	2	12434	17305.6878	1573.6059	843	0
3_MACS_peak_28379_lociStitched	chr9	129427022	129440628	3	13014	17057.8422	1330.6668	844	0
2_MACS_peak_5846_lociStitched	chr11	61634631	61647809	2	12906	17153.8026	1427.1774	845	0
5_MACS_peak_11495_lociStitched	chr17	16733468	16749987	5	15305	17622.4692	1911.2483	846	0
6_MACS_peak_14570_lociStitched	chr19	8085424	8103905	6	16293	18002.3421	2326.7579	847	0
5_MACS_peak_14262_lociStitched	chr19	5484465	5499837	5	15135	17207.4168	1561.7952	848	0
