REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam	37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
3_MACS_peak_29083_lociStitched	chr9	137095805	137103895	3	7137	7032.637	830.034
2_MACS_peak_20011_lociStitched	chr21	40140078	40148162	2	7833	9835.8028	1381.5556
5_MACS_peak_21249_lociStitched	chr22	37393199	37401283	5	6884	6953.0484	653.9956
5_MACS_peak_9509_lociStitched	chr16	3117954	3126035	5	6359	6371.0604	777.3922
2_MACS_peak_10876_lociStitched	chr17	170236	178317	2	7663	8757.379700000001	562.4376
5_MACS_peak_12103_lociStitched	chr17	42833448	42841519	5	7460	8531.046999999999	762.7095
4_MACS_peak_12991_lociStitched	chr17	74933513	74941581	4	7008	6464.8884	860.0488
5_MACS_peak_29717_lociStitched	chr9	140990629	140998696	5	6491	6669.7955999999995	605.025
4_MACS_peak_2763_lociStitched	chr1	27315782	27323845	4	6670	9094.2577	800.6559
6_MACS_peak_6057_lociStitched	chr11	66144265	66152318	6	5210	5505.0307999999995	890.6618000000001
4_MACS_peak_6328_lociStitched	chr11	69600142	69608195	4	7621	7081.8081999999995	656.3195000000001
5_MACS_peak_15475_lociStitched	chr19	17917017	17925070	5	7221	7438.5561	864.0869
7_MACS_peak_10563_lociStitched	chr16	87608582	87616634	7	5684	5452.8144	266.52119999999996
6_MACS_peak_1399_lociStitched	chr1	11012317	11020362	6	7431	6655.628500000001	806.9135
2_MACS_peak_20322_lociStitched	chr21	46101259	46109297	2	8008	8988.895400000001	894.6293999999999
4_MACS_peak_7281_lociStitched	chr12	3225137	3233173	4	7500	7878.4944000000005	831.726
1_MACS_peak_12903_lociStitched	chr17	72996995	73005030	1	8036	10067.0515	918.4005
3_MACS_peak_27044_lociStitched	chr8	1807057	1815088	3	7889	8339.3904	713.1528000000001
4_MACS_peak_2217_lociStitched	chr1	19174067	19182097	4	7688	8340.761	913.011
4_MACS_peak_7589_lociStitched	chr12	52939890	52947916	4	7458	7171.231	728.7608
4_MACS_peak_26262_lociStitched	chr7	151413055	151421076	4	7422	7396.1641	1155.024
6_MACS_peak_2748_lociStitched	chr1	26664153	26672169	6	5676	6005.5872	808.0128
4_MACS_peak_6558_lociStitched	chr11	70578331	70586340	4	6374	6897.3508	627.1047
4_MACS_peak_15109_lociStitched	chr19	14488589	14496593	4	7121	7770.2832	614.7072
4_MACS_peak_19646_lociStitched	chr20	60334808	60342812	4	7222	7225.2108	683.5416
1_MACS_peak_3898_lociStitched	chr1	200004374	200012375	1	8002	13032.8289	1377.7721999999999
7_MACS_peak_17554_lociStitched	chr19	56039812	56047812	7	6118	6120.0	558.4
3_MACS_peak_24165_lociStitched	chr5	1389091	1397087	3	7601	9148.2236	997.9008
3_MACS_peak_16251_lociStitched	chr19	41100777	41108763	3	7162	12365.5224	736.3092
5_MACS_peak_5120_lociStitched	chr10	134807147	134815130	5	6899	6501.3552	630.657
2_MACS_peak_28412_lociStitched	chr9	130981607	130989582	2	7850	9622.634999999998	870.87
5_MACS_peak_10810_lociStitched	chr16	89695940	89703912	5	6758	6568.928	458.39000000000004
5_MACS_peak_21835_lociStitched	chr22	45241335	45249306	5	6262	6589.6257	522.1005
5_MACS_peak_21573_lociStitched	chr22	43733021	43740983	5	6841	7179.3354	614.6664000000001
5_MACS_peak_19049_lociStitched	chr20	49029826	49037784	5	6820	7244.9632	643.8022
5_MACS_peak_2022_lociStitched	chr1	18521633	18529583	5	6475	6923.655	748.8900000000001
4_MACS_peak_15448_lociStitched	chr19	17765355	17773304	4	7038	7668.4003	775.8224
2_MACS_peak_7024_lociStitched	chr11	119493565	119501513	2	7934	8922.4248	665.2475999999999
4_MACS_peak_2660_lociStitched	chr1	23150744	23158687	4	7507	7275.7880000000005	712.4871
2_MACS_peak_6947_lociStitched	chr11	117742400	117750340	2	7474	9978.992	805.116
1_MACS_peak_21345_lociStitched	chr22	38197208	38205146	1	7939	13328.6958	885.8808
4_MACS_peak_20542_lociStitched	chr22	18901986	18909915	4	6931	7530.1713	848.403
3_MACS_peak_25306_lociStitched	chr7	1236722	1244650	3	7526	7102.6952	700.0424
5_MACS_peak_12078_lociStitched	chr17	42442101	42450028	5	6979	6755.3894	961.5451
4_MACS_peak_15378_lociStitched	chr19	17392213	17400139	4	6010	6993.1098	1039.8912
5_MACS_peak_25579_lociStitched	chr7	5608680	5616604	5	6656	6514.3204000000005	786.8532
3_MACS_peak_13496_lociStitched	chr17	79606981	79614900	3	6523	7675.8867	721.4209
5_MACS_peak_16865_lociStitched	chr19	48322648	48330558	5	7208	8187.641	785.463
5_MACS_peak_25993_lociStitched	chr7	100896837	100904746	5	5537	6139.7567	666.7287
3_MACS_peak_6119_lociStitched	chr11	66750270	66758173	3	7263	7271.5503	808.4769
2_MACS_peak_22974_lociStitched	chr3	195494621	195502523	2	6965	7604.8848	1129.9859999999999
3_MACS_peak_244_lociStitched	chr1	2684206	2692107	3	7423	10188.3395	1561.2376
5_MACS_peak_23655_lociStitched	chr4	7979995	7987881	5	6809	6724.3922	566.2148
2_MACS_peak_23964_lociStitched	chr4	55092725	55100611	2	7631	10913.435399999998	876.1346
2_MACS_peak_17520_lociStitched	chr19	55861947	55869826	2	7126	10241.9121	826.5070999999999
3_MACS_peak_15588_lociStitched	chr19	18908061	18915937	3	7129	8153.235199999999	886.0500000000001
2_MACS_peak_25893_lociStitched	chr7	100292000	100299875	2	7795	7864.7625	1145.8125
4_MACS_peak_22618_lociStitched	chr3	48605653	48613525	4	7487	7754.7072	754.1376
1_MACS_peak_15122_lociStitched	chr19	14582875	14590744	1	7870	10648.3308	656.2746
5_MACS_peak_17478_lociStitched	chr19	55420305	55428146	5	5181	5934.0688	739.4063
5_MACS_peak_18918_lociStitched	chr20	44825110	44832949	5	6804	6424.8444	829.3662
3_MACS_peak_2501_lociStitched	chr1	22464623	22472461	3	6961	8408.6064	739.9072
2_MACS_peak_20760_lociStitched	chr22	23789448	23797283	2	7426	9215.527	669.109
7_MACS_peak_15772_lociStitched	chr19	33751127	33758957	7	6218	6128.540999999999	767.34
6_MACS_peak_2854_lociStitched	chr1	29762437	29770253	6	6653	5840.1152	726.888
5_MACS_peak_315_lociStitched	chr1	2914502	2922307	5	7003	6775.5205	537.7645
6_MACS_peak_2307_lociStitched	chr1	20583081	20590867	6	5151	5607.477199999999	664.9244
2_MACS_peak_5489_lociStitched	chr11	2090836	2098617	2	7645	8671.924500000001	614.699
5_MACS_peak_14586_lociStitched	chr19	8141822	8149603	5	5734	5678.5738	869.1377
6_MACS_peak_4736_lociStitched	chr10	102544070	102551847	6	6159	5683.4316	875.6902
1_MACS_peak_22281_lociStitched	chr22	50496927	50504702	1	7776	9894.465	736.2925
2_MACS_peak_5258_lociStitched	chr11	305020	312786	2	7640	9451.222	762.6211999999999
3_MACS_peak_27969_lociStitched	chr8	144341201	144348952	3	7493	7782.004	688.2888
7_MACS_peak_16689_lociStitched	chr19	46729305	46737054	7	6295	5984.5527	675.7128
1_MACS_peak_12401_lociStitched	chr17	48350847	48358595	1	7749	8329.1	690.3468
4_MACS_peak_27803_lociStitched	chr8	143602086	143609821	4	6944	6635.083	513.604
5_MACS_peak_6679_lociStitched	chr11	71049441	71057171	5	5756	6455.322999999999	756.767
1_MACS_peak_2780_lociStitched	chr1	29136666	29144395	1	7730	10244.789499999999	1014.8177
5_MACS_peak_20830_lociStitched	chr22	25212252	25219981	5	5559	6365.6044	678.6062000000001
4_MACS_peak_21811_lociStitched	chr22	45175215	45182943	4	6405	6751.9536	576.5088
4_MACS_peak_18302_lociStitched	chr2	233384036	233391762	4	6768	7362.1053999999995	272.7278
5_MACS_peak_24055_lociStitched	chr5	398906	406632	5	5592	5827.721799999999	639.7128
2_MACS_peak_24062_lociStitched	chr5	473313	481039	2	7408	10114.1066	736.2878
4_MACS_peak_14718_lociStitched	chr19	9994914	10002639	4	6864	6713.7975	766.3199999999999
2_MACS_peak_29387_lociStitched	chr9	138290891	138298615	2	7226	7639.036	492.01880000000006
5_MACS_peak_26896_lociStitched	chr7	158799934	158807654	5	7088	6522.628	1137.156
5_MACS_peak_6456_lociStitched	chr11	70242005	70249724	5	6208	6535.6773	726.3579
4_MACS_peak_19483_lociStitched	chr20	58063382	58071096	4	5938	6426.533399999999	645.6618
5_MACS_peak_6377_lociStitched	chr11	69820725	69828436	5	6105	6115.5941	805.0284
5_MACS_peak_6672_lociStitched	chr11	71032789	71040500	5	6613	6515.0239	691.6767
5_MACS_peak_6196_lociStitched	chr11	68733546	68741256	5	6194	6108.633	804.9240000000001
6_MACS_peak_28097_lociStitched	chr8	145859476	145867186	6	5119	5546.5740000000005	656.121
3_MACS_peak_4608_lociStitched	chr10	73539338	73547038	3	6672	8945.09	769.23
2_MACS_peak_19115_lociStitched	chr20	55838090	55845787	2	6850	7525.3569	635.7722
2_MACS_peak_17863_lociStitched	chr2	45159655	45167347	2	7518	10561.8852	546.9012
3_MACS_peak_13131_lociStitched	chr17	76436193	76443870	3	7623	6734.2644	831.4191
3_MACS_peak_25370_lociStitched	chr7	1421239	1428907	3	7238	6989.382	565.8984
2_MACS_peak_27091_lociStitched	chr8	1953146	1960811	2	7430	8485.155	919.8
4_MACS_peak_27527_lociStitched	chr8	142496751	142504413	4	6594	7124.1276	540.1709999999999
3_MACS_peak_29439_lociStitched	chr9	138503820	138511475	3	7338	7367.1720000000005	475.37550000000005
3_MACS_peak_9469_lociStitched	chr16	2885266	2892916	3	6501	7955.235000000001	864.45
3_MACS_peak_9181_lociStitched	chr15	85803974	85811622	3	6844	5514.9728	519.2992
5_MACS_peak_14797_lociStitched	chr19	10186169	10193813	5	6327	5861.4192	688.7244
4_MACS_peak_21928_lociStitched	chr22	45477323	45484965	4	6402	6339.039	654.1551999999999
1_MACS_peak_28122_lociStitched	chr8	146044670	146052311	1	7642	12288.2562	1010.1402
3_MACS_peak_13771_lociStitched	chr19	497351	504989	3	6546	7398.1668	759.981
3_MACS_peak_20389_lociStitched	chr21	46642532	46650158	3	6857	6968.6388	928.8468
7_MACS_peak_1505_lociStitched	chr1	11664448	11672061	7	6169	6214.4919	772.7195
2_MACS_peak_5729_lociStitched	chr11	47362763	47370373	2	7591	8288.812	901.024
2_MACS_peak_4461_lociStitched	chr10	71651023	71658626	2	7453	7155.183300000001	627.2475000000001
4_MACS_peak_18635_lociStitched	chr20	30549667	30557269	4	6639	5947.8048	780.7254
4_MACS_peak_29791_lociStitched	chrX	152763150	152770747	4	6861	6630.6616	353.2605
1_MACS_peak_24534_lociStitched	chr5	176516414	176524009	1	7596	9821.0945	746.5885
4_MACS_peak_23686_lociStitched	chr4	8068788	8076381	4	6737	6280.1703	632.4969
2_MACS_peak_22997_lociStitched	chr3	197808154	197815746	2	7172	6566.3208	1224.5896
6_MACS_peak_16911_lociStitched	chr19	48488905	48496496	6	5285	5443.5061	765.9319
4_MACS_peak_22288_lociStitched	chr22	50547003	50554588	4	7223	7486.3949999999995	696.303
1_MACS_peak_23256_lociStitched	chr4	4866938	4874522	1	7585	11355.523200000001	656.016
4_MACS_peak_26421_lociStitched	chr7	155192044	155199627	4	6468	6365.1702000000005	757.5417
1_MACS_peak_20426_lociStitched	chr21	46975906	46983488	1	7583	12150.155	1285.9072
3_MACS_peak_14007_lociStitched	chr19	3175905	3183483	3	7285	9238.3398	954.828
2_MACS_peak_14401_lociStitched	chr19	6329840	6337418	2	7412	7835.652	1087.443
7_MACS_peak_18813_lociStitched	chr20	36530674	36538252	7	6111	5296.2642	625.1850000000001
7_MACS_peak_6905_lociStitched	chr11	117533927	117541502	7	5429	5348.7074999999995	816.585
5_MACS_peak_11675_lociStitched	chr17	21408463	21416036	5	6094	6707.4061	1051.1324
2_MACS_peak_22805_lociStitched	chr3	128146947	128154519	2	7141	8460.1956	618.6324
4_MACS_peak_26437_lociStitched	chr7	155241810	155249380	4	6500	6808.458	726.72
2_MACS_peak_14582_lociStitched	chr19	8124536	8132103	2	7347	7994.5355	1160.7778
2_MACS_peak_28012_lociStitched	chr8	144798745	144806311	2	7540	9340.226999999999	708.1776
6_MACS_peak_6912_lociStitched	chr11	117543924	117551489	6	5977	6176.8225	705.8145
3_MACS_peak_16345_lociStitched	chr19	41722552	41730116	3	7555	8042.801199999999	720.8492
5_MACS_peak_23086_lociStitched	chr4	1670935	1678499	5	5651	6373.4264	681.5164
1_MACS_peak_27426_lociStitched	chr8	86784020	86791584	1	7565	8737.1764	2256.3412000000003
3_MACS_peak_302_lociStitched	chr1	2862350	2869908	3	7206	8943.3814	485.9794
4_MACS_peak_11792_lociStitched	chr17	35040931	35048485	4	6022	6346.8708	813.5658000000001
7_MACS_peak_19501_lociStitched	chr20	58174839	58182390	7	6281	6412.3092	404.7336
5_MACS_peak_26639_lociStitched	chr7	157316725	157324269	5	5257	5470.908799999999	1108.9679999999998
3_MACS_peak_14501_lociStitched	chr19	7573228	7580771	3	6457	7570.1548	1180.4795
2_MACS_peak_28000_lociStitched	chr8	144741214	144748757	2	7129	8032.5407	641.1550000000001
4_MACS_peak_21137_lociStitched	chr22	36942842	36950384	4	5888	6632.4348	819.8154000000001
2_MACS_peak_18903_lociStitched	chr20	44776247	44783786	2	6683	6938.8956	896.3871
1_MACS_peak_11713_lociStitched	chr17	27038561	27046094	1	7534	10356.3684	778.1589
7_MACS_peak_19574_lociStitched	chr20	60095304	60102837	7	5587	5781.577499999999	467.046
2_MACS_peak_6221_lociStitched	chr11	68919713	68927239	2	7312	8386.974400000001	575.739
4_MACS_peak_28362_lociStitched	chr9	129307772	129315296	4	6573	6483.4308	635.778
4_MACS_peak_1553_lociStitched	chr1	11955640	11963163	4	6204	7431.2194	833.5484
4_MACS_peak_2325_lociStitched	chr1	20633490	20641013	4	6259	6943.729	754.5569
3_MACS_peak_6652_lociStitched	chr11	70958505	70966025	3	7287	7612.496	500.08000000000004
4_MACS_peak_21780_lociStitched	chr22	45083393	45090913	4	7154	6919.152	691.84
3_MACS_peak_18494_lociStitched	chr2	242497620	242505139	3	7007	7594.9419	340.6107
2_MACS_peak_20711_lociStitched	chr22	21609865	21617383	2	7125	5850.5076	1856.1942000000001
5_MACS_peak_24974_lociStitched	chr6	33942150	33949668	5	6636	7102.2546	687.8969999999999
5_MACS_peak_8521_lociStitched	chr14	105098291	105105802	5	5570	6361.0659	321.4708
4_MACS_peak_3243_lociStitched	chr1	32179989	32187492	4	7152	6960.5331	882.3528
4_MACS_peak_25070_lociStitched	chr6	41494953	41502455	4	6161	6046.612	1090.7908
6_MACS_peak_17291_lociStitched	chr19	51252926	51260419	6	6906	6450.7237	797.2552
2_MACS_peak_7098_lociStitched	chr11	124708008	124715499	2	7337	10628.9799	886.1853
4_MACS_peak_17041_lociStitched	chr19	49253308	49260795	4	6638	6330.2585	795.1194
4_MACS_peak_19720_lociStitched	chr20	60672220	60679705	4	7229	7131.708	544.1595
1_MACS_peak_20651_lociStitched	chr22	20609423	20616905	1	7483	8287.811399999999	1345.2636
5_MACS_peak_6499_lociStitched	chr11	70381912	70389391	5	5799	6194.107800000001	360.4878
3_MACS_peak_9860_lociStitched	chr16	31154095	31161567	3	7383	6665.7712	700.8736
4_MACS_peak_11566_lociStitched	chr17	19007155	19014625	4	6900	6404.031	882.954
7_MACS_peak_23691_lociStitched	chr4	8078869	8086338	7	6193	5739.9265	543.7432
4_MACS_peak_2488_lociStitched	chr1	21976072	21983535	4	6086	6337.5796	663.4607000000001
4_MACS_peak_17581_lociStitched	chr19	56094588	56102051	4	7034	6883.1249	741.8222000000001
4_MACS_peak_8694_lociStitched	chr15	23202743	23210204	4	6086	7625.142	954.2619000000001
4_MACS_peak_23478_lociStitched	chr4	7367588	7375042	4	6287	6700.4006	543.3966
3_MACS_peak_5544_lociStitched	chr11	2356862	2364311	3	6499	6070.9349999999995	738.9408
6_MACS_peak_23350_lociStitched	chr4	6556877	6564324	6	6251	6543.6789	556.2909
6_MACS_peak_16114_lociStitched	chr19	39020533	39027978	6	6111	5941.110000000001	885.2105
4_MACS_peak_19160_lociStitched	chr20	56295352	56302795	4	6802	6341.436	713.0394
3_MACS_peak_3708_lociStitched	chr1	154538463	154545894	3	6694	7504.5669	1465.3932
2_MACS_peak_17029_lociStitched	chr19	49215965	49223394	2	6936	7285.6203000000005	777.0734
6_MACS_peak_7919_lociStitched	chr12	133058373	133065799	6	5395	5315.5307999999995	264.3656
3_MACS_peak_9104_lociStitched	chr15	78208053	78215477	3	6598	6832.3072	899.7888
5_MACS_peak_8807_lociStitched	chr15	65664338	65671759	5	5839	7889.2651	910.5567
4_MACS_peak_6633_lociStitched	chr11	70904950	70912370	4	6075	5660.718	580.986
4_MACS_peak_26249_lociStitched	chr7	151130104	151137523	4	6590	7329.972	957.7928999999999
3_MACS_peak_21531_lociStitched	chr22	43592894	43600308	3	6844	6613.2880000000005	721.3822
4_MACS_peak_13091_lociStitched	chr17	75936004	75943416	4	7137	7540.968800000001	810.1315999999999
5_MACS_peak_22151_lociStitched	chr22	49335064	49342473	5	6957	6096.8661	466.767
2_MACS_peak_29081_lociStitched	chr9	137033831	137041235	2	7262	11124.51	610.0896
4_MACS_peak_26043_lociStitched	chr7	101042670	101050071	4	6740	7087.9377	660.9093
4_MACS_peak_16372_lociStitched	chr19	42186255	42193654	4	6829	5754.9422	659.9908
3_MACS_peak_9221_lociStitched	chr15	96897586	96904981	3	5939	5512.972500000001	746.1555000000001
5_MACS_peak_2299_lociStitched	chr1	20562339	20569722	5	5575	5643.5652	682.1891999999999
2_MACS_peak_18231_lociStitched	chr2	219919069	219926439	2	6802	11660.077000000001	727.419
5_MACS_peak_28035_lociStitched	chr8	144973548	144980916	5	6225	5589.3648	832.5840000000001
5_MACS_peak_22227_lociStitched	chr22	50079355	50086718	5	6640	6086.9920999999995	476.38609999999994
3_MACS_peak_6135_lociStitched	chr11	66806498	66813857	3	6160	6773.2236	718.9743
3_MACS_peak_26471_lociStitched	chr7	155357428	155364787	3	5869	6556.1331	794.0360999999999
4_MACS_peak_11173_lociStitched	chr17	6361578	6368935	4	5954	6466.0673	695.2365
1_MACS_peak_11881_lociStitched	chr17	38211577	38218928	1	7352	9088.776399999999	863.7425
3_MACS_peak_26138_lociStitched	chr7	127988685	127996029	3	6745	7838.2512	1155.2112
3_MACS_peak_22084_lociStitched	chr22	46942301	46949643	3	6916	6802.363	764.3022
2_MACS_peak_7494_lociStitched	chr12	52512973	52520310	2	7238	8187.358299999999	833.4832
2_MACS_peak_4519_lociStitched	chr10	73015533	73022866	2	6372	6837.2892	695.1684
5_MACS_peak_16377_lociStitched	chr19	42198638	42205965	5	5572	5531.885	841.8723
4_MACS_peak_4709_lociStitched	chr10	102426625	102433948	4	5625	7011.0402	776.9703
2_MACS_peak_25416_lociStitched	chr7	1683304	1690624	2	6919	7436.388	510.204
3_MACS_peak_29051_lociStitched	chr9	136869075	136876368	3	6020	6808.7447999999995	733.6758
3_MACS_peak_12934_lociStitched	chr17	74017751	74025042	3	6525	8407.9812	707.9561
1_MACS_peak_8774_lociStitched	chr15	45403023	45410313	1	7291	11443.842	735.561
2_MACS_peak_27308_lociStitched	chr8	22531156	22538441	2	7267	7354.936000000001	711.0160000000001
2_MACS_peak_19361_lociStitched	chr20	57326041	57333307	2	6508	7103.9682	670.6518
5_MACS_peak_12758_lociStitched	chr17	72283024	72290289	5	5241	5380.459	531.0715
5_MACS_peak_10703_lociStitched	chr16	88374785	88382048	5	5619	5952.7548	399.465
5_MACS_peak_12712_lociStitched	chr17	72146668	72153926	5	4353	4814.2314	751.9288
5_MACS_peak_11196_lociStitched	chr17	6454681	6461936	5	6478	8672.627	679.7935
3_MACS_peak_5580_lociStitched	chr11	3186918	3194168	3	6957	9448.925	685.85
4_MACS_peak_20050_lociStitched	chr21	43050238	43057486	4	6006	6070.2	917.5967999999999
5_MACS_peak_8144_lociStitched	chr14	74974018	74981263	5	6682	6785.6669999999995	426.7305
5_MACS_peak_9833_lociStitched	chr16	29883303	29890548	5	6030	6574.113	708.561
3_MACS_peak_28869_lociStitched	chr9	135667752	135674997	3	6850	6804.504	728.847
4_MACS_peak_26054_lociStitched	chr7	101074919	101082163	4	6570	6484.1044	849.7212000000001
1_MACS_peak_26102_lociStitched	chr7	101257158	101264397	1	7240	7955.661	748.5126
6_MACS_peak_25672_lociStitched	chr7	44312290	44319526	6	5889	5809.7844	659.1996
3_MACS_peak_8574_lociStitched	chr14	105430324	105437559	3	6359	7944.030000000001	429.759
4_MACS_peak_453_lociStitched	chr1	4014125	4021358	4	6972	6490.8942	653.8632
3_MACS_peak_17298_lociStitched	chr19	51263851	51271084	3	6780	6589.263	837.5814
1_MACS_peak_8549_lociStitched	chr14	105204264	105211496	1	7233	8169.267199999999	359.4304
4_MACS_peak_10777_lociStitched	chr16	89127976	89135200	4	6293	6429.36	253.5624
3_MACS_peak_5109_lociStitched	chr10	134784040	134791261	3	6946	7091.7441	604.3977
6_MACS_peak_1863_lociStitched	chr1	18038040	18045257	6	5848	5762.0528	799.6436
1_MACS_peak_16626_lociStitched	chr19	46264579	46271795	1	7217	9004.8464	648.7184
1_MACS_peak_20566_lociStitched	chr22	19009925	19017141	1	7217	7550.1008	533.9839999999999
1_MACS_peak_29060_lociStitched	chr9	136934290	136941505	1	7216	8961.7515	729.4365
6_MACS_peak_15405_lociStitched	chr19	17592498	17599712	6	5924	5177.4878	795.7042
4_MACS_peak_27863_lociStitched	chr8	143897747	143904961	4	5899	5292.9118	634.832
5_MACS_peak_7667_lociStitched	chr12	53291041	53298248	5	5319	5498.2203	737.2761
3_MACS_peak_13955_lociStitched	chr19	3039205	3046412	3	6549	6670.0785	797.8149000000001
4_MACS_peak_23296_lociStitched	chr4	6402605	6409812	4	6478	7183.9376	748.0866
6_MACS_peak_19256_lociStitched	chr20	56672085	56679291	6	5928	5127.069	531.8028
5_MACS_peak_3538_lociStitched	chr1	46994240	47001443	5	5984	6461.8113	957.2787
2_MACS_peak_26564_lociStitched	chr7	155913463	155920666	2	6781	7563.150000000001	772.8819000000001
5_MACS_peak_28469_lociStitched	chr9	132189795	132196998	5	5601	5382.8018999999995	878.766
3_MACS_peak_1249_lociStitched	chr1	9163197	9170399	3	6899	8755.4714	778.5362
6_MACS_peak_21207_lociStitched	chr22	37104034	37111236	6	5317	5794.7292	708.6768
5_MACS_peak_19068_lociStitched	chr20	49244554	49251755	5	6360	6910.7997	681.2146
4_MACS_peak_29728_lociStitched	chr9	141032137	141039338	4	5961	5960.2677	694.8965000000001
3_MACS_peak_13102_lociStitched	chr17	76286371	76293557	3	7013	7074.617	812.7366000000001
4_MACS_peak_18553_lociStitched	chr20	2730763	2737949	4	6514	6966.1084	919.0894000000001
3_MACS_peak_23489_lociStitched	chr4	7392816	7400002	3	6516	6527.7624	545.4173999999999
5_MACS_peak_26863_lociStitched	chr7	158300622	158307807	5	5217	5629.4475	875.133
4_MACS_peak_307_lociStitched	chr1	2883432	2890616	4	7045	6288.8736	420.264
6_MACS_peak_10907_lociStitched	chr17	401738	408917	6	6006	5882.4726	651.1353
1_MACS_peak_5333_lociStitched	chr11	1119412	1126586	1	7175	10962.5894	572.4852
2_MACS_peak_17842_lociStitched	chr2	27166659	27173831	2	6795	7719.2236	692.8152
5_MACS_peak_7977_lociStitched	chr13	112830569	112837740	5	5801	5474.341399999999	593.7588
5_MACS_peak_9893_lociStitched	chr16	31483928	31491092	5	4671	5049.1872	751.5036
4_MACS_peak_27130_lociStitched	chr8	7134510	7141665	4	6485	5256.063	565.9605
2_MACS_peak_9086_lociStitched	chr15	78109276	78116426	2	6868	8796.645	726.4399999999999
2_MACS_peak_10775_lociStitched	chr16	89117711	89124859	2	7071	6253.0704000000005	335.956
2_MACS_peak_4896_lociStitched	chr10	126710401	126717541	2	6887	7107.156	746.13
2_MACS_peak_21581_lociStitched	chr22	43789730	43796864	2	7024	8222.6484	637.0662
1_MACS_peak_22679_lociStitched	chr3	50403165	50410276	1	7112	8771.4185	742.3884
4_MACS_peak_461_lociStitched	chr1	4041100	4048210	4	5395	5451.237	578.043
4_MACS_peak_989_lociStitched	chr1	7348408	7355518	4	4897	5818.113	573.7769999999999
1_MACS_peak_21239_lociStitched	chr22	37210265	37217374	1	7110	8692.8852	783.4118000000001
3_MACS_peak_10792_lociStitched	chr16	89239297	89246404	3	7027	7423.9722	363.8784
3_MACS_peak_20433_lociStitched	chr21	47015720	47022827	3	6892	8194.371000000001	1237.3287
4_MACS_peak_23387_lociStitched	chr4	7136607	7143713	4	6988	7388.108200000001	600.457
4_MACS_peak_4647_lociStitched	chr10	94822160	94829265	4	6531	7269.125499999999	773.024
4_MACS_peak_23424_lociStitched	chr4	7240127	7247231	4	6926	6200.3712000000005	610.2336
5_MACS_peak_21898_lociStitched	chr22	45418383	45425486	5	4635	5198.6857	743.6841000000001
1_MACS_peak_357_lociStitched	chr1	3085318	3092416	1	7099	9355.164	596.9418
2_MACS_peak_15499_lociStitched	chr19	18030606	18037703	2	6374	6473.1737	696.2157000000001
6_MACS_peak_720_lociStitched	chr1	5581840	5588935	6	4433	5038.869000000001	531.4155
5_MACS_peak_16314_lociStitched	chr19	41637942	41645032	5	6126	5934.33	674.9680000000001
3_MACS_peak_27423_lociStitched	chr8	86772239	86779325	3	6980	7577.059799999999	1828.8966
6_MACS_peak_594_lociStitched	chr1	4692992	4700073	6	6113	5936.7104	558.6908999999999
4_MACS_peak_1490_lociStitched	chr1	11599875	11606953	4	6346	5726.8098	619.3249999999999
2_MACS_peak_2120_lociStitched	chr1	18920265	18927340	2	6246	6924.3025	792.4
3_MACS_peak_3190_lociStitched	chr1	31347586	31354654	3	6881	8308.434	747.7944
5_MACS_peak_16928_lociStitched	chr19	48532788	48539855	5	6210	5813.3142	710.9402
4_MACS_peak_13900_lociStitched	chr19	2891414	2898477	4	5602	5429.328100000001	867.3364
6_MACS_peak_6657_lociStitched	chr11	70975402	70982462	6	5376	5822.382	530.206
4_MACS_peak_5009_lociStitched	chr10	134183895	134190950	4	6803	6833.473	616.6070000000001
2_MACS_peak_25570_lociStitched	chr7	5463615	5470669	2	7011	10759.4662	664.4868
2_MACS_peak_23745_lociStitched	chr4	8213474	8220524	2	7048	7684.500000000001	552.015
4_MACS_peak_26467_lociStitched	chr7	155347377	155354423	4	6318	6275.1676	941.3456
2_MACS_peak_12937_lociStitched	chr17	74069722	74076764	2	6748	11412.9694	753.494
3_MACS_peak_25907_lociStitched	chr7	100370645	100377685	3	6832	8078.4	799.744
3_MACS_peak_18512_lociStitched	chr2	242807991	242815029	3	6717	7399.753199999999	258.2946
3_MACS_peak_14267_lociStitched	chr19	5506904	5513936	3	6175	6591.0936	909.2376
1_MACS_peak_21873_lociStitched	chr22	45349979	45357010	1	7032	7841.6743	558.2614
7_MACS_peak_10632_lociStitched	chr16	88146921	88153950	7	4686	4873.9086	260.77590000000004
4_MACS_peak_29280_lociStitched	chr9	137959215	137966243	4	6048	6197.9932	490.5544
2_MACS_peak_18072_lociStitched	chr2	128322080	128329103	2	6945	8365.7976	874.3635
6_MACS_peak_27085_lociStitched	chr8	1942079	1949102	6	4113	5089.5681	617.3217000000001
4_MACS_peak_10754_lociStitched	chr16	88931277	88938298	4	6052	6198.8409	303.3072
3_MACS_peak_15705_lociStitched	chr19	30368983	30376002	3	6125	6459.5857	591.7017
6_MACS_peak_155_lociStitched	chr1	2056358	2063376	6	5908	5516.148	507.4014
5_MACS_peak_26020_lociStitched	chr7	100986556	100993574	5	4961	5274.728800000001	686.3604
4_MACS_peak_231_lociStitched	chr1	2559157	2566168	4	6208	8097.003900000001	457.81829999999997
