#23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_ROSE/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam
#Using cutoff of 18040.59 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isStretch
6_MACS_peak_13325_lociStitched	chr17	77735858	77766571	6	29516	43999.4438	3040.587	261	1
11_MACS_peak_11584_lociStitched	chr17	19097527	19129186	11	29461	29028.1371	3384.3471	262	1
13_MACS_peak_11571_lociStitched	chr17	19055755	19087359	13	29458	28519.4496	3577.5728	263	1
6_MACS_peak_5481_lociStitched	chr11	1937338	1968121	6	29374	50477.9634	2647.338	264	1
8_MACS_peak_13435_lociStitched	chr17	78478095	78509383	8	29374	34363.6104	3225.7928	265	1
12_MACS_peak_5938_lociStitched	chr11	64284785	64316299	12	29291	31473.0318	3249.0934	266	1
5_MACS_peak_18213_lociStitched	chr2	219845390	219875857	5	29114	51147.9996	3171.6147	267	1
8_MACS_peak_25911_lociStitched	chr7	100381618	100412096	8	28941	32739.4676	3236.7636	268	1
6_MACS_peak_1527_lociStitched	chr1	11747614	11777517	6	28913	41418.6453	3328.2039	269	1
5_MACS_peak_9464_lociStitched	chr16	2854222	2884086	5	28865	40934.5848	3195.448	270	1
5_MACS_peak_17125_lociStitched	chr19	50011417	50041664	5	28794	34787.0747	3469.3309	271	1
5_MACS_peak_26147_lociStitched	chr7	128467634	128498374	5	28792	47686.962	4644.814	272	1
4_MACS_peak_16808_lociStitched	chr19	47901717	47930937	4	28791	43897.206	3348.612	273	1
14_MACS_peak_17220_lociStitched	chr19	50930541	50962343	14	28677	31067.3738	3358.2912	274	1
15_MACS_peak_2681_lociStitched	chr1	23215413	23248475	15	28673	31759.3572	3587.227	275	1
8_MACS_peak_5197_lociStitched	chr10	135044974	135075068	8	28607	37873.299	2973.2872	276	1
12_MACS_peak_16946_lociStitched	chr19	48778500	48810453	12	28520	32199.0381	3639.4467	277	1
15_MACS_peak_27920_lociStitched	chr8	144206817	144240468	15	28462	31463.685	3028.59	278	1
10_MACS_peak_2644_lociStitched	chr1	23086939	23118871	10	28452	31210.3368	3132.5292	279	1
3_MACS_peak_3923_lociStitched	chr1	201317191	201346432	3	28448	40779.4986	4839.3855	280	1
3_MACS_peak_29523_lociStitched	chr9	139138342	139167009	3	28418	59409.4908	3124.703	281	1
3_MACS_peak_826_lociStitched	chr1	6180792	6209377	3	28417	42791.745	2778.462	282	1
4_MACS_peak_13469_lociStitched	chr17	79272741	79301524	4	28378	48674.9313	2722.8718	283	1
6_MACS_peak_1547_lociStitched	chr1	11924868	11954087	6	28314	36418.5616	3272.528	284	1
15_MACS_peak_23445_lociStitched	chr4	7286020	7316915	15	28297	29835.3015	2338.7515	285	1
6_MACS_peak_29475_lociStitched	chr9	138660987	138690459	6	28182	46683.648	2343.024	286	1
8_MACS_peak_21356_lociStitched	chr22	38835269	38865086	8	28155	34644.3723	3309.687	287	1
8_MACS_peak_6952_lociStitched	chr11	118012301	118044192	8	28001	38036.3957	4365.8779	288	1
5_MACS_peak_11035_lociStitched	chr17	1904437	1933484	5	27922	41659.2074	3238.7405	289	1
5_MACS_peak_29140_lociStitched	chr9	137423599	137452182	5	27901	33813.689	2057.976	290	1
14_MACS_peak_13039_lociStitched	chr17	75773790	75805638	14	27762	31695.1296	3149.7672	291	1
7_MACS_peak_21269_lociStitched	chr22	37518064	37546617	7	27746	33823.8838	3117.9876	292	1
3_MACS_peak_24852_lociStitched	chr6	31957295	31985310	3	27671	63493.196	3765.216	293	1
9_MACS_peak_16841_lociStitched	chr19	48210768	48240517	9	27600	31697.5595	2894.5777	294	1
7_MACS_peak_19923_lociStitched	chr20	62726692	62756507	7	27591	45694.469	3470.466	295	1
6_MACS_peak_29086_lociStitched	chr9	137105576	137133939	6	27519	41083.8055	2130.0613	296	1
9_MACS_peak_171_lociStitched	chr1	2088058	2117209	9	27509	33896.7828	2556.5427	297	1
17_MACS_peak_16657_lociStitched	chr19	46461372	46493807	17	27396	29875.8785	3681.3725	298	1
4_MACS_peak_2473_lociStitched	chr1	21906423	21934090	4	27282	45755.6846	2631.1317	299	1
9_MACS_peak_22402_lociStitched	chr3	12903950	12933730	9	27245	33439.962	3996.476	300	1
7_MACS_peak_9302_lociStitched	chr16	858570	886894	7	27211	38653.7628	2747.428	301	1
10_MACS_peak_22264_lociStitched	chr22	50426081	50458260	10	27210	36555.344	2851.0594	302	1
5_MACS_peak_21375_lociStitched	chr22	39221506	39249577	5	27160	36138.6054	2776.2219	303	1
7_MACS_peak_23277_lociStitched	chr4	6326117	6356734	7	27156	33005.126	2982.0958	304	1
11_MACS_peak_21625_lociStitched	chr22	44275202	44305448	11	27062	31461.8892	3051.8214	305	1
8_MACS_peak_23761_lociStitched	chr4	8262055	8289941	8	27040	30903.2652	2110.9702	306	1
6_MACS_peak_8952_lociStitched	chr15	74586934	74614576	6	27036	33891.8562	2946.6372	307	1
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.2946	308	1
3_MACS_peak_28382_lociStitched	chr9	129442100	129469265	3	27004	41896.5795	3159.2895	309	1
5_MACS_peak_29193_lociStitched	chr9	137607577	137634960	5	26956	32284.557	1645.7183	310	1
10_MACS_peak_1746_lociStitched	chr1	17535090	17563166	10	26887	30105.8948	2633.5288	311	1
5_MACS_peak_19860_lociStitched	chr20	62124281	62152097	5	26866	34158.048	2878.956	312	1
10_MACS_peak_21863_lociStitched	chr22	45320004	45348746	10	26808	28963.3134	2667.2576	313	1
2_MACS_peak_3764_lociStitched	chr1	156388432	156415155	2	26702	48563.7079	4978.4949	314	1
6_MACS_peak_12946_lociStitched	chr17	74514693	74542460	6	26666	37538.2073	2848.8942	315	1
14_MACS_peak_6259_lociStitched	chr11	69282948	69311888	14	26570	27417.756	2483.052	316	1
13_MACS_peak_28544_lociStitched	chr9	132521137	132551989	13	26540	30892.1076	3544.8948	317	1
5_MACS_peak_14515_lociStitched	chr19	7718761	7745652	5	26481	37421.5156	4453.1496	318	1
4_MACS_peak_10999_lociStitched	chr17	1192966	1220339	4	26476	33802.9177	3574.9138	319	1
5_MACS_peak_14624_lociStitched	chr19	8267075	8294982	5	26432	29648.3968	3842.7939	320	1
6_MACS_peak_20108_lociStitched	chr21	43717368	43744120	6	26377	44392.2688	4416.7552	321	1
14_MACS_peak_16982_lociStitched	chr19	49043056	49074133	14	26357	31456.1394	3129.4539	322	1
1_MACS_peak_1680_lociStitched	chr1	17083035	17109337	1	26303	38542.9508	6012.6372	323	1
11_MACS_peak_10825_lociStitched	chr17	1184	30086	11	26259	26896.2012	2673.435	324	1
3_MACS_peak_18253_lociStitched	chr2	220374236	220401240	3	26200	43044.376	2870.5252	325	1
7_MACS_peak_20556_lociStitched	chr22	18935195	18963178	7	26197	34469.4594	2725.5442	326	1
4_MACS_peak_14074_lociStitched	chr19	3581562	3608356	4	26140	37238.3012	3721.6866	327	1
11_MACS_peak_14022_lociStitched	chr19	3255724	3285290	11	26113	33513.061	3678.0104	328	1
3_MACS_peak_29029_lociStitched	chr9	136535388	136561968	3	26110	36289.674	2461.308	329	1
7_MACS_peak_13569_lociStitched	chr17	81061411	81089473	7	25977	33346.0746	2671.5024	330	1
5_MACS_peak_19658_lociStitched	chr20	60371501	60398351	5	25884	30394.2	2043.285	331	1
10_MACS_peak_29816_lociStitched	chrX	152887275	152915284	10	25874	28824.0619	1442.4635	332	1
10_MACS_peak_21149_lociStitched	chr22	36969541	36997396	10	25795	29250.5355	2810.5695	333	1
6_MACS_peak_2481_lociStitched	chr1	21943452	21970764	6	25793	30130.5984	2496.3168	334	1
6_MACS_peak_13551_lociStitched	chr17	81010699	81037399	6	25781	36995.52	2581.89	335	1
3_MACS_peak_11130_lociStitched	chr17	4478840	4504940	3	25705	40167.9	2372.49	336	1
10_MACS_peak_22136_lociStitched	chr22	49278464	49307565	10	25701	30494.9379	2828.6172	337	1
9_MACS_peak_5359_lociStitched	chr11	1378941	1407018	9	25674	29539.8117	2644.8534	338	1
10_MACS_peak_9669_lociStitched	chr16	5044784	5073856	10	25671	29406.328	2642.6448	339	1
7_MACS_peak_15532_lociStitched	chr19	18345500	18371798	7	25668	27481.41	3053.1978	340	1
9_MACS_peak_23166_lociStitched	chr4	3639037	3666717	9	25628	30752.48	2067.696	341	1
6_MACS_peak_14520_lociStitched	chr19	7750806	7777520	6	25624	29641.8544	3574.3332	342	1
8_MACS_peak_10954_lociStitched	chr17	855488	882348	8	25556	28256.72	3040.552	343	1
9_MACS_peak_1320_lociStitched	chr1	9677941	9705344	9	25534	30729.7242	3055.4345	344	1
4_MACS_peak_24994_lociStitched	chr6	34012759	34038610	4	25521	34529.1807	2820.3441	345	1
4_MACS_peak_21460_lociStitched	chr22	42718947	42745567	4	25484	33341.55	2302.63	346	1
7_MACS_peak_23391_lociStitched	chr4	7144947	7172185	7	25471	29577.7442	2416.0106	347	1
10_MACS_peak_1421_lociStitched	chr1	11368328	11396016	10	25425	28646.0048	2854.6328	348	1
6_MACS_peak_12488_lociStitched	chr17	61552216	61578511	6	25412	34819.839	2424.399	349	1
11_MACS_peak_1784_lociStitched	chr1	17661972	17690628	11	25401	28094.3424	3066.192	350	1
15_MACS_peak_23430_lociStitched	chr4	7253096	7284974	15	25395	28164.213	2741.508	351	1
10_MACS_peak_15978_lociStitched	chr19	36286382	36314525	10	25380	27729.2979	2749.5711	352	1
8_MACS_peak_10988_lociStitched	chr17	1150134	1177933	8	25359	30328.709	2846.6176	353	1
10_MACS_peak_29402_lociStitched	chr9	138339379	138367064	10	25298	26774.1635	2419.669	354	1
9_MACS_peak_19806_lociStitched	chr20	61711143	61740128	9	25213	32387.839	2449.2325	355	1
7_MACS_peak_28625_lociStitched	chr9	133288687	133315378	7	25204	34076.3997	2658.4236	356	1
7_MACS_peak_11307_lociStitched	chr17	7308137	7335615	7	25045	38378.5226	2687.3484	357	1
3_MACS_peak_25078_lociStitched	chr6	41603057	41628437	3	25043	38311.11	2636.982	358	1
11_MACS_peak_25320_lociStitched	chr7	1277905	1305115	11	25012	26837.223	1556.412	359	1
7_MACS_peak_29102_lociStitched	chr9	137163155	137190247	7	25006	30979.702	2338.0396	360	1
3_MACS_peak_14899_lociStitched	chr19	13102862	13128809	3	24988	43092.7776	2426.0445	361	1
6_MACS_peak_27477_lociStitched	chr8	142064738	142090428	6	24881	31416.301	3136.749	362	1
10_MACS_peak_12846_lociStitched	chr17	72590317	72617334	10	24787	26949.4575	2944.853	363	1
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531	364	1
15_MACS_peak_26356_lociStitched	chr7	154678714	154707848	15	24759	27246.1168	3761.1994	365	1
11_MACS_peak_27149_lociStitched	chr8	7415932	7444332	11	24684	27187.32	3311.44	366	1
7_MACS_peak_14494_lociStitched	chr19	7542826	7568296	7	24581	27762.3	3991.149	367	1
3_MACS_peak_14278_lociStitched	chr19	5541321	5566827	3	24543	31984.524	3328.533	368	1
11_MACS_peak_11337_lociStitched	chr17	7660591	7687339	11	24537	27232.1388	2559.7836	369	1
14_MACS_peak_4821_lociStitched	chr10	114729368	114757001	14	24510	28003.2822	3144.6354	370	1
9_MACS_peak_18365_lociStitched	chr2	241613357	241639685	9	24474	23044.8984	939.9096	371	1
6_MACS_peak_19791_lociStitched	chr20	61646027	61671461	6	24405	33817.0464	2172.0636	372	1
9_MACS_peak_27070_lociStitched	chr8	1889816	1916710	9	24326	30193.8938	2649.059	373	1
6_MACS_peak_25895_lociStitched	chr7	100312579	100338026	6	24321	32266.796	2766.0889	374	1
9_MACS_peak_15928_lociStitched	chr19	35818152	35843823	9	24274	28538.4507	2264.1822	375	1
6_MACS_peak_839_lociStitched	chr1	6298589	6323213	6	24269	37957.896	2459.9376	376	1
6_MACS_peak_1795_lociStitched	chr1	17692318	17717540	6	24254	27035.4618	2822.3418	377	1
3_MACS_peak_391_lociStitched	chr1	3262735	3287291	3	24209	30741.6564	1625.6072	378	1
7_MACS_peak_16547_lociStitched	chr19	45365584	45392023	7	24176	29846.9871	2680.9146	379	1
8_MACS_peak_28912_lociStitched	chr9	136026974	136052988	8	24127	26937.497	2518.1552	380	1
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4176	381	1
7_MACS_peak_5377_lociStitched	chr11	1454300	1480070	7	24068	33640.158	1662.165	382	1
4_MACS_peak_7285_lociStitched	chr12	3235149	3260926	4	24062	30285.3973	3064.8853	383	1
8_MACS_peak_88_lociStitched	chr1	1356108	1382010	8	23991	31955.2974	2126.5542	384	1
8_MACS_peak_273_lociStitched	chr1	2761251	2786922	8	23983	25642.7619	1776.4332	385	1
8_MACS_peak_29366_lociStitched	chr9	138227171	138252652	8	23941	26507.8843	2097.0863	386	1
3_MACS_peak_27491_lociStitched	chr8	142332806	142356785	3	23918	33309.2289	2311.5756	387	1
6_MACS_peak_433_lociStitched	chr1	3665967	3691196	6	23889	32515.1352	2540.5603	388	1
3_MACS_peak_829_lociStitched	chr1	6210642	6234609	3	23886	37968.5214	2123.4762	389	1
6_MACS_peak_20073_lociStitched	chr21	43152601	43177645	6	23876	32992.9656	3476.1072	390	1
4_MACS_peak_71_lociStitched	chr1	1125911	1149987	4	23815	39855.4104	1887.5584	391	1
5_MACS_peak_2654_lociStitched	chr1	23120210	23145171	5	23812	24371.9204	2491.1078	392	1
7_MACS_peak_8021_lociStitched	chr13	113667432	113693605	7	23809	34574.533	2719.3747	393	1
8_MACS_peak_26413_lociStitched	chr7	155164063	155189596	8	23735	31101.7473	2961.828	394	1
7_MACS_peak_29186_lociStitched	chr9	137579031	137605060	7	23735	30386.2546	2149.9954	395	1
4_MACS_peak_2585_lociStitched	chr1	22906958	22931356	4	23692	33693.638	2056.7514	396	1
4_MACS_peak_99_lociStitched	chr1	1512531	1537374	4	23686	29473.7352	2896.6938	397	1
4_MACS_peak_28709_lociStitched	chr9	133934895	133958996	4	23669	32227.8572	2525.7848	398	1
7_MACS_peak_21583_lociStitched	chr22	43800318	43826747	7	23608	29262.1888	1955.746	399	1
9_MACS_peak_19774_lociStitched	chr20	61445732	61470719	9	23587	36008.7657	2481.2091	400	1
8_MACS_peak_13308_lociStitched	chr17	77675683	77702368	8	23531	28499.58	2948.6925	401	1
4_MACS_peak_5260_lociStitched	chr11	314092	339027	4	23525	29338.521	2977.239	402	1
5_MACS_peak_22681_lociStitched	chr3	50415535	50439836	5	23498	26765.1214	2532.1642	403	1
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552	404	1
5_MACS_peak_19030_lociStitched	chr20	48956272	48980968	5	23402	26224.6824	2775.8304	405	1
7_MACS_peak_8037_lociStitched	chr13	113728503	113753953	7	23392	28537.085	2051.27	406	1
3_MACS_peak_25664_lociStitched	chr7	44256761	44281413	3	23341	42154.92	2630.3684	407	1
3_MACS_peak_22979_lociStitched	chr3	195528401	195553315	3	23300	34373.8458	3555.2278	408	1
15_MACS_peak_12856_lociStitched	chr17	72620274	72649299	15	23290	27733.3875	3361.095	409	1
4_MACS_peak_1756_lociStitched	chr1	17564860	17589037	4	23239	28139.6103	2466.054	410	1
2_MACS_peak_29204_lociStitched	chr9	137656685	137679929	2	23199	32541.6	1845.5736	411	1
5_MACS_peak_19917_lociStitched	chr20	62668614	62693295	5	23192	35594.9382	2512.5258	412	1
4_MACS_peak_27984_lociStitched	chr8	144466478	144490237	4	23156	35374.7751	2121.6787	413	1
7_MACS_peak_21464_lociStitched	chr22	42746596	42773225	7	23078	31936.1597	2772.0789	414	1
10_MACS_peak_28651_lociStitched	chr9	133390893	133417175	10	23016	25900.911	2488.9054	415	1
6_MACS_peak_20328_lociStitched	chr21	46137997	46162761	6	22950	34201.5604	2904.8172	416	1
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261	3011.0999	417	1
2_MACS_peak_5562_lociStitched	chr11	2426069	2449274	2	22934	52162.5195	2257.8465	418	1
7_MACS_peak_19372_lociStitched	chr20	57357795	57382401	7	22903	25880.5908	2256.3702	419	1
4_MACS_peak_24998_lociStitched	chr6	34041166	34064381	4	22851	27923.002	2298.285	420	1
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378	421	1
9_MACS_peak_19692_lociStitched	chr20	60469531	60494471	9	22784	29232.174	2249.588	422	1
7_MACS_peak_25281_lociStitched	chr7	952221	976764	7	22742	27517.6116	1946.2599	423	1
12_MACS_peak_9021_lociStitched	chr15	77903941	77931699	12	22740	28207.6796	2695.3018	424	1
4_MACS_peak_10917_lociStitched	chr17	700224	723694	4	22715	30961.624	2302.407	425	1
10_MACS_peak_22706_lociStitched	chr3	50518495	50544498	10	22679	27490.3716	2439.0814	426	1
3_MACS_peak_9394_lociStitched	chr16	1567659	1590656	3	22650	38262.4086	1968.5432	427	1
7_MACS_peak_14602_lociStitched	chr19	8202455	8226603	7	22609	30655.886	2781.8496	428	1
2_MACS_peak_25379_lociStitched	chr7	1456038	1478801	2	22574	29805.8722	1900.7105	429	1
7_MACS_peak_29032_lociStitched	chr9	136563827	136587225	7	22570	30298.0702	1991.1698	430	1
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569	431	1
3_MACS_peak_2470_lociStitched	chr1	21881738	21904676	3	22403	29837.7504	2165.3472	432	1
10_MACS_peak_7459_lociStitched	chr12	52222778	52247267	10	22298	26727.2946	2324.0061	433	1
4_MACS_peak_15571_lociStitched	chr19	18705823	18729262	4	22285	41067.4719	2238.4245	434	1
4_MACS_peak_8759_lociStitched	chr15	42152282	42175417	4	22284	34519.7335	2246.4085	435	1
5_MACS_peak_16445_lociStitched	chr19	42422363	42446143	5	22274	35567.746	2836.954	436	1
4_MACS_peak_15523_lociStitched	chr19	18145567	18169193	4	22257	26576.8874	2414.5772	437	1
10_MACS_peak_281_lociStitched	chr1	2788851	2812727	10	22254	27438.2992	1492.25	438	1
7_MACS_peak_12171_lociStitched	chr17	43865361	43889334	7	22242	24557.9412	2423.6703	439	1
2_MACS_peak_13167_lociStitched	chr17	76551135	76573785	2	22228	28113.18	2192.52	440	1
5_MACS_peak_28822_lociStitched	chr9	135371735	135394386	5	22200	26673.8176	2545.9724	441	1
3_MACS_peak_5418_lociStitched	chr11	1702173	1724825	3	22177	34505.7916	2258.4044	442	1
4_MACS_peak_9341_lociStitched	chr16	1020515	1043357	4	22107	32093.01	1295.1414	443	1
15_MACS_peak_1197_lociStitched	chr1	8383171	8409096	15	22095	24390.24	2486.2075	444	1
1_MACS_peak_9103_lociStitched	chr15	78179934	78201982	1	22049	30360.096	2487.0144	445	1
7_MACS_peak_6083_lociStitched	chr11	66313463	66337432	7	22037	26373.0907	2459.2194	446	1
3_MACS_peak_29232_lociStitched	chr9	137819849	137843046	3	22030	23779.2447	1971.745	447	1
7_MACS_peak_23880_lociStitched	chr4	8849213	8872206	7	22001	24218.5269	1827.9435	448	1
5_MACS_peak_20493_lociStitched	chr21	47468870	47492962	5	21915	30418.5592	3153.6428	449	1
5_MACS_peak_7713_lociStitched	chr12	54412974	54435434	5	21878	31466.46	1974.234	450	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	451	1
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.1196	2722.7264	452	1
10_MACS_peak_21041_lociStitched	chr22	30638440	30663506	10	21750	26920.884	2707.128	453	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	454	1
6_MACS_peak_22282_lociStitched	chr22	50506159	50530530	6	21741	26296.309	2239.6949	455	1
5_MACS_peak_28982_lociStitched	chr9	136345077	136367276	5	21617	32443.8385	2164.4025	456	1
6_MACS_peak_21977_lociStitched	chr22	45927227	45950006	6	21611	26482.8654	2266.5105	457	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	458	1
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.974	459	1
13_MACS_peak_20178_lociStitched	chr21	44478357	44503855	13	21556	25577.0438	2950.1186	460	1
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	461	1
6_MACS_peak_20464_lociStitched	chr21	47358538	47381785	6	21529	31157.9541	3124.3968	462	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	463	1
6_MACS_peak_20427_lociStitched	chr21	46987788	47010649	6	21403	33308.477	3106.8099	464	1
8_MACS_peak_13177_lociStitched	chr17	76603430	76626893	8	21399	24959.9394	2564.5059	465	1
1_MACS_peak_11926_lociStitched	chr17	39765643	39787038	1	21396	29614.959	2156.616	466	1
6_MACS_peak_20774_lociStitched	chr22	23859954	23882013	6	21378	26481.8295	2704.4334	467	1
1_MACS_peak_20208_lociStitched	chr21	44863775	44885105	1	21331	34853.22	2708.91	468	1
10_MACS_peak_28608_lociStitched	chr9	133223056	133247901	10	21323	23953.0645	2059.6505	469	1
7_MACS_peak_13354_lociStitched	chr17	77870174	77893236	7	21304	25469.6728	2246.2388	470	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	471	1
4_MACS_peak_6352_lociStitched	chr11	69687820	69710332	4	21250	24004.5456	1647.8784	472	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	473	1
3_MACS_peak_5314_lociStitched	chr11	843040	864832	3	21193	35538.3936	1935.1296	474	1
5_MACS_peak_9284_lociStitched	chr16	741049	763239	5	21186	35748.09	1910.559	475	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	476	1
5_MACS_peak_17000_lociStitched	chr19	49089200	49111527	5	21162	29136.735	2266.1905	477	1
4_MACS_peak_20324_lociStitched	chr21	46114416	46135888	4	21094	32285.2992	2233.088	478	1
5_MACS_peak_28675_lociStitched	chr9	133523907	133545199	5	21070	33273.0084	1769.3652	479	1
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048	480	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	481	1
4_MACS_peak_29599_lociStitched	chr9	140047858	140069981	4	20904	42619.9595	2161.4171	482	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	483	1
3_MACS_peak_20070_lociStitched	chr21	43130184	43151457	3	20760	31039.4343	2965.4562	484	1
5_MACS_peak_12265_lociStitched	chr17	46798938	46821458	5	20759	30847.896	2799.236	485	1
5_MACS_peak_13399_lociStitched	chr17	78078625	78101017	5	20745	27580.2264	2021.9976	486	1
12_MACS_peak_11242_lociStitched	chr17	6995421	7020252	12	20743	25638.0075	2624.6367	487	1
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.0255	2471.3861	488	1
2_MACS_peak_21986_lociStitched	chr22	45969016	45989909	2	20711	28679.8211	1884.5486	489	1
3_MACS_peak_296_lociStitched	chr1	2833279	2854082	3	20617	25631.3763	1533.1811	490	1
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.6045	1760.1647	491	1
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584	492	1
7_MACS_peak_2789_lociStitched	chr1	29558939	29581549	7	20548	25816.098	2342.396	493	1
5_MACS_peak_19815_lociStitched	chr20	61744434	61765821	5	20536	25604.5164	1805.0628	494	1
1_MACS_peak_208_lociStitched	chr1	2415868	2436389	1	20522	27900.3516	1331.8129	495	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	496	1
3_MACS_peak_59_lociStitched	chr1	1052549	1073269	3	20486	38149.664	1889.664	497	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	498	1
5_MACS_peak_7729_lociStitched	chr12	54584727	54605481	5	20382	25685.1504	2581.7976	499	1
4_MACS_peak_11292_lociStitched	chr17	7181962	7204050	4	20310	30799.5072	2838.308	500	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	501	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	502	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	503	1
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	504	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	505	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	506	1
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.7328	1816.32	507	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	508	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	509	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	510	1
1_MACS_peak_15529_lociStitched	chr19	18318868	18338993	1	20126	27824.825	1998.4125	511	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	512	1
2_MACS_peak_13397_lociStitched	chr17	78055190	78075276	2	19995	27997.8754	2179.331	513	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	514	1
13_MACS_peak_21642_lociStitched	chr22	44319774	44345390	13	19971	20638.8112	2623.0784	515	1
4_MACS_peak_22743_lociStitched	chr3	52531836	52552687	4	19957	26995.7897	2285.2696	516	1
3_MACS_peak_13188_lociStitched	chr17	77015729	77035734	3	19954	33584.394	2418.6045	517	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	518	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	519	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	520	1
4_MACS_peak_25985_lociStitched	chr7	100805637	100825432	4	19740	31840.2575	1688.5135	521	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	522	1
3_MACS_peak_19732_lociStitched	chr20	60783673	60804380	3	19706	35437.9598	1859.4886	523	1
2_MACS_peak_20334_lociStitched	chr21	46163971	46183657	2	19650	30708.1914	2633.9868	524	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	525	1
5_MACS_peak_23219_lociStitched	chr4	3819377	3839457	5	19628	25730.512	1883.504	526	1
2_MACS_peak_5343_lociStitched	chr11	1212738	1232489	2	19607	32146.7276	1931.6478	527	1
3_MACS_peak_5276_lociStitched	chr11	377182	397601	3	19591	28621.3123	1508.9641	528	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	529	1
