GENE_ID	locusLine	bin_1_LP-1.jin.bam
NM_001142531	chr9(.):130495595-130529719	0.1315
NM_001142534	chr9(.):130495595-130522561	0.1376
NM_170600	chr9(.):130495595-130546048	0.3416
NM_001085347	chr9(.):130488802-130502604	0.1788
NM_001018078	chr9(.):130560507-130581556	0.2392
NM_001261	chr9(.):130543304-130558052	0.386
NM_004957	chr9(.):130560153-130581556	0.2386
NR_036055	chr9(.):130543196-130553286	0.4726
NM_016520	chr9(.):132584563-132602572	0.2224
NM_006676	chr9(.):132592695-132649107	0.1843
NM_001008563	chr9(.):132592756-132649107	0.1843
NM_144495	chrX(.):48750194-48765420	0.2315
NM_001167990	chrX(.):48750212-48765420	0.2311
NM_001032384	chrX(.):48750538-48765420	0.2311
NM_001167992	chrX(.):48750774-48765420	0.2341
NM_005334	chrX(.):153208007-153241819	0.4364
NM_001167947	chrX(.):48745729-48760426	0.2817
NM_001042498	chrX(.):48755888-48774235	0.2896
NM_001136158	chrX(.):48774302-48819893	0.518
NM_001136159	chrX(.):48774302-48820648	0.5108
NM_006875	chrX(.):48765458-48781413	0.7022
NM_004979	chrX(.):48813638-48833251	0.1599
NM_005660	chrX(.):48755458-48773917	0.2808
NM_001032289	chrX(.):48755889-48773933	0.2718
NM_003491	chrX(.):153190376-153205468	0.6167
NM_001666	chrX(.):153167829-153196714	0.293
NM_002910	chrX(.):153195721-153215232	0.2796
NM_001025243	chrX(.):153270956-153290342	0.4532
NM_003492	chrX(.):153232990-153253646	0.8872
NR_031757	chrX(.):153280370-153290440	0.7194
NR_036175	chrX(.):153241548-153251627	0.6614
NR_036174	chrX(.):153241547-153251628	0.6613
NM_015892	chr10(.):125762181-125856930	0.3813
NM_014863	chr10(.):125774168-125856930	0.4158
NM_022124	chr10(.):73151690-73580704	0.1272
NM_001171930	chr10(.):73151690-73497481	0.116
NM_018363	chr10(.):90028620-90348082	0.1809
NM_001031709	chr10(.):90038858-90348082	0.1609
NM_001083591	chr10(.):11201992-11383672	0.4277
NM_001025077	chr10(.):11042258-11383672	0.3195
NM_006561	chr10(.):11054892-11383672	0.3275
NM_012247	chr10(.):13354437-13395298	0.4058
NM_024948	chr10(.):15815174-15907519	0.2832
NM_172242	chr10(.):22629398-22711539	0.1636
NM_005028	chr10(.):22818765-23008503	0.2414
NR_033842	chr10(.):45301471-45460137	0.2338
NM_032023	chr10(.):45450218-45495172	0.5612
NM_022153	chr10(.):73502313-73538337	0.2903
NM_001198798	chr10(.):73851273-73980751	0.1082
NM_001198799	chr10(.):73851273-73981183	0.1084
NM_000314	chr10(.):89618194-89733532	0.251
NM_032810	chr10(.):89507874-89582917	0.1155
NM_004311	chr10(.):104428487-104479190	0.1586
NR_027653	chr10(.):3813187-3832473	1.0212
NM_178150	chr10(.):5927213-5984556	0.651
NM_032807	chr10(.):5931348-5984556	0.6513
NM_019046	chr10(.):5898688-5936860	0.4236
NM_001009941	chr10(.):5915049-5936860	0.6476
NM_006214	chr10(.):13314795-13347130	0.2736
NM_001037537	chr10(.):13314795-13346746	0.2753
NM_004412	chr10(.):17179981-17249070	0.1505
NM_003380	chr10(.):17265257-17284592	0.6024
NM_005180	chr10(.):22605005-22625414	1.2614
NM_012071	chr10(.):22600298-22614237	1.6232
NM_001145373	chr10(.):23723197-23736310	0.9311
NM_001098207	chr10(.):43876064-43897794	0.3468
NM_004966	chr10(.):43876064-43909656	0.5628
NM_173160	chr10(.):43862091-43876783	0.0873
NM_001098204	chr10(.):43876064-43909696	0.5624
NM_001098208	chr10(.):43876064-43897279	0.3516
NM_001098205	chr10(.):43876064-43909332	0.5664
NM_001098206	chr10(.):43876064-43908299	0.5809
NR_026693	chr10(.):43927573-43983007	0.2134
NM_007021	chr10(.):45466708-45479330	0.8316
NM_001039380	chr10(.):45488145-45501470	0.6404
NM_006963	chr10(.):45491272-45505777	0.4659
NM_001164375	chr10(.):73466457-73484578	0.2011
NM_001168390	chr10(.):73466457-73502581	0.4283
NM_173473	chr10(.):73970805-74000618	0.1935
NM_019058	chr10(.):74028676-74040797	0.7889
NM_017626	chr10(.):74087587-74119907	0.5718
NM_032772	chr10(.):77152602-77166513	0.6982
NR_024421	chr10(.):77156285-77173740	0.6058
NR_024422	chr10(.):77158513-77173740	0.6834
NR_028492	chr10(.):89573069-89610369	0.1491
NM_001126049	chr10(.):89613917-89628194	1.1134
NM_030912	chr10(.):104399251-104423076	0.6888
NM_178858	chr10(.):104469297-104503946	0.2188
NM_001083913	chr10(.):104498726-104581021	0.5605
NM_017787	chr10(.):104530887-104581021	0.5961
NR_024552	chr10(.):105201542-105217162	0.129
NM_001129742	chr10(.):105227560-105243997	0.4988
NM_001001412	chr10(.):105208143-105223648	0.1595
NM_004210	chr10(.):105248734-105357309	0.2563
NM_005962	chr10(.):111980761-112052123	0.1349
NM_001008541	chr10(.):111964988-112052123	0.3059
NM_130439	chr10(.):111962362-112052123	0.3005
NM_207426	chr10(.):129530537-129544450	0.2675
NM_001098517	chr11(.):115039344-115380241	0.2291
NM_030962	chr11(.):9795213-10320754	0.0891
NM_175058	chr11(.):16804206-17040963	0.3111
NM_001143830	chr11(.):22683159-22839547	0.2186
NM_177553	chr11(.):22684653-22839547	0.2133
NM_005256	chr11(.):22691318-22839547	0.1066
NM_001012662	chr11(.):62618483-62661355	0.4879
NM_001013251	chr11(.):62643343-62661355	0.5478
NM_001012661	chr11(.):62618517-62661353	0.4882
NM_024060	chr11(.):62196015-62319332	0.4805
NR_037193	chr11(.):62644170-62661355	0.567
NM_005438	chr11(.):65654691-65672997	0.5281
NM_018026	chr11(.):65832823-66017213	0.1931
NM_001077241	chr11(.):65137662-65155142	0.6128
NR_002819	chr11(.):65260232-65278939	1.2804
NM_153614	chr11(.):73656363-73686332	0.1324
NM_015313	chr11(.):120202617-120365645	0.1829
NM_002017	chr11(.):128558812-128688162	0.3273
NM_001167681	chr11(.):128557388-128688162	0.3252
NM_012239	chr11(.):210029-241362	0.202
NM_002817	chr11(.):231807-257984	0.2027
NM_138329	chr11(.):273569-290304	0.2751
NM_006435	chr11(.):303106-314410	0.0941
NM_025092	chr11(.):284137-300688	0.3171
NM_003641	chr11(.):308990-320272	0.0893
NM_001025295	chr11(.):293202-304526	0.1636
NM_021034	chr11(.):314672-325914	0.0832
NM_001124	chr11(.):10321641-10333923	1.3424
NM_022725	chr11(.):22639078-22652387	0.3231
NM_003357	chr11(.):62181506-62195678	0.2321
NM_022830	chr11(.):62337516-62364109	0.3978
NM_004739	chr11(.):62355674-62374303	0.4993
NM_001404	chr11(.):62322072-62346460	0.6748
NM_001620	chr11(.):62278373-62319332	0.5107
NR_002565	chr11(.):62618036-62628103	0.8752
NM_003164	chr11(.):62569368-62604560	0.3088
NM_018093	chr11(.):62595382-62612628	0.8305
NR_003098	chr11(.):62614459-62628360	0.6768
NR_002561	chr11(.):62616134-62626204	0.8689
NR_002560	chr11(.):62615797-62625865	0.8639
NR_002559	chr11(.):62616375-62626440	0.8713
NR_000008	chr11(.):62615381-62625507	0.8504
NR_002564	chr11(.):62617763-62627838	0.8767
NR_002563	chr11(.):62617483-62627555	0.8768
NR_002562	chr11(.):62617092-62627167	0.8745
NM_001081491	chr11(.):62554597-62577964	0.4791
NM_001080501	chr11(.):62552786-62564486	0.7779
NR_028272	chr11(.):65185268-65199003	2.1532
NR_030343	chr11(.):65206928-65217028	0.4238
NM_031904	chr11(.):65149040-65185995	0.6198
NM_032223	chr11(.):65378782-65409910	0.3371
NM_001098785	chr11(.):65334819-65346669	1.3335
NM_021070	chr11(.):65301029-65330699	0.3003
NM_033455	chr11(.):65355325-65368467	0.4822
NM_001099409	chr11(.):65338508-65365116	0.9258
NM_002419	chr11(.):65360225-65386720	0.3494
NM_001048218	chr11(.):65287547-65311182	0.3149
NM_006396	chr11(.):65332942-65344239	1.1666
NM_198897	chr11(.):65646210-65661010	0.5827
NM_001335	chr11(.):65642283-65656212	0.2095
NM_025128	chr11(.):65622871-65638914	0.916
NM_005507	chr11(.):65617284-65630804	1.0746
NM_152760	chr11(.):65596409-65626172	0.3256
NM_016938	chr11(.):65628911-65645340	0.1852
NM_006848	chr11(.):65652874-65664106	0.7651
NM_005146	chr11(.):65724159-65752607	0.2443
NM_001143985	chr11(.):65764549-65776617	0.8718
NM_001323	chr11(.):65774461-65785976	0.2626
NM_053054	chr11(.):65779222-65798988	0.2097
NM_032325	chr11(.):65759016-65774578	0.6128
NM_006842	chr11(.):65814815-65841382	0.6782
NM_033036	chr11(.):65803235-65821651	0.5383
NM_003355	chr11(.):73680715-73698889	0.6497
NM_003356	chr11(.):73706325-73725282	0.1195
NM_006235	chr11(.):111217980-111255157	0.6559
NM_001198675	chr11(.):120190837-120209388	0.8224
NR_027288	chr11(.):122883273-122895319	0.0835
NM_006597	chr11(.):122923199-122937844	0.7563
NM_152641	chr12(.):46118619-46306819	0.1435
NM_006836	chr12(.):120560013-120637513	0.4997
NM_020375	chr12(.):4425358-4474190	0.0634
NR_036693	chr12(.):9817307-9857151	0.0606
NM_001197317	chr12(.):9817330-9857151	0.0606
NM_001004419	chr12(.):9817308-9857151	0.0606
NM_006143	chr12(.):12808994-12854121	0.1099
NM_005164	chr12(.):39940021-40018843	0.1863
NM_001031748	chr12(.):40014971-40120720	0.0989
NM_023071	chr12(.):49755687-49926207	0.1546
NM_000966	chr12(.):53599352-53631036	0.5561
NM_001042728	chr12(.):53599352-53619150	0.6962
NM_013449	chr12(.):56984379-57035163	0.2471
NM_006400	chr12(.):57919093-57945978	0.1683
NM_003299	chr12(.):104319188-104346703	0.4831
NM_014706	chr12(.):108910990-108960165	0.4193
NM_001082959	chr12(.):125257173-125353519	0.1379
NM_001759	chr12(.):4377901-4419522	0.3845
NR_036052	chr12(.):9387065-9397147	0.0293
NR_026672	chr12(.):9902163-9918497	0.0589
NM_172004	chr12(.):9870090-9890860	0.8691
NR_036052	chr12(.):12259885-12269967	0.0532
NM_004064	chr12(.):12865301-12880305	1.3334
NR_030344	chr12(.):12912582-12922677	0.0449
NM_001130415	chr12(.):12873850-12949399	0.2025
NR_028408	chr12(.):46114502-46126704	1.0348
NM_001098532	chr12(.):48123452-48157181	0.2253
NM_017842	chr12(.):48161966-48181536	0.2426
NM_006105	chr12(.):48123452-48157244	0.2249
NM_001098531	chr12(.):48123452-48157889	0.2231
NM_001098416	chr12(.):48171506-48218763	0.5369
NM_024902	chr12(.):49736040-49750685	0.1017
NR_033267	chr12(.):49777956-49791116	0.1008
NM_001100620	chr12(.):49711970-49723171	0.3499
NM_001008223	chr12(.):49721199-49735971	0.102
NM_001004304	chr12(.):53569534-53589654	0.4304
NM_000889	chr12(.):53580106-53606000	0.8731
NM_015989	chr12(.):53546446-53579430	0.2586
NM_001170790	chr12(.):53640369-53653190	0.2971
NM_032889	chr12(.):53640875-53653190	0.3042
NR_003046	chr12(.):57032463-57042538	0.5039
NM_001686	chr12(.):57026958-57044852	0.5411
NM_005594	chr12(.):57101210-57124066	0.3104
NR_002737	chr12(.):57033810-57043885	0.5038
NM_001113203	chr12(.):57101210-57124326	0.3078
NM_006601	chr12(.):57052124-57087078	0.4901
NM_001080157	chr12(.):57861037-57878424	0.1053
NM_001195056	chr12(.):57905370-57919300	0.8897
NM_052897	chr12(.):57911658-57928931	0.7486
NM_001080156	chr12(.):57861037-57876728	0.1033
NM_032496	chr12(.):57861037-57878633	0.1058
NM_004990	chr12(.):57876850-57915433	0.3045
NM_004984	chr12(.):57938846-57983554	0.1194
NM_003877	chr12(.):93958597-93974978	0.9242
NR_030171	chr12(.):95223173-95233289	0.5262
NR_036685	chr12(.):95223229-95233804	0.5074
NR_027249	chr12(.):104232526-104328989	0.2534
NR_037425	chr12(.):104319202-104329333	1.1139
NM_003211	chr12(.):104354592-104387656	0.202
NM_001135570	chr12(.):104338980-104355993	0.2568
NM_007076	chr12(.):108904050-108918380	0.2557
NM_213595	chr12(.):108951293-108968160	0.9938
NM_181724	chr12(.):108978621-108996894	0.1152
NM_003006	chr12(.):109010679-109032670	0.9923
NM_032369	chr12(.):111081490-111131946	0.606
NM_001040107	chr12(.):111081490-111132617	0.6028
NR_027345	chr12(.):116966226-116978326	0.8623
NM_001085481	chr12(.):116992185-117019425	0.3766
NR_027346	chr12(.):116966239-116979318	0.8209
NM_006861	chr12(.):120527898-120559643	0.4604
NM_001002	chr12(.):120629502-120644014	1.0748
NR_033956	chr12(.):121565630-121629354	0.2593
NR_033953	chr12(.):121565621-121629354	0.2593
NM_172226	chr12(.):121670494-121739556	0.6291
NM_172214	chr12(.):121676390-121741111	0.6502
NM_006549	chr12(.):121670494-121741111	0.6197
NM_002560	chr12(.):121642663-121676909	0.3767
NM_019034	chr12(.):122210659-122236594	0.328
NR_002809	chr12(.):122228172-122246390	1.4865
NM_015048	chr12(.):122237637-122275562	0.6815
NM_024667	chr12(.):123344874-123385712	0.7871
NM_021009	chr12(.):125391191-125404587	1.1524
NM_001142641	chr12(.):133062156-133166773	0.1465
NM_004466	chr13(.):92045934-93524487	0.0375
NR_027349	chr13(.):91995073-92011829	0.5009
NR_029488	chr13(.):91998004-92008075	0.5378
NR_029508	chr13(.):91998567-92008645	0.4921
NR_029492	chr13(.):91998318-92008389	0.5136
NR_029490	chr13(.):91998445-92008532	0.5025
NR_029489	chr13(.):91998144-92008226	0.5258
NR_029487	chr13(.):91997858-92007942	0.5573
NM_022060	chr14(.):23062146-23086265	0.1607
NM_015604	chr14(.):73388039-73431357	0.226
NM_183004	chr14(.):103796235-103816361	0.5319
NM_001969	chr14(.):103795492-103816361	0.5187
NM_012074	chr14(.):73131659-73365809	0.1539
NM_005197	chr14(.):89617515-89888454	0.1276
NM_001085471	chr14(.):89617515-90090494	0.1412
NM_001080414	chr14(.):91732666-91889133	0.3783
NM_023112	chr14(.):94487723-94520276	0.2501
NM_001128920	chr14(.):103846700-103975166	0.1298
NM_001344	chr14(.):23028806-23063143	0.4925
NM_207442	chr14(.):69256463-69268190	1.1128
NM_004926	chr14(.):69249374-69264785	0.8561
NM_024496	chr14(.):77485885-77500034	1.3108
NM_005065	chr14(.):81934238-82005205	0.5156
NR_036500	chr14(.):89878697-89891137	0.562
NR_024182	chr14(.):94458615-94478898	0.5239
NR_024183	chr14(.):94458641-94483041	0.5188
NR_024184	chr14(.):94458641-94480209	0.5333
NR_002964	chr14(.):103799185-103809311	0.7511
NM_025268	chr14(.):105987952-106001539	0.1026
NM_015492	chr15(.):75489220-75509510	0.9099
NM_001080534	chr15(.):54300100-54925806	0.1388
NM_002943	chr15(.):60775482-60924729	0.2965
NM_134262	chr15(.):60775482-60889707	0.3591
NM_134261	chr15(.):60775482-61526502	0.1467
NR_031680	chr15(.):69111302-69494862	0.1048
NM_031226	chr15(.):51495253-51635795	0.2363
NM_019600	chr15(.):52868517-52975820	0.2754
NM_000259	chr15(.):52594479-52826247	0.2345
NM_000236	chr15(.):58719174-58866073	0.5711
NM_025201	chr15(.):65129081-65165201	0.2239
NM_005902	chr15(.):67353194-67492533	0.3944
NM_006305	chr15(.):69065874-69118261	0.6195
NM_020908	chr15(.):70335542-70395256	0.2712
NM_006465	chr15(.):74828547-74895472	0.3062
NM_001042572	chr15(.):93438550-93497463	0.201
NM_000693	chr15(.):101415008-101461830	0.2648
NM_024652	chr15(.):101454459-101615317	0.1806
NM_015995	chr15(.):31614082-31675102	0.6626
NM_182703	chr15(.):65199100-65256041	0.2342
NM_001145103	chr15(.):67425358-67492533	0.1869
NM_001145102	chr15(.):67413053-67492533	0.186
NM_017882	chr15(.):68494329-68527080	0.8503
NM_033429	chr15(.):68478042-68503448	1.0977
NM_015322	chr15(.):68565140-68588640	0.3169
NR_026808	chr15(.):69091159-69104440	0.269
NR_036197	chr15(.):69089188-69099264	0.349
NR_030714	chr15(.):70366710-70376807	0.1059
NM_001127190	chr15(.):75069424-75100539	0.7434
NM_000761	chr15(.):75036183-75053941	0.0899
NM_000499	chr15(.):75006882-75022877	0.0788
NM_021819	chr15(.):75100193-75123099	0.1018
NM_001030005	chr15(.):75113950-75129136	0.095
NM_021823	chr15(.):75310926-75348067	0.7521
NM_138967	chr15(.):75282875-75318836	0.1788
NM_015477	chr15(.):75656719-75748926	0.2262
NM_001145358	chr15(.):75656719-75749087	0.2262
NM_001145357	chr15(.):75656719-75753124	0.2213
NR_033769	chr15(.):93333713-93345338	0.1407
NR_036136	chr15(.):93442628-93452705	0.5661
NR_037600	chr15(.):93421072-93446977	0.5972
NR_037602	chr15(.):93421525-93446977	0.605
NM_014918	chr15(.):101710927-101797137	0.3484
NM_000246	chr16(.):10966054-11023840	0.4158
NM_015914	chr16(.):11767942-11841648	0.513
NM_004862	chr16(.):11636577-11685229	0.6305
NM_001136472	chr16(.):11636577-11685806	0.6249
NR_024320	chr16(.):11636577-11686322	0.6191
NM_022166	chr16(.):17191180-17569738	0.1992
NM_032821	chr16(.):70836288-71269569	0.222
NM_017558	chr16(.):71056012-71269592	0.2585
NM_001198542	chr16(.):71060313-71269625	0.2589
NM_175931	chr16(.):88936262-89012608	0.166
NM_005187	chr16(.):88936262-89048504	0.3063
NM_001130007	chr16(.):11956984-12015519	0.1686
NM_001130006	chr16(.):11956984-12014825	0.1686
NM_001192	chr16(.):12053963-12066925	1.1019
NM_032167	chr16(.):12065601-12152141	0.1296
NR_029854	chr16(.):14398141-14408228	1.5315
NR_030177	chr16(.):14392823-14402906	1.9103
NM_002383	chr16(.):29812854-29827504	1.1734
NM_145239	chr16(.):29818408-29832202	1.037
NM_007317	chr16(.):29797057-29821706	0.7788
NM_024516	chr16(.):29822527-29838816	0.6958
NM_152338	chr16(.):29784560-29796840	0.15
NM_005115	chr16(.):29826714-29864360	0.326
NM_001031804	chr16(.):79622744-79639622	0.917
NM_001184854	chr16(.):87736417-87804598	0.1684
NM_001142864	chr16(.):88776745-88856372	0.2806
NM_030928	chr16(.):88865185-88880666	0.8766
NM_000485	chr16(.):88870876-88883342	0.782
NR_024347	chr16(.):89220627-89235083	0.3355
NM_001127214	chr16(.):89155253-89225997	0.5446
NM_174917	chr16(.):89155253-89227169	0.5387
NR_023316	chr16(.):89155253-89225996	0.5446
NM_003342	chr17(.):4167511-4274969	0.1486
NM_001991	chr17(.):40847292-40902071	0.3515
NM_005022	chr17(.):4843946-4856825	1.1074
NM_153357	chr17(.):6939948-6952242	0.1054
NM_144775	chr17(.):18213593-18236370	1.265
NM_000267	chr17(.):29416944-29709695	0.1165
NM_002544	chr17(.):29616667-29629380	0.0455
NM_000342	chr17(.):42320757-42350502	0.0889
NM_001193466	chr17(.):44102281-44275166	0.3138
NM_015443	chr17(.):44102281-44275272	0.3138
NM_001193465	chr17(.):44102281-44307740	0.2933
NM_181671	chr17(.):65368923-65694647	0.1975
NM_004252	chr17(.):72739762-72770499	0.6733
NM_052916	chr17(.):74133533-74241390	0.2504
NM_001113492	chr17(.):75278972-75501678	0.2734
NM_006640	chr17(.):75310596-75501678	0.3046
NM_001113491	chr17(.):75272491-75501678	0.2701
NM_001163075	chr17(.):76137433-76167364	0.6224
NM_000080	chr17(.):4796063-4811369	0.1106
NM_001145536	chr17(.):4797947-4811227	0.1131
NM_001165417	chr17(.):4835425-4848462	0.4239
NM_000173	chr17(.):4830591-4843325	0.2344
NM_015528	chr17(.):4838629-4853517	0.9175
NM_006612	chr17(.):4896242-4936694	0.1902
NM_015099	chr17(.):4866286-4895960	0.3211
NM_001171168	chr17(.):4866286-4895665	0.3233
NM_053013	chr17(.):4849383-4865426	0.8108
NM_001167985	chr17(.):4886424-4905905	0.3717
NM_004890	chr17(.):4857520-4876132	0.3526
NM_001004333	chr17(.):6910797-6922851	1.2248
NM_001142799	chr17(.):6913072-6925839	1.4251
NM_201566	chr17(.):6934393-6948440	0.2756
NR_029712	chr17(.):6915933-6926020	1.6299
NM_181844	chr17(.):6921368-6937961	0.5548
NM_000697	chr17(.):6894383-6919055	0.3953
NR_030178	chr17(.):6916229-6926341	1.6082
NM_012452	chr17(.):16837397-16880402	0.4453
NM_018019	chr17(.):17375299-17401534	0.7419
NM_016084	chr17(.):17392752-17404707	0.8608
NM_004176	chr17(.):17709662-17745325	0.6751
NR_030361	chr17(.):17712149-17722245	0.2827
NM_004618	chr17(.):18172234-18223321	0.3089
NM_004169	chr17(.):18226186-18271856	0.609
NM_001145127	chr17(.):18276078-18297960	0.0775
NM_001130677	chr17(.):36822958-36836187	0.2071
NM_005937	chr17(.):36856872-36891056	0.3937
NM_007144	chr17(.):36885149-36909558	0.2002
NM_002795	chr17(.):36904001-36925478	0.1747
NM_001136498	chr17(.):36881509-36896858	0.1887
NM_005310	chr17(.):37889186-37908538	0.1078
NM_001030002	chr17(.):37889589-37908538	0.1077
NM_032339	chr17(.):37880408-37891788	0.2588
NM_001145301	chr17(.):38469472-38518895	0.3556
NM_152219	chr17(.):38511904-38525945	0.1405
NM_000964	chr17(.):38460422-38518895	0.3308
NM_001024809	chr17(.):38493270-38518895	0.1073
NM_001254	chr17(.):38439145-38464413	0.1547
NM_024927	chr17(.):40814932-40834048	1.0108
NM_016437	chr17(.):40806265-40824024	0.3599
NM_003632	chr17(.):40829631-40857011	0.5997
NM_016602	chr17(.):40826419-40838845	1.4064
NM_001015053	chr17(.):42149120-42206014	0.2428
NM_178542	chr17(.):42248351-42269082	0.4386
NM_001076674	chr17(.):42259353-42274099	0.3995
NM_177441	chr17(.):42259573-42274099	0.4047
NM_001076684	chr17(.):42277400-42301924	0.8172
NM_001098833	chr17(.):42264172-42280529	0.6713
NM_024032	chr17(.):42214273-42244844	0.205
NM_080863	chr17(.):42243073-42261451	0.6466
NM_001076683	chr17(.):42277400-42303250	0.7812
NM_014233	chr17(.):42277400-42300664	0.8561
NM_152343	chr17(.):43326759-43344479	0.1182
NM_005892	chr17(.):43294291-43329683	1.1366
NR_024434	chr17(.):43320302-43350997	0.1935
NR_024435	chr17(.):43334557-43350997	0.1067
NR_034172	chr17(.):44265938-44279089	0.9496
NM_032595	chr17(.):48206100-48232877	0.5
NM_174920	chr17(.):48185034-48212167	0.1053
NM_000023	chr17(.):48238365-48258293	0.1312
NM_000088	chr17(.):48256456-48284000	0.0799
NR_024193	chr17(.):48243788-48254837	0.1135
NM_000250	chr17(.):56342216-56363296	0.0721
NM_004758	chr17(.):56373593-56411152	0.4686
NM_003168	chr17(.):56417538-56434563	0.8491
NR_029683	chr17(.):56403592-56413679	2.0031
NM_001163989	chr17(.):72727958-72748474	0.8882
NM_001006638	chr17(.):72728355-72748474	0.9014
NM_139018	chr17(.):72685451-72714108	0.1734
NR_037409	chr17(.):72739751-72749838	1.1037
NM_017728	chr17(.):72767621-72840922	0.1229
NM_015654	chr17(.):72761685-72777470	0.2953
NM_032134	chr17(.):74265129-74308761	0.2099
NM_182565	chr17(.):74256285-74272379	0.9516
NM_003016	chr17(.):74725198-74738493	0.8669
NR_030366	chr17(.):74727531-74737630	1.0588
NM_024311	chr17(.):74728782-74780338	0.4923
NM_001113493	chr17(.):75364271-75501678	0.315
NM_001113494	chr17(.):75367164-75501678	0.2975
NR_036200	chr17(.):75388065-75398136	0.1196
NM_152468	chr17(.):76121858-76144049	0.9164
NM_007267	chr17(.):76103998-76133488	0.6944
NM_001127198	chr17(.):76103998-76129861	0.75
NM_001010982	chr17(.):76178436-76208782	0.1941
NM_001012270	chr17(.):76205276-76226716	0.1998
NM_003258	chr17(.):76165159-76188285	0.5908
NM_004710	chr17(.):76159670-76174009	0.8915
NR_002219	chr17(.):76205320-76225783	0.199
NM_001145526	chr17(.):76178442-76208782	0.1941
NR_027083	chr17(.):76178397-76198641	0.2425
NM_012418	chr17(.):79490416-79509156	0.0741
NM_025161	chr17(.):79501910-79524429	0.2241
NM_001614	chr17(.):79471998-79484827	1.2671
NM_005215	chr18(.):49861541-51067273	0.0901
NM_001142397	chr18(.):46060426-46394586	0.2505
NM_000633	chr18(.):60785578-60991613	0.3779
NM_001083625	chr18(.):9131757-9290206	0.1966
NM_001130110	chr18(.):42255137-42462379	0.3298
NM_015559	chr18(.):42255862-42653475	0.2355
NM_003199	chr18(.):52884561-53260860	0.1314
NM_032649	chr18(.):72196691-72257261	0.3493
NM_173207	chr18(.):3442607-3463406	0.7416
NM_173209	chr18(.):3444972-3463406	0.823
NM_173210	chr18(.):3446590-3463406	0.8785
NM_174886	chr18(.):3407071-3463406	0.3321
NM_003244	chr18(.):3445171-3463406	0.8294
NM_173208	chr18(.):3445030-3463406	0.8249
NM_173211	chr18(.):3448771-3463406	0.7468
NM_021074	chr18(.):9097627-9139343	0.7063
NM_005904	chr18(.):46441222-46482081	1.0255
NM_001190823	chr18(.):46441222-46474177	0.8552
NM_001190822	chr18(.):46441222-46480703	1.0558
NM_001168499	chr18(.):72161822-72195689	0.4483
NM_018235	chr18(.):72158499-72195689	0.4202
NM_001044369	chr18(.):72097962-72129503	0.0937
NM_175907	chr18(.):72904277-72926281	0.509
NM_005786	chr18(.):72917730-73006901	0.1814
NM_052876	chr19(.):13224108-13256959	0.1857
NM_021235	chr19(.):16467407-16587762	0.2975
NM_001492	chr19(.):18974360-19011953	0.0634
NM_001136139	chr19(.):1604291-1655286	0.3493
NM_003200	chr19(.):1604291-1657326	0.3412
NM_006830	chr19(.):1592153-1610483	0.3526
NM_017722	chr19(.):13210713-13232463	0.2257
NM_001136035	chr19(.):13210713-13232563	0.2255
NM_005583	chr19(.):13204843-13218974	0.0698
NM_003765	chr19(.):13250223-13265987	0.5553
NM_004907	chr19(.):13256281-13270718	0.6459
NM_005370	chr19(.):16217489-16249445	0.141
NM_001145160	chr19(.):16173316-16218813	0.3752
NR_024335	chr19(.):16139522-16157918	0.0586
NR_024336	chr19(.):16140288-16157918	0.0583
NM_003290	chr19(.):16182134-16218813	0.4415
NM_016270	chr19(.):16430650-16443339	0.9311
NM_001145724	chr19(.):19035009-19054858	0.382
NM_001145722	chr19(.):19035009-19056113	0.4076
NM_001145721	chr19(.):19035009-19056161	0.4084
NR_027297	chr19(.):19035009-19055444	0.3945
NM_007263	chr19(.):19005322-19035199	0.1302
NM_004838	chr19(.):19035009-19057041	0.4267
NM_019070	chr19(.):19025483-19044442	0.174
NM_003407	chr19(.):39892486-39905045	1.4521
NM_003169	chr19(.):39931287-39972308	0.1886
NM_001130825	chr19(.):39931185-39972308	0.1893
NM_019088	chr19(.):39871269-39886679	0.2492
NM_017592	chr19(.):39876962-39896203	0.6638
NM_001020	chr19(.):39918846-39931618	0.3336
NM_022835	chr19(.):39898749-39924055	0.3397
NM_005628	chr19(.):47273139-47296842	0.451
NM_001145144	chr19(.):47273139-47295545	0.4736
NM_013403	chr19(.):47217767-47254720	0.174
NM_001039885	chr19(.):47244302-47266832	0.195
NM_001145145	chr19(.):47273139-47293134	0.5175
NR_024258	chr19(.):47328841-47338961	0.0648
NM_001042472	chr20(.):25275849-25376477	0.3066
NM_015600	chr20(.):25270378-25376477	0.3249
NM_032819	chr20(.):32314807-32385075	0.3947
NM_015568	chr20(.):37429347-37556667	0.3209
NM_032883	chr20(.):42539781-42703254	0.4074
NM_002466	chr20(.):42290708-42350122	0.6555
NM_001098798	chr20(.):42569535-42703254	0.4204
NM_001098797	chr20(.):42538491-42703254	0.4065
NM_000022	chr20(.):43243162-43285376	0.636
NM_006282	chr20(.):43590119-43713593	0.3476
NM_183425	chr20(.):55961462-55989386	0.7629
NM_199170	chr20(.):56218451-56290625	0.4132
NM_020182	chr20(.):56218451-56290031	0.4156
NM_199171	chr20(.):56218451-56291541	0.4107
NR_002785	chr20(.):57388972-57430958	0.1318
NM_000214	chr20(.):10613331-10659694	0.4125
NM_002862	chr20(.):25223705-25283648	0.4457
NM_182584	chr20(.):31214426-31244783	0.1672
NM_176812	chr20(.):32394109-32447173	0.2878
