GENE	IRF4H3K27ac_32_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_32_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
EPDR1	810.1184	655.14	-154.9784	0.447115675979063	-0.306329539417912
TMEM135	759.708	604.7476	-154.9604	0.443215301399327	-0.329111874684101
LOC728554	442.5431	287.8043	-154.7388	0.394064934030025	-0.62072982135528
TP53BP1	1242.99	1088.6995	-154.2905	0.466914441223842	-0.19120888971272
ANKRD5	626.4559	472.2432	-154.2127	0.429820321141612	-0.407682930260012
SNORD79	274.5936	121.0512	-153.5424	0.305959284691723	-1.18168061966126
MFSD6	868.9118	715.5453	-153.3665	0.451602823452904	-0.280166637370915
SAMD10	2127.7854	1974.5759	-153.209499999999	0.4813266691064	-0.107809829583231
SARS	388.1115	234.9131	-153.1984	0.377052687807191	-0.724344013845037
PPAT	1761.8287	1608.817	-153.0117	0.477302316289131	-0.131073428507132
ZNF362	502.4481	351.4384	-151.0097	0.411575074673273	-0.515702745510084
NEDD4	562.2996	411.5286	-150.771	0.422588501750103	-0.450346323499589
LANCL1	546.1541	396.4839	-149.6702	0.420610987462844	-0.46204578823163
MTOR	879.785	730.3433	-149.4417	0.453593232290868	-0.268576237616095
CFL2	383.8492	235.106	-148.7432	0.379843323070878	-0.707228283685776
PUSL1	689.0583	541.0856	-147.9727	0.439855532348695	-0.34876920480992
HMGB3	170.4676	22.6162	-147.8514	0.117131525275554	-2.91406910731356
HNRNPA1	1464.765	1317.1516	-147.6134	0.473469118376877	-0.153247819207348
HNRNPA1P10	1464.765	1317.1516	-147.6134	0.473469118376877	-0.153247819207348
USP37	1795.4191	1648.2629	-147.1562	0.478633886636455	-0.123374275358627
DHRS4L2	342.244	196.2793	-145.9647	0.364476894500201	-0.802117217932926
HERC5	1455.194	1309.4976	-145.6964	0.473650514943511	-0.152198084078065
GTF2F1	1469.6	1323.9394	-145.6606	0.473929023517621	-0.150586443646626
IDI1	1789.2	1644.4912	-144.7088	0.478928099300252	-0.121673375409732
DNAJC21	331.3125	186.6039	-144.7086	0.360297337562587	-0.82821349683323
TMEM201	264.9478	121.1133	-143.8345	0.313715367852394	-1.12935084537211
TMEM126A	826.7445	683.004	-143.7405	0.452395879181201	-0.275547515119779
USP12	182.208	40.0596	-142.1484	0.180231396748784	-2.18536638245651
PROX1	2337	2195.3665	-141.6335	0.484375325781796	-0.0901959271187416
NDUFS5	1380.6376	1239.1309	-141.5067	0.47299251823205	-0.156006080239348
CTPS	562.32	420.9564	-141.3636	0.428116041430467	-0.417720544228064
RAB11A	1347.0732	1206.7187	-140.3545	0.472520372548758	-0.158738842536157
LOC93622	444.3802	304.0455	-140.3347	0.406246738988252	-0.547507299606437
C6orf120	594.0699	454.0169	-140.053	0.433186354412631	-0.387886692363991
WDR27	594.0699	454.0169	-140.053	0.433186354412631	-0.387886692363991
TSC22D1	888.6779	748.8032	-139.8747	0.457289674977012	-0.247074010823999
PSPC1	412.3431	273.2747	-139.0684	0.398581687931673	-0.593493366106483
SLMO1	733.8512	595.3679	-138.4833	0.447908023590693	-0.301706124384377
PCGF3	142.3195	3.9462	-138.3733	0.0269796678236935	-5.17252546088723
MCART6	756.8704	619.7238	-137.1466	0.450186264042083	-0.288420911695605
FLJ35946	734.4576	598.2894	-136.1682	0.448914460133844	-0.295835704132862
NR1H2	1139.6528	1003.6715	-135.9813	0.468277945619335	-0.18330721336306
WWP1	145.705	10.3572	-135.3478	0.0663658464381509	-3.81434444779095
DDX26B	659.295	523.9694	-135.3256	0.442816837893543	-0.331441579888701
C6orf35	618.381	483.8175	-134.5635	0.438956775934643	-0.354033039071367
HSPD1	2354.1228	2220.7556	-133.3672	0.485423962306845	-0.0841389495666835
THTPA	357.5286	224.214	-133.3146	0.385417880691564	-0.673182289542865
LOC388796	802.5813	669.5316	-133.0497	0.454809953774605	-0.261495393687821
VPS8	1238.6512	1107.3605	-131.2907	0.472018319431229	-0.16164502023175
TIMM8A	475.5976	344.6938	-130.9038	0.420208964765448	-0.464426085640984
LOC100133315	1941.783	1811.0231	-130.7599	0.482578383146414	-0.100577036022786
MRPS35	1110.7517	980.2711	-130.4806	0.468799814138803	-0.180283653681441
C2orf88	1406.9708	1276.4931	-130.4777	0.475688568048186	-0.140406648098768
RNF20	957.8412	827.5804	-130.2608	0.463520996945483	-0.210887014582149
ST7OT4	1475.0848	1344.969	-130.1158	0.476930262819809	-0.133224974137506
SDR42E1	554.4981	424.9872	-129.5109	0.433888288063129	-0.383763126953041
SLC16A9	942.4	813.0288	-129.3712	0.463151111568866	-0.213033081233063
PEX10	767.315	638.6601	-128.6549	0.45424709157367	-0.264770636360038
DNAJB6	984.889	856.8137	-128.0753	0.465229105653155	-0.200979589384258
RBM4	1263.4	1135.3708	-128.0292	0.473313582106302	-0.154147934037718
ANKRD50	961.35	833.5879	-127.7621	0.464410440049207	-0.205727434344438
ZSWIM5	127.6527	0	-127.6527	0	-8
XPNPEP3	1223.5118	1097.8569	-125.6549	0.472935169669514	-0.156337996648961
RBM45	989.19	864.108	-125.082	0.466254212760171	-0.195036017192788
C21orf67	960.4224	835.6132	-124.8092	0.465254252198564	-0.200833769515011
C21orf70	960.4224	835.6132	-124.8092	0.465254252198564	-0.200833769515011
TLE4	1274.8	1151.1172	-123.6828	0.474508033497598	-0.147236196535031
FAM58A	123.2055	0	-123.2055	0	-8
LOC646903	129.996	7.3736	-122.6224	0.0536770872158032	-4.13995426589771
F2RL3	615.3231	493.5282	-121.7949	0.445080598273186	-0.318211632091735
TMEM59	1386.1548	1264.7239	-121.4309	0.47709610402015	-0.132265913973876
CAPS2	1039.822	918.6326	-121.1894	0.469059941445668	-0.178776697167552
UHRF1BP1	761.8	641.0614	-120.7386	0.456967024682552	-0.248949745045899
BAZ1B	1410.8	1290.813	-119.987	0.477793451541727	-0.128233468235956
C1orf213	1025.8119	906.4656	-119.3463	0.469117712129857	-0.178442036173661
FAM18B1	1086.8172	967.769	-119.0482	0.471028667475719	-0.167374670957284
PMS1	1356.0141	1237.5631	-118.451	0.477164550953023	-0.131870093680008
HNRNPA1L2	613.566	496.131	-117.435	0.447086907507184	-0.306497435218176
TMEM177	373.8983	257.103	-116.7953	0.407452409369046	-0.540299467401367
LTV1	717.9294	601.1416	-116.7878	0.455731041012955	-0.256137118344935
TMEM2	762.6784	646.6959	-115.9825	0.458853194641055	-0.237987377575855
ERCC5	2218.2	2102.8054	-115.3946	0.486647251123546	-0.0770741044938288
ARL8A	848.8	733.8176	-114.9824	0.463673347244464	-0.210003149420077
TCEB1	1876	1761.5272	-114.4728	0.48426502487734	-0.0908330759825785
HSPE1	2335.1868	2220.7556	-114.4312	0.487441544476067	-0.072487331688115
LETM1	1113.4	999.3609	-114.0391	0.473011830160242	-0.155894309476146
ARHGAP19	782.4158	668.3812	-114.0346	0.460699325956698	-0.227264349842621
PI4K2A	683.862	570.3285	-113.5335	0.454738335205059	-0.261912097980218
DPY19L2P2	377.3616	264.6182	-112.7434	0.412190850864778	-0.512035331773483
PARP8	2056.9345	1944.3919	-112.5426	0.485936838344405	-0.0811768248964653
CAMSAP1	187.11	74.7478	-112.3622	0.2854518750253	-1.32378364154254
ARV1	1349.9916	1239.2675	-110.7241	0.478618574711198	-0.123462798876804
C5orf15	685	574.3403	-110.6597	0.456064417219079	-0.254198192551014
MAFB	802.691	692.6438	-110.0472	0.46320315691175	-0.212731101152985
SLC25A5	542.1258	432.135	-109.9908	0.443551665016185	-0.327145582875388
ANKRD9	138.1918	28.2128	-109.979	0.169543390026478	-2.2922502524212
RG9MTD3	669.045	559.3866	-109.6584	0.455366501480424	-0.258257555128738
KLHL2	625.4572	515.9819	-109.4753	0.452045054352878	-0.277590705632924
MRPS36	1012.4	903.0566	-109.3434	0.471457614857993	-0.164891094515102
USP31	648.0636	540.0612	-108.0024	0.454549219071936	-0.263012500558712
DCTD	1297.4	1189.5672	-107.8328	0.47832042175707	-0.125186570385012
TSPAN12	551.3647	443.5904	-107.7743	0.445839616280172	-0.313778761070205
TTC33	1190.3776	1082.7856	-107.592	0.476334299270726	-0.136671677469794
NALCN	589.9	482.337	-107.563	0.44984177938273	-0.290428925898375
EIF2B4	1423.2754	1316.1375	-107.1379	0.480445098290951	-0.112904627812113
GLIPR1L2	1093.2411	986.1296	-107.1115	0.474244250916876	-0.148762436261796
PTDSS2	954.9254	849.1947	-105.7307	0.470697433058919	-0.169292665246179
ARMCX6	420.863	315.53	-105.333	0.428480444545236	-0.415573500839388
ALS2	1110.564	1005.5636	-105.0004	0.475190437476455	-0.143288203185487
XRCC2	1425.0587	1320.151	-104.9077	0.480892589006953	-0.110318391250909
ACIN1	863.838	758.9464	-104.8916	0.467681597136379	-0.186762781683709
BATF	501.9466	397.0728	-104.8738	0.441673227518783	-0.338130352274361
TIMM44	2000.6	1896.0954	-104.5046	0.486590612137659	-0.0774011898928984
RNF121	1915.2598	1811.0231	-104.2367	0.486013313696606	-0.080735154946864
MGC72080	843.778	739.7414	-104.0366	0.467150197212614	-0.189842453158992
STX16	1146.5454	1042.7055	-103.8399	0.476284148153142	-0.136961739737703
UBE2J2	489.244	385.4089	-103.8351	0.440642110716148	-0.344164270761744
XRCC3	220.1171	116.4698	-103.6473	0.346031886564807	-0.918315306463268
CDKAL1	1342.5037	1239.1488	-103.3549	0.479982801713244	-0.115576624139557
RAVER2	956.7719	853.6864	-103.0855	0.471530551131722	-0.164468822782107
SLC38A6	516.8562	414.1665	-102.6897	0.444851129838188	-0.319552083612247
TRMT5	516.8562	414.1665	-102.6897	0.444851129838188	-0.319552083612247
SMAD5	1194.2136	1092.4195	-101.7941	0.477741488129425	-0.128533931724032
ZKSCAN4	1017.8532	916.2076	-101.6456	0.473722232517199	-0.151783068286493
MCART1	1264.8	1164.5086	-100.2914	0.479358036274189	-0.119187978789092
NBEA	400.915	301.227	-99.688	0.42901151049218	-0.412445306622368
C9orf85	1901.1012	1801.5096	-99.5916000000002	0.48655116546411	-0.0776289923027356
EPB41	1999.4	1899.9216	-99.4784	0.487244140108885	-0.0736272393787471
ATP1A1	341.0318	241.5579	-99.4739	0.414627824693777	-0.497537235712748
C1orf212	930.3238	830.986	-99.3378000000001	0.471800020643728	-0.162908763417058
PAN3	833.997	735.4905	-98.5065	0.468618259145103	-0.181335487152634
C6orf147	1308.9116	1210.4874	-98.4241999999999	0.480466730359105	-0.112779602878555
PSMC4	1325.8	1227.4345	-98.3655000000003	0.480737080749927	-0.111217118403137
SKP1	1270.894	1173.1963	-97.6976999999999	0.480013483953518	-0.115399279872423
ANUBL1	1235.0592	1138.0648	-96.9944	0.47956398401432	-0.117997490808755
ASPSCR1	1222.3552	1126.2182	-96.1369999999999	0.479532894309371	-0.118177203332225
INTS2	970.6128	874.7198	-95.893	0.474017421032935	-0.150074935047696
DDX10	901.4916	806.5473	-94.9443	0.472206634169749	-0.160554906073193
ORMDL1	1331.9061	1237.5631	-94.3430000000001	0.481641539038491	-0.105990289131194
VPRBP	1372.6	1278.9309	-93.6691000000003	0.482336788909381	-0.101972941563939
LRCH4	1160.1901	1066.5451	-93.645	0.478972578329026	-0.12141624097965
YBX1	1095	1001.6934	-93.3065999999999	0.477749107237138	-0.128489876250644
ABTB2	462.531	369.2496	-93.2814	0.443926679703758	-0.324953703796862
CLIC2	291.2939	198.7875	-92.5064	0.405621392691092	-0.551248448914377
CSRP1	1435.024	1342.5587	-92.4653000000001	0.483355077060352	-0.0960896975975773
PEX12	1525.6	1433.8991	-91.7009	0.484507361397745	-0.0894332401008507
C9orf103	975.3948	884.2029	-91.1919	0.475480745109547	-0.141608815098314
WASH1	838.5597	748.4756	-90.0840999999999	0.471618747232655	-0.16395821217636
PCSK7	468.0258	377.9882	-90.0375999999999	0.44678716900666	-0.308246863573127
GGA2	660.1902	570.4019	-89.7883	0.463518252717533	-0.210902935670638
PPP4R1L	524.008	434.5302	-89.4778000000001	0.453325908138038	-0.270132389141904
RAB22A	524.008	434.5302	-89.4778000000001	0.453325908138038	-0.270132389141904
PHKA1	675.4	586.9974	-88.4026	0.464986223830943	-0.202388066155571
TNFRSF19	329.623	241.542	-88.081	0.422893559654391	-0.448542841778496
SRI	1082.05	994.11	-87.9399999999999	0.47882147811344	-0.12228976315461
SDCCAG3	613.6207	526.1599	-87.4608000000001	0.461632615961353	-0.221845850625036
ZFYVE21	203.6061	116.4698	-87.1363	0.363881816781582	-0.805824864714749
PSMD10	774.2743	687.5884	-86.6858999999999	0.47035087494879	-0.171299550527506
TTLL3	325.1274	239.2275	-85.8999	0.423895495547217	-0.442621902099427
GBP2	332.1328	246.4172	-85.7156	0.425922046495549	-0.430657244077326
POLR1D	459.359	374.1203	-85.2386999999999	0.448865736677564	-0.296119845448932
KIAA0922	433.01	347.8976	-85.1124	0.44550418000798	-0.315737616716839
GFI1	2982.4159	2897.9953	-84.4205999999995	0.492821879531146	-0.0414262013725847
ZNF670	897.1621	812.9596	-84.2025	0.475381138079237	-0.142185016644951
NPC2	470.2503	386.1404	-84.1099	0.450892799279581	-0.284303359756038
ALG11	83.1548	0	-83.1548	0	-8
ATP7B	83.1548	0	-83.1548	0	-8
C4orf37	1275.6417	1192.562	-83.0797000000002	0.483170007402549	-0.097158892027131
RPS29	1124.7104	1042.3173	-82.3931000000002	0.4809893754473	-0.10975904525796
NBPF11	828.5544	746.3715	-82.1829	0.473908962955019	-0.150702524585173
C10orf111	1185.7458	1103.979	-81.7667999999999	0.482144841161698	-0.103082029006764
RPP38	1185.7458	1103.979	-81.7667999999999	0.482144841161698	-0.103082029006764
LOC283104	913.3921	831.9465	-81.4456	0.476667679268653	-0.134743555856709
HINT3	946.3786	865.728	-80.6505999999999	0.477746728586497	-0.128503630161861
DICER1	604.7148	524.4668	-80.248	0.46446630019476	-0.205403438786816
RSRC2	902.4179	822.4454	-79.9725000000001	0.476817728106337	-0.133875779466711
ING4	1399.5546	1319.5874	-79.9672	0.485295508656775	-0.0848808634259281
PDE8A	814.5111	734.8215	-79.6895999999999	0.474282604006396	-0.148540521052528
MAN2B2	383.448	304.0455	-79.4025	0.44225218129335	-0.334743707601441
MTMR1	455.5264	376.2125	-79.3139	0.452320433732269	-0.275986883235561
RNF13	1195.355	1116.5212	-78.8338000000001	0.482950254862263	-0.0984284929424731
SLC22A15	463.7235	385.4914	-78.2320999999999	0.45393857314562	-0.266566164516453
PMPCA	603.8607	526.1599	-77.7008000000001	0.465619741799397	-0.198714482469167
SYDE2	993.4	916.3775	-77.0224999999999	0.479834692784892	-0.116432710477525
FANCE	550.235	473.432	-76.803	0.462486335888526	-0.216890687874905
UACA	774.1272	697.6997	-76.4275	0.47403651883248	-0.149964427652501
LOC100303728	508.5503	432.135	-76.4152999999999	0.459383175223425	-0.23490839193234
MED4	380.6595	304.3058	-76.3537	0.444264548875688	-0.322979251982966
GOLGA6L1	378.252	302.1298	-76.1222	0.444059203229716	-0.324179222109776
ATG4A	762.6378	687.5884	-75.0494	0.474124933062166	-0.149452833795346
POLR3B	1355.8702	1281.4534	-74.4168000000002	0.485891606172257	-0.0814380571418836
NFYA	1136.4492	1062.778	-73.6712	0.48325066186886	-0.0966929274234433
FAM108C1	509.3911	436.6897	-72.7014	0.461577594640965	-0.222165249962683
SLC25A46	1325.81	1253.2996	-72.5104000000001	0.485942745511862	-0.0811427089542344
KY	626.4205	554.2245	-72.1959999999999	0.469425187079944	-0.176660938612548
MRPS30	1026.3	954.173	-72.127	0.48179046116761	-0.105129741515878
FAM35A	897.0208	825.7703	-71.2505	0.479321201508413	-0.1194009076808
TXNRD1	1420.8	1349.982	-70.818	0.487220575274417	-0.0737633155866695
PTPRK	935.3301	864.8195	-70.5106	0.480415349924251	-0.113076562484119
DHTKD1	1395.72	1325.3009	-70.4190999999998	0.487060169218105	-0.0746895963988437
CP110	553.3398	483.0074	-70.3324	0.466067163591507	-0.196120403757798
TNFAIP8L1	561.7828	491.8495	-69.9333	0.466813232661907	-0.191795518562708
FUS	2049.8	1980.7379	-69.0620999999996	0.491432644759401	-0.0494451630608323
EFTUD2	1055.8922	986.8658	-69.0264000000002	0.483104606615174	-0.0975367353537653
LOC285074	1507.6	1439.184	-68.4159999999999	0.488391412468644	-0.0670026473574033
SIN3A	1951.051	1884.2953	-66.7556999999999	0.49129730475707	-0.0502264134779586
COX7B	862.2938	795.6413	-66.6524999999999	0.479898941761954	-0.116061341624553
SNORD36B	175.3414	109.2793	-66.0621	0.38394712682528	-0.682146524776464
XKRX	403.7041	338.1416	-65.5625	0.45581122866925	-0.255670723575773
SERPINI1	1927.9342	1862.4907	-65.4434999999996	0.491367260699454	-0.0498225917572585
NUDT6	1304.6779	1239.6384	-65.0395000000003	0.487218668527966	-0.0737743261950749
TMEM170A	509.6322	445.2182	-64.414	0.466270108909207	-0.194943864442802
NCL	742.2	678.1843	-64.0156999999999	0.477465359198915	-0.130130614746878
CDKN2AIP	1494.2	1430.2897	-63.9103	0.489073256096611	-0.0630658778095381
ATG2B	470	406.448	-63.552	0.46374456898755	-0.209589967690148
AURKAIP1	1795.4624	1732.0402	-63.4222	0.491010325548732	-0.0518830259990807
DTNBP1	991.058	928.8921	-62.1659000000001	0.483810542784419	-0.0934584681298823
C1orf83	1326.6684	1264.7239	-61.9445000000001	0.488048027309489	-0.0689853482977023
BRD8	1273.617	1211.8173	-61.7996999999998	0.487567625505128	-0.0717592910911139
PCMT1	554.6886	493.3196	-61.3690000000001	0.470721126036991	-0.169155467444893
ZNF783	1564.4964	1503.9559	-60.5405000000001	0.490135010408993	-0.0569360748872649
OSGIN2	372.7979	312.3244	-60.4735	0.455866638700857	-0.255348450476469
AKIRIN1	856.7091	796.2878	-60.4213000000001	0.481723710431641	-0.105515458812398
ZNF37A	816.3526	756.1748	-60.1777999999998	0.480865897789762	-0.110472645981827
AMFR	243.0921	183.0083	-60.0838	0.429495724481836	-0.40959392873196
CIZ1	825.4965	765.6754	-59.8211	0.481202188148245	-0.108529191877944
KIF20A	1271.6334	1211.8173	-59.8160999999998	0.487957059103287	-0.0695106082405183
BRIP1	934.5105	874.7198	-59.7907	0.483476205323336	-0.0953899231503323
HYI	965	905.4599	-59.5400999999999	0.484084101455476	-0.0918781922623313
LAT2	587.291	527.8333	-59.4577	0.473340326275734	-0.153993158855165
MRPL10	650.8597	592.5805	-58.2792000000001	0.476565338646764	-0.135335435619704
SIGMAR1	1345.4	1287.6791	-57.7209	0.489039277247691	-0.0632620562584235
UBIAD1	787.7688	730.3433	-57.4255000000001	0.481086541632861	-0.109197512943956
THG1L	1156.0122	1098.9292	-57.0829999999999	0.487342686599306	-0.0730581817306427
PLOD3	1050.756	993.8964	-56.8596000000001	0.486095533891237	-0.0802603108885976
ZNHIT1	1050.756	993.8964	-56.8596000000001	0.486095533891237	-0.0802603108885976
HOMEZ	561.2	505.4701	-55.7299	0.473876693459393	-0.150889253837482
GAS1	615.8	561.639	-54.1610000000001	0.477000507032636	-0.132818748063199
TRAT1	681.0544	627.687	-53.3674	0.479611174522331	-0.117724710126267
FBXO24	1119.8614	1066.5451	-53.3163	0.487807322197405	-0.0703752148530622
CCDC74B	491.5398	439.0008	-52.539	0.471769635843938	-0.163084667563301
ARFGEF2	1325	1272.695	-52.3050000000001	0.489932420857722	-0.0581056393436044
RBM4B	1291.5392	1239.4918	-52.0474000000002	0.489718142527689	-0.0593427047672622
ZNF619	987.7956	935.7724	-52.0232000000002	0.486477421125741	-0.0780548644722925
C18orf56	1174.3224	1122.5278	-51.7946000000002	0.488724863293218	-0.0650773676806596
LRRC46	644.2297	592.5805	-51.6492000000001	0.479119997555001	-0.120564020331112
BTK	395.5732	344.6938	-50.8794	0.465634426497466	-0.198629337912565
RPL27	1822.8	1772.12	-50.6799999999998	0.492951164420905	-0.0406799756503819
SEMA6D	432.2568	381.8202	-50.4365999999999	0.469022217800036	-0.178995229848313
C10orf18	1183.5687	1133.4243	-50.1444000000001	0.48917899190891	-0.0624554109497816
SNX17	1365.496	1316.1375	-49.3584999999998	0.490796934032932	-0.053114869254568
SUZ12	1071	1021.8969	-49.1031	0.488269106805978	-0.0677088311333843
ZNF419	594.5696	545.8772	-48.6924	0.47865205110839	-0.12326926058577
ZNF804A	1034	985.4722	-48.5278	0.487985028959547	-0.0693491068745295
RCOR1	341.3284	292.9808	-48.3476	0.461889564269287	-0.220354334729892
NR2F2	418.6785	371.1466	-47.5319	0.469909857258271	-0.173853681969192
GLUD2	46.359	0	-46.359	0	-8
SNURF	426.7103	381.9332	-44.7771	0.472313448386094	-0.159936601555506
VRK1	293.6013	248.8524	-44.7489	0.458753253964348	-0.238568055297804
C14orf1	427.1522	384.6744	-42.4778	0.473838132428772	-0.151112391067229
TTLL5	427.1522	384.6744	-42.4778	0.473838132428772	-0.151112391067229
CCNB1	980.9238	939.5556	-41.3681999999999	0.489229720454174	-0.0621625311309925
CCDC103	1028.0682	986.8658	-41.2024000000001	0.489775744515701	-0.0590101565203328
SLITRK5	41.1111	0	-41.1111	0	-8
FAM59A	631.4	590.5212	-40.8788000000001	0.483272734772095	-0.0965654066409134
ATP5G2	1573.1992	1532.5169	-40.6823000000002	0.493450415509647	-0.037798374274082
FLJ45244	564.4613	524.4668	-39.9945	0.481635839868583	-0.106023222199768
LOC440600	794.5911	754.7494	-39.8417000000001	0.48714236799464	-0.0742149294334944
RAB11FIP5	721.7869	682.4458	-39.3411	0.485991958455319	-0.0808584880064026
DNLZ	496.7194	457.5751	-39.1443	0.479490450798993	-0.118422547454072
EPM2A	501.3984	462.3346	-39.0638	0.479733079597772	-0.11702005801937
RIBC2	520.1955	481.4958	-38.6997	0.480682821144598	-0.111530705407976
SMC1B	520.1955	481.4958	-38.6997	0.480682821144598	-0.111530705407976
ATPAF2	934.373	895.7433	-38.6296999999998	0.489446107878499	-0.0609132387769287
NUDT14	38.3078	0	-38.3078	0	-8
SH3GLB1	1444.6	1407.1068	-37.4932000000001	0.493426182523393	-0.0379382415989542
CDK16	916.1692	879.1054	-37.0638	0.489677400883408	-0.0595779156973438
GOLM1	561.5808	525.272	-36.3088	0.483296358071673	-0.0964289292416583
COMMD2	1195.1492	1159.4893	-35.6599000000001	0.492427733599022	-0.0437012260031551
RNH1	1010.6316	975.1373	-35.4943	0.4910628321352	-0.0515799246229637
ATG7	775.1638	739.6777	-35.4861	0.488287190442036	-0.0676044170583944
TMBIM4	1732.1075	1697.4158	-34.6917000000001	0.49494219794337	-0.0291884593808061
TRMT2B	446.0544	411.5328	-34.5216	0.479872833922894	-0.116212248438359
C3orf1	1308.3442	1273.9977	-34.3464999999999	0.493349738080771	-0.0383794628320365
CNIH	313.7265	280.12	-33.6065	0.471704388255214	-0.163462403992707
RQCD1	1681.8596	1648.2629	-33.5967000000003	0.494955636016393	-0.0291109033006766
PRPF38B	708.193	674.6419	-33.5511	0.487868725326501	-0.0700206611198746
RB1	736.2484	702.9624	-33.2860000000001	0.488436023409496	-0.0667450691134781
CBLN3	572.7176	540.3016	-32.4159999999999	0.485437807362173	-0.0840589849031131
KHNYN	572.7176	540.3016	-32.4159999999999	0.485437807362173	-0.0840589849031131
CEP55	665.1672	632.8216	-32.3456000000001	0.487540108204323	-0.0719181858399382
ZMAT2	451.981	420.0152	-31.9658	0.481670906364042	-0.105820588338093
CDK19	2139.6	2108.0833	-31.5167000000001	0.496290130669582	-0.0214092332245563
ZNF23	1087.9468	1058.3475	-29.5992999999999	0.493104557003203	-0.0397946086189325
AKAP9	1142.4384	1113.1246	-29.3137999999999	0.493501888442043	-0.0375012847193567
C17orf39	923.362	895.7433	-27.6186999999999	0.492408713228421	-0.0438110136243712
UCKL1	1397.7581	1370.4299	-27.3281999999999	0.495063882944366	-0.0284861718440172
LOC100128822	2089.8	2062.7776	-27.0223999999994	0.496746310050895	-0.0187765944574974
CCNH	1345.6989	1318.8708	-26.8280999999999	0.494965772522295	-0.0290524018110211
PATL1	959.2	932.9906	-26.2094000000001	0.493074323485171	-0.0399691129395188
FAM13B	1212.981	1186.8588	-26.1222	0.494557511713907	-0.0314086439414358
ZBTB41	912.4576	886.4278	-26.0298	0.492765019939569	-0.0417543937539703
VPS41	666.281	640.342	-25.9390000000001	0.490074030535204	-0.0572881142212335
DCP1A	1622.6609	1596.912	-25.7489000000003	0.496001193201744	-0.0230767269675029
DALRD3	2386.4961	2360.7916	-25.7044999999998	0.497292717270959	-0.0156232861497456
COQ4	1518.9774	1493.6273	-25.3500999999999	0.495792660749683	-0.0242802029658417
TRUB2	1518.9774	1493.6273	-25.3500999999999	0.495792660749683	-0.0242802029658417
NR2C2AP	480.0299	454.7704	-25.2595	0.486489360347873	-0.0779859154584538
DNAJB4	1497.2	1472.6371	-24.5629000000001	0.495864604829672	-0.0238650005968464
KNTC1	846.8659	822.4454	-24.4205000000001	0.492685456571222	-0.042213633678617
FAM103A1	1011.5184	987.1372	-24.3812	0.493900599983309	-0.0352000427431356
BRPF1	1282.4	1258.8617	-23.5383000000002	0.495368776856	-0.0267265349856291
AP3B1	1383.7186	1361.0342	-22.6844000000001	0.49586767886711	-0.0238472597899058
GTF2IRD1	518.8	497.2236	-21.5764	0.489381939553373	-0.0612837061377864
YY1AP1	1932.0757	1910.7523	-21.3234	0.497225558885279	-0.0160108540763673
ODF2	629.353	609.6128	-19.7402000000001	0.492033597698984	-0.0459762470590999
SLC12A4	892.6632	872.9261	-19.7371000000002	0.494410619729061	-0.0322564284770459
EXOSC6	973.4784	954.4305	-19.0478999999998	0.495059958486628	-0.028508821236077
LOC63930	587.1992	568.4251	-18.7741	0.491877074582111	-0.0468797414488741
PEBP1	496.0512	477.5542	-18.497	0.490500771667865	-0.0548245552129409
TMEM138	1155.4169	1138.0141	-17.4028000000003	0.496205946461873	-0.0218950691384999
AMPD2	511.9408	494.5801	-17.3607	0.491375886978601	-0.0497727965677111
C16orf52	1221.6756	1204.9208	-16.7547999999999	0.496547674759593	-0.0199229266226918
SFXN1	573.254	556.5682	-16.6858	0.49261574077762	-0.0426160351388422
FKBP7	2181.826	2165.2657	-16.5603000000001	0.49809524376953	-0.0109919826447077
KIAA0895	1782.3536	1765.8427	-16.5108999999998	0.497673338986346	-0.013426746137065
NEK9	813.03	797.0265	-16.0035	0.495030143352112	-0.0286808947216269
BCDIN3D	855.4884	839.7118	-15.7765999999999	0.49534668530596	-0.0268540314549385
ISCA2	400.6083	386.1404	-14.4679	0.490805259671862	-0.0530668075546894
SPATA5	1253.9262	1239.6384	-14.2878000000003	0.497135065199434	-0.0165330898534327
C11orf73	828.6973	814.4128	-14.2845	0.4956532127701	-0.0250849854939016
AP1G2	237.9312	224.214	-13.7172	0.485159209702925	-0.085668101929134
CCDC144A	171.6117	158.064	-13.5477	0.479452989710798	-0.118639092175517
ILK	1064.2847	1052.4214	-11.8633	0.497197697875959	-0.0161716388367462
DDX58	1229.241	1218.1918	-11.0491999999999	0.497742695938373	-0.0130264940030732
BCAS2	530.064	519.2911	-10.7728999999999	0.494866894914791	-0.0296230617406571
GMDS	862.3292	851.6373	-10.6918999999998	0.496880948373262	-0.0179995947374471
CYBASC3	1147.7476	1138.0141	-9.73350000000028	0.497870841041741	-0.012286982549467
BCL10	807.8055	798.3353	-9.47019999999998	0.49705187739456	-0.0170131646112688
ZNF197	604.2088	594.7708	-9.43799999999999	0.496064153218287	-0.0227133756763276
MAT2A	1848.8	1839.4625	-9.33750000000009	0.498734160055039	-0.00730489965132364
NHP2	842.2336	833.7254	-8.50819999999987	0.497461692081966	-0.0146481428207014
C1orf131	1529.8595	1521.7682	-8.09129999999982	0.498674264884933	-0.0076505438327145
GNPAT	1529.8595	1521.7682	-8.09129999999982	0.498674264884933	-0.0076505438327145
