REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
2_MACS_peak_16418_lociStitched	chr20	25033835	25039622	2	3994	8808.9714	812.4947999999999
2_MACS_peak_11147_lociStitched	chr17	32290805	32296591	2	3240	4904.7922	1135.2132000000001
2_MACS_peak_20636_lociStitched	chr4	110975977	110981760	2	3446	5594.474200000001	764.5126
2_MACS_peak_2028_lociStitched	chr1	179098156	179103938	2	2196	1579.6424	1063.888
2_MACS_peak_4576_lociStitched	chr11	46687686	46693468	2	4380	4653.3535999999995	950.5608
2_MACS_peak_4207_lociStitched	chr11	4720492	4726273	2	2970	2333.7897	922.6475999999999
1_MACS_peak_12597_lociStitched	chr18	60983012	60988791	1	5780	14261.994100000002	1049.4664
3_MACS_peak_12916_lociStitched	chr19	7980934	7986713	3	5254	6860.2509	1172.5591
2_MACS_peak_19018_lociStitched	chr3	124487419	124493198	2	5664	7460.688999999999	868.0058
2_MACS_peak_19095_lociStitched	chr3	129154821	129160595	2	4161	10320.447600000001	919.7982
2_MACS_peak_29139_lociStitched	chrX	132671859	132677633	2	3442	4944.8536	531.7854
2_MACS_peak_26951_lociStitched	chr8	131075729	131081502	2	3122	2931.5294000000004	1017.2026
2_MACS_peak_12280_lociStitched	chr18	20509209	20514981	2	3624	9101.2896	1064.3568
1_MACS_peak_21792_lociStitched	chr5	88635247	88641013	1	5767	34075.9068	1276.0158
1_MACS_peak_5372_lociStitched	chr11	117878046	117883811	1	5766	21412.9395	1115.5275
1_MACS_peak_21685_lociStitched	chr5	75696824	75702588	1	5765	26014.661200000002	1185.0784
2_MACS_peak_26662_lociStitched	chr8	95971156	95976920	2	5029	9713.4928	470.9188
2_MACS_peak_27936_lociStitched	chr9	116109814	116115577	2	5469	9558.5118	931.8771
2_MACS_peak_7914_lociStitched	chr14	50549151	50554912	2	3144	4752.825	438.9882
2_MACS_peak_2081_lociStitched	chr1	183557520	183563280	2	4875	20074.176	1581.1200000000001
1_MACS_peak_21522_lociStitched	chr5	56467372	56473132	1	5761	20423.232	1179.6480000000001
1_MACS_peak_1561_lociStitched	chr1	149855550	149861308	1	5759	43634.6998	2298.0178
2_MACS_peak_27364_lociStitched	chr9	34375737	34381494	2	4369	3583.7325000000005	1018.9889999999999
2_MACS_peak_27998_lociStitched	chr9	123472073	123477830	2	3817	4671.8055	1057.5609
3_MACS_peak_20167_lociStitched	chr4	48177420	48183176	3	5451	5524.0332	758.6408
2_MACS_peak_23453_lociStitched	chr6	52925533	52931289	2	3839	7373.436	1011.3292
2_MACS_peak_24046_lociStitched	chr6	133561107	133566863	2	5716	6556.6596	661.3644
2_MACS_peak_2454_lociStitched	chr1	212923015	212928769	2	4492	6316.7412	1238.2608
2_MACS_peak_19447_lociStitched	chr3	169845573	169851325	2	4981	8232.8376	1483.4408
2_MACS_peak_18089_lociStitched	chr3	14727884	14733631	2	5484	7492.3639	1039.0575999999999
2_MACS_peak_7612_lociStitched	chr13	110438432	110444177	2	4730	7658.085	742.8285
2_MACS_peak_633_lociStitched	chr1	39859438	39865180	2	3084	4381.7202	846.3708
2_MACS_peak_23397_lociStitched	chr6	45644750	45650492	2	2789	2648.2104	1032.4116
2_MACS_peak_6422_lociStitched	chr12	68629966	68635707	2	2738	3584.6803999999997	1094.2346
2_MACS_peak_11906_lociStitched	chr17	73637884	73643624	2	5570	17546.606	870.758
1_MACS_peak_25191_lociStitched	chr7	90558142	90563879	1	5738	26629.4329	1112.978
2_MACS_peak_21849_lociStitched	chr5	95259180	95264915	2	4980	5690.267	998.4635000000001
2_MACS_peak_1173_lociStitched	chr1	93319786	93325520	2	1974	1351.5038	452.4126
2_MACS_peak_5354_lociStitched	chr11	116642345	116648077	2	3907	9587.343200000001	872.4104
1_MACS_peak_24648_lociStitched	chr7	26237743	26243475	1	5733	25813.4888	1086.214
2_MACS_peak_3297_lociStitched	chr10	54195608	54201336	2	3549	5747.475200000001	842.5888
1_MACS_peak_5636_lociStitched	chr12	4224247	4229973	1	5727	95300.681	1705.7754
2_MACS_peak_27095_lociStitched	chr8	145633531	145639257	2	3272	6243.0578000000005	697.9993999999999
2_MACS_peak_28829_lociStitched	chrX	70751215	70756940	2	5236	12720.3775	732.2275000000001
2_MACS_peak_5644_lociStitched	chr12	4643486	4649210	2	4649	11000.3832	985.1004
2_MACS_peak_7670_lociStitched	chr13	114987304	114993026	2	3432	6680.4349999999995	963.0126
2_MACS_peak_16051_lociStitched	chr2	234257315	234263037	2	1963	1942.6190000000001	465.1986
2_MACS_peak_17203_lociStitched	chr21	43283831	43289549	2	4981	11396.5458	1406.0562
1_MACS_peak_27959_lociStitched	chr9	117210500	117216218	1	5719	21969.6996	1056.1146
1_MACS_peak_8588_lociStitched	chr15	31616867	31622584	1	5718	17891.3515	688.3267999999999
2_MACS_peak_12014_lociStitched	chr17	76740957	76746673	2	5516	14376.311599999999	1127.7668
1_MACS_peak_19973_lociStitched	chr4	15002511	15008226	1	5716	24139.5885	676.6560000000001
2_MACS_peak_25300_lociStitched	chr7	99962371	99968086	2	4102	10625.8995	1067.562
2_MACS_peak_16005_lociStitched	chr2	231917094	231922806	2	2553	7180.555200000001	548.9232000000001
2_MACS_peak_20047_lociStitched	chr4	26858384	26864096	2	5022	10383.2736	873.3648000000001
2_MACS_peak_2713_lociStitched	chr1	235242090	235247801	2	4206	19221.5127	1599.0800000000002
1_MACS_peak_12569_lociStitched	chr18	56806241	56811952	1	5712	29335.6937	1235.8604
2_MACS_peak_11686_lociStitched	chr17	57905353	57911062	2	3284	2868.7724999999996	768.4313999999999
2_MACS_peak_1117_lociStitched	chr1	87522546	87528254	2	3271	5180.01	677.5396
2_MACS_peak_2545_lociStitched	chr1	224032133	224037838	2	3853	10507.469000000001	1069.117
2_MACS_peak_526_lociStitched	chr1	33177535	33183238	2	2611	2212.1937000000003	849.1767
2_MACS_peak_16716_lociStitched	chr20	45887243	45892946	2	4454	6402.7581	1015.1339999999999
1_MACS_peak_26159_lociStitched	chr8	27276356	27282057	1	5702	11504.0479	1063.8066
1_MACS_peak_2782_lociStitched	chr1	244996314	245002013	1	5700	50372.321200000006	1765.5502000000001
1_MACS_peak_20462_lociStitched	chr4	87925473	87931172	1	5700	28088.0914	1216.1666
2_MACS_peak_24633_lociStitched	chr7	25891327	25897025	2	2242	1790.8814000000002	932.1927999999999
1_MACS_peak_8103_lociStitched	chr14	69258011	69263708	1	5698	29587.9392	451.2024
2_MACS_peak_8549_lociStitched	chr15	28968206	28973902	2	2702	1598.2976	547.3856000000001
2_MACS_peak_4105_lociStitched	chr10	134116540	134122234	2	2954	4215.8376	517.5846
2_MACS_peak_6946_lociStitched	chr12	121566183	121571875	2	3967	10873.4276	525.9408
2_MACS_peak_17173_lociStitched	chr21	39639351	39645043	2	4683	11205.2712	1267.6084
2_MACS_peak_28561_lociStitched	chrX	38660078	38665770	2	4894	9857.9748	494.63480000000004
1_MACS_peak_5596_lociStitched	chr12	859307	864997	1	5691	14083.319	1118.654
2_MACS_peak_10608_lociStitched	chr16	89159884	89165574	2	2995	2409.715	360.17699999999996
2_MACS_peak_22211_lociStitched	chr5	139721487	139727177	2	2989	2586.674	984.3699999999999
2_MACS_peak_22328_lociStitched	chr5	149155891	149161579	2	5654	13147.812	1006.776
2_MACS_peak_20895_lociStitched	chr4	153472842	153478529	2	3416	5166.0707999999995	1157.8732
1_MACS_peak_12795_lociStitched	chr19	2594918	2600603	1	5686	30041.814	1532.1075
2_MACS_peak_19031_lociStitched	chr3	125481062	125486744	2	3517	4668.8994	842.0724
2_MACS_peak_15496_lociStitched	chr2	177418291	177423972	2	2231	1668.5097	661.8365
2_MACS_peak_3694_lociStitched	chr10	94515377	94521057	2	4214	6691.04	1126.344
2_MACS_peak_9037_lociStitched	chr15	64752153	64757833	2	3716	3226.24	791.792
2_MACS_peak_14494_lociStitched	chr2	64952718	64958398	2	4015	7105.679999999999	999.112
3_MACS_peak_11029_lociStitched	chr17	26132272	26137950	3	4126	3888.2943999999998	899.3952
2_MACS_peak_20516_lociStitched	chr4	99560088	99565766	2	2492	2595.9816	676.2497999999999
1_MACS_peak_14981_lociStitched	chr2	111431846	111437519	1	5674	30220.6383	1076.7354
1_MACS_peak_21219_lociStitched	chr5	6448592	6454263	1	5672	11495.684099999999	886.9444000000001
1_MACS_peak_19604_lociStitched	chr3	183268848	183274515	1	5668	25587.0717	1706.3337
1_MACS_peak_4940_lociStitched	chr11	69061157	69066821	1	5665	17763.4368	962.8800000000001
2_MACS_peak_21571_lociStitched	chr5	63456867	63462529	2	2650	2221.7688000000003	643.7694
1_MACS_peak_22546_lociStitched	chr5	173168797	173174459	1	5663	41794.6192	1174.865
1_MACS_peak_10324_lociStitched	chr16	67277403	67283062	1	5660	15301.3701	1093.8847
1_MACS_peak_2577_lociStitched	chr1	226127788	226133445	1	5658	22099.070499999998	1788.1777
1_MACS_peak_9376_lociStitched	chr15	86231711	86237368	1	5658	21643.116299999998	1249.6313
3_MACS_peak_6676_lociStitched	chr12	98146938	98152592	3	5194	4201.4874	869.0198
2_MACS_peak_21108_lociStitched	chr4	186261502	186267156	2	4279	6521.889	919.9058000000001
1_MACS_peak_23829_lociStitched	chr6	108968814	108974468	1	5655	6974.7744	728.8005999999999
2_MACS_peak_18105_lociStitched	chr3	15368817	15374469	2	3064	3028.9068	871.5384
2_MACS_peak_5108_lociStitched	chr11	82995699	83001349	2	3728	11715.275000000001	945.245
1_MACS_peak_5670_lociStitched	chr12	6640683	6646332	1	5650	28811.594699999998	1169.9079
2_MACS_peak_1553_lociStitched	chr1	149678807	149684455	2	3484	3321.024	1379.8064
2_MACS_peak_13987_lociStitched	chr2	17930943	17936591	2	4308	12296.260799999998	895.7728
2_MACS_peak_17735_lociStitched	chr22	39509000	39514648	2	4910	7275.7536	953.9472
2_MACS_peak_17700_lociStitched	chr22	38667504	38673151	2	4200	6461.8621	832.3678
2_MACS_peak_28904_lociStitched	chrX	81342623	81348270	2	2368	1591.8892999999998	351.8081
2_MACS_peak_3897_lociStitched	chr10	110354015	110359658	2	1910	1429.9362	641.6091
1_MACS_peak_8460_lociStitched	chr14	106206408	106212051	1	5644	27658.600199999997	391.62420000000003
2_MACS_peak_10193_lociStitched	chr16	50726966	50732609	2	4292	4755.3561	911.9087999999999
2_MACS_peak_5782_lociStitched	chr12	12054797	12060436	2	3378	2155.2257999999997	762.3928
2_MACS_peak_22558_lociStitched	chr5	173493915	173499554	2	3071	3441.4817	698.1082
2_MACS_peak_23647_lociStitched	chr6	87861200	87866839	2	3998	12611.6235	1074.7934
2_MACS_peak_7937_lociStitched	chr14	52087651	52093288	2	4263	5051.3157	480.8361
2_MACS_peak_27383_lociStitched	chr9	35157423	35163060	2	4211	5905.8849	1145.4384
1_MACS_peak_5160_lociStitched	chr11	93470467	93476102	1	5636	16900.492000000002	1039.094
1_MACS_peak_5714_lociStitched	chr12	8391586	8397220	1	5635	13607.2368	890.7353999999999
1_MACS_peak_14154_lociStitched	chr2	33699786	33705415	1	5630	37887.1103	1269.3395
2_MACS_peak_15008_lociStitched	chr2	112303193	112308817	2	3670	3729.8368	782.8607999999999
2_MACS_peak_19465_lociStitched	chr3	171753554	171759175	2	3648	10851.3405	1110.1475
2_MACS_peak_16537_lociStitched	chr20	34198964	34204582	2	2758	3324.1706	842.6999999999999
1_MACS_peak_17716_lociStitched	chr22	39265363	39270981	1	5619	23500.093999999997	1006.7456
2_MACS_peak_10899_lociStitched	chr17	16649726	16655343	2	1789	1197.5444	616.1849000000001
2_MACS_peak_10089_lociStitched	chr16	30813484	30819100	2	4905	9551.1312	823.8672
2_MACS_peak_11939_lociStitched	chr17	74241485	74247100	2	2988	5505.507500000001	812.4905
2_MACS_peak_14318_lociStitched	chr2	47243159	47248774	2	3857	7700.9725	823.159
2_MACS_peak_25457_lociStitched	chr7	111695677	111701292	2	3015	2211.7484999999997	963.534
1_MACS_peak_19708_lociStitched	chr3	191755664	191761277	1	5614	13610.9637	1225.3179
2_MACS_peak_26270_lociStitched	chr8	37756115	37761724	2	3036	3250.4155	965.8697999999999
2_MACS_peak_12831_lociStitched	chr19	4242268	4247875	2	2741	11427.6267	1102.3362
2_MACS_peak_16650_lociStitched	chr20	42539015	42544621	2	2835	2439.7311999999997	683.3714
1_MACS_peak_1323_lociStitched	chr1	113160484	113166089	1	5606	15817.31	634.486
2_MACS_peak_8219_lociStitched	chr14	78261701	78267304	2	2882	3048.032	456.6445
2_MACS_peak_22278_lociStitched	chr5	143020840	143026443	2	2367	1389.544	881.9122000000001
2_MACS_peak_4477_lociStitched	chr11	33794897	33800499	2	3190	3724.2095999999997	757.3903999999999
2_MACS_peak_17695_lociStitched	chr22	38609946	38615547	2	3581	2524.9308	744.3729
1_MACS_peak_14214_lociStitched	chr2	38890033	38895633	1	5601	13985.439999999999	1145.76
2_MACS_peak_16735_lociStitched	chr20	46444443	46450041	2	3423	5264.3592	863.7714
2_MACS_peak_3336_lociStitched	chr10	62331557	62337154	2	4166	4455.7717	743.8412999999999
1_MACS_peak_5105_lociStitched	chr11	82866426	82872022	1	5597	14114.7908	1080.5876
2_MACS_peak_15603_lociStitched	chr2	190522058	190527652	2	3601	5924.6053999999995	1049.4343999999999
2_MACS_peak_14484_lociStitched	chr2	64809490	64815082	2	3699	3725.3904	884.6544
2_MACS_peak_29335_lociStitched	chrY	13365807	13371399	2	4143	5116.68	817.5504
2_MACS_peak_15432_lociStitched	chr2	172015577	172021167	2	5556	12441.104	806.6370000000001
2_MACS_peak_17954_lociStitched	chr22	51167240	51172829	2	3858	3762.5148	897.5934
2_MACS_peak_9741_lociStitched	chr16	9053240	9058828	2	5423	9411.309599999999	822.5536
2_MACS_peak_25071_lociStitched	chr7	74930330	74935913	2	2298	1648.1016000000002	896.6297999999999
1_MACS_peak_4162_lociStitched	chr11	1870983	1876564	1	5582	16228.4318	881.2399
2_MACS_peak_16691_lociStitched	chr20	44060459	44066039	2	2553	2373.174	778.968
2_MACS_peak_23245_lociStitched	chr6	35694967	35700547	2	3429	5846.166	845.9280000000001
2_MACS_peak_23405_lociStitched	chr6	45978506	45984086	2	3486	4172.166	914.004
2_MACS_peak_24810_lociStitched	chr7	43621885	43627460	2	5252	7104.2225	928.795
1_MACS_peak_26923_lociStitched	chr8	128746184	128751758	1	5575	7894.4562	1068.5358
2_MACS_peak_8470_lociStitched	chr14	107150326	107155899	2	2791	2362.9519999999998	368.37530000000004
1_MACS_peak_27134_lociStitched	chr9	624499	630072	1	5574	18911.4182	1007.5984
2_MACS_peak_22951_lociStitched	chr6	25163208	25168780	2	4668	11233.7092	1074.8388
2_MACS_peak_25963_lociStitched	chr8	10763351	10768923	2	3212	7882.1512	685.9132
2_MACS_peak_24802_lociStitched	chr7	42970618	42976187	2	3796	8226.5268	865.4226000000001
2_MACS_peak_4731_lociStitched	chr11	63330095	63335659	2	3823	3735.6696	933.6392000000001
1_MACS_peak_23658_lociStitched	chr6	88407902	88413465	1	5564	15135.2541	1114.8252
1_MACS_peak_26201_lociStitched	chr8	29410319	29415881	1	5563	38930.6628	1160.2332000000001
2_MACS_peak_2710_lociStitched	chr1	235146785	235152342	2	3455	6386.6601	1253.1035
1_MACS_peak_25783_lociStitched	chr7	148407524	148413081	1	5558	6890.68	1660.4316000000001
1_MACS_peak_2290_lociStitched	chr1	204376363	204381916	1	5554	16756.1775	1482.651
2_MACS_peak_15705_lociStitched	chr2	201286828	201292381	2	4700	10365.229800000001	950.1183
1_MACS_peak_4718_lociStitched	chr11	62491993	62497545	1	5553	22500.0352	1213.112
2_MACS_peak_7249_lociStitched	chr13	38989086	38994636	2	3087	4514.925	459.54
2_MACS_peak_11086_lociStitched	chr17	28439330	28444879	2	3297	5780.948200000001	807.9344000000001
1_MACS_peak_11263_lociStitched	chr17	37023286	37028833	1	5548	15859.982399999999	1025.0855999999999
2_MACS_peak_6134_lociStitched	chr12	49207622	49213166	2	3958	4867.0776000000005	817.1856
2_MACS_peak_21589_lociStitched	chr5	65849634	65855178	2	2705	2539.7064	944.6976
2_MACS_peak_26381_lociStitched	chr8	54930482	54936026	2	5519	9392.0904	819.9576000000001
2_MACS_peak_28725_lociStitched	chrX	53140535	53146079	2	2964	2832.4296	327.6504
2_MACS_peak_12550_lociStitched	chr18	55643073	55648612	2	2178	1429.6159	742.226
1_MACS_peak_25358_lociStitched	chr7	102252508	102258046	1	5539	8325.8292	2503.7298
1_MACS_peak_26051_lociStitched	chr8	19242509	19248046	1	5538	12711.844599999999	1045.3856
2_MACS_peak_28975_lociStitched	chrX	102879674	102885209	2	2583	3875.0534999999995	454.977
2_MACS_peak_6320_lociStitched	chr12	57632211	57637745	2	4015	2929.1462	952.4014
2_MACS_peak_28598_lociStitched	chrX	41415777	41421311	2	2584	3163.2344	427.77819999999997
2_MACS_peak_2411_lociStitched	chr1	210865613	210871145	2	3343	3794.952	1412.3196
2_MACS_peak_9041_lociStitched	chr15	64939321	64944852	2	3446	3870.5938	796.4639999999999
1_MACS_peak_25262_lociStitched	chr7	98475420	98480949	1	5530	16225.9563	911.7321
1_MACS_peak_17722_lociStitched	chr22	39377138	39382666	1	5529	21076.0528	1066.3511999999998
2_MACS_peak_9235_lociStitched	chr15	76627957	76633480	2	3260	2440.6137	566.1075
2_MACS_peak_25017_lociStitched	chr7	72501037	72506559	2	2625	1529.594	911.6822
1_MACS_peak_1469_lociStitched	chr1	145394978	145400499	1	5522	15176.676899999999	1734.1461
2_MACS_peak_28744_lociStitched	chrX	55477828	55483348	2	4080	6017.904	500.112
1_MACS_peak_12419_lociStitched	chr18	42682044	42687560	1	5517	13129.1832	1192.5592
1_MACS_peak_17307_lociStitched	chr22	17697017	17702532	1	5516	13172.026	1177.4524999999999
2_MACS_peak_16776_lociStitched	chr20	49406907	49412419	2	2351	2134.7976	578.2088
1_MACS_peak_4824_lociStitched	chr11	65623934	65629444	1	5511	21959.554	1099.2450000000001
2_MACS_peak_14986_lociStitched	chr2	111573394	111578903	2	3540	4165.9057999999995	905.6795999999999
2_MACS_peak_6106_lociStitched	chr12	48148165	48153673	2	3558	7263.9504	857.0447999999999
2_MACS_peak_24885_lociStitched	chr7	48124184	48129691	2	5012	21997.1608	939.4942
1_MACS_peak_1934_lociStitched	chr1	167596327	167601832	1	5506	28956.3	1628.3790000000001
1_MACS_peak_3407_lociStitched	chr10	70846294	70851796	1	5503	20355.7494	1023.9222
1_MACS_peak_19493_lociStitched	chr3	174865982	174871484	1	5503	69778.5648	1651.1501999999998
2_MACS_peak_2356_lociStitched	chr1	207002014	207007514	2	3174	2779.1499999999996	1019.7
1_MACS_peak_19757_lociStitched	chr3	195631971	195637470	1	5500	34835.6151	1558.9664999999998
2_MACS_peak_22875_lociStitched	chr6	15658197	15663696	2	3350	5988.411	635.6844
2_MACS_peak_7261_lociStitched	chr13	41236372	41241870	2	5483	5229.6976	361.7684
1_MACS_peak_23885_lociStitched	chr6	114175466	114180964	1	5499	13283.7178	997.887
2_MACS_peak_20271_lociStitched	chr4	69356126	69361623	2	3821	5534.9293	794.3164999999999
1_MACS_peak_17802_lociStitched	chr22	41839657	41845152	1	5496	25751.2185	1180.8755
2_MACS_peak_8666_lociStitched	chr15	38361090	38366583	2	3719	18546.015900000002	1014.0078
1_MACS_peak_1495_lociStitched	chr1	146514131	146519623	1	5493	14358.2848	1382.8856
1_MACS_peak_13671_lociStitched	chr19	49375104	49380596	1	5493	23829.788	1122.5647999999999
1_MACS_peak_1168_lociStitched	chr1	92947702	92953191	1	5490	22957.193600000002	941.3635
2_MACS_peak_1020_lociStitched	chr1	69434666	69440148	2	3095	2699.8849999999998	923.1687999999999
2_MACS_peak_6064_lociStitched	chr12	44151591	44157070	2	4118	9469.3557	900.1997
1_MACS_peak_6150_lociStitched	chr12	49759584	49765060	1	5477	22420.934400000002	1124.7704
2_MACS_peak_11427_lociStitched	chr17	42852045	42857520	2	3089	3276.7875000000004	947.7225
1_MACS_peak_3732_lociStitched	chr10	98029035	98034509	1	5475	26452.5576	1150.6348
1_MACS_peak_13291_lociStitched	chr19	29120985	29126457	1	5473	38988.0	1213.1424
2_MACS_peak_20614_lociStitched	chr4	109276253	109281725	2	3235	2711.376	808.2144
1_MACS_peak_26475_lociStitched	chr8	67973249	67978720	1	5472	21428.2657	1139.6093
3_MACS_peak_513_lociStitched	chr1	32798535	32803999	3	3462	2523.8215999999998	845.2808
2_MACS_peak_262_lociStitched	chr1	20833622	20839083	2	2627	3816.6929	902.7033
2_MACS_peak_3867_lociStitched	chr10	105451560	105457019	2	2815	2185.7835999999998	906.1940000000001
2_MACS_peak_22148_lociStitched	chr5	134209159	134214615	2	5295	11643.6496	844.5888
1_MACS_peak_21961_lociStitched	chr5	112382509	112387964	1	5456	10382.5015	913.1669999999999
1_MACS_peak_6784_lociStitched	chr12	109056620	109062074	1	5455	10742.7438	1056.9852
2_MACS_peak_18401_lociStitched	chr3	46529702	46535155	2	2978	3685.6827	883.9313
2_MACS_peak_9605_lociStitched	chr16	1346088	1351539	2	3019	9195.2919	729.3438
3_MACS_peak_361_lociStitched	chr1	25942133	25947582	3	4774	5986.8163	813.5356999999999
2_MACS_peak_15947_lociStitched	chr2	225817927	225823374	2	2370	2990.9477	863.8942
2_MACS_peak_13608_lociStitched	chr19	46683754	46689199	2	3102	2192.157	485.694
2_MACS_peak_5662_lociStitched	chr12	6468501	6473943	2	5287	24917.8296	1120.5078
2_MACS_peak_16963_lociStitched	chr21	10163047	10168489	2	3247	6031.368600000001	1926.4679999999998
2_MACS_peak_24805_lociStitched	chr7	43111231	43116672	2	3671	8353.0232	792.7537
1_MACS_peak_17747_lociStitched	chr22	39711416	39716856	1	5441	20304.256	1147.84
2_MACS_peak_27530_lociStitched	chr9	71251404	71256844	2	4021	4892.736	915.552
2_MACS_peak_13046_lociStitched	chr19	12843816	12849254	2	4614	14768.520400000001	1151.7684
2_MACS_peak_9663_lociStitched	chr16	2961499	2966936	2	3736	7375.2905	978.1163
2_MACS_peak_25073_lociStitched	chr7	74958396	74963833	2	2510	1600.6528	848.7157
1_MACS_peak_11017_lociStitched	chr17	21187133	21192568	1	5436	13734.245	1026.6715000000002
2_MACS_peak_12978_lociStitched	chr19	10675538	10680972	2	4477	9699.689999999999	988.9879999999999
1_MACS_peak_12406_lociStitched	chr18	42258695	42264128	1	5434	14619.6597	917.0904
2_MACS_peak_16555_lociStitched	chr20	35088919	35094350	2	2964	2797.5081	786.9519
2_MACS_peak_25555_lociStitched	chr7	123611139	123616570	2	5195	13070.2446	1507.1025000000002
2_MACS_peak_2003_lociStitched	chr1	175157464	175162893	2	4721	8953.5068	1654.7592000000002
2_MACS_peak_26283_lociStitched	chr8	38216743	38222172	2	3821	7965.428800000001	760.6029
2_MACS_peak_10580_lociStitched	chr16	87839546	87844973	2	4523	12024.6039	615.4218
2_MACS_peak_20814_lociStitched	chr4	141746607	141752034	2	4209	10321.0686	1000.7388000000001
2_MACS_peak_11043_lociStitched	chr17	26894150	26899576	2	3685	5758.613799999999	905.5994
1_MACS_peak_16881_lociStitched	chr20	57463196	57468620	1	5425	7114.660800000001	482.736
2_MACS_peak_25120_lociStitched	chr7	76956306	76961730	2	5107	9625.4304	872.1792
2_MACS_peak_23855_lociStitched	chr6	109800034	109805456	2	3053	2833.5371999999998	691.3050000000001
2_MACS_peak_6395_lociStitched	chr12	65598910	65604330	2	3491	2419.4880000000003	696.47
2_MACS_peak_9906_lociStitched	chr16	20910856	20916276	2	4201	12548.384	1021.67
1_MACS_peak_13615_lociStitched	chr19	47286803	47292223	1	5421	19281.65	1189.69
2_MACS_peak_20302_lociStitched	chr4	73933598	73939016	2	4477	21547.9278	1151.8668
2_MACS_peak_18084_lociStitched	chr3	14472117	14477532	2	3658	10728.7395	1039.1385
1_MACS_peak_18377_lociStitched	chr3	46148064	46153478	1	5415	10106.3138	1188.373
1_MACS_peak_6683_lociStitched	chr12	98908028	98913440	1	5413	32937.9732	859.4256
1_MACS_peak_24061_lociStitched	chr6	135190493	135195904	1	5412	44121.294	1311.6264
2_MACS_peak_23081_lociStitched	chr6	29595867	29601277	2	2304	1986.5520000000001	716.284
1_MACS_peak_19670_lociStitched	chr3	186499812	186505217	1	5406	29175.109	1695.008
2_MACS_peak_24384_lociStitched	chr7	852307	857712	2	2997	3719.721	768.591
1_MACS_peak_8914_lociStitched	chr15	52754382	52759786	1	5405	26676.3056	1218.602
2_MACS_peak_12263_lociStitched	chr18	14458032	14463435	2	1810	1473.9384	433.86089999999996
2_MACS_peak_17971_lociStitched	chr3	2981781	2987184	2	2291	1467.4548	470.061
2_MACS_peak_27951_lociStitched	chr9	116340427	116345828	2	4216	4347.805	1010.5270999999999
2_MACS_peak_6606_lociStitched	chr12	93788266	93793666	2	1896	2809.08	974.6999999999999
2_MACS_peak_21448_lociStitched	chr5	50148196	50153596	2	2965	3645.54	886.14
2_MACS_peak_3211_lociStitched	chr10	43946647	43952040	2	4835	14637.141300000001	1040.3097
2_MACS_peak_25140_lociStitched	chr7	81270415	81275808	2	3440	4959.9421	723.7406000000001
2_MACS_peak_21525_lociStitched	chr5	56790599	56795990	2	2379	2145.0789	687.8915999999999
2_MACS_peak_15083_lociStitched	chr2	119635713	119641100	2	2451	1850.4345	767.1088
1_MACS_peak_11965_lociStitched	chr17	75101566	75106951	1	5386	14221.2465	939.6824999999999
1_MACS_peak_20695_lociStitched	chr4	121839870	121845254	1	5385	20318.6776	841.5192
2_MACS_peak_28192_lociStitched	chr9	133564748	133570131	2	2767	3474.1882	720.7837
2_MACS_peak_15328_lociStitched	chr2	160142297	160147679	2	2822	4657.5828	635.6142
2_MACS_peak_28769_lociStitched	chrX	58232818	58238199	2	3569	3894.2297	389.04630000000003
2_MACS_peak_29131_lociStitched	chrX	130960574	130965954	2	5330	8794.148000000001	760.1940000000001
1_MACS_peak_12796_lociStitched	chr19	2606643	2612022	1	5380	65350.0089	1463.6259
1_MACS_peak_28206_lociStitched	chr9	134374115	134379487	1	5373	12392.1296	954.0672000000001
2_MACS_peak_23846_lociStitched	chr6	109276161	109281530	2	3447	4168.4916	957.2927
1_MACS_peak_24873_lociStitched	chr7	47533181	47538549	1	5369	15028.7896	921.1488
2_MACS_peak_9071_lociStitched	chr15	66678418	66683784	2	4599	6192.364	893.9756
1_MACS_peak_22201_lociStitched	chr5	139046729	139052094	1	5366	33737.266	1248.972
1_MACS_peak_19037_lociStitched	chr3	125633668	125639030	1	5363	12949.766199999998	1211.2758
1_MACS_peak_6331_lociStitched	chr12	57912638	57917999	1	5362	19085.696099999997	948.8969999999999
2_MACS_peak_18961_lociStitched	chr3	121263526	121268887	2	4775	15526.528199999999	998.7543
2_MACS_peak_9708_lociStitched	chr16	4563391	4568751	2	5045	12795.392	989.992
2_MACS_peak_15545_lociStitched	chr2	182025991	182031351	2	3720	7790.224	825.9759999999999
3_MACS_peak_12578_lociStitched	chr18	60189294	60194651	3	4923	6410.186200000001	678.7319
1_MACS_peak_6582_lociStitched	chr12	92754935	92760291	1	5357	38906.5196	1195.4592
2_MACS_peak_20437_lociStitched	chr4	84214228	84219584	2	3538	4945.7304	809.8272000000001
1_MACS_peak_18952_lociStitched	chr3	119810315	119815670	1	5356	31704.813000000002	1179.7065
2_MACS_peak_24442_lociStitched	chr7	5567899	5573254	2	4771	11003.9895	833.7735
1_MACS_peak_2783_lociStitched	chr1	245023939	245029291	1	5353	31160.9496	1381.8863999999999
2_MACS_peak_8195_lociStitched	chr14	76447612	76452964	2	2813	2020.38	390.69599999999997
