REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_14502_lociStitched	chr2	65157221	65178670	4	13906	95205.6763	4467.8267	156	LOC400958	SLC1A4	LOC400958	LOC400958	1.8847	156	1
3_MACS_peak_12017_lociStitched	chr17	76763330	76779668	3	13883	38869.7358	2347.7706	157	CYTH1		CYTH1	CYTH1	0.9618999999999999	157	1
4_MACS_peak_3579_lociStitched	chr10	81946459	81966511	4	13879	46185.7716	3382.7724	158	ANXA11		ANXA11	ANXA11	0.6981	158	1
3_MACS_peak_12199_lociStitched	chr18	9054808	9074466	3	13864	124981.6324	3744.849	159		NDUFV2	NDUFV2	NDUFV2	3.6739	159	1
1_MACS_peak_11283_lociStitched	chr17	37924856	37938704	1	13849	40671.576	2265.5328	160	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2604	160	1
3_MACS_peak_16993_lociStitched	chr21	19152045	19169216	3	13775	32667.8275	2609.992	161	C21orf91		C21orf91	C21orf91	0.7986	161	1
3_MACS_peak_26572_lociStitched	chr8	81046375	81062203	3	13758	26208.0024	2855.3712	162	TPD52		TPD52	TPD52	0.4592	162	1
6_MACS_peak_26896_lociStitched	chr8	126285538	126308139	6	13738	31722.7636	3964.2154	163	NSMCE2		TRIB1	TRIB1	0.9704999999999999	163	1
2_MACS_peak_4392_lociStitched	chr11	19449969	19466075	2	13694	90631.6832	3536.8776	164	NAV2		NAV2	NAV2	0.08290000000000002	164	1
3_MACS_peak_21996_lociStitched	chr5	118657833	118678684	3	13659	46064.0292	3744.8396	165	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.37579999999999997	165	1
3_MACS_peak_11962_lociStitched	chr17	75078885	75092975	3	13652	46797.117	2834.908	166	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.0442	166	1
4_MACS_peak_13148_lociStitched	chr19	16693973	16717002	4	13623	53454.9148	4532.1072	167	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.14599999999999996	167	1
6_MACS_peak_8696_lociStitched	chr15	40329572	40358249	6	13594	32181.3294	4103.6787	168	SRP14	BMF	SRP14	BMF	2.151	168	1
1_MACS_peak_11752_lociStitched	chr17	62196752	62210267	1	13516	31931.8905	2801.6595	169	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.1178	169	1
4_MACS_peak_19293_lociStitched	chr3	151985422	152001990	4	13496	32998.4856	2728.7496	170	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.337	170	1
3_MACS_peak_27696_lociStitched	chr9	94180874	94195997	3	13495	37576.1181	2530.0779	171	NFIL3		NFIL3	NFIL3	1.1189999999999998	171	1
5_MACS_peak_12776_lociStitched	chr19	2254564	2274510	5	13464	36967.9164	4428.012	172	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.027	172	1
6_MACS_peak_8483_lociStitched	chr15	20969938	20995767	6	13400	24780.3426	3492.0808	173		BCL8	BCL8	NONE	NONE	173	1
3_MACS_peak_19675_lociStitched	chr3	186703232	186720675	3	13298	68795.192	4625.8836	174	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.8932	174	1
4_MACS_peak_24286_lociStitched	chr6	157976656	157999868	4	13262	35279.9188	1935.8808	175	ZDHHC14	MIR3692	MIR3692	NONE	NONE	175	1
3_MACS_peak_9808_lociStitched	chr16	12052433	12072416	3	13235	109694.6802	3948.6408	176	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	7.7347	176	1
3_MACS_peak_11850_lociStitched	chr17	70582378	70601721	3	13216	37711.1128	3104.5515	177	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.1997	177	1
2_MACS_peak_21345_lociStitched	chr5	32581067	32594473	2	13146	46249.3594	2430.5078	178	SUB1		SUB1	SUB1	1.5549	178	1
4_MACS_peak_16863_lociStitched	chr20	55957941	55975454	4	13079	27005.046	2737.2819	179	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.773	179	1
4_MACS_peak_17493_lociStitched	chr22	26974711	26992181	4	12940	34905.06	3018.816	180	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0823	180	1
1_MACS_peak_639_lociStitched	chr1	40029971	40042891	1	12921	24394.252	2503.896	181	PABPC4,SNORA55	PPIEL	SNORA55	SNORA55	1.2036	181	1
4_MACS_peak_23024_lociStitched	chr6	27094328	27116139	4	12880	50117.3158	3280.3744	182	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.9473999999999999	182	1
3_MACS_peak_28677_lociStitched	chrX	48790304	48805706	3	12873	61976.1078	1688.0592	183	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.7594	183	1
2_MACS_peak_24896_lociStitched	chr7	50343649	50357806	2	12821	41995.3248	2548.26	184	IKZF1		IKZF1	IKZF1	0.27559999999999996	184	1
4_MACS_peak_5098_lociStitched	chr11	82765047	82790118	4	12778	45824.7738	4389.9321	185	RAB30	SNORA70E	RAB30	RAB30	0.6915	185	1
1_MACS_peak_394_lociStitched	chr1	27018213	27030988	1	12776	52194.8175	2538.3925	186	ARID1A		ARID1A	ARID1A	0.7173	186	1
4_MACS_peak_2912_lociStitched	chr10	7511740	7535605	4	12735	46722.897	3202.683	187			SFMBT2	SFMBT2	NONE	187	1
5_MACS_peak_6302_lociStitched	chr12	57093811	57120091	5	12701	23491.692	4012.956	188	NACA	HSD17B6,PTGES3,PRIM1	NACA	PTGES3	1.0055999999999998	188	1
6_MACS_peak_10316_lociStitched	chr16	67191473	67218847	6	12701	29284.7052	4259.3944	189	FBXL8,HSF4,NOL3,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	NOL3	0.5504	189	1
4_MACS_peak_17760_lociStitched	chr22	39910832	39929676	4	12668	37725.688	3103.6068	190	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.7829000000000002	190	1
1_MACS_peak_2427_lociStitched	chr1	211743755	211756410	1	12656	23867.33	3003.0315	191	SLC30A1		SLC30A1	SLC30A1	1.5185	191	1
1_MACS_peak_14260_lociStitched	chr2	43444283	43456903	1	12621	67954.914	2319.556	192	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	4.611599999999999	192	1
4_MACS_peak_16091_lociStitched	chr2	238599863	238613408	4	12605	21559.5765	1414.098	193	LRRFIP1		LRRFIP1	LRRFIP1	0.12290000000000001	193	1
2_MACS_peak_17450_lociStitched	chr22	24177316	24192182	2	12594	103016.9202	2717.5048	194	DERL3	SMARCB1,SLC2A11,MIF	DERL3	DERL3	1.0732000000000002	194	1
5_MACS_peak_10020_lociStitched	chr16	29464015	29487920	5	12523	21519.281	4716.4565	195	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	LOC606724	2.501	195	1
1_MACS_peak_22964_lociStitched	chr6	25402785	25415304	1	12520	121118.8212	2781.7218	196	LRRC16A		LRRC16A	LRRC16A	0.46629999999999994	196	1
2_MACS_peak_22269_lociStitched	chr5	142772528	142785920	2	12511	44899.3584	1963.2672	197	NR3C1		NR3C1	NR3C1	0.2858	197	1
3_MACS_peak_28103_lociStitched	chr9	130531960	130551754	3	12400	31854.4842	3323.4126	198	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.6000000000000001	198	1
3_MACS_peak_28578_lociStitched	chrX	39953247	39969537	3	12382	27261.315	1181.025	199	BCOR		BCOR	BCOR	0.40369999999999995	199	1
2_MACS_peak_22108_lociStitched	chr5	131822520	131837772	2	12367	35773.566	2955.8376	200	IRF1	IL5	IRF1	IRF1	0.6644000000000001	200	1
3_MACS_peak_15727_lociStitched	chr2	202040285	202060022	3	12321	21483.7245	3290.1579	201	CASP10	CASP8	CASP10	CASP8	1.3231	201	1
5_MACS_peak_5770_lociStitched	chr12	11901698	11920075	5	12307	35555.8196	3164.5194	202	ETV6		ETV6	ETV6	0.253	202	1
4_MACS_peak_4957_lociStitched	chr11	71412101	71426809	4	12275	58436.3548	2885.7096	203			FAM86C	FAM86C	NONE	203	1
2_MACS_peak_2601_lociStitched	chr1	226840066	226852630	2	12260	69774.174	3467.664	204	ITPKB		ITPKB	ITPKB	0.7722	204	1
1_MACS_peak_12316_lociStitched	chr18	22928945	22941199	1	12255	29673.061	1393.2798	205	ZNF521		ZNF521	ZNF521	0.03920000000000001	205	1
4_MACS_peak_13652_lociStitched	chr19	48880363	48902368	4	12248	37327.0815	3071.898	206	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.7509000000000001	206	1
4_MACS_peak_4915_lociStitched	chr11	67760524	67778364	4	12243	36434.632	2576.096	207	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.1051000000000002	207	1
4_MACS_peak_8923_lociStitched	chr15	52959299	52977248	4	12231	29833.0329	3175.1781	208	KIAA1370		KIAA1370	KIAA1370	0.2233	208	1
3_MACS_peak_5689_lociStitched	chr12	7022755	7038391	3	12205	26288.8068	2417.3256	209	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	2.4513000000000003	209	1
3_MACS_peak_27071_lociStitched	chr8	145009658	145027904	3	12181	28598.7804	2381.103	210	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6161	210	1
5_MACS_peak_6011_lociStitched	chr12	33037838	33060373	5	12181	19643.7595	3483.911	211	PKP2		PKP2	PKP2	0.1001	211	1
2_MACS_peak_23144_lociStitched	chr6	31694613	31709273	2	12101	60638.158	2902.68	212	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	3.6122	212	1
5_MACS_peak_14305_lociStitched	chr2	46788658	46804542	5	12037	25608.1848	2868.6504	213	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.49219999999999997	213	1
3_MACS_peak_21180_lociStitched	chr5	1329090	1346291	3	12037	33333.8179	3290.5513	214	CLPTM1L	TERT	CLPTM1L	CLPTM1L	3.4673999999999996	214	1
1_MACS_peak_10485_lociStitched	chr16	79628796	79640815	1	12020	24995.9143	1223.5342	215	MAF		MAF	MAF	1.2959	215	1
2_MACS_peak_23830_lociStitched	chr6	108986317	108998732	2	12001	37992.383	1862.25	216	FOXO3		NCRNA00222	NCRNA00222	NONE	216	1
6_MACS_peak_14577_lociStitched	chr2	70335018	70360906	6	11987	51214.2304	3911.6768	217	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	7.6251	217	1
4_MACS_peak_14085_lociStitched	chr2	27293254	27310790	4	11979	22298.7776	2653.1968	218	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.8371999999999999	218	1
3_MACS_peak_18146_lociStitched	chr3	20080186	20098157	3	11937	32160.9016	2727.9978	219	KAT2B	C3orf48	KAT2B	KAT2B	0.2056	219	1
1_MACS_peak_22672_lociStitched	chr6	389030	400918	1	11889	28884.2736	2173.1264	220	IRF4		IRF4	IRF4	0.9025000000000001	220	1
1_MACS_peak_16673_lociStitched	chr20	43270375	43282249	1	11875	38959.7814	2360.5512	221	ADA	LOC79015	ADA	ADA	0.8551	221	1
4_MACS_peak_15771_lociStitched	chr2	204552813	204574004	4	11852	47480.5546	3708.425	222	CD28		CD28	CD28	1.1551	222	1
4_MACS_peak_19348_lociStitched	chr3	156804732	156824293	4	11851	64653.0172	5506.4215	223	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.7689	223	1
2_MACS_peak_23549_lociStitched	chr6	74220311	74234445	2	11837	39910.1758	2682.6332	224	EEF1A1	MTO1	EEF1A1	EEF1A1	2.4301	224	1
3_MACS_peak_2703_lociStitched	chr1	234734110	234749895	3	11816	76492.5315	4017.2825	225	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	4.6892	225	1
4_MACS_peak_12001_lociStitched	chr17	76163821	76183629	4	11802	29282.1664	2731.5232	226	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.6871	226	1
1_MACS_peak_20283_lociStitched	chr4	71523286	71535074	1	11789	26195.2936	2044.0392	227	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	1.1677	227	1
3_MACS_peak_20092_lociStitched	chr4	38307283	38322448	3	11779	51667.155	2417.301	228			KLF3	KLF3	0.4008	228	1
2_MACS_peak_3206_lociStitched	chr10	43890498	43905899	2	11750	40225.8719	2200.8029	229	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7928	229	1
3_MACS_peak_13059_lociStitched	chr19	13043267	13057975	3	11612	24437.342	2531.2468	230	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.2076	230	1
1_MACS_peak_7657_lociStitched	chr13	114556493	114568074	1	11582	75925.036	2596.4602	231	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.4174	231	1
1_MACS_peak_15548_lociStitched	chr2	182168439	182179999	1	11561	52035.028	2145.536	232			ITGA4	ITGA4	NONE	232	1
4_MACS_peak_22761_lociStitched	chr6	7134908	7148035	4	11536	31764.7146	2517.7586	233	RREB1		RREB1	RREB1	0.2414	233	1
3_MACS_peak_21341_lociStitched	chr5	32530519	32543884	3	11536	35391.8565	2634.2415	234		SUB1	SUB1	SUB1	1.5549	234	1
2_MACS_peak_1763_lociStitched	chr1	156709212	156722800	2	11523	43014.1728	3460.8636	235	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	1.0511	235	1
2_MACS_peak_15736_lociStitched	chr2	202116123	202129129	2	11522	70091.9352	2715.6528	236	CASP8		CASP8	CASP8	1.3231	236	1
4_MACS_peak_20308_lociStitched	chr4	74454088	74475605	4	11512	40583.2137	3371.7139	237	RASSF6		RASSF6	RASSF6	0.6641999999999999	237	1
3_MACS_peak_16603_lociStitched	chr20	37486816	37505952	3	11440	99273.7408	3048.3648	238	PPP1R16B	FAM83D	FAM83D	FAM83D	0.05130000000000001	238	1
2_MACS_peak_10754_lociStitched	chr17	4842132	4854642	2	11428	49819.824	2469.474	239	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.9886999999999997	239	1
5_MACS_peak_4869_lociStitched	chr11	66861773	66890021	5	11423	21282.0432	3533.8248	240	KDM2A	RHOD	KDM2A	KDM2A	0.1718	240	1
4_MACS_peak_2146_lociStitched	chr1	192498462	192521092	4	11422	55101.787	4625.572	241		RGS1	RGS1	RGS1	1.6713	241	1
3_MACS_peak_23393_lociStitched	chr6	45386705	45402496	3	11390	44227.4328	2177.5789	242	RUNX2	SUPT3H	RUNX2	RUNX2	0.1829	242	1
1_MACS_peak_11444_lociStitched	chr17	43297363	43308737	1	11375	88712.6504	2223.617	243	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.6458	243	1
1_MACS_peak_28676_lociStitched	chrX	48767993	48779339	1	11347	23624.6412	1091.4852	244	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.4171999999999998	244	1
2_MACS_peak_17515_lociStitched	chr22	29206947	29221365	2	11340	56564.6976	2740.8618	245		CCDC117,XBP1	XBP1	XBP1	4.9301	245	1
1_MACS_peak_22313_lociStitched	chr5	148204665	148215945	1	11281	44629.32	2416.176	246	ADRB2		ADRB2	ADRB2	2.0411	246	1
3_MACS_peak_975_lociStitched	chr1	66736898	66750607	3	11250	56716.8748	2692.4476	247	PDE4B	PDE4B	PDE4B	PDE4B	0.11950000000000001	247	1
3_MACS_peak_1813_lociStitched	chr1	160640993	160656016	3	11242	54996.1984	4060.7169	248	CD48	SLAMF1	SLAMF1	NONE	NONE	248	1
3_MACS_peak_18811_lociStitched	chr3	101495491	101513215	3	11225	31004.5932	2975.8596	249	FAM55C	NFKBIZ	FAM55C	FAM55C	0.5655	249	1
4_MACS_peak_13792_lociStitched	chr19	56145546	56167851	4	11222	32471.619	3033.48	250	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.3433	250	1
5_MACS_peak_12883_lociStitched	chr19	6765414	6789507	5	11196	21322.305	5201.6787	251	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.9577	251	1
3_MACS_peak_17248_lociStitched	chr21	45194917	45210674	3	11194	39788.0007	3524.8409	252	RRP1,CSTB	LOC284837	CSTB	CSTB	0.9762	252	1
4_MACS_peak_14246_lociStitched	chr2	42344080	42360860	4	11182	25633.128	2850.922	253		EML4	EML4	EML4	0.008400000000000005	253	1
2_MACS_peak_12716_lociStitched	chr19	1015156	1029469	2	11180	28563.0228	2892.6573	254	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	ABCA7	0.8455999999999999	254	1
3_MACS_peak_16513_lociStitched	chr20	32989914	33005701	3	11159	21678.7084	2391.7305	255	ITCH	MIR644	ITCH	ITCH	0.1794	255	1
3_MACS_peak_17730_lociStitched	chr22	39459166	39474350	3	11113	33164.8928	2496.2496	256	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.718	256	1
3_MACS_peak_596_lociStitched	chr1	37930704	37946345	3	11101	28308.6459	2557.3035	257	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.2013	257	1
5_MACS_peak_21775_lociStitched	chr5	87954643	87976757	5	11081	60313.7236	3264.0264	258	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3087	258	1
4_MACS_peak_21788_lociStitched	chr5	88595856	88617219	4	11002	51694.1874	3471.4875	259			MEF2C	MEF2C	0.7895	259	1
2_MACS_peak_7030_lociStitched	chr12	125397311	125413072	2	10995	33345.5477	1790.4496	260	UBC	SCARB1	UBC	UBC	1.9696	260	1
1_MACS_peak_9301_lociStitched	chr15	81585139	81596126	1	10988	44865.4145	2558.8723	261	IL16	STARD5	IL16	STARD5	0.6526	261	1
3_MACS_peak_1727_lociStitched	chr1	155902629	155919077	3	10970	28068.512	3593.888	262	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.1446999999999998	262	1
4_MACS_peak_4700_lociStitched	chr11	62307985	62326133	4	10940	20329.3896	3197.6776	263	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.8365	263	1
1_MACS_peak_13485_lociStitched	chr19	42051596	42062512	1	10917	34352.652	2134.078	264		CEACAM21	CEACAM21	NONE	NONE	264	1
1_MACS_peak_5640_lociStitched	chr12	4377643	4388530	1	10888	43458.7266	1924.8216	265	CCND2	C12orf5	CCND2	CCND2	1.0354	265	1
3_MACS_peak_6930_lociStitched	chr12	120966036	120978346	3	10886	14288.217	1232.231	266	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.2304	266	1
3_MACS_peak_5537_lociStitched	chr11	129233640	129249776	3	10860	34074.3912	2626.9408	267	BARX2		BARX2	BARX2	0.5162	267	1
4_MACS_peak_12730_lociStitched	chr19	1258352	1277358	4	10856	34556.7092	4449.3046	268	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.3588	268	1
3_MACS_peak_16915_lociStitched	chr20	61273031	61291001	3	10792	33156.447	2415.168	269	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.7679	269	1
2_MACS_peak_6179_lociStitched	chr12	51312277	51323276	2	10780	32554.8402	2065.6122	270	METTL7A	HIGD1C	METTL7A	METTL7A	1.6356000000000002	270	1
3_MACS_peak_452_lociStitched	chr1	28827240	28846038	3	10767	29170.7364	3368.6016	271	RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.5765	271	1
3_MACS_peak_5401_lociStitched	chr11	118963095	118979829	3	10748	31737.7044	2811.312	272	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.6677000000000002	272	1
4_MACS_peak_24062_lociStitched	chr6	135322868	135344028	4	10740	30574.084	3032.228	273	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.294	273	1
3_MACS_peak_1691_lociStitched	chr1	154942263	154958324	3	10696	48880.0474	4408.7445	274	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	4.232	274	1
4_MACS_peak_4146_lociStitched	chr11	788978	811231	4	10670	26311.9472	2754.9214	275	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	1.2057	275	1
3_MACS_peak_9494_lociStitched	chr15	93346249	93364541	3	10661	48638.428	2626.7312	276		ASB9P1	ASB9P1	NONE	NONE	276	1
3_MACS_peak_25048_lociStitched	chr7	74057039	74076824	3	10639	28723.863	2738.244	277	GTF2I		GTF2I	GTF2I	0.15139999999999998	277	1
2_MACS_peak_16815_lociStitched	chr20	52267734	52279034	2	10608	43707.27	1870.15	278			ZNF217	ZNF217	1.3126	278	1
3_MACS_peak_22524_lociStitched	chr5	171601192	171616179	3	10606	30282.7322	2483.3459	279	STK10	EFCAB9	STK10	STK10	0.17620000000000002	279	1
4_MACS_peak_23664_lociStitched	chr6	88625760	88640292	4	10582	23915.3124	2498.0508	280			SPACA1	SPACA1	NONE	280	1
1_MACS_peak_22188_lociStitched	chr5	138720055	138730588	1	10534	43220.0589	2289.8742	281	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.331	281	1
2_MACS_peak_27012_lociStitched	chr8	137189245	137201581	2	10517	39411.0528	2446.2288	282			KHDRBS3	KHDRBS3	NONE	282	1
1_MACS_peak_15998_lociStitched	chr2	231729248	231739756	1	10509	49247.8436	854.3004	283	ITM2C		ITM2C	ITM2C	1.9995999999999998	283	1
2_MACS_peak_10297_lociStitched	chr16	66549288	66560458	2	10488	83876.647	2469.687	284	TK2	CKLF,CMTM1	TK2	TK2	1.9308999999999998	284	1
4_MACS_peak_10842_lociStitched	chr17	8088532	8104326	4	10475	21511.428	3035.6068	285	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	1.2456999999999998	285	1
3_MACS_peak_16652_lociStitched	chr20	42569443	42585533	3	10462	32728.669	2669.331	286	TOX2		TOX2	TOX2	0.5896	286	1
1_MACS_peak_1123_lociStitched	chr1	87792790	87803249	1	10460	25373.534	1679.7154	287	LMO4		LMO4	LMO4	0.7688999999999999	287	1
4_MACS_peak_8811_lociStitched	chr15	45011408	45029493	4	10427	25485.382	2915.302	288	TRIM69	B2M,PATL2	TRIM69	B2M	1.0211999999999999	288	1
2_MACS_peak_3833_lociStitched	chr10	104401094	104412951	2	10415	31955.8007	1612.552	289	TRIM8		TRIM8	TRIM8	1.389	289	1
2_MACS_peak_8296_lociStitched	chr14	91812854	91823672	2	10411	21448.8486	910.8756	290	CCDC88C		CCDC88C	CCDC88C	1.3260999999999998	290	1
3_MACS_peak_10525_lociStitched	chr16	81841621	81857660	3	10411	25925.4396	1469.1724	291	PLCG2		PLCG2	PLCG2	0.1497	291	1
2_MACS_peak_25186_lociStitched	chr7	90352104	90367701	2	10402	27505.3095	2551.6692	292	CDK14		CDK14	CDK14	0.1466	292	1
3_MACS_peak_24671_lociStitched	chr7	29706357	29726315	3	10374	21720.2914	2492.7542	293	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.6009	293	1
5_MACS_peak_12752_lociStitched	chr19	1847172	1865563	5	10365	34604.5056	3303.0236	294	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.4705	294	1
4_MACS_peak_27969_lociStitched	chr9	117369129	117382374	4	10352	23557.557	2288.736	295	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.5151	295	1
4_MACS_peak_16442_lociStitched	chr20	30147132	30162070	4	10342	18602.2914	2693.3214	296	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	PSIMCT-1	0.2663	296	1
2_MACS_peak_21220_lociStitched	chr5	6475582	6486974	2	10321	69144.8832	2154.2272	297	UBE2QL1		UBE2QL1	UBE2QL1	1.3987	297	1
2_MACS_peak_3349_lociStitched	chr10	63803250	63814740	2	10318	39998.988	2420.943	298	ARID5B		ARID5B	ARID5B	0.3198	298	1
3_MACS_peak_6756_lociStitched	chr12	106528893	106543932	3	10313	30542.7051	2479.9311	299	NUAK1		NUAK1	NUAK1	0.28290000000000004	299	1
4_MACS_peak_13647_lociStitched	chr19	48824257	48837947	4	10309	33394.017	2461.462	300	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0385	300	1
5_MACS_peak_3858_lociStitched	chr10	105250037	105268091	5	10295	20202.426	3033.072	301	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.7873999999999999	301	1
2_MACS_peak_6555_lociStitched	chr12	89738206	89749611	2	10275	42354.7485	2092.8175	302	DUSP6		DUSP6	DUSP6	2.774	302	1
2_MACS_peak_25480_lociStitched	chr7	114561664	114573849	2	10275	72508.061	2885.408	303	MDFIC		MDFIC	MDFIC	2.4217	303	1
1_MACS_peak_26661_lociStitched	chr8	95952968	95963238	1	10271	22582.703	1024.946	304	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.6465000000000001	304	1
4_MACS_peak_23918_lociStitched	chr6	117858977	117877490	4	10259	23517.0639	2578.8609	305	DCBLD1	GOPC	GOPC	GOPC	0.1655	305	1
1_MACS_peak_20571_lociStitched	chr4	105407336	105417587	1	10252	55260.0657	1836.9792	306	CXXC4		CXXC4	CXXC4	1.8088	306	1
1_MACS_peak_8948_lociStitched	chr15	56656061	56666308	1	10248	74107.3287	1767.6075	307	TEX9		TEX9	TEX9	0.7688999999999999	307	1
3_MACS_peak_22912_lociStitched	chr6	20201649	20214178	3	10245	24921.4339	1984.5936	308	MBOAT1		MBOAT1	MBOAT1	0.15419999999999998	308	1
1_MACS_peak_24872_lociStitched	chr7	47512603	47522845	1	10243	43912.575	2306.4984	309	TNS3		TNS3	TNS3	0.1931	309	1
1_MACS_peak_21924_lociStitched	chr5	109024053	109034295	1	10243	28623.3174	2008.4562	310	MAN2A1		MAN2A1	MAN2A1	0.34440000000000004	310	1
3_MACS_peak_24175_lociStitched	chr6	143162909	143179971	3	10223	24492.501	1583.3536	311	HIVEP2		HIVEP2	HIVEP2	0.178	311	1
2_MACS_peak_17412_lociStitched	chr22	23087970	23101915	2	10217	28298.5885	2227.0165	312			MIR650	MIR650	1.5739	312	1
