#15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_ROSE/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam
#Using cutoff of 26071.572 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
1_MACS_peak_20313_lociStitched	chr4	74680109	74683736	1	3628	5245.7301	550.9413	3672	0
1_MACS_peak_19080_lociStitched	chr3	128837268	128840895	1	3628	12083.7132	533.8944	3673	0
2_MACS_peak_24578_lociStitched	chr7	21391677	21396227	2	3628	5583.305	1139.32	3674	0
2_MACS_peak_20575_lociStitched	chr4	105894364	105898995	2	3627	2321.9834	828.949	3675	0
1_MACS_peak_25714_lociStitched	chr7	139475283	139478908	1	3626	10019.1375	674.6125	3676	0
2_MACS_peak_12800_lociStitched	chr19	2697849	2703087	2	3626	5232.762	877.365	3677	0
1_MACS_peak_4427_lociStitched	chr11	26107037	26110661	1	3625	17724.6216	687.8352	3678	0
1_MACS_peak_1295_lociStitched	chr1	110879679	110883303	1	3625	13979.9424	391.7544	3679	0
1_MACS_peak_1105_lociStitched	chr1	86456212	86459836	1	3625	5925.6024	556.284	3680	0
2_MACS_peak_708_lociStitched	chr1	43123174	43127809	2	3625	5866.983	713.79	3681	0
2_MACS_peak_14733_lociStitched	chr2	86421594	86427444	2	3625	9821.565	829.53	3682	0
1_MACS_peak_13353_lociStitched	chr19	36206735	36210358	1	3624	7294.1859	533.6679	3683	0
1_MACS_peak_12512_lociStitched	chr18	51734920	51738543	1	3624	13357.2764	556.1305	3684	0
2_MACS_peak_12280_lociStitched	chr18	20509209	20514981	2	3624	9101.2896	1064.3568	3685	0
2_MACS_peak_4832_lociStitched	chr11	65723653	65730350	2	3624	8446.9261	1076.2079	3686	0
2_MACS_peak_17205_lociStitched	chr21	43297911	43306289	2	3624	8561.4782	1644.6014	3687	0
1_MACS_peak_16943_lociStitched	chr20	62609607	62613229	1	3623	5583.313	495.4896	3688	0
2_MACS_peak_17850_lociStitched	chr22	43659305	43667858	2	3623	6348.0366	1004.9775	3689	0
1_MACS_peak_27151_lociStitched	chr9	1874509	1878130	1	3622	10754.37	684.369	3690	0
2_MACS_peak_375_lociStitched	chr1	26445700	26453929	2	3622	4708.6338	1181.6844	3691	0
2_MACS_peak_9611_lociStitched	chr16	1463436	1472153	2	3622	9794.4212	1107.059	3692	0
1_MACS_peak_14757_lociStitched	chr2	87783314	87786934	1	3621	7201.99	569.788	3693	0
1_MACS_peak_4033_lociStitched	chr10	125295838	125299458	1	3621	6783.518	631.328	3694	0
2_MACS_peak_12895_lociStitched	chr19	7192019	7199163	2	3621	4109.9432	1395.9376	3695	0
2_MACS_peak_10027_lociStitched	chr16	29605049	29612172	2	3620	5045.2209	1061.327	3696	0
1_MACS_peak_24043_lociStitched	chr6	133133388	133137006	1	3619	10090.602	619.7634	3697	0
1_MACS_peak_17690_lociStitched	chr22	38463475	38467093	1	3619	9615.1968	617.9544	3698	0
1_MACS_peak_15692_lociStitched	chr2	198868714	198872332	1	3619	12962.2086	753.9912	3699	0
1_MACS_peak_14070_lociStitched	chr2	26255263	26258881	1	3619	8700.2046	631.7028	3700	0
1_MACS_peak_1839_lociStitched	chr1	161194850	161198467	1	3618	10455.6619	1115.1211	3701	0
2_MACS_peak_14314_lociStitched	chr2	47193735	47198587	2	3618	5170.2912	654.5348	3702	0
3_MACS_peak_26961_lociStitched	chr8	131369051	131374100	3	3618	3512.5893	651.321	3703	0
2_MACS_peak_23717_lociStitched	chr6	94126096	94130201	2	3617	2144.0415	612.8765	3704	0
1_MACS_peak_25546_lociStitched	chr7	122524670	122528285	1	3616	13453.9455	981.111	3705	0
1_MACS_peak_21063_lociStitched	chr4	184642002	184645617	1	3616	14871.387	570.0855	3706	0
2_MACS_peak_3516_lociStitched	chr10	76736776	76743299	2	3615	4144.0619	915.1769	3707	0
1_MACS_peak_25794_lociStitched	chr7	148822189	148825802	1	3614	20579.648	984.9038	3708	0
1_MACS_peak_14754_lociStitched	chr2	87754069	87757682	1	3614	23303.4887	720.4322	3709	0
1_MACS_peak_9988_lociStitched	chr16	27383606	27387219	1	3614	7190.9539	682.4957	3710	0
2_MACS_peak_15775_lociStitched	chr2	204581601	204585443	2	3614	4584.2744	818.7302	3711	0
2_MACS_peak_2226_lociStitched	chr1	201705610	201710080	2	3614	3801.735	1094.256	3712	0
2_MACS_peak_8761_lociStitched	chr15	42782334	42788790	2	3614	7853.0784	1178.8656	3713	0
2_MACS_peak_12966_lociStitched	chr19	10442895	10450996	2	3614	7203.4092	1177.8854	3714	0
2_MACS_peak_14099_lociStitched	chr2	27572920	27580928	2	3613	11381.7704	1142.7416	3715	0
2_MACS_peak_17373_lociStitched	chr22	21394169	21400416	2	3612	4071.1699	740.8942	3716	0
2_MACS_peak_4107_lociStitched	chr10	134144332	134151218	2	3612	7359.7568	941.3162	3717	0
2_MACS_peak_4586_lociStitched	chr11	47414564	47422882	2	3612	3953.5454	1159.5292	3718	0
1_MACS_peak_20689_lociStitched	chr4	121638672	121642282	1	3611	4660.871	760.266	3719	0
1_MACS_peak_2979_lociStitched	chr10	14643425	14647035	1	3611	4287.958	601.065	3720	0
1_MACS_peak_20596_lociStitched	chr4	106815434	106819043	1	3610	7826.8383	674.883	3721	0
1_MACS_peak_4764_lociStitched	chr11	64544337	64547946	1	3610	13021.9938	632.2968	3722	0
2_MACS_peak_380_lociStitched	chr1	26559778	26564654	2	3610	6563.096	952.2828	3723	0
1_MACS_peak_5548_lociStitched	chr11	129870903	129874509	1	3607	39821.4186	866.8824	3724	0
2_MACS_peak_3481_lociStitched	chr10	75254205	75262029	2	3607	8965.5216	1239.3216	3725	0
1_MACS_peak_22698_lociStitched	chr6	2988190	2991795	1	3606	24313.9225	777.959	3726	0
1_MACS_peak_8744_lociStitched	chr15	41623638	41627243	1	3606	13691.069	831.313	3727	0
2_MACS_peak_3754_lociStitched	chr10	99223081	99229100	2	3606	3694.4622	873.9588	3728	0
1_MACS_peak_19747_lociStitched	chr3	195161306	195164910	1	3605	8236.2212	796.1236	3729	0
1_MACS_peak_17283_lociStitched	chr21	47742427	47746030	1	3604	17127.5811	730.6884	3730	0
1_MACS_peak_12286_lociStitched	chr18	20819828	20823431	1	3604	12470.3433	665.1138	3731	0
1_MACS_peak_29195_lociStitched	chrX	140822262	140825864	1	3603	4959.5938	278.7948	3732	0
2_MACS_peak_19476_lociStitched	chr3	171899688	171907728	2	3603	4231.452	1474.536	3733	0
1_MACS_peak_16770_lociStitched	chr20	48806477	48810078	1	3602	7532.5718	445.4437	3734	0
1_MACS_peak_12167_lociStitched	chr18	5294050	5297651	1	3602	10926.1542	539.0697	3735	0
1_MACS_peak_19329_lociStitched	chr3	155569902	155573502	1	3601	15334.56	1219.32	3736	0
1_MACS_peak_16986_lociStitched	chr21	17566044	17569644	1	3601	4980.24	615.96	3737	0
1_MACS_peak_16702_lociStitched	chr20	44598207	44601807	1	3601	26629.2	823.32	3738	0
1_MACS_peak_15480_lociStitched	chr2	175496756	175500356	1	3601	17453.88	817.2	3739	0
1_MACS_peak_10582_lociStitched	chr16	87899475	87903075	1	3601	3494.88	435.6	3740	0
2_MACS_peak_15603_lociStitched	chr2	190522058	190527652	2	3601	5924.6054	1049.4344	3741	0
2_MACS_peak_15132_lociStitched	chr2	128562794	128569878	2	3601	11047.498	1257.41	3742	0
2_MACS_peak_27126_lociStitched	chr9	177772	185678	2	3601	5420.3536	1121.8614	3743	0
2_MACS_peak_13443_lociStitched	chr19	40595855	40601652	2	3600	6827.1269	958.2441	3744	0
1_MACS_peak_15854_lociStitched	chr2	215671932	215675530	1	3599	12536.1516	657.7144	3745	0
2_MACS_peak_18483_lociStitched	chr3	49976752	49985223	2	3599	6467.6085	1187.6342	3746	0
1_MACS_peak_21378_lociStitched	chr5	36875012	36878609	1	3598	11064.0123	520.1262	3747	0
2_MACS_peak_2774_lociStitched	chr1	244210066	244213812	2	3597	7564.2978	657.0484	3748	0
1_MACS_peak_27104_lociStitched	chr8	145732640	145736235	1	3596	16553.537	733.7395	3749	0
1_MACS_peak_21520_lociStitched	chr5	56245357	56248950	1	3594	6689.4474	484.3364	3750	0
2_MACS_peak_13466_lociStitched	chr19	41220280	41224005	2	3594	4646.1925	604.195	3751	0
1_MACS_peak_13152_lociStitched	chr19	16737455	16741047	1	3593	10982.8992	603.8152	3752	0
2_MACS_peak_27690_lociStitched	chr9	93909448	93914716	2	3593	2946.9192	937.1772	3753	0
1_MACS_peak_15517_lociStitched	chr2	179342553	179346144	1	3592	5942.3868	676.1853	3754	0
2_MACS_peak_17684_lociStitched	chr22	38239247	38246352	2	3591	8064.8855	1160.2465	3755	0
2_MACS_peak_3181_lociStitched	chr10	35624291	35631451	2	3591	3310.068	1079.728	3756	0
2_MACS_peak_19366_lociStitched	chr3	158069863	158075019	2	3590	3959.808	1138.9604	3757	0
2_MACS_peak_23436_lociStitched	chr6	52253987	52259993	2	3590	5917.1112	1342.341	3758	0
1_MACS_peak_6142_lociStitched	chr12	49451915	49455503	1	3589	11393.694	628.9764	3759	0
1_MACS_peak_18273_lociStitched	chr3	38177548	38181135	1	3588	5788.3419	805.6402	3760	0
1_MACS_peak_15585_lociStitched	chr2	187914848	187918435	1	3588	15797.5067	550.6045	3761	0
1_MACS_peak_25846_lociStitched	chr7	151854458	151858044	1	3587	17144.666	936.6632	3762	0
1_MACS_peak_16440_lociStitched	chr20	30101611	30105197	1	3587	9785.4768	724.0134	3763	0
1_MACS_peak_9050_lociStitched	chr15	65219997	65223583	1	3587	4385.3194	751.9842	3764	0
1_MACS_peak_4729_lociStitched	chr11	62647398	62650983	1	3586	19068.9735	669.678	3765	0
2_MACS_peak_11373_lociStitched	chr17	40807284	40812401	2	3586	4902.5977	822.8136	3766	0
1_MACS_peak_25966_lociStitched	chr8	10822119	10825703	1	3585	21608.6528	736.512	3767	0
1_MACS_peak_20423_lociStitched	chr4	83349585	83353169	1	3585	14203.0336	673.0752	3768	0
1_MACS_peak_6470_lociStitched	chr12	75782397	75785980	1	3584	7918.43	528.4925	3769	0
2_MACS_peak_6415_lociStitched	chr12	67842681	67847100	2	3584	3147.2118	904.1274	3770	0
1_MACS_peak_6598_lociStitched	chr12	93320677	93324259	1	3583	7153.6122	676.998	3771	0
2_MACS_peak_21554_lociStitched	chr5	60625926	60630150	2	3583	3991.68	468.0192	3772	0
2_MACS_peak_11141_lociStitched	chr17	31296652	31304294	2	3582	2705.268	913.9832	3773	0
1_MACS_peak_859_lociStitched	chr1	53100996	53104576	1	3581	30146.822	820.894	3774	0
2_MACS_peak_17695_lociStitched	chr22	38609946	38615547	2	3581	2524.9308	744.3729	3775	0
2_MACS_peak_26220_lociStitched	chr8	30353906	30360453	2	3581	3506.5732	933.6022	3776	0
2_MACS_peak_27210_lociStitched	chr9	6639371	6646738	2	3581	3863.2548	1024.013	3777	0
1_MACS_peak_21695_lociStitched	chr5	76032571	76036150	1	3580	9812.5443	804.2013	3778	0
2_MACS_peak_2699_lociStitched	chr1	234630243	234636073	2	3580	4705.393	1204.478	3779	0
2_MACS_peak_4679_lociStitched	chr11	61124411	61130750	2	3580	13593.9855	869.0769	3780	0
2_MACS_peak_27667_lociStitched	chr9	92217844	92221949	2	3579	2864.0585	738.4895	3781	0
2_MACS_peak_7998_lociStitched	chr14	58706173	58712880	2	3578	7172.4658	466.8072	3782	0
2_MACS_peak_13327_lociStitched	chr19	34894605	34901695	2	3578	5836.488	860.726	3783	0
2_MACS_peak_2352_lociStitched	chr1	206956870	206965800	2	3578	5695.554	2170.883	3784	0
1_MACS_peak_10692_lociStitched	chr17	2140943	2144519	1	3577	7701.6312	781.356	3785	0
1_MACS_peak_11622_lociStitched	chr17	54909918	54913493	1	3576	7596.5175	696.41	3786	0
2_MACS_peak_3894_lociStitched	chr10	108690538	108696568	2	3576	3156.102	685.611	3787	0
1_MACS_peak_4468_lociStitched	chr11	33560672	33564246	1	3575	12079.0478	694.4282	3788	0
1_MACS_peak_12362_lociStitched	chr18	32556330	32559902	1	3573	4248.894	592.2376	3789	0
1_MACS_peak_8533_lociStitched	chr15	25661178	25664750	1	3573	6444.9596	496.1508	3790	0
1_MACS_peak_21279_lociStitched	chr5	15499550	15503121	1	3572	4959.0477	711.3432	3791	0
1_MACS_peak_1686_lociStitched	chr1	154830882	154834453	1	3572	34508.3585	1300.9153	3792	0
2_MACS_peak_9971_lociStitched	chr16	25117657	25123855	2	3572	4705.5216	1152.2082	3793	0
1_MACS_peak_23466_lociStitched	chr6	53657900	53661470	1	3571	9198.462	909.636	3794	0
1_MACS_peak_15832_lociStitched	chr2	211034120	211037690	1	3571	12997.656	393.414	3795	0
1_MACS_peak_3525_lociStitched	chr10	76992928	76996498	1	3571	6453.489	610.827	3796	0
1_MACS_peak_22089_lociStitched	chr5	130969333	130972902	1	3570	21444.6934	747.7055	3797	0
1_MACS_peak_5267_lociStitched	chr11	108091796	108095365	1	3570	11279.1107	817.6579	3798	0
1_MACS_peak_3002_lociStitched	chr10	15759396	15762965	1	3570	8464.5973	498.2324	3799	0
2_MACS_peak_17893_lociStitched	chr22	46982979	46989915	2	3570	4694.2848	787.9296	3800	0
2_MACS_peak_8461_lociStitched	chr14	106234297	106239399	2	3569	6122.4	166.8354	3801	0
2_MACS_peak_28769_lociStitched	chrX	58232818	58238199	2	3569	3894.2297	389.0463	3802	0
1_MACS_peak_24815_lociStitched	chr7	43795639	43799206	1	3568	4333.5483	556.8087	3803	0
1_MACS_peak_13784_lociStitched	chr19	55849401	55852968	1	3568	9140.4375	705.1959	3804	0
1_MACS_peak_11974_lociStitched	chr17	75240480	75244047	1	3568	7913.0328	739.4391	3805	0
1_MACS_peak_11911_lociStitched	chr17	73683485	73687052	1	3568	7196.0658	502.5903	3806	0
1_MACS_peak_3151_lociStitched	chr10	32216386	32219953	1	3568	5852.3769	598.1859	3807	0
1_MACS_peak_77_lociStitched	chr1	6083754	6087321	1	3568	6819.3906	710.9031	3808	0
1_MACS_peak_24307_lociStitched	chr6	159237513	159241079	1	3567	4745.9894	279.931	3809	0
1_MACS_peak_22334_lociStitched	chr5	149399102	149402668	1	3567	2909.4994	557.7224	3810	0
1_MACS_peak_6086_lociStitched	chr12	46660232	46663798	1	3567	11565.2512	668.9816	3811	0
2_MACS_peak_28507_lociStitched	chrX	23798865	23802559	2	3567	3246.6566	351.6688	3812	0
2_MACS_peak_22150_lociStitched	chr5	134237541	134242333	2	3567	15122.5936	868.7896	3813	0
2_MACS_peak_7765_lociStitched	chr14	24020307	24027202	2	3567	4866.491	561.253	3814	0
1_MACS_peak_20520_lociStitched	chr4	99848823	99852388	1	3566	14206.1685	854.887	3815	0
2_MACS_peak_4677_lociStitched	chr11	61099352	61104180	2	3564	7689.0728	1088.714	3816	0
2_MACS_peak_18311_lociStitched	chr3	42233579	42238562	2	3564	3868.8012	788.3106	3817	0
1_MACS_peak_22321_lociStitched	chr5	148928617	148932179	1	3563	16059.6332	756.2126	3818	0
2_MACS_peak_10528_lociStitched	chr16	81864671	81871491	2	3562	4434.364	645.172	3819	0
2_MACS_peak_21217_lociStitched	chr5	6402229	6409522	2	3562	5346.4983	994.7652	3820	0
2_MACS_peak_20991_lociStitched	chr4	170908033	170912703	2	3561	3298.421	707.505	3821	0
1_MACS_peak_9379_lociStitched	chr15	86398886	86402445	1	3560	3351.8662	629.2312	3822	0
2_MACS_peak_11627_lociStitched	chr17	55011375	55016374	2	3560	3828.7341	804.3391	3823	0
2_MACS_peak_5035_lociStitched	chr11	75942562	75947729	2	3560	4868.8641	1003.4314	3824	0
2_MACS_peak_13083_lociStitched	chr19	13990827	13996698	2	3560	3684.6396	1021.554	3825	0
2_MACS_peak_25211_lociStitched	chr7	92347160	92351383	2	3558	4090.8201	660.4772	3826	0
2_MACS_peak_6106_lociStitched	chr12	48148165	48153673	2	3558	7263.9504	857.0448	3827	0
2_MACS_peak_25985_lociStitched	chr8	11659017	11666484	2	3558	6396.9789	1083.4617	3828	0
1_MACS_peak_21885_lociStitched	chr5	100224566	100228122	1	3557	7757.7696	513.4864	3829	0
1_MACS_peak_15258_lociStitched	chr2	149876808	149880364	1	3557	5543.804	683.4632	3830	0
1_MACS_peak_25356_lociStitched	chr7	102211373	102214928	1	3556	10257.9525	1581.975	3831	0
1_MACS_peak_23218_lociStitched	chr6	34282503	34286058	1	3556	4565.331	661.5855	3832	0
1_MACS_peak_15005_lociStitched	chr2	112249967	112253522	1	3556	31380.696	892.305	3833	0
1_MACS_peak_8968_lociStitched	chr15	59223879	59227434	1	3556	14514.354	618.9255	3834	0
2_MACS_peak_17118_lociStitched	chr21	35083961	35089205	2	3556	4824.48	999.5064	3835	0
2_MACS_peak_4045_lociStitched	chr10	125973519	125979774	2	3556	3955.662	1028.322	3836	0
1_MACS_peak_25536_lociStitched	chr7	121184186	121187740	1	3555	5752.5044	835.5454	3837	0
1_MACS_peak_23674_lociStitched	chr6	89324155	89327709	1	3555	8506.499	599.2044	3838	0
1_MACS_peak_18389_lociStitched	chr3	46389896	46393450	1	3555	13599.0256	676.6816	3839	0
2_MACS_peak_28279_lociStitched	chr9	139837651	139845374	2	3555	9093.8325	910.5417	3840	0
1_MACS_peak_26330_lociStitched	chr8	42909538	42913090	1	3553	13156.608	631.9008	3841	0
1_MACS_peak_18365_lociStitched	chr3	45729404	45732956	1	3553	8326.9536	770.4288	3842	0
1_MACS_peak_19226_lociStitched	chr3	142164064	142167615	1	3552	8896.6754	641.6657	3843	0
2_MACS_peak_17594_lociStitched	chr22	34315060	34319024	2	3552	4484.8696	528.4012	3844	0
1_MACS_peak_25791_lociStitched	chr7	148723608	148727158	1	3551	13430.36	930.81	3845	0
2_MACS_peak_24312_lociStitched	chr6	159453969	159461314	2	3551	4204.278	627.263	3846	0
2_MACS_peak_27403_lociStitched	chr9	35842385	35849344	2	3550	5685.503	1203.2111	3847	0
1_MACS_peak_29134_lociStitched	chrX	131350331	131353879	1	3549	8109.3088	246.2312	3848	0
1_MACS_peak_19340_lociStitched	chr3	156391077	156394625	1	3549	12920.3968	1043.8216	3849	0
1_MACS_peak_11820_lociStitched	chr17	66431848	66435396	1	3549	7647.3592	779.1408	3850	0
2_MACS_peak_3297_lociStitched	chr10	54195608	54201336	2	3549	5747.4752	842.5888	3851	0
2_MACS_peak_1894_lociStitched	chr1	164628808	164637523	2	3549	4862.97	2029.7235	3852	0
1_MACS_peak_13938_lociStitched	chr2	10930021	10933568	1	3548	4473.4764	632.4301	3853	0
2_MACS_peak_25508_lociStitched	chr7	117412816	117421862	2	3548	8987.201	1577.6224	3854	0
1_MACS_peak_10142_lociStitched	chr16	46721880	46725426	1	3547	8543.7324	837.5652	3855	0
2_MACS_peak_15990_lociStitched	chr2	231275576	231281998	2	3546	6113.1018	451.4666	3856	0
2_MACS_peak_6239_lociStitched	chr12	54115904	54122247	2	3545	3534.9539	1171.5521	3857	0
1_MACS_peak_12448_lociStitched	chr18	46064783	46068326	1	3544	2925.4551	519.4038	3858	0
2_MACS_peak_3355_lociStitched	chr10	64412132	64415940	2	3544	4175.8528	659.9264	3859	0
1_MACS_peak_15299_lociStitched	chr2	153572740	153576281	1	3542	15822.6044	759.1904	3860	0
1_MACS_peak_23503_lociStitched	chr6	64281287	64284827	1	3541	16681.542	660.21	3861	0
1_MACS_peak_17706_lociStitched	chr22	38900183	38903723	1	3541	37411.782	809.244	3862	0
1_MACS_peak_11818_lociStitched	chr17	66286094	66289634	1	3541	14631.882	550.116	3863	0
1_MACS_peak_10488_lociStitched	chr16	79801325	79804865	1	3541	4994.232	329.928	3864	0
1_MACS_peak_6706_lociStitched	chr12	102221928	102225467	1	3540	7744.3937	573.318	3865	0
1_MACS_peak_4127_lociStitched	chr11	267191	270730	1	3540	36538.0516	850.7756	3866	0
2_MACS_peak_14986_lociStitched	chr2	111573394	111578903	2	3540	4165.9058	905.6796	3867	0
1_MACS_peak_11413_lociStitched	chr17	42275263	42278801	1	3539	9965.8384	509.472	3868	0
2_MACS_peak_18308_lociStitched	chr3	42107678	42114798	2	3539	2907.096	857.96	3869	0
2_MACS_peak_20437_lociStitched	chr4	84214228	84219584	2	3538	4945.7304	809.8272	3870	0
2_MACS_peak_8369_lociStitched	chr14	98168299	98174446	2	3538	3026.7828	580.8915	3871	0
1_MACS_peak_18213_lociStitched	chr3	31572587	31576123	1	3537	18120.5856	676.7904	3872	0
1_MACS_peak_28352_lociStitched	chrX	3731844	3735378	1	3535	9794.481	240.6654	3873	0
1_MACS_peak_6612_lociStitched	chr12	93962938	93966472	1	3535	6580.6614	447.051	3874	0
1_MACS_peak_4379_lociStitched	chr11	18415217	18418750	1	3534	11385.4458	772.6671	3875	0
2_MACS_peak_7018_lociStitched	chr12	124873171	124877253	2	3534	5049.434	314.314	3876	0
1_MACS_peak_22653_lociStitched	chr5	180686106	180689638	1	3533	16840.9292	721.2344	3877	0
2_MACS_peak_17974_lociStitched	chr3	3122782	3131096	2	3533	3023.8018	591.1254	3878	0
1_MACS_peak_2613_lociStitched	chr1	227125620	227129151	1	3532	27005.4411	1061.7717	3879	0
2_MACS_peak_8652_lociStitched	chr15	35279294	35286810	2	3532	13657.3236	1240.8916	3880	0
1_MACS_peak_12219_lociStitched	chr18	9913085	9916615	1	3531	12368.767	643.872	3881	0
2_MACS_peak_585_lociStitched	chr1	36862431	36867621	2	3531	5146.923	943.023	3882	0
3_MACS_peak_14769_lociStitched	chr2	88475426	88483073	3	3531	3259.1514	1016.2863	3883	0
1_MACS_peak_10630_lociStitched	chr16	89786388	89789917	1	3530	7575.7043	341.2543	3884	0
2_MACS_peak_17280_lociStitched	chr21	47646643	47650209	2	3530	4587.659	600.5144	3885	0
2_MACS_peak_3456_lociStitched	chr10	73974901	73979075	2	3530	7129.6094	560.9856	3886	0
1_MACS_peak_26943_lociStitched	chr8	130949558	130953086	1	3529	7196.7672	626.9256	3887	0
2_MACS_peak_16895_lociStitched	chr20	58675404	58682051	2	3529	3465.0811	845.4984	3888	0
2_MACS_peak_4491_lociStitched	chr11	34932061	34939159	2	3529	10238.865	1181.1072	3889	0
1_MACS_peak_24848_lociStitched	chr7	45064924	45068451	1	3528	15306.1219	672.9516	3890	0
1_MACS_peak_23381_lociStitched	chr6	44213325	44216852	1	3528	9672.4448	659.1963	3891	0
1_MACS_peak_24479_lociStitched	chr7	7220676	7224202	1	3527	13312.0604	746.8068	3892	0
1_MACS_peak_20638_lociStitched	chr4	111116816	111120341	1	3526	9175.9275	595.3725	3893	0
1_MACS_peak_19761_lociStitched	chr3	195822197	195825722	1	3526	16041.2175	998.6325	3894	0
1_MACS_peak_11045_lociStitched	chr17	26924281	26927806	1	3526	15597.42	811.8075	3895	0
2_MACS_peak_9601_lociStitched	chr16	785269	791899	2	3526	4752.384	818.142	3896	0
1_MACS_peak_28071_lociStitched	chr9	128507829	128511352	1	3524	5866.4996	478.4234	3897	0
1_MACS_peak_24642_lociStitched	chr7	26049159	26052681	1	3523	11610.9774	763.9218	3898	0
2_MACS_peak_18369_lociStitched	chr3	46013546	46021756	2	3523	3011.428	1484.368	3899	0
1_MACS_peak_14904_lociStitched	chr2	106328207	106331728	1	3522	21128.8168	813.7031	3900	0
2_MACS_peak_6209_lociStitched	chr12	53491085	53498401	2	3522	3308.2952	1237.1356	3901	0
1_MACS_peak_10011_lociStitched	chr16	28833192	28836712	1	3521	18988.64	738.144	3902	0
2_MACS_peak_16162_lociStitched	chr20	809159	815604	2	3519	8049.1605	1035.7115	3903	0
1_MACS_peak_1803_lociStitched	chr1	160230409	160233926	1	3518	23698.9528	1100.4693	3904	0
1_MACS_peak_20823_lociStitched	chr4	144104994	144108510	1	3517	11488.1784	645.5376	3905	0
1_MACS_peak_1845_lociStitched	chr1	161409305	161412821	1	3517	6315.7908	1007.334	3906	0
2_MACS_peak_19031_lociStitched	chr3	125481062	125486744	2	3517	4668.8994	842.0724	3907	0
2_MACS_peak_20724_lociStitched	chr4	124332422	124340784	2	3517	3493.6436	1255.1362	3908	0
1_MACS_peak_196_lociStitched	chr1	15160836	15164351	1	3516	26767.7795	559.9395	3909	0
2_MACS_peak_7789_lociStitched	chr14	24739685	24744282	2	3516	5105.4282	443.1508	3910	0
2_MACS_peak_6992_lociStitched	chr12	123418558	123423344	2	3516	2951.0476	418.775	3911	0
2_MACS_peak_20107_lociStitched	chr4	39354315	39359329	2	3516	4271.928	720.5118	3912	0
1_MACS_peak_29136_lociStitched	chrX	131622105	131625619	1	3515	9962.5414	271.2808	3913	0
2_MACS_peak_22139_lociStitched	chr5	133927499	133932025	2	3515	5465.5976	839.1204	3914	0
2_MACS_peak_22395_lociStitched	chr5	154316719	154321694	2	3515	5236.1875	994.005	3915	0
1_MACS_peak_20223_lociStitched	chr4	57622626	57626139	1	3514	14816.7801	595.1022	3916	0
2_MACS_peak_265_lociStitched	chr1	20984666	20989003	2	3513	5799.4364	772.4197	3917	0
1_MACS_peak_24148_lociStitched	chr6	139611035	139614546	1	3512	14515.1762	560.0045	3918	0
1_MACS_peak_17110_lociStitched	chr21	34804967	34808478	1	3512	6496.0522	900.9226	3919	0
1_MACS_peak_5365_lociStitched	chr11	116966698	116970209	1	3512	6913.5101	623.9047	3920	0
3_MACS_peak_3911_lociStitched	chr10	111981096	111987530	3	3512	2563.949	859.5824	3921	0
1_MACS_peak_11757_lociStitched	chr17	62500672	62504181	1	3510	10432.6079	808.1227	3922	0
1_MACS_peak_5667_lociStitched	chr12	6568952	6572461	1	3510	13472.1037	773.7345	3923	0
2_MACS_peak_23797_lociStitched	chr6	107381655	107386670	2	3510	5026.5345	840.0125	3924	0
2_MACS_peak_6436_lociStitched	chr12	69632476	69637520	2	3510	6887.582	838.3128	3925	0
1_MACS_peak_16184_lociStitched	chr20	2081477	2084984	1	3508	23241.2397	660.3681	3926	0
1_MACS_peak_15051_lociStitched	chr2	113930625	113934132	1	3508	7939.4973	759.9669	3927	0
2_MACS_peak_17445_lociStitched	chr22	24108742	24115633	2	3508	4685.88	1070.8614	3928	0
1_MACS_peak_27604_lociStitched	chr9	82185062	82188568	1	3507	5572.4364	578.1394	3929	0
1_MACS_peak_14273_lociStitched	chr2	44394409	44397915	1	3507	12697.3296	720.8336	3930	0
1_MACS_peak_21390_lociStitched	chr5	37798690	37802195	1	3506	18413.5175	642.116	3931	0
1_MACS_peak_19062_lociStitched	chr3	127770144	127773649	1	3506	9879.5435	643.8685	3932	0
1_MACS_peak_15687_lociStitched	chr2	198569079	198572584	1	3506	5371.4125	838.396	3933	0
1_MACS_peak_4599_lociStitched	chr11	47787200	47790705	1	3506	24024.672	870.642	3934	0
1_MACS_peak_1666_lociStitched	chr1	154191564	154195068	1	3505	16017.4848	982.1712	3935	0
1_MACS_peak_9607_lociStitched	chr16	1358246	1361749	1	3504	16490.0222	569.5878	3936	0
2_MACS_peak_9359_lociStitched	chr15	85173756	85177935	2	3504	6306.5289	824.0988	3937	0
2_MACS_peak_18231_lociStitched	chr3	32610959	32619790	2	3503	9148.0329	1480.9587	3938	0
