REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_11282_lociStitched	chr17	37909429	37916553	1	7125	58485.1904	1457.5704	162		GRB7,C17orf37	GRB7	C17orf37	0.2604	162	1
6_MACS_peak_26832_lociStitched	chr8	120916686	120947713	6	24709	61995.0487	5051.1956	163	DEPDC6	DSCC1	DEPDC6	DEPDC6	0.4415	163	1
1_MACS_peak_13951_lociStitched	chr2	11883572	11898297	1	14726	59727.545	2819.8375	164	LPIN1		LPIN1	LPIN1	0.6276	164	1
1_MACS_peak_16719_lociStitched	chr20	45978607	45987205	1	8599	58499.0724	1765.1694	165	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.38139999999999996	165	1
1_MACS_peak_1730_lociStitched	chr1	155938136	155952061	1	13926	60345.38	3711.0125	166	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	1.7389	166	1
3_MACS_peak_6109_lociStitched	chr12	48201035	48218845	3	13956	59423.065	3127.436	167	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	1.2099	167	1
4_MACS_peak_4957_lociStitched	chr11	71412101	71426809	4	12275	58436.3548	2885.7096	168			FAM86C	FAM86C	NONE	168	1
1_MACS_peak_16660_lociStitched	chr20	42695962	42700434	1	4473	56572.1416	1027.2184	169	TOX2		JPH2	JPH2	NONE	169	1
6_MACS_peak_13124_lociStitched	chr19	16243987	16273218	6	21612	60525.7086	5042.3475	170	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	1.6089	170	1
1_MACS_peak_11110_lociStitched	chr17	29635034	29649588	1	14555	57740.0842	2560.0486	171	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	2.0476	171	1
1_MACS_peak_23000_lociStitched	chr6	26358033	26367692	1	9660	56336.1175	1885.4368	172	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.8760999999999999	172	1
3_MACS_peak_22639_lociStitched	chr5	180227741	180249437	3	15640	57880.5888	3618.8928	173	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	1.6232	173	1
3_MACS_peak_975_lociStitched	chr1	66736898	66750607	3	11250	56716.8748	2692.4476	174	PDE4B	PDE4B	PDE4B	PDE4B	0.11950000000000001	174	1
2_MACS_peak_12797_lociStitched	chr19	2618290	2628889	2	7796	56572.1625	2581.9164	175	GNG7		GNG7	GNG7	0.7723	175	1
2_MACS_peak_20273_lociStitched	chr4	69431903	69443244	2	9815	55895.2526	2009.6252	176	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.5356	176	1
2_MACS_peak_17515_lociStitched	chr22	29206947	29221365	2	11340	56564.6976	2740.8618	177		CCDC117,XBP1	XBP1	XBP1	4.9301	177	1
1_MACS_peak_24927_lociStitched	chr7	55569337	55586195	1	16859	56700.1972	3000.724	178	VOPP1		VOPP1	VOPP1	1.9106	178	1
7_MACS_peak_10359_lociStitched	chr16	68278131	68320840	7	27578	60791.9906	7166.5702	179	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	SLC7A6	0.5722	179	1
1_MACS_peak_20571_lociStitched	chr4	105407336	105417587	1	10252	55260.0657	1836.9792	180	CXXC4		CXXC4	CXXC4	1.8088	180	1
1_MACS_peak_19388_lociStitched	chr3	160116017	160123805	1	7789	55110.2244	1716.4752	181	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	1.218	181	1
1_MACS_peak_17755_lociStitched	chr22	39841019	39845782	1	4764	54451.0923	1399.8457	182		TAB1,MGAT3	MGAT3	MGAT3	0.5049999999999999	182	1
2_MACS_peak_10234_lociStitched	chr16	56943652	56952705	2	7169	54646.6239	1859.4862	183	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	2.6574	183	1
1_MACS_peak_1668_lociStitched	chr1	154296790	154302706	1	5917	54406.494	1858.2156	184	AQP10,ATP8B2		ATP8B2	ATP8B2	2.3619	184	1
4_MACS_peak_22985_lociStitched	chr6	26183540	26207422	4	14061	56509.5884	4260.5488	185	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	2.534	185	1
3_MACS_peak_27900_lociStitched	chr9	112904315	112925448	3	20095	56256.046	4023.7232	186	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.5252	186	1
2_MACS_peak_23686_lociStitched	chr6	90054029	90071299	2	17210	55398.706	3200.131	187	UBE2J1	GABRR2	UBE2J1	UBE2J1	1.2387	187	1
1_MACS_peak_1544_lociStitched	chr1	149222010	149225702	1	3693	54088.1692	2264.3036	188			LOC388692	LOC388692	NONE	188	1
4_MACS_peak_21499_lociStitched	chr5	55437283	55453658	4	14919	54261.8375	2811.5875	189	ANKRD55		ANKRD55	ANKRD55	0.3571	189	1
5_MACS_peak_22549_lociStitched	chr5	173310030	173344021	5	28002	57036.898	5622.1114	190	CPEB4		CPEB4	CPEB4	0.7044	190	1
3_MACS_peak_3938_lociStitched	chr10	112611901	112633226	3	16002	55105.9325	3911.005	191	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	2.1674	191	1
2_MACS_peak_18648_lociStitched	chr3	69128219	69146142	2	17794	54308.4823	3218.9708	192	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.7598999999999998	192	1
3_MACS_peak_1813_lociStitched	chr1	160640993	160656016	3	11242	54996.1984	4060.7169	193	CD48	SLAMF1	SLAMF1	NONE	NONE	193	1
2_MACS_peak_1044_lociStitched	chr1	75595550	75612713	2	16584	53296.2639	2529.8262	194	LHX8		LHX8	LHX8	1.1635	194	1
3_MACS_peak_14243_lociStitched	chr2	42323504	42334605	3	9894	52804.1267	2307.8979	195		PKDCC	PKDCC	NONE	NONE	195	1
4_MACS_peak_2146_lociStitched	chr1	192498462	192521092	4	11422	55101.787	4625.572	196		RGS1	RGS1	RGS1	1.6713	196	1
1_MACS_peak_2785_lociStitched	chr1	245132411	245136176	1	3766	51417.4755	952.9215	197	EFCAB2		EFCAB2	EFCAB2	0.3327	197	1
1_MACS_peak_8463_lociStitched	chr14	106323793	106329583	1	5791	50938.104	503.73	198			KIAA0125	KIAA0125	NONE	198	1
2_MACS_peak_24639_lociStitched	chr7	26002457	26011701	2	8300	52089.94	1795.1848	199		MIR148A	MIR148A	MIR148A	2.0752	199	1
1_MACS_peak_15548_lociStitched	chr2	182168439	182179999	1	11561	52035.028	2145.536	200			ITGA4	ITGA4	NONE	200	1
1_MACS_peak_394_lociStitched	chr1	27018213	27030988	1	12776	52194.8175	2538.3925	201	ARID1A		ARID1A	ARID1A	0.7173	201	1
1_MACS_peak_9205_lociStitched	chr15	75334251	75341126	1	6876	51075.0625	1693.3125	202	PPCDC	SCAMP5	PPCDC	PPCDC	1.6461	202	1
3_MACS_peak_20092_lociStitched	chr4	38307283	38322448	3	11779	51667.155	2417.301	203			KLF3	KLF3	NONE	203	1
3_MACS_peak_17417_lociStitched	chr22	23188680	23209796	3	17655	51440.6876	2508.5808	204		MIR650,IGLL5	IGLL5	IGLL5	9.2417	204	1
4_MACS_peak_13148_lociStitched	chr19	16693973	16717002	4	13623	53454.9148	4532.1072	205	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.14599999999999996	205	1
1_MACS_peak_2782_lociStitched	chr1	244996314	245002013	1	5700	50372.3212	1765.5502	206	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	2.4683	206	1
1_MACS_peak_15998_lociStitched	chr2	231729248	231739756	1	10509	49247.8436	854.3004	207	ITM2C		ITM2C	ITM2C	1.9995999999999998	207	1
4_MACS_peak_21788_lociStitched	chr5	88595856	88617219	4	11002	51694.1874	3471.4875	208			MEF2C	MEF2C	0.7895	208	1
4_MACS_peak_22590_lociStitched	chr5	176717188	176740718	4	14636	51991.888	3901.274	209	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	2.5527	209	1
3_MACS_peak_14783_lociStitched	chr2	89049851	89066819	3	9309	50878.548	2821.7784	210	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.008500000000000008	210	1
6_MACS_peak_10034_lociStitched	chr16	29815290	29837375	6	15481	51347.625	3365.754	211	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.3234	211	1
2_MACS_peak_19525_lociStitched	chr3	177068666	177079666	2	8076	50945.4	3034.9	212			TBL1XR1	TBL1XR1	0.41159999999999997	212	1
1_MACS_peak_2087_lociStitched	chr1	183809745	183815698	1	5954	49641.4717	1819.8321	213	RGL1		APOBEC4	APOBEC4	NONE	213	1
4_MACS_peak_8237_lociStitched	chr14	81930581	81956399	4	19469	50079.1746	2509.5096	214	SEL1L		SEL1L	SEL1L	0.7315	214	1
2_MACS_peak_10754_lociStitched	chr17	4842132	4854642	2	11428	49819.824	2469.474	215	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.9886999999999997	215	1
6_MACS_peak_14577_lociStitched	chr2	70335018	70360906	6	11987	51214.2304	3911.6768	216	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	7.6251	216	1
2_MACS_peak_14316_lociStitched	chr2	47204553	47215054	2	8715	49112.1269	2177.9074	217	TTC7A	MCFD2	MCFD2	MCFD2	0.4195	217	1
4_MACS_peak_23024_lociStitched	chr6	27094328	27116139	4	12880	50117.3158	3280.3744	218	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.9473999999999999	218	1
2_MACS_peak_1835_lociStitched	chr1	161144500	161157460	2	10114	49985.424	3367.008	219	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	UFC1	1.8744000000000003	219	1
4_MACS_peak_22104_lociStitched	chr5	131789656	131816339	4	16319	51410.1361	4947.0282	220	C5orf56	IRF1	IRF1	IRF1	0.6644000000000001	220	1
2_MACS_peak_16026_lociStitched	chr2	232686871	232714834	2	27941	49969.881	3540.1158	221		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.07850000000000001	221	1
2_MACS_peak_17092_lociStitched	chr21	34600693	34613056	2	10012	49381.5309	2953.5207	222	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.3081	222	1
3_MACS_peak_27888_lociStitched	chr9	112668968	112683147	3	7229	49036.6536	2665.652	223	PALM2,PALM2-AKAP2		PALM2	PALM2	0.21719999999999998	223	1
2_MACS_peak_10779_lociStitched	chr17	6063371	6071255	2	7112	47675.3364	1568.916	224			WSCD1	WSCD1	NONE	224	1
2_MACS_peak_6725_lociStitched	chr12	104318554	104326696	2	6812	47706.4206	1659.3396	225	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.5344	225	1
3_MACS_peak_9494_lociStitched	chr15	93346249	93364541	3	10661	48638.428	2626.7312	226		ASB9P1	ASB9P1	NONE	NONE	226	1
1_MACS_peak_21816_lociStitched	chr5	90674516	90681165	1	6650	47318.2734	1444.1628	227	LOC100129716,ARRDC3		ARRDC3	ARRDC3	1.854	227	1
1_MACS_peak_6369_lociStitched	chr12	62995192	62998297	1	3106	46346.7825	592.7445	228	MIRLET7I,C12orf61		C12orf61	C12orf61	3.8777000000000004	228	1
1_MACS_peak_14727_lociStitched	chr2	86261876	86266893	1	5018	46562.2753	1093.706	229	POLR1A	LOC90784	LOC90784	NONE	NONE	229	1
1_MACS_peak_1472_lociStitched	chr1	145448912	145458011	1	9100	48392.1216	3152.8035	230	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.2652	230	1
3_MACS_peak_23336_lociStitched	chr6	42737786	42752443	3	9117	47176.4859	2314.3403	231		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.7982	231	1
3_MACS_peak_23046_lociStitched	chr6	27790979	27808062	3	9433	47656.4451	2799.9037	232	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.0705999999999998	232	1
4_MACS_peak_24768_lociStitched	chr7	38383547	38408549	4	19513	49861.4886	5242.9194	233			TARP	TARP	NONE	233	1
1_MACS_peak_2280_lociStitched	chr1	203732324	203736232	1	3909	45890.0808	1282.9964	234	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	2.0967000000000002	234	1
3_MACS_peak_1691_lociStitched	chr1	154942263	154958324	3	10696	48880.0474	4408.7445	235	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	4.232	235	1
2_MACS_peak_2584_lociStitched	chr1	226308602	226316964	2	6197	46837.2344	2437.523	236			ACBD3	ACBD3	NONE	236	1
1_MACS_peak_3004_lociStitched	chr10	15826522	15832806	1	6285	45559.6284	1252.4012	237	FAM188A		ITGA8	ITGA8	NONE	237	1
1_MACS_peak_4983_lociStitched	chr11	72850874	72856014	1	5141	45192.422	949.872	238	FCHSD2		FCHSD2	FCHSD2	0.1078	238	1
1_MACS_peak_2181_lociStitched	chr1	197740075	197748641	1	8567	46560.493	2448.1628	239	DENND1B		DENND1B	DENND1B	0.1293	239	1
1_MACS_peak_13622_lociStitched	chr19	47613738	47617841	1	4104	45101.8172	1011.3895	240	ZC3H4	SAE1	ZC3H4	ZC3H4	0.721	240	1
4_MACS_peak_22960_lociStitched	chr6	25365943	25390448	4	17203	48345.9145	4261.4195	241	LRRC16A		LRRC16A	LRRC16A	0.46629999999999994	241	1
1_MACS_peak_23786_lociStitched	chr6	106439224	106446838	1	7615	45435.7836	1436.7618	242			PRDM1	PRDM1	5.164000000000001	242	1
5_MACS_peak_11193_lociStitched	chr17	34408860	34432619	5	17839	48285.4157	4312.2585	243	CCL4,CCL3	CCL18	CCL3	CCL3	2.8099999999999996	243	1
3_MACS_peak_11962_lociStitched	chr17	75078885	75092975	3	13652	46797.117	2834.908	244	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.0442	244	1
1_MACS_peak_25479_lociStitched	chr7	113723792	113728557	1	4766	45186.0185	1319.4285	245	FOXP2		FOXP2	FOXP2	0.007199999999999984	245	1
2_MACS_peak_21345_lociStitched	chr5	32581067	32594473	2	13146	46249.3594	2430.5078	246	SUB1		SUB1	SUB1	1.5549	246	1
4_MACS_peak_15771_lociStitched	chr2	204552813	204574004	4	11852	47480.5546	3708.425	247	CD28		CD28	CD28	1.1551	247	1
1_MACS_peak_6714_lociStitched	chr12	102870767	102879405	1	8639	45365.9122	1625.6716	248	IGF1		IGF1	IGF1	0.4335	248	1
2_MACS_peak_20087_lociStitched	chr4	38124140	38136238	2	8990	45751.0066	2120.7794	249	TBC1D1		PTTG2	PTTG2	NONE	249	1
4_MACS_peak_2912_lociStitched	chr10	7511740	7535605	4	12735	46722.897	3202.683	250			SFMBT2	SFMBT2	NONE	250	1
2_MACS_peak_25427_lociStitched	chr7	106504222	106513650	2	8411	45965.2712	2545.56	251	PIK3CG		PIK3CG	PIK3CG	0.8995000000000001	251	1
2_MACS_peak_1825_lociStitched	chr1	161007774	161018100	2	6295	46080.8076	2703.3468	252	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	2.5794	252	1
1_MACS_peak_15871_lociStitched	chr2	217079372	217088940	1	9569	45210.7136	1917.4272	253			XRCC5	XRCC5	NONE	253	1
1_MACS_peak_21064_lociStitched	chr4	185184799	185190986	1	6188	44542.0691	1458.2759	254		ENPP6	ENPP6	NONE	NONE	254	1
1_MACS_peak_3237_lociStitched	chr10	45913656	45918343	1	4688	43920.4709	965.0533	255	ALOX5		ALOX5	ALOX5	0.7258	255	1
2_MACS_peak_22269_lociStitched	chr5	142772528	142785920	2	12511	44899.3584	1963.2672	256	NR3C1		NR3C1	NR3C1	0.2858	256	1
1_MACS_peak_1299_lociStitched	chr1	111172925	111181352	1	8428	43942.5915	1017.9816	257		KCNA2,KCNA3	KCNA2	KCNA3	0.8295	257	1
1_MACS_peak_24061_lociStitched	chr6	135190493	135195904	1	5412	44121.294	1311.6264	258			ALDH8A1	ALDH8A1	NONE	258	1
4_MACS_peak_3579_lociStitched	chr10	81946459	81966511	4	13879	46185.7716	3382.7724	259	ANXA11		ANXA11	ANXA11	0.6981	259	1
1_MACS_peak_13961_lociStitched	chr2	13661825	13666083	1	4259	43517.1858	805.1878	260			MIR3125	MIR3125	NONE	260	1
1_MACS_peak_14726_lociStitched	chr2	86220206	86228679	1	8474	44036.7229	1460.7452	261		LOC90784	LOC90784	NONE	NONE	261	1
3_MACS_peak_6228_lociStitched	chr12	53845153	53874830	3	29404	47708.7452	5365.6016	262	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	1.0986	262	1
1_MACS_peak_15478_lociStitched	chr2	175457195	175463967	1	6773	43730.19	1405.19	263	WIPF1		WIPF1	WIPF1	0.44699999999999995	263	1
3_MACS_peak_21996_lociStitched	chr5	118657833	118678684	3	13659	46064.0292	3744.8396	264	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.37579999999999997	264	1
1_MACS_peak_9301_lociStitched	chr15	81585139	81596126	1	10988	44865.4145	2558.8723	265	IL16	STARD5	IL16	STARD5	0.6526	265	1
1_MACS_peak_22313_lociStitched	chr5	148204665	148215945	1	11281	44629.32	2416.176	266	ADRB2		ADRB2	ADRB2	2.0411	266	1
3_MACS_peak_23393_lociStitched	chr6	45386705	45402496	3	11390	44227.4328	2177.5789	267	RUNX2	SUPT3H	RUNX2	RUNX2	0.1829	267	1
2_MACS_peak_13339_lociStitched	chr19	35695531	35705979	2	7619	44046.6784	2083.3312	268		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8559	268	1
3_MACS_peak_3563_lociStitched	chr10	81001250	81020541	3	14467	44814.9221	2895.5791	269	ZMIZ1		PPIF	PPIF	NONE	269	1
2_MACS_peak_16815_lociStitched	chr20	52267734	52279034	2	10608	43707.27	1870.15	270			ZNF217	ZNF217	1.3126	270	1
1_MACS_peak_24407_lociStitched	chr7	2393088	2396012	1	2925	42281.9172	522.8112	271	EIF3B	CHST12,SNX8	EIF3B	EIF3B	1.1316	271	1
4_MACS_peak_8203_lociStitched	chr14	77487873	77508014	4	14947	43331.3474	1579.0544	272	C14orf4		C14orf4	C14orf4	1.9426	272	1
3_MACS_peak_19439_lociStitched	chr3	169657084	169668412	3	8830	44769.3888	3082.3488	273	LOC100128164	SAMD7,SEC62	LOC100128164	LOC100128164	1.5434	273	1
1_MACS_peak_24566_lociStitched	chr7	20254713	20261906	1	7194	43184.6141	1520.6002	274	MACC1		MACC1	MACC1	0.48829999999999996	274	1
1_MACS_peak_24872_lociStitched	chr7	47512603	47522845	1	10243	43912.575	2306.4984	275	TNS3		TNS3	TNS3	0.1931	275	1
1_MACS_peak_20825_lociStitched	chr4	144272684	144282202	1	9519	43448.7182	1856.01	276	GAB1		GAB1	GAB1	0.42180000000000006	276	1
1_MACS_peak_5640_lociStitched	chr12	4377643	4388530	1	10888	43458.7266	1924.8216	277	CCND2	C12orf5	CCND2	CCND2	1.0354	277	1
5_MACS_peak_9931_lociStitched	chr16	22194940	22219188	5	16708	45777.7992	4337.9672	278	EEF2K		EEF2K	EEF2K	0.041200000000000014	278	1
4_MACS_peak_5098_lociStitched	chr11	82765047	82790118	4	12778	45824.7738	4389.9321	279	RAB30	SNORA70E	RAB30	RAB30	0.6915	279	1
1_MACS_peak_1561_lociStitched	chr1	149855550	149861308	1	5759	43634.6998	2298.0178	280	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	3.9351999999999996	280	1
3_MACS_peak_13707_lociStitched	chr19	50369410	50382097	3	7016	43702.9089	2473.965	281	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	2.2289	281	1
2_MACS_peak_2908_lociStitched	chr10	6961766	6972666	2	6740	42872.97	1765.8	282			LOC439949	LOC439949	NONE	282	1
1_MACS_peak_5837_lociStitched	chr12	15100750	15116310	1	15561	44125.048	3069.988	283	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.3777	283	1
1_MACS_peak_22188_lociStitched	chr5	138720055	138730588	1	10534	43220.0589	2289.8742	284	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.331	284	1
1_MACS_peak_22546_lociStitched	chr5	173168797	173174459	1	5663	41794.6192	1174.865	285			BOD1	BOD1	NONE	285	1
2_MACS_peak_6189_lociStitched	chr12	51712003	51722025	2	9818	42418.115	1883.1338	286	BIN2	SMAGP,CELA1	BIN2	CELA1	0.7673	286	1
1_MACS_peak_25756_lociStitched	chr7	142504756	142509249	1	4494	41864.8754	1374.4087	287		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	NONE	NONE	287	1
2_MACS_peak_6288_lociStitched	chr12	56726515	56734364	2	7513	41855.5774	1392.4126	288	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	2.5949	288	1
3_MACS_peak_25376_lociStitched	chr7	104576462	104586683	3	7603	42191.2659	1764.1446	289		LOC723809	LOC723809	LOC723809	0.1764	289	1
2_MACS_peak_10712_lociStitched	chr17	3459453	3466923	2	5151	41772.24	1349.829	290	TRPV3	TRPV1	TRPV3	TRPV3	0.7153999999999999	290	1
2_MACS_peak_6555_lociStitched	chr12	89738206	89749611	2	10275	42354.7485	2092.8175	291	DUSP6		DUSP6	DUSP6	2.774	291	1
1_MACS_peak_9954_lociStitched	chr16	23413495	23419298	1	5804	41632.4629	1401.4245	292	COG7		COG7	COG7	0.5697000000000001	292	1
2_MACS_peak_7909_lociStitched	chr14	50465460	50476704	2	7816	41328.4464	1181.7444	293	C14orf182		C14orf182	C14orf182	1.1072	293	1
1_MACS_peak_11805_lociStitched	chr17	65642545	65648790	1	6246	41235.1105	1319.5685	294	PITPNC1		NOL11	NOL11	NONE	294	1
6_MACS_peak_14470_lociStitched	chr2	64430493	64456398	6	14246	44367.4935	4453.0695	295	LOC150992		LOC150992	LOC150992	0.25029999999999997	295	1
1_MACS_peak_15318_lociStitched	chr2	158323701	158328665	1	4965	40928.18	1034.994	296		CYTIP	CYTIP	CYTIP	1.5493999999999999	296	1
5_MACS_peak_28197_lociStitched	chr9	134127135	134153397	5	14128	43713.099	3915.6642	297	FAM78A	PPAPDC3	FAM78A	FAM78A	1.1975	297	1
3_MACS_peak_24835_lociStitched	chr7	44661679	44680210	3	14595	42869.6154	3291.1056	298	OGDH	DDX56,TMED4	OGDH	TMED4	0.8158	298	1
2_MACS_peak_1763_lociStitched	chr1	156709212	156722800	2	11523	43014.1728	3460.8636	299	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	1.0511	299	1
2_MACS_peak_24896_lociStitched	chr7	50343649	50357806	2	12821	41995.3248	2548.26	300	IKZF1		IKZF1	IKZF1	0.27559999999999996	300	1
2_MACS_peak_16868_lociStitched	chr20	56047690	56058206	2	8953	41183.8108	1835.042	301		CTCFL	CTCFL	NONE	NONE	301	1
2_MACS_peak_2037_lociStitched	chr1	179846185	179853845	2	5118	41461.282	2147.864	302	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.7708	302	1
1_MACS_peak_28278_lociStitched	chr9	139792225	139798304	1	6080	40378.5417	1196.3472	303	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	1.1009	303	1
2_MACS_peak_5454_lociStitched	chr11	122929046	122941957	2	9489	41616.0263	2490.5319	304	HSPA8	LOC341056	HSPA8	HSPA8	2.4471	304	1
1_MACS_peak_5548_lociStitched	chr11	129870903	129874509	1	3607	39821.4186	866.8824	305	NCRNA00167,PRDM10		PRDM10	PRDM10	0.31279999999999997	305	1
4_MACS_peak_4907_lociStitched	chr11	67644773	67661710	4	9532	41807.2908	2935.1821	306			LOC645332	LOC645332	NONE	306	1
2_MACS_peak_7674_lociStitched	chr13	115039297	115048800	2	8505	40283.217	1490.0704	307	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	1.1007	307	1
1_MACS_peak_18079_lociStitched	chr3	14160947	14168531	1	7585	40390.8672	1629.8016	308	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.6956	308	1
3_MACS_peak_6966_lociStitched	chr12	122227652	122244378	3	9888	39864.7484	1162.457	309	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0447	309	1
1_MACS_peak_11283_lociStitched	chr17	37924856	37938704	1	13849	40671.576	2265.5328	310	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2604	310	1
5_MACS_peak_15654_lociStitched	chr2	197024169	197048634	5	19270	42503.0445	4149.264	311	STK17B		STK17B	STK17B	0.5121	311	1
2_MACS_peak_11921_lociStitched	chr17	73868331	73875580	2	6340	39708.5722	1417.1795	312	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	2.6412	312	1
2_MACS_peak_19771_lociStitched	chr3	196358027	196371007	2	8315	41259.526	2968.526	313	LRRC33		LRRC33	LRRC33	0.5683	313	1
2_MACS_peak_22561_lociStitched	chr5	173696529	173709914	2	9095	40535.134	2353.083	314			HMP19	HMP19	NONE	314	1
2_MACS_peak_3206_lociStitched	chr10	43890498	43905899	2	11750	40225.8719	2200.8029	315	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7928	315	1
1_MACS_peak_24113_lociStitched	chr6	138186978	138196005	1	9028	39795.5295	1781.0271	316	TNFAIP3		TNFAIP3	TNFAIP3	1.533	316	1
6_MACS_peak_10054_lociStitched	chr16	30193742	30223724	6	16645	43806.7002	5843.4918	317	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	1.6996	317	1
2_MACS_peak_17704_lociStitched	chr22	38782042	38797230	2	15152	40444.1252	2524.2456	318	LOC400927	KCNJ4	LOC400927	LOC400927	0.6689	318	1
1_MACS_peak_13291_lociStitched	chr19	29120985	29126457	1	5473	38988	1213.1424	319			LOC148145	LOC148145	NONE	319	1
1_MACS_peak_26201_lociStitched	chr8	29410319	29415881	1	5563	38930.6628	1160.2332	320			C8orf75	C8orf75	0.2731	320	1
3_MACS_peak_19091_lociStitched	chr3	129026616	129048543	3	14216	41281.9629	3547.7886	321	C3orf47,H1FX	C3orf37	H1FX	H1FX	2.7706	321	1
1_MACS_peak_6582_lociStitched	chr12	92754935	92760291	1	5357	38906.5196	1195.4592	322			CLLU1	CLLU1	NONE	322	1
