GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
NM_021246	chr6(.):31678132-31690581	0.1853
NM_138275	chr6(.):31686160-31697851	0.9048
NR_033488	chr6(.):31649725-31675850	0.3072
NM_013974	chr6(.):31689816-31703039	1.1219
NM_025262	chr6(.):31639460-31653150	0.191
NM_001288	chr6(.):31693357-31709341	2.6161
NM_001003693	chr6(.):31669683-31683372	0.5727
NM_021160	chr6(.):31649725-31676137	0.3044
NR_024541	chr6(.):31674752-31686842	0.1563
NM_025261	chr6(.):31681424-31694510	0.2084
NM_001039651	chr6(.):31725772-31737624	0.1595
NM_025258	chr6(.):31728370-31750108	0.5734
NR_002742	chr6(.):31799852-31809916	0.91
NM_000434	chr6(.):31821828-31835709	0.4115
NM_021177	chr6(.):31760173-31779743	0.6371
NR_002745	chr6(.):31798039-31808103	0.9529
NM_001178045	chr6(.):31825969-31850448	0.2859
NM_001040438	chr6(.):31797692-31812541	0.6937
NM_005345	chr6(.):31778290-31790719	0.506
NM_005527	chr6(.):31772395-31787835	0.3542
NM_001178044	chr6(.):31825969-31851823	0.2725
NM_006295	chr6(.):31740296-31768712	0.8977
NM_005346	chr6(.):31790511-31803031	1.0149
NM_001188	chr6(.):33535322-33553070	0.9795
NM_002224	chr6(.):33584155-33669348	0.1761
NM_002648	chr6(.):37132921-37148204	0.8522
NM_017772	chr6(.):37220547-37305746	0.3891
NM_000322	chr6(.):42659332-42695358	0.1506
NM_003192	chr6(.):42707233-42718884	0.6768
NR_037141	chr6(.):42690313-42700932	0.2566
NM_015349	chr6(.):42783793-42841296	0.0677
NM_002388	chr6(.):52123811-52154582	0.2168
NM_052872	chr6(.):52096483-52114298	0.1047
NM_133367	chr6(.):52221925-52277575	0.5502
NM_001402	chr6(.):74220472-74235755	1.4713
NM_002043	chr6(.):89962238-90029967	0.434
NM_021244	chr6(.):90069334-90126995	0.4552
NM_182907	chr6(.):106541814-106562811	1.5367
NM_001198	chr6(.):106529194-106562814	1.7297
NR_033376	chr6(.):109067856-109096145	0.7217
NM_001145207	chr6(.):135351994-135381036	0.2508
NM_006620	chr6(.):135276516-135381036	0.3392
NR_037435	chr6(.):135295475-135305570	0.0604
NR_037463	chr6(.):157945163-157955232	0.0761
NM_001259	chr7(.):92229234-92468231	0.3792
NM_001145306	chr7(.):92229234-92470941	0.3759
NM_001029835	chr7(.):45062232-45121069	0.2144
NM_001167935	chr7(.):45034786-45121069	0.3303
NR_030770	chr7(.):45034344-45121069	0.3456
NM_030796	chr7(.):55533305-55645200	1.1044
NM_012301	chr7(.):77641373-79087890	0.09
NM_001145354	chr7(.):130789854-131186398	0.2504
NM_004717	chr7(.):137069384-137536609	0.1517
NM_001164458	chr7(.):149939300-150025758	0.2802
NM_002541	chr7(.):44641120-44753669	0.5052
NM_001003941	chr7(.):44641120-44721195	0.6822
NM_022748	chr7(.):47309751-47584199	0.231
NM_006060	chr7(.):50339377-50477798	0.2119
NM_017621	chr7(.):102091666-102110321	0.3997
NM_182931	chr7(.):104649636-104759532	0.4223
NM_022444	chr7(.):122748587-122845025	0.3128
NM_014149	chr7(.):134863589-134901316	0.2043
NM_178563	chr7(.):134666258-134825530	0.2559
NM_194071	chr7(.):137554724-137691846	0.3577
NM_173680	chr7(.):150071405-150100719	1.6112
NR_029597	chr7(.):25984538-25994606	1.9295
NM_019082	chr7(.):44600402-44619137	0.206
NM_182547	chr7(.):44613761-44626827	0.458
NR_003697	chr7(.):45017626-45031259	0.3841
NR_002952	chr7(.):45019976-45030109	0.4454
NM_033054	chr7(.):44997259-45023704	0.2694
NM_001163636	chr7(.):74067029-74180022	0.1668
NM_032831	chr7(.):102068995-102102268	1.2211
NM_024653	chr7(.):102031803-102072129	0.8789
NM_006234	chr7(.):102108547-102124381	0.2869
NM_152892	chr7(.):102100389-102118612	0.3032
NR_027374	chr7(.):104530074-104572092	0.5702
NR_024586	chr7(.):104645988-104659588	2.7301
NM_001166346	chr7(.):114557208-114568720	1.1966
NM_199072	chr7(.):114557208-114664970	0.478
NM_018295	chr7(.):134827765-134855967	1.0795
NR_024185	chr7(.):134845531-134860532	1.1679
NM_005989	chr7(.):137756177-137808050	0.1222
NM_002769	chr7(.):142452318-142465927	0.2349
NM_004445	chr7(.):142547791-142573847	0.1345
NM_002770	chr7(.):142474907-142486378	0.1931
NR_001296	chr7(.):142473756-142487399	0.1861
NM_013400	chr7(.):150060878-150076133	2.8698
NM_014374	chr7(.):150063257-150076133	3.2483
NM_001142928	chr7(.):150015295-150040245	0.6968
NM_002889	chr7(.):150030406-150043763	0.1177
NM_138434	chr7(.):150021937-150034811	0.1114
NR_027237	chr7(.):150097839-150114558	2.3295
NM_175571	chr7(.):150142961-150181483	0.1079
NR_034033	chr7(.):150125741-150150228	0.8293
NM_004103	chr8(.):27163998-27321903	0.5466
NM_173176	chr8(.):27178053-27321903	0.5684
NM_173175	chr8(.):27178080-27321903	0.5685
NM_001002814	chr8(.):37711464-37762015	0.8094
NM_018371	chr8(.):19256671-19545094	0.2404
NR_024040	chr8(.):19256671-19545261	0.2404
NM_001386	chr8(.):26430420-26520693	0.2856
NM_001197293	chr8(.):26366708-26520693	0.2594
NM_006228	chr8(.):28169648-28205868	0.62
NM_001010906	chr8(.):27874480-27946388	0.5017
NM_024787	chr8(.):33400272-33429643	1.1915
NM_005079	chr8(.):80942104-81088836	0.5157
NM_024094	chr8(.):120841180-120873170	0.1896
NM_022783	chr8(.):120880899-121068157	0.511
NM_173685	chr8(.):126099082-126384367	0.4028
NM_003970	chr8(.):1988157-2098380	0.8105
NM_171982	chr8(.):27137403-27173834	0.1554
NM_018091	chr8(.):27945583-28053669	0.0933
NM_018660	chr8(.):28198101-28248977	0.3432
NR_026765	chr8(.):29573775-29610625	0.6001
NM_025115	chr8(.):33351235-33375656	0.38
NM_001102401	chr8(.):33351235-33375703	0.3794
NM_024025	chr8(.):33443853-33462439	0.177
NM_018310	chr8(.):37696397-37712431	0.2975
NM_152413	chr8(.):37786799-37802647	0.0864
NM_025195	chr8(.):126437562-126455644	1.2246
NM_014957	chr8(.):142133719-142210900	0.2666
NM_201378	chr8(.):144984320-145052697	0.4846
NM_032789	chr8(.):145046319-145065635	0.6237
NM_000445	chr8(.):144984320-145055913	0.4856
NM_201381	chr8(.):144984320-145023905	0.5573
NM_201382	chr8(.):144984320-145023110	0.5593
NM_201383	chr8(.):144984320-145021692	0.5605
NM_201379	chr8(.):144984320-145033088	0.5446
NM_001009184	chr8(.):145059225-145072583	0.4576
NM_201384	chr8(.):144984320-145018758	0.593
NR_030383	chr8(.):145014358-145024447	1.0587
NM_201380	chr8(.):144984320-145030044	0.5787
NM_053016	chr9(.):112537576-112718756	0.2515
NM_001037293	chr9(.):112398067-112718756	0.1678
NM_007203	chr9(.):112537576-112939791	0.3122
NM_001004065	chr9(.):112805877-112939791	0.4371
NM_018249	chr9(.):123146146-123347437	0.1727
NM_005047	chr9(.):123573331-123610206	0.2285
NM_001006618	chr9(.):128278748-128474513	0.2321
NM_001006617	chr9(.):128194672-128474513	0.1922
NM_015033	chr9(.):132644465-132810473	0.3841
NM_198679	chr9(.):134447156-134590229	0.2339
NM_005312	chr9(.):134447156-134617925	0.3161
NM_005893	chr9(.):36164388-36176331	0.1314
NM_022343	chr9(.):36131741-36168903	0.5739
NM_007096	chr9(.):36185852-36217059	0.1813
NR_033912	chr9(.):93820575-93842414	0.1719
NM_005384	chr9(.):94166326-94191144	1.199
NM_033087	chr9(.):101973706-101989246	0.8376
NM_006808	chr9(.):101979569-101997901	0.8219
NM_001012993	chr9(.):112956845-112975413	0.1462
NM_001136562	chr9(.):112882780-112939791	0.614
NM_000608	chr9(.):117087068-117100536	0.1351
NM_030767	chr9(.):117091432-117161685	0.7454
NM_000607	chr9(.):117080302-117093759	0.1228
NM_005658	chr9(.):123659670-123694173	0.7674
NM_015651	chr9(.):123612930-123644606	0.7688
NM_001190945	chr9(.):123659670-123696451	0.8119
NM_001190947	chr9(.):123659670-123681850	0.6772
NM_001009936	chr9(.):123626852-123644606	1.2878
NR_024408	chr9(.):123600319-123621651	0.357
NM_173689	chr9(.):126113447-126146032	0.1016
NM_001145001	chr9(.):127015195-127119719	0.2409
NM_001166168	chr9(.):127015529-127119719	0.2411
NM_001166167	chr9(.):127014884-127119719	0.2408
NM_001045476	chr9(.):127610754-127625160	0.4794
NM_030978	chr9(.):127626483-127644696	0.7972
NM_007209	chr9(.):127615157-127629240	0.4962
NM_005489	chr9(.):130495595-130538621	0.3167
NM_001142532	chr9(.):130495595-130529697	0.2792
NM_001142533	chr9(.):130495595-130522583	0.3269
NM_001142531	chr9(.):130495595-130529719	0.2791
NM_001142534	chr9(.):130495595-130522561	0.327
NM_170600	chr9(.):130495595-130546048	0.6347
NM_001085347	chr9(.):130488802-130502604	0.5881
NM_001018078	chr9(.):130560507-130581556	0.3225
NM_001261	chr9(.):130543304-130558052	0.7076
NM_004957	chr9(.):130560153-130581556	0.3214
NR_036055	chr9(.):130543196-130553286	0.9527
NR_024425	chr9(.):130885807-130897913	0.6062
NR_027812	chr9(.):130877971-130895712	0.4682
NM_001006641	chr9(.):130825478-130876524	0.5051
NM_197956	chr9(.):130818511-130834599	0.6828
NM_001006643	chr9(.):130855835-130876524	0.0933
NM_001006642	chr9(.):130849127-130876524	0.0952
NM_052901	chr9(.):130855816-130876524	0.0934
NM_025072	chr9(.):130877971-130895474	0.4722
NR_033374	chr9(.):130868449-130886013	0.1362
NM_016520	chr9(.):132584563-132602572	0.2972
NM_006676	chr9(.):132592695-132649107	0.2833
NM_001008563	chr9(.):132592756-132649107	0.2833
NM_032728	chr9(.):134160080-134189649	0.1085
NM_033387	chr9(.):134128464-134156906	0.9535
NM_015691	chrX(.):9978794-10117518	0.2955
NM_144495	chrX(.):48750194-48765420	0.4103
NM_001167990	chrX(.):48750212-48765420	0.4098
NM_001032384	chrX(.):48750538-48765420	0.4186
NM_001167992	chrX(.):48750774-48765420	0.4242
NM_005334	chrX(.):153208007-153241819	0.4469
NM_001830	chrX(.):10119984-10210699	0.0446
NM_001167947	chrX(.):48745729-48760426	0.4837
NM_001042498	chrX(.):48755888-48774235	0.4671
NM_001136158	chrX(.):48774302-48819893	1.0707
NM_001136159	chrX(.):48774302-48820648	1.0548
NM_006875	chrX(.):48765458-48781413	1.1932
NM_004979	chrX(.):48813638-48833251	0.3086
NM_005660	chrX(.):48755458-48773917	0.4805
NM_001032289	chrX(.):48755889-48773933	0.4456
NM_002764	chrX(.):106866653-106899256	0.1088
NM_004089	chrX(.):106951451-106965291	1.334
NM_198057	chrX(.):106951451-107024017	0.3602
NM_001015881	chrX(.):106951451-106964711	1.3792
NM_003399	chrX(.):128867945-128908525	0.4257
NM_018990	chrX(.):128908891-128934176	0.6216
NM_003491	chrX(.):153190376-153205468	0.8321
NM_001666	chrX(.):153167829-153196714	0.4588
NM_002910	chrX(.):153195721-153215232	0.1601
NM_001025243	chrX(.):153270956-153290342	0.4384
NM_003492	chrX(.):153232990-153253646	0.9499
NR_031757	chrX(.):153280370-153290440	0.4794
NR_036175	chrX(.):153241548-153251627	0.5981
NR_036174	chrX(.):153241547-153251628	0.5983
NM_015892	chr10(.):125762181-125856930	0.6232
NM_014863	chr10(.):125774168-125856930	0.702
NM_001083591	chr10(.):11201992-11383672	0.9099
NM_001025077	chr10(.):11042258-11383672	0.5368
NM_006561	chr10(.):11054892-11383672	0.5554
NM_024948	chr10(.):15815174-15907519	0.4263
NR_033842	chr10(.):45301471-45460137	0.3091
NM_032023	chr10(.):45450218-45495172	0.5474
NM_000698	chr10(.):45864628-45946563	0.5171
NM_032199	chr10(.):63656012-63861707	0.3964
NM_033497	chr10(.):71024755-71166637	0.0773
NM_001198798	chr10(.):73851273-73980751	0.1315
NM_001198799	chr10(.):73851273-73981183	0.1315
NM_020338	chr10(.):80823791-81081285	0.3403
NM_145868	chr10(.):81909879-81970328	0.4474
NM_007373	chr10(.):112674300-112778425	0.116
NM_014661	chr10(.):126302862-126437930	0.3593
NR_027653	chr10(.):3813187-3832473	1.1182
NM_001098207	chr10(.):43876064-43897794	0.4945
NM_004966	chr10(.):43876064-43909656	0.8719
NM_173160	chr10(.):43862091-43876783	0.0611
NM_001098204	chr10(.):43876064-43909696	0.8709
NM_001098208	chr10(.):43876064-43897279	0.5032
NM_001098205	chr10(.):43876064-43909332	0.8795
NM_001098206	chr10(.):43876064-43908299	0.906
NR_026693	chr10(.):43927573-43983007	0.3411
NM_001123376	chr10(.):45401763-45435642	0.2036
NM_007021	chr10(.):45466708-45479330	0.5052
NM_001039380	chr10(.):45488145-45501470	0.4235
NM_006963	chr10(.):45491272-45505777	0.3664
NM_003171	chr10(.):70934992-70973849	0.4033
NM_025130	chr10(.):70975058-71032315	0.3833
NM_173473	chr10(.):73970805-74000618	0.1959
NM_019058	chr10(.):74028676-74040797	0.6957
NM_017626	chr10(.):74087587-74119907	0.5858
NM_057157	chr10(.):94828231-94842641	0.7216
NM_183374	chr10(.):94816020-94833454	0.2978
NM_000783	chr10(.):94828646-94842641	0.7413
NM_030912	chr10(.):104399251-104423076	1.1045
NM_001083913	chr10(.):104498726-104581021	0.7867
NM_017787	chr10(.):104530887-104581021	1.1045
NR_024552	chr10(.):105201542-105217162	0.3071
NM_001129742	chr10(.):105227560-105243997	0.9521
NM_001001412	chr10(.):105208143-105223648	0.4682
NM_004210	chr10(.):105248734-105357309	0.6718
NM_005962	chr10(.):111980761-112052123	0.123
NM_001008541	chr10(.):111964988-112052123	0.3624
NM_005871	chr10(.):112047797-112069707	0.198
NM_130439	chr10(.):111962362-112052123	0.3545
NM_004419	chr10(.):112252624-112276302	1.3211
NM_145341	chr10(.):112626595-112664764	0.3222
NM_001195307	chr10(.):112653487-112684124	0.2913
NM_001195306	chr10(.):112653487-112683694	0.294
NR_026932	chr10(.):112623647-112635662	1.3154
NM_212554	chr10(.):126442405-126485439	0.1127
NM_001111018	chr11(.):19367270-20148147	0.1469
NM_006819	chr11(.):63948586-63977020	0.3957
NM_001098517	chr11(.):115039344-115380241	0.37
NM_181798	chr11(.):2477683-2875340	0.2296
NM_000218	chr11(.):2461220-2875340	0.229
NM_030962	chr11(.):9795213-10320754	0.0667
NM_175058	chr11(.):16804206-17040963	0.2895
NM_001143830	chr11(.):22683159-22839547	0.4131
NM_177553	chr11(.):22684653-22839547	0.4127
NM_005256	chr11(.):22691318-22839547	0.2784
NM_206893	chr11(.):60547820-60573778	0.071
NM_024092	chr11(.):60676370-60695915	1.1119
NM_024060	chr11(.):62196015-62319332	0.2646
NM_003273	chr11(.):64874340-64888707	0.5069
NM_001077241	chr11(.):65137662-65155142	0.7638
NR_002819	chr11(.):65260232-65278939	2.3076
NM_030930	chr11(.):67753574-67776593	1.0457
NM_014824	chr11(.):72542789-72858143	0.1242
NM_176796	chr11(.):72970569-73013850	0.6606
NM_176798	chr11(.):72975938-73013850	0.7268
NM_004154	chr11(.):72978246-73014664	0.7301
NM_001128620	chr11(.):77028059-77190108	0.2248
NM_080491	chr11(.):77921335-78133868	0.1364
NM_014488	chr11(.):82687477-82787884	0.6571
NM_024556	chr11(.):126076618-126137879	0.1037
NM_032531	chr11(.):126288395-126875766	0.1809
NM_001161707	chr11(.):126295836-126875766	0.18
NM_002017	chr11(.):128558812-128688162	0.6712
NM_001167681	chr11(.):128557388-128688162	0.665
NM_001124	chr11(.):10321641-10333923	2.2178
NM_022725	chr11(.):22639078-22652387	0.5142
NM_000610	chr11(.):35155416-35258949	0.5208
NM_004778	chr11(.):60613397-60628444	0.1758
NM_207341	chr11(.):60630014-60648164	1.0058
NM_024098	chr11(.):60604428-60623561	1.3317
NM_014502	chr11(.):60653019-60679061	0.6477
NM_016582	chr11(.):60699554-60724257	0.2131
NM_178031	chr11(.):60686912-60709631	0.1095
NM_022830	chr11(.):62337516-62364109	0.3725
NM_004739	chr11(.):62355674-62374303	0.6093
NM_001404	chr11(.):62322072-62346460	0.8863
NM_001620	chr11(.):62278373-62319332	0.3473
NM_004470	chr11(.):64003412-64016607	1.0442
NM_000932	chr11(.):64013994-64041924	0.4118
NM_005528	chr11(.):63992752-64006753	0.5881
NM_001160390	chr11(.):63986270-63998726	0.5045
NM_032344	chr11(.):63988737-64002488	0.513
NM_004322	chr11(.):64032299-64057176	0.5775
NM_178443	chr11(.):63969151-63996363	0.3184
NM_057092	chr11(.):64004587-64016607	1.1286
NM_033310	chr11(.):64053792-64072503	0.5153
NM_003377	chr11(.):63997265-64011259	0.9117
NM_020155	chr11(.):64048581-64061972	0.5009
NM_001135208	chr11(.):64003603-64016607	1.0557
NM_001170726	chr11(.):64046810-64061972	0.449
NM_001160393	chr11(.):63986270-63998341	0.4852
NM_001170881	chr11(.):64047284-64061972	0.4618
NM_001177358	chr11(.):64047282-64061972	0.4618
NM_138689	chr11(.):64006950-64019413	1.0966
NM_000244	chr11(.):64565985-64583188	0.1981
NM_130803	chr11(.):64565985-64583766	0.194
NM_004579	chr11(.):64551608-64575713	0.1125
NM_017525	chr11(.):64586661-64617041	0.1868
NM_130800	chr11(.):64565985-64583035	0.1985
NM_130802	chr11(.):64565985-64583213	0.1979
NM_015104	chr11(.):64657003-64689722	0.1987
NR_029829	chr11(.):64653826-64663911	0.1914
NM_006795	chr11(.):64615207-64651191	1.042
NR_029578	chr11(.):64653608-64663718	0.1953
NM_147777	chr11(.):64789909-64813044	0.3037
NM_013299	chr11(.):64803375-64817300	0.3046
NM_005468	chr11(.):64807294-64831009	0.3419
NM_080668	chr11(.):64839926-64856615	0.5751
NM_006782	chr11(.):64846693-64860874	1.0489
NM_013265	chr11(.):64858682-64884180	0.297
NR_037567	chr11(.):64884654-64899841	0.5187
NM_172230	chr11(.):64889750-64907003	1.0046
NM_001997	chr11(.):64883098-64894672	0.7682
NM_004927	chr11(.):64884715-64899841	0.4986
NM_014205	chr11(.):64878874-64890170	0.9085
NR_028272	chr11(.):65185268-65199003	5.0689
NR_030343	chr11(.):65206928-65217028	0.6133
NM_031904	chr11(.):65149040-65185995	0.7944
NM_021070	chr11(.):65301029-65330699	0.4193
NM_001048218	chr11(.):65287547-65311182	0.2843
NM_001161473	chr11(.):67771047-67801743	0.9747
NM_006053	chr11(.):67805446-67823366	0.3843
NM_006019	chr11(.):67801482-67823366	0.3336
NM_002496	chr11(.):67793083-67809114	0.7688
NM_000694	chr11(.):67772789-67801743	0.9525
NM_002564	chr11(.):72924343-72952395	0.258
NM_176071	chr11(.):72924501-72952395	0.258
NM_014786	chr11(.):73014662-73085425	0.2918
NR_033347	chr11(.):82747505-82757640	0.1148
NM_006235	chr11(.):111217980-111255157	1.1538
NR_026691	chr11(.):117852105-117877199	0.8875
NR_027288	chr11(.):122883273-122895319	0.0822
NM_006597	chr11(.):122923199-122937844	1.2014
NM_032795	chr11(.):126066988-126086587	0.4996
NM_003658	chr11(.):129240880-129327174	0.5873
NM_014325	chr12(.):109033886-109130295	0.4542
NM_020375	chr12(.):4425358-4474190	0.082
NM_007273	chr12(.):7069516-7084891	0.9481
NR_015382	chr12(.):6543166-6565683	0.9623
NM_001144831	chr12(.):7069514-7084916	0.9499
NM_001987	chr12(.):11797787-12053325	0.3262
NM_031289	chr12(.):13232041-13253709	0.7099
NM_006143	chr12(.):12808994-12854121	0.2698
NM_001080555	chr12(.):13232041-13261619	0.8165
NM_152321	chr12(.):15061975-15096463	0.0779
NM_004572	chr12(.):32938679-33054780	0.192
NM_001033873	chr12(.):51634132-51668994	0.1019
NM_001031628	chr12(.):51634132-51669202	0.1014
NM_001128914	chr12(.):53840885-53879946	0.9752
NM_000966	chr12(.):53599352-53631036	0.6709
NM_001042728	chr12(.):53599352-53619150	0.8829
NM_005761	chr12(.):94537498-94704225	0.5441
NM_020244	chr12(.):102086416-102127846	0.1964
NM_014706	chr12(.):108910990-108960165	0.5423
NM_018984	chr12(.):109171465-109256359	0.4675
NM_003959	chr12(.):123315038-123352507	0.0877
NM_001082959	chr12(.):125257173-125353519	0.0678
NM_001759	chr12(.):4377901-4419522	0.9376
NM_014231	chr12(.):6566403-6584843	0.8976
NM_001242	chr12(.):6549050-6565884	1.2434
NM_014865	chr12(.):6598297-6646132	0.5039
NM_016497	chr12(.):6596315-6607471	0.5664
NR_004387	chr12(.):6614387-6624717	0.0656
NM_018009	chr12(.):6556176-6576488	1.3801
NR_027483	chr12(.):6972277-6985110	0.5448
NM_001975	chr12(.):7018613-7037859	1.1244
NM_002831	chr12(.):7055433-7075479	2.1417
NM_001159287	chr12(.):6971583-6985110	0.5196
NR_029779	chr12(.):7067861-7077929	1.6007
NM_080548	chr12(.):7050739-7075479	2.1233
NM_001146316	chr12(.):6975099-6987449	0.5592
NM_000365	chr12(.):6971692-6985110	0.5232
NM_001007026	chr12(.):7028625-7056484	1.2281
NM_006992	chr12(.):7008896-7028406	0.5067
NM_001940	chr12(.):7032479-7056484	1.044
NM_032641	chr12(.):6975099-6987521	0.5576
NR_003010	chr12(.):7071499-7081769	0.8799
NR_033796	chr12(.):6988845-6999902	0.1203
NR_002803	chr12(.):6988144-6998768	0.0851
NM_138425	chr12(.):7048202-7060165	1.3661
NR_029682	chr12(.):7068259-7078354	1.3492
NM_005768	chr12(.):7080346-7130842	0.1693
NM_006331	chr12(.):7074943-7090165	0.6604
NM_004064	chr12(.):12865301-12880305	3.9026
NR_030344	chr12(.):12912582-12922677	0.0675
NM_001130415	chr12(.):12873850-12949399	0.4538
NM_020853	chr12(.):13192314-13241383	0.1958
NM_006205	chr12(.):15120955-15139799	0.1757
NM_001175	chr12(.):15089949-15119562	0.8225
NM_030762	chr12(.):26267958-26283003	1.967
NM_018976	chr12(.):46746970-46771645	0.6689
NM_001098532	chr12(.):48123452-48157181	0.5014
NM_017842	chr12(.):48161966-48181536	0.2783
NM_006105	chr12(.):48123452-48157244	0.5009
NM_001098531	chr12(.):48123452-48157889	0.4943
NM_001098416	chr12(.):48171506-48218763	0.8911
NM_000376	chr12(.):48230319-48303814	0.4188
NM_001971	chr12(.):51717226-51745463	0.4625
NM_016293	chr12(.):51669821-51722938	0.4133
NM_001004304	chr12(.):53569534-53589654	0.4358
NM_000889	chr12(.):53580106-53606000	2.5379
NM_015989	chr12(.):53546446-53579430	0.1914
NM_001170790	chr12(.):53640369-53653190	0.2087
NM_032889	chr12(.):53640875-53653190	0.2154
NM_001164691	chr12(.):53812638-53830318	0.1538
NM_001005354	chr12(.):53830432-53845427	0.2
NM_134324	chr12(.):53890376-53905215	0.7468
NM_006301	chr12(.):53869275-53898444	0.7273
NM_134323	chr12(.):53889704-53905215	0.7279
NM_003717	chr12(.):53895473-53906422	0.1757
NM_000946	chr12(.):57120363-57151146	0.203
NM_005594	chr12(.):57101210-57124066	0.7632
NM_001113203	chr12(.):57101210-57124326	0.7556
NM_006601	chr12(.):57052124-57087078	0.7291
NM_003725	chr12(.):57152107-57186574	0.0672
NM_017440	chr12(.):68683345-68731161	0.1113
NM_001946	chr12(.):89736836-89751296	1.836
NM_001025233	chr12(.):92812734-92829730	0.4248
NR_027933	chr12(.):92810306-92829778	0.3922
NM_153694	chr12(.):102117425-102138250	0.8149
NM_024312	chr12(.):102134274-102229645	0.3828
NM_001111283	chr12(.):102784644-102879378	0.3719
NM_001111284	chr12(.):102784644-102877429	0.3139
NM_001111285	chr12(.):102806453-102879378	0.4646
NM_007076	chr12(.):108904050-108918380	0.2778
NM_213595	chr12(.):108951293-108968160	2.354
NM_181724	chr12(.):108978621-108996894	0.2057
NM_003006	chr12(.):109010679-109032670	2.9597
NM_001161331	chr12(.):109180694-109226327	0.1776
NM_024667	chr12(.):123344874-123385712	1.0242
NM_021009	chr12(.):125391191-125404587	1.284
NM_015057	chr13(.):77613791-77906177	0.1164
NM_032436	chr13(.):115074964-115097803	0.4308
NM_000820	chr13(.):114518521-114572046	0.7446
NM_001143945	chr13(.):114518521-114544017	0.1506
NM_001143946	chr13(.):114518521-114541714	0.1491
NR_024609	chr13(.):114581609-114631485	0.4076
NM_023011	chr13(.):115042077-115076283	0.7184
NM_003903	chr13(.):114995361-115043150	0.5943
NR_027004	chr14(.):94366075-94397718	0.0374
NM_001012706	chr14(.):50443429-50479238	0.6206
NM_001080414	chr14(.):91732666-91889133	0.7893
NM_024832	chr14(.):92975124-93160334	0.1905
NM_023112	chr14(.):94487723-94520276	0.1696
NM_024496	chr14(.):77485885-77500034	1.0717
NM_005065	chr14(.):81934238-82005205	0.4371
NM_016150	chr14(.):94395512-94428767	0.2397
NR_024182	chr14(.):94458615-94478898	0.3995
NR_024183	chr14(.):94458641-94483041	0.3869
NM_138344	chr14(.):94380257-94400944	0.0312
NM_152592	chr14(.):95878830-95947173	0.1968
NR_003002	chr14(.):95994691-96004966	0.2982
NR_001459	chr14(.):95994248-96006209	0.2586
NM_016417	chr14(.):95996322-96016055	0.1704
NM_025268	chr14(.):105987952-106001539	0.1524
NM_144508	chr15(.):40881446-40959881	0.1054
NM_001103184	chr15(.):33052746-33365085	0.1866
NM_001211	chr15(.):40448209-40518337	0.1316
NM_019600	chr15(.):52868517-52975820	0.2529
NM_006537	chr15(.):63791809-63888663	0.2065
NM_005902	chr15(.):67353194-67492533	0.3688
NM_001004439	chr15(.):68589041-68729492	0.1582
NM_020908	chr15(.):70335542-70395256	0.4374
NM_006465	chr15(.):74828547-74895472	0.3686
NM_003612	chr15(.):74696629-74731299	0.2649
NM_001146030	chr15(.):74696629-74731001	0.2618
NM_172217	chr15(.):81512639-81610104	0.5002
NM_001172128	chr15(.):81484218-81610104	0.3984
NM_007011	chr15(.):89626380-89750591	0.5059
NM_198526	chr15(.):90539751-90630432	0.7199
NR_027992	chr15(.):20869796-20966480	0.06
NR_027053	chr15(.):21927513-21945739	0.2769
NR_024387	chr15(.):22009419-22021878	0.094
NM_015995	chr15(.):31614082-31675102	0.986
NM_003134	chr15(.):40322890-40336389	0.3189
NM_001003942	chr15(.):40375091-40403287	1.6564
NM_033503	chr15(.):40375091-40403639	1.6452
NM_001003940	chr15(.):40375091-40406075	1.5607
NM_001080791	chr15(.):40840297-40862252	0.8888
NM_152260	chr15(.):40856536-40871661	0.4197
NR_002208	chr15(.):40819082-40829749	0.0966
NM_001160227	chr15(.):44849893-44960876	0.1563
NM_001145112	chr15(.):44952929-44974086	0.7359
NM_182985	chr15(.):45023559-45065025	0.1459
NM_004048	chr15(.):44998684-45015357	0.8203
NM_198524	chr15(.):56652643-56743072	0.3746
NM_001145103	chr15(.):67425358-67492533	0.2
NM_001145102	chr15(.):67413053-67492533	0.1891
NM_017882	chr15(.):68494329-68527080	0.6036
NM_015322	chr15(.):68565140-68588640	1.0466
NR_030714	chr15(.):70366710-70376807	0.116
NM_000781	chr15(.):74625102-74665081	0.0879
NM_001099773	chr15(.):74625102-74663553	0.0873
NM_001127190	chr15(.):75069424-75100539	1.1921
NM_000761	chr15(.):75036183-75053941	0.0756
NM_000499	chr15(.):75006882-75022877	0.1692
NM_021819	chr15(.):75100193-75123099	0.1413
NM_001030005	chr15(.):75113950-75129136	0.0841
NM_021823	chr15(.):75310926-75348067	1.1356
NM_138967	chr15(.):75282875-75318836	0.8745
NM_004513	chr15(.):81584253-81610104	1.2478
NM_181900	chr15(.):81600006-81621524	0.5189
NM_022767	chr15(.):89159526-89180512	0.7979
NR_029606	chr15(.):89150055-89160165	0.0703
NM_002201	chr15(.):89177038-89203879	0.834
NR_031590	chr15(.):89146337-89156428	0.0534
NM_002168	chr15(.):90622211-90650708	1.4341
NR_033769	chr15(.):93333713-93345338	0.0931
NM_003090	chr15(.):101816714-101840460	0.4361
NM_203472	chr15(.):101806213-101822700	0.5918
NM_014918	chr15(.):101710927-101797137	0.4255
