REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
8_MACS_peak_8437_lociStitched	chr15	60832708	60886139	8	43663	58645.8656	167	1	RORA		RORA	RORA	0.5023	167	1
2_MACS_peak_13049_lociStitched	chr2	43438906	43457531	2	18503	58529.0625	168	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	3.8687	168	1
5_MACS_peak_22067_lociStitched	chr6	108877727	108920879	5	36086	58527.0576	169	1	FOXO3		FOXO3	FOXO3	0.7306	169	1
3_MACS_peak_15106_lociStitched	chr20	25258942	25301514	3	34385	58319.3828	170	1	PYGB,ABHD12		PYGB	PYGB	0.8283	170	1
3_MACS_peak_22036_lociStitched	chr6	106427529	106461023	3	28661	58219.2708	171	1			PRDM1	PRDM1	3.0527	171	1
2_MACS_peak_19901_lociStitched	chr5	56108043	56153437	2	43982	58063.4654	172	1	MAP3K1		MAP3K1	MAP3K1	0.6957	172	1
2_MACS_peak_19546_lociStitched	chr4	185184072	185215052	2	27465	57876.836	173	1		ENPP6	ENPP6	ENPP6	0.0379	173	1
2_MACS_peak_12176_lociStitched	chr19	35694019	35717280	2	17399	57596.5621	174	1	FAM187B	FXYD5,LSR,USF2	FAM187B	LSR	0.5781	174	1
4_MACS_peak_25711_lociStitched	chr9	73011306	73037758	4	16930	57517.2288	175	1	KLF9		KLF9	KLF9	1.0634	175	1
3_MACS_peak_13098_lociStitched	chr2	46761058	46804635	3	35595	57464.9899	176	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	1.1189	176	1
1_MACS_peak_3689_lociStitched	chr10	112250635	112274481	1	23847	57464.0908	177	1	DUSP5		DUSP5	DUSP5	2.3615	177	1
5_MACS_peak_15346_lociStitched	chr20	46094453	46139136	5	37800	57417.655	178	1	NCOA3		NCOA3	NCOA3	0.3666	178	1
6_MACS_peak_8750_lociStitched	chr15	81574695	81630612	6	45599	57387.6171	179	1	IL16,STARD5,TMC3		IL16	IL16	0.4886	179	1
4_MACS_peak_8829_lociStitched	chr15	89163653	89201682	4	32204	57317.3088	180	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	1.7521	180	1
5_MACS_peak_11499_lociStitched	chr18	56594376	56644957	5	31950	57282.9825	181	1	ZNF532		LOC390858	LOC390858	0.1738	181	1
3_MACS_peak_12999_lociStitched	chr2	39713154	39742550	3	25785	57207.5556	182	1		MAP4K3	MAP4K3	MAP4K3	0.4334	182	1
2_MACS_peak_24150_lociStitched	chr8	12606517	12626215	2	16705	57128.1396	183	1	LONRF1,LOC340357	MIR3926-2,MIR3926-1	LONRF1	LONRF1	1.2171	183	1
4_MACS_peak_26113_lociStitched	chr9	127015586	127063611	4	44787	57101.725	184	1	NEK6		NEK6	NEK6	0.6395	184	1
5_MACS_peak_19548_lociStitched	chr4	185230734	185277477	5	30122	57068.5287	185	1			ENPP6	ENPP6	0.0379	185	1
4_MACS_peak_2189_lociStitched	chr1	203705413	203746696	4	35573	57044.8494	186	1	ATP2B4,LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2995	186	1
3_MACS_peak_22619_lociStitched	chr6	157968955	158009374	3	36150	56816.9883	187	1	ZDHHC14	MIR3692	MIR3692	MIR3692	0.3445	187	1
2_MACS_peak_9257_lociStitched	chr16	21495925	21532887	2	31995	56647.9612	188	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.5178	188	1
4_MACS_peak_17971_lociStitched	chr3	171752266	171788612	4	30877	56478.0494	189	1	FNDC3B		FNDC3B	FNDC3B	0.5879	189	1
4_MACS_peak_25074_lociStitched	chr8	126587089	126623460	4	23732	56393.2355	190	1			TRIB1	TRIB1	4.7951	190	1
3_MACS_peak_12077_lociStitched	chr19	18388078	18417595	3	18290	56386.3251	191	1	MIR3188,JUND	PGPEP1,PDE4C,LOC729966,KIAA1683,LSM4	MIR3188	MIR3188	3.5289	191	1
1_MACS_peak_17021_lociStitched	chr3	53193317	53231840	1	38524	56386.1151	192	1	PRKCD	RFT1	PRKCD	PRKCD	1.3724	192	1
1_MACS_peak_6468_lociStitched	chr12	125021488	125054894	1	33407	56342.5596	193	1	NCOR2		NCOR2	NCOR2	0.6719	193	1
1_MACS_peak_10057_lociStitched	chr17	8052499	8068463	1	15965	56229.9972	194	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	1.8852	194	1
4_MACS_peak_7692_lociStitched	chr14	74206566	74257619	4	42205	55903.035	195	1	C14orf43	PNMA1	C14orf43	C14orf43	0.7555	195	1
3_MACS_peak_3936_lociStitched	chr11	7530184	7560697	3	27185	55902.8673	196	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.474	196	1
5_MACS_peak_21208_lociStitched	chr6	16468331	16521042	5	40077	55894.7444	197	1	ATXN1		GMPR	GMPR	NONE	197	1
3_MACS_peak_4860_lociStitched	chr11	115087149	115111329	3	18127	55763.916	198	1	CADM1		CADM1	CADM1	0.4302	198	1
4_MACS_peak_1525_lociStitched	chr1	149801928	149835128	4	22385	55573.48	199	1	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	3.0513	199	1
2_MACS_peak_23716_lociStitched	chr7	114555226	114580672	2	25430	55510.449	200	1	MDFIC		MDFIC	MDFIC	2.3198	200	1
3_MACS_peak_17975_lociStitched	chr3	171797621	171834782	3	33129	55440.4959	201	1	FNDC3B		FNDC3B	FNDC3B	0.5879	201	1
3_MACS_peak_12222_lociStitched	chr19	38521597	38553310	3	23989	55326.4998	202	1	SIPA1L3		SIPA1L3	SIPA1L3	0.4708	202	1
10_MACS_peak_25974_lociStitched	chr9	112809068	112878664	10	51464	55252.2644	203	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	AKAP2	0.7644	203	1
9_MACS_peak_13273_lociStitched	chr2	64312073	64372748	9	34895	55250.655	204	1	PELI1		PELI1	PELI1	0.8496	204	1
6_MACS_peak_3542_lociStitched	chr10	98403882	98467550	6	48954	55085.5536	205	1	PIK3AP1		PIK3AP1	PIK3AP1	0.5133	205	1
6_MACS_peak_6201_lociStitched	chr12	109009866	109048243	6	32783	55028.7803	206	1	SELPLG,CORO1C	TMEM119	SELPLG	SELPLG	2.1335	206	1
1_MACS_peak_26568_lociStitched	chrX	25018909	25042587	1	23679	54814.57	207	1	ARX		ARX	ARX	2.2532	207	1
5_MACS_peak_21616_lociStitched	chr6	41669353	41704174	5	31646	54738.612	208	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	PGC	0.966	208	1
4_MACS_peak_12791_lociStitched	chr2	20384908	20428398	4	35761	54732.165	209	1	SDC1		SDC1	SDC1	1.4597	209	1
3_MACS_peak_15814_lociStitched	chr21	44828666	44861692	3	24451	54549.0442	210	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	2.2421	210	1
4_MACS_peak_21567_lociStitched	chr6	36684668	36727865	4	36092	54518.9337	211	1	CPNE5	CDKN1A	CDKN1A	CDKN1A	1.3022	211	1
12_MACS_peak_26083_lociStitched	chr9	125977549	126054435	12	51756	54258.4502	212	1	STRBP		STRBP	STRBP	0.475	212	1
1_MACS_peak_1703_lociStitched	chr1	157474054	157499443	1	25390	54175.0482	213	1	FCRL5		FCRL5	FCRL5	1.4546	213	1
3_MACS_peak_5531_lociStitched	chr12	48190989	48232044	3	32895	53868.2655	214	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	1.1159	214	1
1_MACS_peak_6173_lociStitched	chr12	106692363	106711049	1	18687	53727.8558	215	1	TCP11L2	POLR3B	TCP11L2	TCP11L2	1.2324	215	1
4_MACS_peak_21104_lociStitched	chr6	7957993	7995141	4	27550	53567.416	216	1	PIP5K1P1,MUTED-TXNDC5	TXNDC5	PIP5K1P1	TXNDC5	3.5516	216	1
8_MACS_peak_8887_lociStitched	chr15	93345999	93397773	8	33131	53477.3646	217	1		ASB9P1,LOC100507217,CHD2,MIR3175	ASB9P1	MIR3175	2.7689	217	1
1_MACS_peak_345_lociStitched	chr1	25343860	25362784	1	18925	53475.4392	218	1			RUNX3	RUNX3	NONE	218	1
2_MACS_peak_8638_lociStitched	chr15	75062947	75093862	2	30829	53291.277	219	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	CSK	1.464	219	1
3_MACS_peak_11504_lociStitched	chr18	56656559	56684334	3	23625	53272.45	220	1		LOC390858	LOC390858	LOC390858	0.1738	220	1
4_MACS_peak_18744_lociStitched	chr4	71512999	71556283	4	36997	53157.0804	221	1	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	1.3233	221	1
6_MACS_peak_13165_lociStitched	chr2	54775905	54833372	6	44311	53151.2283	222	1	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.4135	222	1
2_MACS_peak_3685_lociStitched	chr10	112166119	112191419	2	24780	52940.25	223	1			DUSP5	DUSP5	2.3615	223	1
7_MACS_peak_11617_lociStitched	chr19	905394	956188	7	35790	52932.4274	224	1	KISS1R,ARID3A,C19orf22	CFD,WDR18,GRIN3B,MED16	ARID3A	ARID3A	0.4846	224	1
1_MACS_peak_15604_lociStitched	chr21	26931595	26950713	1	19119	52845.9756	225	1	MIR155HG,MIR155	C21orf71,MRPL39	MIR155	MIR155	2.2878	225	1
2_MACS_peak_11891_lociStitched	chr19	11195404	11211077	2	14608	52747.4815	226	1	LDLR		LDLR	LDLR	1.0617	226	1
6_MACS_peak_21074_lociStitched	chr6	7128921	7175096	6	38931	52634.8825	227	1	RREB1		RREB1	RREB1	0.537	227	1
1_MACS_peak_20168_lociStitched	chr5	88168272	88187836	1	19565	52552.8168	228	1	MEF2C	MEF2C	MEF2C	MEF2C	0.6874	228	1
4_MACS_peak_7805_lociStitched	chr14	89756753	89785755	4	26356	52276.105	229	1	FOXN3		FOXN3	FOXN3	0.5295	229	1
3_MACS_peak_26940_lociStitched	chrX	106952683	106987640	3	26306	52201.2881	230	1	TSC22D3		TSC22D3	TSC22D3	2.5095	230	1
4_MACS_peak_16467_lociStitched	chr3	3120291	3154292	4	32195	52198.3352	231	1	IL5RA	CNTN4,TRNT1	IL5RA	IL5RA	1.0774	231	1
1_MACS_peak_21741_lociStitched	chr6	52353797	52371568	1	17772	52186.3186	232	1	EFHC1,TRAM2		EFHC1	EFHC1	0.4938	232	1
3_MACS_peak_18891_lociStitched	chr4	87854449	87885069	3	24547	52176.48	233	1	AFF1	AFF1,C4orf36	AFF1	AFF1	0.5239	233	1
3_MACS_peak_13563_lociStitched	chr2	89038281	89070364	3	25075	52131.6667	234	1	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.5008	234	1
3_MACS_peak_3680_lociStitched	chr10	112103036	112128669	3	17512	52001.6671	235	1		SMNDC1	SMNDC1	SMNDC1	0.3723	235	1
1_MACS_peak_1601_lociStitched	chr1	153810367	153841250	1	30884	51945.206	236	1	GATAD2B		GATAD2B	GATAD2B	0.753	236	1
3_MACS_peak_2229_lociStitched	chr1	206078871	206117120	3	33263	51919.1926	237	1		FAM72A	FAM72A	FAM72A	0.4909	237	1
5_MACS_peak_22691_lociStitched	chr6	164122092	164163865	5	40447	51740.0378	238	1			QKI	QKI	0.317	238	1
4_MACS_peak_22213_lociStitched	chr6	126100698	126142717	4	35352	51548.9092	239	1	NCOA7	HEY2	NCOA7	HEY2	0.9984	239	1
2_MACS_peak_10994_lociStitched	chr17	75122764	75154052	2	28463	51434.3432	240	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	C17orf86	1.0498	240	1
2_MACS_peak_2460_lociStitched	chr1	228268339	228279064	2	10334	51086.3925	241	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	2.1308	241	1
4_MACS_peak_26095_lociStitched	chr9	126079178	126112941	4	29599	51015.893	242	1		CRB2,STRBP	CRB2	STRBP	0.475	242	1
2_MACS_peak_4289_lociStitched	chr11	62305261	62329332	2	22839	51008.8561	243	1	AHNAK,EEF1G	TUT1,MTA2	AHNAK	MTA2	0.7971	243	1
2_MACS_peak_22432_lociStitched	chr6	143158173	143180970	2	22793	50971.8123	244	1	HIVEP2		HIVEP2	HIVEP2	0.9998	244	1
2_MACS_peak_1733_lociStitched	chr1	159023499	159049065	2	22146	50927.472	245	1	IFI16,AIM2		AIM2	AIM2	2.0168	245	1
3_MACS_peak_24280_lociStitched	chr8	28181291	28211300	3	24633	50880.2595	246	1	PNOC,ZNF395		PNOC	PNOC	1.1046	246	1
1_MACS_peak_20213_lociStitched	chr5	90672904	90681052	1	8149	50762.8548	247	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	1.0645	247	1
1_MACS_peak_14810_lociStitched	chr2	232569627	232579975	1	10349	50753.8356	248	1	PTMA,MIR1244-1		PTMA	PTMA	3.4044	248	1
3_MACS_peak_1548_lociStitched	chr1	150579410	150603625	3	19262	50698.9455	249	1	ENSA	MCL1	ENSA	MCL1	3.0666	249	1
4_MACS_peak_23457_lociStitched	chr7	90329001	90371391	4	33958	50685.723	250	1	CDK14		CDK14	CDK14	0.2545	250	1
5_MACS_peak_21970_lociStitched	chr6	90048920	90086626	5	28978	50642.9286	251	1	UBE2J1,RRAGD	GABRR2	UBE2J1	UBE2J1	1.1945	251	1
4_MACS_peak_6425_lociStitched	chr12	123401315	123437764	4	32867	50576.6324	252	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	2.9598	252	1
7_MACS_peak_16804_lociStitched	chr3	42088660	42142032	7	41639	50447.2144	253	1	TRAK1		TRAK1	TRAK1	0.3599	253	1
7_MACS_peak_16434_lociStitched	chr22	50728908	50785490	7	42035	50397.5874	254	1	PPP6R2,PLXNB2,FAM116B	TUBGCP6,HDAC10,MAPK12,MAPK11	FAM116B	FAM116B	0.8102	254	1
3_MACS_peak_19983_lociStitched	chr5	66481526	66514430	3	27930	50027.2416	255	1	CD180		CD180	CD180	1.0595	255	1
2_MACS_peak_4455_lociStitched	chr11	67032431	67058684	2	24360	49728.4326	256	1	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	ANKRD13D	0.9266	256	1
2_MACS_peak_23226_lociStitched	chr7	50342578	50370965	2	25098	49563.702	257	1	IKZF1		IKZF1	IKZF1	0.6063	257	1
2_MACS_peak_6066_lociStitched	chr12	96580793	96610663	2	28564	49294.461	258	1	ELK3		ELK3	ELK3	0.7089	258	1
3_MACS_peak_3032_lociStitched	chr10	45911982	45938428	3	25845	49067.9084	259	1	ALOX5		ALOX5	ALOX5	0.6468	259	1
7_MACS_peak_11547_lociStitched	chr18	60944534	60989783	7	31530	48963.9429	260	1	BCL2	KDSR	BCL2	BCL2	1.3052	260	1
4_MACS_peak_13302_lociStitched	chr2	64859720	64897019	4	36276	48913.9086	261	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.3903	261	1
1_MACS_peak_20966_lociStitched	chr5	179242976	179250884	1	7909	48910.98	262	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	1.427	262	1
1_MACS_peak_20872_lociStitched	chr5	172190257	172206822	1	16566	48880.002	263	1	DUSP1		DUSP1	DUSP1	3.3348	263	1
3_MACS_peak_23618_lociStitched	chr7	104578149	104598965	3	15213	48842.6624	264	1		LOC723809	LOC723809	LOC723809	0.0741	264	1
4_MACS_peak_9615_lociStitched	chr16	68269383	68322469	4	43502	48621.4674	265	1	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	SLC7A6	0.5186	265	1
6_MACS_peak_20716_lociStitched	chr5	150431261	150478978	6	33942	48552.0475	266	1	TNIP1	GPX3,ANXA6	TNIP1	TNIP1	0.7295	266	1
3_MACS_peak_1438_lociStitched	chr1	143942721	143972561	3	27447	48391.528	267	1	SRGAP2P2	FAM72D	SRGAP2P2	SRGAP2P2	0.6904	267	1
3_MACS_peak_55_lociStitched	chr1	2219467	2248237	3	21717	48186.873	268	1	SKI	LOC100129534	LOC100129534	LOC100129534	0.0338	268	1
7_MACS_peak_15231_lociStitched	chr20	35447534	35505957	7	36288	48128.8674	269	1	C20orf118,C20orf117	DSN1	C20orf117	C20orf117	0.5226	269	1
3_MACS_peak_20249_lociStitched	chr5	95646938	95681950	3	29542	48123.994	270	1			PCSK1	PCSK1	NONE	270	1
3_MACS_peak_8624_lociStitched	chr15	74665574	74698017	3	20814	48061.0602	271	1		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.2869	271	1
1_MACS_peak_22841_lociStitched	chr7	7998773	8031047	1	32275	47972.0736	272	1	GLCCI1		GLCCI1	GLCCI1	0.5643	272	1
3_MACS_peak_2205_lociStitched	chr1	204474090	204503104	3	26679	47878.9028	273	1	MDM4	PIK3C2B	MDM4	MDM4	1.0192	273	1
2_MACS_peak_20265_lociStitched	chr5	96254814	96273762	2	14822	47739.486	274	1	ERAP2,LNPEP	LNPEP	LNPEP	LNPEP	0.3158	274	1
1_MACS_peak_2116_lociStitched	chr1	197739487	197749205	1	9719	47689.1414	275	1	DENND1B		DENND1B	DENND1B	0.3835	275	1
4_MACS_peak_5160_lociStitched	chr12	11897751	11937994	4	33014	47559.1774	276	1	ETV6		ETV6	ETV6	0.5149	276	1
2_MACS_peak_19657_lociStitched	chr5	6476959	6497280	2	15991	47482.0486	277	1	UBE2QL1		UBE2QL1	UBE2QL1	0.9177	277	1
3_MACS_peak_738_lociStitched	chr1	51954937	51987133	3	27674	47450.4648	278	1	EPS15		EPS15	EPS15	0.3561	278	1
3_MACS_peak_16971_lociStitched	chr3	50626936	50656448	3	22881	47292.98	279	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	2.0861	279	1
4_MACS_peak_1422_lociStitched	chr1	120779256	120817762	4	29880	47135.1946	280	1		FAM72B	FAM72B	FAM72B	0.4522	280	1
6_MACS_peak_4650_lociStitched	chr11	82669714	82720544	6	37884	47083.829	281	1	RAB30	SNORA70E	SNORA70E	SNORA70E	0.1879	281	1
6_MACS_peak_22372_lociStitched	chr6	139570095	139616868	6	29832	46988.1558	282	1	TXLNB		TXLNB	TXLNB	0.7883	282	1
1_MACS_peak_12351_lociStitched	chr19	44255905	44290234	1	34330	46917.4443	283	1	C19orf61,KCNN4	IRGC,ZNF283,LYPD5	KCNN4	KCNN4	1.4635	283	1
1_MACS_peak_352_lociStitched	chr1	25869170	25895411	1	26242	46863.8019	284	1	LDLRAP1	MAN1C1	LDLRAP1	LDLRAP1	1.3547	284	1
4_MACS_peak_3877_lociStitched	chr11	1858552	1897903	4	35055	46863.1059	285	1	SYT8,TNNI2,LSP1,MIR4298	TNNT3	MIR4298	MIR4298	1.2728	285	1
4_MACS_peak_14159_lociStitched	chr2	165590380	165620452	4	24410	46825.1112	286	1	COBLL1	SNORA70F	SNORA70F	SNORA70F	0.039	286	1
3_MACS_peak_23594_lociStitched	chr7	102062686	102093400	3	25116	46786.6362	287	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.9037	287	1
2_MACS_peak_10424_lociStitched	chr17	37908706	37938487	2	26234	46726.389	288	1	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2533	288	1
1_MACS_peak_15433_lociStitched	chr20	52194158	52214142	1	19985	46592.696	289	1	ZNF217		ZNF217	ZNF217	0.7001	289	1
3_MACS_peak_14576_lociStitched	chr2	204442431	204466017	3	20119	46513.9506	290	1		RAPH1	RAPH1	RAPH1	0.2489	290	1
1_MACS_peak_15514_lociStitched	chr20	61272263	61294581	1	22319	46483.9304	291	1	SLCO4A1,LOC100127888	NTSR1	SLCO4A1	SLCO4A1	1.2021	291	1
2_MACS_peak_22184_lociStitched	chr6	119655248	119684365	2	26695	46275.6481	292	1	MAN1A1		MAN1A1	MAN1A1	0.3765	292	1
4_MACS_peak_18419_lociStitched	chr4	14153774	14190660	4	30839	46251.3554	293	1		LOC152742	LOC152742	LOC152742	0.0958	293	1
4_MACS_peak_16237_lociStitched	chr22	39825770	39870815	4	39754	46198.152	294	1	TAB1,MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.3853	294	1
2_MACS_peak_21408_lociStitched	chr6	30577196	30595833	2	13189	46134.0298	295	1	MRPS18B,ATAT1,PPP1R10	ABCF1,MIR877,C6orf136,DHX16	MRPS18B	MRPS18B	2.3995	295	1
5_MACS_peak_1704_lociStitched	chr1	157507090	157552484	5	35773	45684.5216	296	1	FCRL5,FCRL4		FCRL5	FCRL5	1.4546	296	1
1_MACS_peak_10537_lociStitched	chr17	43297566	43310095	1	12530	45639.3883	297	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.4715	297	1
2_MACS_peak_18939_lociStitched	chr4	90203584	90230560	2	25450	45627.2064	298	1	GPRIN3		GPRIN3	GPRIN3	0.7375	298	1
2_MACS_peak_7558_lociStitched	chr14	64318519	64338642	2	14177	45302.9099	299	1	SYNE2		SYNE2	SYNE2	0.2308	299	1
2_MACS_peak_3353_lociStitched	chr10	81000654	81030921	2	30252	45173.4975	300	1	ZMIZ1		PPIF	PPIF	NONE	300	1
1_MACS_peak_18631_lociStitched	chr4	48190644	48209954	1	19311	45079.195	301	1	TEC		TXK	TXK	NONE	301	1
6_MACS_peak_5376_lociStitched	chr12	31714606	31757906	6	35260	45066.64	302	1	DENND5B	C12orf72	DENND5B	DENND5B	0.4197	302	1
4_MACS_peak_275_lociStitched	chr1	22098766	22121014	4	17477	45001.0296	303	1	USP48	LDLRAD2	USP48	USP48	0.4187	303	1
5_MACS_peak_13317_lociStitched	chr2	65131002	65178880	5	34169	44818.5958	304	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.8798	304	1
2_MACS_peak_24220_lociStitched	chr8	22296322	22316000	2	17912	44684.8024	305	1	PPP3CC		PPP3CC	PPP3CC	0.5309	305	1
5_MACS_peak_24824_lociStitched	chr8	98633908	98671368	5	33769	44656.066	306	1	MTDH		MTDH	MTDH	0.4093	306	1
4_MACS_peak_25984_lociStitched	chr9	112885254	112928148	4	36629	44584.0236	307	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.7644	307	1
1_MACS_peak_19746_lociStitched	chr5	32569685	32598442	1	28758	44576.2257	308	1	SUB1		SUB1	SUB1	1.2155	308	1
7_MACS_peak_20425_lociStitched	chr5	118643328	118705378	7	46639	44527.08	309	1	TNFAIP8		TNFAIP8	TNFAIP8	0.5886	309	1
3_MACS_peak_102_lociStitched	chr1	8467863	8501082	3	26888	44354.0088	310	1	RERE		RERE	RERE	0.415	310	1
2_MACS_peak_456_lociStitched	chr1	31213130	31239419	2	23786	44304.8517	311	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	1.4005	311	1
2_MACS_peak_25260_lociStitched	chr8	145001518	145028564	2	25509	44268.8928	312	1	PLEC,MIR661	GRINA,PARP10	PLEC	GRINA	1.1096	312	1
3_MACS_peak_16592_lociStitched	chr3	15833179	15860782	3	25412	44145.4779	313	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.3332	313	1
2_MACS_peak_15473_lociStitched	chr20	56038379	56059807	2	19485	44139.5372	314	1		CTCFL	CTCFL	CTCFL	0.0706	314	1
2_MACS_peak_17951_lociStitched	chr3	169754635	169778524	2	22511	43965.3156	315	1	GPR160		GPR160	GPR160	0.9154	315	1
1_MACS_peak_12738_lociStitched	chr2	11882493	11899684	1	17192	43874.8702	316	1	LPIN1		LPIN1	LPIN1	0.56	316	1
2_MACS_peak_4519_lociStitched	chr11	69451548	69470866	2	19150	43873.1098	317	1	CCND1	ORAOV1,FGF19	CCND1	CCND1	1.8978	317	1
3_MACS_peak_12840_lociStitched	chr2	25621811	25649558	3	21943	43646.031	318	1	DTNB		DNMT3A	DNMT3A	NONE	318	1
2_MACS_peak_8121_lociStitched	chr15	31505816	31532624	2	21746	43563	319	1			KLF13	KLF13	2.0282	319	1
2_MACS_peak_8682_lociStitched	chr15	76626387	76646361	2	19663	43545.3174	320	1	ISL2,SCAPER	ETFA	ISL2	ISL2	2.48	320	1
1_MACS_peak_21228_lociStitched	chr6	16756622	16766120	1	9499	43544.5308	321	1	ATXN1		ATXN1	ATXN1	0.5273	321	1
3_MACS_peak_1713_lociStitched	chr1	157690097	157710562	3	17342	43520.869	322	1		FCRL3,FCRL2	FCRL3	FCRL2	1.0687	322	1
4_MACS_peak_26119_lociStitched	chr9	127614464	127644346	4	19465	43451.4162	323	1	WDR38,ARPC5L,RPL35,GOLGA1		ARPC5L	ARPC5L	1.7372	323	1
2_MACS_peak_17947_lociStitched	chr3	169646922	169673537	2	25192	42991.2095	324	1	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	1.6028	324	1
2_MACS_peak_19384_lociStitched	chr4	153576263	153602614	2	21801	42791.3889	325	1	TMEM154		TMEM154	TMEM154	1.2813	325	1
2_MACS_peak_7815_lociStitched	chr14	89880476	89902109	2	18126	42751.1346	326	1	LOC400236,FOXN3		LOC400236	LOC400236	1.5061	326	1
4_MACS_peak_1792_lociStitched	chr1	161673953	161721371	4	29071	42671.4582	327	1	FCRLA,FCRLB,DUSP12	FCGR2B,ATF6,RPL31P11	FCRLB	FCRLB	1.268	327	1
6_MACS_peak_12233_lociStitched	chr19	39137532	39187360	6	33645	42627.854	328	1	ACTN4	EIF3K,MAP4K1,CAPN12	ACTN4	ACTN4	0.5255	328	1
1_MACS_peak_16337_lociStitched	chr22	43647935	43671218	1	23284	42617.2032	329	1	SCUBE1		TTLL12	TTLL12	NONE	329	1
5_MACS_peak_21176_lociStitched	chr6	15232178	15267973	5	26076	42578.1525	330	1	JARID2		JARID2	JARID2	0.3274	330	1
4_MACS_peak_26688_lociStitched	chrX	48767485	48804861	4	33974	42545.1008	331	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	0.9644	331	1
2_MACS_peak_2387_lociStitched	chr1	223898089	223928364	2	26018	42524.265	332	1	CAPN2	CAPN8	CAPN2	CAPN2	0.5733	332	1
4_MACS_peak_6019_lociStitched	chr12	94540221	94573683	4	29107	42389.6616	333	1	PLXNC1		PLXNC1	PLXNC1	0.6879	333	1
3_MACS_peak_3811_lociStitched	chr10	134207933	134238576	3	19424	42247.5041	334	1	PWWP2B	C10orf91	PWWP2B	PWWP2B	1.2933	334	1
1_MACS_peak_12413_lociStitched	chr19	47608776	47618507	1	9732	42207.2394	335	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.7855	335	1
1_MACS_peak_1943_lociStitched	chr1	178541013	178555683	1	14671	42196.788	336	1		C1orf220	C1orf220	C1orf220	0.4121	336	1
4_MACS_peak_9837_lociStitched	chr16	88699100	88735510	4	23157	42144.575	337	1	IL17C,MGC23284,CYBA,MVD	CTU2,SNAI3,RNF166	CYBA	CYBA	1.4379	337	1
3_MACS_peak_23173_lociStitched	chr7	45015087	45048896	3	26768	42109.1095	338	1	CCM2,MYO1G,C7orf40,SNORA9	CCM2	C7orf40	C7orf40	1.3373	338	1
3_MACS_peak_3837_lociStitched	chr11	266661	290605	3	13902	42067.2136	339	1	NLRP6,ATHL1	PSMD13,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM1	1.9537	339	1
6_MACS_peak_15304_lociStitched	chr20	43587504	43627758	6	30681	42065.43	340	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.4936	340	1
