GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
NM_001032289	chrX(.):48755889-48773933	0.2559
NM_003491	chrX(.):153190376-153205468	0.9453
NM_001666	chrX(.):153167829-153196714	0.5052
NM_002910	chrX(.):153195721-153215232	0.1698
NM_001025243	chrX(.):153270956-153290342	0.4841
NM_003492	chrX(.):153232990-153253646	1.125
NR_031757	chrX(.):153280370-153290440	0.6735
NR_036175	chrX(.):153241548-153251627	0.331
NR_036174	chrX(.):153241547-153251628	0.3311
NM_001110556	chrX(.):153571899-153608006	0.2498
NM_000117	chrX(.):153602596-153614883	0.4253
NM_006730	chrX(.):153624578-153642575	0.6114
NM_001183	chrX(.):153651977-153669862	0.2061
NM_001009934	chrX(.):153624578-153645427	0.5313
NR_000011	chrX(.):153623621-153633756	0.7355
NM_000116	chrX(.):153634876-153655063	0.1947
NR_026898	chrX(.):153621570-153635680	0.5375
NM_004699	chrX(.):153667484-153684002	0.1458
NM_001493	chrX(.):153660258-153676814	0.2605
NM_015892	chr10(.):125762181-125856930	0.5725
NM_014863	chr10(.):125774168-125856930	0.6441
NM_001083591	chr10(.):11201992-11383672	0.8282
NM_001025077	chr10(.):11042258-11383672	0.4914
NM_006561	chr10(.):11054892-11383672	0.5077
NM_000698	chr10(.):45864628-45946563	0.4761
NM_032199	chr10(.):63656012-63861707	0.2578
NM_001198798	chr10(.):73851273-73980751	0.1059
NM_001198799	chr10(.):73851273-73981183	0.1059
NM_020338	chr10(.):80823791-81081285	0.2762
NM_145868	chr10(.):81909879-81970328	0.3983
NM_007373	chr10(.):112674300-112778425	0.1106
NM_001098207	chr10(.):43876064-43897794	0.5508
NM_004966	chr10(.):43876064-43909656	0.8365
NM_173160	chr10(.):43862091-43876783	0.0785
NM_001098204	chr10(.):43876064-43909696	0.8355
NM_001098208	chr10(.):43876064-43897279	0.5626
NM_001098205	chr10(.):43876064-43909332	0.8444
NM_001098206	chr10(.):43876064-43908299	0.8679
NR_026693	chr10(.):43927573-43983007	0.2213
NM_173473	chr10(.):73970805-74000618	0.1656
NM_019058	chr10(.):74028676-74040797	0.3867
NM_030912	chr10(.):104399251-104423076	0.8117
NM_001083913	chr10(.):104498726-104581021	0.7735
NM_017787	chr10(.):104530887-104581021	1.1121
NR_024552	chr10(.):105201542-105217162	0.2435
NM_001129742	chr10(.):105227560-105243997	0.8215
NM_001001412	chr10(.):105208143-105223648	0.338
NM_004210	chr10(.):105248734-105357309	0.361
NM_005871	chr10(.):112047797-112069707	0.2259
NM_004419	chr10(.):112252624-112276302	0.8595
NM_145341	chr10(.):112626595-112664764	0.1808
NM_001195307	chr10(.):112653487-112684124	0.2372
NM_001195306	chr10(.):112653487-112683694	0.2382
NR_026932	chr10(.):112623647-112635662	0.6882
NM_001111018	chr11(.):19367270-20148147	0.1313
NM_006819	chr11(.):63948586-63977020	0.3696
NM_001098517	chr11(.):115039344-115380241	0.349
NM_181798	chr11(.):2477683-2875340	0.2019
NM_000218	chr11(.):2461220-2875340	0.2001
NM_030962	chr11(.):9795213-10320754	0.0699
NM_001143830	chr11(.):22683159-22839547	0.3229
NM_177553	chr11(.):22684653-22839547	0.3241
NM_005256	chr11(.):22691318-22839547	0.176
NM_004811	chr11(.):58289343-58348390	0.7015
NM_001143995	chr11(.):58289343-58350639	0.6776
NM_206893	chr11(.):60547820-60573778	0.0863
NM_024092	chr11(.):60676370-60695915	0.7959
NM_001012662	chr11(.):62618483-62661355	0.572
NM_001013251	chr11(.):62643343-62661355	0.9024
NM_001012661	chr11(.):62618517-62661353	0.5724
NM_024060	chr11(.):62196015-62319332	0.191
NR_037193	chr11(.):62644170-62661355	0.9438
NM_001077241	chr11(.):65137662-65155142	0.5725
NR_002819	chr11(.):65260232-65278939	2.4228
NM_030930	chr11(.):67753574-67776593	0.6906
NM_014824	chr11(.):72542789-72858143	0.1443
NM_176796	chr11(.):72970569-73013850	1.2259
NM_176798	chr11(.):72975938-73013850	1.3735
NM_004154	chr11(.):72978246-73014664	1.406
NM_014488	chr11(.):82687477-82787884	0.4779
NM_024556	chr11(.):126076618-126137879	0.0988
NM_032531	chr11(.):126288395-126875766	0.1787
NR_033839	chr11(.):126206611-126230482	0.1393
NM_001161707	chr11(.):126295836-126875766	0.1784
NM_002017	chr11(.):128558812-128688162	0.3675
NM_001167681	chr11(.):128557388-128688162	0.3639
NM_182612	chr11(.):762222-782487	0.2793
NM_006755	chr11(.):742431-770024	0.2795
NR_002585	chr11(.):806680-816814	0.8677
NM_001025239	chr11(.):837823-872116	0.4531
NM_001025234	chr11(.):839080-872116	0.4683
NM_145886	chr11(.):794178-810250	0.9163
NM_016564	chr11(.):782109-795126	0.1643
NM_021128	chr11(.):834720-847529	1.0503
NM_139029	chr11(.):827951-843835	0.9521
NM_173584	chr11(.):822584-836991	0.2553
NM_024698	chr11(.):785474-801263	0.3732
NM_001004	chr11(.):804935-817876	0.8344
NM_001025237	chr11(.):839445-872116	0.4723
NM_020376	chr11(.):813900-830571	0.271
NM_001191060	chr11(.):785474-802995	0.34
NM_001191061	chr11(.):785474-803269	0.3365
NM_001025235	chr11(.):837940-872116	0.4543
NM_001124	chr11(.):10321641-10333923	1.6102
NM_022725	chr11(.):22639078-22652387	0.5239
NM_000610	chr11(.):35155416-35258949	0.3388
NM_000614	chr11(.):58385145-58398205	0.1625
NR_024091	chr11(.):58341586-58398205	0.6948
NM_053023	chr11(.):58341586-58394023	0.7364
NM_004778	chr11(.):60613397-60628444	0.1105
NM_207341	chr11(.):60630014-60648164	0.7498
NM_024098	chr11(.):60604428-60623561	0.8857
NM_014502	chr11(.):60653019-60679061	0.4313
NM_016582	chr11(.):60699554-60724257	0.1639
NM_178031	chr11(.):60686912-60709631	0.1191
NM_022830	chr11(.):62337516-62364109	0.3388
NM_004739	chr11(.):62355674-62374303	0.4954
NM_001404	chr11(.):62322072-62346460	0.5765
NM_001620	chr11(.):62278373-62319332	0.2502
NR_002565	chr11(.):62618036-62628103	0.6937
NM_199337	chr11(.):62549873-62562872	0.5048
NM_003164	chr11(.):62569368-62604560	0.2919
NM_018093	chr11(.):62595382-62612628	1.0225
NR_003098	chr11(.):62614459-62628360	0.5406
NR_002561	chr11(.):62616134-62626204	0.717
NR_002560	chr11(.):62615797-62625865	0.7193
NR_002559	chr11(.):62616375-62626440	0.7123
NR_000008	chr11(.):62615381-62625507	0.7126
NR_002564	chr11(.):62617763-62627838	0.6939
NR_002563	chr11(.):62617483-62627555	0.6954
NR_002562	chr11(.):62617092-62627167	0.6987
NM_001081491	chr11(.):62554597-62577964	0.3922
NM_001080501	chr11(.):62552786-62564486	0.5546
NM_004470	chr11(.):64003412-64016607	1.0593
NM_000932	chr11(.):64013994-64041924	0.3079
NM_005528	chr11(.):63992752-64006753	0.5246
NM_001160390	chr11(.):63986270-63998726	0.468
NM_032344	chr11(.):63988737-64002488	0.4718
NM_004322	chr11(.):64032299-64057176	0.4508
NM_178443	chr11(.):63969151-63996363	0.2981
NM_057092	chr11(.):64004587-64016607	1.1514
NM_033310	chr11(.):64053792-64072503	0.6071
NM_003377	chr11(.):63997265-64011259	0.9016
NM_020155	chr11(.):64048581-64061972	0.459
NM_001135208	chr11(.):64003603-64016607	1.0736
NM_001039496	chr11(.):64062862-64077239	0.9389
NM_001170726	chr11(.):64046810-64061972	0.4116
NM_001160393	chr11(.):63986270-63998341	0.4473
NM_001170881	chr11(.):64047284-64061972	0.4222
NM_001177358	chr11(.):64047282-64061972	0.4221
NM_138689	chr11(.):64006950-64019413	1.1255
NM_000244	chr11(.):64565985-64583188	0.1825
NM_130803	chr11(.):64565985-64583766	0.1772
NM_004579	chr11(.):64551608-64575713	0.0928
NM_017525	chr11(.):64586661-64617041	0.1432
NM_130800	chr11(.):64565985-64583035	0.1823
NM_130802	chr11(.):64565985-64583213	0.1823
NR_029829	chr11(.):64653826-64663911	0.1239
NM_006795	chr11(.):64615207-64651191	0.6068
NR_029578	chr11(.):64653608-64663718	0.1248
NR_028272	chr11(.):65185268-65199003	6.1925
NR_030343	chr11(.):65206928-65217028	0.3663
NM_031904	chr11(.):65149040-65185995	0.5502
NM_021070	chr11(.):65301029-65330699	0.3009
NM_001048218	chr11(.):65287547-65311182	0.3256
NM_001161473	chr11(.):67771047-67801743	0.6334
NM_006053	chr11(.):67805446-67823366	0.3808
NM_006019	chr11(.):67801482-67823366	0.3276
NM_002496	chr11(.):67793083-67809114	0.7237
NM_000694	chr11(.):67772789-67801743	0.6178
NM_002564	chr11(.):72924343-72952395	0.2626
NM_176071	chr11(.):72924501-72952395	0.2612
NM_014786	chr11(.):73014662-73085425	0.1994
NR_033347	chr11(.):82747505-82757640	0.0655
NM_006235	chr11(.):111217980-111255157	0.7307
NR_026691	chr11(.):117852105-117877199	0.7608
NR_027288	chr11(.):122883273-122895319	0.111
NM_006597	chr11(.):122923199-122937844	1.2178
NM_032795	chr11(.):126066988-126086587	0.4497
NM_017547	chr11(.):126134054-126153027	0.3521
NM_014026	chr11(.):126168646-126220644	0.3757
NM_148910	chr11(.):126147981-126168071	0.2938
NM_001177842	chr11(.):126127813-126143877	0.3431
NM_006278	chr11(.):126221095-126289533	0.1188
NM_014325	chr12(.):109033886-109130295	0.2912
NM_020375	chr12(.):4425358-4474190	0.0995
NM_007273	chr12(.):7069516-7084891	0.658
NR_015382	chr12(.):6543166-6565683	0.5894
NM_001144831	chr12(.):7069514-7084916	0.6586
NM_001987	chr12(.):11797787-12053325	0.244
NM_006143	chr12(.):12808994-12854121	0.2153
NM_001128914	chr12(.):53840885-53879946	0.5703
NM_000966	chr12(.):53599352-53631036	0.7524
NM_001042728	chr12(.):53599352-53619150	1.0632
NM_013449	chr12(.):56984379-57035163	0.2155
NM_014706	chr12(.):108910990-108960165	0.5219
NM_018984	chr12(.):109171465-109256359	0.4288
NM_003959	chr12(.):123315038-123352507	0.0669
NM_001082959	chr12(.):125257173-125353519	0.0562
NM_001759	chr12(.):4377901-4419522	0.9395
NM_014231	chr12(.):6566403-6584843	0.4709
NM_001242	chr12(.):6549050-6565884	0.7588
NM_014865	chr12(.):6598297-6646132	0.4193
NM_016497	chr12(.):6596315-6607471	0.4358
NR_004387	chr12(.):6614387-6624717	0.0722
NM_018009	chr12(.):6556176-6576488	0.839
NM_001975	chr12(.):7018613-7037859	0.6901
NM_002831	chr12(.):7055433-7075479	1.4869
NR_029779	chr12(.):7067861-7077929	1.5404
NM_080548	chr12(.):7050739-7075479	1.5257
NM_001007026	chr12(.):7028625-7056484	0.8623
NM_006992	chr12(.):7008896-7028406	0.3466
NM_001940	chr12(.):7032479-7056484	0.7804
NR_003010	chr12(.):7071499-7081769	0.6651
NM_138425	chr12(.):7048202-7060165	0.9634
NR_029682	chr12(.):7068259-7078354	1.2514
NM_005768	chr12(.):7080346-7130842	0.1237
NM_006331	chr12(.):7074943-7090165	0.4735
NM_004064	chr12(.):12865301-12880305	3.3628
NR_030344	chr12(.):12912582-12922677	0.0741
NM_001130415	chr12(.):12873850-12949399	0.4697
NM_030762	chr12(.):26267958-26283003	1.7356
NM_001098532	chr12(.):48123452-48157181	0.2868
NM_017842	chr12(.):48161966-48181536	0.2441
NM_006105	chr12(.):48123452-48157244	0.2866
NM_001098531	chr12(.):48123452-48157889	0.2837
NM_001098416	chr12(.):48171506-48218763	0.5837
NM_001004304	chr12(.):53569534-53589654	0.3628
NM_000889	chr12(.):53580106-53606000	3.2697
NM_015989	chr12(.):53546446-53579430	0.1997
NM_001170790	chr12(.):53640369-53653190	0.2047
NM_032889	chr12(.):53640875-53653190	0.2056
NM_001164691	chr12(.):53812638-53830318	0.1055
NM_001005354	chr12(.):53830432-53845427	0.1786
NM_134324	chr12(.):53890376-53905215	0.4954
NM_006301	chr12(.):53869275-53898444	0.4094
NM_134323	chr12(.):53889704-53905215	0.4791
NM_003717	chr12(.):53895473-53906422	0.1037
NR_003046	chr12(.):57032463-57042538	0.5995
NM_001686	chr12(.):57026958-57044852	0.5812
NM_005594	chr12(.):57101210-57124066	0.4705
NR_002737	chr12(.):57033810-57043885	0.5958
NM_001113203	chr12(.):57101210-57124326	0.4652
NM_006601	chr12(.):57052124-57087078	0.6075
NM_017440	chr12(.):68683345-68731161	0.1067
NM_001111283	chr12(.):102784644-102879378	0.2689
NM_001111284	chr12(.):102784644-102877429	0.2165
NM_001111285	chr12(.):102806453-102879378	0.3276
NM_007076	chr12(.):108904050-108918380	0.3893
NM_213595	chr12(.):108951293-108968160	2.2351
NM_181724	chr12(.):108978621-108996894	0.1541
NM_003006	chr12(.):109010679-109032670	3.3225
NM_001161331	chr12(.):109180694-109226327	0.1392
NM_024667	chr12(.):123344874-123385712	0.7104
NM_021009	chr12(.):125391191-125404587	1.0108
NM_032436	chr13(.):115074964-115097803	0.408
NM_000820	chr13(.):114518521-114572046	1.1648
NM_007368	chr13(.):114742193-114903095	1.2004
NM_001143945	chr13(.):114518521-114544017	0.1285
NM_001143946	chr13(.):114518521-114541714	0.1214
NR_024609	chr13(.):114581609-114631485	0.5679
NM_023011	chr13(.):115042077-115076283	1.0277
NM_003903	chr13(.):114995361-115043150	0.5607
NM_001012706	chr14(.):50443429-50479238	0.6798
NM_001080414	chr14(.):91732666-91889133	0.5607
NM_024496	chr14(.):77485885-77500034	0.9797
NM_005065	chr14(.):81934238-82005205	0.3404
NM_152592	chr14(.):95878830-95947173	0.1678
NR_003002	chr14(.):95994691-96004966	0.261
NR_001459	chr14(.):95994248-96006209	0.2317
NM_016417	chr14(.):95996322-96016055	0.1541
NM_025268	chr14(.):105987952-106001539	0.2069
NM_144508	chr15(.):40881446-40959881	0.1147
NM_001211	chr15(.):40448209-40518337	0.1081
NM_025201	chr15(.):65129081-65165201	0.1627
NM_020908	chr15(.):70335542-70395256	0.34
NM_006465	chr15(.):74828547-74895472	0.3325
NM_003612	chr15(.):74696629-74731299	0.2376
NM_001146030	chr15(.):74696629-74731001	0.2348
NM_172217	chr15(.):81512639-81610104	0.3522
NM_001172128	chr15(.):81484218-81610104	0.2882
NM_007011	chr15(.):89626380-89750591	0.3923
NM_198526	chr15(.):90539751-90630432	0.4999
NR_027992	chr15(.):20869796-20966480	0.0608
NR_027053	chr15(.):21927513-21945739	0.2323
NR_024387	chr15(.):22009419-22021878	0.0899
NM_015995	chr15(.):31614082-31675102	0.8005
NM_003134	chr15(.):40322890-40336389	0.2938
NM_001003942	chr15(.):40375091-40403287	1.0364
NM_033503	chr15(.):40375091-40403639	1.0273
NM_001003940	chr15(.):40375091-40406075	0.968
NM_001080791	chr15(.):40840297-40862252	0.9717
NM_152260	chr15(.):40856536-40871661	0.3704
NR_002208	chr15(.):40819082-40829749	0.1076
NM_198524	chr15(.):56652643-56743072	0.3601
NM_182703	chr15(.):65199100-65256041	0.1575
NM_017882	chr15(.):68494329-68527080	0.5706
NM_015322	chr15(.):68565140-68588640	0.9731
NR_030714	chr15(.):70366710-70376807	0.1234
NM_000781	chr15(.):74625102-74665081	0.0914
NM_001099773	chr15(.):74625102-74663553	0.0913
NM_001127190	chr15(.):75069424-75100539	0.7311
NM_000761	chr15(.):75036183-75053941	0.0759
NM_000499	chr15(.):75006882-75022877	0.2047
NM_021819	chr15(.):75100193-75123099	0.1226
NM_001030005	chr15(.):75113950-75129136	0.0946
NM_021823	chr15(.):75310926-75348067	1.1931
NM_138967	chr15(.):75282875-75318836	0.7809
NM_004513	chr15(.):81584253-81610104	0.8428
NM_181900	chr15(.):81600006-81621524	0.3876
NM_002168	chr15(.):90622211-90650708	0.976
NR_033769	chr15(.):93333713-93345338	0.0736
NM_015914	chr16(.):11767942-11841648	1.3555
NM_013302	chr16(.):22212591-22305066	0.1337
NM_000336	chr16(.):23308590-23397620	0.8359
NM_000078	chr16(.):56990834-57022756	0.1675
NM_012320	chr16(.):68274246-68299961	0.8307
NM_004360	chr16(.):68766194-68874444	0.2519
NM_002661	chr16(.):81807929-81996899	0.1649
NM_175931	chr16(.):88936262-89012608	0.0328
NM_005187	chr16(.):88936262-89048504	0.2379
NM_003498	chr16(.):11757288-11778015	1.3336
NM_001130007	chr16(.):11956984-12015519	0.1698
NM_001130006	chr16(.):11956984-12014825	0.1702
NM_001192	chr16(.):12053963-12066925	4.091
NM_032167	chr16(.):12065601-12152141	0.1681
NM_001039182	chr16(.):29459913-29471285	0.565
NM_001017389	chr16(.):29462126-29481280	0.5419
NM_003166	chr16(.):29462126-29481301	0.5498
NM_178044	chr16(.):29460821-29474545	0.5517
NR_002454	chr16(.):29455665-29466236	0.4844
NR_002556	chr16(.):29471288-29483899	0.6088
NR_037608	chr16(.):29461411-29481301	0.5345
NM_001017390	chr16(.):29466206-29481301	0.3893
NR_024370	chr16(.):29870003-29884374	0.6709
NM_002383	chr16(.):29812854-29827504	1.0707
NR_015396	chr16(.):29870154-29884374	0.6778
NM_145239	chr16(.):29818408-29832202	0.8894
NM_007317	chr16(.):29797057-29821706	0.6196
NM_006319	chr16(.):29864677-29879578	0.6509
NM_024516	chr16(.):29822527-29838816	0.6972
NM_152338	chr16(.):29784560-29796840	0.0933
NM_005115	chr16(.):29826714-29864360	0.2869
NM_001039182	chr16(.):30199255-30210627	0.5649
NM_178044	chr16(.):30200163-30213887	0.551
NM_003166	chr16(.):30201468-30220650	0.5396
NM_001017389	chr16(.):30201468-30220620	0.5361
NM_001193333	chr16(.):30189730-30205396	0.8353
NR_002454	chr16(.):30195004-30205575	1.2261
NR_037608	chr16(.):30200753-30220650	0.5254
NR_002556	chr16(.):30210637-30223248	0.5596
NR_002555	chr16(.):30229349-30261932	0.1502
NM_001017390	chr16(.):30205548-30220650	0.3866
NM_138447	chr16(.):30609699-30626682	0.3756
NM_024031	chr16(.):30657240-30672734	1.1066
NM_001105079	chr16(.):30670777-30687131	0.2475
NR_002966	chr16(.):30716857-30726986	0.0429
NM_006662	chr16(.):30705461-30756450	0.2839
NM_001126108	chr16(.):56894118-56954762	1.1941
NM_001010989	chr16(.):56960747-56982793	1.9054
NM_032206	chr16(.):57018409-57122436	0.1574
NM_001172643	chr16(.):66536905-66589194	1.1033
NM_001172644	chr16(.):66536905-66589315	1.1012
NM_052999	chr16(.):66595349-66618038	0.0875
NM_181641	chr16(.):66581471-66604971	0.5146
NM_181271	chr16(.):66595293-66618038	0.0874
NM_001040138	chr16(.):66581465-66605154	0.5105
NM_024939	chr16(.):68257449-68275136	0.2448
NM_001184824	chr16(.):68339876-68396169	0.2214
NM_003983	chr16(.):68293422-68340722	0.4117
NM_032178	chr16(.):68329517-68349868	0.2234
NM_021962	chr17(.):901758-1088131	0.2471
NM_001159746	chr17(.):901758-1095616	0.2416
NM_003342	chr17(.):4167511-4274969	0.117
NM_020761	chr17(.):78513624-78945173	0.1838
NM_001092	chr17(.):901758-1017324	0.28
NM_002558	chr17(.):3794884-3824960	0.7161
NM_005022	chr17(.):4843946-4856825	1.7238
NM_153357	chr17(.):6939948-6952242	0.1441
NM_001033553	chr17(.):19985334-20223067	0.1721
NM_001033555	chr17(.):20054401-20223067	0.2082
NM_003170	chr17(.):26984301-27034249	0.1643
NM_183232	chr17(.):37916198-38025441	0.4982
NR_027774	chr17(.):43508265-43573146	0.4219
NM_003726	chr17(.):46205801-46512594	0.0981
NM_001433	chr17(.):62115389-62212502	0.6129
NM_014960	chr17(.):66250322-66422000	0.1855
NR_036488	chr17(.):70394462-70593943	0.2332
NM_004252	chr17(.):72739762-72770499	0.5464
NM_001003716	chr17(.):73639944-73668269	0.9552
NM_004259	chr17(.):73617949-73668265	0.6569
NM_001113492	chr17(.):75278972-75501678	0.3462
NM_006640	chr17(.):75310596-75501678	0.3908
NM_001113491	chr17(.):75272491-75501678	0.3459
NM_001163075	chr17(.):76137433-76167364	1.1441
NM_017456	chr17(.):76665129-76783376	0.4825
NM_024648	chr17(.):80342085-80381513	0.2567
NM_020310	chr17(.):2282353-2309258	0.8771
NR_028335	chr17(.):2305274-2323730	0.0971
NM_172206	chr17(.):3758616-3799037	0.1666
NM_172207	chr17(.):3763450-3801337	0.1721
NM_174957	chr17(.):3822168-3872736	0.1913
NM_000080	chr17(.):4796063-4811369	0.09
NM_001145536	chr17(.):4797947-4811227	0.0969
NM_001165417	chr17(.):4835425-4848462	0.49
NM_000173	chr17(.):4830591-4843325	0.1804
NM_015528	chr17(.):4838629-4853517	1.5056
NM_006612	chr17(.):4896242-4936694	0.1499
NM_015099	chr17(.):4866286-4895960	0.4028
NM_001171168	chr17(.):4866286-4895665	0.4065
NM_053013	chr17(.):4849383-4865426	1.2733
NM_001167985	chr17(.):4886424-4905905	0.4356
NM_004890	chr17(.):4857520-4876132	0.4018
NM_001004333	chr17(.):6910797-6922851	2.2346
NM_001142799	chr17(.):6913072-6925839	2.2935
NM_201566	chr17(.):6934393-6948440	0.2942
NR_029712	chr17(.):6915933-6926020	1.8759
NM_181844	chr17(.):6921368-6937961	0.2651
NM_000697	chr17(.):6894383-6919055	1.0156
NR_030178	chr17(.):6916229-6926341	1.7626
NM_001143775	chr17(.):7141905-7159995	0.9284
NM_015982	chr17(.):7186570-7202876	0.1028
NM_001185023	chr17(.):7158221-7171264	0.0813
NM_001185022	chr17(.):7158221-7171512	0.0802
NM_001128827	chr17(.):7088209-7125928	0.1933
NM_000018	chr17(.):7118152-7133585	0.2246
NM_004422	chr17(.):7123660-7142863	0.3293
NM_007278	chr17(.):7138737-7150753	0.7939
NM_024297	chr17(.):7133346-7147825	0.86
NM_001365	chr17(.):7088209-7128369	0.1852
NM_203415	chr17(.):7150371-7168259	0.4984
NM_015362	chr17(.):7150550-7168259	0.5021
NM_001042	chr17(.):7180053-7196367	0.1148
NM_015343	chr17(.):7141905-7160259	0.9152
NR_029896	chr17(.):7121615-7131698	0.2895
NM_012452	chr17(.):16837397-16880402	1.2737
NR_024007	chr17(.):17674999-17687843	0.1128
NM_004176	chr17(.):17709662-17745325	0.6075
NR_030361	chr17(.):17712149-17722245	0.1175
NM_001102664	chr17(.):19135689-19245028	0.2781
NM_015681	chr17(.):19241482-19271046	0.1916
NR_031591	chr17(.):19242818-19252887	0.121
NR_023380	chr17(.):20219486-20310504	0.1112
NM_006923	chr17(.):26970606-26993933	0.4283
NR_000010	chr17(.):27044599-27054671	0.9427
NR_000009	chr17(.):27045698-27055772	1.5298
NM_031934	chr17(.):27036298-27049908	0.5397
NM_001142625	chr17(.):27036298-27050286	0.53
NM_000984	chr17(.):27041999-27056374	1.2942
NM_138463	chr17(.):27046365-27058230	1.5458
NR_000014	chr17(.):27045446-27055509	1.2747
NR_000013	chr17(.):27042567-27052634	0.6115
NM_004295	chr17(.):27066022-27082976	0.273
NM_152465	chr17(.):27025533-27043872	0.128
NR_024579	chr17(.):27036298-27050251	0.5312
NM_001160407	chr17(.):27046365-27058949	1.4628
NM_178170	chr17(.):27050831-27074784	0.726
NM_002981	chr17(.):32682398-32695252	0.8532
NM_005408	chr17(.):32678470-32690629	0.2406
NM_005623	chr17(.):32641065-32653421	0.092
NM_002983	chr17(.):34410602-34422506	2.7265
NM_002988	chr17(.):34386642-34403841	0.1496
NM_002984	chr17(.):34426219-34438014	1.0619
NM_021006	chr17(.):34517267-34529156	4.1612
NM_001001418	chr17(.):34576084-34597027	0.3287
NM_001001435	chr17(.):34533467-34545274	1.6518
NM_001001437	chr17(.):34517267-34529147	4.1633
NM_001001417	chr17(.):34488060-34508988	0.3284
NM_021006	chr17(.):34618841-34630730	3.3259
NM_001001437	chr17(.):34618841-34630721	3.3274
NM_001001435	chr17(.):34635033-34646840	1.6306
NM_001001418	chr17(.):34741118-34813091	0.2176
NM_001130677	chr17(.):36822958-36836187	0.3041
NM_005937	chr17(.):36856872-36891056	0.7565
NM_007144	chr17(.):36885149-36909558	0.4217
NM_002795	chr17(.):36904001-36925478	0.3548
NM_001136498	chr17(.):36881509-36896858	0.2021
NM_018530	chr17(.):38055847-38078793	0.0989
NM_001042471	chr17(.):38055847-38079903	0.0998
NM_198844	chr17(.):38019454-38039149	0.9837
NM_021724	chr17(.):38244036-38261973	0.6926
NM_001190919	chr17(.):38213445-38255120	0.235
NM_001190918	chr17(.):38214067-38255120	0.2363
NM_014815	chr17(.):38170349-38215889	0.0875
NM_007359	chr17(.):38291506-38333431	0.2015
NM_001012241	chr17(.):38273789-38298045	0.5132
NM_001145301	chr17(.):38469472-38518895	0.7928
NM_152219	chr17(.):38511904-38525945	0.1068
NM_000964	chr17(.):38460422-38518895	0.7509
NM_001024809	chr17(.):38493270-38518895	0.0937
NM_001254	chr17(.):38439145-38464413	0.2795
NM_152343	chr17(.):43326759-43344479	0.1036
NM_005892	chr17(.):43294291-43329683	2.0202
NR_024434	chr17(.):43320302-43350997	0.2309
NR_024435	chr17(.):43334557-43350997	0.0932
NM_174919	chr17(.):43501717-43515282	0.5797
NM_199282	chr17(.):43466267-43508012	0.1778
NM_001159330	chr17(.):43466267-43488449	0.1867
NR_036199	chr17(.):43547728-43557801	0.0726
NM_002144	chr17(.):46601806-46613272	0.1127
NM_000250	chr17(.):56342216-56363296	0.1074
NM_004758	chr17(.):56373593-56411152	0.4634
NM_003168	chr17(.):56417538-56434563	0.784
NR_029683	chr17(.):56403592-56413679	1.6946
NR_004380	chr17(.):62218437-62228517	0.6012
NR_002995	chr17(.):62218698-62228831	0.6019
NR_036199	chr17(.):62813147-62823220	0.0764
NR_026903	chr17(.):62957667-62976703	0.7968
NR_027283	chr17(.):66189800-66201443	0.2312
NM_016627	chr17(.):66239144-66258305	0.7206
NM_001174166	chr17(.):66258166-66292405	0.4817
NR_033876	chr17(.):70589179-70641611	0.2633
NM_001163989	chr17(.):72727958-72748474	0.6407
NM_001006638	chr17(.):72728355-72748474	0.6519
NM_139018	chr17(.):72685451-72714108	0.1215
NM_175738	chr17(.):72662255-72748474	0.2603
NR_037409	chr17(.):72739751-72749838	0.7343
NM_017728	chr17(.):72767621-72840922	0.0976
NM_015654	chr17(.):72761685-72777470	0.1858
NR_003587	chr17(.):73579138-73627927	0.1171
NM_001162995	chr17(.):73624513-73642486	1.0102
NR_028439	chr17(.):73627674-73642486	1.2153
NM_001162997	chr17(.):73637645-73649057	1.7203
NM_013260	chr17(.):73658398-73709139	0.2886
NM_173547	chr17(.):73880040-73898054	0.3869
NM_033452	chr17(.):73865244-73879656	1.5888
NM_012478	chr17(.):73836779-73856501	0.2739
NM_199242	chr17(.):73818307-73845798	0.1042
NM_032478	chr17(.):73889723-73906181	0.5588
NR_027058	chr17(.):75079724-75096068	1.624
NR_003013	chr17(.):75080388-75090575	1.7918
NM_001143998	chr17(.):75132004-75218181	0.8276
NM_001144001	chr17(.):75176294-75218181	0.5209
NM_001113495	chr17(.):75466324-75501678	0.1313
NM_001113493	chr17(.):75364271-75501678	0.3792
NM_001113496	chr17(.):75441612-75501678	0.2191
NM_001113494	chr17(.):75367164-75501678	0.3731
NR_036200	chr17(.):75388065-75398136	0.0684
NM_152468	chr17(.):76121858-76144049	0.8914
NM_007267	chr17(.):76103998-76133488	0.6046
NM_001127198	chr17(.):76103998-76129861	0.6709
NM_001010982	chr17(.):76178436-76208782	0.1063
NM_001012270	chr17(.):76205276-76226716	0.117
NM_003258	chr17(.):76165159-76188285	0.5951
NM_004710	chr17(.):76159670-76174009	1.1646
NR_002219	chr17(.):76205320-76225783	0.1182
NM_001145526	chr17(.):76178442-76208782	0.1063
NR_027083	chr17(.):76178397-76198641	0.1313
NM_001100407	chr17(.):80395462-80413707	0.9158
NM_001193655	chr17(.):80395462-80412602	0.9721
NM_001038618	chr17(.):80411059-80451143	0.3125
NM_001083608	chr17(.):80411539-80451143	0.3158
NM_173620	chr17(.):80371251-80405516	0.1774
NR_036519	chr17(.):80402590-80413707	1.4626
