REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_5968_lociStitched	chr11	64611367	64634713	4	16999	43589.3166	170	1	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.3599	170	1
4_MACS_peak_27943_lociStitched	chr5	139011970	139033023	4	16760	31371.0753	171	1	CXXC5		CXXC5	CXXC5	0.7851	171	1
8_MACS_peak_15221_lociStitched	chr17	76116284	76144300	8	16715	30083.5808	172	1	TMC8,C17orf99,TMC6	SYNGR2,AFMID,TK1	TMC6	SYNGR2	1.3187	172	1
1_MACS_peak_24812_lociStitched	chr3	141119122	141135802	1	16681	35708.544	173	1	ZBTB38		RASA2	RASA2	NONE	173	1
7_MACS_peak_5870_lociStitched	chr11	62357493	62383092	7	16576	34059.4695	174	1	ROM1,TUT1,MTA2,EML3,B3GAT3	METTL12,SNORA57,AHNAK,EEF1G,GANAB,INTS5	MTA2	MTA2	0.8045	174	1
5_MACS_peak_28304_lociStitched	chr5	171595382	171620757	5	16510	31393.95	175	1	STK10	EFCAB9	STK10	STK10	0.3116	175	1
5_MACS_peak_2191_lociStitched	chr1	153929015	153951461	5	16504	42185.0124	176	1	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	SLC39A1	SLC39A1	1.7681	176	1
4_MACS_peak_2358_lociStitched	chr1	156761868	156787150	4	16363	31010.9012	177	1	PRCC,NTRK1,SH2D2A	NTRK1,HDGF,INSRR	NTRK1	HDGF	2.2825	177	1
5_MACS_peak_4059_lociStitched	chr10	43887253	43906206	5	16328	33181.0171	178	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7885	178	1
3_MACS_peak_35890_lociStitched	chrX	48767914	48784315	3	16326	25518.3159	179	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.4149	179	1
10_MACS_peak_14154_lociStitched	chr17	34516276	34540004	10	16281	16139.7856	180	1	CCL4L1,CCL3L1,CCL3L3	TBC1D3B	CCL3L1	CCL3L1	0.5306	180	1
4_MACS_peak_20570_lociStitched	chr2	219741506	219763669	4	16142	35884.1133	181	1	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.5392	181	1
3_MACS_peak_29581_lociStitched	chr6	56619091	56637973	3	16114	26495.2224	182	1			DST	DST	NONE	182	1
4_MACS_peak_12559_lociStitched	chr16	29815339	29837404	4	16087	37713.498	183	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.0534	183	1
3_MACS_peak_33470_lociStitched	chr8	103658921	103676049	3	16069	33231.7456	184	1	KLF10		KLF10	KLF10	1.8165	184	1
2_MACS_peak_3482_lociStitched	chr1	234733479	234749623	2	16024	61222.8912	185	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.8648	185	1
6_MACS_peak_14300_lociStitched	chr17	38465655	38484713	6	16015	20771.3142	186	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.4621	186	1
6_MACS_peak_23071_lociStitched	chr22	39911136	39930955	6	15906	33022.4178	187	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.737	187	1
9_MACS_peak_12124_lociStitched	chr16	9162216	9193906	9	15888	33569.217	188	1	C16orf72		C16orf72	C16orf72	0.533	188	1
4_MACS_peak_13281_lociStitched	chr16	85631766	85648276	4	15855	27406.6	189	1	KIAA0182		KIAA0182	KIAA0182	0.2984	189	1
5_MACS_peak_18746_lociStitched	chr2	38946084	38969096	5	15819	26831.992	190	1	GALM	GEMIN6,SRSF7	SRSF7	SRSF7	0.8681	190	1
4_MACS_peak_620_lociStitched	chr1	26436499	26454180	4	15774	27693.7503	191	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	1.1755	191	1
6_MACS_peak_23557_lociStitched	chr3	13449806	13470805	6	15747	27928.67	192	1	NUP210		NUP210	NUP210	0.9627	192	1
5_MACS_peak_35326_lociStitched	chr9	138467724	138486353	5	15703	28567.5715	193	1	LOC100130954	OBP2A,PAEP,GLT6D1	LOC100130954	LOC100130954	1.3076	193	1
5_MACS_peak_3798_lociStitched	chr10	12390001	12411609	5	15678	32809.5872	194	1	CAMK1D		CAMK1D	CAMK1D	0.2473	194	1
5_MACS_peak_27802_lociStitched	chr5	131791043	131815940	5	15599	21227.1822	195	1	C5orf56	IRF1	IRF1	IRF1	0.5379	195	1
4_MACS_peak_16239_lociStitched	chr19	2606071	2622661	4	15554	41783.574	196	1	GNG7		GNG7	GNG7	0.6345	196	1
6_MACS_peak_11424_lociStitched	chr15	78336379	78362640	6	15513	18167.3598	197	1	TBC1D2B	SH2D7,LOC91450	TBC1D2B	TBC1D2B	0.46	197	1
8_MACS_peak_13968_lociStitched	chr17	27262012	27280384	8	15510	26407.9128	198	1	PHF12	FLOT2,DHRS13	PHF12	DHRS13	0.6634	198	1
3_MACS_peak_35893_lociStitched	chrX	48790698	48806369	3	15434	18728.4121	199	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.4149	199	1
7_MACS_peak_4436_lociStitched	chr10	80851169	80868808	7	15433	17328.5536	200	1	ZMIZ1	LOC283050	ZMIZ1	ZMIZ1	0.5999	200	1
5_MACS_peak_23861_lociStitched	chr3	46130475	46154064	5	15389	26457.4224	201	1			XCR1	XCR1	NONE	201	1
3_MACS_peak_29753_lociStitched	chr6	90054385	90070070	3	15353	25731.2425	202	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.7316	202	1
3_MACS_peak_12582_lociStitched	chr16	30193885	30213154	3	15330	43655.8464	203	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	1.9877	203	1
4_MACS_peak_18711_lociStitched	chr2	37869277	37885391	4	15318	25447.2288	204	1	CDC42EP3		CDC42EP3	CDC42EP3	1.1377	204	1
13_MACS_peak_6998_lociStitched	chr12	7046110	7088407	13	15315	19917.6573	205	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	MIR200C	MIR200C	0.5235	205	1
5_MACS_peak_2303_lociStitched	chr1	155940207	155961857	5	15309	43271.855	206	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	2.1767	206	1
6_MACS_peak_22717_lociStitched	chr22	29206532	29225519	6	15306	26207.7561	207	1		CCDC117,XBP1	XBP1	XBP1	1.7794	207	1
6_MACS_peak_27614_lociStitched	chr5	109023752	109045373	6	15287	27856.4964	208	1	MAN2A1		MAN2A1	MAN2A1	0.2269	208	1
8_MACS_peak_984_lociStitched	chr1	40023991	40049752	8	15237	18766.8885	209	1	PPIEL,PABPC4,SNORA55		SNORA55	SNORA55	0.4982	209	1
5_MACS_peak_30454_lociStitched	chr6	160388841	160410942	5	15182	24828.2634	210	1	IGF2R		IGF2R	IGF2R	0.2533	210	1
8_MACS_peak_17066_lociStitched	chr19	19264556	19286651	8	15168	23049.504	211	1	MEF2B,LOC729991-MEF2B	RFXANK,NCAN,TMEM161A,NR2C2AP	MEF2B	MEF2B	0.717	211	1
3_MACS_peak_29446_lociStitched	chr6	44213242	44234183	3	15150	32678.4305	212	1	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.9737	212	1
4_MACS_peak_745_lociStitched	chr1	28826860	28846304	4	15109	25745.8004	213	1	PHACTR4,RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.6544	213	1
3_MACS_peak_32624_lociStitched	chr8	11308140	11326120	3	14994	32277.696	214	1	FAM167A	BLK	FAM167A	FAM167A	1.0874	214	1
6_MACS_peak_19614_lociStitched	chr2	111612125	111634261	6	14975	26875.3176	215	1	ACOXL		ACOXL	ACOXL	0.1856	215	1
1_MACS_peak_7607_lociStitched	chr12	57105145	57120091	1	14947	24565.2456	216	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	1.1238	216	1
5_MACS_peak_31849_lociStitched	chr7	104633489	104659306	5	14931	41697.0367	217	1	MLL5,LOC100216545		LOC100216545	LOC100216545	2.6552	217	1
3_MACS_peak_2657_lociStitched	chr1	179048066	179063174	3	14927	36476.7552	218	1	TOR3A	ABL2	TOR3A	TOR3A	1.5844	218	1
3_MACS_peak_1224_lociStitched	chr1	51432445	51447848	3	14888	37302.9854	219	1	CDKN2C	FAF1	CDKN2C	CDKN2C	2.2625	219	1
2_MACS_peak_8034_lociStitched	chr12	108951883	108970218	2	14827	29506.5155	220	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.7241	220	1
7_MACS_peak_16206_lociStitched	chr19	2254050	2274853	7	14816	40686.5074	221	1	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	OAZ1	1.6487	221	1
5_MACS_peak_27526_lociStitched	chr5	95250221	95270425	5	14802	23436.64	222	1	ELL2		ELL2	ELL2	0.5795	222	1
4_MACS_peak_5864_lociStitched	chr11	62306223	62326537	4	14780	21882.2408	223	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.8045	223	1
8_MACS_peak_4801_lociStitched	chr10	105224475	105245745	8	14750	22025.085	224	1	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.1394	224	1
4_MACS_peak_33478_lociStitched	chr8	103793287	103810580	4	14739	30153.8041	225	1			AZIN1	AZIN1	0.3389	225	1
1_MACS_peak_23875_lociStitched	chr3	46389733	46404465	1	14733	32251.2944	226	1	CCR2	CCR5,CCRL2	CCR2	CCR2	2.0596	226	1
6_MACS_peak_15249_lociStitched	chr17	76337197	76357455	6	14707	27982.3754	227	1	SOCS3	PGS1	SOCS3	SOCS3	1.2623	227	1
6_MACS_peak_18242_lociStitched	chr2	1644296	1665081	6	14703	26151.687	228	1	PXDN		PXDN	PXDN	0.419	228	1
8_MACS_peak_10421_lociStitched	chr14	106452740	106473342	8	14688	18125.6396	229	1		ADAM6	ADAM6	ADAM6	0.0047	229	1
4_MACS_peak_16789_lociStitched	chr19	13943760	13961855	4	14659	34123.551	230	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.0143	230	1
4_MACS_peak_21637_lociStitched	chr20	48284391	48305092	4	14658	21659.4563	231	1	B4GALT5		B4GALT5	B4GALT5	0.4541	231	1
4_MACS_peak_2296_lociStitched	chr1	155900520	155918841	4	14624	32908.1802	232	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	2.1767	232	1
3_MACS_peak_31575_lociStitched	chr7	87548887	87565039	3	14616	23139.3552	233	1	ADAM22	DBF4,SLC25A40	ADAM22	DBF4	0.2746	233	1
10_MACS_peak_11947_lociStitched	chr16	2178204	2207097	10	14607	24743.9652	234	1	RAB26,TRAF7,PKD1,MIR3180-5,SNORD60	MLST8,MIR1225,CASKIN1	RAB26	RAB26	0.7387	234	1
4_MACS_peak_4815_lociStitched	chr10	105445120	105466738	4	14583	33419.2662	235	1	SH3PXD2A		SH3PXD2A	SH3PXD2A	0.2478	235	1
3_MACS_peak_653_lociStitched	chr1	27018521	27034803	3	14568	33666.2914	236	1	ARID1A		ARID1A	ARID1A	0.6225	236	1
4_MACS_peak_27057_lociStitched	chr5	32530376	32545589	4	14535	27810.8853	237	1		SUB1	SUB1	SUB1	0.5237	237	1
4_MACS_peak_28353_lociStitched	chr5	173159729	173178027	4	14531	36702.1284	238	1			BOD1	BOD1	NONE	238	1
8_MACS_peak_28509_lociStitched	chr5	180228484	180248976	8	14521	28582.2416	239	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.961	239	1
2_MACS_peak_7084_lociStitched	chr12	12866182	12881589	2	14516	24873.0608	240	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.6345	240	1
6_MACS_peak_19376_lociStitched	chr2	89442070	89459891	6	14453	17703.3814	241	1			ANKRD36BP2	ANKRD36BP2	NONE	241	1
8_MACS_peak_30169_lociStitched	chr6	137071866	137097002	8	14395	15765.2992	242	1	MAP3K5	PEX7	MAP3K5	MAP3K5	0.2543	242	1
7_MACS_peak_17368_lociStitched	chr19	39159852	39187066	7	14327	26762.2476	243	1	ACTN4	CAPN12	ACTN4	ACTN4	0.4537	243	1
7_MACS_peak_23364_lociStitched	chr22	50963007	50984714	7	14290	23308.9766	244	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.2697	244	1
5_MACS_peak_25372_lociStitched	chr3	195258222	195278321	5	14279	25803.0962	245	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.6739	245	1
8_MACS_peak_32953_lociStitched	chr8	39963752	39979088	8	14259	9959.1984	246	1		C8orf4	C8orf4	C8orf4	0.1902	246	1
8_MACS_peak_12400_lociStitched	chr16	22195213	22218978	8	14241	21324.3345	247	1	EEF2K		EEF2K	EEF2K	0.125	247	1
7_MACS_peak_26918_lociStitched	chr5	14211931	14229663	7	14193	15011.9112	248	1	TRIO		TRIO	TRIO	0.1299	248	1
4_MACS_peak_26832_lociStitched	chr5	1311444	1330382	4	14148	37857.062	249	1	CLPTM1L	TERT	CLPTM1L	CLPTM1L	1.3971	249	1
3_MACS_peak_7627_lociStitched	chr12	57622036	57639856	3	14120	34975.314	250	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	1.8936	250	1
5_MACS_peak_11971_lociStitched	chr16	2551034	2571765	5	14085	32667.9098	251	1	TBC1D24,ATP6V0C,AMDHD2	C16orf59,NTN3,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	1.6631	251	1
7_MACS_peak_24726_lociStitched	chr3	133181144	133199941	7	14047	18900.3835	252	1	BFSP2		BFSP2	BFSP2	0.4249	252	1
4_MACS_peak_20725_lociStitched	chr2	233938760	233954027	4	14017	30708.0438	253	1	INPP5D	NEU2	INPP5D	INPP5D	0.3182	253	1
6_MACS_peak_14370_lociStitched	chr17	40713220	40740323	6	14007	28195.2509	254	1	COASY,MLX,PSMC3IP,FAM134C	NAGLU,HSD17B1,TUBG1	PSMC3IP	TUBG1	1.3106	254	1
13_MACS_peak_14169_lociStitched	chr17	34616957	34641467	13	13939	12725.592	255	1	CCL4L1,CCL3L1,CCL3L3	TBC1D3C	TBC1D3C	TBC1D3C	0.1157	255	1
5_MACS_peak_733_lociStitched	chr1	28558302	28578401	5	13907	30019.8664	256	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.9136	256	1
6_MACS_peak_14363_lociStitched	chr17	40680947	40701131	6	13887	25498.4472	257	1	NAGLU	HSD17B1,COASY,MLX,PSMC3IP	NAGLU	NAGLU	1.2792	257	1
3_MACS_peak_33265_lociStitched	chr8	81045954	81061362	3	13873	18509.6304	258	1	TPD52		TPD52	TPD52	0.3501	258	1
8_MACS_peak_195_lociStitched	chr1	9460131	9489830	8	13873	23863.1465	259	1			SPSB1	SPSB1	0.6265	259	1
3_MACS_peak_14700_lociStitched	chr17	48979246	48997941	3	13865	42237.6135	260	1		TOB1	TOB1	TOB1	1.8026	260	1
8_MACS_peak_22972_lociStitched	chr22	38609645	38629648	8	13863	20047.0066	261	1	MAFF,TMEM184B	PLA2G6	MAFF	MAFF	0.6494	261	1
2_MACS_peak_30951_lociStitched	chr7	29712665	29726523	2	13845	27454.0838	262	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.827	262	1
4_MACS_peak_21999_lociStitched	chr21	34599775	34614529	4	13780	33436.9902	263	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.1114	263	1
8_MACS_peak_35632_lociStitched	chrX	19864895	19887436	8	13780	15156.5684	264	1	SH3KBP1	SH3KBP1	SH3KBP1	SH3KBP1	0.2274	264	1
1_MACS_peak_2355_lociStitched	chr1	156709366	156723132	1	13767	43843.3334	265	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	HDGF	HDGF	2.2825	265	1
6_MACS_peak_5940_lociStitched	chr11	63992689	64019603	6	13746	27360.7724	266	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9245	266	1
4_MACS_peak_7155_lociStitched	chr12	26266048	26280177	4	13740	17261.3993	267	1	BHLHE41		BHLHE41	BHLHE41	0.9785	267	1
3_MACS_peak_633_lociStitched	chr1	26632248	26649006	3	13725	23493.0402	268	1	CD52,UBXN11,AIM1L	SH3BGRL3	CD52	CD52	1.2427	268	1
5_MACS_peak_33663_lociStitched	chr8	126340171	126356023	5	13708	20631.378	269	1	NSMCE2		TRIB1	TRIB1	1.5616	269	1
4_MACS_peak_12242_lociStitched	chr16	14486577	14502457	4	13690	24537.776	270	1			MIR365-1	MIR365-1	0.8282	270	1
3_MACS_peak_33788_lociStitched	chr8	134508424	134522531	3	13649	21239.4992	271	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5184	271	1
2_MACS_peak_1950_lociStitched	chr1	144921600	144938775	2	13640	40548.4575	272	1	PDE4DIP		PDE4DIP	PDE4DIP	0.5664	272	1
3_MACS_peak_22652_lociStitched	chr22	24819373	24834134	3	13599	30162.6274	273	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.2716	273	1
1_MACS_peak_33482_lociStitched	chr8	103815143	103828738	1	13596	40765.967	274	1		AZIN1	AZIN1	AZIN1	0.3389	274	1
4_MACS_peak_25682_lociStitched	chr4	10094675	10112034	4	13576	20268.3684	275	1	WDR1	MIR3138	WDR1	WDR1	0.5978	275	1
2_MACS_peak_18317_lociStitched	chr2	8651694	8667176	2	13558	24747.977	276	1			ID2	ID2	NONE	276	1
6_MACS_peak_19106_lociStitched	chr2	70330304	70353779	6	13557	25148.7675	277	1	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	1.8898	277	1
3_MACS_peak_15542_lociStitched	chr18	9060443	9074678	3	13531	26277.81	278	1		NDUFV2	NDUFV2	NDUFV2	0.5579	278	1
1_MACS_peak_3292_lociStitched	chr1	226839255	226852784	1	13530	29265.9328	279	1	ITPKB		ITPKB	ITPKB	0.4565	279	1
7_MACS_peak_32324_lociStitched	chr7	147899011	147916736	7	13524	13706.7425	280	1	CNTNAP2,MIR548T		MIR548T	MIR548T	0.1764	280	1
4_MACS_peak_36526_lociStitched	chrX	152973708	152994638	4	13516	23847.642	281	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	BCAP31	BCAP31	0.7484	281	1
7_MACS_peak_5077_lociStitched	chr10	128109526	128129724	7	13493	16588.6174	282	1	C10orf90	ADAM12	ADAM12	ADAM12	0.0665	282	1
1_MACS_peak_23187_lociStitched	chr22	43057511	43071000	1	13490	24826.5045	283	1		RNU12,POLDIP3,ATP5L2,CYB5R3,A4GALT	CYB5R3	RNU12	0.8786	283	1
5_MACS_peak_27445_lociStitched	chr5	87954708	87976555	5	13486	28510.335	284	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.5171	284	1
4_MACS_peak_4289_lociStitched	chr10	73619245	73635239	4	13475	29230.6344	285	1		CDH23,PSAP	PSAP	PSAP	0.4118	285	1
3_MACS_peak_12183_lociStitched	chr16	11665630	11682148	3	13437	22452.9174	286	1	LITAF		LITAF	LITAF	0.5323	286	1
6_MACS_peak_27515_lociStitched	chr5	95143216	95162073	6	13430	18877.7427	287	1	GLRX	C5orf27	GLRX	GLRX	0.934	287	1
2_MACS_peak_3403_lociStitched	chr1	230256025	230270534	2	13426	20594.0746	288	1	GALNT2		GALNT2	GALNT2	0.2934	288	1
1_MACS_peak_19772_lociStitched	chr2	127412778	127426192	1	13415	34563.8538	289	1	GYPC		GYPC	GYPC	0.7596	289	1
5_MACS_peak_17413_lociStitched	chr19	39920777	39939446	5	13397	20345.4762	290	1	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,PAF1	RPS16	ZFP36	3.31	290	1
6_MACS_peak_34005_lociStitched	chr9	746624	764823	6	13347	18408.2885	291	1		KANK1	KANK1	KANK1	0.3889	291	1
4_MACS_peak_25881_lociStitched	chr4	48191834	48207578	4	13340	20868.672	292	1	TEC		TXK	TXK	NONE	292	1
7_MACS_peak_12921_lociStitched	chr16	67189053	67218674	7	13336	25420.7422	293	1	FBXL8,HSF4,NOL3,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	NOL3	0.7997	293	1
4_MACS_peak_15903_lociStitched	chr18	55089370	55109212	4	13331	18274.482	294	1	ONECUT2		ONECUT2	ONECUT2	0.2483	294	1
4_MACS_peak_327_lociStitched	chr1	15726364	15744603	4	13329	23783.656	295	1	EFHD2	CTRC,CELA2A	EFHD2	EFHD2	0.6171	295	1
6_MACS_peak_16431_lociStitched	chr19	6765941	6789335	6	13301	25445.6538	296	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	1.1125	296	1
1_MACS_peak_22716_lociStitched	chr22	29185965	29199229	1	13265	27993.672	297	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	1.7794	297	1
4_MACS_peak_23423_lociStitched	chr3	5227204	5242093	4	13255	22716.1473	298	1	EDEM1		EDEM1	EDEM1	0.615	298	1
6_MACS_peak_33583_lociStitched	chr8	120915273	120933473	6	13238	13395.2	299	1	DEPDC6	DSCC1	DEPDC6	DSCC1	0.3225	299	1
3_MACS_peak_26865_lociStitched	chr5	6445985	6460822	3	13226	32021.2134	300	1	UBE2QL1		UBE2QL1	UBE2QL1	1.3535	300	1
4_MACS_peak_17932_lociStitched	chr19	50422354	50441587	4	13216	37181.2356	301	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	ATF5	1.6916	301	1
5_MACS_peak_27685_lociStitched	chr5	118668296	118683975	5	13165	20241.589	302	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.4742	302	1
4_MACS_peak_11314_lociStitched	chr15	74906146	74924479	4	13149	27673.6635	303	1	CLK3,EDC3		CLK3	CLK3	0.9447	303	1
1_MACS_peak_14488_lociStitched	chr17	43296479	43309626	1	13148	48764.8524	304	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.6148	304	1
6_MACS_peak_13336_lociStitched	chr16	88747208	88773573	6	13133	20016.308	305	1	MGC23284,CTU2,SNAI3,RNF166	IL17C,MGC23284,CYBA,MVD	SNAI3	MVD	0.6425	305	1
2_MACS_peak_23066_lociStitched	chr22	39856815	39871025	2	13132	24418.464	306	1	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.737	306	1
3_MACS_peak_16746_lociStitched	chr19	13043157	13058256	3	13119	23362.6827	307	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.3021	307	1
3_MACS_peak_10315_lociStitched	chr14	103566099	103582255	3	13104	34753.1716	308	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.724	308	1
3_MACS_peak_657_lociStitched	chr1	27058638	27073444	3	13088	13427.5614	309	1	ARID1A	PIGV	ARID1A	ARID1A	0.6225	309	1
3_MACS_peak_19980_lociStitched	chr2	158288915	158302222	3	13062	21059.6582	310	1	CYTIP		CYTIP	CYTIP	0.6144	310	1
5_MACS_peak_11351_lociStitched	chr15	75350037	75370805	5	13057	15011.1104	311	1		PPCDC	PPCDC	PPCDC	1.4497	311	1
2_MACS_peak_30723_lociStitched	chr7	8006815	8020565	2	13031	20792.75	312	1	GLCCI1		GLCCI1	GLCCI1	0.2654	312	1
2_MACS_peak_30998_lociStitched	chr7	32766487	32780157	2	13029	27096.674	313	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.0927	313	1
1_MACS_peak_26726_lociStitched	chr4	185263648	185276673	1	13026	20748.825	314	1			IRF2	IRF2	0.4464	314	1
4_MACS_peak_11904_lociStitched	chr16	1341047	1361980	4	13007	24541.8492	315	1	UBE2I	TPSD1,BAIAP3,GNPTG,C16orf42	UBE2I	UBE2I	0.5267	315	1
3_MACS_peak_22209_lociStitched	chr21	44580435	44598092	3	12990	43784.0629	316	1	CRYAA		CRYAA	CRYAA	1.7777	316	1
6_MACS_peak_26020_lociStitched	chr4	77116560	77136212	6	12963	16093.0228	317	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.2894	317	1
3_MACS_peak_10106_lociStitched	chr14	91872085	91885880	3	12958	23886.0425	318	1	CCDC88C		CCDC88C	CCDC88C	0.9814	318	1
3_MACS_peak_15189_lociStitched	chr17	75079321	75095254	3	12953	24849.1068	319	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.541	319	1
2_MACS_peak_31229_lociStitched	chr7	47708130	47721311	2	12928	34521.039	320	1		C7orf65	C7orf65	C7orf65	0.5342	320	1
1_MACS_peak_10208_lociStitched	chr14	98633043	98645962	1	12920	33017.0883	321	1			C14orf64	C14orf64	NONE	321	1
4_MACS_peak_20001_lociStitched	chr2	159840059	159859235	4	12895	24359.2728	322	1	TANC1		TANC1	TANC1	0.2846	322	1
4_MACS_peak_5286_lociStitched	chr11	3874213	3893775	4	12894	21876.1846	323	1	STIM1	PGAP2,RHOG	STIM1	RHOG	0.3588	323	1
5_MACS_peak_17519_lociStitched	chr19	42363134	42381593	5	12888	18726.6555	324	1	RPS19,CD79A	DMRTC2,ARHGEF1,LYPD4	RPS19	RPS19	0.8609	324	1
9_MACS_peak_36028_lociStitched	chrX	64906039	64927765	9	12861	11901.5028	325	1	MSN		MSN	MSN	0.3031	325	1
4_MACS_peak_19332_lociStitched	chr2	87550846	87569329	4	12837	15782.6337	326	1			NCRNA00152	NCRNA00152	1.6372	326	1
9_MACS_peak_35414_lociStitched	chr9	140130596	140156868	9	12823	29209.2096	327	1	SLC34A3,TUBB2C,C9orf173,COBRA1,FAM166A	SSNA1,NDOR1,C9orf169,LOC643596,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,NRARP	FAM166A	FAM166A	1.3277	327	1
7_MACS_peak_9035_lociStitched	chr13	99127749	99142661	7	12817	19336.3904	328	1	STK24		STK24	STK24	0.3442	328	1
6_MACS_peak_5791_lociStitched	chr11	59312187	59334319	6	12817	19600.0992	329	1		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.1667	329	1
5_MACS_peak_24651_lociStitched	chr3	128820557	128842737	5	12805	20250.34	330	1	RAB43	GP9,ISY1	RAB43	RAB43	0.5044	330	1
3_MACS_peak_35747_lociStitched	chrX	39953042	39969447	3	12784	24359.7845	331	1	BCOR		BCOR	BCOR	0.364	331	1
6_MACS_peak_21600_lociStitched	chr20	46115155	46137250	6	12775	20687.5485	332	1	NCOA3		NCOA3	NCOA3	0.1471	332	1
2_MACS_peak_10865_lociStitched	chr15	51165426	51179117	2	12765	35526.7759	333	1		AP4E1	AP4E1	AP4E1	0.2092	333	1
