REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam
1_MACS_peak_13372_lociStitched	chr16	89488021	89490500	1	2480	2928.9385
1_MACS_peak_21316_lociStitched	chr20	34286168	34288647	1	2480	4579.7046
1_MACS_peak_23103_lociStitched	chr22	41416788	41419267	1	2480	6674.9554
2_MACS_peak_33532_lociStitched	chr8	112051430	112053909	2	2435	2183.7511
1_MACS_peak_36588_lociStitched	chrX	153880534	153883013	1	2480	5149.626700000001
1_MACS_peak_19189_lociStitched	chr2	74708688	74711166	1	2479	5778.4482
2_MACS_peak_20599_lociStitched	chr2	223519474	223521952	2	2384	3165.645
2_MACS_peak_24952_lociStitched	chr3	156891539	156894017	2	2450	6018.0707999999995
1_MACS_peak_1031_lociStitched	chr1	40914990	40917467	1	2478	5465.2528
1_MACS_peak_1372_lociStitched	chr1	63987804	63990281	1	2478	3319.6754
1_MACS_peak_2920_lociStitched	chr1	203722227	203724704	1	2478	3719.9586
1_MACS_peak_6496_lociStitched	chr11	95989746	95992223	1	2478	1876.8229000000001
1_MACS_peak_26505_lociStitched	chr4	146802170	146804647	1	2478	3559.2013
1_MACS_peak_30142_lociStitched	chr6	135322650	135325127	1	2478	3304.0703000000003
1_MACS_peak_15748_lociStitched	chr18	41064688	41067164	1	2477	2442.0788
2_MACS_peak_17912_lociStitched	chr19	50268886	50271362	2	2208	3243.8076
1_MACS_peak_34088_lociStitched	chr9	14991744	14994220	1	2477	3417.3752000000004
1_MACS_peak_2366_lociStitched	chr1	157106764	157109239	1	2476	6082.3125
1_MACS_peak_15760_lociStitched	chr18	42338511	42340986	1	2476	4694.58
1_MACS_peak_23893_lociStitched	chr3	46988907	46991382	1	2476	1827.54
1_MACS_peak_25428_lociStitched	chr3	196729108	196731583	1	2476	9075.824999999999
1_MACS_peak_40_lociStitched	chr1	1341233	1343707	1	2475	5314.152
2_MACS_peak_29035_lociStitched	chr6	30475468	30477942	2	2388	2255.7932
2_MACS_peak_36221_lociStitched	chrX	109656135	109658609	2	1836	1196.6738
1_MACS_peak_5485_lociStitched	chr11	18404262	18406735	1	2474	5390.3981
3_MACS_peak_7708_lociStitched	chr12	66588925	66591398	3	2011	1295.1101
1_MACS_peak_11723_lociStitched	chr15	92658353	92660826	1	2474	2028.8492
1_MACS_peak_13487_lociStitched	chr17	2238949	2241422	1	2474	3090.5081
1_MACS_peak_26442_lociStitched	chr4	140163370	140165843	1	2474	2550.6522000000004
2_MACS_peak_36554_lociStitched	chrX	153361590	153364063	2	2410	6150.845600000001
2_MACS_peak_2125_lociStitched	chr1	151137213	151139684	2	2469	4904.440799999999
1_MACS_peak_10544_lociStitched	chr15	31598758	31601229	1	2472	1938.9937
1_MACS_peak_11375_lociStitched	chr15	75916566	75919037	1	2472	9645.7956
1_MACS_peak_13498_lociStitched	chr17	2496105	2498576	1	2472	5153.0234
1_MACS_peak_15505_lociStitched	chr18	2640508	2642979	1	2472	2063.7792
1_MACS_peak_19447_lociStitched	chr2	96970213	96972684	1	2472	5299.5536999999995
1_MACS_peak_577_lociStitched	chr1	25030928	25033398	1	2471	3477.7599999999998
2_MACS_peak_16369_lociStitched	chr19	4967941	4970411	2	2211	4711.031
2_MACS_peak_24695_lociStitched	chr3	130478774	130481244	2	2067	1587.469
1_MACS_peak_31336_lociStitched	chr7	65214994	65217464	1	2471	4436.12
2_MACS_peak_35594_lociStitched	chrX	16887196	16889666	2	2411	3658.317
2_MACS_peak_16664_lociStitched	chr19	11615187	11617656	2	2417	6384.0933
2_MACS_peak_19452_lociStitched	chr2	97173497	97175965	2	1665	1602.4723999999999
1_MACS_peak_27922_lociStitched	chr5	138512588	138515056	1	2469	2803.8948000000005
1_MACS_peak_30627_lociStitched	chr7	4721253	4723721	1	2469	5057.919199999999
1_MACS_peak_34152_lociStitched	chr9	30574242	30576710	1	2469	2768.3556
1_MACS_peak_23482_lociStitched	chr3	10289243	10291710	1	2468	4467.4902999999995
1_MACS_peak_24412_lociStitched	chr3	108106574	108109041	1	2468	2138.889
1_MACS_peak_25252_lociStitched	chr3	186522943	186525410	1	2468	5547.296200000001
1_MACS_peak_1801_lociStitched	chr1	115298793	115301259	1	2467	4754.447999999999
1_MACS_peak_3156_lociStitched	chr1	214996201	214998667	1	2467	4968.496800000001
2_MACS_peak_1552_lociStitched	chr1	93002441	93004906	2	2451	1597.813
1_MACS_peak_5980_lociStitched	chr11	64807358	64809823	1	2466	5090.471500000001
1_MACS_peak_6306_lociStitched	chr11	73637960	73640425	1	2466	2425.8065
1_MACS_peak_7248_lociStitched	chr12	32674908	32677373	1	2466	3283.38
1_MACS_peak_22360_lociStitched	chr22	17349009	17351474	1	2466	1874.1395
1_MACS_peak_31136_lociStitched	chr7	43964789	43967254	1	2466	8619.3655
1_MACS_peak_32230_lociStitched	chr7	140395603	140398068	1	2466	8474.4235
1_MACS_peak_7674_lociStitched	chr12	62653001	62655465	1	2465	4528.3392
2_MACS_peak_23979_lociStitched	chr3	49760260	49762724	2	2412	3891.1488
1_MACS_peak_26722_lociStitched	chr4	185230659	185233123	1	2465	2162.6528000000003
1_MACS_peak_27536_lociStitched	chr5	95996708	95999172	1	2465	4910.752
1_MACS_peak_30869_lociStitched	chr7	25069813	25072277	1	2465	5719.4368
1_MACS_peak_55_lociStitched	chr1	1654514	1656977	1	2464	4167.8886
2_MACS_peak_25436_lociStitched	chr3	197280950	197283413	2	2422	3790.3107
1_MACS_peak_11194_lociStitched	chr15	69706088	69708550	1	2463	4532.542
1_MACS_peak_26189_lociStitched	chr4	103264809	103267271	1	2463	4712.0217999999995
1_MACS_peak_31382_lociStitched	chr7	72423747	72426209	1	2463	3047.4636
1_MACS_peak_3968_lociStitched	chr10	30508576	30511037	1	2462	2896.8431
2_MACS_peak_6816_lociStitched	chr11	128420939	128423400	2	2252	1541.0782
1_MACS_peak_12695_lociStitched	chr16	32751428	32753889	1	2462	3173.7056000000002
1_MACS_peak_16694_lociStitched	chr19	12202662	12205123	1	2462	4217.1696
1_MACS_peak_21440_lociStitched	chr20	40320949	40323410	1	2462	4535.623
1_MACS_peak_36302_lociStitched	chrX	119693722	119696183	1	2462	3179.612
1_MACS_peak_7847_lociStitched	chr12	93834448	93836908	1	2461	6560.5740000000005
1_MACS_peak_10661_lociStitched	chr15	40762574	40765034	1	2461	5915.562
1_MACS_peak_11135_lociStitched	chr15	66992764	66995224	1	2461	5040.048
1_MACS_peak_12189_lociStitched	chr16	11722667	11725127	1	2461	4606.35
2_MACS_peak_13330_lociStitched	chr16	88635649	88638109	2	2459	3260.238
2_MACS_peak_28474_lociStitched	chr5	179049275	179051735	2	2437	7645.9259999999995
2_MACS_peak_28521_lociStitched	chr5	180586507	180588967	2	2148	3198.738
1_MACS_peak_29103_lociStitched	chr6	31743871	31746331	1	2461	5020.3679999999995
1_MACS_peak_31705_lociStitched	chr7	99745702	99748162	1	2461	4184.46
1_MACS_peak_34777_lociStitched	chr9	111695072	111697532	1	2461	5677.926
1_MACS_peak_9624_lociStitched	chr14	60557777	60560236	1	2460	2632.8513
1_MACS_peak_11671_lociStitched	chr15	90775874	90778333	1	2460	4996.933899999999
3_MACS_peak_24585_lociStitched	chr3	125553787	125556246	3	1234	913.0267
1_MACS_peak_30218_lociStitched	chr6	139307776	139310234	1	2459	5029.067999999999
1_MACS_peak_13025_lociStitched	chr16	69165233	69167690	1	2458	5892.3774
2_MACS_peak_16899_lociStitched	chr19	16307279	16309736	2	2444	3522.1095
1_MACS_peak_18582_lociStitched	chr2	27630926	27633383	1	2458	6734.145600000001
1_MACS_peak_25562_lociStitched	chr4	3293359	3295816	1	2458	4359.4551
2_MACS_peak_28731_lociStitched	chr6	13573694	13576151	2	2457	6637.3398
2_MACS_peak_31921_lociStitched	chr7	111845259	111847716	2	2397	2313.7569
2_MACS_peak_35485_lociStitched	chrX	1570912	1573369	2	2028	2173.7079
2_MACS_peak_9558_lociStitched	chr14	53618245	53620701	2	2444	3304.548
2_MACS_peak_12504_lociStitched	chr16	28650091	28652547	2	2118	1637.1696
1_MACS_peak_25996_lociStitched	chr4	74123343	74125799	1	2457	3555.7968
1_MACS_peak_30002_lociStitched	chr6	117803126	117805582	1	2457	4633.4896
2_MACS_peak_1177_lociStitched	chr1	45964565	45967020	2	2431	2986.7529999999997
2_MACS_peak_8076_lociStitched	chr12	110151548	110154003	2	2246	2520.0575
1_MACS_peak_8329_lociStitched	chr12	121836813	121839268	1	2456	6541.3475
1_MACS_peak_10886_lociStitched	chr15	51894149	51896604	1	2456	3563.9235
2_MACS_peak_18490_lociStitched	chr2	23622325	23624780	2	2320	1498.2865
2_MACS_peak_24688_lociStitched	chr3	129829415	129831870	2	2445	4145.022
1_MACS_peak_10753_lociStitched	chr15	43211409	43213863	1	2455	5309.4744
1_MACS_peak_27704_lociStitched	chr5	122757734	122760188	1	2455	4039.5294
2_MACS_peak_29730_lociStitched	chr6	88138446	88140900	2	1801	1088.8398
1_MACS_peak_31671_lociStitched	chr7	98740250	98742704	1	2455	5054.9946
1_MACS_peak_34190_lociStitched	chr9	33414212	33416666	1	2455	3605.4168
1_MACS_peak_36497_lociStitched	chrX	150564254	150566708	1	2455	3249.8322000000003
1_MACS_peak_813_lociStitched	chr1	32478444	32480897	1	2454	6029.474
2_MACS_peak_1097_lociStitched	chr1	43231467	43233920	2	2377	4331.5074
1_MACS_peak_1316_lociStitched	chr1	55827798	55830251	1	2454	2067.6337
1_MACS_peak_10542_lociStitched	chr15	31547112	31549565	1	2454	2073.0303
2_MACS_peak_16310_lociStitched	chr19	3969677	3972130	2	2446	4506.8969
2_MACS_peak_26166_lociStitched	chr4	99915558	99918011	2	2359	4679.0975
1_MACS_peak_27394_lociStitched	chr5	78666560	78669013	1	2454	2556.2713
2_MACS_peak_11681_lociStitched	chr15	90930596	90933048	2	2410	7408.2276
1_MACS_peak_20091_lociStitched	chr2	172289492	172291944	1	2453	4773.5536
1_MACS_peak_2457_lociStitched	chr1	161368159	161370610	1	2452	9288.554699999999
1_MACS_peak_19889_lociStitched	chr2	136826279	136828730	1	2452	1986.7806
2_MACS_peak_21427_lociStitched	chr20	39656580	39659031	2	2401	5575.534799999999
1_MACS_peak_31241_lociStitched	chr7	48017537	48019988	1	2452	4918.4217
1_MACS_peak_34107_lociStitched	chr9	19048370	19050821	1	2452	4749.7928999999995
1_MACS_peak_2584_lociStitched	chr1	172326818	172329268	1	2451	3945.48
1_MACS_peak_14104_lociStitched	chr17	33306691	33309141	1	2451	6819.82
2_MACS_peak_17688_lociStitched	chr19	46219528	46221978	2	2423	3806.81
1_MACS_peak_22762_lociStitched	chr22	31364107	31366557	1	2451	6953.344999999999
2_MACS_peak_28293_lociStitched	chr5	170813908	170816358	2	2379	5074.6849999999995
1_MACS_peak_28831_lociStitched	chr6	24774594	24777044	1	2451	3782.5550000000003
1_MACS_peak_34523_lociStitched	chr9	92136088	92138538	1	2451	3211.705
2_MACS_peak_639_lociStitched	chr1	26757745	26760194	2	2423	2937.3306000000002
1_MACS_peak_4349_lociStitched	chr10	75601293	75603742	1	2450	3035.0457
1_MACS_peak_8151_lociStitched	chr12	112278746	112281195	1	2450	5387.310200000001
1_MACS_peak_30879_lociStitched	chr7	25764429	25766878	1	2450	3662.4795
1_MACS_peak_22341_lociStitched	chr21	47787515	47789963	1	2449	2490.1056000000003
1_MACS_peak_26206_lociStitched	chr4	106067076	106069524	1	2449	5746.4352
1_MACS_peak_28334_lociStitched	chr5	172509129	172511577	1	2449	2171.1312000000003
1_MACS_peak_2737_lociStitched	chr1	184828391	184830838	1	2448	2000.4225
1_MACS_peak_4246_lociStitched	chr10	71904854	71907301	1	2448	4244.5662
2_MACS_peak_4647_lociStitched	chr10	99113169	99115616	2	1718	1309.3897
2_MACS_peak_5253_lociStitched	chr11	2720011	2722458	2	2421	3190.1539000000002
1_MACS_peak_9172_lociStitched	chr13	113838890	113841337	1	2448	2941.294
1_MACS_peak_11096_lociStitched	chr15	65203044	65205491	1	2448	4288.3675
1_MACS_peak_14560_lociStitched	chr17	45400382	45402829	1	2448	10509.865
1_MACS_peak_14972_lociStitched	chr17	65988234	65990681	1	2448	6825.9065
1_MACS_peak_27375_lociStitched	chr5	76381685	76384132	1	2448	4749.1376
1_MACS_peak_27897_lociStitched	chr5	137223465	137225912	1	2448	4829.8886
1_MACS_peak_33706_lociStitched	chr8	129233414	129235861	1	2448	3871.6434
1_MACS_peak_5436_lociStitched	chr11	13369394	13371840	1	2447	2513.2650000000003
1_MACS_peak_16841_lociStitched	chr19	14542939	14545385	1	2447	4496.9710000000005
1_MACS_peak_24597_lociStitched	chr3	125915472	125917918	1	2447	3290.6038
3_MACS_peak_28199_lociStitched	chr5	156501713	156504159	3	2259	1337.962
1_MACS_peak_31957_lociStitched	chr7	116592551	116594997	1	2447	11129.0554
1_MACS_peak_3327_lociStitched	chr1	228289230	228291675	1	2446	4937.6775
1_MACS_peak_7210_lociStitched	chr12	31449482	31451927	1	2446	2136.93
2_MACS_peak_17443_lociStitched	chr19	40789799	40792244	2	2364	5494.159500000001
2_MACS_peak_3562_lociStitched	chr1	244210698	244213142	2	2340	3760.094
1_MACS_peak_9052_lociStitched	chr13	99738112	99740556	1	2445	5294.4372
1_MACS_peak_36706_lociStitched	chrY	15590147	15592591	1	2445	3080.1731999999997
1_MACS_peak_2734_lociStitched	chr1	184722722	184725165	1	2444	5452.776000000001
1_MACS_peak_5716_lociStitched	chr11	47428416	47430859	1	2444	2984.6131
1_MACS_peak_7242_lociStitched	chr12	32425060	32427502	1	2443	2346.7619999999997
1_MACS_peak_9000_lociStitched	chr13	96327971	96330413	1	2443	4523.805
1_MACS_peak_12950_lociStitched	chr16	67570369	67572811	1	2443	3939.9228
2_MACS_peak_20823_lociStitched	chr2	242088168	242090610	2	2424	3557.5056000000004
1_MACS_peak_3548_lociStitched	chr1	242010521	242012962	1	2442	5246.9295
1_MACS_peak_25153_lociStitched	chr3	179370070	179372511	1	2442	6846.2726999999995
2_MACS_peak_1053_lociStitched	chr1	41825294	41827734	2	2320	2281.6440000000002
1_MACS_peak_7390_lociStitched	chr12	49657692	49660132	1	2441	6825.9
2_MACS_peak_7406_lociStitched	chr12	50134570	50137010	2	2427	4287.568
2_MACS_peak_10397_lociStitched	chr14	105955705	105958145	2	2232	4267.804
1_MACS_peak_16016_lociStitched	chr18	67505669	67508109	1	2441	2566.148
2_MACS_peak_26754_lociStitched	chr4	185653586	185656026	2	2247	1718.4920000000002
1_MACS_peak_29672_lociStitched	chr6	80021441	80023881	1	2441	2343.62
1_MACS_peak_2169_lociStitched	chr1	153516714	153519153	1	2440	6049.9395
2_MACS_peak_4504_lociStitched	chr10	88280125	88282564	2	2437	6355.0584
1_MACS_peak_7329_lociStitched	chr12	48133578	48136017	1	2440	3232.8945
1_MACS_peak_8221_lociStitched	chr12	117571091	117573530	1	2440	4172.8851
1_MACS_peak_11891_lociStitched	chr16	776578	779017	1	2440	4069.9593
1_MACS_peak_11969_lociStitched	chr16	2523594	2526033	1	2440	4630.1976
3_MACS_peak_14867_lociStitched	chr17	60720143	60722582	3	1981	1241.6949
1_MACS_peak_29402_lociStitched	chr6	43483605	43486044	1	2440	3680.6949000000004
1_MACS_peak_35062_lociStitched	chr9	130185332	130187771	1	2440	6692.616000000001
1_MACS_peak_1330_lociStitched	chr1	59368508	59370946	1	2439	4600.7498
1_MACS_peak_4548_lociStitched	chr10	91110106	91112544	1	2439	2401.43
1_MACS_peak_23162_lociStitched	chr22	42664802	42667240	1	2439	5502.3222
1_MACS_peak_24408_lociStitched	chr3	108010996	108013434	1	2439	3530.2239999999997
1_MACS_peak_3803_lociStitched	chr10	12430619	12433056	1	2438	3325.0428
2_MACS_peak_5868_lociStitched	chr11	62339902	62342339	2	2327	3441.7751000000003
1_MACS_peak_6343_lociStitched	chr11	75525014	75527451	1	2438	4555.7278
1_MACS_peak_21255_lociStitched	chr20	32365790	32368227	1	2438	3556.0704
2_MACS_peak_23239_lociStitched	chr22	45558535	45560972	2	2392	3092.0656
1_MACS_peak_31670_lociStitched	chr7	98527414	98529851	1	2438	2569.5728
2_MACS_peak_1457_lociStitched	chr1	78469246	78471682	2	2427	1955.6208
1_MACS_peak_11690_lociStitched	chr15	91329165	91331601	1	2437	3776.0436
1_MACS_peak_20233_lociStitched	chr2	187454105	187456541	1	2437	4425.7248
1_MACS_peak_24291_lociStitched	chr3	72494519	72496955	1	2437	3688.3476
1_MACS_peak_34944_lociStitched	chr9	124469294	124471730	1	2437	2635.752
1_MACS_peak_1193_lociStitched	chr1	46267942	46270377	1	2436	3373.9359999999997
1_MACS_peak_9438_lociStitched	chr14	35590282	35592717	1	2436	5970.8635
1_MACS_peak_14006_lociStitched	chr17	28255714	28258149	1	2436	5074.2964999999995
1_MACS_peak_28273_lociStitched	chr5	169336706	169339141	1	2436	2027.6245
2_MACS_peak_15346_lociStitched	chr17	79211995	79214429	2	2330	4035.8154
1_MACS_peak_15771_lociStitched	chr18	43266376	43268810	1	2435	3643.9414
1_MACS_peak_27453_lociStitched	chr5	88597022	88599456	1	2435	2266.7842
1_MACS_peak_29715_lociStitched	chr6	86302419	86304853	1	2435	5883.7082
2_MACS_peak_30978_lociStitched	chr7	30543122	30545556	2	2421	5580.188400000001
1_MACS_peak_32593_lociStitched	chr8	9007299	9009733	1	2435	4828.0824
1_MACS_peak_6164_lociStitched	chr11	67380515	67382948	1	2434	4963.32
1_MACS_peak_24373_lociStitched	chr3	101419211	101421644	1	2434	2825.6862
2_MACS_peak_26011_lociStitched	chr4	76597101	76599534	2	2388	2677.0299
2_MACS_peak_30103_lociStitched	chr6	134272976	134275409	2	2433	3280.1706000000004
2_MACS_peak_33567_lociStitched	chr8	119535189	119537622	2	1688	1295.5725
1_MACS_peak_8721_lociStitched	chr13	33111436	33113868	1	2433	3928.1664
2_MACS_peak_8886_lociStitched	chr13	51483455	51485887	2	2298	3341.0816
2_MACS_peak_10309_lociStitched	chr14	103285152	103287584	2	2402	3683.0208
1_MACS_peak_22170_lociStitched	chr21	43638627	43641059	1	2433	3055.3215999999998
1_MACS_peak_6333_lociStitched	chr11	75110157	75112588	1	2432	3695.8493
1_MACS_peak_22300_lociStitched	chr21	46220381	46222812	1	2432	6476.9133
1_MACS_peak_25390_lociStitched	chr3	195715571	195718002	1	2432	10637.3267
1_MACS_peak_26959_lociStitched	chr5	21340282	21342713	1	2432	3395.3777
1_MACS_peak_29795_lociStitched	chr6	95966053	95968484	1	2432	3234.2024
1_MACS_peak_34858_lociStitched	chr9	116122835	116125266	1	2432	2419.0881
1_MACS_peak_35990_lociStitched	chrX	55514493	55516924	1	2432	3804.0288
1_MACS_peak_4044_lociStitched	chr10	38690517	38692947	1	2431	4281.417
1_MACS_peak_19783_lociStitched	chr2	128282949	128285379	1	2431	4550.418
2_MACS_peak_20393_lociStitched	chr2	202039910	202042340	2	2401	2558.061
2_MACS_peak_35162_lociStitched	chr9	131842290	131844720	2	2309	5381.478
1_MACS_peak_5571_lociStitched	chr11	32913490	32915919	1	2430	8157.3107
1_MACS_peak_14907_lociStitched	chr17	62339268	62341697	1	2430	4431.2247
1_MACS_peak_25408_lociStitched	chr3	196043660	196046089	1	2430	6920.706800000001
1_MACS_peak_27193_lociStitched	chr5	55883789	55886218	1	2430	5011.5128
1_MACS_peak_29226_lociStitched	chr6	34663166	34665595	1	2430	4526.4415
1_MACS_peak_36061_lociStitched	chrX	70473151	70475580	1	2430	3317.5281999999997
1_MACS_peak_20606_lociStitched	chr2	224760421	224762849	1	2429	2475.1032
2_MACS_peak_21670_lociStitched	chr20	49346669	49349097	2	2262	5048.297600000001
1_MACS_peak_26212_lociStitched	chr4	106507406	106509834	1	2429	2368.9996
1_MACS_peak_34036_lociStitched	chr9	4983918	4986346	1	2429	6128.7576
1_MACS_peak_7679_lociStitched	chr12	63327273	63329700	1	2428	4796.2374
1_MACS_peak_8113_lociStitched	chr12	111019411	111021838	1	2428	5826.0135
1_MACS_peak_26217_lociStitched	chr4	107236199	107238626	1	2428	4318.118399999999
1_MACS_peak_26827_lociStitched	chr5	891792	894219	1	2428	4855.213500000001
3_MACS_peak_2538_lociStitched	chr1	167619449	167621875	3	2166	1231.4376000000002
1_MACS_peak_4631_lociStitched	chr10	98345395	98347821	1	2427	6474.0236
1_MACS_peak_18691_lociStitched	chr2	37457528	37459954	1	2427	5110.611599999999
1_MACS_peak_19434_lociStitched	chr2	96656362	96658788	1	2427	6033.9472000000005
1_MACS_peak_13610_lociStitched	chr17	7231900	7234325	1	2426	2627.245
1_MACS_peak_23120_lociStitched	chr22	41863676	41866101	1	2426	4629.5675
1_MACS_peak_24714_lociStitched	chr3	132377764	132380189	1	2426	4576.7025
1_MACS_peak_7962_lociStitched	chr12	102936784	102939208	1	2425	1991.8008
1_MACS_peak_9736_lociStitched	chr14	66973857	66976281	1	2425	3380.268
1_MACS_peak_18088_lociStitched	chr19	55627381	55629805	1	2425	3854.1600000000003
1_MACS_peak_26517_lociStitched	chr4	147441902	147444326	1	2425	5723.064
1_MACS_peak_32692_lociStitched	chr8	17657445	17659869	1	2425	4356.6552
1_MACS_peak_35056_lociStitched	chr9	129986125	129988549	1	2425	3724.2336
1_MACS_peak_3617_lociStitched	chr1	249131561	249133984	1	2424	8621.7609
1_MACS_peak_32645_lociStitched	chr8	11625506	11627929	1	2424	3937.1327
1_MACS_peak_35398_lociStitched	chr9	139971043	139973466	1	2424	5900.7319
1_MACS_peak_5597_lociStitched	chr11	34125965	34128387	1	2423	4347.2478
2_MACS_peak_10187_lociStitched	chr14	96857219	96859641	2	2365	3092.4096
1_MACS_peak_12466_lociStitched	chr16	25268012	25270434	1	2423	6793.467799999999
1_MACS_peak_17289_lociStitched	chr19	37018328	37020750	1	2423	4260.7824
3_MACS_peak_29507_lociStitched	chr6	52026910	52029332	3	1881	1221.1724
2_MACS_peak_4185_lociStitched	chr10	64449789	64452210	2	2209	1153.6064999999999
1_MACS_peak_11250_lociStitched	chr15	71968550	71970971	1	2422	2659.2264
3_MACS_peak_36617_lociStitched	chrY	148398	150819	3	2096	1636.1118
1_MACS_peak_19622_lociStitched	chr2	111806846	111809266	1	2421	2270.444
1_MACS_peak_27847_lociStitched	chr5	133511101	133513521	1	2421	5597.702
1_MACS_peak_3245_lociStitched	chr1	225964741	225967160	1	2420	3462.7985
1_MACS_peak_13867_lociStitched	chr17	19550376	19552795	1	2420	3999.3327
2_MACS_peak_14872_lociStitched	chr17	61626432	61628851	2	2263	4265.1808
1_MACS_peak_15872_lociStitched	chr18	51654603	51657022	1	2420	2085.9037
1_MACS_peak_20978_lociStitched	chr20	4666101	4668520	1	2420	6152.7265
1_MACS_peak_11990_lociStitched	chr16	2826184	2828602	1	2419	8434.4676
1_MACS_peak_18826_lociStitched	chr2	44587770	44590188	1	2419	5200.6344
1_MACS_peak_26856_lociStitched	chr5	5421230	5423648	1	2419	3929.0082
1_MACS_peak_16509_lociStitched	chr19	8332830	8335247	1	2418	4295.2507
1_MACS_peak_24209_lociStitched	chr3	69099726	69102143	1	2418	2732.6602000000003
1_MACS_peak_29544_lociStitched	chr6	52824360	52826777	1	2418	3294.371
1_MACS_peak_30080_lociStitched	chr6	130068809	130071226	1	2418	2187.385
1_MACS_peak_21442_lociStitched	chr20	42085488	42087904	1	2417	7107.872
1_MACS_peak_30291_lociStitched	chr6	147523676	147526092	1	2417	5635.078399999999
1_MACS_peak_30708_lociStitched	chr7	7720727	7723143	1	2417	1475.9344
1_MACS_peak_1418_lociStitched	chr1	68961053	68963468	1	2416	2868.2954999999997
1_MACS_peak_5613_lociStitched	chr11	34936656	34939071	1	2416	6052.956
1_MACS_peak_2688_lociStitched	chr1	180990512	180992926	1	2415	5230.1723999999995
1_MACS_peak_24401_lociStitched	chr3	107808150	107810564	1	2415	4621.603
1_MACS_peak_30734_lociStitched	chr7	11012215	11014629	1	2415	4398.0666
1_MACS_peak_4585_lociStitched	chr10	94332534	94334947	1	2414	7047.4078
1_MACS_peak_7832_lociStitched	chr12	92027196	92029609	1	2414	4368.2539
1_MACS_peak_16916_lociStitched	chr19	16652185	16654598	1	2414	5331.0409
1_MACS_peak_2510_lociStitched	chr1	165752792	165755204	1	2413	2616.5376
1_MACS_peak_10291_lociStitched	chr14	102828048	102830460	1	2413	4548.3084
1_MACS_peak_10850_lociStitched	chr15	49461814	49464226	1	2413	4002.4728
1_MACS_peak_16183_lociStitched	chr19	1883632	1886044	1	2413	4453.0344000000005
2_MACS_peak_18404_lociStitched	chr2	11680720	11683132	2	2241	1810.4472
2_MACS_peak_20943_lociStitched	chr20	3747407	3749819	2	2368	3300.5808
1_MACS_peak_30761_lociStitched	chr7	12725610	12728022	1	2413	5710.410000000001
1_MACS_peak_14672_lociStitched	chr17	48502663	48505074	1	2412	3507.0406
1_MACS_peak_28173_lociStitched	chr5	153568947	153571358	1	2412	6142.9869
2_MACS_peak_33298_lociStitched	chr8	87353846	87356257	2	2395	5014.88
1_MACS_peak_2382_lociStitched	chr1	157775359	157777769	1	2411	4551.044
1_MACS_peak_4724_lociStitched	chr10	103453186	103455596	1	2411	7835.151
1_MACS_peak_14313_lociStitched	chr17	39821737	39824147	1	2411	4835.906
1_MACS_peak_34772_lociStitched	chr9	108456012	108458422	1	2411	5335.258
2_MACS_peak_12036_lociStitched	chr16	3284100	3286509	2	2054	4376.4303
1_MACS_peak_19481_lociStitched	chr2	98610917	98613326	1	2410	7748.5485
1_MACS_peak_21162_lociStitched	chr20	30191696	30194105	1	2410	2446.3395
1_MACS_peak_22618_lociStitched	chr22	24198512	24200921	1	2410	7417.7928
2_MACS_peak_25139_lociStitched	chr3	177358351	177360760	2	1415	992.5079999999999
1_MACS_peak_3443_lociStitched	chr1	232754836	232757244	1	2409	4951.5704
2_MACS_peak_6087_lociStitched	chr11	66055399	66057807	2	2376	4124.904
1_MACS_peak_6845_lociStitched	chr11	134093346	134095754	1	2409	2660.3584
1_MACS_peak_7713_lociStitched	chr12	66695645	66698053	1	2409	2797.8552
1_MACS_peak_18366_lociStitched	chr2	9982904	9985312	1	2409	6713.0224
1_MACS_peak_23454_lociStitched	chr3	9772258	9774666	1	2409	5619.068
1_MACS_peak_32038_lociStitched	chr7	128378561	128380969	1	2409	5393.6792
1_MACS_peak_12412_lociStitched	chr16	22384460	22386867	1	2408	4665.9695
1_MACS_peak_28455_lociStitched	chr5	177556840	177559247	1	2408	5954.436600000001
2_MACS_peak_28609_lociStitched	chr6	4134710	4137117	2	2321	3609.2965
1_MACS_peak_34914_lociStitched	chr9	123340919	123343326	1	2408	3792.7099000000003
1_MACS_peak_4254_lociStitched	chr10	72163270	72165676	1	2407	3850.803
1_MACS_peak_11765_lociStitched	chr15	99328629	99331035	1	2407	2367.2634
2_MACS_peak_25887_lociStitched	chr4	48342388	48344794	2	2341	5104.5696
2_MACS_peak_33078_lociStitched	chr8	59520037	59522443	2	2251	1294.428
2_MACS_peak_33332_lociStitched	chr8	92081186	92083592	2	2345	2697.3666
1_MACS_peak_11517_lociStitched	chr15	82823438	82825843	1	2406	3642.132
1_MACS_peak_19995_lociStitched	chr2	159312808	159315213	1	2406	6525.4865
1_MACS_peak_34440_lociStitched	chr9	77641770	77644175	1	2406	4145.0175
1_MACS_peak_16047_lociStitched	chr18	74533141	74535545	1	2405	7989.2132
3_MACS_peak_35463_lociStitched	chrX	198334	200738	3	2105	1661.8852000000002
2_MACS_peak_1450_lociStitched	chr1	78116567	78118970	2	1579	1515.5721
1_MACS_peak_10392_lociStitched	chr14	105863740	105866143	1	2404	6096.6513
1_MACS_peak_13218_lociStitched	chr16	81812123	81814526	1	2404	4693.7799
