#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuperStretch
2_MACS_peak_2647_lociStitched	chr1	178567769	178578999	2	10711	32306.464	303	1
4_MACS_peak_12242_lociStitched	chr16	14486577	14502457	4	13690	24537.776	304	1
8_MACS_peak_195_lociStitched	chr1	9460131	9489830	8	13873	23863.1465	305	1
2_MACS_peak_18317_lociStitched	chr2	8651694	8667176	2	13558	24747.977	306	1
7_MACS_peak_12921_lociStitched	chr16	67189053	67218674	7	13336	25420.7422	307	1
6_MACS_peak_16431_lociStitched	chr19	6765941	6789335	6	13301	25445.6538	308	1
1_MACS_peak_23187_lociStitched	chr22	43057511	43071000	1	13490	24826.5045	309	1
5_MACS_peak_20694_lociStitched	chr2	232526339	232546974	5	12141	28552.6495	310	1
3_MACS_peak_2836_lociStitched	chr1	200984181	200996215	3	11474	30064.5422	311	1
3_MACS_peak_633_lociStitched	chr1	26632248	26649006	3	13725	23493.0402	312	1
3_MACS_peak_11262_lociStitched	chr15	72514565	72531270	3	10903	31161.507	313	1
8_MACS_peak_12400_lociStitched	chr16	22195213	22218978	8	14241	21324.3345	314	1
2_MACS_peak_2420_lociStitched	chr1	160674947	160687747	2	11514	29605.12	315	1
4_MACS_peak_36526_lociStitched	chrX	152973708	152994638	4	13516	23847.642	316	1
2_MACS_peak_20620_lociStitched	chr2	227653810	227666689	2	12220	27734.9265	317	1
3_MACS_peak_15867_lociStitched	chr18	49917326	49930106	3	12714	26214.336	318	1
4_MACS_peak_327_lociStitched	chr1	15726364	15744603	4	13329	23783.656	319	1
2_MACS_peak_23066_lociStitched	chr22	39856815	39871025	2	13132	24418.464	320	1
8_MACS_peak_10421_lociStitched	chr14	106452740	106473342	8	14688	18125.6396	321	1
3_MACS_peak_15189_lociStitched	chr17	75079321	75095254	3	12953	24849.1068	322	1
4_MACS_peak_11904_lociStitched	chr16	1341047	1361980	4	13007	24541.8492	323	1
6_MACS_peak_29110_lociStitched	chr6	31788659	31809926	6	12629	25665.0156	324	1
2_MACS_peak_18802_lociStitched	chr2	43444526	43456599	2	9782	32269.9217	325	1
4_MACS_peak_20001_lociStitched	chr2	159840059	159859235	4	12895	24359.2728	326	1
3_MACS_peak_12183_lociStitched	chr16	11665630	11682148	3	13437	22452.9174	327	1
3_MACS_peak_16746_lociStitched	chr19	13043157	13058256	3	13119	23362.6827	328	1
3_MACS_peak_10106_lociStitched	chr14	91872085	91885880	3	12958	23886.0425	329	1
4_MACS_peak_22614_lociStitched	chr22	24177367	24192240	4	11339	28410.4046	330	1
3_MACS_peak_35747_lociStitched	chrX	39953042	39969447	3	12784	24359.7845	331	1
4_MACS_peak_23423_lociStitched	chr3	5227204	5242093	4	13255	22716.1473	332	1
3_MACS_peak_33788_lociStitched	chr8	134508424	134522531	3	13649	21239.4992	333	1
6_MACS_peak_19376_lociStitched	chr2	89442070	89459891	6	14453	17703.3814	334	1
2_MACS_peak_21215_lociStitched	chr20	31251313	31262984	2	11652	27488.7063	335	1
3_MACS_peak_21864_lociStitched	chr20	62357765	62372964	3	11575	27589.2248	336	1
4_MACS_peak_36534_lociStitched	chrX	153188415	153201773	4	10553	29913.9052	337	1
8_MACS_peak_22972_lociStitched	chr22	38609645	38629648	8	13863	20047.0066	338	1
5_MACS_peak_33663_lociStitched	chr8	126340171	126356023	5	13708	20631.378	339	1
7_MACS_peak_24726_lociStitched	chr3	133181144	133199941	7	14047	18900.3835	340	1
2_MACS_peak_14383_lociStitched	chr17	40825560	40835032	2	9432	31670.5792	341	1
4_MACS_peak_25682_lociStitched	chr4	10094675	10112034	4	13576	20268.3684	342	1
4_MACS_peak_11738_lociStitched	chr15	93360682	93384277	4	11140	27700.53	343	1
5_MACS_peak_18312_lociStitched	chr2	8617060	8630829	5	12712	23211.7802	344	1
2_MACS_peak_3403_lociStitched	chr1	230256025	230270534	2	13426	20594.0746	345	1
2_MACS_peak_15095_lociStitched	chr17	73307363	73320255	2	12710	23178.5268	346	1
4_MACS_peak_25881_lociStitched	chr4	48191834	48207578	4	13340	20868.672	347	1
4_MACS_peak_14528_lociStitched	chr17	44253366	44272451	4	12449	23907.7795	348	1
3_MACS_peak_33265_lociStitched	chr8	81045954	81061362	3	13873	18509.6304	349	1
8_MACS_peak_30169_lociStitched	chr6	137071866	137097002	8	14395	15765.2992	350	1
5_MACS_peak_17413_lociStitched	chr19	39920777	39939446	5	13397	20345.4762	351	1
3_MACS_peak_20807_lociStitched	chr2	241499001	241509373	3	10205	29330.9788	352	1
4_MACS_peak_5286_lociStitched	chr11	3874213	3893775	4	12894	21876.1846	353	1
3_MACS_peak_19980_lociStitched	chr2	158288915	158302222	3	13062	21059.6582	354	1
1_MACS_peak_35199_lociStitched	chr9	132646154	132657742	1	11589	25714.9308	355	1
3_MACS_peak_11703_lociStitched	chr15	91464834	91479598	3	10828	27458.0872	356	1
1_MACS_peak_11190_lociStitched	chr15	69107801	69114775	1	6975	34207.47	357	1
2_MACS_peak_14226_lociStitched	chr17	36852048	36863497	2	8908	31335.913	358	1
2_MACS_peak_30723_lociStitched	chr7	8006815	8020565	2	13031	20792.75	359	1
5_MACS_peak_27685_lociStitched	chr5	118668296	118683975	5	13165	20241.589	360	1
1_MACS_peak_26726_lociStitched	chr4	185263648	185276673	1	13026	20748.825	361	1
6_MACS_peak_2830_lociStitched	chr1	200846895	200863204	6	12557	22299.2957	362	1
6_MACS_peak_27515_lociStitched	chr5	95143216	95162073	6	13430	18877.7427	363	1
7_MACS_peak_26918_lociStitched	chr5	14211931	14229663	7	14193	15011.9112	364	1
6_MACS_peak_13336_lociStitched	chr16	88747208	88773573	6	13133	20016.308	365	1
3_MACS_peak_9498_lociStitched	chr14	50085850	50103187	3	11798	24533.5887	366	1
4_MACS_peak_7155_lociStitched	chr12	26266048	26280177	4	13740	17261.3993	367	1
5_MACS_peak_27184_lociStitched	chr5	55436941	55452957	5	12640	21684.0624	368	1
3_MACS_peak_33673_lociStitched	chr8	126438601	126450994	3	10661	27382.3335	369	1
7_MACS_peak_15145_lociStitched	chr17	74221913	74244017	7	11978	23836.9536	370	1
3_MACS_peak_15659_lociStitched	chr18	21151951	21167755	3	12648	21619.872	371	1
3_MACS_peak_139_lociStitched	chr1	6659319	6675538	3	10210	28371.8967	372	1
5_MACS_peak_33409_lociStitched	chr8	101309444	101323753	5	12604	21482.1017	373	1
4_MACS_peak_18565_lociStitched	chr2	27292641	27310673	4	12235	22630.16	374	1
5_MACS_peak_4431_lociStitched	chr10	80826275	80841632	5	12625	21289.4091	375	1
6_MACS_peak_34005_lociStitched	chr9	746624	764823	6	13347	18408.2885	376	1
4_MACS_peak_4302_lociStitched	chr10	74006965	74024634	4	11394	25137.6863	377	1
3_MACS_peak_35182_lociStitched	chr9	132244777	132260476	3	10203	28060.3926	378	1
2_MACS_peak_34571_lociStitched	chr9	94704951	94717575	2	11163	25746.648	379	1
6_MACS_peak_21600_lociStitched	chr20	46115155	46137250	6	12775	20687.5485	380	1
4_MACS_peak_29049_lociStitched	chr6	30646832	30660416	4	12198	22702.9392	381	1
3_MACS_peak_32212_lociStitched	chr7	139462869	139478918	3	9944	28573.6396	382	1
4_MACS_peak_15903_lociStitched	chr18	55089370	55109212	4	13331	18274.482	383	1
5_MACS_peak_24651_lociStitched	chr3	128820557	128842737	5	12805	20250.34	384	1
3_MACS_peak_16197_lociStitched	chr19	2082998	2099342	3	11782	23698.8	385	1
3_MACS_peak_25050_lociStitched	chr3	169755012	169766202	3	10390	27327.099	386	1
3_MACS_peak_26270_lociStitched	chr4	113200007	113212618	3	11793	23513.2095	387	1
2_MACS_peak_34467_lociStitched	chr9	86312491	86324445	2	11951	23018.6224	388	1
2_MACS_peak_11205_lociStitched	chr15	70387313	70396720	2	9386	29321.619	389	1
1_MACS_peak_25123_lociStitched	chr3	176911212	176920842	1	9631	28822.59	390	1
3_MACS_peak_22992_lociStitched	chr22	38782346	38795837	3	12484	21066.1965	391	1
2_MACS_peak_18678_lociStitched	chr2	33712603	33724650	2	11992	22695.3433	392	1
8_MACS_peak_35632_lociStitched	chrX	19864895	19887436	8	13780	15156.5684	393	1
6_MACS_peak_5791_lociStitched	chr11	59312187	59334319	6	12817	19600.0992	394	1
7_MACS_peak_5077_lociStitched	chr10	128109526	128129724	7	13493	16588.6174	395	1
1_MACS_peak_3864_lociStitched	chr10	15826265	15837693	1	11429	24201.0756	396	1
2_MACS_peak_29586_lociStitched	chr6	56702897	56717576	2	12211	21697.0299	397	1
2_MACS_peak_31811_lociStitched	chr7	102246845	102257829	2	8100	31246.1848	398	1
7_MACS_peak_9035_lociStitched	chr13	99127749	99142661	7	12817	19336.3904	399	1
1_MACS_peak_30905_lociStitched	chr7	26190927	26200367	1	9441	28612.64	400	1
3_MACS_peak_17615_lociStitched	chr19	45244834	45260258	3	11131	24644.4672	401	1
5_MACS_peak_17519_lociStitched	chr19	42363134	42381593	5	12888	18726.6555	402	1
5_MACS_peak_27038_lociStitched	chr5	32205754	32219601	5	11618	23226.9578	403	1
2_MACS_peak_31803_lociStitched	chr7	102147800	102158801	2	8286	30548.6769	404	1
5_MACS_peak_12608_lociStitched	chr16	30562407	30584356	5	11566	23134.246	405	1
6_MACS_peak_21453_lociStitched	chr20	42305653	42321234	6	11730	22579.9852	406	1
1_MACS_peak_15988_lociStitched	chr18	60821347	60830711	1	9365	28393.5208	408	1
3_MACS_peak_1558_lociStitched	chr1	93415996	93429232	3	12563	19335.1488	410	1
4_MACS_peak_10264_lociStitched	chr14	102275506	102294295	4	12714	18676.266	411	1
2_MACS_peak_30441_lociStitched	chr6	159453395	159466166	2	12682	18600.9615	412	1
5_MACS_peak_16622_lociStitched	chr19	10974763	10991345	5	10810	24751.9514	413	1
4_MACS_peak_14566_lociStitched	chr17	45725632	45742007	4	11351	23234.4875	414	1
3_MACS_peak_22191_lociStitched	chr21	43942974	43953843	3	10165	26247.5481	415	1
5_MACS_peak_15644_lociStitched	chr18	20807373	20823873	5	12753	18135.15	416	1
4_MACS_peak_17786_lociStitched	chr19	48823075	48837832	4	11187	23425.2618	417	1
1_MACS_peak_3916_lociStitched	chr10	23727151	23738923	1	11773	21269.6496	419	1
1_MACS_peak_26482_lociStitched	chr4	144256517	144263698	1	7182	31264.6378	420	1
3_MACS_peak_7483_lociStitched	chr12	53591488	53607221	3	12309	19139.1945	421	1
8_MACS_peak_31076_lociStitched	chr7	38384228	38408464	8	12643	17631.69	422	1
4_MACS_peak_34929_lociStitched	chr9	123686818	123703419	4	11422	22099.2512	423	1
3_MACS_peak_16657_lociStitched	chr19	11484291	11495735	3	10634	24368.8536	424	1
3_MACS_peak_1010_lociStitched	chr1	40355978	40368735	3	12631	17649.3095	425	1
6_MACS_peak_26020_lociStitched	chr4	77116560	77136212	6	12963	16093.0228	426	1
2_MACS_peak_4884_lociStitched	chr10	112215104	112226003	2	10709	24096.5991	427	1
3_MACS_peak_10153_lociStitched	chr14	94419695	94431040	3	11047	23059.847	428	1
3_MACS_peak_16193_lociStitched	chr19	2049014	2062837	3	8697	28397.9712	429	1
5_MACS_peak_12201_lociStitched	chr16	11821525	11838149	5	12629	17227.4512	430	1
8_MACS_peak_22577_lociStitched	chr22	23470289	23488441	8	11132	22544.784	431	1
5_MACS_peak_11351_lociStitched	chr15	75350037	75370805	5	13057	15011.1104	432	1
2_MACS_peak_35140_lociStitched	chr9	131445329	131454005	2	8080	29355.246	433	1
1_MACS_peak_19278_lociStitched	chr2	86219532	86229078	1	9547	26527.3794	434	1
2_MACS_peak_21504_lociStitched	chr20	43269902	43282005	2	11200	22222.3183	435	1
3_MACS_peak_23850_lociStitched	chr3	45694349	45710035	3	12565	17213.8164	436	1
2_MACS_peak_33432_lociStitched	chr8	101501192	101513254	2	11527	21156.748	437	1
6_MACS_peak_15175_lociStitched	chr17	74720875	74734902	6	10338	24523.4041	438	1
2_MACS_peak_35244_lociStitched	chr9	134542715	134555468	2	11108	22386.6162	439	1
3_MACS_peak_11667_lociStitched	chr15	90721115	90736822	3	10069	25192.4573	440	1
4_MACS_peak_19332_lociStitched	chr2	87550846	87569329	4	12837	15782.6337	441	1
5_MACS_peak_16445_lociStitched	chr19	7178754	7199214	5	11648	20531.61	442	1
4_MACS_peak_34559_lociStitched	chr9	94569723	94581302	4	11205	21921.3628	444	1
2_MACS_peak_15641_lociStitched	chr18	20711534	20724466	2	11086	22184.846	445	1
4_MACS_peak_15325_lociStitched	chr17	78225957	78238841	4	11255	21627.0824	446	1
3_MACS_peak_30114_lociStitched	chr6	134489118	134500287	3	10952	22535.6913	447	1
5_MACS_peak_35316_lociStitched	chr9	138354871	138373998	5	10774	23019.3445	448	1
5_MACS_peak_33421_lociStitched	chr8	101440459	101456662	5	11967	18879.7356	449	1
4_MACS_peak_3679_lociStitched	chr10	3818136	3829343	4	10457	23666.9426	450	1
1_MACS_peak_7606_lociStitched	chr12	57074015	57084720	1	10706	22963.2955	451	1
3_MACS_peak_34969_lociStitched	chr9	126021712	126035766	3	9623	25706.1714	452	1
1_MACS_peak_33794_lociStitched	chr8	134576470	134586189	1	9720	25362.7024	454	1
2_MACS_peak_30909_lociStitched	chr7	26233632	26243465	2	9343	26027.951	455	1
2_MACS_peak_29156_lociStitched	chr6	32934613	32943036	2	8322	28051.1169	456	1
3_MACS_peak_11008_lociStitched	chr15	60938722	60954261	3	12592	15588.7248	457	1
6_MACS_peak_2273_lociStitched	chr1	155210289	155232850	6	10613	22757.2807	458	1
2_MACS_peak_33384_lociStitched	chr8	98654866	98666106	2	11022	21448.168	459	1
5_MACS_peak_505_lociStitched	chr1	23937136	23955979	5	11167	20968.4904	460	1
8_MACS_peak_11396_lociStitched	chr15	77279628	77296923	8	12649	15003.4125	461	1
3_MACS_peak_15435_lociStitched	chr17	80450817	80465341	3	10312	23417.0452	462	1
2_MACS_peak_32047_lociStitched	chr7	128572542	128582596	2	7419	29310.4262	463	1
4_MACS_peak_31180_lociStitched	chr7	45034378	45047938	4	11422	19811.16	464	1
6_MACS_peak_20384_lociStitched	chr2	201920273	201941210	6	12305	16014.7113	465	1
2_MACS_peak_24893_lociStitched	chr3	150473508	150485329	2	8628	26883.3182	466	1
5_MACS_peak_22930_lociStitched	chr22	38019708	38037396	5	11871	17866.6488	467	1
6_MACS_peak_16590_lociStitched	chr19	10511782	10528040	6	10260	23138.3856	468	1
3_MACS_peak_32162_lociStitched	chr7	134844132	134857782	3	10891	21091.98	469	1
4_MACS_peak_29855_lociStitched	chr6	106576727	106595351	4	12283	15701.8944	470	1
4_MACS_peak_16885_lociStitched	chr19	16221458	16237617	4	10801	21271.7076	471	1
1_MACS_peak_10322_lociStitched	chr14	103780098	103788310	1	8213	27381.2716	472	1
2_MACS_peak_188_lociStitched	chr1	9372958	9383311	2	9801	23931.9948	473	1
4_MACS_peak_16573_lociStitched	chr19	10352212	10363965	4	9712	24105.403	474	1
4_MACS_peak_2242_lociStitched	chr1	154923573	154936127	4	9830	23809.9164	475	1
1_MACS_peak_32105_lociStitched	chr7	130788697	130796581	1	7885	27831.3084	476	1
4_MACS_peak_14376_lociStitched	chr17	40758699	40773761	4	10368	22348.9956	477	1
1_MACS_peak_11181_lociStitched	chr15	68515340	68524216	1	8877	25877.0904	478	1
3_MACS_peak_15539_lociStitched	chr18	9015708	9026142	3	10033	23167.6536	479	1
1_MACS_peak_27046_lociStitched	chr5	32273886	32285220	1	11335	19119.3246	481	1
3_MACS_peak_24266_lociStitched	chr3	72022059	72035862	3	11101	19923.2502	482	1
1_MACS_peak_26483_lociStitched	chr4	144274883	144284107	1	9225	25056.0736	483	1
3_MACS_peak_18401_lociStitched	chr2	11638001	11649005	3	10040	23025.87	484	1
4_MACS_peak_17509_lociStitched	chr19	42036132	42049109	4	12029	16234.227	485	1
5_MACS_peak_28806_lociStitched	chr6	20400992	20418651	5	10790	20791.7066	486	1
9_MACS_peak_5985_lociStitched	chr11	64835560	64858350	9	11996	16208.248	487	1
3_MACS_peak_11831_lociStitched	chr15	101729902	101743718	3	10888	20402.0872	488	1
5_MACS_peak_36545_lociStitched	chrX	153266733	153286943	5	10292	22081.446	489	1
5_MACS_peak_15382_lociStitched	chr17	79816169	79830947	5	9234	24748.7166	490	1
1_MACS_peak_20756_lociStitched	chr2	236402273	236414489	1	12217	14863.2072	491	1
2_MACS_peak_22171_lociStitched	chr21	43647616	43660010	2	9685	23606.8518	492	1
1_MACS_peak_33361_lociStitched	chr8	95952670	95963026	1	10357	21689.6064	493	1
4_MACS_peak_10027_lociStitched	chr14	89891377	89903287	4	11726	16894.335	494	1
4_MACS_peak_4095_lociStitched	chr10	45913345	45930806	4	9948	22631.2021	495	1
6_MACS_peak_31219_lociStitched	chr7	47613783	47630687	6	10764	20217.184	496	1
2_MACS_peak_18072_lociStitched	chr19	55165128	55178708	2	9936	22599.836	497	1
2_MACS_peak_21574_lociStitched	chr20	45522474	45532315	2	9627	23392.057	498	1
3_MACS_peak_33414_lociStitched	chr8	101336579	101351880	3	11677	16486.8275	499	1
2_MACS_peak_927_lociStitched	chr1	37932988	37946135	2	10485	20765.6865	500	1
3_MACS_peak_29369_lociStitched	chr6	42737792	42752280	3	9231	24042.836	501	1
3_MACS_peak_630_lociStitched	chr1	26602139	26617791	3	10680	20028.2992	502	1
5_MACS_peak_20404_lociStitched	chr2	202112782	202128031	5	11276	17850.4794	503	1
3_MACS_peak_34975_lociStitched	chr9	126079330	126092244	3	11666	16239.355	504	1
3_MACS_peak_22103_lociStitched	chr21	37905554	37916940	3	9328	23678.3256	505	1
4_MACS_peak_15847_lociStitched	chr18	47832473	47848120	4	10871	19236.4218	506	1
6_MACS_peak_21926_lociStitched	chr21	19147286	19167488	6	11439	17107.0536	507	1
3_MACS_peak_14995_lociStitched	chr17	66451178	66463036	3	9884	22217.1488	508	1
2_MACS_peak_8167_lociStitched	chr12	113337678	113349075	2	11345	17469.3216	509	1
2_MACS_peak_11736_lociStitched	chr15	93346145	93355993	2	8216	25893.3464	510	1
4_MACS_peak_2203_lociStitched	chr1	154179772	154195155	4	10068	21434.6722	511	1
2_MACS_peak_7900_lociStitched	chr12	96586830	96596857	2	9856	21988.2083	512	1
6_MACS_peak_20996_lociStitched	chr20	5123859	5139629	6	10797	19054.891	513	1
1_MACS_peak_2906_lociStitched	chr1	203288803	203297981	1	9179	23591.1312	514	1
3_MACS_peak_20701_lociStitched	chr2	232570308	232578705	3	7907	26189.4033	515	1
3_MACS_peak_10472_lociStitched	chr15	23659417	23671125	3	10493	19853.2556	516	1
3_MACS_peak_3344_lociStitched	chr1	228643026	228654207	3	11153	17409.9351	517	1
4_MACS_peak_22406_lociStitched	chr22	18547294	18562977	4	11638	15356.7936	518	1
4_MACS_peak_3596_lociStitched	chr1	246935457	246953668	4	10765	18822.8896	519	1
3_MACS_peak_31843_lociStitched	chr7	104576534	104586741	3	9596	22266.5705	520	1
5_MACS_peak_15719_lociStitched	chr18	35009551	35031324	5	10871	18271.9016	521	1
2_MACS_peak_395_lociStitched	chr1	17221418	17234144	2	8527	24671.8962	522	1
2_MACS_peak_24664_lociStitched	chr3	128994837	129005403	2	10523	19437.2136	523	1
5_MACS_peak_3058_lociStitched	chr1	209296754	209308746	5	10933	17908.8528	525	1
1_MACS_peak_21977_lociStitched	chr21	32924479	32932921	1	8443	24737.5926	526	1
10_MACS_peak_12538_lociStitched	chr16	29605186	29625567	10	11296	16398.5526	527	1
4_MACS_peak_5132_lociStitched	chr10	134350073	134366292	4	10099	20593.2643	528	1
3_MACS_peak_28414_lociStitched	chr5	176727156	176740801	3	11079	17263.654	529	1
5_MACS_peak_34545_lociStitched	chr9	94179828	94195988	5	10758	18449.872	530	1
3_MACS_peak_8260_lociStitched	chr12	120628508	120640616	3	10943	17577.1836	531	1
3_MACS_peak_23951_lociStitched	chr3	49054525	49067382	3	9007	23298.1697	532	1
1_MACS_peak_20364_lociStitched	chr2	201237690	201249397	1	11708	14216.9808	533	1
6_MACS_peak_4133_lociStitched	chr10	50276715	50290040	6	11232	16327.1225	534	1
3_MACS_peak_29100_lociStitched	chr6	31696519	31709055	3	9451	22133.5616	535	1
3_MACS_peak_7907_lociStitched	chr12	96791454	96802694	3	10398	19169.82	537	1
3_MACS_peak_34512_lociStitched	chr9	91924316	91935328	3	9368	22136.3224	538	1
3_MACS_peak_25003_lociStitched	chr3	164168237	164179567	3	10773	17631.746	540	1
4_MACS_peak_8394_lociStitched	chr12	123410805	123423828	4	11234	15690.1104	542	1
4_MACS_peak_26445_lociStitched	chr4	140215623	140227157	4	9474	21563.9664	543	1
2_MACS_peak_36541_lociStitched	chrX	153230650	153239499	2	8740	23330.3885	544	1
2_MACS_peak_22060_lociStitched	chr21	36413956	36424571	2	9673	20972.0555	545	1
4_MACS_peak_28716_lociStitched	chr6	13268346	13280851	4	10401	18666.2135	546	1
1_MACS_peak_11586_lociStitched	chr15	85519554	85527362	1	7809	25151.1296	547	1
2_MACS_peak_12898_lociStitched	chr16	66549041	66559788	2	9453	21296.2552	550	1
2_MACS_peak_15093_lociStitched	chr17	73283607	73295336	2	9717	20514.021	551	1
3_MACS_peak_15586_lociStitched	chr18	10947011	10958533	3	10155	19143.803	552	1
3_MACS_peak_61_lociStitched	chr1	1820729	1831517	3	9579	20824.0764	553	1
2_MACS_peak_20208_lociStitched	chr2	182168523	182179799	2	10690	17218.452	554	1
4_MACS_peak_13202_lociStitched	chr16	81681711	81695716	4	9787	20157.3965	555	1
3_MACS_peak_11063_lociStitched	chr15	64443099	64457518	3	9349	21367.5161	556	1
3_MACS_peak_25806_lociStitched	chr4	38307281	38322241	3	10750	16873.384	557	1
3_MACS_peak_22391_lociStitched	chr22	18255682	18268178	3	10052	19255.0864	558	1
3_MACS_peak_11835_lociStitched	chr15	101790441	101807042	3	8514	23282.9025	559	1
3_MACS_peak_30583_lociStitched	chr7	2438417	2448640	3	9800	19844.8876	561	1
3_MACS_peak_33606_lociStitched	chr8	124046095	124058033	3	10357	18028.7676	562	1
2_MACS_peak_19279_lociStitched	chr2	86242146	86253479	2	10652	16940.5684	563	1
3_MACS_peak_951_lociStitched	chr1	38464800	38479678	3	10162	18676.3534	564	1
7_MACS_peak_22855_lociStitched	chr22	36768894	36785187	7	10158	18666.8901	565	1
4_MACS_peak_2114_lociStitched	chr1	150945705	150956068	4	8930	22069.0448	567	1
5_MACS_peak_15270_lociStitched	chr17	76769792	76781616	5	10069	18835.632	568	1
2_MACS_peak_33799_lociStitched	chr8	134695871	134707740	2	10502	17268.2081	569	1
4_MACS_peak_14491_lociStitched	chr17	43379127	43395577	4	10229	18172.315	570	1
2_MACS_peak_8254_lociStitched	chr12	120548535	120562055	2	9563	20229.976	571	1
1_MACS_peak_24889_lociStitched	chr3	150314885	150323995	1	9111	21371.149	572	1
3_MACS_peak_28959_lociStitched	chr6	27791024	27808238	3	10086	18491.2788	573	1
2_MACS_peak_4765_lociStitched	chr10	104401191	104409790	2	7363	25093.6018	574	1
2_MACS_peak_17848_lociStitched	chr19	49464982	49474493	2	8439	22934.8254	575	1
2_MACS_peak_19046_lociStitched	chr2	65656258	65665280	2	8104	23652.9774	576	1
2_MACS_peak_2246_lociStitched	chr1	154941662	154950230	2	8301	23233.8456	577	1
2_MACS_peak_4886_lociStitched	chr10	112255888	112265768	2	9878	19098.04	578	1
4_MACS_peak_23476_lociStitched	chr3	10225499	10241852	4	11228	13788.8496	580	1
4_MACS_peak_17922_lociStitched	chr19	50369369	50382699	4	9329	20634.84	581	1
2_MACS_peak_30497_lociStitched	chr6	167039295	167049044	2	9444	20287.669	582	1
1_MACS_peak_9521_lociStitched	chr14	50526251	50534677	1	8427	22634.7638	584	1
4_MACS_peak_34899_lociStitched	chr9	117371678	117382123	4	7851	23816.689	585	1
2_MACS_peak_7640_lociStitched	chr12	57909525	57918289	2	8687	21951.1908	586	1
5_MACS_peak_18356_lociStitched	chr2	9888694	9910224	5	10378	16894.591	587	1
1_MACS_peak_29290_lociStitched	chr6	36717948	36727520	1	9573	19495.2924	588	1
1_MACS_peak_21003_lociStitched	chr20	5170276	5179729	1	9454	19824.8316	589	1
1_MACS_peak_13329_lociStitched	chr16	88616554	88626196	1	9643	19262.7876	590	1
1_MACS_peak_29961_lociStitched	chr6	113963297	113973895	1	10599	15859.907	591	1
5_MACS_peak_15550_lociStitched	chr18	9135022	9148197	5	10252	17116.96	592	1
2_MACS_peak_27718_lociStitched	chr5	124077083	124090782	2	9621	19118.3244	593	1
4_MACS_peak_16114_lociStitched	chr19	1066381	1082837	4	8024	23114.0976	594	1
1_MACS_peak_28486_lociStitched	chr5	179244384	179252111	1	7728	23648.4835	596	1
4_MACS_peak_26880_lociStitched	chr5	6708707	6723778	4	9735	18556.9223	597	1
2_MACS_peak_11371_lociStitched	chr15	75741879	75749389	2	7425	24182.2	598	1
4_MACS_peak_34922_lociStitched	chr9	123630186	123641281	4	8155	22699.2605	599	1
1_MACS_peak_26439_lociStitched	chr4	140126938	140136692	1	9755	18445.7894	600	1
3_MACS_peak_4130_lociStitched	chr10	50251655	50267782	3	9951	17776.7921	601	1
2_MACS_peak_19648_lociStitched	chr2	112283041	112294424	2	9950	17640.2351	603	1
1_MACS_peak_9522_lociStitched	chr14	50546704	50555184	1	8481	21789.36	604	1
3_MACS_peak_3400_lociStitched	chr1	230239106	230251104	3	10538	15227.8616	606	1
3_MACS_peak_24698_lociStitched	chr3	130557745	130574967	3	10503	15349.9686	607	1
5_MACS_peak_17471_lociStitched	chr19	41106947	41121347	5	10413	15698.88	608	1
1_MACS_peak_16312_lociStitched	chr19	3983135	3990805	1	7671	23381.995	609	1
3_MACS_peak_18637_lociStitched	chr2	31429667	31443474	3	9393	19180.6844	610	1
5_MACS_peak_12192_lociStitched	chr16	11761723	11784312	5	10667	14578.9406	611	1
2_MACS_peak_25722_lociStitched	chr4	15002531	15010232	2	7533	23620.5072	612	1
3_MACS_peak_31311_lociStitched	chr7	64011005	64024061	3	10567	14908.6464	613	1
3_MACS_peak_31738_lociStitched	chr7	100135812	100146297	3	9862	17593.83	614	1
3_MACS_peak_14818_lociStitched	chr17	57914336	57927068	3	10440	15429.9108	615	1
3_MACS_peak_25195_lociStitched	chr3	183265615	183279010	3	8038	22480.8285	616	1
2_MACS_peak_18666_lociStitched	chr2	33165773	33174224	2	8364	21730.0563	617	1
2_MACS_peak_21568_lociStitched	chr20	45172317	45184892	2	10012	16967.4475	618	1
4_MACS_peak_7870_lociStitched	chr12	95032889	95047166	4	10251	15955.9752	619	1
1_MACS_peak_11746_lociStitched	chr15	93442882	93452448	1	9567	18312.1938	620	1
4_MACS_peak_25404_lociStitched	chr3	195999720	196015695	4	9426	18738.675	621	1
3_MACS_peak_15231_lociStitched	chr17	76164005	76177130	3	9332	19003.6875	622	1
2_MACS_peak_35158_lociStitched	chr9	131782079	131792061	2	8563	21049.0434	623	1
4_MACS_peak_30781_lociStitched	chr7	18534173	18549707	4	10081	16366.6224	624	1
5_MACS_peak_1167_lociStitched	chr1	45803167	45820349	5	10069	16365.855	625	1
2_MACS_peak_33358_lociStitched	chr8	95897309	95909943	2	10198	15851.8798	626	1
1_MACS_peak_2404_lociStitched	chr1	160173080	160181439	1	8360	21406.5631	627	1
3_MACS_peak_30964_lociStitched	chr7	30059641	30073499	3	9586	17982.1408	628	1
3_MACS_peak_17382_lociStitched	chr19	39338170	39349061	3	8124	21891.9991	629	1
