#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper
3_MACS_peak_15542_lociStitched	chr18	9060443	9074678	3	13531	26277.81	304	1
3_MACS_peak_22191_lociStitched	chr21	43942974	43953843	3	10165	26247.5481	305	1
3_MACS_peak_15867_lociStitched	chr18	49917326	49930106	3	12714	26214.336	306	1
6_MACS_peak_22717_lociStitched	chr22	29206532	29225519	6	15306	26207.7561	307	1
3_MACS_peak_20701_lociStitched	chr2	232570308	232578705	3	7907	26189.4033	308	1
6_MACS_peak_18242_lociStitched	chr2	1644296	1665081	6	14703	26151.687	309	1
2_MACS_peak_30909_lociStitched	chr7	26233632	26243465	2	9343	26027.951	310	1
2_MACS_peak_11736_lociStitched	chr15	93346145	93355993	2	8216	25893.3464	311	1
1_MACS_peak_11181_lociStitched	chr15	68515340	68524216	1	8877	25877.0904	312	1
5_MACS_peak_25372_lociStitched	chr3	195258222	195278321	5	14279	25803.0962	313	1
2_MACS_peak_34571_lociStitched	chr9	94704951	94717575	2	11163	25746.648	314	1
4_MACS_peak_745_lociStitched	chr1	28826860	28846304	4	15109	25745.8004	315	1
3_MACS_peak_29753_lociStitched	chr6	90054385	90070070	3	15353	25731.2425	316	1
1_MACS_peak_35199_lociStitched	chr9	132646154	132657742	1	11589	25714.9308	317	1
3_MACS_peak_34969_lociStitched	chr9	126021712	126035766	3	9623	25706.1714	318	1
6_MACS_peak_29110_lociStitched	chr6	31788659	31809926	6	12629	25665.0156	319	1
6_MACS_peak_12821_lociStitched	chr16	56964437	56985444	6	18741	25607.533	320	1
3_MACS_peak_35890_lociStitched	chrX	48767914	48784315	3	16326	25518.3159	321	1
6_MACS_peak_14363_lociStitched	chr17	40680947	40701131	6	13887	25498.4472	322	1
4_MACS_peak_18711_lociStitched	chr2	37869277	37885391	4	15318	25447.2288	323	1
6_MACS_peak_16431_lociStitched	chr19	6765941	6789335	6	13301	25445.6538	324	1
7_MACS_peak_12921_lociStitched	chr16	67189053	67218674	7	13336	25420.7422	325	1
1_MACS_peak_33794_lociStitched	chr8	134576470	134586189	1	9720	25362.7024	326	1
3_MACS_peak_11667_lociStitched	chr15	90721115	90736822	3	10069	25192.4573	327	1
1_MACS_peak_11586_lociStitched	chr15	85519554	85527362	1	7809	25151.1296	328	1
6_MACS_peak_19106_lociStitched	chr2	70330304	70353779	6	13557	25148.7675	329	1
4_MACS_peak_4302_lociStitched	chr10	74006965	74024634	4	11394	25137.6863	330	1
4_MACS_peak_33766_lociStitched	chr8	134068620	134089957	4	19914	25113.649	331	1
2_MACS_peak_4765_lociStitched	chr10	104401191	104409790	2	7363	25093.6018	332	1
1_MACS_peak_26483_lociStitched	chr4	144274883	144284107	1	9225	25056.0736	333	1
2_MACS_peak_34818_lociStitched	chr9	114237322	114247517	2	6477	24893.1315	334	1
2_MACS_peak_7084_lociStitched	chr12	12866182	12881589	2	14516	24873.0608	335	1
1_MACS_peak_1969_lociStitched	chr1	145208012	145212866	1	4855	24867.042	336	1
3_MACS_peak_15189_lociStitched	chr17	75079321	75095254	3	12953	24849.1068	337	1
5_MACS_peak_30454_lociStitched	chr6	160388841	160410942	5	15182	24828.2634	338	1
1_MACS_peak_23187_lociStitched	chr22	43057511	43071000	1	13490	24826.5045	339	1
7_MACS_peak_16889_lociStitched	chr19	16244294	16272490	7	20186	24778.6448	340	1
5_MACS_peak_16622_lociStitched	chr19	10974763	10991345	5	10810	24751.9514	341	1
5_MACS_peak_15382_lociStitched	chr17	79816169	79830947	5	9234	24748.7166	342	1
2_MACS_peak_18317_lociStitched	chr2	8651694	8667176	2	13558	24747.977	343	1
10_MACS_peak_11947_lociStitched	chr16	2178204	2207097	10	14607	24743.9652	344	1
1_MACS_peak_21977_lociStitched	chr21	32924479	32932921	1	8443	24737.5926	345	1
2_MACS_peak_395_lociStitched	chr1	17221418	17234144	2	8527	24671.8962	346	1
3_MACS_peak_17615_lociStitched	chr19	45244834	45260258	3	11131	24644.4672	347	1
1_MACS_peak_7607_lociStitched	chr12	57105145	57120091	1	14947	24565.2456	348	1
4_MACS_peak_11904_lociStitched	chr16	1341047	1361980	4	13007	24541.8492	349	1
4_MACS_peak_12242_lociStitched	chr16	14486577	14502457	4	13690	24537.776	350	1
3_MACS_peak_9498_lociStitched	chr14	50085850	50103187	3	11798	24533.5887	351	1
6_MACS_peak_15175_lociStitched	chr17	74720875	74734902	6	10338	24523.4041	352	1
2_MACS_peak_23066_lociStitched	chr22	39856815	39871025	2	13132	24418.464	353	1
3_MACS_peak_16657_lociStitched	chr19	11484291	11495735	3	10634	24368.8536	354	1
3_MACS_peak_35747_lociStitched	chrX	39953042	39969447	3	12784	24359.7845	355	1
4_MACS_peak_20001_lociStitched	chr2	159840059	159859235	4	12895	24359.2728	356	1
1_MACS_peak_3864_lociStitched	chr10	15826265	15837693	1	11429	24201.0756	357	1
2_MACS_peak_11371_lociStitched	chr15	75741879	75749389	2	7425	24182.2	358	1
4_MACS_peak_16573_lociStitched	chr19	10352212	10363965	4	9712	24105.403	359	1
2_MACS_peak_4884_lociStitched	chr10	112215104	112226003	2	10709	24096.5991	360	1
3_MACS_peak_29369_lociStitched	chr6	42737792	42752280	3	9231	24042.836	361	1
2_MACS_peak_188_lociStitched	chr1	9372958	9383311	2	9801	23931.9948	362	1
4_MACS_peak_14528_lociStitched	chr17	44253366	44272451	4	12449	23907.7795	363	1
3_MACS_peak_10106_lociStitched	chr14	91872085	91885880	3	12958	23886.0425	364	1
1_MACS_peak_18677_lociStitched	chr2	33699575	33706418	1	6844	23868.384	365	1
8_MACS_peak_195_lociStitched	chr1	9460131	9489830	8	13873	23863.1465	366	1
4_MACS_peak_36526_lociStitched	chrX	152973708	152994638	4	13516	23847.642	367	1
7_MACS_peak_15145_lociStitched	chr17	74221913	74244017	7	11978	23836.9536	368	1
4_MACS_peak_34899_lociStitched	chr9	117371678	117382123	4	7851	23816.689	369	1
4_MACS_peak_2242_lociStitched	chr1	154923573	154936127	4	9830	23809.9164	370	1
2_MACS_peak_22118_lociStitched	chr21	38737614	38743215	2	5103	23804.8101	371	1
4_MACS_peak_327_lociStitched	chr1	15726364	15744603	4	13329	23783.656	372	1
6_MACS_peak_6567_lociStitched	chr11	111229676	111251197	6	18733	23763.4882	373	1
3_MACS_peak_16197_lociStitched	chr19	2082998	2099342	3	11782	23698.8	374	1
3_MACS_peak_22103_lociStitched	chr21	37905554	37916940	3	9328	23678.3256	375	1
4_MACS_peak_3679_lociStitched	chr10	3818136	3829343	4	10457	23666.9426	376	1
2_MACS_peak_19046_lociStitched	chr2	65656258	65665280	2	8104	23652.9774	377	1
1_MACS_peak_28486_lociStitched	chr5	179244384	179252111	1	7728	23648.4835	378	1
2_MACS_peak_25722_lociStitched	chr4	15002531	15010232	2	7533	23620.5072	379	1
2_MACS_peak_22171_lociStitched	chr21	43647616	43660010	2	9685	23606.8518	380	1
1_MACS_peak_2906_lociStitched	chr1	203288803	203297981	1	9179	23591.1312	381	1
3_MACS_peak_26270_lociStitched	chr4	113200007	113212618	3	11793	23513.2095	382	1
2_MACS_peak_26452_lociStitched	chr4	140475590	140482485	2	6275	23502.297	383	1
3_MACS_peak_633_lociStitched	chr1	26632248	26649006	3	13725	23493.0402	384	1
5_MACS_peak_27526_lociStitched	chr5	95250221	95270425	5	14802	23436.64	385	1
4_MACS_peak_17786_lociStitched	chr19	48823075	48837832	4	11187	23425.2618	386	1
3_MACS_peak_15435_lociStitched	chr17	80450817	80465341	3	10312	23417.0452	387	1
10_MACS_peak_21459_lociStitched	chr20	42336740	42365593	10	17905	23414.2095	388	1
2_MACS_peak_21574_lociStitched	chr20	45522474	45532315	2	9627	23392.057	389	1
1_MACS_peak_16312_lociStitched	chr19	3983135	3990805	1	7671	23381.995	390	1
3_MACS_peak_16746_lociStitched	chr19	13043157	13058256	3	13119	23362.6827	391	1
2_MACS_peak_36541_lociStitched	chrX	153230650	153239499	2	8740	23330.3885	392	1
7_MACS_peak_23364_lociStitched	chr22	50963007	50984714	7	14290	23308.9766	393	1
3_MACS_peak_23951_lociStitched	chr3	49054525	49067382	3	9007	23298.1697	394	1
3_MACS_peak_11835_lociStitched	chr15	101790441	101807042	3	8514	23282.9025	395	1
4_MACS_peak_14566_lociStitched	chr17	45725632	45742007	4	11351	23234.4875	396	1
2_MACS_peak_2246_lociStitched	chr1	154941662	154950230	2	8301	23233.8456	397	1
5_MACS_peak_27038_lociStitched	chr5	32205754	32219601	5	11618	23226.9578	398	1
5_MACS_peak_18312_lociStitched	chr2	8617060	8630829	5	12712	23211.7802	399	1
2_MACS_peak_15095_lociStitched	chr17	73307363	73320255	2	12710	23178.5268	400	1
3_MACS_peak_15539_lociStitched	chr18	9015708	9026142	3	10033	23167.6536	401	1
3_MACS_peak_31575_lociStitched	chr7	87548887	87565039	3	14616	23139.3552	402	1
6_MACS_peak_16590_lociStitched	chr19	10511782	10528040	6	10260	23138.3856	403	1
5_MACS_peak_12608_lociStitched	chr16	30562407	30584356	5	11566	23134.246	404	1
1_MACS_peak_11712_lociStitched	chr15	92394952	92402178	1	7227	23117.4192	405	1
4_MACS_peak_16114_lociStitched	chr19	1066381	1082837	4	8024	23114.0976	406	1
3_MACS_peak_10153_lociStitched	chr14	94419695	94431040	3	11047	23059.847	407	1
8_MACS_peak_17066_lociStitched	chr19	19264556	19286651	8	15168	23049.504	408	1
3_MACS_peak_18401_lociStitched	chr2	11638001	11649005	3	10040	23025.87	409	1
5_MACS_peak_35316_lociStitched	chr9	138354871	138373998	5	10774	23019.3445	410	1
2_MACS_peak_34467_lociStitched	chr9	86312491	86324445	2	11951	23018.6224	411	1
1_MACS_peak_7606_lociStitched	chr12	57074015	57084720	1	10706	22963.2955	412	1
2_MACS_peak_17848_lociStitched	chr19	49464982	49474493	2	8439	22934.8254	413	1
1_MACS_peak_33595_lociStitched	chr8	121820159	121825328	1	5170	22876.4433	414	1
6_MACS_peak_2273_lociStitched	chr1	155210289	155232850	6	10613	22757.2807	415	1
4_MACS_peak_23423_lociStitched	chr3	5227204	5242093	4	13255	22716.1473	416	1
4_MACS_peak_29049_lociStitched	chr6	30646832	30660416	4	12198	22702.9392	417	1
4_MACS_peak_34922_lociStitched	chr9	123630186	123641281	4	8155	22699.2605	418	1
2_MACS_peak_18678_lociStitched	chr2	33712603	33724650	2	11992	22695.3433	419	1
1_MACS_peak_9521_lociStitched	chr14	50526251	50534677	1	8427	22634.7638	420	1
4_MACS_peak_4095_lociStitched	chr10	45913345	45930806	4	9948	22631.2021	421	1
4_MACS_peak_18565_lociStitched	chr2	27292641	27310673	4	12235	22630.16	422	1
2_MACS_peak_18072_lociStitched	chr19	55165128	55178708	2	9936	22599.836	423	1
6_MACS_peak_21453_lociStitched	chr20	42305653	42321234	6	11730	22579.9852	424	1
2_MACS_peak_26434_lociStitched	chr4	140092945	140100578	2	6283	22550.9352	425	1
8_MACS_peak_22577_lociStitched	chr22	23470289	23488441	8	11132	22544.784	426	1
3_MACS_peak_30114_lociStitched	chr6	134489118	134500287	3	10952	22535.6913	427	1
2_MACS_peak_16104_lociStitched	chr19	921387	927987	2	5593	22527.12	428	1
2_MACS_peak_16770_lociStitched	chr19	13260229	13267677	2	7428	22507.1112	429	1
3_MACS_peak_25195_lociStitched	chr3	183265615	183279010	3	8038	22480.8285	430	1
3_MACS_peak_12183_lociStitched	chr16	11665630	11682148	3	13437	22452.9174	431	1
2_MACS_peak_29418_lociStitched	chr6	43737230	43744507	2	7057	22429.1694	432	1
2_MACS_peak_35244_lociStitched	chr9	134542715	134555468	2	11108	22386.6162	433	1
1_MACS_peak_16423_lociStitched	chr19	6587026	6594237	1	7212	22378.6174	434	1
4_MACS_peak_14376_lociStitched	chr17	40758699	40773761	4	10368	22348.9956	435	1
6_MACS_peak_2830_lociStitched	chr1	200846895	200863204	6	12557	22299.2957	436	1
3_MACS_peak_31843_lociStitched	chr7	104576534	104586741	3	9596	22266.5705	437	1
2_MACS_peak_21504_lociStitched	chr20	43269902	43282005	2	11200	22222.3183	438	1
3_MACS_peak_14995_lociStitched	chr17	66451178	66463036	3	9884	22217.1488	439	1
3_MACS_peak_20447_lociStitched	chr2	204568683	204586600	3	17231	22215.2883	440	1
2_MACS_peak_15641_lociStitched	chr18	20711534	20724466	2	11086	22184.846	441	1
1_MACS_peak_10962_lociStitched	chr15	58620951	58626509	1	5559	22138.6256	442	1
3_MACS_peak_34512_lociStitched	chr9	91924316	91935328	3	9368	22136.3224	443	1
3_MACS_peak_29100_lociStitched	chr6	31696519	31709055	3	9451	22133.5616	444	1
4_MACS_peak_34929_lociStitched	chr9	123686818	123703419	4	11422	22099.2512	445	1
5_MACS_peak_36545_lociStitched	chrX	153266733	153286943	5	10292	22081.446	446	1
4_MACS_peak_2114_lociStitched	chr1	150945705	150956068	4	8930	22069.0448	447	1
8_MACS_peak_4801_lociStitched	chr10	105224475	105245745	8	14750	22025.085	448	1
1_MACS_peak_10937_lociStitched	chr15	55693990	55701629	1	7640	21998.0283	449	1
5_MACS_peak_26137_lociStitched	chr4	90203768	90229579	5	23414	21990.972	450	1
2_MACS_peak_7900_lociStitched	chr12	96586830	96596857	2	9856	21988.2083	451	1
2_MACS_peak_7640_lociStitched	chr12	57909525	57918289	2	8687	21951.1908	452	1
4_MACS_peak_34559_lociStitched	chr9	94569723	94581302	4	11205	21921.3628	453	1
3_MACS_peak_17382_lociStitched	chr19	39338170	39349061	3	8124	21891.9991	454	1
4_MACS_peak_5864_lociStitched	chr11	62306223	62326537	4	14780	21882.2408	455	1
4_MACS_peak_5286_lociStitched	chr11	3874213	3893775	4	12894	21876.1846	456	1
3_MACS_peak_30380_lociStitched	chr6	157097532	157104188	3	6507	21811.712	457	1
1_MACS_peak_9522_lociStitched	chr14	50546704	50555184	1	8481	21789.36	458	1
2_MACS_peak_18666_lociStitched	chr2	33165773	33174224	2	8364	21730.0563	459	1
2_MACS_peak_29586_lociStitched	chr6	56702897	56717576	2	12211	21697.0299	460	1
1_MACS_peak_33361_lociStitched	chr8	95952670	95963026	1	10357	21689.6064	461	1
5_MACS_peak_27184_lociStitched	chr5	55436941	55452957	5	12640	21684.0624	462	1
4_MACS_peak_21637_lociStitched	chr20	48284391	48305092	4	14658	21659.4563	463	1
2_MACS_peak_17719_lociStitched	chr19	47285448	47292454	2	6960	21635.2286	464	1
4_MACS_peak_15325_lociStitched	chr17	78225957	78238841	4	11255	21627.0824	465	1
3_MACS_peak_15659_lociStitched	chr18	21151951	21167755	3	12648	21619.872	466	1
4_MACS_peak_26445_lociStitched	chr4	140215623	140227157	4	9474	21563.9664	467	1
5_MACS_peak_33409_lociStitched	chr8	101309444	101323753	5	12604	21482.1017	468	1
2_MACS_peak_33384_lociStitched	chr8	98654866	98666106	2	11022	21448.168	469	1
4_MACS_peak_2203_lociStitched	chr1	154179772	154195155	4	10068	21434.6722	470	1
2_MACS_peak_9514_lociStitched	chr14	50460157	50471420	2	7168	21418.8471	471	1
1_MACS_peak_2404_lociStitched	chr1	160173080	160181439	1	8360	21406.5631	472	1
1_MACS_peak_24889_lociStitched	chr3	150314885	150323995	1	9111	21371.149	473	1
3_MACS_peak_11063_lociStitched	chr15	64443099	64457518	3	9349	21367.5161	474	1
2_MACS_peak_14445_lociStitched	chr17	42294023	42305168	2	6809	21339.3315	475	1
8_MACS_peak_12400_lociStitched	chr16	22195213	22218978	8	14241	21324.3345	476	1
2_MACS_peak_12898_lociStitched	chr16	66549041	66559788	2	9453	21296.2552	477	1
5_MACS_peak_4431_lociStitched	chr10	80826275	80841632	5	12625	21289.4091	478	1
1_MACS_peak_19105_lociStitched	chr2	70310871	70317070	1	6200	21279.9272	479	1
2_MACS_peak_11824_lociStitched	chr15	101659827	101668985	2	7414	21278.613	480	1
4_MACS_peak_16885_lociStitched	chr19	16221458	16237617	4	10801	21271.7076	481	1
1_MACS_peak_3916_lociStitched	chr10	23727151	23738923	1	11773	21269.6496	482	1
3_MACS_peak_33788_lociStitched	chr8	134508424	134522531	3	13649	21239.4992	483	1
5_MACS_peak_27802_lociStitched	chr5	131791043	131815940	5	15599	21227.1822	484	1
2_MACS_peak_15124_lociStitched	chr17	73868327	73875729	2	6536	21205.2496	485	1
2_MACS_peak_33432_lociStitched	chr8	101501192	101513254	2	11527	21156.748	486	1
2_MACS_peak_14625_lociStitched	chr17	47433418	47443828	2	8263	21111.48	487	1
2_MACS_peak_18274_lociStitched	chr2	3651409	3659054	2	7534	21104.787	488	1
3_MACS_peak_31165_lociStitched	chr7	44787282	44795605	3	8145	21097.1404	489	1
3_MACS_peak_32162_lociStitched	chr7	134844132	134857782	3	10891	21091.98	490	1
1_MACS_peak_34697_lociStitched	chr9	100744494	100748827	1	4334	21077.4452	491	1
3_MACS_peak_22992_lociStitched	chr22	38782346	38795837	3	12484	21066.1965	492	1
3_MACS_peak_19980_lociStitched	chr2	158288915	158302222	3	13062	21059.6582	493	1
2_MACS_peak_15310_lociStitched	chr17	77961015	77969270	2	5565	21057.6795	494	1
1_MACS_peak_22898_lociStitched	chr22	37557191	37564711	1	7521	21049.232	495	1
2_MACS_peak_35158_lociStitched	chr9	131782079	131792061	2	8563	21049.0434	496	1
2_MACS_peak_22060_lociStitched	chr21	36413956	36424571	2	9673	20972.0555	497	1
5_MACS_peak_505_lociStitched	chr1	23937136	23955979	5	11167	20968.4904	498	1
2_MACS_peak_31731_lociStitched	chr7	100025580	100035061	2	7227	20934.048	499	1
4_MACS_peak_25881_lociStitched	chr4	48191834	48207578	4	13340	20868.672	500	1
3_MACS_peak_61_lociStitched	chr1	1820729	1831517	3	9579	20824.0764	501	1
2_MACS_peak_30723_lociStitched	chr7	8006815	8020565	2	13031	20792.75	502	1
5_MACS_peak_28806_lociStitched	chr6	20400992	20418651	5	10790	20791.7066	503	1
6_MACS_peak_14300_lociStitched	chr17	38465655	38484713	6	16015	20771.3142	504	1
2_MACS_peak_927_lociStitched	chr1	37932988	37946135	2	10485	20765.6865	505	1
1_MACS_peak_26726_lociStitched	chr4	185263648	185276673	1	13026	20748.825	506	1
1_MACS_peak_13313_lociStitched	chr16	87806837	87815071	1	8235	20715.0972	507	1
6_MACS_peak_21600_lociStitched	chr20	46115155	46137250	6	12775	20687.5485	508	1
1_MACS_peak_26807_lociStitched	chr5	188323	194466	1	6144	20634.9513	509	1
4_MACS_peak_17922_lociStitched	chr19	50369369	50382699	4	9329	20634.84	510	1
5_MACS_peak_33663_lociStitched	chr8	126340171	126356023	5	13708	20631.378	511	1
5_MACS_peak_16152_lociStitched	chr19	1437620	1456703	5	8119	20611.5483	512	1
2_MACS_peak_3403_lociStitched	chr1	230256025	230270534	2	13426	20594.0746	513	1
4_MACS_peak_5132_lociStitched	chr10	134350073	134366292	4	10099	20593.2643	514	1
1_MACS_peak_25075_lociStitched	chr3	171756810	171764982	1	8173	20576.2788	515	1
5_MACS_peak_16445_lociStitched	chr19	7178754	7199214	5	11648	20531.61	516	1
2_MACS_peak_15093_lociStitched	chr17	73283607	73295336	2	9717	20514.021	517	1
2_MACS_peak_14697_lociStitched	chr17	48940248	48945867	2	5607	20511.0357	518	1
1_MACS_peak_34898_lociStitched	chr9	117349026	117357148	1	8123	20494.2426	519	1
2_MACS_peak_34418_lociStitched	chr9	73026570	73036766	2	7888	20492.9404	520	1
4_MACS_peak_16148_lociStitched	chr19	1400332	1416120	4	7745	20458.0904	521	1
3_MACS_peak_11831_lociStitched	chr15	101729902	101743718	3	10888	20402.0872	522	1
5_MACS_peak_17413_lociStitched	chr19	39920777	39939446	5	13397	20345.4762	523	1
2_MACS_peak_25125_lociStitched	chr3	177068975	177079687	2	7668	20298.1688	524	1
2_MACS_peak_30497_lociStitched	chr6	167039295	167049044	2	9444	20287.669	525	1
1_MACS_peak_31215_lociStitched	chr7	47533266	47540437	1	7172	20268.8315	526	1
4_MACS_peak_25682_lociStitched	chr4	10094675	10112034	4	13576	20268.3684	527	1
5_MACS_peak_24651_lociStitched	chr3	128820557	128842737	5	12805	20250.34	528	1
5_MACS_peak_27685_lociStitched	chr5	118668296	118683975	5	13165	20241.589	529	1
2_MACS_peak_8254_lociStitched	chr12	120548535	120562055	2	9563	20229.976	530	1
1_MACS_peak_20133_lociStitched	chr2	174824630	174831537	1	6908	20227.8402	531	1
6_MACS_peak_31219_lociStitched	chr7	47613783	47630687	6	10764	20217.184	532	1
10_MACS_peak_13771_lociStitched	chr17	17379857	17404849	10	17496	20203.5328	533	1
4_MACS_peak_13983_lociStitched	chr17	27498953	27512820	4	8231	20202.8323	534	1
2_MACS_peak_18319_lociStitched	chr2	8675723	8687550	2	8538	20193.4198	535	1
4_MACS_peak_13202_lociStitched	chr16	81681711	81695716	4	9787	20157.3965	536	1
2_MACS_peak_5681_lociStitched	chr11	46137311	46149351	2	8641	20128.472	537	1
1_MACS_peak_1884_lociStitched	chr1	120608744	120613770	1	5027	20100.4818	538	1
2_MACS_peak_176_lociStitched	chr1	9219503	9227162	2	7293	20098.7478	539	1
1_MACS_peak_403_lociStitched	chr1	17763328	17769535	1	6208	20082.7485	540	1
7_MACS_peak_6826_lociStitched	chr11	128585767	128609711	7	17630	20079.4384	541	1
2_MACS_peak_16122_lociStitched	chr19	1130367	1137351	2	6461	20058.7464	542	1
8_MACS_peak_22972_lociStitched	chr22	38609645	38629648	8	13863	20047.0066	543	1
3_MACS_peak_630_lociStitched	chr1	26602139	26617791	3	10680	20028.2992	544	1
6_MACS_peak_13336_lociStitched	chr16	88747208	88773573	6	13133	20016.308	545	1
4_MACS_peak_36566_lociStitched	chrX	153595923	153609222	4	8807	19988.397	546	1
2_MACS_peak_34635_lociStitched	chr9	98266429	98274427	2	7804	19955.8098	547	1
1_MACS_peak_5776_lociStitched	chr11	58340370	58349120	1	8751	19954.375	548	1
3_MACS_peak_24266_lociStitched	chr3	72022059	72035862	3	11101	19923.2502	549	1
1_MACS_peak_2040_lociStitched	chr1	149221845	149225556	1	3712	19923.2457	550	1
13_MACS_peak_6998_lociStitched	chr12	7046110	7088407	13	15315	19917.6573	551	1
3_MACS_peak_10472_lociStitched	chr15	23659417	23671125	3	10493	19853.2556	552	1
3_MACS_peak_30583_lociStitched	chr7	2438417	2448640	3	9800	19844.8876	553	1
1_MACS_peak_21003_lociStitched	chr20	5170276	5179729	1	9454	19824.8316	554	1
4_MACS_peak_31180_lociStitched	chr7	45034378	45047938	4	11422	19811.16	555	1
3_MACS_peak_13954_lociStitched	chr17	27045973	27056628	3	8776	19769.287	556	1
1_MACS_peak_30369_lociStitched	chr6	156711459	156720147	1	8689	19743.48	557	1
2_MACS_peak_6053_lociStitched	chr11	65623812	65630160	2	6343	19733.3928	558	1
2_MACS_peak_10698_lociStitched	chr15	41243743	41249429	2	5686	19716.205	559	1
1_MACS_peak_30868_lociStitched	chr7	25018106	25022918	1	4813	19694.0724	560	1
18_MACS_peak_26399_lociStitched	chr4	132645561	132685808	18	17422	19648.5854	561	1
1_MACS_peak_13279_lociStitched	chr16	85586171	85592287	1	6117	19640.9224	562	1
2_MACS_peak_15432_lociStitched	chr17	80405918	80417745	2	8088	19634.0027	563	1
3_MACS_peak_16919_lociStitched	chr19	16693633	16706023	3	8431	19633.194	564	1
3_MACS_peak_16291_lociStitched	chr19	3493542	3508071	3	6787	19621.4145	565	1
6_MACS_peak_5791_lociStitched	chr11	59312187	59334319	6	12817	19600.0992	566	1
2_MACS_peak_35001_lociStitched	chr9	127047073	127055593	2	8019	19592.592	567	1
2_MACS_peak_22785_lociStitched	chr22	31884408	31893760	2	8793	19578.412	568	1
2_MACS_peak_7310_lociStitched	chr12	46118628	46127278	2	8493	19576.68	569	1
2_MACS_peak_23195_lociStitched	chr22	43108037	43117516	2	8174	19569.3955	570	1
2_MACS_peak_24771_lociStitched	chr3	136465373	136473710	2	8326	19553.5998	571	1
4_MACS_peak_29174_lociStitched	chr6	33278782	33292190	4	8899	19527.4112	572	1
1_MACS_peak_29290_lociStitched	chr6	36717948	36727520	1	9573	19495.2924	573	1
3_MACS_peak_11084_lociStitched	chr15	65127554	65140246	3	8728	19475.874	574	1
2_MACS_peak_24664_lociStitched	chr3	128994837	129005403	2	10523	19437.2136	575	1
3_MACS_peak_903_lociStitched	chr1	36613945	36627075	3	7960	19373.315	576	1
7_MACS_peak_9035_lociStitched	chr13	99127749	99142661	7	12817	19336.3904	577	1
3_MACS_peak_1558_lociStitched	chr1	93415996	93429232	3	12563	19335.1488	578	1
1_MACS_peak_35387_lociStitched	chr9	139774844	139782342	1	7499	19297.6026	579	1
4_MACS_peak_16109_lociStitched	chr19	1017397	1029852	4	8624	19294.0405	580	1
1_MACS_peak_11538_lociStitched	chr15	83473435	83480601	1	7167	19271.5238	581	1
2_MACS_peak_29406_lociStitched	chr6	43593893	43604711	2	7666	19267.9398	582	1
2_MACS_peak_16601_lociStitched	chr19	10608627	10614518	2	5796	19267.6937	583	1
1_MACS_peak_13329_lociStitched	chr16	88616554	88626196	1	9643	19262.7876	584	1
3_MACS_peak_22391_lociStitched	chr22	18255682	18268178	3	10052	19255.0864	585	1
4_MACS_peak_15847_lociStitched	chr18	47832473	47848120	4	10871	19236.4218	586	1
4_MACS_peak_9347_lociStitched	chr14	24604372	24617854	4	8884	19190.2788	587	1
3_MACS_peak_18637_lociStitched	chr2	31429667	31443474	3	9393	19180.6844	588	1
2_MACS_peak_11362_lociStitched	chr15	75491119	75497346	2	6223	19176.6692	589	1
3_MACS_peak_7907_lociStitched	chr12	96791454	96802694	3	10398	19169.82	590	1
2_MACS_peak_13343_lociStitched	chr16	88845971	88858144	2	8026	19149.3463	591	1
2_MACS_peak_7825_lociStitched	chr12	89738233	89748841	2	8296	19144.2576	592	1
3_MACS_peak_15586_lociStitched	chr18	10947011	10958533	3	10155	19143.803	593	1
3_MACS_peak_7483_lociStitched	chr12	53591488	53607221	3	12309	19139.1945	594	1
1_MACS_peak_27046_lociStitched	chr5	32273886	32285220	1	11335	19119.3246	595	1
1_MACS_peak_16381_lociStitched	chr19	5717106	5721603	1	4498	19118.5458	596	1
2_MACS_peak_27718_lociStitched	chr5	124077083	124090782	2	9621	19118.3244	597	1
2_MACS_peak_25634_lociStitched	chr4	6939747	6947967	2	8057	19099.17	598	1
2_MACS_peak_4886_lociStitched	chr10	112255888	112265768	2	9878	19098.04	599	1
6_MACS_peak_20996_lociStitched	chr20	5123859	5139629	6	10797	19054.891	600	1
2_MACS_peak_30962_lociStitched	chr7	30024903	30030229	2	4841	19051.102	601	1
3_MACS_peak_9449_lociStitched	chr14	35866460	35876036	3	7735	19007.4024	602	1
3_MACS_peak_15231_lociStitched	chr17	76164005	76177130	3	9332	19003.6875	603	1
2_MACS_peak_7592_lociStitched	chr12	56726293	56734001	2	7307	18989.4288	604	1
2_MACS_peak_4872_lociStitched	chr10	112112922	112122290	2	7417	18986.1256	605	1
3_MACS_peak_5013_lociStitched	chr10	123673424	123688912	3	8271	18943.3728	606	1
2_MACS_peak_14959_lociStitched	chr17	65642105	65649746	2	7628	18927.5211	607	1
7_MACS_peak_24726_lociStitched	chr3	133181144	133199941	7	14047	18900.3835	608	1
2_MACS_peak_22142_lociStitched	chr21	42790725	42800618	2	6281	18895.63	609	1
5_MACS_peak_33421_lociStitched	chr8	101440459	101456662	5	11967	18879.7356	610	1
6_MACS_peak_27515_lociStitched	chr5	95143216	95162073	6	13430	18877.7427	611	1
