REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
7_MACS_peak_23059_lociStitched	chr22	39823427	39848895	7	20339	35084.7168	166	1	TAB1	MGAT3,SMCR7L	MGAT3	SMCR7L	0.7915	166	1
3_MACS_peak_7627_lociStitched	chr12	57622036	57639856	3	14120	34975.314	167	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	1.8936	167	1
8_MACS_peak_25086_lociStitched	chr3	171844605	171878544	8	26876	34811.2323	168	1	FNDC3B		FNDC3B	FNDC3B	0.4707	168	1
3_MACS_peak_10315_lociStitched	chr14	103566099	103582255	3	13104	34753.1716	169	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.724	169	1
1_MACS_peak_19772_lociStitched	chr2	127412778	127426192	1	13415	34563.8538	170	1	GYPC		GYPC	GYPC	0.7596	170	1
2_MACS_peak_31229_lociStitched	chr7	47708130	47721311	2	12928	34521.039	171	1		C7orf65	C7orf65	C7orf65	0.5342	171	1
1_MACS_peak_11190_lociStitched	chr15	69107801	69114775	1	6975	34207.47	172	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.81	172	1
4_MACS_peak_16789_lociStitched	chr19	13943760	13961855	4	14659	34123.551	173	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.0143	173	1
7_MACS_peak_5870_lociStitched	chr11	62357493	62383092	7	16576	34059.4695	174	1	ROM1,TUT1,MTA2,EML3,B3GAT3	METTL12,SNORA57,AHNAK,EEF1G,GANAB,INTS5	MTA2	MTA2	0.8045	174	1
7_MACS_peak_23232_lociStitched	chr22	45093439	45118644	7	21985	34039.3525	175	1	PRR5,PRR5-ARHGAP8	ARHGAP8	PRR5-ARHGAP8	PRR5-ARHGAP8	0.2378	175	1
4_MACS_peak_28157_lociStitched	chr5	151119735	151139017	4	18745	33822.5562	176	1	ATOX1	G3BP1	ATOX1	ATOX1	1.3433	176	1
3_MACS_peak_653_lociStitched	chr1	27018521	27034803	3	14568	33666.2914	177	1	ARID1A		ARID1A	ARID1A	0.6225	177	1
8_MACS_peak_5040_lociStitched	chr10	125824466	125854991	8	18935	33586.6575	178	1	CHST15		CHST15	CHST15	0.4757	178	1
9_MACS_peak_12124_lociStitched	chr16	9162216	9193906	9	15888	33569.217	179	1	C16orf72		C16orf72	C16orf72	0.533	179	1
4_MACS_peak_21999_lociStitched	chr21	34599775	34614529	4	13780	33436.9902	180	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.1114	180	1
4_MACS_peak_4815_lociStitched	chr10	105445120	105466738	4	14583	33419.2662	181	1	SH3PXD2A		SH3PXD2A	SH3PXD2A	0.2478	181	1
3_MACS_peak_33470_lociStitched	chr8	103658921	103676049	3	16069	33231.7456	182	1	KLF10		KLF10	KLF10	1.8165	182	1
5_MACS_peak_4059_lociStitched	chr10	43887253	43906206	5	16328	33181.0171	183	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.7885	183	1
6_MACS_peak_23071_lociStitched	chr22	39911136	39930955	6	15906	33022.4178	184	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.737	184	1
1_MACS_peak_10208_lociStitched	chr14	98633043	98645962	1	12920	33017.0883	185	1			C14orf64	C14orf64	NONE	185	1
8_MACS_peak_12987_lociStitched	chr16	68270473	68300095	8	17621	32960.3994	186	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	PLA2G15	PLA2G15	1.1244	186	1
4_MACS_peak_2296_lociStitched	chr1	155900520	155918841	4	14624	32908.1802	187	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	2.1767	187	1
5_MACS_peak_16220_lociStitched	chr19	2455365	2480287	5	12211	32889.5634	188	1	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.6305	188	1
5_MACS_peak_3798_lociStitched	chr10	12390001	12411609	5	15678	32809.5872	189	1	CAMK1D		CAMK1D	CAMK1D	0.2473	189	1
3_MACS_peak_29446_lociStitched	chr6	44213242	44234183	3	15150	32678.4305	190	1	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.9737	190	1
5_MACS_peak_11971_lociStitched	chr16	2551034	2571765	5	14085	32667.9098	191	1	TBC1D24,ATP6V0C,AMDHD2	C16orf59,NTN3,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	1.6631	191	1
8_MACS_peak_19359_lociStitched	chr2	88899036	88928601	8	25731	32663.412	192	1	EIF2AK3		EIF2AK3	EIF2AK3	0.4716	192	1
1_MACS_peak_7636_lociStitched	chr12	57844993	57857500	1	12508	32653.2756	193	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	2.5378	193	1
1_MACS_peak_6216_lociStitched	chr11	69452901	69471410	1	18510	32625.8143	194	1	CCND1	ORAOV1,FGF19	CCND1	CCND1	1.427	194	1
2_MACS_peak_2647_lociStitched	chr1	178567769	178578999	2	10711	32306.464	195	1			C1orf220	C1orf220	0.8402	195	1
3_MACS_peak_32624_lociStitched	chr8	11308140	11326120	3	14994	32277.696	196	1	FAM167A	BLK	FAM167A	FAM167A	1.0874	196	1
2_MACS_peak_18802_lociStitched	chr2	43444526	43456599	2	9782	32269.9217	197	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.299	197	1
1_MACS_peak_23875_lociStitched	chr3	46389733	46404465	1	14733	32251.2944	198	1	CCR2	CCR5,CCRL2	CCR2	CCR2	2.0596	198	1
3_MACS_peak_31212_lociStitched	chr7	47510682	47527208	3	12335	32042.2614	199	1	TNS3		TNS3	TNS3	0.4551	199	1
3_MACS_peak_26865_lociStitched	chr5	6445985	6460822	3	13226	32021.2134	200	1	UBE2QL1		UBE2QL1	UBE2QL1	1.3535	200	1
5_MACS_peak_9863_lociStitched	chr14	74219526	74244376	5	19615	31681.265	201	1	C14orf43	PNMA1	C14orf43	C14orf43	0.6959	201	1
2_MACS_peak_14383_lociStitched	chr17	40825560	40835032	2	9432	31670.5792	202	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	1.729	202	1
3_MACS_peak_9416_lociStitched	chr14	33402890	33415353	3	11957	31656.02	203	1	NPAS3		NPAS3	NPAS3	0.1411	203	1
2_MACS_peak_28358_lociStitched	chr5	173209066	173223506	2	11795	31587.5	204	1			CPEB4	CPEB4	0.9058	204	1
3_MACS_peak_29852_lociStitched	chr6	106532010	106559189	3	26862	31584.7159	205	1	PRDM1		PRDM1	PRDM1	0.9675	205	1
2_MACS_peak_33781_lociStitched	chr8	134290300	134311030	2	18625	31559.352	206	1	NDRG1		NDRG1	NDRG1	0.6877	206	1
6_MACS_peak_12369_lociStitched	chr16	21512029	21532328	6	17154	31510.1377	207	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.2439	207	1
5_MACS_peak_28304_lociStitched	chr5	171595382	171620757	5	16510	31393.95	208	1	STK10	EFCAB9	STK10	STK10	0.3116	208	1
4_MACS_peak_27943_lociStitched	chr5	139011970	139033023	4	16760	31371.0753	209	1	CXXC5		CXXC5	CXXC5	0.7851	209	1
7_MACS_peak_25267_lociStitched	chr3	186775351	186797648	7	19735	31349.582	210	1	ST6GAL1		ST6GAL1	ST6GAL1	1.1098	210	1
2_MACS_peak_14226_lociStitched	chr17	36852048	36863497	2	8908	31335.913	211	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0405	211	1
3_MACS_peak_34191_lociStitched	chr9	33443755	33459825	3	12491	31291.504	212	1	AQP3	AQP7,NOL6	AQP3	AQP3	0.7137	212	1
1_MACS_peak_26482_lociStitched	chr4	144256517	144263698	1	7182	31264.6378	213	1	GAB1		GAB1	GAB1	0.5484	213	1
2_MACS_peak_31811_lociStitched	chr7	102246845	102257829	2	8100	31246.1848	214	1	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.8429	214	1
3_MACS_peak_11262_lociStitched	chr15	72514565	72531270	3	10903	31161.507	215	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.7498	215	1
3_MACS_peak_1720_lociStitched	chr1	111169208	111181337	3	11662	31124.2269	216	1		KCNA2,KCNA3	KCNA2	KCNA3	1.3282	216	1
4_MACS_peak_2358_lociStitched	chr1	156761868	156787150	4	16363	31010.9012	217	1	PRCC,NTRK1,SH2D2A	NTRK1,HDGF,INSRR	NTRK1	HDGF	2.2825	217	1
1_MACS_peak_494_lociStitched	chr1	23849111	23861209	1	12099	30903.1312	218	1	E2F2	ASAP3,ID3	E2F2	ID3	1.4225	218	1
4_MACS_peak_20725_lociStitched	chr2	233938760	233954027	4	14017	30708.0438	219	1	INPP5D	NEU2	INPP5D	INPP5D	0.3182	219	1
1_MACS_peak_31662_lociStitched	chr7	97909589	97921846	1	12258	30615.5346	220	1	BRI3,BAIAP2L1	TECPR1	BRI3	BRI3	1.6022	220	1
2_MACS_peak_31803_lociStitched	chr7	102147800	102158801	2	8286	30548.6769	221	1		LRWD1,SPDYE2,ALKBH4,POLR2J	POLR2J	ALKBH4	0.4499	221	1
4_MACS_peak_2234_lociStitched	chr1	154817497	154837411	4	12315	30440.5404	222	1	KCNN3		KCNN3	KCNN3	0.3835	222	1
2_MACS_peak_19660_lociStitched	chr2	112455591	112469143	2	12583	30399.8464	223	1			ANAPC1	ANAPC1	NONE	223	1
2_MACS_peak_10323_lociStitched	chr14	103796951	103815697	2	18712	30284.163	224	1	EIF5,SNORA28	MARK3	SNORA28	SNORA28	1.8978	224	1
4_MACS_peak_28911_lociStitched	chr6	27093788	27116100	4	20024	30277.384	225	1	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	1.0255	225	1
7_MACS_peak_22062_lociStitched	chr21	36578145	36608065	7	17195	30174.32	226	1			RUNX1	RUNX1	0.3151	226	1
3_MACS_peak_22652_lociStitched	chr22	24819373	24834134	3	13599	30162.6274	227	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.2716	227	1
4_MACS_peak_33478_lociStitched	chr8	103793287	103810580	4	14739	30153.8041	228	1			AZIN1	AZIN1	0.3389	228	1
2_MACS_peak_23415_lociStitched	chr3	5014631	5029390	2	12289	30100.9805	229	1	BHLHE40		BHLHE40	BHLHE40	1.9074	229	1
8_MACS_peak_15221_lociStitched	chr17	76116284	76144300	8	16715	30083.5808	230	1	TMC8,C17orf99,TMC6	SYNGR2,AFMID,TK1	TMC6	SYNGR2	1.3187	230	1
3_MACS_peak_2836_lociStitched	chr1	200984181	200996215	3	11474	30064.5422	231	1	KIF21B		KIF21B	KIF21B	0.5777	231	1
5_MACS_peak_733_lociStitched	chr1	28558302	28578401	5	13907	30019.8664	232	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.9136	232	1
7_MACS_peak_14144_lociStitched	chr17	34408522	34432846	7	18004	29991.492	233	1	CCL4,CCL3	CCL18	CCL3	CCL3	1.7777	233	1
4_MACS_peak_36534_lociStitched	chrX	153188415	153201773	4	10553	29913.9052	234	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.6812	234	1
2_MACS_peak_2420_lociStitched	chr1	160674947	160687747	2	11514	29605.12	235	1	CD48	SLAMF7	CD48	CD48	1.0618	235	1
3_MACS_peak_30830_lociStitched	chr7	22757212	22771382	3	12464	29582.709	236	1	IL6		IL6	IL6	1.5888	236	1
5_MACS_peak_22175_lociStitched	chr21	43804549	43821181	5	12498	29566.7064	237	1	TMPRSS3	UBASH3A,TFF2,TFF1	TMPRSS3	TMPRSS3	0.9682	237	1
2_MACS_peak_8034_lociStitched	chr12	108951883	108970218	2	14827	29506.5155	238	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.7241	238	1
5_MACS_peak_19370_lociStitched	chr2	89130630	89161462	5	23513	29376.7296	239	1			ANKRD36BP2	ANKRD36BP2	NONE	239	1
4_MACS_peak_3006_lociStitched	chr1	206724941	206739981	4	12497	29364.096	240	1	RASSF5	LGTN	RASSF5	RASSF5	0.6625	240	1
2_MACS_peak_35140_lociStitched	chr9	131445329	131454005	2	8080	29355.246	241	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.3931	241	1
3_MACS_peak_20807_lociStitched	chr2	241499001	241509373	3	10205	29330.9788	242	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.2744	242	1
2_MACS_peak_11205_lociStitched	chr15	70387313	70396720	2	9386	29321.619	243	1	TLE3	MIR629	TLE3	TLE3	0.594	243	1
2_MACS_peak_32047_lociStitched	chr7	128572542	128582596	2	7419	29310.4262	244	1	IRF5	KCP	IRF5	IRF5	1.4626	244	1
1_MACS_peak_3292_lociStitched	chr1	226839255	226852784	1	13530	29265.9328	245	1	ITPKB		ITPKB	ITPKB	0.4565	245	1
4_MACS_peak_4289_lociStitched	chr10	73619245	73635239	4	13475	29230.6344	246	1		CDH23,PSAP	PSAP	PSAP	0.4118	246	1
9_MACS_peak_35414_lociStitched	chr9	140130596	140156868	9	12823	29209.2096	247	1	SLC34A3,TUBB2C,C9orf173,COBRA1,FAM166A	SSNA1,NDOR1,C9orf169,LOC643596,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,NRARP	FAM166A	FAM166A	1.3277	247	1
7_MACS_peak_14501_lociStitched	chr17	43502285	43531790	7	18080	29106.6825	248	1	ARHGAP27,SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.9183	248	1
6_MACS_peak_31158_lociStitched	chr7	44656599	44680573	6	18113	28895.8622	249	1	OGDH	DDX56,TMED4	OGDH	TMED4	0.8754	249	1
1_MACS_peak_25123_lociStitched	chr3	176911212	176920842	1	9631	28822.59	250	1	TBL1XR1		TBL1XR1	TBL1XR1	0.2889	250	1
5_MACS_peak_8488_lociStitched	chr12	129288276	129315942	5	20533	28711.7748	251	1	SLC15A4	GLT1D1	SLC15A4	SLC15A4	0.6892	251	1
1_MACS_peak_30905_lociStitched	chr7	26190927	26200367	1	9441	28612.64	252	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.4423	252	1
8_MACS_peak_28509_lociStitched	chr5	180228484	180248976	8	14521	28582.2416	253	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.961	253	1
3_MACS_peak_32212_lociStitched	chr7	139462869	139478918	3	9944	28573.6396	254	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.2413	254	1
5_MACS_peak_35326_lociStitched	chr9	138467724	138486353	5	15703	28567.5715	255	1	LOC100130954	OBP2A,PAEP,GLT6D1	LOC100130954	LOC100130954	1.3076	255	1
5_MACS_peak_20694_lociStitched	chr2	232526339	232546974	5	12141	28552.6495	256	1		PTMA,MIR1244-1	PTMA	PTMA	1.8252	256	1
5_MACS_peak_27445_lociStitched	chr5	87954708	87976555	5	13486	28510.335	257	1	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.5171	257	1
4_MACS_peak_22614_lociStitched	chr22	24177367	24192240	4	11339	28410.4046	258	1	DERL3	SMARCB1,SLC2A11,MIF	DERL3	MIF	0.8835	258	1
3_MACS_peak_16193_lociStitched	chr19	2049014	2062837	3	8697	28397.9712	259	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MKNK2	1.1129	259	1
1_MACS_peak_15988_lociStitched	chr18	60821347	60830711	1	9365	28393.5208	260	1	BCL2		BCL2	BCL2	0.4395	260	1
3_MACS_peak_139_lociStitched	chr1	6659319	6675538	3	10210	28371.8967	261	1	PHF13,KLHL21	TAS1R1,ZBTB48,THAP3,NOL9	KLHL21	KLHL21	0.8378	261	1
1_MACS_peak_31245_lociStitched	chr7	48123618	48130044	1	6427	28212.0678	262	1	UPP1	C7orf57	UPP1	UPP1	1.0607	262	1
6_MACS_peak_14370_lociStitched	chr17	40713220	40740323	6	14007	28195.2509	263	1	COASY,MLX,PSMC3IP,FAM134C	NAGLU,HSD17B1,TUBG1	PSMC3IP	TUBG1	1.3106	263	1
3_MACS_peak_35182_lociStitched	chr9	132244777	132260476	3	10203	28060.3926	264	1			C9orf50	C9orf50	NONE	264	1
4_MACS_peak_15139_lociStitched	chr17	74167712	74190618	4	17946	28052.9782	265	1	RNF157	FOXJ1	FOXJ1	FOXJ1	0.2211	265	1
2_MACS_peak_29156_lociStitched	chr6	32934613	32943036	2	8322	28051.1169	266	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.3127	266	1
1_MACS_peak_22716_lociStitched	chr22	29185965	29199229	1	13265	27993.672	267	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	1.7794	267	1
6_MACS_peak_15249_lociStitched	chr17	76337197	76357455	6	14707	27982.3754	268	1	SOCS3	PGS1	SOCS3	SOCS3	1.2623	268	1
6_MACS_peak_23557_lociStitched	chr3	13449806	13470805	6	15747	27928.67	269	1	NUP210		NUP210	NUP210	0.9627	269	1
6_MACS_peak_27614_lociStitched	chr5	109023752	109045373	6	15287	27856.4964	270	1	MAN2A1		MAN2A1	MAN2A1	0.2269	270	1
1_MACS_peak_25349_lociStitched	chr3	194205641	194211757	1	6117	27838.8088	271	1	FLJ34208	ATP13A3	FLJ34208	FLJ34208	2.5505	271	1
1_MACS_peak_32105_lociStitched	chr7	130788697	130796581	1	7885	27831.3084	272	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.4107	272	1
4_MACS_peak_27057_lociStitched	chr5	32530376	32545589	4	14535	27810.8853	273	1		SUB1	SUB1	SUB1	0.5237	273	1
2_MACS_peak_20620_lociStitched	chr2	227653810	227666689	2	12220	27734.9265	274	1	IRS1	RHBDD1	IRS1	IRS1	0.5336	274	1
4_MACS_peak_11738_lociStitched	chr15	93360682	93384277	4	11140	27700.53	275	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	1.132	275	1
4_MACS_peak_620_lociStitched	chr1	26436499	26454180	4	15774	27693.7503	276	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	1.1755	276	1
4_MACS_peak_11314_lociStitched	chr15	74906146	74924479	4	13149	27673.6635	277	1	CLK3,EDC3		CLK3	CLK3	0.9447	277	1
3_MACS_peak_21864_lociStitched	chr20	62357765	62372964	3	11575	27589.2248	278	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.3388	278	1
9_MACS_peak_32615_lociStitched	chr8	11271062	11303240	9	18116	27566.8926	279	1	C8orf12,FAM167A	BLK	FAM167A	FAM167A	1.0874	279	1
2_MACS_peak_21215_lociStitched	chr20	31251313	31262984	2	11652	27488.7063	280	1		C20orf203	C20orf203	C20orf203	0.1803	280	1
3_MACS_peak_11703_lociStitched	chr15	91464834	91479598	3	10828	27458.0872	281	1	MAN2A2,UNC45A,HDDC3	FES,RCCD1	UNC45A	UNC45A	0.9997	281	1
2_MACS_peak_30951_lociStitched	chr7	29712665	29726523	2	13845	27454.0838	282	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.827	282	1
4_MACS_peak_13281_lociStitched	chr16	85631766	85648276	4	15855	27406.6	283	1	KIAA0182		KIAA0182	KIAA0182	0.2984	283	1
3_MACS_peak_33673_lociStitched	chr8	126438601	126450994	3	10661	27382.3335	284	1	TRIB1		TRIB1	TRIB1	1.5616	284	1
1_MACS_peak_10322_lociStitched	chr14	103780098	103788310	1	8213	27381.2716	285	1		EIF5,SNORA28	EIF5	SNORA28	1.8978	285	1
6_MACS_peak_5940_lociStitched	chr11	63992689	64019603	6	13746	27360.7724	286	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9245	286	1
3_MACS_peak_25050_lociStitched	chr3	169755012	169766202	3	10390	27327.099	287	1	GPR160		GPR160	GPR160	0.8154	287	1
8_MACS_peak_27831_lociStitched	chr5	132575605	132603564	8	17846	27276.8004	288	1	FSTL4		MIR1289-2	MIR1289-2	NONE	288	1
9_MACS_peak_20307_lociStitched	chr2	197023272	197048989	9	18601	27154.5803	289	1	STK17B		STK17B	STK17B	0.4197	289	1
5_MACS_peak_10095_lociStitched	chr14	91781672	91803269	5	18205	27153.9081	290	1	CCDC88C		GPR68	GPR68	NONE	290	1
2_MACS_peak_30998_lociStitched	chr7	32766487	32780157	2	13029	27096.674	291	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.0927	291	1
4_MACS_peak_24210_lociStitched	chr3	69128192	69145732	4	17026	26967.75	292	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.887	292	1
6_MACS_peak_32898_lociStitched	chr8	37736078	37762471	6	19063	26952.5316	293	1	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.7098	293	1
2_MACS_peak_24893_lociStitched	chr3	150473508	150485329	2	8628	26883.3182	294	1	SIAH2		SIAH2	SIAH2	0.9253	294	1
6_MACS_peak_19614_lociStitched	chr2	111612125	111634261	6	14975	26875.3176	295	1	ACOXL		ACOXL	ACOXL	0.1856	295	1
5_MACS_peak_18746_lociStitched	chr2	38946084	38969096	5	15819	26831.992	296	1	GALM	GEMIN6,SRSF7	SRSF7	SRSF7	0.8681	296	1
7_MACS_peak_17368_lociStitched	chr19	39159852	39187066	7	14327	26762.2476	297	1	ACTN4	CAPN12	ACTN4	ACTN4	0.4537	297	1
5_MACS_peak_19260_lociStitched	chr2	86075355	86093890	5	17208	26729.3235	298	1	ST3GAL5		ST3GAL5	ST3GAL5	0.9873	298	1
1_MACS_peak_19278_lociStitched	chr2	86219532	86229078	1	9547	26527.3794	299	1		LOC90784	LOC90784	LOC90784	1.2796	299	1
3_MACS_peak_29581_lociStitched	chr6	56619091	56637973	3	16114	26495.2224	300	1			DST	DST	NONE	300	1
5_MACS_peak_23861_lociStitched	chr3	46130475	46154064	5	15389	26457.4224	301	1			XCR1	XCR1	NONE	301	1
8_MACS_peak_13968_lociStitched	chr17	27262012	27280384	8	15510	26407.9128	302	1	PHF12	FLOT2,DHRS13	PHF12	DHRS13	0.6634	302	1
1_MACS_peak_18290_lociStitched	chr2	5835288	5842176	1	6889	26285.2968	303	1	SOX11		SOX11	SOX11	1.4827	303	1
3_MACS_peak_15542_lociStitched	chr18	9060443	9074678	3	13531	26277.81	304	1		NDUFV2	NDUFV2	NDUFV2	0.5579	304	1
3_MACS_peak_22191_lociStitched	chr21	43942974	43953843	3	10165	26247.5481	305	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.5052	305	1
3_MACS_peak_15867_lociStitched	chr18	49917326	49930106	3	12714	26214.336	306	1	DCC		DCC	DCC	0.0876	306	1
6_MACS_peak_22717_lociStitched	chr22	29206532	29225519	6	15306	26207.7561	307	1		CCDC117,XBP1	XBP1	XBP1	1.7794	307	1
3_MACS_peak_20701_lociStitched	chr2	232570308	232578705	3	7907	26189.4033	308	1	PTMA,MIR1244-1		PTMA	PTMA	1.8252	308	1
6_MACS_peak_18242_lociStitched	chr2	1644296	1665081	6	14703	26151.687	309	1	PXDN		PXDN	PXDN	0.419	309	1
2_MACS_peak_30909_lociStitched	chr7	26233632	26243465	2	9343	26027.951	310	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.4423	310	1
2_MACS_peak_11736_lociStitched	chr15	93346145	93355993	2	8216	25893.3464	311	1		ASB9P1	ASB9P1	ASB9P1	0.1711	311	1
1_MACS_peak_11181_lociStitched	chr15	68515340	68524216	1	8877	25877.0904	312	1	CLN6	FEM1B,CALML4	CLN6	CLN6	1.6761	312	1
5_MACS_peak_25372_lociStitched	chr3	195258222	195278321	5	14279	25803.0962	313	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.6739	313	1
2_MACS_peak_34571_lociStitched	chr9	94704951	94717575	2	11163	25746.648	314	1	ROR2		ROR2	ROR2	0.4384	314	1
4_MACS_peak_745_lociStitched	chr1	28826860	28846304	4	15109	25745.8004	315	1	PHACTR4,RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.6544	315	1
3_MACS_peak_29753_lociStitched	chr6	90054385	90070070	3	15353	25731.2425	316	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.7316	316	1
1_MACS_peak_35199_lociStitched	chr9	132646154	132657742	1	11589	25714.9308	317	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.5062	317	1
3_MACS_peak_34969_lociStitched	chr9	126021712	126035766	3	9623	25706.1714	318	1	STRBP		STRBP	STRBP	0.3148	318	1
6_MACS_peak_29110_lociStitched	chr6	31788659	31809926	6	12629	25665.0156	319	1	HSPA1B,C6orf48,SNORD48,SNORD52	HSPA1A,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	C6orf48	C6orf48	0.9426	319	1
6_MACS_peak_12821_lociStitched	chr16	56964437	56985444	6	18741	25607.533	320	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.1132	320	1
3_MACS_peak_35890_lociStitched	chrX	48767914	48784315	3	16326	25518.3159	321	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.4149	321	1
6_MACS_peak_14363_lociStitched	chr17	40680947	40701131	6	13887	25498.4472	322	1	NAGLU	HSD17B1,COASY,MLX,PSMC3IP	NAGLU	NAGLU	1.2792	322	1
4_MACS_peak_18711_lociStitched	chr2	37869277	37885391	4	15318	25447.2288	323	1	CDC42EP3		CDC42EP3	CDC42EP3	1.1377	323	1
6_MACS_peak_16431_lociStitched	chr19	6765941	6789335	6	13301	25445.6538	324	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	1.1125	324	1
7_MACS_peak_12921_lociStitched	chr16	67189053	67218674	7	13336	25420.7422	325	1	FBXL8,HSF4,NOL3,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	NOL3	0.7997	325	1
1_MACS_peak_33794_lociStitched	chr8	134576470	134586189	1	9720	25362.7024	326	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5184	326	1
3_MACS_peak_11667_lociStitched	chr15	90721115	90736822	3	10069	25192.4573	327	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.6827	327	1
1_MACS_peak_11586_lociStitched	chr15	85519554	85527362	1	7809	25151.1296	328	1	PDE8A		PDE8A	PDE8A	0.2965	328	1
6_MACS_peak_19106_lociStitched	chr2	70330304	70353779	6	13557	25148.7675	329	1	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	1.8898	329	1
4_MACS_peak_4302_lociStitched	chr10	74006965	74024634	4	11394	25137.6863	330	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.611	330	1
4_MACS_peak_33766_lociStitched	chr8	134068620	134089957	4	19914	25113.649	331	1	TG,SLA		SLA	SLA	0.5762	331	1
2_MACS_peak_4765_lociStitched	chr10	104401191	104409790	2	7363	25093.6018	332	1	TRIM8		TRIM8	TRIM8	1.3673	332	1
