#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch
1_MACS_peak_14488_lociStitched	chr17	43296479	43309626	1	13148	48764.8524	304	1
6_MACS_peak_13336_lociStitched	chr16	88747208	88773573	6	13133	20016.308	305	1
2_MACS_peak_23066_lociStitched	chr22	39856815	39871025	2	13132	24418.464	306	1
3_MACS_peak_16746_lociStitched	chr19	13043157	13058256	3	13119	23362.6827	307	1
3_MACS_peak_10315_lociStitched	chr14	103566099	103582255	3	13104	34753.1716	308	1
3_MACS_peak_657_lociStitched	chr1	27058638	27073444	3	13088	13427.5614	309	1
3_MACS_peak_19980_lociStitched	chr2	158288915	158302222	3	13062	21059.6582	310	1
5_MACS_peak_11351_lociStitched	chr15	75350037	75370805	5	13057	15011.1104	311	1
2_MACS_peak_30723_lociStitched	chr7	8006815	8020565	2	13031	20792.75	312	1
2_MACS_peak_30998_lociStitched	chr7	32766487	32780157	2	13029	27096.674	313	1
1_MACS_peak_26726_lociStitched	chr4	185263648	185276673	1	13026	20748.825	314	1
4_MACS_peak_11904_lociStitched	chr16	1341047	1361980	4	13007	24541.8492	315	1
3_MACS_peak_22209_lociStitched	chr21	44580435	44598092	3	12990	43784.0629	316	1
6_MACS_peak_26020_lociStitched	chr4	77116560	77136212	6	12963	16093.0228	317	1
3_MACS_peak_10106_lociStitched	chr14	91872085	91885880	3	12958	23886.0425	318	1
3_MACS_peak_15189_lociStitched	chr17	75079321	75095254	3	12953	24849.1068	319	1
2_MACS_peak_31229_lociStitched	chr7	47708130	47721311	2	12928	34521.039	320	1
1_MACS_peak_10208_lociStitched	chr14	98633043	98645962	1	12920	33017.0883	321	1
4_MACS_peak_20001_lociStitched	chr2	159840059	159859235	4	12895	24359.2728	322	1
4_MACS_peak_5286_lociStitched	chr11	3874213	3893775	4	12894	21876.1846	323	1
5_MACS_peak_17519_lociStitched	chr19	42363134	42381593	5	12888	18726.6555	324	1
9_MACS_peak_36028_lociStitched	chrX	64906039	64927765	9	12861	11901.5028	325	1
4_MACS_peak_19332_lociStitched	chr2	87550846	87569329	4	12837	15782.6337	326	1
9_MACS_peak_35414_lociStitched	chr9	140130596	140156868	9	12823	29209.2096	327	1
7_MACS_peak_9035_lociStitched	chr13	99127749	99142661	7	12817	19336.3904	328	1
6_MACS_peak_5791_lociStitched	chr11	59312187	59334319	6	12817	19600.0992	329	1
5_MACS_peak_24651_lociStitched	chr3	128820557	128842737	5	12805	20250.34	330	1
3_MACS_peak_35747_lociStitched	chrX	39953042	39969447	3	12784	24359.7845	331	1
6_MACS_peak_21600_lociStitched	chr20	46115155	46137250	6	12775	20687.5485	332	1
2_MACS_peak_10865_lociStitched	chr15	51165426	51179117	2	12765	35526.7759	333	1
5_MACS_peak_15644_lociStitched	chr18	20807373	20823873	5	12753	18135.15	334	1
3_MACS_peak_8352_lociStitched	chr12	122227168	122243314	3	12729	36895.2246	335	1
3_MACS_peak_15867_lociStitched	chr18	49917326	49930106	3	12714	26214.336	336	1
4_MACS_peak_10264_lociStitched	chr14	102275506	102294295	4	12714	18676.266	337	1
5_MACS_peak_18312_lociStitched	chr2	8617060	8630829	5	12712	23211.7802	338	1
2_MACS_peak_15095_lociStitched	chr17	73307363	73320255	2	12710	23178.5268	339	1
2_MACS_peak_30441_lociStitched	chr6	159453395	159466166	2	12682	18600.9615	340	1
8_MACS_peak_11396_lociStitched	chr15	77279628	77296923	8	12649	15003.4125	341	1
3_MACS_peak_15659_lociStitched	chr18	21151951	21167755	3	12648	21619.872	342	1
8_MACS_peak_31076_lociStitched	chr7	38384228	38408464	8	12643	17631.69	343	1
5_MACS_peak_27184_lociStitched	chr5	55436941	55452957	5	12640	21684.0624	344	1
3_MACS_peak_1010_lociStitched	chr1	40355978	40368735	3	12631	17649.3095	345	1
5_MACS_peak_12201_lociStitched	chr16	11821525	11838149	5	12629	17227.4512	346	1
6_MACS_peak_29110_lociStitched	chr6	31788659	31809926	6	12629	25665.0156	347	1
5_MACS_peak_4431_lociStitched	chr10	80826275	80841632	5	12625	21289.4091	348	1
5_MACS_peak_33409_lociStitched	chr8	101309444	101323753	5	12604	21482.1017	349	1
3_MACS_peak_11008_lociStitched	chr15	60938722	60954261	3	12592	15588.7248	350	1
2_MACS_peak_19660_lociStitched	chr2	112455591	112469143	2	12583	30399.8464	351	1
3_MACS_peak_23850_lociStitched	chr3	45694349	45710035	3	12565	17213.8164	352	1
3_MACS_peak_1558_lociStitched	chr1	93415996	93429232	3	12563	19335.1488	353	1
6_MACS_peak_2830_lociStitched	chr1	200846895	200863204	6	12557	22299.2957	354	1
1_MACS_peak_7636_lociStitched	chr12	57844993	57857500	1	12508	32653.2756	355	1
5_MACS_peak_22175_lociStitched	chr21	43804549	43821181	5	12498	29566.7064	356	1
4_MACS_peak_3006_lociStitched	chr1	206724941	206739981	4	12497	29364.096	357	1
3_MACS_peak_34191_lociStitched	chr9	33443755	33459825	3	12491	31291.504	358	1
3_MACS_peak_22992_lociStitched	chr22	38782346	38795837	3	12484	21066.1965	359	1
3_MACS_peak_30830_lociStitched	chr7	22757212	22771382	3	12464	29582.709	360	1
4_MACS_peak_14528_lociStitched	chr17	44253366	44272451	4	12449	23907.7795	361	1
2_MACS_peak_15152_lociStitched	chr17	74257498	74270039	2	12401	35855.9731	362	1
3_MACS_peak_31212_lociStitched	chr7	47510682	47527208	3	12335	32042.2614	363	1
4_MACS_peak_2234_lociStitched	chr1	154817497	154837411	4	12315	30440.5404	364	1
3_MACS_peak_7483_lociStitched	chr12	53591488	53607221	3	12309	19139.1945	365	1
6_MACS_peak_20384_lociStitched	chr2	201920273	201941210	6	12305	16014.7113	366	1
2_MACS_peak_23415_lociStitched	chr3	5014631	5029390	2	12289	30100.9805	367	1
4_MACS_peak_29855_lociStitched	chr6	106576727	106595351	4	12283	15701.8944	368	1
1_MACS_peak_31662_lociStitched	chr7	97909589	97921846	1	12258	30615.5346	369	1
4_MACS_peak_18565_lociStitched	chr2	27292641	27310673	4	12235	22630.16	370	1
2_MACS_peak_20620_lociStitched	chr2	227653810	227666689	2	12220	27734.9265	371	1
1_MACS_peak_20756_lociStitched	chr2	236402273	236414489	1	12217	14863.2072	372	1
2_MACS_peak_29586_lociStitched	chr6	56702897	56717576	2	12211	21697.0299	373	1
5_MACS_peak_16220_lociStitched	chr19	2455365	2480287	5	12211	32889.5634	374	1
4_MACS_peak_29049_lociStitched	chr6	30646832	30660416	4	12198	22702.9392	375	1
5_MACS_peak_20694_lociStitched	chr2	232526339	232546974	5	12141	28552.6495	376	1
1_MACS_peak_494_lociStitched	chr1	23849111	23861209	1	12099	30903.1312	377	1
6_MACS_peak_26772_lociStitched	chr4	186172994	186189505	6	12059	11546.1423	378	1
4_MACS_peak_17509_lociStitched	chr19	42036132	42049109	4	12029	16234.227	379	1
9_MACS_peak_5985_lociStitched	chr11	64835560	64858350	9	11996	16208.248	380	1
2_MACS_peak_18678_lociStitched	chr2	33712603	33724650	2	11992	22695.3433	381	1
7_MACS_peak_15145_lociStitched	chr17	74221913	74244017	7	11978	23836.9536	382	1
5_MACS_peak_33421_lociStitched	chr8	101440459	101456662	5	11967	18879.7356	383	1
3_MACS_peak_9416_lociStitched	chr14	33402890	33415353	3	11957	31656.02	384	1
2_MACS_peak_34467_lociStitched	chr9	86312491	86324445	2	11951	23018.6224	385	1
6_MACS_peak_7055_lociStitched	chr12	10241075	10255753	6	11909	12849.1212	386	1
5_MACS_peak_22930_lociStitched	chr22	38019708	38037396	5	11871	17866.6488	387	1
3_MACS_peak_9498_lociStitched	chr14	50085850	50103187	3	11798	24533.5887	388	1
2_MACS_peak_28358_lociStitched	chr5	173209066	173223506	2	11795	31587.5	389	1
3_MACS_peak_26270_lociStitched	chr4	113200007	113212618	3	11793	23513.2095	390	1
3_MACS_peak_16197_lociStitched	chr19	2082998	2099342	3	11782	23698.8	391	1
1_MACS_peak_3916_lociStitched	chr10	23727151	23738923	1	11773	21269.6496	392	1
7_MACS_peak_27860_lociStitched	chr5	133872306	133892129	7	11753	12668.8793	393	1
6_MACS_peak_25970_lociStitched	chr4	71521905	71534007	6	11737	8875.6068	394	1
7_MACS_peak_32274_lociStitched	chr7	142237297	142256293	7	11735	13354.188	395	1
6_MACS_peak_21453_lociStitched	chr20	42305653	42321234	6	11730	22579.9852	396	1
4_MACS_peak_10027_lociStitched	chr14	89891377	89903287	4	11726	16894.335	397	1
1_MACS_peak_20364_lociStitched	chr2	201237690	201249397	1	11708	14216.9808	398	1
3_MACS_peak_33414_lociStitched	chr8	101336579	101351880	3	11677	16486.8275	399	1
3_MACS_peak_34975_lociStitched	chr9	126079330	126092244	3	11666	16239.355	400	1
3_MACS_peak_1720_lociStitched	chr1	111169208	111181337	3	11662	31124.2269	401	1
2_MACS_peak_21215_lociStitched	chr20	31251313	31262984	2	11652	27488.7063	402	1
5_MACS_peak_16445_lociStitched	chr19	7178754	7199214	5	11648	20531.61	403	1
4_MACS_peak_22406_lociStitched	chr22	18547294	18562977	4	11638	15356.7936	404	1
1_MACS_peak_2348_lociStitched	chr1	156626888	156638518	1	11631	43796.254	405	1
5_MACS_peak_27038_lociStitched	chr5	32205754	32219601	5	11618	23226.9578	406	1
1_MACS_peak_35199_lociStitched	chr9	132646154	132657742	1	11589	25714.9308	407	1
3_MACS_peak_21864_lociStitched	chr20	62357765	62372964	3	11575	27589.2248	408	1
5_MACS_peak_12608_lociStitched	chr16	30562407	30584356	5	11566	23134.246	409	1
1_MACS_peak_2646_lociStitched	chr1	178540979	178552527	1	11549	43117.9224	410	1
3_MACS_peak_3348_lociStitched	chr1	228665931	228680047	3	11534	37723.5984	411	1
2_MACS_peak_33432_lociStitched	chr8	101501192	101513254	2	11527	21156.748	412	1
2_MACS_peak_2420_lociStitched	chr1	160674947	160687747	2	11514	29605.12	413	1
3_MACS_peak_2836_lociStitched	chr1	200984181	200996215	3	11474	30064.5422	414	1
5_MACS_peak_18842_lociStitched	chr2	46789198	46803066	5	11467	13248.1004	415	1
6_MACS_peak_21926_lociStitched	chr21	19147286	19167488	6	11439	17107.0536	416	1
1_MACS_peak_3864_lociStitched	chr10	15826265	15837693	1	11429	24201.0756	417	1
4_MACS_peak_31180_lociStitched	chr7	45034378	45047938	4	11422	19811.16	418	1
4_MACS_peak_34929_lociStitched	chr9	123686818	123703419	4	11422	22099.2512	419	1
4_MACS_peak_4302_lociStitched	chr10	74006965	74024634	4	11394	25137.6863	420	1
6_MACS_peak_35623_lociStitched	chrX	19816349	19832677	6	11386	11132.4304	421	1
4_MACS_peak_14566_lociStitched	chr17	45725632	45742007	4	11351	23234.4875	422	1
2_MACS_peak_8167_lociStitched	chr12	113337678	113349075	2	11345	17469.3216	423	1
4_MACS_peak_22614_lociStitched	chr22	24177367	24192240	4	11339	28410.4046	424	1
1_MACS_peak_27046_lociStitched	chr5	32273886	32285220	1	11335	19119.3246	425	1
6_MACS_peak_5084_lociStitched	chr10	128147068	128166199	6	11322	13322.8284	426	1
10_MACS_peak_12538_lociStitched	chr16	29605186	29625567	10	11296	16398.5526	427	1
5_MACS_peak_20404_lociStitched	chr2	202112782	202128031	5	11276	17850.4794	428	1
4_MACS_peak_15325_lociStitched	chr17	78225957	78238841	4	11255	21627.0824	429	1
4_MACS_peak_4038_lociStitched	chr10	38434004	38446520	4	11234	13473.474	430	1
4_MACS_peak_8394_lociStitched	chr12	123410805	123423828	4	11234	15690.1104	431	1
6_MACS_peak_4133_lociStitched	chr10	50276715	50290040	6	11232	16327.1225	432	1
4_MACS_peak_23476_lociStitched	chr3	10225499	10241852	4	11228	13788.8496	433	1
5_MACS_peak_25714_lociStitched	chr4	14868887	14886167	5	11226	12545.28	434	1
4_MACS_peak_34559_lociStitched	chr9	94569723	94581302	4	11205	21921.3628	435	1
2_MACS_peak_21504_lociStitched	chr20	43269902	43282005	2	11200	22222.3183	436	1
4_MACS_peak_17786_lociStitched	chr19	48823075	48837832	4	11187	23425.2618	437	1
5_MACS_peak_505_lociStitched	chr1	23937136	23955979	5	11167	20968.4904	438	1
2_MACS_peak_34571_lociStitched	chr9	94704951	94717575	2	11163	25746.648	439	1
3_MACS_peak_3344_lociStitched	chr1	228643026	228654207	3	11153	17409.9351	440	1
4_MACS_peak_11738_lociStitched	chr15	93360682	93384277	4	11140	27700.53	441	1
8_MACS_peak_22577_lociStitched	chr22	23470289	23488441	8	11132	22544.784	442	1
3_MACS_peak_17615_lociStitched	chr19	45244834	45260258	3	11131	24644.4672	443	1
2_MACS_peak_35244_lociStitched	chr9	134542715	134555468	2	11108	22386.6162	444	1
3_MACS_peak_24266_lociStitched	chr3	72022059	72035862	3	11101	19923.2502	445	1
2_MACS_peak_15641_lociStitched	chr18	20711534	20724466	2	11086	22184.846	446	1
3_MACS_peak_28414_lociStitched	chr5	176727156	176740801	3	11079	17263.654	447	1
3_MACS_peak_10153_lociStitched	chr14	94419695	94431040	3	11047	23059.847	448	1
2_MACS_peak_33384_lociStitched	chr8	98654866	98666106	2	11022	21448.168	449	1
3_MACS_peak_30114_lociStitched	chr6	134489118	134500287	3	10952	22535.6913	450	1
3_MACS_peak_8260_lociStitched	chr12	120628508	120640616	3	10943	17577.1836	451	1
5_MACS_peak_3058_lociStitched	chr1	209296754	209308746	5	10933	17908.8528	452	1
3_MACS_peak_11262_lociStitched	chr15	72514565	72531270	3	10903	31161.507	453	1
3_MACS_peak_32162_lociStitched	chr7	134844132	134857782	3	10891	21091.98	454	1
7_MACS_peak_15788_lociStitched	chr18	43622829	43644794	7	10889	12524.443	455	1
3_MACS_peak_11831_lociStitched	chr15	101729902	101743718	3	10888	20402.0872	456	1
1_MACS_peak_22216_lociStitched	chr21	44725204	44736078	1	10875	49677.869	457	1
4_MACS_peak_15847_lociStitched	chr18	47832473	47848120	4	10871	19236.4218	458	1
5_MACS_peak_15719_lociStitched	chr18	35009551	35031324	5	10871	18271.9016	459	1
3_MACS_peak_11703_lociStitched	chr15	91464834	91479598	3	10828	27458.0872	460	1
5_MACS_peak_16622_lociStitched	chr19	10974763	10991345	5	10810	24751.9514	461	1
7_MACS_peak_13664_lociStitched	chr17	8088847	8104172	7	10804	11648.5325	462	1
4_MACS_peak_16885_lociStitched	chr19	16221458	16237617	4	10801	21271.7076	463	1
6_MACS_peak_20996_lociStitched	chr20	5123859	5139629	6	10797	19054.891	464	1
5_MACS_peak_28806_lociStitched	chr6	20400992	20418651	5	10790	20791.7066	465	1
5_MACS_peak_35316_lociStitched	chr9	138354871	138373998	5	10774	23019.3445	466	1
3_MACS_peak_25003_lociStitched	chr3	164168237	164179567	3	10773	17631.746	467	1
1_MACS_peak_2241_lociStitched	chr1	154907726	154918490	1	10765	35903.322	468	1
4_MACS_peak_3596_lociStitched	chr1	246935457	246953668	4	10765	18822.8896	469	1
6_MACS_peak_31219_lociStitched	chr7	47613783	47630687	6	10764	20217.184	470	1
5_MACS_peak_34545_lociStitched	chr9	94179828	94195988	5	10758	18449.872	471	1
3_MACS_peak_25806_lociStitched	chr4	38307281	38322241	3	10750	16873.384	472	1
2_MACS_peak_2647_lociStitched	chr1	178567769	178578999	2	10711	32306.464	473	1
2_MACS_peak_4884_lociStitched	chr10	112215104	112226003	2	10709	24096.5991	474	1
4_MACS_peak_27047_lociStitched	chr5	32290009	32302012	4	10709	13223.7051	475	1
1_MACS_peak_7606_lociStitched	chr12	57074015	57084720	1	10706	22963.2955	476	1
2_MACS_peak_20208_lociStitched	chr2	182168523	182179799	2	10690	17218.452	477	1
3_MACS_peak_630_lociStitched	chr1	26602139	26617791	3	10680	20028.2992	478	1
5_MACS_peak_12192_lociStitched	chr16	11761723	11784312	5	10667	14578.9406	479	1
3_MACS_peak_33673_lociStitched	chr8	126438601	126450994	3	10661	27382.3335	480	1
2_MACS_peak_19279_lociStitched	chr2	86242146	86253479	2	10652	16940.5684	481	1
3_MACS_peak_16657_lociStitched	chr19	11484291	11495735	3	10634	24368.8536	482	1
4_MACS_peak_32933_lociStitched	chr8	39796242	39812173	4	10628	10498.529	483	1
6_MACS_peak_2273_lociStitched	chr1	155210289	155232850	6	10613	22757.2807	484	1
1_MACS_peak_29961_lociStitched	chr6	113963297	113973895	1	10599	15859.907	485	1
3_MACS_peak_31311_lociStitched	chr7	64011005	64024061	3	10567	14908.6464	486	1
4_MACS_peak_36534_lociStitched	chrX	153188415	153201773	4	10553	29913.9052	487	1
2_MACS_peak_16571_lociStitched	chr19	10328517	10342962	2	10548	43628.2335	488	1
3_MACS_peak_3400_lociStitched	chr1	230239106	230251104	3	10538	15227.8616	489	1
2_MACS_peak_24664_lociStitched	chr3	128994837	129005403	2	10523	19437.2136	490	1
3_MACS_peak_24698_lociStitched	chr3	130557745	130574967	3	10503	15349.9686	491	1
2_MACS_peak_33799_lociStitched	chr8	134695871	134707740	2	10502	17268.2081	492	1
1_MACS_peak_22161_lociStitched	chr21	43476609	43487106	1	10498	38636.3079	493	1
3_MACS_peak_10472_lociStitched	chr15	23659417	23671125	3	10493	19853.2556	494	1
2_MACS_peak_927_lociStitched	chr1	37932988	37946135	2	10485	20765.6865	495	1
3_MACS_peak_2320_lociStitched	chr1	156115509	156128441	3	10464	14152.7808	496	1
4_MACS_peak_3679_lociStitched	chr10	3818136	3829343	4	10457	23666.9426	497	1
6_MACS_peak_6446_lociStitched	chr11	89973206	89990966	6	10445	9775.104	498	1
3_MACS_peak_14818_lociStitched	chr17	57914336	57927068	3	10440	15429.9108	499	1
5_MACS_peak_17471_lociStitched	chr19	41106947	41121347	5	10413	15698.88	500	1
3_MACS_peak_24853_lociStitched	chr3	146256843	146272816	3	10412	13680.8745	501	1
4_MACS_peak_28716_lociStitched	chr6	13268346	13280851	4	10401	18666.2135	502	1
3_MACS_peak_7907_lociStitched	chr12	96791454	96802694	3	10398	19169.82	503	1
5_MACS_peak_12814_lociStitched	chr16	56892118	56905643	5	10398	13886.1175	504	1
3_MACS_peak_25050_lociStitched	chr3	169755012	169766202	3	10390	27327.099	505	1
3_MACS_peak_25094_lociStitched	chr3	171892632	171908332	3	10389	14070.34	506	1
5_MACS_peak_18356_lociStitched	chr2	9888694	9910224	5	10378	16894.591	507	1
4_MACS_peak_14376_lociStitched	chr17	40758699	40773761	4	10368	22348.9956	508	1
1_MACS_peak_33361_lociStitched	chr8	95952670	95963026	1	10357	21689.6064	509	1
3_MACS_peak_33606_lociStitched	chr8	124046095	124058033	3	10357	18028.7676	510	1
6_MACS_peak_15175_lociStitched	chr17	74720875	74734902	6	10338	24523.4041	511	1
3_MACS_peak_15435_lociStitched	chr17	80450817	80465341	3	10312	23417.0452	512	1
2_MACS_peak_27807_lociStitched	chr5	131824763	131837597	2	10300	14080.1814	513	1
5_MACS_peak_36545_lociStitched	chrX	153266733	153286943	5	10292	22081.446	514	1
6_MACS_peak_16590_lociStitched	chr19	10511782	10528040	6	10260	23138.3856	515	1
2_MACS_peak_22844_lociStitched	chr22	36552249	36564770	2	10256	15181.7125	516	1
5_MACS_peak_15550_lociStitched	chr18	9135022	9148197	5	10252	17116.96	517	1
4_MACS_peak_7870_lociStitched	chr12	95032889	95047166	4	10251	15955.9752	518	1
5_MACS_peak_5242_lociStitched	chr11	2398512	2412954	5	10241	13587.0336	519	1
4_MACS_peak_14491_lociStitched	chr17	43379127	43395577	4	10229	18172.315	520	1
3_MACS_peak_139_lociStitched	chr1	6659319	6675538	3	10210	28371.8967	521	1
3_MACS_peak_20807_lociStitched	chr2	241499001	241509373	3	10205	29330.9788	522	1
3_MACS_peak_35182_lociStitched	chr9	132244777	132260476	3	10203	28060.3926	523	1
2_MACS_peak_33358_lociStitched	chr8	95897309	95909943	2	10198	15851.8798	524	1
3_MACS_peak_22191_lociStitched	chr21	43942974	43953843	3	10165	26247.5481	525	1
3_MACS_peak_951_lociStitched	chr1	38464800	38479678	3	10162	18676.3534	526	1
7_MACS_peak_22855_lociStitched	chr22	36768894	36785187	7	10158	18666.8901	527	1
3_MACS_peak_15586_lociStitched	chr18	10947011	10958533	3	10155	19143.803	528	1
7_MACS_peak_26927_lociStitched	chr5	14257432	14270575	7	10099	9802.0494	529	1
4_MACS_peak_5132_lociStitched	chr10	134350073	134366292	4	10099	20593.2643	530	1
3_MACS_peak_28959_lociStitched	chr6	27791024	27808238	3	10086	18491.2788	531	1
4_MACS_peak_30781_lociStitched	chr7	18534173	18549707	4	10081	16366.6224	532	1
5_MACS_peak_15270_lociStitched	chr17	76769792	76781616	5	10069	18835.632	533	1
3_MACS_peak_11667_lociStitched	chr15	90721115	90736822	3	10069	25192.4573	534	1
5_MACS_peak_1167_lociStitched	chr1	45803167	45820349	5	10069	16365.855	535	1
4_MACS_peak_2203_lociStitched	chr1	154179772	154195155	4	10068	21434.6722	536	1
3_MACS_peak_7775_lociStitched	chr12	72079057	72089758	3	10057	15512.1696	537	1
3_MACS_peak_22391_lociStitched	chr22	18255682	18268178	3	10052	19255.0864	538	1
4_MACS_peak_20400_lociStitched	chr2	202087363	202102167	4	10051	13520.4932	539	1
3_MACS_peak_18401_lociStitched	chr2	11638001	11649005	3	10040	23025.87	540	1
3_MACS_peak_15539_lociStitched	chr18	9015708	9026142	3	10033	23167.6536	541	1
2_MACS_peak_21568_lociStitched	chr20	45172317	45184892	2	10012	16967.4475	542	1
4_MACS_peak_35614_lociStitched	chrX	19759878	19774943	4	9998	10152.3035	543	1
3_MACS_peak_14961_lociStitched	chr17	65667511	65677793	3	9987	15648.1758	544	1
3_MACS_peak_14110_lociStitched	chr17	33406487	33417376	3	9963	16234.4101	545	1
3_MACS_peak_4130_lociStitched	chr10	50251655	50267782	3	9951	17776.7921	546	1
2_MACS_peak_19648_lociStitched	chr2	112283041	112294424	2	9950	17640.2351	547	1
5_MACS_peak_6290_lociStitched	chr11	73082823	73098801	5	9949	11438.6502	548	1
6_MACS_peak_22351_lociStitched	chr22	17081492	17099700	6	9949	16174.1664	549	1
4_MACS_peak_4095_lociStitched	chr10	45913345	45930806	4	9948	22631.2021	550	1
3_MACS_peak_32212_lociStitched	chr7	139462869	139478918	3	9944	28573.6396	551	1
2_MACS_peak_18072_lociStitched	chr19	55165128	55178708	2	9936	22599.836	552	1
5_MACS_peak_6962_lociStitched	chr12	6711850	6723975	5	9924	11591.5	553	1
7_MACS_peak_26735_lociStitched	chr4	185365263	185379344	7	9903	9798.9679	554	1
3_MACS_peak_14995_lociStitched	chr17	66451178	66463036	3	9884	22217.1488	555	1
2_MACS_peak_4886_lociStitched	chr10	112255888	112265768	2	9878	19098.04	556	1
3_MACS_peak_29524_lociStitched	chr6	52358263	52370530	3	9866	16940.727	557	1
3_MACS_peak_31738_lociStitched	chr7	100135812	100146297	3	9862	17593.83	558	1
2_MACS_peak_27508_lociStitched	chr5	95059748	95069918	2	9857	16591.338	559	1
2_MACS_peak_7900_lociStitched	chr12	96586830	96596857	2	9856	21988.2083	560	1
3_MACS_peak_27679_lociStitched	chr5	118603846	118614556	3	9853	16897.167	561	1
8_MACS_peak_24169_lociStitched	chr3	64334649	64349252	8	9852	8548.5962	562	1
3_MACS_peak_23866_lociStitched	chr3	46247050	46257264	3	9851	16496.6314	563	1
4_MACS_peak_11715_lociStitched	chr15	92483162	92497093	4	9832	10807.6698	564	1
4_MACS_peak_2242_lociStitched	chr1	154923573	154936127	4	9830	23809.9164	565	1
4_MACS_peak_28696_lociStitched	chr6	11722141	11736388	4	9828	13735.5327	566	1
5_MACS_peak_2489_lociStitched	chr1	164527643	164539247	5	9824	8563.752	567	1
4_MACS_peak_20276_lociStitched	chr2	191875617	191889098	4	9820	16937.5284	568	1
7_MACS_peak_35759_lociStitched	chrX	40229454	40248433	7	9810	8783.4812	569	1
2_MACS_peak_188_lociStitched	chr1	9372958	9383311	2	9801	23931.9948	570	1
4_MACS_peak_21479_lociStitched	chr20	42578164	42594056	4	9801	14647.6564	571	1
3_MACS_peak_30583_lociStitched	chr7	2438417	2448640	3	9800	19844.8876	572	1
4_MACS_peak_26037_lociStitched	chr4	77609509	77623144	4	9800	12131.0595	573	1
3_MACS_peak_25837_lociStitched	chr4	40301529	40312060	3	9790	16027.1289	574	1
4_MACS_peak_13202_lociStitched	chr16	81681711	81695716	4	9787	20157.3965	575	1
2_MACS_peak_18802_lociStitched	chr2	43444526	43456599	2	9782	32269.9217	576	1
1_MACS_peak_26439_lociStitched	chr4	140126938	140136692	1	9755	18445.7894	577	1
4_MACS_peak_31060_lociStitched	chr7	37374868	37385999	4	9745	13695.5824	578	1
2_MACS_peak_32606_lociStitched	chr8	10969954	10983861	2	9744	12071.276	579	1
4_MACS_peak_27884_lociStitched	chr5	135064579	135077589	4	9741	10786.591	580	1
4_MACS_peak_26880_lociStitched	chr5	6708707	6723778	4	9735	18556.9223	581	1
1_MACS_peak_33794_lociStitched	chr8	134576470	134586189	1	9720	25362.7024	582	1
2_MACS_peak_15093_lociStitched	chr17	73283607	73295336	2	9717	20514.021	583	1
4_MACS_peak_16573_lociStitched	chr19	10352212	10363965	4	9712	24105.403	584	1
2_MACS_peak_22171_lociStitched	chr21	43647616	43660010	2	9685	23606.8518	585	1
1_MACS_peak_2250_lociStitched	chr1	154970314	154979994	1	9681	49035.976	586	1
4_MACS_peak_17611_lociStitched	chr19	45216229	45229363	4	9677	12830.6046	587	1
2_MACS_peak_22060_lociStitched	chr21	36413956	36424571	2	9673	20972.0555	588	1
2_MACS_peak_20753_lociStitched	chr2	236347257	236356944	2	9651	12903.084	589	1
1_MACS_peak_13329_lociStitched	chr16	88616554	88626196	1	9643	19262.7876	590	1
4_MACS_peak_28849_lociStitched	chr6	26020759	26034357	4	9633	14862.614	591	1
1_MACS_peak_25123_lociStitched	chr3	176911212	176920842	1	9631	28822.59	592	1
2_MACS_peak_21574_lociStitched	chr20	45522474	45532315	2	9627	23392.057	593	1
3_MACS_peak_34969_lociStitched	chr9	126021712	126035766	3	9623	25706.1714	594	1
2_MACS_peak_27718_lociStitched	chr5	124077083	124090782	2	9621	19118.3244	595	1
4_MACS_peak_32247_lociStitched	chr7	142019197	142032635	4	9614	8773.6702	596	1
1_MACS_peak_1723_lociStitched	chr1	111211083	111220683	1	9601	17112.96	597	1
3_MACS_peak_31843_lociStitched	chr7	104576534	104586741	3	9596	22266.5705	598	1
1_MACS_peak_4905_lociStitched	chr10	112576273	112585863	1	9591	15984.612	599	1
5_MACS_peak_36499_lociStitched	chrX	151080305	151089977	5	9590	13186.8048	600	1
3_MACS_peak_30964_lociStitched	chr7	30059641	30073499	3	9586	17982.1408	601	1
3_MACS_peak_61_lociStitched	chr1	1820729	1831517	3	9579	20824.0764	602	1
1_MACS_peak_29290_lociStitched	chr6	36717948	36727520	1	9573	19495.2924	603	1
1_MACS_peak_11746_lociStitched	chr15	93442882	93452448	1	9567	18312.1938	604	1
2_MACS_peak_8254_lociStitched	chr12	120548535	120562055	2	9563	20229.976	605	1
3_MACS_peak_13639_lociStitched	chr17	7737134	7748878	3	9561	12205.5392	606	1
2_MACS_peak_2828_lociStitched	chr1	200830754	200841904	2	9554	18013.94	607	1
1_MACS_peak_19278_lociStitched	chr2	86219532	86229078	1	9547	26527.3794	608	1
6_MACS_peak_14522_lociStitched	chr17	44216721	44232137	6	9540	7399.68	609	1
5_MACS_peak_28025_lociStitched	chr5	142171548	142181937	5	9534	10753.6539	610	1
2_MACS_peak_12318_lociStitched	chr16	17552966	17565424	2	9523	17388.8764	611	1
