GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_206825	chr3(.):52714935-52733510	0.6578
NR_003687	chr3(.):52719753-52729846	0.7257
NM_014041	chr3(.):52734856-52747197	1.612
NR_003057	chr3(.):52721751-52731828	0.2067
NM_152932	chr3(.):52723503-52742622	0.9018
NR_003047	chr3(.):52718255-52728331	1.0291
NM_001193533	chr3(.):52739795-52809965	0.476
NM_052859	chr3(.):53117500-53169470	0.6349
NM_001040199	chr3(.):98229316-98246910	0.5582
NM_005290	chr3(.):98245877-98256960	0.0784
NM_006100	chr3(.):98446571-98518236	1.9146
NM_014415	chr3(.):101363282-101400988	0.1953
NR_002941	chr3(.):101426277-101437260	0.1083
NM_000986	chr3(.):101394933-101410563	0.8172
NR_024407	chr3(.):101390273-101403057	0.5161
NM_001012659	chr3(.):121281777-121314469	0.0967
NM_016298	chr3(.):121307169-121354139	0.0829
NR_033434	chr3(.):124444212-124473119	0.1698
NR_031687	chr3(.):125504246-125514395	0.1068
NM_020187	chr3(.):128992683-129029135	0.4533
NM_001006109	chr3(.):128992816-129029135	0.4547
NM_006026	chr3(.):129028613-129040120	1.8051
NR_026991	chr3(.):129030113-129048412	1.1634
NM_000539	chr3(.):129242481-129259187	0.1163
NM_153833	chr3(.):129257056-129275204	0.21
NM_015103	chr3(.):129269055-129330582	0.9523
NM_006241	chr3(.):195236220-195275224	0.4039
NR_003265	chr3(.):195379909-195420735	0.1643
NR_003266	chr3(.):197335897-197359752	0.2093
NR_030627	chr3(.):197396366-197406447	0.0852
NM_198281	chr4(.):90160428-90234161	1.3279
NM_001039127	chr4(.):48276-161490	0.2666
NM_001042424	chr4(.):1868122-1988934	0.36
NM_133330	chr4(.):1889508-1988930	0.3052
NM_133335	chr4(.):1889508-1988934	0.3052
NM_012318	chr4(.):1808205-1862974	0.1376
NR_033182	chr4(.):1160639-1207634	0.3728
NM_001199021	chr4(.):1155720-1207750	0.3501
NM_014189	chr4(.):2840583-2936789	0.1677
NM_024309	chr4(.):2738386-2763103	0.2208
NM_001161527	chr4(.):2738386-2762752	0.2198
NM_005112	chr4(.):10070962-10123573	0.8999
NM_015187	chr4(.):25744048-25869610	0.1704
NM_001098634	chr4(.):40420271-40636883	0.2066
NM_004310	chr4(.):40193526-40251281	0.7007
NM_001136570	chr4(.):77167852-77209929	0.0936
NM_001166693	chr4(.):87851153-88067206	0.1789
NM_005327	chr4(.):108905869-108961331	0.4081
NM_002039	chr4(.):144252982-144400718	0.3343
NM_153343	chr4(.):185004858-185144114	0.0493
NM_002199	chr4(.):185303875-185400726	1.1919
NM_182524	chr4(.):48226-93099	0.4579
NM_012445	chr4(.):1155720-1171657	0.4182
NM_001128325	chr4(.):1155720-1171999	0.4189
NR_033339	chr4(.):1238227-1251795	2.8194
NM_001012614	chr4(.):1200227-1247908	0.9896
NM_007331	chr4(.):1889508-1949302	0.4545
NM_133334	chr4(.):1897352-1955545	0.4733
NM_001145856	chr4(.):2814911-2847823	0.2733
NM_001145855	chr4(.):2808945-2847823	0.4038
NM_001122681	chr4(.):2789749-2847823	0.6659
NM_003023	chr4(.):2815540-2847823	0.2738
NR_031688	chr4(.):9552788-9562937	0.0782
NR_036090	chr4(.):10075234-10085316	0.0839
NM_001145432	chr4(.):25910813-25936501	0.3354
NM_017581	chr4(.):40332468-40361973	0.0656
NM_031889	chr4(.):71489460-71517536	0.1616
NM_144646	chr4(.):71516257-71537348	2.7397
NM_020368	chr4(.):71549195-71561268	0.8029
NM_014961	chr4(.):71582695-71664274	0.0673
NM_001130709	chr4(.):71565653-71660614	0.1544
NM_017426	chr4(.):77030816-77074655	0.125
NM_005506	chr4(.):77074893-77140035	0.4509
NM_003943	chr4(.):77222676-77237283	0.9347
NM_144645	chr4(.):87792357-87818575	0.1829
NM_002372	chr5(.):109020155-109208429	0.1451
NM_020928	chr5(.):60623099-60846999	0.1292
NM_001131005	chr5(.):88009057-88204922	0.3167
NM_002397	chr5(.):88009057-88184283	0.2795
NM_001193349	chr5(.):88009057-88124744	0.0978
NM_016279	chr5(.):26875708-27043689	0.2232
NM_001040446	chr5(.):32222110-32318114	0.3172
NM_152756	chr5(.):38933021-39079501	0.239
NM_024669	chr5(.):55390506-55534186	0.177
NM_001992	chr5(.):76006867-76036595	2.8009
NR_027435	chr5(.):90671163-90721532	0.715
NM_001077654	chr5(.):118599417-118735294	0.3712
NM_003060	chr5(.):131700400-131736306	0.1948
NM_015082	chr5(.):132527151-132953223	0.1286
NM_001020825	chr5(.):142652495-142788254	0.3706
NM_001018076	chr5(.):142652495-142789045	0.3686
NM_001018075	chr5(.):142652495-142820077	0.3083
NM_198321	chr5(.):153565294-153805543	0.1721
NM_001172292	chr5(.):156882026-156906730	0.0853
NM_138379	chr5(.):156341292-156395266	0.4446
NM_025153	chr5(.):159985126-160284219	0.1001
NM_005990	chr5(.):171464073-171620346	0.3041
NM_001167579	chr5(.):176806431-176822514	0.1264
NM_022455	chr5(.):176555832-176732214	0.2712
NM_172349	chr5(.):176555079-176732214	0.2731
NM_173465	chr5(.):177659616-178022556	0.1069
NM_002406	chr5(.):180212540-180235048	0.7902
NM_001114619	chr5(.):180212540-180235902	0.771
NM_001114618	chr5(.):180212540-180241817	1.0785
NM_001114617	chr5(.):180212540-180242137	1.0674
NM_145265	chr5(.):199874-223297	0.561
NM_001080478	chr5(.):186625-200468	0.8785
NM_004168	chr5(.):213355-261814	0.3216
NM_013232	chr5(.):266735-320089	0.2076
NM_001193376	chr5(.):1248286-1300162	0.2126
NM_030782	chr5(.):1312999-1350002	1.9812
NM_032479	chr5(.):1793498-1804956	1.7437
NM_004553	chr5(.):1796495-1821167	0.715
NM_001145161	chr5(.):6443735-6501834	0.3909
NM_001171805	chr5(.):6709717-6762161	0.8164
NM_001171806	chr5(.):6741100-6762161	0.0686
NM_019018	chr5(.):14576890-14621287	0.3857
NM_022130	chr5(.):32119823-32179425	0.7143
NM_006713	chr5(.):32580604-32609185	2.1622
NM_001190469	chr5(.):37807778-37840929	1.0036
NM_199231	chr5(.):37807778-37840593	1.0127
NM_000514	chr5(.):37807778-37844782	0.9123
NM_001102575	chr5(.):53808592-53847416	1.0579
NM_001145427	chr5(.):53808588-53847416	1.0578
NM_052870	chr5(.):53808592-53821834	2.6764
NR_028375	chr5(.):76002762-76013686	4.1873
NM_020801	chr5(.):90659540-90684149	1.4205
NM_005668	chr5(.):100137638-100243987	0.3353
NM_175052	chr5(.):100216014-100243970	0.8322
NR_036052	chr5(.):118305280-118315362	0.0689
NM_014350	chr5(.):118686595-118735294	0.2476
NM_000588	chr5(.):131391346-131403896	0.3273
NM_000758	chr5(.):131404484-131416859	0.9445
NR_037500	chr5(.):131696181-131706291	0.3492
NM_002198	chr5(.):131812300-131831465	0.6176
NM_001013717	chr5(.):131741672-131803059	2.0697
NM_000879	chr5(.):131872135-131884214	0.0619
NM_016480	chr5(.):138672518-138710409	0.2198
NM_194296	chr5(.):138727455-138744776	1.4361
NM_152686	chr5(.):138740891-138780214	0.1897
NM_152685	chr5(.):138697884-138724039	0.2341
NM_001033112	chr5(.):138673133-138710409	0.2226
NM_001161546	chr5(.):138722634-138735885	3.7803
NM_016459	chr5(.):138718256-138730605	4.1411
NM_001012301	chr5(.):149670908-149687525	0.1253
NM_015981	chr5(.):149594053-149674403	0.0933
NM_001008657	chr5(.):149732201-149769195	0.1918
NR_028472	chr5(.):156346099-156357013	0.3976
NM_012206	chr5(.):156451530-156490487	0.2027
NM_001173393	chr5(.):156451530-156490970	0.2024
NM_032782	chr5(.):156507842-156541138	0.2122
NM_033274	chr5(.):156899311-157007783	0.386
NM_007017	chr5(.):157047686-157084428	0.0519
NM_001171183	chr5(.):171616175-171635458	0.0477
NM_030627	chr5(.):173310330-173392313	0.4924
NM_017675	chr5(.):175971342-176027769	0.1965
NM_014901	chr5(.):175948699-175969421	0.7278
NM_001171976	chr5(.):175964511-176027769	0.3446
NM_001031677	chr5(.):176723198-176735744	1.1921
NM_006480	chr5(.):176779843-176804599	0.2888
NM_006816	chr5(.):176753562-176783885	0.3615
NM_031300	chr5(.):176729205-176744292	1.7789
NM_001142935	chr5(.):176727500-176744292	1.6782
NM_013237	chr5(.):176725834-176738950	1.5406
NM_002082	chr5(.):176848686-176874850	3.7839
NM_030567	chr5(.):176868795-176888287	1.4735
NM_000505	chr5(.):176824138-176841577	2.0937
NM_080881	chr5(.):176878613-176904871	0.559
NM_004395	chr5(.):176878613-176905694	0.5439
NM_001004105	chr5(.):176848686-176873354	3.6292
NM_001174102	chr5(.):176870325-176888283	1.5763
NM_001029886	chr5(.):176822107-176832637	2.5639
NM_153373	chr5(.):177630539-177664803	0.7815
NR_003281	chr5(.):177606510-177619433	0.0494
NM_004499	chr5(.):177626507-177643184	0.954
NR_027183	chr5(.):180251958-180267726	1.1364
NM_152283	chr5(.):180269610-180293286	0.3087
NM_206880	chr5(.):180576942-180587890	0.4957
NM_006098	chr5(.):180658927-180675906	1.2143
NM_033342	chr5(.):180625119-180637177	0.2566
NR_002591	chr5(.):180665313-180675376	1.9781
NR_002592	chr5(.):180663817-180673889	1.6685
NM_032765	chr5(.):180678385-180693119	1.35
NM_203297	chr5(.):180615923-180632930	0.4738
NM_203296	chr5(.):180615923-180636340	0.4889
NM_033549	chr5(.):180645305-180667808	0.6916
NM_004117	chr6(.):35536361-35661719	0.1788
NM_001145777	chr6(.):35543333-35661719	0.1862
NM_001145776	chr6(.):35536361-35661692	0.1789
NM_001145775	chr6(.):35536361-35701360	0.2251
NM_181356	chr6(.):44791469-45350670	0.086
NM_003599	chr6(.):44792449-45350575	0.0861
NM_012288	chr6(.):52357199-52446862	0.4646
NM_017934	chr6(.):79639135-79793011	0.3069
NM_005907	chr6(.):119494266-119675926	0.3096
NM_033515	chr6(.):129893239-130036370	0.3104
NM_020732	chr6(.):157094063-157536913	0.2028
NM_000876	chr6(.):160385130-160532583	0.1477
NM_001195286	chr6(.):386738-416443	1.0294
NR_037616	chr6(.):7876482-8069647	1.1614
NM_004973	chr6(.):15241526-15527253	0.2001
NM_001949	chr6(.):20397136-20498945	0.3716
NM_001173977	chr6(.):25274655-25625758	0.1168
NM_014641	chr6(.):30662583-30690458	0.9549
NM_172166	chr6(.):31702724-31735455	0.9494
NM_025256	chr6(.):31842536-31870464	0.3872
NM_020804	chr6(.):34428904-34508000	0.2968
NM_177435	chr6(.):35305334-35398173	0.0854
NM_003427	chr6(.):35222509-35268760	0.4304
NM_003017	chr6(.):36557089-36577244	1.5696
NR_036610	chr6(.):36557089-36577243	1.5697
NM_004348	chr6(.):45384913-45523819	0.9027
NM_001024630	chr6(.):45291053-45523819	0.6037
NM_001123226	chr6(.):74166453-74216179	0.2786
NM_001122769	chr6(.):80189707-80252147	0.1538
NM_016021	chr6(.):90031343-90067619	2.6419
NM_001455	chr6(.):108877068-109010971	0.3078
NM_201559	chr6(.):108876025-109010971	0.306
NM_032131	chr6(.):109164618-109300352	0.778
NM_015440	chr6(.):151181690-151428023	0.1567
NM_024630	chr6(.):157797556-158099977	0.3198
NM_020185	chr6(.):287100-356355	1.2046
NR_027712	chr6(.):7981334-7995577	0.4213
NM_001145549	chr6(.):7876482-7915310	3.9294
NM_030810	chr6(.):7876482-7916047	4.0782
NM_003107	chr6(.):21588971-21603849	1.0434
NM_005319	chr6(.):26050967-26061699	1.6589
NM_003537	chr6(.):26026816-26037288	2.18
NM_003544	chr6(.):26022123-26032480	1.3673
NM_021062	chr6(.):26038454-26048885	1.5479
NM_003531	chr6(.):26040638-26051097	1.5433
NM_005325	chr6(.):26012259-26023040	1.4277
NM_003538	chr6(.):26016906-26027278	1.9649
NM_003513	chr6(.):26028319-26038796	1.7692
NM_003529	chr6(.):26015717-26026186	1.5719
NM_003526	chr6(.):26118694-26129132	2.0188
NM_021065	chr6(.):26194011-26204471	3.0638
NM_003530	chr6(.):26192011-26204464	2.585
NM_138720	chr6(.):26153348-26176576	1.3258
NM_003523	chr6(.):26179023-26189458	0.6319
NM_003539	chr6(.):26183937-26194304	0.6996
NM_003545	chr6(.):26199872-26210249	1.6688
NM_021063	chr6(.):26153348-26163871	2.1517
NM_005321	chr6(.):26151558-26162343	2.0834
NM_003512	chr6(.):26119372-26129918	2.0011
NM_005323	chr6(.):26102639-26113364	0.4102
NM_003522	chr6(.):26194786-26205216	3.4237
NM_003518	chr6(.):26211427-26221872	1.2995
NM_021052	chr6(.):26212147-26222711	1.2782
NM_003532	chr6(.):26220382-26230844	0.329
NM_003524	chr6(.):26246878-26257303	1.3132
NM_003547	chr6(.):26241838-26252205	1.1165
NM_003540	chr6(.):26235653-26246021	0.2871
NM_021018	chr6(.):26245369-26255835	1.312
NM_005320	chr6(.):26229439-26240216	1.5074
NM_001145008	chr6(.):26397464-26420444	0.1556
NM_001197240	chr6(.):26378328-26400100	0.3737
NM_001197247	chr6(.):26360397-26383540	1.5671
NM_001197238	chr6(.):26378323-26400100	0.3737
NM_007047	chr6(.):26360397-26383548	1.5682
NM_001197237	chr6(.):26378438-26400100	0.3742
NM_001197248	chr6(.):26360469-26383540	1.5491
NM_001197246	chr6(.):26363405-26383540	0.8481
NM_021064	chr6(.):27095816-27106314	2.7981
NM_080593	chr6(.):27101071-27119637	2.064
NM_080596	chr6(.):27109907-27120346	1.9807
NR_036096	chr6(.):27110404-27120467	1.9111
NM_021058	chr6(.):27095094-27105575	2.9014
NM_003495	chr6(.):27102087-27112457	1.6257
NM_021066	chr6(.):27777079-27787518	1.3767
NM_003536	chr6(.):27772841-27783314	1.8207
NM_003509	chr6(.):27770976-27781445	1.2601
NM_003519	chr6(.):27770256-27780709	1.2202
NM_003521	chr6(.):27777821-27788267	1.357
NM_003535	chr6(.):27853092-27863570	2.8303
NM_003527	chr6(.):27856202-27866669	2.8617
NM_003520	chr6(.):27801439-27811888	2.6168
NM_003511	chr6(.):27828106-27838576	0.9156
NM_003533	chr6(.):27834622-27845099	0.3237
NM_003510	chr6(.):27800657-27811117	2.6147
NM_003541	chr6(.):27793951-27804305	0.7591
NM_005322	chr6(.):27829569-27840359	0.8985
NM_033057	chr6(.):27873962-27885174	0.0305
NM_021968	chr6(.):27786902-27797258	0.8032
NM_003514	chr6(.):27855476-27865963	2.859
NM_003546	chr6(.):27835925-27846289	0.0871
NM_005516	chr6(.):30452182-30466982	0.6259
NM_005275	chr6(.):30504154-30530371	0.5855
NM_025263	chr6(.):30519485-30537473	0.8415
NM_003587	chr6(.):30615895-30645830	0.1138
NM_001161376	chr6(.):30609815-30625987	0.5583
NM_133471	chr6(.):30639165-30660672	0.867
NM_001134870	chr6(.):30639165-30660093	0.8885
NM_007243	chr6(.):30650825-30663769	0.9461
NM_005803	chr6(.):30690510-30715453	0.402
NM_003897	chr6(.):30705975-30717327	0.5484
NM_178014	chr6(.):30683156-30698195	1.7317
NM_021246	chr6(.):31678132-31690581	0.0994
NM_138275	chr6(.):31686160-31697851	0.47
NR_033488	chr6(.):31649725-31675850	0.2595
NM_013974	chr6(.):31689816-31703039	0.6726
NM_025262	chr6(.):31639460-31653150	0.1072
NM_001288	chr6(.):31693357-31709341	2.3017
NM_001003693	chr6(.):31669683-31683372	0.4853
NM_021160	chr6(.):31649725-31676137	0.2573
NR_024541	chr6(.):31674752-31686842	0.0934
NM_025261	chr6(.):31681424-31694510	0.0995
NM_001039651	chr6(.):31725772-31737624	0.0921
NM_025258	chr6(.):31728370-31750108	0.3385
NR_002742	chr6(.):31799852-31809916	1.2135
NM_000434	chr6(.):31821828-31835709	0.4045
NM_021177	chr6(.):31760173-31779743	1.8196
NR_002745	chr6(.):31798039-31808103	1.2479
NM_001178045	chr6(.):31825969-31850448	0.2664
NM_001040438	chr6(.):31797692-31812541	0.8702
NM_005345	chr6(.):31778290-31790719	0.4599
NM_005527	chr6(.):31772395-31787835	0.3514
NM_001178044	chr6(.):31825969-31851823	0.2634
NM_006295	chr6(.):31740296-31768712	1.5762
NM_005346	chr6(.):31790511-31803031	1.0112
NM_181842	chr6(.):31862393-31874769	0.8246
NM_006929	chr6(.):31921580-31942532	0.8519
NR_031601	chr6(.):31919615-31929717	0.2702
NM_001178063	chr6(.):31863775-31918449	0.2697
NM_000063	chr6(.):31890265-31918449	0.0617
NM_001710	chr6(.):31908720-31924861	0.0525
NM_022107	chr6(.):32153542-32168300	0.9606
NM_138717	chr6(.):32116300-32136452	0.1478
NM_001136	chr6(.):32143745-32157023	0.5041
NM_004557	chr6(.):32157619-32196844	0.3683
NM_032741	chr6(.):32130982-32150888	0.3999
NM_002586	chr6(.):32147509-32162963	0.4557
NM_006913	chr6(.):32141161-32153570	0.5985
NR_003129	chr6(.):32141231-32153567	0.6018
NM_030651	chr6(.):32111139-32124720	0.1921
NM_005155	chr6(.):32116621-32136452	0.1499
NM_006411	chr6(.):32130982-32148916	0.4375
NR_037169	chr6(.):32115578-32127142	0.2118
NM_030652	chr6(.):32127404-32141062	0.066
NM_006120	chr6(.):32911390-32925899	0.0949
NM_002119	chr6(.):32966959-32982389	0.059
NM_002118	chr6(.):32897405-32913847	0.0668
NM_005104	chr6(.):32931436-32954282	2.7653
NM_001113182	chr6(.):32933664-32954282	3.0606
NM_001199455	chr6(.):32934371-32954282	3.1693
NM_001199456	chr6(.):32935860-32954282	3.3572
NM_080679	chr6(.):33125468-33165245	0.1267
NM_001164267	chr6(.):33241879-33262304	0.2548
NM_022551	chr6(.):33234851-33249281	0.9272
NM_172209	chr6(.):33262471-33287164	0.6736
NM_004761	chr6(.):33254430-33272176	0.6203
NM_172208	chr6(.):33266409-33287164	0.7054
NM_006979	chr6(.):33163602-33177214	1.7272
NM_002931	chr6(.):33171285-33185499	0.9877
NM_003782	chr6(.):33239916-33251602	0.6312
NR_024517	chr6(.):33281334-33295793	0.8076
NM_014234	chr6(.):33167418-33179607	1.9112
NM_014260	chr6(.):33252377-33263711	0.2102
NM_021976	chr6(.):33156364-33173432	0.9515
NM_005453	chr6(.):33277181-33290512	0.6673
NM_001145338	chr6(.):33277181-33290719	0.7172
NM_022553	chr6(.):33213048-33244662	0.6051
NR_029633	chr6(.):33170611-33180721	1.3643
NM_001185181	chr6(.):33252411-33263709	0.2107
NR_001444	chr6(.):33327513-33339139	0.0686
NM_022047	chr6(.):35260594-35294548	0.5576
NM_007271	chr6(.):36456668-36520247	0.1322
NR_037491	chr6(.):36585212-36595289	0.1282
NM_020939	chr6(.):36703554-36812220	0.285
NM_001402	chr6(.):74220472-74235755	2.6007
NM_002043	chr6(.):89962238-90029967	0.5887
NM_021244	chr6(.):90069334-90126995	0.4966
NM_182907	chr6(.):106541814-106562811	2.5422
NM_001198	chr6(.):106529194-106562814	2.6224
NM_002356	chr6(.):114173526-114189652	0.8
NR_027060	chr6(.):114220550-114247806	0.0542
NR_037463	chr6(.):157945163-157955232	0.2456
NM_003379	chr6(.):159181772-159244340	0.399
NM_001111077	chr6(.):159181772-159245456	0.3927
NR_037482	chr6(.):159180692-159190785	0.0572
NR_028496	chr6(.):159257157-159283664	0.3872
NM_152133	chr6(.):159451026-159471184	0.4359
NM_031924	chr6(.):159393265-159426198	0.2026
NM_138810	chr6(.):159454943-159471184	0.4602
NM_001259	chr7(.):92229234-92468231	0.2786
NM_001145306	chr7(.):92229234-92470941	0.2757
NM_030796	chr7(.):55533305-55645200	0.8111
NM_001913	chr7(.):101454291-101932250	0.154
NM_182692	chr7(.):104751822-105034341	0.1879
NM_181500	chr7(.):101454302-101932250	0.154
NM_182691	chr7(.):104751822-104914477	0.1678
NM_001145354	chr7(.):130789854-131186398	0.1964
NM_022740	chr7(.):139241315-139482693	0.2039
NM_006547	chr7(.):23344827-23514995	0.3683
NR_036554	chr7(.):29720687-29787019	0.3939
NR_003502	chr7(.):32762561-32774595	1.6616
NR_036680	chr7(.):32615552-32763780	0.0392
NM_014800	chr7(.):36888960-37493511	0.0764
NM_006060	chr7(.):50339377-50477798	0.1644
NM_005311	chr7(.):50652759-50805050	0.1687
NM_001001555	chr7(.):50652759-50866159	0.1358
NM_001001550	chr7(.):50652759-50777998	0.1953
NM_004577	chr7(.):56073743-56124268	0.2236
NM_022479	chr7(.):70592788-71183584	0.1447
NM_001145440	chr7(.):72034491-72303813	0.1334
NM_001145441	chr7(.):72018728-72303813	0.1312
NR_027777	chr7(.):74301893-74341166	0.4476
NM_005338	chr7(.):75158408-75373279	0.3148
NM_001145064	chr7(.):74802604-74872341	0.1238
NM_080744	chr7(.):76013645-76044012	0.7422
NM_017984	chr7(.):99993494-100031302	0.7451
NM_017621	chr7(.):102091666-102110321	0.2501
NM_182931	chr7(.):104649636-104759532	0.4357
NM_001098627	chr7(.):128575771-128595088	0.598
NM_001098630	chr7(.):128572993-128595088	0.6354
NM_032643	chr7(.):128573270-128595088	0.6138
NR_015431	chr7(.):130623918-130798562	0.202
NR_024153	chr7(.):130623918-130796789	0.2022
NM_194071	chr7(.):137554724-137691846	0.1931
NM_001166254	chr7(.):139473046-139725125	0.2532
NM_018238	chr7(.):141246077-141359209	0.2563
NM_173680	chr7(.):150071405-150100719	0.6223
NM_003751	chr7(.):2389473-2425377	0.3478
NM_018641	chr7(.):2438258-2479216	0.2316
NR_026676	chr7(.):23525006-23536031	0.1533
NR_029597	chr7(.):25984538-25994606	2.152
NR_036482	chr7(.):29719769-29732859	1.9126
NR_024278	chr7(.):29680537-29729754	0.8572
NR_027347	chr7(.):29719387-29730437	2.3034
NR_036501	chr7(.):32792897-32807536	0.1862
NR_030320	chr7(.):32767592-32777689	1.9435
NM_018224	chr7(.):43673858-43774083	0.2597
NM_015411	chr7(.):56126916-56153365	0.3415
NM_001145712	chr7(.):56177373-56189090	0.2538
NM_006213	chr7(.):56143674-56165689	0.2651
NM_016139	chr7(.):56164265-56179187	2.3944
NM_001762	chr7(.):56114377-56136682	0.6563
NR_002957	chr7(.):56123162-56133295	0.7268
NM_152559	chr7(.):73243920-73261855	0.4833
NM_001305	chr7(.):73240192-73252015	0.2252
NM_182504	chr7(.):73270488-73285223	0.0998
NM_001163636	chr7(.):74067029-74180022	0.4648
NM_001025202	chr7(.):74294282-74311731	0.8173
NM_001145063	chr7(.):74374082-74443803	0.0896
NR_028059	chr7(.):75132068-75162453	0.1577
NM_012479	chr7(.):75951107-75993342	0.4155
NM_007155	chr7(.):76021840-76076388	0.2917
NM_001110354	chr7(.):76049271-76076388	0.248
NM_001013258	chr7(.):99065514-99084948	0.7859
NM_001081559	chr7(.):99031562-99059996	0.2291
NM_001190354	chr7(.):99052211-99068808	0.3532
NM_213603	chr7(.):99065514-99090217	0.6277
NM_015545	chr7(.):99009361-99041462	0.291
NM_001198879	chr7(.):99009361-99068824	0.2677
NM_032164	chr7(.):99085853-99102877	0.6553
NM_145102	chr7(.):99097272-99136445	0.3277
NM_014569	chr7(.):99097572-99136445	0.2895
NR_028039	chr7(.):99793277-99874855	0.2597
NR_003613	chr7(.):99913262-99938930	0.5868
NR_036569	chr7(.):99928687-99970454	0.5906
NM_001004351	chr7(.):99900324-99924819	0.1197
NM_173564	chr7(.):100076549-100097422	0.1629
NM_030935	chr7(.):100059141-100081902	0.2549
NM_145030	chr7(.):100027911-100039094	0.9649
NM_019606	chr7(.):100022253-100036749	2.1877
NM_001194992	chr7(.):100021412-100036749	2.0726
NM_001004323	chr7(.):100049237-100066894	0.0734
NM_020979	chr7(.):101923404-101967178	1.196
NR_036245	chr7(.):101931368-101941453	0.7384
NM_032831	chr7(.):102068995-102102268	1.5041
NM_024653	chr7(.):102031803-102072129	1.0203
NM_001146210	chr7(.):101981191-102001889	0.0729
NM_006234	chr7(.):102108547-102124381	0.3091
NM_001031618	chr7(.):102186678-102207757	0.0737
NM_152892	chr7(.):102100389-102118612	0.2613
NM_001031618	chr7(.):102285771-102306847	0.0741
NR_027374	chr7(.):104530074-104572092	0.2191
NR_024586	chr7(.):104645988-104659588	3.1072
NM_002649	chr7(.):106500923-106552592	0.2931
NM_199349	chr7(.):128525000-128555773	0.0673
NM_013400	chr7(.):150060878-150076133	2.5411
NM_014374	chr7(.):150063257-150076133	2.9879
NM_002889	chr7(.):150030406-150043763	0.0554
NM_138434	chr7(.):150021937-150034811	0.0597
NR_027237	chr7(.):150097839-150114558	2.1442
NM_175571	chr7(.):150142961-150181483	0.0576
NR_034033	chr7(.):150125741-150150228	0.3331
NM_033015	chr7(.):150768707-150782951	0.6316
NM_004769	chr7(.):150740604-150754843	0.078
NM_031434	chr7(.):150773171-150785413	1.1881
NM_004935	chr7(.):150745898-150760052	0.375
NM_031946	chr7(.):150778825-150846523	0.1787
NM_001136044	chr7(.):150773171-150785620	1.1771
NM_003040	chr7(.):150751656-150778614	0.4488
NM_001042535	chr7(.):150778825-150825725	0.2348
NM_005515	chr7(.):156792546-156808347	0.6672
NM_001165255	chr7(.):156792546-156807129	0.6827
NM_152564	chr8(.):100020493-100894808	0.1261
NM_004103	chr8(.):27163998-27321903	0.4167
NM_173176	chr8(.):27178053-27321903	0.417
NM_172366	chr8(.):28280928-28352784	0.3514
NM_173175	chr8(.):27178080-27321903	0.417
NM_001040627	chr8(.):102693769-103141562	0.1821
NM_001040630	chr8(.):102693769-103142135	0.1821
NM_001101676	chr8(.):119196694-119639184	0.2571
NM_207506	chr8(.):119385226-119639184	0.3874
NM_012154	chr8(.):141536263-141650646	0.2164
NM_001715	chr8(.):11346520-11427108	0.3966
NR_026814	chr8(.):11220910-11301166	0.4838
NM_006228	chr8(.):28169648-28205868	0.5285
NM_001010906	chr8(.):27874480-27946388	0.3111
NM_015254	chr8(.):28919794-29125610	0.2821
NM_024787	chr8(.):33400272-33429643	2.6492
NM_023034	chr8(.):38127560-38244790	0.3183
NM_032410	chr8(.):42747032-42890682	0.3311
NM_001160224	chr8(.):42699779-42756866	1.0249
NM_001160225	chr8(.):42703437-42756866	1.0794
NM_005079	chr8(.):80942104-81088836	0.6
NM_178812	chr8(.):98651406-98747488	0.5577
NM_018002	chr8(.):107277405-107769921	0.1335
NM_181354	chr8(.):107665035-107769921	0.3195
NM_001198532	chr8(.):107455151-107769921	0.1604
NM_022783	chr8(.):120880899-121068157	0.3863
NM_173685	chr8(.):126099082-126384367	0.3542
NM_003235	chr8(.):133874204-134152143	0.1659
NM_001045556	chr8(.):134043972-134120310	0.3994
NM_003033	chr8(.):134462090-134589183	0.4088
NM_194284	chr8(.):8554665-8566617	0.7266
NM_053279	chr8(.):11273972-11329276	0.9687
NM_001908	chr8(.):11695033-11730646	0.5166
NM_005605	chr8(.):22293595-22403637	0.6659
NM_171982	chr8(.):27137403-27173834	0.2084
NM_018091	chr8(.):27945583-28053669	0.118
NM_018660	chr8(.):28198101-28248977	0.471
NM_017412	chr8(.):28346772-28426961	0.2684
NR_036250	chr8(.):28357632-28367699	0.043
NR_026765	chr8(.):29573775-29610625	0.3092
NM_025115	chr8(.):33351235-33375656	0.5731
NM_001102401	chr8(.):33351235-33375703	0.572
NM_024025	chr8(.):33443853-33462439	0.3679
NM_144652	chr8(.):38239019-38271061	0.9915
NM_017778	chr8(.):38168934-38244790	0.4518
NR_003129	chr8(.):38452692-38463775	0.0827
NM_020130	chr8(.):40005988-40017821	0.0869
NM_018105	chr8(.):42686816-42703474	0.8289
NM_014294	chr8(.):71480452-71525694	0.9285
NM_001040708	chr8(.):80671244-80685098	0.8704
NM_001025252	chr8(.):80942104-80998010	0.1556
NM_004374	chr8(.):100885222-100911242	0.6427
NM_024410	chr8(.):103558847-103578245	0.2613
NM_001032282	chr8(.):103656004-103671168	1.7541
NM_005655	chr8(.):103656004-103672983	1.5873
NM_148174	chr8(.):103833535-103881397	0.5977
NM_025195	chr8(.):126437562-126455644	1.2167
NM_006748	chr8(.):134043972-134077603	0.2753
NM_201378	chr8(.):144984320-145052697	0.4131
