GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_025212	chr4(.):105388342-105417467	0.1223
NR_028085	chr4(.):186315693-186352139	0.1507
NM_018409	chr4(.):186280031-186305152	0.112
NM_181726	chr4(.):186312839-186326390	0.1523
NM_001114357	chr4(.):186345544-186375821	0.1087
NM_001131005	chr5(.):88009057-88204922	0.1265
NM_002397	chr5(.):88009057-88184283	0.1279
NM_001193349	chr5(.):88009057-88124744	0.1243
NM_024669	chr5(.):55390506-55534186	0.1281
NM_006633	chr5(.):75694148-76008957	0.1151
NR_015436	chr5(.):87831596-87985620	0.1043
NR_027435	chr5(.):90671163-90721532	0.1105
NM_152624	chr5(.):112307432-112361667	0.1197
NM_001077654	chr5(.):118599417-118735294	0.1279
NM_003060	chr5(.):131700400-131736306	0.1182
NM_017415	chr5(.):136948188-137076779	0.1086
NM_022809	chr5(.):137615958-137672516	0.1088
NM_016604	chr5(.):137683284-137777716	0.1079
NM_001020825	chr5(.):142652495-142788254	0.1242
NM_001018076	chr5(.):142652495-142789045	0.1241
NM_001018075	chr5(.):142652495-142820077	0.1227
NM_005990	chr5(.):171464073-171620346	0.1115
NM_153607	chr5(.):172478354-172571291	0.0994
NM_022455	chr5(.):176555832-176732214	0.1103
NM_172349	chr5(.):176555079-176732214	0.1102
NM_014757	chr5(.):179154850-179209287	0.1076
NM_002406	chr5(.):180212540-180235048	0.1361
NM_001114619	chr5(.):180212540-180235902	0.1375
NM_001114618	chr5(.):180212540-180241817	0.1405
NM_001114617	chr5(.):180212540-180242137	0.14
NM_001193376	chr5(.):1248286-1300162	0.0824
NM_030782	chr5(.):1312999-1350002	0.1877
NM_001145161	chr5(.):6443735-6501834	0.1445
NM_001171805	chr5(.):6709717-6762161	0.1252
NM_001171806	chr5(.):6741100-6762161	0.1104
NM_012073	chr5(.):10245281-10271501	0.1275
NM_199133	chr5(.):10221437-10255014	0.1129
NM_006713	chr5(.):32580604-32609185	0.1581
NR_024384	chr5(.):87955262-87974146	0.1477
NR_024383	chr5(.):87955262-87979262	0.1383
NR_030741	chr5(.):87957670-87967757	0.1201
NM_020801	chr5(.):90659540-90684149	0.1317
NM_005669	chr5(.):112207080-112263031	0.1268
NR_036052	chr5(.):118305280-118315362	0.1023
NM_014350	chr5(.):118686595-118735294	0.112
NM_005573	chr5(.):126107314-126177712	0.1186
NM_001198557	chr5(.):126107844-126177712	0.1187
NM_000588	chr5(.):131391346-131403896	0.1342
NM_000758	chr5(.):131404484-131416859	0.105
NR_037500	chr5(.):131696181-131706291	0.1144
NM_002198	chr5(.):131812300-131831465	0.1378
NM_001013717	chr5(.):131741672-131803059	0.1681
NM_000879	chr5(.):131872135-131884214	0.0992
NM_006805	chr5(.):137082072-137095039	0.1423
NR_002713	chr5(.):137131881-137151439	0.1157
NM_001135647	chr5(.):137668223-137690418	0.1345
NM_016605	chr5(.):137668703-137690418	0.133
NM_004730	chr5(.):137836783-137883932	0.1287
NM_004134	chr5(.):137885570-137916318	0.1245
NR_002913	chr5(.):137891731-137901799	0.125
NM_016480	chr5(.):138672518-138710409	0.1161
NM_194296	chr5(.):138727455-138744776	0.147
NM_152686	chr5(.):138740891-138780214	0.1296
NM_152685	chr5(.):138697884-138724039	0.116
NM_001033112	chr5(.):138673133-138710409	0.1164
NM_001161546	chr5(.):138722634-138735885	0.1905
NM_016459	chr5(.):138718256-138730605	0.2293
NM_016463	chr5(.):139023300-139067680	0.1226
NM_000024	chr5(.):148201155-148213197	0.1802
NM_001155	chr5(.):150475266-150542443	0.1404
NM_001193544	chr5(.):150475266-150526216	0.1349
NM_001171183	chr5(.):171616175-171635458	0.0994
NM_003945	chr5(.):172405762-172466900	0.1258
NR_002988	chr5(.):172442728-172452932	0.1027
NM_001031677	chr5(.):176723198-176735744	0.1923
NM_006480	chr5(.):176779843-176804599	0.1446
NM_006816	chr5(.):176753562-176783885	0.1171
NM_031300	chr5(.):176729205-176744292	0.1609
NM_001142935	chr5(.):176727500-176744292	0.1765
NM_013237	chr5(.):176725834-176738950	0.1971
NM_001164444	chr5(.):179100558-179112975	0.1183
NM_001746	chr5(.):179120929-179163639	0.1303
NR_027183	chr5(.):180251958-180267726	0.1418
NM_152283	chr5(.):180269610-180293286	0.1263
NR_027908	chr6(.):33548882-33566115	0.1276
NR_028361	chr6(.):33546475-33561803	0.1505
NM_181356	chr6(.):44791469-45350670	0.0986
NM_003599	chr6(.):44792449-45350575	0.0986
NM_012288	chr6(.):52357199-52446862	0.1651
NM_033515	chr6(.):129893239-130036370	0.1251
NM_001195286	chr6(.):386738-416443	0.1578
NM_001718	chr6(.):7722010-7886961	0.1257
NR_037616	chr6(.):7876482-8069647	0.1417
NM_002114	chr6(.):12007723-12170232	0.1148
NM_001173977	chr6(.):25274655-25625758	0.1226
NM_014641	chr6(.):30662583-30690458	0.1339
NM_001090	chr6(.):30534169-30564309	0.1182
NM_172166	chr6(.):31702724-31735455	0.1312
NM_004348	chr6(.):45384913-45523819	0.1237
NM_001024630	chr6(.):45291053-45523819	0.1151
NM_001123226	chr6(.):74166453-74216179	0.12
NM_016021	chr6(.):90031343-90067619	0.1338
NM_001455	chr6(.):108877068-109010971	0.1326
NM_201559	chr6(.):108876025-109010971	0.1324
NM_024630	chr6(.):157797556-158099977	0.058
NM_020185	chr6(.):287100-356355	0.2836
NM_001145549	chr6(.):7876482-7915310	0.2032
NM_030810	chr6(.):7876482-7916047	0.2028
NM_032744	chr6(.):11708887-11784280	0.1247
NM_030939	chr6(.):24700089-24724403	0.1397
NM_021065	chr6(.):26194011-26204471	0.164
NM_003530	chr6(.):26192011-26204464	0.1588
NM_138720	chr6(.):26153348-26176576	0.1649
NM_003523	chr6(.):26179023-26189458	0.1422
NM_003539	chr6(.):26183937-26194304	0.1576
NM_003545	chr6(.):26199872-26210249	0.15
NM_005321	chr6(.):26151558-26162343	0.1732
NM_003522	chr6(.):26194786-26205216	0.1777
NM_003518	chr6(.):26211427-26221872	0.1333
NM_021052	chr6(.):26212147-26222711	0.1358
NM_003532	chr6(.):26220382-26230844	0.1371
NM_003524	chr6(.):26246878-26257303	0.1686
NM_003547	chr6(.):26241838-26252205	0.1422
NM_003540	chr6(.):26235653-26246021	0.1159
NM_021018	chr6(.):26245369-26255835	0.1716
NM_005320	chr6(.):26229439-26240216	0.1388
NM_001145008	chr6(.):26397464-26420444	0.111
NM_001197240	chr6(.):26378328-26400100	0.1514
NM_001197247	chr6(.):26360397-26383540	0.1435
NM_001197238	chr6(.):26378323-26400100	0.1513
NM_007047	chr6(.):26360397-26383548	0.1435
NM_001197237	chr6(.):26378438-26400100	0.1515
NM_001197248	chr6(.):26360469-26383540	0.1426
NM_001197246	chr6(.):26363405-26383540	0.128
NM_021064	chr6(.):27095816-27106314	0.1529
NM_080593	chr6(.):27101071-27119637	0.1647
NM_080596	chr6(.):27109907-27120346	0.1609
NR_036096	chr6(.):27110404-27120467	0.1641
NM_021058	chr6(.):27095094-27105575	0.1506
NM_003495	chr6(.):27102087-27112457	0.1461
NM_021066	chr6(.):27777079-27787518	0.1515
NM_003536	chr6(.):27772841-27783314	0.1877
NM_003509	chr6(.):27770976-27781445	0.166
NM_003519	chr6(.):27770256-27780709	0.1608
NM_003521	chr6(.):27777821-27788267	0.155
NM_003520	chr6(.):27801439-27811888	0.1711
NM_003511	chr6(.):27828106-27838576	0.1376
NM_003533	chr6(.):27834622-27845099	0.1076
NM_003510	chr6(.):27800657-27811117	0.1731
NM_003541	chr6(.):27793951-27804305	0.1253
NM_005322	chr6(.):27829569-27840359	0.138
NM_021968	chr6(.):27786902-27797258	0.1185
NM_003546	chr6(.):27835925-27846289	0.0988
NM_003587	chr6(.):30615895-30645830	0.1177
NM_001031722	chr6(.):30589662-30619598	0.1245
NR_033823	chr6(.):30589612-30619598	0.1244
NM_001161376	chr6(.):30609815-30625987	0.1244
NM_002714	chr6(.):30563181-30590020	0.1676
NM_014046	chr6(.):30580485-30599174	0.1645
NM_133471	chr6(.):30639165-30660672	0.1404
NM_001134870	chr6(.):30639165-30660093	0.14
NM_007243	chr6(.):30650825-30663769	0.1436
NR_030615	chr6(.):30547108-30557194	0.1031
NM_005803	chr6(.):30690510-30715453	0.1478
NM_003897	chr6(.):30705975-30717327	0.1491
NM_178014	chr6(.):30683156-30698195	0.1837
NM_004847	chr6(.):31577993-31589798	0.157
NM_001623	chr6(.):31578032-31589798	0.1575
NM_032955	chr6(.):31578788-31589798	0.1628
NM_080702	chr6(.):31601804-31625477	0.123
NM_001098534	chr6(.):31601804-31625170	0.1239
NM_021246	chr6(.):31678132-31690581	0.0942
NM_138275	chr6(.):31686160-31697851	0.151
NR_033488	chr6(.):31649725-31675850	0.116
NM_001320	chr6(.):31628656-31642843	0.1492
NM_013974	chr6(.):31689816-31703039	0.1644
NM_025262	chr6(.):31639460-31653150	0.1174
NM_001288	chr6(.):31693357-31709341	0.1996
NM_019101	chr6(.):31618670-31630987	0.1582
NM_021184	chr6(.):31621074-31633549	0.1468
NM_001003693	chr6(.):31669683-31683372	0.1125
NM_021221	chr6(.):31633727-31645227	0.1265
NM_021160	chr6(.):31649725-31676137	0.116
NR_002971	chr6(.):31585855-31595987	0.1739
NR_024541	chr6(.):31674752-31686842	0.0985
NM_080686	chr6(.):31583449-31610554	0.1346
NM_025261	chr6(.):31681424-31694510	0.0934
NM_033177	chr6(.):31624005-31638179	0.1612
NM_001199240	chr6(.):31624005-31638407	0.1607
NM_001199238	chr6(.):31624005-31638639	0.1602
NM_001199237	chr6(.):31624005-31639060	0.1587
NM_001039651	chr6(.):31725772-31737624	0.1118
NM_025258	chr6(.):31728370-31750108	0.1071
NR_002742	chr6(.):31799852-31809916	0.1598
NM_000434	chr6(.):31821828-31835709	0.1439
NM_021177	chr6(.):31760173-31779743	0.1381
NR_002745	chr6(.):31798039-31808103	0.1594
NM_001178045	chr6(.):31825969-31850448	0.1277
NM_001040438	chr6(.):31797692-31812541	0.1492
NM_005345	chr6(.):31778290-31790719	0.141
NM_005527	chr6(.):31772395-31787835	0.1439
NM_001178044	chr6(.):31825969-31851823	0.1265
NM_006295	chr6(.):31740296-31768712	0.1248
NM_005346	chr6(.):31790511-31803031	0.1719
NM_006120	chr6(.):32911390-32925899	0.1363
NM_002119	chr6(.):32966959-32982389	0.1207
NM_002118	chr6(.):32897405-32913847	0.1481
NM_005104	chr6(.):32931436-32954282	0.17
NM_001113182	chr6(.):32933664-32954282	0.1792
NM_001199455	chr6(.):32934371-32954282	0.1802
NM_001199456	chr6(.):32935860-32954282	0.1779
NM_001188	chr6(.):33535322-33553070	0.1526
NM_002224	chr6(.):33584155-33669348	0.1084
NM_000322	chr6(.):42659332-42695358	0.1035
NM_003192	chr6(.):42707233-42718884	0.1204
NR_037141	chr6(.):42690313-42700932	0.1026
NM_015349	chr6(.):42783793-42841296	0.1111
NM_001402	chr6(.):74220472-74235755	0.1973
NM_002043	chr6(.):89962238-90029967	0.1201
NM_182907	chr6(.):106541814-106562811	0.1873
NM_001198	chr6(.):106529194-106562814	0.1958
NM_001142403	chr6(.):109682716-109708762	0.1327
NM_001145207	chr6(.):135351994-135381036	0.1386
NM_006620	chr6(.):135276516-135381036	0.1274
NR_037435	chr6(.):135295475-135305570	0.1234
NR_037463	chr6(.):157945163-157955232	0.0578
NM_030796	chr7(.):55533305-55645200	0.1567
NM_012301	chr7(.):77641373-79087890	0.0938
NM_001913	chr7(.):101454291-101932250	0.1023
NM_181500	chr7(.):101454302-101932250	0.1023
NR_033766	chr7(.):113721364-114338827	0.135
NM_001145354	chr7(.):130789854-131186398	0.1602
NM_001164458	chr7(.):149939300-150025758	0.1565
NM_001100390	chr7(.):2593631-2659368	0.0903
NR_033436	chr7(.):11008498-11214250	0.0883
NM_182762	chr7(.):20169278-20262013	0.119
NM_002214	chr7(.):20365724-20460382	0.1228
NM_002541	chr7(.):44641120-44753669	0.1214
NM_001003941	chr7(.):44641120-44721195	0.1323
NM_017984	chr7(.):99993494-100031302	0.1328
NM_017621	chr7(.):102091666-102110321	0.117
NM_182931	chr7(.):104649636-104759532	0.1199
NM_015723	chr7(.):108107070-108171638	0.1623
NM_015641	chr7(.):115845580-115903837	0.1887
NM_152829	chr7(.):115858034-115903837	0.191
NM_001098627	chr7(.):128575771-128595088	0.2078
NM_001098630	chr7(.):128572993-128595088	0.2157
NM_032643	chr7(.):128573270-128595088	0.2133
NM_003344	chr7(.):129467994-129597789	0.1731
NR_015431	chr7(.):130623918-130798562	0.1868
NR_024153	chr7(.):130623918-130796789	0.1874
NM_014149	chr7(.):134863589-134901316	0.1643
NM_016019	chr7(.):139039633-139113200	0.1618
NM_152998	chr7(.):148499474-148586414	0.1718
NM_173680	chr7(.):150071405-150100719	0.2008
NR_028090	chr7(.):154790142-154802413	0.1533
NM_013321	chr7(.):2286404-2359099	0.0959
NM_003751	chr7(.):2389473-2425377	0.1094
NM_018641	chr7(.):2438258-2479216	0.1162
NM_002304	chr7(.):2552496-2573063	0.0889
NM_152743	chr7(.):2572443-2600392	0.0934
NM_001166355	chr7(.):2547162-2573063	0.0959
NM_001040168	chr7(.):2554478-2573810	0.0786
NM_002489	chr7(.):10967814-10984813	0.1193
NR_029597	chr7(.):25984538-25994606	0.1501
NM_019082	chr7(.):44600402-44619137	0.1489
NM_182547	chr7(.):44613761-44626827	0.1505
NM_001100159	chr7(.):48070116-48105894	0.1022
NM_181597	chr7(.):48123354-48153330	0.1273
NM_003364	chr7(.):48123745-48153330	0.1275
NM_001163636	chr7(.):74067029-74180022	0.1092
NM_173564	chr7(.):100076549-100097422	0.1139
NM_030935	chr7(.):100059141-100081902	0.1088
NM_145030	chr7(.):100027911-100039094	0.1353
NM_019606	chr7(.):100022253-100036749	0.1538
NM_001194992	chr7(.):100021412-100036749	0.1525
NM_001004323	chr7(.):100049237-100066894	0.1024
NM_020979	chr7(.):101923404-101967178	0.1287
NR_036245	chr7(.):101931368-101941453	0.1434
NM_032831	chr7(.):102068995-102102268	0.1338
NM_024653	chr7(.):102031803-102072129	0.1429
NM_001146210	chr7(.):101981191-102001889	0.1546
NM_006234	chr7(.):102108547-102124381	0.1641
NM_152892	chr7(.):102100389-102118612	0.1353
NR_027374	chr7(.):104530074-104572092	0.1251
NR_024586	chr7(.):104645988-104659588	0.1717
NM_001130475	chr7(.):108197670-108215167	0.1954
NM_182529	chr7(.):108197670-108214897	0.1953
NM_012328	chr7(.):108205188-108220294	0.1944
NM_001166346	chr7(.):114557208-114568720	0.2019
NM_199072	chr7(.):114557208-114664970	0.1735
NM_018396	chr7(.):128111782-128147978	0.1893
NM_199349	chr7(.):128525000-128555773	0.1613
NM_018295	chr7(.):134827765-134855967	0.204
NR_024185	chr7(.):134845531-134860532	0.1964
NM_197964	chr7(.):139020896-139035541	0.194
NM_003592	chr7(.):148390932-148503202	0.1931
NM_013400	chr7(.):150060878-150076133	0.2434
NM_014374	chr7(.):150063257-150076133	0.256
NM_001142928	chr7(.):150015295-150040245	0.1717
NM_002889	chr7(.):150030406-150043763	0.1335
NM_138434	chr7(.):150021937-150034811	0.143
NR_027237	chr7(.):150097839-150114558	0.2409
NM_175571	chr7(.):150142961-150181483	0.1619
NR_034033	chr7(.):150125741-150150228	0.2152
NM_007349	chr7(.):154730399-154799682	0.1352
NM_080838	chr8(.):134198311-134245053	0.1341
NM_004103	chr8(.):27163998-27321903	0.1431
NM_173176	chr8(.):27178053-27321903	0.141
NM_172366	chr8(.):28280928-28352784	0.1141
NM_173175	chr8(.):27178080-27321903	0.141
NM_021623	chr8(.):38753752-38836430	0.1347
NM_001024678	chr8(.):145742760-145757416	0.1146
NM_001001795	chr8(.):145746602-145759458	0.0991
NM_173683	chr8(.):10748656-11063875	0.1179
NM_001386	chr8(.):26430420-26520693	0.1131
NM_001197293	chr8(.):26366708-26520693	0.1165
NM_024787	chr8(.):33400272-33429643	0.1405
NM_023034	chr8(.):38127560-38244790	0.1195
NM_024094	chr8(.):120841180-120873170	0.1155
NM_022783	chr8(.):120880899-121068157	0.1264
NM_173685	chr8(.):126099082-126384367	0.1232
NM_003033	chr8(.):134462090-134589183	0.1283
NM_003970	chr8(.):1988157-2098380	0.1311
NM_177924	chr8(.):17908924-17946879	0.1195
NM_004315	chr8(.):17908924-17947507	0.1187
NM_171982	chr8(.):27137403-27173834	0.1319
NM_017412	chr8(.):28346772-28426961	0.1056
NR_036250	chr8(.):28357632-28367699	0.0969
NR_026765	chr8(.):29573775-29610625	0.136
NM_025115	chr8(.):33351235-33375656	0.132
NM_001102401	chr8(.):33351235-33375703	0.132
NM_024025	chr8(.):33443853-33462439	0.0936
NM_144652	chr8(.):38239019-38271061	0.1302
NM_017778	chr8(.):38168934-38244790	0.1214
NM_153692	chr8(.):38826667-38851181	0.1053
NM_201378	chr8(.):144984320-145052697	0.1115
NM_032789	chr8(.):145046319-145065635	0.152
NM_000445	chr8(.):144984320-145055913	0.1145
NM_201381	chr8(.):144984320-145023905	0.1049
NM_201382	chr8(.):144984320-145023110	0.1053
NM_201383	chr8(.):144984320-145021692	0.1049
NM_201379	chr8(.):144984320-145033088	0.108
NM_001009184	chr8(.):145059225-145072583	0.1223
NM_201384	chr8(.):144984320-145018758	0.105
NR_030383	chr8(.):145014358-145024447	0.1232
NM_201380	chr8(.):144984320-145030044	0.1075
NM_001129888	chr8(.):145684199-145696031	0.132
NM_032687	chr8(.):145684199-145695849	0.1329
NM_003923	chr8(.):145694114-145706718	0.1094
NM_032902	chr8(.):145717108-145732504	0.1001
NM_138496	chr8(.):145670314-145695418	0.1191
NM_005309	chr8(.):145724464-145737555	0.1254
NM_145754	chr8(.):145686737-145704499	0.1256
NM_138431	chr8(.):145729551-145741589	0.1232
NM_004260	chr8(.):145731666-145748210	0.1373
NM_014665	chr8(.):145738362-145755559	0.1164
NM_025251	chr8(.):145749562-145843888	0.0842
NM_002919	chr9(.):3242036-3530983	0.0914
NM_134428	chr9(.):3219646-3530983	0.0917
NM_001146696	chr9(.):6715862-7082264	0.0999
NM_000170	chr9(.):6527463-6650692	0.1092
NM_147133	chr9(.):33285417-33370168	0.129
NM_002504	chr9(.):33285417-33376155	0.1276
NM_147134	chr9(.):33285417-33353721	0.1316
NM_022490	chr9(.):37480944-37508693	0.132
NM_002161	chr9(.):94967624-95061038	0.1149
NM_013417	chr9(.):94967624-95060972	0.1149
NM_001012267	chr9(.):95082740-95382437	0.1037
NM_053016	chr9(.):112537576-112718756	0.1151
NM_001037293	chr9(.):112398067-112718756	0.1087
NM_007203	chr9(.):112537576-112939791	0.1225
NM_001004065	chr9(.):112805877-112939791	0.1359
NM_015404	chr9(.):117159359-117272736	0.1303
NM_001083885	chr9(.):117159359-117270495	0.131
NM_013355	chr9(.):131459801-131488199	0.1122
NM_015033	chr9(.):132644465-132810473	0.1115
NM_001172415	chr9(.):33247469-33269759	0.1464
NM_001195536	chr9(.):33259876-33287067	0.1239
NM_014471	chr9(.):33235195-33253565	0.1204
NM_152850	chr9(.):35083687-35101579	0.143
NM_001040411	chr9(.):35036101-35050988	0.1164
NM_025182	chr9(.):35099117-35120893	0.1524
NM_013442	chr9(.):35094888-35108154	0.1779
NM_004629	chr9(.):35068834-35085013	0.1428
NM_001040410	chr9(.):35037222-35050988	0.1185
NM_032634	chr9(.):35083687-35101546	0.1432
NM_007126	chr9(.):35051064-35077739	0.1414
NM_012166	chr9(.):37505888-37581250	0.1275
NM_032307	chr9(.):86548226-86576663	0.0932
NM_031263	chr9(.):86577997-86600184	0.1354
NM_031262	chr9(.):86577997-86600569	0.1345
NM_024945	chr9(.):86590636-86623987	0.117
NR_029605	chr9(.):86579662-86589772	0.1164
NM_024077	chr9(.):91928411-91979561	0.1222
NR_036108	chr9(.):91922139-91932221	0.1564
NM_001827	chr9(.):91921112-91936618	0.1628
NR_033912	chr9(.):93820575-93842414	0.103
NM_005384	chr9(.):94166326-94191144	0.1439
NR_024020	chr9(.):95054639-95092876	0.1382
NR_003704	chr9(.):95049742-95059875	0.1639
NR_037424	chr9(.):95049739-95059829	0.1637
NM_006401	chr9(.):100740488-100783224	0.1254
NM_197978	chr9(.):100684072-100705526	0.1231
NM_018437	chr9(.):100684072-100712134	0.1172
NM_033087	chr9(.):101973706-101989246	0.1605
NM_006808	chr9(.):101979569-101997901	0.153
NM_001012993	chr9(.):112956845-112975413	0.113
NM_001136562	chr9(.):112882780-112939791	0.1464
NM_030767	chr9(.):117091432-117161685	0.1402
NM_173689	chr9(.):126113447-126146032	0.1007
NM_001166170	chr9(.):127049249-127119719	0.1047
NM_001145001	chr9(.):127015195-127119719	0.1081
NM_001166169	chr9(.):127049698-127119719	0.1046
NM_001166168	chr9(.):127015529-127119719	0.1081
NM_001166167	chr9(.):127014884-127119719	0.108
NM_001045476	chr9(.):127610754-127625160	0.1243
NM_030978	chr9(.):127626483-127644696	0.1354
NM_007209	chr9(.):127615157-127629240	0.126
NM_005489	chr9(.):130495595-130538621	0.1193
NM_001142532	chr9(.):130495595-130529697	0.1088
NM_001142533	chr9(.):130495595-130522583	0.1103
NM_001142531	chr9(.):130495595-130529719	0.1087
NM_001142534	chr9(.):130495595-130522561	0.1103
NM_170600	chr9(.):130495595-130546048	0.1277
NM_001085347	chr9(.):130488802-130502604	0.1272
NM_001018078	chr9(.):130560507-130581556	0.1141
NM_001261	chr9(.):130543304-130558052	0.1355
NM_004957	chr9(.):130560153-130581556	0.1149
NR_036055	chr9(.):130543196-130553286	0.1486
NM_001035254	chr9(.):130697860-130747812	0.1406
NM_003863	chr9(.):130692373-130705763	0.1501
NM_203305	chr9(.):130697860-130717993	0.1358
NM_001135219	chr9(.):130678807-130698076	0.1679
NM_173492	chr9(.):130678807-130694770	0.1764
NR_024425	chr9(.):130885807-130897913	0.1747
NR_027812	chr9(.):130877971-130895712	0.1388
NM_001006641	chr9(.):130825478-130876524	0.1362
NM_197956	chr9(.):130818511-130834599	0.1443
NM_001006643	chr9(.):130855835-130876524	0.1213
NM_001006642	chr9(.):130849127-130876524	0.1204
NM_052901	chr9(.):130855816-130876524	0.1213
NM_025072	chr9(.):130877971-130895474	0.1388
NR_033374	chr9(.):130868449-130886013	0.1086
NM_001122821	chr9(.):131440933-131463675	0.1413
NM_052844	chr9(.):131390939-131424129	0.0946
NM_003011	chr9(.):131446508-131463675	0.1485
NM_016520	chr9(.):132584563-132602572	0.1169
NM_006676	chr9(.):132592695-132649107	0.1104
NM_001008563	chr9(.):132592756-132649107	0.1105
NM_032728	chr9(.):134160080-134189649	0.0957
NM_033387	chr9(.):134128464-134156906	0.1531
NM_178536	chr9(.):139841767-139854949	0.1012
NM_153200	chr9(.):139752232-139765738	0.1035
NM_000606	chr9(.):139834697-139846426	0.133
NM_021138	chr9(.):139775964-139826067	0.1263
NM_018998	chr9(.):139829886-139844173	0.1101
NM_206920	chr9(.):139741818-139760251	0.1208
NM_014172	chr9(.):139738255-139750490	0.1104
NM_001001671	chrX(.):19373175-19538379	0.0531
NM_001123384	chrX(.):39905498-40041582	0.0586
NM_144495	chrX(.):48750194-48765420	0.0797
NM_001167990	chrX(.):48750212-48765420	0.0798
NM_001032384	chrX(.):48750538-48765420	0.0799
NM_001167992	chrX(.):48750774-48765420	0.0812
NM_005334	chrX(.):153208007-153241819	0.0683
NM_017745	chrX(.):39905498-39961719	0.0659
NM_001167947	chrX(.):48745729-48760426	0.0819
NM_001042498	chrX(.):48755888-48774235	0.0938
NM_001136158	chrX(.):48774302-48819893	0.0861
NM_001136159	chrX(.):48774302-48820648	0.0855
NM_006875	chrX(.):48765458-48781413	0.1037
NM_004979	chrX(.):48813638-48833251	0.0645
NM_005660	chrX(.):48755458-48773917	0.0943
NM_001032289	chrX(.):48755889-48773933	0.0936
NM_016500	chrX(.):75387770-75403033	0.0629
NM_003399	chrX(.):128867945-128908525	0.0692
NM_018990	chrX(.):128908891-128934176	0.0769
NM_000054	chrX(.):153165528-153177620	0.0583
NM_000425	chrX(.):153121970-153146399	0.0557
NM_003491	chrX(.):153190376-153205468	0.0818
NM_001666	chrX(.):153167829-153196714	0.0636
NM_002910	chrX(.):153195721-153215232	0.0656
NR_027419	chrX(.):153162984-153177620	0.0639
NM_001025243	chrX(.):153270956-153290342	0.0809
NM_003492	chrX(.):153232990-153253646	0.0811
NR_031757	chrX(.):153280370-153290440	0.0718
NR_036175	chrX(.):153241548-153251627	0.0891
NR_036174	chrX(.):153241547-153251628	0.0891
NM_015892	chr10(.):125762181-125856930	0.1348
NM_014863	chr10(.):125774168-125856930	0.1408
NM_001083591	chr10(.):11201992-11383672	0.153
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1341
NM_080599	chr10(.):11957021-12090023	0.0996
NM_015542	chr10(.):11957020-12089808	0.0997
NM_024948	chr10(.):15815174-15907519	0.1269
NM_000698	chr10(.):45864628-45946563	0.1237
NM_032199	chr10(.):63656012-63861707	0.117
NM_001198798	chr10(.):73851273-73980751	0.104
NM_001198799	chr10(.):73851273-73981183	0.1039
NM_020338	chr10(.):80823791-81081285	0.1112
NM_145868	chr10(.):81909879-81970328	0.1259
NM_007373	chr10(.):112674300-112778425	0.1063
NR_027708	chr10(.):1063576-1095141	0.1017
NM_014023	chr10(.):1097775-1183237	0.1016
NM_033261	chr10(.):1059846-1076799	0.0881
NM_004508	chr10(.):1080963-1100061	0.1196
NR_027653	chr10(.):3813187-3832473	0.1264
NM_018706	chr10(.):12105933-12170224	0.1045
NM_022487	chr10(.):14943870-15001094	0.1316
NM_001080836	chr10(.):14996437-15019850	0.1232
NM_004412	chr10(.):17179981-17249070	0.0975
NM_003380	chr10(.):17265257-17284592	0.1507
NM_025209	chr10(.):32552858-32641113	0.1163
NM_001098207	chr10(.):43876064-43897794	0.1312
NM_004966	chr10(.):43876064-43909656	0.1308
NM_173160	chr10(.):43862091-43876783	0.0795
NM_001098204	chr10(.):43876064-43909696	0.1307
NM_001098208	chr10(.):43876064-43897279	0.1323
NM_001098205	chr10(.):43876064-43909332	0.1309
NM_001098206	chr10(.):43876064-43908299	0.132
NR_026693	chr10(.):43927573-43983007	0.1055
NM_173473	chr10(.):73970805-74000618	0.1191
NM_019058	chr10(.):74028676-74040797	0.1269
NM_017626	chr10(.):74087587-74119907	0.1295
NM_024326	chr10(.):104174570-104187893	0.141
NM_002779	chr10(.):104157375-104183901	0.1309
NM_024040	chr10(.):104178001-104197423	0.1477
NM_002502	chr10(.):104150431-104167281	0.1508
NM_001077494	chr10(.):104149338-104167281	0.1483
NM_001077493	chr10(.):104149228-104167281	0.1474
NR_030169	chr10(.):104191268-104201341	0.1239
NM_030912	chr10(.):104399251-104423076	0.131
NM_001083913	chr10(.):104498726-104581021	0.1407
NM_017787	chr10(.):104530887-104581021	0.1364
NM_005871	chr10(.):112047797-112069707	0.1096
NM_004419	chr10(.):112252624-112276302	0.1755
NM_145341	chr10(.):112626595-112664764	0.1232
NM_001195307	chr10(.):112653487-112684124	0.1312
NM_001195306	chr10(.):112653487-112683694	0.1314
NR_026932	chr10(.):112623647-112635662	0.1565
NR_024469	chr11(.):67080309-67164158	0.1303
NM_016952	chr11(.):125821712-125938187	0.1105
NM_001111018	chr11(.):19367270-20148147	0.113
NM_006819	chr11(.):63948586-63977020	0.1495
NM_001098517	chr11(.):115039344-115380241	0.1207
NM_021008	chr11(.):639224-700740	0.1059
NM_181798	chr11(.):2477683-2875340	0.1027
NM_000218	chr11(.):2461220-2875340	0.1028
NM_030962	chr11(.):9795213-10320754	0.1017
NM_001143830	chr11(.):22683159-22839547	0.1148
NM_177553	chr11(.):22684653-22839547	0.1147
NM_005256	chr11(.):22691318-22839547	0.1126
NM_005898	chr11(.):34068229-34129157	0.1228
