GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
2_MACS_peak_9091_lociStitched	chr12(.):3344673-3348593	0.0822
1_MACS_peak_9093_lociStitched	chr12(.):3349423-3349957	0.0827
8_MACS_peak_9094_lociStitched	chr12(.):3350613-3366722	0.0913
14_MACS_peak_9102_lociStitched	chr12(.):3369199-3398542	0.0884
2_MACS_peak_9116_lociStitched	chr12(.):3399392-3408795	0.0875
1_MACS_peak_9118_lociStitched	chr12(.):3410500-3410921	0.1131
4_MACS_peak_9119_lociStitched	chr12(.):3412369-3424350	0.0794
1_MACS_peak_9123_lociStitched	chr12(.):3427199-3428038	0.0972
2_MACS_peak_9124_lociStitched	chr12(.):3428603-3431442	0.0648
1_MACS_peak_9126_lociStitched	chr12(.):3432166-3432875	0.1259
4_MACS_peak_9127_lociStitched	chr12(.):3435684-3437573	0.0873
1_MACS_peak_9131_lociStitched	chr12(.):3438379-3438918	0.0536
1_MACS_peak_9132_lociStitched	chr12(.):3440132-3440417	0.0634
1_MACS_peak_9133_lociStitched	chr12(.):3450206-3450796	0.027
1_MACS_peak_9134_lociStitched	chr12(.):3456930-3457254	0.0439
1_MACS_peak_9135_lociStitched	chr12(.):3474743-3475039	0.0763
1_MACS_peak_9136_lociStitched	chr12(.):3477103-3477409	0.07
1_MACS_peak_9137_lociStitched	chr12(.):3565902-3566199	0.1071
1_MACS_peak_9138_lociStitched	chr12(.):3582454-3582929	0.0408
2_MACS_peak_9139_lociStitched	chr12(.):3600661-3601946	0.0372
1_MACS_peak_9141_lociStitched	chr12(.):3602478-3603025	0.0326
1_MACS_peak_9142_lociStitched	chr12(.):3616533-3616963	0.0314
1_MACS_peak_9143_lociStitched	chr12(.):3617478-3617894	0.0399
2_MACS_peak_9144_lociStitched	chr12(.):3660429-3663821	0.0814
2_MACS_peak_9146_lociStitched	chr12(.):3708739-3710347	0.1176
1_MACS_peak_9148_lociStitched	chr12(.):4376081-4376527	0.049
1_MACS_peak_9149_lociStitched	chr12(.):4377175-4378230	0.1109
2_MACS_peak_9150_lociStitched	chr12(.):5017928-5019360	0.0492
1_MACS_peak_9152_lociStitched	chr12(.):5019902-5020403	0.0793
2_MACS_peak_9153_lociStitched	chr12(.):5541616-5543401	0.0607
1_MACS_peak_9155_lociStitched	chr12(.):6054832-6055450	0.1641
1_MACS_peak_9156_lociStitched	chr12(.):6169092-6169609	0.0364
1_MACS_peak_9157_lociStitched	chr12(.):6302623-6303216	0.1083
1_MACS_peak_9158_lociStitched	chr12(.):6426726-6427171	0.0373
1_MACS_peak_9159_lociStitched	chr12(.):6492707-6493554	0.0704
1_MACS_peak_9160_lociStitched	chr12(.):6749533-6749916	0.1027
2_MACS_peak_9161_lociStitched	chr12(.):6804393-6805842	0.0835
3_MACS_peak_9163_lociStitched	chr12(.):6806344-6813556	0.0968
1_MACS_peak_9166_lociStitched	chr12(.):6874453-6875100	0.0707
2_MACS_peak_9167_lociStitched	chr12(.):6882185-6883156	0.0483
4_MACS_peak_9169_lociStitched	chr12(.):6928398-6941759	0.1047
1_MACS_peak_9173_lociStitched	chr12(.):8171873-8172259	0.0497
2_MACS_peak_9174_lociStitched	chr12(.):8374645-8376455	0.081
1_MACS_peak_9176_lociStitched	chr12(.):8540627-8540907	0.1284
1_MACS_peak_9177_lociStitched	chr12(.):8541977-8542802	0.1253
1_MACS_peak_9178_lociStitched	chr12(.):8849732-8850247	0.1754
1_MACS_peak_9179_lociStitched	chr12(.):10515569-10517162	0.1419
1_MACS_peak_9180_lociStitched	chr12(.):10517777-10519467	0.1204
1_MACS_peak_9181_lociStitched	chr12(.):22486746-22487256	0.1174
2_MACS_peak_9182_lociStitched	chr12(.):25100838-25102800	0.189
1_MACS_peak_9184_lociStitched	chr12(.):25104166-25105742	0.095
1_MACS_peak_9185_lociStitched	chr12(.):25107819-25108183	0.057
1_MACS_peak_9186_lociStitched	chr12(.):27357009-27357295	0.1664
1_MACS_peak_9187_lociStitched	chr12(.):31271945-31272313	0.1071
1_MACS_peak_9189_lociStitched	chr12(.):48393441-48393875	0.1668
1_MACS_peak_9190_lociStitched	chr12(.):48394403-48399368	0.1023
1_MACS_peak_9191_lociStitched	chr12(.):48577853-48578646	0.0856
1_MACS_peak_9192_lociStitched	chr12(.):49210298-49210727	0.0548
1_MACS_peak_9193_lociStitched	chr12(.):49211526-49212018	0.1497
1_MACS_peak_9194_lociStitched	chr12(.):49284766-49285415	0.1254
1_MACS_peak_9195_lociStitched	chr12(.):49363547-49368267	0.1396
3_MACS_peak_9196_lociStitched	chr12(.):49370057-49377547	0.1239
2_MACS_peak_9199_lociStitched	chr12(.):49380023-49381754	0.1023
1_MACS_peak_9201_lociStitched	chr12(.):49382731-49383328	0.0744
2_MACS_peak_9202_lociStitched	chr12(.):49389524-49392863	0.1149
1_MACS_peak_9204_lociStitched	chr12(.):49482092-49489138	0.1324
4_MACS_peak_9205_lociStitched	chr12(.):49684963-49692511	0.1083
2_MACS_peak_9209_lociStitched	chr12(.):49730230-49732053	0.1661
1_MACS_peak_9211_lociStitched	chr12(.):49732795-49733147	0.0162
3_MACS_peak_9212_lociStitched	chr12(.):49734591-49741550	0.1257
1_MACS_peak_9215_lociStitched	chr12(.):49742609-49742914	0.0706
1_MACS_peak_9216_lociStitched	chr12(.):49931116-49932510	0.089
1_MACS_peak_9217_lociStitched	chr12(.):49933075-49935024	0.1135
2_MACS_peak_9218_lociStitched	chr12(.):49941244-49945214	0.1054
1_MACS_peak_9220_lociStitched	chr12(.):50185470-50185943	0.0635
1_MACS_peak_9221_lociStitched	chr12(.):50220733-50221575	0.0845
1_MACS_peak_9222_lociStitched	chr12(.):50222494-50223244	0.2205
3_MACS_peak_9223_lociStitched	chr12(.):50278895-50282404	0.1057
3_MACS_peak_9226_lociStitched	chr12(.):50296573-50298426	0.0818
2_MACS_peak_9229_lociStitched	chr12(.):50348323-50350174	0.0535
4_MACS_peak_9231_lociStitched	chr12(.):50352772-50362739	0.1013
1_MACS_peak_9235_lociStitched	chr12(.):50363318-50365350	0.1358
2_MACS_peak_9236_lociStitched	chr12(.):50365977-50367169	0.0552
1_MACS_peak_9238_lociStitched	chr12(.):50446060-50446779	0.1725
2_MACS_peak_9239_lociStitched	chr12(.):50450001-50453031	0.1148
1_MACS_peak_9241_lociStitched	chr12(.):50453583-50453874	0.0521
1_MACS_peak_9242_lociStitched	chr12(.):51664185-51664501	0.0664
3_MACS_peak_9243_lociStitched	chr12(.):52208238-52209685	0.0805
2_MACS_peak_9246_lociStitched	chr12(.):52211280-52212106	0.0648
3_MACS_peak_9248_lociStitched	chr12(.):52212776-52215259	0.0574
1_MACS_peak_9251_lociStitched	chr12(.):52215828-52216228	0.0638
1_MACS_peak_9252_lociStitched	chr12(.):52218954-52219278	0.067
1_MACS_peak_9253_lociStitched	chr12(.):52222287-52222664	0.1072
1_MACS_peak_9254_lociStitched	chr12(.):52223632-52223911	0.0
1_MACS_peak_9255_lociStitched	chr12(.):52225254-52226372	0.094
4_MACS_peak_9256_lociStitched	chr12(.):52227165-52242493	0.0978
2_MACS_peak_9260_lociStitched	chr12(.):52243280-52244668	0.0779
1_MACS_peak_9262_lociStitched	chr12(.):52256711-52259491	0.1008
1_MACS_peak_9263_lociStitched	chr12(.):52262084-52263876	0.067
2_MACS_peak_9264_lociStitched	chr12(.):52300175-52300862	0.0563
1_MACS_peak_9266_lociStitched	chr12(.):52307538-52307802	0.0445
1_MACS_peak_9267_lociStitched	chr12(.):52343786-52344125	0.0998
1_MACS_peak_9268_lociStitched	chr12(.):52344750-52345227	0.1846
1_MACS_peak_9269_lociStitched	chr12(.):52397385-52403727	0.1127
1_MACS_peak_9270_lociStitched	chr12(.):52405421-52405716	0.0346
1_MACS_peak_9271_lociStitched	chr12(.):52407559-52408380	0.1228
3_MACS_peak_9272_lociStitched	chr12(.):52409001-52412516	0.1411
3_MACS_peak_9275_lociStitched	chr12(.):52413419-52417399	0.1277
1_MACS_peak_9278_lociStitched	chr12(.):52423622-52424075	0.0965
2_MACS_peak_9279_lociStitched	chr12(.):52427898-52428715	0.0715
1_MACS_peak_9281_lociStitched	chr12(.):52480803-52481214	0.0197
1_MACS_peak_9282_lociStitched	chr12(.):52482444-52482841	0.1423
8_MACS_peak_9283_lociStitched	chr12(.):52513477-52521312	0.1022
2_MACS_peak_9291_lociStitched	chr12(.):52525848-52527000	0.0988
1_MACS_peak_9293_lociStitched	chr12(.):52528782-52529578	0.0705
2_MACS_peak_9294_lociStitched	chr12(.):52531048-52531918	0.0555
1_MACS_peak_9296_lociStitched	chr12(.):52536007-52537161	0.06
1_MACS_peak_9297_lociStitched	chr12(.):52546169-52546567	0.0214
1_MACS_peak_9298_lociStitched	chr12(.):52558626-52559080	0.0772
1_MACS_peak_9299_lociStitched	chr12(.):52560178-52560575	0.1051
1_MACS_peak_9300_lociStitched	chr12(.):52561880-52562281	0.0858
1_MACS_peak_9301_lociStitched	chr12(.):52564222-52564828	0.0701
3_MACS_peak_9302_lociStitched	chr12(.):52565778-52570118	0.0883
3_MACS_peak_9305_lociStitched	chr12(.):52574313-52575611	0.0547
2_MACS_peak_9308_lociStitched	chr12(.):52577695-52578934	0.0813
2_MACS_peak_9310_lociStitched	chr12(.):52580708-52581885	0.0622
4_MACS_peak_9312_lociStitched	chr12(.):52584400-52588267	0.0861
1_MACS_peak_9316_lociStitched	chr12(.):52589601-52589946	0.0206
7_MACS_peak_9317_lociStitched	chr12(.):52590460-52603784	0.0769
3_MACS_peak_9324_lociStitched	chr12(.):52604783-52607593	0.0939
4_MACS_peak_9327_lociStitched	chr12(.):52624817-52629336	0.0616
1_MACS_peak_9331_lociStitched	chr12(.):52643473-52644394	0.0842
3_MACS_peak_9332_lociStitched	chr12(.):52646008-52649504	0.0909
2_MACS_peak_9335_lociStitched	chr12(.):52650148-52651495	0.0679
1_MACS_peak_9337_lociStitched	chr12(.):52652323-52652702	0.0098
2_MACS_peak_9338_lociStitched	chr12(.):52683025-52685160	0.0858
4_MACS_peak_9340_lociStitched	chr12(.):52695415-52703470	0.108
9_MACS_peak_9344_lociStitched	chr12(.):52705729-52717421	0.0932
1_MACS_peak_9353_lociStitched	chr12(.):52740387-52740743	0.0325
1_MACS_peak_9354_lociStitched	chr12(.):52746665-52746974	0.0407
3_MACS_peak_9355_lociStitched	chr12(.):52748675-52751106	0.0511
7_MACS_peak_9358_lociStitched	chr12(.):52754329-52765436	0.1008
1_MACS_peak_9365_lociStitched	chr12(.):52771452-52772573	0.0758
1_MACS_peak_9366_lociStitched	chr12(.):52774252-52774696	0.1144
1_MACS_peak_9367_lociStitched	chr12(.):52779060-52779538	0.0115
1_MACS_peak_9368_lociStitched	chr12(.):52780812-52781219	0.1041
2_MACS_peak_9369_lociStitched	chr12(.):52782954-52783789	0.043
1_MACS_peak_9371_lociStitched	chr12(.):52785147-52785476	0.0625
1_MACS_peak_9372_lociStitched	chr12(.):52786150-52786428	0.0623
1_MACS_peak_9373_lociStitched	chr12(.):52788788-52791114	0.1079
2_MACS_peak_9374_lociStitched	chr12(.):52793391-52794422	0.0675
1_MACS_peak_9376_lociStitched	chr12(.):52797532-52797969	0.1307
1_MACS_peak_9377_lociStitched	chr12(.):52798716-52799074	0.0341
1_MACS_peak_9378_lociStitched	chr12(.):52799912-52800239	0.1106
1_MACS_peak_9379_lociStitched	chr12(.):52801961-52802827	0.0678
1_MACS_peak_9380_lociStitched	chr12(.):52803448-52803718	0.0
1_MACS_peak_9381_lociStitched	chr12(.):52822027-52822416	0.1031
1_MACS_peak_9382_lociStitched	chr12(.):52823978-52824272	0.0731
2_MACS_peak_9383_lociStitched	chr12(.):52826282-52829102	0.0917
1_MACS_peak_9385_lociStitched	chr12(.):52831872-52832175	0.0473
3_MACS_peak_9386_lociStitched	chr12(.):52883806-52885252	0.0481
1_MACS_peak_9389_lociStitched	chr12(.):52885884-52886252	0.0449
4_MACS_peak_9390_lociStitched	chr12(.):52913649-52916987	0.0854
1_MACS_peak_9394_lociStitched	chr12(.):52920350-52920599	0.0284
3_MACS_peak_9395_lociStitched	chr12(.):52937753-52939220	0.0678
1_MACS_peak_9398_lociStitched	chr12(.):52940259-52940527	0.0624
2_MACS_peak_9399_lociStitched	chr12(.):52941264-52943649	0.0587
2_MACS_peak_9401_lociStitched	chr12(.):52945120-52946798	0.1026
1_MACS_peak_9403_lociStitched	chr12(.):52948533-52949225	0.1144
1_MACS_peak_9404_lociStitched	chr12(.):52960404-52960790	0.0765
4_MACS_peak_9405_lociStitched	chr12(.):52961794-52967126	0.0901
1_MACS_peak_9409_lociStitched	chr12(.):52970477-52970768	0.0794
1_MACS_peak_9410_lociStitched	chr12(.):52973170-52973938	0.0467
2_MACS_peak_9411_lociStitched	chr12(.):52975461-52976709	0.1031
1_MACS_peak_9413_lociStitched	chr12(.):52981798-52982102	0.0677
1_MACS_peak_9414_lociStitched	chr12(.):53007057-53007345	0.0
2_MACS_peak_9415_lociStitched	chr12(.):53009228-53010568	0.0965
1_MACS_peak_9417_lociStitched	chr12(.):53011236-53012696	0.0714
1_MACS_peak_9418_lociStitched	chr12(.):53037561-53038026	0.1296
1_MACS_peak_9419_lociStitched	chr12(.):53049904-53050426	0.0432
2_MACS_peak_9420_lociStitched	chr12(.):53068749-53069664	0.042
1_MACS_peak_9422_lociStitched	chr12(.):53080271-53080862	0.1392
1_MACS_peak_9423_lociStitched	chr12(.):53081659-53082001	0.2035
1_MACS_peak_9424_lociStitched	chr12(.):53084407-53086792	0.148
1_MACS_peak_9425_lociStitched	chr12(.):53092400-53092726	0.0678
2_MACS_peak_9426_lociStitched	chr12(.):53094081-53095748	0.093
1_MACS_peak_9428_lociStitched	chr12(.):53107424-53109409	0.0932
1_MACS_peak_9429_lociStitched	chr12(.):53112420-53112745	0.0491
1_MACS_peak_9430_lociStitched	chr12(.):53119872-53120171	0.0
1_MACS_peak_9431_lociStitched	chr12(.):53123909-53124231	0.0291
2_MACS_peak_9432_lociStitched	chr12(.):53125130-53127039	0.0731
1_MACS_peak_9434_lociStitched	chr12(.):53127801-53128136	0.0953
1_MACS_peak_9435_lociStitched	chr12(.):53142864-53143200	0.1756
1_MACS_peak_9436_lociStitched	chr12(.):53149105-53149406	0.0606
1_MACS_peak_9437_lociStitched	chr12(.):53171517-53171783	0.0902
1_MACS_peak_9438_lociStitched	chr12(.):53182870-53185354	0.0706
1_MACS_peak_9439_lociStitched	chr12(.):53200861-53201162	0.0192
2_MACS_peak_9440_lociStitched	chr12(.):53201717-53202523	0.0943
1_MACS_peak_9442_lociStitched	chr12(.):53207106-53208103	0.0394
1_MACS_peak_9443_lociStitched	chr12(.):53210824-53211354	0.0581
1_MACS_peak_9444_lociStitched	chr12(.):53212234-53213022	0.1032
1_MACS_peak_9445_lociStitched	chr12(.):53213840-53214298	0.0792
1_MACS_peak_9446_lociStitched	chr12(.):53216653-53217613	0.0523
1_MACS_peak_9447_lociStitched	chr12(.):53219528-53220082	0.0716
1_MACS_peak_9448_lociStitched	chr12(.):53223812-53224225	0.0716
1_MACS_peak_9449_lociStitched	chr12(.):53225349-53225645	0.0845
2_MACS_peak_9450_lociStitched	chr12(.):53226682-53230444	0.0905
6_MACS_peak_9452_lociStitched	chr12(.):53231268-53234971	0.0936
1_MACS_peak_9458_lociStitched	chr12(.):53236109-53236679	0.09
1_MACS_peak_9459_lociStitched	chr12(.):53241078-53241998	0.1179
4_MACS_peak_9460_lociStitched	chr12(.):53242601-53244752	0.0797
1_MACS_peak_9464_lociStitched	chr12(.):53252517-53252858	0.0647
1_MACS_peak_9465_lociStitched	chr12(.):53274574-53275146	0.1743
4_MACS_peak_9466_lociStitched	chr12(.):53288972-53291571	0.1007
1_MACS_peak_9470_lociStitched	chr12(.):53293250-53294552	0.0987
1_MACS_peak_9471_lociStitched	chr12(.):53295474-53295925	0.1251
1_MACS_peak_9472_lociStitched	chr12(.):53310660-53310966	0.0472
2_MACS_peak_9473_lociStitched	chr12(.):53335846-53338201	0.0918
1_MACS_peak_9475_lociStitched	chr12(.):53339124-53339717	0.014
2_MACS_peak_9476_lociStitched	chr12(.):53358568-53359811	0.037
1_MACS_peak_9478_lociStitched	chr12(.):53369749-53370810	0.0865
1_MACS_peak_9479_lociStitched	chr12(.):53371835-53372216	0.0645
2_MACS_peak_9480_lociStitched	chr12(.):53451732-53455956	0.0828
1_MACS_peak_9482_lociStitched	chr12(.):53490580-53491166	0.1506
1_MACS_peak_9483_lociStitched	chr12(.):53729892-53730184	0.0541
1_MACS_peak_9484_lociStitched	chr12(.):53732322-53733058	0.1073
1_MACS_peak_9485_lociStitched	chr12(.):54070919-54071363	0.0599
3_MACS_peak_9486_lociStitched	chr12(.):54088179-54092417	0.1008
3_MACS_peak_9489_lociStitched	chr12(.):54130406-54133571	0.1148
2_MACS_peak_9492_lociStitched	chr12(.):54138760-54139767	0.0337
3_MACS_peak_9494_lociStitched	chr12(.):54141331-54148001	0.1077
2_MACS_peak_9497_lociStitched	chr12(.):54148893-54150143	0.0687
2_MACS_peak_9499_lociStitched	chr12(.):54150842-54154307	0.1095
1_MACS_peak_9501_lociStitched	chr12(.):54321353-54322600	0.0979
1_MACS_peak_9502_lociStitched	chr12(.):54323332-54323706	0.0596
3_MACS_peak_9503_lociStitched	chr12(.):54327454-54332386	0.0713
2_MACS_peak_9506_lociStitched	chr12(.):54333334-54334713	0.0638
4_MACS_peak_9508_lociStitched	chr12(.):54337979-54342075	0.1129
14_MACS_peak_9512_lociStitched	chr12(.):54342681-54389666	0.085
7_MACS_peak_9526_lociStitched	chr12(.):54390254-54411832	0.0973
11_MACS_peak_9533_lociStitched	chr12(.):54413198-54433931	0.0922
2_MACS_peak_9544_lociStitched	chr12(.):54440070-54442310	0.0698
4_MACS_peak_9546_lociStitched	chr12(.):54445313-54448713	0.0715
1_MACS_peak_9550_lociStitched	chr12(.):54451792-54452119	0.1049
2_MACS_peak_9551_lociStitched	chr12(.):54454238-54455191	0.099
1_MACS_peak_9553_lociStitched	chr12(.):54500186-54500625	0.0481
1_MACS_peak_9554_lociStitched	chr12(.):54501133-54501597	0.0614
1_MACS_peak_9555_lociStitched	chr12(.):54519717-54521400	0.1109
3_MACS_peak_9556_lociStitched	chr12(.):54586961-54594906	0.0981
1_MACS_peak_9559_lociStitched	chr12(.):54595681-54596202	0.0952
1_MACS_peak_9560_lociStitched	chr12(.):54596986-54601765	0.1167
6_MACS_peak_9561_lociStitched	chr12(.):54602425-54607951	0.1054
2_MACS_peak_9567_lociStitched	chr12(.):54609460-54613177	0.1582
1_MACS_peak_9569_lociStitched	chr12(.):54693386-54695185	0.148
1_MACS_peak_9570_lociStitched	chr12(.):54697707-54698065	0.1061
1_MACS_peak_9571_lociStitched	chr12(.):54756209-54757803	0.0904
3_MACS_peak_9572_lociStitched	chr12(.):54759468-54763898	0.1286
1_MACS_peak_9575_lociStitched	chr12(.):54765183-54765701	0.0427
2_MACS_peak_9576_lociStitched	chr12(.):54771533-54772898	0.1366
1_MACS_peak_9578_lociStitched	chr12(.):54786488-54787095	0.1824
2_MACS_peak_9579_lociStitched	chr12(.):54811640-54814832	0.075
1_MACS_peak_9581_lociStitched	chr12(.):56100865-56101419	0.0909
1_MACS_peak_9582_lociStitched	chr12(.):56326017-56326479	0.0504
2_MACS_peak_9583_lociStitched	chr12(.):56474372-56475406	0.0619
1_MACS_peak_9585_lociStitched	chr12(.):57520603-57521234	0.1231
1_MACS_peak_9586_lociStitched	chr12(.):57523419-57524194	0.096
3_MACS_peak_9587_lociStitched	chr12(.):57524982-57527116	0.1041
1_MACS_peak_9590_lociStitched	chr12(.):57528279-57528668	0.0469
3_MACS_peak_9591_lociStitched	chr12(.):57567063-57569014	0.1017
3_MACS_peak_9594_lociStitched	chr12(.):57570632-57575586	0.0843
3_MACS_peak_9597_lociStitched	chr12(.):57577476-57583890	0.0992
5_MACS_peak_9600_lociStitched	chr12(.):57585849-57620036	0.099
2_MACS_peak_9605_lociStitched	chr12(.):57630885-57636763	0.1453
1_MACS_peak_9607_lociStitched	chr12(.):57637700-57638716	0.1379
1_MACS_peak_9608_lociStitched	chr12(.):57854038-57855541	0.1098
1_MACS_peak_9609_lociStitched	chr12(.):57858740-57860129	0.0671
1_MACS_peak_9610_lociStitched	chr12(.):57860954-57861303	0.0741
2_MACS_peak_9611_lociStitched	chr12(.):57942195-57943570	0.141
1_MACS_peak_9613_lociStitched	chr12(.):58011774-58012265	0.122
1_MACS_peak_9614_lociStitched	chr12(.):58012928-58016091	0.1212
2_MACS_peak_9615_lociStitched	chr12(.):58016832-58017913	0.0373
1_MACS_peak_9617_lociStitched	chr12(.):58158212-58160996	0.0967
1_MACS_peak_9618_lociStitched	chr12(.):66219446-66220203	0.1184
1_MACS_peak_9619_lociStitched	chr12(.):68091272-68091661	0.0149
1_MACS_peak_9620_lociStitched	chr12(.):68093249-68093541	0.017
1_MACS_peak_9621_lociStitched	chr12(.):80378890-80379020	0.0
2_MACS_peak_9622_lociStitched	chr12(.):91399794-91400726	0.0589
1_MACS_peak_9624_lociStitched	chr12(.):91403991-91404594	0.087
1_MACS_peak_9625_lociStitched	chr12(.):93452753-93453325	0.1354
1_MACS_peak_9626_lociStitched	chr12(.):93455496-93456375	0.0704
1_MACS_peak_9627_lociStitched	chr12(.):96183410-96183795	0.0814
1_MACS_peak_9628_lociStitched	chr12(.):101384677-101385077	0.0892
2_MACS_peak_9629_lociStitched	chr12(.):101386413-101388715	0.1331
3_MACS_peak_9631_lociStitched	chr12(.):101390056-101393869	0.1522
6_MACS_peak_9634_lociStitched	chr12(.):106975964-106980909	0.0717
2_MACS_peak_9640_lociStitched	chr12(.):107712890-107714607	0.073
1_MACS_peak_9642_lociStitched	chr12(.):108523697-108524210	0.1095
1_MACS_peak_9643_lociStitched	chr12(.):109733000-109734869	0.1235
1_MACS_peak_9644_lociStitched	chr12(.):110270625-110271019	0.0
1_MACS_peak_9645_lociStitched	chr12(.):111473383-111474094	0.0111
1_MACS_peak_9646_lociStitched	chr12(.):113901193-113901971	0.0202
2_MACS_peak_9647_lociStitched	chr12(.):113902918-113903798	0.0315
3_MACS_peak_9649_lociStitched	chr12(.):113904961-113907038	0.0513
3_MACS_peak_9652_lociStitched	chr12(.):113908052-113910566	0.0165
1_MACS_peak_9655_lociStitched	chr12(.):113912590-113913139	0.0436
1_MACS_peak_9656_lociStitched	chr12(.):113914081-113914376	0.0516
1_MACS_peak_9657_lociStitched	chr12(.):113915265-113915527	0.0
1_MACS_peak_9658_lociStitched	chr12(.):113958421-113958739	0.023
1_MACS_peak_9659_lociStitched	chr12(.):114843270-114843848	0.0695
1_MACS_peak_9660_lociStitched	chr12(.):114846767-114847025	0.0222
1_MACS_peak_9661_lociStitched	chr12(.):115103699-115104056	0.0
1_MACS_peak_9662_lociStitched	chr12(.):115135737-115135999	0.076
1_MACS_peak_9663_lociStitched	chr12(.):115312218-115312503	0.0623
2_MACS_peak_9664_lociStitched	chr12(.):117316625-117317705	0.0574
1_MACS_peak_9666_lociStitched	chr12(.):117772361-117772795	0.0196
1_MACS_peak_9667_lociStitched	chr12(.):117798169-117799140	0.0068
1_MACS_peak_9668_lociStitched	chr12(.):117800178-117800588	0.0589
2_MACS_peak_9669_lociStitched	chr12(.):120803380-120804144	0.0468
2_MACS_peak_9671_lociStitched	chr12(.):120805269-120806660	0.017
2_MACS_peak_9673_lociStitched	chr12(.):120807251-120809085	0.0343
1_MACS_peak_9675_lociStitched	chr12(.):125671626-125672217	0.0537
1_MACS_peak_9676_lociStitched	chr12(.):130494099-130494432	0.0266
1_MACS_peak_9677_lociStitched	chr12(.):130520986-130521236	0.0285
1_MACS_peak_9678_lociStitched	chr12(.):131125813-131126209	0.0
1_MACS_peak_9679_lociStitched	chr12(.):131189913-131190143	0.0
1_MACS_peak_9680_lociStitched	chr12(.):131199461-131199761	0.0
1_MACS_peak_9681_lociStitched	chr12(.):131615905-131616240	0.0337
1_MACS_peak_9682_lociStitched	chr12(.):131623066-131623400	0.0045
1_MACS_peak_9683_lociStitched	chr12(.):131701172-131701636	0.0258
1_MACS_peak_9684_lociStitched	chr12(.):131862902-131863208	0.0097
1_MACS_peak_9685_lociStitched	chr12(.):131865787-131866069	0.0078
1_MACS_peak_9686_lociStitched	chr12(.):131956581-131956885	0.015
1_MACS_peak_9687_lociStitched	chr12(.):132057096-132057339	0.0513
2_MACS_peak_9688_lociStitched	chr12(.):132313321-132316309	0.0286
1_MACS_peak_9690_lociStitched	chr12(.):132316886-132317625	0.0209
2_MACS_peak_9691_lociStitched	chr12(.):132329526-132330615	0.0204
1_MACS_peak_9693_lociStitched	chr12(.):132335976-132336286	0.042
1_MACS_peak_9694_lociStitched	chr12(.):132338507-132338925	0.0581
1_MACS_peak_9695_lociStitched	chr12(.):132339531-132339849	0.0884
2_MACS_peak_9696_lociStitched	chr12(.):132656183-132657258	0.022
1_MACS_peak_9698_lociStitched	chr12(.):132658809-132659106	0.0073
4_MACS_peak_9699_lociStitched	chr12(.):132669804-132672102	0.0741
1_MACS_peak_9703_lociStitched	chr12(.):132677347-132677621	0.0
1_MACS_peak_9704_lociStitched	chr12(.):132685649-132685953	0.0474
1_MACS_peak_9705_lociStitched	chr12(.):132699122-132699548	0.0691
1_MACS_peak_9706_lociStitched	chr12(.):132839189-132839530	0.0748
1_MACS_peak_9707_lociStitched	chr12(.):132863642-132863995	0.0192
1_MACS_peak_9708_lociStitched	chr12(.):132897560-132897917	0.0177
1_MACS_peak_9709_lociStitched	chr12(.):132924168-132924453	0.0205
1_MACS_peak_9710_lociStitched	chr12(.):132961252-132961651	0.0197
2_MACS_peak_9711_lociStitched	chr12(.):132973975-132975083	0.0211
1_MACS_peak_9713_lociStitched	chr12(.):133008772-133009092	0.0272
1_MACS_peak_9714_lociStitched	chr12(.):133013004-133013478	0.0252
1_MACS_peak_9715_lociStitched	chr12(.):133014189-133014784	0.049
2_MACS_peak_9716_lociStitched	chr12(.):133056067-133056646	0.0272
1_MACS_peak_9718_lociStitched	chr12(.):133057998-133058301	0.0114
1_MACS_peak_9719_lociStitched	chr12(.):133061417-133061817	0.0202
1_MACS_peak_9720_lociStitched	chr12(.):133183726-133184024	0.0354
1_MACS_peak_9721_lociStitched	chr12(.):133184896-133185177	0.0248
1_MACS_peak_9722_lociStitched	chr13(.):20735152-20736103	0.074
1_MACS_peak_9723_lociStitched	chr13(.):27334204-27334509	0.0136
2_MACS_peak_9724_lociStitched	chr13(.):28496194-28497202	0.0476
1_MACS_peak_9726_lociStitched	chr13(.):28542953-28543334	0.092
2_MACS_peak_9727_lociStitched	chr13(.):29068066-29068927	0.0218
1_MACS_peak_9729_lociStitched	chr13(.):31616846-31617318	0.0474
2_MACS_peak_9730_lociStitched	chr13(.):49139008-49139973	0.0494
1_MACS_peak_9732_lociStitched	chr13(.):95954400-95954797	0.1782
1_MACS_peak_9733_lociStitched	chr13(.):98794643-98794978	0.0715
1_MACS_peak_9734_lociStitched	chr13(.):100061899-100062357	0.0813
1_MACS_peak_9735_lociStitched	chr13(.):100068322-100071885	0.109
1_MACS_peak_9736_lociStitched	chr13(.):100073414-100076760	0.1362
4_MACS_peak_9737_lociStitched	chr13(.):100078181-100083288	0.116
1_MACS_peak_9741_lociStitched	chr13(.):100631684-100632289	0.1161
1_MACS_peak_9742_lociStitched	chr13(.):107186442-107186882	0.1216
2_MACS_peak_9743_lociStitched	chr13(.):111132686-111133453	0.0781
1_MACS_peak_9745_lociStitched	chr13(.):111213339-111213981	0.0703
1_MACS_peak_9746_lociStitched	chr13(.):112715474-112715850	0.0578
1_MACS_peak_9747_lociStitched	chr13(.):112769855-112770322	0.1045
