GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
1_MACS_peak_3028_lociStitched	chr10(.):120101450-120101826	1.5103
1_MACS_peak_3029_lociStitched	chr10(.):120513920-120514531	1.7456
1_MACS_peak_3030_lociStitched	chr10(.):120727976-120728216	0.736
1_MACS_peak_3031_lociStitched	chr10(.):120789383-120789841	1.0415
1_MACS_peak_3032_lociStitched	chr10(.):120839463-120841296	2.2641
1_MACS_peak_3033_lociStitched	chr10(.):120863692-120863924	0.7926
1_MACS_peak_3034_lociStitched	chr10(.):120880388-120880597	0.9416
1_MACS_peak_3035_lociStitched	chr10(.):120924547-120925580	2.1634
1_MACS_peak_3036_lociStitched	chr10(.):120938020-120938359	1.5014
1_MACS_peak_3037_lociStitched	chr10(.):120966352-120966974	2.531
2_MACS_peak_3038_lociStitched	chr10(.):121064994-121066290	1.8464
1_MACS_peak_3040_lociStitched	chr10(.):121302296-121303080	1.571
1_MACS_peak_3041_lociStitched	chr10(.):121355672-121356625	1.6805
2_MACS_peak_3042_lociStitched	chr10(.):121410342-121411735	1.4489
2_MACS_peak_3044_lociStitched	chr10(.):121484924-121486104	1.0387
1_MACS_peak_3046_lociStitched	chr10(.):121631752-121632405	2.9027
1_MACS_peak_3047_lociStitched	chr10(.):121651631-121651943	0.8613
1_MACS_peak_3048_lociStitched	chr10(.):122586062-122586273	0.6416
1_MACS_peak_3049_lociStitched	chr10(.):122586792-122587047	0.6998
1_MACS_peak_3050_lociStitched	chr10(.):122610679-122611195	1.4337
1_MACS_peak_3051_lociStitched	chr10(.):122976711-122976954	0.7906
1_MACS_peak_3052_lociStitched	chr10(.):123219379-123219840	1.0175
4_MACS_peak_3053_lociStitched	chr10(.):123274937-123276915	0.782
1_MACS_peak_3057_lociStitched	chr10(.):123357432-123357692	0.8821
1_MACS_peak_3058_lociStitched	chr10(.):123686877-123688185	2.4275
1_MACS_peak_3059_lociStitched	chr10(.):123734207-123734795	1.9358
2_MACS_peak_3060_lociStitched	chr10(.):123778001-123779588	1.2567
1_MACS_peak_3062_lociStitched	chr10(.):124134221-124134503	0.8738
1_MACS_peak_3063_lociStitched	chr10(.):124639231-124639546	0.987
1_MACS_peak_3064_lociStitched	chr10(.):124713407-124713754	1.3203
1_MACS_peak_3065_lociStitched	chr10(.):124739782-124740259	2.782
1_MACS_peak_3066_lociStitched	chr10(.):124767642-124768392	1.9239
1_MACS_peak_3067_lociStitched	chr10(.):124913865-124914493	1.8498
1_MACS_peak_3068_lociStitched	chr10(.):125156442-125157861	1.8642
3_MACS_peak_3069_lociStitched	chr10(.):125158856-125160075	0.7464
4_MACS_peak_3072_lociStitched	chr10(.):125161092-125163332	1.1278
1_MACS_peak_3076_lociStitched	chr10(.):125352761-125352870	6.2225
1_MACS_peak_3077_lociStitched	chr10(.):125802026-125802831	1.3593
1_MACS_peak_3078_lociStitched	chr10(.):125803485-125803691	0.5667
1_MACS_peak_3079_lociStitched	chr10(.):125823901-125824258	1.1105
1_MACS_peak_3080_lociStitched	chr10(.):125826172-125826543	0.9544
1_MACS_peak_3081_lociStitched	chr10(.):125830399-125830842	1.1071
1_MACS_peak_3082_lociStitched	chr10(.):125831343-125831616	1.0094
1_MACS_peak_3083_lociStitched	chr10(.):125838898-125839459	1.0357
2_MACS_peak_3084_lociStitched	chr10(.):125846582-125847621	1.1073
3_MACS_peak_3086_lociStitched	chr10(.):125851324-125854140	1.8615
5_MACS_peak_3089_lociStitched	chr10(.):125863922-125867430	1.3261
1_MACS_peak_3094_lociStitched	chr10(.):125978264-125978698	1.0509
1_MACS_peak_3095_lociStitched	chr10(.):126106930-126107462	1.2811
1_MACS_peak_3096_lociStitched	chr10(.):126150419-126150682	0.9007
1_MACS_peak_3097_lociStitched	chr10(.):126195784-126195967	0.5792
1_MACS_peak_3098_lociStitched	chr10(.):126196519-126196865	0.9734
3_MACS_peak_3099_lociStitched	chr10(.):126427671-126429642	1.4266
1_MACS_peak_3102_lociStitched	chr10(.):126431248-126432915	2.1022
2_MACS_peak_3103_lociStitched	chr10(.):126479980-126480830	1.5443
1_MACS_peak_3105_lociStitched	chr10(.):126490338-126490809	1.4516
2_MACS_peak_3106_lociStitched	chr10(.):126604980-126606163	1.8601
1_MACS_peak_3108_lociStitched	chr10(.):127408261-127408580	1.1093
1_MACS_peak_3109_lociStitched	chr10(.):127511300-127512428	1.8536
1_MACS_peak_3110_lociStitched	chr10(.):127584445-127584876	1.0932
1_MACS_peak_3111_lociStitched	chr10(.):128842593-128843378	1.3341
1_MACS_peak_3112_lociStitched	chr10(.):128867755-128867968	0.5198
1_MACS_peak_3113_lociStitched	chr10(.):128869401-128869610	0.6069
1_MACS_peak_3114_lociStitched	chr10(.):129924151-129924488	0.8518
1_MACS_peak_3115_lociStitched	chr10(.):130820239-130820465	0.6993
2_MACS_peak_3116_lociStitched	chr10(.):132956917-132958679	1.1179
2_MACS_peak_3118_lociStitched	chr10(.):132960890-132961815	1.0395
2_MACS_peak_3120_lociStitched	chr10(.):132975732-132977502	1.2701
1_MACS_peak_3122_lociStitched	chr10(.):133636385-133636680	0.9238
2_MACS_peak_3123_lociStitched	chr10(.):133642388-133643613	1.0552
5_MACS_peak_3125_lociStitched	chr10(.):133646070-133649090	1.3328
1_MACS_peak_3130_lociStitched	chr10(.):133651704-133652091	0.9974
1_MACS_peak_3131_lociStitched	chr10(.):133795075-133795291	0.4875
1_MACS_peak_3132_lociStitched	chr10(.):133850066-133850545	1.0097
2_MACS_peak_3133_lociStitched	chr10(.):133975386-133976599	1.0379
1_MACS_peak_3135_lociStitched	chr10(.):134006095-134006381	0.7003
1_MACS_peak_3136_lociStitched	chr10(.):134144987-134145356	1.1296
4_MACS_peak_3137_lociStitched	chr10(.):134209629-134211713	1.4115
1_MACS_peak_3141_lociStitched	chr10(.):134233754-134233967	0.8951
2_MACS_peak_3142_lociStitched	chr10(.):134234496-134235954	1.8381
1_MACS_peak_3144_lociStitched	chr10(.):134260498-134261153	1.3599
1_MACS_peak_3145_lociStitched	chr10(.):134266017-134266435	1.1212
1_MACS_peak_3146_lociStitched	chr10(.):134350527-134350906	1.0204
1_MACS_peak_3147_lociStitched	chr10(.):134385279-134385481	0.6925
1_MACS_peak_3148_lociStitched	chr10(.):135031794-135032108	0.9589
1_MACS_peak_3149_lociStitched	chr10(.):135044298-135044640	0.8888
2_MACS_peak_3150_lociStitched	chr10(.):135071205-135072567	1.1359
1_MACS_peak_3152_lociStitched	chr10(.):135075077-135075472	1.3284
1_MACS_peak_3153_lociStitched	chr10(.):135121991-135122694	1.6803
1_MACS_peak_3154_lociStitched	chr10(.):135171213-135171466	0.5949
2_MACS_peak_3155_lociStitched	chr10(.):135186579-135187208	1.0188
1_MACS_peak_3157_lociStitched	chr10(.):135202822-135203348	1.1226
1_MACS_peak_3158_lociStitched	chr10(.):135207716-135208231	1.4502
2_MACS_peak_3159_lociStitched	chr10(.):135461966-135462869	1.4813
2_MACS_peak_3162_lociStitched	chr11(.):206798-208658	2.6089
2_MACS_peak_3164_lociStitched	chr11(.):236034-237584	1.5344
5_MACS_peak_3166_lociStitched	chr11(.):267580-272914	2.4788
1_MACS_peak_3171_lociStitched	chr11(.):288543-289458	1.7625
1_MACS_peak_3172_lociStitched	chr11(.):310799-311150	1.1824
1_MACS_peak_3173_lociStitched	chr11(.):318657-319077	1.2569
2_MACS_peak_3174_lociStitched	chr11(.):326490-327613	1.9363
1_MACS_peak_3176_lociStitched	chr11(.):416634-417349	1.3083
3_MACS_peak_3177_lociStitched	chr11(.):440751-441986	1.3846
1_MACS_peak_3180_lociStitched	chr11(.):448152-448688	1.3747
2_MACS_peak_3181_lociStitched	chr11(.):449837-451018	1.719
1_MACS_peak_3183_lociStitched	chr11(.):505824-507347	4.5024
3_MACS_peak_3184_lociStitched	chr11(.):534751-537983	2.131
1_MACS_peak_3187_lociStitched	chr11(.):560412-560762	1.1938
1_MACS_peak_3188_lociStitched	chr11(.):568617-569256	1.3703
2_MACS_peak_3189_lociStitched	chr11(.):576145-577130	2.7804
1_MACS_peak_3191_lociStitched	chr11(.):615461-616090	1.799
1_MACS_peak_3192_lociStitched	chr11(.):694519-696474	2.9233
2_MACS_peak_3193_lociStitched	chr11(.):720932-722016	1.2455
1_MACS_peak_3195_lociStitched	chr11(.):725553-726464	2.159
3_MACS_peak_3196_lociStitched	chr11(.):746170-748297	2.3958
1_MACS_peak_3199_lociStitched	chr11(.):776707-778070	2.1196
1_MACS_peak_3200_lociStitched	chr11(.):795898-796216	0.9347
1_MACS_peak_3201_lociStitched	chr11(.):797680-798298	1.1608
2_MACS_peak_3202_lociStitched	chr11(.):804832-805749	1.0492
1_MACS_peak_3204_lociStitched	chr11(.):808899-810572	3.1362
1_MACS_peak_3205_lociStitched	chr11(.):819459-820143	2.6208
1_MACS_peak_3206_lociStitched	chr11(.):826871-828198	1.353
1_MACS_peak_3207_lociStitched	chr11(.):832954-833476	1.4047
1_MACS_peak_3208_lociStitched	chr11(.):842192-843591	3.0191
1_MACS_peak_3209_lociStitched	chr11(.):908485-908747	0.6967
1_MACS_peak_3210_lociStitched	chr11(.):910920-911253	0.9447
1_MACS_peak_3211_lociStitched	chr11(.):1283502-1283941	1.0018
1_MACS_peak_3212_lociStitched	chr11(.):1357363-1357835	1.2555
1_MACS_peak_3213_lociStitched	chr11(.):1404259-1404456	0.6647
2_MACS_peak_3214_lociStitched	chr11(.):1568022-1569702	1.6085
1_MACS_peak_3216_lociStitched	chr11(.):1580535-1580792	0.8667
2_MACS_peak_3217_lociStitched	chr11(.):1592850-1594306	1.347
1_MACS_peak_3219_lociStitched	chr11(.):1768201-1768424	0.6168
1_MACS_peak_3220_lociStitched	chr11(.):1784706-1785227	1.6709
2_MACS_peak_3221_lociStitched	chr11(.):1870853-1875194	2.8529
1_MACS_peak_3223_lociStitched	chr11(.):1968471-1969295	2.7241
1_MACS_peak_3224_lociStitched	chr11(.):2398981-2399338	0.7735
2_MACS_peak_3225_lociStitched	chr11(.):2420953-2422567	1.2577
1_MACS_peak_3227_lociStitched	chr11(.):2466536-2466916	0.8729
2_MACS_peak_3228_lociStitched	chr11(.):2480186-2481902	1.5798
1_MACS_peak_3230_lociStitched	chr11(.):2484034-2484509	1.4177
1_MACS_peak_3231_lociStitched	chr11(.):2547652-2548409	1.6068
2_MACS_peak_3232_lociStitched	chr11(.):2709022-2712115	1.6103
2_MACS_peak_3234_lociStitched	chr11(.):2798491-2800935	2.6572
3_MACS_peak_3236_lociStitched	chr11(.):2905465-2906993	1.1205
1_MACS_peak_3239_lociStitched	chr11(.):2913472-2913719	0.7816
1_MACS_peak_3240_lociStitched	chr11(.):2923439-2923903	1.1622
1_MACS_peak_3241_lociStitched	chr11(.):2949778-2952185	2.1888
2_MACS_peak_3242_lociStitched	chr11(.):2954227-2955466	1.3469
2_MACS_peak_3244_lociStitched	chr11(.):2961545-2962362	0.6251
2_MACS_peak_3246_lociStitched	chr11(.):3012864-3014220	1.7173
1_MACS_peak_3248_lociStitched	chr11(.):3077892-3078712	2.9051
1_MACS_peak_3249_lociStitched	chr11(.):3253293-3253547	0.8072
1_MACS_peak_3250_lociStitched	chr11(.):3399959-3400445	1.763
1_MACS_peak_3251_lociStitched	chr11(.):3441729-3442262	1.1075
3_MACS_peak_3252_lociStitched	chr11(.):3442959-3444592	1.2432
1_MACS_peak_3255_lociStitched	chr11(.):3532945-3533410	0.8585
2_MACS_peak_3256_lociStitched	chr11(.):3818225-3819586	2.159
2_MACS_peak_3258_lociStitched	chr11(.):3861785-3863081	1.7776
2_MACS_peak_3260_lociStitched	chr11(.):3875826-3876841	1.0243
1_MACS_peak_3262_lociStitched	chr11(.):4115392-4116533	2.0283
1_MACS_peak_3263_lociStitched	chr11(.):6255590-6255853	0.8047
1_MACS_peak_3264_lociStitched	chr11(.):6411201-6411486	0.8631
2_MACS_peak_3265_lociStitched	chr11(.):6501974-6503395	1.6548
1_MACS_peak_3267_lociStitched	chr11(.):6624514-6624845	1.0878
2_MACS_peak_3268_lociStitched	chr11(.):6632984-6634055	1.8429
1_MACS_peak_3270_lociStitched	chr11(.):6640223-6640591	1.0068
1_MACS_peak_3271_lociStitched	chr11(.):6704026-6704534	1.3312
1_MACS_peak_3272_lociStitched	chr11(.):6947644-6948362	1.4003
2_MACS_peak_3273_lociStitched	chr11(.):7533189-7535850	2.1037
2_MACS_peak_3275_lociStitched	chr11(.):7540955-7542150	1.1255
1_MACS_peak_3277_lociStitched	chr11(.):7543243-7543435	0.7663
1_MACS_peak_3278_lociStitched	chr11(.):8008791-8009243	1.8337
1_MACS_peak_3279_lociStitched	chr11(.):8615900-8616183	0.9016
2_MACS_peak_3280_lociStitched	chr11(.):8703676-8705087	2.1422
1_MACS_peak_3282_lociStitched	chr11(.):8709973-8710264	0.6235
2_MACS_peak_3283_lociStitched	chr11(.):8985340-8986536	1.608
1_MACS_peak_3285_lociStitched	chr11(.):9335660-9336250	1.4032
1_MACS_peak_3286_lociStitched	chr11(.):9385526-9386430	1.2455
1_MACS_peak_3287_lociStitched	chr11(.):9406187-9406635	1.8767
2_MACS_peak_3288_lociStitched	chr11(.):9481439-9483185	2.0137
3_MACS_peak_3290_lociStitched	chr11(.):9594448-9596529	1.8247
1_MACS_peak_3293_lociStitched	chr11(.):9622726-9623023	0.8731
1_MACS_peak_3294_lociStitched	chr11(.):9779780-9780471	1.5596
1_MACS_peak_3295_lociStitched	chr11(.):10315329-10316155	1.5725
6_MACS_peak_3296_lociStitched	chr11(.):10324154-10328442	1.0128
2_MACS_peak_3302_lociStitched	chr11(.):10329123-10329818	1.0507
2_MACS_peak_3304_lociStitched	chr11(.):10339005-10339830	1.0551
1_MACS_peak_3306_lociStitched	chr11(.):10471983-10472716	1.6194
1_MACS_peak_3307_lociStitched	chr11(.):10562306-10562750	1.4097
1_MACS_peak_3308_lociStitched	chr11(.):10616459-10616766	0.8253
1_MACS_peak_3309_lociStitched	chr11(.):10619472-10619689	0.6686
2_MACS_peak_3310_lociStitched	chr11(.):10772362-10773281	0.7715
2_MACS_peak_3312_lociStitched	chr11(.):10829416-10831214	1.8679
1_MACS_peak_3314_lociStitched	chr11(.):10878936-10879640	1.5402
1_MACS_peak_3315_lociStitched	chr11(.):10880144-10880570	0.9249
3_MACS_peak_3316_lociStitched	chr11(.):10920715-10922487	1.2588
2_MACS_peak_3319_lociStitched	chr11(.):11271626-11272196	0.8411
2_MACS_peak_3321_lociStitched	chr11(.):11272931-11273804	1.1693
1_MACS_peak_3323_lociStitched	chr11(.):11275965-11276159	0.6108
2_MACS_peak_3324_lociStitched	chr11(.):11642690-11643285	1.0729
1_MACS_peak_3326_lociStitched	chr11(.):11863078-11864207	1.6992
1_MACS_peak_3327_lociStitched	chr11(.):12132130-12132565	1.2906
1_MACS_peak_3328_lociStitched	chr11(.):12196859-12197127	0.8512
3_MACS_peak_3329_lociStitched	chr11(.):12200004-12201259	1.1033
1_MACS_peak_3332_lociStitched	chr11(.):12233003-12233567	1.0066
1_MACS_peak_3333_lociStitched	chr11(.):12245712-12246280	1.7728
4_MACS_peak_3334_lociStitched	chr11(.):12260943-12268187	1.829
2_MACS_peak_3338_lociStitched	chr11(.):12270767-12271882	1.1964
1_MACS_peak_3340_lociStitched	chr11(.):12340127-12340677	1.2915
1_MACS_peak_3341_lociStitched	chr11(.):12341217-12341523	0.8006
1_MACS_peak_3342_lociStitched	chr11(.):12342247-12342457	0.6102
5_MACS_peak_3343_lociStitched	chr11(.):12695466-12699010	1.3366
1_MACS_peak_3348_lociStitched	chr11(.):12702373-12702587	0.5308
2_MACS_peak_3349_lociStitched	chr11(.):12715020-12715927	0.9382
5_MACS_peak_3351_lociStitched	chr11(.):12727742-12730195	1.0675
1_MACS_peak_3356_lociStitched	chr11(.):12746125-12746696	1.2953
1_MACS_peak_3357_lociStitched	chr11(.):12765201-12765436	0.7022
1_MACS_peak_3358_lociStitched	chr11(.):12766239-12766746	1.2595
1_MACS_peak_3359_lociStitched	chr11(.):12783383-12783789	0.8582
1_MACS_peak_3360_lociStitched	chr11(.):12784311-12784529	0.8424
2_MACS_peak_3361_lociStitched	chr11(.):12824037-12825203	0.9382
1_MACS_peak_3363_lociStitched	chr11(.):12829748-12830115	0.9747
2_MACS_peak_3364_lociStitched	chr11(.):12830693-12831460	1.1867
2_MACS_peak_3366_lociStitched	chr11(.):12835812-12836833	1.2385
1_MACS_peak_3368_lociStitched	chr11(.):12837779-12838048	0.7713
1_MACS_peak_3369_lociStitched	chr11(.):12849633-12849851	0.7121
2_MACS_peak_3370_lociStitched	chr11(.):12866120-12869061	1.6383
2_MACS_peak_3372_lociStitched	chr11(.):13470942-13471975	1.172
2_MACS_peak_3374_lociStitched	chr11(.):13472582-13473088	0.8999
1_MACS_peak_3376_lociStitched	chr11(.):13484351-13484801	1.2734
1_MACS_peak_3377_lociStitched	chr11(.):13690264-13690852	1.1791
1_MACS_peak_3378_lociStitched	chr11(.):14520923-14521407	0.9652
1_MACS_peak_3379_lociStitched	chr11(.):14541451-14541923	1.42
2_MACS_peak_3380_lociStitched	chr11(.):14577015-14577791	1.4949
1_MACS_peak_3382_lociStitched	chr11(.):14587619-14588664	1.2672
1_MACS_peak_3383_lociStitched	chr11(.):14664876-14666524	2.1683
1_MACS_peak_3384_lociStitched	chr11(.):14913240-14913796	1.3538
1_MACS_peak_3385_lociStitched	chr11(.):14926552-14927077	1.2461
2_MACS_peak_3386_lociStitched	chr11(.):16759670-16760633	1.358
2_MACS_peak_3388_lociStitched	chr11(.):17098716-17099873	1.2603
2_MACS_peak_3390_lociStitched	chr11(.):17229019-17230002	1.4897
1_MACS_peak_3392_lociStitched	chr11(.):17373181-17373790	1.3839
1_MACS_peak_3393_lociStitched	chr11(.):17374996-17375301	0.8374
2_MACS_peak_3394_lociStitched	chr11(.):17410454-17411220	1.0329
1_MACS_peak_3396_lociStitched	chr11(.):18034112-18034506	1.0629
1_MACS_peak_3397_lociStitched	chr11(.):18127299-18127652	0.8407
1_MACS_peak_3398_lociStitched	chr11(.):18250845-18251088	0.7839
2_MACS_peak_3399_lociStitched	chr11(.):18343436-18344572	2.3385
1_MACS_peak_3401_lociStitched	chr11(.):18405301-18406463	1.44
1_MACS_peak_3402_lociStitched	chr11(.):18415417-18416801	1.8398
1_MACS_peak_3403_lociStitched	chr11(.):18547998-18548879	1.9759
2_MACS_peak_3404_lociStitched	chr11(.):18655684-18656632	1.1093
1_MACS_peak_3406_lociStitched	chr11(.):19261963-19262163	0.6839
1_MACS_peak_3407_lociStitched	chr11(.):19262753-19263308	1.8033
1_MACS_peak_3408_lociStitched	chr11(.):19368004-19368238	0.595
4_MACS_peak_3409_lociStitched	chr11(.):19451496-19456398	1.8866
2_MACS_peak_3413_lociStitched	chr11(.):19456967-19457654	0.9022
1_MACS_peak_3415_lociStitched	chr11(.):19463473-19463974	1.5759
1_MACS_peak_3416_lociStitched	chr11(.):20385234-20385897	1.2798
2_MACS_peak_3417_lociStitched	chr11(.):20408551-20410021	2.3565
1_MACS_peak_3419_lociStitched	chr11(.):22646729-22647386	2.0088
1_MACS_peak_3420_lociStitched	chr11(.):22689534-22689864	0.905
1_MACS_peak_3421_lociStitched	chr11(.):22850923-22851435	1.3034
1_MACS_peak_3422_lociStitched	chr11(.):26109283-26109527	0.8618
2_MACS_peak_3423_lociStitched	chr11(.):27527850-27528815	2.1747
1_MACS_peak_3425_lociStitched	chr11(.):28129988-28130291	0.8523
1_MACS_peak_3426_lociStitched	chr11(.):28131833-28132060	0.8468
1_MACS_peak_3427_lociStitched	chr11(.):30344636-30345128	1.5794
1_MACS_peak_3428_lociStitched	chr11(.):30365054-30365291	0.5816
1_MACS_peak_3429_lociStitched	chr11(.):31531338-31531849	1.2697
1_MACS_peak_3430_lociStitched	chr11(.):32112477-32113530	1.7809
1_MACS_peak_3431_lociStitched	chr11(.):32605366-32606023	1.9124
1_MACS_peak_3432_lociStitched	chr11(.):32913839-32915763	2.2596
1_MACS_peak_3433_lociStitched	chr11(.):33060773-33061337	1.6234
2_MACS_peak_3434_lociStitched	chr11(.):33182527-33183525	1.3182
2_MACS_peak_3436_lociStitched	chr11(.):33278848-33281483	1.9981
2_MACS_peak_3438_lociStitched	chr11(.):33756806-33758007	0.9997
1_MACS_peak_3440_lociStitched	chr11(.):33795653-33795956	1.0797
2_MACS_peak_3441_lociStitched	chr11(.):34072866-34075004	2.1533
2_MACS_peak_3443_lociStitched	chr11(.):34126705-34127642	0.8201
1_MACS_peak_3445_lociStitched	chr11(.):34460383-34460870	1.1362
2_MACS_peak_3446_lociStitched	chr11(.):34937291-34938500	1.2436
1_MACS_peak_3448_lociStitched	chr11(.):35639833-35641155	1.8135
1_MACS_peak_3449_lociStitched	chr11(.):35684215-35684779	1.5587
1_MACS_peak_3450_lociStitched	chr11(.):36399003-36399279	0.8621
1_MACS_peak_3451_lociStitched	chr11(.):36531462-36531873	1.4669
1_MACS_peak_3452_lociStitched	chr11(.):38344964-38345178	0.5368
1_MACS_peak_3453_lociStitched	chr11(.):38346414-38346625	0.6117
1_MACS_peak_3454_lociStitched	chr11(.):38358267-38358480	0.567
2_MACS_peak_3455_lociStitched	chr11(.):41807349-41808700	1.0827
1_MACS_peak_3457_lociStitched	chr11(.):43333481-43333985	1.1368
1_MACS_peak_3458_lociStitched	chr11(.):43380433-43381044	1.885
1_MACS_peak_3459_lociStitched	chr11(.):43665794-43666073	1.0777
1_MACS_peak_3460_lociStitched	chr11(.):43702351-43702784	1.5802
1_MACS_peak_3461_lociStitched	chr11(.):43943695-43944086	1.0544
1_MACS_peak_3462_lociStitched	chr11(.):43963715-43963971	0.8112
1_MACS_peak_3463_lociStitched	chr11(.):44586009-44586882	1.2161
2_MACS_peak_3464_lociStitched	chr11(.):44617490-44619243	1.4697
3_MACS_peak_3466_lociStitched	chr11(.):45000739-45002077	1.1372
1_MACS_peak_3469_lociStitched	chr11(.):45043683-45043930	0.6844
3_MACS_peak_3470_lociStitched	chr11(.):45047220-45048695	0.8973
1_MACS_peak_3473_lociStitched	chr11(.):45053454-45053665	0.676
1_MACS_peak_3474_lociStitched	chr11(.):45093652-45093873	0.7929
1_MACS_peak_3475_lociStitched	chr11(.):45094810-45095226	0.8602
1_MACS_peak_3476_lociStitched	chr11(.):45102118-45102340	0.8464
2_MACS_peak_3477_lociStitched	chr11(.):45826123-45826931	0.8923
2_MACS_peak_3479_lociStitched	chr11(.):45838288-45839759	1.1674
3_MACS_peak_3481_lociStitched	chr11(.):45844451-45846502	1.1886
1_MACS_peak_3484_lociStitched	chr11(.):45869041-45869534	1.2701
1_MACS_peak_3485_lociStitched	chr11(.):45938937-45939753	1.7205
1_MACS_peak_3486_lociStitched	chr11(.):45944261-45944504	0.7699
1_MACS_peak_3487_lociStitched	chr11(.):46141425-46141634	0.695
2_MACS_peak_3488_lociStitched	chr11(.):46143106-46143783	0.8514
1_MACS_peak_3490_lociStitched	chr11(.):46264395-46264980	1.5858
1_MACS_peak_3491_lociStitched	chr11(.):46369087-46369413	1.0116
1_MACS_peak_3492_lociStitched	chr11(.):46450687-46450888	0.5698
1_MACS_peak_3493_lociStitched	chr11(.):46615087-46615996	1.3746
1_MACS_peak_3494_lociStitched	chr11(.):46638296-46639923	4.0578
2_MACS_peak_3495_lociStitched	chr11(.):46721684-46723241	2.2078
1_MACS_peak_3497_lociStitched	chr11(.):46867354-46867932	2.595
2_MACS_peak_3498_lociStitched	chr11(.):47197714-47199623	5.2793
2_MACS_peak_3500_lociStitched	chr11(.):47207409-47208405	1.3681
2_MACS_peak_3502_lociStitched	chr11(.):47235538-47238087	4.2976
1_MACS_peak_3504_lociStitched	chr11(.):47269836-47270959	3.9601
1_MACS_peak_3505_lociStitched	chr11(.):47290715-47292140	2.5384
2_MACS_peak_3506_lociStitched	chr11(.):47399610-47400561	0.9351
2_MACS_peak_3508_lociStitched	chr11(.):47414285-47417832	2.3935
1_MACS_peak_3510_lociStitched	chr11(.):47421778-47422237	0.8758
1_MACS_peak_3511_lociStitched	chr11(.):47428791-47429619	1.3989
1_MACS_peak_3512_lociStitched	chr11(.):47447443-47448075	2.8084
1_MACS_peak_3513_lociStitched	chr11(.):47573897-47574736	1.3196
1_MACS_peak_3514_lociStitched	chr11(.):47586670-47587937	1.3723
1_MACS_peak_3515_lociStitched	chr11(.):47600160-47601070	1.3897
1_MACS_peak_3516_lociStitched	chr11(.):47632802-47633146	1.0913
1_MACS_peak_3517_lociStitched	chr11(.):47663702-47664103	1.1878
3_MACS_peak_3518_lociStitched	chr11(.):47787555-47789813	1.942
2_MACS_peak_3521_lociStitched	chr11(.):47869426-47870435	1.7062
1_MACS_peak_3523_lociStitched	chr11(.):49455915-49456148	1.531
1_MACS_peak_3524_lociStitched	chr11(.):57091564-57093568	2.5274
1_MACS_peak_3525_lociStitched	chr11(.):57102556-57103678	3.9393
1_MACS_peak_3526_lociStitched	chr11(.):57192748-57194690	3.2604
1_MACS_peak_3527_lociStitched	chr11(.):57206428-57206725	0.7769
1_MACS_peak_3528_lociStitched	chr11(.):57221213-57221759	1.0918
1_MACS_peak_3529_lociStitched	chr11(.):57227847-57228712	1.7839
1_MACS_peak_3530_lociStitched	chr11(.):57243730-57244531	1.9445
1_MACS_peak_3531_lociStitched	chr11(.):57261041-57262094	2.6114
1_MACS_peak_3532_lociStitched	chr11(.):57281913-57283633	2.4192
2_MACS_peak_3533_lociStitched	chr11(.):57297558-57299172	1.3229
1_MACS_peak_3535_lociStitched	chr11(.):57314610-57315547	2.6304
1_MACS_peak_3536_lociStitched	chr11(.):57335068-57335787	1.1042
1_MACS_peak_3537_lociStitched	chr11(.):57424493-57425133	1.8242
1_MACS_peak_3538_lociStitched	chr11(.):57434282-57436311	4.9841
2_MACS_peak_3539_lociStitched	chr11(.):57479359-57480742	2.5927
2_MACS_peak_3541_lociStitched	chr11(.):57508473-57509765	2.2505
1_MACS_peak_3543_lociStitched	chr11(.):58342675-58343212	1.0002
1_MACS_peak_3544_lociStitched	chr11(.):58344140-58344455	0.8286
1_MACS_peak_3545_lociStitched	chr11(.):58344992-58347497	6.285
1_MACS_peak_3546_lociStitched	chr11(.):58682718-58683102	1.1379
3_MACS_peak_3547_lociStitched	chr11(.):58873873-58874963	1.0548
1_MACS_peak_3550_lociStitched	chr11(.):58910289-58910604	1.2061
2_MACS_peak_3551_lociStitched	chr11(.):58911824-58912566	0.9846
3_MACS_peak_3553_lociStitched	chr11(.):59039040-59041851	1.9831
1_MACS_peak_3556_lociStitched	chr11(.):59304423-59304630	0.5524
1_MACS_peak_3557_lociStitched	chr11(.):59318448-59318794	1.1097
1_MACS_peak_3558_lociStitched	chr11(.):59333176-59333821	1.3635
1_MACS_peak_3559_lociStitched	chr11(.):59382737-59383354	2.0678
1_MACS_peak_3560_lociStitched	chr11(.):59383946-59384337	1.1496
2_MACS_peak_3561_lociStitched	chr11(.):59436070-59437317	1.8757
2_MACS_peak_3563_lociStitched	chr11(.):59522460-59523280	1.1122
1_MACS_peak_3565_lociStitched	chr11(.):59577670-59578234	1.4928
5_MACS_peak_3566_lociStitched	chr11(.):60605088-60612013	2.4052
4_MACS_peak_3571_lociStitched	chr11(.):60634338-60640679	2.6569
2_MACS_peak_3575_lociStitched	chr11(.):60673249-60674724	1.874
1_MACS_peak_3577_lociStitched	chr11(.):60677363-60677819	1.4765
1_MACS_peak_3578_lociStitched	chr11(.):60681001-60682711	2.3574
1_MACS_peak_3579_lociStitched	chr11(.):60719265-60719657	0.9887
2_MACS_peak_3580_lociStitched	chr11(.):60809084-60811294	1.7354
1_MACS_peak_3582_lociStitched	chr11(.):60828162-60828982	1.3299
2_MACS_peak_3583_lociStitched	chr11(.):60908185-60909909	1.506
