#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuperStretch
2_MACS_peak_25790_lociStitched	chr5	177630904	177632569	2	1622	3655.8405	5133	0
1_MACS_peak_8388_lociStitched	chr13	99738888	99740699	1	1812	2899.9543	5134	0
2_MACS_peak_20713_lociStitched	chr3	10289291	10291207	2	1749	3178.0692	5135	0
2_MACS_peak_16811_lociStitched	chr2	97522826	97524557	2	1638	3596.8449	5136	0
2_MACS_peak_11990_lociStitched	chr17	5275960	5277907	2	1948	2120.283	5137	0
1_MACS_peak_6098_lociStitched	chr11	118271303	118272949	1	1647	3564.2484	5138	0
2_MACS_peak_19465_lociStitched	chr21	29851525	29853552	2	1921	2295.9829	5139	0
2_MACS_peak_8452_lociStitched	chr13	111177089	111179000	2	1881	2533.0305	5140	0
2_MACS_peak_32363_lociStitched	chrX	18903060	18905039	2	1976	1905.777	5141	0
2_MACS_peak_24697_lociStitched	chr5	73935436	73937387	2	1934	2205.4104	5142	0
1_MACS_peak_24011_lociStitched	chr4	183837715	183839389	1	1675	3457.8144	5143	0
3_MACS_peak_32737_lociStitched	chrX	71195473	71197711	3	1938	2177.1264	5144	0
2_MACS_peak_16609_lociStitched	chr2	80181673	80183684	2	1893	2458.0453	5145	0
2_MACS_peak_11772_lociStitched	chr16	88846885	88849076	2	1978	1880.3162	5146	0
2_MACS_peak_13523_lociStitched	chr17	77335758	77337800	2	1935	2191.8828	5147	0
2_MACS_peak_6892_lociStitched	chr12	46893119	46895038	2	1880	2526.5554	5148	0
3_MACS_peak_27403_lociStitched	chr6	130339839	130341917	3	1911	2343.3606	5149	0
2_MACS_peak_26088_lociStitched	chr6	15247904	15249839	2	1919	2292.975	5150	0
2_MACS_peak_2404_lociStitched	chr1	181473267	181475345	2	2007	1621.6712	5151	0
1_MACS_peak_31596_lociStitched	chr9	100699857	100701666	1	1810	2886.4404	5152	0
1_MACS_peak_19437_lociStitched	chr21	19974142	19976041	1	1900	2405.6532	5153	0
1_MACS_peak_23589_lociStitched	chr4	108992704	108994547	1	1844	2715.1076	5154	0
1_MACS_peak_4514_lociStitched	chr10	120924087	120925819	1	1733	3222.5592	5155	0
1_MACS_peak_20837_lociStitched	chr3	19987849	19989577	1	1729	3238.6176	5156	0
2_MACS_peak_18021_lociStitched	chr2	220093642	220095440	2	1748	3159.086	5157	0
2_MACS_peak_7655_lociStitched	chr12	109224554	109226573	2	1961	1995.5796	5158	0
4_MACS_peak_3061_lociStitched	chr1	228730574	228733104	4	1951	2068.275	5159	0
2_MACS_peak_25878_lociStitched	chr6	2764899	2766821	2	1770	3061.9382	5160	0
1_MACS_peak_24494_lociStitched	chr5	54602910	54604548	1	1639	3569.3658	5161	0
1_MACS_peak_3895_lociStitched	chr10	70938912	70940701	1	1790	2967.4143	5162	0
1_MACS_peak_31516_lociStitched	chr9	95725781	95727618	1	1838	2735.4767	5163	0
3_MACS_peak_32864_lociStitched	chrX	109402266	109404419	3	1982	1818.2085	5164	0
1_MACS_peak_27530_lociStitched	chr6	138427668	138429288	1	1621	3629.61	5165	0
1_MACS_peak_3913_lociStitched	chr10	72163824	72165446	1	1623	3622.2504	5166	0
3_MACS_peak_2171_lociStitched	chr1	161741478	161743605	3	2004	1619.2851	5167	0
2_MACS_peak_9582_lociStitched	chr15	41575356	41576972	2	1588	3736.192	5168	0
2_MACS_peak_24875_lociStitched	chr5	89935719	89937712	2	1878	2515.5646	5169	0
2_MACS_peak_10849_lociStitched	chr16	11876402	11878586	2	1921	2255.1984	5170	0
3_MACS_peak_9222_lociStitched	chr14	103799704	103801475	3	1708	3309.1135	5171	0
2_MACS_peak_16135_lociStitched	chr2	42254994	42256952	2	1951	2049.2428	5172	0
1_MACS_peak_16544_lociStitched	chr2	71291240	71293175	1	1936	2153.655	5173	0
1_MACS_peak_17158_lociStitched	chr2	120123776	120125615	1	1840	2718.2259	5174	0
2_MACS_peak_29875_lociStitched	chr8	29086173	29088312	2	1956	2011.5156	5175	0
3_MACS_peak_25626_lociStitched	chr5	167835471	167837638	3	1973	1879.6558	5176	0
1_MACS_peak_16896_lociStitched	chr2	106307539	106309367	1	1829	2770.1512	5177	0
2_MACS_peak_21783_lociStitched	chr3	122134149	122136130	2	1849	2667.4165	5178	0
2_MACS_peak_18322_lociStitched	chr2	240188356	240190235	2	1863	2590.5773	5179	0
1_MACS_peak_17129_lociStitched	chr2	114513322	114515008	1	1687	3381.7788	5180	0
1_MACS_peak_16221_lociStitched	chr2	46801002	46802929	1	1928	2195.0457	5181	0
2_MACS_peak_29939_lociStitched	chr8	37001601	37003604	2	1949	2046.6654	5182	0
1_MACS_peak_22418_lociStitched	chr3	181672747	181674524	1	1778	3004.1962	5183	0
1_MACS_peak_7561_lociStitched	chr12	104457459	104459262	1	1804	2883.5379	5184	0
3_MACS_peak_29219_lociStitched	chr7	130741487	130743629	3	1964	1931.2272	5185	0
2_MACS_peak_9715_lociStitched	chr15	51199623	51201500	2	1825	2778.7108	5186	0
1_MACS_peak_19686_lociStitched	chr21	43943777	43945614	1	1838	2711.7794	5187	0
1_MACS_peak_24315_lociStitched	chr5	15446330	15448274	1	1945	2066.8608	5188	0
1_MACS_peak_16742_lociStitched	chr2	90304659	90306605	1	1947	2052.2516	5189	0
3_MACS_peak_5215_lociStitched	chr11	48130028	48132106	3	1845	2672.1002	5190	0
3_MACS_peak_27650_lociStitched	chr6	156599776	156602148	3	1927	2188.17	5191	0
1_MACS_peak_31210_lociStitched	chr9	67300678	67302664	1	1987	1733.5794	5192	0
2_MACS_peak_24251_lociStitched	chr5	6827165	6829272	2	1970	1873.123	5193	0
2_MACS_peak_2874_lociStitched	chr1	212808209	212810137	2	1908	2309.1656	5194	0
2_MACS_peak_8488_lociStitched	chr13	114443902	114446035	2	1950	2020.5909	5195	0
2_MACS_peak_25913_lociStitched	chr6	5053007	5054861	2	1853	2622.8538	5196	0
3_MACS_peak_27498_lociStitched	chr6	137977668	137979982	3	1958	1956.9498	5197	0
2_MACS_peak_10179_lociStitched	chr15	78843356	78845413	2	1903	2332.2266	5198	0
1_MACS_peak_3194_lociStitched	chr1	241682056	241683111	1	1056	4945.3125	5199	0
1_MACS_peak_28596_lociStitched	chr7	76017254	76019167	1	1914	2260.0182	5200	0
1_MACS_peak_22280_lociStitched	chr3	169755200	169756973	1	1774	3002.0436	5201	0
2_MACS_peak_21676_lociStitched	chr3	112015752	112018020	2	1913	2263.2372	5202	0
1_MACS_peak_17490_lociStitched	chr2	169346601	169348442	1	1842	2671.1069	5203	0
1_MACS_peak_29960_lociStitched	chr8	37887463	37889383	1	1921	2208.576	5204	0
1_MACS_peak_20121_lociStitched	chr22	31364395	31366097	1	1703	3296.9442	5205	0
1_MACS_peak_2685_lociStitched	chr1	205215478	205217425	1	1948	2018.0655	5206	0
3_MACS_peak_11845_lociStitched	chr17	1281825	1283913	3	1910	2275.92	5207	0
2_MACS_peak_12434_lociStitched	chr17	33389969	33391923	2	1838	2688.1178	5208	0
1_MACS_peak_29181_lociStitched	chr7	128694126	128695695	1	1570	3761.9913	5209	0
3_MACS_peak_9321_lociStitched	chr15	23075504	23077544	3	1970	1844.364	5210	0
1_MACS_peak_165_lociStitched	chr1	9846725	9848498	1	1774	2994.7743	5211	0
4_MACS_peak_8262_lociStitched	chr13	60970578	60972580	4	1951	1986.7848	5212	0
1_MACS_peak_1923_lociStitched	chr1	154599546	154601057	1	1512	3935.2484	5213	0
2_MACS_peak_26617_lociStitched	chr6	41888116	41889961	2	1791	2913.255	5214	0
3_MACS_peak_18614_lociStitched	chr20	20211942	20214461	3	1896	2354.7612	5215	0
2_MACS_peak_6806_lociStitched	chr12	32711216	32713280	2	1957	1932.1104	5216	0
2_MACS_peak_29625_lociStitched	chr8	10800839	10802760	2	1917	2212.2236	5217	0
1_MACS_peak_22339_lociStitched	chr3	174158418	174159730	1	1313	4437.84	5218	0
1_MACS_peak_17724_lociStitched	chr2	197089306	197091196	1	1891	2372.895	5219	0
1_MACS_peak_13459_lociStitched	chr17	75460903	75462763	1	1861	2544.48	5220	0
1_MACS_peak_28968_lociStitched	chr7	106300267	106301769	1	1503	3951.3114	5221	0
1_MACS_peak_13870_lociStitched	chr18	20937973	20939858	1	1886	2399.7935	5222	0
3_MACS_peak_6272_lociStitched	chr11	128391149	128393105	3	1808	2817.0312	5223	0
1_MACS_peak_11806_lociStitched	chr16	89626227	89628058	1	1832	2696.6968	5224	0
1_MACS_peak_24600_lociStitched	chr5	61601256	61603106	1	1851	2592.405	5225	0
3_MACS_peak_30429_lociStitched	chr8	103875330	103877110	3	1689	3326.286	5226	0
1_MACS_peak_30085_lociStitched	chr8	56684867	56686587	1	1721	3199.028	5227	0
1_MACS_peak_17497_lociStitched	chr2	170440701	170442200	1	1500	3954.2121	5228	0
1_MACS_peak_9638_lociStitched	chr15	44828479	44830177	1	1699	3286.1394	5229	0
2_MACS_peak_17104_lociStitched	chr2	113402786	113404300	2	1437	4127.164	5230	0
2_MACS_peak_27354_lociStitched	chr6	124090517	124092426	2	1890	2362.9602	5231	0
1_MACS_peak_26179_lociStitched	chr6	25178097	25179994	1	1898	2313.7709	5232	0
3_MACS_peak_13712_lociStitched	chr18	8608710	8610750	3	1934	2072.232	5233	0
4_MACS_peak_1533_lociStitched	chr1	115212084	115214721	4	1914	2207.6964	5234	0
1_MACS_peak_13699_lociStitched	chr18	6413840	6415432	1	1593	3663.0328	5235	0
1_MACS_peak_20303_lociStitched	chr22	38667978	38669630	1	1653	3454.0016	5236	0
2_MACS_peak_24808_lociStitched	chr5	81573268	81575005	2	1710	3233.7729	5237	0
1_MACS_peak_8168_lociStitched	chr13	45150557	45152477	1	1921	2154.24	5238	0
1_MACS_peak_13177_lociStitched	chr17	62971032	62972669	1	1638	3504.3259	5239	0
1_MACS_peak_23993_lociStitched	chr4	178362397	178364227	1	1831	2681.682	5240	0
1_MACS_peak_31296_lociStitched	chr9	73177941	73179812	1	1872	2456.2488	5241	0
3_MACS_peak_33179_lociStitched	chrY	918301	920760	3	1963	1839.0861	5242	0
2_MACS_peak_11848_lociStitched	chr17	1296521	1298506	2	1956	1893.4915	5243	0
3_MACS_peak_11543_lociStitched	chr16	69725342	69727406	3	1929	2092.896	5244	0
1_MACS_peak_18848_lociStitched	chr20	34680076	34682002	1	1927	2105.8884	5245	0
1_MACS_peak_1745_lociStitched	chr1	147070712	147072421	1	1710	3228.1301	5246	0
1_MACS_peak_14767_lociStitched	chr19	13056574	13057662	1	1089	4859.3344	5247	0
2_MACS_peak_5078_lociStitched	chr11	34804877	34806865	2	1806	2802.4836	5248	0
2_MACS_peak_10290_lociStitched	chr15	85922959	85924845	2	1800	2830.886	5249	0
2_MACS_peak_23544_lociStitched	chr4	105414700	105416954	2	1802	2820.881	5250	0
2_MACS_peak_23910_lociStitched	chr4	159592140	159594003	2	1737	3114.936	5251	0
2_MACS_peak_21862_lociStitched	chr3	127316663	127318157	2	1437	4114.0278	5252	0
1_MACS_peak_8485_lociStitched	chr13	114144340	114145964	1	1625	3542.756	5253	0
2_MACS_peak_13263_lociStitched	chr17	70586934	70589019	2	1866	2481.984	5254	0
1_MACS_peak_31728_lociStitched	chr9	115141141	115142874	1	1734	3124.9456	5255	0
2_MACS_peak_22571_lociStitched	chr3	191759007	191760888	2	1865	2487.0582	5256	0
1_MACS_peak_13507_lociStitched	chr17	76754410	76756322	1	1913	2191.3432	5257	0
3_MACS_peak_25464_lociStitched	chr5	149855804	149857790	3	1862	2502.1614	5258	0
3_MACS_peak_1940_lociStitched	chr1	154954872	154957008	3	1931	2066.1528	5259	0
1_MACS_peak_29963_lociStitched	chr8	38033363	38035189	1	1827	2688.0546	5260	0
2_MACS_peak_17024_lociStitched	chr2	111818872	111820845	2	1868	2464.6716	5261	0
1_MACS_peak_27433_lociStitched	chr6	132833528	132835207	1	1680	3337.0125	5262	0
2_MACS_peak_717_lociStitched	chr1	36688752	36690658	2	1783	2903.0286	5263	0
2_MACS_peak_14977_lociStitched	chr19	19173934	19176307	2	1965	1802.5308	5264	0
2_MACS_peak_10105_lociStitched	chr15	75229523	75231150	2	1603	3612.1027	5265	0
2_MACS_peak_2609_lociStitched	chr1	202584157	202585938	2	1771	2956.2819	5266	0
1_MACS_peak_2165_lociStitched	chr1	161509167	161511056	1	1890	2329.5148	5267	0
1_MACS_peak_4223_lociStitched	chr10	97004337	97006250	1	1914	2173.168	5268	0
2_MACS_peak_15598_lociStitched	chr19	55918433	55920196	2	1746	3064.094	5269	0
2_MACS_peak_2321_lociStitched	chr1	173445679	173447290	2	1490	3959.0325	5270	0
2_MACS_peak_18417_lociStitched	chr20	2450207	2451997	2	1707	3225.759	5271	0
1_MACS_peak_22383_lociStitched	chr3	177802182	177803926	1	1745	3067.5216	5272	0
1_MACS_peak_20598_lociStitched	chr22	50628158	50629965	1	1808	2775.3713	5273	0
2_MACS_peak_11045_lociStitched	chr16	24740023	24741835	2	1753	3029.664	5274	0
3_MACS_peak_9594_lociStitched	chr15	41849899	41852095	3	1899	2263.4172	5275	0
2_MACS_peak_8475_lociStitched	chr13	113456866	113458865	2	1964	1793.103	5276	0
2_MACS_peak_22998_lociStitched	chr4	25844006	25846115	2	1961	1809.3111	5277	0
1_MACS_peak_8006_lociStitched	chr13	21049315	21051222	1	1908	2194.5756	5278	0
2_MACS_peak_20540_lociStitched	chr22	46757673	46759710	2	1885	2340.3093	5279	0
1_MACS_peak_26779_lociStitched	chr6	53199548	53201381	1	1834	2629.0719	5280	0
1_MACS_peak_15411_lociStitched	chr19	47765185	47766957	1	1773	2929.2932	5281	0
1_MACS_peak_21674_lociStitched	chr3	111850918	111852803	1	1886	2330.614	5282	0
2_MACS_peak_13831_lociStitched	chr18	13725690	13727417	2	1704	3223.1001	5283	0
2_MACS_peak_29101_lociStitched	chr7	121851058	121853107	2	1830	2645.8737	5284	0
1_MACS_peak_23623_lociStitched	chr4	113151972	113153799	1	1828	2654.8137	5285	0
1_MACS_peak_18666_lociStitched	chr20	25016392	25018302	1	1911	2165.558	5286	0
1_MACS_peak_7221_lociStitched	chr12	66696252	66698117	1	1866	2444.269	5287	0
2_MACS_peak_1097_lociStitched	chr1	59271115	59273181	2	1951	1872.4158	5288	0
2_MACS_peak_4353_lociStitched	chr10	104677237	104678860	2	1556	3743.9364	5289	0
2_MACS_peak_15618_lociStitched	chr19	56349009	56350893	2	1872	2406.9984	5290	0
2_MACS_peak_30376_lociStitched	chr8	101321241	101323008	2	1723	3139.959	5291	0
2_MACS_peak_9908_lociStitched	chr15	65221965	65223862	2	1890	2297.0773	5292	0
2_MACS_peak_22946_lociStitched	chr4	18214573	18216591	2	1902	2220.4054	5293	0
1_MACS_peak_25141_lociStitched	chr5	127418198	127419894	1	1697	3242.0736	5294	0
1_MACS_peak_29246_lociStitched	chr7	133755623	133757487	1	1865	2441.84	5295	0
2_MACS_peak_7022_lociStitched	chr12	53399233	53401230	2	1605	3578.0249	5296	0
1_MACS_peak_9488_lociStitched	chr15	35837649	35839150	1	1502	3901.6994	5297	0
2_MACS_peak_26447_lociStitched	chr6	33238826	33240553	2	1716	3160.5827	5298	0
1_MACS_peak_32047_lociStitched	chr9	134130591	134132349	1	1759	2974.536	5299	0
2_MACS_peak_15406_lociStitched	chr19	47733218	47735133	2	1852	2509.6075	5300	0
1_MACS_peak_9928_lociStitched	chr15	66585541	66586976	1	1436	4082.575	5301	0
2_MACS_peak_13429_lociStitched	chr17	75130852	75132805	2	1866	2424.0636	5302	0
2_MACS_peak_21346_lociStitched	chr3	58291925	58293495	2	1550	3750.73	5303	0
2_MACS_peak_18140_lociStitched	chr2	232220481	232222448	2	1902	2199.6961	5304	0
3_MACS_peak_24092_lociStitched	chr4	186261595	186264109	3	1918	2090.391	5305	0
1_MACS_peak_17127_lociStitched	chr2	114341057	114342450	1	1394	4186.2436	5306	0
2_MACS_peak_29739_lociStitched	chr8	21776087	21777954	2	1817	2685.1194	5307	0
1_MACS_peak_13065_lociStitched	chr17	57863419	57865215	1	1797	2785.0572	5308	0
2_MACS_peak_22631_lociStitched	chr3	195621330	195623508	2	1716	3148.0812	5309	0
1_MACS_peak_2130_lociStitched	chr1	160982865	160984690	1	1826	2636.395	5310	0
1_MACS_peak_1920_lociStitched	chr1	154530418	154532214	1	1797	2783.4408	5311	0
1_MACS_peak_28800_lociStitched	chr7	99723938	99725677	1	1740	3044.2934	5312	0
1_MACS_peak_23926_lociStitched	chr4	164415011	164416703	1	1693	3236.1192	5313	0
3_MACS_peak_25926_lociStitched	chr6	5873138	5875362	3	1843	2538.696	5314	0
2_MACS_peak_21120_lociStitched	chr3	46436992	46438950	2	1934	1948.9932	5315	0
1_MACS_peak_28507_lociStitched	chr7	72475580	72477098	1	1519	3830.673	5316	0
1_MACS_peak_19168_lociStitched	chr20	50795110	50797010	1	1901	2181.2	5317	0
1_MACS_peak_5909_lociStitched	chr11	102217214	102218852	1	1639	3434.7222	5318	0
3_MACS_peak_1568_lociStitched	chr1	117281119	117283239	3	1966	1683.916	5319	0
1_MACS_peak_25546_lociStitched	chr5	156340095	156341952	1	1858	2439.7266	5320	0
2_MACS_peak_7715_lociStitched	chr12	111881861	111883777	2	1915	2078.2852	5321	0
1_MACS_peak_11921_lociStitched	chr17	3626298	3628050	1	1753	2969.8152	5322	0
1_MACS_peak_21500_lociStitched	chr3	75483520	75485397	1	1878	2318.2827	5323	0
1_MACS_peak_26635_lociStitched	chr6	42741712	42743613	1	1902	2163.1479	5324	0
2_MACS_peak_1967_lociStitched	chr1	155277943	155279792	2	1714	3131.8362	5325	0
1_MACS_peak_30883_lociStitched	chr9	706476	708360	1	1885	2265.51	5326	0
4_MACS_peak_11640_lociStitched	chr16	78801813	78804548	4	1917	2049.8825	5327	0
2_MACS_peak_15215_lociStitched	chr19	40696343	40698187	2	1825	2605.572	5328	0
1_MACS_peak_3104_lociStitched	chr1	230631076	230632861	1	1786	2802.807	5329	0
1_MACS_peak_19753_lociStitched	chr21	46221172	46222632	1	1461	3979.814	5330	0
2_MACS_peak_13927_lociStitched	chr18	31381767	31383918	2	1900	2151.8604	5331	0
1_MACS_peak_16428_lociStitched	chr2	65282483	65284290	1	1808	2686.6476	5332	0
1_MACS_peak_2472_lociStitched	chr1	187001394	187003320	1	1927	1949.8824	5333	0
1_MACS_peak_29144_lociStitched	chr7	126340465	126342283	1	1819	2618.6472	5334	0
1_MACS_peak_19217_lociStitched	chr20	52550849	52552634	1	1786	2785.671	5335	0
1_MACS_peak_6937_lociStitched	chr12	48591403	48593002	1	1600	3540.6657	5336	0
1_MACS_peak_24578_lociStitched	chr5	57755132	57756796	1	1665	3304.8704	5337	0
2_MACS_peak_24000_lociStitched	chr4	181595362	181597311	2	1901	2128.8927	5338	0
1_MACS_peak_19822_lociStitched	chr22	18259240	18260969	1	1730	3039.9278	5339	0
3_MACS_peak_23649_lociStitched	chr4	120220179	120222335	3	1909	2071.7004	5340	0
1_MACS_peak_4470_lociStitched	chr10	115613571	115615122	1	1552	3697.2738	5341	0
1_MACS_peak_23721_lociStitched	chr4	129208150	129209922	1	1773	2844.06	5342	0
1_MACS_peak_21282_lociStitched	chr3	52719054	52720799	1	1746	2968.0705	5343	0
1_MACS_peak_11272_lociStitched	chr16	47006591	47008196	1	1606	3516.7155	5344	0
1_MACS_peak_13920_lociStitched	chr18	29597797	29599536	1	1740	2993.6885	5345	0
3_MACS_peak_26521_lociStitched	chr6	35695171	35697071	3	1804	2688.12	5346	0
1_MACS_peak_3622_lociStitched	chr10	32666907	32668776	1	1870	2319.2421	5347	0
2_MACS_peak_25449_lociStitched	chr5	149379596	149381171	2	1572	3628.17	5348	0
2_MACS_peak_18749_lociStitched	chr20	31330403	31332341	2	1839	2498.2758	5349	0
2_MACS_peak_26808_lociStitched	chr6	56675524	56677669	2	1869	2322.8205	5350	0
3_MACS_peak_25517_lociStitched	chr5	152976329	152978741	3	1916	2005.578	5351	0
2_MACS_peak_921_lociStitched	chr1	45240576	45242222	2	1615	3476.6812	5352	0
1_MACS_peak_20962_lociStitched	chr3	38206100	38207724	1	1625	3440.444	5353	0
3_MACS_peak_7441_lociStitched	chr12	93637527	93640233	3	1860	2369.6442	5354	0
2_MACS_peak_22413_lociStitched	chr3	181556701	181558538	2	1763	2876.0072	5355	0
4_MACS_peak_179_lociStitched	chr1	10259298	10261611	4	1932	1879.0812	5356	0
1_MACS_peak_25247_lociStitched	chr5	134180981	134182594	1	1614	3474.8859	5357	0
1_MACS_peak_20453_lociStitched	chr22	42335806	42337543	1	1738	2984.3397	5358	0
1_MACS_peak_23330_lociStitched	chr4	77870377	77872267	1	1891	2164.05	5359	0
1_MACS_peak_13392_lociStitched	chr17	74415526	74417263	1	1738	2982.429	5360	0
1_MACS_peak_3273_lociStitched	chr10	620656	622546	1	1891	2163.105	5361	0
1_MACS_peak_18577_lociStitched	chr20	17762714	17764469	1	1756	2900.1375	5362	0
2_MACS_peak_15327_lociStitched	chr19	45250848	45252791	2	1883	2213.6599	5363	0
2_MACS_peak_24171_lociStitched	chr5	962954	964839	2	1861	2350.4065	5364	0
3_MACS_peak_21323_lociStitched	chr3	55721102	55723160	3	1788	2745.372	5365	0
1_MACS_peak_26245_lociStitched	chr6	26341706	26343535	1	1830	2525.849	5366	0
2_MACS_peak_2943_lociStitched	chr1	223316132	223318058	2	1879	2233.197	5367	0
2_MACS_peak_12336_lociStitched	chr17	29057790	29059571	2	1698	3145.0679	5368	0
2_MACS_peak_13642_lociStitched	chr17	80665240	80667128	2	1776	2798.5824	5369	0
2_MACS_peak_28542_lociStitched	chr7	74063389	74065785	2	1957	1638.864	5370	0
3_MACS_peak_7582_lociStitched	chr12	105501508	105503779	3	1780	2774.7078	5371	0
2_MACS_peak_31772_lociStitched	chr9	117349486	117351345	2	1808	2633.6453	5372	0
2_MACS_peak_27019_lociStitched	chr6	90538224	90540181	2	1770	2821.994	5373	0
2_MACS_peak_6657_lociStitched	chr12	22877968	22880015	2	1893	2130.7223	5374	0
2_MACS_peak_25360_lociStitched	chr5	141394258	141396195	2	1900	2082.6624	5375	0
1_MACS_peak_11495_lociStitched	chr16	68001680	68003559	1	1880	2214.7773	5376	0
1_MACS_peak_25225_lociStitched	chr5	133435243	133437019	1	1777	2786.0112	5377	0
1_MACS_peak_17656_lociStitched	chr2	187832315	187834065	1	1751	2906.225	5378	0
2_MACS_peak_27321_lociStitched	chr6	119467873	119469795	2	1837	2467.6558	5379	0
1_MACS_peak_2680_lociStitched	chr1	205179791	205181070	1	1280	4387.7374	5380	0
1_MACS_peak_29180_lociStitched	chr7	128594112	128595968	1	1857	2345.6128	5381	0
1_MACS_peak_29494_lociStitched	chr7	154996933	154998743	1	1811	2603.142	5382	0
1_MACS_peak_5856_lociStitched	chr11	94799958	94801434	1	1477	3887.046	5383	0
2_MACS_peak_24791_lociStitched	chr5	79702742	79704529	2	1755	2878.6783	5384	0
1_MACS_peak_29452_lociStitched	chr7	150671173	150672887	1	1715	3054.8622	5385	0
2_MACS_peak_8296_lociStitched	chr13	77459171	77461054	2	1861	2316.09	5386	0
1_MACS_peak_26454_lociStitched	chr6	33290055	33292006	1	1952	1652.1068	5387	0
2_MACS_peak_31982_lociStitched	chr9	131788729	131790560	2	1706	3089.2632	5388	0
2_MACS_peak_14500_lociStitched	chr19	4114419	4116355	2	1918	1926.5136	5389	0
2_MACS_peak_12739_lociStitched	chr17	42200173	42201771	2	1496	3825.612	5390	0
1_MACS_peak_13619_lociStitched	chr17	80327728	80329432	1	1705	3091.2264	5391	0
1_MACS_peak_24771_lociStitched	chr5	78809209	78810941	1	1733	2969.3408	5392	0
1_MACS_peak_20746_lociStitched	chr3	13113176	13115064	1	1889	2127.0208	5393	0
3_MACS_peak_4976_lociStitched	chr11	19462602	19464868	3	1928	1841.5782	5394	0
3_MACS_peak_28640_lociStitched	chr7	81270367	81272507	3	1878	2198.636	5395	0
1_MACS_peak_19993_lociStitched	chr22	24537021	24538890	1	1870	2249.7153	5396	0
2_MACS_peak_7482_lociStitched	chr12	95610674	95612710	2	1857	2329.7948	5397	0
1_MACS_peak_17525_lociStitched	chr2	173356082	173357957	1	1876	2211.1875	5398	0
3_MACS_peak_18061_lociStitched	chr2	225448942	225450875	3	1746	2908.7784	5399	0
1_MACS_peak_29524_lociStitched	chr7	157129076	157130526	1	1451	3951.685	5400	0
2_MACS_peak_13726_lociStitched	chr18	9005478	9007628	2	1914	1946.61	5401	0
2_MACS_peak_30079_lociStitched	chr8	54933520	54935421	2	1892	2103.2664	5402	0
1_MACS_peak_13841_lociStitched	chr18	19179799	19181440	1	1642	3334.1838	5403	0
2_MACS_peak_8248_lociStitched	chr13	53071483	53073423	2	1935	1771.996	5404	0
2_MACS_peak_13816_lociStitched	chr18	12883148	12884702	2	1534	3701.0064	5405	0
1_MACS_peak_30146_lociStitched	chr8	64080319	64081970	1	1652	3292.5893	5406	0
1_MACS_peak_31151_lociStitched	chr9	37464504	37466240	1	1737	2938.0064	5407	0
1_MACS_peak_20951_lociStitched	chr3	37284215	37285914	1	1700	3097.7867	5408	0
1_MACS_peak_13944_lociStitched	chr18	33729111	33730910	1	1800	2632.8365	5409	0
1_MACS_peak_24096_lociStitched	chr4	186273177	186274918	1	1742	2913.9117	5410	0
2_MACS_peak_21312_lociStitched	chr3	53924803	53926582	2	1682	3168.7548	5411	0
2_MACS_peak_16712_lociStitched	chr2	88409619	88411564	2	1826	2488.822	5412	0
3_MACS_peak_21595_lociStitched	chr3	101439729	101441800	3	1912	1931.6217	5413	0
2_MACS_peak_103_lociStitched	chr1	6672771	6674668	2	1721	2998.9673	5414	0
3_MACS_peak_11857_lociStitched	chr17	1418537	1420653	3	1782	2713.5584	5415	0
3_MACS_peak_31104_lociStitched	chr9	35568639	35570952	3	1903	1994.4999	5416	0
1_MACS_peak_5261_lociStitched	chr11	59435695	59437472	1	1778	2730.1828	5417	0
2_MACS_peak_4937_lociStitched	chr11	17034958	17036816	2	1852	2324.5438	5418	0
1_MACS_peak_5283_lociStitched	chr11	60828034	60829934	1	1901	1999.56	5419	0
1_MACS_peak_29416_lociStitched	chr7	148892462	148894227	1	1766	2784.2875	5420	0
1_MACS_peak_21902_lociStitched	chr3	128967585	128969135	1	1551	3628.085	5421	0
2_MACS_peak_31398_lociStitched	chr9	91002428	91004291	2	1724	2976.7014	5422	0
2_MACS_peak_24717_lociStitched	chr5	75378810	75380983	2	1918	1862.261	5423	0
2_MACS_peak_17933_lociStitched	chr2	212068373	212070258	2	1810	2552.4785	5424	0
1_MACS_peak_30877_lociStitched	chr9	503713	505566	1	1854	2298.2759	5425	0
2_MACS_peak_22452_lociStitched	chr3	183186216	183188096	2	1863	2241.9	5426	0
1_MACS_peak_26495_lociStitched	chr6	34759026	34760731	1	1706	3045.9825	5427	0
1_MACS_peak_2391_lociStitched	chr1	181002096	181003769	1	1674	3177.1943	5428	0
2_MACS_peak_20407_lociStitched	chr22	40598522	40600516	2	1834	2414.1358	5429	0
3_MACS_peak_1564_lociStitched	chr1	117112217	117114208	3	1834	2413.8884	5430	0
3_MACS_peak_22727_lociStitched	chr4	2282754	2284804	3	1880	2124.21	5431	0
1_MACS_peak_18979_lociStitched	chr20	42707820	42709577	1	1758	2805.0505	5432	0
1_MACS_peak_20862_lociStitched	chr3	23957978	23959705	1	1728	2942.6353	5433	0
