#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper
3_MACS_peak_5983_lociStitched	chr11	111238450	111246001	3	7142	11901.8862	305	1
1_MACS_peak_6479_lociStitched	chr12	7066524	7071488	1	4965	11898.2116	306	1
3_MACS_peak_25184_lociStitched	chr5	131745874	131751541	3	5444	11863.8645	307	1
3_MACS_peak_24144_lociStitched	chr5	188367	192788	3	3943	11849.6063	308	1
2_MACS_peak_24044_lociStitched	chr4	185338280	185345088	2	6767	11845.2392	309	1
1_MACS_peak_2431_lociStitched	chr1	183878807	183883409	1	4603	11803.6698	310	1
3_MACS_peak_13211_lociStitched	chr17	65642796	65648687	3	5803	11781.4109	311	1
1_MACS_peak_28925_lociStitched	chr7	104582261	104587190	1	4930	11772.9165	312	1
1_MACS_peak_26636_lociStitched	chr6	42748860	42752032	1	3173	11771.292	313	1
2_MACS_peak_17027_lociStitched	chr2	111877118	111881192	2	4005	11750.6382	314	1
1_MACS_peak_31471_lociStitched	chr9	93952900	93957352	1	4453	11736.3624	315	1
1_MACS_peak_24725_lociStitched	chr5	75696822	75700991	1	4170	11735.3181	316	1
1_MACS_peak_2266_lociStitched	chr1	167596484	167601180	1	4697	11732.4864	317	1
1_MACS_peak_16420_lociStitched	chr2	65163529	65168588	1	5060	11723.7266	318	1
2_MACS_peak_15168_lociStitched	chr19	39339381	39344122	2	4418	11709.7959	319	1
3_MACS_peak_28887_lociStitched	chr7	102080590	102087141	3	5892	11686.984	320	1
2_MACS_peak_5782_lociStitched	chr11	82677959	82683644	2	5302	11679.264	321	1
1_MACS_peak_17627_lociStitched	chr2	182168638	182175020	1	6383	11672.678	322	1
3_MACS_peak_31685_lociStitched	chr9	112678380	112682878	3	4458	11648.9204	323	1
4_MACS_peak_14043_lociStitched	chr18	46473564	46479744	4	5529	11648.682	324	1
2_MACS_peak_3817_lociStitched	chr10	63656890	63664072	2	7123	11629.8126	325	1
1_MACS_peak_3460_lociStitched	chr10	15826392	15832801	1	6410	11629.7714	326	1
1_MACS_peak_29378_lociStitched	chr7	142504106	142508644	1	4539	11602.3046	327	1
2_MACS_peak_1694_lociStitched	chr1	144962995	144968310	2	5255	11598.9245	328	1
4_MACS_peak_17276_lociStitched	chr2	134935271	134942926	4	7486	11577.422	329	1
2_MACS_peak_1691_lociStitched	chr1	144930492	144936959	2	6031	11544.8884	330	1
3_MACS_peak_23541_lociStitched	chr4	105407794	105414161	3	6234	11544.0077	331	1
2_MACS_peak_31459_lociStitched	chr9	93732905	93738170	2	5222	11540.88	332	1
3_MACS_peak_5426_lociStitched	chr11	65263642	65268553	3	4892	11534.4657	333	1
3_MACS_peak_28901_lociStitched	chr7	102251331	102257760	3	5914	11491.1946	334	1
4_MACS_peak_20222_lociStitched	chr22	36778522	36784786	4	6040	11466.252	335	1
1_MACS_peak_2872_lociStitched	chr1	212780063	212783231	1	3169	11461.5072	336	1
2_MACS_peak_2982_lociStitched	chr1	226066101	226071187	2	5025	11458.2494	337	1
2_MACS_peak_6477_lociStitched	chr12	7057907	7063910	2	5642	11454.3243	338	1
2_MACS_peak_28282_lociStitched	chr7	44668041	44674977	2	6882	11449.9488	339	1
2_MACS_peak_19772_lociStitched	chr21	47742493	47745566	2	3012	11426.9505	340	1
5_MACS_peak_11832_lociStitched	chr17	977898	985121	5	6840	11426.0637	341	1
2_MACS_peak_15750_lociStitched	chr2	10259876	10264021	2	4100	11410.356	342	1
5_MACS_peak_24038_lociStitched	chr4	185324256	185332330	5	7595	11409.3694	343	1
2_MACS_peak_28343_lociStitched	chr7	47708419	47712200	2	3688	11405.7646	344	1
2_MACS_peak_3347_lociStitched	chr10	6967335	6972379	2	5040	11396.4136	345	1
2_MACS_peak_20326_lociStitched	chr22	39146631	39152640	2	5599	11393.6649	346	1
1_MACS_peak_29406_lociStitched	chr7	148580122	148582619	1	2498	11386.32	347	1
1_MACS_peak_29401_lociStitched	chr7	148394864	148397598	1	2735	11383.009	348	1
2_MACS_peak_11030_lociStitched	chr16	23413722	23419285	2	5507	11380.2291	349	1
1_MACS_peak_20006_lociStitched	chr22	24822635	24826340	1	3706	11323.5915	350	1
2_MACS_peak_32157_lociStitched	chr9	139792675	139798150	2	5274	11322.8475	351	1
2_MACS_peak_21099_lociStitched	chr3	46246047	46251512	2	5438	11314.1895	352	1
4_MACS_peak_18293_lociStitched	chr2	238599829	238607644	4	7222	11309.868	353	1
1_MACS_peak_19404_lociStitched	chr21	11168477	11172044	1	3568	11298.4725	354	1
4_MACS_peak_28074_lociStitched	chr7	26191359	26197554	4	5781	11289.768	355	1
2_MACS_peak_14171_lociStitched	chr18	56806566	56811899	2	5233	11285.6946	356	1
4_MACS_peak_4346_lociStitched	chr10	104531319	104538466	4	6446	11255.8103	357	1
4_MACS_peak_14971_lociStitched	chr19	19054162	19061235	4	6732	11246.07	358	1
5_MACS_peak_26406_lociStitched	chr6	31702208	31708842	5	6502	11237.996	359	1
5_MACS_peak_10371_lociStitched	chr15	90613265	90620314	5	6289	11232.5815	360	1
1_MACS_peak_3219_lociStitched	chr1	245025856	245028769	1	2914	11217.6717	361	1
3_MACS_peak_16840_lociStitched	chr2	99116438	99123353	3	6799	11217.513	362	1
5_MACS_peak_4434_lociStitched	chr10	112256471	112264679	5	7609	11185.8624	363	1
1_MACS_peak_25810_lociStitched	chr5	179245110	179248933	1	3824	11163.16	364	1
2_MACS_peak_29347_lociStitched	chr7	141014712	141021900	2	6904	11141.4	365	1
2_MACS_peak_16227_lociStitched	chr2	47167451	47173859	2	6299	11139.0264	366	1
2_MACS_peak_20317_lociStitched	chr22	38900794	38903505	2	2583	11135.9747	367	1
2_MACS_peak_13128_lociStitched	chr17	62150288	62156354	2	5745	11133.5364	368	1
1_MACS_peak_3221_lociStitched	chr1	245132846	245135259	1	2414	11128.756	369	1
1_MACS_peak_1670_lociStitched	chr1	143742248	143745891	1	3644	11107.507	370	1
1_MACS_peak_22183_lociStitched	chr3	156876599	156879145	1	2547	11064.6614	371	1
1_MACS_peak_12021_lociStitched	chr17	6915445	6920171	1	4727	11063.566	372	1
2_MACS_peak_2145_lociStitched	chr1	161151073	161156934	2	5784	11038.6074	373	1
2_MACS_peak_22232_lociStitched	chr3	161486424	161491168	2	4728	11034.0696	374	1
2_MACS_peak_13441_lociStitched	chr17	75204564	75209696	2	4982	11031.234	375	1
2_MACS_peak_16965_lociStitched	chr2	109829591	109835895	2	5892	11018.7616	376	1
2_MACS_peak_21128_lociStitched	chr3	46578374	46583546	2	4812	11018.4288	377	1
1_MACS_peak_19328_lociStitched	chr20	60911381	60916173	1	4793	11015.3704	378	1
2_MACS_peak_24054_lociStitched	chr4	185393262	185396998	2	3658	11009.6184	379	1
1_MACS_peak_27323_lociStitched	chr6	119668452	119672262	1	3811	11007.09	380	1
1_MACS_peak_18217_lociStitched	chr2	234873606	234878075	1	4470	10983.9082	381	1
2_MACS_peak_3295_lociStitched	chr10	3824683	3828858	2	3973	10967.3075	382	1
3_MACS_peak_24057_lociStitched	chr4	185454533	185460819	3	6098	10933.8684	383	1
2_MACS_peak_6960_lociStitched	chr12	49759968	49764743	2	4568	10932.3625	384	1
3_MACS_peak_5706_lociStitched	chr11	74659583	74666051	3	6400	10925.7456	385	1
3_MACS_peak_25981_lociStitched	chr6	7958740	7965291	3	6211	10912.6558	386	1
2_MACS_peak_2253_lociStitched	chr1	167188914	167192014	2	3033	10906.73	387	1
2_MACS_peak_29878_lociStitched	chr8	29204646	29209977	2	5306	10900.8288	388	1
3_MACS_peak_6373_lociStitched	chr12	1638801	1644796	3	5558	10897.711	389	1
6_MACS_peak_10080_lociStitched	chr15	74832158	74840043	6	6813	10889.9735	390	1
2_MACS_peak_45_lociStitched	chr1	1708577	1713250	2	4441	10879.6786	391	1
4_MACS_peak_31563_lociStitched	chr9	98267438	98273909	4	6043	10870.6329	392	1
3_MACS_peak_11936_lociStitched	chr17	4002639	4007441	3	4696	10848.6784	393	1
2_MACS_peak_29824_lociStitched	chr8	27231753	27238600	2	6741	10847.7021	394	1
2_MACS_peak_11578_lociStitched	chr16	70769928	70773740	2	3730	10834.8476	395	1
3_MACS_peak_25857_lociStitched	chr6	389216	395083	3	5568	10834.5889	396	1
6_MACS_peak_1476_lociStitched	chr1	111173579	111180762	6	6679	10826.2176	397	1
4_MACS_peak_26980_lociStitched	chr6	88630632	88637517	4	6515	10820.466	398	1
3_MACS_peak_29036_lociStitched	chr7	114568043	114573753	3	5193	10766.776	399	1
2_MACS_peak_14837_lociStitched	chr19	16186567	16191162	2	4499	10759.652	400	1
2_MACS_peak_18780_lociStitched	chr20	32444156	32448835	2	4215	10758.4247	401	1
1_MACS_peak_1719_lociStitched	chr1	145434485	145439172	1	4688	10744.0101	402	1
2_MACS_peak_2038_lociStitched	chr1	156468591	156472884	2	3866	10733.7879	403	1
1_MACS_peak_14583_lociStitched	chr19	7400763	7403957	1	3195	10723.855	404	1
1_MACS_peak_11974_lociStitched	chr17	4850475	4854156	1	3682	10708.029	405	1
2_MACS_peak_3013_lociStitched	chr1	226592944	226596941	2	3957	10703.5663	406	1
1_MACS_peak_14458_lociStitched	chr19	2619586	2622813	1	3228	10655.8767	407	1
1_MACS_peak_19538_lociStitched	chr21	34702076	34705824	1	3749	10649.5672	408	1
2_MACS_peak_19623_lociStitched	chr21	39639336	39644758	2	5278	10649.3502	409	1
3_MACS_peak_14873_lociStitched	chr19	16544801	16550666	3	5196	10643.2155	410	1
5_MACS_peak_13963_lociStitched	chr18	42289006	42296854	5	7338	10616.7744	411	1
2_MACS_peak_11575_lociStitched	chr16	70669135	70674357	2	5143	10601.1822	412	1
1_MACS_peak_1710_lociStitched	chr1	145194138	145197627	1	3490	10596.4419	413	1
2_MACS_peak_24889_lociStitched	chr5	90675138	90680696	2	5514	10584.6552	414	1
1_MACS_peak_22312_lociStitched	chr3	171756952	171759228	1	2277	10576.7996	415	1
4_MACS_peak_4849_lociStitched	chr11	10334290	10341271	4	6234	10575.5169	416	1
3_MACS_peak_2338_lociStitched	chr1	174933527	174939578	3	5821	10575.3327	417	1
2_MACS_peak_3682_lociStitched	chr10	43901108	43905527	2	4389	10564.0614	418	1
1_MACS_peak_2117_lociStitched	chr1	160641397	160646293	1	4897	10559.6928	419	1
2_MACS_peak_22596_lociStitched	chr3	193851431	193855608	2	4137	10545.2542	420	1
1_MACS_peak_3001_lociStitched	chr1	226308797	226311324	1	2528	10542.8967	421	1
2_MACS_peak_17402_lociStitched	chr2	158295777	158302005	2	6209	10533.4164	422	1
2_MACS_peak_18247_lociStitched	chr2	236407359	236412222	2	4670	10529.8539	423	1
2_MACS_peak_6440_lociStitched	chr12	6468392	6473504	2	5077	10523.5632	424	1
2_MACS_peak_26543_lociStitched	chr6	36559114	36563057	2	3900	10506.1235	425	1
3_MACS_peak_32655_lociStitched	chrX	58231149	58238840	3	7629	10495.1386	426	1
3_MACS_peak_10126_lociStitched	chr15	75743251	75748675	3	4951	10485.6768	427	1
2_MACS_peak_30269_lociStitched	chr8	81011429	81017465	2	6023	10475.478	428	1
2_MACS_peak_18946_lociStitched	chr20	40720350	40724855	2	4436	10470.521	429	1
1_MACS_peak_25382_lociStitched	chr5	142781792	142785608	1	3817	10460.4192	430	1
1_MACS_peak_2526_lociStitched	chr1	194797438	194801732	1	4295	10455.0312	431	1
2_MACS_peak_9904_lociStitched	chr15	65183823	65188533	2	4665	10441.599	432	1
2_MACS_peak_14434_lociStitched	chr19	2393201	2397034	2	3585	10434.5759	433	1
1_MACS_peak_31468_lociStitched	chr9	93923871	93927736	1	3866	10426.997	434	1
1_MACS_peak_22679_lociStitched	chr3	197460659	197464551	1	3893	10409.5432	435	1
1_MACS_peak_29304_lociStitched	chr7	139043183	139045764	1	2582	10391.6222	436	1
2_MACS_peak_25710_lociStitched	chr5	173697301	173702343	2	4952	10378.957	437	1
5_MACS_peak_27116_lociStitched	chr6	106531250	106539436	5	8007	10346.2854	438	1
1_MACS_peak_22590_lociStitched	chr3	193800427	193803700	1	3274	10345.953	439	1
3_MACS_peak_25681_lociStitched	chr5	173169028	173174027	3	4409	10341.4313	440	1
4_MACS_peak_23033_lociStitched	chr4	38129514	38135624	4	6017	10333.232	441	1
2_MACS_peak_27309_lociStitched	chr6	117865455	117871622	2	6142	10275.4554	442	1
4_MACS_peak_1598_lociStitched	chr1	118171210	118177842	4	6313	10273.6312	443	1
1_MACS_peak_13516_lociStitched	chr17	76884928	76889208	1	4281	10255.308	444	1
1_MACS_peak_2833_lociStitched	chr1	211431347	211434313	1	2967	10254.945	445	1
2_MACS_peak_2997_lociStitched	chr1	226249182	226252039	2	2846	10252.0588	446	1
1_MACS_peak_13359_lociStitched	chr17	73871273	73875169	1	3897	10248.8176	447	1
2_MACS_peak_7509_lociStitched	chr12	98908397	98912929	2	4399	10248.6648	448	1
2_MACS_peak_20324_lociStitched	chr22	39099854	39103122	2	3141	10247.1408	449	1
6_MACS_peak_23233_lociStitched	chr4	71528931	71536796	6	7055	10237.8705	450	1
4_MACS_peak_18675_lociStitched	chr20	25274428	25281151	4	6429	10229.0445	451	1
2_MACS_peak_17005_lociStitched	chr2	111432095	111437233	2	5019	10217.9406	452	1
1_MACS_peak_28886_lociStitched	chr7	102071634	102075526	1	3893	10210.2728	453	1
5_MACS_peak_30517_lociStitched	chr8	120942382	120948746	5	5513	10209.1288	454	1
1_MACS_peak_4338_lociStitched	chr10	104402035	104406857	1	4823	10199.9766	455	1
5_MACS_peak_28329_lociStitched	chr7	47516478	47522585	5	5673	10177.9262	456	1
4_MACS_peak_23045_lociStitched	chr4	38664609	38669633	4	4880	10165.0592	457	1
1_MACS_peak_23303_lociStitched	chr4	77117696	77122410	1	4715	10122.3722	458	1
1_MACS_peak_16245_lociStitched	chr2	47546291	47550801	1	4511	10120.44	459	1
1_MACS_peak_29865_lociStitched	chr8	28347809	28352829	1	5021	10120.32	460	1
3_MACS_peak_5990_lociStitched	chr11	111284537	111290920	3	6186	10106.8422	461	1
1_MACS_peak_19671_lociStitched	chr21	43450235	43453791	1	3557	10101.1736	462	1
1_MACS_peak_20260_lociStitched	chr22	37624541	37628528	1	3988	10097.0775	463	1
1_MACS_peak_19537_lociStitched	chr21	34696440	34699087	1	2648	10091.4228	464	1
1_MACS_peak_17555_lociStitched	chr2	175457848	175463614	1	5767	10089.9234	465	1
4_MACS_peak_3948_lociStitched	chr10	74018480	74024175	4	5037	10087.5535	466	1
2_MACS_peak_7010_lociStitched	chr12	51712248	51718530	2	6057	10083.8664	467	1
3_MACS_peak_22702_lociStitched	chr4	1208039	1213876	3	5392	10081.0827	468	1
1_MACS_peak_1931_lociStitched	chr1	154830839	154834219	1	3381	10077.132	469	1
1_MACS_peak_5674_lociStitched	chr11	72862350	72866476	1	4127	10074.4542	470	1
1_MACS_peak_20757_lociStitched	chr3	13460128	13463320	1	3193	10071.3984	471	1
1_MACS_peak_26753_lociStitched	chr6	52399515	52403637	1	4123	10062.2142	472	1
1_MACS_peak_22178_lociStitched	chr3	156804974	156808542	1	3569	10058.9056	473	1
1_MACS_peak_24991_lociStitched	chr5	109190758	109195647	1	4890	10050.8062	474	1
1_MACS_peak_29750_lociStitched	chr8	22297700	22302302	1	4603	10032.36	475	1
1_MACS_peak_29169_lociStitched	chr7	128170423	128172720	1	2298	10017.6764	476	1
2_MACS_peak_2717_lociStitched	chr1	206287038	206291700	2	4662	10012.1112	477	1
5_MACS_peak_29253_lociStitched	chr7	134675984	134682318	5	6256	9989.9848	478	1
1_MACS_peak_6255_lociStitched	chr11	126334370	126337521	1	3152	9974.1754	479	1
2_MACS_peak_21559_lociStitched	chr3	98487602	98492466	2	4773	9964.8768	480	1
2_MACS_peak_19577_lociStitched	chr21	36258554	36262514	2	3938	9950.688	481	1
1_MACS_peak_19627_lociStitched	chr21	40684486	40686517	1	2032	9941.9481	482	1
2_MACS_peak_5665_lociStitched	chr11	72427669	72434158	2	6350	9938.5524	483	1
1_MACS_peak_16164_lociStitched	chr2	43444499	43449826	1	5328	9933.2569	484	1
2_MACS_peak_15851_lociStitched	chr2	20420869	20426155	2	5101	9931.3368	485	1
1_MACS_peak_5986_lociStitched	chr11	111246816	111251321	1	4506	9928.119	486	1
1_MACS_peak_30927_lociStitched	chr9	5626132	5630254	1	4123	9898.5708	487	1
2_MACS_peak_28078_lociStitched	chr7	26238920	26242484	2	3396	9895.8024	488	1
2_MACS_peak_28764_lociStitched	chr7	98475749	98480727	2	4807	9865.4004	489	1
3_MACS_peak_28061_lociStitched	chr7	25987040	25991878	3	4620	9864.1982	490	1
1_MACS_peak_11362_lociStitched	chr16	56963739	56967233	1	3495	9861.1162	491	1
7_MACS_peak_13743_lociStitched	chr18	9135009	9140974	7	5446	9858.952	492	1
2_MACS_peak_11508_lociStitched	chr16	68284185	68288218	2	4027	9842.9398	493	1
4_MACS_peak_29819_lociStitched	chr8	27217309	27225866	4	7397	9839.6943	494	1
1_MACS_peak_21985_lociStitched	chr3	135913665	135916462	1	2798	9828.9377	495	1
6_MACS_peak_24844_lociStitched	chr5	88118257	88127249	6	8117	9821.9616	496	1
1_MACS_peak_24610_lociStitched	chr5	61985391	61990662	1	5272	9806.6955	497	1
1_MACS_peak_1711_lociStitched	chr1	145208377	145210615	1	2239	9803.3352	498	1
1_MACS_peak_22295_lociStitched	chr3	169897476	169899707	1	2232	9783.6043	499	1
3_MACS_peak_30597_lociStitched	chr8	126441384	126447789	3	6226	9777.2325	500	1
1_MACS_peak_16037_lociStitched	chr2	33700209	33705054	1	4846	9772.8495	501	1
1_MACS_peak_19750_lociStitched	chr21	45717301	45721119	1	3819	9772.5528	502	1
1_MACS_peak_4569_lociStitched	chr10	125863709	125868005	1	4297	9769.104	503	1
1_MACS_peak_24555_lociStitched	chr5	56110158	56113445	1	3288	9756.8021	504	1
3_MACS_peak_26224_lociStitched	chr6	26195248	26200827	3	5541	9754.3236	505	1
3_MACS_peak_16154_lociStitched	chr2	43357272	43362731	3	5103	9750.3199	506	1
2_MACS_peak_12908_lociStitched	chr17	47822686	47827411	2	4618	9727.83	507	1
2_MACS_peak_21858_lociStitched	chr3	126629068	126633135	2	4040	9722.5702	508	1
1_MACS_peak_23730_lociStitched	chr4	129730395	129734365	1	3971	9710.223	509	1
1_MACS_peak_22300_lociStitched	chr3	170072526	170076283	1	3758	9709.5908	510	1
1_MACS_peak_9709_lociStitched	chr15	50645862	50648201	1	2340	9697.2601	511	1
1_MACS_peak_31844_lociStitched	chr9	126099991	126103316	1	3326	9690.0475	512	1
1_MACS_peak_6277_lociStitched	chr11	128562561	128566061	1	3501	9684.5	513	1
3_MACS_peak_17717_lociStitched	chr2	197039061	197044574	3	5332	9681.9306	514	1
3_MACS_peak_21284_lociStitched	chr3	52738719	52745302	3	6527	9680.9598	515	1
1_MACS_peak_1357_lociStitched	chr1	92948252	92953042	1	4791	9678.674	516	1
3_MACS_peak_14667_lociStitched	chr19	10762131	10765950	3	3586	9678.4917	517	1
2_MACS_peak_13512_lociStitched	chr17	76775503	76779509	2	3840	9676.493	518	1
4_MACS_peak_23320_lociStitched	chr4	77614827	77620465	4	5316	9671.989	519	1
2_MACS_peak_19549_lociStitched	chr21	34913322	34916339	2	3015	9668.8816	520	1
1_MACS_peak_28716_lociStitched	chr7	92461390	92466002	1	4613	9668.1356	521	1
2_MACS_peak_24413_lociStitched	chr5	39073496	39077310	2	3730	9668.1086	522	1
1_MACS_peak_2106_lociStitched	chr1	160230715	160233621	1	2907	9653.4414	523	1
1_MACS_peak_1773_lociStitched	chr1	149222239	149225289	1	3051	9629.46	524	1
1_MACS_peak_4350_lociStitched	chr10	104539118	104543780	1	4663	9627.4962	525	1
2_MACS_peak_17317_lociStitched	chr2	137138036	137142396	2	4355	9611.62	526	1
1_MACS_peak_29187_lociStitched	chr7	128761297	128764443	1	3147	9592.7832	527	1
2_MACS_peak_7388_lociStitched	chr12	89744233	89749070	2	4683	9589.8362	528	1
2_MACS_peak_26139_lociStitched	chr6	20401175	20404982	2	3553	9585.6453	529	1
1_MACS_peak_16913_lociStitched	chr2	106411740	106416359	1	4620	9583.9631	530	1
2_MACS_peak_14376_lociStitched	chr19	1406817	1409565	2	2683	9571.8336	531	1
2_MACS_peak_25195_lociStitched	chr5	131798426	131803933	2	5482	9571.166	532	1
3_MACS_peak_12700_lociStitched	chr17	40827078	40832487	3	4991	9562.0302	533	1
2_MACS_peak_17588_lociStitched	chr2	178127739	178130453	2	2715	9540.7956	534	1
2_MACS_peak_23529_lociStitched	chr4	103747235	103750424	2	3185	9528.732	535	1
2_MACS_peak_2635_lociStitched	chr1	203272736	203278374	2	5248	9525.401	536	1
3_MACS_peak_21568_lociStitched	chr3	99341807	99346803	3	4625	9516.3808	537	1
1_MACS_peak_2420_lociStitched	chr1	183439507	183442298	1	2792	9507.5415	538	1
2_MACS_peak_1129_lociStitched	chr1	62901216	62903988	2	2690	9500.4756	539	1
1_MACS_peak_5620_lociStitched	chr11	69061498	69066695	1	5198	9490.2417	540	1
3_MACS_peak_6760_lociStitched	chr12	31247869	31254344	3	5612	9487.17	541	1
1_MACS_peak_14081_lociStitched	chr18	48677485	48681456	1	3972	9481.5567	542	1
2_MACS_peak_2143_lociStitched	chr1	161144635	161147859	2	3202	9479.5272	543	1
1_MACS_peak_18583_lociStitched	chr20	17948133	17951032	1	2900	9471.033	544	1
2_MACS_peak_15982_lociStitched	chr2	28612905	28616980	2	4033	9466.6325	545	1
1_MACS_peak_29035_lociStitched	chr7	114561920	114564538	1	2619	9454.1216	546	1
2_MACS_peak_7854_lociStitched	chr12	122237656	122242755	2	4667	9452.5262	547	1
1_MACS_peak_19265_lociStitched	chr20	56054266	56058323	1	4058	9451.9986	548	1
1_MACS_peak_24289_lociStitched	chr5	14211716	14216051	1	4336	9436.428	549	1
4_MACS_peak_23408_lociStitched	chr4	87855390	87862114	4	6567	9414.2724	550	1
3_MACS_peak_25130_lociStitched	chr5	126111971	126115913	3	3720	9397.728	551	1
5_MACS_peak_23389_lociStitched	chr4	84138042	84144032	5	5590	9388.726	552	1
2_MACS_peak_30749_lociStitched	chr8	142126606	142131577	2	4778	9365.364	553	1
2_MACS_peak_1871_lociStitched	chr1	152006718	152012208	2	5430	9364.293	554	1
2_MACS_peak_3765_lociStitched	chr10	52381578	52385922	2	4332	9355.6728	555	1
2_MACS_peak_17202_lociStitched	chr2	128585817	128589883	2	4048	9354.2396	556	1
5_MACS_peak_32649_lociStitched	chrX	58216820	58225229	5	7861	9342.399	557	1
2_MACS_peak_7555_lociStitched	chr12	104321067	104325059	2	3851	9334.4936	558	1
1_MACS_peak_3621_lociStitched	chr10	32634975	32636842	1	1868	9320.6241	559	1
6_MACS_peak_10323_lociStitched	chr15	89176700	89183924	6	6778	9308.124	560	1
3_MACS_peak_13408_lociStitched	chr17	74776336	74781740	3	4834	9297.582	561	1
7_MACS_peak_27189_lociStitched	chr6	108936181	108944274	7	6991	9295.6198	562	1
6_MACS_peak_24147_lociStitched	chr5	217792	224844	6	5837	9294.536	563	1
3_MACS_peak_14423_lociStitched	chr19	2235192	2239352	3	3769	9294.272	564	1
3_MACS_peak_16834_lociStitched	chr2	99086370	99092389	3	5777	9287.317	565	1
2_MACS_peak_22638_lociStitched	chr3	195820570	195825242	2	4347	9287.0016	566	1
4_MACS_peak_14851_lociStitched	chr19	16264442	16270166	4	5206	9276.3144	567	1
1_MACS_peak_19841_lociStitched	chr22	19417460	19420650	1	3191	9261.846	568	1
3_MACS_peak_10459_lociStitched	chr15	99190184	99193344	3	3035	9245.212	569	1
1_MACS_peak_29167_lociStitched	chr7	128145169	128148950	1	3782	9237.7392	570	1
2_MACS_peak_19240_lociStitched	chr20	55126446	55131872	2	5399	9236.6798	571	1
2_MACS_peak_31258_lociStitched	chr9	71250946	71257286	2	6304	9230.406	572	1
4_MACS_peak_10217_lociStitched	chr15	81585601	81592653	4	6646	9230.3628	573	1
1_MACS_peak_451_lociStitched	chr1	25071725	25076819	1	5095	9226.2528	574	1
4_MACS_peak_16078_lociStitched	chr2	37600639	37606015	4	4921	9218.7648	575	1
1_MACS_peak_3102_lociStitched	chr1	230280939	230287124	1	6186	9213.7945	576	1
4_MACS_peak_17693_lociStitched	chr2	192539423	192544513	4	4852	9205.774	577	1
1_MACS_peak_14354_lociStitched	chr19	1066736	1070091	1	3356	9172.2345	578	1
4_MACS_peak_2445_lociStitched	chr1	184710949	184717433	4	6308	9170.3212	579	1
4_MACS_peak_7270_lociStitched	chr12	69200508	69205748	4	4357	9155.852	580	1
1_MACS_peak_3914_lociStitched	chr10	72237551	72241589	1	4039	9136.3788	581	1
1_MACS_peak_22314_lociStitched	chr3	171801650	171806891	1	5242	9134.0148	582	1
3_MACS_peak_13476_lociStitched	chr17	76123423	76128869	3	5427	9124.2284	583	1
1_MACS_peak_12751_lociStitched	chr17	42294478	42299381	1	4904	9113.2061	584	1
3_MACS_peak_10803_lociStitched	chr16	11402178	11407224	3	4925	9113.076	585	1
2_MACS_peak_28984_lociStitched	chr7	106807905	106810822	2	2704	9110.0827	586	1
1_MACS_peak_102_lociStitched	chr1	6660585	6664579	1	3995	9104.7224	587	1
2_MACS_peak_6108_lociStitched	chr11	118659788	118663124	2	3336	9098.2728	588	1
2_MACS_peak_20570_lociStitched	chr22	48492249	48496018	2	3764	9093.8432	589	1
1_MACS_peak_30937_lociStitched	chr9	6411718	6414507	1	2790	9090.7455	590	1
1_MACS_peak_1982_lociStitched	chr1	155657424	155659672	1	2249	9087.0904	591	1
1_MACS_peak_23073_lociStitched	chr4	40056962	40059666	1	2705	9078.4096	592	1
3_MACS_peak_25722_lociStitched	chr5	175076493	175083124	3	6435	9075.8497	593	1
1_MACS_peak_22182_lociStitched	chr3	156851745	156855441	1	3697	9072.5712	594	1
3_MACS_peak_29808_lociStitched	chr8	26432191	26436804	3	4450	9065.9289	595	1
2_MACS_peak_4670_lociStitched	chr11	267539	271030	2	3460	9042.0391	596	1
3_MACS_peak_20752_lociStitched	chr3	13372145	13376890	3	4502	9028.786	597	1
1_MACS_peak_3023_lociStitched	chr1	226924765	226928628	1	3864	9023.5817	598	1
2_MACS_peak_2274_lociStitched	chr1	167904255	167907151	2	2813	9021.6192	599	1
5_MACS_peak_32454_lociStitched	chrX	39953464	39959972	5	6065	9020.088	600	1
2_MACS_peak_8313_lociStitched	chr13	78689263	78694833	2	5435	9013.374	601	1
5_MACS_peak_32663_lociStitched	chrX	58270850	58278852	5	7264	9010.252	602	1
5_MACS_peak_19050_lociStitched	chr20	45178999	45184827	5	5353	9006.5912	603	1
3_MACS_peak_19661_lociStitched	chr21	43251531	43255325	3	3618	9003.9208	604	1
1_MACS_peak_3169_lociStitched	chr1	235666485	235669285	1	2801	9002	605	1
2_MACS_peak_790_lociStitched	chr1	39973774	39977953	2	3861	8994.4617	606	1
3_MACS_peak_10750_lociStitched	chr16	9053796	9058588	3	4440	8991.7088	607	1
1_MACS_peak_14170_lociStitched	chr18	56751830	56756522	1	4693	8981.4264	608	1
1_MACS_peak_22281_lociStitched	chr3	169760633	169765112	1	4480	8980.395	609	1
2_MACS_peak_24804_lociStitched	chr5	81146536	81151870	2	5238	8963.2536	610	1
2_MACS_peak_1978_lociStitched	chr1	155531265	155534420	2	3066	8956.414	611	1
2_MACS_peak_12249_lociStitched	chr17	20943668	20947864	2	4119	8932.4448	612	1
