REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
5_MACS_peak_9768_lociStitched	chr15	52969785	52976972	5	6496	13729.3261	206	1	KIAA1370		KIAA1370	206	1
3_MACS_peak_32637_lociStitched	chrX	58124264	58135315	3	10678	13718.7114	207	1			ZXDA	207	1
4_MACS_peak_4996_lociStitched	chr11	22686112	22694573	4	8240	13705.1278	208	1	GAS2	GAS2,FANCF	GAS2	208	1
4_MACS_peak_16825_lociStitched	chr2	99060739	99069499	4	8333	13688.376	209	1	INPP4A		INPP4A	209	1
1_MACS_peak_16667_lociStitched	chr2	86262204	86267222	1	5019	13681.577	210	1	POLR1A	LOC90784	LOC90784	210	1
4_MACS_peak_11473_lociStitched	chr16	67595292	67601310	4	5331	13677.7104	211	1	CTCF	FAM65A	CTCF	211	1
1_MACS_peak_2367_lociStitched	chr1	179049559	179053500	1	3942	13581.4742	212	1	TOR3A		TOR3A	212	1
5_MACS_peak_16438_lociStitched	chr2	65615337	65623671	5	7485	13576.9194	213	1	SPRED2	SPRED2	SPRED2	213	1
2_MACS_peak_10340_lociStitched	chr15	89654500	89661045	2	6544	13539.6415	214	1	ABHD2		ABHD2	214	1
4_MACS_peak_10857_lociStitched	chr16	12056687	12065035	4	8258	13538.7864	215	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	215	1
5_MACS_peak_8520_lociStitched	chr13	115042086	115048249	5	5937	13521.0057	216	1	UPF3A	CDC16,ZNF828	UPF3A	216	1
2_MACS_peak_32019_lociStitched	chr9	132646830	132652121	2	5219	13487.8172	217	1	FNBP1	USP20,C9orf78	USP20	217	1
1_MACS_peak_15399_lociStitched	chr19	47614174	47617630	1	3457	13440.0384	218	1	ZC3H4	SAE1	ZC3H4	218	1
1_MACS_peak_8495_lociStitched	chr13	114562507	114567915	1	5409	13432.3904	219	1	GAS6	FLJ44054,GAS6	GAS6	219	1
5_MACS_peak_23794_lociStitched	chr4	144273296	144282065	5	8247	13413.9393	220	1	GAB1		GAB1	220	1
3_MACS_peak_23282_lociStitched	chr4	76023359	76029371	3	5581	13384.5156	221	1			PARM1	221	1
1_MACS_peak_22601_lociStitched	chr3	194022634	194026694	1	4061	13358.618	222	1	LOC100131551	CPN2	LOC100131551	222	1
6_MACS_peak_23082_lociStitched	chr4	40302506	40312310	6	9049	13316.7732	223	1		CHRNA9	CHRNA9	223	1
2_MACS_peak_16230_lociStitched	chr2	47208583	47214354	2	5737	13274.4542	224	1	TTC7A	MCFD2	MCFD2	224	1
2_MACS_peak_16242_lociStitched	chr2	47535494	47540170	2	4639	13255.0572	225	1			EPCAM	225	1
1_MACS_peak_3218_lociStitched	chr1	244996729	244999754	1	3026	13247.685	226	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	226	1
2_MACS_peak_16038_lociStitched	chr2	33717481	33724397	2	6777	13246.2148	227	1	RASGRP3	RASGRP3	RASGRP3	227	1
3_MACS_peak_3042_lociStitched	chr1	228269211	228274045	3	4669	13224.8572	228	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	228	1
2_MACS_peak_1796_lociStitched	chr1	149856079	149860960	2	4667	13218.2361	229	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	229	1
1_MACS_peak_32066_lociStitched	chr9	134549781	134555458	1	5678	13153.0413	230	1	RAPGEF1		RAPGEF1	230	1
1_MACS_peak_2906_lociStitched	chr1	218336050	218339538	1	3489	13141.3888	231	1			RRP15	231	1
2_MACS_peak_25300_lociStitched	chr5	139013583	139019214	2	5546	13112.3466	232	1		CXXC5	CXXC5	232	1
3_MACS_peak_17291_lociStitched	chr2	135162881	135170616	3	7636	13109.278	233	1	MGAT5	LOC151162	LOC151162	233	1
2_MACS_peak_9614_lociStitched	chr15	42894976	42901996	2	6925	13091.598	234	1	STARD9		STARD9	234	1
3_MACS_peak_20334_lociStitched	chr22	39377430	39384406	3	6398	13059.072	235	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	235	1
2_MACS_peak_1935_lociStitched	chr1	154923355	154929758	2	6332	13046.1125	236	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	236	1
1_MACS_peak_28884_lociStitched	chr7	102064056	102068509	1	4454	13032.1498	237	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	237	1
1_MACS_peak_19670_lociStitched	chr21	43428969	43431548	1	2580	13026.529	238	1	ZNF295	C21orf121	ZNF295	238	1
3_MACS_peak_19726_lociStitched	chr21	45198194	45204477	3	5993	12986.961	239	1		RRP1,CSTB,LOC284837	CSTB	239	1
3_MACS_peak_16795_lociStitched	chr2	97190382	97196260	3	5448	12975.685	240	1		ARID5A,NEURL3	ARID5A	240	1
2_MACS_peak_31456_lociStitched	chr9	93702323	93708262	2	5840	12952.3651	241	1			SYK	241	1
5_MACS_peak_9802_lociStitched	chr15	56657025	56665596	5	8114	12828.2157	242	1	TEX9		TEX9	242	1
4_MACS_peak_11943_lociStitched	chr17	4273998	4281620	4	7257	12797.338	243	1		UBE2G1	UBE2G1	243	1
5_MACS_peak_12780_lociStitched	chr17	43298394	43307156	5	7773	12767.1102	244	1	FMNL1	LOC100133991,C17orf46	FMNL1	244	1
3_MACS_peak_14330_lociStitched	chr19	659907	663876	3	3763	12744.459	245	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	245	1
4_MACS_peak_19958_lociStitched	chr22	23478087	23485101	4	6674	12710.0694	246	1	RTDR1	RAB36,BCR	RTDR1	246	1
2_MACS_peak_3826_lociStitched	chr10	63804789	63811747	2	6812	12686.5214	247	1	ARID5B		ARID5B	247	1
2_MACS_peak_4567_lociStitched	chr10	125848778	125854509	2	5510	12684.9954	248	1	CHST15		CHST15	248	1
4_MACS_peak_28712_lociStitched	chr7	92438151	92445495	4	7080	12682.3536	249	1	CDK6		CDK6	249	1
4_MACS_peak_7123_lociStitched	chr12	57076649	57083415	4	6526	12657.8328	250	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	250	1
2_MACS_peak_1993_lociStitched	chr1	155912834	155918867	2	6025	12650.5977	251	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	251	1
1_MACS_peak_19639_lociStitched	chr21	41303068	41309149	1	6082	12642.399	252	1			PCP4	252	1
1_MACS_peak_18778_lociStitched	chr20	32424053	32432149	1	8097	12632.9984	253	1	CHMP4B		CHMP4B	253	1
4_MACS_peak_27449_lociStitched	chr6	135190239	135196565	4	5933	12619.1048	254	1			ALDH8A1	254	1
1_MACS_peak_1910_lociStitched	chr1	154297232	154301840	1	4609	12618.5472	255	1	AQP10,ATP8B2		ATP8B2	255	1
2_MACS_peak_12417_lociStitched	chr17	32713379	32719486	2	6062	12609.1229	256	1		CCL13,CCL1	CCL1	256	1
1_MACS_peak_22458_lociStitched	chr3	183241751	183246566	1	4816	12596.04	257	1	KLHL6		KLHL6	257	1
3_MACS_peak_17966_lociStitched	chr2	217080682	217088744	3	7940	12593.6502	258	1			XRCC5	258	1
4_MACS_peak_3596_lociStitched	chr10	30989987	30996679	4	6109	12577.614	259	1			LYZL2	259	1
2_MACS_peak_4431_lociStitched	chr10	112216489	112223197	2	6351	12521.1528	260	1		DUSP5	DUSP5	260	1
2_MACS_peak_12134_lociStitched	chr17	16889799	16895335	2	5500	12518.5568	261	1		TNFRSF13B	TNFRSF13B	261	1
2_MACS_peak_14036_lociStitched	chr18	46453946	46462779	2	8497	12499.5783	262	1	SMAD7		SMAD7	262	1
2_MACS_peak_508_lociStitched	chr1	27021413	27025422	2	3795	12484.4269	263	1	ARID1A		ARID1A	263	1
1_MACS_peak_2652_lociStitched	chr1	203732014	203735676	1	3663	12481.927	264	1	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	264	1
6_MACS_peak_208_lociStitched	chr1	11623230	11631491	6	7329	12478.2405	265	1			FBXO44	265	1
3_MACS_peak_7545_lociStitched	chr12	102871205	102878979	3	7637	12450.061	266	1	IGF1		IGF1	266	1
5_MACS_peak_22109_lociStitched	chr3	150315502	150322952	5	6758	12438.52	267	1	SELT		SELT	267	1
6_MACS_peak_22887_lociStitched	chr4	12697314	12705360	6	7587	12409.3458	268	1			HSP90AB2P	268	1
2_MACS_peak_1943_lociStitched	chr1	154971093	154976710	2	5497	12405.7062	269	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	269	1
1_MACS_peak_31461_lociStitched	chr9	93795500	93799533	1	4034	12386.9562	270	1		LOC100129316	LOC100129316	270	1
4_MACS_peak_20858_lociStitched	chr3	23847008	23853532	4	5690	12357.1084	271	1	UBE2E1		UBE2E1	271	1
3_MACS_peak_19188_lociStitched	chr20	52205475	52211932	3	6232	12351.5953	272	1		ZNF217	ZNF217	272	1
5_MACS_peak_18738_lociStitched	chr20	31255745	31263179	5	6650	12346.3872	273	1		C20orf203	C20orf203	273	1
4_MACS_peak_30693_lociStitched	chr8	134508814	134515264	4	6155	12337.56	274	1	ST3GAL1		ST3GAL1	274	1
2_MACS_peak_20764_lociStitched	chr3	14162046	14167299	2	5243	12331.4175	275	1	TMEM43,CHCHD4		CHCHD4	275	1
2_MACS_peak_13386_lociStitched	chr17	74257649	74262769	2	4667	12330.496	276	1	FAM100B	RNF157,QRICH2	FAM100B	276	1
3_MACS_peak_10015_lociStitched	chr15	70387731	70393794	3	5548	12329.1105	277	1	TLE3	MIR629	TLE3	277	1
4_MACS_peak_23136_lociStitched	chr4	48195288	48201509	4	5892	12316.3358	278	1	TEC		TXK	278	1
3_MACS_peak_25191_lociStitched	chr5	131790001	131795823	3	5761	12313.53	279	1	C5orf56	IRF1	IRF1	279	1
1_MACS_peak_25850_lociStitched	chr6	303929	308329	1	4401	12296.24	280	1	DUSP22		DUSP22	280	1
3_MACS_peak_24366_lociStitched	chr5	32581123	32587193	3	5958	12295.999	281	1	SUB1		SUB1	281	1
3_MACS_peak_9271_lociStitched	chr14	106323746	106329491	3	5584	12292.002	282	1			KIAA0125	282	1
6_MACS_peak_28417_lociStitched	chr7	55636289	55642645	6	6064	12249.2832	283	1	VOPP1		VOPP1	283	1
4_MACS_peak_19061_lociStitched	chr20	45980320	45986987	4	6578	12249.2791	284	1	ZMYND8	LOC100131496	ZMYND8	284	1
2_MACS_peak_15239_lociStitched	chr19	41768318	41772131	2	3411	12245.0682	285	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	285	1
1_MACS_peak_19264_lociStitched	chr20	56047973	56053124	1	5152	12224.3532	286	1		CTCFL	CTCFL	286	1
2_MACS_peak_4446_lociStitched	chr10	112600307	112605862	2	5155	12180.4485	287	1		PDCD4,LOC282997	LOC282997	287	1
1_MACS_peak_7462_lociStitched	chr12	94597590	94603358	1	5769	12179.7088	288	1	PLXNC1		PLXNC1	288	1
1_MACS_peak_4415_lociStitched	chr10	111967198	111972424	1	5227	12178.6704	289	1	MXI1	MXI1	MXI1	289	1
3_MACS_peak_1792_lociStitched	chr1	149821500	149825466	3	3936	12164.9118	290	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	290	1
2_MACS_peak_5995_lociStitched	chr11	111306882	111312440	2	5130	12145.8974	291	1			POU2AF1	291	1
2_MACS_peak_31598_lociStitched	chr9	100744755	100747906	2	3125	12140.803	292	1	ANP32B	HEMGN	ANP32B	292	1
2_MACS_peak_5272_lociStitched	chr11	60604163	60610865	2	6601	12131.9604	293	1	CCDC86	ZP1,GPR44	CCDC86	293	1
3_MACS_peak_30258_lociStitched	chr8	80634684	80641214	3	6364	12090.948	294	1		HEY1	HEY1	294	1
1_MACS_peak_17536_lociStitched	chr2	174827888	174831013	1	3126	12078.75	295	1	SP3		SP3	295	1
3_MACS_peak_9535_lociStitched	chr15	40395110	40402066	3	6593	12063.0952	296	1	BMF		BMF	296	1
1_MACS_peak_24142_lociStitched	chr5	9952	11916	1	1965	12028.7144	297	1			PLEKHG4B	297	1
2_MACS_peak_7490_lociStitched	chr12	96587463	96590864	2	3339	12028.3167	298	1	ELK3		ELK3	298	1
3_MACS_peak_13960_lociStitched	chr18	42259012	42264177	3	4974	11990.5475	299	1	SETBP1		SETBP1	299	1
3_MACS_peak_20308_lociStitched	chr22	38708550	38714797	3	5813	11961.7556	300	1	CSNK1E	TMEM184B	CSNK1E	300	1
1_MACS_peak_1791_lociStitched	chr1	149811522	149815637	1	4116	11952.8405	301	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	301	1
3_MACS_peak_3703_lociStitched	chr10	45389590	45395477	3	5555	11941.7795	302	1	LOC220980	TMEM72	TMEM72	302	1
4_MACS_peak_27185_lociStitched	chr6	108925678	108934817	4	7818	11940.1035	303	1	FOXO3		FOXO3	303	1
5_MACS_peak_14843_lociStitched	chr19	16251559	16258487	5	6400	11908.5392	304	1	HSH2D	RAB8A,FAM32A,CIB3	HSH2D	304	1
3_MACS_peak_5983_lociStitched	chr11	111238450	111246001	3	7142	11901.8862	305	1	POU2AF1		POU2AF1	305	1
1_MACS_peak_6479_lociStitched	chr12	7066524	7071488	1	4965	11898.2116	306	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	306	1
3_MACS_peak_25184_lociStitched	chr5	131745874	131751541	3	5444	11863.8645	307	1	C5orf56	SLC22A5,MIR3936	C5orf56	307	1
3_MACS_peak_24144_lociStitched	chr5	188367	192788	3	3943	11849.6063	308	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	308	1
2_MACS_peak_24044_lociStitched	chr4	185338280	185345088	2	6767	11845.2392	309	1	IRF2		IRF2	309	1
1_MACS_peak_2431_lociStitched	chr1	183878807	183883409	1	4603	11803.6698	310	1	RGL1		GLT25D2	310	1
3_MACS_peak_13211_lociStitched	chr17	65642796	65648687	3	5803	11781.4109	311	1	PITPNC1		NOL11	311	1
1_MACS_peak_28925_lociStitched	chr7	104582261	104587190	1	4930	11772.9165	312	1		LOC723809	LOC723809	312	1
1_MACS_peak_26636_lociStitched	chr6	42748860	42752032	1	3173	11771.292	313	1		KIAA0240,TBCC	TBCC	313	1
2_MACS_peak_17027_lociStitched	chr2	111877118	111881192	2	4005	11750.6382	314	1	BCL2L11		BCL2L11	314	1
1_MACS_peak_31471_lociStitched	chr9	93952900	93957352	1	4453	11736.3624	315	1			LOC100129316	315	1
1_MACS_peak_24725_lociStitched	chr5	75696822	75700991	1	4170	11735.3181	316	1	IQGAP2		IQGAP2	316	1
1_MACS_peak_2266_lociStitched	chr1	167596484	167601180	1	4697	11732.4864	317	1	RCSD1		RCSD1	317	1
1_MACS_peak_16420_lociStitched	chr2	65163529	65168588	1	5060	11723.7266	318	1		SLC1A4,LOC400958	LOC400958	318	1
2_MACS_peak_15168_lociStitched	chr19	39339381	39344122	2	4418	11709.7959	319	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	319	1
3_MACS_peak_28887_lociStitched	chr7	102080590	102087141	3	5892	11686.984	320	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	320	1
2_MACS_peak_5782_lociStitched	chr11	82677959	82683644	2	5302	11679.264	321	1			C11orf82	321	1
1_MACS_peak_17627_lociStitched	chr2	182168638	182175020	1	6383	11672.678	322	1			ITGA4	322	1
3_MACS_peak_31685_lociStitched	chr9	112678380	112682878	3	4458	11648.9204	323	1	PALM2,PALM2-AKAP2		AKAP2	323	1
4_MACS_peak_14043_lociStitched	chr18	46473564	46479744	4	5529	11648.682	324	1	SMAD7	SMAD7	SMAD7	324	1
2_MACS_peak_3817_lociStitched	chr10	63656890	63664072	2	7123	11629.8126	325	1	ARID5B		ARID5B	325	1
1_MACS_peak_3460_lociStitched	chr10	15826392	15832801	1	6410	11629.7714	326	1	FAM188A		ITGA8	326	1
1_MACS_peak_29378_lociStitched	chr7	142504106	142508644	1	4539	11602.3046	327	1		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	327	1
2_MACS_peak_1694_lociStitched	chr1	144962995	144968310	2	5255	11598.9245	328	1	PDE4DIP	PDE4DIP	PDE4DIP	328	1
4_MACS_peak_17276_lociStitched	chr2	134935271	134942926	4	7486	11577.422	329	1			MIR3679	329	1
2_MACS_peak_1691_lociStitched	chr1	144930492	144936959	2	6031	11544.8884	330	1	PDE4DIP		PDE4DIP	330	1
3_MACS_peak_23541_lociStitched	chr4	105407794	105414161	3	6234	11544.0077	331	1	CXXC4		CXXC4	331	1
2_MACS_peak_31459_lociStitched	chr9	93732905	93738170	2	5222	11540.88	332	1			LOC100129316	332	1
3_MACS_peak_5426_lociStitched	chr11	65263642	65268553	3	4892	11534.4657	333	1	MALAT1	SCYL1	MALAT1	333	1
3_MACS_peak_28901_lociStitched	chr7	102251331	102257760	3	5914	11491.1946	334	1	RASA4	POLR2J3,UPK3BL	RASA4	334	1
4_MACS_peak_20222_lociStitched	chr22	36778522	36784786	4	6040	11466.252	335	1	MYH9		MYH9	335	1
1_MACS_peak_2872_lociStitched	chr1	212780063	212783231	1	3169	11461.5072	336	1	ATF3	FAM71A	ATF3	336	1
2_MACS_peak_2982_lociStitched	chr1	226066101	226071187	2	5025	11458.2494	337	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	337	1
2_MACS_peak_6477_lociStitched	chr12	7057907	7063910	2	5642	11454.3243	338	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	338	1
2_MACS_peak_28282_lociStitched	chr7	44668041	44674977	2	6882	11449.9488	339	1	OGDH	TMED4	OGDH	339	1
2_MACS_peak_19772_lociStitched	chr21	47742493	47745566	2	3012	11426.9505	340	1	PCNT,C21orf58	C21orf57,MCM3AP	PCNT	340	1
5_MACS_peak_11832_lociStitched	chr17	977898	985121	5	6840	11426.0637	341	1	ABR		ABR	341	1
2_MACS_peak_15750_lociStitched	chr2	10259876	10264021	2	4100	11410.356	342	1	RRM2	C2orf48,CYS1	RRM2	342	1
5_MACS_peak_24038_lociStitched	chr4	185324256	185332330	5	7595	11409.3694	343	1	IRF2		IRF2	343	1
2_MACS_peak_28343_lociStitched	chr7	47708419	47712200	2	3688	11405.7646	344	1		C7orf65	C7orf65	344	1
2_MACS_peak_3347_lociStitched	chr10	6967335	6972379	2	5040	11396.4136	345	1			LOC439949	345	1
2_MACS_peak_20326_lociStitched	chr22	39146631	39152640	2	5599	11393.6649	346	1	SUN2	GTPBP1,DNAL4	SUN2	346	1
1_MACS_peak_29406_lociStitched	chr7	148580122	148582619	1	2498	11386.32	347	1	EZH2		EZH2	347	1
1_MACS_peak_29401_lociStitched	chr7	148394864	148397598	1	2735	11383.009	348	1	CUL1		CUL1	348	1
2_MACS_peak_11030_lociStitched	chr16	23413722	23419285	2	5507	11380.2291	349	1	COG7		COG7	349	1
1_MACS_peak_20006_lociStitched	chr22	24822635	24826340	1	3706	11323.5915	350	1	ADORA2A,C22orf45		ADORA2A	350	1
2_MACS_peak_32157_lociStitched	chr9	139792675	139798150	2	5274	11322.8475	351	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	351	1
2_MACS_peak_21099_lociStitched	chr3	46246047	46251512	2	5438	11314.1895	352	1	CCR1	CCR3	CCR1	352	1
4_MACS_peak_18293_lociStitched	chr2	238599829	238607644	4	7222	11309.868	353	1	LRRFIP1		LRRFIP1	353	1
1_MACS_peak_19404_lociStitched	chr21	11168477	11172044	1	3568	11298.4725	354	1			BAGE	354	1
4_MACS_peak_28074_lociStitched	chr7	26191359	26197554	4	5781	11289.768	355	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	355	1
2_MACS_peak_14171_lociStitched	chr18	56806566	56811899	2	5233	11285.6946	356	1	SEC11C		SEC11C	356	1
4_MACS_peak_4346_lociStitched	chr10	104531319	104538466	4	6446	11255.8103	357	1	C10orf26		C10orf26	357	1
4_MACS_peak_14971_lociStitched	chr19	19054162	19061235	4	6732	11246.07	358	1		DDX49,GDF1,COPE,HOMER3	HOMER3	358	1
5_MACS_peak_26406_lociStitched	chr6	31702208	31708842	5	6502	11237.996	359	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	359	1
5_MACS_peak_10371_lociStitched	chr15	90613265	90620314	5	6289	11232.5815	360	1	ZNF710	IDH2	IDH2	360	1
1_MACS_peak_3219_lociStitched	chr1	245025856	245028769	1	2914	11217.6717	361	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	361	1
3_MACS_peak_16840_lociStitched	chr2	99116438	99123353	3	6799	11217.513	362	1	INPP4A		INPP4A	362	1
5_MACS_peak_4434_lociStitched	chr10	112256471	112264679	5	7609	11185.8624	363	1	DUSP5		DUSP5	363	1
1_MACS_peak_25810_lociStitched	chr5	179245110	179248933	1	3824	11163.16	364	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	364	1
2_MACS_peak_29347_lociStitched	chr7	141014712	141021900	2	6904	11141.4	365	1	LOC100131199		AGK	365	1
2_MACS_peak_16227_lociStitched	chr2	47167451	47173859	2	6299	11139.0264	366	1	TTC7A,MCFD2	MCFD2	MCFD2	366	1
2_MACS_peak_20317_lociStitched	chr22	38900794	38903505	2	2583	11135.9747	367	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	367	1
2_MACS_peak_13128_lociStitched	chr17	62150288	62156354	2	5745	11133.5364	368	1	ERN1		ERN1	368	1
1_MACS_peak_3221_lociStitched	chr1	245132846	245135259	1	2414	11128.756	369	1	EFCAB2		EFCAB2	369	1
1_MACS_peak_1670_lociStitched	chr1	143742248	143745891	1	3644	11107.507	370	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	370	1
1_MACS_peak_22183_lociStitched	chr3	156876599	156879145	1	2547	11064.6614	371	1	CCNL1	LOC339894	CCNL1	371	1
1_MACS_peak_12021_lociStitched	chr17	6915445	6920171	1	4727	11063.566	372	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	372	1
2_MACS_peak_2145_lociStitched	chr1	161151073	161156934	2	5784	11038.6074	373	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	373	1
2_MACS_peak_22232_lociStitched	chr3	161486424	161491168	2	4728	11034.0696	374	1			OTOL1	374	1
2_MACS_peak_13441_lociStitched	chr17	75204564	75209696	2	4982	11031.234	375	1	SEC14L1		SEC14L1	375	1
2_MACS_peak_16965_lociStitched	chr2	109829591	109835895	2	5892	11018.7616	376	1	SH3RF3		MIR4265	376	1
2_MACS_peak_21128_lociStitched	chr3	46578374	46583546	2	4812	11018.4288	377	1	LRRC2	RTP3,TDGF1	LRRC2	377	1
1_MACS_peak_19328_lociStitched	chr20	60911381	60916173	1	4793	11015.3704	378	1	LAMA5	ADRM1,RPS21	LAMA5	378	1
2_MACS_peak_24054_lociStitched	chr4	185393262	185396998	2	3658	11009.6184	379	1	IRF2		IRF2	379	1
1_MACS_peak_27323_lociStitched	chr6	119668452	119672262	1	3811	11007.09	380	1	MAN1A1		MAN1A1	380	1
1_MACS_peak_18217_lociStitched	chr2	234873606	234878075	1	4470	10983.9082	381	1	TRPM8		TRPM8	381	1
2_MACS_peak_3295_lociStitched	chr10	3824683	3828858	2	3973	10967.3075	382	1	KLF6		KLF6	382	1
3_MACS_peak_24057_lociStitched	chr4	185454533	185460819	3	6098	10933.8684	383	1			IRF2	383	1
2_MACS_peak_6960_lociStitched	chr12	49759968	49764743	2	4568	10932.3625	384	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	384	1
3_MACS_peak_5706_lociStitched	chr11	74659583	74666051	3	6400	10925.7456	385	1	SPCS2,XRRA1	NEU3	SPCS2	385	1
3_MACS_peak_25981_lociStitched	chr6	7958740	7965291	3	6211	10912.6558	386	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	386	1
2_MACS_peak_2253_lociStitched	chr1	167188914	167192014	2	3033	10906.73	387	1	POU2F1		POU2F1	387	1
2_MACS_peak_29878_lociStitched	chr8	29204646	29209977	2	5306	10900.8288	388	1	DUSP4		DUSP4	388	1
3_MACS_peak_6373_lociStitched	chr12	1638801	1644796	3	5558	10897.711	389	1		LOC100292680	LOC100292680	389	1
6_MACS_peak_10080_lociStitched	chr15	74832158	74840043	6	6813	10889.9735	390	1	ARID3B		ARID3B	390	1
2_MACS_peak_45_lociStitched	chr1	1708577	1713250	2	4441	10879.6786	391	1	NADK	SLC35E2,NADK	NADK	391	1
4_MACS_peak_31563_lociStitched	chr9	98267438	98273909	4	6043	10870.6329	392	1	PTCH1		PTCH1	392	1
3_MACS_peak_11936_lociStitched	chr17	4002639	4007441	3	4696	10848.6784	393	1	ZZEF1	CYB5D2	ZZEF1	393	1
2_MACS_peak_29824_lociStitched	chr8	27231753	27238600	2	6741	10847.7021	394	1	PTK2B		PTK2B	394	1
2_MACS_peak_11578_lociStitched	chr16	70769928	70773740	2	3730	10834.8476	395	1	VAC14	LOC100130894,MTSS1L	LOC100130894	395	1
3_MACS_peak_25857_lociStitched	chr6	389216	395083	3	5568	10834.5889	396	1	IRF4		IRF4	396	1
6_MACS_peak_1476_lociStitched	chr1	111173579	111180762	6	6679	10826.2176	397	1		KCNA2,KCNA3	KCNA2	397	1
4_MACS_peak_26980_lociStitched	chr6	88630632	88637517	4	6515	10820.466	398	1			SPACA1	398	1
3_MACS_peak_29036_lociStitched	chr7	114568043	114573753	3	5193	10766.776	399	1	MDFIC	MDFIC	MDFIC	399	1
2_MACS_peak_14837_lociStitched	chr19	16186567	16191162	2	4499	10759.652	400	1	TPM4	FLJ25328,RAB8A	TPM4	400	1
2_MACS_peak_18780_lociStitched	chr20	32444156	32448835	2	4215	10758.4247	401	1		CHMP4B	CHMP4B	401	1
1_MACS_peak_1719_lociStitched	chr1	145434485	145439172	1	4688	10744.0101	402	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	402	1
2_MACS_peak_2038_lociStitched	chr1	156468591	156472884	2	3866	10733.7879	403	1	MEF2D		MEF2D	403	1
1_MACS_peak_14583_lociStitched	chr19	7400763	7403957	1	3195	10723.855	404	1			ARHGEF18	404	1
1_MACS_peak_11974_lociStitched	chr17	4850475	4854156	1	3682	10708.029	405	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	405	1
2_MACS_peak_3013_lociStitched	chr1	226592944	226596941	2	3957	10703.5663	406	1	PARP1		PARP1	406	1
1_MACS_peak_14458_lociStitched	chr19	2619586	2622813	1	3228	10655.8767	407	1	GNG7		GNG7	407	1
1_MACS_peak_19538_lociStitched	chr21	34702076	34705824	1	3749	10649.5672	408	1	IFNAR1		IFNAR1	408	1
