#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isStretch
5_MACS_peak_26547_lociStitched	chr6	36719632	36725858	5	5698	8366.4988	304	1
6_MACS_peak_10819_lociStitched	chr16	11712442	11719233	6	5693	8267.3634	305	1
1_MACS_peak_2574_lociStitched	chr1	200859423	200865112	1	5690	17242.2212	306	1
3_MACS_peak_13736_lociStitched	chr18	9102075	9108195	3	5690	8842.788	307	1
4_MACS_peak_20858_lociStitched	chr3	23847008	23853532	4	5690	12357.1084	308	1
1_MACS_peak_32066_lociStitched	chr9	134549781	134555458	1	5678	13153.0413	309	1
2_MACS_peak_10504_lociStitched	chr15	101738080	101743853	2	5674	14746.5512	310	1
5_MACS_peak_28329_lociStitched	chr7	47516478	47522585	5	5673	10177.9262	311	1
2_MACS_peak_18786_lociStitched	chr20	32468011	32473665	2	5653	16469.5366	312	1
4_MACS_peak_13861_lociStitched	chr18	20803986	20809967	4	5651	8110.8341	313	1
6_MACS_peak_30511_lociStitched	chr8	120934890	120941295	6	5646	7506.66	314	1
1_MACS_peak_24022_lociStitched	chr4	185201280	185206922	1	5643	18097.2792	315	1
3_MACS_peak_25165_lociStitched	chr5	130712862	130719062	3	5643	8706.66	316	1
2_MACS_peak_6477_lociStitched	chr12	7057907	7063910	2	5642	11454.3243	317	1
2_MACS_peak_2689_lociStitched	chr1	205252547	205258278	2	5641	18358.1123	318	1
1_MACS_peak_21068_lociStitched	chr3	45605880	45611515	1	5636	8765.806	319	1
3_MACS_peak_8516_lociStitched	chr13	115024122	115030226	3	5626	7694.7024	320	1
2_MACS_peak_2123_lociStitched	chr1	160708923	160714574	2	5616	7555.387	321	1
2_MACS_peak_25424_lociStitched	chr5	148210374	148216031	2	5613	8655.7757	322	1
3_MACS_peak_6760_lociStitched	chr12	31247869	31254344	3	5612	9487.17	323	1
1_MACS_peak_19748_lociStitched	chr21	45660072	45665671	1	5600	26763.22	324	1
2_MACS_peak_20326_lociStitched	chr22	39146631	39152640	2	5599	11393.6649	325	1
5_MACS_peak_23389_lociStitched	chr4	84138042	84144032	5	5590	9388.726	326	1
3_MACS_peak_9271_lociStitched	chr14	106323746	106329491	3	5584	12292.002	327	1
3_MACS_peak_23282_lociStitched	chr4	76023359	76029371	3	5581	13384.5156	328	1
1_MACS_peak_8505_lociStitched	chr13	114829470	114835046	1	5577	23537.4112	329	1
2_MACS_peak_31175_lociStitched	chr9	42250602	42256376	2	5570	7905.7608	330	1
3_MACS_peak_25857_lociStitched	chr6	389216	395083	3	5568	10834.5889	331	1
3_MACS_peak_6373_lociStitched	chr12	1638801	1644796	3	5558	10897.711	332	1
3_MACS_peak_3703_lociStitched	chr10	45389590	45395477	3	5555	11941.7795	333	1
3_MACS_peak_10015_lociStitched	chr15	70387731	70393794	3	5548	12329.1105	334	1
1_MACS_peak_3100_lociStitched	chr1	230256773	230262319	1	5547	14400.7436	335	1
2_MACS_peak_25300_lociStitched	chr5	139013583	139019214	2	5546	13112.3466	336	1
3_MACS_peak_26224_lociStitched	chr6	26195248	26200827	3	5541	9754.3236	337	1
4_MACS_peak_14043_lociStitched	chr18	46473564	46479744	4	5529	11648.682	338	1
3_MACS_peak_2707_lociStitched	chr1	206097088	206102918	3	5523	7734.078	339	1
1_MACS_peak_24035_lociStitched	chr4	185302339	185307859	1	5521	15289.296	340	1
4_MACS_peak_24734_lociStitched	chr5	76031686	76038110	4	5520	7085.0296	341	1
2_MACS_peak_24889_lociStitched	chr5	90675138	90680696	2	5514	10584.6552	342	1
5_MACS_peak_30517_lociStitched	chr8	120942382	120948746	5	5513	10209.1288	343	1
2_MACS_peak_4567_lociStitched	chr10	125848778	125854509	2	5510	12684.9954	344	1
2_MACS_peak_2534_lociStitched	chr1	197743047	197748727	2	5509	14144.336	345	1
2_MACS_peak_11030_lociStitched	chr16	23413722	23419285	2	5507	11380.2291	346	1
4_MACS_peak_3706_lociStitched	chr10	45454292	45460249	4	5507	8633.4801	347	1
2_MACS_peak_12134_lociStitched	chr17	16889799	16895335	2	5500	12518.5568	348	1
2_MACS_peak_1943_lociStitched	chr1	154971093	154976710	2	5497	12405.7062	349	1
4_MACS_peak_21431_lociStitched	chr3	69140040	69146004	4	5493	7958.3616	350	1
4_MACS_peak_32619_lociStitched	chrX	56789084	56794997	4	5490	8036.3583	351	1
2_MACS_peak_25195_lociStitched	chr5	131798426	131803933	2	5482	9571.166	352	1
1_MACS_peak_19278_lociStitched	chr20	56253207	56258685	1	5479	14452.6074	353	1
1_MACS_peak_17250_lociStitched	chr2	133022192	133027648	1	5457	20259.2192	354	1
3_MACS_peak_13141_lociStitched	chr17	62176904	62182802	3	5453	7361.2938	355	1
4_MACS_peak_6104_lociStitched	chr11	118562286	118568475	4	5453	7443.5103	356	1
6_MACS_peak_29642_lociStitched	chr8	11386930	11392737	6	5449	7833.643	357	1
3_MACS_peak_16795_lociStitched	chr2	97190382	97196260	3	5448	12975.685	358	1
7_MACS_peak_13743_lociStitched	chr18	9135009	9140974	7	5446	9858.952	359	1
3_MACS_peak_25184_lociStitched	chr5	131745874	131751541	3	5444	11863.8645	360	1
2_MACS_peak_21099_lociStitched	chr3	46246047	46251512	2	5438	11314.1895	361	1
2_MACS_peak_8313_lociStitched	chr13	78689263	78694833	2	5435	9013.374	362	1
2_MACS_peak_1871_lociStitched	chr1	152006718	152012208	2	5430	9364.293	363	1
3_MACS_peak_13476_lociStitched	chr17	76123423	76128869	3	5427	9124.2284	364	1
1_MACS_peak_19644_lociStitched	chr21	41338153	41343578	1	5426	8270.955	365	1
1_MACS_peak_8495_lociStitched	chr13	114562507	114567915	1	5409	13432.3904	366	1
2_MACS_peak_19240_lociStitched	chr20	55126446	55131872	2	5399	9236.6798	367	1
2_MACS_peak_25443_lociStitched	chr5	149155966	149161377	2	5397	7572.1534	368	1
3_MACS_peak_22702_lociStitched	chr4	1208039	1213876	3	5392	10081.0827	369	1
6_MACS_peak_11928_lociStitched	chr17	3862977	3868621	6	5390	6464.0732	370	1
3_MACS_peak_29006_lociStitched	chr7	110719856	110725303	3	5365	6902.9831	371	1
5_MACS_peak_19050_lociStitched	chr20	45178999	45184827	5	5353	9006.5912	372	1
3_MACS_peak_6048_lociStitched	chr11	115126361	115131936	3	5352	8834.145	373	1
3_MACS_peak_17717_lociStitched	chr2	197039061	197044574	3	5332	9681.9306	374	1
4_MACS_peak_11473_lociStitched	chr16	67595292	67601310	4	5331	13677.7104	375	1
1_MACS_peak_16164_lociStitched	chr2	43444499	43449826	1	5328	9933.2569	376	1
4_MACS_peak_19184_lociStitched	chr20	52197977	52203569	4	5327	6110.9376	377	1
2_MACS_peak_32641_lociStitched	chrX	58148833	58154223	2	5319	7778.848	378	1
4_MACS_peak_23320_lociStitched	chr4	77614827	77620465	4	5316	9671.989	379	1
3_MACS_peak_31702_lociStitched	chr9	112915854	112921318	3	5312	8099.2872	380	1
2_MACS_peak_29878_lociStitched	chr8	29204646	29209977	2	5306	10900.8288	381	1
2_MACS_peak_5782_lociStitched	chr11	82677959	82683644	2	5302	11679.264	382	1
3_MACS_peak_23584_lociStitched	chr4	108953699	108959086	3	5299	8852.9958	383	1
4_MACS_peak_9148_lociStitched	chr14	95980169	95985838	4	5293	6251.2063	384	1
3_MACS_peak_30674_lociStitched	chr8	133962012	133967732	3	5282	6725.576	385	1
3_MACS_peak_18481_lociStitched	chr20	5573286	5578816	3	5279	6280.421	386	1
2_MACS_peak_19623_lociStitched	chr21	39639336	39644758	2	5278	10649.3502	387	1
4_MACS_peak_12787_lociStitched	chr17	43388866	43395256	4	5278	7469.91	388	1
2_MACS_peak_32157_lociStitched	chr9	139792675	139798150	2	5274	11322.8475	389	1
1_MACS_peak_24610_lociStitched	chr5	61985391	61990662	1	5272	9806.6955	390	1
3_MACS_peak_4426_lociStitched	chr10	112171948	112177568	3	5269	8265.896	391	1
4_MACS_peak_18158_lociStitched	chr2	232570664	232576139	4	5268	19005.915	392	1
2_MACS_peak_6687_lociStitched	chr12	26274122	26279772	2	5264	7850.675	393	1
2_MACS_peak_22592_lociStitched	chr3	193817616	193822904	2	5256	22845.7464	394	1
2_MACS_peak_1694_lociStitched	chr1	144962995	144968310	2	5255	11598.9245	395	1
3_MACS_peak_23317_lociStitched	chr4	77608462	77613858	3	5254	8692.956	396	1
3_MACS_peak_10296_lociStitched	chr15	86232143	86237573	3	5252	7540.641	397	1
2_MACS_peak_2635_lociStitched	chr1	203272736	203278374	2	5248	9525.401	398	1
5_MACS_peak_12489_lociStitched	chr17	34602951	34608709	5	5245	5123.4684	399	1
2_MACS_peak_20764_lociStitched	chr3	14162046	14167299	2	5243	12331.4175	400	1
1_MACS_peak_22314_lociStitched	chr3	171801650	171806891	1	5242	9134.0148	401	1
1_MACS_peak_18978_lociStitched	chr20	42695430	42700669	1	5240	16884.2492	402	1
2_MACS_peak_24804_lociStitched	chr5	81146536	81151870	2	5238	8963.2536	403	1
2_MACS_peak_14171_lociStitched	chr18	56806566	56811899	2	5233	11285.6946	404	1
1_MACS_peak_4415_lociStitched	chr10	111967198	111972424	1	5227	12178.6704	405	1
2_MACS_peak_31459_lociStitched	chr9	93732905	93738170	2	5222	11540.88	406	1
2_MACS_peak_32019_lociStitched	chr9	132646830	132652121	2	5219	13487.8172	407	1
2_MACS_peak_24088_lociStitched	chr4	186227932	186233240	2	5207	8023.042	408	1
4_MACS_peak_14851_lociStitched	chr19	16264442	16270166	4	5206	9276.3144	409	1
3_MACS_peak_16659_lociStitched	chr2	86084593	86089992	3	5204	6807.5991	410	1
2_MACS_peak_22633_lociStitched	chr3	195631945	195637188	2	5199	15787.1973	411	1
2_MACS_peak_23040_lociStitched	chr4	38310709	38316252	2	5199	7484.1586	412	1
1_MACS_peak_5620_lociStitched	chr11	69061498	69066695	1	5198	9490.2417	413	1
3_MACS_peak_14873_lociStitched	chr19	16544801	16550666	3	5196	10643.2155	414	1
3_MACS_peak_29036_lociStitched	chr7	114568043	114573753	3	5193	10766.776	415	1
3_MACS_peak_4988_lociStitched	chr11	21432096	21437648	3	5186	7556.272	416	1
2_MACS_peak_4446_lociStitched	chr10	112600307	112605862	2	5155	12180.4485	417	1
2_MACS_peak_32855_lociStitched	chrX	109167143	109172335	2	5153	8782.268	418	1
1_MACS_peak_19264_lociStitched	chr20	56047973	56053124	1	5152	12224.3532	419	1
4_MACS_peak_19421_lociStitched	chr21	19152377	19158194	4	5148	8227.5648	420	1
2_MACS_peak_11575_lociStitched	chr16	70669135	70674357	2	5143	10601.1822	421	1
2_MACS_peak_5995_lociStitched	chr11	111306882	111312440	2	5130	12145.8974	422	1
2_MACS_peak_26439_lociStitched	chr6	32935684	32941001	2	5124	19708.5239	423	1
3_MACS_peak_24983_lociStitched	chr5	109027928	109033222	3	5119	6220.45	424	1
5_MACS_peak_24986_lociStitched	chr5	109074437	109080154	5	5116	6822.0961	425	1
1_MACS_peak_29222_lociStitched	chr7	130790792	130795903	1	5112	16012.2519	426	1
2_MACS_peak_25668_lociStitched	chr5	172260735	172265944	2	5104	8328.1492	427	1
3_MACS_peak_3921_lociStitched	chr10	72334478	72339947	3	5104	7164.9369	428	1
3_MACS_peak_16154_lociStitched	chr2	43357272	43362731	3	5103	9750.3199	429	1
5_MACS_peak_9974_lociStitched	chr15	68569323	68574796	5	5103	8553.7517	430	1
2_MACS_peak_15851_lociStitched	chr2	20420869	20426155	2	5101	9931.3368	431	1
3_MACS_peak_32070_lociStitched	chr9	134602517	134607821	3	5101	6774.7992	432	1
2_MACS_peak_12993_lociStitched	chr17	55431534	55436661	2	5096	14019.7815	433	1
1_MACS_peak_451_lociStitched	chr1	25071725	25076819	1	5095	9226.2528	434	1
2_MACS_peak_7460_lociStitched	chr12	94583265	94588392	2	5093	8179.6158	435	1
2_MACS_peak_6410_lociStitched	chr12	4224666	4230033	2	5093	14758.1766	436	1
2_MACS_peak_12795_lociStitched	chr17	43516175	43521388	2	5089	8710.4017	437	1
2_MACS_peak_6440_lociStitched	chr12	6468392	6473504	2	5077	10523.5632	438	1
2_MACS_peak_26024_lociStitched	chr6	11727842	11733181	2	5075	6163.3416	439	1
1_MACS_peak_16420_lociStitched	chr2	65163529	65168588	1	5060	11723.7266	440	1
1_MACS_peak_1924_lociStitched	chr1	154755867	154760918	1	5052	14427.6764	441	1
2_MACS_peak_3347_lociStitched	chr10	6967335	6972379	2	5040	11396.4136	442	1
4_MACS_peak_3948_lociStitched	chr10	74018480	74024175	4	5037	10087.5535	443	1
2_MACS_peak_18297_lociStitched	chr2	238608196	238613288	2	5031	6775.9244	444	1
2_MACS_peak_2982_lociStitched	chr1	226066101	226071187	2	5025	11458.2494	445	1
1_MACS_peak_29865_lociStitched	chr8	28347809	28352829	1	5021	10120.32	446	1
4_MACS_peak_16102_lociStitched	chr2	38890252	38895537	4	5021	6871.557	447	1
1_MACS_peak_16667_lociStitched	chr2	86262204	86267222	1	5019	13681.577	448	1
2_MACS_peak_17005_lociStitched	chr2	111432095	111437233	2	5019	10217.9406	449	1
1_MACS_peak_25761_lociStitched	chr5	176726700	176731705	1	5006	8388.8805	450	1
4_MACS_peak_898_lociStitched	chr1	44297376	44302947	4	4994	7364.3049	451	1
3_MACS_peak_12700_lociStitched	chr17	40827078	40832487	3	4991	9562.0302	452	1
1_MACS_peak_21071_lociStitched	chr3	45634441	45639425	1	4985	8476.7872	453	1
3_MACS_peak_21842_lociStitched	chr3	125634014	125639193	3	4984	7158.9317	454	1
2_MACS_peak_13441_lociStitched	chr17	75204564	75209696	2	4982	11031.234	455	1
3_MACS_peak_13960_lociStitched	chr18	42259012	42264177	3	4974	11990.5475	456	1
1_MACS_peak_22551_lociStitched	chr3	186780867	186785839	1	4973	17532.7636	457	1
2_MACS_peak_30879_lociStitched	chr9	624814	630256	2	4972	7673.22	458	1
1_MACS_peak_3027_lociStitched	chr1	227069445	227074415	1	4971	7489.293	459	1
3_MACS_peak_3421_lociStitched	chr10	14597380	14602398	3	4971	7571.6602	460	1
5_MACS_peak_13974_lociStitched	chr18	42336245	42341694	5	4971	7813.3211	461	1
1_MACS_peak_6479_lociStitched	chr12	7066524	7071488	1	4965	11898.2116	462	1
4_MACS_peak_30344_lociStitched	chr8	95971153	95976257	4	4961	6502.496	463	1
2_MACS_peak_19664_lociStitched	chr21	43284423	43289682	2	4955	8526.4167	464	1
2_MACS_peak_25710_lociStitched	chr5	173697301	173702343	2	4952	10378.957	465	1
3_MACS_peak_10126_lociStitched	chr15	75743251	75748675	3	4951	10485.6768	466	1
4_MACS_peak_15028_lociStitched	chr19	28955305	28960908	4	4947	6219.8903	467	1
1_MACS_peak_9989_lociStitched	chr15	69109118	69114061	1	4944	14038.6143	468	1
3_MACS_peak_16976_lociStitched	chr2	109963339	109968540	3	4935	6391.5089	469	1
1_MACS_peak_28925_lociStitched	chr7	104582261	104587190	1	4930	11772.9165	470	1
3_MACS_peak_11947_lociStitched	chr17	4295419	4300461	3	4928	6374.6006	471	1
3_MACS_peak_10803_lociStitched	chr16	11402178	11407224	3	4925	9113.076	472	1
2_MACS_peak_14443_lociStitched	chr19	2474617	2479709	2	4923	7657.3496	473	1
2_MACS_peak_6092_lociStitched	chr11	117878134	117883122	2	4922	7280.9836	474	1
4_MACS_peak_16078_lociStitched	chr2	37600639	37606015	4	4921	9218.7648	475	1
5_MACS_peak_5570_lociStitched	chr11	67568968	67573981	5	4914	7470.8739	476	1
5_MACS_peak_12355_lociStitched	chr17	29643864	29649328	5	4911	5751.9528	477	1
2_MACS_peak_24020_lociStitched	chr4	185186156	185191501	2	4909	8659.969	478	1
1_MACS_peak_12751_lociStitched	chr17	42294478	42299381	1	4904	9113.2061	479	1
1_MACS_peak_2117_lociStitched	chr1	160641397	160646293	1	4897	10559.6928	480	1
2_MACS_peak_534_lociStitched	chr1	27761617	27766543	2	4897	7345.1586	481	1
3_MACS_peak_5426_lociStitched	chr11	65263642	65268553	3	4892	11534.4657	482	1
1_MACS_peak_24991_lociStitched	chr5	109190758	109195647	1	4890	10050.8062	483	1
1_MACS_peak_22463_lociStitched	chr3	183269412	183274296	1	4885	8564.094	484	1
1_MACS_peak_32065_lociStitched	chr9	134529466	134534346	1	4881	8533.656	485	1
3_MACS_peak_19363_lociStitched	chr20	62358047	62363060	3	4881	7433.7777	486	1
4_MACS_peak_23045_lociStitched	chr4	38664609	38669633	4	4880	10165.0592	487	1
2_MACS_peak_13225_lociStitched	chr17	66230581	66235819	2	4856	7826.6196	488	1
1_MACS_peak_18777_lociStitched	chr20	32413343	32418197	1	4855	7144.6026	489	1
1_MACS_peak_2362_lociStitched	chr1	178546885	178551737	1	4853	14801.026	490	1
4_MACS_peak_17693_lociStitched	chr2	192539423	192544513	4	4852	9205.774	491	1
2_MACS_peak_25303_lociStitched	chr5	139046842	139051798	2	4849	16264.1052	492	1
1_MACS_peak_16037_lociStitched	chr2	33700209	33705054	1	4846	9772.8495	493	1
4_MACS_peak_12597_lociStitched	chr17	38019533	38024689	4	4839	7839.698	494	1
2_MACS_peak_13954_lociStitched	chr18	35011832	35016682	2	4836	6674.57	495	1
3_MACS_peak_13408_lociStitched	chr17	74776336	74781740	3	4834	9297.582	496	1
2_MACS_peak_21641_lociStitched	chr3	108787704	108792618	2	4833	7586.2332	497	1
2_MACS_peak_20043_lociStitched	chr22	27010083	27014923	2	4832	7866.452	498	1
4_MACS_peak_27228_lociStitched	chr6	109222965	109228068	4	4830	7274.3265	499	1
5_MACS_peak_26029_lociStitched	chr6	12008411	12013531	5	4830	8371.2	500	1
3_MACS_peak_27848_lociStitched	chr7	5461408	5466578	3	4829	6724.619	501	1
1_MACS_peak_4338_lociStitched	chr10	104402035	104406857	1	4823	10199.9766	502	1
4_MACS_peak_23190_lociStitched	chr4	57840665	57845796	4	4823	8544.6543	503	1
2_MACS_peak_31637_lociStitched	chr9	104187669	104192762	2	4820	8639.7652	504	1
1_MACS_peak_22458_lociStitched	chr3	183241751	183246566	1	4816	12596.04	505	1
3_MACS_peak_31507_lociStitched	chr9	95523437	95528391	3	4814	8022.0122	506	1
2_MACS_peak_21128_lociStitched	chr3	46578374	46583546	2	4812	11018.4288	507	1
1_MACS_peak_28933_lociStitched	chr7	104652026	104656836	1	4811	15511.769	508	1
2_MACS_peak_31898_lociStitched	chr9	129765985	129770902	2	4809	7459.089	509	1
2_MACS_peak_28764_lociStitched	chr7	98475749	98480727	2	4807	9865.4004	510	1
3_MACS_peak_16722_lociStitched	chr2	88903180	88908525	3	4802	6733.0965	511	1
3_MACS_peak_4421_lociStitched	chr10	112152330	112157667	3	4800	7087.536	512	1
3_MACS_peak_24439_lociStitched	chr5	43038190	43043508	3	4796	8295.5482	513	1
6_MACS_peak_7933_lociStitched	chr12	125400799	125406409	6	4796	5764.836	514	1
5_MACS_peak_6623_lociStitched	chr12	15108964	15115134	5	4795	5934.306	515	1
1_MACS_peak_19328_lociStitched	chr20	60911381	60916173	1	4793	11015.3704	516	1
1_MACS_peak_1357_lociStitched	chr1	92948252	92953042	1	4791	9678.674	517	1
3_MACS_peak_28248_lociStitched	chr7	43622627	43627602	3	4782	6378.945	518	1
3_MACS_peak_2035_lociStitched	chr1	156462781	156467650	3	4781	6377.9031	519	1
2_MACS_peak_30749_lociStitched	chr8	142126606	142131577	2	4778	9365.364	520	1
1_MACS_peak_8494_lociStitched	chr13	114556717	114561489	1	4773	6407.8416	521	1
2_MACS_peak_21559_lociStitched	chr3	98487602	98492466	2	4773	9964.8768	522	1
5_MACS_peak_27976_lociStitched	chr7	20256050	20261497	5	4765	7979.3103	523	1
3_MACS_peak_2022_lociStitched	chr1	156194400	156199273	3	4764	8176.4067	524	1
3_MACS_peak_24030_lociStitched	chr4	185264313	185269709	3	4759	7483.1728	525	1
4_MACS_peak_18709_lociStitched	chr20	30278298	30283086	4	4756	5735.5452	526	1
1_MACS_peak_20387_lociStitched	chr22	39840584	39845329	1	4746	14384.942	527	1
3_MACS_peak_1316_lociStitched	chr1	87793493	87798421	3	4742	8669.8304	528	1
3_MACS_peak_17975_lociStitched	chr2	219081174	219086212	3	4742	6275.3328	529	1
3_MACS_peak_13131_lociStitched	chr17	62158806	62163869	3	4740	6346.9768	530	1
1_MACS_peak_2178_lociStitched	chr1	161774114	161778848	1	4735	8026.497	531	1
2_MACS_peak_22232_lociStitched	chr3	161486424	161491168	2	4728	11034.0696	532	1
5_MACS_peak_23521_lociStitched	chr4	103533469	103538897	5	4728	7245.2944	533	1
4_MACS_peak_12481_lociStitched	chr17	34515172	34520608	4	4728	4990.248	534	1
1_MACS_peak_12021_lociStitched	chr17	6915445	6920171	1	4727	11063.566	535	1
4_MACS_peak_18662_lociStitched	chr20	24994962	24999906	4	4723	6386.1648	536	1
1_MACS_peak_23303_lociStitched	chr4	77117696	77122410	1	4715	10122.3722	537	1
3_MACS_peak_25030_lociStitched	chr5	112382952	112388089	3	4711	5555.1518	538	1
3_MACS_peak_23801_lociStitched	chr4	144338186	144343316	3	4710	7555.464	539	1
3_MACS_peak_19540_lociStitched	chr21	34751727	34756749	3	4707	7221.636	540	1
4_MACS_peak_24259_lociStitched	chr5	7868666	7873508	4	4699	7384.5342	541	1
1_MACS_peak_2266_lociStitched	chr1	167596484	167601180	1	4697	11732.4864	542	1
3_MACS_peak_11936_lociStitched	chr17	4002639	4007441	3	4696	10848.6784	543	1
1_MACS_peak_14170_lociStitched	chr18	56751830	56756522	1	4693	8981.4264	544	1
3_MACS_peak_25860_lociStitched	chr6	395735	400594	3	4691	5282.7048	545	1
1_MACS_peak_1719_lociStitched	chr1	145434485	145439172	1	4688	10744.0101	546	1
3_MACS_peak_14452_lociStitched	chr19	2594930	2600157	3	4685	8202.2084	547	1
2_MACS_peak_7388_lociStitched	chr12	89744233	89749070	2	4683	9589.8362	548	1
2_MACS_peak_28284_lociStitched	chr7	44675517	44680240	2	4679	8290.7542	549	1
4_MACS_peak_16967_lociStitched	chr2	109837990	109843081	4	4672	6454.3698	550	1
2_MACS_peak_18247_lociStitched	chr2	236407359	236412222	2	4670	10529.8539	551	1
3_MACS_peak_3042_lociStitched	chr1	228269211	228274045	3	4669	13224.8572	552	1
2_MACS_peak_1796_lociStitched	chr1	149856079	149860960	2	4667	13218.2361	553	1
2_MACS_peak_7854_lociStitched	chr12	122237656	122242755	2	4667	9452.5262	554	1
2_MACS_peak_13386_lociStitched	chr17	74257649	74262769	2	4667	12330.496	555	1
2_MACS_peak_9904_lociStitched	chr15	65183823	65188533	2	4665	10441.599	556	1
1_MACS_peak_4350_lociStitched	chr10	104539118	104543780	1	4663	9627.4962	557	1
2_MACS_peak_2717_lociStitched	chr1	206287038	206291700	2	4662	10012.1112	558	1
3_MACS_peak_32928_lociStitched	chrX	119435226	119440749	3	4659	6995.9841	559	1
4_MACS_peak_10722_lociStitched	chr16	5144060	5148911	4	4656	6914.1303	560	1
4_MACS_peak_22948_lociStitched	chr4	18246268	18251369	4	4652	6445.1135	561	1
4_MACS_peak_6113_lociStitched	chr11	118738856	118744005	4	4650	8447.4494	562	1
4_MACS_peak_18967_lociStitched	chr20	42576123	42581108	4	4645	7645.993	563	1
6_MACS_peak_19964_lociStitched	chr22	23521133	23526186	6	4641	6654.2957	564	1
2_MACS_peak_16242_lociStitched	chr2	47535494	47540170	2	4639	13255.0572	565	1
3_MACS_peak_2575_lociStitched	chr1	200987956	200992772	3	4625	8209.3536	566	1
3_MACS_peak_21568_lociStitched	chr3	99341807	99346803	3	4625	9516.3808	567	1
2_MACS_peak_18578_lociStitched	chr20	17826454	17831233	2	4623	7519.7565	568	1
5_MACS_peak_12496_lociStitched	chr17	34616588	34621993	5	4623	5103.401	569	1
1_MACS_peak_16913_lociStitched	chr2	106411740	106416359	1	4620	9583.9631	570	1
3_MACS_peak_28061_lociStitched	chr7	25987040	25991878	3	4620	9864.1982	571	1
1_MACS_peak_15387_lociStitched	chr19	47217012	47221630	1	4619	8227.8906	572	1
1_MACS_peak_6927_lociStitched	chr12	48284245	48288862	1	4618	6584.3037	573	1
2_MACS_peak_12908_lociStitched	chr17	47822686	47827411	2	4618	9727.83	574	1
2_MACS_peak_28334_lociStitched	chr7	47533447	47538161	2	4615	6918.2664	575	1
1_MACS_peak_28716_lociStitched	chr7	92461390	92466002	1	4613	9668.1356	576	1
2_MACS_peak_29896_lociStitched	chr8	29629681	29634340	2	4613	14069.2482	577	1
1_MACS_peak_1910_lociStitched	chr1	154297232	154301840	1	4609	12618.5472	578	1
3_MACS_peak_21555_lociStitched	chr3	98479816	98484687	3	4608	8204.7124	579	1
4_MACS_peak_17131_lociStitched	chr2	114643705	114648600	4	4608	7834.4475	580	1
2_MACS_peak_29885_lociStitched	chr8	29410676	29415372	2	4606	6991.8744	581	1
2_MACS_peak_21907_lociStitched	chr3	129032043	129036860	2	4604	7731.285	582	1
1_MACS_peak_29750_lociStitched	chr8	22297700	22302302	1	4603	10032.36	583	1
1_MACS_peak_2431_lociStitched	chr1	183878807	183883409	1	4603	11803.6698	584	1
2_MACS_peak_30802_lociStitched	chr8	145009527	145014156	2	4602	7349.0004	585	1
2_MACS_peak_2033_lociStitched	chr1	156457448	156462141	2	4596	7896.4418	586	1
4_MACS_peak_560_lociStitched	chr1	28570656	28575798	4	4589	6643.9782	587	1
1_MACS_peak_29444_lociStitched	chr7	150101282	150105869	1	4588	17347.5753	588	1
2_MACS_peak_14455_lociStitched	chr19	2607119	2611805	2	4578	16491.4398	589	1
5_MACS_peak_6368_lociStitched	chr12	1529713	1534951	5	4576	6389.3124	590	1
3_MACS_peak_22621_lociStitched	chr3	195269090	195273764	3	4573	7969.17	591	1
3_MACS_peak_6322_lociStitched	chr11	130700506	130705425	3	4572	6568.8326	592	1
5_MACS_peak_26215_lociStitched	chr6	26155635	26160633	5	4572	5349.3594	593	1
2_MACS_peak_6960_lociStitched	chr12	49759968	49764743	2	4568	10932.3625	594	1
3_MACS_peak_6328_lociStitched	chr11	132225877	132230750	3	4565	6348.0571	595	1
3_MACS_peak_28193_lociStitched	chr7	37380436	37385440	3	4559	6854.9796	596	1
2_MACS_peak_2777_lociStitched	chr1	207996082	208000641	2	4555	8597.3622	597	1
4_MACS_peak_10961_lociStitched	chr16	19390853	19395843	4	4547	5901.673	598	1
2_MACS_peak_18580_lociStitched	chr20	17834849	17839414	2	4546	8426.077	599	1
2_MACS_peak_31060_lociStitched	chr9	33452864	33457426	2	4541	6741.2674	600	1
1_MACS_peak_29378_lociStitched	chr7	142504106	142508644	1	4539	11602.3046	601	1
3_MACS_peak_9418_lociStitched	chr15	31617360	31622064	3	4539	8113.9296	602	1
1_MACS_peak_24862_lociStitched	chr5	88636788	88641324	1	4537	7311.1248	603	1
6_MACS_peak_9755_lociStitched	chr15	52796168	52801550	6	4537	4808.817	604	1
2_MACS_peak_28686_lociStitched	chr7	90559453	90563993	2	4536	8578.33	605	1
3_MACS_peak_9748_lociStitched	chr15	52754521	52759402	3	4536	8251.3305	606	1
5_MACS_peak_20901_lociStitched	chr3	30697860	30702732	5	4530	5463.4608	607	1
5_MACS_peak_26762_lociStitched	chr6	52437887	52442749	5	4529	6376.0268	608	1
1_MACS_peak_27039_lociStitched	chr6	91181887	91186412	1	4526	7062.1675	609	1
1_MACS_peak_22429_lociStitched	chr3	182430548	182435073	1	4526	7514.6675	610	1
3_MACS_peak_16233_lociStitched	chr2	47262413	47267491	3	4524	5286.198	611	1
