REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_27134_lociStitched	chr6	106610604	106617176	2	6553	15095.2268	178	1			PRDM1	PRDM1	0.9432	178	1
3_MACS_peak_32655_lociStitched	chrX	58231149	58238840	3	7629	10495.1386	179	1			ZXDA	ZXDA	NONE	179	1
2_MACS_peak_12549_lociStitched	chr17	36856351	36862715	2	6305	15783.3564	180	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.573	180	1
1_MACS_peak_2430_lociStitched	chr1	183809123	183815236	1	6114	16336.9925	181	1	RGL1		APOBEC4	APOBEC4	NONE	181	1
1_MACS_peak_4419_lociStitched	chr10	112113599	112119406	1	5808	17152.1359	182	1		SMNDC1	SMNDC1	SMNDC1	0.223	182	1
2_MACS_peak_11022_lociStitched	chr16	23343818	23350253	2	6385	15390.5895	183	1	SCNN1B		SCNN1B	SCNN1B	0.4793	183	1
2_MACS_peak_11430_lociStitched	chr16	66553426	66559856	2	6232	15829.374	184	1	TK2	CKLF,CMTM1	TK2	TK2	0.7051	184	1
3_MACS_peak_14388_lociStitched	chr19	1647722	1653578	3	5730	17172.1344	185	1	TCF3	UQCR11	TCF3	TCF3	0.5566	185	1
1_MACS_peak_2574_lociStitched	chr1	200859423	200865112	1	5690	17242.2212	186	1	C1orf106	GPR25	C1orf106	C1orf106	0.7634	186	1
4_MACS_peak_28712_lociStitched	chr7	92438151	92445495	4	7080	12682.3536	187	1	CDK6		CDK6	CDK6	0.3079	187	1
5_MACS_peak_28064_lociStitched	chr7	26002362	26009473	5	6644	14361.3756	188	1		MIR148A	MIR148A	MIR148A	1.1739	188	1
2_MACS_peak_9614_lociStitched	chr15	42894976	42901996	2	6925	13091.598	189	1	STARD9		STARD9	STARD9	0.2121	189	1
2_MACS_peak_14887_lociStitched	chr19	16694123	16700587	2	6442	14664.8768	190	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2099	190	1
3_MACS_peak_5983_lociStitched	chr11	111238450	111246001	3	7142	11901.8862	191	1	POU2AF1		POU2AF1	POU2AF1	0.7978	191	1
2_MACS_peak_16038_lociStitched	chr2	33717481	33724397	2	6777	13246.2148	192	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2937	192	1
4_MACS_peak_18293_lociStitched	chr2	238599829	238607644	4	7222	11309.868	193	1	LRRFIP1		LRRFIP1	LRRFIP1	0.2327	193	1
5_MACS_peak_13963_lociStitched	chr18	42289006	42296854	5	7338	10616.7744	194	1	SETBP1		SETBP1	SETBP1	0.3747	194	1
2_MACS_peak_3817_lociStitched	chr10	63656890	63664072	2	7123	11629.8126	195	1	ARID5B		ARID5B	ARID5B	0.2731	195	1
1_MACS_peak_13026_lociStitched	chr17	56411709	56417701	1	5993	15652.3024	196	1		BZRAP1,MIR142,SUPT4H1	MIR142	MIR142	1.2752	196	1
2_MACS_peak_18786_lociStitched	chr20	32468011	32473665	2	5653	16469.5366	197	1			CHMP4B	CHMP4B	0.8667	197	1
2_MACS_peak_3826_lociStitched	chr10	63804789	63811747	2	6812	12686.5214	198	1	ARID5B		ARID5B	ARID5B	0.2731	198	1
4_MACS_peak_29819_lociStitched	chr8	27217309	27225866	4	7397	9839.6943	199	1	PTK2B	TRIM35	PTK2B	PTK2B	0.4343	199	1
5_MACS_peak_9768_lociStitched	chr15	52969785	52976972	5	6496	13729.3261	200	1	KIAA1370		KIAA1370	KIAA1370	0.259	200	1
2_MACS_peak_10340_lociStitched	chr15	89654500	89661045	2	6544	13539.6415	201	1	ABHD2		ABHD2	ABHD2	0.3726	201	1
2_MACS_peak_17824_lociStitched	chr2	202120587	202127078	2	6454	13790.1295	202	1	CASP8		CASP8	CASP8	0.4688	202	1
1_MACS_peak_6044_lociStitched	chr11	115090125	115096502	1	6378	13936.2958	203	1	CADM1		CADM1	CADM1	0.2624	203	1
5_MACS_peak_22109_lociStitched	chr3	150315502	150322952	5	6758	12438.52	204	1	SELT		SELT	SELT	0.424	204	1
4_MACS_peak_19958_lociStitched	chr22	23478087	23485101	4	6674	12710.0694	205	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.4107	205	1
2_MACS_peak_25178_lociStitched	chr5	131435892	131441654	2	5722	15706.6358	206	1		IL3,CSF2	CSF2	CSF2	0.2065	206	1
1_MACS_peak_22551_lociStitched	chr3	186780867	186785839	1	4973	17532.7636	207	1	ST6GAL1		ST6GAL1	ST6GAL1	0.5297	207	1
1_MACS_peak_18978_lociStitched	chr20	42695430	42700669	1	5240	16884.2492	208	1	TOX2		JPH2	JPH2	NONE	208	1
3_MACS_peak_28876_lociStitched	chr7	101946489	101952768	3	6061	14642.628	209	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.5777	209	1
2_MACS_peak_28282_lociStitched	chr7	44668041	44674977	2	6882	11449.9488	210	1	OGDH	TMED4	OGDH	OGDH	0.354	210	1
2_MACS_peak_30698_lociStitched	chr8	134579712	134585653	2	5931	14901.8103	211	1	ST3GAL1		ST3GAL1	ST3GAL1	0.3644	211	1
5_MACS_peak_18738_lociStitched	chr20	31255745	31263179	5	6650	12346.3872	212	1		C20orf203	C20orf203	C20orf203	0.1163	212	1
2_MACS_peak_24044_lociStitched	chr4	185338280	185345088	2	6767	11845.2392	213	1	IRF2		IRF2	IRF2	0.8605	213	1
2_MACS_peak_29347_lociStitched	chr7	141014712	141021900	2	6904	11141.4	214	1	LOC100131199		AGK	AGK	0.2398	214	1
5_MACS_peak_11832_lociStitched	chr17	977898	985121	5	6840	11426.0637	215	1	ABR		ABR	ABR	0.2183	215	1
1_MACS_peak_426_lociStitched	chr1	24512887	24518947	1	6061	14359.17	216	1	IL28RA	LOC284632,IL22RA1	IL28RA	LOC284632	0.5193	216	1
4_MACS_peak_7123_lociStitched	chr12	57076649	57083415	4	6526	12657.8328	217	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.5681	217	1
6_MACS_peak_23233_lociStitched	chr4	71528931	71536796	6	7055	10237.8705	218	1	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.6587	218	1
5_MACS_peak_32663_lociStitched	chrX	58270850	58278852	5	7264	9010.252	219	1			ZXDA	ZXDA	NONE	219	1
3_MACS_peak_20334_lociStitched	chr22	39377430	39384406	3	6398	13059.072	220	1	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.8079	220	1
4_MACS_peak_19061_lociStitched	chr20	45980320	45986987	4	6578	12249.2791	221	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.1897	221	1
2_MACS_peak_5272_lociStitched	chr11	60604163	60610865	2	6601	12131.9604	222	1	CCDC86	ZP1,GPR44	CCDC86	CCDC86	0.7577	222	1
3_MACS_peak_16840_lociStitched	chr2	99116438	99123353	3	6799	11217.513	223	1	INPP4A		INPP4A	INPP4A	0.7446	223	1
3_MACS_peak_9535_lociStitched	chr15	40395110	40402066	3	6593	12063.0952	224	1	BMF		BMF	BMF	1.0554	224	1
2_MACS_peak_1935_lociStitched	chr1	154923355	154929758	2	6332	13046.1125	225	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	PBXIP1	1.4898	225	1
6_MACS_peak_10080_lociStitched	chr15	74832158	74840043	6	6813	10889.9735	226	1	ARID3B		ARID3B	ARID3B	0.2896	226	1
4_MACS_peak_14971_lociStitched	chr19	19054162	19061235	4	6732	11246.07	227	1		DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.2636	227	1
1_MACS_peak_19647_lociStitched	chr21	41383973	41389930	1	5958	14131.1954	228	1	DSCAM		PCP4	PCP4	NONE	228	1
1_MACS_peak_24035_lociStitched	chr4	185302339	185307859	1	5521	15289.296	229	1			IRF2	IRF2	0.8605	229	1
2_MACS_peak_4431_lociStitched	chr10	112216489	112223197	2	6351	12521.1528	230	1		DUSP5	DUSP5	DUSP5	0.5998	230	1
2_MACS_peak_29824_lociStitched	chr8	27231753	27238600	2	6741	10847.7021	231	1	PTK2B		PTK2B	PTK2B	0.4343	231	1
2_MACS_peak_18012_lociStitched	chr2	219756896	219763029	2	5988	13772.2648	232	1	WNT10A	WNT6	WNT10A	WNT10A	1.1501	232	1
2_MACS_peak_10504_lociStitched	chr15	101738080	101743853	2	5674	14746.5512	233	1	CHSY1		CHSY1	CHSY1	0.3924	233	1
1_MACS_peak_16140_lociStitched	chr2	42328318	42334131	1	5814	14292.4231	234	1			PKDCC	PKDCC	NONE	234	1
1_MACS_peak_29444_lociStitched	chr7	150101282	150105869	1	4588	17347.5753	235	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.1936	235	1
7_MACS_peak_27189_lociStitched	chr6	108936181	108944274	7	6991	9295.6198	236	1	FOXO3		FOXO3	FOXO3	0.8419	236	1
6_MACS_peak_1476_lociStitched	chr1	111173579	111180762	6	6679	10826.2176	237	1		KCNA2,KCNA3	KCNA2	KCNA3	0.2539	237	1
1_MACS_peak_29222_lociStitched	chr7	130790792	130795903	1	5112	16012.2519	238	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2337	238	1
2_MACS_peak_22633_lociStitched	chr3	195631945	195637188	2	5199	15787.1973	239	1	TNK2	TNK2	TNK2	TNK2	0.4894	239	1
3_MACS_peak_30258_lociStitched	chr8	80634684	80641214	3	6364	12090.948	240	1		HEY1	HEY1	HEY1	0.3802	240	1
5_MACS_peak_14843_lociStitched	chr19	16251559	16258487	5	6400	11908.5392	241	1	HSH2D	RAB8A,FAM32A,CIB3	HSH2D	HSH2D	0.9715	241	1
5_MACS_peak_8520_lociStitched	chr13	115042086	115048249	5	5937	13521.0057	242	1	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.5113	242	1
1_MACS_peak_29438_lociStitched	chr7	150064010	150068135	1	4126	17865.375	243	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	2.1936	243	1
3_MACS_peak_19188_lociStitched	chr20	52205475	52211932	3	6232	12351.5953	244	1		ZNF217	ZNF217	ZNF217	0.3855	244	1
5_MACS_peak_26406_lociStitched	chr6	31702208	31708842	5	6502	11237.996	245	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	0.9337	245	1
1_MACS_peak_3460_lociStitched	chr10	15826392	15832801	1	6410	11629.7714	246	1	FAM188A		ITGA8	ITGA8	NONE	246	1
1_MACS_peak_17627_lociStitched	chr2	182168638	182175020	1	6383	11672.678	247	1			ITGA4	ITGA4	NONE	247	1
1_MACS_peak_29201_lociStitched	chr7	129588773	129592925	1	4153	17723.6424	248	1	UBE2H		UBE2H	UBE2H	0.2821	248	1
2_MACS_peak_25303_lociStitched	chr5	139046842	139051798	2	4849	16264.1052	249	1	CXXC5		CXXC5	CXXC5	0.6375	249	1
4_MACS_peak_4346_lociStitched	chr10	104531319	104538466	4	6446	11255.8103	250	1	C10orf26		C10orf26	C10orf26	0.5323	250	1
4_MACS_peak_3596_lociStitched	chr10	30989987	30996679	4	6109	12577.614	251	1			LYZL2	LYZL2	NONE	251	1
3_MACS_peak_19726_lociStitched	chr21	45198194	45204477	3	5993	12986.961	252	1		RRP1,CSTB,LOC284837	CSTB	CSTB	0.9205	252	1
1_MACS_peak_3100_lociStitched	chr1	230256773	230262319	1	5547	14400.7436	253	1	GALNT2		GALNT2	GALNT2	0.391	253	1
1_MACS_peak_19639_lociStitched	chr21	41303068	41309149	1	6082	12642.399	254	1			PCP4	PCP4	NONE	254	1
4_MACS_peak_30693_lociStitched	chr8	134508814	134515264	4	6155	12337.56	255	1	ST3GAL1		ST3GAL1	ST3GAL1	0.3644	255	1
4_MACS_peak_26980_lociStitched	chr6	88630632	88637517	4	6515	10820.466	256	1			SPACA1	SPACA1	NONE	256	1
2_MACS_peak_12417_lociStitched	chr17	32713379	32719486	2	6062	12609.1229	257	1		CCL13,CCL1	CCL1	CCL1	0.9699	257	1
1_MACS_peak_19278_lociStitched	chr20	56253207	56258685	1	5479	14452.6074	258	1	PMEPA1		PMEPA1	PMEPA1	0.3178	258	1
2_MACS_peak_1993_lociStitched	chr1	155912834	155918867	2	6025	12650.5977	259	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	1.2854	259	1
6_MACS_peak_10323_lociStitched	chr15	89176700	89183924	6	6778	9308.124	260	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	AEN	0.5828	260	1
2_MACS_peak_14455_lociStitched	chr19	2607119	2611805	2	4578	16491.4398	261	1	GNG7		GNG7	GNG7	0.401	261	1
2_MACS_peak_2534_lociStitched	chr1	197743047	197748727	2	5509	14144.336	262	1	DENND1B		DENND1B	DENND1B	0.1766	262	1
3_MACS_peak_5706_lociStitched	chr11	74659583	74666051	3	6400	10925.7456	263	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.3848	263	1
6_MACS_peak_28417_lociStitched	chr7	55636289	55642645	6	6064	12249.2832	264	1	VOPP1		VOPP1	VOPP1	0.6847	264	1
3_MACS_peak_23541_lociStitched	chr4	105407794	105414161	3	6234	11544.0077	265	1	CXXC4		CXXC4	CXXC4	0.5669	265	1
2_MACS_peak_31456_lociStitched	chr9	93702323	93708262	2	5840	12952.3651	266	1			SYK	SYK	NONE	266	1
4_MACS_peak_27449_lociStitched	chr6	135190239	135196565	4	5933	12619.1048	267	1			ALDH8A1	ALDH8A1	NONE	267	1
5_MACS_peak_10371_lociStitched	chr15	90613265	90620314	5	6289	11232.5815	268	1	ZNF710	IDH2	IDH2	IDH2	1.0803	268	1
2_MACS_peak_16230_lociStitched	chr2	47208583	47214354	2	5737	13274.4542	269	1	TTC7A	MCFD2	MCFD2	MCFD2	0.2986	269	1
2_MACS_peak_16227_lociStitched	chr2	47167451	47173859	2	6299	11139.0264	270	1	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.2986	270	1
3_MACS_peak_24366_lociStitched	chr5	32581123	32587193	3	5958	12295.999	271	1	SUB1		SUB1	SUB1	0.5874	271	1
4_MACS_peak_10217_lociStitched	chr15	81585601	81592653	4	6646	9230.3628	272	1	IL16	STARD5	IL16	STARD5	0.4883	272	1
4_MACS_peak_18675_lociStitched	chr20	25274428	25281151	4	6429	10229.0445	273	1	PYGB,ABHD12		PYGB	PYGB	0.406	273	1
1_MACS_peak_32066_lociStitched	chr9	134549781	134555458	1	5678	13153.0413	274	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3012	274	1
3_MACS_peak_21284_lociStitched	chr3	52738719	52745302	3	6527	9680.9598	275	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.5908	275	1
3_MACS_peak_14040_lociStitched	chr18	46465553	46472961	3	6678	8854.0416	276	1	SMAD7		SMAD7	SMAD7	1.1677	276	1
1_MACS_peak_28933_lociStitched	chr7	104652026	104656836	1	4811	15511.769	277	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.2919	277	1
4_MACS_peak_23408_lociStitched	chr4	87855390	87862114	4	6567	9414.2724	278	1	AFF1	C4orf36	AFF1	AFF1	0.2231	278	1
3_MACS_peak_23282_lociStitched	chr4	76023359	76029371	3	5581	13384.5156	279	1			PARM1	PARM1	NONE	279	1
4_MACS_peak_23136_lociStitched	chr4	48195288	48201509	4	5892	12316.3358	280	1	TEC		TXK	TXK	NONE	280	1
2_MACS_peak_6410_lociStitched	chr12	4224666	4230033	2	5093	14758.1766	281	1			CCND2	CCND2	0.5095	281	1
3_MACS_peak_25981_lociStitched	chr6	7958740	7965291	3	6211	10912.6558	282	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	1.4114	282	1
2_MACS_peak_1691_lociStitched	chr1	144930492	144936959	2	6031	11544.8884	283	1	PDE4DIP		PDE4DIP	PDE4DIP	0.4761	283	1
4_MACS_peak_20222_lociStitched	chr22	36778522	36784786	4	6040	11466.252	284	1	MYH9		MYH9	MYH9	0.3935	284	1
2_MACS_peak_31700_lociStitched	chr9	112908461	112915328	2	6692	8258.2542	285	1	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.4385	285	1
4_MACS_peak_1598_lociStitched	chr1	118171210	118177842	4	6313	10273.6312	286	1		FAM46C	FAM46C	FAM46C	0.724	286	1
4_MACS_peak_4849_lociStitched	chr11	10334290	10341271	4	6234	10575.5169	287	1		ADM,SBF2	ADM	ADM	1.5048	287	1
2_MACS_peak_25300_lociStitched	chr5	139013583	139019214	2	5546	13112.3466	288	1		CXXC5	CXXC5	CXXC5	0.6375	288	1
2_MACS_peak_5665_lociStitched	chr11	72427669	72434158	2	6350	9938.5524	289	1	ARAP1	PDE2A	ARAP1	ARAP1	0.2525	289	1
2_MACS_peak_17402_lociStitched	chr2	158295777	158302005	2	6209	10533.4164	290	1	CYTIP		CYTIP	CYTIP	0.3687	290	1
3_MACS_peak_25191_lociStitched	chr5	131790001	131795823	3	5761	12313.53	291	1	C5orf56	IRF1	IRF1	IRF1	0.5927	291	1
4_MACS_peak_11473_lociStitched	chr16	67595292	67601310	4	5331	13677.7104	292	1	CTCF	FAM65A	CTCF	FAM65A	0.5197	292	1
1_MACS_peak_8495_lociStitched	chr13	114562507	114567915	1	5409	13432.3904	293	1	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.5058	293	1
1_MACS_peak_1924_lociStitched	chr1	154755867	154760918	1	5052	14427.6764	294	1	KCNN3		KCNN3	KCNN3	0.4106	294	1
3_MACS_peak_24057_lociStitched	chr4	185454533	185460819	3	6098	10933.8684	295	1			IRF2	IRF2	0.8605	295	1
1_MACS_peak_7462_lociStitched	chr12	94597590	94603358	1	5769	12179.7088	296	1	PLXNC1		PLXNC1	PLXNC1	0.3858	296	1
3_MACS_peak_28887_lociStitched	chr7	102080590	102087141	3	5892	11686.984	297	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.9855	297	1
3_MACS_peak_20308_lociStitched	chr22	38708550	38714797	3	5813	11961.7556	298	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.592	298	1
4_MACS_peak_20858_lociStitched	chr3	23847008	23853532	4	5690	12357.1084	299	1	UBE2E1		UBE2E1	UBE2E1	0.2338	299	1
1_MACS_peak_2362_lociStitched	chr1	178546885	178551737	1	4853	14801.026	300	1		C1orf220	C1orf220	C1orf220	0.1922	300	1
3_MACS_peak_28901_lociStitched	chr7	102251331	102257760	3	5914	11491.1946	301	1	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.4651	301	1
5_MACS_peak_29253_lociStitched	chr7	134675984	134682318	5	6256	9989.9848	302	1	AGBL3		AGBL3	AGBL3	0.1792	302	1
3_MACS_peak_25722_lociStitched	chr5	175076493	175083124	3	6435	9075.8497	303	1		HRH2	HRH2	HRH2	0.2746	303	1
4_MACS_peak_31563_lociStitched	chr9	98267438	98273909	4	6043	10870.6329	304	1	PTCH1		PTCH1	PTCH1	0.3452	304	1
3_MACS_peak_13211_lociStitched	chr17	65642796	65648687	3	5803	11781.4109	305	1	PITPNC1		NOL11	NOL11	NONE	305	1
2_MACS_peak_12993_lociStitched	chr17	55431534	55436661	2	5096	14019.7815	306	1	MSI2		MSI2	MSI2	0.2356	306	1
3_MACS_peak_16795_lociStitched	chr2	97190382	97196260	3	5448	12975.685	307	1		ARID5A,NEURL3	ARID5A	ARID5A	1.0124	307	1
3_MACS_peak_5990_lociStitched	chr11	111284537	111290920	3	6186	10106.8422	308	1		POU2AF1	POU2AF1	POU2AF1	0.7978	308	1
2_MACS_peak_27309_lociStitched	chr6	117865455	117871622	2	6142	10275.4554	309	1	DCBLD1		GOPC	GOPC	NONE	309	1
2_MACS_peak_4567_lociStitched	chr10	125848778	125854509	2	5510	12684.9954	310	1	CHST15		CHST15	CHST15	0.7391	310	1
3_MACS_peak_30597_lociStitched	chr8	126441384	126447789	3	6226	9777.2325	311	1	TRIB1		TRIB1	TRIB1	0.6528	311	1
2_MACS_peak_32019_lociStitched	chr9	132646830	132652121	2	5219	13487.8172	312	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2931	312	1
3_MACS_peak_9271_lociStitched	chr14	106323746	106329491	3	5584	12292.002	313	1			KIAA0125	KIAA0125	NONE	313	1
2_MACS_peak_31258_lociStitched	chr9	71250946	71257286	2	6304	9230.406	314	1			PIP5K1B	PIP5K1B	NONE	314	1
2_MACS_peak_12134_lociStitched	chr17	16889799	16895335	2	5500	12518.5568	315	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.7306	315	1
4_MACS_peak_2445_lociStitched	chr1	184710949	184717433	4	6308	9170.3212	316	1	EDEM3		EDEM3	EDEM3	0.3809	316	1
3_MACS_peak_10015_lociStitched	chr15	70387731	70393794	3	5548	12329.1105	317	1	TLE3	MIR629	TLE3	TLE3	0.3169	317	1
2_MACS_peak_30269_lociStitched	chr8	81011429	81017465	2	6023	10475.478	318	1	TPD52	TPD52	TPD52	TPD52	0.3752	318	1
2_MACS_peak_16965_lociStitched	chr2	109829591	109835895	2	5892	11018.7616	319	1	SH3RF3		MIR4265	MIR4265	NONE	319	1
2_MACS_peak_1943_lociStitched	chr1	154971093	154976710	2	5497	12405.7062	320	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	1.4898	320	1
5_MACS_peak_13969_lociStitched	chr18	42300416	42307217	5	6438	8252.3334	321	1	SETBP1		SETBP1	SETBP1	0.3747	321	1
1_MACS_peak_9989_lociStitched	chr15	69109118	69114061	1	4944	14038.6143	322	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.4481	322	1
4_MACS_peak_9575_lociStitched	chr15	41304213	41311005	4	6331	8847.2592	323	1	INO80		CHAC1	CHAC1	NONE	323	1
4_MACS_peak_23033_lociStitched	chr4	38129514	38135624	4	6017	10333.232	324	1	TBC1D1		PTTG2	PTTG2	NONE	324	1
4_MACS_peak_28074_lociStitched	chr7	26191359	26197554	4	5781	11289.768	325	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.5969	325	1
2_MACS_peak_7010_lociStitched	chr12	51712248	51718530	2	6057	10083.8664	326	1	BIN2	SMAGP,CELA1	BIN2	CELA1	0.3556	326	1
1_MACS_peak_16667_lociStitched	chr2	86262204	86267222	1	5019	13681.577	327	1	POLR1A	LOC90784	LOC90784	LOC90784	0.1674	327	1
1_MACS_peak_20387_lociStitched	chr22	39840584	39845329	1	4746	14384.942	328	1		TAB1,MGAT3	MGAT3	TAB1	0.3624	328	1
3_MACS_peak_3703_lociStitched	chr10	45389590	45395477	3	5555	11941.7795	329	1	LOC220980	TMEM72	TMEM72	TMEM72	0.1739	329	1
2_MACS_peak_2145_lociStitched	chr1	161151073	161156934	2	5784	11038.6074	330	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	B4GALT3	0.904	330	1
1_MACS_peak_3102_lociStitched	chr1	230280939	230287124	1	6186	9213.7945	331	1	GALNT2		GALNT2	GALNT2	0.391	331	1
2_MACS_peak_13128_lociStitched	chr17	62150288	62156354	2	5745	11133.5364	332	1	ERN1		ERN1	ERN1	0.7322	332	1
1_MACS_peak_22222_lociStitched	chr3	160116628	160120630	1	4003	15898.7454	333	1	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	MIR15B	1.6069	333	1
2_MACS_peak_6477_lociStitched	chr12	7057907	7063910	2	5642	11454.3243	334	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	1.3476	334	1
3_MACS_peak_19722_lociStitched	chr21	45136183	45140678	3	4443	14872.6065	335	1	PDXK		PDXK	PDXK	0.4168	335	1
1_MACS_peak_2762_lociStitched	chr1	207094106	207098127	1	4022	15714.8722	336	1	FAIM3	IL24,PIGR,FCAMR	FAIM3	FAIM3	0.7553	336	1
3_MACS_peak_2338_lociStitched	chr1	174933527	174939578	3	5821	10575.3327	337	1		CACYBP	CACYBP	CACYBP	0.5271	337	1
2_MACS_peak_20326_lociStitched	chr22	39146631	39152640	2	5599	11393.6649	338	1	SUN2	GTPBP1,DNAL4	SUN2	SUN2	0.4998	338	1
4_MACS_peak_14043_lociStitched	chr18	46473564	46479744	4	5529	11648.682	339	1	SMAD7	SMAD7	SMAD7	SMAD7	1.1677	339	1
5_MACS_peak_27223_lociStitched	chr6	109214751	109222140	5	6409	7401.5613	340	1	ARMC2		ARMC2	ARMC2	0.3888	340	1
3_MACS_peak_25184_lociStitched	chr5	131745874	131751541	3	5444	11863.8645	341	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	1.1159	341	1
4_MACS_peak_28379_lociStitched	chr7	52774600	52781458	4	6309	7870.2408	342	1			POM121L12	POM121L12	NONE	342	1
1_MACS_peak_29033_lociStitched	chr7	113724303	113728093	1	3791	15922.927	344	1	FOXP2		FOXP2	FOXP2	0.1087	344	1
2_MACS_peak_20764_lociStitched	chr3	14162046	14167299	2	5243	12331.4175	345	1	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.6657	345	1
5_MACS_peak_32454_lociStitched	chrX	39953464	39959972	5	6065	9020.088	346	1	BCOR		BCOR	BCOR	0.2789	346	1
2_MACS_peak_11030_lociStitched	chr16	23413722	23419285	2	5507	11380.2291	347	1	COG7		COG7	COG7	0.3241	347	1
2_MACS_peak_29896_lociStitched	chr8	29629681	29634340	2	4613	14069.2482	348	1		C8orf75	C8orf75	C8orf75	0.2852	348	1
4_MACS_peak_2118_lociStitched	chr1	160676949	160683400	4	6185	8218.574	349	1	CD48	SLAMF7	CD48	CD48	0.5687	349	1
1_MACS_peak_4415_lociStitched	chr10	111967198	111972424	1	5227	12178.6704	350	1	MXI1	MXI1	MXI1	MXI1	0.2471	350	1
1_MACS_peak_17555_lociStitched	chr2	175457848	175463614	1	5767	10089.9234	351	1	WIPF1		WIPF1	WIPF1	0.2682	351	1
2_MACS_peak_16416_lociStitched	chr2	65140526	65146567	2	6036	8793.2796	352	1	LOC400958		LOC400958	LOC400958	0.481	352	1
1_MACS_peak_16799_lociStitched	chr2	97201416	97205757	1	4342	14511.0948	353	1	ARID5A	NEURL3	ARID5A	ARID5A	1.0124	353	1
3_MACS_peak_6373_lociStitched	chr12	1638801	1644796	3	5558	10897.711	354	1		LOC100292680	LOC100292680	LOC100292680	0.0757	354	1
3_MACS_peak_25857_lociStitched	chr6	389216	395083	3	5568	10834.5889	355	1	IRF4		IRF4	IRF4	0.6941	355	1
2_MACS_peak_21099_lociStitched	chr3	46246047	46251512	2	5438	11314.1895	356	1	CCR1	CCR3	CCR1	CCR1	0.8882	356	1
1_MACS_peak_19264_lociStitched	chr20	56047973	56053124	1	5152	12224.3532	357	1		CTCFL	CTCFL	CTCFL	0.3281	357	1
2_MACS_peak_4446_lociStitched	chr10	112600307	112605862	2	5155	12180.4485	358	1		PDCD4,LOC282997	LOC282997	LOC282997	0.714	358	1
