GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
2_MACS_peak_9657_lociStitched	chr15(.):78368953-78377195	0.1156
1_MACS_peak_9659_lociStitched	chr15(.):78395590-78396406	0.0871
1_MACS_peak_9660_lociStitched	chr15(.):78423530-78424577	0.1889
1_MACS_peak_9661_lociStitched	chr15(.):78440847-78442906	0.1476
2_MACS_peak_9662_lociStitched	chr15(.):78462849-78468326	0.1706
1_MACS_peak_9664_lociStitched	chr15(.):78590949-78592771	0.195
1_MACS_peak_9665_lociStitched	chr15(.):78729444-78731744	0.2276
2_MACS_peak_9666_lociStitched	chr15(.):78798995-78802751	0.1511
1_MACS_peak_9668_lociStitched	chr15(.):78831896-78834205	0.321
1_MACS_peak_9669_lociStitched	chr15(.):78843056-78845808	0.208
1_MACS_peak_9670_lociStitched	chr15(.):78856963-78858978	0.1754
1_MACS_peak_9671_lociStitched	chr15(.):78994876-78997031	0.1903
1_MACS_peak_9672_lociStitched	chr15(.):79011764-79012985	0.1362
1_MACS_peak_9673_lociStitched	chr15(.):79103879-79104749	0.1298
1_MACS_peak_9674_lociStitched	chr15(.):79130835-79132131	0.0986
1_MACS_peak_9675_lociStitched	chr15(.):79165091-79166938	0.189
1_MACS_peak_9676_lociStitched	chr15(.):79231388-79232601	0.1799
1_MACS_peak_9677_lociStitched	chr15(.):79268904-79270652	0.174
1_MACS_peak_9678_lociStitched	chr15(.):79280292-79281307	0.0931
1_MACS_peak_9679_lociStitched	chr15(.):79398206-79400330	0.2308
1_MACS_peak_9680_lociStitched	chr15(.):79449613-79451275	0.1667
1_MACS_peak_9681_lociStitched	chr15(.):79483922-79486509	0.1906
1_MACS_peak_9682_lociStitched	chr15(.):79603148-79604817	0.168
1_MACS_peak_9683_lociStitched	chr15(.):79745282-79746732	0.1008
1_MACS_peak_9684_lociStitched	chr15(.):80188123-80190405	0.2648
1_MACS_peak_9685_lociStitched	chr15(.):80214828-80216906	0.1853
1_MACS_peak_9686_lociStitched	chr15(.):80270460-80271573	0.1108
1_MACS_peak_9687_lociStitched	chr15(.):80309265-80311420	0.1968
2_MACS_peak_9688_lociStitched	chr15(.):80318443-80328963	0.1591
1_MACS_peak_9690_lociStitched	chr15(.):80351068-80353540	0.1857
2_MACS_peak_9691_lociStitched	chr15(.):80445119-80454008	0.1573
1_MACS_peak_9693_lociStitched	chr15(.):80617032-80618340	0.161
1_MACS_peak_9694_lociStitched	chr15(.):80667863-80669723	0.2077
1_MACS_peak_9695_lociStitched	chr15(.):80696028-80696784	0.0607
1_MACS_peak_9696_lociStitched	chr15(.):80965766-80967165	0.0897
2_MACS_peak_9697_lociStitched	chr15(.):80986531-80988990	0.0923
1_MACS_peak_9699_lociStitched	chr15(.):81280529-81283147	0.1845
1_MACS_peak_9700_lociStitched	chr15(.):81291373-81295141	0.1737
1_MACS_peak_9701_lociStitched	chr15(.):81314718-81317235	0.2186
1_MACS_peak_9702_lociStitched	chr15(.):81387328-81389869	0.2465
1_MACS_peak_9703_lociStitched	chr15(.):81402962-81404794	0.2683
1_MACS_peak_9704_lociStitched	chr15(.):81433462-81435381	0.1594
1_MACS_peak_9705_lociStitched	chr15(.):81556454-81559293	0.3155
2_MACS_peak_9706_lociStitched	chr15(.):81576247-81596781	0.2312
4_MACS_peak_9708_lociStitched	chr15(.):81608021-81624838	0.1955
1_MACS_peak_9712_lociStitched	chr15(.):81640408-81641178	0.1287
2_MACS_peak_9713_lociStitched	chr15(.):81744949-81751753	0.145
1_MACS_peak_9715_lociStitched	chr15(.):81864950-81866965	0.2194
1_MACS_peak_9716_lociStitched	chr15(.):81934595-81935621	0.1451
1_MACS_peak_9717_lociStitched	chr15(.):82081347-82082844	0.1147
1_MACS_peak_9718_lociStitched	chr15(.):82135139-82136427	0.2056
1_MACS_peak_9719_lociStitched	chr15(.):82150480-82153498	0.1434
2_MACS_peak_9720_lociStitched	chr15(.):82331461-82340395	0.1253
1_MACS_peak_9722_lociStitched	chr15(.):82374293-82375230	0.1191
1_MACS_peak_9723_lociStitched	chr15(.):82553846-82555727	0.1809
1_MACS_peak_9724_lociStitched	chr15(.):82646518-82648083	0.1791
1_MACS_peak_9725_lociStitched	chr15(.):82737302-82738240	0.0846
1_MACS_peak_9726_lociStitched	chr15(.):82797500-82798821	0.122
1_MACS_peak_9727_lociStitched	chr15(.):82823640-82825997	0.1274
1_MACS_peak_9728_lociStitched	chr15(.):82944006-82945758	0.1209
2_MACS_peak_9729_lociStitched	chr15(.):83001637-83007587	0.1371
1_MACS_peak_9731_lociStitched	chr15(.):83022838-83024551	0.1934
1_MACS_peak_9732_lociStitched	chr15(.):83114090-83115051	0.0772
1_MACS_peak_9733_lociStitched	chr15(.):83182073-83183743	0.1476
1_MACS_peak_9734_lociStitched	chr15(.):83199131-83200101	0.1147
1_MACS_peak_9735_lociStitched	chr15(.):83207896-83210176	0.0981
1_MACS_peak_9736_lociStitched	chr15(.):83348922-83350552	0.1336
1_MACS_peak_9737_lociStitched	chr15(.):83418159-83420713	0.2495
2_MACS_peak_9738_lociStitched	chr15(.):83473942-83480455	0.1803
1_MACS_peak_9740_lociStitched	chr15(.):83618407-83620440	0.1457
1_MACS_peak_9741_lociStitched	chr15(.):83654054-83655718	0.2869
1_MACS_peak_9742_lociStitched	chr15(.):83679406-83681350	0.2974
1_MACS_peak_9743_lociStitched	chr15(.):83734787-83736546	0.1515
2_MACS_peak_9744_lociStitched	chr15(.):83867459-83876439	0.1126
1_MACS_peak_9746_lociStitched	chr15(.):84596384-84598982	0.1818
1_MACS_peak_9747_lociStitched	chr15(.):84623577-84625306	0.1715
1_MACS_peak_9748_lociStitched	chr15(.):84651974-84654005	0.2035
1_MACS_peak_9749_lociStitched	chr15(.):84660021-84662375	0.1223
1_MACS_peak_9750_lociStitched	chr15(.):84748191-84749963	0.1949
1_MACS_peak_9751_lociStitched	chr15(.):84764688-84768652	0.1674
1_MACS_peak_9752_lociStitched	chr15(.):84840812-84842600	0.2533
1_MACS_peak_9753_lociStitched	chr15(.):84898122-84899847	0.2456
1_MACS_peak_9754_lociStitched	chr15(.):84914971-84915881	0.2267
2_MACS_peak_9755_lociStitched	chr15(.):84975763-84982293	0.1362
1_MACS_peak_9757_lociStitched	chr15(.):85043001-85044900	0.1619
1_MACS_peak_9758_lociStitched	chr15(.):85077469-85078907	0.1425
1_MACS_peak_9759_lociStitched	chr15(.):85112696-85114999	0.1868
1_MACS_peak_9760_lociStitched	chr15(.):85141062-85142557	0.2485
2_MACS_peak_9761_lociStitched	chr15(.):85174308-85177646	0.2116
2_MACS_peak_9763_lociStitched	chr15(.):85196335-85204364	0.1978
1_MACS_peak_9765_lociStitched	chr15(.):85258400-85260905	0.2366
1_MACS_peak_9766_lociStitched	chr15(.):85267730-85269172	0.1497
3_MACS_peak_9767_lociStitched	chr15(.):85276927-85293353	0.1769
1_MACS_peak_9770_lociStitched	chr15(.):85458139-85459419	0.2628
1_MACS_peak_9771_lociStitched	chr15(.):85523109-85525786	0.2501
1_MACS_peak_9772_lociStitched	chr15(.):85777186-85778973	0.1602
1_MACS_peak_9773_lociStitched	chr15(.):85871726-85875484	0.2824
1_MACS_peak_9774_lociStitched	chr15(.):85922481-85924848	0.254
2_MACS_peak_9775_lociStitched	chr15(.):85950454-85958523	0.194
1_MACS_peak_9777_lociStitched	chr15(.):86018066-86019600	0.1716
1_MACS_peak_9778_lociStitched	chr15(.):86098164-86099208	0.0934
1_MACS_peak_9779_lociStitched	chr15(.):86154279-86155465	0.1448
1_MACS_peak_9780_lociStitched	chr15(.):86168418-86170137	0.2128
1_MACS_peak_9781_lociStitched	chr15(.):86211225-86212189	0.0908
1_MACS_peak_9782_lociStitched	chr15(.):86231644-86237652	0.2797
1_MACS_peak_9783_lociStitched	chr15(.):86249572-86251572	0.2404
1_MACS_peak_9784_lociStitched	chr15(.):86337085-86338292	0.1438
1_MACS_peak_9785_lociStitched	chr15(.):86400046-86402468	0.1882
1_MACS_peak_9786_lociStitched	chr15(.):86491740-86495556	0.1859
1_MACS_peak_9787_lociStitched	chr15(.):86587659-86589039	0.1494
1_MACS_peak_9788_lociStitched	chr15(.):86705388-86706388	0.1237
1_MACS_peak_9789_lociStitched	chr15(.):86744487-86747881	0.166
1_MACS_peak_9790_lociStitched	chr15(.):86757345-86759241	0.1866
1_MACS_peak_9791_lociStitched	chr15(.):87462112-87463784	0.1192
1_MACS_peak_9792_lociStitched	chr15(.):87946073-87949696	0.1792
1_MACS_peak_9793_lociStitched	chr15(.):88271357-88273367	0.1642
1_MACS_peak_9794_lociStitched	chr15(.):88279661-88281129	0.0916
1_MACS_peak_9795_lociStitched	chr15(.):88423454-88424821	0.1429
1_MACS_peak_9796_lociStitched	chr15(.):88721152-88725085	0.1962
1_MACS_peak_9797_lociStitched	chr15(.):88788893-88790539	0.2562
1_MACS_peak_9798_lociStitched	chr15(.):88798792-88802048	0.1243
1_MACS_peak_9799_lociStitched	chr15(.):89009472-89011906	0.2281
1_MACS_peak_9800_lociStitched	chr15(.):89051855-89053831	0.241
1_MACS_peak_9801_lociStitched	chr15(.):89088830-89090808	0.1678
3_MACS_peak_9802_lociStitched	chr15(.):89163695-89185544	0.1918
1_MACS_peak_9805_lociStitched	chr15(.):89198923-89201534	0.245
2_MACS_peak_9806_lociStitched	chr15(.):89224701-89228104	0.1668
1_MACS_peak_9808_lociStitched	chr15(.):89267865-89269761	0.097
1_MACS_peak_9809_lociStitched	chr15(.):89285792-89287071	0.1561
1_MACS_peak_9810_lociStitched	chr15(.):89299437-89301170	0.1752
1_MACS_peak_9811_lociStitched	chr15(.):89407894-89409957	0.1747
1_MACS_peak_9812_lociStitched	chr15(.):89455849-89457427	0.1273
1_MACS_peak_9813_lociStitched	chr15(.):89545357-89546652	0.2204
2_MACS_peak_9814_lociStitched	chr15(.):89630326-89635731	0.1828
5_MACS_peak_9816_lociStitched	chr15(.):89646484-89677067	0.1768
1_MACS_peak_9821_lociStitched	chr15(.):89709904-89711865	0.2241
1_MACS_peak_9822_lociStitched	chr15(.):89786291-89788963	0.2533
1_MACS_peak_9823_lociStitched	chr15(.):89876876-89879569	0.2915
1_MACS_peak_9824_lociStitched	chr15(.):89891930-89893206	0.1543
2_MACS_peak_9825_lociStitched	chr15(.):89942145-89946090	0.2021
1_MACS_peak_9827_lociStitched	chr15(.):89984181-89986196	0.2113
1_MACS_peak_9828_lociStitched	chr15(.):90005199-90006324	0.1569
1_MACS_peak_9829_lociStitched	chr15(.):90118379-90119933	0.2818
1_MACS_peak_9830_lociStitched	chr15(.):90233383-90234401	0.1756
1_MACS_peak_9831_lociStitched	chr15(.):90292896-90295437	0.2137
2_MACS_peak_9832_lociStitched	chr15(.):90303163-90311957	0.1816
2_MACS_peak_9834_lociStitched	chr15(.):90319227-90326244	0.2209
1_MACS_peak_9836_lociStitched	chr15(.):90403111-90405670	0.2005
2_MACS_peak_9837_lociStitched	chr15(.):90433226-90438180	0.2262
1_MACS_peak_9839_lociStitched	chr15(.):90543651-90546431	0.075
1_MACS_peak_9840_lociStitched	chr15(.):90562418-90565336	0.1546
3_MACS_peak_9841_lociStitched	chr15(.):90573909-90593824	0.1859
1_MACS_peak_9844_lociStitched	chr15(.):90599940-90605352	0.205
1_MACS_peak_9845_lociStitched	chr15(.):90612803-90620469	0.2475
1_MACS_peak_9846_lociStitched	chr15(.):90637038-90646787	0.2702
1_MACS_peak_9847_lociStitched	chr15(.):90691561-90693445	0.2278
1_MACS_peak_9848_lociStitched	chr15(.):90700946-90702252	0.1946
3_MACS_peak_9849_lociStitched	chr15(.):90721103-90736873	0.2105
1_MACS_peak_9852_lociStitched	chr15(.):90743951-90745699	0.1346
1_MACS_peak_9853_lociStitched	chr15(.):90775903-90778159	0.2101
2_MACS_peak_9854_lociStitched	chr15(.):90802644-90810284	0.1535
1_MACS_peak_9856_lociStitched	chr15(.):90836447-90837697	0.2203
1_MACS_peak_9857_lociStitched	chr15(.):90895089-90896240	0.1747
1_MACS_peak_9858_lociStitched	chr15(.):90919650-90920962	0.1503
2_MACS_peak_9859_lociStitched	chr15(.):90930576-90933159	0.1971
1_MACS_peak_9861_lociStitched	chr15(.):90943138-90945893	0.2365
1_MACS_peak_9862_lociStitched	chr15(.):91005638-91008027	0.2444
2_MACS_peak_9863_lociStitched	chr15(.):91066954-91074422	0.1074
1_MACS_peak_9865_lociStitched	chr15(.):91082387-91083730	0.1954
1_MACS_peak_9866_lociStitched	chr15(.):91137185-91138529	0.2047
1_MACS_peak_9867_lociStitched	chr15(.):91208291-91209316	0.121
2_MACS_peak_9868_lociStitched	chr15(.):91253750-91261478	0.1722
1_MACS_peak_9870_lociStitched	chr15(.):91382512-91383519	0.0675
2_MACS_peak_9871_lociStitched	chr15(.):91393561-91400512	0.1874
1_MACS_peak_9873_lociStitched	chr15(.):91414098-91416041	0.0844
2_MACS_peak_9874_lociStitched	chr15(.):91439371-91447583	0.1704
2_MACS_peak_9876_lociStitched	chr15(.):91472197-91479632	0.2494
1_MACS_peak_9878_lociStitched	chr15(.):91497696-91500538	0.2022
1_MACS_peak_9879_lociStitched	chr15(.):91536499-91538651	0.1958
1_MACS_peak_9880_lociStitched	chr15(.):91565091-91566442	0.2348
1_MACS_peak_9881_lociStitched	chr15(.):91590110-91591369	0.2137
1_MACS_peak_9882_lociStitched	chr15(.):91678559-91679662	0.1393
1_MACS_peak_9883_lociStitched	chr15(.):91724588-91726487	0.1117
1_MACS_peak_9884_lociStitched	chr15(.):91879902-91880797	0.0944
1_MACS_peak_9885_lociStitched	chr15(.):91888560-91891562	0.189
1_MACS_peak_9886_lociStitched	chr15(.):92135831-92137101	0.1005
2_MACS_peak_9887_lociStitched	chr15(.):92395453-92401400	0.1593
1_MACS_peak_9889_lociStitched	chr15(.):92485714-92487622	0.2023
1_MACS_peak_9890_lociStitched	chr15(.):92494045-92497248	0.2104
1_MACS_peak_9891_lociStitched	chr15(.):92564271-92566696	0.1557
2_MACS_peak_9892_lociStitched	chr15(.):92638444-92647120	0.166
1_MACS_peak_9894_lociStitched	chr15(.):92831807-92833135	0.199
1_MACS_peak_9895_lociStitched	chr15(.):92936408-92937385	0.1085
1_MACS_peak_9896_lociStitched	chr15(.):93167893-93169495	0.1224
1_MACS_peak_9897_lociStitched	chr15(.):93179454-93183385	0.2226
2_MACS_peak_9898_lociStitched	chr15(.):93197935-93209904	0.1774
3_MACS_peak_9900_lociStitched	chr15(.):93346129-93364594	0.1575
3_MACS_peak_9903_lociStitched	chr15(.):93373479-93389471	0.1583
2_MACS_peak_9906_lociStitched	chr15(.):93423776-93428666	0.2293
2_MACS_peak_9908_lociStitched	chr15(.):93442849-93449129	0.2125
1_MACS_peak_9910_lociStitched	chr15(.):93460500-93461703	0.2073
1_MACS_peak_9911_lociStitched	chr15(.):94668335-94669789	0.2073
1_MACS_peak_9912_lociStitched	chr15(.):94772196-94775728	0.199
1_MACS_peak_9913_lociStitched	chr15(.):94800637-94801633	0.1213
1_MACS_peak_9914_lociStitched	chr15(.):94830347-94832081	0.2107
1_MACS_peak_9915_lociStitched	chr15(.):95807801-95808953	0.1392
1_MACS_peak_9916_lociStitched	chr15(.):95827554-95828985	0.203
1_MACS_peak_9917_lociStitched	chr15(.):96211819-96213746	0.2106
1_MACS_peak_9918_lociStitched	chr15(.):96233117-96235032	0.2669
1_MACS_peak_9919_lociStitched	chr15(.):96381324-96384671	0.2087
2_MACS_peak_9920_lociStitched	chr15(.):96405069-96414905	0.1793
1_MACS_peak_9922_lociStitched	chr15(.):96422129-96423192	0.159
1_MACS_peak_9923_lociStitched	chr15(.):96471818-96473486	0.1784
2_MACS_peak_9924_lociStitched	chr15(.):96596057-96603747	0.1492
1_MACS_peak_9926_lociStitched	chr15(.):96630349-96631490	0.2011
3_MACS_peak_9927_lociStitched	chr15(.):96869506-96875256	0.0962
1_MACS_peak_9930_lociStitched	chr15(.):96899323-96900950	0.11
1_MACS_peak_9931_lociStitched	chr15(.):97433025-97433764	0.1853
1_MACS_peak_9932_lociStitched	chr15(.):98104355-98106360	0.1719
1_MACS_peak_9933_lociStitched	chr15(.):98503593-98504600	0.1509
1_MACS_peak_9934_lociStitched	chr15(.):98693631-98694469	0.0874
1_MACS_peak_9935_lociStitched	chr15(.):98947654-98950052	0.1645
1_MACS_peak_9936_lociStitched	chr15(.):99189686-99193353	0.1066
1_MACS_peak_9937_lociStitched	chr15(.):99319364-99321181	0.1487
1_MACS_peak_9938_lociStitched	chr15(.):99393513-99397126	0.2817
2_MACS_peak_9939_lociStitched	chr15(.):99408422-99419279	0.1382
1_MACS_peak_9941_lociStitched	chr15(.):99494583-99497080	0.2227
1_MACS_peak_9942_lociStitched	chr15(.):99557770-99558976	0.1028
1_MACS_peak_9943_lociStitched	chr15(.):99602228-99603145	0.1119
1_MACS_peak_9944_lociStitched	chr15(.):99630060-99631715	0.2357
1_MACS_peak_9945_lociStitched	chr15(.):99644993-99645768	0.122
1_MACS_peak_9946_lociStitched	chr15(.):99663593-99665065	0.0833
1_MACS_peak_9947_lociStitched	chr15(.):99674810-99676546	0.1791
1_MACS_peak_9948_lociStitched	chr15(.):99688411-99690473	0.192
1_MACS_peak_9949_lociStitched	chr15(.):99703240-99704273	0.1381
1_MACS_peak_9950_lociStitched	chr15(.):99779058-99781202	0.1343
1_MACS_peak_9951_lociStitched	chr15(.):99790454-99792387	0.2238
1_MACS_peak_9952_lociStitched	chr15(.):99862792-99865612	0.2215
1_MACS_peak_9953_lociStitched	chr15(.):100104572-100107884	0.1551
1_MACS_peak_9954_lociStitched	chr15(.):100170425-100172296	0.1367
1_MACS_peak_9955_lociStitched	chr15(.):100217331-100218346	0.1722
2_MACS_peak_9956_lociStitched	chr15(.):100243020-100248268	0.1867
1_MACS_peak_9958_lociStitched	chr15(.):100258497-100260235	0.206
1_MACS_peak_9959_lociStitched	chr15(.):100272959-100274536	0.1711
1_MACS_peak_9960_lociStitched	chr15(.):100345489-100347838	0.1492
1_MACS_peak_9961_lociStitched	chr15(.):100465855-100466665	0.1169
1_MACS_peak_9962_lociStitched	chr15(.):100671713-100672344	0.0972
1_MACS_peak_9963_lociStitched	chr15(.):100709656-100710650	0.1044
1_MACS_peak_9964_lociStitched	chr15(.):100881730-100882317	0.0144
1_MACS_peak_9965_lociStitched	chr15(.):100889701-100891155	0.2192
1_MACS_peak_9966_lociStitched	chr15(.):101140792-101143851	0.2038
1_MACS_peak_9967_lociStitched	chr15(.):101458279-101464558	0.2327
5_MACS_peak_9968_lociStitched	chr15(.):101660719-101692450	0.1806
1_MACS_peak_9973_lociStitched	chr15(.):101708504-101709528	0.1407
2_MACS_peak_9974_lociStitched	chr15(.):101737805-101746158	0.1844
5_MACS_peak_9976_lociStitched	chr15(.):101782291-101807905	0.1724
1_MACS_peak_9981_lociStitched	chr15(.):101814568-101818163	0.2309
1_MACS_peak_9982_lociStitched	chr15(.):101833749-101836448	0.2137
1_MACS_peak_9983_lociStitched	chr15(.):102039839-102041255	0.1529
1_MACS_peak_9984_lociStitched	chr15(.):102140051-102141153	0.2169
1_MACS_peak_9985_lociStitched	chr15(.):102160185-102161775	0.1488
1_MACS_peak_9986_lociStitched	chr15(.):102180917-102183005	0.2199
1_MACS_peak_9987_lociStitched	chr15(.):102191221-102193678	0.1929
1_MACS_peak_9988_lociStitched	chr15(.):102262947-102265088	0.1999
1_MACS_peak_9989_lociStitched	chr15(.):102285384-102287642	0.1822
1_MACS_peak_9990_lociStitched	chr15(.):102500991-102502830	0.3096
1_MACS_peak_9991_lociStitched	chr16(.):87941-90286	0.2092
1_MACS_peak_9992_lociStitched	chr16(.):102523-104546	0.2777
3_MACS_peak_9993_lociStitched	chr16(.):122602-136120	0.1535
1_MACS_peak_9996_lociStitched	chr16(.):187657-189447	0.1514
2_MACS_peak_9997_lociStitched	chr16(.):278383-286127	0.1787
1_MACS_peak_9999_lociStitched	chr16(.):356639-358305	0.0897
1_MACS_peak_10000_lociStitched	chr16(.):401554-402406	0.0686
2_MACS_peak_10001_lociStitched	chr16(.):430844-432866	0.0829
3_MACS_peak_10003_lociStitched	chr16(.):442594-452804	0.1139
1_MACS_peak_10006_lociStitched	chr16(.):474849-475915	0.1032
2_MACS_peak_10007_lociStitched	chr16(.):576153-579215	0.1682
1_MACS_peak_10009_lociStitched	chr16(.):616003-620765	0.1419
2_MACS_peak_10010_lociStitched	chr16(.):637623-641063	0.2334
3_MACS_peak_10012_lociStitched	chr16(.):685389-700595	0.1357
1_MACS_peak_10015_lociStitched	chr16(.):709990-710981	0.2796
1_MACS_peak_10016_lociStitched	chr16(.):717239-718960	0.1661
3_MACS_peak_10017_lociStitched	chr16(.):729676-741036	0.1384
2_MACS_peak_10020_lociStitched	chr16(.):769737-778400	0.1154
1_MACS_peak_10022_lociStitched	chr16(.):790182-791985	0.1867
2_MACS_peak_10023_lociStitched	chr16(.):837441-839465	0.1184
1_MACS_peak_10025_lociStitched	chr16(.):856707-858331	0.1517
1_MACS_peak_10026_lociStitched	chr16(.):1020432-1021017	0.0646
1_MACS_peak_10027_lociStitched	chr16(.):1308886-1309538	0.067
2_MACS_peak_10028_lociStitched	chr16(.):1345405-1351739	0.1495
1_MACS_peak_10030_lociStitched	chr16(.):1358022-1360814	0.1491
1_MACS_peak_10031_lociStitched	chr16(.):1380861-1383261	0.1657
1_MACS_peak_10032_lociStitched	chr16(.):1400958-1402506	0.1902
1_MACS_peak_10033_lociStitched	chr16(.):1428360-1430109	0.128
2_MACS_peak_10034_lociStitched	chr16(.):1463561-1472211	0.1648
1_MACS_peak_10036_lociStitched	chr16(.):1524103-1526065	0.1165
1_MACS_peak_10037_lociStitched	chr16(.):1542588-1544498	0.2102
1_MACS_peak_10038_lociStitched	chr16(.):1640737-1642150	0.1444
1_MACS_peak_10039_lociStitched	chr16(.):1659977-1663815	0.1458
1_MACS_peak_10040_lociStitched	chr16(.):1727938-1729457	0.0953
1_MACS_peak_10041_lociStitched	chr16(.):1754700-1757043	0.1525
1_MACS_peak_10042_lociStitched	chr16(.):1820825-1824413	0.1347
1_MACS_peak_10043_lociStitched	chr16(.):1831435-1834043	0.2046
1_MACS_peak_10044_lociStitched	chr16(.):1875824-1877966	0.2097
1_MACS_peak_10045_lociStitched	chr16(.):1912910-1914063	0.154
1_MACS_peak_10046_lociStitched	chr16(.):1925736-1927181	0.1751
1_MACS_peak_10047_lociStitched	chr16(.):1949627-1951160	0.2223
1_MACS_peak_10048_lociStitched	chr16(.):1978914-1980029	0.116
1_MACS_peak_10049_lociStitched	chr16(.):1991963-1994067	0.239
3_MACS_peak_10050_lociStitched	chr16(.):2009113-2023156	0.1485
2_MACS_peak_10053_lociStitched	chr16(.):2033351-2041255	0.1198
1_MACS_peak_10055_lociStitched	chr16(.):2057468-2060981	0.2081
1_MACS_peak_10056_lociStitched	chr16(.):2096914-2098641	0.1986
3_MACS_peak_10057_lociStitched	chr16(.):2178193-2187006	0.133
4_MACS_peak_10060_lociStitched	chr16(.):2197811-2206846	0.1835
1_MACS_peak_10064_lociStitched	chr16(.):2254693-2256618	0.2019
2_MACS_peak_10065_lociStitched	chr16(.):2263886-2265927	0.1515
1_MACS_peak_10067_lociStitched	chr16(.):2273361-2274603	0.213
1_MACS_peak_10068_lociStitched	chr16(.):2300096-2302382	0.2212
1_MACS_peak_10069_lociStitched	chr16(.):2316737-2319280	0.1697
1_MACS_peak_10070_lociStitched	chr16(.):2345183-2346145	0.1511
1_MACS_peak_10071_lociStitched	chr16(.):2478089-2480399	0.2013
3_MACS_peak_10072_lociStitched	chr16(.):2509275-2525215	0.1127
3_MACS_peak_10075_lociStitched	chr16(.):2556665-2571790	0.1344
3_MACS_peak_10078_lociStitched	chr16(.):2580765-2589080	0.1553
2_MACS_peak_10081_lociStitched	chr16(.):2653181-2658119	0.2217
1_MACS_peak_10083_lociStitched	chr16(.):2722261-2724413	0.1126
2_MACS_peak_10084_lociStitched	chr16(.):2731752-2738216	0.1663
1_MACS_peak_10086_lociStitched	chr16(.):2770497-2772010	0.1677
1_MACS_peak_10087_lociStitched	chr16(.):2801250-2804187	0.2177
1_MACS_peak_10088_lociStitched	chr16(.):2826300-2828800	0.1891
1_MACS_peak_10089_lociStitched	chr16(.):2917661-2919163	0.2133
1_MACS_peak_10090_lociStitched	chr16(.):2932019-2933918	0.2427
3_MACS_peak_10091_lociStitched	chr16(.):2953991-2967054	0.1784
2_MACS_peak_10094_lociStitched	chr16(.):3002395-3005208	0.1261
1_MACS_peak_10096_lociStitched	chr16(.):3018234-3021155	0.1917
1_MACS_peak_10097_lociStitched	chr16(.):3029346-3031351	0.1501
1_MACS_peak_10098_lociStitched	chr16(.):3073253-3074770	0.2191
1_MACS_peak_10099_lociStitched	chr16(.):3108621-3109752	0.1264
1_MACS_peak_10100_lociStitched	chr16(.):3124511-3127758	0.1513
1_MACS_peak_10101_lociStitched	chr16(.):3155840-3156632	0.1271
1_MACS_peak_10102_lociStitched	chr16(.):3173786-3175373	0.2888
2_MACS_peak_10103_lociStitched	chr16(.):3183769-3185920	0.225
2_MACS_peak_10105_lociStitched	chr16(.):3199571-3209859	0.1474
2_MACS_peak_10107_lociStitched	chr16(.):3221028-3225077	0.1678
1_MACS_peak_10109_lociStitched	chr16(.):3284117-3285533	0.2018
1_MACS_peak_10110_lociStitched	chr16(.):3313338-3315208	0.1838
1_MACS_peak_10111_lociStitched	chr16(.):3332038-3334373	0.1979
1_MACS_peak_10112_lociStitched	chr16(.):3354657-3356390	0.1821
1_MACS_peak_10113_lociStitched	chr16(.):3396898-3400357	0.1683
1_MACS_peak_10114_lociStitched	chr16(.):3414615-3415939	0.2026
1_MACS_peak_10115_lociStitched	chr16(.):3450142-3452178	0.1944
1_MACS_peak_10116_lociStitched	chr16(.):3493018-3494498	0.1701
1_MACS_peak_10117_lociStitched	chr16(.):3507026-3510015	0.1801
4_MACS_peak_10118_lociStitched	chr16(.):3550623-3565349	0.15
1_MACS_peak_10122_lociStitched	chr16(.):3628082-3630262	0.1128
1_MACS_peak_10123_lociStitched	chr16(.):3660701-3662772	0.1702
1_MACS_peak_10124_lociStitched	chr16(.):3672314-3677091	0.2179
1_MACS_peak_10125_lociStitched	chr16(.):3766473-3768487	0.2104
2_MACS_peak_10126_lociStitched	chr16(.):3929028-3931684	0.101
1_MACS_peak_10128_lociStitched	chr16(.):4233027-4234417	0.189
1_MACS_peak_10129_lociStitched	chr16(.):4302962-4304160	0.3148
1_MACS_peak_10130_lociStitched	chr16(.):4320660-4324535	0.162
1_MACS_peak_10131_lociStitched	chr16(.):4356382-4358718	0.1602
1_MACS_peak_10132_lociStitched	chr16(.):4400378-4401579	0.1968
1_MACS_peak_10133_lociStitched	chr16(.):4464074-4467563	0.2104
1_MACS_peak_10134_lociStitched	chr16(.):4474324-4477127	0.2598
1_MACS_peak_10135_lociStitched	chr16(.):4524041-4527599	0.1748
2_MACS_peak_10136_lociStitched	chr16(.):4554339-4568912	0.1903
1_MACS_peak_10138_lociStitched	chr16(.):4578631-4580574	0.2151
1_MACS_peak_10139_lociStitched	chr16(.):4587365-4589547	0.2057
1_MACS_peak_10140_lociStitched	chr16(.):4663758-4667636	0.17
1_MACS_peak_10141_lociStitched	chr16(.):4673802-4676256	0.3047
1_MACS_peak_10142_lociStitched	chr16(.):4742674-4744588	0.1634
1_MACS_peak_10143_lociStitched	chr16(.):4783656-4785205	0.2096
1_MACS_peak_10144_lociStitched	chr16(.):4796737-4799312	0.1286
1_MACS_peak_10145_lociStitched	chr16(.):4815897-4819104	0.1883
1_MACS_peak_10146_lociStitched	chr16(.):4896262-4898795	0.1834
1_MACS_peak_10147_lociStitched	chr16(.):5083330-5084557	0.1869
