GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_001666	chrX(.):153167829-153196714	0.4767
NM_002910	chrX(.):153195721-153215232	0.1623
NM_001025243	chrX(.):153270956-153290342	0.4204
NM_003492	chrX(.):153232990-153253646	1.0159
NR_031757	chrX(.):153280370-153290440	0.5787
NR_036175	chrX(.):153241548-153251627	0.2963
NR_036174	chrX(.):153241547-153251628	0.2964
NM_001110556	chrX(.):153571899-153608006	0.2317
NM_000117	chrX(.):153602596-153614883	0.3846
NM_006730	chrX(.):153624578-153642575	0.5344
NM_001183	chrX(.):153651977-153669862	0.1803
NM_001009934	chrX(.):153624578-153645427	0.467
NR_000011	chrX(.):153623621-153633756	0.6744
NM_000116	chrX(.):153634876-153655063	0.1652
NR_026898	chrX(.):153621570-153635680	0.4988
NM_004699	chrX(.):153667484-153684002	0.1507
NM_001493	chrX(.):153660258-153676814	0.2409
NM_015892	chr10(.):125762181-125856930	0.5515
NM_014863	chr10(.):125774168-125856930	0.6166
NM_001083591	chr10(.):11201992-11383672	0.8221
NM_001025077	chr10(.):11042258-11383672	0.4885
NM_006561	chr10(.):11054892-11383672	0.5051
NM_024948	chr10(.):15815174-15907519	0.374
NM_000698	chr10(.):45864628-45946563	0.4483
NM_032199	chr10(.):63656012-63861707	0.2536
NM_001198798	chr10(.):73851273-73980751	0.1053
NM_001198799	chr10(.):73851273-73981183	0.1054
NM_020338	chr10(.):80823791-81081285	0.2739
NM_145868	chr10(.):81909879-81970328	0.3829
NM_007373	chr10(.):112674300-112778425	0.1076
NM_001098207	chr10(.):43876064-43897794	0.5753
NM_004966	chr10(.):43876064-43909656	0.8427
NM_173160	chr10(.):43862091-43876783	0.0981
NM_001098204	chr10(.):43876064-43909696	0.8418
NM_001098208	chr10(.):43876064-43897279	0.5842
NM_001098205	chr10(.):43876064-43909332	0.8503
NM_001098206	chr10(.):43876064-43908299	0.8756
NR_026693	chr10(.):43927573-43983007	0.2214
NM_173473	chr10(.):73970805-74000618	0.1613
NM_019058	chr10(.):74028676-74040797	0.3861
NM_017626	chr10(.):74087587-74119907	0.5426
NM_030912	chr10(.):104399251-104423076	0.821
NM_001083913	chr10(.):104498726-104581021	0.7711
NM_017787	chr10(.):104530887-104581021	1.0929
NR_024552	chr10(.):105201542-105217162	0.2502
NM_001129742	chr10(.):105227560-105243997	0.7409
NM_001001412	chr10(.):105208143-105223648	0.3263
NM_004210	chr10(.):105248734-105357309	0.3454
NM_005871	chr10(.):112047797-112069707	0.1911
NM_004419	chr10(.):112252624-112276302	0.8288
NM_145341	chr10(.):112626595-112664764	0.1766
NM_001195307	chr10(.):112653487-112684124	0.2158
NM_001195306	chr10(.):112653487-112683694	0.2179
NR_026932	chr10(.):112623647-112635662	0.684
NR_024469	chr11(.):67080309-67164158	0.2688
NM_001111018	chr11(.):19367270-20148147	0.1325
NM_006819	chr11(.):63948586-63977020	0.3633
NM_001098517	chr11(.):115039344-115380241	0.3368
NM_181798	chr11(.):2477683-2875340	0.1986
NM_000218	chr11(.):2461220-2875340	0.1975
NM_030962	chr11(.):9795213-10320754	0.0735
NM_001143830	chr11(.):22683159-22839547	0.3156
NM_177553	chr11(.):22684653-22839547	0.3156
NM_005256	chr11(.):22691318-22839547	0.1851
NM_004811	chr11(.):58289343-58348390	0.6704
NM_001143995	chr11(.):58289343-58350639	0.6491
NM_206893	chr11(.):60547820-60573778	0.0888
NM_024092	chr11(.):60676370-60695915	0.7112
NM_001077241	chr11(.):65137662-65155142	0.5536
NR_002819	chr11(.):65260232-65278939	2.3821
NM_030930	chr11(.):67753574-67776593	0.6615
NM_014824	chr11(.):72542789-72858143	0.1409
NM_176796	chr11(.):72970569-73013850	1.1732
NM_176798	chr11(.):72975938-73013850	1.3181
NM_004154	chr11(.):72978246-73014664	1.352
NM_014488	chr11(.):82687477-82787884	0.4554
NM_024556	chr11(.):126076618-126137879	0.104
NR_033839	chr11(.):126206611-126230482	0.1511
NM_002017	chr11(.):128558812-128688162	0.3712
NM_001167681	chr11(.):128557388-128688162	0.3681
NM_182612	chr11(.):762222-782487	0.2871
NM_006755	chr11(.):742431-770024	0.2822
NR_002585	chr11(.):806680-816814	0.7506
NM_001025239	chr11(.):837823-872116	0.4459
NM_001025234	chr11(.):839080-872116	0.4599
NM_145886	chr11(.):794178-810250	0.8074
NM_016564	chr11(.):782109-795126	0.1671
NM_021128	chr11(.):834720-847529	1.0252
NM_139029	chr11(.):827951-843835	0.942
NM_173584	chr11(.):822584-836991	0.2705
NM_024698	chr11(.):785474-801263	0.3388
NM_001004	chr11(.):804935-817876	0.7266
NM_001025237	chr11(.):839445-872116	0.4649
NM_020376	chr11(.):813900-830571	0.2489
NM_001191060	chr11(.):785474-802995	0.3114
NM_001191061	chr11(.):785474-803269	0.3091
NM_001025235	chr11(.):837940-872116	0.447
NM_001124	chr11(.):10321641-10333923	1.5292
NM_022725	chr11(.):22639078-22652387	0.5179
NM_000614	chr11(.):58385145-58398205	0.1287
NR_024091	chr11(.):58341586-58398205	0.6418
NM_053023	chr11(.):58341586-58394023	0.6834
NM_004778	chr11(.):60613397-60628444	0.1199
NM_207341	chr11(.):60630014-60648164	0.7209
NM_024098	chr11(.):60604428-60623561	0.8529
NM_014502	chr11(.):60653019-60679061	0.4077
NM_016582	chr11(.):60699554-60724257	0.1695
NM_178031	chr11(.):60686912-60709631	0.1254
NM_004470	chr11(.):64003412-64016607	0.9435
NM_000932	chr11(.):64013994-64041924	0.2983
NM_005528	chr11(.):63992752-64006753	0.4835
NM_001160390	chr11(.):63986270-63998726	0.4401
NM_032344	chr11(.):63988737-64002488	0.4356
NM_004322	chr11(.):64032299-64057176	0.4732
NM_178443	chr11(.):63969151-63996363	0.2919
NM_057092	chr11(.):64004587-64016607	1.0181
NM_033310	chr11(.):64053792-64072503	0.5791
NM_003377	chr11(.):63997265-64011259	0.8025
NM_020155	chr11(.):64048581-64061972	0.5216
NM_001135208	chr11(.):64003603-64016607	0.9519
NM_001039496	chr11(.):64062862-64077239	0.8945
NM_001170726	chr11(.):64046810-64061972	0.4679
NM_001160393	chr11(.):63986270-63998341	0.4248
NM_001170881	chr11(.):64047284-64061972	0.4819
NM_001177358	chr11(.):64047282-64061972	0.4819
NM_138689	chr11(.):64006950-64019413	1.0083
NM_000244	chr11(.):64565985-64583188	0.1979
NM_130803	chr11(.):64565985-64583766	0.1941
NM_004579	chr11(.):64551608-64575713	0.1209
NM_017525	chr11(.):64586661-64617041	0.1333
NM_130800	chr11(.):64565985-64583035	0.1985
NM_130802	chr11(.):64565985-64583213	0.1977
NR_029829	chr11(.):64653826-64663911	0.1462
NM_006795	chr11(.):64615207-64651191	0.5999
NR_029578	chr11(.):64653608-64663718	0.1444
NR_028272	chr11(.):65185268-65199003	5.7543
NR_030343	chr11(.):65206928-65217028	0.4011
NM_031904	chr11(.):65149040-65185995	0.5182
NM_032223	chr11(.):65378782-65409910	0.3272
NM_001098785	chr11(.):65334819-65346669	0.8894
NM_021070	chr11(.):65301029-65330699	0.3118
NM_033455	chr11(.):65355325-65368467	0.6079
NM_001099409	chr11(.):65338508-65365116	0.6636
NM_002419	chr11(.):65360225-65386720	0.3159
NM_001048218	chr11(.):65287547-65311182	0.2829
NM_006396	chr11(.):65332942-65344239	0.8331
NM_006747	chr11(.):65400577-65423391	0.2538
NM_207354	chr11(.):67051761-67074955	0.6405
NM_017857	chr11(.):67065918-67085078	0.1158
NR_030767	chr11(.):67051815-67074955	0.6419
NM_001619	chr11(.):67028904-67059029	1.0544
NM_001161473	chr11(.):67771047-67801743	0.6388
NM_006053	chr11(.):67805446-67823366	0.3328
NM_006019	chr11(.):67801482-67823366	0.2838
NM_002496	chr11(.):67793083-67809114	0.642
NM_000694	chr11(.):67772789-67801743	0.6263
NM_002564	chr11(.):72924343-72952395	0.2395
NM_176071	chr11(.):72924501-72952395	0.2379
NM_014786	chr11(.):73014662-73085425	0.2108
NR_033347	chr11(.):82747505-82757640	0.1155
NM_006235	chr11(.):111217980-111255157	0.7113
NR_026691	chr11(.):117852105-117877199	0.7017
NM_032795	chr11(.):126066988-126086587	0.419
NM_017547	chr11(.):126134054-126153027	0.3548
NM_014026	chr11(.):126168646-126220644	0.3839
NM_148910	chr11(.):126147981-126168071	0.264
NM_001177842	chr11(.):126127813-126143877	0.3379
NM_006278	chr11(.):126221095-126289533	0.1245
NM_014325	chr12(.):109033886-109130295	0.2994
NM_020375	chr12(.):4425358-4474190	0.0978
NM_007273	chr12(.):7069516-7084891	0.6528
NR_015382	chr12(.):6543166-6565683	0.5387
NM_001144831	chr12(.):7069514-7084916	0.6521
NM_006143	chr12(.):12808994-12854121	0.2297
NM_001128914	chr12(.):53840885-53879946	0.5535
NM_000966	chr12(.):53599352-53631036	0.7294
NM_001042728	chr12(.):53599352-53619150	1.0194
NM_013449	chr12(.):56984379-57035163	0.1997
NM_014706	chr12(.):108910990-108960165	0.5209
NM_018984	chr12(.):109171465-109256359	0.4053
NM_003959	chr12(.):123315038-123352507	0.0774
NM_001082959	chr12(.):125257173-125353519	0.0619
NM_001759	chr12(.):4377901-4419522	0.9294
NM_014231	chr12(.):6566403-6584843	0.4652
NM_001242	chr12(.):6549050-6565884	0.6846
NM_014865	chr12(.):6598297-6646132	0.3903
NM_016497	chr12(.):6596315-6607471	0.4366
NR_004387	chr12(.):6614387-6624717	0.0653
NM_018009	chr12(.):6556176-6576488	0.7572
NR_027483	chr12(.):6972277-6985110	0.5522
NM_001975	chr12(.):7018613-7037859	0.6579
NM_002831	chr12(.):7055433-7075479	1.4476
NM_001159287	chr12(.):6971583-6985110	0.5254
NR_029779	chr12(.):7067861-7077929	1.4903
NM_080548	chr12(.):7050739-7075479	1.4524
NM_001146316	chr12(.):6975099-6987449	0.5689
NM_000365	chr12(.):6971692-6985110	0.5295
NM_001007026	chr12(.):7028625-7056484	0.8008
NM_006992	chr12(.):7008896-7028406	0.2956
NM_001940	chr12(.):7032479-7056484	0.7126
NM_032641	chr12(.):6975099-6987521	0.567
NR_003010	chr12(.):7071499-7081769	0.6255
NR_033796	chr12(.):6988845-6999902	0.077
NR_002803	chr12(.):6988144-6998768	0.0569
NM_138425	chr12(.):7048202-7060165	0.8627
NR_029682	chr12(.):7068259-7078354	1.219
NM_005768	chr12(.):7080346-7130842	0.1323
NM_006331	chr12(.):7074943-7090165	0.4682
NR_033399	chr12(.):9565286-9605768	0.5372
NM_004064	chr12(.):12865301-12880305	3.1254
NR_030344	chr12(.):12912582-12922677	0.0721
NM_001130415	chr12(.):12873850-12949399	0.431
NM_030762	chr12(.):26267958-26283003	1.5724
NM_018976	chr12(.):46746970-46771645	0.3724
NM_001098532	chr12(.):48123452-48157181	0.2831
NM_017842	chr12(.):48161966-48181536	0.248
NM_006105	chr12(.):48123452-48157244	0.2829
NM_001098531	chr12(.):48123452-48157889	0.2792
NM_001098416	chr12(.):48171506-48218763	0.581
NM_001004304	chr12(.):53569534-53589654	0.3491
NM_000889	chr12(.):53580106-53606000	3.1774
NM_015989	chr12(.):53546446-53579430	0.196
NM_001170790	chr12(.):53640369-53653190	0.2297
NM_032889	chr12(.):53640875-53653190	0.2346
NM_001164691	chr12(.):53812638-53830318	0.1245
NM_001005354	chr12(.):53830432-53845427	0.1716
NM_134324	chr12(.):53890376-53905215	0.4781
NM_006301	chr12(.):53869275-53898444	0.3977
NM_134323	chr12(.):53889704-53905215	0.4629
NM_003717	chr12(.):53895473-53906422	0.1464
NR_003046	chr12(.):57032463-57042538	0.5019
NM_001686	chr12(.):57026958-57044852	0.4994
NM_005594	chr12(.):57101210-57124066	0.452
NR_002737	chr12(.):57033810-57043885	0.4967
NM_001113203	chr12(.):57101210-57124326	0.4476
NM_006601	chr12(.):57052124-57087078	0.5693
NM_017440	chr12(.):68683345-68731161	0.1047
NM_001111283	chr12(.):102784644-102879378	0.2578
NM_001111284	chr12(.):102784644-102877429	0.2129
NM_001111285	chr12(.):102806453-102879378	0.3071
NM_007076	chr12(.):108904050-108918380	0.3691
NM_213595	chr12(.):108951293-108968160	2.1931
NM_181724	chr12(.):108978621-108996894	0.1711
NM_003006	chr12(.):109010679-109032670	3.2715
NM_001161331	chr12(.):109180694-109226327	0.136
NM_024667	chr12(.):123344874-123385712	0.6747
NM_021009	chr12(.):125391191-125404587	0.9769
NM_032436	chr13(.):115074964-115097803	0.4281
NM_000820	chr13(.):114518521-114572046	1.1151
NM_007368	chr13(.):114742193-114903095	1.1479
NM_001143945	chr13(.):114518521-114544017	0.1183
NM_001143946	chr13(.):114518521-114541714	0.1177
NR_024609	chr13(.):114581609-114631485	0.5575
NM_023011	chr13(.):115042077-115076283	0.9582
NM_003903	chr13(.):114995361-115043150	0.5555
NM_001012706	chr14(.):50443429-50479238	0.6668
NM_001080414	chr14(.):91732666-91889133	0.5714
NM_024496	chr14(.):77485885-77500034	0.9648
NM_005065	chr14(.):81934238-82005205	0.3144
NM_025268	chr14(.):105987952-106001539	0.2223
NM_144508	chr15(.):40881446-40959881	0.1135
NM_001211	chr15(.):40448209-40518337	0.0971
NM_025201	chr15(.):65129081-65165201	0.181
NM_001004439	chr15(.):68589041-68729492	0.1586
NM_020908	chr15(.):70335542-70395256	0.3439
NM_003612	chr15(.):74696629-74731299	0.2345
NM_001146030	chr15(.):74696629-74731001	0.2306
NM_172217	chr15(.):81512639-81610104	0.3246
NM_001172128	chr15(.):81484218-81610104	0.2686
NM_007011	chr15(.):89626380-89750591	0.3804
NM_198526	chr15(.):90539751-90630432	0.4771
NR_027992	chr15(.):20869796-20966480	0.0618
NR_027053	chr15(.):21927513-21945739	0.2283
NR_024387	chr15(.):22009419-22021878	0.1074
NM_015995	chr15(.):31614082-31675102	0.7792
NM_003134	chr15(.):40322890-40336389	0.2417
NM_001003942	chr15(.):40375091-40403287	0.9377
NM_033503	chr15(.):40375091-40403639	0.929
NM_001003940	chr15(.):40375091-40406075	0.8756
NM_001080791	chr15(.):40840297-40862252	0.9703
NM_152260	chr15(.):40856536-40871661	0.3696
NR_002208	chr15(.):40819082-40829749	0.0838
NM_198524	chr15(.):56652643-56743072	0.3284
NM_182703	chr15(.):65199100-65256041	0.1628
NM_017882	chr15(.):68494329-68527080	0.5299
NM_015322	chr15(.):68565140-68588640	0.9073
NR_030714	chr15(.):70366710-70376807	0.1168
NM_000781	chr15(.):74625102-74665081	0.0949
NM_182791	chr15(.):74605899-74633482	0.0938
NM_001099773	chr15(.):74625102-74663553	0.095
NM_001127190	chr15(.):75069424-75100539	0.7486
NM_000761	chr15(.):75036183-75053941	0.0823
NM_000499	chr15(.):75006882-75022877	0.179
NM_001099436	chr15(.):75123458-75140552	0.2512
NM_021819	chr15(.):75100193-75123099	0.1247
NM_001030005	chr15(.):75113950-75129136	0.1111
NM_021823	chr15(.):75310926-75348067	1.1721
NM_138967	chr15(.):75282875-75318836	0.7806
NM_004513	chr15(.):81584253-81610104	0.7905
NM_181900	chr15(.):81600006-81621524	0.4447
NM_002168	chr15(.):90622211-90650708	0.9346
NR_033769	chr15(.):93333713-93345338	0.1005
NM_003090	chr15(.):101816714-101840460	0.4964
NM_203472	chr15(.):101806213-101822700	0.5249
NM_014918	chr15(.):101710927-101797137	0.3805
NM_018445	chr15(.):101807389-101822700	0.5313
NM_015914	chr16(.):11767942-11841648	1.3199
NM_013302	chr16(.):22212591-22305066	0.1343
NM_000336	chr16(.):23308590-23397620	0.8237
NM_000078	chr16(.):56990834-57022756	0.1653
NM_004691	chr16(.):67466916-67520089	0.1364
NM_001191022	chr16(.):67591309-67678088	0.2067
NM_012320	chr16(.):68274246-68299961	0.8518
NM_002661	chr16(.):81807929-81996899	0.1614
NM_003791	chr16(.):84082368-84155517	0.3337
NM_175931	chr16(.):88936262-89012608	0.029
NM_005187	chr16(.):88936262-89048504	0.2184
NM_003498	chr16(.):11757288-11778015	1.2203
NM_001130007	chr16(.):11956984-12015519	0.1636
NM_001130006	chr16(.):11956984-12014825	0.1648
NM_001192	chr16(.):12053963-12066925	3.7381
NM_032167	chr16(.):12065601-12152141	0.1745
NM_001039182	chr16(.):29459913-29471285	0.5017
NM_001017389	chr16(.):29462126-29481280	0.4897
NM_003166	chr16(.):29462126-29481301	0.4983
NM_178044	chr16(.):29460821-29474545	0.5041
NR_002454	chr16(.):29455665-29466236	0.4104
NR_002556	chr16(.):29471288-29483899	0.5706
NR_037608	chr16(.):29461411-29481301	0.4852
NM_001017390	chr16(.):29466206-29481301	0.3739
NR_024370	chr16(.):29870003-29884374	0.5663
NM_002383	chr16(.):29812854-29827504	1.0283
NR_015396	chr16(.):29870154-29884374	0.5724
NM_145239	chr16(.):29818408-29832202	0.8533
NM_007317	chr16(.):29797057-29821706	0.5822
NM_006319	chr16(.):29864677-29879578	0.5522
NM_024516	chr16(.):29822527-29838816	0.6452
NM_152338	chr16(.):29784560-29796840	0.1203
NM_005115	chr16(.):29826714-29864360	0.27
NM_001039182	chr16(.):30199255-30210627	0.5126
NM_178044	chr16(.):30200163-30213887	0.4896
NM_003166	chr16(.):30201468-30220650	0.4918
NM_001017389	chr16(.):30201468-30220620	0.4867
NM_001193333	chr16(.):30189730-30205396	0.75
NR_002454	chr16(.):30195004-30205575	1.0961
NR_037608	chr16(.):30200753-30220650	0.4783
NR_002556	chr16(.):30210637-30223248	0.5167
NR_002555	chr16(.):30229349-30261932	0.1485
NM_001017390	chr16(.):30205548-30220650	0.3615
NM_001126108	chr16(.):56894118-56954762	1.1772
NM_001010989	chr16(.):56960747-56982793	1.8893
NM_032206	chr16(.):57018409-57122436	0.1645
NM_001172643	chr16(.):66536905-66589194	1.0779
NM_001172644	chr16(.):66536905-66589315	1.0756
NM_052999	chr16(.):66595349-66618038	0.0745
NM_181641	chr16(.):66581471-66604971	0.5039
NM_181271	chr16(.):66595293-66618038	0.0745
NM_001040138	chr16(.):66581465-66605154	0.5004
NM_001185057	chr16(.):67202764-67214643	0.486
NM_003946	chr16(.):67202755-67214643	0.4857
NM_001040715	chr16(.):67204504-67222883	0.3842
NM_001950	chr16(.):67221067-67237821	0.1971
NM_024712	chr16(.):67228027-67242927	0.0529
NM_033309	chr16(.):67177004-67189902	0.2061
NM_025187	chr16(.):67138914-67187442	0.1297
NM_178516	chr16(.):67213281-67229107	0.3649
NM_003789	chr16(.):67183088-67198812	0.6557
NM_001538	chr16(.):67192287-67208848	0.7717
NM_001185058	chr16(.):67199404-67214643	0.4091
NM_018378	chr16(.):67188890-67203077	0.6694
NR_029887	chr16(.):67231223-67241298	0.0525
NM_014187	chr16(.):67256015-67268182	0.2654
NM_012163	chr16(.):67236041-67265721	0.1538
NM_001004055	chr16(.):67236041-67265901	0.1528
NM_001193524	chr16(.):67566364-67585691	0.4887
NM_001193523	chr16(.):67558539-67585691	0.4849
NM_001193522	chr16(.):67557719-67585691	0.4737
NM_001138	chr16(.):67511473-67522716	0.4263
NM_024519	chr16(.):67557716-67585691	0.4736
NM_024939	chr16(.):68257449-68275136	0.2705
NM_001184824	chr16(.):68339876-68396169	0.2052
NM_003983	chr16(.):68293422-68340722	0.3806
NM_032178	chr16(.):68329517-68349868	0.2027
NM_178452	chr16(.):84173864-84216524	0.2014
NM_031463	chr16(.):84150743-84183800	0.272
NM_021962	chr17(.):901758-1088131	0.2471
NM_001159746	chr17(.):901758-1095616	0.2424
NM_003342	chr17(.):4167511-4274969	0.1137
NM_199340	chr17(.):62845487-62919903	0.1827
NM_022066	chr17(.):74380612-74454288	0.1261
NM_020761	chr17(.):78513624-78945173	0.184
NM_001092	chr17(.):901758-1017324	0.2861
NM_002558	chr17(.):3794884-3824960	0.6966
NM_005022	chr17(.):4843946-4856825	1.6124
NM_153357	chr17(.):6939948-6952242	0.1516
NM_144775	chr17(.):18213593-18236370	0.8957
NM_001033553	chr17(.):19985334-20223067	0.1695
NM_001033555	chr17(.):20054401-20223067	0.1998
NM_003170	chr17(.):26984301-27034249	0.1604
NM_183232	chr17(.):37916198-38025441	0.4623
NM_001070	chr17(.):40756357-40772256	0.8076
NM_000342	chr17(.):42320757-42350502	0.1222
NR_027774	chr17(.):43508265-43573146	0.3946
NM_003726	chr17(.):46205801-46512594	0.0972
NM_001433	chr17(.):62115389-62212502	0.5986
NM_014960	chr17(.):66250322-66422000	0.1806
NR_036488	chr17(.):70394462-70593943	0.2344
NM_004252	chr17(.):72739762-72770499	0.5276
NM_001003716	chr17(.):73639944-73668269	0.9083
NM_004259	chr17(.):73617949-73668265	0.6253
NM_001113492	chr17(.):75278972-75501678	0.3375
NM_006640	chr17(.):75310596-75501678	0.3807
NM_001113491	chr17(.):75272491-75501678	0.336
NM_001163075	chr17(.):76137433-76167364	1.0357
NM_017456	chr17(.):76665129-76783376	0.4818
NM_024648	chr17(.):80342085-80381513	0.2632
NM_001893	chr17(.):80197239-80236573	0.2565
NM_020310	chr17(.):2282353-2309258	0.822
NR_028335	chr17(.):2305274-2323730	0.0929
NM_172206	chr17(.):3758616-3799037	0.1505
NM_172207	chr17(.):3763450-3801337	0.1572
NM_174957	chr17(.):3822168-3872736	0.1762
NM_000080	chr17(.):4796063-4811369	0.092
NM_001145536	chr17(.):4797947-4811227	0.0998
NM_001165417	chr17(.):4835425-4848462	0.5013
NM_000173	chr17(.):4830591-4843325	0.1961
NM_015528	chr17(.):4838629-4853517	1.4128
NM_006612	chr17(.):4896242-4936694	0.1502
NM_015099	chr17(.):4866286-4895960	0.3538
NM_001171168	chr17(.):4866286-4895665	0.3568
NM_053013	chr17(.):4849383-4865426	1.1619
NM_001167985	chr17(.):4886424-4905905	0.3698
NM_004890	chr17(.):4857520-4876132	0.3557
NM_001004333	chr17(.):6910797-6922851	2.14
NM_001142799	chr17(.):6913072-6925839	2.1599
NM_201566	chr17(.):6934393-6948440	0.2558
NR_029712	chr17(.):6915933-6926020	1.6871
NM_181844	chr17(.):6921368-6937961	0.247
NM_000697	chr17(.):6894383-6919055	0.9923
NR_030178	chr17(.):6916229-6926341	1.5843
NM_182906	chr17(.):6972855-6988600	0.0686
NM_001143775	chr17(.):7141905-7159995	0.8513
NM_015982	chr17(.):7186570-7202876	0.1198
NM_001185023	chr17(.):7158221-7171264	0.0725
NM_001185022	chr17(.):7158221-7171512	0.072
NM_001128827	chr17(.):7088209-7125928	0.1821
NM_000018	chr17(.):7118152-7133585	0.2274
NM_004422	chr17(.):7123660-7142863	0.3513
NM_007278	chr17(.):7138737-7150753	0.785
NM_024297	chr17(.):7133346-7147825	0.8543
NM_001365	chr17(.):7088209-7128369	0.1754
NM_203415	chr17(.):7150371-7168259	0.4517
NM_015362	chr17(.):7150550-7168259	0.456
NM_001042	chr17(.):7180053-7196367	0.1382
NM_015343	chr17(.):7141905-7160259	0.8415
NR_029896	chr17(.):7121615-7131698	0.2865
NM_012452	chr17(.):16837397-16880402	1.193
NR_024007	chr17(.):17674999-17687843	0.1153
NM_004176	chr17(.):17709662-17745325	0.5522
NR_030361	chr17(.):17712149-17722245	0.1278
NM_004618	chr17(.):18172234-18223321	0.2118
NM_004169	chr17(.):18226186-18271856	0.4094
NM_001145127	chr17(.):18276078-18297960	0.094
NM_001102664	chr17(.):19135689-19245028	0.2659
NM_015681	chr17(.):19241482-19271046	0.1809
NR_031591	chr17(.):19242818-19252887	0.0987
NR_023380	chr17(.):20219486-20310504	0.1136
NM_006923	chr17(.):26970606-26993933	0.4101
NR_000010	chr17(.):27044599-27054671	0.9313
NR_000009	chr17(.):27045698-27055772	1.5525
NM_031934	chr17(.):27036298-27049908	0.5443
NM_001142625	chr17(.):27036298-27050286	0.5313
NM_000984	chr17(.):27041999-27056374	1.3013
NM_138463	chr17(.):27046365-27058230	1.5571
NR_000014	chr17(.):27045446-27055509	1.305
NR_000013	chr17(.):27042567-27052634	0.6223
NM_004295	chr17(.):27066022-27082976	0.2401
NM_152465	chr17(.):27025533-27043872	0.1323
NR_024579	chr17(.):27036298-27050251	0.5326
NM_001160407	chr17(.):27046365-27058949	1.4721
NM_178170	chr17(.):27050831-27074784	0.7079
NM_002981	chr17(.):32682398-32695252	0.7063
NM_005408	chr17(.):32678470-32690629	0.2149
NM_005623	chr17(.):32641065-32653421	0.111
NM_002983	chr17(.):34410602-34422506	2.4033
NM_002988	chr17(.):34386642-34403841	0.1436
NM_002984	chr17(.):34426219-34438014	1.0412
NM_021006	chr17(.):34517267-34529156	3.7528
NM_001001418	chr17(.):34576084-34597027	0.3273
NM_001001435	chr17(.):34533467-34545274	1.6091
NM_001001437	chr17(.):34517267-34529147	3.7542
NM_001001417	chr17(.):34488060-34508988	0.3404
NM_021006	chr17(.):34618841-34630730	2.9591
NM_001001437	chr17(.):34618841-34630721	2.96
NM_001001435	chr17(.):34635033-34646840	1.5993
NM_001001418	chr17(.):34741118-34813091	0.2433
NM_001130677	chr17(.):36822958-36836187	0.2596
NM_005937	chr17(.):36856872-36891056	0.7331
NM_007144	chr17(.):36885149-36909558	0.3869
NM_002795	chr17(.):36904001-36925478	0.3341
NM_001136498	chr17(.):36881509-36896858	0.1926
NM_005310	chr17(.):37889186-37908538	0.1866
NM_001030002	chr17(.):37889589-37908538	0.1888
NM_032339	chr17(.):37880408-37891788	0.3087
NM_018530	chr17(.):38055847-38078793	0.0917
NM_001042471	chr17(.):38055847-38079903	0.0962
NM_198844	chr17(.):38019454-38039149	0.9168
NM_001145301	chr17(.):38469472-38518895	0.7867
NM_152219	chr17(.):38511904-38525945	0.1103
NM_000964	chr17(.):38460422-38518895	0.7386
NM_001024809	chr17(.):38493270-38518895	0.1052
NM_001254	chr17(.):38439145-38464413	0.2422
NM_001042531	chr17(.):40709091-40723295	0.6029
NR_026697	chr17(.):40726525-40766445	0.5567
NM_198204	chr17(.):40714077-40730221	0.7645
NM_013290	chr17(.):40719328-40734747	0.9542
NM_000413	chr17(.):40698983-40712232	0.2581
NM_000263	chr17(.):40682950-40701466	0.2725
NM_178542	chr17(.):42248351-42269082	0.4478
NM_001076674	chr17(.):42259353-42274099	0.5081
NM_177441	chr17(.):42259573-42274099	0.5153
NM_001076684	chr17(.):42277400-42301924	0.672
NM_001098833	chr17(.):42264172-42280529	0.5075
NM_080863	chr17(.):42243073-42261451	0.367
NM_001076683	chr17(.):42277400-42303250	0.6399
NM_014233	chr17(.):42277400-42300664	0.7039
NM_152343	chr17(.):43326759-43344479	0.1073
NM_005892	chr17(.):43294291-43329683	1.954
NR_024434	chr17(.):43320302-43350997	0.2128
NR_024435	chr17(.):43334557-43350997	0.0837
NM_174919	chr17(.):43501717-43515282	0.5404
NM_199282	chr17(.):43466267-43508012	0.1919
NM_001159330	chr17(.):43466267-43488449	0.2129
NR_036199	chr17(.):43547728-43557801	0.0509
NM_002144	chr17(.):46601806-46613272	0.1348
NM_000250	chr17(.):56342216-56363296	0.1161
NM_004758	chr17(.):56373593-56411152	0.473
NM_003168	chr17(.):56417538-56434563	0.7614
NR_029683	chr17(.):56403592-56413679	1.6777
NR_004380	chr17(.):62218437-62228517	0.5646
NR_002995	chr17(.):62218698-62228831	0.5619
NR_036199	chr17(.):62813147-62823220	0.0445
NR_026903	chr17(.):62957667-62976703	0.75
NR_027283	chr17(.):66189800-66201443	0.1943
NM_016627	chr17(.):66239144-66258305	0.6906
NM_001174166	chr17(.):66258166-66292405	0.4752
NR_033876	chr17(.):70589179-70641611	0.2557
NM_001163989	chr17(.):72727958-72748474	0.6195
NM_001006638	chr17(.):72728355-72748474	0.6307
NM_139018	chr17(.):72685451-72714108	0.129
NM_175738	chr17(.):72662255-72748474	0.2568
NR_037409	chr17(.):72739751-72749838	0.7185
NM_017728	chr17(.):72767621-72840922	0.0936
NM_015654	chr17(.):72761685-72777470	0.1723
NR_003587	chr17(.):73579138-73627927	0.1169
