#22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_ROSE/22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam
#Using cutoff of 13237.2108 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
13_MACS_peak_13943_lociStitched	chr17	77707236	77732448	13	22544	28118.9436	2175.7956	263	1
5_MACS_peak_64_lociStitched	chr1	1052569	1073654	5	20162	32449.815	2051.5705	264	1
4_MACS_peak_14952_lociStitched	chr19	4218778	4241122	4	21521	31185.5208	3369.4752	265	1
4_MACS_peak_46_lociStitched	chr1	955545	976219	4	20382	31296.3012	1589.8306	266	1
16_MACS_peak_6675_lociStitched	chr11	64285717	64314270	16	22691	27262.4044	2338.4907	267	1
15_MACS_peak_6028_lociStitched	chr11	1725519	1751881	15	22778	27213.4926	2562.3864	268	1
5_MACS_peak_21246_lociStitched	chr21	44863914	44886296	5	21084	30978.9262	2752.986	269	1
16_MACS_peak_27988_lociStitched	chr7	155591997	155619195	16	22711	27100.0872	2523.9744	270	1
17_MACS_peak_7274_lociStitched	chr11	69970761	69999188	17	23073	25356.884	1896.0809	271	1
8_MACS_peak_15169_lociStitched	chr19	5731762	5757194	8	22915	26751.9208	3056.9264	272	1
19_MACS_peak_26367_lociStitched	chr6	33980957	34009240	19	22773	26464.4031	2452.1361	273	1
11_MACS_peak_278_lociStitched	chr1	2131576	2156567	11	22142	27120.2332	2311.6675	274	1
13_MACS_peak_9783_lociStitched	chr16	917082	942920	13	22176	26088.6286	1767.3192	275	1
21_MACS_peak_2147_lociStitched	chr1	17534873	17562357	21	22569	25518.894	2311.4044	276	1
5_MACS_peak_31739_lociStitched	chr9	140049485	140070615	5	19618	31082.23	1884.796	277	1
19_MACS_peak_699_lociStitched	chr1	3336646	3362277	19	22295	25133.7586	1514.7921	278	1
9_MACS_peak_15384_lociStitched	chr19	7543195	7568298	9	22599	26194.9805	3609.8114	279	1
16_MACS_peak_2230_lociStitched	chr1	17685738	17713020	16	22423	25134.9066	2174.3754	280	1
2_MACS_peak_27387_lociStitched	chr7	100632992	100648485	2	15372	37674.3281	2790.2893	281	1
11_MACS_peak_30961_lociStitched	chr9	137166133	137191878	11	21825	26141.473	1912.8535	282	1
14_MACS_peak_18059_lociStitched	chr19	49048568	49074490	14	21886	26336.752	2283.7282	283	1
2_MACS_peak_10071_lociStitched	chr16	3033845	3053079	2	19208	31303.335	2033.0338	284	1
8_MACS_peak_22599_lociStitched	chr22	42740500	42765101	8	21683	26305.8493	2150.1274	285	1
17_MACS_peak_22517_lociStitched	chr22	40036545	40063260	17	21803	25988.352	2161.2435	286	1
13_MACS_peak_23355_lociStitched	chr22	46309670	46334402	13	21481	25439.3352	1506.1788	287	1
5_MACS_peak_30764_lociStitched	chr9	136344705	136366307	5	20571	27976.7502	2047.8696	288	1
6_MACS_peak_13695_lociStitched	chr17	77015563	77035807	6	19427	30029.9496	2062.8636	289	1
7_MACS_peak_6021_lociStitched	chr11	1702251	1724240	7	20638	27299.3435	1770.1145	290	1
5_MACS_peak_21293_lociStitched	chr21	45699018	45717514	5	18106	31986.9824	2095.5968	291	1
11_MACS_peak_17532_lociStitched	chr19	45367847	45391014	11	20946	26899.2037	2379.2509	292	1
16_MACS_peak_19926_lociStitched	chr20	48889906	48916488	16	21508	25287.4566	2227.5716	293	1
16_MACS_peak_31483_lociStitched	chr9	138572243	138599066	16	21461	24626.1963	1644.2499	294	1
5_MACS_peak_8439_lociStitched	chr12	54413484	54434070	5	19790	28344.8634	1828.0368	295	1
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752	296	1
10_MACS_peak_26393_lociStitched	chr6	34041419	34064897	10	21978	23276.0892	2028.4992	297	1
3_MACS_peak_20902_lociStitched	chr20	62729406	62749150	3	19432	28767.008	1820.3968	298	1
20_MACS_peak_24103_lociStitched	chr3	50536020	50562230	20	21474	25051.518	2621	299	1
9_MACS_peak_30464_lociStitched	chr9	135071789	135094991	9	21310	24826.14	2030.175	300	1
7_MACS_peak_9732_lociStitched	chr16	741201	762053	7	19466	28275.312	1647.308	301	1
9_MACS_peak_22584_lociStitched	chr22	42693603	42716454	9	20734	25837.6257	1940.0499	302	1
13_MACS_peak_25280_lociStitched	chr4	8611622	8638882	13	21478	22781.182	1324.836	303	1
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665	304	1
5_MACS_peak_27439_lociStitched	chr7	100805783	100825822	5	19041	28665.7895	2286.4499	305	1
10_MACS_peak_131_lociStitched	chr1	1512208	1534737	10	20936	24685.0253	2498.4661	306	1
5_MACS_peak_5854_lociStitched	chr11	843032	863852	5	19059	28046.622	1919.604	307	1
14_MACS_peak_13498_lociStitched	chr17	75779572	75803555	14	20836	24462.66	2412.6898	308	1
6_MACS_peak_1081_lociStitched	chr1	6299087	6319952	6	19435	26982.618	1806.909	309	1
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243	310	1
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878	311	1
14_MACS_peak_31559_lociStitched	chr9	138899241	138924930	14	20224	24977.4147	1764.8343	312	1
4_MACS_peak_13599_lociStitched	chr17	76352970	76372462	4	18555	28746.8016	2146.0692	313	1
8_MACS_peak_15156_lociStitched	chr19	5544019	5566296	8	20920	23974.5074	2477.2024	314	1
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.8395	1847.407	315	1
3_MACS_peak_20825_lociStitched	chr20	62170189	62188597	3	18152	28795.6344	1618.0632	316	1
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.5896	1584.6858	317	1
16_MACS_peak_14717_lociStitched	chr19	3094593	3120503	16	20791	23995.251	2489.951	318	1
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605	1866.15	319	1
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7609	320	1
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512	321	1
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03	322	1
8_MACS_peak_20887_lociStitched	chr20	62670458	62692381	8	18623	27758.9026	1913.8779	323	1
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416	324	1
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.1495	1696.149	325	1
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994	326	1
27_MACS_peak_1305_lociStitched	chr1	7509283	7538104	27	20392	23085.621	1622.6223	327	1
17_MACS_peak_19957_lociStitched	chr20	48956594	48981234	17	20511	23270.016	2491.104	328	1
21_MACS_peak_1842_lociStitched	chr1	11666364	11692821	21	20419	23237.1831	2243.5536	329	1
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351	330	1
1_MACS_peak_14159_lociStitched	chr17	79076264	79093428	1	17165	28478.5088	1069.3172	331	1
18_MACS_peak_22192_lociStitched	chr22	36969520	36995005	18	20278	23390.133	2303.844	332	1
14_MACS_peak_18128_lociStitched	chr19	49252758	49278001	14	20104	24379.6894	2875.1777	333	1
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597	334	1
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.3188	2455.71	335	1
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.3272	1910.1939	336	1
8_MACS_peak_9650_lociStitched	chr15	91192343	91213812	8	18357	28319.7579	3188.1465	337	1
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706	338	1
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968	339	1
16_MACS_peak_22893_lociStitched	chr22	44700325	44725890	16	20346	22589.234	2017.0785	340	1
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5	341	1
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128	342	1
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413	343	1
7_MACS_peak_9987_lociStitched	chr16	2232473	2252989	7	18025	27241.1448	2014.6712	344	1
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878	345	1
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032	346	1
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128	347	1
15_MACS_peak_9331_lociStitched	chr15	74466780	74491693	15	19984	22822.7993	2015.4617	348	1
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085	349	1
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221	350	1
13_MACS_peak_354_lociStitched	chr1	2520059	2544554	13	19484	23610.7305	1709.751	351	1
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.5828	1582.947	352	1
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454	353	1
4_MACS_peak_14557_lociStitched	chr19	1491175	1507194	4	15552	31514.1787	2692.7939	354	1
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.315	355	1
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374	356	1
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954	357	1
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694	358	1
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232	359	1
18_MACS_peak_22868_lociStitched	chr22	44662365	44687932	18	19528	22833.8877	1418.9685	360	1
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408	361	1
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836	362	1
3_MACS_peak_4319_lociStitched	chr1	155088785	155104693	3	15461	31539.2008	2868.2124	363	1
4_MACS_peak_1110_lociStitched	chr1	6554551	6572202	4	16895	27855.0431	1609.7712	364	1
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393	365	1
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219	366	1
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194	367	1
14_MACS_peak_18006_lociStitched	chr19	48777910	48803056	14	19271	23677.4736	2509.5708	368	1
18_MACS_peak_1716_lociStitched	chr1	11368081	11391974	18	19792	21773.6909	2011.7906	369	1
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448	370	1
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.35	2143.4632	371	1
6_MACS_peak_11701_lociStitched	chr17	7184975	7204336	6	16903	27819.8209	2178.1125	372	1
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.24	2243.44	373	1
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412	374	1
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.234	2049.844	375	1
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.784	376	1
17_MACS_peak_10254_lociStitched	chr16	5049162	5073598	17	19746	21449.9208	2211.458	377	1
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5376	378	1
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.2465	1621.017	379	1
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.9822	1955.0106	380	1
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196	381	1
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194	382	1
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.358	383	1
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.1478	2320.0532	384	1
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.2664	2175.9048	385	1
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537	386	1
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0114	387	1
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766	388	1
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585	389	1
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458	390	1
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.3586	1507.4823	391	1
1_MACS_peak_12228_lociStitched	chr17	36333567	36350249	1	16683	29877.462	5605.152	392	1
2_MACS_peak_31784_lociStitched	chr9	140317890	140334343	2	16196	26686.766	1628.847	393	1
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9	394	1
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895	395	1
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575	396	1
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196	397	1
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333	398	1
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.272	2958.477	399	1
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695	400	1
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437	401	1
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448	402	1
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658	403	1
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.7496	1936.996	404	1
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52	405	1
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152	406	1
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297	407	1
17_MACS_peak_22747_lociStitched	chr22	43813411	43837307	17	18209	21377.3616	1710.9536	408	1
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.1176	1608.4236	409	1
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.1232	1932.4672	410	1
4_MACS_peak_4361_lociStitched	chr1	156579541	156596574	4	16379	26477.7985	3265.2261	411	1
2_MACS_peak_12688_lociStitched	chr17	45922455	45939403	2	16502	24861.0212	1937.1564	412	1
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406	413	1
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.488	2392.4992	414	1
1_MACS_peak_14238_lociStitched	chr17	79759021	79772641	1	13621	28551.606	1254.402	415	1
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864	416	1
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6152	417	1
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997	418	1
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888	419	1
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5176	420	1
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477	421	1
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365	422	1
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031	423	1
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159	424	1
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.1928	2096.5505	425	1
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.2478	2960.133	426	1
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375	427	1
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632	428	1
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302	429	1
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994	430	1
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.52	431	1
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.0948	1824.9222	432	1
1_MACS_peak_27645_lociStitched	chr7	128482642	128498287	1	15646	25013.226	2229.4125	433	1
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.9394	1537.9452	434	1
2_MACS_peak_27739_lociStitched	chr7	151078264	151094108	2	15522	24719.8088	1841.0728	435	1
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.971	1556.5284	436	1
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451	437	1
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9625	438	1
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.3999	1514.1364	439	1
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8818	440	1
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833	441	1
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188	442	1
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.16	1255.297	443	1
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.7453	2024.7807	444	1
4_MACS_peak_21641_lociStitched	chr21	47545520	47562536	4	15637	24040.2048	1713.5112	445	1
4_MACS_peak_27259_lociStitched	chr7	99758801	99774634	4	14876	25658.9598	2045.6236	446	1
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.0191	1947.3433	447	1
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.4416	1628.8278	448	1
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703	449	1
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8112	450	1
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989	451	1
6_MACS_peak_25969_lociStitched	chr5	176884863	176902066	6	16017	22735.4848	1634.285	452	1
4_MACS_peak_21284_lociStitched	chr21	45665389	45681541	4	15709	24077.7864	2461.5648	453	1
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8202	454	1
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.4125	2758.1925	455	1
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875	456	1
9_MACS_peak_10450_lociStitched	chr16	30028467	30045548	9	16028	22649.406	1762.7592	457	1
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325	458	1
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168	459	1
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.5466	2376.2848	460	1
2_MACS_peak_13379_lociStitched	chr17	73604750	73619228	2	13950	25657.9116	1544.8026	461	1
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.792	462	1
4_MACS_peak_12166_lociStitched	chr17	34577257	34594283	4	16111	24440.823	4462.5146	463	1
3_MACS_peak_12170_lociStitched	chr17	34742575	34759297	3	15541	25452.5562	4441.3632	464	1
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.4131	1822.8704	465	1
3_MACS_peak_1961_lociStitched	chr1	16383496	16400187	3	15156	23255.5703	1659.0854	466	1
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433	467	1
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.658	468	1
7_MACS_peak_21175_lociStitched	chr21	44011501	44028615	7	16384	21382.2316	2413.074	469	1
6_MACS_peak_10073_lociStitched	chr16	3054909	3071526	6	15429	22803.5091	1847.8104	470	1
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.63	1436.591	471	1
6_MACS_peak_88_lociStitched	chr1	1133532	1150063	6	15598	21754.796	1137.3328	472	1
3_MACS_peak_9642_lociStitched	chr15	89899866	89916790	3	16226	20940.0652	1714.4012	473	1
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572	474	1
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005	475	1
5_MACS_peak_21419_lociStitched	chr21	46140525	46157093	5	16248	20892.248	1784.3736	476	1
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.2832	1886.551	477	1
2_MACS_peak_15370_lociStitched	chr19	7036587	7053229	2	16593	21825.983	3801.0328	478	1
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456	479	1
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921	480	1
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396	481	1
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.0846	1633.04	482	1
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681	483	1
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.9792	1297.4308	484	1
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888	485	1
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.6704	867.2928	486	1
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642	487	1
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5992	488	1
4_MACS_peak_8152_lociStitched	chr12	6928497	6943235	4	14140	24414.9708	2019.106	489	1
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492	1589.0784	490	1
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215	491	1
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232	492	1
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791	493	1
5_MACS_peak_8770_lociStitched	chr13	114049257	114065941	5	15502	21315.4784	1723.4572	494	1
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624	495	1
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7478	496	1
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.6503	1573.8459	497	1
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872	498	1
3_MACS_peak_2965_lociStitched	chr1	21044369	21059318	3	14573	22700.0565	1683.2574	499	1
2_MACS_peak_15368_lociStitched	chr19	7016963	7033778	2	16313	20258.712	2939.262	500	1
4_MACS_peak_24029_lociStitched	chr3	50302189	50318026	4	13987	23845.7709	1894.1052	501	1
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192	502	1
4_MACS_peak_15947_lociStitched	chr19	13973558	13990669	4	15842	19985.648	1969.4761	503	1
2_MACS_peak_13442_lociStitched	chr17	74905537	74921141	2	15546	20225.9048	1563.5208	504	1
11_MACS_peak_13840_lociStitched	chr17	77458859	77478618	11	15971	19510.0366	1841.5388	505	1
7_MACS_peak_16543_lociStitched	chr19	18899552	18916369	7	16028	18999.8466	1513.53	506	1
1_MACS_peak_12227_lociStitched	chr17	36283804	36297317	1	13514	26266.5694	3991.7402	507	1
6_MACS_peak_31546_lociStitched	chr9	138864973	138882240	6	15754	19102.4821	1155.1623	508	1
6_MACS_peak_680_lociStitched	chr1	3298271	3315493	6	16009	18351.7632	1079.8194	509	1
9_MACS_peak_12799_lociStitched	chr17	47594247	47613440	9	16181	18907.0243	2274.3705	510	1
3_MACS_peak_14498_lociStitched	chr19	665036	679421	3	14013	23132.5185	1967.868	511	1
10_MACS_peak_11381_lociStitched	chr17	1172716	1190854	10	15495	20225.6838	1973.4144	512	1
5_MACS_peak_31693_lociStitched	chr9	139845559	139861103	5	14744	21146.0576	1355.4368	513	1
17_MACS_peak_31414_lociStitched	chr9	138344487	138365165	17	16308	17781.0122	1544.6466	514	1
8_MACS_peak_6239_lociStitched	chr11	2935405	2951785	8	14441	21651.084	1497.132	515	1
14_MACS_peak_6479_lociStitched	chr11	61360579	61380925	14	15840	18610.4862	1611.4032	516	1
1_MACS_peak_13966_lociStitched	chr17	77771597	77783489	1	11893	24797.1984	996.5496	517	1
3_MACS_peak_12173_lociStitched	chr17	34793438	34808514	3	14296	24261.8068	4243.894	518	1
3_MACS_peak_9749_lociStitched	chr16	819284	834352	3	14401	20817.9488	1005.0356	519	1
8_MACS_peak_15520_lociStitched	chr19	8182389	8199597	8	15598	18839.3184	1672.6176	520	1
4_MACS_peak_16306_lociStitched	chr19	17634356	17650219	4	14987	19828.75	1552.9877	521	1
5_MACS_peak_23374_lociStitched	chr22	46358297	46374706	5	15116	18811.2776	830.2954	522	1
3_MACS_peak_4393_lociStitched	chr1	156887835	156901093	3	12529	24716.8894	2247.231	523	1
7_MACS_peak_11693_lociStitched	chr17	7163899	7179350	7	14846	19781.9153	1495.6568	524	1
7_MACS_peak_11762_lociStitched	chr17	7676004	7693240	7	15793	17959.912	1902.8544	525	1
6_MACS_peak_16512_lociStitched	chr19	18493430	18510171	6	15648	18431.841	2015.6164	526	1
3_MACS_peak_12278_lociStitched	chr17	37751255	37765789	3	13900	21283.5896	1196.1482	527	1
9_MACS_peak_29738_lociStitched	chr9	34562500	34580469	9	15538	18423.6157	1827.4473	528	1
3_MACS_peak_15482_lociStitched	chr19	7949849	7965673	3	15082	19803.736	2199.536	529	1
11_MACS_peak_17885_lociStitched	chr19	48211283	48229933	11	15424	18435.525	1743.775	530	1
8_MACS_peak_12690_lociStitched	chr17	45942613	45959501	8	15213	18870.6512	1825.5928	531	1
