REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
13_MACS_peak_12712_lociStitched	chr17	46799718	46833218	13	28624	41593.6	4003.25	162	NCRNA00253,PRAC,MIR3185,HOXB13	TTLL6	HOXB13	162	1
9_MACS_peak_17838_lociStitched	chr19	47900910	47930707	9	28642	40535.8388	3164.4414	163	MEIS3	DHX34,SLC8A2	MEIS3	163	1
4_MACS_peak_13758_lociStitched	chr17	77241404	77271445	4	29674	36887.3439	2436.3251	164	RBFOX3		ENGASE	164	1
7_MACS_peak_14175_lociStitched	chr17	79272238	79300880	7	27273	41585.3198	2446.0268	165	C17orf55,TMEM105	SLC38A10	C17orf55	165	1
12_MACS_peak_13581_lociStitched	chr17	76306161	76338973	12	29579	37382.7116	3622.4448	166		PGS1,SOCS3	SOCS3	166	1
7_MACS_peak_6099_lociStitched	chr11	1938274	1968100	7	27838	39772.971	2436.7842	167	TNNT3	LSP1,MRPL23,LOC100133545,MIR675	TNNT3	167	1
9_MACS_peak_18240_lociStitched	chr19	49916023	49946104	9	28754	38241.9753	2947.938	168	CCDC155,LOC645971,PTH2,SLC17A7	DKKL1,ALDH16A1,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,PIH1D1	LOC645971	168	1
14_MACS_peak_12771_lociStitched	chr17	47507656	47540111	14	30035	35872.5115	3625.2235	169		NGFR,PHB	PHB	169	1
9_MACS_peak_11423_lociStitched	chr17	1828905	1858205	9	28394	38087.07	2549.1	170	RTN4RL1		RTN4RL1	170	1
12_MACS_peak_29623_lociStitched	chr8	144938242	144970221	12	27894	39590.002	3156.3273	171	EPPK1	MIR937,SCRIB,PUF60,NRBP2,PLEC,MIR661	EPPK1	171	1
17_MACS_peak_13624_lociStitched	chr17	76476547	76511879	17	28665	37540.25	2939.6224	172	DNAH17		DNAH17	172	1
5_MACS_peak_19245_lociStitched	chr2	219845449	219871522	5	25723	42475.5243	2873.2446	173	FEV,CRYBA2,MIR375,CCDC108	CDK5R2,LOC151300,CCDC108	CRYBA2	173	1
12_MACS_peak_6140_lociStitched	chr11	2149337	2182138	12	28686	36415.6702	2601.1193	174	IGF2AS,IGF2,INS-IGF2,MIR483,INS	TH	IGF2	174	1
6_MACS_peak_31594_lociStitched	chr9	138970209	138998876	6	26905	39336.8574	2118.4913	175	NACC2	C9orf69	NACC2	175	1
18_MACS_peak_11937_lociStitched	chr17	18969773	19005201	18	30966	31608.8616	4074.22	176		GRAPL,GRAP	GRAP	176	1
12_MACS_peak_18587_lociStitched	chr19	55631084	55662575	12	28967	35383.2876	3284.5113	177	TNNT1	EPS8L1,PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	177	1
22_MACS_peak_30230_lociStitched	chr9	133249565	133285205	22	28808	34374.78	2640.924	178		ASS1	ASS1	178	1
9_MACS_peak_30154_lociStitched	chr9	132929301	132959276	9	28074	36011.965	2889.59	179	NCS1	NCS1	NCS1	179	1
10_MACS_peak_17408_lociStitched	chr19	42414852	42442724	10	25187	41228.2624	3169.0464	180		CD79A,ARHGEF1,RABAC1	RABAC1	180	1
2_MACS_peak_2042_lociStitched	chr1	17011929	17029339	2	17253	51805.196	3602.129	181	ESPNP	MST1P2	ESPNP	181	1
9_MACS_peak_11445_lociStitched	chr17	1904761	1933350	9	26385	37983.3454	2833.1699	182	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	182	1
9_MACS_peak_10031_lociStitched	chr16	2855107	2883867	9	27214	35921.24	2924.892	183	PRSS41,PRSS21,ZG16B	FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	183	1
11_MACS_peak_6448_lociStitched	chr11	61281959	61311358	11	26571	36960.4228	2734.107	184	SYT7	C11orf66,LRRC10B	LRRC10B	184	1
7_MACS_peak_21124_lociStitched	chr21	43717445	43744348	7	26139	39003.9694	3930.5283	185	TFF3	TFF2,TFF1	TFF3	185	1
10_MACS_peak_15397_lociStitched	chr19	7634251	7664034	10	27486	35319.6597	3856.8985	186	KIAA1543	MCOLN1,PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	186	1
8_MACS_peak_22476_lociStitched	chr22	39221427	39249793	8	26851	35477.3562	2802.5608	187	NPTXR	DNAL4,CBX6	NPTXR	187	1
13_MACS_peak_14126_lociStitched	chr17	78478326	78509954	13	27471	33822.9832	2618.7984	188		RPTOR,NPTX1	RPTOR	188	1
16_MACS_peak_8101_lociStitched	chr12	3378369	3408889	16	27595	32631.984	2490.432	189	TSPAN9		PRMT8	189	1
6_MACS_peak_15835_lociStitched	chr19	13103335	13128918	6	24658	38305.4259	2627.3741	190	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	190	1
10_MACS_peak_18073_lociStitched	chr19	49080593	49110686	10	26959	34363.1967	3400.509	191	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	191	1
5_MACS_peak_1062_lociStitched	chr1	6180964	6208514	5	25922	35528.48	2333.485	192	CHD5		CHD5	192	1
22_MACS_peak_24650_lociStitched	chr4	3854789	3887172	22	27933	31534.5654	3001.9041	193			LOC348926	193	1
15_MACS_peak_15741_lociStitched	chr19	11357024	11390183	15	26704	34269.8265	3193.2117	194	DOCK6	LOC55908,TSPAN16,KANK2	DOCK6	194	1
19_MACS_peak_21325_lociStitched	chr21	45865294	45899454	19	27083	33674.928	3528.728	195	LRRC3	C21orf90	LRRC3	195	1
7_MACS_peak_13323_lociStitched	chr17	72873477	72902074	7	27334	32386.1025	2868.2791	196	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	196	1
16_MACS_peak_2091_lociStitched	chr1	17408788	17440112	16	26829	33053.0848	2559.1708	197	PADI2	SDHB	PADI2	197	1
2_MACS_peak_6233_lociStitched	chr11	2426304	2449031	2	21787	41138.1427	1995.4306	198	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	198	1
4_MACS_peak_3011_lociStitched	chr1	21908346	21933822	4	24693	36438.3228	2402.3868	199	RAP1GAP		RAP1GAP	199	1
18_MACS_peak_11966_lociStitched	chr17	19056350	19089283	18	28159	29204.9844	3708.2558	200	GRAPL		GRAPL	200	1
16_MACS_peak_3084_lociStitched	chr1	22567834	22598040	16	26908	31118.2212	2322.8414	201			WNT4	201	1
5_MACS_peak_29936_lociStitched	chr9	129442569	129469284	5	24974	35912.9745	2922.621	202	LMX1B		LMX1B	202	1
10_MACS_peak_13398_lociStitched	chr17	74515288	74542278	10	26009	34055.982	3400.74	203	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	203	1
4_MACS_peak_12244_lociStitched	chr17	36716212	36739684	4	23253	38160.7776	2441.088	204	SRCIN1		SRCIN1	204	1
2_MACS_peak_19302_lociStitched	chr2	220374402	220398587	2	24180	36444.3765	2491.055	205	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	205	1
7_MACS_peak_15415_lociStitched	chr19	7718976	7744905	7	25179	35507.1726	3523.7511	206	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	206	1
10_MACS_peak_24000_lociStitched	chr3	50183931	50211657	10	26163	32566.9596	2805.8712	207	SEMA3F	GNAT1,SLC38A3	SEMA3F	207	1
6_MACS_peak_8455_lociStitched	chr12	54585768	54613389	6	26072	33797.0556	3949.803	208		SMUG1,CBX5	SMUG1	208	1
14_MACS_peak_30934_lociStitched	chr9	137104548	137134910	14	25376	33185.666	1979.6024	209			RNU6ATAC	209	1
22_MACS_peak_5910_lociStitched	chr11	1238022	1270902	22	26840	29756.4	2110.896	210	MUC5B		MUC5B	210	1
5_MACS_peak_14020_lociStitched	chr17	77942860	77968421	5	24966	34103.4862	2315.8266	211	TBC1D16	CCDC40	TBC1D16	211	1
9_MACS_peak_31529_lociStitched	chr9	138661102	138687308	9	25282	32532.1284	1614.2896	212	KCNT1		KCNT1	212	1
16_MACS_peak_20759_lociStitched	chr20	61986192	62016983	16	25876	30941.8759	1936.7539	213	CHRNA4		CHRNA4	213	1
11_MACS_peak_11530_lociStitched	chr17	4478082	4506134	11	24217	35008.896	2586.3944	214	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	214	1
14_MACS_peak_3181_lociStitched	chr1	22872173	22902315	14	25870	30184.1988	2215.437	215	EPHA8		EPHA8	215	1
10_MACS_peak_12824_lociStitched	chr17	47938130	47965851	10	25955	30778.6263	3121.3846	216		TAC4	TAC4	216	1
5_MACS_peak_31698_lociStitched	chr9	139862204	139887653	5	23080	35816.9226	2438.0142	217	PTGDS,LCNL1,C9orf142	C8G,LCN12,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	217	1
16_MACS_peak_730_lociStitched	chr1	3400442	3429635	16	25641	29756.4249	1795.3695	218	MEGF6	ARHGEF16,MIR551A	ARHGEF16	218	1
12_MACS_peak_23730_lociStitched	chr3	12903804	12933347	12	25674	31368.7574	3524.4799	219		SNORA7A,RPL32	RPL32	219	1
7_MACS_peak_4351_lociStitched	chr1	156355568	156382547	7	24377	33931.4883	3952.4235	220	C1orf61	C1orf182,RHBG,CCT3,MIR9-1	MIR9-1	220	1
10_MACS_peak_50_lociStitched	chr1	977938	1003658	10	23831	33019.336	1934.144	221	AGRN	ISG15,HES4,C1orf159	AGRN	221	1
6_MACS_peak_14284_lociStitched	chr17	81011022	81037210	6	24474	31957.2164	2286.2124	222		METRNL,B3GNTL1	METRNL	222	1
10_MACS_peak_18601_lociStitched	chr19	55673118	55700706	10	24965	30887.5248	3161.5848	223	C19orf51,SYT5,PTPRH	PPP1R12C,TNNT1,TNNI3,TMEM86B	SYT5	223	1
7_MACS_peak_7014_lociStitched	chr11	68758683	68783159	7	23704	32029.2936	1750.034	224	MRGPRF	TPCN2,MRGPRD	MRGPRF	224	1
12_MACS_peak_9841_lociStitched	chr16	1055485	1082141	12	24060	31059.5712	1692.656	225		SOX8,SSTR5,LMF1,LOC146336	SOX8	225	1
11_MACS_peak_13657_lociStitched	chr17	76551480	76579081	11	25040	29221.1787	2699.3778	226	DNAH17		DNAH17	226	1
15_MACS_peak_6215_lociStitched	chr11	2378862	2408009	15	24892	29295.6497	2608.6565	227	CD81	TSSC4,TRPM5	CD81	227	1
11_MACS_peak_27421_lociStitched	chr7	100745492	100772136	11	24791	29668.094	3005.4432	228	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	228	1
6_MACS_peak_2049_lociStitched	chr1	17083794	17108955	6	23924	33431.4207	4956.717	229	MST1P9	ESPNP	MST1P9	229	1
7_MACS_peak_27079_lociStitched	chr7	44257035	44280792	7	22296	33468.8616	2002.7151	230	CAMK2B	YKT6,GCK	YKT6	230	1
12_MACS_peak_8683_lociStitched	chr13	113676879	113704069	12	24023	30319.569	2390.001	231	MCF2L		MCF2L	231	1
12_MACS_peak_18249_lociStitched	chr19	50011016	50038368	12	25387	27409.4392	2850.0784	232	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	232	1
10_MACS_peak_11719_lociStitched	chr17	7308238	7333953	10	22528	33149.2065	2180.632	233	NLGN2,SPEM1,C17orf74	TMEM95,TNK1,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61,ZBTB4	SPEM1	233	1
8_MACS_peak_30358_lociStitched	chr9	133935380	133961305	8	23881	30684.83	2563.9825	234	LAMC3	AIF1L,NUP214	AIF1L	234	1
9_MACS_peak_14025_lociStitched	chr17	77969453	77995673	9	24133	29639.088	2344.068	235	TBC1D16	CCDC40	TBC1D16	235	1
22_MACS_peak_22910_lociStitched	chr22	44732115	44763088	22	24468	28557.106	2168.11	236		KIAA1644	KIAA1644	236	1
5_MACS_peak_4524_lociStitched	chr1	201321619	201346310	5	23265	32436.5667	3632.0461	237	TNNT2	LAD1,TNNI1	TNNT2	237	1
11_MACS_peak_20810_lociStitched	chr20	62124908	62151900	11	24265	28830.1552	2475.1664	238	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	238	1
5_MACS_peak_26484_lociStitched	chr6	41603680	41628450	5	23355	30313.526	2179.76	239	MDFI		MDFI	239	1
9_MACS_peak_27312_lociStitched	chr7	100312045	100337804	9	23862	29612.5464	2725.3022	240	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	240	1
3_MACS_peak_24208_lociStitched	chr3	128195174	128216794	3	20804	34873.06	2058.224	241	GATA2	LOC90246,DNAJB8	GATA2	241	1
21_MACS_peak_17361_lociStitched	chr19	42278848	42309743	21	24039	29291.5495	3481.8665	242	CEACAM3	CEACAM6,DMRTC2,LYPD4	CEACAM3	242	1
13_MACS_peak_5788_lociStitched	chr11	314146	340424	13	23630	29725.6736	3000.9476	243	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	243	1
10_MACS_peak_1892_lociStitched	chr1	11925300	11950380	10	23287	29659.608	2402.664	244		PLOD1,NPPA,NPPB,KIAA2013	NPPB	244	1
14_MACS_peak_15554_lociStitched	chr19	8266127	8294224	14	24603	26961.8812	3009.1887	245	LASS4		LASS4	245	1
14_MACS_peak_25889_lociStitched	chr5	176148704	176175348	14	23729	27493.9436	1891.724	246			UNC5A	246	1
15_MACS_peak_11986_lociStitched	chr17	19100073	19128617	15	25039	25013.1072	3034.2272	247		EPN2	EPN2	247	1
10_MACS_peak_3195_lociStitched	chr1	22906904	22932029	10	23373	28052.0625	1763.775	248	EPHA8	C1QA,C1QC,C1QB	EPHA8	248	1
10_MACS_peak_14812_lociStitched	chr19	3333283	3359402	10	23853	27908.1515	2925.328	249		NFIC	NFIC	249	1
4_MACS_peak_11821_lociStitched	chr17	7958136	7981470	4	22513	31146.2232	3122.0892	250	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	250	1
2_MACS_peak_16529_lociStitched	chr19	18708569	18729427	2	20355	33437.4598	1952.3088	251	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	251	1
6_MACS_peak_1067_lociStitched	chr1	6210891	6234387	6	22768	28820.1936	2171.0304	252	CHD5	RNF207,RPL22	CHD5	252	1
7_MACS_peak_26386_lociStitched	chr6	34013414	34038055	7	22606	29216.8337	2353.2155	253	GRM4	MIR1275	MIR1275	253	1
6_MACS_peak_9942_lociStitched	chr16	1567564	1590671	6	21623	30505.8614	1693.7431	254	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	254	1
17_MACS_peak_27325_lociStitched	chr7	100350720	100378547	17	23242	27512.5549	2256.7697	255	ZAN	POP7,EPO,EPHB4	ZAN	255	1
12_MACS_peak_4753_lociStitched	chr1	228754616	228784411	12	26106	28501.897	12254.6835	256	DUSP5P		DUSP5P	256	1
6_MACS_peak_14822_lociStitched	chr19	3360447	3383824	6	22720	28676.5659	2531.7291	257	NFIC		NFIC	257	1
17_MACS_peak_13910_lociStitched	chr17	77644688	77672605	17	23058	27344.7015	2124.4837	258		ENPP7	ENPP7	258	1
8_MACS_peak_29012_lociStitched	chr8	142333097	142356660	8	22635	28131.8657	2092.3944	259	LOC731779	GPR20	LOC731779	259	1
14_MACS_peak_16918_lociStitched	chr19	36343823	36370481	14	23168	26769.9636	1999.35	260	KIRREL2,APLP1	HCST,PRODH2,NPHS1,NFKBID,TYROBP	APLP1	260	1
9_MACS_peak_24199_lociStitched	chr3	128169038	128193924	9	22348	28890.1574	2389.056	261	DNAJB8	LOC90246,GATA2	DNAJB8	261	1
18_MACS_peak_544_lociStitched	chr1	3035575	3060587	18	23365	25522.2448	1468.2044	262	PRDM16,MIR4251		MIR4251	262	1
13_MACS_peak_13943_lociStitched	chr17	77707236	77732448	13	22544	28118.9436	2175.7956	263	ENPP7	CBX2,CBX8	ENPP7	263	1
5_MACS_peak_64_lociStitched	chr1	1052569	1073654	5	20162	32449.815	2051.5705	264		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	264	1
4_MACS_peak_14952_lociStitched	chr19	4218778	4241122	4	21521	31185.5208	3369.4752	265	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	265	1
4_MACS_peak_46_lociStitched	chr1	955545	976219	4	20382	31296.3012	1589.8306	266	AGRN	ISG15,C1orf170,HES4	AGRN	266	1
16_MACS_peak_6675_lociStitched	chr11	64285717	64314270	16	22691	27262.4044	2338.4907	267		SLC22A11,SLC22A12	SLC22A11	267	1
15_MACS_peak_6028_lociStitched	chr11	1725519	1751881	15	22778	27213.4926	2562.3864	268	MOB2	FAM99A,KRTAP5-6,FAM99B,LOC402778,CTSD	KRTAP5-6	268	1
5_MACS_peak_21246_lociStitched	chr21	44863914	44886296	5	21084	30978.9262	2752.986	269	C21orf125,C21orf84	SIK1	C21orf125	269	1
16_MACS_peak_27988_lociStitched	chr7	155591997	155619195	16	22711	27100.0872	2523.9744	270	SHH		SHH	270	1
17_MACS_peak_7274_lociStitched	chr11	69970761	69999188	17	23073	25356.884	1896.0809	271	ANO1		ANO1	271	1
8_MACS_peak_15169_lociStitched	chr19	5731762	5757194	8	22915	26751.9208	3056.9264	272	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	272	1
19_MACS_peak_26367_lociStitched	chr6	33980957	34009240	19	22773	26464.4031	2452.1361	273	GRM4	MIR1275	MIR1275	273	1
11_MACS_peak_278_lociStitched	chr1	2131576	2156567	11	22142	27120.2332	2311.6675	274	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	274	1
13_MACS_peak_9783_lociStitched	chr16	917082	942920	13	22176	26088.6286	1767.3192	275	LMF1		PRR25	275	1
21_MACS_peak_2147_lociStitched	chr1	17534873	17562357	21	22569	25518.894	2311.4044	276	PADI1	PADI3	PADI1	276	1
5_MACS_peak_31739_lociStitched	chr9	140049485	140070615	5	19618	31082.23	1884.796	277	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	277	1
19_MACS_peak_699_lociStitched	chr1	3336646	3362277	19	22295	25133.7586	1514.7921	278	PRDM16	ARHGEF16	ARHGEF16	278	1
9_MACS_peak_15384_lociStitched	chr19	7543195	7568298	9	22599	26194.9805	3609.8114	279	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	279	1
16_MACS_peak_2230_lociStitched	chr1	17685738	17713020	16	22423	25134.9066	2174.3754	280	PADI4,PADI6		PADI6	280	1
2_MACS_peak_27387_lociStitched	chr7	100632992	100648485	2	15372	37674.3281	2790.2893	281	MUC12	MUC17	MUC17	281	1
11_MACS_peak_30961_lociStitched	chr9	137166133	137191878	11	21825	26141.473	1912.8535	282		RXRA	RXRA	282	1
14_MACS_peak_18059_lociStitched	chr19	49048568	49074490	14	21886	26336.752	2283.7282	283	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	283	1
2_MACS_peak_10071_lociStitched	chr16	3033845	3053079	2	19208	31303.335	2033.0338	284	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	284	1
8_MACS_peak_22599_lociStitched	chr22	42740500	42765101	8	21683	26305.8493	2150.1274	285			NFAM1	285	1
17_MACS_peak_22517_lociStitched	chr22	40036545	40063260	17	21803	25988.352	2161.2435	286	CACNA1I		CACNA1I	286	1
13_MACS_peak_23355_lociStitched	chr22	46309670	46334402	13	21481	25439.3352	1506.1788	287	WNT7B		WNT7B	287	1
5_MACS_peak_30764_lociStitched	chr9	136344705	136366307	5	20571	27976.7502	2047.8696	288		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	288	1
6_MACS_peak_13695_lociStitched	chr17	77015563	77035807	6	19427	30029.9496	2062.8636	289	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	289	1
7_MACS_peak_6021_lociStitched	chr11	1702251	1724240	7	20638	27299.3435	1770.1145	290	KRTAP5-6,MOB2,FAM99B	FAM99A,LOC402778	KRTAP5-6	290	1
5_MACS_peak_21293_lociStitched	chr21	45699018	45717514	5	18106	31986.9824	2095.5968	291	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	291	1
11_MACS_peak_17532_lociStitched	chr19	45367847	45391014	11	20946	26899.2037	2379.2509	292	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	292	1
16_MACS_peak_19926_lociStitched	chr20	48889906	48916488	16	21508	25287.4566	2227.5716	293	LOC284751		LOC284751	293	1
16_MACS_peak_31483_lociStitched	chr9	138572243	138599066	16	21461	24626.1963	1644.2499	294	KCNT1,SOHLH1	LCN9,GLT6D1	SOHLH1	294	1
5_MACS_peak_8439_lociStitched	chr12	54413484	54434070	5	19790	28344.8634	1828.0368	295	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	295	1
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752	296	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	296	1
10_MACS_peak_26393_lociStitched	chr6	34041419	34064897	10	21978	23276.0892	2028.4992	297	GRM4		GRM4	297	1
3_MACS_peak_20902_lociStitched	chr20	62729406	62749150	3	19432	28767.008	1820.3968	298	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	298	1
20_MACS_peak_24103_lociStitched	chr3	50536020	50562230	20	21474	25051.518	2621	299	CACNA2D2	HEMK1,C3orf18	CACNA2D2	299	1
9_MACS_peak_30464_lociStitched	chr9	135071789	135094991	9	21310	24826.14	2030.175	300	NTNG2		NTNG2	300	1
7_MACS_peak_9732_lociStitched	chr16	741201	762053	7	19466	28275.312	1647.308	301	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	301	1
9_MACS_peak_22584_lociStitched	chr22	42693603	42716454	9	20734	25837.6257	1940.0499	302		LOC388906	LOC388906	302	1
13_MACS_peak_25280_lociStitched	chr4	8611622	8638882	13	21478	22781.182	1324.836	303	CPZ	GPR78	CPZ	303	1
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665	304		LOC645752	LOC645752	304	1
5_MACS_peak_27439_lociStitched	chr7	100805783	100825822	5	19041	28665.7895	2286.4499	305	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	305	1
10_MACS_peak_131_lociStitched	chr1	1512208	1534737	10	20936	24685.0253	2498.4661	306		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	306	1
5_MACS_peak_5854_lociStitched	chr11	843032	863852	5	19059	28046.622	1919.604	307	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	307	1
14_MACS_peak_13498_lociStitched	chr17	75779572	75803555	14	20836	24462.66	2412.6898	308			FLJ45079	308	1
6_MACS_peak_1081_lociStitched	chr1	6299087	6319952	6	19435	26982.618	1806.909	309	HES3,GPR153	RNF207,RPL22,ICMT	HES3	309	1
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243	310	MUC4		MUC4	310	1
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878	311		PDE9A	PDE9A	311	1
14_MACS_peak_31559_lociStitched	chr9	138899241	138924930	14	20224	24977.4147	1764.8343	312	NACC2	UBAC1	UBAC1	312	1
4_MACS_peak_13599_lociStitched	chr17	76352970	76372462	4	18555	28746.8016	2146.0692	313	SOCS3	PGS1	SOCS3	313	1
8_MACS_peak_15156_lociStitched	chr19	5544019	5566296	8	20920	23974.5074	2477.2024	314	PLAC2		PLAC2	314	1
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.8395	1847.407	315		ASS1	ASS1	315	1
3_MACS_peak_20825_lociStitched	chr20	62170189	62188597	3	18152	28795.6344	1618.0632	316	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	316	1
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.5896	1584.6858	317	WNT7B	LOC730668	WNT7B	317	1
16_MACS_peak_14717_lociStitched	chr19	3094593	3120503	16	20791	23995.251	2489.951	318	GNA11	GNA15,TLE2,AES	GNA11	318	1
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605	1866.15	319	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	319	1
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7609	320		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	320	1
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512	321	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	321	1
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03	322	TUSC5	BHLHA9	TUSC5	322	1
8_MACS_peak_20887_lociStitched	chr20	62670458	62692381	8	18623	27758.9026	1913.8779	323	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	323	1
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416	324	NTNG2		NTNG2	324	1
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.1495	1696.149	325	CASZ1		CASZ1	325	1
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994	326	UBASH3A	TFF1,TMPRSS3	UBASH3A	326	1
27_MACS_peak_1305_lociStitched	chr1	7509283	7538104	27	20392	23085.621	1622.6223	327	CAMTA1		VAMP3	327	1
17_MACS_peak_19957_lociStitched	chr20	48956594	48981234	17	20511	23270.016	2491.104	328		LOC284751	LOC284751	328	1
21_MACS_peak_1842_lociStitched	chr1	11666364	11692821	21	20419	23237.1831	2243.5536	329		FBXO44,FBXO6,FBXO2,MAD2L2	FBXO44	329	1
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351	330	CCDC40	GAA,TBC1D16,EIF4A3	GAA	330	1
1_MACS_peak_14159_lociStitched	chr17	79076264	79093428	1	17165	28478.5088	1069.3172	331	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	331	1
18_MACS_peak_22192_lociStitched	chr22	36969520	36995005	18	20278	23390.133	2303.844	332	CACNG2	EIF3D	EIF3D	332	1
14_MACS_peak_18128_lociStitched	chr19	49252758	49278001	14	20104	24379.6894	2875.1777	333	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	333	1
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597	334	RTN4RL1	DPH1,OVCA2	RTN4RL1	334	1
