REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
15_MACS_peak_22624_lociStitched	chr22	42795670	42831076	15	31344	39658.2606	3200.7024	160	NFAM1		NFAM1	160	1
12_MACS_peak_29623_lociStitched	chr8	144938242	144970221	12	27894	39590.002	3156.3273	161	EPPK1	MIR937,SCRIB,PUF60,NRBP2,PLEC,MIR661	EPPK1	161	1
27_MACS_peak_24050_lociStitched	chr3	50445270	50488543	27	35421	40075.1253	3725.8053	162	CACNA2D2	TMEM115	TMEM115	162	1
17_MACS_peak_30849_lociStitched	chr9	136534730	136571977	17	32606	38822.5481	2547.6948	163	SARDH	DBH	SARDH	163	1
8_MACS_peak_17794_lociStitched	chr19	47115007	47145813	8	29695	40013.9134	3875.3948	164	PTGIR,GNG8	CALM3,DACT3	PTGIR	164	1
4_MACS_peak_12244_lociStitched	chr17	36716212	36739684	4	23253	38160.7776	2441.088	165	SRCIN1		SRCIN1	165	1
14_MACS_peak_16459_lociStitched	chr19	18134160	18169424	14	33498	39714.3168	4002.464	166		ARRDC2,MAST3,IL12RB1	ARRDC2	166	1
6_MACS_peak_15835_lociStitched	chr19	13103335	13128918	6	24658	38305.4259	2627.3741	167	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	167	1
9_MACS_peak_11423_lociStitched	chr17	1828905	1858205	9	28394	38087.07	2549.1	168	RTN4RL1		RTN4RL1	168	1
17_MACS_peak_16819_lociStitched	chr19	35988036	36022588	17	30290	38553.1216	3216.7912	169	DMKN,SBSN	FFAR2,GAPDHS,TMEM147,KRTDAP,ATP4A	DMKN	169	1
9_MACS_peak_18240_lociStitched	chr19	49916023	49946104	9	28754	38241.9753	2947.938	170	CCDC155,LOC645971,PTH2,SLC17A7	DKKL1,ALDH16A1,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,PIH1D1	LOC645971	170	1
9_MACS_peak_13433_lociStitched	chr17	74871896	74903948	9	30676	38529.7092	3275.7144	171	MGAT5B		MGAT5B	171	1
9_MACS_peak_11445_lociStitched	chr17	1904761	1933350	9	26385	37983.3454	2833.1699	172	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	172	1
7_MACS_peak_21124_lociStitched	chr21	43717445	43744348	7	26139	39003.9694	3930.5283	173	TFF3	TFF2,TFF1	TFF3	173	1
2_MACS_peak_27387_lociStitched	chr7	100632992	100648485	2	15372	37674.3281	2790.2893	174	MUC12	MUC17	MUC17	174	1
26_MACS_peak_18335_lociStitched	chr19	50931026	50974821	26	32535	38815.5085	4077.3145	175	SPIB,MYBPC2,FAM71E1	POLD1,C19orf63,JOSD2,ASPDH	MYBPC2	175	1
15_MACS_peak_18093_lociStitched	chr19	49173885	49210058	15	33237	38346.9973	3635.3865	176	SEC1,FUT2,NTN5	FGF21,DBP,CA11,MAMSTR,RASIP1,IZUMO1,FUT1	FUT2	176	1
17_MACS_peak_11263_lociStitched	chr17	739730	775778	17	32257	37547.5968	2941.5168	177	NXN		GLOD4	177	1
17_MACS_peak_13624_lociStitched	chr17	76476547	76511879	17	28665	37540.25	2939.6224	178	DNAH17		DNAH17	178	1
4_MACS_peak_13758_lociStitched	chr17	77241404	77271445	4	29674	36887.3439	2436.3251	179	RBFOX3		ENGASE	179	1
17_MACS_peak_1786_lociStitched	chr1	11487183	11523827	17	32225	37281.6056	3037.7876	180		PTCHD2	PTCHD2	180	1
11_MACS_peak_6448_lociStitched	chr11	61281959	61311358	11	26571	36960.4228	2734.107	181	SYT7	C11orf66,LRRC10B	LRRC10B	181	1
4_MACS_peak_3011_lociStitched	chr1	21908346	21933822	4	24693	36438.3228	2402.3868	182	RAP1GAP		RAP1GAP	182	1
2_MACS_peak_19302_lociStitched	chr2	220374402	220398587	2	24180	36444.3765	2491.055	183	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	183	1
12_MACS_peak_6140_lociStitched	chr11	2149337	2182138	12	28686	36415.6702	2601.1193	184	IGF2AS,IGF2,INS-IGF2,MIR483,INS	TH	IGF2	184	1
12_MACS_peak_13581_lociStitched	chr17	76306161	76338973	12	29579	37382.7116	3622.4448	185		PGS1,SOCS3	SOCS3	185	1
5_MACS_peak_31698_lociStitched	chr9	139862204	139887653	5	23080	35816.9226	2438.0142	186	PTGDS,LCNL1,C9orf142	C8G,LCN12,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	186	1
5_MACS_peak_1062_lociStitched	chr1	6180964	6208514	5	25922	35528.48	2333.485	187	CHD5		CHD5	187	1
9_MACS_peak_30154_lociStitched	chr9	132929301	132959276	9	28074	36011.965	2889.59	188	NCS1	NCS1	NCS1	188	1
9_MACS_peak_10031_lociStitched	chr16	2855107	2883867	9	27214	35921.24	2924.892	189	PRSS41,PRSS21,ZG16B	FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	189	1
5_MACS_peak_29936_lociStitched	chr9	129442569	129469284	5	24974	35912.9745	2922.621	190	LMX1B		LMX1B	190	1
3_MACS_peak_24208_lociStitched	chr3	128195174	128216794	3	20804	34873.06	2058.224	191	GATA2	LOC90246,DNAJB8	GATA2	191	1
8_MACS_peak_22476_lociStitched	chr22	39221427	39249793	8	26851	35477.3562	2802.5608	192	NPTXR	DNAL4,CBX6	NPTXR	192	1
11_MACS_peak_11530_lociStitched	chr17	4478082	4506134	11	24217	35008.896	2586.3944	193	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	193	1
14_MACS_peak_12771_lociStitched	chr17	47507656	47540111	14	30035	35872.5115	3625.2235	194		NGFR,PHB	PHB	194	1
12_MACS_peak_18587_lociStitched	chr19	55631084	55662575	12	28967	35383.2876	3284.5113	195	TNNT1	EPS8L1,PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	195	1
7_MACS_peak_15415_lociStitched	chr19	7718976	7744905	7	25179	35507.1726	3523.7511	196	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	196	1
5_MACS_peak_14020_lociStitched	chr17	77942860	77968421	5	24966	34103.4862	2315.8266	197	TBC1D16	CCDC40	TBC1D16	197	1
22_MACS_peak_30230_lociStitched	chr9	133249565	133285205	22	28808	34374.78	2640.924	198		ASS1	ASS1	198	1
2_MACS_peak_16529_lociStitched	chr19	18708569	18729427	2	20355	33437.4598	1952.3088	199	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	199	1
7_MACS_peak_27079_lociStitched	chr7	44257035	44280792	7	22296	33468.8616	2002.7151	200	CAMK2B	YKT6,GCK	YKT6	200	1
10_MACS_peak_15397_lociStitched	chr19	7634251	7664034	10	27486	35319.6597	3856.8985	201	KIAA1543	MCOLN1,PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	201	1
14_MACS_peak_30934_lociStitched	chr9	137104548	137134910	14	25376	33185.666	1979.6024	202			RNU6ATAC	202	1
13_MACS_peak_14126_lociStitched	chr17	78478326	78509954	13	27471	33822.9832	2618.7984	203		RPTOR,NPTX1	RPTOR	203	1
10_MACS_peak_50_lociStitched	chr1	977938	1003658	10	23831	33019.336	1934.144	204	AGRN	ISG15,HES4,C1orf159	AGRN	204	1
15_MACS_peak_15741_lociStitched	chr19	11357024	11390183	15	26704	34269.8265	3193.2117	205	DOCK6	LOC55908,TSPAN16,KANK2	DOCK6	205	1
10_MACS_peak_11719_lociStitched	chr17	7308238	7333953	10	22528	33149.2065	2180.632	206	NLGN2,SPEM1,C17orf74	TMEM95,TNK1,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61,ZBTB4	SPEM1	206	1
10_MACS_peak_18073_lociStitched	chr19	49080593	49110686	10	26959	34363.1967	3400.509	207	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	207	1
9_MACS_peak_31529_lociStitched	chr9	138661102	138687308	9	25282	32532.1284	1614.2896	208	KCNT1		KCNT1	208	1
10_MACS_peak_13398_lociStitched	chr17	74515288	74542278	10	26009	34055.982	3400.74	209	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	209	1
16_MACS_peak_2091_lociStitched	chr1	17408788	17440112	16	26829	33053.0848	2559.1708	210	PADI2	SDHB	PADI2	210	1
5_MACS_peak_64_lociStitched	chr1	1052569	1073654	5	20162	32449.815	2051.5705	211		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	211	1
7_MACS_peak_7014_lociStitched	chr11	68758683	68783159	7	23704	32029.2936	1750.034	212	MRGPRF	TPCN2,MRGPRD	MRGPRF	212	1
19_MACS_peak_21325_lociStitched	chr21	45865294	45899454	19	27083	33674.928	3528.728	213	LRRC3	C21orf90	LRRC3	213	1
16_MACS_peak_8101_lociStitched	chr12	3378369	3408889	16	27595	32631.984	2490.432	214	TSPAN9		PRMT8	214	1
7_MACS_peak_4351_lociStitched	chr1	156355568	156382547	7	24377	33931.4883	3952.4235	215	C1orf61	C1orf182,RHBG,CCT3,MIR9-1	MIR9-1	215	1
5_MACS_peak_21293_lociStitched	chr21	45699018	45717514	5	18106	31986.9824	2095.5968	216	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	216	1
6_MACS_peak_8455_lociStitched	chr12	54585768	54613389	6	26072	33797.0556	3949.803	217		SMUG1,CBX5	SMUG1	217	1
10_MACS_peak_24000_lociStitched	chr3	50183931	50211657	10	26163	32566.9596	2805.8712	218	SEMA3F	GNAT1,SLC38A3	SEMA3F	218	1
4_MACS_peak_46_lociStitched	chr1	955545	976219	4	20382	31296.3012	1589.8306	219	AGRN	ISG15,C1orf170,HES4	AGRN	219	1
6_MACS_peak_14284_lociStitched	chr17	81011022	81037210	6	24474	31957.2164	2286.2124	220		METRNL,B3GNTL1	METRNL	220	1
7_MACS_peak_13323_lociStitched	chr17	72873477	72902074	7	27334	32386.1025	2868.2791	221	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	221	1
12_MACS_peak_9841_lociStitched	chr16	1055485	1082141	12	24060	31059.5712	1692.656	222		SOX8,SSTR5,LMF1,LOC146336	SOX8	222	1
2_MACS_peak_10071_lociStitched	chr16	3033845	3053079	2	19208	31303.335	2033.0338	223	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	223	1
5_MACS_peak_31739_lociStitched	chr9	140049485	140070615	5	19618	31082.23	1884.796	224	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	224	1
16_MACS_peak_20759_lociStitched	chr20	61986192	62016983	16	25876	30941.8759	1936.7539	225	CHRNA4		CHRNA4	225	1
4_MACS_peak_14557_lociStitched	chr19	1491175	1507194	4	15552	31514.1787	2692.7939	226	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	226	1
6_MACS_peak_9942_lociStitched	chr16	1567564	1590671	6	21623	30505.8614	1693.7431	227	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	227	1
5_MACS_peak_4524_lociStitched	chr1	201321619	201346310	5	23265	32436.5667	3632.0461	228	TNNT2	LAD1,TNNI1	TNNT2	228	1
16_MACS_peak_3084_lociStitched	chr1	22567834	22598040	16	26908	31118.2212	2322.8414	229			WNT4	229	1
3_MACS_peak_4319_lociStitched	chr1	155088785	155104693	3	15461	31539.2008	2868.2124	230	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	230	1
22_MACS_peak_24650_lociStitched	chr4	3854789	3887172	22	27933	31534.5654	3001.9041	231			LOC348926	231	1
6_MACS_peak_2049_lociStitched	chr1	17083794	17108955	6	23924	33431.4207	4956.717	232	MST1P9	ESPNP	MST1P9	232	1
5_MACS_peak_21246_lociStitched	chr21	44863914	44886296	5	21084	30978.9262	2752.986	233	C21orf125,C21orf84	SIK1	C21orf125	233	1
5_MACS_peak_26484_lociStitched	chr6	41603680	41628450	5	23355	30313.526	2179.76	234	MDFI		MDFI	234	1
8_MACS_peak_30358_lociStitched	chr9	133935380	133961305	8	23881	30684.83	2563.9825	235	LAMC3	AIF1L,NUP214	AIF1L	235	1
4_MACS_peak_11821_lociStitched	chr17	7958136	7981470	4	22513	31146.2232	3122.0892	236	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	236	1
14_MACS_peak_3181_lociStitched	chr1	22872173	22902315	14	25870	30184.1988	2215.437	237	EPHA8		EPHA8	237	1
6_MACS_peak_13695_lociStitched	chr17	77015563	77035807	6	19427	30029.9496	2062.8636	238	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	238	1
16_MACS_peak_730_lociStitched	chr1	3400442	3429635	16	25641	29756.4249	1795.3695	239	MEGF6	ARHGEF16,MIR551A	ARHGEF16	239	1
12_MACS_peak_8683_lociStitched	chr13	113676879	113704069	12	24023	30319.569	2390.001	240	MCF2L		MCF2L	240	1
12_MACS_peak_23730_lociStitched	chr3	12903804	12933347	12	25674	31368.7574	3524.4799	241		SNORA7A,RPL32	RPL32	241	1
4_MACS_peak_14952_lociStitched	chr19	4218778	4241122	4	21521	31185.5208	3369.4752	242	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	242	1
10_MACS_peak_18601_lociStitched	chr19	55673118	55700706	10	24965	30887.5248	3161.5848	243	C19orf51,SYT5,PTPRH	PPP1R12C,TNNT1,TNNI3,TMEM86B	SYT5	243	1
10_MACS_peak_12824_lociStitched	chr17	47938130	47965851	10	25955	30778.6263	3121.3846	244		TAC4	TAC4	244	1
22_MACS_peak_5910_lociStitched	chr11	1238022	1270902	22	26840	29756.4	2110.896	245	MUC5B		MUC5B	245	1
18_MACS_peak_11937_lociStitched	chr17	18969773	19005201	18	30966	31608.8616	4074.22	246		GRAPL,GRAP	GRAP	246	1
1_MACS_peak_14159_lociStitched	chr17	79076264	79093428	1	17165	28478.5088	1069.3172	247	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	247	1
1_MACS_peak_14238_lociStitched	chr17	79759021	79772641	1	13621	28551.606	1254.402	248	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	248	1
9_MACS_peak_14025_lociStitched	chr17	77969453	77995673	9	24133	29639.088	2344.068	249	TBC1D16	CCDC40	TBC1D16	249	1
10_MACS_peak_1892_lociStitched	chr1	11925300	11950380	10	23287	29659.608	2402.664	250		PLOD1,NPPA,NPPB,KIAA2013	NPPB	250	1
3_MACS_peak_20825_lociStitched	chr20	62170189	62188597	3	18152	28795.6344	1618.0632	251	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	251	1
3_MACS_peak_20902_lociStitched	chr20	62729406	62749150	3	19432	28767.008	1820.3968	252	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	252	1
9_MACS_peak_27312_lociStitched	chr7	100312045	100337804	9	23862	29612.5464	2725.3022	253	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	253	1
7_MACS_peak_26386_lociStitched	chr6	34013414	34038055	7	22606	29216.8337	2353.2155	254	GRM4	MIR1275	MIR1275	254	1
13_MACS_peak_5788_lociStitched	chr11	314146	340424	13	23630	29725.6736	3000.9476	255	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	255	1
15_MACS_peak_6215_lociStitched	chr11	2378862	2408009	15	24892	29295.6497	2608.6565	256	CD81	TSSC4,TRPM5	CD81	256	1
11_MACS_peak_27421_lociStitched	chr7	100745492	100772136	11	24791	29668.094	3005.4432	257	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	257	1
6_MACS_peak_1067_lociStitched	chr1	6210891	6234387	6	22768	28820.1936	2171.0304	258	CHD5	RNF207,RPL22	CHD5	258	1
7_MACS_peak_9732_lociStitched	chr16	741201	762053	7	19466	28275.312	1647.308	259	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	259	1
4_MACS_peak_13599_lociStitched	chr17	76352970	76372462	4	18555	28746.8016	2146.0692	260	SOCS3	PGS1	SOCS3	260	1
11_MACS_peak_13657_lociStitched	chr17	76551480	76579081	11	25040	29221.1787	2699.3778	261	DNAH17		DNAH17	261	1
5_MACS_peak_8439_lociStitched	chr12	54413484	54434070	5	19790	28344.8634	1828.0368	262	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	262	1
9_MACS_peak_24199_lociStitched	chr3	128169038	128193924	9	22348	28890.1574	2389.056	263	DNAJB8	LOC90246,GATA2	DNAJB8	263	1
22_MACS_peak_22910_lociStitched	chr22	44732115	44763088	22	24468	28557.106	2168.11	264		KIAA1644	KIAA1644	264	1
5_MACS_peak_27439_lociStitched	chr7	100805783	100825822	5	19041	28665.7895	2286.4499	265	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	265	1
11_MACS_peak_20810_lociStitched	chr20	62124908	62151900	11	24265	28830.1552	2475.1664	266	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	266	1
10_MACS_peak_3195_lociStitched	chr1	22906904	22932029	10	23373	28052.0625	1763.775	267	EPHA8	C1QA,C1QC,C1QB	EPHA8	267	1
4_MACS_peak_1110_lociStitched	chr1	6554551	6572202	4	16895	27855.0431	1609.7712	268	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	268	1
6_MACS_peak_14822_lociStitched	chr19	3360447	3383824	6	22720	28676.5659	2531.7291	269	NFIC		NFIC	269	1
5_MACS_peak_5854_lociStitched	chr11	843032	863852	5	19059	28046.622	1919.604	270	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	270	1
8_MACS_peak_29012_lociStitched	chr8	142333097	142356660	8	22635	28131.8657	2092.3944	271	LOC731779	GPR20	LOC731779	271	1
13_MACS_peak_13943_lociStitched	chr17	77707236	77732448	13	22544	28118.9436	2175.7956	272	ENPP7	CBX2,CBX8	ENPP7	272	1
5_MACS_peak_30764_lociStitched	chr9	136344705	136366307	5	20571	27976.7502	2047.8696	273		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	273	1
8_MACS_peak_20887_lociStitched	chr20	62670458	62692381	8	18623	27758.9026	1913.8779	274	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	274	1
21_MACS_peak_17361_lociStitched	chr19	42278848	42309743	21	24039	29291.5495	3481.8665	275	CEACAM3	CEACAM6,DMRTC2,LYPD4	CEACAM3	275	1
6_MACS_peak_11701_lociStitched	chr17	7184975	7204336	6	16903	27819.8209	2178.1125	276	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	276	1
14_MACS_peak_25889_lociStitched	chr5	176148704	176175348	14	23729	27493.9436	1891.724	277			UNC5A	277	1
7_MACS_peak_6021_lociStitched	chr11	1702251	1724240	7	20638	27299.3435	1770.1145	278	KRTAP5-6,MOB2,FAM99B	FAM99A,LOC402778	KRTAP5-6	278	1
18_MACS_peak_11966_lociStitched	chr17	19056350	19089283	18	28159	29204.9844	3708.2558	279	GRAPL		GRAPL	279	1
17_MACS_peak_27325_lociStitched	chr7	100350720	100378547	17	23242	27512.5549	2256.7697	280	ZAN	POP7,EPO,EPHB4	ZAN	280	1
7_MACS_peak_9987_lociStitched	chr16	2232473	2252989	7	18025	27241.1448	2014.6712	281	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	281	1
17_MACS_peak_13910_lociStitched	chr17	77644688	77672605	17	23058	27344.7015	2124.4837	282		ENPP7	ENPP7	282	1
6_MACS_peak_1081_lociStitched	chr1	6299087	6319952	6	19435	26982.618	1806.909	283	HES3,GPR153	RNF207,RPL22,ICMT	HES3	283	1
8_MACS_peak_9650_lociStitched	chr15	91192343	91213812	8	18357	28319.7579	3188.1465	284		BLM	BLM	284	1
2_MACS_peak_31784_lociStitched	chr9	140317890	140334343	2	16196	26686.766	1628.847	285	NOXA1,ENTPD8	EXD3,NELF	NOXA1	285	1
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412	286	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	286	1
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5376	287		ECHDC3	ECHDC3	287	1
10_MACS_peak_14812_lociStitched	chr19	3333283	3359402	10	23853	27908.1515	2925.328	288		NFIC	NFIC	288	1
16_MACS_peak_6675_lociStitched	chr11	64285717	64314270	16	22691	27262.4044	2338.4907	289		SLC22A11,SLC22A12	SLC22A11	289	1
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032	290	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	290	1
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968	291	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	291	1
11_MACS_peak_278_lociStitched	chr1	2131576	2156567	11	22142	27120.2332	2311.6675	292	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	292	1
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752	293	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	293	1
14_MACS_peak_16918_lociStitched	chr19	36343823	36370481	14	23168	26769.9636	1999.35	294	KIRREL2,APLP1	HCST,PRODH2,NPHS1,NFKBID,TYROBP	APLP1	294	1
1_MACS_peak_14549_lociStitched	chr19	1445165	1455118	1	9954	26367.4876	1606.4142	295	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	295	1
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.5828	1582.947	296	SYT8	TNNI2,LSP1,MIR4298	SYT8	296	1
15_MACS_peak_6028_lociStitched	chr11	1725519	1751881	15	22778	27213.4926	2562.3864	297	MOB2	FAM99A,KRTAP5-6,FAM99B,LOC402778,CTSD	KRTAP5-6	297	1
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605	1866.15	298	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	298	1
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512	299	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	299	1
16_MACS_peak_27988_lociStitched	chr7	155591997	155619195	16	22711	27100.0872	2523.9744	300	SHH		SHH	300	1
12_MACS_peak_18249_lociStitched	chr19	50011016	50038368	12	25387	27409.4392	2850.0784	301	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	301	1
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878	302		PDE9A	PDE9A	302	1
11_MACS_peak_17532_lociStitched	chr19	45367847	45391014	11	20946	26899.2037	2379.2509	303	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	303	1
13_MACS_peak_9783_lociStitched	chr16	917082	942920	13	22176	26088.6286	1767.3192	304	LMF1		PRR25	304	1
1_MACS_peak_12228_lociStitched	chr17	36333567	36350249	1	16683	29877.462	5605.152	305	TBC1D3,TBC1D3F		TBC1D3	305	1
11_MACS_peak_30961_lociStitched	chr9	137166133	137191878	11	21825	26141.473	1912.8535	306		RXRA	RXRA	306	1
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.1232	1932.4672	307	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	307	1
8_MACS_peak_22599_lociStitched	chr22	42740500	42765101	8	21683	26305.8493	2150.1274	308			NFAM1	308	1
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665	309		LOC645752	LOC645752	309	1
2_MACS_peak_13379_lociStitched	chr17	73604750	73619228	2	13950	25657.9116	1544.8026	310	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	310	1
18_MACS_peak_544_lociStitched	chr1	3035575	3060587	18	23365	25522.2448	1468.2044	311	PRDM16,MIR4251		MIR4251	311	1
14_MACS_peak_18059_lociStitched	chr19	49048568	49074490	14	21886	26336.752	2283.7282	312	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	312	1
19_MACS_peak_26367_lociStitched	chr6	33980957	34009240	19	22773	26464.4031	2452.1361	313	GRM4	MIR1275	MIR1275	313	1
14_MACS_peak_15554_lociStitched	chr19	8266127	8294224	14	24603	26961.8812	3009.1887	314	LASS4		LASS4	314	1
13_MACS_peak_23355_lociStitched	chr22	46309670	46334402	13	21481	25439.3352	1506.1788	315	WNT7B		WNT7B	315	1
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.1495	1696.149	316	CASZ1		CASZ1	316	1
9_MACS_peak_22584_lociStitched	chr22	42693603	42716454	9	20734	25837.6257	1940.0499	317		LOC388906	LOC388906	317	1
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243	318	MUC4		MUC4	318	1
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194	319	HRH3	GTPBP5,OSBPL2	HRH3	319	1
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585	320	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	320	1
17_MACS_peak_22517_lociStitched	chr22	40036545	40063260	17	21803	25988.352	2161.2435	321	CACNA1I		CACNA1I	321	1
1_MACS_peak_13966_lociStitched	chr17	77771597	77783489	1	11893	24797.1984	996.5496	322		CBX2,CBX8,CBX4	CBX8	322	1
8_MACS_peak_15169_lociStitched	chr19	5731762	5757194	8	22915	26751.9208	3056.9264	323	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	323	1
19_MACS_peak_699_lociStitched	chr1	3336646	3362277	19	22295	25133.7586	1514.7921	324	PRDM16	ARHGEF16	ARHGEF16	324	1
4_MACS_peak_27259_lociStitched	chr7	99758801	99774634	4	14876	25658.9598	2045.6236	325	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	325	1
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219	326		KRTAP10-12,C21orf29,UBE2G2	C21orf29	326	1
