GENE	H3k27me3_27_DMSO_compare_TSS_SIGNAL	H3k27me3_27_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
CNN1	3867.8436	18076.9403	14209.0967	0.823746562389252	2.22454914375029
HAUS8	0	14258.5138	14258.5138	1	8
MYO9B	0	14258.5138	14258.5138	1	8
ATN1	0	14279.9076	14279.9076	1	8
IGFL1	1401.7572	15715.2888	14313.5316	0.918107528600437	3.48686039959025
LOC646960	875.0948	15209.4775	14334.3827	0.945594151732589	4.11938746776813
C2orf81	0	14346.3561	14346.3561	1	8
WDR54	0	14346.3561	14346.3561	1	8
EME1	0	14349.87	14349.87	1	8
MRPL27	0	14349.87	14349.87	1	8
C7orf47	0	14350.5497	14350.5497	1	8
C7orf61	0	14350.5497	14350.5497	1	8
MEPCE	0	14350.5497	14350.5497	1	8
ZCWPW1	0	14350.5497	14350.5497	1	8
KRT77	0	14376.8929	14376.8929	1	8
ABCF1	0	14404.0772	14404.0772	1	8
C20orf114	1987.7292	16405.9326	14418.2034	0.891934013922122	3.04502447800748
CYP11B2	0	14507.4048	14507.4048	1	8
CDH15	0	14518.2768	14518.2768	1	8
LOC220594	0	14521.7713	14521.7713	1	8
FKBP10	0	14545.2853	14545.2853	1	8
JUP	0	14545.2853	14545.2853	1	8
LEPREL4	0	14545.2853	14545.2853	1	8
AUP1	0	14613.4137	14613.4137	1	8
CCDC142	0	14613.4137	14613.4137	1	8
DQX1	0	14613.4137	14613.4137	1	8
HTRA2	0	14613.4137	14613.4137	1	8
INO80B	0	14613.4137	14613.4137	1	8
LBX2	0	14613.4137	14613.4137	1	8
LOC151534	0	14613.4137	14613.4137	1	8
LOXL3	0	14613.4137	14613.4137	1	8
MOGS	0	14613.4137	14613.4137	1	8
MRPL53	0	14613.4137	14613.4137	1	8
PCGF1	0	14613.4137	14613.4137	1	8
TTC31	0	14613.4137	14613.4137	1	8
WBP1	0	14613.4137	14613.4137	1	8
C7orf51	1984.2108	16609.9677	14625.7569	0.893288601053281	3.06541205877317
LOC100506710	0	14668.5654	14668.5654	1	8
ZCCHC7	0	14668.5654	14668.5654	1	8
DBNDD1	0	14683.0523	14683.0523	1	8
KIAA0415	0	14713.6729	14713.6729	1	8
CRB2	0	14722.6767	14722.6767	1	8
MIR601	0	14722.6767	14722.6767	1	8
STRBP	0	14722.6767	14722.6767	1	8
KCNC3	197.8422	14929.1784	14731.3362	0.986921271198639	6.23764077369145
ATP13A3	0	14771.947	14771.947	1	8
ROGDI	0	14794.4164	14794.4164	1	8
ZNF787	0	14800.5386	14800.5386	1	8
CCHCR1	0	14806.3785	14806.3785	1	8
HCG27	0	14806.3785	14806.3785	1	8
POU5F1	0	14806.3785	14806.3785	1	8
PSORS1C2	0	14806.3785	14806.3785	1	8
PSORS1C3	0	14806.3785	14806.3785	1	8
TCF19	0	14806.3785	14806.3785	1	8
C16orf5	0	14857.7254	14857.7254	1	8
FAM100A	0	14857.7254	14857.7254	1	8
LOC342346	0	14857.7254	14857.7254	1	8
MGRN1	0	14857.7254	14857.7254	1	8
FBF1	0	14869.8849	14869.8849	1	8
ADAT3	0	14876.6656	14876.6656	1	8
SCAMP4	0	14876.6656	14876.6656	1	8
SLC22A8	0	14911.5541	14911.5541	1	8
VPS8	0	14936.0258	14936.0258	1	8
ITGA5	2131.2	17072.4262	14941.2262	0.889020960010146	3.00193020486308
KRT2	0	14973.8066	14973.8066	1	8
ASPHD1	2644.5688	17622.0663	14977.4975	0.869511204649853	2.73627868586608
MED25	0	14989.1751	14989.1751	1	8
C12orf53	19589	34627.8155	15038.8155	0.638691431443442	0.821887626549442
DKFZp434J0226	0	15049.2792	15049.2792	1	8
PALM3	4922	19990.9801	15068.9801	0.802432307165051	2.02203264207764
IER5L	0	15099.8694	15099.8694	1	8
SLC3A2	0	15116.2109	15116.2109	1	8
SNHG1	0	15116.2109	15116.2109	1	8
SNORD22	0	15116.2109	15116.2109	1	8
SNORD25	0	15116.2109	15116.2109	1	8
SNORD26	0	15116.2109	15116.2109	1	8
SNORD27	0	15116.2109	15116.2109	1	8
SNORD28	0	15116.2109	15116.2109	1	8
SNORD29	0	15116.2109	15116.2109	1	8
SNORD30	0	15116.2109	15116.2109	1	8
SNORD31	0	15116.2109	15116.2109	1	8
STX5	0	15116.2109	15116.2109	1	8
WDR74	0	15116.2109	15116.2109	1	8
LOC284454	0	15128.0964	15128.0964	1	8
MIR23A	0	15128.0964	15128.0964	1	8
MIR24-2	0	15128.0964	15128.0964	1	8
MIR27A	0	15128.0964	15128.0964	1	8
MCAM	6356.8	21503.6949	15146.8949	0.771834634567098	1.75821197039185
PDIA2	2892.2928	18056.0956	15163.8028	0.861932443452309	2.64220044677343
MYBPC3	0	15180.9813	15180.9813	1	8
PSMC3	0	15180.9813	15180.9813	1	8
SLC39A13	0	15180.9813	15180.9813	1	8
SPI1	0	15180.9813	15180.9813	1	8
EWSR1	0	15202.5672	15202.5672	1	8
GAS2L1	0	15202.5672	15202.5672	1	8
MIR3653	0	15202.5672	15202.5672	1	8
RHBDD3	0	15202.5672	15202.5672	1	8
SNORD125	0	15202.5672	15202.5672	1	8
CHRND	0	15209.4775	15209.4775	1	8
CHRNG	0	15209.4775	15209.4775	1	8
EIF4E2	0	15209.4775	15209.4775	1	8
TIGD1	0	15209.4775	15209.4775	1	8
FAM186B	0	15232.3001	15232.3001	1	8
MCRS1	0	15232.3001	15232.3001	1	8
PRPF40B	0	15232.3001	15232.3001	1	8
C8orf71	0	15243.4036	15243.4036	1	8
GIPC1	0	15291.0307	15291.0307	1	8
ALKBH4	0	15291.4767	15291.4767	1	8
LRWD1	0	15291.4767	15291.4767	1	8
ORAI2	0	15291.4767	15291.4767	1	8
FUZ	0	15296.5444	15296.5444	1	8
NUDT16L1	0	15331.8566	15331.8566	1	8
ECEL1	0	15359.6853	15359.6853	1	8
C11orf61	0	15388.4657	15388.4657	1	8
HEPACAM	0	15388.4657	15388.4657	1	8
HEPN1	0	15388.4657	15388.4657	1	8
ROBO4	0	15388.4657	15388.4657	1	8
PKNOX1	0	15405.7257	15405.7257	1	8
ALPI	0	15422.0357	15422.0357	1	8
BOP1	0	15424.3682	15424.3682	1	8
HSF1	0	15424.3682	15424.3682	1	8
ADCK5	0	15439.0398	15439.0398	1	8
C8ORFK29	0	15439.0398	15439.0398	1	8
DGAT1	0	15439.0398	15439.0398	1	8
FBXL6	0	15439.0398	15439.0398	1	8
GPR172A	0	15439.0398	15439.0398	1	8
YTHDF2	0	15448.5177	15448.5177	1	8
CA7	0	15461.4843	15461.4843	1	8
NAE1	0	15461.4843	15461.4843	1	8
HCG22	0	15526.3902	15526.3902	1	8
ODF3	1229.061	16762.2011	15533.1401	0.93168567090132	3.76958318097488
C3orf42	0	15538.3408	15538.3408	1	8
GHRL	0	15538.3408	15538.3408	1	8
GHRLOS	0	15538.3408	15538.3408	1	8
SEC13	0	15538.3408	15538.3408	1	8
TATDN2	0	15538.3408	15538.3408	1	8
FOSB	0	15601.7957	15601.7957	1	8
AP1B1	0	15624.2537	15624.2537	1	8
LOC100131244	2263.3663	17894.2896	15630.9233	0.887716790522255	2.98295727782661
SYT2	21688.4	37321.6984	15633.2984	0.632462907399592	0.78309101424957
SDK2	745.0432	16389.252	15644.2088	0.956517429441743	4.45928212149694
IGFN1	290.522	15953.9717	15663.4497	0.982115662983082	5.77912439672883
LOC100335030	0	15722.1298	15722.1298	1	8
CCL21	0	15773.3971	15773.3971	1	8
CPAMD8	867.7267	16641.375	15773.6483	0.950441392433057	4.26139010975549
TRMU	0	15774.4588	15774.4588	1	8
SLC22A6	0	15777.53	15777.53	1	8
MIR885	0	15840.647	15840.647	1	8
CYP4F22	2464.455	18329.5951	15865.1401	0.881482684318434	2.89483437384984
CASP14	0	15880.1597	15880.1597	1	8
PAK6	0	15883.71	15883.71	1	8
PAPL	3709.885	19616.5565	15906.6715	0.840957953230886	2.40262544077568
ZNF705G	0	15941.7218	15941.7218	1	8
SPATS2	0	15957.1074	15957.1074	1	8
TROAP	0	15957.1074	15957.1074	1	8
TUBA1C	0	15957.1074	15957.1074	1	8
RERE	0	15957.6533	15957.6533	1	8
PHLDB1	1355.2536	17321.9014	15966.6478	0.927437899401702	3.67596255698496
ARHGEF15	2502.1728	18482.2445	15980.0717	0.880760434553501	2.8848866390002
OCEL1	0	15987.0076	15987.0076	1	8
USE1	0	15987.0076	15987.0076	1	8
ANKRD53	0	16018.6052	16018.6052	1	8
ATP6V1B1	0	16018.6052	16018.6052	1	8
TEX261	0	16018.6052	16018.6052	1	8
CEBPG	0	16020.5719	16020.5719	1	8
KRT8	0	16034.3316	16034.3316	1	8
STK32C	0	16046.2322	16046.2322	1	8
EPB41	0	16049.0608	16049.0608	1	8
LOC100134259	0	16119.4372	16119.4372	1	8
LOC388948	0	16119.4372	16119.4372	1	8
MCFD2	0	16119.4372	16119.4372	1	8
TTC7A	0	16119.4372	16119.4372	1	8
MIR593	0	16148.8674	16148.8674	1	8
KRT75	1292.922	17443.1241	16150.2021	0.930992804292897	3.75395130564682
DHX8	0	16220.2334	16220.2334	1	8
NPLOC4	0	16221.8102	16221.8102	1	8
ARHGDIG	1802.4589	18056.0956	16253.6367	0.909235140956508	3.32444769381585
LRRC27	0	16254.695	16254.695	1	8
MIR326	0	16290.4164	16290.4164	1	8
LMNA	0	16316.148	16316.148	1	8
RAB25	0	16316.148	16316.148	1	8
ROBLD3	0	16316.148	16316.148	1	8
SEMA4A	0	16316.148	16316.148	1	8
SSR2	0	16316.148	16316.148	1	8
UBQLN4	0	16316.148	16316.148	1	8
PLUNC	0	16405.9326	16405.9326	1	8
NR5A2	0	16465.8118	16465.8118	1	8
GNG7	0	16489.6013	16489.6013	1	8
SLC39A3	0	16489.6013	16489.6013	1	8
ALDH3B2	0	16511.1099	16511.1099	1	8
SERPINF2	3756.4658	20285.2374	16528.7716	0.84375209323772	2.43298231392977
CHSY1	0	16587.4564	16587.4564	1	8
SELS	0	16587.4564	16587.4564	1	8
SNRPA1	0	16587.4564	16587.4564	1	8
ACP2	0	16594.23	16594.23	1	8
MADD	0	16594.23	16594.23	1	8
NR1H3	0	16594.23	16594.23	1	8
WNK4	1886.742	18486.9696	16600.2276	0.907393309719767	3.29253969416437
TSC22D4	0	16609.9677	16609.9677	1	8
GJD3	0	16629.7737	16629.7737	1	8
EDN3	0	16635.0992	16635.0992	1	8
PPP4R1L	0	16638.2501	16638.2501	1	8
RAB22A	0	16638.2501	16638.2501	1	8
OR2Y1	0	16664.902	16664.902	1	8
CAMTA1	0	16676.5956	16676.5956	1	8
DNAJC11	0	16676.5956	16676.5956	1	8
GP5	1120.7752	17819.9905	16699.2153	0.940827355253119	3.99092772469363
NUP210	0	16760.1296	16760.1296	1	8
SEZ6L2	838.674	17622.0663	16783.3923	0.954569860884723	4.39312915786524
BPIL1	1593.8832	18386.2909	16792.4077	0.920226761187231	3.52801265419415
MRI1	0	16800.656	16800.656	1	8
TBC1D3P2	35.28	16875.8554	16840.5754	0.997913800631033	8
RILP	0	16846.0067	16846.0067	1	8
ZC3H4	0	16862.6364	16862.6364	1	8
TOP1P2	0	16885.1336	16885.1336	1	8
LOC100289019	0	16891.7246	16891.7246	1	8
NBR1	0	16899.9638	16899.9638	1	8
TSPAN10	857.6624	17759.3538	16901.6914	0.953931264237714	4.37202540366301
DSTNP2	0	16940.9668	16940.9668	1	8
ENO2	0	16940.9668	16940.9668	1	8
LRRC23	0	16940.9668	16940.9668	1	8
RPL13P5	0	16940.9668	16940.9668	1	8
SPSB2	0	16940.9668	16940.9668	1	8
TPI1	0	16940.9668	16940.9668	1	8
GPR84	537.6064	17490.9472	16953.3408	0.970180281129153	5.02391429550947
CDH16	2424.3618	19393.1238	16968.762	0.888879871656705	2.99986828737534
PELP1	0	16987.4545	16987.4545	1	8
EVPLL	0	17006.0601	17006.0601	1	8
LGALS9C	0	17006.0601	17006.0601	1	8
LOC339240	0	17006.0601	17006.0601	1	8
SHMT1	0	17006.0601	17006.0601	1	8
C6orf108	0	17050.9995	17050.9995	1	8
CRIP3	0	17050.9995	17050.9995	1	8
CUL9	0	17050.9995	17050.9995	1	8
SLC22A7	0	17050.9995	17050.9995	1	8
TTBK1	0	17050.9995	17050.9995	1	8
ZNF318	0	17050.9995	17050.9995	1	8
C1orf144	0	17109.4633	17109.4633	1	8
FBXO42	0	17109.4633	17109.4633	1	8
TMEM160	0	17174.1956	17174.1956	1	8
CDCA3	0	17204.1633	17204.1633	1	8
GNB3	0	17204.1633	17204.1633	1	8
USP5	0	17204.1633	17204.1633	1	8
STAC2	12024.8	29239.5039	17214.7039	0.7085907463957	1.28190593475213
ARCN1	0	17321.9014	17321.9014	1	8
IFT46	0	17321.9014	17321.9014	1	8
TREH	0	17321.9014	17321.9014	1	8
RPL23AP82	0	17344.8663	17344.8663	1	8
PRRT4	2560.0233	19969.3891	17409.3658	0.886369726180697	2.96356135272959
SLC30A2	5224	22651.7945	17427.7945	0.812597269649122	2.11639854468512
CNGA1	0	17444.442	17444.442	1	8
NIPAL1	0	17444.442	17444.442	1	8
TXK	0	17444.442	17444.442	1	8
SNORD85	0	17482.5972	17482.5972	1	8
COPZ1	0	17490.9472	17490.9472	1	8
MIR148B	0	17490.9472	17490.9472	1	8
ZNF385A	0	17490.9472	17490.9472	1	8
THAP8	0	17601.1816	17601.1816	1	8
WDR62	0	17601.1816	17601.1816	1	8
KRT78	2816.9366	20437.9419	17621.0053	0.878866853679756	2.85905092539289
LEP	0	17621.8961	17621.8961	1	8
MIR129-1	0	17621.8961	17621.8961	1	8
C16orf53	0	17622.0663	17622.0663	1	8
CDIPT	0	17622.0663	17622.0663	1	8
LOC440356	0	17622.0663	17622.0663	1	8
MAZ	0	17622.0663	17622.0663	1	8
MVP	0	17622.0663	17622.0663	1	8
PRRT2	0	17622.0663	17622.0663	1	8
DHRS11	0	17625.0909	17625.0909	1	8
MRM1	0	17625.0909	17625.0909	1	8
REXO1L2P	2270.8	19921.4235	17650.6235	0.897675868305851	3.13304818808879
ASPG	0	17657.8499	17657.8499	1	8
RRAD	1716.9682	19393.1238	17676.1556	0.918666001076641	3.49760998365995
BPIL3	0	17679.8947	17679.8947	1	8
C20orf185	0	17679.8947	17679.8947	1	8
C20orf186	0	17679.8947	17679.8947	1	8
ARL4D	5773.6	23465.2768	17691.6768	0.802536874467079	2.02298441372937
ZNF555	0	17729.2505	17729.2505	1	8
ABCA7	0	17735.1397	17735.1397	1	8
CNN2	0	17735.1397	17735.1397	1	8
HMHA1	0	17735.1397	17735.1397	1	8
POLR2E	0	17735.1397	17735.1397	1	8
BBC3	0	17741.1912	17741.1912	1	8
CCDC9	0	17741.1912	17741.1912	1	8
MIR3190	0	17741.1912	17741.1912	1	8
MIR3191	0	17741.1912	17741.1912	1	8
ARL16	0	17759.3538	17759.3538	1	8
C17orf90	0	17759.3538	17759.3538	1	8
CCDC137	0	17759.3538	17759.3538	1	8
HGS	0	17759.3538	17759.3538	1	8
PDE6G	0	17759.3538	17759.3538	1	8
TMEM151B	4170.6492	21954.4885	17783.8393	0.840358766798002	2.39617204761582
CPN2	0	17819.9905	17819.9905	1	8
LOC100131551	0	17819.9905	17819.9905	1	8
KRT72	0	17820.0888	17820.0888	1	8
ELOF1	0	17844.2795	17844.2795	1	8
MIR203	0	17844.9963	17844.9963	1	8
YWHAG	0	17886.2288	17886.2288	1	8
SPINT2	0	17889.5856	17889.5856	1	8
PHF13	0	17892.8482	17892.8482	1	8
PLCB2	0	17894.2896	17894.2896	1	8
SBNO2	0	17962.2732	17962.2732	1	8
POLR2J	0	17969.5221	17969.5221	1	8
TMEM106A	0	17974.2863	17974.2863	1	8
APOD	0	17977.6566	17977.6566	1	8
PPP1R2	0	17977.6566	17977.6566	1	8
TMEM145	1777.2	19849.3891	18072.1891	0.917823379739526	3.48141665499087
B3GALT4	0	18074.6791	18074.6791	1	8
RPS18	0	18074.6791	18074.6791	1	8
VPS52	0	18074.6791	18074.6791	1	8
CREB3L1	3669.835	21750.4823	18080.6473	0.855633784712829	2.56726028754273
IMPDH1	1888.1209	19969.3891	18081.2682	0.91361683467147	3.40276714748819
FKSG29	0	18107.0112	18107.0112	1	8
MIR623	0	18107.0112	18107.0112	1	8
TM9SF2	0	18107.0112	18107.0112	1	8
GAL3ST4	8024	26143.4361	18119.4361	0.765156508187631	1.70405525970504
MAP1B	0	18120.8619	18120.8619	1	8
FAM117A	0	18196.3979	18196.3979	1	8
GCAT	4589.9496	22814.9672	18225.0176	0.832513645872481	2.31343036238315
KIF26A	0	18260.5569	18260.5569	1	8
CABP5	0	18269.5205	18269.5205	1	8
ANKRD54	0	18273.7192	18273.7192	1	8
EIF3L	0	18273.7192	18273.7192	1	8
MIR658	0	18273.7192	18273.7192	1	8
MIR659	0	18273.7192	18273.7192	1	8
MIR142	0	18308.5908	18308.5908	1	8
PIN1	0	18309.3456	18309.3456	1	8
MIR148A	0	18339.8191	18339.8191	1	8
PRR24	0	18361.7022	18361.7022	1	8
SUN5	0	18386.2909	18386.2909	1	8
ALG12	0	18423.8614	18423.8614	1	8
CRELD2	0	18423.8614	18423.8614	1	8
LMAN2	0	18432.2324	18432.2324	1	8
MXD3	0	18432.2324	18432.2324	1	8
PRELID1	0	18432.2324	18432.2324	1	8
RAB24	0	18432.2324	18432.2324	1	8
RGS14	0	18432.2324	18432.2324	1	8
PAPOLB	0	18439.9835	18439.9835	1	8
LOC100130932	0	18445.985	18445.985	1	8
AXIN1	0	18448.6602	18448.6602	1	8
MRPL28	0	18448.6602	18448.6602	1	8
ECSIT	0	18468.7933	18468.7933	1	8
C17orf68	0	18482.2445	18482.2445	1	8
KRBA2	0	18482.2445	18482.2445	1	8
LOC100128288	0	18482.2445	18482.2445	1	8
ODF4	0	18482.2445	18482.2445	1	8
PFAS	0	18482.2445	18482.2445	1	8
RANGRF	0	18482.2445	18482.2445	1	8
RNF222	0	18482.2445	18482.2445	1	8
RPL26	0	18482.2445	18482.2445	1	8
SLC25A35	0	18482.2445	18482.2445	1	8
AOC2	0	18486.9696	18486.9696	1	8
AOC3	0	18486.9696	18486.9696	1	8
BECN1	0	18486.9696	18486.9696	1	8
CCDC56	0	18486.9696	18486.9696	1	8
CCR10	0	18486.9696	18486.9696	1	8
CNTD1	0	18486.9696	18486.9696	1	8
CNTNAP1	0	18486.9696	18486.9696	1	8
EZH1	0	18486.9696	18486.9696	1	8
LOC100190938	0	18486.9696	18486.9696	1	8
LOC90586	0	18486.9696	18486.9696	1	8
PSME3	0	18486.9696	18486.9696	1	8
RAMP2	0	18486.9696	18486.9696	1	8
VPS25	0	18486.9696	18486.9696	1	8
NCRNA00256A	0	18498.6756	18498.6756	1	8
NCRNA00256B	0	18498.6756	18498.6756	1	8
SLC31A2	0	18498.6756	18498.6756	1	8
ZFP37	0	18498.6756	18498.6756	1	8
ZNF883	0	18498.6756	18498.6756	1	8
MIR3615	0	18547.6579	18547.6579	1	8
SLC9A3R1	0	18547.6579	18547.6579	1	8
RADIL	0	18553.8558	18553.8558	1	8
GPR179	0	18561.4196	18561.4196	1	8
SOCS7	0	18561.4196	18561.4196	1	8
PSG9	0	18577.5021	18577.5021	1	8
MRPL36	0	18727.3503	18727.3503	1	8
NDUFS6	0	18727.3503	18727.3503	1	8
FLAD1	0	18803.8372	18803.8372	1	8
LENEP	0	18803.8372	18803.8372	1	8
VWA5B2	5721.4	24528.3622	18806.9622	0.810861323068517	2.10001078984825
ACOX1	0	18864.8052	18864.8052	1	8
C17orf106	0	18864.8052	18864.8052	1	8
FAM90A14	1998.5206	20866.7525	18868.2319	0.912595813255342	3.38420174212659
MSX1	0	18875.2386	18875.2386	1	8
SCARF2	4801.6246	23700.7308	18899.1062	0.83153586668139	2.30333702408758
SLC12A5	6149.3877	25127.9771	18978.5894	0.803391758246846	2.03077986103693
DEFB104A	0	19016.498	19016.498	1	8
SLC6A19	4254	23297.6649	19043.6649	0.845599167402766	2.45329342393564
RELB	0	19087.4164	19087.4164	1	8
CHRD	4528.7745	23617.9212	19089.1467	0.839101024565381	2.38268937674565
SPAG11A	0	19103.0208	19103.0208	1	8
CES3	229.7389	19393.1238	19163.3849	0.988292284183388	6.39940623960225
SDHAP2	0	19172.8884	19172.8884	1	8
U2AF1	0	19189.8118	19189.8118	1	8
FAM90A5	1630.2185	20866.7525	19236.534	0.927536089191741	3.67806884228231
SGSM1	457.1081	19701.2168	19244.1087	0.97732410295659	5.42960554305913
BSPH1	1040.8198	20301.032	19260.2122	0.951231045470946	4.28576085086455
ITGAM	0	19289.8388	19289.8388	1	8
KCNJ4	7123.4876	26416.1325	19292.6449	0.787609770809539	1.89076361105535
KRT73	1450.1356	20806.5361	19356.4005	0.934844903157735	3.84277708735596
C19orf43	0	19384.4179	19384.4179	1	8
CES2	0	19393.1238	19393.1238	1	8
CES4A	0	19393.1238	19393.1238	1	8
FAM96B	0	19393.1238	19393.1238	1	8
PDP2	0	19393.1238	19393.1238	1	8
NOL12	0	19402.2444	19402.2444	1	8
EIF3C	0	19439.9476	19439.9476	1	8
EIF3CL	0	19439.9476	19439.9476	1	8
MTA1	0	19463.9489	19463.9489	1	8
CDC42BPB	0	19478.3612	19478.3612	1	8
TNFAIP2	160.1496	19641.7992	19481.6496	0.991912432376353	6.93836308241954
C16orf81	0	19482.5568	19482.5568	1	8
GALR3	3324.8	22814.9672	19490.1672	0.872806824385184	2.77864111522319
CDK3	0	19506.3422	19506.3422	1	8
EVPL	0	19506.3422	19506.3422	1	8
WNT3	4141.525	23767.0399	19625.5149	0.85160379923369	2.52072822944544
PHACTR3	2706.0131	22339.2508	19633.2377	0.891955097346768	3.04534007378476
C14orf73	0	19641.7992	19641.7992	1	8
ADRA2B	1707.3856	21354.1561	19646.7705	0.925963943685517	3.64465606296196
KDM1A	0	19656.8113	19656.8113	1	8
SLC39A4	271.3571	19938.0663	19666.7092	0.986572744079378	6.19918902905775
FAM90A20	1173.2511	20866.7525	19693.5014	0.946767200165067	4.1526223727322
AMH	0	19699.059	19699.059	1	8
JSRP1	0	19699.059	19699.059	1	8
MIR1227	0	19699.059	19699.059	1	8
MIR4321	0	19699.059	19699.059	1	8
PLEKHJ1	0	19699.059	19699.059	1	8
SF3A2	0	19699.059	19699.059	1	8
PIWIL3	0	19701.2168	19701.2168	1	8
RGS11	2159.3548	21891.3908	19732.036	0.910216721098243	3.34169139970371
BARX1	1731.3348	21471.7649	19740.4301	0.925383469347417	3.63248413973043
CAPN10	0	19770.537	19770.537	1	8
ZBTB7B	0	19775.8544	19775.8544	1	8
MEGF8	53.9096	19849.3891	19795.4795	0.997291423858297	8
CHCHD5	0	19830.0074	19830.0074	1	8
FLJ42351	0	19830.0074	19830.0074	1	8
POLR1B	0	19830.0074	19830.0074	1	8
SLC20A1	0	19830.0074	19830.0074	1	8
PAFAH1B3	0	19849.3891	19849.3891	1	8
PRR19	0	19849.3891	19849.3891	1	8
PMEPA1	969.1709	20849.0322	19879.8613	0.955579710411624	4.42708551836796
CPSF1	0	19938.0663	19938.0663	1	8
MIR1234	0	19938.0663	19938.0663	1	8
MIR939	0	19938.0663	19938.0663	1	8
VPS28	0	19938.0663	19938.0663	1	8
RBM28	0	19969.3891	19969.3891	1	8
RINL	0	19992.8179	19992.8179	1	8
CTTN	618.2478	20615.8762	19997.6284	0.970884233321798	5.05942676773554
ABCB6	0	20003.5636	20003.5636	1	8
ANKZF1	0	20003.5636	20003.5636	1	8
ATG9A	0	20003.5636	20003.5636	1	8
GLB1L	0	20003.5636	20003.5636	1	8
STK16	0	20003.5636	20003.5636	1	8
TUBA4A	0	20003.5636	20003.5636	1	8
TUBA4B	0	20003.5636	20003.5636	1	8
ZFAND2B	0	20003.5636	20003.5636	1	8
ELSPBP1	0	20019.4677	20019.4677	1	8
ST6GALNAC1	0	20035.5948	20035.5948	1	8
ZNF556	679.6368	20718.8335	20039.1967	0.968239000710252	4.93003499766682
ABHD11	0	20053.3441	20053.3441	1	8
POLR2J2	0	20111.8078	20111.8078	1	8
UPK3BL	0	20111.8078	20111.8078	1	8
WBSCR26	0	20121.8665	20121.8665	1	8
LOC349196	735.8756	20866.7525	20130.8769	0.965935829816929	4.82560038176036
ZNF843	0	20205.0099	20205.0099	1	8
CLIP3	0	20211.6863	20211.6863	1	8
BBS4	0	20254.5491	20254.5491	1	8
GOLGA6B	0	20254.5491	20254.5491	1	8
HIGD2B	0	20254.5491	20254.5491	1	8
MIR630	0	20254.5491	20254.5491	1	8
C17orf91	0	20285.2374	20285.2374	1	8
MIR22	0	20285.2374	20285.2374	1	8
PRPF8	0	20285.2374	20285.2374	1	8
SERPINF1	0	20285.2374	20285.2374	1	8
TLCD2	0	20285.2374	20285.2374	1	8
WDR81	0	20285.2374	20285.2374	1	8
SLC12A7	738.9642	21082.3867	20343.4225	0.966135726271649	4.83438991798275
SNORD103A	0	20355.3764	20355.3764	1	8
ECE2	5581.6	25987.1195	20405.5195	0.823192068338407	2.21904608561902
MAGEF1	0	20439.6141	20439.6141	1	8
H6PD	0	20451.798	20451.798	1	8
RAB4B	0	20535.259	20535.259	1	8
TCTE1	1416.8882	21954.4885	20537.6003	0.93937506471324	3.95371809109986
KEAP1	0	20584.8613	20584.8613	1	8
PDE4A	0	20584.8613	20584.8613	1	8
GTF3C2	0	20589.1708	20589.1708	1	8
C1QTNF5	2663	23363.6106	20700.6106	0.897681644339813	3.13313891111311
SRC	0	20724.8925	20724.8925	1	8
THPO	9710.4492	30482.502	20772.0528	0.758404175108197	1.65037138334803
CABP7	1232.1504	22028.4659	20796.3155	0.947028471468316	4.16011875518086
USP6NL	0	20807.8524	20807.8524	1	8
PRKAG2	1719.9895	22537.3094	20817.3199	0.929093939638927	3.71184362784769
SLC44A2	442.8472	21306.0421	20863.1949	0.979638169384586	5.58830980955051
DEFB109P1B	0	20866.7525	20866.7525	1	8
FAM66B	0	20866.7525	20866.7525	1	8
KRT3	190.2285	21087.6728	20897.4443	0.991059809079949	6.79252267359414
MIR153-1	127.6524	21028.7976	20901.1452	0.993966265606943	7.36400188853722
CYP2A6	1015.4626	21923.0341	20907.5715	0.955731074565144	4.4322384674178
LYPD3	0	20920.3034	20920.3034	1	8
ERF	0	20945.895	20945.895	1	8
CYP2A7	398.2044	21346.1545	20947.9501	0.98168700204815	5.74432321982239
WNT1	4918	25903.3855	20985.3855	0.840435466471811	2.39699702639294
SLC6A18	0	21016.0905	21016.0905	1	8
KCTD15	1896.1544	22920.7077	21024.5533	0.923594111440866	3.59550323959127
DNAJB2	0	21028.7976	21028.7976	1	8
PTPRN	0	21028.7976	21028.7976	1	8
C2orf28	0	21060.772	21060.772	1	8
CAD	0	21060.772	21060.772	1	8
DNAJC5G	0	21060.772	21060.772	1	8
MPV17	0	21060.772	21060.772	1	8
SLC5A6	0	21060.772	21060.772	1	8
TRIM54	0	21060.772	21060.772	1	8
UCN	0	21060.772	21060.772	1	8
CUEDC1	0	21072.1909	21072.1909	1	8
BZRAP1	0	21085.3776	21085.3776	1	8
LILRA1	0	21095.6257	21095.6257	1	8
DHDH	0	21153.0703	21153.0703	1	8
HIST3H2A	509.2774	21686.7714	21177.494	0.977055492867722	5.41221978199659
HIST3H2BB	509.2774	21686.7714	21177.494	0.977055492867722	5.41221978199659
DPCR1	2389.992	23661.2437	21271.2517	0.908258017872066	3.30744821348139
PER3	0	21297.4035	21297.4035	1	8
AP1M2	0	21306.0421	21306.0421	1	8
ATG4D	0	21306.0421	21306.0421	1	8
CDKN2D	0	21306.0421	21306.0421	1	8
KRI1	0	21306.0421	21306.0421	1	8
MIR1238	0	21306.0421	21306.0421	1	8
