#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
2_MACS_peak_16931_lociStitched	chr20	34198779	34205257	2	3535	3752.0576	996.9642	3946	0
2_MACS_peak_8450_lociStitched	chr14	77421606	77428506	2	3535	5282.64	563.73	3947	0
2_MACS_peak_2810_lociStitched	chr1	230630921	230638124	2	3535	5020.491	1327.5129	3948	0
1_MACS_peak_2491_lociStitched	chr1	207978029	207981562	1	3534	4631.0564	1027.7497	3949	0
1_MACS_peak_983_lociStitched	chr1	62900839	62904371	1	3533	18885.604	637.526	3950	0
2_MACS_peak_9165_lociStitched	chr15	52795816	52800351	2	3533	3542.742	659.389	3951	0
2_MACS_peak_14190_lociStitched	chr2	437264	442410	2	3533	4524.3632	937.0866	3952	0
2_MACS_peak_12950_lociStitched	chr18	70510259	70516921	2	3533	3293.0266	860.7304	3953	0
1_MACS_peak_26482_lociStitched	chr7	148407785	148411316	1	3532	4020.0435	1256.6829	3954	0
2_MACS_peak_24050_lociStitched	chr6	52253928	52259841	2	3532	4525.2189	1318.599	3955	0
2_MACS_peak_7087_lociStitched	chr12	109530424	109536781	2	3532	5922.8169	937.0218	3956	0
1_MACS_peak_10380_lociStitched	chr16	33330011	33333541	1	3531	6615.22	933.332	3957	0
2_MACS_peak_4341_lociStitched	chr11	907397	912046	2	3531	4021.385	716.8758	3958	0
1_MACS_peak_15535_lociStitched	chr2	132248463	132251992	1	3530	10780.0363	675.4506	3959	0
2_MACS_peak_26507_lociStitched	chr7	149565288	149572231	2	3530	5598.1409	1301.8125	3960	0
1_MACS_peak_18856_lociStitched	chr3	46456175	46459703	1	3529	9267.3504	687.2544	3961	0
1_MACS_peak_9381_lociStitched	chr15	70783029	70786557	1	3529	7961.9904	701.3664	3962	0
1_MACS_peak_4329_lociStitched	chr11	745896	749423	1	3528	8194.6318	635.9181	3963	0
2_MACS_peak_18263_lociStitched	chr22	42077959	42085769	2	3528	6039.473	1040.292	3964	0
2_MACS_peak_12931_lociStitched	chr18	67615403	67625237	2	3528	3480.2526	1326.6066	3965	0
1_MACS_peak_382_lociStitched	chr1	25967308	25970833	1	3526	8493.84	745.5375	3966	0
2_MACS_peak_9614_lociStitched	chr15	85173613	85177876	2	3526	4150.0305	833.8428	3967	0
2_MACS_peak_7527_lociStitched	chr13	38989273	38994759	2	3526	3395.2854	449.3034	3968	0
1_MACS_peak_24424_lociStitched	chr6	107434696	107438220	1	3525	4110.3936	409.4888	3969	0
2_MACS_peak_12732_lociStitched	chr18	45748076	45754881	2	3525	2861.5025	1050.0115	3970	0
1_MACS_peak_14737_lociStitched	chr2	55236355	55239878	1	3524	2766.9642	618.2865	3971	0
1_MACS_peak_4952_lociStitched	chr11	62647385	62650908	1	3524	13333.4981	653.8688	3972	0
2_MACS_peak_4400_lociStitched	chr11	3967365	3971262	2	3524	3218.1426	718.2171	3973	0
2_MACS_peak_1418_lociStitched	chr1	117306680	117313196	2	3523	3016.908	551.9052	3974	0
2_MACS_peak_11464_lociStitched	chr17	34957202	34966253	2	3522	5328.3237	1316.0154	3975	0
1_MACS_peak_13172_lociStitched	chr19	5826043	5829562	1	3520	5298.5583	630.9567	3976	0
2_MACS_peak_3047_lociStitched	chr10	6092061	6095605	2	3520	2792.3176	804.488	3977	0
2_MACS_peak_28552_lociStitched	chr9	102581319	102584947	2	3520	4709.5068	623.2904	3978	0
2_MACS_peak_24773_lociStitched	chr6	139480765	139484439	2	3520	3769.524	652.5024	3979	0
2_MACS_peak_1025_lociStitched	chr1	66765930	66772691	2	3520	4564.3511	1135.1719	3980	0
1_MACS_peak_27932_lociStitched	chr9	9789754	9793272	1	3519	2872.0952	621.2788	3981	0
1_MACS_peak_13533_lociStitched	chr19	18390206	18393724	1	3519	6662.7402	437.6392	3982	0
1_MACS_peak_3313_lociStitched	chr10	32666097	32669615	1	3519	6442.5134	683.1956	3983	0
2_MACS_peak_17967_lociStitched	chr22	29597730	29602822	2	3519	4358.752	705.242	3984	0
2_MACS_peak_19803_lociStitched	chr3	153030793	153038781	2	3519	3323.8068	962.554	3985	0
1_MACS_peak_26481_lociStitched	chr7	148394634	148398151	1	3518	14702.4668	844.7834	3986	0
2_MACS_peak_28549_lociStitched	chr9	102275149	102279383	2	3518	2152.1422	625.3618	3987	0
2_MACS_peak_21413_lociStitched	chr4	146980372	146985321	2	3518	2375.52	777.4879	3988	0
2_MACS_peak_24015_lociStitched	chr6	45704474	45710155	2	3518	2984.7974	994.175	3989	0
2_MACS_peak_3908_lociStitched	chr10	97883795	97891033	2	3517	12835.1454	1168.2132	3990	0
1_MACS_peak_24294_lociStitched	chr6	89324184	89327699	1	3516	5519.6045	597.1985	3991	0
2_MACS_peak_24602_lociStitched	chr6	128391541	128400751	2	3516	3742.023	1198.221	3992	0
2_MACS_peak_17905_lociStitched	chr22	24459774	24467170	2	3515	3373.3156	1100.5248	3993	0
1_MACS_peak_19514_lociStitched	chr3	125497013	125500526	1	3514	6326.913	727.191	3994	0
2_MACS_peak_23455_lociStitched	chr6	13611515	13616546	2	3514	6239.9493	844.2018	3995	0
2_MACS_peak_12711_lociStitched	chr18	43634881	43642658	2	3514	3871.3906	1006.3438	3996	0
1_MACS_peak_11038_lociStitched	chr17	5971783	5975295	1	3513	4487.6336	507.1328	3997	0
2_MACS_peak_10830_lociStitched	chr16	87348272	87352272	2	3513	4762.8	359.6	3998	0
2_MACS_peak_16765_lociStitched	chr20	20187347	20191761	2	3512	2678.4152	463.9114	3999	0
2_MACS_peak_13033_lociStitched	chr19	1172976	1181275	2	3512	5028.3641	1478.0519	4000	0
2_MACS_peak_10654_lociStitched	chr16	69787668	69797476	2	3512	4900.0768	1652.648	4001	0
1_MACS_peak_10991_lociStitched	chr17	4003409	4006919	1	3511	10465.065	515.268	4002	0
2_MACS_peak_4699_lociStitched	chr11	34804708	34814083	2	3511	4840.3125	1299.375	4003	0
1_MACS_peak_23555_lociStitched	chr6	25136497	25140006	1	3510	8365.456	610.9169	4004	0
1_MACS_peak_5314_lociStitched	chr11	81104151	81107660	1	3510	5262.0964	428.098	4005	0
2_MACS_peak_28714_lociStitched	chr9	117968811	117975530	2	3510	3356.1405	1126.7763	4006	0
2_MACS_peak_8979_lociStitched	chr15	41135437	41140087	2	3509	4349.61	892.335	4007	0
2_MACS_peak_13128_lociStitched	chr19	3552493	3558583	2	3509	3479.826	977.445	4008	0
1_MACS_peak_17370_lociStitched	chr20	62609533	62613040	1	3508	3703.392	488.5251	4009	0
1_MACS_peak_15240_lociStitched	chr2	101922452	101925959	1	3508	5928.9342	606.0096	4010	0
1_MACS_peak_7475_lociStitched	chr13	31189585	31193092	1	3508	5437.2528	429.9582	4011	0
1_MACS_peak_2192_lociStitched	chr1	184616433	184619939	1	3507	4483.4728	968.3572	4012	0
2_MACS_peak_121_lociStitched	chr1	9485338	9489724	2	3507	2857.479	821.4978	4013	0
2_MACS_peak_20412_lociStitched	chr4	4690593	4695985	2	3506	3386.7152	912.3264	4014	0
2_MACS_peak_22513_lociStitched	chr5	112304571	112313446	2	3506	5004.6125	1566.4375	4015	0
1_MACS_peak_27823_lociStitched	chr8	146125366	146128870	1	3505	6424.9344	608.6448	4016	0
1_MACS_peak_21452_lociStitched	chr4	153455655	153459159	1	3505	5234.6256	600.5856	4017	0
1_MACS_peak_18127_lociStitched	chr22	38002912	38006416	1	3505	6967.0032	586.2192	4018	0
1_MACS_peak_15473_lociStitched	chr2	122405357	122408861	1	3505	9124.416	620.5584	4019	0
1_MACS_peak_19435_lociStitched	chr3	120066783	120070286	1	3504	8388.2838	675.3784	4020	0
2_MACS_peak_7808_lociStitched	chr13	95247120	95255091	2	3504	4511.586	1194.0558	4021	0
2_MACS_peak_3214_lociStitched	chr10	22628730	22633724	2	3503	7359.6578	815.5202	4022	0
2_MACS_peak_18894_lociStitched	chr3	48480749	48488935	2	3502	4616.904	1188.6072	4023	0
2_MACS_peak_27647_lociStitched	chr8	131020406	131029767	2	3502	4579.4012	1179.486	4024	0
1_MACS_peak_28388_lociStitched	chr9	92111267	92114767	1	3501	6025.25	532	4025	0
1_MACS_peak_20519_lociStitched	chr4	13922199	13925699	1	3501	7302.75	731.15	4026	0
1_MACS_peak_9431_lociStitched	chr15	74906342	74909842	1	3501	6394.15	657.65	4027	0
2_MACS_peak_7824_lociStitched	chr13	98021143	98024947	2	3501	3264.2124	799.9812	4028	0
2_MACS_peak_23284_lociStitched	chr6	2874436	2882526	2	3501	7821.412	1230.489	4029	0
2_MACS_peak_25919_lociStitched	chr7	99062873	99071187	2	3501	4771.4046	1219.6638	4030	0
2_MACS_peak_13102_lociStitched	chr19	2490469	2495937	2	3500	3745.0332	746.382	4031	0
3_MACS_peak_29029_lociStitched	chr9	139964256	139972897	3	3500	3617.1226	867.5564	4032	0
1_MACS_peak_20031_lociStitched	chr3	176861250	176864748	1	3499	6922.1922	893.0394	4033	0
2_MACS_peak_23656_lociStitched	chr6	28103828	28110320	2	3499	4680.0828	1007.5584	4034	0
1_MACS_peak_6727_lociStitched	chr12	72056345	72059842	1	3498	7753.8981	864.8081	4035	0
1_MACS_peak_6701_lociStitched	chr12	69003379	69006875	1	3497	4529.7672	603.06	4036	0
1_MACS_peak_27422_lociStitched	chr8	102215841	102219336	1	3496	5151.9795	377.1105	4037	0
1_MACS_peak_7388_lociStitched	chr13	20531173	20534668	1	3496	7843.8285	380.955	4038	0
2_MACS_peak_22402_lociStitched	chr5	95061458	95068058	2	3496	4435.86	960.3	4039	0
1_MACS_peak_10201_lociStitched	chr16	23566582	23570076	1	3495	5989.0654	525.847	4040	0
1_MACS_peak_1425_lociStitched	chr1	117908632	117912126	1	3495	3804.966	409.1474	4041	0
1_MACS_peak_13800_lociStitched	chr19	41801753	41805246	1	3494	4428.7747	645.5064	4042	0
2_MACS_peak_20000_lociStitched	chr3	174153736	174160128	2	3494	10053.3376	1052.1232	4043	0
2_MACS_peak_12145_lociStitched	chr17	73177573	73186273	2	3494	8106.66	1230.18	4044	0
2_MACS_peak_8920_lociStitched	chr15	38460517	38470026	2	3493	4271.4428	1334.1127	4045	0
1_MACS_peak_9778_lociStitched	chr15	99393694	99397185	1	3492	14118.3022	815.1485	4046	0
1_MACS_peak_2732_lociStitched	chr1	226248786	226252277	1	3492	12894.0085	741.8375	4047	0
2_MACS_peak_24375_lociStitched	chr6	99962415	99970081	2	3492	5880.5886	1141.4674	4048	0
2_MACS_peak_15370_lociStitched	chr2	112303126	112308570	2	3490	3576.708	765.9708	4049	0
1_MACS_peak_15934_lociStitched	chr2	183579733	183583220	1	3488	6946.4527	779.3445	4050	0
1_MACS_peak_5591_lociStitched	chr11	116966718	116970205	1	3488	5282.4563	611.2711	4051	0
2_MACS_peak_18297_lociStitched	chr22	43481443	43486008	2	3488	3825.47	735.4215	4052	0
1_MACS_peak_14114_lociStitched	chr19	55849561	55853047	1	3487	6828.0282	714.2814	4053	0
1_MACS_peak_13618_lociStitched	chr19	28925728	28929214	1	3487	9682.0164	506.1672	4054	0
1_MACS_peak_24370_lociStitched	chr6	99539303	99542788	1	3486	3282.87	680.272	4055	0
2_MACS_peak_10144_lociStitched	chr16	19531984	19536504	2	3486	5133.816	864.224	4056	0
2_MACS_peak_24070_lociStitched	chr6	52925576	52931114	2	3486	6020.9136	913.2162	4057	0
1_MACS_peak_12637_lociStitched	chr18	32556450	32559933	1	3484	4236.3729	591.4134	4058	0
2_MACS_peak_18675_lociStitched	chr3	32442389	32449643	2	3482	5139.459	986.544	4059	0
1_MACS_peak_17761_lociStitched	chr22	17736856	17740336	1	3481	11152.008	758.64	4060	0
2_MACS_peak_3426_lociStitched	chr10	50395807	50399500	2	3480	4232.9166	557.643	4061	0
2_MACS_peak_25260_lociStitched	chr7	25002447	25006972	2	3479	3213.2025	887.3525	4062	0
2_MACS_peak_14392_lociStitched	chr2	25599026	25604322	2	3479	3946.5792	747.2656	4063	0
1_MACS_peak_21027_lociStitched	chr4	89018454	89021931	1	3478	6922.0116	699.2247	4064	0
1_MACS_peak_15853_lociStitched	chr2	175472013	175475489	1	3477	3966.8112	490.8112	4065	0
1_MACS_peak_1897_lociStitched	chr1	160764795	160768271	1	3477	8490.13	1109.5392	4066	0
1_MACS_peak_9266_lociStitched	chr15	63891203	63894678	1	3476	8426.18	587.6225	4067	0
1_MACS_peak_4711_lociStitched	chr11	35060388	35063862	1	3475	7785.9288	792.072	4068	0
2_MACS_peak_28068_lociStitched	chr9	34375949	34381550	2	3475	3370.1217	976.2543	4069	0
1_MACS_peak_25698_lociStitched	chr7	73865947	73869420	1	3474	5966.9613	468.1604	4070	0
1_MACS_peak_18725_lociStitched	chr3	38177583	38181056	1	3474	4149.5404	782.1196	4071	0
1_MACS_peak_231_lociStitched	chr1	16160045	16163518	1	3474	18912.2215	683.8337	4072	0
2_MACS_peak_22224_lociStitched	chr5	74161078	74166586	2	3474	4083.6312	593.7624	4073	0
2_MACS_peak_28202_lociStitched	chr9	67010108	67019748	2	3474	3511.852	1386.232	4074	0
1_MACS_peak_27977_lociStitched	chr9	20353315	20356787	1	3473	2789.752	237.4848	4075	0
2_MACS_peak_26550_lociStitched	chr7	152364527	152374033	2	3473	7555.3688	1972.495	4076	0
1_MACS_peak_9869_lociStitched	chr16	1820956	1824427	1	3472	6917.3559	424.8504	4077	0
1_MACS_peak_18818_lociStitched	chr3	45593787	45597257	1	3471	5928.148	715.167	4078	0
2_MACS_peak_18123_lociStitched	chr22	37933806	37938848	2	3470	2601.1678	913.6104	4079	0
1_MACS_peak_19632_lociStitched	chr3	133209166	133212634	1	3469	3970.1664	393.9648	4080	0
2_MACS_peak_9828_lociStitched	chr16	278395	286053	2	3469	6964.951	1043.0196	4081	0
2_MACS_peak_9476_lociStitched	chr15	75931386	75940523	2	3469	5473.9767	1343.139	4082	0
2_MACS_peak_8029_lociStitched	chr14	23475359	23479986	2	3468	6580.5194	412.7284	4083	0
2_MACS_peak_4455_lociStitched	chr11	8931388	8936428	2	3468	4150.44	776.664	4084	0
2_MACS_peak_206_lociStitched	chr1	15202514	15209469	2	3468	4003.9935	1034.904	4085	0
1_MACS_peak_26377_lociStitched	chr7	137684423	137687889	1	3467	7906.2926	1094.2162	4086	0
1_MACS_peak_14085_lociStitched	chr19	54692491	54695957	1	3467	7981.1582	860.9544	4087	0
2_MACS_peak_24280_lociStitched	chr6	88432568	88436146	2	3467	2946.1252	495.553	4088	0
2_MACS_peak_22002_lociStitched	chr5	50148200	50153673	2	3467	3904.4382	887.7206	4089	0
2_MACS_peak_6640_lociStitched	chr12	64057513	64063271	2	3467	3083.9848	735.8724	4090	0
1_MACS_peak_2070_lociStitched	chr1	173835384	173838849	1	3466	10447.3215	1169.784	4091	0
2_MACS_peak_16918_lociStitched	chr20	33460087	33465290	2	3466	3170.1879	1003.1384	4092	0
2_MACS_peak_19869_lociStitched	chr3	158576457	158582160	2	3466	3462.2913	1041.9381	4093	0
2_MACS_peak_8474_lociStitched	chr14	81421182	81427374	2	3466	4266.288	652.0176	4094	0
1_MACS_peak_622_lociStitched	chr1	38140759	38144223	1	3465	5044.2768	625.5984	4095	0
2_MACS_peak_5281_lociStitched	chr11	77181086	77186006	2	3465	3902.052	803.436	4096	0
1_MACS_peak_10678_lociStitched	chr16	70770135	70773598	1	3464	7618.2537	565.8542	4097	0
2_MACS_peak_313_lociStitched	chr1	23668351	23671970	2	3464	8363.1471	541.0405	4098	0
2_MACS_peak_22518_lociStitched	chr5	112449999	112453983	2	3464	3105.1296	587.64	4099	0
2_MACS_peak_3424_lociStitched	chr10	50283818	50289288	2	3464	3978.331	855.508	4100	0
1_MACS_peak_20145_lociStitched	chr3	184078583	184082044	1	3462	6799.1345	979.1169	4101	0
1_MACS_peak_3694_lociStitched	chr10	76993123	76996584	1	3462	4603.4761	594.5998	4102	0
1_MACS_peak_22889_lociStitched	chr5	148928629	148932089	1	3461	8961.4	748.398	4103	0
1_MACS_peak_20048_lociStitched	chr3	177272065	177275525	1	3461	6635.588	715.874	4104	0
1_MACS_peak_19445_lociStitched	chr3	121310221	121313681	1	3461	12779.856	791.648	4105	0
1_MACS_peak_22806_lociStitched	chr5	141255755	141259214	1	3460	3374.2545	722.2392	4106	0
1_MACS_peak_20189_lociStitched	chr3	186130543	186134001	1	3459	15716.61	960.6324	4107	0
1_MACS_peak_20119_lociStitched	chr3	183201685	183205143	1	3459	10087.3318	1106.56	4108	0
1_MACS_peak_14760_lociStitched	chr2	59091106	59094563	1	3458	3955.1537	571.0964	4109	0
1_MACS_peak_8865_lociStitched	chr15	32905549	32909006	1	3458	14075.1755	888.7947	4110	0
2_MACS_peak_29441_lociStitched	chrX	52949117	52953703	2	3458	5440.3718	394.396	4111	0
2_MACS_peak_13850_lociStitched	chr19	44078593	44085276	2	3458	3279.3481	889.5073	4112	0
1_MACS_peak_29354_lociStitched	chrX	46431029	46434485	1	3457	3588.7104	464.832	4113	0
1_MACS_peak_25486_lociStitched	chr7	45065223	45068679	1	3457	10678.6944	694.3104	4114	0
1_MACS_peak_28641_lociStitched	chr9	113017186	113020641	1	3456	11187.981	658.1775	4115	0
1_MACS_peak_16832_lociStitched	chr20	30101832	30105287	1	3456	5404.311	710.0025	4116	0
1_MACS_peak_4308_lociStitched	chr11	189642	193097	1	3456	2638.5835	1364.034	4117	0
2_MACS_peak_21940_lociStitched	chr5	37735311	37739502	2	3456	3020.0346	690.2577	4118	0
1_MACS_peak_27645_lociStitched	chr8	130982931	130986385	1	3455	5605.4966	761.2616	4119	0
2_MACS_peak_2941_lociStitched	chr1	245316490	245320760	2	3455	2662.345	877.058	4120	0
2_MACS_peak_24080_lociStitched	chr6	53408552	53413902	2	3455	4368.81	866.165	4121	0
1_MACS_peak_23862_lociStitched	chr6	36097382	36100835	1	3454	5962.9857	589.4271	4122	0
1_MACS_peak_15587_lociStitched	chr2	136873534	136876987	1	3454	6801.0288	495.1602	4123	0
1_MACS_peak_17548_lociStitched	chr21	35390055	35393507	1	3453	5046.4788	1094.9744	4124	0
2_MACS_peak_25455_lociStitched	chr7	43795654	43799241	2	3453	3233.6805	551.6806	4125	0
2_MACS_peak_18769_lociStitched	chr3	42233539	42238602	2	3453	2789.2067	800.9666	4126	0
2_MACS_peak_22150_lociStitched	chr5	65849226	65855319	2	3453	2960.5887	999.252	4127	0
2_MACS_peak_2861_lociStitched	chr1	235061656	235070086	2	3453	4571.589	1864.716	4128	0
1_MACS_peak_24302_lociStitched	chr6	89951923	89955374	1	3452	2509.2221	525.5873	4129	0
1_MACS_peak_4147_lociStitched	chr10	117691413	117694864	1	3452	7294.0336	663.2822	4130	0
2_MACS_peak_24829_lociStitched	chr6	144664561	144672210	2	3452	3068.7788	549.9631	4131	0
2_MACS_peak_18953_lociStitched	chr3	50357857	50366376	2	3452	7144.0334	1265.9234	4132	0
2_MACS_peak_21158_lociStitched	chr4	108910018	108918785	2	3452	7888.5466	1448.3084	4133	0
1_MACS_peak_21737_lociStitched	chr5	1521645	1525094	1	3450	5566.686	393.5309	4134	0
1_MACS_peak_10956_lociStitched	chr17	2140953	2144402	1	3450	4667.5317	739.1207	4135	0
1_MACS_peak_1935_lociStitched	chr1	161708298	161711746	1	3449	3933.1336	904.7552	4136	0
2_MACS_peak_28892_lociStitched	chr9	131936041	131940741	2	3449	3081.32	563.06	4137	0
2_MACS_peak_29388_lociStitched	chrX	48285107	48293030	2	3449	5601.561	573.6252	4138	0
2_MACS_peak_24031_lociStitched	chr6	49422316	49431885	2	3449	4947.173	1361.6687	4139	0
1_MACS_peak_19633_lociStitched	chr3	133223263	133226709	1	3447	6776.559	773.627	4140	0
1_MACS_peak_2764_lociStitched	chr1	227519905	227523351	1	3447	7365.4804	943.5148	4141	0
2_MACS_peak_4363_lociStitched	chr11	2547223	2555231	2	3447	5074.6696	1133.9328	4142	0
2_MACS_peak_572_lociStitched	chr1	35324494	35332943	2	3447	7904.0395	1087.3863	4143	0
1_MACS_peak_21075_lociStitched	chr4	99848812	99852257	1	3446	8371.6945	812.331	4144	0
1_MACS_peak_19622_lociStitched	chr3	132854534	132857979	1	3446	3007.485	628.368	4145	0
1_MACS_peak_28785_lociStitched	chr9	127047173	127050617	1	3445	13325.1804	579.2808	4146	0
1_MACS_peak_3954_lociStitched	chr10	101378435	101381879	1	3445	7909.146	740.8044	4147	0
1_MACS_peak_26492_lociStitched	chr7	148842683	148846126	1	3444	10686.3834	877.2764	4148	0
2_MACS_peak_11578_lociStitched	chr17	39831900	39836255	2	3444	3838.9325	712.9135	4149	0
1_MACS_peak_1964_lociStitched	chr1	164527224	164530666	1	3443	3198.9948	694.5956	4150	0
1_MACS_peak_1732_lociStitched	chr1	154579519	154582961	1	3443	8074.5878	961.3506	4151	0
2_MACS_peak_18753_lociStitched	chr3	40493796	40499783	2	3442	6520.4417	1220.1506	4152	0
1_MACS_peak_15965_lociStitched	chr2	188338970	188342410	1	3441	5725.88	532.856	4153	0
1_MACS_peak_27222_lociStitched	chr8	71313695	71317134	1	3440	7405.8865	492.4648	4154	0
1_MACS_peak_19352_lociStitched	chr3	111791557	111794995	1	3439	3336.2352	674.1918	4155	0
2_MACS_peak_2599_lociStitched	chr1	212964370	212968795	2	3439	8242.005	1458.48	4156	0
2_MACS_peak_26825_lociStitched	chr8	23100389	23105267	2	3439	3865.815	939.9906	4157	0
2_MACS_peak_11319_lociStitched	chr17	27502888	27508060	2	3439	4443.7824	782.5236	4158	0
1_MACS_peak_11669_lociStitched	chr17	42275284	42278721	1	3438	5782.4088	469.8379	4159	0
1_MACS_peak_6365_lociStitched	chr12	48261250	48264687	1	3438	3206.0336	571.9168	4160	0
2_MACS_peak_26763_lociStitched	chr8	19202226	19206327	2	3438	3529.3206	792.3132	4161	0
2_MACS_peak_26266_lociStitched	chr7	128044856	128050931	2	3438	5080.5225	1333.4625	4162	0
2_MACS_peak_15017_lociStitched	chr2	74775814	74782988	2	3438	6138.7918	1058.8824	4163	0
1_MACS_peak_15569_lociStitched	chr2	134989174	134992610	1	3437	3121.606	670.7072	4164	0
1_MACS_peak_3159_lociStitched	chr10	15759435	15762871	1	3437	5089.4032	485.8504	4165	0
2_MACS_peak_13362_lociStitched	chr19	12776773	12781485	2	3437	5969.6328	1024.86	4166	0
1_MACS_peak_9951_lociStitched	chr16	4320864	4324299	1	3436	7161.6315	455.481	4167	0
2_MACS_peak_26257_lociStitched	chr7	127224642	127229576	2	3436	5612.9184	1109.6566	4168	0
3_MACS_peak_9880_lociStitched	chr16	2033632	2042206	3	3436	3535.9176	1073.4648	4169	0
1_MACS_peak_13086_lociStitched	chr19	2162881	2166315	1	3435	7559.951	684.0528	4170	0
1_MACS_peak_20552_lociStitched	chr4	18247598	18251031	1	3434	3027.906	559.9223	4171	0
1_MACS_peak_16048_lociStitched	chr2	197138479	197141912	1	3434	2591.5717	577.7739	4172	0
1_MACS_peak_14306_lociStitched	chr2	13790423	13793856	1	3434	3759.4783	639.9112	4173	0
2_MACS_peak_20509_lociStitched	chr4	13478101	13487434	2	3434	10626.5538	1256.2218	4174	0
1_MACS_peak_2474_lociStitched	chr1	206975632	206979064	1	3433	6314.1936	878.2488	4175	0
1_MACS_peak_15499_lociStitched	chr2	128585828	128589259	1	3432	6989.9763	539.6963	4176	0
2_MACS_peak_19841_lociStitched	chr3	156781289	156785695	2	3432	3587.8058	1131.0202	4177	0
2_MACS_peak_5341_lociStitched	chr11	82996101	83001411	2	3432	7438.779	900.576	4178	0
2_MACS_peak_23783_lociStitched	chr6	32908249	32913193	2	3431	3447.4512	924.0336	4179	0
1_MACS_peak_5840_lociStitched	chr12	1530797	1534226	1	3430	8174.0502	743.0643	4180	0
1_MACS_peak_3420_lociStitched	chr10	49841380	49844808	1	3429	4439.9456	757.9308	4181	0
1_MACS_peak_2593_lociStitched	chr1	212807497	212810925	1	3429	3644.9924	936.1868	4182	0
3_MACS_peak_27489_lociStitched	chr8	109486064	109493561	3	3429	2778.3882	541.2834	4183	0
1_MACS_peak_21879_lociStitched	chr5	32172390	32175817	1	3428	10889.2925	672.7201	4184	0
1_MACS_peak_9742_lociStitched	chr15	93179882	93183309	1	3428	8254.6149	679.5741	4185	0
2_MACS_peak_22949_lociStitched	chr5	152976805	152981809	2	3428	3014.91	811.1484	4186	0
1_MACS_peak_24450_lociStitched	chr6	108969955	108973381	1	3427	3524.3262	460.797	4187	0
1_MACS_peak_21194_lociStitched	chr4	111116784	111120210	1	3427	9746.2848	584.4756	4188	0
1_MACS_peak_6621_lociStitched	chr12	58817592	58821018	1	3427	12460.0194	849.3054	4189	0
2_MACS_peak_21721_lociStitched	chr5	1004199	1010449	2	3427	3615.625	651.25	4190	0
2_MACS_peak_28229_lociStitched	chr9	69662666	69672237	2	3427	3765.2314	1382.0524	4191	0
1_MACS_peak_23695_lociStitched	chr6	30068563	30071988	1	3426	2069.7275	598.69	4192	0
2_MACS_peak_17637_lociStitched	chr21	42791474	42798844	2	3426	5408.106	1297.857	4193	0
1_MACS_peak_17403_lociStitched	chr21	15961210	15964634	1	3425	4956.24	513.9424	4194	0
2_MACS_peak_26750_lociStitched	chr8	18285677	18291480	2	3425	3602.5024	843.1759	4195	0
2_MACS_peak_18758_lociStitched	chr3	40754416	40761168	2	3425	2938.4704	872.3584	4196	0
2_MACS_peak_29952_lociStitched	chrX	153267023	153274529	2	3425	3735.7362	780.624	4197	0
2_MACS_peak_14963_lociStitched	chr2	71221090	71229061	2	3425	4108.2534	1208.4036	4198	0
2_MACS_peak_18811_lociStitched	chr3	45075310	45083933	2	3425	3824.3005	1079.5996	4199	0
1_MACS_peak_20333_lociStitched	chr3	197475676	197479099	1	3424	6615.2898	949.5402	4200	0
3_MACS_peak_3674_lociStitched	chr10	75923019	75927089	3	3424	2071.63	650.386	4201	0
1_MACS_peak_27978_lociStitched	chr9	20440016	20443438	1	3423	3207.7828	316.8772	4202	0
1_MACS_peak_25774_lociStitched	chr7	76897279	76900701	1	3423	5049.161	521.5128	4203	0
1_MACS_peak_21252_lociStitched	chr4	121775534	121778956	1	3423	5609.6846	556.075	4204	0
2_MACS_peak_11882_lociStitched	chr17	55332887	55336424	2	3423	3213.7182	420.5493	4205	0
2_MACS_peak_36_lociStitched	chr1	1544938	1552199	2	3423	6342.4835	956.9998	4206	0
1_MACS_peak_9126_lociStitched	chr15	50645227	50648648	1	3422	13598.475	641.0954	4207	0
2_MACS_peak_10005_lociStitched	chr16	10368896	10375286	2	3422	4064.04	890.127	4208	0
2_MACS_peak_4934_lociStitched	chr11	62412929	62421649	2	3421	6330.72	1375.144	4209	0
1_MACS_peak_26491_lociStitched	chr7	148822218	148825637	1	3420	11566.1351	948.4306	4210	0
1_MACS_peak_26254_lociStitched	chr7	126891077	126894496	1	3420	2545.4455	735.085	4211	0
1_MACS_peak_14897_lociStitched	chr2	68613355	68616774	1	3420	5552.456	688.9285	4212	0
