REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_12822_lociStitched	chr18	52983453	52991407	1	7955	10802.3274	1030.0430000000001
2_MACS_peak_6135_lociStitched	chr12	24324179	24332130	2	3787	5106.9273	1198.2157
2_MACS_peak_10510_lociStitched	chr16	57843328	57851279	2	4642	11663.3219	1382.6788999999999
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925000000003	1469.1599999999999
2_MACS_peak_2788_lociStitched	chr1	228939970	228947919	2	3096	3418.8649	1298.0717
2_MACS_peak_12238_lociStitched	chr17	75435019	75442967	2	7315	20105.2608	1252.6047999999998
3_MACS_peak_5578_lociStitched	chr11	115795050	115802994	3	5974	7177.4039999999995	1259.9184
1_MACS_peak_19383_lociStitched	chr3	113460848	113468792	1	7945	14558.1744	1455.3408
2_MACS_peak_2854_lociStitched	chr1	234652188	234660131	2	5183	9988.3225	1915.8516
2_MACS_peak_14657_lociStitched	chr2	46719857	46727798	2	3010	3190.6938	1136.3571
2_MACS_peak_29077_lociStitched	chrX	1612489	1620428	2	1859	1147.9794	212.7652
3_MACS_peak_17314_lociStitched	chr20	58530124	58538061	3	3711	2535.8715	970.6951
2_MACS_peak_26344_lociStitched	chr7	133977113	133985046	2	3333	3135.1216	1668.3099
2_MACS_peak_4030_lociStitched	chr10	105229143	105237074	2	5280	17371.2693	1317.3391
2_MACS_peak_28871_lociStitched	chr9	131313829	131321760	2	3000	3265.9858	1196.7879
2_MACS_peak_18944_lociStitched	chr3	49977006	49984935	2	2972	3923.2692	1140.1902
3_MACS_peak_5611_lociStitched	chr11	118560254	118568182	3	6496	7192.2816	1456.3736000000001
2_MACS_peak_23092_lociStitched	chr5	169723256	169731183	2	4134	8214.7501	1278.6251
3_MACS_peak_9996_lociStitched	chr16	9165665	9173589	3	5714	6243.319600000001	1061.816
2_MACS_peak_29388_lociStitched	chrX	48285107	48293030	2	3449	5601.561	573.6252000000001
2_MACS_peak_21850_lociStitched	chr5	18739819	18747741	2	5429	12299.6972	1369.7138
2_MACS_peak_23957_lociStitched	chr6	43020453	43028375	2	3726	7209.8122	1179.5858
2_MACS_peak_6850_lociStitched	chr12	92578054	92585973	2	4784	8282.482100000001	1164.8849
2_MACS_peak_20632_lociStitched	chr4	36326956	36334875	2	1994	1890.2653	812.4893999999999
2_MACS_peak_27433_lociStitched	chr8	103541950	103549869	2	7257	12849.3694	812.4893999999999
2_MACS_peak_25392_lociStitched	chr7	37527602	37535520	2	2472	2107.7716	994.5007999999999
2_MACS_peak_24799_lociStitched	chr6	141473199	141481115	2	4811	4528.743600000001	1019.5808
2_MACS_peak_29584_lociStitched	chrX	72971229	72979145	2	3872	4541.4092	729.0636000000001
2_MACS_peak_25315_lociStitched	chr7	30119935	30127847	2	2768	2985.9888	1221.6128
2_MACS_peak_21669_lociStitched	chr4	186507057	186514966	2	6587	19396.0316	1373.7933
2_MACS_peak_4520_lociStitched	chr11	12694838	12702743	2	4058	4686.084	1040.298
1_MACS_peak_18620_lociStitched	chr3	23846803	23854704	1	7902	16981.619300000002	1464.0553
2_MACS_peak_13285_lociStitched	chr19	10443153	10451051	2	3378	5395.1238	1183.1204
2_MACS_peak_18172_lociStitched	chr22	39362572	39370467	2	3547	6233.1025	1186.6184999999998
2_MACS_peak_21160_lociStitched	chr4	108950916	108958810	2	6615	12228.5954	1215.676
2_MACS_peak_27177_lociStitched	chr8	66857610	66865499	2	4761	10443.458200000001	1382.9417
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472
2_MACS_peak_2381_lociStitched	chr1	203575390	203583278	2	3409	3960.5648	1427.728
3_MACS_peak_3234_lociStitched	chr10	24748282	24756165	3	5051	4069.2046	1108.3498
2_MACS_peak_27895_lociStitched	chr9	5592973	5600856	2	3119	3518.9712	1039.7676999999999
2_MACS_peak_18830_lociStitched	chr3	46013562	46021444	2	3860	3629.661	1425.0656
2_MACS_peak_22019_lociStitched	chr5	53813201	53821083	2	3108	5995.0492	1324.1760000000002
2_MACS_peak_15389_lociStitched	chr2	112704124	112712003	2	4204	4910.1928	1128.2728
2_MACS_peak_20104_lociStitched	chr3	182506093	182513971	2	5691	10104.3228	1801.6986
2_MACS_peak_25914_lociStitched	chr7	98971471	98979348	2	5247	7737.5770999999995	1228.0243
2_MACS_peak_8767_lociStitched	chr15	23609695	23617568	2	2717	2685.4803	919.5664
2_MACS_peak_1571_lociStitched	chr1	147993281	148001152	2	3725	4590.367200000001	1253.8503
2_MACS_peak_14544_lociStitched	chr2	37614960	37622829	2	7417	17993.2554	1835.8377
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075
2_MACS_peak_21538_lociStitched	chr4	169930172	169938037	2	3669	7393.8865000000005	1123.122
3_MACS_peak_6176_lociStitched	chr12	27295880	27303743	3	5770	6404.4135	1398.0414
2_MACS_peak_7103_lociStitched	chr12	110510577	110518440	2	3267	5177.7855	647.1249
2_MACS_peak_25749_lociStitched	chr7	75987172	75995035	2	4510	11064.8136	1265.943
1_MACS_peak_4848_lociStitched	chr11	58340157	58348018	1	7862	45789.53890000001	1664.1737
2_MACS_peak_2901_lociStitched	chr1	240074725	240082585	2	6472	17499.504	1844.742
1_MACS_peak_25191_lociStitched	chr7	20254689	20262549	1	7861	29642.418	1613.6580000000001
2_MACS_peak_22610_lociStitched	chr5	125779243	125787102	2	4211	4835.642699999999	1026.3854
2_MACS_peak_29608_lociStitched	chrX	77581405	77589264	2	4774	4482.7736	704.1664
2_MACS_peak_20383_lociStitched	chr4	2813046	2820904	2	3859	5117.1296	1203.0598
2_MACS_peak_8994_lociStitched	chr15	41687806	41695661	2	2791	3761.7595	1113.0535
2_MACS_peak_26037_lociStitched	chr7	104826851	104834706	2	3732	4025.6874999999995	1350.2745
2_MACS_peak_18269_lociStitched	chr22	42223065	42230919	2	5440	11954.5734	1452.2046
2_MACS_peak_509_lociStitched	chr1	31943473	31951326	2	6029	11598.881000000001	1119.0525
2_MACS_peak_11629_lociStitched	chr17	40826954	40834800	2	7774	12685.4128	1428.7566000000002
2_MACS_peak_2084_lociStitched	chr1	174991597	174999442	2	3615	7400.973	1722.762
2_MACS_peak_29298_lociStitched	chrX	39027214	39035059	2	2084	1459.9544999999998	538.1669999999999
2_MACS_peak_17541_lociStitched	chr21	35056655	35064499	2	4923	4927.6008	1757.8404
2_MACS_peak_161_lociStitched	chr1	11790317	11798160	2	3599	5210.8892	1054.0991999999999
2_MACS_peak_8123_lociStitched	chr14	35754561	35762404	2	3102	3639.9363000000003	633.7144
3_MACS_peak_29776_lociStitched	chrX	119882108	119889951	3	4880	5521.472	604.6953
1_MACS_peak_18543_lociStitched	chr3	14160504	14168346	1	7843	26927.0754	1667.2092
2_MACS_peak_26015_lociStitched	chr7	102382563	102390405	2	2406	2827.0409999999997	1171.5948
2_MACS_peak_21211_lociStitched	chr4	113557425	113565266	2	2877	5190.742	1524.2903999999999
2_MACS_peak_5761_lociStitched	chr11	128493570	128501410	2	4186	4815.3279999999995	1008.2239999999999
2_MACS_peak_11836_lociStitched	chr17	49021036	49028872	2	3556	6178.686	1101.7416
1_MACS_peak_23877_lociStitched	chr6	36719451	36727286	1	7836	13816.239000000001	1349.9705000000001
2_MACS_peak_23742_lociStitched	chr6	31581687	31589521	2	3837	7956.9938	958.8815999999999
2_MACS_peak_22486_lociStitched	chr5	109251578	109259410	2	5376	12398.8392	1313.4263999999998
2_MACS_peak_27229_lociStitched	chr8	71964443	71972269	2	4042	5543.1558	1063.5534
2_MACS_peak_26998_lociStitched	chr8	38237414	38245236	2	7357	12461.2282	1519.8146
2_MACS_peak_21767_lociStitched	chr5	6401979	6409798	2	4395	5753.2202	1071.203
2_MACS_peak_22795_lociStitched	chr5	140937051	140944870	2	1902	2564.632	1168.1586
2_MACS_peak_29859_lociStitched	chrX	135152321	135160140	2	3411	3675.7119000000002	666.9607
3_MACS_peak_7606_lociStitched	chr13	46750946	46758762	3	5804	5978.4584	722.98
2_MACS_peak_14112_lociStitched	chr19	55812641	55820455	2	3654	6253.5442	1095.5228
2_MACS_peak_29164_lociStitched	chrX	13017095	13024908	2	3142	3158.7959	681.2936
2_MACS_peak_18263_lociStitched	chr22	42077959	42085769	2	3528	6039.473	1040.2920000000001
3_MACS_peak_13499_lociStitched	chr19	17413426	17421233	3	5033	9252.8564	1484.1107
2_MACS_peak_20015_lociStitched	chr3	175186356	175194163	2	2769	2742.5991	1361.5408
2_MACS_peak_12524_lociStitched	chr18	12837662	12845468	2	4939	6267.4374	1319.9946
2_MACS_peak_8937_lociStitched	chr15	39914690	39922494	2	5782	9090.0992	1311.0720000000001
2_MACS_peak_10508_lociStitched	chr16	57824485	57832289	2	3386	4671.4744	895.1188
2_MACS_peak_13461_lociStitched	chr19	16434625	16442425	2	6381	7126.08	1283.1000000000001
2_MACS_peak_4598_lociStitched	chr11	19533203	19540999	2	5330	6301.5068	1300.3728
2_MACS_peak_4787_lociStitched	chr11	46324059	46331852	2	1431	1551.5863	963.2148
3_MACS_peak_18007_lociStitched	chr22	31682342	31690135	3	5468	8514.631800000001	1252.3351
2_MACS_peak_28265_lociStitched	chr9	71783298	71791088	2	4455	10969.099	1382.725
3_MACS_peak_13047_lociStitched	chr19	1437940	1445728	3	4794	9868.9536	1626.1344000000001
2_MACS_peak_12716_lociStitched	chr18	43747351	43755138	2	3237	4752.406099999999	1105.754
2_MACS_peak_16032_lociStitched	chr2	196909513	196917300	2	4289	12309.6896	1241.2477999999999
2_MACS_peak_12452_lociStitched	chr18	7566039	7573820	2	3894	5400.792100000001	838.7918000000001
2_MACS_peak_13955_lociStitched	chr19	47759010	47766789	2	4447	6553.0296	1181.6301
2_MACS_peak_25767_lociStitched	chr7	76750720	76758499	2	2512	3057.9249	1322.43
2_MACS_peak_9278_lociStitched	chr15	64672829	64680607	2	2937	4181.4528	1039.1408
2_MACS_peak_12711_lociStitched	chr18	43634881	43642658	2	3514	3871.3906	1006.3437999999999
2_MACS_peak_5993_lociStitched	chr12	9819338	9827113	2	3033	2865.0875	951.66
2_MACS_peak_29764_lociStitched	chrX	119378290	119386064	2	2863	3335.8233999999998	630.4714
2_MACS_peak_5640_lociStitched	chr11	119185447	119193217	2	3824	6346.536	1113.441
2_MACS_peak_1461_lociStitched	chr1	120832767	120840536	2	6787	10518.449100000002	1741.0329
2_MACS_peak_23692_lociStitched	chr6	30028021	30035786	2	4015	5471.9955	1268.0245
2_MACS_peak_8175_lociStitched	chr14	50327897	50335658	2	4287	5019.0387	754.3692
2_MACS_peak_16590_lociStitched	chr20	3183440	3191201	2	4344	9615.1029	1380.6819
3_MACS_peak_11616_lociStitched	chr17	40681793	40689553	3	4715	5974.424	1233.064
2_MACS_peak_27831_lociStitched	chr9	178026	185785	2	3541	3838.3772999999997	1104.1057
2_MACS_peak_18958_lociStitched	chr3	50395791	50403549	2	2918	5026.4082	1052.7605999999998
2_MACS_peak_15775_lociStitched	chr2	169345754	169353511	2	5525	10605.3704	1285.3348999999998
3_MACS_peak_23493_lociStitched	chr6	16316382	16324136	3	4718	5357.2386	1404.2494000000002
2_MACS_peak_7795_lociStitched	chr13	88322940	88330693	2	2343	1890.1814	398.5042
2_MACS_peak_17951_lociStitched	chr22	27100628	27108375	2	6534	5346.9794	1197.6861999999999
2_MACS_peak_15022_lociStitched	chr2	75070511	75078255	2	4289	5247.3344	1306.4127999999998
3_MACS_peak_9616_lociStitched	chr15	85196507	85204250	3	4493	5544.762299999999	1207.908
1_MACS_peak_3509_lociStitched	chr10	63656582	63664324	1	7743	11984.616	1355.6242
2_MACS_peak_11422_lociStitched	chr17	33694430	33702170	2	5450	11012.472	1709.766
3_MACS_peak_14280_lociStitched	chr2	11294357	11302097	3	3630	3851.424	1074.3120000000001
3_MACS_peak_17945_lociStitched	chr22	27037361	27045101	3	5962	9219.114	1049.544
2_MACS_peak_7283_lociStitched	chr12	123458515	123466245	2	4397	5678.4580000000005	690.289
3_MACS_peak_13355_lociStitched	chr19	12588705	12596433	3	5395	5960.6064	1156.1088
2_MACS_peak_16998_lociStitched	chr20	37465000	37472723	2	4368	6559.1439	1208.6495
2_MACS_peak_27913_lociStitched	chr9	6638939	6646661	2	4048	3765.2472	1058.6862
2_MACS_peak_26215_lociStitched	chr7	121977635	121985356	2	7719	14862.925000000001	1838.3701
2_MACS_peak_26588_lociStitched	chr7	156802742	156810463	2	4344	8839.7729	1522.5811999999999
2_MACS_peak_5392_lociStitched	chr11	93861033	93868753	2	3382	6201.476	1238.288
2_MACS_peak_10398_lociStitched	chr16	46916927	46924646	2	3189	5359.3017	1099.1856
2_MACS_peak_9422_lociStitched	chr15	74688938	74696653	2	6913	11790.8345	1232.0855000000001
2_MACS_peak_13126_lociStitched	chr19	3499715	3507430	2	4119	18311.552499999998	1737.4180000000001
2_MACS_peak_5447_lociStitched	chr11	102185953	102193667	2	7703	17894.165800000002	1614.5402000000001
2_MACS_peak_14342_lociStitched	chr2	20328323	20336035	2	3190	4190.7008	1172.224
2_MACS_peak_22032_lociStitched	chr5	54522115	54529824	2	3364	4747.9731	1007.5663000000001
1_MACS_peak_3296_lociStitched	chr10	30989334	30997042	1	7709	33229.188	1415.1888000000001
2_MACS_peak_21144_lociStitched	chr4	106629052	106636757	2	3400	4048.207	1069.454
2_MACS_peak_478_lociStitched	chr1	28968498	28976200	2	4812	11050.0594	1438.7336
2_MACS_peak_23484_lociStitched	chr6	15900720	15908422	2	2964	3538.2988	943.495
1_MACS_peak_19772_lociStitched	chr3	150315438	150323139	1	7702	15425.873099999999	1517.8671
2_MACS_peak_24477_lociStitched	chr6	109775058	109782759	2	4788	6789.9717	1255.2630000000001
2_MACS_peak_10782_lociStitched	chr16	81779208	81786907	2	2649	2670.7831	632.0879000000001
3_MACS_peak_12470_lociStitched	chr18	8975260	8982958	3	4159	3384.0407999999998	1134.6852000000001
2_MACS_peak_30012_lociStitched	chrY	1562617	1570291	2	1569	1148.7978	215.6394
2_MACS_peak_2444_lociStitched	chr1	206132207	206139879	2	6896	13535.7096	2304.6688
2_MACS_peak_24923_lociStitched	chr6	158621591	158629259	2	2672	2195.3484	648.7128
2_MACS_peak_11872_lociStitched	chr17	54984809	54992475	2	5722	8051.5998	1238.059
2_MACS_peak_24375_lociStitched	chr6	99962415	99970081	2	3492	5880.5886	1141.4674
2_MACS_peak_3106_lociStitched	chr10	12110007	12117668	2	2664	3151.7354	1082.4993000000002
2_MACS_peak_9828_lociStitched	chr16	278395	286053	2	3469	6964.951	1043.0195999999999
2_MACS_peak_19211_lociStitched	chr3	93692227	93699882	2	2415	2536.8669999999997	897.1659999999999
2_MACS_peak_20446_lociStitched	chr4	7009278	7016933	2	1863	1706.2994999999999	932.379
1_MACS_peak_19887_lociStitched	chr3	160116017	160123670	1	7654	31654.3386	1685.1906000000001
2_MACS_peak_2326_lociStitched	chr1	201474995	201482647	2	4218	7289.2952	1624.5195999999999
2_MACS_peak_8636_lociStitched	chr14	102240771	102248420	2	2250	1764.6243	495.6552
2_MACS_peak_24829_lociStitched	chr6	144664561	144672210	2	3452	3068.7788	549.9631
2_MACS_peak_17182_lociStitched	chr20	48781998	48789646	2	2463	2347.1712	1054.6592
2_MACS_peak_23737_lociStitched	chr6	31508436	31516084	2	4297	13157.6192	1529.6000000000001
2_MACS_peak_20389_lociStitched	chr4	3041746	3049393	2	4900	9233.7525	1192.932
2_MACS_peak_2959_lociStitched	chr1	247373000	247380646	2	7200	15007.568800000001	1630.1272
2_MACS_peak_12189_lociStitched	chr17	74169295	74176938	2	2940	3171.0807	959.9608
3_MACS_peak_5587_lociStitched	chr11	116794792	116802431	3	6847	9322.6356	1339.1167
2_MACS_peak_11060_lociStitched	chr17	7116990	7124627	2	3555	6394.4601	1268.5057
1_MACS_peak_11499_lociStitched	chr17	36856073	36863707	1	7635	40446.4588	1484.813
2_MACS_peak_3838_lociStitched	chr10	91805534	91813167	2	7435	16490.3332	1225.8598
2_MACS_peak_17353_lociStitched	chr20	62198760	62206391	2	3644	3249.2798000000003	781.4144
2_MACS_peak_19124_lociStitched	chr3	69369361	69376987	2	3928	4460.4474	1098.9066
2_MACS_peak_15566_lociStitched	chr2	134935366	134942990	2	7287	10714.0072	1464.5703999999998
2_MACS_peak_19973_lociStitched	chr3	171773120	171780744	2	2830	2952.7752	1492.7792
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304
2_MACS_peak_21298_lociStitched	chr4	128697061	128704672	2	4275	8627.8296	1160.6775
2_MACS_peak_9765_lociStitched	chr15	96406455	96414060	2	3538	4457.2905	883.701
2_MACS_peak_70_lociStitched	chr1	3540365	3547969	2	3055	3414.196	879.0224
2_MACS_peak_8569_lociStitched	chr14	93834970	93842574	2	3177	3649.1596	681.3184
2_MACS_peak_681_lociStitched	chr1	40524013	40531616	2	4207	4336.7512	1286.4276
2_MACS_peak_3745_lociStitched	chr10	81663868	81671469	2	3798	5964.5046999999995	1233.6423
2_MACS_peak_24765_lociStitched	chr6	138907270	138914871	2	2444	2942.3471	1291.4098999999999
2_MACS_peak_26234_lociStitched	chr7	123897195	123904793	2	3347	4234.3654	1167.0528
2_MACS_peak_18285_lociStitched	chr22	42833317	42840914	2	2418	2450.7922	1068.1382
2_MACS_peak_18077_lociStitched	chr22	36552388	36559979	2	6567	12121.3088	1511.3681
2_MACS_peak_28886_lociStitched	chr9	131782950	131790540	2	3313	4964.619	1017.0600000000001
2_MACS_peak_29025_lociStitched	chr9	139837855	139845441	2	3926	6929.0524	914.1129999999999
2_MACS_peak_1505_lociStitched	chr1	144998390	145005967	2	3905	5481.201800000001	3639.2331
2_MACS_peak_10634_lociStitched	chr16	68788629	68796206	2	6377	14813.035	1407.8066
2_MACS_peak_18921_lociStitched	chr3	49275397	49282974	2	2838	2344.3238	941.0634
2_MACS_peak_28519_lociStitched	chr9	100389453	100397029	2	4263	6371.416	1099.2776000000001
2_MACS_peak_19276_lociStitched	chr3	101230931	101238506	2	4384	13922.0925	1302.1425
2_MACS_peak_3994_lociStitched	chr10	103873634	103881207	2	4119	5447.258900000001	870.1377
3_MACS_peak_17476_lociStitched	chr21	30444866	30452437	3	5552	9531.131899999998	1726.188
2_MACS_peak_8944_lociStitched	chr15	40225296	40232862	2	3989	5474.001	1069.8324
3_MACS_peak_18630_lociStitched	chr3	25871768	25879334	3	6407	9459.0132	1279.4106
2_MACS_peak_11048_lociStitched	chr17	6553780	6561344	2	3677	4373.504800000001	1170.9071999999999
2_MACS_peak_12259_lociStitched	chr17	76163746	76171307	2	6491	15954.466100000001	1274.0285000000001
2_MACS_peak_9492_lociStitched	chr15	76719617	76727177	2	2422	1945.9440000000002	806.652
2_MACS_peak_26961_lociStitched	chr8	33420777	33428337	2	6330	10105.452	1113.588
2_MACS_peak_931_lociStitched	chr1	57037745	57045304	2	2634	2084.7722	943.3632
2_MACS_peak_19554_lociStitched	chr3	128393075	128400634	2	3373	9119.177599999999	1092.2755
2_MACS_peak_3648_lociStitched	chr10	75254393	75261948	2	3304	5206.906	1204.2669999999998
2_MACS_peak_5934_lociStitched	chr12	6975964	6983514	2	4146	8329.16	1463.945
2_MACS_peak_26537_lociStitched	chr7	150923496	150931043	2	4284	8644.3338	1618.0768
2_MACS_peak_23339_lociStitched	chr6	6384377	6391921	2	2725	2383.904	909.052
2_MACS_peak_28546_lociStitched	chr9	102015113	102022656	2	3570	9365.3888	967.0126
2_MACS_peak_4923_lociStitched	chr11	62224098	62231639	2	5620	9278.446399999999	1219.3797000000002
2_MACS_peak_17134_lociStitched	chr20	46096178	46103719	2	4596	11435.1724	1299.3143
2_MACS_peak_17833_lociStitched	chr22	22005276	22012809	2	3884	5679.1287	946.1447999999999
2_MACS_peak_2123_lociStitched	chr1	179846146	179853678	2	4925	22531.2248	2099.9216
2_MACS_peak_5534_lociStitched	chr11	111396720	111404246	2	3765	6361.727800000001	1288.4512
2_MACS_peak_26457_lociStitched	chr7	143183984	143191510	2	3228	3296.388	1531.541
3_MACS_peak_11539_lociStitched	chr17	38108522	38116047	3	2688	2570.54	1021.1424999999999
2_MACS_peak_1503_lociStitched	chr1	144977650	144985173	2	3765	3430.4880000000003	2065.8158
2_MACS_peak_20400_lociStitched	chr4	4029764	4037287	2	6647	16118.0275	1228.5059
2_MACS_peak_16144_lociStitched	chr2	204443085	204450607	2	5213	5898.0002	1353.2078000000001
2_MACS_peak_19353_lociStitched	chr3	111804636	111812157	2	5135	6129.615	1219.9062000000001
2_MACS_peak_29129_lociStitched	chrX	10074294	10081814	2	6306	13157.744	753.504
2_MACS_peak_9902_lociStitched	chr16	2581149	2588668	2	4220	4689.6003	1015.065
2_MACS_peak_14696_lociStitched	chr2	50370991	50378508	2	1615	1619.9134999999999	763.7271999999999
2_MACS_peak_5112_lociStitched	chr11	67210491	67218007	2	3199	3282.2372	849.308
2_MACS_peak_14441_lociStitched	chr2	27434094	27441609	2	4705	13575.8475	1001.7495
2_MACS_peak_11534_lociStitched	chr17	37998698	38006209	2	4395	4911.4429	1219.7864
2_MACS_peak_782_lociStitched	chr1	45279082	45286592	2	3344	8396.931	974.798
2_MACS_peak_27406_lociStitched	chr8	101505579	101513088	2	5407	10273.0629	840.2571
2_MACS_peak_29952_lociStitched	chrX	153267023	153274529	2	3425	3735.7362	780.6239999999999
2_MACS_peak_9723_lociStitched	chr15	91472218	91479723	2	6865	16643.088	1669.8625
2_MACS_peak_26718_lociStitched	chr8	12516258	12523763	2	2378	1834.222	975.65
3_MACS_peak_7160_lociStitched	chr12	116713729	116721227	3	4187	4156.8912	577.346
2_MACS_peak_19508_lociStitched	chr3	125308111	125315609	2	4254	6766.1952	1064.716
1_MACS_peak_24409_lociStitched	chr6	106439102	106446600	1	7499	30049.7346	1423.1204
3_MACS_peak_27489_lociStitched	chr8	109486064	109493561	3	3429	2778.3882	541.2834
2_MACS_peak_6274_lociStitched	chr12	38779871	38787367	2	1641	1672.3576	836.5536000000001
3_MACS_peak_18687_lociStitched	chr3	33082848	33090343	3	4044	3759.492	992.338
2_MACS_peak_27322_lociStitched	chr8	87519934	87527429	2	2148	2625.4985	478.181
2_MACS_peak_23606_lociStitched	chr6	26395880	26403363	2	3008	5002.3855	997.4839000000001
2_MACS_peak_9015_lociStitched	chr15	42866978	42874458	2	3245	3965.896	1471.316
2_MACS_peak_8901_lociStitched	chr15	35279527	35287006	2	3639	8977.0437	1185.4215
2_MACS_peak_9428_lociStitched	chr15	74831994	74839472	2	7306	12789.623399999999	1481.3917999999999
2_MACS_peak_21014_lociStitched	chr4	87876781	87884256	2	6088	8040.109999999999	1182.545
3_MACS_peak_5435_lociStitched	chr11	100551439	100558913	3	4255	4382.006200000001	1147.259
3_MACS_peak_3814_lociStitched	chr10	89867163	89874635	3	4337	3969.1264	1254.5488
2_MACS_peak_6165_lociStitched	chr12	26450301	26457773	2	5149	8542.7376	1377.0896
2_MACS_peak_9233_lociStitched	chr15	60413403	60420874	2	4129	4718.6836	1020.5386
2_MACS_peak_17227_lociStitched	chr20	52237112	52244583	2	4879	13699.5727	967.4945
2_MACS_peak_25545_lociStitched	chr7	50723591	50731062	2	4978	4940.5723	1295.4714
2_MACS_peak_17876_lociStitched	chr22	23330649	23338117	2	2054	1962.5903999999998	874.5028
2_MACS_peak_21459_lociStitched	chr4	153580536	153588004	2	6576	7384.3584	1548.8632
2_MACS_peak_22361_lociStitched	chr5	88902553	88910019	2	3038	3043.1416	1220.691
2_MACS_peak_632_lociStitched	chr1	38454620	38462084	2	2979	2681.0688	856.8672
2_MACS_peak_2704_lociStitched	chr1	224684866	224692316	2	4648	9297.6	1596.5349999999999
2_MACS_peak_3390_lociStitched	chr10	45787231	45794681	2	2539	2100.1549999999997	940.935
3_MACS_peak_20579_lociStitched	chr4	24584611	24592051	3	4990	7262.184	1120.4640000000002
2_MACS_peak_23613_lociStitched	chr6	26532307	26539747	2	5203	11557.295999999998	1337.712
2_MACS_peak_3644_lociStitched	chr10	75005982	75013421	2	3850	9216.177099999999	1109.8988
2_MACS_peak_8922_lociStitched	chr15	38477816	38485254	2	6068	7080.976	1203.4684
2_MACS_peak_1929_lociStitched	chr1	161575668	161583105	2	2427	2393.2266	859.7171999999999
2_MACS_peak_13193_lociStitched	chr19	6529979	6537416	2	5216	5834.3265	1613.829
1_MACS_peak_26011_lociStitched	chr7	102250675	102258111	1	7437	9003.508800000001	3052.4779999999996
2_MACS_peak_13074_lociStitched	chr19	1922910	1930345	2	2825	2783.664	1275.1025000000002
2_MACS_peak_16914_lociStitched	chr20	33291260	33298693	2	4225	6059.381600000001	1177.3872000000001
2_MACS_peak_6151_lociStitched	chr12	25582302	25589728	2	2376	3308.283	1037.4122
2_MACS_peak_29617_lociStitched	chrX	78393920	78401345	2	2387	2122.8075	441.78749999999997
2_MACS_peak_17523_lociStitched	chr21	34665111	34672528	2	3663	4511.0194	1527.9019999999998
2_MACS_peak_9703_lociStitched	chr15	90802668	90810073	2	3665	9178.4975	1084.8325
2_MACS_peak_28180_lociStitched	chr9	44526879	44534282	2	1977	1421.376	521.1712
2_MACS_peak_8529_lociStitched	chr14	91709282	91716679	2	2123	1588.1359	570.3087
2_MACS_peak_14649_lociStitched	chr2	46130550	46137946	2	2740	2926.5972	886.7804000000001
2_MACS_peak_17905_lociStitched	chr22	24459774	24467170	2	3515	3373.3156	1100.5248
2_MACS_peak_21271_lociStitched	chr4	123499078	123506474	2	3139	3486.4744	1106.4416
1_MACS_peak_7760_lociStitched	chr13	78689051	78696443	1	7393	27298.656	1074.0576
2_MACS_peak_12365_lociStitched	chr17	80249774	80257166	2	4822	15333.964799999998	1235.9424
2_MACS_peak_15572_lociStitched	chr2	135163046	135170438	2	7326	14465.4048	1605.5424
2_MACS_peak_10082_lociStitched	chr16	14590911	14598299	2	7321	12598.017600000001	1234.5348
2_MACS_peak_21296_lociStitched	chr4	128668992	128676378	2	4247	3801.5742000000005	884.8428
2_MACS_peak_24066_lociStitched	chr6	52740260	52747641	2	3306	2919.9236	1070.245
2_MACS_peak_28108_lociStitched	chr9	35841982	35849363	2	3749	4568.839	1264.3653000000002
2_MACS_peak_23243_lociStitched	chr5	180644133	180651512	2	4855	10802.856	1504.5781
2_MACS_peak_12413_lociStitched	chr18	2635720	2643097	2	6829	9450.6747	1293.1881
2_MACS_peak_17637_lociStitched	chr21	42791474	42798844	2	3426	5408.106	1297.857
2_MACS_peak_266_lociStitched	chr1	19276624	19283991	2	4862	4535.8619	1019.5928
2_MACS_peak_13227_lociStitched	chr19	7581132	7588499	2	2656	3102.9804	1325.3233
2_MACS_peak_4845_lociStitched	chr11	57502900	57510265	2	2981	4780.6215	1134.21
2_MACS_peak_5899_lociStitched	chr12	6381183	6388548	2	4568	8710.585500000001	1039.2015000000001
1_MACS_peak_15687_lociStitched	chr2	158295087	158302451	1	7365	36399.5156	1922.0040000000001
1_MACS_peak_27517_lociStitched	chr8	118450356	118457713	1	7358	26438.8509	1336.0312000000001
2_MACS_peak_26817_lociStitched	chr8	22925467	22932821	2	3212	4891.8808	771.4345999999999
2_MACS_peak_910_lociStitched	chr1	54512734	54520087	2	3896	7223.5872	1396.3347
2_MACS_peak_21705_lociStitched	chr5	217394	224746	2	6500	9103.2464	1295.4224
2_MACS_peak_12960_lociStitched	chr18	72162541	72169891	2	6376	11141.130000000001	1460.445
2_MACS_peak_22475_lociStitched	chr5	108318953	108326302	2	1893	1529.3269	925.974
