#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isSuper
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	260	1
1_MACS_peak_2178_lociStitched	chr1	183808937	183815793	1	6857	29895.588	2078.7392	261	1
2_MACS_peak_22666_lociStitched	chr5	131790462	131804301	2	11940	30923.2455	3170.5149	262	1
3_MACS_peak_12256_lociStitched	chr17	76136796	76152843	3	12625	30184.407	2493.7038	263	1
1_MACS_peak_16389_lociStitched	chr2	231728836	231739873	1	11038	28508.571	868.6119	264	1
4_MACS_peak_12217_lociStitched	chr17	75078939	75093191	4	13057	30372.4372	2877.4788	265	1
1_MACS_peak_15092_lociStitched	chr2	86261884	86266879	1	4996	28505.9655	1093.4055	266	1
2_MACS_peak_11017_lociStitched	chr17	4842254	4855057	2	8250	29925.7322	2517.0698	267	1
3_MACS_peak_19115_lociStitched	chr3	69128259	69145998	3	15557	30574.9404	3207.2112	268	1
6_MACS_peak_10284_lociStitched	chr16	29815641	29837463	6	13117	30413.3214	3295.122	269	1
4_MACS_peak_3751_lociStitched	chr10	81946292	81966445	4	13868	30499.5502	3399.8111	270	1
3_MACS_peak_26028_lociStitched	chr7	104576290	104586957	3	10062	28821.1673	1792.056	271	1
2_MACS_peak_23148_lociStitched	chr5	173696356	173710139	2	9926	29233.743	2378.9458	272	1
2_MACS_peak_17622_lociStitched	chr21	41295743	41309699	2	9808	29983.0704	3195.924	273	1
3_MACS_peak_8482_lociStitched	chr14	81930666	81953222	3	15872	28984.46	2275.9004	274	1
1_MACS_peak_25198_lociStitched	chr7	20367253	20373475	1	6223	27944.8686	1241.9112	275	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	276	1
2_MACS_peak_20267_lociStitched	chr3	194021558	194034234	2	7399	29588.3192	2925.6208	277	1
2_MACS_peak_27718_lociStitched	chr8	137188950	137201389	2	12419	29124.6746	2491.5317	278	1
1_MACS_peak_25515_lociStitched	chr7	47513132	47522813	1	9682	28763.2191	2195.6508	279	1
3_MACS_peak_17698_lociStitched	chr21	45195021	45210493	3	11014	30007.944	3485.8416	280	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	281	1
3_MACS_peak_28410_lociStitched	chr9	93671022	93690239	3	11936	29767.133	3278.4202	282	1
3_MACS_peak_13475_lociStitched	chr19	16694113	16711412	3	11101	30027.6042	3681.2272	283	1
2_MACS_peak_2106_lociStitched	chr1	178544257	178552406	2	7525	28714.6313	2375.4335	284	1
4_MACS_peak_19574_lociStitched	chr3	129026563	129054585	4	14757	30602.8262	4267.7506	285	1
4_MACS_peak_23587_lociStitched	chr6	26183645	26207201	4	13380	30542.7096	4218.8796	286	1
1_MACS_peak_7760_lociStitched	chr13	78689051	78696443	1	7393	27298.656	1074.0576	287	1
2_MACS_peak_12316_lociStitched	chr17	78873583	78887506	2	8425	28216.3518	2004.912	288	1
5_MACS_peak_6027_lociStitched	chr12	11901632	11920371	5	14272	29350.8957	3219.3602	289	1
2_MACS_peak_10975_lociStitched	chr17	3459501	3466808	2	4917	27457.5139	1334.9889	290	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	291	1
1_MACS_peak_26321_lociStitched	chr7	130790008	130797064	1	7057	28035.6048	1937.5776	292	1
3_MACS_peak_5217_lociStitched	chr11	72979558	73001784	3	11259	29525.0184	3465.0334	293	1
2_MACS_peak_2735_lociStitched	chr1	226308563	226317132	2	7891	28560.477	2530.4257	294	1
9_MACS_peak_24751_lociStitched	chr6	138246796	138297452	9	20904	34076.2912	8064.4352	295	1
2_MACS_peak_17943_lociStitched	chr22	27004542	27015531	2	10927	27991.1808	2007.6903	296	1
1_MACS_peak_6635_lociStitched	chr12	62995227	62998199	1	2973	26482.6004	565.2744	297	1
4_MACS_peak_2180_lociStitched	chr1	183865314	183885722	4	11296	30089.5552	4277.5168	298	1
2_MACS_peak_1680_lociStitched	chr1	152006419	152021892	2	9718	29961.9172	4221.0344	299	1
5_MACS_peak_10176_lociStitched	chr16	22194966	22219233	5	15695	29977.0251	4341.3663	300	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	301	1
3_MACS_peak_6694_lociStitched	chr12	68752091	68770604	3	10313	28663.6779	3156.4665	302	1
1_MACS_peak_25029_lociStitched	chr7	2393165	2395622	1	2458	25957.2222	457.4934	303	1
1_MACS_peak_2937_lociStitched	chr1	244996353	245000316	1	3964	26727.2646	1241.2116	304	1
4_MACS_peak_9650_lociStitched	chr15	89163691	89184438	4	13802	29093.5181	3649.3973	305	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	306	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	307	1
3_MACS_peak_2480_lociStitched	chr1	207093374	207107015	3	7976	28819.3407	3448.4448	308	1
1_MACS_peak_18543_lociStitched	chr3	14160504	14168346	1	7843	26927.0754	1667.2092	309	1
1_MACS_peak_22658_lociStitched	chr5	131434677	131441725	1	7049	26843.7176	1585.8	310	1
1_MACS_peak_3014_lociStitched	chr10	3824185	3828982	1	4798	26064.0198	819.3276	311	1
1_MACS_peak_22382_lociStitched	chr5	90674671	90680949	1	6279	26547.7786	1339.7252	312	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	313	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	314	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	315	1
2_MACS_peak_17230_lociStitched	chr20	52267923	52279267	2	10624	26963.5536	1854.744	316	1
1_MACS_peak_27517_lociStitched	chr8	118450356	118457713	1	7358	26438.8509	1336.0312	317	1
4_MACS_peak_24913_lociStitched	chr6	157976439	157999841	4	14732	26996.5472	1947.0464	318	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	319	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	320	1
2_MACS_peak_1902_lociStitched	chr1	161007722	161017718	2	5591	27635.9412	2646.9408	321	1
3_MACS_peak_25475_lociStitched	chr7	44661749	44680203	3	14157	28247.5378	3277.4304	322	1
4_MACS_peak_5128_lociStitched	chr11	67644685	67661842	4	10948	27886.9878	2952.7197	323	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	324	1
2_MACS_peak_7961_lociStitched	chr13	115039731	115048679	2	7809	26177.374	1411.0996	325	1
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	326	1
1_MACS_peak_15852_lociStitched	chr2	175457264	175464233	1	6970	26084.967	1421.676	327	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	328	1
8_MACS_peak_27597_lociStitched	chr8	126285365	126315963	8	19016	29750.4354	5112.9258	329	1
1_MACS_peak_23134_lociStitched	chr5	173168747	173174643	1	5897	25806.2024	1184.5064	330	1
5_MACS_peak_28932_lociStitched	chr9	134127110	134153357	5	13728	28525.2396	3918.6771	331	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	332	1
4_MACS_peak_16038_lociStitched	chr2	197023849	197048510	4	18600	28710.3362	4192.37	333	1
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472	334	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	335	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	336	1
1_MACS_peak_14300_lociStitched	chr2	13661695	13666421	1	4727	25206.121	864.3854	337	1
1_MACS_peak_1743_lociStitched	chr1	154830180	154835015	1	4836	25875.953	1553.002	338	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	339	1
2_MACS_peak_1521_lociStitched	chr1	145427271	145441189	2	8105	27323.8176	3100.9304	340	1
3_MACS_peak_7255_lociStitched	chr12	122227704	122243226	3	7723	25234.1154	1095.8532	341	1
3_MACS_peak_12106_lociStitched	chr17	70582418	70602044	3	14293	27284.0652	3151.9356	342	1
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075	343	1
4_MACS_peak_14301_lociStitched	chr2	13680616	13702546	4	14554	27359.868	3280.728	344	1
5_MACS_peak_8454_lociStitched	chr14	77487769	77507845	5	13653	25639.0596	1567.9356	345	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	346	1
1_MACS_peak_18159_lociStitched	chr22	38900563	38903745	1	3183	24706.0026	727.087	347	1
1_MACS_peak_28413_lociStitched	chr9	93702286	93708330	1	6045	25169.0292	1192.4812	348	1
1_MACS_peak_25524_lociStitched	chr7	47708066	47712507	1	4442	24896.246	939.7156	349	1
1_MACS_peak_21635_lociStitched	chr4	185392080	185397313	1	5234	25066.07	1131.3746	350	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	351	1
1_MACS_peak_12052_lociStitched	chr17	65642458	65648909	1	6452	25230.5061	1333.4217	352	1
2_MACS_peak_8180_lociStitched	chr14	50465585	50476695	2	7830	24976.391	1172.105	353	1
5_MACS_peak_9058_lociStitched	chr15	45001882	45029234	5	13415	28380.4352	4606.0768	354	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	355	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	356	1
1_MACS_peak_5786_lociStitched	chr11	129871179	129874570	1	3392	24427.4076	838.5943	357	1
2_MACS_peak_25542_lociStitched	chr7	50343340	50357900	2	13143	26100.256	2578.576	358	1
5_MACS_peak_27777_lociStitched	chr8	145002137	145027954	5	14603	26712.8499	3193.5629	359	1
3_MACS_peak_16415_lociStitched	chr2	232687328	232714548	3	25818	26896.082	3492.326	360	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	361	1
2_MACS_peak_13448_lociStitched	chr19	16180365	16191352	2	7445	25058.0509	1765.6109	362	1
5_MACS_peak_12276_lociStitched	chr17	76754366	76779779	5	15989	26942.8626	3656.9307	363	1
4_MACS_peak_16288_lociStitched	chr2	219743183	219763215	4	14055	26832.864	3573.7088	364	1
3_MACS_peak_15311_lociStitched	chr2	109829175	109843996	3	12434	25782.6116	2549.212	365	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	366	1
3_MACS_peak_14039_lociStitched	chr19	50369596	50382041	3	7113	25513.4945	2410.5965	367	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	368	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	369	1
2_MACS_peak_26356_lociStitched	chr7	134843934	134857370	2	7093	25916.7004	3013.6948	370	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	371	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	372	1
6_MACS_peak_25403_lociStitched	chr7	38383690	38408547	6	16454	28061.0673	5224.9414	373	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	374	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	375	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	376	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	377	1
5_MACS_peak_10304_lociStitched	chr16	30193834	30223861	5	15307	28552.6743	5855.265	378	1
2_MACS_peak_26283_lociStitched	chr7	128572291	128582164	2	7262	25188.9849	2522.5515	379	1
7_MACS_peak_14904_lociStitched	chr2	68936359	68965675	7	14221	27152.4792	4529.322	380	1
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	381	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	382	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	383	1
1_MACS_peak_14504_lociStitched	chr2	33699930	33705419	1	5490	23771.7612	1237.7695	384	1
1_MACS_peak_293_lociStitched	chr1	21615476	21622676	1	7201	23880.96	1357.92	385	1
1_MACS_peak_5599_lociStitched	chr11	117877298	117884275	1	6978	23739.9402	1227.2543	386	1
1_MACS_peak_6853_lociStitched	chr12	92754128	92760327	1	6200	23783.0834	1305.5094	387	1
2_MACS_peak_5685_lociStitched	chr11	122930577	122941648	2	7330	24549.9425	2115.6681	388	1
1_MACS_peak_21618_lociStitched	chr4	185184647	185191640	1	6994	24027.948	1593.7047	389	1
1_MACS_peak_9351_lociStitched	chr15	69108941	69114883	1	5943	23366.915	938.2418	390	1
1_MACS_peak_14857_lociStitched	chr2	65140194	65146920	1	6727	23829.5454	1426.5846	391	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	392	1
2_MACS_peak_20362_lociStitched	chr4	1712589	1724714	2	6535	24151.7875	1766.6125	393	1
1_MACS_peak_15367_lociStitched	chr2	112249830	112253748	1	3919	23312.8836	944.6298	394	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	395	1
6_MACS_peak_8946_lociStitched	chr15	40330234	40358322	6	14063	26231.3832	3991.3048	396	1
6_MACS_peak_23754_lociStitched	chr6	31773745	31804710	6	15059	27147.0155	4951.3035	397	1
1_MACS_peak_29024_lociStitched	chr9	139792729	139798278	1	5550	23287.4883	1112.0196	398	1
2_MACS_peak_17589_lociStitched	chr21	37905629	37916294	2	7057	24586.0245	2415.6225	399	1
1_MACS_peak_4311_lociStitched	chr11	267472	271087	1	3616	23026.104	865.0695	400	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	401	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	402	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	403	1
2_MACS_peak_19425_lociStitched	chr3	119354804	119362914	2	7503	23935.854	1912.338	404	1
3_MACS_peak_22669_lociStitched	chr5	131823096	131842312	3	12728	25353.5904	3378.1728	405	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	406	1
5_MACS_peak_11703_lociStitched	chr17	43504975	43531532	5	15070	25871.8294	3959.6487	407	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	408	1
3_MACS_peak_5021_lociStitched	chr11	65236142	65246279	3	6444	23230.9629	1425.2622	409	1
1_MACS_peak_6689_lociStitched	chr12	68381089	68387301	1	6213	23059.5652	1311.9744	410	1
1_MACS_peak_22354_lociStitched	chr5	88635038	88641797	1	6760	23172.5556	1456.5645	411	1
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304	412	1
1_MACS_peak_5205_lociStitched	chr11	72523577	72527724	1	4148	22532.7245	904.8754	413	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	414	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	415	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	416	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	417	1
2_MACS_peak_12171_lociStitched	chr17	73774450	73782514	2	6324	22978.368	1459.584	418	1
2_MACS_peak_22348_lociStitched	chr5	88563890	88570438	2	6277	22646.258	1222.5116	419	1
1_MACS_peak_1607_lociStitched	chr1	149855688	149861252	1	5565	23657.0152	2247.2996	420	1
2_MACS_peak_23714_lociStitched	chr6	30683742	30690758	2	6742	22937.4088	1529.488	421	1
1_MACS_peak_17293_lociStitched	chr20	56192040	56197996	1	5957	22532.7392	1178.6924	422	1
1_MACS_peak_28418_lociStitched	chr9	93795373	93799693	1	4321	22244.976	901.152	423	1
2_MACS_peak_1737_lociStitched	chr1	154755754	154765975	2	7923	23902.8306	2595.1119	424	1
4_MACS_peak_17054_lociStitched	chr20	42565312	42585505	4	13217	24556.7073	3257.1309	425	1
7_MACS_peak_10572_lociStitched	chr16	67184027	67218842	7	14152	26212.2135	4922.841	426	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	427	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	428	1
1_MACS_peak_13626_lociStitched	chr19	29121078	29125248	1	4171	22202.748	1027.488	429	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	430	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	431	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	432	1
7_MACS_peak_8590_lociStitched	chr14	95946313	95985826	7	17561	24162.1995	3054.3549	433	1
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	434	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	435	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	436	1
6_MACS_peak_4032_lociStitched	chr10	105244578	105268331	6	17060	24919.2723	3933.4968	437	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	438	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	439	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	440	1
1_MACS_peak_28141_lociStitched	chr9	37527698	37533179	1	5482	22261.6296	1310.5071	441	1
1_MACS_peak_13799_lociStitched	chr19	41767667	41772089	1	4423	21969.8226	1020.1554	442	1
3_MACS_peak_17419_lociStitched	chr21	19151782	19169225	3	13864	23579.4474	2644.3588	443	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	444	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	445	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	446	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	447	1
1_MACS_peak_20893_lociStitched	chr4	76023290	76029640	1	6351	22183.725	1461.77	448	1
1_MACS_peak_25996_lociStitched	chr7	101946493	101952135	1	5643	21626.3502	920.2102	449	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	450	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	451	1
1_MACS_peak_1483_lociStitched	chr1	143742202	143746225	1	4024	21882.3039	1249.5438	452	1
1_MACS_peak_7945_lociStitched	chr13	114789302	114794559	1	5258	21701.9474	1114.484	453	1
5_MACS_peak_29794_lociStitched	chrX	128902351	128921281	5	12621	22589.169	2002.794	454	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	455	1
2_MACS_peak_2805_lociStitched	chr1	230256872	230270034	2	7631	23355.969	2806.1384	456	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	457	1
1_MACS_peak_17626_lociStitched	chr21	41384244	41389998	1	5755	22467.0684	1950.606	458	1
7_MACS_peak_4974_lociStitched	chr11	63992827	64020261	7	13916	24674.1396	4205.6322	459	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	460	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	461	1
2_MACS_peak_2123_lociStitched	chr1	179846146	179853678	2	4925	22531.2248	2099.9216	462	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	463	1
5_MACS_peak_22927_lociStitched	chr5	150512932	150538161	5	15473	24605.8437	4235.9491	464	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	465	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	466	1
1_MACS_peak_2010_lociStitched	chr1	167596326	167601883	1	5558	21966.2653	1630.4238	467	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	468	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	469	1
3_MACS_peak_26065_lociStitched	chr7	105984904	105998558	3	7572	22997.4322	2756.7426	470	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	471	1
2_MACS_peak_12021_lociStitched	chr17	62980051	62986668	2	6434	21495.3245	1266.4938	472	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	473	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	474	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	475	1
1_MACS_peak_18165_lociStitched	chr22	39146318	39153232	1	6915	21277.835	1165.009	476	1
1_MACS_peak_17045_lociStitched	chr20	42308719	42312370	1	3652	20887.371	802.8549	477	1
7_MACS_peak_6490_lociStitched	chr12	53845922	53874674	7	24661	25250.0064	5244.3648	478	1
3_MACS_peak_6092_lociStitched	chr12	15101004	15116240	3	14975	23010.9308	3024.346	479	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	480	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	481	1
1_MACS_peak_8711_lociStitched	chr14	106207073	106212055	1	4983	20266.2778	352.7256	482	1
3_MACS_peak_18534_lociStitched	chr3	13455291	13470827	3	7279	22171.4256	2314.864	483	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	484	1
1_MACS_peak_8364_lociStitched	chr14	69258113	69263988	1	5876	20297.5375	482.3375	485	1
1_MACS_peak_2633_lociStitched	chr1	218336129	218339887	1	3759	20649.8342	842.1678	486	1
1_MACS_peak_16738_lociStitched	chr20	17945738	17951467	1	5730	21173.8111	1368.6581	487	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	488	1
1_MACS_peak_17397_lociStitched	chr21	11168029	11172460	1	4432	22110.2469	2341.7835	489	1
6_MACS_peak_21556_lociStitched	chr4	173896103	173920816	6	15682	23432.8666	3674.8231	490	1
1_MACS_peak_27692_lociStitched	chr8	134244543	134248882	1	4340	20721.7623	965.8614	491	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	492	1
3_MACS_peak_3384_lociStitched	chr10	45454016	45475202	3	13093	22904.1846	3160.9512	493	1
1_MACS_peak_9550_lociStitched	chr15	81291397	81295320	1	3924	20401.1692	659.8486	494	1
2_MACS_peak_4009_lociStitched	chr10	104401125	104412722	2	7975	21303.689	1570.2338	495	1
1_MACS_peak_4227_lociStitched	chr10	125863351	125867820	1	4470	20736.6069	1026.9762	496	1
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925	1469.16	497	1
2_MACS_peak_24285_lociStitched	chr6	88625618	88640212	2	13257	22123.0446	2510.168	498	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	499	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	500	1
1_MACS_peak_12875_lociStitched	chr18	56806260	56811898	1	5639	20815.496	1221.1908	501	1
2_MACS_peak_29316_lociStitched	chrX	40028240	40037134	2	6509	20367.26	783.5614	502	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	503	1
1_MACS_peak_3382_lociStitched	chr10	45389411	45395465	1	6055	20586.0216	1081.2444	504	1
2_MACS_peak_18156_lociStitched	chr22	38782232	38797113	2	14783	21958.4036	2474.7103	505	1
3_MACS_peak_28735_lociStitched	chr9	123630404	123641552	3	7701	21390.7824	1923.03	506	1
1_MACS_peak_14262_lociStitched	chr2	10259687	10265050	1	5364	20542.4352	1135.3471	507	1
1_MACS_peak_19248_lociStitched	chr3	98448514	98455419	1	6906	20878.6485	1478.3605	508	1
2_MACS_peak_14864_lociStitched	chr2	65255129	65261239	2	5733	20390.903	1002.651	509	1
5_MACS_peak_12127_lociStitched	chr17	72733239	72756808	5	18443	23076.4079	3763.9693	510	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	511	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	512	1
3_MACS_peak_25950_lociStitched	chr7	100020434	100034966	3	6327	21399.8232	2182.7064	513	1
4_MACS_peak_16640_lociStitched	chr20	5570502	5592514	4	17469	22837.45	3640.7848	514	1
3_MACS_peak_14911_lociStitched	chr2	68988921	69003403	3	8066	21793.9618	2645.8614	515	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	516	1
3_MACS_peak_10943_lociStitched	chr17	1618334	1628826	3	6111	20925.2448	1821.4112	517	1
1_MACS_peak_2034_lociStitched	chr1	169861663	169864507	1	2845	19989.054	897.282	518	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	519	1
1_MACS_peak_15340_lociStitched	chr2	111431773	111437532	1	5760	20147.2856	1097.6654	520	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	521	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	522	1
9_MACS_peak_10735_lociStitched	chr16	78768609	78804938	9	21756	22516.7142	3523.913	523	1
2_MACS_peak_12377_lociStitched	chr17	80405971	80417669	2	6524	21116.0598	2145.4132	524	1
2_MACS_peak_28913_lociStitched	chr9	132646262	132657555	2	7624	21002.7214	2057.5846	525	1
1_MACS_peak_26396_lociStitched	chr7	139613628	139618367	1	4740	20326.9927	1399.4267	526	1
2_MACS_peak_20922_lociStitched	chr4	77608745	77625176	2	15350	21922.2402	3010.1592	527	1
