REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_19250_lociStitched	chr3	98472532	98496032	4	16732	37313.3	3788.2	189	ST3GAL6		ST3GAL6	189	1
2_MACS_peak_20260_lociStitched	chr3	193815446	193823412	2	7531	36014.286	2519.6458	190		HES1	HES1	190	1
3_MACS_peak_23567_lociStitched	chr6	25365924	25390507	3	18721	37727.5301	4274.9837	191	LRRC16A		LRRC16A	191	1
4_MACS_peak_9435_lociStitched	chr15	75063079	75083986	4	18522	37298.088	3936.7881	192	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	192	1
3_MACS_peak_23233_lociStitched	chr5	180228543	180249684	3	15127	36565.4736	3443.8689	193	MGAT1	LOC729678,ZFP62	MGAT1	193	1
1_MACS_peak_17062_lociStitched	chr20	42695444	42700989	1	5546	34148.328	1158.905	194	TOX2		JPH2	194	1
3_MACS_peak_23946_lociStitched	chr6	42737820	42752362	3	8796	35257.079	2293.2734	195		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	195	1
1_MACS_peak_6899_lociStitched	chr12	94597179	94603658	1	6480	34175.4292	1240.0806	196	PLXNC1		PLXNC1	196	1
2_MACS_peak_22052_lociStitched	chr5	55436289	55453664	2	17094	35858.525	2960.7	197	ANKRD55		ANKRD55	197	1
3_MACS_peak_1912_lociStitched	chr1	161144899	161163454	3	11659	37238.0295	4378.98	198	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	198	1
4_MACS_peak_17559_lociStitched	chr21	36236218	36262852	4	13275	38536.7346	5715.6564	199	RUNX1		RUNX1	199	1
2_MACS_peak_14289_lociStitched	chr2	11883357	11896693	2	12935	35359.0704	2556.5112	200	LPIN1		LPIN1	200	1
1_MACS_peak_8714_lociStitched	chr14	106323793	106329585	1	5793	33285.4656	503.904	201			KIAA0125	201	1
3_MACS_peak_2420_lociStitched	chr1	205242280	205258827	3	11852	37192.6919	4452.7977	202	TMCC2	NUAK2	NUAK2	202	1
5_MACS_peak_18458_lociStitched	chr3	5222463	5256329	5	22033	38265.1934	5614.9828	203	ARL8B,EDEM1		EDEM1	203	1
1_MACS_peak_10485_lociStitched	chr16	56963243	56975518	1	12276	35126.14	2545.835	204	HERPUD1	CETP,NLRC5	HERPUD1	204	1
1_MACS_peak_11041_lociStitched	chr17	6062968	6071515	1	8548	34133.2992	1630.7676	205			WSCD1	205	1
1_MACS_peak_13946_lociStitched	chr19	47613834	47617755	1	3922	33137.1552	998.6787	206	ZC3H4	SAE1	ZC3H4	206	1
1_MACS_peak_1724_lociStitched	chr1	154296608	154302935	1	6328	33999.3999	1948.0833	207	AQP10,ATP8B2		ATP8B2	207	1
1_MACS_peak_3296_lociStitched	chr10	30989334	30997042	1	7709	33229.188	1415.1888	208			LYZL2	208	1
5_MACS_peak_22337_lociStitched	chr5	87954719	87976678	5	10343	34945.5526	3243.3443	209	LOC645323,MIR9-2		MIR9-2	209	1
3_MACS_peak_1888_lociStitched	chr1	160633521	160656127	3	12272	37152.961	5466.1308	210	CD48	SLAMF1	SLAMF1	210	1
5_MACS_peak_14822_lociStitched	chr2	64430348	64456514	5	16955	36056.748	4474.386	211	LOC150992		LOC150992	211	1
3_MACS_peak_3733_lociStitched	chr10	81001140	81020584	3	16639	34487.8228	2926.322	212	ZMIZ1		PPIF	212	1
3_MACS_peak_1892_lociStitched	chr1	160694671	160715484	3	12385	36443.563	5111.6728	213	SLAMF7	CD48	SLAMF7	213	1
4_MACS_peak_5332_lociStitched	chr11	82763881	82790315	4	13770	35545.7998	4612.733	214	RAB30	SNORA70E	RAB30	214	1
3_MACS_peak_4096_lociStitched	chr10	112168372	112186622	3	16632	33844.625	3126.225	215			DUSP5	215	1
2_MACS_peak_15689_lociStitched	chr2	158323779	158337840	2	7717	32981.4816	2452.2384	216		CYTIP	CYTIP	216	1
2_MACS_peak_25275_lociStitched	chr7	26002319	26012257	2	9322	32427.694	1901.1394	217		MIR148A	MIR148A	217	1
4_MACS_peak_23416_lociStitched	chr6	11713784	11735971	4	14014	33728.6774	3239.302	218	C6orf105		C6orf105	218	1
2_MACS_peak_7008_lociStitched	chr12	104318406	104325718	2	6348	31793.3072	1441.9264	219	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	219	1
2_MACS_peak_10196_lociStitched	chr16	23404691	23419578	2	8753	32816.9028	2474.2194	220	COG7		COG7	220	1
1_MACS_peak_5883_lociStitched	chr12	4377424	4387646	1	10223	32130.8126	1807.2496	221	CCND2	C12orf5	CCND2	221	1
1_MACS_peak_20834_lociStitched	chr4	69434569	69443455	1	8887	31906.9602	1695.4488	222		UGT2B15,UGT2B17	UGT2B17	222	1
2_MACS_peak_22750_lociStitched	chr5	138719805	138730466	2	9869	32417.9688	2339.0234	223	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	223	1
1_MACS_peak_415_lociStitched	chr1	27018306	27030866	1	12561	32580.64	2508.232	224	ARID1A		ARID1A	224	1
1_MACS_peak_19887_lociStitched	chr3	160116017	160123670	1	7654	31654.3386	1685.1906	225	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	225	1
1_MACS_peak_15920_lociStitched	chr2	182168549	182180123	1	11575	32128.2666	2159.7084	226			ITGA4	226	1
6_MACS_peak_9804_lociStitched	chr15	101661413	101692415	6	17984	34511.4264	4644.0996	227			CHSY1	227	1
4_MACS_peak_26865_lociStitched	chr8	27208654	27239415	4	18915	35492.0418	5647.7196	228	PTK2B	TRIM35	PTK2B	228	1
2_MACS_peak_19941_lociStitched	chr3	169656045	169668515	2	11473	33158.977	3315.773	229	SAMD7,LOC100128164	SEC62	LOC100128164	229	1
5_MACS_peak_12174_lociStitched	chr17	73850654	73875852	5	12112	33745.1616	3930.888	230	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	230	1
4_MACS_peak_23182_lociStitched	chr5	176717494	176740748	4	13128	33483.4346	3850.8624	231	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	231	1
1_MACS_peak_24306_lociStitched	chr6	90057007	90071434	1	14428	32253.0012	2755.557	232	UBE2J1	GABRR2	UBE2J1	232	1
2_MACS_peak_9557_lociStitched	chr15	81576228	81595949	2	13308	33170.722	3699.6596	233	IL16	STARD5	IL16	233	1
5_MACS_peak_23137_lociStitched	chr5	173310137	173343972	5	24020	35025.992	5613.2265	234	CPEB4		CPEB4	234	1
1_MACS_peak_21126_lociStitched	chr4	105407384	105417414	1	10031	31194.303	1811.418	235	CXXC4		CXXC4	235	1
5_MACS_peak_20869_lociStitched	chr4	74453968	74475132	5	14090	32660.2848	3320.6316	236	RASSF6		RASSF6	236	1
2_MACS_peak_17517_lociStitched	chr21	34600840	34613019	2	9286	32236.5951	2925.3958	237	IFNAR2	IL10RB	IFNAR2	237	1
1_MACS_peak_2940_lociStitched	chr1	245132511	245136139	1	3629	30216.8864	935.2984	238	EFCAB2		EFCAB2	238	1
2_MACS_peak_24692_lociStitched	chr6	135190420	135204032	2	7783	31494.0844	2239.174	239			ALDH8A1	239	1
1_MACS_peak_15090_lociStitched	chr2	86219778	86229096	1	9319	30885.4428	1666.9902	240		LOC90784	LOC90784	240	1
2_MACS_peak_9202_lociStitched	chr15	58582590	58595844	2	11136	31430.5356	2213.418	241			LIPC	241	1
3_MACS_peak_28635_lociStitched	chr9	112904151	112925532	3	20165	33236.7645	4032.4566	242	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	242	1
2_MACS_peak_13674_lociStitched	chr19	35695033	35708244	2	11102	31588.8221	2450.6405	243		FXYD5,LSR,FAM187B	FAM187B	243	1
3_MACS_peak_2317_lociStitched	chr1	200850721	200864132	3	8698	32158.2369	3079.1656	244	C1orf106	GPR25	C1orf106	244	1
5_MACS_peak_18842_lociStitched	chr3	46317808	46347316	5	21801	34323.7056	5281.932	245		CCR3,CCR2	CCR3	245	1
3_MACS_peak_28625_lociStitched	chr9	112668678	112683060	3	9710	31736.7594	2738.3328	246	PALM2,PALM2-AKAP2		PALM2	246	1
1_MACS_peak_11361_lociStitched	chr17	29635090	29649445	1	14356	31497.741	2530.7865	247	NF1,EVI2B,EVI2A	OMG	EVI2B	247	1
4_MACS_peak_3073_lociStitched	chr10	7511539	7535977	4	15047	32135.97	3257.5854	248			SFMBT2	248	1
1_MACS_peak_1523_lociStitched	chr1	145448614	145458052	1	9439	32046.729	3241.0092	249	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	249	1
5_MACS_peak_2145_lociStitched	chr1	181095442	181129585	5	18357	36116.4654	7398.7881	250		IER5	IER5	250	1
2_MACS_peak_17868_lociStitched	chr22	23189769	23210156	2	16012	31069.788	2432.1691	251		MIR650,IGLL5	IGLL5	251	1
1_MACS_peak_24409_lociStitched	chr6	106439102	106446600	1	7499	30049.7346	1423.1204	252			PRDM1	252	1
3_MACS_peak_9457_lociStitched	chr15	75352742	75370977	3	11691	31355.0825	2738.897	253		PPCDC	PPCDC	253	1
3_MACS_peak_26911_lociStitched	chr8	29404203	29416870	3	9791	30570.5378	2147.0565	254			C8orf75	254	1
3_MACS_peak_1092_lociStitched	chr1	75595509	75612511	3	15493	30765.119	2516.296	255	LHX8		LHX8	255	1
2_MACS_peak_14672_lociStitched	chr2	47204551	47215093	2	7926	30429.483	2182.194	256	TTC7A	MCFD2	MCFD2	256	1
5_MACS_peak_13056_lociStitched	chr19	1647575	1672863	5	12348	32629.1064	4427.9288	257	TCF3	UQCR11	TCF3	257	1
1_MACS_peak_26144_lociStitched	chr7	113723842	113728513	1	4672	29346.9588	1277.5185	258	FOXP2		FOXP2	258	1
1_MACS_peak_25191_lociStitched	chr7	20254689	20262549	1	7861	29642.418	1613.658	259	MACC1		MACC1	259	1
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	260	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	260	1
1_MACS_peak_2178_lociStitched	chr1	183808937	183815793	1	6857	29895.588	2078.7392	261	RGL1		APOBEC4	261	1
2_MACS_peak_22666_lociStitched	chr5	131790462	131804301	2	11940	30923.2455	3170.5149	262	C5orf56	IRF1	IRF1	262	1
3_MACS_peak_12256_lociStitched	chr17	76136796	76152843	3	12625	30184.407	2493.7038	263	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	263	1
1_MACS_peak_16389_lociStitched	chr2	231728836	231739873	1	11038	28508.571	868.6119	264	ITM2C		ITM2C	264	1
4_MACS_peak_12217_lociStitched	chr17	75078939	75093191	4	13057	30372.4372	2877.4788	265	C17orf86,SCARNA16	SEC14L1	SCARNA16	265	1
1_MACS_peak_15092_lociStitched	chr2	86261884	86266879	1	4996	28505.9655	1093.4055	266	POLR1A	LOC90784	LOC90784	266	1
2_MACS_peak_11017_lociStitched	chr17	4842254	4855057	2	8250	29925.7322	2517.0698	267	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	267	1
3_MACS_peak_19115_lociStitched	chr3	69128259	69145998	3	15557	30574.9404	3207.2112	268	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	268	1
6_MACS_peak_10284_lociStitched	chr16	29815641	29837463	6	13117	30413.3214	3295.122	269	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	269	1
4_MACS_peak_3751_lociStitched	chr10	81946292	81966445	4	13868	30499.5502	3399.8111	270	ANXA11		ANXA11	270	1
3_MACS_peak_26028_lociStitched	chr7	104576290	104586957	3	10062	28821.1673	1792.056	271		LOC723809	LOC723809	271	1
2_MACS_peak_23148_lociStitched	chr5	173696356	173710139	2	9926	29233.743	2378.9458	272			HMP19	272	1
2_MACS_peak_17622_lociStitched	chr21	41295743	41309699	2	9808	29983.0704	3195.924	273	PCP4		PCP4	273	1
3_MACS_peak_8482_lociStitched	chr14	81930666	81953222	3	15872	28984.46	2275.9004	274	SEL1L		SEL1L	274	1
1_MACS_peak_25198_lociStitched	chr7	20367253	20373475	1	6223	27944.8686	1241.9112	275	ITGB8		ITGB8	275	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	276		KCNA2,KCNA3	KCNA2	276	1
2_MACS_peak_20267_lociStitched	chr3	194021558	194034234	2	7399	29588.3192	2925.6208	277	LOC100131551	CPN2	LOC100131551	277	1
2_MACS_peak_27718_lociStitched	chr8	137188950	137201389	2	12419	29124.6746	2491.5317	278			KHDRBS3	278	1
1_MACS_peak_25515_lociStitched	chr7	47513132	47522813	1	9682	28763.2191	2195.6508	279	TNS3		TNS3	279	1
3_MACS_peak_17698_lociStitched	chr21	45195021	45210493	3	11014	30007.944	3485.8416	280	RRP1,CSTB	LOC284837	CSTB	280	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	281		PRDM1	PRDM1	281	1
3_MACS_peak_28410_lociStitched	chr9	93671022	93690239	3	11936	29767.133	3278.4202	282			SYK	282	1
3_MACS_peak_13475_lociStitched	chr19	16694113	16711412	3	11101	30027.6042	3681.2272	283	MED26	CHERP,SLC35E1	SLC35E1	283	1
2_MACS_peak_2106_lociStitched	chr1	178544257	178552406	2	7525	28714.6313	2375.4335	284		C1orf220	C1orf220	284	1
4_MACS_peak_19574_lociStitched	chr3	129026563	129054585	4	14757	30602.8262	4267.7506	285	C3orf47,H1FX	C3orf37	H1FX	285	1
4_MACS_peak_23587_lociStitched	chr6	26183645	26207201	4	13380	30542.7096	4218.8796	286	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	286	1
1_MACS_peak_7760_lociStitched	chr13	78689051	78696443	1	7393	27298.656	1074.0576	287			EDNRB	287	1
2_MACS_peak_12316_lociStitched	chr17	78873583	78887506	2	8425	28216.3518	2004.912	288	RPTOR		CHMP6	288	1
5_MACS_peak_6027_lociStitched	chr12	11901632	11920371	5	14272	29350.8957	3219.3602	289	ETV6		ETV6	289	1
2_MACS_peak_10975_lociStitched	chr17	3459501	3466808	2	4917	27457.5139	1334.9889	290	TRPV3	TRPV1	TRPV3	290	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	291			LOC439949	291	1
1_MACS_peak_26321_lociStitched	chr7	130790008	130797064	1	7057	28035.6048	1937.5776	292	MKLN1,FLJ43663		FLJ43663	292	1
3_MACS_peak_5217_lociStitched	chr11	72979558	73001784	3	11259	29525.0184	3465.0334	293	P2RY6	ARHGEF17	P2RY6	293	1
2_MACS_peak_2735_lociStitched	chr1	226308563	226317132	2	7891	28560.477	2530.4257	294			ACBD3	294	1
9_MACS_peak_24751_lociStitched	chr6	138246796	138297452	9	20904	34076.2912	8064.4352	295			TNFAIP3	295	1
2_MACS_peak_17943_lociStitched	chr22	27004542	27015531	2	10927	27991.1808	2007.6903	296	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	296	1
1_MACS_peak_6635_lociStitched	chr12	62995227	62998199	1	2973	26482.6004	565.2744	297	MIRLET7I,C12orf61		C12orf61	297	1
4_MACS_peak_2180_lociStitched	chr1	183865314	183885722	4	11296	30089.5552	4277.5168	298	RGL1		GLT25D2	298	1
2_MACS_peak_1680_lociStitched	chr1	152006419	152021892	2	9718	29961.9172	4221.0344	299	S100A11	S100A10,TCHHL1	S100A11	299	1
5_MACS_peak_10176_lociStitched	chr16	22194966	22219233	5	15695	29977.0251	4341.3663	300	EEF2K		EEF2K	300	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	301		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	301	1
3_MACS_peak_6694_lociStitched	chr12	68752091	68770604	3	10313	28663.6779	3156.4665	302		MDM1	MDM1	302	1
1_MACS_peak_25029_lociStitched	chr7	2393165	2395622	1	2458	25957.2222	457.4934	303	EIF3B	CHST12,SNX8	EIF3B	303	1
1_MACS_peak_2937_lociStitched	chr1	244996353	245000316	1	3964	26727.2646	1241.2116	304	FAM36A	NCRNA00201,HNRNPU	FAM36A	304	1
4_MACS_peak_9650_lociStitched	chr15	89163691	89184438	4	13802	29093.5181	3649.3973	305	AEN,ISG20	MIR1179,MIR7-2	ISG20	305	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	306	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	306	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	307	DENND1B		DENND1B	307	1
3_MACS_peak_2480_lociStitched	chr1	207093374	207107015	3	7976	28819.3407	3448.4448	308	FAIM3,PIGR	IL24,FCAMR	FAIM3	308	1
1_MACS_peak_18543_lociStitched	chr3	14160504	14168346	1	7843	26927.0754	1667.2092	309	TMEM43,CHCHD4		CHCHD4	309	1
1_MACS_peak_22658_lociStitched	chr5	131434677	131441725	1	7049	26843.7176	1585.8	310		IL3,CSF2	CSF2	310	1
1_MACS_peak_3014_lociStitched	chr10	3824185	3828982	1	4798	26064.0198	819.3276	311	KLF6		KLF6	311	1
1_MACS_peak_22382_lociStitched	chr5	90674671	90680949	1	6279	26547.7786	1339.7252	312	LOC100129716,ARRDC3		ARRDC3	312	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	313	PIK3CG		PIK3CG	313	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	314		CTCFL	CTCFL	314	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	315			XRCC5	315	1
2_MACS_peak_17230_lociStitched	chr20	52267923	52279267	2	10624	26963.5536	1854.744	316			ZNF217	316	1
1_MACS_peak_27517_lociStitched	chr8	118450356	118457713	1	7358	26438.8509	1336.0312	317			MED30	317	1
4_MACS_peak_24913_lociStitched	chr6	157976439	157999841	4	14732	26996.5472	1947.0464	318	ZDHHC14	MIR3692	MIR3692	318	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	319	ST3GAL1		ST3GAL1	319	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	320	IGF1		IGF1	320	1
2_MACS_peak_1902_lociStitched	chr1	161007722	161017718	2	5591	27635.9412	2646.9408	321	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	321	1
3_MACS_peak_25475_lociStitched	chr7	44661749	44680203	3	14157	28247.5378	3277.4304	322	OGDH	DDX56,TMED4	OGDH	322	1
4_MACS_peak_5128_lociStitched	chr11	67644685	67661842	4	10948	27886.9878	2952.7197	323			LOC645332	323	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	324	CBFA2T3	CBFA2T3	CBFA2T3	324	1
2_MACS_peak_7961_lociStitched	chr13	115039731	115048679	2	7809	26177.374	1411.0996	325	UPF3A	CDC16,ZNF828	UPF3A	325	1
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	326	FAM188A		ITGA8	326	1
1_MACS_peak_15852_lociStitched	chr2	175457264	175464233	1	6970	26084.967	1421.676	327	WIPF1		WIPF1	327	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	328			MIR365-1	328	1
8_MACS_peak_27597_lociStitched	chr8	126285365	126315963	8	19016	29750.4354	5112.9258	329	NSMCE2		TRIB1	329	1
1_MACS_peak_23134_lociStitched	chr5	173168747	173174643	1	5897	25806.2024	1184.5064	330			BOD1	330	1
5_MACS_peak_28932_lociStitched	chr9	134127110	134153357	5	13728	28525.2396	3918.6771	331	FAM78A	PPAPDC3	FAM78A	331	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	332	GAB1		GAB1	332	1
4_MACS_peak_16038_lociStitched	chr2	197023849	197048510	4	18600	28710.3362	4192.37	333	STK17B		STK17B	333	1
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472	334	PDE4B		PDE4B	334	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	335			FAT1	335	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	336	NR3C1		NR3C1	336	1
1_MACS_peak_14300_lociStitched	chr2	13661695	13666421	1	4727	25206.121	864.3854	337			MIR3125	337	1
1_MACS_peak_1743_lociStitched	chr1	154830180	154835015	1	4836	25875.953	1553.002	338	KCNN3		KCNN3	338	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	339	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	339	1
2_MACS_peak_1521_lociStitched	chr1	145427271	145441189	2	8105	27323.8176	3100.9304	340	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	340	1
3_MACS_peak_7255_lociStitched	chr12	122227704	122243226	3	7723	25234.1154	1095.8532	341	SETD1B,RHOF,LOC338799		RHOF	341	1
3_MACS_peak_12106_lociStitched	chr17	70582418	70602044	3	14293	27284.0652	3151.9356	342	LOC100499467,FLJ26484		LOC100499467	342	1
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075	343	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	343	1
4_MACS_peak_14301_lociStitched	chr2	13680616	13702546	4	14554	27359.868	3280.728	344			MIR3125	344	1
5_MACS_peak_8454_lociStitched	chr14	77487769	77507845	5	13653	25639.0596	1567.9356	345	C14orf4		C14orf4	345	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	346	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	346	1
1_MACS_peak_18159_lociStitched	chr22	38900563	38903745	1	3183	24706.0026	727.087	347	DDX17	KDELR3,KCNJ4,DDX17	DDX17	347	1
1_MACS_peak_28413_lociStitched	chr9	93702286	93708330	1	6045	25169.0292	1192.4812	348			SYK	348	1
1_MACS_peak_25524_lociStitched	chr7	47708066	47712507	1	4442	24896.246	939.7156	349		C7orf65	C7orf65	349	1
1_MACS_peak_21635_lociStitched	chr4	185392080	185397313	1	5234	25066.07	1131.3746	350	IRF2		IRF2	350	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	351	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	351	1
1_MACS_peak_12052_lociStitched	chr17	65642458	65648909	1	6452	25230.5061	1333.4217	352	PITPNC1		NOL11	352	1
2_MACS_peak_8180_lociStitched	chr14	50465585	50476695	2	7830	24976.391	1172.105	353	C14orf182		C14orf182	353	1
5_MACS_peak_9058_lociStitched	chr15	45001882	45029234	5	13415	28380.4352	4606.0768	354	B2M,TRIM69	SPG11,PATL2	B2M	354	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	355	SPERT		SPERT	355	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	356	CD48	SLAMF7	CD48	356	1
1_MACS_peak_5786_lociStitched	chr11	129871179	129874570	1	3392	24427.4076	838.5943	357	NCRNA00167,PRDM10		PRDM10	357	1
2_MACS_peak_25542_lociStitched	chr7	50343340	50357900	2	13143	26100.256	2578.576	358	IKZF1		IKZF1	358	1
5_MACS_peak_27777_lociStitched	chr8	145002137	145027954	5	14603	26712.8499	3193.5629	359	PLEC,MIR661	GRINA,PARP10	PLEC	359	1
3_MACS_peak_16415_lociStitched	chr2	232687328	232714548	3	25818	26896.082	3492.326	360		COPS7B,PDE6D,MIR1471	COPS7B	360	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	361	RUNX2	SUPT3H	RUNX2	361	1
2_MACS_peak_13448_lociStitched	chr19	16180365	16191352	2	7445	25058.0509	1765.6109	362	TPM4	FLJ25328,RAB8A	TPM4	362	1
5_MACS_peak_12276_lociStitched	chr17	76754366	76779779	5	15989	26942.8626	3656.9307	363	CYTH1		CYTH1	363	1
4_MACS_peak_16288_lociStitched	chr2	219743183	219763215	4	14055	26832.864	3573.7088	364	WNT10A	WNT6,PRKAG3	WNT10A	364	1
3_MACS_peak_15311_lociStitched	chr2	109829175	109843996	3	12434	25782.6116	2549.212	365	SH3RF3		MIR4265	365	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	366	TNFAIP8	TNFAIP8	TNFAIP8	366	1
3_MACS_peak_14039_lociStitched	chr19	50369596	50382041	3	7113	25513.4945	2410.5965	367	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	367	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	368	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	368	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	369	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	369	1
2_MACS_peak_26356_lociStitched	chr7	134843934	134857370	2	7093	25916.7004	3013.6948	370	TMEM140,C7orf49	WDR91	C7orf49	370	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	371		RHOB	RHOB	371	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	372	ARID5B		ARID5B	372	1
6_MACS_peak_25403_lociStitched	chr7	38383690	38408547	6	16454	28061.0673	5224.9414	373			TARP	373	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	374	LRRC33		LRRC33	374	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	375			CXCR4	375	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	376	OBFC2A		OBFC2A	376	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	377	C10orf26		C10orf26	377	1
5_MACS_peak_10304_lociStitched	chr16	30193834	30223861	5	15307	28552.6743	5855.265	378	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	378	1
2_MACS_peak_26283_lociStitched	chr7	128572291	128582164	2	7262	25188.9849	2522.5515	379	IRF5	KCP	IRF5	379	1
7_MACS_peak_14904_lociStitched	chr2	68936359	68965675	7	14221	27152.4792	4529.322	380	ARHGAP25	ARHGAP25	ARHGAP25	380	1
