#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isSuper
1_MACS_peak_14373_lociStitched	chr2	24148287	24151318	1	3032	10376.9316	551.642	1638	0
1_MACS_peak_19769_lociStitched	chr3	150124888	150129282	1	4395	10534.1756	709.1916	1639	0
2_MACS_peak_28745_lociStitched	chr9	123833477	123838343	2	3790	10713.4722	889.0182	1640	0
1_MACS_peak_15204_lociStitched	chr2	98205511	98207808	1	2298	10312.8409	489.7204	1641	0
1_MACS_peak_5760_lociStitched	chr11	128479364	128482382	1	3019	10438.0548	618.3882	1642	0
1_MACS_peak_25481_lociStitched	chr7	44886594	44889198	1	2605	10348.5564	534.8616	1643	0
2_MACS_peak_11200_lociStitched	chr17	18227388	18236110	2	4948	11240.9136	1430.408	1644	0
1_MACS_peak_26492_lociStitched	chr7	148842683	148846126	1	3444	10686.3834	877.2764	1645	0
2_MACS_peak_10413_lociStitched	chr16	48641827	48647954	2	6052	10809.2534	1010.3423	1646	0
2_MACS_peak_25749_lociStitched	chr7	75987172	75995035	2	4510	11064.8136	1265.943	1647	0
2_MACS_peak_20478_lociStitched	chr4	10096716	10107266	2	4727	11436.2	1641.58	1648	0
2_MACS_peak_3707_lociStitched	chr10	78983130	78992605	2	6098	11243.035	1455.36	1649	0
2_MACS_peak_12863_lociStitched	chr18	56316353	56327324	2	5547	11526.1326	1738.9035	1650	0
3_MACS_peak_346_lociStitched	chr1	24710072	24720490	3	8697	11905.6904	2129.4392	1651	0
1_MACS_peak_14055_lociStitched	chr19	51306595	51309055	1	2461	10228.926	455.838	1652	0
1_MACS_peak_12522_lociStitched	chr18	12701850	12703909	1	2060	10152.3113	379.8855	1653	0
1_MACS_peak_12822_lociStitched	chr18	52983453	52991407	1	7955	10802.3274	1030.043	1654	0
1_MACS_peak_17166_lociStitched	chr20	48366048	48369582	1	3535	10487.145	716.6952	1655	0
1_MACS_peak_23579_lociStitched	chr6	26042772	26046826	1	4055	10559.4538	791.3408	1656	0
1_MACS_peak_15854_lociStitched	chr2	175496695	175500251	1	3557	10586.5676	827.4812	1657	0
1_MACS_peak_22702_lociStitched	chr5	133859506	133863994	1	4489	10410.3648	653.004	1658	0
1_MACS_peak_27839_lociStitched	chr9	624780	630413	1	5634	10730.3017	977.3255	1659	0
1_MACS_peak_21354_lociStitched	chr4	140475563	140479324	1	3762	10465.3586	716.8466	1660	0
1_MACS_peak_4539_lociStitched	chr11	14540509	14542853	1	2345	10190.54	444.8912	1661	0
3_MACS_peak_18453_lociStitched	chr3	5018565	5029535	3	7242	11489.978	1749.715	1662	0
2_MACS_peak_3912_lociStitched	chr10	98046225	98051164	2	4865	10698.3679	958.6599	1663	0
2_MACS_peak_25367_lociStitched	chr7	35764235	35771247	2	5827	11229.0168	1492.8548	1664	0
2_MACS_peak_5228_lociStitched	chr11	73489795	73500274	2	4002	11328.8469	1593.8559	1665	0
2_MACS_peak_17598_lociStitched	chr21	38638449	38646963	2	4060	11575.6344	1841.5782	1666	0
1_MACS_peak_10195_lociStitched	chr16	23374479	23379732	1	5254	10637.8503	906.6678	1667	0
1_MACS_peak_1344_lociStitched	chr1	111212896	111218238	1	5343	10221.917	494.135	1668	0
2_MACS_peak_6483_lociStitched	chr12	53713918	53720312	2	5282	10768.7748	1043.5008	1669	0
1_MACS_peak_19954_lociStitched	chr3	169939329	169941626	1	2298	10341.3237	616.2851	1670	0
2_MACS_peak_15960_lociStitched	chr2	187914428	187920666	2	4902	10592.7478	870.8248	1671	0
1_MACS_peak_22146_lociStitched	chr5	65220251	65223908	1	3658	10334.682	613.6446	1672	0
1_MACS_peak_16692_lociStitched	chr20	10413835	10416834	1	3000	10553.7809	839.4201	1673	0
2_MACS_peak_21802_lociStitched	chr5	10599932	10608998	2	5361	11215.5486	1508.5824	1674	0
1_MACS_peak_18799_lociStitched	chr3	44224652	44229214	1	4563	10509.4794	807.0178	1675	0
1_MACS_peak_1712_lociStitched	chr1	153916977	153919606	1	2630	10359.8374	662.2451	1676	0
4_MACS_peak_11105_lociStitched	chr17	8088553	8104344	4	10354	12727.546	3033.4511	1677	0
3_MACS_peak_1669_lociStitched	chr1	151802512	151820106	3	8256	13556.177	3865.4018	1678	0
2_MACS_peak_25937_lociStitched	chr7	99716195	99726123	2	4500	11222.6112	1535.8616	1679	0
3_MACS_peak_554_lociStitched	chr1	33445399	33459894	3	7676	12091.729	2406.17	1680	0
3_MACS_peak_26388_lociStitched	chr7	139466523	139478838	3	7703	12333.4725	2651.4195	1681	0
4_MACS_peak_10670_lociStitched	chr16	70461078	70474130	4	8453	11801.6184	2119.6448	1682	0
2_MACS_peak_12960_lociStitched	chr18	72162541	72169891	2	6376	11141.13	1460.445	1683	0
1_MACS_peak_603_lociStitched	chr1	36850019	36853760	1	3742	10671.5766	991.7391	1684	0
1_MACS_peak_1077_lociStitched	chr1	70818659	70821231	1	2573	10294.1728	617.5372	1685	0
1_MACS_peak_14630_lociStitched	chr2	44587759	44590273	1	2515	10256.3658	582.9966	1686	0
1_MACS_peak_2927_lociStitched	chr1	244012141	244015125	1	2985	10076.968	411.4936	1687	0
1_MACS_peak_14678_lociStitched	chr2	47401648	47405011	1	3364	10373.1735	709.2567	1688	0
1_MACS_peak_25516_lociStitched	chr7	47533218	47538995	1	5778	10648.1664	988.4447	1689	0
4_MACS_peak_11619_lociStitched	chr17	40700046	40720245	4	6751	12590.0367	2930.8749	1690	0
2_MACS_peak_760_lociStitched	chr1	44289772	44303172	2	8013	11708.92	2059.58	1691	0
1_MACS_peak_11955_lociStitched	chr17	58676360	58680142	1	3783	10598.2986	958.3588	1692	0
1_MACS_peak_2583_lociStitched	chr1	212457444	212460808	1	3365	10648.4056	1010.882	1693	0
3_MACS_peak_13165_lociStitched	chr19	5679471	5691979	3	6169	12410.4376	2780.5284	1694	0
1_MACS_peak_16880_lociStitched	chr20	32318830	32322070	1	3241	10269.504	645.084	1695	0
1_MACS_peak_5727_lociStitched	chr11	125931571	125933665	1	2095	9949.2222	325.8264	1696	0
1_MACS_peak_12695_lociStitched	chr18	42337832	42342358	1	4527	10222.8762	606.9366	1697	0
2_MACS_peak_478_lociStitched	chr1	28968498	28976200	2	4812	11050.0594	1438.7336	1698	0
2_MACS_peak_16365_lociStitched	chr2	228274644	228280929	2	5540	10642.3905	1043.9385	1699	0
2_MACS_peak_5375_lociStitched	chr11	87062349	87071759	2	8275	11214.838	1616.638	1700	0
1_MACS_peak_22303_lociStitched	chr5	81266500	81268927	1	2428	10039.5282	443.8983	1701	0
1_MACS_peak_15064_lociStitched	chr2	85553066	85556281	1	3216	10344.9055	751.024	1702	0
1_MACS_peak_22021_lociStitched	chr5	53940126	53943903	1	3778	10352.3793	764.4648	1703	0
1_MACS_peak_2186_lociStitched	chr1	184019420	184022097	1	2678	10312.0717	724.9316	1704	0
1_MACS_peak_27063_lociStitched	chr8	48871531	48874925	1	3395	10102.5804	515.5486	1705	0
2_MACS_peak_28265_lociStitched	chr9	71783298	71791088	2	4455	10969.099	1382.725	1706	0
2_MACS_peak_28057_lociStitched	chr9	33813126	33819195	2	4968	10681.44	1096.0614	1707	0
3_MACS_peak_25887_lociStitched	chr7	95495520	95505480	3	7912	11315.556	1733.04	1708	0
2_MACS_peak_19846_lociStitched	chr3	156845970	156855774	2	6239	11863.8204	2289.234	1709	0
3_MACS_peak_2000_lociStitched	chr1	167416220	167426048	3	6053	11659.9392	2086.4844	1710	0
1_MACS_peak_1569_lociStitched	chr1	147929532	147933674	1	4143	10705.4132	1133.2512	1711	0
1_MACS_peak_4690_lociStitched	chr11	34072150	34075509	1	3360	10047.4408	484.7037	1712	0
3_MACS_peak_23351_lociStitched	chr6	6798501	6812507	3	8282	11665.5974	2103.7012	1713	0
1_MACS_peak_25480_lociStitched	chr7	44835161	44838083	1	2923	10116.5484	555.4722	1714	0
1_MACS_peak_2918_lociStitched	chr1	242010451	242012732	1	2282	10180.103	630.0122	1715	0
1_MACS_peak_10467_lociStitched	chr16	54959628	54965826	1	6199	10540.3188	996.6384	1716	0
1_MACS_peak_24166_lociStitched	chr6	74159423	74162816	1	3394	10165.7673	626.0085	1717	0
1_MACS_peak_26196_lociStitched	chr7	120589233	120592235	1	3003	10256.333	720.1798	1718	0
2_MACS_peak_6340_lociStitched	chr12	46909457	46919206	2	6087	11126.5337	1593.9615	1719	0
1_MACS_peak_28303_lociStitched	chr9	77700427	77704639	1	4213	10211.5728	679.3956	1720	0
2_MACS_peak_29337_lociStitched	chrX	42792748	42804782	2	5886	10440.6984	914.584	1721	0
1_MACS_peak_7017_lociStitched	chr12	104679310	104683407	1	4098	10574.7667	1050.0611	1722	0
1_MACS_peak_9910_lociStitched	chr16	2801453	2803895	1	2443	9950.6616	426.8616	1723	0
3_MACS_peak_18319_lociStitched	chr22	45630305	45646479	3	7616	11566.0274	2050.8632	1724	0
1_MACS_peak_165_lociStitched	chr1	11967619	11970661	1	3043	10113.129	598.0572	1725	0
1_MACS_peak_26543_lociStitched	chr7	151214724	151218001	1	3278	10153.1291	638.3596	1726	0
1_MACS_peak_3209_lociStitched	chr10	22540215	22542407	1	2193	9839.888	329.4576	1727	0
2_MACS_peak_9365_lociStitched	chr15	70306349	70316622	2	7669	11389.6751	1883.0409	1728	0
4_MACS_peak_9811_lociStitched	chr15	101790355	101806778	4	7844	12154.6623	2649.0299	1729	0
4_MACS_peak_9559_lociStitched	chr15	81608697	81624586	4	9974	12358.4642	2853.6644	1730	0
1_MACS_peak_5186_lociStitched	chr11	71638515	71640773	1	2259	10014.0042	509.4048	1731	0
1_MACS_peak_12704_lociStitched	chr18	42682391	42688093	1	5703	10732.8746	1228.781	1732	0
3_MACS_peak_8738_lociStitched	chr15	21914247	21928908	3	7882	13398.6879	3899.826	1733	0
2_MACS_peak_5326_lociStitched	chr11	82679114	82690279	2	6201	11167.233	1680.3325	1734	0
3_MACS_peak_13276_lociStitched	chr19	10304318	10316283	3	5659	11444.5225	1958.6705	1735	0
1_MACS_peak_8989_lociStitched	chr15	41407169	41409650	1	2482	10057.974	575.592	1736	0
1_MACS_peak_21489_lociStitched	chr4	156874023	156875975	1	1953	9894.2976	415.776	1737	0
4_MACS_peak_367_lociStitched	chr1	25558211	25574892	4	6959	12192.1429	2715.6668	1738	0
2_MACS_peak_3199_lociStitched	chr10	21814001	21824080	2	4912	10593.029	1128.848	1739	0
1_MACS_peak_29214_lociStitched	chrX	18902484	18905889	1	3406	9936.8115	472.9545	1740	0
3_MACS_peak_18279_lociStitched	chr22	42465864	42477071	3	5092	11051.2227	1593.6354	1741	0
1_MACS_peak_8323_lociStitched	chr14	64968284	64973768	1	5485	10119.6252	664.1124	1742	0
2_MACS_peak_6909_lociStitched	chr12	94951342	94956945	2	4568	10540.9239	1086.4217	1743	0
2_MACS_peak_13093_lociStitched	chr19	2327266	2334243	2	5368	10972.0302	1523.7768	1744	0
2_MACS_peak_28240_lociStitched	chr9	70644939	70651385	2	6367	10418.6698	970.7676	1745	0
3_MACS_peak_13203_lociStitched	chr19	6765112	6779698	3	8480	12882.3552	3439.3788	1746	0
2_MACS_peak_26574_lociStitched	chr7	155430473	155438502	2	3974	11040.6779	1597.771	1747	0
1_MACS_peak_11695_lociStitched	chr17	43223978	43228024	1	4047	10342.7898	900.6396	1748	0
2_MACS_peak_25908_lociStitched	chr7	98475449	98480862	2	5058	10323.6736	883.4016	1749	0
1_MACS_peak_24884_lociStitched	chr6	153302783	153306390	1	3608	9731.686	295.0526	1750	0
2_MACS_peak_24538_lociStitched	chr6	117798769	117806004	2	5289	10575.3995	1139.5125	1751	0
2_MACS_peak_27406_lociStitched	chr8	101505579	101513088	2	5407	10273.0629	840.2571	1752	0
1_MACS_peak_3871_lociStitched	chr10	94350518	94355296	1	4779	10323.3468	894.4416	1753	0
1_MACS_peak_21816_lociStitched	chr5	14211743	14215710	1	3968	10263.4224	835.0535	1754	0
1_MACS_peak_410_lociStitched	chr1	26826267	26828597	1	2331	9916.713	490.698	1755	0
1_MACS_peak_4264_lociStitched	chr10	129922666	129925939	1	3274	9959.0844	536.4447	1756	0
4_MACS_peak_25492_lociStitched	chr7	45439775	45451097	4	9605	10844.2116	1425.4398	1757	0
2_MACS_peak_2971_lociStitched	chr1	249151338	249158319	2	4582	11073.2622	1654.497	1758	0
3_MACS_peak_6035_lociStitched	chr12	11974297	11990920	3	7515	11770.7463	2352.1545	1759	0
2_MACS_peak_11625_lociStitched	chr17	40760217	40771981	2	5306	11340.496	1923.414	1760	0
2_MACS_peak_20863_lociStitched	chr4	73933593	73939130	2	4662	10583.4218	1171.0755	1761	0
3_MACS_peak_12596_lociStitched	chr18	23746571	23763250	3	7520	11561.8828	2149.9231	1762	0
1_MACS_peak_21952_lociStitched	chr5	39073019	39078073	1	5055	10327.3436	918.3118	1763	0
1_MACS_peak_1980_lociStitched	chr1	165598885	165601892	1	3008	10425.5697	1017.8695	1764	0
1_MACS_peak_18663_lociStitched	chr3	31572628	31575959	1	3332	10052.2918	645.8809	1765	0
1_MACS_peak_1623_lociStitched	chr1	150239643	150242341	1	2699	10116.9604	719.017	1766	0
1_MACS_peak_2668_lociStitched	chr1	222010846	222015116	1	4271	10581.914	1188.768	1767	0
3_MACS_peak_1448_lociStitched	chr1	120622564	120635450	3	6694	13373.0908	3980.4854	1768	0
2_MACS_peak_6615_lociStitched	chr12	58281388	58294422	2	6746	11263.9828	1875.5926	1769	0
2_MACS_peak_26031_lociStitched	chr7	104595976	104605783	2	7844	11142.7134	1762.3179	1770	0
1_MACS_peak_2227_lociStitched	chr1	187152753	187157024	1	4272	10342.2265	966.9544	1771	0
2_MACS_peak_4511_lociStitched	chr11	12194824	12201403	2	4929	10448.1099	1073.0349	1772	0
1_MACS_peak_16897_lociStitched	chr20	32580066	32583224	1	3159	10039.5978	669.1802	1773	0
2_MACS_peak_20509_lociStitched	chr4	13478101	13487434	2	3434	10626.5538	1256.2218	1774	0
2_MACS_peak_21372_lociStitched	chr4	141740561	141752423	2	6910	11114.694	1746.0864	1775	0
2_MACS_peak_5103_lociStitched	chr11	67118523	67124838	2	5049	10550.4705	1187.8515	1776	0
1_MACS_peak_26302_lociStitched	chr7	129250529	129253257	1	2729	9990.2088	628.2584	1777	0
1_MACS_peak_4675_lociStitched	chr11	33059997	33062480	1	2484	9822.4997	468.0455	1778	0
1_MACS_peak_25040_lociStitched	chr7	2795968	2799127	1	3160	9782.4753	428.6763	1779	0
3_MACS_peak_12396_lociStitched	chr17	81141179	81156762	3	5490	11247.8094	1896.4511	1780	0
1_MACS_peak_24554_lociStitched	chr6	119213194	119218274	1	5081	10221.976	871.22	1781	0
1_MACS_peak_466_lociStitched	chr1	28570255	28577112	1	6858	10625.6072	1282.9447	1782	0
4_MACS_peak_23028_lociStitched	chr5	158757958	158778117	4	7471	12095.4	2753.7194	1783	0
2_MACS_peak_1759_lociStitched	chr1	155106956	155113391	2	4167	11086.8615	1754.181	1784	0
1_MACS_peak_6023_lociStitched	chr12	11801153	11806394	1	5242	10236.1971	906.693	1785	0
1_MACS_peak_1500_lociStitched	chr1	144906710	144910579	1	3870	10582.1019	1255.4905	1786	0
2_MACS_peak_28694_lociStitched	chr9	117245637	117251628	2	5138	10489.6419	1168.245	1787	0
2_MACS_peak_15775_lociStitched	chr2	169345754	169353511	2	5525	10605.3704	1285.3349	1788	0
1_MACS_peak_2561_lociStitched	chr1	211555419	211557365	1	1947	9922.654	611.8224	1789	0
2_MACS_peak_11422_lociStitched	chr17	33694430	33702170	2	5450	11012.472	1709.766	1790	0
1_MACS_peak_3907_lociStitched	chr10	97848712	97850778	1	2067	9852.5474	552.4484	1791	0
2_MACS_peak_23243_lociStitched	chr5	180644133	180651512	2	4855	10802.856	1504.5781	1792	0
1_MACS_peak_26478_lociStitched	chr7	148260131	148263346	1	3216	10162.9365	871.908	1793	0
1_MACS_peak_2177_lociStitched	chr1	183773616	183778325	1	4710	10602.7844	1312.3983	1794	0
2_MACS_peak_11700_lociStitched	chr17	43388184	43399106	2	8768	11628.6534	2342.769	1795	0
1_MACS_peak_2070_lociStitched	chr1	173835384	173838849	1	3466	10447.3215	1169.784	1796	0
1_MACS_peak_27250_lociStitched	chr8	74204753	74208536	1	3784	9976.9059	704.7729	1797	0
1_MACS_peak_6613_lociStitched	chr12	58238095	58241185	1	3091	9747.096	480.804	1798	0
1_MACS_peak_2069_lociStitched	chr1	173792531	173794848	1	2318	9940.3934	677.4908	1799	0
1_MACS_peak_11577_lociStitched	chr17	39821237	39824541	1	3305	10001.208	739.1048	1800	0
2_MACS_peak_15566_lociStitched	chr2	134935366	134942990	2	7287	10714.0072	1464.5704	1801	0
2_MACS_peak_27650_lociStitched	chr8	131053256	131059412	2	4800	10619.7156	1374.0192	1802	0
1_MACS_peak_1722_lociStitched	chr1	154191792	154194914	1	3123	10084.6844	839.5058	1803	0
1_MACS_peak_18290_lociStitched	chr22	43009619	43012407	1	2789	9750.7512	506.3008	1804	0
2_MACS_peak_24204_lociStitched	chr6	79779720	79789567	2	4476	10574.6933	1332.2991	1805	0
1_MACS_peak_9308_lociStitched	chr15	66083039	66086230	1	3192	9919.5426	679.0448	1806	0
3_MACS_peak_11100_lociStitched	chr17	8053784	8067339	3	6570	11394.333	2155.245	1807	0
2_MACS_peak_22097_lociStitched	chr5	58852906	58862395	2	6590	10599.213	1360.7226	1808	0
3_MACS_peak_2719_lociStitched	chr1	226034883	226045253	3	7779	11872.613	2645.387	1809	0
1_MACS_peak_24301_lociStitched	chr6	89854271	89857530	1	3260	9831.4253	610.7366	1810	0
1_MACS_peak_818_lociStitched	chr1	46767046	46770889	1	3844	9882.2745	669.4506	1811	0
3_MACS_peak_27187_lociStitched	chr8	67829810	67841202	3	4595	11198.336	1986.7648	1812	0
1_MACS_peak_14338_lociStitched	chr2	20099936	20102695	1	2760	9904.2582	700.786	1813	0
1_MACS_peak_409_lociStitched	chr1	26797899	26800603	1	2705	9632.7296	432.0992	1814	0
3_MACS_peak_15013_lociStitched	chr2	74724811	74735926	3	5471	10907.1495	1707.264	1815	0
2_MACS_peak_7901_lociStitched	chr13	111357489	111369240	2	7505	10916.679	1725.0468	1816	0
1_MACS_peak_13027_lociStitched	chr19	1037014	1041763	1	4750	10753.1607	1565.2704	1817	0
1_MACS_peak_17674_lociStitched	chr21	44526508	44531376	1	4869	10675.524	1498.3704	1818	0
1_MACS_peak_13618_lociStitched	chr19	28925728	28929214	1	3487	9682.0164	506.1672	1819	0
2_MACS_peak_23309_lociStitched	chr6	4017416	4022758	2	4140	10180.2494	1011.7748	1820	0
1_MACS_peak_16187_lociStitched	chr2	207138687	207143174	1	4488	9973.2549	804.9678	1821	0
2_MACS_peak_17644_lociStitched	chr21	43283502	43289625	2	5720	10679.7366	1512.9933	1822	0
2_MACS_peak_21089_lociStitched	chr4	100866721	100872623	2	4843	10359.1904	1195.155	1823	0
1_MACS_peak_21194_lociStitched	chr4	111116784	111120210	1	3427	9746.2848	584.4756	1824	0
1_MACS_peak_21999_lociStitched	chr5	49961102	49964959	1	3858	9802.9512	645.2761	1825	0
1_MACS_peak_29310_lociStitched	chrX	39871694	39874706	1	3013	9502.2576	345.1752	1826	0
1_MACS_peak_6173_lociStitched	chr12	27089079	27095020	1	5942	10458.5364	1314.7433	1827	0
1_MACS_peak_4211_lociStitched	chr10	125156122	125163444	1	7323	10355.5046	1220.5774	1828	0
1_MACS_peak_28461_lociStitched	chr9	95855309	95859350	1	4042	9847.917	715.257	1829	0
1_MACS_peak_11744_lociStitched	chr17	45972155	45974874	1	2720	9759.8505	632.7113	1830	0
2_MACS_peak_13152_lociStitched	chr19	4399109	4403976	2	4152	10328.7474	1205.5559	1831	0
1_MACS_peak_9160_lociStitched	chr15	52669993	52676549	1	6557	10213.5924	1104.686	1832	0
1_MACS_peak_4431_lociStitched	chr11	6946650	6949958	1	3309	9892.574	785.9808	1833	0
2_MACS_peak_10226_lociStitched	chr16	27209977	27216286	2	4279	10135.4085	1032.7833	1834	0
1_MACS_peak_3260_lociStitched	chr10	27442496	27445667	1	3172	9802.5123	705.2304	1835	0
3_MACS_peak_6497_lociStitched	chr12	53886319	53903072	3	6462	11593.076	2496.197	1836	0
2_MACS_peak_28947_lociStitched	chr9	134595043	134606317	2	5615	10951.5636	1855.7004	1837	0
1_MACS_peak_3817_lociStitched	chr10	90029409	90033239	1	3831	9951.489	875.921	1838	0
3_MACS_peak_28447_lociStitched	chr9	95514422	95528672	3	8505	11219.025	2147.475	1839	0
1_MACS_peak_11797_lociStitched	chr17	47464402	47468639	1	4238	9836.6192	767.3207	1840	0
3_MACS_peak_14026_lociStitched	chr19	49989913	50004941	3	6685	12136.6128	3074.7288	1841	0
2_MACS_peak_27177_lociStitched	chr8	66857610	66865499	2	4761	10443.4582	1382.9417	1842	0
2_MACS_peak_12714_lociStitched	chr18	43676289	43685207	2	4303	10479.5418	1419.7456	1843	0
1_MACS_peak_18990_lociStitched	chr3	52320792	52322840	1	2049	9583.616	524.0832	1844	0
1_MACS_peak_17677_lociStitched	chr21	44596126	44598324	1	2199	9973.425	916.1264	1845	0
2_MACS_peak_12062_lociStitched	chr17	66196327	66203592	2	4198	10095.444	1040.348	1846	0
3_MACS_peak_16875_lociStitched	chr20	32250562	32263077	3	6895	11044.4875	1991.1365	1847	0
1_MACS_peak_10365_lociStitched	chr16	31468964	31472066	1	3103	9947.8038	899.2698	1848	0
1_MACS_peak_23596_lociStitched	chr6	26284180	26287123	1	2944	9592.7085	555.3441	1849	0
2_MACS_peak_1972_lociStitched	chr1	164685167	164691503	2	5703	10619.7696	1584	1850	0
1_MACS_peak_19955_lociStitched	chr3	169973651	169977561	1	3911	10162.09	1127.253	1851	0
1_MACS_peak_21774_lociStitched	chr5	6632387	6634513	1	2127	9403.0854	373.113	1852	0
2_MACS_peak_15143_lociStitched	chr2	88922800	88928365	2	5550	10315.8405	1287.741	1853	0
1_MACS_peak_23501_lociStitched	chr6	16759120	16764180	1	5061	9874.084	847.044	1854	0
1_MACS_peak_14116_lociStitched	chr19	55894268	55898534	1	4267	9845.928	821.205	1855	0
1_MACS_peak_17030_lociStitched	chr20	40320737	40324018	1	3282	9760.6469	744.1308	1856	0
1_MACS_peak_13656_lociStitched	chr19	34662185	34664852	1	2668	9452.3814	436.5879	1857	0
1_MACS_peak_12689_lociStitched	chr18	42258734	42264296	1	5563	9962.0982	947.7648	1858	0
2_MACS_peak_16030_lociStitched	chr2	196513750	196523551	2	4612	10392.9804	1381.941	1859	0
2_MACS_peak_20000_lociStitched	chr3	174153736	174160128	2	3494	10053.3376	1052.1232	1860	0
1_MACS_peak_9382_lociStitched	chr15	70794900	70798905	1	4006	9757.3815	759.348	1861	0
1_MACS_peak_2696_lociStitched	chr1	224369273	224372423	1	3151	9906.12	911.925	1862	0
3_MACS_peak_14099_lociStitched	chr19	55469095	55485799	3	6840	11024.64	2031.2064	1863	0
1_MACS_peak_4491_lociStitched	chr11	10878196	10881126	1	2931	9595.75	603.873	1864	0
2_MACS_peak_26961_lociStitched	chr8	33420777	33428337	2	6330	10105.452	1113.588	1865	0
2_MACS_peak_12769_lociStitched	chr18	47806791	47815232	2	4374	10365.548	1379.2594	1866	0
3_MACS_peak_6250_lociStitched	chr12	32608447	32622525	3	7919	11321.5276	2335.5402	1867	0
1_MACS_peak_20119_lociStitched	chr3	183201685	183205143	1	3459	10087.3318	1106.56	1868	0
6_MACS_peak_29557_lociStitched	chrX	70837354	70857502	6	8473	10525.3152	1545.3516	1869	0
1_MACS_peak_20324_lociStitched	chr3	197280869	197283790	1	2922	9761.3978	782.5359	1870	0
1_MACS_peak_17654_lociStitched	chr21	43535871	43539999	1	4129	10213.9104	1238.8128	1871	0
4_MACS_peak_13466_lociStitched	chr19	16545100	16561313	4	7592	11589.0524	2615.1569	1872	0
3_MACS_peak_24703_lociStitched	chr6	135544231	135556428	3	8308	10868.7467	1897.8532	1873	0
1_MACS_peak_9049_lociStitched	chr15	44718464	44720805	1	2342	9516.165	547.0917	1874	0
2_MACS_peak_12440_lociStitched	chr18	5294057	5297672	2	3410	9507.45	541.1655	1875	0
2_MACS_peak_5242_lociStitched	chr11	74659313	74665821	2	6498	10278.7352	1320.4732	1876	0
1_MACS_peak_17516_lociStitched	chr21	34586767	34589801	1	3035	9970.3308	1017.6036	1877	0
1_MACS_peak_13096_lociStitched	chr19	2426182	2428518	1	2337	9672.208	719.9552	1878	0
1_MACS_peak_18524_lociStitched	chr3	12703745	12706567	1	2823	9475.1472	530.536	1879	0
1_MACS_peak_4083_lociStitched	chr10	111966929	111973032	1	6104	10121.8255	1185.2026	1880	0
1_MACS_peak_27008_lociStitched	chr8	38621998	38628826	1	6829	10138.2144	1203.7764	1881	0
1_MACS_peak_15107_lociStitched	chr2	86789398	86791321	1	1924	9496.9278	568.2465	1882	0
1_MACS_peak_19317_lociStitched	chr3	107842548	107845498	1	2951	9641.19	714.195	1883	0
1_MACS_peak_16696_lociStitched	chr20	10650376	10656169	1	5794	9841.7277	917.0319	1884	0
1_MACS_peak_6422_lociStitched	chr12	50502871	50506873	1	4003	9739.6674	816.408	1885	0
1_MACS_peak_20305_lociStitched	chr3	196226973	196231665	1	4693	10340.2296	1417.4532	1886	0
6_MACS_peak_5275_lociStitched	chr11	77147013	77171473	6	9534	12736.322	3815.76	1887	0
2_MACS_peak_1029_lociStitched	chr1	66838825	66848472	2	6806	10566.3591	1646.7429	1888	0
1_MACS_peak_1495_lociStitched	chr1	144532854	144537985	1	5132	11918.7999	3000.0957	1889	0
3_MACS_peak_22956_lociStitched	chr5	153651434	153665622	3	9685	11173.05	2257.3108	1890	0
1_MACS_peak_10334_lociStitched	chr16	30708822	30711182	1	2361	9308.784	393.648	1891	0
1_MACS_peak_25936_lociStitched	chr7	99697587	99700409	1	2823	9492.9258	579.0744	1892	0
3_MACS_peak_6567_lociStitched	chr12	57022009	57031198	3	7120	10708.8606	1798.2873	1893	0
1_MACS_peak_12221_lociStitched	chr17	75102048	75107091	1	5044	9788.9673	878.9949	1894	0
1_MACS_peak_26136_lociStitched	chr7	112428813	112431598	1	2786	9667.0135	757.2415	1895	0
1_MACS_peak_1096_lociStitched	chr1	76249540	76253882	1	4343	9885.8656	978.6868	1896	0
3_MACS_peak_392_lociStitched	chr1	26436747	26453974	3	6168	11502.4679	2602.9997	1897	0
1_MACS_peak_27052_lociStitched	chr8	42945455	42949967	1	4513	9621.3888	722.3712	1898	0
3_MACS_peak_13688_lociStitched	chr19	36230767	36240176	3	6802	10620.8792	1723.7288	1899	0
3_MACS_peak_14915_lociStitched	chr2	69055934	69065649	3	5891	10504.8295	1607.8325	1900	0
2_MACS_peak_23505_lociStitched	chr6	17701964	17707971	2	4965	9797.417	903.4528	1901	0
1_MACS_peak_3598_lociStitched	chr10	72236681	72241745	1	5065	9910.7544	1019.3832	1902	0
