#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isSuperStretch
3_MACS_peak_9457_lociStitched	chr15	75352742	75370977	3	11691	31355.0825	2738.897	265	1
3_MACS_peak_28410_lociStitched	chr9	93671022	93690239	3	11936	29767.133	3278.4202	266	1
2_MACS_peak_23263_lociStitched	chr6	381438	400757	2	12884	18412.9389	3046.6063	268	1
2_MACS_peak_2459_lociStitched	chr1	206727730	206738666	2	10811	37641.712	3243.6176	269	1
2_MACS_peak_19941_lociStitched	chr3	169656045	169668515	2	11473	33158.977	3315.773	270	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	271	1
3_MACS_peak_5528_lociStitched	chr11	111279991	111294295	3	12624	20643.5328	2405.9328	272	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	273	1
5_MACS_peak_16111_lociStitched	chr2	202083712	202102096	5	12654	20161.7328	3082.9968	274	1
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	275	1
3_MACS_peak_20041_lociStitched	chr3	177062557	177080114	3	10557	39338.2142	4375.2044	276	1
4_MACS_peak_6865_lociStitched	chr12	92931027	92950998	4	12584	18860.6124	3027.6036	277	1
2_MACS_peak_20209_lociStitched	chr3	186779626	186792502	2	9293	44328.2052	3931.0428	278	1
1_MACS_peak_12592_lociStitched	chr18	22929059	22941551	1	12493	18092.1636	1427.8356	279	1
4_MACS_peak_11086_lociStitched	chr17	7736841	7762210	4	12512	19214.4806	3358.8556	280	1
3_MACS_peak_9086_lociStitched	chr15	46994483	47008928	3	12271	20848.4685	2075.7465	281	1
2_MACS_peak_9202_lociStitched	chr15	58582590	58595844	2	11136	31430.5356	2213.418	282	1
5_MACS_peak_26879_lociStitched	chr8	27934062	27951570	5	12413	19372.602	3284.5008	283	1
2_MACS_peak_13674_lociStitched	chr19	35695033	35708244	2	11102	31588.8221	2450.6405	285	1
3_MACS_peak_11251_lociStitched	chr17	20204883	20224576	3	12293	20342.869	2760.9586	286	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	288	1
5_MACS_peak_19782_lociStitched	chr3	151985405	152001812	5	12200	19726.1361	2703.8736	289	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	290	1
1_MACS_peak_23786_lociStitched	chr6	32934768	32941772	1	7005	48675.6988	1814.7364	291	1
1_MACS_peak_4848_lociStitched	chr11	58340157	58348018	1	7862	45789.5389	1664.1737	292	1
4_MACS_peak_2180_lociStitched	chr1	183865314	183885722	4	11296	30089.5552	4277.5168	293	1
3_MACS_peak_5217_lociStitched	chr11	72979558	73001784	3	11259	29525.0184	3465.0334	294	1
1_MACS_peak_24413_lociStitched	chr6	106609655	106618234	1	8580	42969.6373	1756.1213	295	1
1_MACS_peak_16389_lociStitched	chr2	231728836	231739873	1	11038	28508.571	868.6119	297	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	298	1
2_MACS_peak_12001_lociStitched	chr17	62197184	62210368	2	12146	18800.384	2723.8144	299	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	300	1
3_MACS_peak_13475_lociStitched	chr19	16694113	16711412	3	11101	30027.6042	3681.2272	301	1
5_MACS_peak_22337_lociStitched	chr5	87954719	87976678	5	10343	34945.5526	3243.3443	302	1
4_MACS_peak_28855_lociStitched	chr9	130828672	130845669	4	11978	19753.9134	2442.4689	303	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	304	1
5_MACS_peak_689_lociStitched	chr1	40839056	40858461	5	12096	18533.7155	3386.1725	305	1
3_MACS_peak_17698_lociStitched	chr21	45195021	45210493	3	11014	30007.944	3485.8416	306	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	307	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	308	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	310	1
2_MACS_peak_20680_lociStitched	chr4	40302522	40319893	2	11843	20579.4237	3062.5073	311	1
2_MACS_peak_17943_lociStitched	chr22	27004542	27015531	2	10927	27991.1808	2007.6903	312	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	314	1
3_MACS_peak_29312_lociStitched	chrX	39953461	39969637	3	11724	18262.704	1175.9952	315	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	316	1
1_MACS_peak_5883_lociStitched	chr12	4377424	4387646	1	10223	32130.8126	1807.2496	317	1
4_MACS_peak_5128_lociStitched	chr11	67644685	67661842	4	10948	27886.9878	2952.7197	318	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	319	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	320	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	321	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	322	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	323	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	324	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	325	1
5_MACS_peak_6942_lociStitched	chr12	96878445	96902080	5	11528	21228.957	3157.636	326	1
3_MACS_peak_14595_lociStitched	chr2	42344321	42361109	3	11700	18485.2668	2838.8508	327	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	328	1
1_MACS_peak_20033_lociStitched	chr3	176911699	176920848	1	9150	37811.9021	2731.8914	329	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	330	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	332	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	333	1
2_MACS_peak_17230_lociStitched	chr20	52267923	52279267	2	10624	26963.5536	1854.744	334	1
1_MACS_peak_21126_lociStitched	chr4	105407384	105417414	1	10031	31194.303	1811.418	336	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	337	1
1_MACS_peak_17129_lociStitched	chr20	45978429	45987349	1	8921	37318.604	1824.14	339	1
2_MACS_peak_22750_lociStitched	chr5	138719805	138730466	2	9869	32417.9688	2339.0234	340	1
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	341	1
3_MACS_peak_18607_lociStitched	chr3	20080448	20098222	3	11443	18474.2956	2696.3158	342	1
4_MACS_peak_17284_lociStitched	chr20	55957943	55975398	4	11352	19043.405	2735.1985	344	1
3_MACS_peak_615_lociStitched	chr1	37930768	37946363	3	11391	18243.031	2541.985	346	1
4_MACS_peak_2415_lociStitched	chr1	205196279	205217908	4	11352	21062.3202	4994.1361	347	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	349	1
4_MACS_peak_5938_lociStitched	chr12	7022765	7038376	4	11256	18647.3395	2415.0217	350	1
3_MACS_peak_6694_lociStitched	chr12	68752091	68770604	3	10313	28663.6779	3156.4665	351	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	352	1
3_MACS_peak_26028_lociStitched	chr7	104576290	104586957	3	10062	28821.1673	1792.056	353	1
1_MACS_peak_21626_lociStitched	chr4	185301456	185307750	1	6295	45402.3984	1650.2868	354	1
5_MACS_peak_23808_lociStitched	chr6	33537769	33561578	5	10963	22163.7981	3257.0712	355	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	356	1
3_MACS_peak_28625_lociStitched	chr9	112668678	112683060	3	9710	31736.7594	2738.3328	357	1
3_MACS_peak_26911_lociStitched	chr8	29404203	29416870	3	9791	30570.5378	2147.0565	358	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	359	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	360	1
1_MACS_peak_11499_lociStitched	chr17	36856073	36863707	1	7635	40446.4588	1484.813	361	1
2_MACS_peak_6432_lociStitched	chr12	51311871	51323069	2	10951	19995.1488	2083.9478	362	1
2_MACS_peak_23148_lociStitched	chr5	173696356	173710139	2	9926	29233.743	2378.9458	363	1
2_MACS_peak_5730_lociStitched	chr11	126056485	126068944	2	7994	39604.6692	2353.5051	364	1
1_MACS_peak_20003_lociStitched	chr3	174865664	174871850	1	6187	45084.1866	1782.8052	366	1
2_MACS_peak_25275_lociStitched	chr7	26002319	26012257	2	9322	32427.694	1901.1394	367	1
4_MACS_peak_24694_lociStitched	chr6	135323017	135344031	4	11045	18645.7222	3017.6104	368	1
4_MACS_peak_25700_lociStitched	chr7	74057122	74076864	4	10790	21275.9534	2740.1896	370	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	371	1
3_MACS_peak_23946_lociStitched	chr6	42737820	42752362	3	8796	35257.079	2293.2734	372	1
3_MACS_peak_14437_lociStitched	chr2	27374765	27389969	3	10758	21001.2852	2423.5176	373	1
2_MACS_peak_17622_lociStitched	chr21	41295743	41309699	2	9808	29983.0704	3195.924	374	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	375	1
2_MACS_peak_17863_lociStitched	chr22	23087904	23101857	2	10750	20265.3372	2235.2706	376	1
1_MACS_peak_1523_lociStitched	chr1	145448614	145458052	1	9439	32046.729	3241.0092	377	1
1_MACS_peak_15090_lociStitched	chr2	86219778	86229096	1	9319	30885.4428	1666.9902	378	1
2_MACS_peak_17517_lociStitched	chr21	34600840	34613019	2	9286	32236.5951	2925.3958	379	1
2_MACS_peak_2388_lociStitched	chr1	203722160	203736548	2	8486	37007.3748	3359.598	380	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	382	1
1_MACS_peak_25515_lociStitched	chr7	47513132	47522813	1	9682	28763.2191	2195.6508	383	1
2_MACS_peak_26925_lociStitched	chr8	29622103	29634721	2	7666	39445.1298	2402.4672	384	1
5_MACS_peak_18407_lociStitched	chr22	50962873	50983173	5	10562	21235.83	2661.33	385	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	386	1
3_MACS_peak_1509_lociStitched	chr1	145126649	145145978	3	10741	22808.22	6498.4098	388	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	389	1
2_MACS_peak_1680_lociStitched	chr1	152006419	152021892	2	9718	29961.9172	4221.0344	390	1
2_MACS_peak_18835_lociStitched	chr3	46129453	46141268	2	10574	19946.083	2191.6825	391	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	392	1
1_MACS_peak_11041_lociStitched	chr17	6062968	6071515	1	8548	34133.2992	1630.7676	393	1
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	394	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	395	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	396	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	397	1
1_MACS_peak_20834_lociStitched	chr4	69434569	69443455	1	8887	31906.9602	1695.4488	398	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	401	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	404	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	405	1
2_MACS_peak_10196_lociStitched	chr16	23404691	23419578	2	8753	32816.9028	2474.2194	406	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	407	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	409	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	410	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	412	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	413	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	415	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	416	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	417	1
3_MACS_peak_2317_lociStitched	chr1	200850721	200864132	3	8698	32158.2369	3079.1656	418	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	420	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	422	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	423	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	424	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	425	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	426	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	427	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	428	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	429	1
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	430	1
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	431	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	432	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	433	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	434	1
1_MACS_peak_15687_lociStitched	chr2	158295087	158302451	1	7365	36399.5156	1922.004	435	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	436	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	438	1
2_MACS_peak_20260_lociStitched	chr3	193815446	193823412	2	7531	36014.286	2519.6458	439	1
1_MACS_peak_11527_lociStitched	chr17	37909246	37916380	1	7135	36546.0552	1462.47	440	1
1_MACS_peak_9456_lociStitched	chr15	75334199	75341536	1	7338	35717.9834	1762.3474	442	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	443	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	444	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	445	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	446	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	447	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	448	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	449	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	452	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	453	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	454	1
1_MACS_peak_3296_lociStitched	chr10	30989334	30997042	1	7709	33229.188	1415.1888	456	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	457	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	461	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	462	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	463	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	464	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	465	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	467	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	468	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	469	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	471	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	473	1
2_MACS_peak_15689_lociStitched	chr2	158323779	158337840	2	7717	32981.4816	2452.2384	478	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	480	1
2_MACS_peak_11017_lociStitched	chr17	4842254	4855057	2	8250	29925.7322	2517.0698	481	1
2_MACS_peak_12316_lociStitched	chr17	78873583	78887506	2	8425	28216.3518	2004.912	483	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	484	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	485	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	486	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	487	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	488	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	489	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	490	1
1_MACS_peak_19887_lociStitched	chr3	160116017	160123670	1	7654	31654.3386	1685.1906	491	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	492	1
2_MACS_peak_24692_lociStitched	chr6	135190420	135204032	2	7783	31494.0844	2239.174	493	1
2_MACS_peak_14672_lociStitched	chr2	47204551	47215093	2	7926	30429.483	2182.194	494	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	496	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	497	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	498	1
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	500	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	501	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	502	1
2_MACS_peak_1588_lociStitched	chr1	149214034	149225829	2	6214	39019.0395	3867.5805	504	1
1_MACS_peak_25191_lociStitched	chr7	20254689	20262549	1	7861	29642.418	1613.658	505	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	507	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	508	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	513	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	514	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	515	1
1_MACS_peak_24409_lociStitched	chr6	106439102	106446600	1	7499	30049.7346	1423.1204	521	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	523	1
1_MACS_peak_6899_lociStitched	chr12	94597179	94603658	1	6480	34175.4292	1240.0806	524	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	525	1
2_MACS_peak_2735_lociStitched	chr1	226308563	226317132	2	7891	28560.477	2530.4257	527	1
3_MACS_peak_2480_lociStitched	chr1	207093374	207107015	3	7976	28819.3407	3448.4448	528	1
2_MACS_peak_1521_lociStitched	chr1	145427271	145441189	2	8105	27323.8176	3100.9304	534	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	536	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	537	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	538	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	544	1
1_MACS_peak_18543_lociStitched	chr3	14160504	14168346	1	7843	26927.0754	1667.2092	545	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	546	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	548	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	550	1
1_MACS_peak_1724_lociStitched	chr1	154296608	154302935	1	6328	33999.3999	1948.0833	557	1
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472	558	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	559	1
2_MACS_peak_7961_lociStitched	chr13	115039731	115048679	2	7809	26177.374	1411.0996	561	1
2_MACS_peak_2106_lociStitched	chr1	178544257	178552406	2	7525	28714.6313	2375.4335	563	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	564	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	567	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	568	1
2_MACS_peak_20267_lociStitched	chr3	194021558	194034234	2	7399	29588.3192	2925.6208	569	1
2_MACS_peak_8180_lociStitched	chr14	50465585	50476695	2	7830	24976.391	1172.105	572	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	573	1
1_MACS_peak_7760_lociStitched	chr13	78689051	78696443	1	7393	27298.656	1074.0576	574	1
3_MACS_peak_7255_lociStitched	chr12	122227704	122243226	3	7723	25234.1154	1095.8532	576	1
2_MACS_peak_5807_lociStitched	chr11	132218163	132231680	2	8571	19679.4003	2357.3648	581	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	582	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	583	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	587	1
2_MACS_peak_7008_lociStitched	chr12	104318406	104325718	2	6348	31793.3072	1441.9264	588	1
1_MACS_peak_2178_lociStitched	chr1	183808937	183815793	1	6857	29895.588	2078.7392	595	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	596	1
1_MACS_peak_27517_lociStitched	chr8	118450356	118457713	1	7358	26438.8509	1336.0312	597	1
2_MACS_peak_18174_lociStitched	chr22	39377272	39385776	2	8308	19885.7536	1478.8456	598	1
2_MACS_peak_1737_lociStitched	chr1	154755754	154765975	2	7923	23902.8306	2595.1119	601	1
1_MACS_peak_16685_lociStitched	chr20	9489968	9498492	1	8525	17684.7428	1491.7	602	1
2_MACS_peak_6895_lociStitched	chr12	94540979	94552956	2	8563	17725.96	1953.4487	604	1
3_MACS_peak_21312_lociStitched	chr4	129723888	129741278	3	8396	19598.53	2488.509	605	1
2_MACS_peak_9368_lociStitched	chr15	70387100	70396564	2	8562	16915.9536	1640.1112	607	1
1_MACS_peak_26321_lociStitched	chr7	130790008	130797064	1	7057	28035.6048	1937.5776	610	1
3_MACS_peak_594_lociStitched	chr1	36614205	36627343	3	8398	18435.2416	2007.4864	614	1
2_MACS_peak_17234_lociStitched	chr20	52345513	52358305	2	8245	19965.7536	2205.3408	616	1
3_MACS_peak_28738_lociStitched	chr9	123653143	123667637	3	8307	19259.6272	2208.8856	619	1
3_MACS_peak_14911_lociStitched	chr2	68988921	69003403	3	8066	21793.9618	2645.8614	620	1
3_MACS_peak_18739_lociStitched	chr3	39248007	39263830	3	8440	18090.4359	2450.9827	621	1
2_MACS_peak_4009_lociStitched	chr10	104401125	104412722	2	7975	21303.689	1570.2338	622	1
2_MACS_peak_25556_lociStitched	chr7	52774335	52788431	2	8456	17037.8352	1666.1472	623	1
2_MACS_peak_13448_lociStitched	chr19	16180365	16191352	2	7445	25058.0509	1765.6109	625	1
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925	1469.16	628	1
3_MACS_peak_6334_lociStitched	chr12	46776155	46785553	3	8283	18689.8026	1971.7004	629	1
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075	630	1
1_MACS_peak_22658_lociStitched	chr5	131434677	131441725	1	7049	26843.7176	1585.8	631	1
2_MACS_peak_20727_lociStitched	chr4	48194675	48205927	2	8350	17743.2788	2021.9844	633	1
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304	634	1
2_MACS_peak_5802_lociStitched	chr11	130696938	130705902	2	8365	17105.1048	1638.6192	636	1
4_MACS_peak_17914_lociStitched	chr22	24819800	24831699	4	7990	20412.7345	1649.2014	639	1
2_MACS_peak_21977_lociStitched	chr5	43007041	43021162	2	8298	18204.7932	2300.3109	640	1
3_MACS_peak_16196_lociStitched	chr2	207997090	208015071	3	8022	21088.1168	2715.131	641	1
3_MACS_peak_364_lociStitched	chr1	25347199	25364598	3	7992	20958.8354	2352.3448	642	1
2_MACS_peak_19425_lociStitched	chr3	119354804	119362914	2	7503	23935.854	1912.338	643	1
2_MACS_peak_21623_lociStitched	chr4	185263662	185277135	2	7936	21066.3828	2260.7694	645	1
2_MACS_peak_1476_lociStitched	chr1	143461514	143469667	2	7997	21810.0903	3726.7363	647	1
2_MACS_peak_2805_lociStitched	chr1	230256872	230270034	2	7631	23355.969	2806.1384	652	1
1_MACS_peak_15852_lociStitched	chr2	175457264	175464233	1	6970	26084.967	1421.676	653	1
