REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_23587_lociStitched	chr6	26183645	26207201	4	13380	30542.7096	4218.8796	186	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	186	1
4_MACS_peak_17032_lociStitched	chr20	40709725	40727312	4	13374	36948.5283	2571.2194	187	PTPRT		CHD6	187	1
2_MACS_peak_9557_lociStitched	chr15	81576228	81595949	2	13308	33170.722	3699.6596	188	IL16	STARD5	IL16	188	1
5_MACS_peak_8742_lociStitched	chr15	21976162	22002476	5	13301	18182.974	3939.2058	189		LOC646214,CXADRP2	CXADRP2	189	1
4_MACS_peak_17559_lociStitched	chr21	36236218	36262852	4	13275	38536.7346	5715.6564	190	RUNX1		RUNX1	190	1
2_MACS_peak_24285_lociStitched	chr6	88625618	88640212	2	13257	22123.0446	2510.168	191			SPACA1	191	1
4_MACS_peak_17244_lociStitched	chr20	52545705	52566990	4	13218	20103.6825	3390.7005	192	BCAS1		SUMO1P1	192	1
4_MACS_peak_17054_lociStitched	chr20	42565312	42585505	4	13217	24556.7073	3257.1309	193	TOX2		TOX2	193	1
2_MACS_peak_25542_lociStitched	chr7	50343340	50357900	2	13143	26100.256	2578.576	194	IKZF1		IKZF1	194	1
4_MACS_peak_23182_lociStitched	chr5	176717494	176740748	4	13128	33483.4346	3850.8624	195	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	195	1
2_MACS_peak_2748_lociStitched	chr1	226838419	226852593	2	13126	42665.1574	3749.023	196	ITPKB		ITPKB	196	1
1_MACS_peak_23570_lociStitched	chr6	25402810	25415926	1	13117	80332.8768	2833.056	197	LRRC16A		LRRC16A	197	1
6_MACS_peak_10284_lociStitched	chr16	29815641	29837463	6	13117	30413.3214	3295.122	198	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	198	1
3_MACS_peak_24466_lociStitched	chr6	109214176	109228381	3	13107	16734.9105	2379.3375	199	ARMC2		ARMC2	199	1
3_MACS_peak_3384_lociStitched	chr10	45454016	45475202	3	13093	22904.1846	3160.9512	200	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	200	1
4_MACS_peak_12217_lociStitched	chr17	75078939	75093191	4	13057	30372.4372	2877.4788	201	C17orf86,SCARNA16	SEC14L1	SCARNA16	201	1
5_MACS_peak_2401_lociStitched	chr1	204474906	204493936	5	12992	40400.69	4531.043	202	MDM4	PIK3C2B	MDM4	202	1
5_MACS_peak_4241_lociStitched	chr10	126407220	126433894	5	12981	17682.1946	3560.979	203	FAM53B	METTL10	FAM53B	203	1
2_MACS_peak_17958_lociStitched	chr22	29185846	29199851	2	12951	49213.57	2730.975	204	XBP1	HSCB,CCDC117,CHEK2	XBP1	204	1
2_MACS_peak_14289_lociStitched	chr2	11883357	11896693	2	12935	35359.0704	2556.5112	205	LPIN1		LPIN1	205	1
2_MACS_peak_23263_lociStitched	chr6	381438	400757	2	12884	18412.9389	3046.6063	206	IRF4		IRF4	206	1
3_MACS_peak_1789_lociStitched	chr1	155939566	155954060	3	12789	37649.6144	3929.3234	207	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	207	1
1_MACS_peak_14612_lociStitched	chr2	43444248	43457016	1	12769	36290.4864	2339.0976	208	LOC100129726,ZFP36L2		ZFP36L2	208	1
3_MACS_peak_22669_lociStitched	chr5	131823096	131842312	3	12728	25353.5904	3378.1728	209	IRF1	IL5	IRF1	209	1
2_MACS_peak_16116_lociStitched	chr2	202116037	202129014	2	12712	41462.8127	2687.5367	210	CASP8		CASP8	210	1
6_MACS_peak_13288_lociStitched	chr19	10513567	10539655	6	12687	15201.4776	4043.64	211	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	211	1
5_MACS_peak_16111_lociStitched	chr2	202083712	202102096	5	12654	20161.7328	3082.9968	212	CASP10,CASP8	CASP8	CASP8	212	1
2_MACS_peak_23602_lociStitched	chr6	26355138	26367919	2	12629	37753.7959	2322.3077	213	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	213	1
3_MACS_peak_12256_lociStitched	chr17	76136796	76152843	3	12625	30184.407	2493.7038	214	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	214	1
3_MACS_peak_5528_lociStitched	chr11	111279991	111294295	3	12624	20643.5328	2405.9328	215		POU2AF1	POU2AF1	215	1
5_MACS_peak_29794_lociStitched	chrX	128902351	128921281	5	12621	22589.169	2002.794	216	XPNPEP2,SASH3		SASH3	216	1
4_MACS_peak_6865_lociStitched	chr12	92931027	92950998	4	12584	18860.6124	3027.6036	217			CLLU1OS	217	1
1_MACS_peak_415_lociStitched	chr1	27018306	27030866	1	12561	32580.64	2508.232	218	ARID1A		ARID1A	218	1
4_MACS_peak_11086_lociStitched	chr17	7736841	7762210	4	12512	19214.4806	3358.8556	219	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	219	1
4_MACS_peak_16942_lociStitched	chr20	34673711	34690201	4	12506	15220.27	2590.579	220		EPB41L1,LOC647979	EPB41L1	220	1
1_MACS_peak_12592_lociStitched	chr18	22929059	22941551	1	12493	18092.1636	1427.8356	221	ZNF521		ZNF521	221	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	222	GADD45B,LMNB2	TIMM13	GADD45B	222	1
3_MACS_peak_15311_lociStitched	chr2	109829175	109843996	3	12434	25782.6116	2549.212	223	SH3RF3		MIR4265	223	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	224	STK4,TOMM34	PABPC1L	STK4	224	1
2_MACS_peak_27718_lociStitched	chr8	137188950	137201389	2	12419	29124.6746	2491.5317	225			KHDRBS3	225	1
5_MACS_peak_26879_lociStitched	chr8	27934062	27951570	5	12413	19372.602	3284.5008	226	ELP3,C8orf80		C8orf80	226	1
3_MACS_peak_1892_lociStitched	chr1	160694671	160715484	3	12385	36443.563	5111.6728	227	SLAMF7	CD48	SLAMF7	227	1
6_MACS_peak_1227_lociStitched	chr1	93409171	93428448	6	12360	14744.9773	1669.3882	228	FAM69A		FAM69A	228	1
5_MACS_peak_13056_lociStitched	chr19	1647575	1672863	5	12348	32629.1064	4427.9288	229	TCF3	UQCR11	TCF3	229	1
3_MACS_peak_11251_lociStitched	chr17	20204883	20224576	3	12293	20342.869	2760.9586	230	SPECC1,CCDC144C		CCDC144C	230	1
1_MACS_peak_10485_lociStitched	chr16	56963243	56975518	1	12276	35126.14	2545.835	231	HERPUD1	CETP,NLRC5	HERPUD1	231	1
4_MACS_peak_17000_lociStitched	chr20	37486724	37511328	4	12275	66425.8792	3700.4416	232	PPP1R16B	FAM83D	FAM83D	232	1
3_MACS_peak_1888_lociStitched	chr1	160633521	160656127	3	12272	37152.961	5466.1308	233	CD48	SLAMF1	SLAMF1	233	1
3_MACS_peak_9086_lociStitched	chr15	46994483	47008928	3	12271	20848.4685	2075.7465	234			SEMA6D	234	1
6_MACS_peak_14938_lociStitched	chr2	70334941	70360787	6	12202	37680.8834	3900.1614	235	LOC100133985	PCBP1,LOC400960	LOC100133985	235	1
3_MACS_peak_27283_lociStitched	chr8	81046303	81061131	3	12201	15520.4676	2723.9036	236	TPD52		TPD52	236	1
5_MACS_peak_19782_lociStitched	chr3	151985405	152001812	5	12200	19726.1361	2703.8736	237	MBNL1,LOC401093	MBNL1	LOC401093	237	1
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	238	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	238	1
2_MACS_peak_12001_lociStitched	chr17	62197184	62210368	2	12146	18800.384	2723.8144	239	ERN1	SNORD104,SNORA76	ERN1	239	1
4_MACS_peak_22350_lociStitched	chr5	88595642	88617501	4	12143	39381.1744	3541.158	240			MEF2C	240	1
5_MACS_peak_12174_lociStitched	chr17	73850654	73875852	5	12112	33745.1616	3930.888	241	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	241	1
5_MACS_peak_689_lociStitched	chr1	40839056	40858461	5	12096	18533.7155	3386.1725	242	SMAP2	SMAP2	SMAP2	242	1
2_MACS_peak_10063_lociStitched	chr16	12055945	12072062	2	12068	66049.0777	3452.2614	243	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	243	1
2_MACS_peak_23749_lociStitched	chr6	31694406	31709345	2	12006	38426.0958	2960.9098	244	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	244	1
4_MACS_peak_28855_lociStitched	chr9	130828672	130845669	4	11978	19753.9134	2442.4689	245	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	245	1
4_MACS_peak_10442_lociStitched	chr16	50714071	50732816	4	11958	17828.3695	3182.901	246	NOD2,SNX20	CYLD	NOD2	246	1
2_MACS_peak_22666_lociStitched	chr5	131790462	131804301	2	11940	30923.2455	3170.5149	247	C5orf56	IRF1	IRF1	247	1
3_MACS_peak_28410_lociStitched	chr9	93671022	93690239	3	11936	29767.133	3278.4202	248			SYK	248	1
1_MACS_peak_18529_lociStitched	chr3	13049703	13061634	1	11932	52032.2841	2646.2958	249	IQSEC1	IQSEC1	IQSEC1	249	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	250			GRIK4	250	1
3_MACS_peak_2420_lociStitched	chr1	205242280	205258827	3	11852	37192.6919	4452.7977	251	TMCC2	NUAK2	NUAK2	251	1
2_MACS_peak_20680_lociStitched	chr4	40302522	40319893	2	11843	20579.4237	3062.5073	252		CHRNA9	CHRNA9	252	1
2_MACS_peak_10554_lociStitched	chr16	66549294	66561568	2	11842	56837.2118	2610.6798	253	TK2	CKLF,CMTM1	TK2	253	1
1_MACS_peak_7939_lociStitched	chr13	114556507	114568333	1	11827	42708.4164	2632.4676	254	GAS6	FLJ44054,GAS6	GAS6	254	1
2_MACS_peak_17960_lociStitched	chr22	29207020	29221442	2	11824	39301.3922	2722.8736	255		CCDC117,XBP1	XBP1	255	1
2_MACS_peak_9193_lociStitched	chr15	56648155	56666319	2	11779	43802.486	2860.83	256	TEX9		TEX9	256	1
4_MACS_peak_16484_lociStitched	chr2	238599744	238613322	4	11775	12848.8614	1409.3964	257	LRRFIP1		LRRFIP1	257	1
3_MACS_peak_29312_lociStitched	chrX	39953461	39969637	3	11724	18262.704	1175.9952	258	BCOR		BCOR	258	1
5_MACS_peak_11545_lociStitched	chr17	38251525	38270465	5	11722	16919.102	3503.9	259	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	259	1
4_MACS_peak_2567_lociStitched	chr1	211743441	211756395	4	11706	15417.8508	3080.4612	260	SLC30A1		SLC30A1	260	1
3_MACS_peak_14595_lociStitched	chr2	42344321	42361109	3	11700	18485.2668	2838.8508	261		EML4	EML4	261	1
3_MACS_peak_9457_lociStitched	chr15	75352742	75370977	3	11691	31355.0825	2738.897	262		PPCDC	PPCDC	262	1
2_MACS_peak_29407_lociStitched	chrX	48790707	48805036	2	11677	37913.1011	1610.5796	263	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	263	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	264	SERTAD2	LOC339807	SERTAD2	264	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	265		RHOB	RHOB	265	1
3_MACS_peak_1912_lociStitched	chr1	161144899	161163454	3	11659	37238.0295	4378.98	266	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	266	1
2_MACS_peak_14593_lociStitched	chr2	42323088	42334846	2	11653	38534.4934	2458.5978	267		PKDCC	PKDCC	267	1
4_MACS_peak_16107_lociStitched	chr2	202040111	202060352	4	11628	16113.8601	3388.3434	268	CASP10	CASP8	CASP10	268	1
2_MACS_peak_20645_lociStitched	chr4	38123670	38136842	2	11608	38732.266	2285.342	269	TBC1D1		PTTG2	269	1
1_MACS_peak_15920_lociStitched	chr2	182168549	182180123	1	11575	32128.2666	2159.7084	270			ITGA4	270	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	271		SUB1	SUB1	271	1
4_MACS_peak_4925_lociStitched	chr11	62308126	62325933	4	11555	15955.072	3173.2074	272	AHNAK	EEF1G,TUT1,MTA2	AHNAK	272	1
3_MACS_peak_15146_lociStitched	chr2	89049124	89066775	3	11547	37789.0259	2898.2942	273	RPIA,ANKRD36BP2		ANKRD36BP2	273	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	274	NFIL3		NFIL3	274	1
5_MACS_peak_6942_lociStitched	chr12	96878445	96902080	5	11528	21228.957	3157.636	275			CDK17	275	1
4_MACS_peak_5877_lociStitched	chr12	4248130	4264412	4	11499	16654.8578	2523.71	276			CCND2	276	1
1_MACS_peak_23422_lociStitched	chr6	11826992	11838479	1	11488	62934.9756	2227.3293	277		C6orf105	C6orf105	277	1
2_MACS_peak_18839_lociStitched	chr3	46245628	46257535	2	11487	47831.6097	2774.331	278	CCR1	CCR3	CCR1	278	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	279			ITGB8	279	1
2_MACS_peak_19941_lociStitched	chr3	169656045	169668515	2	11473	33158.977	3315.773	280	SAMD7,LOC100128164	SEC62	LOC100128164	280	1
3_MACS_peak_2856_lociStitched	chr1	234734119	234749834	3	11451	49370.244	4013.611	281	IRF2BP2	NCRNA00184	IRF2BP2	281	1
3_MACS_peak_18607_lociStitched	chr3	20080448	20098222	3	11443	18474.2956	2696.3158	282	KAT2B	C3orf48	KAT2B	282	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	283	IKZF3	GRB7,C17orf37	GRB7	283	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	284			FAT1	284	1
3_MACS_peak_615_lociStitched	chr1	37930768	37946363	3	11391	18243.031	2541.985	285	ZC3H12A	MEAF6	ZC3H12A	285	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	286	ABCG1		ABCG1	286	1
4_MACS_peak_17284_lociStitched	chr20	55957943	55975398	4	11352	19043.405	2735.1985	287	RBM38	RAE1,MTRNR2L3	RBM38	287	1
4_MACS_peak_2415_lociStitched	chr1	205196279	205217908	4	11352	21062.3202	4994.1361	288	TMCC2	DSTYK	TMCC2	288	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	289	NR3C1		NR3C1	289	1
2_MACS_peak_8840_lociStitched	chr15	31546272	31560817	2	11342	53317.6065	2746.096	290			KLF13	290	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	291	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	291	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	292	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	292	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	293	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	293	1
4_MACS_peak_16890_lociStitched	chr20	32461572	32477528	4	11296	48960.986	2477.9668	294			CHMP4B	294	1
4_MACS_peak_2180_lociStitched	chr1	183865314	183885722	4	11296	30089.5552	4277.5168	295	RGL1		GLT25D2	295	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	296	ADA	LOC79015	ADA	296	1
1_MACS_peak_15379_lociStitched	chr2	112455349	112466629	1	11281	61809.888	2386.848	297			ANAPC1	297	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	298	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	298	1
3_MACS_peak_5217_lociStitched	chr11	72979558	73001784	3	11259	29525.0184	3465.0334	299	P2RY6	ARHGEF17	P2RY6	299	1
4_MACS_peak_5938_lociStitched	chr12	7022765	7038376	4	11256	18647.3395	2415.0217	300	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	300	1
4_MACS_peak_11773_lociStitched	chr17	46581647	46596372	4	11248	15531.93	2292.6825	301		HOXB1,HOXB2	HOXB1	301	1
1_MACS_peak_4100_lociStitched	chr10	112214932	112226153	1	11222	51665.9724	2261.0315	302		DUSP5	DUSP5	302	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	303	RUNX2	SUPT3H	RUNX2	303	1
4_MACS_peak_657_lociStitched	chr1	40030495	40048093	4	11182	13270.6518	2998.6992	304	PABPC4,SNORA55	PPIEL	PABPC4	304	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	305	ADRB2		ADRB2	305	1
2_MACS_peak_9202_lociStitched	chr15	58582590	58595844	2	11136	31430.5356	2213.418	306			LIPC	306	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	307	ARID5B		ARID5B	307	1
2_MACS_peak_13674_lociStitched	chr19	35695033	35708244	2	11102	31588.8221	2450.6405	308		FXYD5,LSR,FAM187B	FAM187B	308	1
3_MACS_peak_13475_lociStitched	chr19	16694113	16711412	3	11101	30027.6042	3681.2272	309	MED26	CHERP,SLC35E1	SLC35E1	309	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	310	CCDC86	MS4A10,ZP1,GPR44	CCDC86	310	1
5_MACS_peak_14430_lociStitched	chr2	27293490	27310827	5	11093	17364.7392	2650.8273	311	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	311	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	312	SSH1	CORO1C,SSH1	CORO1C	312	1
4_MACS_peak_24694_lociStitched	chr6	135323017	135344031	4	11045	18645.7222	3017.6104	313	HBS1L	MIR3662,HBS1L	MIR3662	313	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	314		CEACAM21	CEACAM21	314	1
1_MACS_peak_16389_lociStitched	chr2	231728836	231739873	1	11038	28508.571	868.6119	315	ITM2C		ITM2C	315	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	316	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	316	1
3_MACS_peak_17698_lociStitched	chr21	45195021	45210493	3	11014	30007.944	3485.8416	317	RRP1,CSTB	LOC284837	CSTB	317	1
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	318	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	318	1
5_MACS_peak_26121_lociStitched	chr7	111711583	111732751	5	10972	17630.8272	4606.1568	319	DOCK4		DOCK4	319	1
5_MACS_peak_23808_lociStitched	chr6	33537769	33561578	5	10963	22163.7981	3257.0712	320	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	320	1
2_MACS_peak_6432_lociStitched	chr12	51311871	51323069	2	10951	19995.1488	2083.9478	321	METTL7A	HIGD1C	METTL7A	321	1
4_MACS_peak_5128_lociStitched	chr11	67644685	67661842	4	10948	27886.9878	2952.7197	322			LOC645332	322	1
2_MACS_peak_17943_lociStitched	chr22	27004542	27015531	2	10927	27991.1808	2007.6903	323	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	323	1
3_MACS_peak_9289_lociStitched	chr15	65169183	65189700	3	10920	43202.6469	3249.8928	324		PLEKHO2,ANKDD1A	ANKDD1A	324	1
3_MACS_peak_2246_lociStitched	chr1	192561288	192579314	3	10916	14584.8366	4052.2448	325		RGS1,RGS13	RGS1	325	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	326		KCNMB2	KCNMB2	326	1
5_MACS_peak_6261_lociStitched	chr12	33037854	33060474	5	10910	14680.38	3501.576	327	PKP2		PKP2	327	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	328	TNFAIP8	TNFAIP8	TNFAIP8	328	1
4_MACS_peak_17120_lociStitched	chr20	45172393	45191555	4	10824	15434.991	2755.4956	329	C20orf123,SLC13A3	ZNF334	C20orf123	329	1
2_MACS_peak_2459_lociStitched	chr1	206727730	206738666	2	10811	37641.712	3243.6176	330	RASSF5	LGTN	RASSF5	330	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	331	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	331	1
4_MACS_peak_25700_lociStitched	chr7	74057122	74076864	4	10790	21275.9534	2740.1896	332	GTF2I		GTF2I	332	1
3_MACS_peak_14437_lociStitched	chr2	27374765	27389969	3	10758	21001.2852	2423.5176	333	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	333	1
1_MACS_peak_2516_lociStitched	chr1	209274499	209285254	1	10756	47185.4115	2634.975	334			LOC642587	334	1
2_MACS_peak_17863_lociStitched	chr22	23087904	23101857	2	10750	20265.3372	2235.2706	335			MIR650	335	1
3_MACS_peak_1509_lociStitched	chr1	145126649	145145978	3	10741	22808.22	6498.4098	336		SEC22B	SEC22B	336	1
4_MACS_peak_27364_lociStitched	chr8	95987361	96005960	4	10735	9935.5858	1519.5383	337		C8orf38,TP53INP1	TP53INP1	337	1
4_MACS_peak_21657_lociStitched	chr4	186252630	186275224	4	10711	17431.271	3230.942	338	SNX25	ANKRD37,LRP2BP	LRP2BP	338	1
1_MACS_peak_11698_lociStitched	chr17	43298055	43308735	1	10681	54726.456	2153.088	339	FMNL1	LOC100133991,C17orf46	FMNL1	339	1
5_MACS_peak_10272_lociStitched	chr16	29464432	29487729	5	10632	15005.5977	4575.5308	340	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	340	1
4_MACS_peak_11053_lociStitched	chr17	6914999	6940196	4	10632	40509.2169	3850.1016	341	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	341	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	342	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	342	1
2_MACS_peak_17230_lociStitched	chr20	52267923	52279267	2	10624	26963.5536	1854.744	343			ZNF217	343	1
2_MACS_peak_26145_lociStitched	chr7	114561536	114574119	2	10619	45462.379	3007.337	344	MDFIC		MDFIC	344	1
3_MACS_peak_317_lociStitched	chr1	23850189	23866831	3	10614	44825.227	2982.2464	345	E2F2	ASAP3,ID3	E2F2	345	1
2_MACS_peak_18835_lociStitched	chr3	46129453	46141268	2	10574	19946.083	2191.6825	346			XCR1	346	1
4_MACS_peak_23518_lociStitched	chr6	20197584	20214273	4	10569	15502.4121	2518.3701	347	MBOAT1		MBOAT1	347	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	348	DUSP5		DUSP5	348	1
2_MACS_peak_25839_lociStitched	chr7	90352261	90368279	2	10564	16860.5468	2622.1466	349	CDK14		CDK14	349	1
5_MACS_peak_18407_lociStitched	chr22	50962873	50983173	5	10562	21235.83	2661.33	350	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	350	1
4_MACS_peak_24541_lociStitched	chr6	117858980	117877105	4	10558	17503.3125	2557.4375	351	DCBLD1	GOPC	GOPC	351	1
3_MACS_peak_20041_lociStitched	chr3	177062557	177080114	3	10557	39338.2142	4375.2044	352			TBL1XR1	352	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	353	C10orf26		C10orf26	353	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	354	GSG1	KIAA1467	GSG1	354	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	355	ITGB5		UMPS	355	1
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	356			C8orf75	356	1
2_MACS_peak_21770_lociStitched	chr5	6475930	6487725	2	10457	46367.3245	2237.5115	357	UBE2QL1		UBE2QL1	357	1
2_MACS_peak_28710_lociStitched	chr9	117660116	117673286	2	10425	13828.5	2366.649	358	TNFSF8		TNFSF8	358	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	359	HIVEP2		HIVEP2	359	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	360	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	360	1
4_MACS_peak_11105_lociStitched	chr17	8088553	8104344	4	10354	12727.546	3033.4511	361	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	361	1
5_MACS_peak_22337_lociStitched	chr5	87954719	87976678	5	10343	34945.5526	3243.3443	362	LOC645323,MIR9-2		MIR9-2	362	1
3_MACS_peak_6694_lociStitched	chr12	68752091	68770604	3	10313	28663.6779	3156.4665	363		MDM1	MDM1	363	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	364	RREB1		RREB1	364	1
1_MACS_peak_2376_lociStitched	chr1	203288024	203298305	1	10282	72884.0652	3297.1167	365		BTG2,LOC730227,FMOD	BTG2	365	1
3_MACS_peak_5874_lociStitched	chr12	4216221	4231172	3	10276	67496.2895	2987.2098	366			CCND2	366	1
4_MACS_peak_14662_lociStitched	chr2	46788527	46803152	4	10235	14240.3625	2683.6875	367	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	367	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	368	FOXO3		NCRNA00222	368	1
1_MACS_peak_5883_lociStitched	chr12	4377424	4387646	1	10223	32130.8126	1807.2496	369	CCND2	C12orf5	CCND2	369	1
5_MACS_peak_5650_lociStitched	chr11	120195463	120216701	5	10212	13779.2144	3415.0704	370	TMEM136,ARHGEF12		ARHGEF12	370	1
1_MACS_peak_27361_lociStitched	chr8	95952960	95963167	1	10208	13758.0153	1024.7828	371	TP53INP1	CCNE2	TP53INP1	371	1
