REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_25475_lociStitched	chr7	44661749	44680203	3	14157	28247.5378	3277.4304	160	OGDH	DDX56,TMED4	OGDH	TMED4	0.38770000000000004	160	1
4_MACS_peak_18656_lociStitched	chr3	30682879	30703576	4	14157	14206.4208	3075.5742	161	TGFBR2		TGFBR2	TGFBR2	0.1493	161	1
7_MACS_peak_10572_lociStitched	chr16	67184027	67218842	7	14152	26212.2135	4922.841	162	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	NOL3	0.4899	162	1
5_MACS_peak_20869_lociStitched	chr4	74453968	74475132	5	14090	32660.2848	3320.6316	163	RASSF6		RASSF6	RASSF6	0.5415000000000001	163	1
6_MACS_peak_8946_lociStitched	chr15	40330234	40358322	6	14063	26231.3832	3991.3048	164	SRP14	BMF	SRP14	BMF	1.3386999999999998	164	1
8_MACS_peak_10588_lociStitched	chr16	67547927	67587211	8	14057	24796.0608	5912.242	165	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.5515	165	1
4_MACS_peak_16288_lociStitched	chr2	219743183	219763215	4	14055	26832.864	3573.7088	166	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.0105	166	1
4_MACS_peak_17678_lociStitched	chr21	44725328	44747520	4	14034	45917.4672	4145.4656	167			SIK1	SIK1	NONE	167	1
4_MACS_peak_23416_lociStitched	chr6	11713784	11735971	4	14014	33728.6774	3239.302	168	C6orf105		C6orf105	C6orf105	0.4401	168	1
7_MACS_peak_4974_lociStitched	chr11	63992827	64020261	7	13916	24674.1396	4205.6322	169	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9963	169	1
4_MACS_peak_3751_lociStitched	chr10	81946292	81966445	4	13868	30499.5502	3399.8111	170	ANXA11		ANXA11	ANXA11	0.43479999999999996	170	1
3_MACS_peak_17419_lociStitched	chr21	19151782	19169225	3	13864	23579.4474	2644.3588	171	C21orf91		C21orf91	C21orf91	0.4778	171	1
4_MACS_peak_9650_lociStitched	chr15	89163691	89184438	4	13802	29093.5181	3649.3973	172	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.5658000000000001	172	1
2_MACS_peak_20649_lociStitched	chr4	38307067	38322680	2	13777	41961.4988	2488.7122	173			KLF3	KLF3	0.3038	173	1
4_MACS_peak_18209_lociStitched	chr22	39823148	39846165	4	13772	53818.3494	3984.2427	174	TAB1	MGAT3	MGAT3	MGAT3	0.2353	174	1
4_MACS_peak_5332_lociStitched	chr11	82763881	82790315	4	13770	35545.7998	4612.733	175	RAB30	SNORA70E	RAB30	RAB30	0.5089	175	1
4_MACS_peak_5179_lociStitched	chr11	71412145	71427045	4	13729	36510.96	2950.2	176			FAM86C	FAM86C	NONE	176	1
5_MACS_peak_28932_lociStitched	chr9	134127110	134153357	5	13728	28525.2396	3918.6771	177	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7608	177	1
2_MACS_peak_21893_lociStitched	chr5	32570721	32589793	2	13694	39515.2768	3000.0256	178	SUB1		SUB1	SUB1	0.9631000000000001	178	1
6_MACS_peak_13369_lociStitched	chr19	12885665	12918416	6	13663	23092.7301	4634.2665	179	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	0.9500000000000001	179	1
4_MACS_peak_10191_lociStitched	chr16	23343229	23365498	4	13661	65272.6659	3939.3861	180	SCNN1B		SCNN1B	SCNN1B	0.9197000000000001	180	1
5_MACS_peak_8454_lociStitched	chr14	77487769	77507845	5	13653	25639.0596	1567.9356	181	C14orf4		C14orf4	C14orf4	1.1795	181	1
2_MACS_peak_7073_lociStitched	chr12	109020364	109035887	2	13644	78231.2631	3213.261	182	SELPLG	TMEM119	SELPLG	SELPLG	3.9582000000000006	182	1
2_MACS_peak_20205_lociStitched	chr3	186703109	186719968	2	13463	44342.5418	4494.6094	183	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.5459	183	1
5_MACS_peak_9058_lociStitched	chr15	45001882	45029234	5	13415	28380.4352	4606.0768	184	B2M,TRIM69	SPG11,PATL2	B2M	B2M	0.6487999999999999	184	1
5_MACS_peak_3394_lociStitched	chr10	45913578	45934050	5	13404	43077.1824	3025.7616	185	ALOX5		ALOX5	ALOX5	0.5244	185	1
4_MACS_peak_23587_lociStitched	chr6	26183645	26207201	4	13380	30542.7096	4218.8796	186	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.261	186	1
4_MACS_peak_17032_lociStitched	chr20	40709725	40727312	4	13374	36948.5283	2571.2194	187	PTPRT		CHD6	CHD6	NONE	187	1
2_MACS_peak_9557_lociStitched	chr15	81576228	81595949	2	13308	33170.722	3699.6596	188	IL16	STARD5	IL16	STARD5	0.4072	188	1
5_MACS_peak_8742_lociStitched	chr15	21976162	22002476	5	13301	18182.974	3939.2058	189		LOC646214,CXADRP2	CXADRP2	LOC646214	0.03949999999999998	189	1
4_MACS_peak_17559_lociStitched	chr21	36236218	36262852	4	13275	38536.7346	5715.6564	190	RUNX1		RUNX1	RUNX1	0.14279999999999998	190	1
2_MACS_peak_24285_lociStitched	chr6	88625618	88640212	2	13257	22123.0446	2510.168	191			SPACA1	SPACA1	NONE	191	1
4_MACS_peak_17244_lociStitched	chr20	52545705	52566990	4	13218	20103.6825	3390.7005	192	BCAS1		SUMO1P1	SUMO1P1	0.6596	192	1
4_MACS_peak_17054_lociStitched	chr20	42565312	42585505	4	13217	24556.7073	3257.1309	193	TOX2		TOX2	TOX2	0.44079999999999997	193	1
2_MACS_peak_25542_lociStitched	chr7	50343340	50357900	2	13143	26100.256	2578.576	194	IKZF1		IKZF1	IKZF1	0.16110000000000002	194	1
4_MACS_peak_23182_lociStitched	chr5	176717494	176740748	4	13128	33483.4346	3850.8624	195	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.5124	195	1
2_MACS_peak_2748_lociStitched	chr1	226838419	226852593	2	13126	42665.1574	3749.023	196	ITPKB		ITPKB	ITPKB	0.5448	196	1
1_MACS_peak_23570_lociStitched	chr6	25402810	25415926	1	13117	80332.8768	2833.056	197	LRRC16A		LRRC16A	LRRC16A	0.3386	197	1
6_MACS_peak_10284_lociStitched	chr16	29815641	29837463	6	13117	30413.3214	3295.122	198	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.7882	198	1
3_MACS_peak_24466_lociStitched	chr6	109214176	109228381	3	13107	16734.9105	2379.3375	199	ARMC2		ARMC2	ARMC2	0.2149	199	1
3_MACS_peak_3384_lociStitched	chr10	45454016	45475202	3	13093	22904.1846	3160.9512	200	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	C10orf25	0.5224000000000001	200	1
4_MACS_peak_12217_lociStitched	chr17	75078939	75093191	4	13057	30372.4372	2877.4788	201	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.9144	201	1
5_MACS_peak_2401_lociStitched	chr1	204474906	204493936	5	12992	40400.69	4531.043	202	MDM4	PIK3C2B	MDM4	MDM4	0.5842999999999999	202	1
5_MACS_peak_4241_lociStitched	chr10	126407220	126433894	5	12981	17682.1946	3560.979	203	FAM53B	METTL10	FAM53B	FAM53B	0.16150000000000003	203	1
2_MACS_peak_17958_lociStitched	chr22	29185846	29199851	2	12951	49213.57	2730.975	204	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.9061999999999997	204	1
2_MACS_peak_14289_lociStitched	chr2	11883357	11896693	2	12935	35359.0704	2556.5112	205	LPIN1		LPIN1	LPIN1	0.347	205	1
2_MACS_peak_23263_lociStitched	chr6	381438	400757	2	12884	18412.9389	3046.6063	206	IRF4		IRF4	IRF4	0.48039999999999994	206	1
3_MACS_peak_1789_lociStitched	chr1	155939566	155954060	3	12789	37649.6144	3929.3234	207	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	1.0151999999999999	207	1
1_MACS_peak_14612_lociStitched	chr2	43444248	43457016	1	12769	36290.4864	2339.0976	208	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.3756	208	1
3_MACS_peak_22669_lociStitched	chr5	131823096	131842312	3	12728	25353.5904	3378.1728	209	IRF1	IL5	IRF1	IRF1	0.40230000000000005	209	1
2_MACS_peak_16116_lociStitched	chr2	202116037	202129014	2	12712	41462.8127	2687.5367	210	CASP8		CASP8	CASP8	0.7632	210	1
6_MACS_peak_13288_lociStitched	chr19	10513567	10539655	6	12687	15201.4776	4043.64	211	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.0865	211	1
5_MACS_peak_16111_lociStitched	chr2	202083712	202102096	5	12654	20161.7328	3082.9968	212	CASP10,CASP8	CASP8	CASP8	CASP8	0.7632	212	1
2_MACS_peak_23602_lociStitched	chr6	26355138	26367919	2	12629	37753.7959	2322.3077	213	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.1639	213	1
3_MACS_peak_12256_lociStitched	chr17	76136796	76152843	3	12625	30184.407	2493.7038	214	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	1.1779000000000002	214	1
3_MACS_peak_5528_lociStitched	chr11	111279991	111294295	3	12624	20643.5328	2405.9328	215		POU2AF1	POU2AF1	POU2AF1	1.0606	215	1
5_MACS_peak_29794_lociStitched	chrX	128902351	128921281	5	12621	22589.169	2002.794	216	XPNPEP2,SASH3		SASH3	SASH3	0.485	216	1
4_MACS_peak_6865_lociStitched	chr12	92931027	92950998	4	12584	18860.6124	3027.6036	217			CLLU1OS	CLLU1OS	0.03839999999999999	217	1
1_MACS_peak_415_lociStitched	chr1	27018306	27030866	1	12561	32580.64	2508.232	218	ARID1A		ARID1A	ARID1A	0.41480000000000006	218	1
4_MACS_peak_11086_lociStitched	chr17	7736841	7762210	4	12512	19214.4806	3358.8556	219	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.6004	219	1
4_MACS_peak_16942_lociStitched	chr20	34673711	34690201	4	12506	15220.27	2590.579	220		EPB41L1,LOC647979	EPB41L1	LOC647979	0.5197	220	1
1_MACS_peak_12592_lociStitched	chr18	22929059	22941551	1	12493	18092.1636	1427.8356	221	ZNF521		ZNF521	ZNF521	0.015299999999999994	221	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	222	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.9774	222	1
3_MACS_peak_15311_lociStitched	chr2	109829175	109843996	3	12434	25782.6116	2549.212	223	SH3RF3		MIR4265	MIR4265	NONE	223	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	224	STK4,TOMM34	PABPC1L	STK4	STK4	0.2221	224	1
2_MACS_peak_27718_lociStitched	chr8	137188950	137201389	2	12419	29124.6746	2491.5317	225			KHDRBS3	KHDRBS3	NONE	225	1
5_MACS_peak_26879_lociStitched	chr8	27934062	27951570	5	12413	19372.602	3284.5008	226	ELP3,C8orf80		C8orf80	C8orf80	0.2546	226	1
3_MACS_peak_1892_lociStitched	chr1	160694671	160715484	3	12385	36443.563	5111.6728	227	SLAMF7	CD48	SLAMF7	CD48	1.0198	227	1
6_MACS_peak_1227_lociStitched	chr1	93409171	93428448	6	12360	14744.9773	1669.3882	228	FAM69A		FAM69A	FAM69A	0.1413	228	1
5_MACS_peak_13056_lociStitched	chr19	1647575	1672863	5	12348	32629.1064	4427.9288	229	TCF3	UQCR11	TCF3	UQCR11	0.5126000000000001	229	1
3_MACS_peak_11251_lociStitched	chr17	20204883	20224576	3	12293	20342.869	2760.9586	230	SPECC1,CCDC144C		CCDC144C	CCDC144C	0.013999999999999999	230	1
1_MACS_peak_10485_lociStitched	chr16	56963243	56975518	1	12276	35126.14	2545.835	231	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.5463	231	1
4_MACS_peak_17000_lociStitched	chr20	37486724	37511328	4	12275	66425.8792	3700.4416	232	PPP1R16B	FAM83D	FAM83D	FAM83D	0.00990000000000002	232	1
3_MACS_peak_1888_lociStitched	chr1	160633521	160656127	3	12272	37152.961	5466.1308	233	CD48	SLAMF1	SLAMF1	SLAMF1	0.0345	233	1
3_MACS_peak_9086_lociStitched	chr15	46994483	47008928	3	12271	20848.4685	2075.7465	234			SEMA6D	SEMA6D	NONE	234	1
6_MACS_peak_14938_lociStitched	chr2	70334941	70360787	6	12202	37680.8834	3900.1614	235	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	4.9216	235	1
3_MACS_peak_27283_lociStitched	chr8	81046303	81061131	3	12201	15520.4676	2723.9036	236	TPD52		TPD52	TPD52	0.2582	236	1
5_MACS_peak_19782_lociStitched	chr3	151985405	152001812	5	12200	19726.1361	2703.8736	237	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7582	237	1
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	238	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.8379000000000001	238	1
2_MACS_peak_12001_lociStitched	chr17	62197184	62210368	2	12146	18800.384	2723.8144	239	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.6543	239	1
4_MACS_peak_22350_lociStitched	chr5	88595642	88617501	4	12143	39381.1744	3541.158	240			MEF2C	MEF2C	0.4028999999999999	240	1
5_MACS_peak_12174_lociStitched	chr17	73850654	73875852	5	12112	33745.1616	3930.888	241	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.3897	241	1
5_MACS_peak_689_lociStitched	chr1	40839056	40858461	5	12096	18533.7155	3386.1725	242	SMAP2	SMAP2	SMAP2	SMAP2	0.2328	242	1
2_MACS_peak_10063_lociStitched	chr16	12055945	12072062	2	12068	66049.0777	3452.2614	243	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	4.6522	243	1
2_MACS_peak_23749_lociStitched	chr6	31694406	31709345	2	12006	38426.0958	2960.9098	244	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.2231	244	1
4_MACS_peak_28855_lociStitched	chr9	130828672	130845669	4	11978	19753.9134	2442.4689	245	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.46669999999999995	245	1
4_MACS_peak_10442_lociStitched	chr16	50714071	50732816	4	11958	17828.3695	3182.901	246	NOD2,SNX20	CYLD	NOD2	NOD2	0.09090000000000001	246	1
2_MACS_peak_22666_lociStitched	chr5	131790462	131804301	2	11940	30923.2455	3170.5149	247	C5orf56	IRF1	IRF1	IRF1	0.40230000000000005	247	1
3_MACS_peak_28410_lociStitched	chr9	93671022	93690239	3	11936	29767.133	3278.4202	248			SYK	SYK	NONE	248	1
1_MACS_peak_18529_lociStitched	chr3	13049703	13061634	1	11932	52032.2841	2646.2958	249	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.31079999999999997	249	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	250			GRIK4	GRIK4	NONE	250	1
3_MACS_peak_2420_lociStitched	chr1	205242280	205258827	3	11852	37192.6919	4452.7977	251	TMCC2	NUAK2	NUAK2	NUAK2	0.31889999999999996	251	1
2_MACS_peak_20680_lociStitched	chr4	40302522	40319893	2	11843	20579.4237	3062.5073	252		CHRNA9	CHRNA9	NONE	NONE	252	1
2_MACS_peak_10554_lociStitched	chr16	66549294	66561568	2	11842	56837.2118	2610.6798	253	TK2	CKLF,CMTM1	TK2	TK2	1.3703999999999998	253	1
1_MACS_peak_7939_lociStitched	chr13	114556507	114568333	1	11827	42708.4164	2632.4676	254	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.7626000000000001	254	1
2_MACS_peak_17960_lociStitched	chr22	29207020	29221442	2	11824	39301.3922	2722.8736	255		CCDC117,XBP1	XBP1	XBP1	2.9061999999999997	255	1
2_MACS_peak_9193_lociStitched	chr15	56648155	56666319	2	11779	43802.486	2860.83	256	TEX9		TEX9	TEX9	0.4225	256	1
4_MACS_peak_16484_lociStitched	chr2	238599744	238613322	4	11775	12848.8614	1409.3964	257	LRRFIP1		LRRFIP1	LRRFIP1	0.0673	257	1
3_MACS_peak_29312_lociStitched	chrX	39953461	39969637	3	11724	18262.704	1175.9952	258	BCOR		BCOR	BCOR	0.27349999999999997	258	1
5_MACS_peak_11545_lociStitched	chr17	38251525	38270465	5	11722	16919.102	3503.9	259	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.5820000000000001	259	1
4_MACS_peak_2567_lociStitched	chr1	211743441	211756395	4	11706	15417.8508	3080.4612	260	SLC30A1		SLC30A1	SLC30A1	0.9048	260	1
3_MACS_peak_14595_lociStitched	chr2	42344321	42361109	3	11700	18485.2668	2838.8508	261		EML4	EML4	NONE	NONE	261	1
3_MACS_peak_9457_lociStitched	chr15	75352742	75370977	3	11691	31355.0825	2738.897	262		PPCDC	PPCDC	PPCDC	1.2249999999999999	262	1
2_MACS_peak_29407_lociStitched	chrX	48790707	48805036	2	11677	37913.1011	1610.5796	263	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.0496	263	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	264	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.6527999999999999	264	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	265		RHOB	RHOB	RHOB	0.44610000000000005	265	1
3_MACS_peak_1912_lociStitched	chr1	161144899	161163454	3	11659	37238.0295	4378.98	266	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	1.0839	266	1
2_MACS_peak_14593_lociStitched	chr2	42323088	42334846	2	11653	38534.4934	2458.5978	267		PKDCC	PKDCC	PKDCC	0.011499999999999996	267	1
4_MACS_peak_16107_lociStitched	chr2	202040111	202060352	4	11628	16113.8601	3388.3434	268	CASP10	CASP8	CASP10	CASP8	0.7632	268	1
2_MACS_peak_20645_lociStitched	chr4	38123670	38136842	2	11608	38732.266	2285.342	269	TBC1D1		PTTG2	PTTG2	NONE	269	1
1_MACS_peak_15920_lociStitched	chr2	182168549	182180123	1	11575	32128.2666	2159.7084	270			ITGA4	ITGA4	NONE	270	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	271		SUB1	SUB1	SUB1	0.9631000000000001	271	1
4_MACS_peak_4925_lociStitched	chr11	62308126	62325933	4	11555	15955.072	3173.2074	272	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.43029999999999996	272	1
3_MACS_peak_15146_lociStitched	chr2	89049124	89066775	3	11547	37789.0259	2898.2942	273	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.01720000000000002	273	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	274	NFIL3		NFIL3	NFIL3	0.6502	274	1
5_MACS_peak_6942_lociStitched	chr12	96878445	96902080	5	11528	21228.957	3157.636	275			CDK17	CDK17	0.036699999999999997	275	1
4_MACS_peak_5877_lociStitched	chr12	4248130	4264412	4	11499	16654.8578	2523.71	276			CCND2	CCND2	0.7084	276	1
1_MACS_peak_23422_lociStitched	chr6	11826992	11838479	1	11488	62934.9756	2227.3293	277		C6orf105	C6orf105	C6orf105	0.4401	277	1
2_MACS_peak_18839_lociStitched	chr3	46245628	46257535	2	11487	47831.6097	2774.331	278	CCR1	CCR3	CCR1	CCR1	2.3192000000000004	278	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	279			ITGB8	ITGB8	0.34659999999999996	279	1
2_MACS_peak_19941_lociStitched	chr3	169656045	169668515	2	11473	33158.977	3315.773	280	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	1.111	280	1
3_MACS_peak_2856_lociStitched	chr1	234734119	234749834	3	11451	49370.244	4013.611	281	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.9455	281	1
3_MACS_peak_18607_lociStitched	chr3	20080448	20098222	3	11443	18474.2956	2696.3158	282	KAT2B	C3orf48	KAT2B	KAT2B	0.1105	282	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	283	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2525	283	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	284			FAT1	FAT1	NONE	284	1
3_MACS_peak_615_lociStitched	chr1	37930768	37946363	3	11391	18243.031	2541.985	285	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.7006	285	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	286	ABCG1		ABCG1	ABCG1	0.2117	286	1
4_MACS_peak_17284_lociStitched	chr20	55957943	55975398	4	11352	19043.405	2735.1985	287	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.5345	287	1
4_MACS_peak_2415_lociStitched	chr1	205196279	205217908	4	11352	21062.3202	4994.1361	288	TMCC2	DSTYK	TMCC2	TMCC2	0.3456	288	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	289	NR3C1		NR3C1	NR3C1	0.16770000000000002	289	1
2_MACS_peak_8840_lociStitched	chr15	31546272	31560817	2	11342	53317.6065	2746.096	290			KLF13	KLF13	0.8011999999999999	290	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	291	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0539	291	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	292	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.5208999999999999	292	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	293	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.9769000000000001	293	1
4_MACS_peak_16890_lociStitched	chr20	32461572	32477528	4	11296	48960.986	2477.9668	294			CHMP4B	CHMP4B	1.2924	294	1
4_MACS_peak_2180_lociStitched	chr1	183865314	183885722	4	11296	30089.5552	4277.5168	295	RGL1		GLT25D2	GLT25D2	NONE	295	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	296	ADA	LOC79015	ADA	ADA	0.48829999999999996	296	1
1_MACS_peak_15379_lociStitched	chr2	112455349	112466629	1	11281	61809.888	2386.848	297			ANAPC1	ANAPC1	NONE	297	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	298	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.5126999999999999	298	1
3_MACS_peak_5217_lociStitched	chr11	72979558	73001784	3	11259	29525.0184	3465.0334	299	P2RY6	ARHGEF17	P2RY6	P2RY6	0.6273	299	1
4_MACS_peak_5938_lociStitched	chr12	7022765	7038376	4	11256	18647.3395	2415.0217	300	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	1.3846	300	1
4_MACS_peak_11773_lociStitched	chr17	46581647	46596372	4	11248	15531.93	2292.6825	301		HOXB1,HOXB2	HOXB1	HOXB2	0.043300000000000005	301	1
1_MACS_peak_4100_lociStitched	chr10	112214932	112226153	1	11222	51665.9724	2261.0315	302		DUSP5	DUSP5	DUSP5	0.8985000000000001	302	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	303	RUNX2	SUPT3H	RUNX2	RUNX2	0.1094	303	1
4_MACS_peak_657_lociStitched	chr1	40030495	40048093	4	11182	13270.6518	2998.6992	304	PABPC4,SNORA55	PPIEL	PABPC4	PABPC4	0.3806999999999999	304	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	305	ADRB2		ADRB2	ADRB2	1.0476999999999999	305	1
2_MACS_peak_9202_lociStitched	chr15	58582590	58595844	2	11136	31430.5356	2213.418	306			LIPC	LIPC	NONE	306	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	307	ARID5B		ARID5B	ARID5B	0.1962	307	1
2_MACS_peak_13674_lociStitched	chr19	35695033	35708244	2	11102	31588.8221	2450.6405	308		FXYD5,LSR,FAM187B	FAM187B	LSR	0.5402	308	1
3_MACS_peak_13475_lociStitched	chr19	16694113	16711412	3	11101	30027.6042	3681.2272	309	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.047299999999999995	309	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	310	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.9819000000000001	310	1
5_MACS_peak_14430_lociStitched	chr2	27293490	27310827	5	11093	17364.7392	2650.8273	311	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.6484	311	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	312	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.2752	312	1
4_MACS_peak_24694_lociStitched	chr6	135323017	135344031	4	11045	18645.7222	3017.6104	313	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.16870000000000002	313	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	314		CEACAM21	CEACAM21	NONE	NONE	314	1
1_MACS_peak_16389_lociStitched	chr2	231728836	231739873	1	11038	28508.571	868.6119	315	ITM2C		ITM2C	ITM2C	1.1557	315	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	316	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.27	316	1
3_MACS_peak_17698_lociStitched	chr21	45195021	45210493	3	11014	30007.944	3485.8416	317	RRP1,CSTB	LOC284837	CSTB	CSTB	0.8456000000000001	317	1
