REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_3069_lociStitched	chr13	115024779	115029888	2	3754	4956.7518	1199.5932	223	CDC16	UPF3A	UPF3A	223	1
2_MACS_peak_6295_lociStitched	chr20	25274961	25279460	2	4447	4009.5088	1317.7571	224	PYGB,ABHD12		PYGB	224	1
2_MACS_peak_5014_lociStitched	chr19	16476957	16483499	2	3438	5492.6632	1420.9224	226	EPS15L1	KLF2	KLF2	226	1
1_MACS_peak_745_lociStitched	chr1	179049606	179053270	1	3665	5058.8848	1252.3552	227	TOR3A		TOR3A	227	1
2_MACS_peak_10895_lociStitched	chr8	134510052	134514369	2	4164	4468.9584	1343.8821	228	ST3GAL1		ST3GAL1	228	1
3_MACS_peak_2183_lociStitched	chr11	118738904	118743875	3	3883	4586.7417	1067.7708	229		CXCR5,BCL9L	CXCR5	229	1
2_MACS_peak_842_lociStitched	chr1	197740370	197746795	2	4342	4758.355	1994.32	231	DENND1B		DENND1B	231	1
2_MACS_peak_9649_lociStitched	chr6	135190967	135195678	2	2909	5776.1571	1284.2186	232			ALDH8A1	232	1
1_MACS_peak_6699_lociStitched	chr21	45573201	45576348	1	3148	5495.2914	1238.9739	235		PWP2,C21orf33	C21orf33	235	1
1_MACS_peak_9286_lociStitched	chr6	32936108	32940534	1	4427	3802.8192	1268.049	236	BRD2	BRD2,HLA-DMB,HLA-DMA,HLA-DOA	BRD2	236	1
2_MACS_peak_6695_lociStitched	chr21	45199065	45204694	2	3865	5527.1151	2067.5317	237		RRP1,CSTB,LOC284837	CSTB	237	1
2_MACS_peak_6461_lociStitched	chr20	55967303	55974157	2	3342	5596.291	1532.5544	238	RBM38	RAE1,MTRNR2L3	RBM38	238	1
2_MACS_peak_9551_lociStitched	chr6	108992076	108995412	2	3079	4987.6536	708.2328	240	FOXO3		NCRNA00222	240	1
1_MACS_peak_523_lociStitched	chr1	149222203	149225512	1	3310	6822.1653	2763.015	241			LOC388692	241	1
2_MACS_peak_3684_lociStitched	chr15	89655012	89660374	2	3454	5462.8056	1602.7018	244	ABHD2		ABHD2	244	1
3_MACS_peak_8835_lociStitched	chr5	130710804	130718204	3	4041	4600.58	1509.6	245	CDC42SE2		CDC42SE2	245	1
1_MACS_peak_7656_lociStitched	chr3	183242925	183246695	1	3771	4841.057	1374.165	246	KLHL6		KLHL6	246	1
3_MACS_peak_9543_lociStitched	chr6	108879332	108886987	3	4031	4602.186	1514.9245	248	FOXO3		FOXO3	248	1
3_MACS_peak_7873_lociStitched	chr4	40303170	40310833	3	3880	5226.166	1931.076	249		CHRNA9	CHRNA9	249	1
1_MACS_peak_1111_lociStitched	chr1	240075383	240078985	1	3603	5034.8756	1390.372	250			RPS7P5	250	1
1_MACS_peak_4193_lociStitched	chr17	18964272	18968448	1	4177	3997.6848	1202.2704	251		GRAP	GRAP	251	1
3_MACS_peak_3325_lociStitched	chr15	23661011	23668903	3	3519	5299.478	1576.8216	252			MKRN3	252	1
2_MACS_peak_9975_lociStitched	chr7	47514464	47522100	2	3891	5228.3692	2014.3768	254	TNS3		TNS3	254	1
2_MACS_peak_9025_lociStitched	chr5	172191776	172199996	2	3776	5214.768	1841.28	255	DUSP1		DUSP1	255	1
1_MACS_peak_1170_lociStitched	chr10	3915492	3918409	1	2918	5093.6654	815.3015	256			KLF6	256	1
2_MACS_peak_9138_lociStitched	chr6	11727664	11733069	2	3933	4529.39	1391.247	257	C6orf105		C6orf105	257	1
3_MACS_peak_1682_lociStitched	chr10	125823995	125832376	3	4048	4747.8365	1794.3721	258	CHST15		CHST15	258	1
2_MACS_peak_1299_lociStitched	chr10	30990063	30995438	2	3691	4898.775	1438.8875	260			LYZL2	260	1
2_MACS_peak_8883_lociStitched	chr5	138723838	138729393	2	3674	4975.6135	1500.961	261	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	261	1
2_MACS_peak_11203_lociStitched	chr9	93909815	93914257	2	3019	5026.123	884.8464	263			LOC100129316	263	1
3_MACS_peak_4964_lociStitched	chr19	10522655	10531117	3	3954	4653.2538	1642.4742	264		PDE4A,TYK2,MIR1181,CDC37	PDE4A	264	1
3_MACS_peak_152_lociStitched	chr1	31226289	31231255	3	4080	3887.8814	1127.7786	265	LAPTM5	LOC100129196,MATN1	LAPTM5	265	1
2_MACS_peak_7411_lociStitched	chr3	128997163	129002354	2	3669	4508.9026	1143.0582	266	C3orf37	COPG,C3orf47,H1FX	C3orf37	266	1
3_MACS_peak_8677_lociStitched	chr5	88177040	88186117	3	3982	5028.658	2126.7411	267	MEF2C		MEF2C	267	1
2_MACS_peak_9917_lociStitched	chr7	35764506	35770895	2	3615	5291.3698	1858.5601	268		HERPUD2	HERPUD2	268	1
2_MACS_peak_548_lociStitched	chr1	150583351	150586812	2	3057	5129.202	1103.3668	270		MCL1,ENSA	ENSA	270	1
2_MACS_peak_10325_lociStitched	chr7	134677264	134681670	2	3043	5398.2312	1383.9246	271	AGBL3		AGBL3	271	1
2_MACS_peak_2712_lociStitched	chr12	94598487	94602939	2	3534	4576.656	1084.5072	272	PLXNC1		PLXNC1	272	1
2_MACS_peak_4256_lociStitched	chr17	34427647	34431941	2	3765	4442.143	1255.995	273	CCL4	CCL18,CCL3	CCL4	273	1
3_MACS_peak_4294_lociStitched	chr17	38019812	38024654	3	4130	3737.0556	1185.3216	275	ZPBP2,IKZF3	GSDMB	IKZF3	275	1
2_MACS_peak_6693_lociStitched	chr21	45136043	45140336	2	3926	4054.3092	1143.6552	276	PDXK		PDXK	276	1
3_MACS_peak_2258_lociStitched	chr11	130670848	130677452	3	3630	4417.4156	1116.7364	283			SNX19	283	1
2_MACS_peak_10422_lociStitched	chr7	155533158	155539671	2	3364	5226.0312	1617.8292	284	RBM33		SHH	284	1
2_MACS_peak_7395_lociStitched	chr3	125554001	125560043	2	3502	5190.078	1752.7842	286		MIR548I1	MIR548I1	286	1
3_MACS_peak_3448_lociStitched	chr15	45016316	45021965	3	4002	3999.492	1316.7819	288		B2M,TRIM69,PATL2	TRIM69	288	1
2_MACS_peak_7940_lociStitched	chr4	71543173	71548191	2	3305	4623.0834	971.4848	289		ENAM,UTP3,RUFY3,IGJ	UTP3	289	1
3_MACS_peak_10337_lociStitched	chr7	137665727	137673384	3	3775	5379.8082	2335.385	290	CREB3L2		CREB3L2	290	1
1_MACS_peak_7679_lociStitched	chr3	186781129	186784953	1	3825	4518.056	1570.5168	292	ST6GAL1		ST6GAL1	292	1
2_MACS_peak_482_lociStitched	chr1	145153591	145160506	2	3478	6319.6185	2897.385	293		NOTCH2NL	NOTCH2NL	293	1
1_MACS_peak_75_lociStitched	chr1	17221245	17224586	1	3342	5213.6305	1640.0969	294		CROCC	CROCC	294	1
1_MACS_peak_1980_lociStitched	chr11	65263911	65267008	1	3098	4681.7349	873.354	297	MALAT1	SCYL1	MALAT1	297	1
1_MACS_peak_74_lociStitched	chr1	17065568	17068857	1	3290	5483.4208	1880.3213	299		ESPNP,MST1P9	ESPNP	299	1
1_MACS_peak_4335_lociStitched	chr17	43303236	43307089	1	3854	3931.6012	1090.0137	300	FMNL1	LOC100133991,C17orf46	FMNL1	300	1
2_MACS_peak_8330_lociStitched	chr4	185455433	185460337	2	3593	4461.6592	1238.7504	301			IRF2	301	1
2_MACS_peak_10404_lociStitched	chr7	150129922	150133548	2	3530	4499.866	1194.767	302	LOC285972	LOC728743,GIMAP8	LOC285972	302	1
2_MACS_peak_9536_lociStitched	chr6	106588626	106594177	2	3732	4353.6493	1345.0073	303		PRDM1	PRDM1	303	1
2_MACS_peak_6652_lociStitched	chr21	41304039	41308187	2	3479	4991.2884	1640.9488	304			PCP4	304	1
2_MACS_peak_8325_lociStitched	chr4	185338009	185343700	2	3909	4096.9509	1380.0675	305	IRF2		IRF2	305	1
3_MACS_peak_8652_lociStitched	chr5	81146946	81151362	3	3643	4012.8192	882.3168	306			SSBP2	306	1
2_MACS_peak_5375_lociStitched	chr2	42328680	42333864	2	3486	4582.1376	1252.4544	307			PKDCC	307	1
2_MACS_peak_6400_lociStitched	chr20	46386923	46391495	2	3559	4459.986	1233.5256	308	SULF2		SULF2	308	1
2_MACS_peak_8700_lociStitched	chr5	90675089	90679954	2	3829	4007.3005	1192.898	309	LOC100129716,ARRDC3		LOC100129716	309	1
3_MACS_peak_1505_lociStitched	chr10	81946880	81956999	3	3546	5170.809	1944.8718	311	ANXA11		ANXA11	311	1
2_MACS_peak_708_lociStitched	chr1	171220173	171227204	2	3466	5071.4603	1764.781	313	FMO1		FMO1	313	1
2_MACS_peak_9951_lociStitched	chr7	44672491	44679409	2	3446	5331.0108	2004.8364	314	OGDH		OGDH	314	1
1_MACS_peak_5336_lociStitched	chr2	33700492	33703898	1	3407	4529.2988	1162.8084	315	RASGRP3	RASGRP3	RASGRP3	315	1
3_MACS_peak_4352_lociStitched	chr17	46528482	46537051	3	3672	5301.6403	2290.4937	316		SKAP1	SKAP1	316	1
2_MACS_peak_1082_lociStitched	chr1	234652482	234659922	2	3511	5702.016	2476.776	317		TARBP1	TARBP1	317	1
3_MACS_peak_2507_lociStitched	chr12	46608414	46612459	3	3400	4342.712	990.216	319	SLC38A1		SLC38A1	319	1
2_MACS_peak_2308_lociStitched	chr12	7061939	7069180	2	2908	5448.8525	1618.3635	323	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	323	1
2_MACS_peak_589_lociStitched	chr1	154926807	154935023	2	3791	5319.0384	2577.3592	324	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	324	1
1_MACS_peak_10562_lociStitched	chr8	29630536	29633469	1	2934	4852.0619	1052.6537	326		C8orf75	C8orf75	326	1
2_MACS_peak_1977_lociStitched	chr11	65238835	65245595	2	3344	4854.356	1502.748	328		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	328	1
3_MACS_peak_7160_lociStitched	chr3	52739392	52745255	3	3659	4337.4474	1411.8104	330	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	330	1
3_MACS_peak_7854_lociStitched	chr4	38307722	38315418	3	3305	5321.784	1939.392	332			PTTG2	332	1
2_MACS_peak_739_lociStitched	chr1	178547233	178551228	2	3732	4243.8885	1459.773	333		C1orf220	C1orf220	333	1
1_MACS_peak_6469_lociStitched	chr20	56192912	56196595	1	3684	3674.1608	824.6237	334	ZBP1		ZBP1	334	1
1_MACS_peak_73_lociStitched	chr1	16991559	16994856	1	3298	5107.3827	1755.3228	337		MST1P2,CROCCP2	MST1P2	337	1
1_MACS_peak_5296_lociStitched	chr2	25641388	25644764	1	3377	4216.624	1046.8976	345	DTNB		DNMT3A	345	1
2_MACS_peak_10869_lociStitched	chr8	129669157	129672496	2	3101	4269.5793	796.3515	346			MIR1208	346	1
2_MACS_peak_7959_lociStitched	chr4	76024180	76028535	2	3449	4262.2385	1241.175	350			PARM1	350	1
2_MACS_peak_3277_lociStitched	chr14	106026076	106033925	2	3532	4377.3873	1484.2459	352		TMEM121	TMEM121	352	1
3_MACS_peak_7046_lociStitched	chr3	30696442	30703136	3	3552	4328.3404	1472.68	353	TGFBR2		TGFBR2	353	1
2_MACS_peak_10589_lociStitched	chr8	37755964	37761907	2	3074	4654.5576	1216.5321	356	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	356	1
1_MACS_peak_9379_lociStitched	chr6	52399933	52402952	1	3020	4304.4902	836.8668	360	TRAM2		TRAM2	360	1
2_MACS_peak_2408_lociStitched	chr12	26266430	26271168	2	3343	4237.1934	1154.1768	361		BHLHE41	BHLHE41	361	1
3_MACS_peak_7973_lociStitched	chr4	77608841	77619253	3	3694	4977.9772	2440.5728	362	SHROOM3		ANKRD56	362	1
2_MACS_peak_678_lociStitched	chr1	164685862	164691213	2	3523	4521.0599	1710.1796	363	PBX1		PBX1	363	1
2_MACS_peak_7274_lociStitched	chr3	98488505	98495130	2	3013	4872.6875	1419.7375	364	ST3GAL6		ST3GAL6	364	1
2_MACS_peak_6802_lociStitched	chr22	35704209	35707766	2	3129	4190.5017	871.1093	365	TOM1	MIR3909	TOM1	365	1
2_MACS_peak_6471_lociStitched	chr20	56253294	56257225	2	3743	3465.5696	1031.1013	366	PMEPA1		PMEPA1	366	1
3_MACS_peak_8563_lociStitched	chr5	56467543	56472659	3	3657	3613.9424	1031.8972	367	GPBP1	GPBP1	GPBP1	367	1
1_MACS_peak_968_lociStitched	chr1	212779913	212783186	1	3274	4269.6285	1142.9316	368	ATF3	FAM71A	ATF3	368	1
1_MACS_peak_9072_lociStitched	chr6	304150	307201	1	3052	4756.509	1409.8671	371	DUSP22		DUSP22	371	1
3_MACS_peak_3168_lociStitched	chr14	69259537	69263636	3	3565	3137.3746	472.2048	372	ZFP36L1,C14orf181		C14orf181	372	1
2_MACS_peak_1952_lociStitched	chr11	62318825	62324913	2	3660	3992.5104	1535.3936	374		AHNAK,EEF1G,TUT1,MTA2	AHNAK	374	1
1_MACS_peak_1955_lociStitched	chr11	62606606	62610179	1	3574	3824.5392	1234.4715	376	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	376	1
3_MACS_peak_4806_lociStitched	chr18	56752159	56756792	3	3418	3926.9308	1147.1308	379		LOC390858	LOC390858	379	1
2_MACS_peak_10168_lociStitched	chr7	102064301	102067623	2	3319	4076.094	1209.8724	386	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	386	1
2_MACS_peak_7721_lociStitched	chr3	196365739	196370707	2	3429	4206.9024	1518.7176	389	LRRC33		LRRC33	389	1
3_MACS_peak_6971_lociStitched	chr3	13455361	13463178	3	3395	4092.1995	1360.9397	392	NUP210		NUP210	392	1
2_MACS_peak_9853_lociStitched	chr7	22484017	22487997	2	3343	3784.184	987.04	393	MGC87042		MGC87042	393	1
1_MACS_peak_10400_lociStitched	chr7	150064161	150067137	1	2977	4367.28	1110.3456	394	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	394	1
2_MACS_peak_1819_lociStitched	chr11	19453670	19457834	2	3254	4130.2716	1221.7176	397	NAV2		NAV2	397	1
1_MACS_peak_6611_lociStitched	chr21	36259574	36262846	1	3273	3926.4	1045.404	398	RUNX1		RUNX1	398	1
2_MACS_peak_4766_lociStitched	chr18	48678177	48681113	2	2909	4079.572	762.1856	399		MEX3C	MEX3C	399	1
2_MACS_peak_7654_lociStitched	chr3	183228898	183235015	2	3034	5197.0032	2027.1738	401	KLHL6		KLHL6	401	1
2_MACS_peak_3520_lociStitched	chr15	58584825	58590448	2	3433	4020.445	1414.1845	406			LIPC	406	1
3_MACS_peak_2842_lociStitched	chr12	125398922	125406620	3	3225	4142.2938	1240.9176	408	UBC		UBC	408	1
2_MACS_peak_10866_lociStitched	chr8	129279338	129286977	2	3298	4678.8875	1887.5969	409			MIR1208	409	1
1_MACS_peak_6500_lociStitched	chr21	9651025	9654295	1	3271	4042.374	1213.17	410			MIR3648	410	1
2_MACS_peak_10911_lociStitched	chr8	137194177	137200901	2	2946	4767.316	1565.3472	414			KHDRBS3	414	1
2_MACS_peak_615_lociStitched	chr1	156195190	156199014	2	3169	4341.0048	1411.4384	415	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	415	1
3_MACS_peak_9042_lociStitched	chr5	175077558	175084217	3	3019	4568.074	1454.3256	416		HRH2	HRH2	416	1
2_MACS_peak_10148_lociStitched	chr7	99814672	99819776	2	2957	4509.384	1334.696	417	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	417	1
2_MACS_peak_1187_lociStitched	chr10	6967792	6971241	2	3139	3896.6802	961.9261	419			LOC439949	419	1
2_MACS_peak_2619_lociStitched	chr12	68874559	68882281	2	3394	4300.3818	1746.7164	421			RAP1B	421	1
1_MACS_peak_8527_lociStitched	chr5	49961384	49964733	1	3350	3169.4936	551.2454	422	PARP8		PARP8	422	1
2_MACS_peak_10533_lociStitched	chr8	26429077	26434853	2	3207	4342.9744	1519.088	423	DPYSL2	DPYSL2	DPYSL2	423	1
2_MACS_peak_833_lociStitched	chr1	193506078	193510548	2	3442	3700.713	1252.941	424			B3GALT2	424	1
2_MACS_peak_5241_lociStitched	chr2	10585158	10589391	2	3189	3708.9546	891.4698	427	ODC1,SNORA80B		SNORA80B	427	1
3_MACS_peak_3365_lociStitched	chr15	31369147	31376123	3	2978	4303.4944	1224.9856	430	TRPM1	MIR211	MIR211	430	1
2_MACS_peak_2000_lociStitched	chr11	67647617	67653399	2	3383	4171.713	1648.4482	431			LOC645332	431	1
2_MACS_peak_5595_lociStitched	chr2	89051042	89055072	2	3199	4052.971	1260.584	432		ANKRD36BP2	ANKRD36BP2	432	1
3_MACS_peak_10766_lociStitched	chr8	101506407	101515254	3	3227	3740.5116	1009.4427	433			ANKRD46	433	1
2_MACS_peak_1034_lociStitched	chr1	226840733	226845195	2	3233	4268.7954	1548.314	434	ITPKB		ITPKB	434	1
2_MACS_peak_6039_lociStitched	chr2	204663058	204669373	2	3335	3715.1145	1157.5395	436			CTLA4	436	1
1_MACS_peak_646_lociStitched	chr1	160642829	160645921	1	3093	4360.6476	1486.0152	440		SLAMF1,CD48	SLAMF1	440	1
3_MACS_peak_3927_lociStitched	chr16	31880275	31889402	3	3231	4202.9835	1517.8201	441	ZNF267		ZNF267	441	1
2_MACS_peak_5239_lociStitched	chr2	10547932	10551130	2	3188	3493.4952	762.4032	444	HPCAL1	SNORA80B,ODC1	SNORA80B	444	1
2_MACS_peak_5908_lociStitched	chr2	175457917	175463031	2	3178	4143.3628	1416.0666	447	WIPF1		WIPF1	447	1
2_MACS_peak_8315_lociStitched	chr4	185186363	185190050	2	3342	3522.5598	1063.6995	451		ENPP6	ENPP6	451	1
3_MACS_peak_5378_lociStitched	chr2	42350882	42356949	3	3257	3830.7038	1246.1618	455		EML4	EML4	455	1
2_MACS_peak_6376_lociStitched	chr20	43270979	43276355	2	2900	4193.8176	1182.72	463	ADA	LOC79015	ADA	463	1
3_MACS_peak_9350_lociStitched	chr6	45388066	45394528	3	3268	3676.878	1166.391	465	RUNX2	SUPT3H	RUNX2	465	1
3_MACS_peak_2729_lociStitched	chr12	96894598	96901153	3	3193	3770.436	1151.7135	467			CDK17	467	1
3_MACS_peak_7571_lociStitched	chr3	169845873	169850743	3	3003	4094.696	1238.928	469	PHC3		PHC3	469	1
2_MACS_peak_10171_lociStitched	chr7	102081584	102086353	2	3049	3774.6635	1009.1204	476	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	476	1
2_MACS_peak_10013_lociStitched	chr7	55636241	55642368	2	3168	3935.9848	1336.9114	477	VOPP1		VOPP1	477	1
2_MACS_peak_5365_lociStitched	chr2	38890465	38895206	2	2948	4150.7455	1267.2693	479	GALM		GALM	479	1
2_MACS_peak_11201_lociStitched	chr9	93861704	93864829	2	2991	3673.75	872.5	484		LOC100129316	LOC100129316	484	1
2_MACS_peak_5674_lociStitched	chr2	109829854	109835535	2	3098	4205.0762	1561.1388	486	SH3RF3		MIR4265	486	1
2_MACS_peak_1347_lociStitched	chr10	45914233	45917461	2	3229	3332.2644	885.4404	487	ALOX5		ALOX5	487	1
1_MACS_peak_6324_lociStitched	chr20	33002249	33005171	1	2923	3539.7108	710.6304	493	ITCH	MIR644	MIR644	493	1
3_MACS_peak_8186_lociStitched	chr4	140128301	140135809	3	2934	4090.3584	1295.8808	499			C4orf49	499	1
2_MACS_peak_8666_lociStitched	chr5	86412569	86418562	2	3189	3665.9181	1242.3489	501		MIR4280	MIR4280	501	1
1_MACS_peak_9031_lociStitched	chr5	173170458	173173561	1	3104	3441.227	919.7292	505			BOD1	505	1
2_MACS_peak_6613_lociStitched	chr21	36420859	36424169	2	2933	3762.808	1021.466	509	RUNX1	C21orf96	RUNX1	509	1
2_MACS_peak_6678_lociStitched	chr21	43944254	43948878	2	3045	4257.7792	1677.5872	510	SLC37A1	RSPH1	SLC37A1	510	1
2_MACS_peak_8845_lociStitched	chr5	131436011	131440423	2	2932	4255.374	1599.35	530		IL3,CSF2	CSF2	530	1
2_MACS_peak_466_lociStitched	chr1	143949895	143954368	2	2961	4391.5914	1900.1304	558	SRGAP2P2	FAM72D	SRGAP2P2	558	1
1_MACS_peak_9844_lociStitched	chr7	20368700	20371611	1	2912	3245.4739	746.0893	569	ITGB8		ITGB8	569	1
2_MACS_peak_11294_lociStitched	chr9	112904996	112911353	2	2934	3743.0016	1305.7278	575	PALM2-AKAP2,AKAP2		AKAP2	575	1
