#33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_ROSE/33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam
#Using cutoff of 2411.212 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
2_MACS_peak_3069_lociStitched	chr13	115024779	115029888	2	3754	4956.7518	1199.5932	264	1
1_MACS_peak_6127_lociStitched	chr2	228275272	228277164	1	1893	4186.6176	433.268	265	1
1_MACS_peak_8685_lociStitched	chr5	88637575	88640393	1	2819	4544.025	805.948	266	1
1_MACS_peak_10187_lociStitched	chr7	104651820	104655724	1	3905	4926.848	1193.4528	267	1
2_MACS_peak_7729_lociStitched	chr3	197456612	197464682	2	4731	6272.811	2549.313	268	1
3_MACS_peak_3325_lociStitched	chr15	23661011	23668903	3	3519	5299.478	1576.8216	269	1
1_MACS_peak_6841_lociStitched	chr22	39379902	39381868	1	1967	4152.5852	430.554	270	1
3_MACS_peak_920_lociStitched	chr1	206729899	206737461	3	5229	6429.9686	2722.32	271	1
2_MACS_peak_5337_lociStitched	chr2	33718830	33723004	2	2847	4774.2212	1079.8138	272	1
1_MACS_peak_8065_lociStitched	chr4	100767713	100769439	1	1727	4105.6362	419.5906	273	1
3_MACS_peak_8927_lociStitched	chr5	148205375	148214859	3	4963	5909.4804	2233.482	274	1
1_MACS_peak_10426_lociStitched	chr7	156714967	156716743	1	1777	4137.7248	470.9952	275	1
1_MACS_peak_1529_lociStitched	chr10	90144532	90146765	1	2234	4274.6319	610.2789	276	1
1_MACS_peak_5373_lociStitched	chr2	39718614	39720316	1	1703	4121.0526	462.7738	277	1
2_MACS_peak_8003_lociStitched	chr4	82412567	82415823	2	2213	4449.324	797.72	278	1
2_MACS_peak_7940_lociStitched	chr4	71543173	71548191	2	3305	4623.0834	971.4848	279	1
1_MACS_peak_1111_lociStitched	chr1	240075383	240078985	1	3603	5034.8756	1390.372	280	1
2_MACS_peak_88_lociStitched	chr1	21616931	21622193	2	3967	4794.2082	1152.9042	281	1
1_MACS_peak_6237_lociStitched	chr20	12033480	12035142	1	1663	4056.942	424.3086	282	1
1_MACS_peak_1710_lociStitched	chr10	130855299	130857228	1	1930	4298.9694	667.6269	283	1
1_MACS_peak_6283_lociStitched	chr20	24127857	24129896	1	2040	4186.8826	556.4431	284	1
1_MACS_peak_6358_lociStitched	chr20	40711106	40713048	1	1943	4237.8324	607.6518	285	1
1_MACS_peak_6675_lociStitched	chr21	43880307	43881857	1	1551	4239.56	616.125	286	1
2_MACS_peak_10422_lociStitched	chr7	155533158	155539671	2	3364	5226.0312	1617.8292	287	1
1_MACS_peak_74_lociStitched	chr1	17065568	17068857	1	3290	5483.4208	1880.3213	288	1
3_MACS_peak_6465_lociStitched	chr20	56048016	56056954	3	4564	5706.0192	2106.6866	289	1
2_MACS_peak_3695_lociStitched	chr15	90639453	90645725	2	4623	5540.0576	1942.4384	290	1
1_MACS_peak_75_lociStitched	chr1	17221245	17224586	1	3342	5213.6305	1640.0969	291	1
3_MACS_peak_3650_lociStitched	chr15	81585806	81595524	3	4420	6166.071	2598.5932	292	1
2_MACS_peak_1193_lociStitched	chr10	8173111	8175783	2	2146	4104.4592	546.6912	293	1
1_MACS_peak_9659_lociStitched	chr6	135907604	135908802	1	1199	3962.8642	405.523	294	1
1_MACS_peak_8007_lociStitched	chr4	82482786	82484190	1	1405	3947.9076	394.6644	295	1
2_MACS_peak_1827_lociStitched	chr11	21432469	21435691	2	2569	4316.1912	775.2132	296	1
1_MACS_peak_10469_lociStitched	chr8	10822436	10825151	1	2716	4437.939	901.1085	297	1
2_MACS_peak_6945_lociStitched	chr3	5235984	5241782	2	4790	4971.2052	1435.005	298	1
3_MACS_peak_2183_lociStitched	chr11	118738904	118743875	3	3883	4586.7417	1067.7708	299	1
4_MACS_peak_4178_lociStitched	chr17	16872538	16883061	4	5019	5741.3488	2225.6145	300	1
1_MACS_peak_9677_lociStitched	chr6	138270536	138272829	1	2294	4107.2216	596.8679	301	1
1_MACS_peak_3279_lociStitched	chr14	106040321	106043019	1	2699	4049.1584	540.1396	302	1
2_MACS_peak_2712_lociStitched	chr12	94598487	94602939	2	3534	4576.656	1084.5072	303	1
1_MACS_peak_2012_lociStitched	chr11	69064112	69066616	1	2505	4076.7624	585.6856	304	1
2_MACS_peak_11128_lociStitched	chr9	73028414	73036403	2	4548	5002.7118	1515.5133	305	1
1_MACS_peak_4322_lociStitched	chr17	40729622	40731661	1	2040	4114.0903	629.8471	306	1
3_MACS_peak_11210_lociStitched	chr9	94181308	94192336	3	4503	5935.2696	2455.9356	307	1
1_MACS_peak_6902_lociStitched	chr22	48391774	48393054	1	1281	3831.68	354.176	308	1
2_MACS_peak_11337_lociStitched	chr9	123342129	123347053	2	2322	4658.5964	1182.2524	309	1
2_MACS_peak_8883_lociStitched	chr5	138723838	138729393	2	3674	4975.6135	1500.961	310	1
2_MACS_peak_10869_lociStitched	chr8	129669157	129672496	2	3101	4269.5793	796.3515	311	1
4_MACS_peak_1498_lociStitched	chr10	81003351	81015638	4	4389	5986.2264	2515.1489	312	1
1_MACS_peak_9379_lociStitched	chr6	52399933	52402952	1	3020	4304.4902	836.8668	313	1
1_MACS_peak_7656_lociStitched	chr3	183242925	183246695	1	3771	4841.057	1374.165	314	1
1_MACS_peak_7705_lociStitched	chr3	194023581	194025943	1	2363	4351.7488	886.4586	315	1
1_MACS_peak_1096_lociStitched	chr1	235242149	235243820	1	1672	4075.569	610.5834	316	1
1_MACS_peak_5799_lociStitched	chr2	137138778	137140880	1	2103	4114.665	649.7282	317	1
2_MACS_peak_1299_lociStitched	chr10	30990063	30995438	2	3691	4898.775	1438.8875	318	1
2_MACS_peak_6695_lociStitched	chr21	45199065	45204694	2	3865	5527.1151	2067.5317	319	1
2_MACS_peak_7274_lociStitched	chr3	98488505	98495130	2	3013	4872.6875	1419.7375	320	1
2_MACS_peak_9538_lociStitched	chr6	106610762	106616085	2	4018	5244.7519	1796.5125	321	1
2_MACS_peak_7611_lociStitched	chr3	176914536	176920241	2	5683	5155.038	1709.218	322	1
1_MACS_peak_3800_lociStitched	chr16	11057674	11060195	1	2522	4370.9098	932.77	323	1
2_MACS_peak_10589_lociStitched	chr8	37755964	37761907	2	3074	4654.5576	1216.5321	324	1
2_MACS_peak_7395_lociStitched	chr3	125554001	125560043	2	3502	5190.078	1752.7842	325	1
2_MACS_peak_9917_lociStitched	chr7	35764506	35770895	2	3615	5291.3698	1858.5601	326	1
2_MACS_peak_482_lociStitched	chr1	145153591	145160506	2	3478	6319.6185	2897.385	327	1
2_MACS_peak_3285_lociStitched	chr14	106323907	106328993	2	2325	4222.9058	805.1138	328	1
2_MACS_peak_7448_lociStitched	chr3	140472645	140476104	2	2304	4434.0921	1025.9394	329	1
2_MACS_peak_8573_lociStitched	chr5	58853285	58859629	2	2214	4704.076	1305.5952	330	1
2_MACS_peak_5822_lociStitched	chr2	150986132	150990743	2	1969	4154.0499	769.5759	331	1
3_MACS_peak_7854_lociStitched	chr4	38307722	38315418	3	3305	5321.784	1939.392	332	1
2_MACS_peak_11397_lociStitched	chr9	132769454	132773520	2	2365	4190.013	810.7604	333	1
2_MACS_peak_8858_lociStitched	chr5	131856098	131861750	2	2622	4417.038	1043.3592	334	1
2_MACS_peak_9025_lociStitched	chr5	172191776	172199996	2	3776	5214.768	1841.28	335	1
1_MACS_peak_7735_lociStitched	chr4	50648	52635	1	1988	4509.2978	1139.9419	336	1
1_MACS_peak_9478_lociStitched	chr6	88634662	88636474	1	1813	3857.5668	490.5084	337	1
1_MACS_peak_5336_lociStitched	chr2	33700492	33703898	1	3407	4529.2988	1162.8084	338	1
2_MACS_peak_7411_lociStitched	chr3	128997163	129002354	2	3669	4508.9026	1143.0582	339	1
2_MACS_peak_3669_lociStitched	chr15	85951018	85957296	2	2327	4687.1548	1325.2858	340	1
2_MACS_peak_5966_lociStitched	chr2	192540143	192544559	2	4101	4353.7344	1001.1072	341	1
3_MACS_peak_2507_lociStitched	chr12	46608414	46612459	3	3400	4342.712	990.216	342	1
1_MACS_peak_73_lociStitched	chr1	16991559	16994856	1	3298	5107.3827	1755.3228	343	1
2_MACS_peak_1977_lociStitched	chr11	65238835	65245595	2	3344	4854.356	1502.748	344	1
2_MACS_peak_6652_lociStitched	chr21	41304039	41308187	2	3479	4991.2884	1640.9488	345	1
1_MACS_peak_9072_lociStitched	chr6	304150	307201	1	3052	4756.509	1409.8671	346	1
1_MACS_peak_2787_lociStitched	chr12	109010321	109012340	1	2020	3976.6224	630.1299	347	1
2_MACS_peak_6657_lociStitched	chr21	41385074	41389369	2	4094	5074.972	1734.321	348	1
1_MACS_peak_8135_lociStitched	chr4	121669762	121671820	1	2059	4042.941	704.0418	349	1
1_MACS_peak_1091_lociStitched	chr1	235113788	235115320	1	1533	3951.9472	620.7664	350	1
2_MACS_peak_5375_lociStitched	chr2	42328680	42333864	2	3486	4582.1376	1252.4544	351	1
2_MACS_peak_3822_lociStitched	chr16	12057547	12064757	2	4368	5408.942	2082.248	352	1
2_MACS_peak_9951_lociStitched	chr7	44672491	44679409	2	3446	5331.0108	2004.8364	353	1
2_MACS_peak_6802_lociStitched	chr22	35704209	35707766	2	3129	4190.5017	871.1093	354	1
2_MACS_peak_4766_lociStitched	chr18	48678177	48681113	2	2909	4079.572	762.1856	355	1
1_MACS_peak_10482_lociStitched	chr8	12444356	12446457	1	2102	4415.4616	1101.9745	356	1
1_MACS_peak_8905_lociStitched	chr5	141243640	141245258	1	1619	3927.2096	614.5164	357	1
1_MACS_peak_4845_lociStitched	chr18	69847781	69849288	1	1508	3645.1316	333.4991	358	1
1_MACS_peak_11364_lociStitched	chr9	128394000	128395737	1	1738	3862.7406	552.8871	359	1
2_MACS_peak_708_lociStitched	chr1	171220173	171227204	2	3466	5071.4603	1764.781	360	1
2_MACS_peak_10404_lociStitched	chr7	150129922	150133548	2	3530	4499.866	1194.767	361	1
2_MACS_peak_2559_lociStitched	chr12	53863150	53869490	2	2585	4602.84	1297.798	362	1
2_MACS_peak_11253_lociStitched	chr9	102581162	102584481	2	2660	3960.2308	656.1663	363	1
2_MACS_peak_2703_lociStitched	chr12	92930849	92934291	2	2653	4219.2036	917.6372	364	1
3_MACS_peak_2258_lociStitched	chr11	130670848	130677452	3	3630	4417.4156	1116.7364	365	1
2_MACS_peak_6775_lociStitched	chr22	29214931	29219782	2	2644	4759.8012	1459.6659	366	1
2_MACS_peak_755_lociStitched	chr1	180817911	180822095	2	2450	4412.8648	1113.3624	367	1
3_MACS_peak_7873_lociStitched	chr4	40303170	40310833	3	3880	5226.166	1931.076	368	1
1_MACS_peak_6954_lociStitched	chr3	8699280	8701030	1	1751	3903.55	644.35	369	1
1_MACS_peak_10628_lociStitched	chr8	49861603	49862989	1	1387	3636.3096	378.1008	370	1
1_MACS_peak_10400_lociStitched	chr7	150064161	150067137	1	2977	4367.28	1110.3456	371	1
1_MACS_peak_3371_lociStitched	chr15	31547444	31550061	1	2618	3892.2641	638.548	372	1
2_MACS_peak_8969_lociStitched	chr5	156693123	156700310	2	2880	4540.7466	1289.3478	373	1
1_MACS_peak_839_lociStitched	chr1	195164155	195165534	1	1380	3641.5253	392.0497	374	1
4_MACS_peak_1735_lociStitched	chr11	2793556	2805236	4	4346	5386.816	2143.28	375	1
2_MACS_peak_7233_lociStitched	chr3	73497465	73501340	2	2321	4160.2	921.475	376	1
1_MACS_peak_4471_lociStitched	chr17	70417062	70419722	1	2661	3919.244	683.088	377	1
2_MACS_peak_6400_lociStitched	chr20	46386923	46391495	2	3559	4459.986	1233.5256	378	1
3_MACS_peak_1505_lociStitched	chr10	81946880	81956999	3	3546	5170.809	1944.8718	379	1
2_MACS_peak_10310_lociStitched	chr7	130790775	130795491	2	4348	4847.1048	1621.3608	380	1
2_MACS_peak_1082_lociStitched	chr1	234652482	234659922	2	3511	5702.016	2476.776	381	1
2_MACS_peak_8330_lociStitched	chr4	185455433	185460337	2	3593	4461.6592	1238.7504	382	1
1_MACS_peak_9675_lociStitched	chr6	138248120	138250037	1	1918	3735.4662	514.9062	383	1
2_MACS_peak_9975_lociStitched	chr7	47514464	47522100	2	3891	5228.3692	2014.3768	384	1
1_MACS_peak_10166_lociStitched	chr7	101948282	101950926	1	2645	3867.1144	659.1492	385	1
1_MACS_peak_3280_lociStitched	chr14	106047616	106049580	1	1965	4208.2628	1003.2112	386	1
1_MACS_peak_7728_lociStitched	chr3	197438541	197440646	1	2106	4022.0235	819.0555	387	1
2_MACS_peak_10911_lociStitched	chr8	137194177	137200901	2	2946	4767.316	1565.3472	388	1
2_MACS_peak_431_lociStitched	chr1	118172089	118177019	2	4919	4097.323	899.725	389	1
2_MACS_peak_4256_lociStitched	chr17	34427647	34431941	2	3765	4442.143	1255.995	390	1
2_MACS_peak_11394_lociStitched	chr9	132650191	132657404	2	2831	4516.0593	1330.0772	391	1
2_MACS_peak_5569_lociStitched	chr2	86220673	86227245	2	2802	4773.9008	1595.0244	392	1
2_MACS_peak_3727_lociStitched	chr15	96407268	96413703	2	2085	4247.1	1072.071	393	1
2_MACS_peak_10148_lociStitched	chr7	99814672	99819776	2	2957	4509.384	1334.696	394	1
2_MACS_peak_7654_lociStitched	chr3	183228898	183235015	2	3034	5197.0032	2027.1738	395	1
1_MACS_peak_5296_lociStitched	chr2	25641388	25644764	1	3377	4216.624	1046.8976	396	1
1_MACS_peak_6744_lociStitched	chr22	23235510	23240178	1	4669	4349.1756	1181.4708	397	1
1_MACS_peak_5685_lociStitched	chr2	110756336	110758609	1	2274	3776.5895	614.6192	398	1
1_MACS_peak_2113_lociStitched	chr11	102187439	102188948	1	1510	3527.5893	365.6307	399	1
1_MACS_peak_11352_lociStitched	chr9	126100750	126103298	1	2549	4123.6832	963.9084	400	1
1_MACS_peak_1635_lociStitched	chr10	112173631	112175751	1	2121	3737.984	589.572	401	1
1_MACS_peak_2257_lociStitched	chr11	130635466	130637228	1	1763	3743.369	602.604	402	1
2_MACS_peak_9138_lociStitched	chr6	11727664	11733069	2	3933	4529.39	1391.247	403	1
3_MACS_peak_8652_lociStitched	chr5	81146946	81151362	3	3643	4012.8192	882.3168	404	1
1_MACS_peak_968_lociStitched	chr1	212779913	212783186	1	3274	4269.6285	1142.9316	405	1
2_MACS_peak_10895_lociStitched	chr8	134510052	134514369	2	4164	4468.9584	1343.8821	406	1
1_MACS_peak_4392_lociStitched	chr17	54863941	54865156	1	1216	3406.9815	282.0015	407	1
1_MACS_peak_1460_lociStitched	chr10	74056413	74058373	1	1961	3704.008	579.768	408	1
2_MACS_peak_10556_lociStitched	chr8	29466701	29473271	2	2666	4345.398	1222.02	409	1
1_MACS_peak_4162_lociStitched	chr17	9292068	9293288	1	1221	3326.208	204.106	410	1
2_MACS_peak_6804_lociStitched	chr22	35767640	35773686	2	1946	4162.0664	1043.5396	411	1
1_MACS_peak_3748_lociStitched	chr15	101738932	101741207	1	2276	3760.575	646.7825	412	1
3_MACS_peak_9042_lociStitched	chr5	175077558	175084217	3	3019	4568.074	1454.3256	413	1
1_MACS_peak_2158_lociStitched	chr11	115126747	115129314	1	2568	3794.7961	682.5653	414	1
2_MACS_peak_150_lociStitched	chr1	31215996	31221503	2	5010	4609.9097	1499.0054	415	1
2_MACS_peak_825_lociStitched	chr1	192774815	192780413	2	4347	5035.401	1941.3864	416	1
3_MACS_peak_8835_lociStitched	chr5	130710804	130718204	3	4041	4600.58	1509.6	417	1
3_MACS_peak_9543_lociStitched	chr6	108879332	108886987	3	4031	4602.186	1514.9245	418	1
1_MACS_peak_5480_lociStitched	chr2	64439809	64442563	1	2755	3777.9372	692.3556	419	1
2_MACS_peak_2408_lociStitched	chr12	26266430	26271168	2	3343	4237.1934	1154.1768	420	1
3_MACS_peak_3365_lociStitched	chr15	31369147	31376123	3	2978	4303.4944	1224.9856	421	1
1_MACS_peak_11372_lociStitched	chr9	129766710	129768790	1	2081	3782.48	713.024	422	1
1_MACS_peak_6123_lociStitched	chr2	227636975	227638442	1	1468	3390.6771	324.7938	423	1
1_MACS_peak_10821_lociStitched	chr8	120920146	120922647	1	2502	3815.0254	756.8026	424	1
1_MACS_peak_9040_lociStitched	chr5	173699500	173701480	1	1981	3777.444	719.334	425	1
1_MACS_peak_1298_lociStitched	chr10	30817887	30819445	1	1559	3467.9522	413.0258	426	1
1_MACS_peak_4603_lociStitched	chr18	3525544	3527596	1	2053	3658.716	604.5192	427	1
1_MACS_peak_7608_lociStitched	chr3	176585338	176586943	1	1606	3772.2315	720.1635	428	1
1_MACS_peak_8101_lociStitched	chr4	108956491	108958384	1	1894	3597.6465	552.3774	429	1
3_MACS_peak_10337_lociStitched	chr7	137665727	137673384	3	3775	5379.8082	2335.385	430	1
1_MACS_peak_490_lociStitched	chr1	145453903	145456429	1	2527	4341.1836	1297.6062	431	1
2_MACS_peak_7398_lociStitched	chr3	126629687	126633074	2	2473	3868.2927	837.2664	432	1
1_MACS_peak_837_lociStitched	chr1	194258311	194259400	1	1090	3511.0449	486.4563	433	1
1_MACS_peak_9314_lociStitched	chr6	37122348	37124271	1	1924	3512.3595	489.2112	434	1
2_MACS_peak_7959_lociStitched	chr4	76024180	76028535	2	3449	4262.2385	1241.175	435	1
2_MACS_peak_6654_lociStitched	chr21	41325408	41332454	2	5644	5559.294	2541.4922	436	1
1_MACS_peak_3035_lociStitched	chr13	109814236	109815788	1	1553	3524.7472	510.1424	437	1
3_MACS_peak_4352_lociStitched	chr17	46528482	46537051	3	3672	5301.6403	2290.4937	438	1
2_MACS_peak_6376_lociStitched	chr20	43270979	43276355	2	2900	4193.8176	1182.72	439	1
3_MACS_peak_4964_lociStitched	chr19	10522655	10531117	3	3954	4653.2538	1642.4742	440	1
2_MACS_peak_9536_lociStitched	chr6	106588626	106594177	2	3732	4353.6493	1345.0073	441	1
1_MACS_peak_4007_lociStitched	chr16	68789748	68791868	1	2121	3657	648.508	442	1
2_MACS_peak_141_lociStitched	chr1	28925266	28928849	2	2230	3944.5247	939.1043	443	1
2_MACS_peak_1919_lociStitched	chr11	58344691	58347558	2	2721	3792.1809	795.8792	444	1
1_MACS_peak_5696_lociStitched	chr2	111807149	111809063	1	1915	3450.3678	454.575	445	1
2_MACS_peak_5016_lociStitched	chr19	16545931	16550111	2	2699	3946.756	953.04	446	1
1_MACS_peak_5692_lociStitched	chr2	111505513	111506921	1	1409	3551.68	560.384	447	1
2_MACS_peak_10448_lociStitched	chr8	2109755	2114661	2	2883	3770.7516	780.054	448	1
1_MACS_peak_1060_lociStitched	chr1	230244840	230246704	1	1865	3684.5688	701.0504	449	1
1_MACS_peak_10363_lociStitched	chr7	141257186	141259153	1	1968	3685.5679	702.6124	450	1
1_MACS_peak_10194_lociStitched	chr7	105817638	105819079	1	1442	3538.2314	555.9378	451	1
2_MACS_peak_208_lociStitched	chr1	40850817	40855610	2	2692	3984.9002	1010.8437	452	1
1_MACS_peak_876_lociStitched	chr1	202584118	202586010	1	1893	3855.896	882.4288	453	1
2_MACS_peak_7710_lociStitched	chr3	195264434	195270552	2	2453	4766.5338	1796.8566	454	1
1_MACS_peak_1090_lociStitched	chr1	235098004	235099665	1	1662	3534.2758	566.2349	455	1
1_MACS_peak_10373_lociStitched	chr7	142505981	142507759	1	1779	3664.8136	698.5762	456	1
2_MACS_peak_5498_lociStitched	chr2	65616967	65621931	2	2466	4058.07	1093.5692	457	1
3_MACS_peak_1682_lociStitched	chr10	125823995	125832376	3	4048	4747.8365	1794.3721	458	1
1_MACS_peak_7679_lociStitched	chr3	186781129	186784953	1	3825	4518.056	1570.5168	459	1
3_MACS_peak_4502_lociStitched	chr17	75079137	75086261	3	4341	4609.9404	1664.1664	460	1
2_MACS_peak_6333_lociStitched	chr20	34730309	34734458	2	2314	4008.7638	1068.3675	461	1
2_MACS_peak_1187_lociStitched	chr10	6967792	6971241	2	3139	3896.6802	961.9261	462	1
2_MACS_peak_615_lociStitched	chr1	156195190	156199014	2	3169	4341.0048	1411.4384	463	1
3_MACS_peak_7160_lociStitched	chr3	52739392	52745255	3	3659	4337.4474	1411.8104	464	1
2_MACS_peak_10855_lociStitched	chr8	126441667	126447627	2	2431	4419.34	1496.556	465	1
1_MACS_peak_8069_lociStitched	chr4	101939415	101941708	1	2294	3305.3595	383.3896	466	1
1_MACS_peak_7365_lociStitched	chr3	119356615	119358723	1	2109	3612.6904	693.532	467	1
1_MACS_peak_5077_lociStitched	chr19	38538379	38540473	1	2095	3649.6326	731.4342	468	1
1_MACS_peak_1558_lociStitched	chr10	94869615	94871325	1	1711	3359.295	442.206	469	1
2_MACS_peak_6693_lociStitched	chr21	45136043	45140336	2	3926	4054.3092	1143.6552	470	1
2_MACS_peak_1819_lociStitched	chr11	19453670	19457834	2	3254	4130.2716	1221.7176	471	1
3_MACS_peak_8677_lociStitched	chr5	88177040	88186117	3	3982	5028.658	2126.7411	472	1
3_MACS_peak_2842_lociStitched	chr12	125398922	125406620	3	3225	4142.2938	1240.9176	473	1
2_MACS_peak_3310_lociStitched	chr15	22460763	22466463	2	2757	4427.19	1526.46	474	1
2_MACS_peak_3277_lociStitched	chr14	106026076	106033925	2	3532	4377.3873	1484.2459	475	1
3_MACS_peak_4972_lociStitched	chr19	11199604	11207563	3	2813	4570.8537	1677.7572	476	1
2_MACS_peak_5365_lociStitched	chr2	38890465	38895206	2	2948	4150.7455	1267.2693	477	1
3_MACS_peak_7043_lociStitched	chr3	30684148	30691700	3	2563	4262.3488	1378.9952	478	1
1_MACS_peak_6611_lociStitched	chr21	36259574	36262846	1	3273	3926.4	1045.404	479	1
1_MACS_peak_646_lociStitched	chr1	160642829	160645921	1	3093	4360.6476	1486.0152	480	1
2_MACS_peak_1415_lociStitched	chr10	64412500	64415689	2	2313	3531.8175	658.5285	481	1
2_MACS_peak_10168_lociStitched	chr7	102064301	102067623	2	3319	4076.094	1209.8724	482	1
3_MACS_peak_7571_lociStitched	chr3	169845873	169850743	3	3003	4094.696	1238.928	483	1
3_MACS_peak_7046_lociStitched	chr3	30696442	30703136	3	3552	4328.3404	1472.68	484	1
1_MACS_peak_6469_lociStitched	chr20	56192912	56196595	1	3684	3674.1608	824.6237	485	1
1_MACS_peak_2276_lociStitched	chr12	1531441	1532937	1	1497	3294.6408	446.4064	486	1
2_MACS_peak_4117_lociStitched	chr17	3814103	3820212	2	4449	4469.9553	1624.3831	487	1
2_MACS_peak_9869_lociStitched	chr7	25002513	25006347	2	2160	3753.486	909.0414	488	1
1_MACS_peak_4335_lociStitched	chr17	43303236	43307089	1	3854	3931.6012	1090.0137	489	1
1_MACS_peak_6906_lociStitched	chr22	48493071	48495106	1	2036	3282.455	441.188	490	1
1_MACS_peak_7827_lociStitched	chr4	23335115	23336645	1	1531	3313.827	472.923	491	1
1_MACS_peak_11367_lociStitched	chr9	129158739	129160100	1	1362	3229.1086	389.9265	492	1
1_MACS_peak_5950_lociStitched	chr2	188732628	188734726	1	2099	3466.945	628.7706	493	1
1_MACS_peak_7568_lociStitched	chr3	169762008	169763603	1	1596	3401.178	564.1515	494	1
2_MACS_peak_10016_lociStitched	chr7	63765130	63768210	2	2141	3537.38	700.7	495	1
1_MACS_peak_6512_lociStitched	chr21	11167699	11172494	1	4796	5508.0165	2671.774	496	1
2_MACS_peak_2986_lociStitched	chr13	83793744	83796870	2	2368	3481.1136	646.1442	497	1
1_MACS_peak_10110_lociStitched	chr7	90560596	90562891	1	2296	3525.8085	692.4015	498	1
1_MACS_peak_6500_lociStitched	chr21	9651025	9654295	1	3271	4042.374	1213.17	499	1
1_MACS_peak_6324_lociStitched	chr20	33002249	33005171	1	2923	3539.7108	710.6304	500	1
1_MACS_peak_8253_lociStitched	chr4	159998176	159999727	1	1552	3091.4532	265.9965	501	1
2_MACS_peak_10533_lociStitched	chr8	26429077	26434853	2	3207	4342.9744	1519.088	502	1
2_MACS_peak_5241_lociStitched	chr2	10585158	10589391	2	3189	3708.9546	891.4698	503	1
2_MACS_peak_8700_lociStitched	chr5	90675089	90679954	2	3829	4007.3005	1192.898	504	1
2_MACS_peak_678_lociStitched	chr1	164685862	164691213	2	3523	4521.0599	1710.1796	505	1
2_MACS_peak_4522_lociStitched	chr17	75436424	75442175	2	2767	3853.17	1042.6563	506	1
2_MACS_peak_11201_lociStitched	chr9	93861704	93864829	2	2991	3673.75	872.5	507	1
2_MACS_peak_6741_lociStitched	chr22	23204983	23208812	2	2479	3333.5274	534.1455	508	1
2_MACS_peak_8440_lociStitched	chr5	15441365	15447936	2	2201	4178.4989	1380.5671	509	1
2_MACS_peak_9853_lociStitched	chr7	22484017	22487997	2	3343	3784.184	987.04	510	1
1_MACS_peak_5948_lociStitched	chr2	188450464	188451798	1	1335	3013.3726	216.9084	511	1
1_MACS_peak_4193_lociStitched	chr17	18964272	18968448	1	4177	3997.6848	1202.2704	512	1
1_MACS_peak_3293_lociStitched	chr15	20529452	20531976	1	2525	3559.5972	764.772	513	1
3_MACS_peak_8186_lociStitched	chr4	140128301	140135809	3	2934	4090.3584	1295.8808	514	1
1_MACS_peak_5708_lociStitched	chr2	112220605	112223011	1	2407	3349.8738	557.2296	515	1
2_MACS_peak_5595_lociStitched	chr2	89051042	89055072	2	3199	4052.971	1260.584	516	1
2_MACS_peak_10866_lociStitched	chr8	129279338	129286977	2	3298	4678.8875	1887.5969	517	1
2_MACS_peak_7566_lociStitched	chr3	169657739	169663944	2	2786	4723.8665	1934.0985	518	1
1_MACS_peak_10823_lociStitched	chr8	120945101	120947097	1	1997	3328.5296	539.5188	519	1
1_MACS_peak_9936_lociStitched	chr7	41920673	41922327	1	1655	3303.6996	518.8598	520	1
2_MACS_peak_739_lociStitched	chr1	178547233	178551228	2	3732	4243.8885	1459.773	521	1
1_MACS_peak_964_lociStitched	chr1	212661340	212662954	1	1615	3556.2876	772.6218	522	1
2_MACS_peak_8082_lociStitched	chr4	103533451	103538650	2	2749	3927.8445	1146.3795	523	1
1_MACS_peak_10306_lociStitched	chr7	129588448	129593081	1	4634	4450.4598	1670.1965	524	1
3_MACS_peak_4806_lociStitched	chr18	56752159	56756792	3	3418	3926.9308	1147.1308	525	1
1_MACS_peak_7074_lociStitched	chr3	39256804	39258759	1	1956	3277.362	503.217	526	1
1_MACS_peak_5846_lociStitched	chr2	157752424	157753546	1	1123	2978.349	204.5406	527	1
2_MACS_peak_10171_lociStitched	chr7	102081584	102086353	2	3049	3774.6635	1009.1204	528	1
2_MACS_peak_842_lociStitched	chr1	197740370	197746795	2	4342	4758.355	1994.32	529	1
1_MACS_peak_1002_lociStitched	chr1	222012463	222014031	1	1569	3146.0352	385.4144	530	1
3_MACS_peak_152_lociStitched	chr1	31226289	31231255	3	4080	3887.8814	1127.7786	531	1
2_MACS_peak_3798_lociStitched	chr16	10970374	10976208	2	2737	4233.7338	1477.1688	532	1
2_MACS_peak_6005_lociStitched	chr2	201287345	201292028	2	2499	3688.3308	934.7268	533	1
2_MACS_peak_6030_lociStitched	chr2	204443594	204449194	2	2199	3839.36	1085.84	534	1
1_MACS_peak_9377_lociStitched	chr6	52361914	52364136	1	2223	3332.7778	579.4976	535	1
