REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
2_MACS_peak_9942_lociStitched	chr7	43687733	43690140	2	2212	3043.6515	720.8965
1_MACS_peak_5708_lociStitched	chr2	112220605	112223011	1	2407	3349.8738000000003	557.2296
1_MACS_peak_1041_lociStitched	chr1	227126385	227128790	1	2406	1951.1765	877.1035
2_MACS_peak_3065_lociStitched	chr13	114913476	114915881	2	2163	3228.7125	509.6195
1_MACS_peak_9483_lociStitched	chr6	90007072	90009477	1	2406	5245.786	810.485
1_MACS_peak_6948_lociStitched	chr3	5253449	5255849	1	2401	2599.44	944.1600000000001
1_MACS_peak_10554_lociStitched	chr8	29412234	29414631	1	2398	5547.1374000000005	750.0213
2_MACS_peak_11573_lociStitched	chrX	57311158	57313555	2	1866	1817.8847999999998	331.7448
1_MACS_peak_1145_lociStitched	chr1	249166611	249169003	1	2393	2236.52	1020.6664000000001
1_MACS_peak_1459_lociStitched	chr10	74020002	74022393	1	2392	2120.5779	563.3196
1_MACS_peak_438_lociStitched	chr1	120610939	120613328	1	2390	1694.7566000000002	920.2428
1_MACS_peak_4546_lociStitched	chr17	76835534	76837922	1	2389	2046.0384	527.5092000000001
1_MACS_peak_731_lociStitched	chr1	176175907	176178293	1	2387	1720.306	651.6166000000001
2_MACS_peak_5632_lociStitched	chr2	99952298	99954681	2	2315	1615.4356999999998	581.2137
1_MACS_peak_7127_lociStitched	chr3	46579334	46581716	1	2383	4779.0066	908.2565999999999
1_MACS_peak_9248_lociStitched	chr6	27804465	27806847	1	2383	1829.8524	804.8778
1_MACS_peak_9780_lociStitched	chr7	2749114	2751490	1	2377	2132.9352000000003	566.4384
1_MACS_peak_1434_lociStitched	chr10	70715255	70717630	1	2376	1568.45	762.6125
1_MACS_peak_445_lociStitched	chr1	120751098	120753471	1	2374	2532.2282999999998	697.8992999999999
1_MACS_peak_657_lociStitched	chr1	161145572	161147945	1	2374	2379.1697999999997	926.1818999999999
1_MACS_peak_8743_lociStitched	chr5	108744308	108746679	1	2372	1886.3676	641.3555
2_MACS_peak_6799_lociStitched	chr22	35522793	35525162	2	1756	1631.0565	492.5151
1_MACS_peak_1028_lociStitched	chr1	226297759	226300127	1	2369	1713.248	679.616
2_MACS_peak_3500_lociStitched	chr15	53020895	53023263	2	2078	1949.8112	628.7040000000001
1_MACS_peak_10495_lociStitched	chr8	17940486	17942854	1	2369	2043.584	674.88
1_MACS_peak_4547_lociStitched	chr17	76884943	76887309	1	2367	2900.9526	806.806
1_MACS_peak_768_lociStitched	chr1	182583573	182585938	1	2366	3227.5155	716.595
1_MACS_peak_3338_lociStitched	chr15	27868167	27870531	1	2365	2960.91	425.75640000000004
1_MACS_peak_4840_lociStitched	chr18	67861157	67863521	1	2365	2809.1411999999996	650.5728
1_MACS_peak_2411_lociStitched	chr12	26308309	26310672	1	2364	3308.2	726.8588
1_MACS_peak_5686_lociStitched	chr2	111127951	111130313	1	2363	3222.949	764.8155999999999
1_MACS_peak_7705_lociStitched	chr3	194023581	194025943	1	2363	4351.7488	886.4586
1_MACS_peak_1872_lociStitched	chr11	35165081	35167442	1	2362	2640.3063	894.1107
2_MACS_peak_3348_lociStitched	chr15	28859331	28861692	2	1487	789.7545	169.75590000000003
1_MACS_peak_3437_lociStitched	chr15	41952221	41954581	1	2361	2084.352	647.584
2_MACS_peak_11112_lociStitched	chr9	70495225	70497585	2	2290	1465.56	462.56
1_MACS_peak_2410_lociStitched	chr12	26277422	26279776	1	2355	1803.8702	471.0354
2_MACS_peak_5934_lociStitched	chr2	183580467	183582818	2	2210	1763.0149000000001	437.99129999999997
1_MACS_peak_7671_lociStitched	chr3	185834983	185837333	1	2351	2572.31	959.27
2_MACS_peak_9453_lociStitched	chr6	81348121	81350471	2	1695	1249.26	356.72999999999996
1_MACS_peak_7967_lociStitched	chr4	77119147	77121496	1	2350	2519.7723	882.0495
1_MACS_peak_48_lociStitched	chr1	11627239	11629585	1	2347	2971.209	501.3402
2_MACS_peak_6912_lociStitched	chr22	49306787	49309130	2	2092	1342.7733	219.77339999999998
1_MACS_peak_1607_lociStitched	chr10	104153448	104155789	1	2342	2796.0903999999996	635.5815
2_MACS_peak_10985_lociStitched	chr9	6757309	6759650	2	1802	1757.6228	540.3028
1_MACS_peak_810_lociStitched	chr1	187153906	187156246	1	2341	5569.2	718.848
1_MACS_peak_6590_lociStitched	chr21	34586991	34589331	1	2341	3087.162	1039.4279999999999
2_MACS_peak_10921_lociStitched	chr8	141474162	141476498	2	2233	2522.88	737.4752
1_MACS_peak_1087_lociStitched	chr1	234907146	234909480	1	2335	4545.465	739.4112
2_MACS_peak_2656_lociStitched	chr12	80546394	80548728	2	1599	1669.0433999999998	383.70959999999997
1_MACS_peak_4736_lociStitched	chr18	42338179	42340510	1	2332	4795.3332	676.9223999999999
1_MACS_peak_618_lociStitched	chr1	156389673	156392002	1	2330	1628.9026000000001	627.6655000000001
1_MACS_peak_3869_lociStitched	chr16	22307737	22310065	1	2329	1534.152	613.428
1_MACS_peak_11197_lociStitched	chr9	93685154	93687482	1	2329	5330.887199999999	752.4096
1_MACS_peak_6265_lociStitched	chr20	19759747	19762074	1	2328	2920.1522999999997	536.8389
1_MACS_peak_604_lociStitched	chr1	155914883	155917209	1	2327	2620.239	665.236
2_MACS_peak_1464_lociStitched	chr10	74321312	74323636	2	1915	1542.6711999999998	485.25120000000004
1_MACS_peak_10508_lociStitched	chr8	19526645	19528968	1	2324	1858.8646	678.5483
1_MACS_peak_10570_lociStitched	chr8	33411077	33413400	1	2324	6088.8153	726.8667
1_MACS_peak_4877_lociStitched	chr19	1067497	1069818	1	2322	1835.4468	786.5868999999999
2_MACS_peak_8411_lociStitched	chr5	6827761	6830082	2	2082	1674.1373	466.98519999999996
2_MACS_peak_3444_lociStitched	chr15	44600024	44602344	2	2248	2272.208	604.128
1_MACS_peak_6738_lociStitched	chr22	22623900	22626218	1	2319	2671.9586	615.1972000000001
1_MACS_peak_608_lociStitched	chr1	156074867	156077181	1	2315	3042.91	680.3159999999999
2_MACS_peak_9978_lociStitched	chr7	47613950	47616264	2	1833	1907.893	506.5346
1_MACS_peak_605_lociStitched	chr1	155947956	155950268	1	2313	1987.3952000000002	849.66
1_MACS_peak_7732_lociStitched	chr3	197806686	197808996	1	2311	1897.203	754.9079999999999
1_MACS_peak_7565_lociStitched	chr3	169529899	169532208	1	2310	1781.1625999999999	885.9633
1_MACS_peak_1754_lociStitched	chr11	6946979	6949285	1	2307	2400.3154	813.7873999999999
1_MACS_peak_4195_lociStitched	chr17	19014570	19016875	1	2306	1598.9785	553.4305
2_MACS_peak_6255_lociStitched	chr20	17835254	17837559	2	2187	2429.009	541.675
1_MACS_peak_7102_lociStitched	chr3	45652945	45655249	1	2305	2428.8768	678.2976
1_MACS_peak_8787_lociStitched	chr5	118675576	118677879	1	2304	2503.1307	507.35089999999997
1_MACS_peak_647_lociStitched	chr1	160681024	160683326	1	2303	3104.7074000000002	1007.125
2_MACS_peak_5656_lociStitched	chr2	106413408	106415710	2	2053	1983.8636000000001	435.9988
1_MACS_peak_7564_lociStitched	chr3	169489619	169491918	1	2300	2210.4885	926.9568
1_MACS_peak_10276_lociStitched	chr7	122525552	122527848	1	2297	1803.2784	927.3543999999999
1_MACS_peak_10110_lociStitched	chr7	90560596	90562891	1	2296	3525.8085	692.4015
1_MACS_peak_8885_lociStitched	chr5	138749547	138751841	1	2295	1726.235	580.3820000000001
1_MACS_peak_8069_lociStitched	chr4	101939415	101941708	1	2294	3305.3595	383.3896
1_MACS_peak_9677_lociStitched	chr6	138270536	138272829	1	2294	4107.2216	596.8679
1_MACS_peak_2621_lociStitched	chr12	69201000	69203291	1	2292	3267.6533	719.1449
1_MACS_peak_5187_lociStitched	chr19	56329984	56332275	1	2292	2063.9619000000002	808.723
1_MACS_peak_6866_lociStitched	chr22	41842491	41844782	1	2292	1840.8185	620.861
1_MACS_peak_2696_lociStitched	chr12	92756321	92758611	1	2291	3194.55	796.462
1_MACS_peak_5564_lociStitched	chr2	85764949	85767239	1	2291	1524.6819999999998	507.235
1_MACS_peak_11205_lociStitched	chr9	93924340	93926630	1	2291	2758.305	670.741
1_MACS_peak_5152_lociStitched	chr19	49377976	49380263	1	2288	2485.969	577.2388000000001
1_MACS_peak_9243_lociStitched	chr6	27113281	27115568	1	2288	1667.6804	733.6696
1_MACS_peak_10238_lociStitched	chr7	113724694	113726980	1	2287	1848.9168	786.8412
1_MACS_peak_3305_lociStitched	chr15	21338601	21340886	1	2286	2098.7725	541.545
1_MACS_peak_5581_lociStitched	chr2	87600513	87602797	1	2285	1784.4892	677.206
1_MACS_peak_6748_lociStitched	chr22	23478846	23481130	1	2285	2302.9572	492.6588
2_MACS_peak_2690_lociStitched	chr12	91401568	91403849	2	1764	1796.0593999999999	412.40479999999997
1_MACS_peak_10892_lociStitched	chr8	134246014	134248295	1	2282	5919.6512	729.4638
2_MACS_peak_3630_lociStitched	chr15	77701903	77704182	2	1530	1364.8931	366.00739999999996
1_MACS_peak_3748_lociStitched	chr15	101738932	101741207	1	2276	3760.5750000000003	646.7825
2_MACS_peak_11440_lociStitched	chrX	5151811	5154086	2	1219	1349.9850000000001	233.415
1_MACS_peak_5685_lociStitched	chr2	110756336	110758609	1	2274	3776.5895	614.6192
1_MACS_peak_6096_lociStitched	chr2	219432600	219434872	1	2273	1693.776	570.272
2_MACS_peak_10127_lociStitched	chr7	95949577	95951847	2	1873	1561.7599999999998	495.087
2_MACS_peak_3174_lociStitched	chr14	71756114	71758383	2	1723	1445.8068	356.9137
2_MACS_peak_9047_lociStitched	chr5	176421418	176423686	2	1860	2015.3447999999999	564.0516
1_MACS_peak_10186_lociStitched	chr7	104622621	104624888	1	2268	2144.3552999999997	644.9614999999999
2_MACS_peak_10578_lociStitched	chr8	36522972	36525239	2	1700	2328.6623999999997	533.4251
1_MACS_peak_6687_lociStitched	chr21	44780680	44782946	1	2267	2841.564	944.4688
1_MACS_peak_2677_lociStitched	chr12	89738547	89740810	1	2264	1764.2348	610.5573999999999
1_MACS_peak_1084_lociStitched	chr1	234734614	234736874	1	2261	2333.902	562.514
2_MACS_peak_7099_lociStitched	chr3	45608807	45611065	2	2031	1678.3714	502.63079999999997
1_MACS_peak_6759_lociStitched	chr22	26897518	26899773	1	2256	2581.524	680.7845
1_MACS_peak_10218_lociStitched	chr7	108209342	108211597	1	2256	2284.3149999999996	851.2625
1_MACS_peak_10008_lociStitched	chr7	55575486	55577740	1	2255	3182.4226	488.21639999999996
1_MACS_peak_527_lociStitched	chr1	149576028	149578280	1	2253	2084.6764	489.81
1_MACS_peak_10350_lociStitched	chr7	139615322	139617572	1	2251	3516.75	1160.775
2_MACS_peak_3809_lociStitched	chr16	11669192	11671435	2	1922	2077.6909	536.3013
1_MACS_peak_10285_lociStitched	chr7	124051664	124053906	1	2243	1782.6142	791.8744
1_MACS_peak_8084_lociStitched	chr4	103747800	103750040	1	2241	3064.0959999999995	819.84
1_MACS_peak_11665_lociStitched	chrX	135112880	135115120	1	2241	2009.504	384.384
1_MACS_peak_4120_lociStitched	chr17	3976773	3979012	1	2240	2250.6428	542.2858
1_MACS_peak_8833_lociStitched	chr5	129659184	129661419	1	2236	5436.414	609.9314999999999
1_MACS_peak_6668_lociStitched	chr21	43428892	43431126	1	2235	1655.1706	807.8144
1_MACS_peak_9730_lociStitched	chr6	156715880	156718114	1	2235	1915.8784	334.20640000000003
2_MACS_peak_11255_lociStitched	chr9	102613361	102615595	2	2006	1732.4669999999999	606.9778
1_MACS_peak_1529_lociStitched	chr10	90144532	90146765	1	2234	4274.631899999999	610.2789
1_MACS_peak_461_lociStitched	chr1	143442425	143444656	1	2232	2987.5321	831.0475
1_MACS_peak_2262_lociStitched	chr11	130701110	130703339	1	2230	2235.2412	672.0435
1_MACS_peak_10393_lociStitched	chr7	148822940	148825169	1	2230	1727.9208	600.9384
1_MACS_peak_4381_lociStitched	chr17	48943430	48945655	1	2226	2238.1275	610.54
1_MACS_peak_8343_lociStitched	chr4	186316416	186318638	1	2223	1710.4956000000002	685.487
1_MACS_peak_9377_lociStitched	chr6	52361914	52364136	1	2223	3332.7778	579.4975999999999
1_MACS_peak_11166_lociStitched	chr9	86594167	86596389	1	2223	1502.2942	579.7198000000001
1_MACS_peak_4640_lociStitched	chr18	10950206	10952424	1	2219	3320.1241999999997	586.6610000000001
1_MACS_peak_7719_lociStitched	chr3	196229121	196231333	1	2213	1970.6708	762.9187999999999
2_MACS_peak_7993_lociStitched	chr4	79695155	79697366	2	2019	2141.5746	312.8565
1_MACS_peak_9684_lociStitched	chr6	139611581	139613792	1	2212	2498.8722000000002	606.4773
1_MACS_peak_10587_lociStitched	chr8	37738023	37740234	1	2212	4863.0945	705.9722999999999
1_MACS_peak_720_lociStitched	chr1	173792394	173794603	1	2210	1838.1089	719.4712999999999
1_MACS_peak_6359_lociStitched	chr20	40721126	40723335	1	2210	5508.5833	648.1206
2_MACS_peak_4037_lociStitched	chr16	74527837	74530044	2	1418	1001.5365999999999	229.74869999999999
1_MACS_peak_623_lociStitched	chr1	156629515	156631720	1	2206	1571.0625	866.565
1_MACS_peak_4604_lociStitched	chr18	3585539	3587743	1	2205	3096.3996	673.1016
1_MACS_peak_9067_lociStitched	chr5	180648727	180650930	1	2204	1683.7529	843.5287000000001
2_MACS_peak_5844_lociStitched	chr2	157197535	157199735	2	2139	1414.16	539.0
1_MACS_peak_6631_lociStitched	chr21	38638749	38640949	1	2201	2804.56	703.7800000000001
1_MACS_peak_8214_lociStitched	chr4	146100420	146102616	1	2197	1300.6908	382.7628
1_MACS_peak_4541_lociStitched	chr17	76743459	76745654	1	2196	2665.6079999999997	617.234
1_MACS_peak_8952_lociStitched	chr5	153437407	153439602	1	2196	2205.975	572.017
1_MACS_peak_4602_lociStitched	chr18	3447357	3449550	1	2194	1360.3179	419.9595
1_MACS_peak_6395_lociStitched	chr20	46043761	46045954	1	2194	1690.3644000000002	704.1723
1_MACS_peak_10233_lociStitched	chr7	112089684	112091874	1	2191	1905.9569999999999	1079.232
1_MACS_peak_9673_lociStitched	chr6	138187623	138189810	1	2188	1811.7108	415.53000000000003
1_MACS_peak_2793_lociStitched	chr12	109084496	109086682	1	2187	2083.258	736.682
1_MACS_peak_1732_lociStitched	chr11	2480543	2482728	1	2186	2040.7900000000002	367.517
1_MACS_peak_6688_lociStitched	chr21	44817997	44820181	1	2185	2507.232	508.2168
1_MACS_peak_11102_lociStitched	chr9	69267739	69269923	1	2185	1209.2808	631.1759999999999
1_MACS_peak_9803_lociStitched	chr7	7029623	7031806	1	2184	1766.2653	569.3263999999999
1_MACS_peak_11258_lociStitched	chr9	102845573	102847756	1	2184	1948.9824	653.5902
1_MACS_peak_10303_lociStitched	chr7	128761880	128764061	1	2182	2188.1973000000003	756.8069999999999
2_MACS_peak_2209_lociStitched	chr11	122992065	122994243	2	1512	1358.2008	372.87359999999995
1_MACS_peak_2761_lociStitched	chr12	104321603	104323781	1	2179	3106.0458	470.448
1_MACS_peak_4453_lociStitched	chr17	65645841	65648019	1	2179	1597.563	545.8068
1_MACS_peak_8372_lociStitched	chr5	9918	12096	1	2179	20053.7172	5802.627600000001
1_MACS_peak_10394_lociStitched	chr7	148843267	148845444	1	2178	1518.0221000000001	759.7729999999999
1_MACS_peak_10213_lociStitched	chr7	107383081	107385255	1	2175	2359.877	920.9064
1_MACS_peak_4004_lociStitched	chr16	68402206	68404379	1	2174	1845.0943	450.6802
1_MACS_peak_5531_lociStitched	chr2	70368794	70370963	1	2170	1946.0268	644.4099
1_MACS_peak_7700_lociStitched	chr3	193801154	193803321	1	2168	5568.973300000001	1046.661
2_MACS_peak_2402_lociStitched	chr12	25402542	25404706	2	2148	1928.7731999999999	401.2056
1_MACS_peak_3537_lociStitched	chr15	63795006	63797167	1	2162	2105.6784000000002	730.6341
1_MACS_peak_6587_lociStitched	chr21	34143368	34145529	1	2162	2533.5564000000004	588.0081
1_MACS_peak_2172_lociStitched	chr11	117856452	117858612	1	2161	2002.536	669.8159999999999
1_MACS_peak_5126_lociStitched	chr19	45953154	45955313	1	2160	1743.6084	535.2161
1_MACS_peak_3912_lociStitched	chr16	30203887	30206045	1	2159	1503.4786	810.7606
1_MACS_peak_2511_lociStitched	chr12	46764906	46767063	1	2158	2026.5015	438.7338
1_MACS_peak_4114_lociStitched	chr17	3460689	3462844	1	2156	3314.1745	699.082
1_MACS_peak_8947_lociStitched	chr5	150612794	150614949	1	2156	1599.2255	685.29
1_MACS_peak_10369_lociStitched	chr7	141851641	141853796	1	2156	1690.1665	590.2544999999999
1_MACS_peak_177_lociStitched	chr1	36614605	36616755	1	2151	1812.235	615.115
1_MACS_peak_1461_lociStitched	chr10	74079031	74081180	1	2150	3056.9525000000003	590.3303
2_MACS_peak_4516_lociStitched	chr17	75241141	75243290	2	1683	1519.3429999999998	462.67969999999997
1_MACS_peak_5869_lociStitched	chr2	165697099	165699248	1	2150	1358.1680000000001	392.1925
1_MACS_peak_7878_lociStitched	chr4	40578284	40580433	1	2150	1649.5723999999998	549.9291000000001
1_MACS_peak_8671_lociStitched	chr5	87970070	87972217	1	2148	1760.1106	623.9182000000001
2_MACS_peak_2501_lociStitched	chr12	46062678	46064823	2	1652	1300.299	418.0605
1_MACS_peak_10275_lociStitched	chr7	121979389	121981534	1	2146	2666.235	693.4784999999999
1_MACS_peak_6203_lociStitched	chr20	5625721	5627865	1	2145	1981.4848	449.3824
1_MACS_peak_6635_lociStitched	chr21	38935196	38937340	1	2145	2705.9424	1045.6288
1_MACS_peak_123_lociStitched	chr1	27027709	27029852	1	2144	2440.6627	580.5387
1_MACS_peak_3766_lociStitched	chr16	2801697	2803839	1	2143	1422.0738000000001	579.8394
1_MACS_peak_9335_lociStitched	chr6	42896266	42898408	1	2143	1817.7012	661.0212
1_MACS_peak_6600_lociStitched	chr21	34913784	34915924	1	2141	2328.962	769.3299999999999
1_MACS_peak_11199_lociStitched	chr9	93734012	93736152	1	2141	2267.5440000000003	560.038
1_MACS_peak_3611_lociStitched	chr15	75300248	75302386	1	2139	2948.9434	541.7692000000001
1_MACS_peak_2468_lociStitched	chr12	32634896	32637033	1	2138	2470.7994	588.3161
1_MACS_peak_7593_lociStitched	chr3	173112242	173114379	1	2138	2105.5861	712.6895000000001
1_MACS_peak_3579_lociStitched	chr15	70306883	70309019	1	2137	2077.0464	689.928
1_MACS_peak_11198_lociStitched	chr9	93704032	93706165	1	2134	3525.849	837.4158
1_MACS_peak_2228_lociStitched	chr11	126334912	126337042	1	2131	2321.2740000000003	630.693
1_MACS_peak_1608_lociStitched	chr10	104404171	104406299	1	2129	1901.368	399.21279999999996
1_MACS_peak_7031_lociStitched	chr3	27135683	27137809	1	2127	2931.5414	524.9094
1_MACS_peak_478_lociStitched	chr1	144964894	144967019	1	2126	3448.875	1055.7
1_MACS_peak_2503_lociStitched	chr12	46120985	46123109	1	2125	2288.3976	550.3284
1_MACS_peak_496_lociStitched	chr1	145968063	145970185	1	2123	1807.7318	883.813
1_MACS_peak_11032_lociStitched	chr9	33220155	33222277	1	2123	2062.1596	554.6908000000001
1_MACS_peak_1689_lociStitched	chr10	125864515	125866636	1	2122	1532.2104000000002	477.225
1_MACS_peak_6361_lociStitched	chr20	42309466	42311587	1	2122	3249.5841	787.7394
1_MACS_peak_1635_lociStitched	chr10	112173631	112175751	1	2121	3737.9840000000004	589.572
1_MACS_peak_4007_lociStitched	chr16	68789748	68791868	1	2121	3657.0	648.508
1_MACS_peak_4215_lociStitched	chr17	25543626	25545746	1	2121	2373.5519999999997	462.584
1_MACS_peak_838_lociStitched	chr1	194799097	194801216	1	2120	3387.8572	644.1759999999999
1_MACS_peak_5420_lociStitched	chr2	47547840	47549959	1	2120	2220.5001	600.5246
2_MACS_peak_10529_lociStitched	chr8	25202790	25204908	2	1510	1433.0388	301.1796
1_MACS_peak_7495_lociStitched	chr3	151985932	151988048	1	2117	1566.8980000000001	426.7972
1_MACS_peak_3060_lociStitched	chr13	114789897	114792012	1	2116	1827.36	699.8535
1_MACS_peak_5348_lociStitched	chr2	37548112	37550227	1	2116	1693.269	636.8265
1_MACS_peak_7382_lociStitched	chr3	122512235	122514349	1	2115	1860.32	562.3240000000001
1_MACS_peak_6710_lociStitched	chr22	17022861	17024972	1	2112	2098.1229	458.2981
1_MACS_peak_7365_lociStitched	chr3	119356615	119358723	1	2109	3612.6904	693.532
1_MACS_peak_7561_lociStitched	chr3	169083403	169085511	1	2109	3493.3776	987.8088
2_MACS_peak_7867_lociStitched	chr4	40055954	40058061	2	1870	1253.0329	384.9489
1_MACS_peak_7582_lociStitched	chr3	170586695	170588800	1	2106	2055.322	671.495
1_MACS_peak_7728_lociStitched	chr3	197438541	197440646	1	2106	4022.0235000000002	819.0555
1_MACS_peak_8575_lociStitched	chr5	58886553	58888656	1	2104	2336.6432999999997	516.0762
1_MACS_peak_2065_lociStitched	chr11	82772734	82774836	1	2103	1840.0908	490.1864
1_MACS_peak_5799_lociStitched	chr2	137138778	137140880	1	2103	4114.665	649.7282
1_MACS_peak_10308_lociStitched	chr7	130644534	130646636	1	2103	2764.5503999999996	682.3092
1_MACS_peak_10482_lociStitched	chr8	12444356	12446457	1	2102	4415.4616	1101.9745
2_MACS_peak_8465_lociStitched	chr5	32280394	32282494	2	2021	1510.95	519.54
1_MACS_peak_6258_lociStitched	chr20	17948058	17950157	1	2100	1701.4494	537.7638
1_MACS_peak_10428_lociStitched	chr7	156930660	156932759	1	2100	1490.29	620.8842
1_MACS_peak_5950_lociStitched	chr2	188732628	188734726	1	2099	3466.945	628.7706000000001
1_MACS_peak_7515_lociStitched	chr3	156534250	156536345	1	2096	5134.0070000000005	735.1355
1_MACS_peak_9221_lociStitched	chr6	26122813	26124908	1	2096	2218.186	866.9110000000001
1_MACS_peak_5077_lociStitched	chr19	38538379	38540473	1	2095	3649.6326	731.4342
1_MACS_peak_2718_lociStitched	chr12	94954271	94956363	1	2093	2347.0148	411.07800000000003
1_MACS_peak_9841_lociStitched	chr7	20258847	20260939	1	2093	5482.922799999999	830.1056
1_MACS_peak_3377_lociStitched	chr15	31644248	31646338	1	2091	2047.573	515.812
1_MACS_peak_3622_lociStitched	chr15	75744493	75746581	1	2089	1212.084	691.9631999999999
1_MACS_peak_9626_lociStitched	chr6	130580592	130582679	1	2088	2003.1026	626.5174000000001
1_MACS_peak_6455_lociStitched	chr20	53319331	53321417	1	2087	2583.0938	413.2366
1_MACS_peak_8683_lociStitched	chr5	88608586	88610672	1	2087	2395.3538000000003	705.4852
1_MACS_peak_11372_lociStitched	chr9	129766710	129768790	1	2081	3782.48	713.024
1_MACS_peak_1019_lociStitched	chr1	225654282	225656361	1	2080	2749.8933	753.4296
1_MACS_peak_721_lociStitched	chr1	173836220	173838298	1	2079	1935.8648	780.4968
1_MACS_peak_4269_lociStitched	chr17	34889870	34891948	1	2079	1652.6334	520.539
1_MACS_peak_506_lociStitched	chr1	147509941	147512018	1	2078	2226.5440000000003	739.6197000000001
1_MACS_peak_7014_lociStitched	chr3	23202988	23205065	1	2078	4472.1964	691.2256
2_MACS_peak_7785_lociStitched	chr4	11566773	11568850	2	2016	1439.1533	266.4791
1_MACS_peak_754_lociStitched	chr1	180470926	180473001	1	2076	1882.44	1005.13
1_MACS_peak_10503_lociStitched	chr8	19245609	19247684	1	2076	2620.31	714.0075
1_MACS_peak_5853_lociStitched	chr2	158296991	158299065	1	2075	1448.4816	573.8758
1_MACS_peak_7610_lociStitched	chr3	176862148	176864221	1	2074	3337.3227	633.7161000000001
1_MACS_peak_11385_lociStitched	chr9	130732282	130734352	1	2071	2039.9850000000001	603.198
1_MACS_peak_3597_lociStitched	chr15	72765680	72767749	1	2070	1548.2327	543.9401
1_MACS_peak_2576_lociStitched	chr12	57106837	57108905	1	2069	2070.6884	673.9612000000001
1_MACS_peak_1867_lociStitched	chr11	35033953	35036020	1	2068	2169.3165000000004	559.1235
1_MACS_peak_4314_lociStitched	chr17	39821748	39823815	1	2068	2665.1898	628.3679999999999
1_MACS_peak_1981_lociStitched	chr11	65274081	65276147	1	2067	2217.8509999999997	626.4112
1_MACS_peak_3719_lociStitched	chr15	93374537	93376603	1	2067	2384.9904	568.3566000000001
1_MACS_peak_168_lociStitched	chr1	33115562	33117627	1	2066	1965.8799999999999	693.014
1_MACS_peak_3803_lociStitched	chr16	11403424	11405489	1	2066	3014.6935	737.8245000000001
1_MACS_peak_3998_lociStitched	chr16	68284801	68286865	1	2065	1959.9744	505.68
1_MACS_peak_8626_lociStitched	chr5	75697201	75699261	1	2061	2504.342	420.652
1_MACS_peak_9687_lociStitched	chr6	139695320	139697380	1	2061	1926.5120000000002	676.71
1_MACS_peak_8135_lociStitched	chr4	121669762	121671820	1	2059	4042.941	704.0418000000001
1_MACS_peak_626_lociStitched	chr1	157150838	157152895	1	2058	1579.1589000000001	660.7084
1_MACS_peak_1311_lociStitched	chr10	34493563	34495620	1	2058	1649.7140000000002	536.0542
1_MACS_peak_965_lociStitched	chr1	212731429	212733484	1	2056	1897.3815	793.641
1_MACS_peak_4146_lociStitched	chr17	7386501	7388556	1	2056	1488.642	586.7025
1_MACS_peak_10941_lociStitched	chr8	146126788	146128843	1	2056	1480.6275	533.6835
2_MACS_peak_10774_lociStitched	chr8	103118712	103120766	2	1456	1351.5320000000002	342.4018
2_MACS_peak_1137_lociStitched	chr1	247375022	247377074	2	1973	1935.0359999999998	672.8508
1_MACS_peak_3897_lociStitched	chr16	29464483	29466535	1	2053	1177.6427999999999	766.8324
1_MACS_peak_4603_lociStitched	chr18	3525544	3527596	1	2053	3658.716	604.5192
1_MACS_peak_9533_lociStitched	chr6	106531467	106533518	1	2052	1980.0354	581.2533999999999
1_MACS_peak_7296_lociStitched	chr3	101568456	101570502	1	2047	1679.1522	406.3356
1_MACS_peak_4998_lociStitched	chr19	13956837	13958882	1	2046	3089.995	576.0765
1_MACS_peak_11115_lociStitched	chr9	70849520	70851564	1	2045	1104.782	594.804
2_MACS_peak_6250_lociStitched	chr20	15965924	15967965	2	1849	1359.5101	422.48699999999997
1_MACS_peak_7720_lociStitched	chr3	196253937	196255978	1	2042	1341.5493	547.1921
2_MACS_peak_8597_lociStitched	chr5	66345607	66347648	2	1875	2099.1684999999998	456.5717
1_MACS_peak_1144_lociStitched	chr1	249151877	249153916	1	2040	1948.8762	737.3023999999999
1_MACS_peak_4322_lociStitched	chr17	40729622	40731661	1	2040	4114.0903	629.8471000000001
1_MACS_peak_6283_lociStitched	chr20	24127857	24129896	1	2040	4186.8826	556.4431
1_MACS_peak_9084_lociStitched	chr6	2989041	2991078	1	2038	1982.8158	626.5812
1_MACS_peak_3292_lociStitched	chr15	20332027	20334063	1	2037	2148.3871999999997	549.9236
1_MACS_peak_3330_lociStitched	chr15	24098831	24100867	1	2037	1595.4096	455.2496
1_MACS_peak_6906_lociStitched	chr22	48493071	48495106	1	2036	3282.455	441.188
1_MACS_peak_7670_lociStitched	chr3	185654710	185656745	1	2036	2183.3514999999998	807.6914999999999
1_MACS_peak_4345_lociStitched	chr17	45281703	45283737	1	2035	1554.7895999999998	716.7816
2_MACS_peak_8112_lociStitched	chr4	110480848	110482881	2	1873	1478.1942999999999	406.3967
1_MACS_peak_1528_lociStitched	chr10	90030394	90032426	1	2033	3069.7424	633.1712
1_MACS_peak_4144_lociStitched	chr17	7035185	7037217	1	2033	1595.7296	369.2144
1_MACS_peak_4887_lociStitched	chr19	1904108	1906140	1	2033	1476.8576	767.8928000000001
