GNE781_24	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
CCNY	34.8482383590064	35.5367693741019	0.0282268056934957	0.709719640423203
FZD8	3.16560679819135	13.197789876357	2.05974237997142	0.00551915086134458
ZNF248	7.37244819938288	5.85674382531269	-0.3320449884249	0.0963602490212801
ZNF25	2.06333320806751	3.64898780906061	0.822519509884573	0.000974876789245987
ZNF33A	38.3920442517944	52.0032071793978	0.437793219869058	0.0118931847782412
ZNF37A	24.9418228158516	28.1494750655501	0.174541113948446	0.195897651103136
HSD17B7P2	6.05099428727283	7.85536166529566	0.376505476916318	0.263375279517369
SEPT7P9	0.395495634751877	0.716165959249336	0.856632175040667	0.207576879147737
LINC00999	1.95311022420028	2.1639232828705	0.147875982168563	0.286670266216358
ZNF37BP	15.0903825422644	19.0436887939222	0.335683579373501	0.185997509204812
ZNF33B	20.6698487148327	17.7650218690519	-0.218488364886399	0.06926687117144
BMS1	31.956056232372	31.4978326745175	-0.0208368110317508	0.800414884049386
CSGALNACT2	39.0567768663796	56.9702724815347	0.544636409729087	0.00106717385124933
HNRNPF	321.276661986171	316.005919766319	-0.0238646003184084	0.792489592294699
ZNF487	1.78456745507505	1.43909486899173	-0.310412733479181	0.122780976205448
ZNF485	4.93983143028404	1.79882401250472	-1.4574077634884	0.000760556994427044
ZNF32	29.2705084369039	18.4547992767555	-0.665451759754041	0.0588446546258574
RASSF4	153.086309987418	61.872877267824	-1.30696624294599	2.40376162583814e-07
C10orf10	11.9427667792146	4.92422521545623	-1.27816845243092	0.000138785321452689
C10orf25	0.581237790313917	0.357324601154057	-0.701893261372282	0.0783819763241632
ZNF22	84.5343203185778	65.5298307553999	-0.367385378340682	0.0013506635113579
ALOX5	2.54165220326895	3.99918202083474	0.653938319071654	0.0248028918222462
MARCH8	29.6159862947682	38.1666100611075	0.365934920111058	0.00608015299753572
ZFAND4	6.15420918661736	11.564860538557	0.910102480515832	7.54338863242427e-05
FAM21C	29.3298189441076	24.3403089228942	-0.269020686624201	0.0296459485448797
AGAP4	3.88832014726922	6.85982537726474	0.819024842794708	0.0376039795005823
BMS1P5	0.360800505501281	0.59698694045781	0.72649801189732	0.00324211800436641
AGAP9	0.559475477379895	1.14887340237935	1.03807302979353	0.0207313680968044
CTGLF12P	1.27284786980703	2.00716258815821	0.657097486180331	0.0192190618305696
MAPK8	13.0310892163412	27.8664244648937	1.09657022439442	0.000444702818432707
ARHGAP22	5.07601611003024	0.487182943202653	-3.38116111900613	0.000872124241428882
C10orf128	15.2601687589435	4.9358950404831	-1.62838729503089	0.000332724491091635
ERCC6	6.47341441552447	12.2544522449354	0.920707228907842	0.00352382370538429
OGDHL	0.500622289962226	0.427986472622512	-0.226157329691906	0.281291684992523
PARG	16.9970501365273	18.7761086634899	0.14361371014112	0.175740314887948
PARGP1	3.88671363306283	7.32404520556831	0.914089879689032	0.00708386265619514
TIMM23B	7.6566045881378	9.57723320293181	0.322904177649987	0.0520717863221718
AGAP7P	1.04629324286874	1.57971084327573	0.594373255776477	0.086100913447505
NCOA4	151.086446651908	213.054172178056	0.495846055644248	0.00233563910310093
TIMM23	69.0510544960861	62.1169616012255	-0.152676183171562	0.0771094247924652
AGAP6	23.0832363035423	31.3941835889012	0.443651789150132	0.083016789145525
FAM21EP	0.901194823019197	0.946378336652198	0.0705780236984047	0.82448880115675
FAM21A	32.9427484792668	29.7511518042466	-0.147015404134984	0.200526201823886
ASAH2	0.75812877759064	1.05300855925422	0.474002329186518	0.440329149441707
SGMS1	14.9857783828323	19.6896046534512	0.393840122283289	0.0121878899
SGMS1-AS1	3.17308500604831	2.13807166529932	-0.569575960089822	0.136061405594206
ASAH2B	2.37997468864901	3.89663834939898	0.711283809503134	0.0231992966707172
CSTF2T	41.7386068859637	54.8339659075149	0.393687373092464	0.000606525261295718
DKK1	3.17506565978425	2.26348937116111	-0.488237894837086	0.0719042342602627
ZWINT	184.268824179383	174.247949064331	-0.0806703315439957	0.12160571152181
IPMK	6.6087006584151	12.3698355989282	0.904387770955913	0.00611584192518288
CISD1	56.5835617533435	35.3685978298581	-0.677913967349682	0.00450994941464127
UBE2D1	25.5713966999129	33.423641494483	0.386337960917623	0.0167175184148691
TFAM	40.5752959778632	41.2102198557595	0.0224005417910619	0.456539756465153
SLC16A9	4.39332112997634	2.60055685812894	-0.756491376018456	0.00773894325488347
CCDC6	17.615960605036	26.2660999740339	0.576318855379393	0.0190191210489891
ANK3	2.29544024146728	0.475470840905242	-2.27134210094622	0.0138501954829029
CDK1	123.288394234699	169.069407436885	0.455578634465244	0.00494906353120289
RHOBTB1	1.50347237577132	0.523437532055302	-1.52220908181796	0.00955048025327746
ARID5B	10.7481977846695	6.35534446868344	-0.758052546110642	0.00149417071648327
RTKN2	6.41926707089447	7.64996160309351	0.253043921650292	0.071400738852065
ADO	31.99358311982	32.2832264842208	0.0130021971040837	0.610259386637694
NRBF2	36.5099976995671	53.5672317429037	0.553059164257487	0.00128915595882364
JMJD1C	20.5723948515927	26.4457403697503	0.362325616242816	0.0240206552994655
REEP3	26.3478179758374	31.9248659431108	0.27699707346836	0.0883061595807584
DNAJC12	12.2012185774506	12.8694357652574	0.0769235609842395	0.282075304915469
SIRT1	27.1838410574414	50.1648292935266	0.883926918638314	0.000695780739003404
HERC4	17.9089441083426	20.1910571095529	0.17303616531083	0.0376832130342508
PBLD	4.01913977747742	3.51911642731487	-0.191673506902464	0.387015708956203
HNRNPH3	181.052681964869	131.159689113741	-0.465085160620271	0.00120938247271987
RUFY2	5.64615162050349	7.77249792398706	0.461110455106007	0.0287911890560125
DNA2	14.2295803553296	20.6197671608933	0.535134925876385	0.00275589727592809
SLC25A16	23.2214663836686	31.1710953292505	0.424749773046004	0.0296792469712887
TET1	2.06961466879066	1.24961508212982	-0.727878413358535	0.0374883874236981
CCAR1	75.0748820886261	84.9852401861821	0.178881998995654	0.0381182404618636
MIR1254-1	23.4007353682211	38.9991538520885	0.736888955559403	0.0617934527215089
STOX1	4.81485138664473	14.2995986304731	1.57041147896377	0.00194734093270115
DDX50	65.167681973652	62.0643719813025	-0.0703913511754331	0.203044655415051
DDX21	128.877861843919	59.218194412211	-1.12189205631815	0.00277312683291574
KIAA1279	63.7399090810783	78.3883141201544	0.298441636745005	0.000444792127913705
SRGN	321.046077830096	508.865463492457	0.664503905839281	0.000947324300720305
VPS26A	82.6785109735729	97.4369190154491	0.236956109220163	0.000673806145658025
SUPV3L1	48.373844845646	36.5076555131047	-0.406028187255382	0.0046268701740448
HK1	7.9711435239698	14.1007724302654	0.822915584335712	0.00461804003391936
TSPAN15	0.745446644235775	1.14709083934519	0.621802644829429	0.255675580484108
C10orf35	14.8924978711738	16.1819362349531	0.119798489613663	0.525958107760811
AIFM2	31.0105554603508	24.3310927444691	-0.349958252455589	0.00242346456602716
TYSND1	20.9135070562219	15.1412930711174	-0.465946595402361	0.000559331246249379
SAR1A	113.467411016202	127.047049132892	0.16308486646844	0.0716103072022218
PPA1	543.05041966605	437.262306757937	-0.312587162263047	0.00268108124980801
LRRC20	10.7859601184816	15.1476619165149	0.489940522366795	0.00160054938294977
EIF4EBP2	80.9708874247461	138.201609381277	0.771299221878871	0.000220613261403404
PALD1	51.2593359539352	13.1580668258605	-1.96186724428297	0.0018286916595424
SGPL1	28.9592771047281	18.5649004712496	-0.6414480088846	0.0105605761011439
PCBD1	27.9492036307905	10.3271123591531	-1.43637026841648	0.0102974590131026
SLC29A3	4.16876145983204	9.70962331885716	1.21979650568573	0.000158224179903971
C10orf54	0.784462319326196	3.06046749412398	1.96397598915033	0.00243518037621954
PSAP	870.589357205711	942.047736150951	0.113807783464936	0.0610537888697335
ASCC1	12.1538311339617	15.2781327545249	0.330057080237861	0.0608222734705751
ANAPC16	90.4361490054381	69.5048241885378	-0.3797864440387	0.00903343032722689
DDIT4	21.4503293918582	16.8455821563617	-0.348629515407246	0.0243667698509722
DNAJB12	37.5714726877105	38.6603690479677	0.0412177430802122	0.618325949421523
MICU1	52.9165819984613	69.2338477682708	0.387757652489572	0.0156817617497851
MCU	12.3586786921509	37.2231324852979	1.59067496132994	1.07289136362657e-06
P4HA1	26.6880638605617	29.2362431280671	0.131563290109108	0.0841786262671526
NUDT13	2.6917818517178	1.61621585816942	-0.73594160123742	0.0493062380583801
ECD	45.0842489810791	42.7805577387314	-0.0756681978940563	0.315256528306599
FAM149B1	19.9115664874622	23.4965448155427	0.238841897435903	0.0216286679690592
DNAJC9	116.583024464217	208.962704148806	0.841887737303755	0.00432220806453213
MRPS16	102.910020420176	87.5562584208314	-0.233101255647385	0.000133068920893711
CFAP70	2.19716278810572	2.3514925501035	0.0979349983160461	0.621311868817847
ANXA7	140.205100366237	195.905544605258	0.482619397465642	0.00262828939864184
MSS51	3.2590300332401	3.21825523509905	-0.0181638985135149	0.922220356946322
PPP3CB	46.4171129780324	34.8910223003875	-0.411800924802692	0.00626165814829705
PPP3CB-AS1	8.02204074384899	8.33707717774378	0.0555723969933377	0.497126394164478
USP54	2.07050016479784	5.61130049837163	1.43835585706113	9.62685721592056e-06
SYNPO2L	0.491280526028829	0.0749182956603385	-2.71315706818519	0.054118290661433
AGAP5	9.22130214694386	14.2529096115963	0.628214069205048	0.0911439089775931
BMS1P4	10.9322692996668	15.0330181765288	0.459541783986705	0.110779579570792
GLUD1P3	3.46768269393284	4.30392787511648	0.311682008974982	0.357361765973459
SEC24C	102.248694470205	135.778911466952	0.409177001773907	0.00537991968852618
FUT11	11.7397370773574	12.9911932239646	0.146133848234256	0.0946004304000088
CHCHD1	163.604911806634	116.215043895911	-0.493419226101921	0.0436068259101738
ZSWIM8	38.8590585750189	51.458620336586	0.40516182764311	0.0333455926981149
ZSWIM8-AS1	4.41501149178849	2.90388034548503	-0.604435184807924	0.0946092185441106
NDST2	25.5124283803172	50.5728394591073	0.987162554931448	0.000853260678412584
CAMK2G	25.0161435575161	38.8370623075008	0.634574673868063	0.000716158442170441
VCL	15.25177081639	41.448797916482	1.44235350438105	0.000188685504497943
AP3M1	58.6857286654206	61.318796669758	0.0633196775995244	0.522690784910233
ADK	39.7631722193916	38.9832879280743	-0.0285770810659215	0.638836224692482
KAT6B	12.0799264107649	16.274575144479	0.430008215650806	0.0570717829550645
SAMD8	6.64959261176922	11.0296547975076	0.730049777124672	0.00799019625501993
VDAC2	105.369789315707	98.8891807439122	-0.0915766971140235	0.0933284009063256
COMTD1	121.573164673785	67.5939638977562	-0.846858486600104	7.00073523810073e-05
ZNF503	6.45525023076873	13.2009447341656	1.03209625444759	0.000867129360893279
ZNF503-AS2	1.03079523914547	1.15796793065661	0.167837520100761	0.615332422331972
LOC101929234	0.541694720973368	0.664934116887803	0.295731371095452	0.698059964999788
C10orf11	3.45489694400512	2.2888923252845	-0.593993080332974	0.0373175708404412
DLG5	12.6454170334458	18.5296986732636	0.551224804247593	0.0212469700968352
POLR3A	19.5996284993369	21.7411286071602	0.14960052520629	0.23208576399381
RPS24	968.778644216337	818.843752963069	-0.242578871183051	0.0467301479562392
ZMIZ1-AS1	0.977144278417822	0.306439285759315	-1.67297033260262	0.0653536363274718
ZMIZ1	28.1574264749307	18.0758538244906	-0.639451685531402	0.0805709615818028
PPIF	106.593164228152	57.1004967901982	-0.90053971907387	0.00147727721630454
ZCCHC24	2.65170677356868	16.9935860696117	2.67999717342334	1.84225452910373e-06
NUTM2B-AS1	4.65080505244387	4.26594946034666	-0.124613593905835	0.345512379659744
LOC642361	2.42865994222024	1.49769601668921	-0.697415666249589	0.112711082339046
BMS1P21	3.19069830719229	2.79042657497689	-0.193386517716357	0.590775542318898
MBL1P	5.24393277703187	5.03084745697776	-0.0598477459400512	0.781841965402641
TMEM254-AS1	0.788117222300889	0.478987361250568	-0.718422639031018	0.151041421502556
TMEM254	25.7571867722532	24.3241318150198	-0.0825867165716989	0.451598941097822
ANXA11	196.408357504406	322.327350565057	0.714670291093722	3.89833214244844e-05
FAM213A	21.4026325868716	11.7986301114193	-0.859168899134722	4.97865636671782e-05
TSPAN14	13.7173820384912	20.564918518726	0.584180186154011	0.00198939502505975
LOC102723703	0.472701942515227	0.657727091527726	0.476558302252977	0.309099785417394
NRG3	1.28023313223732	2.40665173359948	0.910620833694323	0.0155022599892815
GHITM	395.446606701596	433.27888500585	0.131813016610983	0.0287744324194057
CDHR1	0.741007981246499	1.04944358066747	0.502063621014312	0.00548261601601944
CCSER2	17.8104055560203	39.5296320152408	1.15021415700765	0.00114469248776832
WAPAL	46.0502903614177	71.2329194414615	0.629333866563972	0.000318060670337605
BMPR1A	10.9237984238551	9.79162497419346	-0.157854389490045	0.080274146713805
GLUD1	82.5171510091769	84.5426132130606	0.0349846952455934	0.425069767221249
FAM35A	57.5126938099283	52.2793719841555	-0.137638602431711	0.0370357149405723
NUTM2A	0.200472556887654	0.344116580130796	0.779492648665858	0.111535284727781
NUTM2A-AS1	31.5689815367429	22.4029400311083	-0.494819642285003	0.0382703470209863
LOC439994	4.36617242406932	5.1060928136884	0.22585065714252	0.219366835604657
MINPP1	36.4193663389162	56.4499250050517	0.63226584328678	0.000160393247092354
PAPSS2	3.2608667023817	5.34601664552062	0.713208861763307	0.0111907942202568
ATAD1	57.584984508241	74.7901265745211	0.37715515237807	0.0167663057877575
KLLN	0.999701320543168	0.806866750467484	-0.309166686998058	0.205211914328801
PTEN	68.9368421901982	93.3279722547289	0.437034336097549	0.0236497640539946
RNLS	4.03833719934722	2.82207985837158	-0.517002566623221	0.0772618806300496
STAMBPL1	8.03989968500038	9.51197422489685	0.242567304940972	0.00752521031780471
FAS	12.8602500791017	11.662501440461	-0.141041438170705	0.00671674089731974
LIPA	73.4799028787613	62.8140007901637	-0.226263558249792	0.036362986262322
IFIT3	2.92959028421755	0.309720508020172	-3.24166009289209	0.000675205915195118
IFIT1	1.04300764275756	0.203019181280417	-2.36106178441876	0.000178736217885967
IFIT5	11.5602200252811	5.18571496299182	-1.15655404228052	0.00027254850192333
PANK1	1.5485946974728	2.93332696444351	0.921578283271093	0.0121977024996348
KIF20B	34.6880151148668	60.8718014017441	0.81133677021488	0.00490356434426489
RPP30	19.5315676576398	21.7588365025688	0.155793665703605	0.0122201042824964
PCGF5	23.610084311248	32.5064384086979	0.461322301349891	0.000186699108312722
HECTD2	5.34718833632108	6.8918372179816	0.366108134570345	0.0215778946028392
TNKS2-AS1	0.866603647149737	0.958044807604117	0.144720823873237	0.683139591234326
TNKS2	53.3995673122979	74.2507058311334	0.47557668826868	0.0166546743325385
FGFBP3	1.29644821069634	1.3627500330019	0.0719563793244426	0.72064710188871
BTAF1	29.6884457877996	41.1151310878062	0.469767859508123	0.0268955434561475
CPEB3	4.00112187708626	3.63414419413326	-0.138788911504616	0.536701286850899
MARCH5	24.4940564437483	39.7981042842536	0.700267994638223	0.000905124215725302
IDE	37.3761841347928	42.0363986561049	0.169519789146911	0.0509233907713317
KIF11	79.2541038557077	144.329176091981	0.864805423131858	0.00618621868095299
HHEX	2.18824643825568	1.78252292223783	-0.295854593206896	0.36986998465407
EXOC6	19.0542471797312	23.9381785392868	0.329200772126071	0.0156723362893488
CYP26A1	27.0210789662363	15.3858308209811	-0.812482933398458	0.0087745119655429
MYOF	0.191117135804394	3.13154428847302	4.03434523959013	5.5550699813755e-05
CEP55	66.5873652458527	85.740684645055	0.364731481037152	0.00733518250432106
FRA10AC1	17.4620488489905	15.6349575118401	-0.15944754379247	0.0252124010056938
SLC35G1	1.31035331965179	1.41147292560765	0.107245587683866	0.50346200317078
PLCE1	0.471471928402153	1.26644682432382	1.42554272230079	0.00238152633581807
NOC3L	36.9452482765258	28.4078975498401	-0.379096761125677	0.0055316625563376
TBC1D12	10.6766129950409	18.2430570594533	0.772893462792795	0.000894137589244481
HELLS	22.9469882874551	34.6580057144702	0.594883824206277	0.00217644923317276
CYP2C8	1.29917351592278	1.65520290973546	0.349413958348678	0.397661935639832
PDLIM1	206.968465431836	150.152057743119	-0.462986723214759	0.00553748742288793
SORBS1	1.07807141224682	9.12511977260464	3.08139074879058	7.85143733841256e-07
ALDH18A1	46.3999619404996	46.4945158238827	0.00293693379943139	0.958508991198719
TCTN3	48.8715537510805	47.2007964102267	-0.050183770144388	0.265369426921506
ENTPD1-AS1	1.26780555594648	1.61108149315291	0.345695976079251	0.111482971010195
CCNJ	3.41529044783935	4.26450673936016	0.320370604289945	0.0890792317073883
ZNF518A	23.247207624696	25.5536362196491	0.136471162711295	0.253127725416587
BLNK	35.3864244051211	11.8712558377205	-1.57572343004744	0.00147752930062159
TLL2	0.126572062134342	0.942225900786125	2.89611399247611	0.00780550144361938
TM9SF3	115.982279430755	136.385576632363	0.233786683823629	0.0682591945991217
PIK3AP1	4.550617534914	1.74392272912545	-1.38372621977151	0.000956538047275359
LCOR	4.42487413765464	7.5445598038895	0.769800308126602	0.00218393989017656
C10orf12	4.03376778937716	7.90866997420132	0.971307057377353	0.0134471591932266
ARHGAP19	16.7367309554737	27.4019900923432	0.711262907971622	0.000451290212590254
FRAT1	4.41884905441629	10.2877644741164	1.21918696406671	0.000223213208388964
FRAT2	15.0351087731118	19.1880045611137	0.351869382307947	0.0730469921384294
RRP12	40.9338894520782	33.07148868893	-0.307707766287134	0.00790836815704605
PGAM1	250.513750759981	246.449463897091	-0.0235979527615377	0.45776194102436
EXOSC1	65.1865226452426	61.5629575576658	-0.082511175059327	0.175901845991829
ZDHHC16	59.7045526199311	55.4062186449753	-0.107793035179045	0.0557372904180435
MMS19	44.8245134388671	44.7872054852378	-0.0012012715176698	0.968273937629589
UBTD1	5.14653115622072	8.84469722410304	0.781212396263233	0.00510794882824909
MORN4	5.9341361084696	3.69147928433551	-0.684838955116736	0.00823575169715412
PI4K2A	22.9383582822726	48.1934677868635	1.07107547456682	1.77227102511489e-05
AVPI1	3.59773929286042	12.4977681791601	1.79650793312858	0.00115307138406923
MARVELD1	0.893293844453977	0.737169007794195	-0.277139402420003	0.208434282814806
ZFYVE27	26.4353799106487	36.647788427966	0.471256078878659	0.00670438289578264
R3HCC1L	17.4991069855535	20.8637388911306	0.253716419201825	0.00165852854930714
LOXL4	4.38720214937083	0.242766150762124	-4.17566199937414	0.00477554553975415
PYROXD2	8.09785340110847	3.29552544571957	-1.2970310155302	0.000579948804206473
HPS1	96.9968182280583	81.3320423733226	-0.254113580914422	0.00408806568369733
GOT1	107.448618684085	162.29570579007	0.594977891693329	0.0019112742653603
SLC25A28	45.0137963010239	68.9177113561831	0.614507551285183	0.0165853883229871
ENTPD7	5.96546874314523	11.6843380393702	0.969868593660258	0.00423991543181876
COX15	19.6363980888621	20.7183354113243	0.0773777762751657	0.166836184661845
CUTC	53.4133312445123	40.6815832414502	-0.392824037073039	0.00229475939706738
ABCC2	0.727151450099994	1.17325004355512	0.690182730839057	0.00767593132002046
DNMBP	2.28956799314763	7.64564937369754	1.73956363102883	0.000116680437260714
ERLIN1	20.5943266845045	20.3868198899191	-0.0146102101596855	0.900688312818187
CHUK	35.3795491290681	43.4926362787627	0.297855496817591	0.0318232914279743
CWF19L1	46.980238485554	40.4532769379953	-0.215797463289898	0.213617094246706
BLOC1S2	48.1783208915355	56.2132938299174	0.222527238696496	0.0175988786567496
SCD	104.807318533385	173.241445843298	0.725044656490804	0.000427057010992195
OLMALINC	17.4553138760522	12.7424261435071	-0.454026307970082	0.0357648650339248
SEC31B	16.9352469453328	16.2152356835862	-0.0626790309007282	0.716649102532753
NDUFB8	277.001838841867	181.037343703442	-0.613608231734325	0.0257962551470146
HIF1AN	27.3683909734075	54.8163667242327	1.00209608916404	6.23044707549387e-05
FAM178A	16.7015819611009	27.8556726202855	0.737986392476068	0.0164894505458035
MRPL43	39.3307551829105	34.964355477718	-0.169772976248449	0.0334543987029652
C10orf2	31.2400113148221	15.5082506704691	-1.01035901635233	0.000910086219194189
LZTS2	13.8879255437317	7.72557977578905	-0.846116007260933	0.00899395816815254
SFXN3	2.92596476842872	2.14299196745192	-0.449285955685345	0.0073639282746271
KAZALD1	0.449515733231523	0.596031815299185	0.407017730145902	0.0439743028147008
BTRC	8.11746401176032	16.3340049640386	1.00877758271866	0.000265380849574133
POLL	30.9867222440856	31.5033839903645	0.0238566508897562	0.641358382754101
DPCD	55.9026377750054	36.6406951839605	-0.609469482523868	0.0615753667921837
FBXW4	51.1192222338867	40.5957314686087	-0.332537846306944	0.0269325973304646
NPM3	97.1611339253277	56.7000396053852	-0.777029584237549	7.18950884489565e-06
MGEA5	144.926505599054	249.433813920202	0.783335580627051	0.00146356292362377
KCNIP2	0.891139955829598	0.723953216000632	-0.29975555942286	0.458448768674365
C10orf76	17.2171617902022	17.9152595173838	0.0573416049808957	0.414112308330525
HPS6	41.0200662419065	36.9264075028489	-0.151676909155172	0.0654853788713887
LDB1	49.5054302360827	57.7729517740761	0.222807425028955	0.0362865003026071
PPRC1	25.3274300536547	13.723097073101	-0.88409458544769	0.00399600765425608
NOLC1	134.104155735482	119.245397478186	-0.169420361898263	0.00855372260850916
GBF1	49.9653331555638	84.3721473808032	0.755839346136529	0.00917705620206191
NFKB2	141.425707555631	172.626070893915	0.287605975505575	0.0100255818075399
FBXL15	25.254359501824	24.6253471666446	-0.0363883890273429	0.609176687670014
CUEDC2	115.278887587493	86.6647130330258	-0.411611718004953	0.000133551443952518
RPARP-AS1	27.4999706966743	13.613624600006	-1.01437884871445	0.000360030254395823
TMEM180	7.53885523098856	6.73623786698721	-0.162402384962137	0.42480599354857
ACTR1A	91.0693857036206	110.899022434251	0.284208590565676	0.00235802342142754
SUFU	14.5892747929157	19.8857883393889	0.446829585334564	0.025425093007346
TRIM8	74.6272480967301	46.7815748541376	-0.673762057901528	0.014729526036084
ARL3	20.0880767148555	21.6505875481646	0.108066733699569	0.0670033213314707
SFXN2	51.481977346402	50.1948476138717	-0.0365281839649681	0.0734603738290395
WBP1L	65.1279810001335	53.7341517221343	-0.277438192182913	0.00375939548085832
C10orf32	37.3733578419766	38.4914474313943	0.042527733497931	0.563185423161855
CNNM2	4.88867770280368	8.31576192577721	0.766404159947209	0.0148722890481995
NT5C2	47.9993068439809	59.0542406131291	0.299027089432489	0.0187012859712098
INA	0.442872918747277	1.98486768301549	2.16407815075595	8.64757752555752e-05
PCGF6	25.0689743028436	23.2899722457888	-0.106194049189677	0.300339635950817
TAF5	14.3072927168255	18.7753437862974	0.392088619115471	0.0857119260414187
USMG5	473.003443237184	287.317881650921	-0.719202901815496	0.000888094620441849
PDCD11	44.5180079838785	31.9810176871933	-0.477173190444582	0.0193999833493386
CALHM2	51.566061375282	33.0882029124917	-0.64010491836742	0.0016128575472303
CALHM1	4.39191555205301	2.00720867612219	-1.12965970250988	0.0289672199050398
CALHM3	1.00993657618884	0.287947674574886	-1.81038611867676	0.00121555266708874
NEURL1	5.19125916926904	2.31290290963358	-1.16637980865825	0.0288919740960135
SH3PXD2A	5.30087245896185	6.23789255926161	0.234828874885372	0.177277456554088
OBFC1	9.46092669315877	10.9166973172816	0.206483049688964	0.0353072558712816
SLK	35.4991683761105	46.7068758635542	0.395849721553969	0.0186387819274378
SFR1	12.0820549801551	28.5296597540362	1.23959668460134	4.92336003470556e-05
GSTO1	177.267095818387	95.0157382708522	-0.899686364855895	0.0305836528095262
GSTO2	1.3259661523969	0.732349622934711	-0.856439489446889	0.0486895179695765
ITPRIP	3.82196316403937	6.48850060584561	0.763571258046212	2.77547279544988e-05
CFAP58-AS1	4.23634099951179	2.64602291018556	-0.67899316909611	0.0196288594365074
XPNPEP1	54.0589631888079	50.0736185261227	-0.110483128026609	0.0113210691660148
ADD3	50.747775846042	50.1565326948844	-0.0169069752624505	0.811002142269641
MXI1	27.5407959884114	29.5504799759937	0.101611306606589	0.457835769871698
SMNDC1	66.1967742810178	73.0636895255577	0.142393690570297	0.00231734117239601
DUSP5	273.890622402621	154.992824882486	-0.821398441168903	0.000770823514434113
SMC3	127.548953518893	153.699445327813	0.269060896292115	0.00191300437488532
PDCD4-AS1	2.57483269892082	2.12732335880876	-0.275439352038331	0.330749677298466
PDCD4	58.7853113487404	40.5636985329528	-0.535266513770037	0.00361690065245871
BBIP1	23.4793056138346	22.2658109992153	-0.0765595814818878	0.268172223050756
SHOC2	38.0131755188912	51.7091343467591	0.443919604012867	0.00486564711257869
GPAM	7.79111910548073	12.9746966147954	0.735798329688655	0.0183618532973439
ACSL5	54.6919298239089	26.0852994572151	-1.06809097350848	6.52351267076468e-06
ZDHHC6	65.945782752405	67.7075223418716	0.0380357251384969	0.254877865370488
VTI1A	15.7217796315294	25.3934705335988	0.691693048910255	0.000948844864187357
LOC103344931	7.4887162065361	9.49723326182586	0.342788869974438	0.026633039377369
CASP7	42.6463780312213	42.7731527855468	0.00428233313657015	0.949624423468177
DCLRE1A	17.2534602943359	20.9208528854373	0.278055934641084	0.009344682710709
NHLRC2	7.45956668728618	12.091272771578	0.696802381449023	0.0140102798718352
CCDC186	21.762206197624	34.9613588125043	0.683936437102426	0.0239772095738694
AFAP1L2	1.29671253352883	0.483876691129908	-1.42214733609603	0.00820675005165724
ABLIM1	16.7038597180596	7.30329399772962	-1.19356228780548	0.0102030741504711
FAM160B1	18.7133482473266	32.4425030451926	0.793817419573495	0.00294361775387446
TRUB1	30.8601039344591	24.32980745861	-0.343018017690853	0.016445701731347
ATRNL1	4.0578889776509	5.44548933570635	0.424332302383537	0.0134632771426471
GFRA1	3.74615652303339	2.15722498926777	-0.796234528736876	0.0433621672162207
HSPA12A	1.4287317738512	6.70222784690336	2.22990563851801	0.000268348483959129
SHTN1	25.9436407026013	23.4324220451457	-0.146874865765387	0.188912944545972
PDZD8	14.8278171800802	28.4084141984252	0.938012067671805	1.93497540625405e-05
RAB11FIP2	9.63876437932573	12.065325250681	0.323946687258265	0.0672225276343382
FAM204A	50.3831071492948	46.7497073517035	-0.107982762571776	0.0350157888706385
CACUL1	28.3478594005933	32.910148335467	0.215292730412937	0.064509543892038
NANOS1	1.0644379898694	3.78273580823244	1.82933811370419	0.00095127035011182
EIF3A	280.955075149985	303.756853409205	0.11257749812952	0.283638603217983
FAM45A	0.62011653543772	0.740967810191256	0.256871509469325	0.583618845960977
SFXN4	45.7455709506218	18.8025167091905	-1.28270629061473	0.0182875169049343
PRDX3	241.827853312738	185.600419012415	-0.381780453765358	0.0164561410987267
GRK5	14.0882923866828	26.635499985507	0.918853606445148	0.003601285934642
RGS10	40.9177329480337	58.6235840895313	0.518754958646233	0.0161381016892496
TIAL1	76.1486337798466	77.2831157751352	0.0213351067392826	0.836820498808147
BAG3	28.1558107958183	31.8268698954695	0.176812581565999	0.0749024174035171
INPP5F	9.0673198923731	19.888576688366	1.13319194564467	0.000377774157809175
MCMBP	63.4104321542567	83.8896681861918	0.403772930812955	0.000142648872885267
SEC23IP	22.9584401006541	24.3937161618821	0.087484934234376	0.184123683678891
WDR11	69.8756285717804	76.1898337652548	0.124809151604194	0.126011942940043
ATE1	15.0194400042156	14.3948298917833	-0.0612802831354459	0.296725531882875
ATE1-AS1	0.980597787711219	1.08640756369015	0.147832017002024	0.680547901425465
NSMCE4A	118.274298355582	112.802083674452	-0.068342884930922	0.382844897602855
PLEKHA1	0.961857538662877	1.98478494471142	1.04508756059522	0.00274151803506632
FAM24B	12.2033597002484	12.5872566632317	0.0446854982786873	0.79242877339983
LOC399815	1.98040371156199	1.99812698139749	0.0128537113887725	0.95837244940953
C10orf88	9.93493880957984	11.0898505977187	0.158656942775342	0.223422937995826
PSTK	8.62352583701469	17.8656378304195	1.05083766218611	4.61652132651687e-05
IKZF5	16.9072948471971	22.3746363114077	0.404218384044559	0.0619433452835624
ACADSB	12.530255623871	21.7119201879933	0.793071475894212	0.000566483775611377
BUB3	147.770793047561	168.007000615142	0.185160200880802	0.00751336846649251
