JQ1_0	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
EXOC6	16.1865080978903	16.7457344976261	0.0490018688074492	0.42501569272867
CYP26A1	192.942895162323	184.913187016652	-0.061325806056401	0.258949862830676
MYOF	0.282407237270503	0.30923663062669	0.130934162701768	0.319816522917033
CEP55	56.1536035361561	57.6938042613667	0.0390377887107634	0.208712845528516
FRA10AC1	16.1267241049979	17.7464161530891	0.138074298136231	0.260363088976365
SLC35G1	1.36936839797125	1.43245947213156	0.0649836984217444	0.678233791830439
PLCE1	0.413922712229066	0.428996482014554	0.0516044045260949	0.660512569025571
NOC3L	40.7812919765224	42.210706652735	0.0497015002194349	0.141064927019739
TBC1D12	11.8466370820473	12.2556863916043	0.0489737081965677	0.273718456542883
HELLS	22.3355224408939	22.6139291189603	0.0178716783495295	0.560263602280891
CYP2C8	1.09437019720921	1.32198644911455	0.27260654151349	0.331496505508071
PDLIM1	300.155444887141	284.544214441839	-0.0770569931612226	0.052429432896079
SORBS1	0.846302202513129	0.839252462581925	-0.0120680561170045	0.937791248994905
ALDH18A1	38.5232834614094	37.8237398274302	-0.0264386568787406	0.53887054314444
TCTN3	39.0685855429651	39.6911486560059	0.0228082898517833	0.509741260982017
ENTPD1-AS1	1.44950224178051	1.44486585082434	-0.00462201333574129	0.97874575372172
CCNJ	2.54073687924608	2.89837709967038	0.189998335621102	0.423157385032154
ZNF518A	18.7791985493955	21.9410217287304	0.224495215778861	0.0436025840595872
BLNK	62.4047484237691	63.0132240315424	0.0139988171116786	0.760836774201653
TLL2	0.0590488791384914	0.0334092235717368	-0.821663219830417	0.0997336105973829
TM9SF3	113.706580832036	119.536938761456	0.072140748735993	0.0128541293951327
PIK3AP1	5.82182892523067	5.52166742426686	-0.0763684508788132	0.54234395514812
LCOR	4.95016517357448	5.83512133681086	0.237285991153412	0.0886763429499708
C10orf12	3.72001292349127	4.06260368608153	0.127097000742235	0.323728317473066
ARHGAP19	18.3392570780091	18.6794515868587	0.02651690270058	0.68251920810587
FRAT1	2.61848649234132	2.47718381374603	-0.0800322381216252	0.388291508057046
FRAT2	13.6126743493322	12.4732076740373	-0.126118003172835	0.106798967598619
RRP12	37.6307747987312	36.342690705752	-0.0502477576602185	0.0840758607742974
PGAM1	282.184687279281	269.666801037553	-0.0654617815656667	0.124475920770739
EXOSC1	81.3671323683582	84.5751943982833	0.055788441575966	0.152263240424998
ZDHHC16	47.2216436932441	46.6751591577635	-0.0167933179289511	0.805599777470502
MMS19	44.3543324201738	45.7445597338335	0.0445251478637413	0.261011446586286
UBTD1	3.60347117806679	3.56010497399276	-0.0174675247446754	0.803094669855906
MORN4	7.3912819022458	6.70633386633853	-0.140300291297569	0.194161318921131
PI4K2A	19.3804056016835	18.2041311566818	-0.0903328786772557	0.101180041431235
AVPI1	2.83220129116257	2.50300647590865	-0.178261781125117	0.436377155565654
MARVELD1	1.0888551444754	0.853478086697807	-0.351386021089399	0.152058109734045
ZFYVE27	23.6123006802038	23.7526211041844	0.00854810540944732	0.781229914037567
R3HCC1L	16.4183943815088	17.568150221458	0.0976492484140191	0.18005594099419
LOXL4	3.83450617919306	3.9854186829876	0.0556904981382441	0.122264595882291
PYROXD2	11.903629008552	13.9470419924624	0.228557706568205	0.0393577663605328
HPS1	98.019094374679	95.702429640807	-0.0345072658268606	0.355851939560854
GOT1	126.985685939856	121.933901779188	-0.0585665828159435	0.162657313092289
SLC25A28	49.0394425017094	53.3817802723985	0.122404841854403	0.110367704751498
ENTPD7	5.08860553532848	5.58035017043153	0.133085295830389	0.0125500129048096
COX15	17.1451425710478	18.6508717381955	0.121443162242306	0.0175552818594805
CUTC	47.7000484087722	48.9611278927098	0.0376460626864378	0.472744195362815
ABCC2	1.04545364838552	1.05511915020864	0.0132768261791975	0.943445986188016
DNMBP	1.64812314283168	1.80441453687674	0.130706773571626	0.37488580290731
ERLIN1	25.5011076931117	26.417924777447	0.0509572273018153	0.385653917929959
CHUK	28.0186323851514	29.2507422243909	0.0620866946620743	0.111712672621401
CWF19L1	43.9379875663242	43.1977662596057	-0.0245120803222336	0.486814176347087
BLOC1S2	48.2787079746583	50.4254716791225	0.0627656063626141	0.0646470004213046
SCD	423.938392408373	426.478361127934	0.00861791858341897	0.588267428099396
OLMALINC	68.9141186112114	70.2722647316446	0.0281558126046062	0.577896257968249
SEC31B	15.4264902468822	20.6137796764077	0.418199192129108	0.0359001023368089
NDUFB8	229.395286380867	224.524075681659	-0.0309655939047513	0.273052905801273
HIF1AN	22.4310382082302	23.3992152106577	0.0609637475685379	0.0871357459329425
FAM178A	14.6832190376763	16.371542335477	0.157021953704075	0.0386477738853547
MRPL43	30.1001720926597	29.6537123756767	-0.0215590069701068	0.696903682231246
C10orf2	33.9737246167727	34.683693785717	0.0298381597832652	0.0914749179794114
LZTS2	10.1197819061498	10.0875581887166	-0.00460120298144746	0.943410927431463
SFXN3	1.54093740441097	1.74704314028087	0.181106975381272	0.297746968601485
KAZALD1	0.50196100779654	0.460079188679882	-0.125693101602572	0.369978376528775
BTRC	6.47973251359629	6.46875061656717	-0.00244716420031762	0.968073747957447
POLL	25.984149012959	27.6649303892264	0.0904264824868155	0.0804593574295506
DPCD	38.4026481146172	38.3963062437572	-0.000238268495627881	0.994153049974517
FBXW4	37.3948994569766	37.9197054262932	0.0201062523070476	0.746721647563118
NPM3	118.300096753105	112.150026120325	-0.0770212971676259	0.312182874496453
MGEA5	116.781253225389	127.476333835798	0.126420735087999	0.0230316576360961
KCNIP2	0.733283932182318	0.78929785974297	0.106197910030014	0.71610446561785
C10orf76	15.3336571011042	15.7552961982813	0.0391350541091125	0.407483495591546
HPS6	29.3696555141614	26.5263647705637	-0.146899364826062	0.0128642716530777
LDB1	40.9651003489147	43.8680288197662	0.0987745324039188	0.0706748623998876
PPRC1	26.792253538056	28.5217253035826	0.0902453206751484	0.056005131799173
NOLC1	178.047133100971	180.106845233913	0.0165938083587516	0.421739142291377
GBF1	45.2195785070457	45.9386109216837	0.0227596888322284	0.384291968968074
NFKB2	146.011424707523	142.259538926414	-0.0375558648451001	0.322021928555717
FBXL15	21.3520758792929	20.2452622962368	-0.0767920029414724	0.303804855403731
CUEDC2	108.336826295638	106.548300386605	-0.0240161530517876	0.420462325654315
RPARP-AS1	24.6930864303241	25.8601002853079	0.0666206972952637	0.526728323041982
TMEM180	6.93545285296115	6.38252951031723	-0.119861783826402	0.0840531574855777
ACTR1A	69.5101867917956	66.9882443862319	-0.0533164792927822	0.280899349424152
SUFU	11.2416935738592	11.6070106520604	0.0461370630422648	0.11987498766656
TRIM8	55.3071345385872	53.7722886618683	-0.0406027209321069	0.390214623673878
ARL3	20.0688122026458	20.3135273833506	0.0174855495264685	0.651165306225281
SFXN2	40.0381871282249	40.0859799189908	0.00172108947765773	0.965066084649644
WBP1L	50.9168307914307	50.325161181127	-0.0168627367762515	0.298810610952103
C10orf32	34.7576327376873	35.7023223172896	0.0386880929575271	0.565910653381999
CNNM2	4.74477448041753	5.06051135069436	0.0929436551910656	0.161051222203033
NT5C2	52.0925909781134	53.1801881448428	0.0298106857277555	0.0870783565748684
INA	0.309197553307873	0.317470530308996	0.0380937745040191	0.915748972746772
PCGF6	23.5394277410232	25.8468625082844	0.134909917769387	0.00472017395811128
TAF5	11.6747389871137	12.6838892337992	0.119606887934104	0.0891646615947756
USMG5	455.237506313482	452.572494259508	-0.00847051853732539	0.909793893726914
PDCD11	40.6268202614633	41.9263414001582	0.0454244888123272	0.3029958357257
CALHM2	34.8876842492248	33.554709907191	-0.0562025539456735	0.27842247162966
CALHM1	4.71208350395372	4.5289389645068	-0.0571920090952289	0.371761867310804
CALHM3	1.14826778922451	1.17836046947092	0.0373218038313136	0.891258886765585
NEURL1	5.55694362577133	5.21220802984464	-0.0923969385174593	0.385824795893049
SH3PXD2A	7.40649214503944	7.89799482473555	0.0926960058610758	0.282762166438587
OBFC1	8.34661256913857	8.36727031957165	0.0035662388542328	0.928061476643642
SLK	29.92976508966	32.4634105981607	0.117233621473322	0.0187489298857605
SFR1	12.0234425330191	12.9478012658529	0.106857101733989	0.287191742615231
GSTO1	126.43294526009	121.565394444637	-0.0566398419586093	0.0682670030849499
GSTO2	0.865907306538471	0.805150077123322	-0.10495487436541	0.76937133442672
ITPRIP	7.98852828523698	8.08528102344093	0.0173681768587685	0.670538366177681
CFAP58-AS1	9.53900825818397	9.65943712494213	0.0180998413437985	0.72648363851614
XPNPEP1	46.5348135129457	46.9117387976031	0.0116385500516522	0.802837177964382
ADD3	53.1174028109403	56.615648999457	0.0920162726850153	0.0233194205629446
MXI1	31.074535351404	30.9260102872708	-0.00691209347115791	0.715329650433711
SMNDC1	62.3944423733891	62.09192291811	-0.00701191935415525	0.881421070180177
DUSP5	296.62494574552	291.471161289631	-0.0252867840425922	0.389391791748876
SMC3	130.992249908775	137.985203350826	0.0750321119703276	0.0868217312574819
PDCD4-AS1	4.73776665337723	4.88500548390054	0.0441530377018034	0.556528178754416
PDCD4	79.6187450507274	82.697552421996	0.0547364990832132	0.134772063679755
BBIP1	22.0517115894419	23.3967750650558	0.0854190492431196	0.333058063474949
SHOC2	40.5043278831734	40.0921136246063	-0.0147575908085634	0.395563429661356
GPAM	4.34069487598149	4.61387681485005	0.0880534726424382	0.227960854978896
ACSL5	50.2238317451904	52.185676608327	0.0552817840532849	0.0391937279541704
ZDHHC6	72.0403244724368	74.5469197352044	0.049344062637046	0.273978308809673
VTI1A	14.8234215720143	15.3663116207818	0.051892424312095	0.423614520113578
LOC103344931	6.02262709929352	6.43686244455929	0.095964703966178	0.488541740696439
CASP7	41.5139825269206	41.3861818881595	-0.00444818162008846	0.894866476551846
DCLRE1A	18.4761603333206	18.7600303579759	0.0219971916194091	0.570686814753802
NHLRC2	7.47076325444401	8.72809893972039	0.224411811573686	0.125224931421048
CCDC186	18.4881563478185	20.6226194085308	0.15762622477797	0.0910416259949113
AFAP1L2	0.650130367019068	0.657219582203461	0.0156464240404452	0.873503127541301
ABLIM1	10.1732450682811	10.9168057613685	0.101770843506922	0.142290337848624
FAM160B1	14.6461397624708	16.0708928021453	0.133929610597024	0.147680078455805
TRUB1	30.3918950231154	31.1886328629404	0.0373336804318348	0.352525137693349
ATRNL1	4.48966535966275	4.85905824513916	0.114068809334738	0.0641599262203931
GFRA1	3.79870261744186	3.92451688337536	0.04700829139966	0.285572829560649
HSPA12A	0.977969372381606	0.924489933522361	-0.0811316735244152	0.768635116321498
SHTN1	14.056554146704	14.4780964057417	0.0426289554859788	0.50569197030978
PDZD8	13.9219982056303	14.59453658013	0.0680621075942368	0.288424279025616
RAB11FIP2	7.82357201138748	9.26254926521385	0.243581860980683	0.0795067965715085
FAM204A	43.5577029484222	42.6134151998468	-0.0316201951692361	0.499717089072266
CACUL1	27.0142040810194	27.6544004076968	0.0337908859269651	0.120866243002252
NANOS1	0.889344162550988	0.929750474886225	0.0641017517550456	0.673959870994529
EIF3A	263.464619083739	275.0553656797	0.0621128128560383	0.0934892427962931
FAM45A	0.555184588815058	0.590874202546396	0.0898834913214854	0.806974903344878
SFXN4	60.836457565524	56.7644558688521	-0.0999483072715801	0.0536227235654977
PRDX3	241.0074630997	243.851026143247	0.0169222213382304	0.435558654858122
GRK5	16.2523894334707	15.5986493606523	-0.0592307234529708	0.0845937653031228
RGS10	42.6180551986554	41.8823531371729	-0.0251222581460831	0.775287769721504
TIAL1	71.2431466272796	73.6532347732086	0.0479976503223031	0.489847188191917
BAG3	20.1744321609686	18.8165941627292	-0.100522545995323	0.141614341994284
INPP5F	9.96771380512227	10.7147020714391	0.104257184455103	0.0396810568870691
MCMBP	68.3959099154213	69.6891265335502	0.0270235182609054	0.278033333924922
SEC23IP	21.0167418109471	21.2409655742789	0.0153103217078355	0.332672470169496
WDR11	67.6174641698236	72.3176485035624	0.0969518550868557	0.0625203393580069
ATE1	12.6275245872599	12.6805392565298	0.00604424840991422	0.915732178608524
ATE1-AS1	0.637358747383903	0.751286879887204	0.237258263281165	0.638287331155423
NSMCE4A	95.0492067712417	99.8142589388251	0.0705713391133335	0.121576061834622
PLEKHA1	0.851811055134351	1.05576164473368	0.309678800741378	0.261118296152526
FAM24B	18.257586466728	17.0610042711119	-0.0977934918042236	0.360852726440241
LOC399815	3.02900959406599	3.69818509511891	0.287971286084731	0.140153392754608
C10orf88	8.35420516146245	9.52534043684595	0.189268082177452	0.0933791584197615
PSTK	7.26943093353614	7.66478910203363	0.0764036650935405	0.103539617910146
IKZF5	15.4510302834752	16.941454799851	0.132854726312627	0.0832203736021972
ACADSB	9.62144401816866	10.168340933431	0.0797589684592408	0.369115184010477
BUB3	156.741774780444	159.887312848528	0.0286657268703016	0.557412394851596
CHST15	52.9087910694816	53.9475377361835	0.028049660484022	0.13824613305522
OAT	108.196076859359	109.014488967671	0.0108717057385119	0.428335457122632
LHPP	11.5879646879503	10.5680867592101	-0.132912977778021	0.309914951690704
FAM53B	14.3967172469313	13.5392187805927	-0.0885953873613226	0.0916341943565771
METTL10	18.72317340183	19.5293849997242	0.0608215391109733	0.37449759000201
FAM175B	25.5624750103629	26.9555900754138	0.0765569637584074	0.246408350027105
ZRANB1	21.6344481283804	22.566181595571	0.0608320023552461	0.323563026265047
CTBP2	1.60468126335301	1.39457162388664	-0.202464732630484	0.40076011542987
FLJ37035	0.808010645105312	0.778538187576646	-0.0536064940850526	0.827181970987956
EDRF1	19.9001408843392	21.9884843543259	0.14396951954104	0.155762086164111
UROS	66.5585632957945	66.8762581633225	0.00686983608843177	0.902300334762331
BCCIP	55.9751467212724	57.0388673048289	0.0271589279345394	0.467747200931671
DHX32	17.1220033095401	17.1941603484108	0.00606715579314152	0.905509939082222
PTPRE	7.48915938908495	8.43451623819389	0.171501530739261	0.0306858590851173
MKI67	125.397282862058	129.615363634583	0.0477306468030592	0.0387573073808645
MGMT	5.36066566272949	4.6443225503941	-0.206943987486047	0.23177897860203
LINC00959	0.975974434166091	0.937746930661465	-0.0576447208043425	0.825531855735234
GLRX3	120.196221111996	121.55364895727	0.0162016633290057	0.641640281112776
PPP2R2D	11.8569366167338	11.6398997676674	-0.0266526851693596	0.492101733790238
STK32C	27.1031527675157	26.3797647418327	-0.0390289839780523	0.634739250939324
LRRC27	1.77284439347225	1.83708781128321	0.0513546745165246	0.529564477206666
PWWP2B	4.61876316381546	3.80406778217615	-0.279963618192451	0.128704120318448
INPP5A	3.88362697695055	4.34483297166517	0.1618960803056	0.0617793626252453
ADAM8	267.107607486116	255.0743021866	-0.0665035059711193	0.183100693235906
TUBGCP2	37.2690555657351	36.8017127808941	-0.0182053482127413	0.54544088662212
ZNF511	69.2573275953821	65.861893077847	-0.0725227397965329	0.299421504171266
FUOM	7.75478703594095	6.93515105770541	-0.161159855230586	0.0764241404741692
ECHS1	80.7349636640782	80.2357948713117	-0.00894759590879646	0.819453010842682
PAOX	12.0379537977726	12.3338908484839	0.0350377993019975	0.635442829378581
MTG1	37.9428914770506	41.2993845822317	0.122290658662373	0.106442085810968
SCART1	0.196107167661374	0.311087356760785	0.665677495338944	0.0884783863080915
BET1L	46.9797646222905	46.9996194820391	0.000609591314011659	0.980846655911553
RIC8A	76.8730886238828	75.8752328312558	-0.0188495961084117	0.659404642155962
SIRT3	7.68889571444333	8.24421306381737	0.100605378424383	0.10078611026003
PSMD13	196.403719361481	192.83456408668	-0.0264585841563258	0.0493062341862672
ATHL1	14.7475858903405	16.3704427863041	0.150614532742983	0.0934484355182818
IFITM2	4.96966056105623	4.67192388252408	-0.0891305465987776	0.660365047182441
SIGIRR	2.52871212075406	2.74443680738621	0.118107316747921	0.402796066247344
ANO9	5.29482922565171	6.72198759280342	0.344303726110579	0.0558844849514879
PTDSS2	14.6778685738447	14.8331438094118	0.0151819176308958	0.46372627421499
RNH1	111.628786070848	104.794622508422	-0.091144420021273	0.0937455832664459
HRAS	57.7776252822373	57.5320841013906	-0.00614417608467588	0.910103565549466
LRRC56	5.50342587448797	5.71207119888581	0.0536839883336747	0.454711124054068
LMNTD2	3.00110683292641	3.33912378628981	0.153974900565129	0.475736326141058
RASSF7	22.9638234782314	22.4085406860717	-0.0353141717242575	0.530707023027702
MIR210HG	1.94591052615462	2.20693214068241	0.181596894066915	0.32784249317048
LOC143666	0.463967140634156	0.66739406628733	0.524516226229389	0.0250612162378562
PHRF1	32.5039901861492	32.8378192455761	0.0147414870533078	0.70992235072289
IRF7	30.2714274253157	29.6255980612039	-0.031112427477265	0.523140651625132
DRD4	0.483456639080406	0.528686172755611	0.12902509390332	0.629008066887372
DEAF1	35.3734683926829	34.0461669428759	-0.0551753003516711	0.253644184002578
TMEM80	21.8919400640242	22.4771424570397	0.0380588240274758	0.333047269396039
EPS8L2	10.7395884580417	10.4771604242861	-0.0356909472108969	0.647643374260988
TALDO1	430.416047751098	414.02121656272	-0.0560271680538698	0.13261969323767
PDDC1	39.4554418560031	40.2777294330405	0.0297580605628949	0.13872785432155
LOC171391	18.181265053934	18.8582289588748	0.052741608057339	0.626638748627432
CEND1	38.7319816587116	36.5853897981402	-0.0822576862987368	0.0982293102102258
SLC25A22	20.6538842347231	20.4858560894227	-0.0117849416654467	0.77861877386029
PANO1	0.584102279824591	0.658164276597453	0.172226707135715	0.675958826512124
PIDD1	32.1618140451696	33.971426203823	0.0789730052223527	0.297906424493952
RPLP2	2903.61523769912	2787.9622592494	-0.0586392608483195	0.324691283466811
SNORA52	13.8702177298164	23.7255747995447	0.774452605084857	0.0503924309843437
PNPLA2	60.6317280955062	58.1984758287029	-0.0590915713998826	0.148387955004347
CRACR2B	25.9200127824192	24.4039547404269	-0.0869514695172986	0.228998177977962
CD151	84.5156818210804	83.7920371805968	-0.0124059071511377	0.569082655058039
POLR2L	191.508129025011	180.851963917812	-0.0825963674511383	0.307977889248299
TSPAN4	4.53296949668191	3.51933178781524	-0.365154921327529	0.0174502618537839
CHID1	48.3834643192022	46.5709043595302	-0.0550851737657475	0.11464028064555
AP2A2	46.2325502856511	46.6176136455858	0.0119662079448231	0.660828292250151
TOLLIP	32.4823707226392	31.2325451155657	-0.0566067930873359	0.270527935434033
TOLLIP-AS1	1.55227175301517	1.83094512429354	0.238207403133289	0.295833432269946
MOB2	28.3589138550719	29.9883046172274	0.0805976835476506	0.127250766941225
DUSP8	3.02660738001134	2.80347230583175	-0.110486718683525	0.586749307022439
CTSD	278.423927918737	254.539027458892	-0.12939632662279	0.0209968014820299
LSP1	78.3313517055192	74.4467953573836	-0.0733801063158231	0.199282499104066
MRPL23	105.080228805088	103.561313962165	-0.0210060719083374	0.795404633709758
TSSC4	39.4602848292625	37.837026738178	-0.060602644574512	0.0850713792835977
KCNQ1	43.0882281234009	42.2557543406727	-0.0281459537328545	0.445695352277667
CDKN1C	5.7255247884507	5.41418980086549	-0.0806624695530766	0.501390097646786
SLC22A18	9.73791462692939	10.8844689292303	0.160586260275484	0.308942297181414
NAP1L4	213.63571350887	211.646366053351	-0.0134971247548966	0.643158778918733
CARS	132.698495031331	133.681626938268	0.0106491877564295	0.775504859077782
OSBPL5	5.39860105473025	5.60664422084614	0.0545519154436145	0.131703749825702
MRGPRE	1.5740790241165	1.15495619971281	-0.44666983060612	0.102801419702603
ZNF195	18.8788105610557	20.8710397679628	0.144734603342517	0.103484044292429
CHRNA10	1.37816647835104	1.40304656598416	0.0258127198619542	0.920951303461938
NUP98	35.3195344194813	35.6186404983959	0.0121661267576117	0.67846677189923
PGAP2	26.0910020200579	25.7162029308806	-0.0208747112105511	0.722045180243169
RHOG	86.3926977187881	79.362717675781	-0.122447944936061	0.0830327223907971
STIM1	92.0241135397821	89.8101437792684	-0.0351335451883986	0.0991323478535547
RRM1	188.652532108041	190.284754851427	0.0124285168122044	0.369894627937962
TRIM21	48.8280679778248	48.4176065631484	-0.0121789306705373	0.82669542982154
TRIM68	8.04789351802267	8.37845082145385	0.0580722968371567	0.35005718658095
HBD, HBD	42.5059953483095	44.1041389002434	0.0532477065432658	0.545678774256082
TRIM5	7.23764848689685	7.45497800074537	0.0426830535990068	0.580942217875569
FAM160A2	18.900247964352	18.815876511371	-0.00645466529464222	0.902833802271766
CCKBR	0.668602792135661	0.74416189459417	0.154467138228821	0.702709347719732
SMPD1	48.1527184849241	46.0962969059529	-0.0629663903817426	0.28618429856403
APBB1	0.316644885925026	0.259665820239737	-0.28620965403222	0.214820510642889
TRIM3	2.13201932579378	2.48934718639649	0.223546939837646	0.121945325720071
ARFIP2	20.5234792427269	22.0077573394845	0.10073681295511	0.0303391436063754
TIMM10B	36.2214016192522	38.1842619996531	0.0761357667939563	0.29216723901583
DNHD1	2.16376315186703	2.82213475428228	0.383244288250113	0.0415266835721046
RRP8	29.3624087950226	28.2250407150451	-0.0569946648624302	0.443810225378786
ILK	67.0690672713224	66.5459553597128	-0.0112965563570707	0.778039836933231
TAF10	149.447784759136	145.428219744715	-0.0393342669043742	0.503076950500892
TPP1	125.064595960938	127.044211412958	0.0226572020623851	0.562671422183382
MRPL17	35.2855144101964	34.4896509333105	-0.0329125150028355	0.358018364863196
GVINP1	15.9183112571764	18.2332704005795	0.195886061518515	0.0237144145679218
ZNF215	40.8362266123604	44.6741816217945	0.129591737938287	0.077686796914327
NLRP14	0.900110875517211	1.0143476255247	0.172377532443991	0.353032455681128
SYT9	0.142034099478695	0.0853420002542131	-0.734909502772923	0.135191559966294
LOC100506258	1.227618991029	1.39098974446108	0.18024891386212	0.402992506000419
PPFIBP2	12.1435368310044	12.1092019704814	-0.0040848801865097	0.953582057043598
CYB5R2	1.62058557251844	1.30712135882597	-0.310122108523293	0.149289283384468
EIF3F	299.784904146282	290.327278115621	-0.0462476085026946	0.438341525373192
RIC3	1.93586719372292	2.42679231220398	0.326070663386175	0.0909365585396349
STK33	13.9071972600296	15.3551565626324	0.142891521736849	0.0491415940502013
TRIM66	3.06084433969713	3.60870889420145	0.237553091244564	0.144525910307481
RPL27A	433.470906322767	416.075985545929	-0.0590881425057228	0.113758927547399
SNORA45A	9.42940223863557	13.7552146200217	0.544740428283596	0.18863434456097
SNORA45B	9.42254322822807	12.357150601061	0.391157701058256	0.294386914834293
ST5	3.93126661934725	3.99863345493396	0.0245128278731456	0.442157557008444
AKIP1	35.6866871066551	34.4535337283792	-0.0507340176471975	0.271215717141886
TMEM9B	55.7448830708318	56.6962157424063	0.0244130605727557	0.559934609387772
TMEM9B-AS1	5.98824605541672	6.34502828203444	0.0834930921178809	0.450387811689924
DENND5A	2.15272084025378	2.07100335703203	-0.0558313542302281	0.681415368852696
TMEM41B	31.9506727254923	33.2619419402943	0.0580260926900029	0.399565686292996
IPO7	104.566144038767	109.848683223154	0.0711017582062964	0.00146606089325967
LOC644656	2.74373620309733	3.28539776183539	0.25992626759107	0.233940002705405
ZNF143	15.2418689448035	15.289521266981	0.00450341921795362	0.947953342168299
WEE1	39.1689354656976	38.3301337600562	-0.0312308865226786	0.472449404908294
SWAP70	12.3291529695374	12.2295934958973	-0.0116972375563273	0.844502143124296
LOC440028	0.533723525835541	0.674671430349798	0.338092465896755	0.186892954590324
SBF2-AS1	7.09615659123929	7.24504182973362	0.0299561732893367	0.700199849673999
SBF2	8.26313254847481	8.75466861203067	0.0833637596248282	0.127521933257279
ADM	293.059580400205	291.755811880315	-0.0064326059781973	0.87526709332485
CAND1.11	1.62672458903971	1.48859007986035	-0.128023490854343	0.641950378504981
AMPD3	9.96948387502352	10.2296991835083	0.0371729988875062	0.557763356037196
MTRNR2L8	6.45235046135704	6.53627777924289	0.0186444955158091	0.881189162684656
RNF141	11.6817352024199	11.761742785754	0.00984725832060141	0.744658537429762
CTR9	45.5312614558422	44.8473095747171	-0.0218359908316419	0.466699684860143
EIF4G2	612.71971621942	619.402060134126	0.0156489060348724	0.366097099623912
SNORD97	2.4722867239761	2.88773476547565	0.224092168917891	0.778452715527348
ZBED5	57.2799328528529	68.7289519265856	0.262888157951768	0.0454791938988381
ZBED5-AS1	6.14340396106644	6.45382786233691	0.0711168473204383	0.734049980412998
GALNT18	0.860059978341052	0.739399294240141	-0.218083606647557	0.131098038377702
USP47	31.6736542088906	33.7001360515646	0.0894710941759768	0.0479986421847926
MICAL2	6.715918782803	6.87993761985483	0.0348107005955028	0.462537831952638
MICALCL	0.161580602374773	0.207975020519633	0.364156245369582	0.298224233605367
TEAD1	19.0002756568367	21.3511222857528	0.168291555280515	0.0147477072273003
ARNTL	11.0315058517016	11.3420687740658	0.0400540704703362	0.560019190537422
BTBD10	32.9448349450433	33.6710215263787	0.0314551921297185	0.390117355116799
FAR1	55.8606347520305	59.8784950276322	0.100205994233547	0.116611901768493
RRAS2	11.5924847279342	11.865377780765	0.0335682090176536	0.325871593625099
COPB1	133.164846800665	134.01198860176	0.00914878244750176	0.687077780223307
PSMA1	217.237582369552	215.416910798109	-0.0121422030448567	0.773732640212584
PDE3B	5.97509124991794	6.12796368887937	0.0364470029332108	0.736455764820372
CYP2R1	41.9552336990391	44.6885286531648	0.0910537548647783	0.38231461532169
C11orf58	123.389808328029	123.465065052762	0.000879646453339466	0.95972622766374
PLEKHA7	24.4672549640527	26.9546293933455	0.139680822372801	0.0651222042773561
OR7E14P	22.5269303976402	22.5655375757119	0.00247040805082393	0.97604761192576
RPS13	2667.67693483345	2615.63139784913	-0.0284247150919236	0.188622555762054
PIK3C2A	23.8628396811695	27.155164611508	0.186460874586095	0.0239691282092887
NUCB2	50.806149192962	50.6778787710569	-0.00364698177306353	0.922455670242123
KCNJ11	7.29234195039729	7.64012344348083	0.0672137350486452	0.671237036836896
SERGEF	21.3128025827273	20.3138730210935	-0.0692549880157713	0.211743124273485
TPH1	0.286986333797586	0.425427305765155	0.567930596844971	0.4185576393301
SAAL1	37.5874730446179	38.716984548649	0.0427146652777693	0.197247761650394
HPS5	21.3118183000883	21.927430518227	0.0410830777643487	0.172824513800871
GTF2H1	51.2164716186712	51.2027394100743	-0.000386868618943173	0.989392026807231
LDHA	725.011593286264	708.184040450778	-0.033879733008386	0.187734901747231
TSG101	90.9699357956728	91.2776475720605	0.0048717757181618	0.909139326197901
UEVLD	14.0826959718065	14.8504032232689	0.0765785561561032	0.170485553847236
SPTY2D1-AS1	0.253950574273684	0.266908949441199	0.0717999433584553	0.72022130798707
SPTY2D1	25.8009223466755	25.9552213492582	0.00860215037107689	0.839445562459663
TMEM86A	0.994601293559539	1.00077751565796	0.00893106953692776	0.946496799596661
ZDHHC13	34.195564671179	35.3047037679691	0.0460511987835536	0.418802295486473
E2F8	19.2486416510797	20.0071317138548	0.0557577122223161	0.554146851031629
NAV2	6.76107464779653	7.14482348787718	0.0796457943584254	0.231151743774387
HTATIP2	23.8286568796685	24.7208761563532	0.053032240872353	0.272989776983458
PRMT3	19.4772443047273	19.658322425865	0.0133506369521934	0.689204014988552
ANO5	5.4656247013596	6.3102566123696	0.207312274711293	0.102627656783645
FANCF	30.5652466801751	30.8058622013446	0.011312704110086	0.706097089310225
GAS2	87.9479663116718	91.735901630878	0.0608362378554883	0.0187517772156395
SVIP	278.814104471533	291.019155417786	0.061810571912101	0.280868202023984
CCDC34	32.7159431798494	32.2837713719907	-0.0191847399977573	0.699775167151054
LGR4	3.4188603725367	3.57891214616926	0.066005625636819	0.61808298517432
LIN7C	20.3788629113161	20.9850484181927	0.0422882368780288	0.523325359376438
BDNF-AS	2.36338897758456	2.57643155278594	0.12451717105823	0.159267530114267
KIF18A	17.535224815833	17.5326086964935	-0.000215254951706238	0.99472984019898
METTL15	9.47528655680109	9.98559820661739	0.0756792829848147	0.263448024308485
ARL14EP	48.7400848268564	52.3070582569297	0.101896873372211	0.0760407963061233
MPPED2	0.909074379126429	0.85356348507313	-0.0908998785655488	0.500185302133064
DNAJC24	14.8641746138662	16.0146891029459	0.107556436295646	0.00536779493087397
