KB528_6	GNE781_0	LOG2_FOLD_CHANGE	P_VALUE
DCPS	57.8049427140665	69.6246970201623	0.268406286217259	0.000391353291713629
ST3GAL4-AS1	1.13896129846845	1.24711494129302	0.130875712802137	0.558428760438076
ST3GAL4	4.09170475544043	2.89983959132744	-0.496728950738947	0.0252978056353526
ETS1	14.0975369791196	16.009458581399	0.183481391374922	0.27532080054225
FLI1	45.5913042707211	86.2976201632464	0.920562092385214	0.0193104415224723
SENCR	0.785467324275198	1.41091826926272	0.845011253629707	0.181873170017051
ARHGAP32	7.07990010574179	3.41339311061284	-1.05252242964253	0.0156213681610712
BARX2	76.0740395034614	190.608350815503	1.32513520832699	0.000162458995404309
NFRKB	27.3079745732719	12.1559195944662	-1.16766327640975	0.00490232572240181
PRDM10	10.0393593308902	3.04491763146891	-1.72119209837104	0.00329131263950584
APLP2	199.692304109151	80.0556759789817	-1.31870313506897	8.13712150841474e-05
ST14	219.002812846693	252.682674261117	0.206377346387666	0.21863791868094
ZBTB44	35.1017625326434	25.8614474459074	-0.440740449100608	0.116682885230813
ADAMTS15	1.60701504472361	2.98772832638066	0.894665534629391	0.0237716140757528
LOC100507431	0.444603683415894	6.95268601685752	3.96697863307801	0.00102665962834736
LOC103611081	11.3584553963225	6.94836393630602	-0.709021434670286	0.0693461896051887
SNX19	60.9254801287708	34.4158395296825	-0.823973012229878	0.0172384378372846
NCAPD3	92.1296517936528	52.4980714352225	-0.811401135315468	0.0109346779542169
VPS26B	59.6960818908776	57.1771125439054	-0.0621984789442556	0.499292646459783
THYN1	82.6801842610265	62.4481345695105	-0.40488312719957	0.0450567858878759
ACAD8	59.112631464648	37.982050965258	-0.6381486345601	0.00216474248972045
LOC100288778	61.2819600461533	55.6323679235098	-0.13953792780841	0.397055606473086
KDM5A	45.4078489767193	23.1229324115879	-0.973617326606448	0.00632005821050794
CCDC77	51.9208006523525	19.3505889696265	-1.42393515276987	3.32870553283612e-05
B4GALNT3	0.875818627036952	0.101755687316572	-3.10552270188138	0.0237483220259205
LOC100049716	3.32174623171151	2.23078019612287	-0.574393492767455	0.0633828081614259
WNK1	70.6890886305723	32.6146253043767	-1.11596848775646	0.0264610851965334
RAD52	7.35921810014327	4.95488511427827	-0.570700884461076	0.0670059119453455
ERC1	14.2898501489726	16.4031740591641	0.198984219663672	0.508494377218881
FBXL14	29.7418281843482	13.8519403721417	-1.10240524800383	0.00751510606491668
WNT5B	17.8636401728112	105.923063405787	2.56791875062931	0.0091263746821889
ADIPOR2	116.331062343983	63.0829319511639	-0.882914752031443	0.011606325281032
CACNA2D4	0.924409902024693	0.501925363748392	-0.881059862125166	0.0230519097746912
DCP1B	18.994059043708	11.8577559144761	-0.679717238329296	0.101025482091638
FKBP4	104.081663980901	102.770483486126	-0.0182899617556101	0.807825980090886
ITFG2	28.7693877206524	12.4508992964727	-1.20828456929128	0.00131711226519149
LOC100507424	9.15989735384388	8.95240501205438	-0.033056125356919	0.922448943085513
FOXM1	110.293338218893	56.3962542586814	-0.967674404331791	0.00322663978822865
RHNO1	51.8108623058418	26.4609655193032	-0.969388890787376	0.00519295123038214
TULP3	30.9926982998545	10.460161598815	-1.56702322501665	0.00107929483342439
TEAD4	7.65547927763003	10.0403643253199	0.391247013180758	0.042298050308559
CRACR2A	11.3568503722367	4.66453990647052	-1.2837560926463	0.0176604234867167
PARP11	12.9371775867961	5.11893855517912	-1.33760631475307	0.00490997193758314
CCND2-AS1	0.565987335564025	0.964106632983111	0.768422949605456	0.511699767406308
CCND2	49.2305904613519	275.094232974082	2.48229894740213	0.0152179194606282
TIGAR	10.1051884400368	4.5135970493889	-1.16274669209292	0.000662276785553648
C12orf4	33.5278401838336	21.6864697567598	-0.628564327483847	0.0230151154612535
RAD51AP1	77.8771134514229	37.7684565098786	-1.04401758482728	0.0160920317228911
DYRK4	26.5933410555683	16.4775501580939	-0.69056327954656	0.0514826679148403
AKAP3	0.381598957791572	0.681230744831117	0.836086316077227	0.0244250272367826
NDUFA9	147.726536630288	121.556148302654	-0.281306139057099	0.0237574307562187
CD9	183.697636625951	195.922175422014	0.0929476325883327	0.555784845536758
PLEKHG6	0.808831245937553	0.467402017124238	-0.791174770788268	0.0194287094417035
TNFRSF1A	54.4029825606711	69.1472798681844	0.345986752215783	0.000826267392164304
CD27-AS1	8.95913790838886	16.1703487445977	0.851918972659017	0.0199886152217876
TAPBPL	39.7007188924192	57.7475642061674	0.540594963267257	0.000165287541456633
VAMP1	13.1219843977408	7.65718144772087	-0.77710056131005	0.094538353172389
MRPL51	501.673637939018	490.638317496568	-0.0320892202345411	0.910516287901474
NCAPD2	169.123404708294	93.0100007157501	-0.86261857315001	0.0074064522503748
GAPDH	3948.8413584851	2849.53366726665	-0.470703571617973	0.0606224333544465
IFFO1	28.3089320835441	11.5745379788987	-1.29030271999328	0.0147753657024988
NOP2	40.3198928661122	67.7257517442274	0.748212696722164	0.0177223835473855
CHD4	100.525089848418	106.077261614268	0.0775598122480823	0.549442395859151
ING4	76.9667318362386	45.4719774891048	-0.759257243355575	0.0011272622680527
ZNF384	39.4436810717681	33.4388351469112	-0.238269605629919	0.438761555971354
COPS7A	47.0602439336961	21.6130292343727	-1.12260750738201	0.000287896981011238
MLF2	211.491962916422	101.712813139447	-1.05610140704537	0.0029734898327832
PTMS	103.098050300167	116.42120400143	0.175336792815628	0.674424296540844
CDCA3	58.4634501394177	31.1003293474931	-0.91060511195741	0.00236182388096748
USP5	111.743574915867	92.602199862043	-0.271073509307896	0.0573878495414275
TPI1	1026.25699982683	918.481672676739	-0.160069222982984	0.361083741043158
SPSB2	29.2269091004396	21.3601396227836	-0.452376187229468	0.0513151809717735
RPL13P5	16.8067170153913	9.3927763603171	-0.839414374928556	0.000135123350464404
DSTNP2	21.7855373299838	10.9314526266877	-0.994885570724138	0.00114959554808497
LRRC23	6.19671456482817	5.15420909914873	-0.265752449399604	0.0869487184712737
ENO2	193.411871713674	260.082352480555	0.427292159726658	0.0013349246135394
ATN1	54.4057036162606	60.7202669090965	0.158420228258045	0.550422296700015
C12orf57	345.661635083229	481.657201104084	0.478646247174751	0.217795124713476
PTPN6	37.2899652956567	262.010084429622	2.81276298073568	0.000199284953524452
PHB2	420.538158566436	552.429587979194	0.3935538791106	0.05124897164116
SCARNA12	7.97224117093652	8.52725601484365	0.0970962171913878	0.526906185587736
EMG1	82.090096504262	85.6610676098599	0.061431474721616	0.766913725974732
LPCAT3	58.2940239966085	22.4348918547272	-1.3776037636777	0.000845392160953028
C1S	0.399524499269123	0.9076607915077	1.18386926475169	0.00263703643202284
C1R	27.3734612211369	10.4441708612854	-1.39007990225092	9.20369239988366e-06
C1RL	7.47251410741525	6.06533672133892	-0.301005975804375	0.310446659043663
C1RL-AS1	4.16479994940878	3.675370285894	-0.180357593540805	0.665648806235746
CLSTN3	38.9785517103466	20.3599456644631	-0.936946775487812	0.00423981204361676
PEX5	19.4472038439475	15.2063149523672	-0.354892159163341	0.0769111207385191
SLC2A3	13.1463628070931	6.66168635325577	-0.980704370035472	0.000365345764330559
FOXJ2	28.2890295237066	13.739573460642	-1.04190546786964	0.00390264512970718
C3AR1	0.71785805539759	1.23752517704762	0.78568736846503	0.214967401116243
NECAP1	35.0912802411774	30.8853336507429	-0.184190666744328	0.339316346330807
CLEC4A	1.06888898291944	1.18799387631355	0.152415380109953	0.657648885255387
FAM66C	0.543907382018553	0.211776723724248	-1.36081697433873	0.0143077434373537
FAM86FP	8.08829479687305	14.585879652565	0.850664909921745	5.27295168845283e-05
LOC101927905	0.898218517786833	1.25633765922792	0.484085891540208	0.253207623915704
RIMKLB	2.80558869706847	0.535542910898393	-2.38922944143286	0.00769980600655333
PHC1	5.00568430096774	1.41328766638876	-1.82451215820209	0.0290097480890299
M6PR	174.337373268437	130.268759169355	-0.420390737102909	0.095517800347138
KLRG1	0.350326263696392	0.500697888411684	0.515241221214675	0.139416361588589
A2M-AS1	1.42595518305499	0.473589124131504	-1.59022078413488	0.110595378984011
LOC642846	12.3755632415176	7.57590596291225	-0.708003858834527	0.0740289041874118
DDX12P	21.0226922365638	15.6102750502854	-0.429451479931772	0.184380548610909
LOC374443	6.02317527855064	11.2013132175681	0.895071732558992	0.000992793952099924
CLEC2D	1.50288575847823	5.69335646614591	1.92154408370094	0.0499256841071461
KLRF1	0.722934911845455	1.36007186995028	0.911745221813831	0.0641784958389074
CLEC2B	7.13099495303945	2.04761918675999	-1.80015595297653	0.00755161025828169
CLEC9A	2.11829211037248	11.2344878343703	2.40696090106322	3.94408800255218e-06
CLEC7A	3.73716098022593	46.2397395680074	3.62911865726067	0.0127666238998208
GABARAPL1	36.684128917603	25.8317873318607	-0.506008559391991	0.00120658839225146
KLRAP1	1.91866412236922	1.63967271470942	-0.226694302405501	0.590401049794626
MAGOHB	24.0152997915297	18.8370509761482	-0.350380696039947	0.0278687571721415
STYK1	0.380186743214682	0.298327218455875	-0.349812616599273	0.184588556983565
YBX3	151.437570312353	175.953287188913	0.216469297491784	0.00709937010075334
TAS2R10	0.83582787847119	0.637730665930245	-0.390258623246337	0.610989190007099
TAS2R14	3.16781186114313	3.22428059547069	0.0254906458023087	0.954431148001856
TAS2R20	1.57761547313035	1.18997016914768	-0.406820199056371	0.111476718264308
TAS2R19	0.460677672507135	0.403137326428621	-0.192486308768994	0.762168254699626
SMIM10L1	31.3978385007144	23.4197843296445	-0.422937453824762	0.00241212824716573
LINC01252	0.752339649878022	0.457597763383433	-0.717304124801896	0.0524567643972586
ETV6	9.8226653636145	14.5895360779933	0.570747553147278	0.10756275416932
LRP6	8.22042924946968	3.87057697822349	-1.08666508795031	0.0172705947773579
MANSC1	1.98586685591496	0.335896642060806	-2.56367962120831	0.00176517905409404
LOH12CR2	1.6332210655044	0.660574065474808	-1.3059278460753	0.000562300725717903
LOH12CR1	14.9207805121921	11.4865994241352	-0.377371250208277	0.0593224898298583
DUSP16	14.9810520528074	19.0081807163979	0.343481516020084	0.116744326996004
CREBL2	64.9742370203593	35.8885576014148	-0.85634384661404	0.00700748635677899
GPR19	0.783152170890437	0.70041119332101	-0.161090518782017	0.433879228721615
CDKN1B	197.237782673298	229.838930703765	0.220687246629716	0.0565481366102915
APOLD1	2.0573118996876	3.93273347413501	0.934771885624777	0.030209241948021
MIR613	3.13049378884744	3.41365350380636	0.124926389072542	0.83842956711308
DDX47	98.9070589074923	81.4606880410312	-0.279969488680043	0.0228549700746871
RPL13AP20	0.610858798264848	2.37364051778093	1.95819061812241	0.0890052815114665
GPRC5D	63.6262525896536	212.48002654442	1.73963317357288	0.0346397006127839
HEBP1	80.4127376207767	86.2185489616573	0.100574235732643	0.580622126384377
HTR7P1	1.39785514995963	0.456516505941361	-1.61447594321129	0.0213885092020188
KIAA1467	27.8683978273792	24.8430011484391	-0.165790595072017	0.313862960123801
EMP1	6.11233187592514	7.13166639823833	0.222516340577968	0.562273451190524
ATF7IP	26.2919649732988	11.5619460136944	-1.18523772708161	0.00434979286920557
H2AFJ	8.17237637982117	7.14893522429701	-0.193027268892572	0.264805966573054
WBP11	168.591219005352	92.5096566159557	-0.865853521888597	0.0136886814727045
C12orf60	6.68505441189066	2.06029604180114	-1.69808765128603	0.00484651196684815
ERP27	0.946600016041406	2.47780868414073	1.3882379471823	0.0886179593693276
ARHGDIB	782.061631849851	1113.12349492422	0.509259449188581	0.163092060865624
PTPRO	0.645085629556718	1.09194267657246	0.75933453777278	0.0224093955161236
EPS8	14.0267410444049	4.59154318947776	-1.61112883271783	0.000835252752022201
STRAP	269.239476451639	212.408895383172	-0.342045770974145	0.000122289473284725
DERA	72.0256628197983	36.1083181026356	-0.996179809681192	0.000602884111023427
MGST1	15.6984455638169	21.9820034429293	0.485701166989046	0.00181113505696843
PLEKHA5	7.86531491813186	3.21041398288347	-1.29274518577286	0.00558106605294672
AEBP2	12.7729874502068	8.82540221466639	-0.533362058434527	0.0489090959317649
PYROXD1	31.9097558288101	26.3395211127347	-0.276768453526774	0.359551312507879
RECQL	108.761191035172	50.3152701850349	-1.11209564017957	0.00555866250943007
GOLT1B	56.109490119032	48.8234596455734	-0.20067027417527	0.139237111980568
LDHB	860.920187914809	1220.24199036227	0.503215878861596	0.216341219843261
CMAS	138.459880648652	96.6180219289352	-0.519103787940236	0.10069515328775
C2CD5	59.3485125930124	33.7940607631032	-0.812442155053455	0.00364318849969708
ETNK1	53.4566792268213	38.9529400302973	-0.456637997032716	0.0313459438179565
BCAT1	0.664508004158711	1.79795847789822	1.43600122127128	0.00960786454493092
LRMP	52.272699250003	230.558478305337	2.14100315480538	0.0203598576164368
LYRM5	45.6965205621909	24.1369579315891	-0.920840459900204	0.000886584908752507
KRAS	42.7187673259999	40.4736775732454	-0.0778860748079506	0.735229134912669
RASSF8-AS1	4.02876665343924	1.00908962250278	-1.99728393347564	0.00273854906687141
RASSF8	12.6820678473297	4.24623860341786	-1.57853265405976	0.00383528394230443
BHLHE41	14.5739646451936	36.9970201777501	1.34401568155985	0.0264794730944961
SSPN	2.58809581505566	1.34498022979184	-0.944306062584505	0.000225866349438977
ITPR2	15.6610462815078	15.6913489908534	0.00278878737855275	0.992869718008428
ASUN	40.6927254052089	59.266768247848	0.542452482565436	0.0816851459828816
FGFR1OP2	52.4523996550041	60.7639626538469	0.212207180203466	0.113906173098493
TM7SF3	39.041523705878	31.7200444506743	-0.299614566499241	0.00217258014451173
MED21	42.1074507184188	15.711304953319	-1.42227252076834	0.0101814198051181
STK38L	47.9085891604874	89.3829783576073	0.89971578922952	0.0593395074309172
ARNTL2	32.5391862777964	20.9360649360455	-0.636187869111785	0.0818520402415054
SMCO2	0.932779657048132	1.06844452987901	0.195903779647689	0.686569869042371
PPFIBP1	12.0868911283427	3.71171254843007	-1.70328632525687	0.00054147754903084
MRPS35	101.185728530183	105.342771035284	0.0580854917841206	0.440354632372586
KLHL42	29.3722180930229	11.4043630564707	-1.3648663442116	0.00287226705588156
CCDC91	32.0699798715034	24.2285704751667	-0.404514162322279	0.130977727880421
FAR2	3.13178774232574	8.0228738232049	1.35713267104516	0.077053291454504
LOC100506606	4.33942406666362	2.88678016135229	-0.588042333872564	0.0338619376962809
ERGIC2	130.09391528119	97.1283924122049	-0.42158849762198	0.288163703448133
TMTC1	19.4791664560428	16.6350960482616	-0.227701747442311	0.438082488700607
IPO8	51.2848959729255	33.5858727317076	-0.610679479160683	0.0598941033982892
CAPRIN2	29.0668007935315	14.8360531182072	-0.970264953208394	0.0359037269305242
DDX11-AS1	1.11942654540508	1.93849955574298	0.792180540007668	0.116496445954215
DDX11	46.8027723643496	50.7778005970497	0.117603916621773	0.30878643609016
FAM60A	33.0485440243254	59.7269919038044	0.853796349332235	0.122068789482993
DENND5B	4.06135429411303	6.10107773436568	0.587103225377883	0.171513658068833
METTL20	3.84633157766414	2.01071054280056	-0.935777727731011	0.0062148237258671
AMN1	3.96079624320982	2.38985703227661	-0.728866171165366	0.0269664979114961
KIAA1551	34.8868216161485	31.8034282602196	-0.133499876319041	0.706815470900149
BICD1	7.71217169128351	6.37266860097692	-0.275239531775175	0.447712379566783
FGD4	10.8086378554012	14.2080354103677	0.394522361649177	0.377407058782591
DNM1L	90.6997050655775	49.672042850495	-0.868663778074494	0.0449676364530081
YARS2	39.377247439165	20.2927208187183	-0.956399954505654	0.00596180999684656
PKP2	25.7346762634124	81.3806647873822	1.66097243176463	0.0278775179469051
ALG10	19.8474872280876	6.65630106164435	-1.57616377537424	0.00327452613360445
ALG10B	11.8026722460991	4.72582788702987	-1.32047454458921	0.00652996489346913
CPNE8	17.744801827441	13.9576950573838	-0.346335744806324	0.0960737471513022
KIF21A	34.212730294798	25.3984673865341	-0.429791797346776	0.0361601491845922
ABCD2	1.15878718025671	5.06892022768122	2.12906283046619	0.0404569189457672
SLC2A13	7.38682330440898	3.22393011612625	-1.19613359678813	0.0148721841545473
CNTN1	4.99725935430573	4.65038743569943	-0.103786179041797	0.629346999351247
GXYLT1	30.0613236483756	20.4260763498577	-0.557496431801968	0.0355273755256221
YAF2	7.42381592356337	5.58244899230467	-0.411262774736403	0.0122594990450031
ZCRB1	76.6114960717889	66.4260464183489	-0.205811844655669	0.0680300055482511
PPHLN1	56.5762372537936	38.5997731558703	-0.551603860779241	0.0126916428085155
PRICKLE1	1.76466154192416	1.40106259877111	-0.332870088300207	0.0384702929101629
PUS7L	26.7197863079935	14.5287418712269	-0.878998692902445	0.0417054083623885
IRAK4	41.5118566636259	24.8866022376858	-0.738154186585061	0.000885486282128015
TWF1	42.9592006217208	23.4912029454065	-0.870846554869201	0.0215018621405225
TMEM117	10.6832752639982	5.21662168011295	-1.03416629919375	0.00233964977720061
NELL2	3.34645919885946	1.27120611535371	-1.3964374544478	0.00164190419548737
PLEKHA8P1	7.57072655986442	8.53416922785084	0.172818956894964	0.0424025590186059
ANO6	25.1900358074922	25.6466755682866	0.0259186567973304	0.935496991610391
LINC00938	20.1874664712688	23.1474673642618	0.197394488728383	0.0305894988397257
ARID2	24.0668092043435	19.3678628344443	-0.313380113753568	0.498117375705519
SCAF11	74.0829699298326	51.7968275529446	-0.516278197730537	0.0694683313254994
SLC38A1	74.5035272814172	140.85675589485	0.918848126177509	0.0532314280968295
SLC38A2	143.672769389743	263.047549056187	0.872536957235936	0.125755824812523
LOC100288798	3.65317861680649	5.95088591308586	0.703952165678289	0.113760189009757
PCED1B	2.62181573585695	8.48272428502475	1.69396137570158	0.0260334967570601
PCED1B-AS1	7.06004629444919	14.5109657499181	1.03939398969933	9.99346095414677e-05
RPAP3	51.2709833505007	28.5852253044385	-0.842872906711428	0.0109017961616021
SLC48A1	32.8795815281261	27.7683152140759	-0.243752290135756	0.00888465350239961
HDAC7	40.2420312033838	69.2439724853807	0.78298536709001	0.000750811654386936
VDR	11.1257050319263	22.2512533750655	0.999989840871593	0.0341375576325881
TMEM106C	366.890545142551	222.756800038361	-0.719880253275634	0.00938185096488979
SENP1	35.4465745482536	18.9601084155352	-0.902679002720061	0.0237279399608112
PFKM	52.8418818746058	69.0238555600637	0.385413215964464	0.00362376758321343
ASB8	78.4029503480886	35.4867539532333	-1.14362733067027	7.56544327195575e-06
CCDC184	1.70300997477429	0.0709361450345784	-4.58542214453917	0.0172035486017637
ZNF641	19.892915369084	5.29095794033895	-1.91065386872537	0.00343022087101402
KANSL2	48.3820275175356	38.2671675694424	-0.338364108131288	0.0632290114010687
CCNT1	33.402166668199	22.8349796563051	-0.548696183312661	0.055859891573434
ADCY6	31.1594483661899	19.2087097975755	-0.697909072824869	0.00525629861039904
CACNB3	18.6458553160557	13.2188606607182	-0.496257141725828	0.0190317052992879
DDX23	132.121961079578	97.4797516948611	-0.438695807468458	0.00475935723884946
RND1	15.7290464721267	6.14517026337407	-1.35590632538298	0.00250736430666798
CCDC65	1.2621386575499	0.882887164755377	-0.515569437717589	0.0896635109238004
FKBP11	115.132489639293	136.246058055418	0.242919479585189	0.201620723060483
ARF3	120.811298608442	76.9036949446798	-0.651630564573796	0.0336652969203539
DDN	0.497515935832038	5.01717190928876	3.33405972953252	0.00266581157949496
PRKAG1	122.663703440978	66.2864816457339	-0.887921829711181	0.00327236618388742
KMT2D	17.484070225604	10.7698942053412	-0.699036999809435	0.0850465115711376
RHEBL1	33.1313218608358	27.379399937631	-0.275104936639177	0.0211780522926734
LMBR1L	34.9063501031819	16.3266329564239	-1.09626221851663	0.00690429820050221
TUBA1B	2334.63076923969	1537.93890709947	-0.602196205259389	5.58337954871636e-05
TUBA1A	78.9886762161616	34.3494202209778	-1.20136009574852	0.000250676011021749
TUBA1C	288.992610817415	173.730287218364	-0.734183317486132	0.00266117831916052
TROAP	71.8756574346448	33.0783514998292	-1.11961590926961	0.0033953876908934
SPATS2	47.2981141654489	84.3423467103993	0.834474500522674	0.0803925899961102
LOC100335030	0.576843732084242	0.754836096214323	0.387982870833598	0.255194085513443
MCRS1	146.146111948462	87.7375619753737	-0.736144925532603	0.000186956402565419
PRPF40B	12.5476852818362	8.71622636539972	-0.525645679730913	0.0387035500571917
FMNL3	2.85990947931153	4.81413764272308	0.751307906878322	0.171575017127492
TMBIM6	611.085026930014	567.407387641362	-0.106988197302509	0.0726349388991341
BCDIN3D	10.5028218221216	8.19471631429944	-0.358011080922128	0.0376778327576174
RACGAP1	154.542124498601	65.7955155073741	-1.23193897483162	9.38122154335537e-05
SMARCD1	94.2144899633612	81.5962832745785	-0.207445521277208	0.304554959125955
GPD1	0.632745463574197	0.965948265279519	0.610320663508698	0.133727079310887
COX14	60.4741357430998	95.3512269636072	0.65693325671937	0.314532631155987
CERS5	29.82655282462	18.3689320431087	-0.699329497600581	4.92515249262947e-05
LIMA1	35.0967758890548	7.42499058952031	-2.24087740312548	0.000157504505340731
LARP4	43.5022813142591	35.3931122220734	-0.297622431859566	0.282200032302286
DIP2B	23.1988721722327	9.82450622921216	-1.23959786377112	0.0110111736188916
ATF1	33.0226323282022	28.8598365913507	-0.194391995070945	0.17242558113326
METTL7A	113.495568481007	422.382240673086	1.89591320943771	0.00338000563898628
SLC11A2	10.7930601595227	9.51545262384816	-0.181759782305173	0.434068934409196
LETMD1	48.5765184392765	54.929300882964	0.177316836657046	0.225040457947581
CSRNP2	25.0828602215969	8.27524710152553	-1.59982757235033	4.61640082151421e-05
TFCP2	10.2357653079915	4.33159099987779	-1.24065004239751	0.0037946993641721
POU6F1	2.03496463056346	3.66654490122003	0.84941748758181	0.00846736341429348
DAZAP2	278.092918849531	178.158424287459	-0.642406305986289	0.0762265366761918
SMAGP	1.11756257173218	1.00731767728298	-0.149836872263041	0.745327446148278
BIN2	63.4449264754575	147.359063681416	1.21575909444648	0.0227708777858902
GALNT6	8.8390435665381	11.4562305655478	0.374170257784494	0.0352747011725384
SLC4A8	1.93371928408177	0.594986206201375	-1.70045024819445	0.00102288735397323
SCN8A	2.19656928279215	0.386819086845337	-2.50552111601704	0.00870289401387162
ACVR1B	5.73699231990787	2.2098910061155	-1.37631937035316	0.004155456946377
NR4A1	1.63924521321967	1.68731648882632	0.0416989223157136	0.767760420085669
ATG101	80.7518164721255	76.664648698647	-0.074933231686758	0.798745957558603
EIF4B	335.282599201181	441.048851429673	0.39556084955952	0.0346508319392571
LOC283335	0.651269075134995	1.00675874288192	0.628392372500105	0.00822334069674998
TNS2	0.737333645897064	0.286168283648176	-1.36545380589782	0.00833675023166625
SPRYD3	52.4174027142811	44.9875474718206	-0.220520150290664	0.2753654098475
IGFBP6	1.96047760631992	1.09656142924272	-0.838218528790388	0.0597246622168647
SOAT2	0.363301651586261	1.23471279015589	1.76493566224346	0.0159391522824599
CSAD	16.0517176602767	13.6683885653797	-0.231884518903108	0.381985329822587
ZNF740	40.4972853130247	16.307384007451	-1.31229983507224	3.7716187495659e-05
ITGB7	6704.62391634878	12404.6217204929	0.887649426685112	0.00465995265679
RARG	6.75490847180911	9.57450810502777	0.50326214844737	0.0221859129670934
MFSD5	55.2117729088561	35.968013892509	-0.618261430441542	0.0121916220655444
ESPL1	57.2797667275554	30.3370384154087	-0.916945364596825	0.00181541591170845
PFDN5	458.416642159112	466.70334222898	0.0258463789713764	0.376944073013707
C12orf10	112.115884432799	81.7453397597839	-0.455782300672034	0.00137988701014117
AAAS	76.1846687139738	72.6695056037464	-0.0681506099941905	0.432141747056989
SP1	49.5018756766256	39.1741091145569	-0.337582725668829	0.324962771457549
PRR13	181.39342686084	149.112139578386	-0.282724462307971	0.0985245448872381
PCBP2	598.283512705885	559.289285494577	-0.0972346138781403	0.79539272712931
PCBP2-OT1	0.82558717698412	1.40837050961064	0.770534455390875	0.484285077314621
MAP3K12	9.87203956457066	10.2118585836549	0.0488253826394228	0.645277764111801
TARBP2	51.9925140759163	43.7948367445121	-0.247543126573373	0.0536132558602824
NPFF	4.05206714721513	2.66707327393353	-0.603400620015371	0.269706757847716
ATF7	14.9862539632015	8.28791831629886	-0.854558115936353	0.0423758560929665
ATP5G2	198.20624220959	234.510888918643	0.242652513417287	0.0830012837231935
CALCOCO1	70.02205196937	41.4957692306694	-0.754845088396308	0.0443565515749377
HOXC4	1.77004456300731	0.330692471814472	-2.42022357416604	0.00226744707473661
LOC100240735	4.55901270827149	2.56390495866432	-0.830378647010593	0.126280683240787
SMUG1	24.6471465270511	14.0286039807766	-0.813049181065309	0.0129293692435707
CBX5	58.3664287606097	37.8946045982461	-0.623146344095386	0.106327009375742
HNRNPA1	38.2691913348072	44.9040220260182	0.230661256293055	0.476947719219563
COPZ1	212.181812721051	163.605439078453	-0.375080288554339	0.0225090365645814
ZNF385A	2.55404705734047	0.267295561457441	-3.25627731998708	0.000836949635742096
NCKAP1L	89.8433306242163	49.0938856890772	-0.871868053721195	0.0416476640615199
PDE1B	19.856243051379	20.142401193516	0.0206429984795897	0.916717734437539
TESPA1	16.8248105242515	12.8598235851592	-0.387719406260336	0.16462446633047
ITGA7	1.75013840135527	0.944307245767869	-0.890140769782902	0.00512167613060819
BLOC1S1	37.7482484717882	30.4619122889836	-0.309403192719178	0.0529981927685756
RDH5	1.7144229294132	0.534248164037736	-1.68214110033137	0.0324732449531583
CD63	222.425906125113	258.890789099793	0.21901880777505	0.0500148005345039
GDF11	9.94093954863955	7.46341089647155	-0.413547096184598	0.186853782143023
SARNP	131.767224230563	132.25038865086	0.00528040295234186	0.954771400237982
ORMDL2	79.6961909601461	65.7922276263183	-0.276593611917126	0.047646742087467
DNAJC14	66.4277927632245	25.621754431014	-1.37441771134884	1.16586568673678e-05
TMEM198B	15.6494307092864	10.0061146012469	-0.645228295246968	0.134252726618232
WIBG	61.437583099109	55.6903351963397	-0.141694486667396	0.512455356938178
DGKA	7.15634071549907	4.99982395919042	-0.517344776810225	0.0442833746886114
PMEL	2.33434344933846	1.33477955912051	-0.806415340468456	0.00843121092187597
CDK2	159.694562024589	71.2525910649445	-1.1643008033094	5.58441397668893e-06
RAB5B	111.279618682681	51.3869985052013	-1.11471408892243	0.00689898429461572
SUOX	38.951402104158	9.68506787690178	-2.00784119585248	2.94138011379682e-05
IKZF4	9.95085257759924	3.02492090165638	-1.71792272140589	0.00098889334622564
RPS26	838.99393609761	886.870401748248	0.0800629155998086	0.698258059484799
PA2G4	234.205395861294	264.180369711526	0.173748954620463	0.274518996800849
RPL41	4253.27487597341	5533.65758209605	0.379659279113324	0.364902323790606
ZC3H10	13.8215067052092	5.42017131470514	-1.35050453835973	0.00112719403555981
ESYT1	93.591578495834	83.2162644737524	-0.169513191729546	0.188612469798568
MYL6B	46.9827995795462	51.3673652829074	0.128719395112825	0.571454732717805
MYL6	1853.78037168033	1971.41376043676	0.0887602716039811	0.767656170852672
SMARCC2	85.9957967350209	50.2923097639794	-0.773928332840301	0.0227923298198992
RNF41	32.6953269823726	41.8667436469594	0.356720259487235	0.273996655146953
NABP2	141.542911587427	97.7192890329677	-0.53452422918484	0.00505711620857582
ANKRD52	57.0883231671891	20.237903096676	-1.49613587096275	0.000976405705404992
COQ10A	35.0765440043172	22.233715945257	-0.657757522282912	0.000713597868555799
CS	177.242849699483	170.377819998978	-0.0569898917693093	0.810836476528222
CNPY2	174.059344514029	172.320437363172	-0.0144854516929718	0.93514631251031
PAN2	22.5713144966487	26.4554660295307	0.229075392030888	0.49280733607432
IL23A	78.3853077123131	59.1532619456755	-0.406125538913662	0.126363313499295
STAT2	115.338264454354	120.269702205645	0.0604020323316011	0.7124423263784
TIMELESS	85.595233610191	48.0270424690763	-0.833683492686131	0.00242429896090606
SPRYD4	14.8816379444996	12.7237849229166	-0.226005434591661	0.0918731202600023
GLS2	12.0261048075171	4.10745290878697	-1.54985349664816	7.02447462973453e-05
RBMS2	4.74320199385789	1.30412282600254	-1.86278155519694	0.00244384102023339
BAZ2A	42.5212535385377	38.3052401860818	-0.150642361118972	0.615594383737283
