#20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_ROSE/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam
#Using cutoff of 31914.3456 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuper
1_MACS_peak_4062_lociStitched	chr11	58339867	58348632	1	8766	72193.799	2244.7165	260	1
1_MACS_peak_5656_lociStitched	chr12	68380684	68388242	1	7559	71751.873	1884.2094	261	1
1_MACS_peak_24725_lociStitched	chr9	93795168	93799989	1	4822	70669.1106	1171.9851	262	1
1_MACS_peak_5850_lociStitched	chr12	94595816	94604023	1	8208	71267.9466	1859.7062	263	1
1_MACS_peak_18739_lociStitched	chr4	185184530	185191405	1	6876	70859.9375	1753.125	264	1
1_MACS_peak_8172_lociStitched	chr15	75334176	75341197	1	7022	71139.5804	2038.8984	265	1
2_MACS_peak_22668_lociStitched	chr7	104576159	104586756	2	9660	71311.4518	2286.8326	266	1
2_MACS_peak_6627_lociStitched	chr13	77898786	77914492	2	9940	72147.0816	3226.0124	267	1
1_MACS_peak_22276_lociStitched	chr7	55615857	55643260	1	27404	74226.5061	5455.9373	268	1
2_MACS_peak_18987_lociStitched	chr5	32530388	32544112	2	13550	71791.6164	3116.7204	269	1
1_MACS_peak_19408_lociStitched	chr5	88110513	88130792	1	20280	72872.5865	4270.7574	270	1
1_MACS_peak_18520_lociStitched	chr4	144272394	144282783	1	10390	70499.754	2399.859	271	1
2_MACS_peak_1780_lociStitched	chr1	178544260	178552168	2	7567	70607.3688	2581.962	272	1
1_MACS_peak_2051_lociStitched	chr1	206727944	206738935	1	10992	71836.0769	4055.679	273	1
5_MACS_peak_7282_lociStitched	chr14	77487861	77510706	5	18804	69937.683	2414.7165	274	1
1_MACS_peak_8169_lociStitched	chr15	75298588	75303855	1	5268	68563.1725	1361.5195	275	1
2_MACS_peak_7012_lociStitched	chr14	50465298	50476962	2	8851	68289.2208	1417.176	276	1
1_MACS_peak_10105_lociStitched	chr17	43297718	43308567	1	10850	69151.526	2544.0905	277	1
5_MACS_peak_12801_lociStitched	chr2	64862527	64896294	5	19534	72315.4072	5942.992	278	1
1_MACS_peak_3631_lociStitched	chr11	267174	270913	1	3740	67336.7727	1150.8642	279	1
2_MACS_peak_16029_lociStitched	chr3	14727070	14741826	2	9731	68817.5572	2965.956	280	1
2_MACS_peak_19537_lociStitched	chr5	109187845	109202236	2	10481	68122.6767	2414.8098	281	1
1_MACS_peak_24111_lociStitched	chr8	137189053	137201766	1	12714	68623.5027	3124.8554	282	1
3_MACS_peak_24916_lociStitched	chr9	112903328	112925500	3	21864	70753.0692	5374.4928	283	1
4_MACS_peak_25165_lociStitched	chr9	134126932	134152480	4	16364	70096.0476	4795.3596	284	1
2_MACS_peak_1613_lociStitched	chr1	161007680	161019061	2	7500	68898.2978	3821.7398	285	1
1_MACS_peak_10560_lociStitched	chr17	75203312	75210860	1	7549	66799.0452	1960.9704	286	1
2_MACS_peak_22224_lociStitched	chr7	47512853	47524746	2	11413	67694.956	2962.5463	287	1
5_MACS_peak_19401_lociStitched	chr5	87954222	87976736	5	12457	68789.2756	4419.4982	288	1
1_MACS_peak_21545_lociStitched	chr6	139610587	139615130	1	4544	65577.2964	1342.0022	289	1
2_MACS_peak_12820_lociStitched	chr2	65254650	65268302	2	7902	66431.9972	2297.6316	290	1
2_MACS_peak_5986_lociStitched	chr12	108952814	108970713	2	16676	67987.5616	4059.4932	291	1
1_MACS_peak_1809_lociStitched	chr1	181095534	181105665	1	10132	66757.2114	2891.3874	292	1
1_MACS_peak_14706_lociStitched	chr20	37518236	37523617	1	5382	65202.6532	1362.4692	293	1
2_MACS_peak_17825_lociStitched	chr4	38124169	38136724	2	10090	66028.0005	2715.6465	294	1
1_MACS_peak_21511_lociStitched	chr6	138186927	138196095	1	9169	65799.6528	2585.376	295	1
1_MACS_peak_19897_lociStitched	chr5	148204698	148216081	1	11384	66405.0071	3233.9103	296	1
2_MACS_peak_1138_lociStitched	chr1	111323302	111338362	2	9857	64852.878	1784.61	297	1
1_MACS_peak_9966_lociStitched	chr17	37924873	37938879	1	14007	66239.9764	3264.7986	298	1
2_MACS_peak_21295_lociStitched	chr6	113946307	113957110	2	8920	65654.1522	2770.9695	299	1
2_MACS_peak_13782_lociStitched	chr2	187810419	187821123	2	8461	65101.728	2220.0096	300	1
3_MACS_peak_24734_lociStitched	chr9	94180830	94196019	3	14110	66435.1671	3634.7277	301	1
3_MACS_peak_12443_lociStitched	chr2	27374594	27389993	3	12161	65866.1427	3133.6965	302	1
1_MACS_peak_14751_lociStitched	chr20	42695939	42700557	1	4619	63660.9772	963.3148	303	1
6_MACS_peak_12785_lociStitched	chr2	64430098	64456452	6	14959	67682.3428	5075.7804	304	1
5_MACS_peak_16051_lociStitched	chr3	15834458	15859186	5	14273	67242.8504	4779.9224	305	1
1_MACS_peak_10269_lociStitched	chr17	55431204	55436877	1	5674	63609.0798	1571.9883	306	1
2_MACS_peak_2067_lociStitched	chr1	207093849	207104865	2	6098	64983.384	3326.832	307	1
1_MACS_peak_2658_lociStitched	chr10	15826439	15833098	1	6660	62785.0474	1447.0007	308	1
2_MACS_peak_4314_lociStitched	chr11	67647131	67655790	2	7884	63360.5007	2131.8458	309	1
2_MACS_peak_3886_lociStitched	chr11	26126347	26135975	2	8289	62999.8552	1847.6132	310	1
1_MACS_peak_15513_lociStitched	chr22	27004980	27015296	1	10317	63412.452	2457.2712	311	1
3_MACS_peak_1544_lociStitched	chr1	156450314	156476116	3	20668	68279.8326	7402.5938	312	1
1_MACS_peak_21207_lociStitched	chr6	106609965	106617239	1	7275	62944.1042	2084.7284	313	1
1_MACS_peak_19440_lociStitched	chr5	90674163	90681211	1	7049	63092.9912	2234.216	314	1
2_MACS_peak_2335_lociStitched	chr1	230256514	230269994	2	7007	64164.8	3441.444	315	1
2_MACS_peak_15511_lociStitched	chr22	26974554	26992245	2	12667	63974.1942	3439.1304	316	1
1_MACS_peak_4657_lociStitched	chr11	111237767	111251486	1	13720	63466.8378	3121.0725	317	1
2_MACS_peak_565_lociStitched	chr1	40839016	40858557	2	15008	64299.6605	4105.5641	318	1
5_MACS_peak_17189_lociStitched	chr3	160115968	160141017	5	21181	66500.0852	6359.9411	319	1
3_MACS_peak_10383_lociStitched	chr17	62970255	62986155	3	9366	63224.76	3111.63	320	1
2_MACS_peak_15239_lociStitched	chr21	41295747	41309107	2	8333	64002.416	3894.44	321	1
1_MACS_peak_12333_lociStitched	chr2	13661694	13666199	1	4506	61239.168	1152.379	322	1
2_MACS_peak_12497_lociStitched	chr2	33699507	33710335	2	7417	62275.0764	2561.9048	323	1
1_MACS_peak_22894_lociStitched	chr7	129587772	129593340	1	5569	61670.0544	1983.3216	324	1
4_MACS_peak_20496_lociStitched	chr6	26183533	26207519	4	15377	64937.2978	5360.871	325	1
1_MACS_peak_14421_lociStitched	chr20	9489766	9499849	1	10084	61777.5327	2303.9655	326	1
1_MACS_peak_24720_lociStitched	chr9	93702549	93707418	1	4870	60977.4084	1569.7656	327	1
5_MACS_peak_25336_lociStitched	chrX	10064861	10091025	5	16024	62220.6084	2872.8072	328	1
2_MACS_peak_18743_lociStitched	chr4	185263534	185277445	2	8921	62376.924	3031.2069	329	1
2_MACS_peak_23055_lociStitched	chr7	150100662	150113785	2	7909	62915.5989	3652.1309	330	1
2_MACS_peak_17902_lociStitched	chr4	48191557	48206642	2	12303	62255.795	3050.187	331	1
2_MACS_peak_20638_lociStitched	chr6	31694499	31709456	2	13445	62723.6752	3713.8231	332	1
2_MACS_peak_6220_lociStitched	chr12	125397191	125412994	2	11327	61157.61	2157.1095	333	1
6_MACS_peak_12889_lociStitched	chr2	70334964	70361095	6	13736	63806.6758	4964.89	334	1
5_MACS_peak_4972_lociStitched	chr12	6552096	6580991	5	13105	64011.0935	5192.4315	335	1
2_MACS_peak_14622_lociStitched	chr20	32988701	33005905	2	13379	62183.858	3418.4348	336	1
2_MACS_peak_13831_lociStitched	chr2	192530781	192546491	2	10287	61796.856	3101.154	337	1
2_MACS_peak_1354_lociStitched	chr1	149214073	149225769	2	6328	63296.4128	4650.3296	338	1
2_MACS_peak_885_lociStitched	chr1	75595980	75612817	2	16676	61354.028	2833.6671	339	1
3_MACS_peak_14743_lociStitched	chr20	42568346	42585768	3	13304	61612.903	3097.6316	340	1
2_MACS_peak_10200_lociStitched	chr17	47815752	47828032	2	10958	61058.616	2894.396	341	1
2_MACS_peak_22257_lociStitched	chr7	52774345	52788700	2	9225	60375.6945	2236.509	342	1
1_MACS_peak_1923_lociStitched	chr1	197740039	197748869	1	8831	61181.304	3044.584	343	1
1_MACS_peak_7528_lociStitched	chr14	106323781	106329595	1	5815	58835.3544	715.122	344	1
1_MACS_peak_14763_lociStitched	chr20	43269770	43282284	1	12515	60858.0848	2922.019	345	1
2_MACS_peak_22877_lociStitched	chr7	128572482	128582647	2	7541	60314.0275	3091.1765	346	1
1_MACS_peak_5449_lociStitched	chr12	51312071	51323445	1	11375	59802.2172	2707.012	347	1
3_MACS_peak_8173_lociStitched	chr15	75352723	75370830	3	10764	60240.1783	3414.9802	348	1
1_MACS_peak_5127_lociStitched	chr12	15100306	15116440	1	16135	60218.5416	3401.0472	349	1
3_MACS_peak_4487_lociStitched	chr11	82764695	82784513	3	12479	60851.169	4141.962	350	1
4_MACS_peak_10539_lociStitched	chr17	74475836	74498394	4	13759	60446.4168	3814.5578	351	1
2_MACS_peak_19502_lociStitched	chr5	100224175	100241768	2	12426	60532.2351	4012.9633	352	1
2_MACS_peak_25102_lociStitched	chr9	130828750	130846633	2	16367	59811.4818	3565.8702	353	1
2_MACS_peak_5200_lociStitched	chr12	26265795	26280542	2	14382	59507.0944	3285.6316	354	1
3_MACS_peak_9329_lociStitched	chr16	81841429	81857859	3	12699	57845.101	1877.949	355	1
3_MACS_peak_8423_lociStitched	chr15	93346276	93364607	3	11050	59421.7696	3455.3935	356	1
1_MACS_peak_2453_lociStitched	chr1	245132205	245136375	1	4171	57357.099	1396.95	357	1
3_MACS_peak_10598_lociStitched	chr17	76763018	76779731	3	15812	59169.0339	3401.0955	358	1
3_MACS_peak_17678_lociStitched	chr4	9598997	9611089	3	9800	58066.9932	2446.2116	359	1
2_MACS_peak_9567_lociStitched	chr17	6914841	6926108	2	7109	57561.9763	2056.2275	360	1
1_MACS_peak_20101_lociStitched	chr5	173168807	173174678	1	5872	56886.4674	1440.7434	361	1
3_MACS_peak_10454_lociStitched	chr17	70582100	70601839	3	13945	58960.393	3874.7657	362	1
2_MACS_peak_24058_lociStitched	chr8	129664751	129673545	2	8460	57066.9042	1982.1676	363	1
1_MACS_peak_10412_lociStitched	chr17	65642233	65649270	1	7038	56388.8884	1600.2138	364	1
3_MACS_peak_4459_lociStitched	chr11	78163173	78178682	3	8877	57251.4735	2515.5598	365	1
5_MACS_peak_10511_lociStitched	chr17	73850286	73875847	5	14537	59033.1295	4301.9163	366	1
2_MACS_peak_24097_lociStitched	chr8	134576819	134585891	2	9035	56744.4528	2030.3136	367	1
1_MACS_peak_14947_lociStitched	chr20	56191957	56197553	1	5597	56043.94	1502.526	368	1
2_MACS_peak_4827_lociStitched	chr11	126056513	126069279	2	8829	56765.2956	2290.2204	369	1
2_MACS_peak_24722_lociStitched	chr9	93733024	93742689	2	6365	55806.6765	1754.1975	370	1
3_MACS_peak_19170_lociStitched	chr5	58852816	58866320	3	9294	56175.2896	2410.464	371	1
4_MACS_peak_18924_lociStitched	chr5	15426963	15449335	4	12013	57299.1664	3550.4364	372	1
2_MACS_peak_23475_lociStitched	chr8	38811450	38824475	2	11957	56051.785	2477.355	373	1
2_MACS_peak_16439_lociStitched	chr3	52729985	52746165	2	11088	56341.996	2779.724	374	1
1_MACS_peak_24096_lociStitched	chr8	134508113	134515622	1	7510	55535.0622	2176.1082	375	1
1_MACS_peak_8477_lociStitched	chr15	101737547	101744377	1	6831	54797.773	1555.191	376	1
1_MACS_peak_10368_lociStitched	chr17	62196570	62210488	1	13919	56363.7246	3262.3792	377	1
3_MACS_peak_14383_lociStitched	chr20	5567028	5592618	3	21069	58386.144	5294.571	378	1
2_MACS_peak_1474_lociStitched	chr1	154755632	154766007	2	7936	56268.8125	3295.1	379	1
1_MACS_peak_1478_lociStitched	chr1	154830512	154834791	1	4280	54455.4098	1548.998	380	1
1_MACS_peak_1371_lociStitched	chr1	149855638	149861292	1	5655	55500.2294	2787.9874	381	1
3_MACS_peak_17281_lociStitched	chr3	175052708	175070821	3	11570	57691.7163	5013.6784	382	1
2_MACS_peak_14137_lociStitched	chr2	227768981	227782888	2	9439	55050.8595	2387.8319	383	1
2_MACS_peak_5994_lociStitched	chr12	109082430	109090955	2	6839	54259.0675	1787.6925	384	1
1_MACS_peak_5488_lociStitched	chr12	53845177	53875499	1	30323	58670.0378	6340.3302	385	1
2_MACS_peak_16478_lociStitched	chr3	56948160	56956828	2	7476	54364.8292	2104.5904	386	1
1_MACS_peak_1603_lociStitched	chr1	160675972	160685346	1	9375	56064.0192	4008.3224	387	1
3_MACS_peak_6482_lociStitched	chr13	46269181	46281182	3	10618	53520.8597	1510.9259	388	1
3_MACS_peak_5284_lociStitched	chr12	32608226	32622839	3	10037	54901.041	2972.2842	389	1
1_MACS_peak_17093_lociStitched	chr3	150315132	150324415	1	9284	54122.6749	2376.448	390	1
4_MACS_peak_12650_lociStitched	chr2	47193894	47215229	4	14496	55509.403	3848.834	391	1
4_MACS_peak_3065_lociStitched	chr10	74006659	74024512	4	11812	54881.9073	3238.5342	392	1
1_MACS_peak_6802_lociStitched	chr13	114788929	114794701	1	5773	52819.572	1293.5052	393	1
2_MACS_peak_15038_lociStitched	chr21	16046985	16061134	2	8861	53801.5725	2616.1501	394	1
4_MACS_peak_23264_lociStitched	chr8	19519253	19540478	4	10381	54705.315	3553.065	395	1
2_MACS_peak_2962_lociStitched	chr10	63802913	63814769	2	11091	53848.7664	2859.6672	396	1
1_MACS_peak_7011_lociStitched	chr14	50436248	50440932	1	4685	51768.9732	861.856	397	1
1_MACS_peak_23961_lociStitched	chr8	120885292	120890962	1	5671	52170.237	1537.137	398	1
1_MACS_peak_11385_lociStitched	chr19	6799006	6804120	1	5115	52641.9818	2109.0136	399	1
1_MACS_peak_21243_lociStitched	chr6	108986117	108998310	1	12194	52522.5668	2194.74	400	1
4_MACS_peak_14767_lociStitched	chr20	43583242	43609505	4	15625	55094.5214	4806.129	401	1
3_MACS_peak_10470_lociStitched	chr17	72733419	72757665	3	21083	54791.1108	4519.4544	402	1
3_MACS_peak_25001_lociStitched	chr9	123652781	123667714	3	10049	53101.748	2892.5221	403	1
5_MACS_peak_26029_lociStitched	chrX	128902203	128921510	5	15694	52816.2292	2623.8213	404	1
1_MACS_peak_19363_lociStitched	chr5	81145781	81152164	1	6384	51615.4912	1434.8984	405	1
1_MACS_peak_25240_lociStitched	chr9	139791835	139798588	1	6754	51586.8423	1713.2361	406	1
1_MACS_peak_5801_lociStitched	chr12	92600581	92605339	1	4759	50971.5024	1228.9914	407	1
2_MACS_peak_7652_lociStitched	chr15	33296354	33309916	2	8185	52201.4942	2640.5214	408	1
1_MACS_peak_1259_lociStitched	chr1	143741437	143746240	1	4804	51180.768	1798.7235	409	1
1_MACS_peak_3043_lociStitched	chr10	72333583	72340931	1	7349	51083.296	1763.52	410	1
3_MACS_peak_7669_lociStitched	chr15	34619122	34635872	3	10222	52157.825	3283	411	1
1_MACS_peak_15699_lociStitched	chr22	38782011	38797434	1	15424	51725.6574	2939.6238	412	1
2_MACS_peak_10552_lociStitched	chr17	75078975	75093284	2	14132	51885.8649	3133.671	413	1
2_MACS_peak_24306_lociStitched	chr9	9605295	9615333	2	8657	50560.4022	1812.8628	414	1
2_MACS_peak_4797_lociStitched	chr11	122928606	122942031	2	10604	51832.5825	3121.3125	415	1
1_MACS_peak_5042_lociStitched	chr12	9799546	9804947	1	5402	49921.9831	1289.7588	416	1
1_MACS_peak_2258_lociStitched	chr1	226062460	226071724	1	9265	51417.9792	2879.2512	417	1
1_MACS_peak_13787_lociStitched	chr2	187914431	187918924	1	4494	49398.2885	918.8185	418	1
1_MACS_peak_9942_lociStitched	chr17	36856154	36863748	1	7595	50241.904	1857.4924	419	1
1_MACS_peak_14890_lociStitched	chr20	52224890	52230213	1	5324	49451.2023	1143.3804	420	1
2_MACS_peak_22932_lociStitched	chr7	134843064	134857625	2	8140	51994.4188	3698.494	421	1
1_MACS_peak_239_lociStitched	chr1	23850138	23858856	1	8719	50391.7836	2157.705	422	1
2_MACS_peak_22246_lociStitched	chr7	50343662	50357860	2	13364	51419.4768	3343.629	423	1
1_MACS_peak_2269_lociStitched	chr1	226308556	226317104	1	8549	50852.052	2782.374	424	1
2_MACS_peak_23057_lociStitched	chr7	150125146	150134120	2	6885	50624.1288	2950.6512	425	1
2_MACS_peak_20080_lociStitched	chr5	171601054	171616128	2	12453	50892.8388	3245.4322	426	1
2_MACS_peak_1576_lociStitched	chr1	159035670	159048472	2	7823	51699.5968	4112.0024	427	1
4_MACS_peak_20534_lociStitched	chr6	27094278	27116220	4	14218	52263.6498	4877.7066	428	1
2_MACS_peak_3473_lociStitched	chr10	112256183	112273478	2	11874	50565.3915	3277.4025	429	1
2_MACS_peak_2865_lociStitched	chr10	45949725	45961002	2	8487	49195.9125	2024.2215	430	1
2_MACS_peak_16302_lociStitched	chr3	46389293	46396660	2	6432	49003.8106	1841.0133	431	1
3_MACS_peak_11227_lociStitched	chr19	1015274	1041950	3	17358	52938.522	5815.368	432	1
1_MACS_peak_22234_lociStitched	chr7	47708228	47712573	1	4346	48217.7685	1300.4585	433	1
1_MACS_peak_5848_lociStitched	chr12	94563612	94570609	1	6998	48506.0028	1631.7004	434	1
2_MACS_peak_19858_lociStitched	chr5	142771294	142786261	2	14109	49835.6199	2975.4396	435	1
6_MACS_peak_25497_lociStitched	chrX	37634560	37666271	6	14838	49405.738	2562.2488	436	1
2_MACS_peak_9398_lociStitched	chr16	89033442	89046261	2	9827	47972.5437	1189.6032	437	1
1_MACS_peak_24091_lociStitched	chr8	134244994	134249195	1	4202	47809.9006	1079.657	438	1
2_MACS_peak_13523_lociStitched	chr2	153914300	153929179	2	10487	49932.4361	3210.8882	439	1
5_MACS_peak_13918_lociStitched	chr2	202072838	202102216	5	18583	52145.95	5534.8152	440	1
1_MACS_peak_9198_lociStitched	chr16	68501690	68506239	1	4550	47766.7745	1161.8146	441	1
2_MACS_peak_20855_lociStitched	chr6	45386649	45402752	2	11965	49592.4091	3040.2464	442	1
1_MACS_peak_22168_lociStitched	chr7	43685116	43691283	1	6168	48234.5738	1767.4622	443	1
4_MACS_peak_21575_lociStitched	chr6	143162658	143180143	4	14078	48389.7375	2161.146	444	1
1_MACS_peak_9972_lociStitched	chr17	38016288	38025020	1	8733	48325.5076	2162.9164	445	1
3_MACS_peak_1604_lociStitched	chr1	160695151	160714964	3	11130	51945.7234	5882.4797	446	1
1_MACS_peak_6639_lociStitched	chr13	78689122	78696370	1	7249	47498.3184	1480.0416	447	1
2_MACS_peak_12534_lociStitched	chr2	37614931	37624987	2	9843	48698.1912	2749.3104	448	1
4_MACS_peak_13856_lociStitched	chr2	197088623	197107974	4	11400	49414.7136	3618.637	449	1
3_MACS_peak_683_lociStitched	chr1	46789774	46807246	3	9384	48911.1168	3186.8928	450	1
8_MACS_peak_7435_lociStitched	chr14	95945724	95986205	8	23910	49079.1644	3509.7027	451	1
1_MACS_peak_12814_lociStitched	chr2	65139809	65147365	1	7557	47654.1808	2166.3052	452	1
1_MACS_peak_12838_lociStitched	chr2	66659446	66668626	1	9181	47149.398	1753.38	453	1
2_MACS_peak_19533_lociStitched	chr5	109023870	109036718	2	11955	48532.0352	3181.1648	454	1
2_MACS_peak_14891_lociStitched	chr20	52236886	52244783	2	5763	46752.6091	1421.46	455	1
5_MACS_peak_19981_lociStitched	chr5	156339341	156362352	5	13682	49149.1949	3902.6656	456	1
5_MACS_peak_20643_lociStitched	chr6	31773676	31805708	5	20887	51308.8576	6102.096	457	1
1_MACS_peak_3310_lociStitched	chr10	98028636	98034575	1	5940	46789.2237	1627.8799	458	1
4_MACS_peak_5072_lociStitched	chr12	11901451	11920242	4	13961	48512.7247	3547.7408	459	1
1_MACS_peak_2179_lociStitched	chr1	218335834	218340226	1	4393	46241.6112	1289.9304	460	1
1_MACS_peak_2006_lociStitched	chr1	203731910	203736277	1	4368	46694.1475	1892.2211	461	1
1_MACS_peak_24732_lociStitched	chr9	93952424	93957529	1	5106	46040.4635	1374.7765	462	1
1_MACS_peak_11025_lociStitched	chr18	48677331	48681831	1	4501	45603.9	995.85	463	1
2_MACS_peak_10569_lociStitched	chr17	75434366	75443095	2	7452	46273.3019	1685.5699	464	1
1_MACS_peak_2450_lociStitched	chr1	244996093	245001438	1	5346	46211.2665	1650.536	465	1
1_MACS_peak_5367_lociStitched	chr12	46776135	46787349	1	11215	46826.2998	2334.7548	466	1
3_MACS_peak_14980_lociStitched	chr20	61273134	61291087	3	11375	46977.6151	2500.8529	467	1
1_MACS_peak_8383_lociStitched	chr15	90637858	90646582	1	8725	46654.2072	2203.6824	468	1
1_MACS_peak_15707_lociStitched	chr22	39145989	39153244	1	7256	46190.4085	1741.9255	469	1
1_MACS_peak_5547_lociStitched	chr12	57076247	57083965	1	7719	45990.0184	1615.3774	470	1
2_MACS_peak_23473_lociStitched	chr8	38792434	38802407	2	7833	46093.2114	1955.7053	471	1
3_MACS_peak_11562_lociStitched	chr19	13943831	13959368	3	9307	46715.0979	2585.3568	472	1
1_MACS_peak_17368_lociStitched	chr3	182429745	182436304	1	6560	46448.2144	2359.9282	473	1
2_MACS_peak_25151_lociStitched	chr9	132646052	132657672	2	7994	46374.258	2394.882	474	1
3_MACS_peak_20845_lociStitched	chr6	44213163	44233772	3	11991	47779.9056	3870.3702	475	1
5_MACS_peak_19539_lociStitched	chr5	109251573	109282363	5	13623	49051.549	5163.483	476	1
4_MACS_peak_23360_lociStitched	chr8	27930057	27951824	4	14487	48875.6218	5030.3537	477	1
2_MACS_peak_10579_lociStitched	chr17	76116320	76129778	2	10400	46230.9216	2391.4866	478	1
3_MACS_peak_3155_lociStitched	chr10	81001135	81020704	3	14937	47128.0227	3616.3512	479	1
3_MACS_peak_1155_lociStitched	chr1	112134471	112148297	3	10455	45162.629	1739.3108	480	1
3_MACS_peak_8928_lociStitched	chr16	30193764	30212239	3	11900	47218.405	3852.0375	481	1
1_MACS_peak_20891_lociStitched	chr6	52360938	52367178	1	6241	44716.464	1381.536	482	1
4_MACS_peak_16688_lociStitched	chr3	101487476	101513655	4	13912	47988.7249	4659.862	483	1
4_MACS_peak_19932_lociStitched	chr5	150512956	150537939	4	16346	48289.6407	5046.566	484	1
2_MACS_peak_2520_lociStitched	chr10	3846142	3854566	2	6642	45179.5968	1968.6888	485	1
2_MACS_peak_11607_lociStitched	chr19	16221557	16232472	2	10482	45543.929	2367.4635	486	1
1_MACS_peak_22907_lociStitched	chr7	130790792	130796861	1	6070	45367.5957	2243.1024	487	1
3_MACS_peak_20802_lociStitched	chr6	42737866	42752432	3	9841	45630.9082	2565.0726	488	1
2_MACS_peak_25998_lociStitched	chrX	119434767	119445551	2	10145	44295.28	1236.9248	489	1
3_MACS_peak_15296_lociStitched	chr21	45194880	45210786	3	11896	46908.3846	3909.6948	490	1
1_MACS_peak_21134_lociStitched	chr6	90992589	90997184	1	4596	44059.617	1090.853	491	1
1_MACS_peak_1909_lociStitched	chr1	193505486	193511842	1	6357	44925.4792	1959.5548	492	1
1_MACS_peak_17099_lociStitched	chr3	151911009	151921721	1	10713	45461.728	2500.1808	493	1
1_MACS_peak_537_lociStitched	chr1	39972717	39977464	1	4748	43857.0583	907.6264	494	1
2_MACS_peak_17623_lociStitched	chr4	4029611	4037759	2	7105	44753.7048	1883.0028	495	1
2_MACS_peak_9535_lociStitched	chr17	4842166	4854657	2	11793	45411.0305	2598.128	496	1
1_MACS_peak_15260_lociStitched	chr21	43449699	43454058	1	4360	44464.8513	1706.5485	497	1
3_MACS_peak_623_lociStitched	chr1	44289654	44305940	3	11281	45770.1744	3200.199	498	1
3_MACS_peak_16130_lociStitched	chr3	30682365	30703612	3	17475	46564.9252	4030.5559	499	1
4_MACS_peak_3945_lociStitched	chr11	35183558	35205762	4	13894	46621.7388	4101.0788	500	1
2_MACS_peak_25554_lociStitched	chrX	42792319	42805280	2	7324	43751.1516	1236.4794	501	1
4_MACS_peak_18066_lociStitched	chr4	77117786	77136556	4	13877	46598.402	4211.988	502	1
3_MACS_peak_5105_lociStitched	chr12	13242309	13256190	3	10973	45124.3548	2740.1094	503	1
5_MACS_peak_13052_lociStitched	chr2	87794923	87821544	5	17505	46733.1655	4445.707	504	1
3_MACS_peak_2851_lociStitched	chr10	45453884	45475323	3	15184	46344.6863	4092.7051	505	1
1_MACS_peak_2101_lociStitched	chr1	209938961	209944023	1	5063	43997.8916	1818.7766	506	1
1_MACS_peak_20368_lociStitched	chr6	13354086	13358603	1	4518	43444.0543	1315.3504	507	1
2_MACS_peak_15634_lociStitched	chr22	36648450	36656745	2	6624	43711.332	1648.2165	508	1
1_MACS_peak_18755_lociStitched	chr4	185391729	185397313	1	5585	43249.7552	1189.392	509	1
1_MACS_peak_6164_lociStitched	chr12	122236773	122244986	1	8214	42655.0368	632.401	510	1
3_MACS_peak_11450_lociStitched	chr19	10329495	10347921	3	10218	44858.097	2839.4466	511	1
5_MACS_peak_8812_lociStitched	chr16	22194949	22219126	5	16885	47017.0119	5014.3098	512	1
1_MACS_peak_21409_lociStitched	chr6	130003663	130010311	1	6649	43662.7344	1660.6704	513	1
1_MACS_peak_20511_lociStitched	chr6	26357956	26367429	1	9474	44474.7877	2487.6098	514	1
3_MACS_peak_20678_lociStitched	chr6	33279327	33292799	3	9904	45013.9936	3041.9776	515	1
1_MACS_peak_22023_lociStitched	chr7	26048943	26053397	1	4455	43017.1774	1060.9428	516	1
2_MACS_peak_16941_lociStitched	chr3	129893134	129900913	2	6995	43679.085	1729.2717	517	1
3_MACS_peak_11888_lociStitched	chr19	40645301	40672008	3	13900	46424.7781	4510.8123	518	1
4_MACS_peak_11258_lociStitched	chr19	1847164	1865833	4	10485	45464.6157	3558.3114	519	1
1_MACS_peak_13452_lociStitched	chr2	135162275	135170700	1	8426	43753.5525	1901.5225	520	1
1_MACS_peak_21203_lociStitched	chr6	106439210	106447004	1	7795	43595.739	1775.4732	521	1
1_MACS_peak_18757_lociStitched	chr4	185454165	185460960	1	6796	43669.4265	1873.3815	522	1
2_MACS_peak_16864_lociStitched	chr3	124501754	124512104	2	10201	43936.785	2234.565	523	1
3_MACS_peak_9573_lociStitched	chr17	7136566	7156668	3	12448	45321.9692	3622.3804	524	1
1_MACS_peak_3564_lociStitched	chr10	125863275	125867648	1	4374	42914.4355	1374.8712	525	1
1_MACS_peak_5202_lociStitched	chr12	26306060	26312389	1	6330	43402.3833	1888.5736	526	1
2_MACS_peak_21928_lociStitched	chr7	14725214	14731645	2	5560	42661.9678	1162.0817	527	1
