#20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_ROSE/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam
#Using cutoff of 31914.3456 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
2_MACS_peak_21178_lociStitched	chr6	99962266	99970103	2	3931	9873.8363	1510.1899	3584	0
1_MACS_peak_14667_lociStitched	chr20	35232508	35236322	1	3815	12565.6044	1117.502	3585	0
2_MACS_peak_828_lociStitched	chr1	66839327	66847384	2	4019	5906.5867	1220.6355	3586	0
1_MACS_peak_2295_lociStitched	chr1	227125778	227129085	1	3308	20595.0039	1176.6306	3587	0
1_MACS_peak_10268_lociStitched	chr17	55360773	55364357	1	3585	16491.776	799.5904	3588	0
1_MACS_peak_1460_lociStitched	chr1	154191567	154195163	1	3597	16626.8252	1130.2228	3589	0
2_MACS_peak_5183_lociStitched	chr12	25172515	25177206	2	4027	4774.0307	744.4617	3590	0
1_MACS_peak_15595_lociStitched	chr22	33963176	33966639	1	3464	18222.6523	793.027	3591	0
2_MACS_peak_9006_lociStitched	chr16	46855764	46866013	2	4019	5770.187	1278.0503	3592	0
2_MACS_peak_16220_lociStitched	chr3	42107576	42114714	2	4015	5688.986	970.0542	3593	0
1_MACS_peak_2076_lociStitched	chr1	207977937	207981881	1	3945	8991.5312	1243.9376	3594	0
1_MACS_peak_3597_lociStitched	chr10	129878236	129882264	1	4029	4310.3628	607.0196	3595	0
1_MACS_peak_3344_lociStitched	chr10	101378217	101382148	1	3932	9088.472	984.3224	3596	0
1_MACS_peak_15655_lociStitched	chr22	37254245	37258185	1	3941	8950.104	1171.756	3597	0
1_MACS_peak_3333_lociStitched	chr10	99892175	99895734	1	3560	16997.4281	1031.0423	3598	0
2_MACS_peak_113_lociStitched	chr1	10531630	10536116	2	4024	4709.8514	906.6206	3599	0
2_MACS_peak_15679_lociStitched	chr22	38239066	38246345	2	4006	6341.4648	1423.7724	3600	0
1_MACS_peak_4917_lociStitched	chr12	1530475	1533901	1	3427	18753.5814	933.9276	3601	0
1_MACS_peak_26232_lociStitched	chrY	917693	921318	1	3626	15013.3	123.25	3602	0
1_MACS_peak_4432_lociStitched	chr11	76478694	76482714	1	4021	4764.102	851.034	3603	0
1_MACS_peak_13794_lociStitched	chr2	188731732	188735164	1	3433	18497.4504	768.0816	3604	0
2_MACS_peak_13808_lociStitched	chr2	190647635	190657022	2	3970	8320.6368	1762.8786	3605	0
1_MACS_peak_6283_lociStitched	chr13	20435865	20439509	1	3645	14852.2152	310.1044	3606	0
2_MACS_peak_14625_lociStitched	chr20	33102533	33111308	2	3957	8581.95	1542.645	3607	0
2_MACS_peak_23660_lociStitched	chr8	71063864	71073425	2	4005	6334.1625	1507.7697	3608	0
1_MACS_peak_11999_lociStitched	chr19	45638812	45642271	1	3460	18094.029	746.1063	3609	0
2_MACS_peak_12200_lociStitched	chr19	56646971	56653255	2	3965	7733.7188	1058.854	3610	0
2_MACS_peak_14415_lociStitched	chr20	9421893	9429194	2	4027	4399.5826	1151.3677	3611	0
1_MACS_peak_5222_lociStitched	chr12	27372800	27376520	1	3721	13798.224	681.876	3612	0
1_MACS_peak_13998_lociStitched	chr2	208393208	208396931	1	3724	13718.8827	711.8376	3613	0
2_MACS_peak_18523_lociStitched	chr4	144338467	144342743	2	4013	4783.1336	716.6576	3614	0
1_MACS_peak_29_lociStitched	chr1	1622514	1625723	1	3210	21084.0927	792.3021	3615	0
3_MACS_peak_10933_lociStitched	chr18	37518725	37527570	3	4035	3204.5435	1252.452	3616	0
1_MACS_peak_7590_lociStitched	chr15	27867325	27870955	1	3631	15298.635	680.988	3617	0
2_MACS_peak_36_lociStitched	chr1	1821067	1829467	2	4028	3156.72	803.88	3618	0
1_MACS_peak_17357_lociStitched	chr3	181637488	181640741	1	3254	20935.0068	1185.7185	3619	0
1_MACS_peak_2544_lociStitched	chr10	5853062	5856955	1	3894	9547.5825	770.814	3620	0
1_MACS_peak_8046_lociStitched	chr15	66082709	66086284	1	3576	16207.9775	768.9825	3621	0
1_MACS_peak_13361_lociStitched	chr2	122405124	122408823	1	3700	14249.2878	962.4798	3622	0
2_MACS_peak_13560_lociStitched	chr2	161262791	161269262	2	3995	5689.9503	1041.831	3623	0
1_MACS_peak_13820_lociStitched	chr2	191744493	191748333	1	3841	10979.712	794.112	3624	0
1_MACS_peak_5182_lociStitched	chr12	25148968	25152752	1	3785	12380.8696	854.4272	3625	0
2_MACS_peak_5209_lociStitched	chr12	27019685	27024753	2	4013	4381.7928	1083.0316	3626	0
2_MACS_peak_22487_lociStitched	chr7	89802114	89810445	2	4027	3057.477	1277.1423	3627	0
2_MACS_peak_9774_lociStitched	chr17	26893727	26899479	2	3992	5853.8104	1160.7536	3628	0
1_MACS_peak_2137_lociStitched	chr1	212457352	212460942	1	3591	16482.767	1340.865	3629	0
1_MACS_peak_14683_lociStitched	chr20	35699052	35702943	1	3892	9348.1275	754.4649	3630	0
2_MACS_peak_14363_lociStitched	chr20	4587769	4596161	2	3901	9651.6392	1366.2176	3631	0
1_MACS_peak_7033_lociStitched	chr14	51255831	51259820	1	3990	4943.1688	410.0692	3632	0
1_MACS_peak_2656_lociStitched	chr10	15759210	15763102	1	3893	9186.2876	678.7648	3633	0
1_MACS_peak_15055_lociStitched	chr21	19189905	19193435	1	3531	16845.16	856.025	3634	0
1_MACS_peak_12366_lociStitched	chr2	20548759	20552538	1	3780	12415.5266	971.9588	3635	0
2_MACS_peak_12956_lociStitched	chr2	74729509	74735863	2	3825	11525.5206	1165.3236	3636	0
1_MACS_peak_2885_lociStitched	chr10	50395761	50399714	1	3954	7080.6136	853.4527	3637	0
2_MACS_peak_17703_lociStitched	chr4	13478040	13487388	2	3832	11865.4164	1712.5536	3638	0
1_MACS_peak_3289_lociStitched	chr10	96102287	96106096	1	3810	11329.1087	627.3423	3639	0
1_MACS_peak_25060_lociStitched	chr9	128393256	128396910	1	3655	14747.9094	849.555	3640	0
1_MACS_peak_5860_lociStitched	chr12	94953559	94957136	1	3578	16049.6413	849.8952	3641	0
1_MACS_peak_21289_lociStitched	chr6	112163031	112167000	1	3970	6328.5705	981.1368	3642	0
1_MACS_peak_16033_lociStitched	chr3	14781482	14784577	1	3096	22006.069	794.177	3643	0
1_MACS_peak_19759_lociStitched	chr5	137087770	137091458	1	3689	14158.9696	952.6104	3644	0
2_MACS_peak_22571_lociStitched	chr7	99062760	99071460	2	3985	5893.38	1495.53	3645	0
2_MACS_peak_15788_lociStitched	chr22	42077833	42085752	2	3962	6759.6584	1160.1335	3646	0
2_MACS_peak_22473_lociStitched	chr7	86414751	86419930	2	3986	5203.3413	939.9885	3647	0
1_MACS_peak_3776_lociStitched	chr11	10877952	10881354	1	3403	18597.033	941.3334	3648	0
1_MACS_peak_11549_lociStitched	chr19	13212711	13216626	1	3916	8205.84	778.6935	3649	0
1_MACS_peak_20992_lociStitched	chr6	74159066	74162891	1	3826	10850.3775	732.105	3650	0
1_MACS_peak_4180_lociStitched	chr11	64071066	64074758	1	3693	13923.6396	863.5588	3651	0
2_MACS_peak_13593_lociStitched	chr2	165610049	165619013	2	3936	8166.204	1545.3936	3652	0
2_MACS_peak_5101_lociStitched	chr12	13145137	13155040	2	3980	5943.7806	1477.5276	3653	0
2_MACS_peak_10211_lociStitched	chr17	48468127	48475215	2	3992	4902.0608	1240.4	3654	0
1_MACS_peak_17782_lociStitched	chr4	26319924	26323837	1	3914	8295.1687	852.6427	3655	0
1_MACS_peak_3780_lociStitched	chr11	11862301	11865946	1	3646	14737.0995	830.331	3656	0
2_MACS_peak_19393_lociStitched	chr5	86635703	86644332	2	3993	4777.0144	1304.7048	3657	0
1_MACS_peak_1029_lociStitched	chr1	93810502	93814437	1	3936	6946.4555	435.998	3658	0
1_MACS_peak_8610_lociStitched	chr16	4463632	4467574	1	3943	7010.847	896.0166	3659	0
2_MACS_peak_5922_lociStitched	chr12	102164962	102172439	2	3997	4194.597	1415.3961	3660	0
1_MACS_peak_558_lociStitched	chr1	40503968	40507519	1	3552	16446.1014	1069.2061	3661	0
2_MACS_peak_11223_lociStitched	chr19	908319	914265	2	3968	5850.864	1062.5502	3662	0
1_MACS_peak_8253_lociStitched	chr15	81291416	81295024	1	3609	15122.5712	681.5512	3663	0
1_MACS_peak_24701_lociStitched	chr9	92111085	92114866	1	3782	11672.3251	708.1813	3664	0
1_MACS_peak_3919_lociStitched	chr11	33560571	33564370	1	3800	11297.4662	776.1357	3665	0
1_MACS_peak_457_lociStitched	chr1	33925057	33928945	1	3889	8895.744	898.5168	3666	0
1_MACS_peak_17836_lociStitched	chr4	38805035	38808484	1	3450	17794.4257	948.8199	3667	0
1_MACS_peak_22011_lociStitched	chr7	25018237	25022073	1	3837	10629.1724	1078.6832	3668	0
2_MACS_peak_8670_lociStitched	chr16	11349229	11353403	2	3913	8151.4046	1048.5088	3669	0
1_MACS_peak_10217_lociStitched	chr17	48783902	48787445	1	3544	16197.8874	768.1224	3670	0
1_MACS_peak_15785_lociStitched	chr22	42014704	42018619	1	3916	7776.756	850.338	3671	0
2_MACS_peak_13288_lociStitched	chr2	112654959	112664931	2	3992	4160.3184	1593.5256	3672	0
2_MACS_peak_26255_lociStitched	chrY	13365869	13371418	2	3993	3194.0044	993.271	3673	0
1_MACS_peak_16866_lociStitched	chr3	124552618	124556154	1	3537	16152.8016	718.1616	3674	0
2_MACS_peak_629_lociStitched	chr1	44435413	44442099	2	3926	7647.4468	1339.2058	3675	0
2_MACS_peak_11630_lociStitched	chr19	16676789	16684638	2	3977	4459.0169	966.9968	3676	0
2_MACS_peak_20904_lociStitched	chr6	52925478	52931391	2	3954	6447.5352	1487.1195	3677	0
2_MACS_peak_8377_lociStitched	chr15	90574077	90578857	2	3926	7051.934	778.184	3678	0
2_MACS_peak_992_lociStitched	chr1	90183829	90191043	2	3968	5244.578	1209.7878	3679	0
2_MACS_peak_19435_lociStitched	chr5	90606553	90611034	2	3940	6413.6553	854.9748	3680	0
1_MACS_peak_22064_lociStitched	chr7	30632926	30636734	1	3809	11020.7328	1017.1168	3681	0
1_MACS_peak_11346_lociStitched	chr19	5621264	5625111	1	3848	10141.0767	1250.275	3682	0
1_MACS_peak_20953_lociStitched	chr6	64281348	64284782	1	3435	17718.0664	858.1566	3683	0
1_MACS_peak_1773_lociStitched	chr1	176174656	176178413	1	3758	12470.9858	1269.1146	3684	0
1_MACS_peak_7419_lociStitched	chr14	94475088	94479033	1	3946	5478.4215	331.7745	3685	0
2_MACS_peak_17176_lociStitched	chr3	158519058	158527913	2	3970	5694.6505	2071.1845	3686	0
1_MACS_peak_19784_lociStitched	chr5	138748857	138752368	1	3512	16637.9268	933.5749	3687	0
1_MACS_peak_19195_lociStitched	chr5	61788187	61792007	1	3821	10252.498	676.904	3688	0
1_MACS_peak_17777_lociStitched	chr4	25860823	25864801	1	3979	3537.6354	869.5908	3689	0
1_MACS_peak_677_lociStitched	chr1	46596435	46599872	1	3438	17644.5269	899.4629	3690	0
1_MACS_peak_1092_lociStitched	chr1	108476109	108480075	1	3967	3948.153	449.7444	3691	0
1_MACS_peak_22773_lociStitched	chr7	116138926	116142896	1	3971	4507.935	1370.047	3692	0
1_MACS_peak_6410_lociStitched	chr13	37572340	37576193	1	3854	9003.3051	508.596	3693	0
2_MACS_peak_23112_lociStitched	chr7	156802836	156810240	2	3907	8194.7472	1617.774	3694	0
1_MACS_peak_892_lociStitched	chr1	78146767	78150532	1	3766	11817.9585	1007.1375	3695	0
2_MACS_peak_11785_lociStitched	chr19	34894549	34901566	2	3956	5186.9664	1128.3336	3696	0
1_MACS_peak_1977_lociStitched	chr1	202451538	202455004	1	3467	17169.5242	968.0538	3697	0
2_MACS_peak_24581_lociStitched	chr9	71251371	71256828	2	3968	3855.3705	1018.2762	3698	0
1_MACS_peak_23947_lociStitched	chr8	118397790	118401681	1	3892	7838.0304	855.2418	3699	0
2_MACS_peak_2461_lociStitched	chr1	246740070	246744201	2	3962	4235.9274	900.9711	3700	0
1_MACS_peak_2222_lociStitched	chr1	222884310	222887708	1	3399	18375.0248	1243.3282	3701	0
2_MACS_peak_15203_lociStitched	chr21	37521717	37530261	2	3975	4184.8512	2292.3552	3702	0
1_MACS_peak_25277_lociStitched	chrX	967798	971328	1	3531	15397.86	200.504	3703	0
2_MACS_peak_2591_lociStitched	chr10	11233754	11240203	2	3976	3053.6015	1333.0083	3704	0
1_MACS_peak_20732_lociStitched	chr6	36408675	36412572	1	3898	7495.8795	818.37	3705	0
2_MACS_peak_23062_lociStitched	chr7	150670410	150676552	2	3879	8574.232	1182.9492	3706	0
1_MACS_peak_286_lociStitched	chr1	25347642	25350817	1	3176	20500.6575	681.0375	3707	0
2_MACS_peak_5790_lociStitched	chr12	92167579	92173474	2	3899	7575.075	988.002	3708	0
2_MACS_peak_18442_lociStitched	chr4	129473771	129481509	2	3845	9920.8898	1440.0418	3709	0
2_MACS_peak_17763_lociStitched	chr4	24584611	24591865	2	3942	5762.5776	1281.7818	3710	0
2_MACS_peak_4249_lociStitched	chr11	65723581	65730385	2	3913	7065.2736	1204.9884	3711	0
1_MACS_peak_2293_lociStitched	chr1	227069185	227072893	1	3709	13198.626	1371.2184	3712	0
1_MACS_peak_6533_lociStitched	chr13	51085168	51088713	1	3546	15164.4465	347.0555	3713	0
1_MACS_peak_18265_lociStitched	chr4	103995084	103998913	1	3830	9861.9724	1115.7706	3714	0
1_MACS_peak_22002_lociStitched	chr7	24859376	24862562	1	3187	20486.9358	901.9566	3715	0
2_MACS_peak_21967_lociStitched	chr7	21391571	21396342	2	3894	7645.5275	1194.1813	3716	0
1_MACS_peak_12424_lociStitched	chr2	26255163	26258979	1	3817	9862.0704	831.5064	3717	0
1_MACS_peak_14974_lociStitched	chr20	60876606	60880526	1	3921	5862.36	725.592	3718	0
2_MACS_peak_967_lociStitched	chr1	88329773	88339204	2	3780	11731.2209	1712.6696	3719	0
2_MACS_peak_2387_lociStitched	chr1	235146675	235152274	2	3879	8349.7887	1398.6302	3720	0
2_MACS_peak_9101_lociStitched	chr16	57843345	57851250	2	3857	8927.1165	1203.9315	3721	0
2_MACS_peak_12799_lociStitched	chr2	64827585	64837426	2	3877	8501.6399	1518.4663	3722	0
2_MACS_peak_6773_lociStitched	chr13	111805031	111815357	2	3914	6710.8674	1346.5104	3723	0
1_MACS_peak_17735_lociStitched	chr4	18021554	18025208	1	3655	13479.606	731.1654	3724	0
2_MACS_peak_701_lociStitched	chr1	49442504	49446782	2	3954	3329.1396	722.5542	3725	0
1_MACS_peak_1512_lociStitched	chr1	155656810	155659879	1	3070	21891.4839	1153.0233	3726	0
1_MACS_peak_14720_lociStitched	chr20	39674983	39678881	1	3899	6920.899	968.653	3727	0
1_MACS_peak_21491_lociStitched	chr6	137111566	137115454	1	3889	7298.9424	950.2272	3728	0
2_MACS_peak_21161_lociStitched	chr6	97259501	97265681	2	3893	7318.356	1151.334	3729	0
1_MACS_peak_11739_lociStitched	chr19	23981682	23985633	1	3952	2913.8625	589.4892	3730	0
1_MACS_peak_22320_lociStitched	chr7	66458770	66462636	1	3867	8003.0066	897.6852	3731	0
2_MACS_peak_10494_lociStitched	chr17	73451789	73457033	2	3921	5738.5092	1090.752	3732	0
2_MACS_peak_18221_lociStitched	chr4	99578571	99585848	2	3792	10935.8756	1493.2404	3733	0
1_MACS_peak_11749_lociStitched	chr19	29005280	29008606	1	3327	18392.78	641.918	3734	0
1_MACS_peak_23969_lociStitched	chr8	121820796	121824733	1	3938	4244.086	763.778	3735	0
1_MACS_peak_9182_lociStitched	chr16	68117960	68121836	1	3877	7648.8984	983.3412	3736	0
1_MACS_peak_14653_lociStitched	chr20	34540350	34543859	1	3510	16078.238	944.9737	3737	0
1_MACS_peak_18928_lociStitched	chr5	15499308	15503198	1	3891	6874.019	865.525	3738	0
2_MACS_peak_12616_lociStitched	chr2	44934756	44941475	2	3928	5057.3913	1036.0698	3739	0
1_MACS_peak_5364_lociStitched	chr12	46660054	46663827	1	3774	10588.5472	753.4681	3740	0
2_MACS_peak_20623_lociStitched	chr6	31367141	31372187	2	3932	4672.596	984.9792	3741	0
1_MACS_peak_8111_lociStitched	chr15	70783194	70786430	1	3237	19659.6708	854.9512	3742	0
2_MACS_peak_22792_lociStitched	chr7	119603627	119610092	2	3948	3165.9105	1018.2375	3743	0
1_MACS_peak_16251_lociStitched	chr3	44224843	44228753	1	3911	5897.062	963.424	3744	0
1_MACS_peak_3750_lociStitched	chr11	9481064	9484332	1	3269	19291.004	886.9352	3745	0
1_MACS_peak_24727_lociStitched	chr9	93861488	93865344	1	3857	8214.8224	964.7712	3746	0
2_MACS_peak_22201_lociStitched	chr7	44921044	44926610	2	3851	8252.7082	818.7586	3747	0
2_MACS_peak_14290_lociStitched	chr2	242248836	242256594	2	3872	7380.9612	762.6114	3748	0
2_MACS_peak_17948_lociStitched	chr4	57665602	57671670	2	3928	4876.2448	1203.2844	3749	0
2_MACS_peak_15672_lociStitched	chr22	38032027	38036854	2	3942	3027.9771	639.0948	3750	0
2_MACS_peak_9770_lociStitched	chr17	26661474	26671493	2	3942	3998.5829	1628.0875	3751	0
2_MACS_peak_11867_lociStitched	chr19	39921063	39927659	2	3915	5636.282	1177.386	3752	0
2_MACS_peak_4495_lociStitched	chr11	82995662	83001456	2	3813	9904.843	1328.5642	3753	0
2_MACS_peak_23910_lociStitched	chr8	107606822	107611368	2	3927	4011.845	460.5098	3754	0
1_MACS_peak_15046_lociStitched	chr21	17565849	17569752	1	3904	5838.888	878.5653	3755	0
2_MACS_peak_19846_lociStitched	chr5	142385584	142389572	2	3925	4464.1672	806.7724	3756	0
1_MACS_peak_18100_lociStitched	chr4	79695116	79698894	1	3779	10199.0888	706.486	3757	0
2_MACS_peak_7579_lociStitched	chr15	24513250	24517607	2	3899	6084.9862	877.0641	3758	0
2_MACS_peak_9122_lociStitched	chr16	63661908	63668723	2	3917	5126.9245	987.4935	3759	0
2_MACS_peak_7391_lociStitched	chr14	93016719	93023037	2	3919	4732.8138	780.273	3760	0
1_MACS_peak_4084_lociStitched	chr11	59521377	59525296	1	3920	4556.6213	701.501	3761	0
3_MACS_peak_1906_lociStitched	chr1	193442848	193456674	3	3939	4778.2656	2647.679	3762	0
2_MACS_peak_9915_lociStitched	chr17	34957106	34966186	2	3933	4113.24	1470.052	3763	0
2_MACS_peak_7519_lociStitched	chr14	106108532	106112934	2	3894	5489.7342	258.3974	3764	0
1_MACS_peak_15284_lociStitched	chr21	44780417	44783148	1	2732	24539.6736	1028.4946	3765	0
1_MACS_peak_21446_lociStitched	chr6	133133311	133136921	1	3611	14080.444	959.538	3766	0
1_MACS_peak_18317_lociStitched	chr4	109386592	109390085	1	3494	15902.2318	793.6096	3767	0
1_MACS_peak_3629_lociStitched	chr11	206095	209777	1	3683	12471.3022	825.5044	3768	0
1_MACS_peak_7348_lociStitched	chr14	90082870	90086754	1	3885	6046.9996	474.6248	3769	0
1_MACS_peak_22905_lociStitched	chr7	130643972	130647648	1	3677	13082.884	1329.2416	3770	0
1_MACS_peak_16278_lociStitched	chr3	45729242	45733067	1	3826	8622.315	844.9425	3771	0
2_MACS_peak_7641_lociStitched	chr15	32758548	32763282	2	3922	3737.0196	734.7168	3772	0
2_MACS_peak_17424_lociStitched	chr3	185034171	185041003	2	3893	6510.2128	1580.9248	3773	0
1_MACS_peak_19014_lociStitched	chr5	36239405	36243231	1	3827	8523.5628	841.72	3774	0
1_MACS_peak_11598_lociStitched	chr19	15488323	15492076	1	3754	10784.2455	948.0078	3775	0
2_MACS_peak_6898_lociStitched	chr14	24578933	24585331	2	3793	9503.5892	751.1252	3776	0
1_MACS_peak_13877_lociStitched	chr2	198362987	198366783	1	3797	9455.4564	828.2872	3777	0
2_MACS_peak_8312_lociStitched	chr15	85196353	85202615	2	3872	7360.981	1460.9246	3778	0
1_MACS_peak_10562_lociStitched	chr17	75240236	75243992	1	3757	10504.0296	794.394	3779	0
1_MACS_peak_20262_lociStitched	chr6	5173207	5176694	1	3488	15749.7329	706.8149	3780	0
2_MACS_peak_18353_lociStitched	chr4	113557327	113565444	2	3770	10653.5625	1375.0198	3781	0
1_MACS_peak_8839_lociStitched	chr16	23566347	23570194	1	3848	7496.2642	751.3191	3782	0
1_MACS_peak_14700_lociStitched	chr20	37432981	37436814	1	3834	8051.2165	787.2982	3783	0
2_MACS_peak_24209_lociStitched	chr8	146270000	146278924	2	3919	4036.3252	1264.5308	3784	0
1_MACS_peak_26069_lociStitched	chrX	131350301	131354091	1	3791	9150.955	493.458	3785	0
2_MACS_peak_15852_lociStitched	chr22	46728811	46733151	2	3907	4368.644	700.476	3786	0
1_MACS_peak_23509_lociStitched	chr8	42909500	42913052	1	3553	14601.5616	691.2192	3787	0
2_MACS_peak_14144_lociStitched	chr2	228274744	228280747	2	3748	10799.9973	1001.3004	3788	0
1_MACS_peak_9832_lociStitched	chr17	29576846	29580761	1	3916	3474.171	670.6395	3789	0
2_MACS_peak_25728_lociStitched	chrX	64886864	64894927	2	3888	5599.7535	860.3221	3790	0
1_MACS_peak_8535_lociStitched	chr16	1820875	1824671	1	3797	9093.6976	758.0612	3791	0
2_MACS_peak_23750_lociStitched	chr8	86099158	86103074	2	3909	3670.0752	430.76	3792	0
1_MACS_peak_15142_lociStitched	chr21	34142016	34145811	1	3796	9578.2005	1225.4055	3793	0
1_MACS_peak_19049_lociStitched	chr5	40484183	40488065	1	3883	5829.5994	927.4098	3794	0
1_MACS_peak_18368_lociStitched	chr4	119198708	119202467	1	3760	10450.02	1085.2233	3795	0
1_MACS_peak_23538_lociStitched	chr8	52873074	52876449	1	3376	17538.1875	969.3	3796	0
2_MACS_peak_17772_lociStitched	chr4	25311091	25315164	2	3837	7807.1264	974.2616	3797	0
2_MACS_peak_25948_lociStitched	chrX	109554012	109562596	2	3806	8783.1488	861.8336	3798	0
2_MACS_peak_3048_lociStitched	chr10	73131558	73137623	2	3885	5764.7825	1160.841	3799	0
1_MACS_peak_8031_lociStitched	chr15	65219905	65223722	1	3818	8427.936	927.9127	3800	0
2_MACS_peak_25519_lociStitched	chrX	39472250	39476332	2	3824	7683.9568	481.676	3801	0
2_MACS_peak_23777_lociStitched	chr8	92052049	92061488	2	3892	4875.2435	894.8172	3802	0
2_MACS_peak_23782_lociStitched	chr8	94165001	94172197	2	3906	3462.7152	662.032	3803	0
1_MACS_peak_538_lociStitched	chr1	39989905	39993340	1	3436	16452.6195	854.9715	3804	0
2_MACS_peak_2041_lociStitched	chr1	206096955	206101653	2	3888	5357.5992	1206.4464	3805	0
1_MACS_peak_20682_lociStitched	chr6	33358371	33362237	1	3867	6122.1976	818.4322	3806	0
1_MACS_peak_552_lociStitched	chr1	40309852	40313679	1	3828	7892.8048	945.269	3807	0
1_MACS_peak_23896_lociStitched	chr8	104510460	104514332	1	3873	5327.4848	393.7824	3808	0
2_MACS_peak_15690_lociStitched	chr22	38609655	38615590	2	3910	2929.516	786.3875	3809	0
2_MACS_peak_8310_lociStitched	chr15	85173763	85177987	2	3853	6990.72	1114.2912	3810	0
2_MACS_peak_1810_lociStitched	chr1	181118030	181123302	2	3870	6478.2336	1423.9672	3811	0
1_MACS_peak_19807_lociStitched	chr5	139779518	139783272	1	3755	10294.5942	1077.7734	3812	0
1_MACS_peak_21073_lociStitched	chr6	87185967	87189159	1	3193	19616.1168	894.7176	3813	0
1_MACS_peak_12750_lociStitched	chr2	61696044	61699809	1	3766	9496.4595	675.0645	3814	0
2_MACS_peak_9390_lociStitched	chr16	88766807	88773811	2	3904	2936.7772	671.6836	3815	0
2_MACS_peak_9412_lociStitched	chr16	89554345	89558280	2	3902	2861.1385	387.991	3816	0
2_MACS_peak_21790_lociStitched	chr7	2280784	2289864	2	3897	4072.38	1111.392	3817	0
1_MACS_peak_24311_lociStitched	chr9	9789552	9793426	1	3875	5188.4482	674.4634	3818	0
2_MACS_peak_18055_lociStitched	chr4	76472498	76482153	2	3794	9392.384	1488.801	3819	0
1_MACS_peak_6697_lociStitched	chr13	98084134	98087957	1	3824	7709.4618	912.1678	3820	0
1_MACS_peak_10358_lociStitched	chr17	61849347	61853054	1	3708	11463.8975	1180.6795	3821	0
1_MACS_peak_19492_lociStitched	chr5	99851665	99855554	1	3890	4120.7844	775.8555	3822	0
1_MACS_peak_6382_lociStitched	chr13	32999729	33003547	1	3819	7373.7034	420.7436	3823	0
1_MACS_peak_22163_lociStitched	chr7	42984265	42988103	1	3839	6757.1828	613.6962	3824	0
2_MACS_peak_17945_lociStitched	chr4	57332588	57342657	2	3871	5886.3374	1365.3564	3825	0
2_MACS_peak_12321_lociStitched	chr2	11512659	11519797	2	3770	9859.7194	1319.1024	3826	0
2_MACS_peak_16204_lociStitched	chr3	39423972	39431308	2	3838	7664.6528	1555.232	3827	0
2_MACS_peak_3565_lociStitched	chr10	125973486	125979816	2	3879	4991.838	1052.679	3828	0
2_MACS_peak_18891_lociStitched	chr5	10283628	10289811	2	3822	7985.9628	1251.4392	3829	0
1_MACS_peak_18798_lociStitched	chr4	187110328	187113963	1	3636	12468.777	641.941	3830	0
1_MACS_peak_12895_lociStitched	chr2	70368155	70371440	1	3286	18403.5555	941.481	3831	0
1_MACS_peak_15598_lociStitched	chr22	34247507	34251303	1	3797	8466.2188	869.6636	3832	0
2_MACS_peak_6622_lociStitched	chr13	77453181	77461384	2	3887	4567.4304	1333.8078	3833	0
2_MACS_peak_11808_lociStitched	chr19	36133893	36140188	2	3873	5569.1865	1371.051	3834	0
1_MACS_peak_13152_lociStitched	chr2	99951557	99955383	1	3827	7480.2126	1024.2202	3835	0
2_MACS_peak_4112_lociStitched	chr11	61124343	61130856	2	3696	11587.9296	1178.2017	3836	0
2_MACS_peak_21054_lociStitched	chr6	84139524	84145125	2	3863	5747.1861	1121.3202	3837	0
2_MACS_peak_3164_lociStitched	chr10	81663837	81671460	2	3862	6057.2358	1395.009	3838	0
1_MACS_peak_9690_lociStitched	chr17	18085090	18088701	1	3612	13050.5151	868.0844	3839	0
1_MACS_peak_1566_lociStitched	chr1	157479565	157483155	1	3591	13956.484	1360.969	3840	0
2_MACS_peak_16911_lociStitched	chr3	128393052	128400749	2	3723	10802.7395	1180.7198	3841	0
2_MACS_peak_12853_lociStitched	chr2	68650357	68655272	2	3883	4183.648	1114.722	3842	0
2_MACS_peak_18012_lociStitched	chr4	72469819	72475085	2	3878	4395.0036	936.2948	3843	0
2_MACS_peak_22874_lociStitched	chr7	128501974	128510306	2	3858	6948.0548	2202.9808	3844	0
1_MACS_peak_9380_lociStitched	chr16	88101456	88104730	1	3275	17929.7336	430.8584	3845	0
2_MACS_peak_7965_lociStitched	chr15	59062366	59070137	2	3839	7095.7001	1450.8457	3846	0
2_MACS_peak_639_lociStitched	chr1	45178135	45188479	2	3863	6231.2256	1860.8856	3847	0
2_MACS_peak_25476_lociStitched	chrX	30610407	30616388	2	3875	3829.0362	553.2425	3848	0
2_MACS_peak_21235_lociStitched	chr6	108862839	108868825	2	3837	6841.3994	1327.0962	3849	0
