REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
2_MACS_peak_13539_lociStitched	chr2	158292993	158311521	2	12427	88643.5104	4144.7136	193	CYTIP		CYTIP	193	1
3_MACS_peak_8027_lociStitched	chr15	65169186	65189860	3	11855	87513.042	3539.3888	194		PLEKHO2,ANKDD1A	ANKDD1A	194	1
1_MACS_peak_20669_lociStitched	chr6	32934504	32943154	1	8651	86453.29	2813.845	195	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	195	1
6_MACS_peak_8471_lociStitched	chr15	101661140	101692489	6	19509	88899.4942	5338.7347	196			CHSY1	196	1
2_MACS_peak_5776_lociStitched	chr12	89737993	89749946	2	11467	85994.6632	2684.6438	197	DUSP6		DUSP6	197	1
5_MACS_peak_13112_lociStitched	chr2	97190562	97220656	5	20359	88837.488	5678.7378	198	ARID5A	NEURL3	ARID5A	198	1
1_MACS_peak_18271_lociStitched	chr4	105407020	105417787	1	10768	85498.5936	2393.5041	199	CXXC4		CXXC4	199	1
3_MACS_peak_19387_lociStitched	chr5	86408211	86420713	3	10209	85807.477	2810.4496	200	MIR4280		MIR4280	200	1
5_MACS_peak_13073_lociStitched	chr2	89039382	89066799	5	13340	86920.1151	4323.6609	201	RPIA,ANKRD36BP2		ANKRD36BP2	201	1
2_MACS_peak_22942_lociStitched	chr7	136035047	136047356	2	10282	86314.4007	4081.6644	202			LUZP6	202	1
2_MACS_peak_2380_lociStitched	chr1	234733856	234750113	2	12368	86371.8153	4608.8595	203	IRF2BP2	NCRNA00184	IRF2BP2	203	1
1_MACS_peak_19412_lociStitched	chr5	88565097	88570196	1	5100	82338.1421	1483.809	204			MEF2C	204	1
1_MACS_peak_19204_lociStitched	chr5	61984501	61991381	1	6881	82347.408	1594.096	205			LRRC70	205	1
1_MACS_peak_21953_lociStitched	chr7	20254724	20262712	1	7989	82841.9504	2211.8772	206	MACC1		MACC1	206	1
2_MACS_peak_17462_lociStitched	chr3	186779300	186792518	2	10866	84732.6672	4449.1788	207	ST6GAL1		ST6GAL1	207	1
1_MACS_peak_14167_lociStitched	chr2	231729235	231739825	1	10591	81029.385	1099.242	208	ITM2C		ITM2C	208	1
4_MACS_peak_15185_lociStitched	chr21	36236043	36262978	4	14027	86388.6255	6884.586	209	RUNX1		RUNX1	209	1
2_MACS_peak_17313_lociStitched	chr3	177068556	177080043	2	9180	82530.6489	3546.0369	210			TBL1XR1	210	1
1_MACS_peak_3246_lociStitched	chr10	91804817	91813376	1	8560	80891.109	1930.0545	211			KIF20B	211	1
1_MACS_peak_11752_lociStitched	chr19	29120521	29126439	1	5919	80291.8732	1415.5856	212			LOC148145	212	1
1_MACS_peak_21463_lociStitched	chr6	135190309	135196266	1	5958	80120.4586	1734.6784	213			ALDH8A1	213	1
1_MACS_peak_14809_lociStitched	chr20	45978221	45987354	1	9134	80098.2366	2174.5673	214	ZMYND8	LOC100131496	ZMYND8	214	1
3_MACS_peak_12406_lociStitched	chr2	25623621	25645943	3	11691	81910.579	4031.3532	215	DTNB		DNMT3A	215	1
1_MACS_peak_9965_lociStitched	chr17	37909267	37916690	1	7424	79687.3896	1860.9461	216		GRB7,C17orf37	GRB7	216	1
3_MACS_peak_21546_lociStitched	chr6	139631958	139649277	3	11873	80684.0253	3250.7763	217		TXLNB,CITED2	TXLNB	217	1
2_MACS_peak_19137_lociStitched	chr5	55436738	55453731	2	16290	81024.3233	3697.6768	218	ANKRD55		ANKRD55	218	1
1_MACS_peak_22673_lociStitched	chr7	104651429	104658542	1	7114	78690.4077	1884.2337	219	MLL5,LOC100216545		MLL5	219	1
2_MACS_peak_9080_lociStitched	chr16	56963106	56986013	2	21715	81656.5829	4950.2027	220	HERPUD1	CETP,NLRC5	HERPUD1	220	1
1_MACS_peak_23948_lociStitched	chr8	118450158	118457856	1	7699	78233.2344	1988.3934	221			MED30	221	1
3_MACS_peak_15528_lociStitched	chr22	29207029	29225854	3	13200	79859.415	3631.3425	222		CCDC117,XBP1	XBP1	222	1
4_MACS_peak_17156_lociStitched	chr3	156804551	156824693	4	14567	81820.8324	5986.2024	223	LOC100498859,LOC339894		LOC100498859	223	1
5_MACS_peak_5815_lociStitched	chr12	92930683	92951264	5	16100	79998.347	4301.429	224			CLLU1OS	224	1
5_MACS_peak_20547_lociStitched	chr6	27774594	27808112	5	20567	81917.992	6267.866	225	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4J	225	1
1_MACS_peak_4222_lociStitched	chr11	65263306	65278870	1	15565	79441.7688	3866.0976	226	MALAT1	SCYL1,LTBP3	MALAT1	226	1
2_MACS_peak_21095_lociStitched	chr6	88625496	88640547	2	14219	78524.0772	3458.7198	227			SPACA1	227	1
1_MACS_peak_25421_lociStitched	chrX	19469645	19470911	1	1267	75228.1254	173.0622	228	MAP3K15		MAP3K15	228	1
5_MACS_peak_11609_lociStitched	chr19	16243610	16272623	5	22798	80023.6566	5039.5581	229	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	229	1
2_MACS_peak_17859_lociStitched	chr4	40302290	40319877	2	12296	78163.6628	3830.4486	230		CHRNA9	CHRNA9	230	1
1_MACS_peak_1136_lociStitched	chr1	111172789	111181521	1	8733	75562.362	1405.852	231		KCNA2,KCNA3	KCNA2	231	1
2_MACS_peak_2283_lociStitched	chr1	226839369	226852628	2	12827	78480.021	4476.2384	232	ITPKB		ITPKB	232	1
2_MACS_peak_9078_lociStitched	chr16	56943379	56952879	2	8614	76246.05	2383.55	233	SLC12A3	HERPUD1,CETP	HERPUD1	233	1
2_MACS_peak_10628_lociStitched	chr17	78873396	78887164	2	8744	76057.1856	2207.0104	234	RPTOR		CHMP6	234	1
4_MACS_peak_6813_lociStitched	chr13	115023003	115048883	4	18271	78294.764	4648.048	235	CDC16,UPF3A	ZNF828	UPF3A	235	1
1_MACS_peak_22273_lociStitched	chr7	55568745	55586560	1	17816	77151.4205	3532.7145	236	VOPP1		VOPP1	236	1
3_MACS_peak_20185_lociStitched	chr5	180228259	180249433	3	15293	77556.1272	4086.582	237	MGAT1	LOC729678,ZFP62	MGAT1	237	1
3_MACS_peak_191_lociStitched	chr1	17221238	17241598	3	12113	79465.08	6075.424	238		CROCC	CROCC	238	1
6_MACS_peak_20104_lociStitched	chr5	173309962	173357002	6	36600	81647.328	8260.224	239	CPEB4		CPEB4	239	1
7_MACS_peak_9158_lociStitched	chr16	67554729	67601620	7	22633	80535.2925	7169.6339	240	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	240	1
1_MACS_peak_18049_lociStitched	chr4	76023085	76029925	1	6841	74986.236	1824.912	241			PARM1	241	1
5_MACS_peak_7718_lociStitched	chr15	40329689	40358601	5	17706	78192.504	5261.984	242	SRP14	BMF	SRP14	242	1
3_MACS_peak_24717_lociStitched	chr9	93670878	93689315	3	10346	76072.9057	3373.971	243			SYK	243	1
3_MACS_peak_20474_lociStitched	chr6	25365949	25390528	3	18863	77699.1348	5041.1529	244	LRRC16A		LRRC16A	244	1
2_MACS_peak_19562_lociStitched	chr5	112256236	112267644	2	9957	75223.2112	2781.2704	245	REEP5	DCP2	REEP5	245	1
1_MACS_peak_13687_lociStitched	chr2	175457050	175464728	1	7679	74467.3864	2025.4564	246	WIPF1		WIPF1	246	1
1_MACS_peak_14944_lociStitched	chr20	56047570	56058649	1	11080	74894.04	2497.2066	247		CTCFL	CTCFL	247	1
2_MACS_peak_14905_lociStitched	chr20	52481361	52490974	2	9037	74658.4032	2271.5519	248		SUMO1P1	SUMO1P1	248	1
1_MACS_peak_23389_lociStitched	chr8	29409841	29416563	1	6723	74244.49	1860.6496	249			C8orf75	249	1
2_MACS_peak_15460_lociStitched	chr22	23477602	23488911	2	10398	74600.9494	2424.6496	250	RAB36,RTDR1	BCR	RTDR1	250	1
2_MACS_peak_4944_lociStitched	chr12	4216336	4229904	2	7613	75100.2368	3104.3584	251			CCND2	251	1
5_MACS_peak_14909_lociStitched	chr20	52530702	52566905	5	19197	78122.4537	6201.5739	252	BCAS1	SUMO1P1	SUMO1P1	252	1
1_MACS_peak_19605_lociStitched	chr5	118667331	118678919	1	11589	74426.2476	3063.8672	253	TNFAIP8	TNFAIP8	TNFAIP8	253	1
4_MACS_peak_6178_lociStitched	chr12	123354985	123387400	4	25309	74648.5035	3361.4355	254	VPS37B	HIP1R	VPS37B	254	1
2_MACS_peak_19695_lociStitched	chr5	131435164	131444081	2	7609	73113.1581	2170.3978	255		IL3,CSF2	CSF2	255	1
2_MACS_peak_15526_lociStitched	chr22	29183359	29199902	2	16212	74327.699	3672.546	256	CCDC117,XBP1	HSCB,CHEK2	XBP1	256	1
1_MACS_peak_16539_lociStitched	chr3	69127993	69146188	1	18196	74362.965	3759.087	257	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	257	1
4_MACS_peak_9897_lociStitched	chr17	34408756	34433064	4	20560	75665.9424	5432.838	258	CCL4,CCL3	CCL18	CCL3	258	1
2_MACS_peak_14073_lociStitched	chr2	219742861	219763417	2	16901	74013.9336	3971.4192	259	WNT10A	WNT6,PRKAG3	WNT10A	259	1
1_MACS_peak_4062_lociStitched	chr11	58339867	58348632	1	8766	72193.799	2244.7165	260	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	260	1
1_MACS_peak_5656_lociStitched	chr12	68380684	68388242	1	7559	71751.873	1884.2094	261			IFNG	261	1
1_MACS_peak_24725_lociStitched	chr9	93795168	93799989	1	4822	70669.1106	1171.9851	262		LOC100129316	LOC100129316	262	1
1_MACS_peak_5850_lociStitched	chr12	94595816	94604023	1	8208	71267.9466	1859.7062	263	PLXNC1		PLXNC1	263	1
1_MACS_peak_18739_lociStitched	chr4	185184530	185191405	1	6876	70859.9375	1753.125	264		ENPP6	ENPP6	264	1
1_MACS_peak_8172_lociStitched	chr15	75334176	75341197	1	7022	71139.5804	2038.8984	265	PPCDC	SCAMP5	PPCDC	265	1
2_MACS_peak_22668_lociStitched	chr7	104576159	104586756	2	9660	71311.4518	2286.8326	266		LOC723809	LOC723809	266	1
2_MACS_peak_6627_lociStitched	chr13	77898786	77914492	2	9940	72147.0816	3226.0124	267	MYCBP2		MYCBP2	267	1
1_MACS_peak_22276_lociStitched	chr7	55615857	55643260	1	27404	74226.5061	5455.9373	268	VOPP1		VOPP1	268	1
2_MACS_peak_18987_lociStitched	chr5	32530388	32544112	2	13550	71791.6164	3116.7204	269		SUB1	SUB1	269	1
1_MACS_peak_19408_lociStitched	chr5	88110513	88130792	1	20280	72872.5865	4270.7574	270	MEF2C		MEF2C	270	1
1_MACS_peak_18520_lociStitched	chr4	144272394	144282783	1	10390	70499.754	2399.859	271	GAB1		GAB1	271	1
2_MACS_peak_1780_lociStitched	chr1	178544260	178552168	2	7567	70607.3688	2581.962	272		C1orf220	C1orf220	272	1
1_MACS_peak_2051_lociStitched	chr1	206727944	206738935	1	10992	71836.0769	4055.679	273	RASSF5	LGTN	RASSF5	273	1
5_MACS_peak_7282_lociStitched	chr14	77487861	77510706	5	18804	69937.683	2414.7165	274	C14orf4		C14orf4	274	1
1_MACS_peak_8169_lociStitched	chr15	75298588	75303855	1	5268	68563.1725	1361.5195	275	SCAMP5	PPCDC,RPP25	SCAMP5	275	1
2_MACS_peak_7012_lociStitched	chr14	50465298	50476962	2	8851	68289.2208	1417.176	276	C14orf182		C14orf182	276	1
1_MACS_peak_10105_lociStitched	chr17	43297718	43308567	1	10850	69151.526	2544.0905	277	FMNL1	LOC100133991,C17orf46	FMNL1	277	1
5_MACS_peak_12801_lociStitched	chr2	64862527	64896294	5	19534	72315.4072	5942.992	278	SERTAD2	LOC339807	SERTAD2	278	1
1_MACS_peak_3631_lociStitched	chr11	267174	270913	1	3740	67336.7727	1150.8642	279		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	279	1
2_MACS_peak_16029_lociStitched	chr3	14727070	14741826	2	9731	68817.5572	2965.956	280	C3orf20	C3orf19	C3orf20	280	1
2_MACS_peak_19537_lociStitched	chr5	109187845	109202236	2	10481	68122.6767	2414.8098	281	MAN2A1	LOC100289673	LOC100289673	281	1
1_MACS_peak_24111_lociStitched	chr8	137189053	137201766	1	12714	68623.5027	3124.8554	282			KHDRBS3	282	1
3_MACS_peak_24916_lociStitched	chr9	112903328	112925500	3	21864	70753.0692	5374.4928	283	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	283	1
4_MACS_peak_25165_lociStitched	chr9	134126932	134152480	4	16364	70096.0476	4795.3596	284	FAM78A	PPAPDC3	FAM78A	284	1
2_MACS_peak_1613_lociStitched	chr1	161007680	161019061	2	7500	68898.2978	3821.7398	285	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	285	1
1_MACS_peak_10560_lociStitched	chr17	75203312	75210860	1	7549	66799.0452	1960.9704	286	SEC14L1		SEC14L1	286	1
2_MACS_peak_22224_lociStitched	chr7	47512853	47524746	2	11413	67694.956	2962.5463	287	TNS3		TNS3	287	1
5_MACS_peak_19401_lociStitched	chr5	87954222	87976736	5	12457	68789.2756	4419.4982	288	LOC645323,MIR9-2		MIR9-2	288	1
1_MACS_peak_21545_lociStitched	chr6	139610587	139615130	1	4544	65577.2964	1342.0022	289	TXLNB		TXLNB	289	1
2_MACS_peak_12820_lociStitched	chr2	65254650	65268302	2	7902	66431.9972	2297.6316	290		SLC1A4,CEP68	CEP68	290	1
2_MACS_peak_5986_lociStitched	chr12	108952814	108970713	2	16676	67987.5616	4059.4932	291	ISCU,SART3	FICD,TMEM119	ISCU	291	1
1_MACS_peak_1809_lociStitched	chr1	181095534	181105665	1	10132	66757.2114	2891.3874	292		IER5	IER5	292	1
1_MACS_peak_14706_lociStitched	chr20	37518236	37523617	1	5382	65202.6532	1362.4692	293	PPP1R16B	FAM83D	FAM83D	293	1
2_MACS_peak_17825_lociStitched	chr4	38124169	38136724	2	10090	66028.0005	2715.6465	294	TBC1D1		PTTG2	294	1
1_MACS_peak_21511_lociStitched	chr6	138186927	138196095	1	9169	65799.6528	2585.376	295	TNFAIP3		TNFAIP3	295	1
1_MACS_peak_19897_lociStitched	chr5	148204698	148216081	1	11384	66405.0071	3233.9103	296	ADRB2		ADRB2	296	1
2_MACS_peak_1138_lociStitched	chr1	111323302	111338362	2	9857	64852.878	1784.61	297			CD53	297	1
1_MACS_peak_9966_lociStitched	chr17	37924873	37938879	1	14007	66239.9764	3264.7986	298	IKZF3	GRB7,C17orf37	GRB7	298	1
2_MACS_peak_21295_lociStitched	chr6	113946307	113957110	2	8920	65654.1522	2770.9695	299			MARCKS	299	1
2_MACS_peak_13782_lociStitched	chr2	187810419	187821123	2	8461	65101.728	2220.0096	300			ZSWIM2	300	1
3_MACS_peak_24734_lociStitched	chr9	94180830	94196019	3	14110	66435.1671	3634.7277	301	NFIL3		NFIL3	301	1
3_MACS_peak_12443_lociStitched	chr2	27374594	27389993	3	12161	65866.1427	3133.6965	302	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	302	1
1_MACS_peak_14751_lociStitched	chr20	42695939	42700557	1	4619	63660.9772	963.3148	303	TOX2		JPH2	303	1
6_MACS_peak_12785_lociStitched	chr2	64430098	64456452	6	14959	67682.3428	5075.7804	304	LOC150992		LOC150992	304	1
5_MACS_peak_16051_lociStitched	chr3	15834458	15859186	5	14273	67242.8504	4779.9224	305	ANKRD28	ANKRD28	ANKRD28	305	1
1_MACS_peak_10269_lociStitched	chr17	55431204	55436877	1	5674	63609.0798	1571.9883	306	MSI2		MSI2	306	1
2_MACS_peak_2067_lociStitched	chr1	207093849	207104865	2	6098	64983.384	3326.832	307	FAIM3,PIGR	IL24,FCAMR	FAIM3	307	1
1_MACS_peak_2658_lociStitched	chr10	15826439	15833098	1	6660	62785.0474	1447.0007	308	FAM188A		ITGA8	308	1
2_MACS_peak_4314_lociStitched	chr11	67647131	67655790	2	7884	63360.5007	2131.8458	309			LOC645332	309	1
2_MACS_peak_3886_lociStitched	chr11	26126347	26135975	2	8289	62999.8552	1847.6132	310			ANO3	310	1
1_MACS_peak_15513_lociStitched	chr22	27004980	27015296	1	10317	63412.452	2457.2712	311	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	311	1
3_MACS_peak_1544_lociStitched	chr1	156450314	156476116	3	20668	68279.8326	7402.5938	312	MEF2D		MEF2D	312	1
1_MACS_peak_21207_lociStitched	chr6	106609965	106617239	1	7275	62944.1042	2084.7284	313			PRDM1	313	1
1_MACS_peak_19440_lociStitched	chr5	90674163	90681211	1	7049	63092.9912	2234.216	314	LOC100129716,ARRDC3		ARRDC3	314	1
2_MACS_peak_2335_lociStitched	chr1	230256514	230269994	2	7007	64164.8	3441.444	315	GALNT2		GALNT2	315	1
2_MACS_peak_15511_lociStitched	chr22	26974554	26992245	2	12667	63974.1942	3439.1304	316	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	316	1
1_MACS_peak_4657_lociStitched	chr11	111237767	111251486	1	13720	63466.8378	3121.0725	317	POU2AF1		POU2AF1	317	1
2_MACS_peak_565_lociStitched	chr1	40839016	40858557	2	15008	64299.6605	4105.5641	318	SMAP2	SMAP2	SMAP2	318	1
5_MACS_peak_17189_lociStitched	chr3	160115968	160141017	5	21181	66500.0852	6359.9411	319	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	319	1
3_MACS_peak_10383_lociStitched	chr17	62970255	62986155	3	9366	63224.76	3111.63	320	AMZ2P1		AMZ2P1	320	1
2_MACS_peak_15239_lociStitched	chr21	41295747	41309107	2	8333	64002.416	3894.44	321	PCP4		PCP4	321	1
1_MACS_peak_12333_lociStitched	chr2	13661694	13666199	1	4506	61239.168	1152.379	322			MIR3125	322	1
2_MACS_peak_12497_lociStitched	chr2	33699507	33710335	2	7417	62275.0764	2561.9048	323	RASGRP3	RASGRP3	RASGRP3	323	1
1_MACS_peak_22894_lociStitched	chr7	129587772	129593340	1	5569	61670.0544	1983.3216	324	UBE2H		UBE2H	324	1
4_MACS_peak_20496_lociStitched	chr6	26183533	26207519	4	15377	64937.2978	5360.871	325	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	325	1
1_MACS_peak_14421_lociStitched	chr20	9489766	9499849	1	10084	61777.5327	2303.9655	326	C20orf103		C20orf103	326	1
1_MACS_peak_24720_lociStitched	chr9	93702549	93707418	1	4870	60977.4084	1569.7656	327			SYK	327	1
5_MACS_peak_25336_lociStitched	chrX	10064861	10091025	5	16024	62220.6084	2872.8072	328	WWC3	CLCN4	CLCN4	328	1
2_MACS_peak_18743_lociStitched	chr4	185263534	185277445	2	8921	62376.924	3031.2069	329			IRF2	329	1
2_MACS_peak_23055_lociStitched	chr7	150100662	150113785	2	7909	62915.5989	3652.1309	330	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	330	1
2_MACS_peak_17902_lociStitched	chr4	48191557	48206642	2	12303	62255.795	3050.187	331	TEC		TXK	331	1
2_MACS_peak_20638_lociStitched	chr6	31694499	31709456	2	13445	62723.6752	3713.8231	332	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	332	1
2_MACS_peak_6220_lociStitched	chr12	125397191	125412994	2	11327	61157.61	2157.1095	333	UBC	SCARB1	UBC	333	1
6_MACS_peak_12889_lociStitched	chr2	70334964	70361095	6	13736	63806.6758	4964.89	334	LOC100133985	PCBP1,LOC400960	LOC100133985	334	1
5_MACS_peak_4972_lociStitched	chr12	6552096	6580991	5	13105	64011.0935	5192.4315	335	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	335	1
2_MACS_peak_14622_lociStitched	chr20	32988701	33005905	2	13379	62183.858	3418.4348	336	ITCH	MIR644	ITCH	336	1
2_MACS_peak_13831_lociStitched	chr2	192530781	192546491	2	10287	61796.856	3101.154	337	OBFC2A		OBFC2A	337	1
2_MACS_peak_1354_lociStitched	chr1	149214073	149225769	2	6328	63296.4128	4650.3296	338			LOC388692	338	1
2_MACS_peak_885_lociStitched	chr1	75595980	75612817	2	16676	61354.028	2833.6671	339	LHX8		LHX8	339	1
3_MACS_peak_14743_lociStitched	chr20	42568346	42585768	3	13304	61612.903	3097.6316	340	TOX2		TOX2	340	1
2_MACS_peak_10200_lociStitched	chr17	47815752	47828032	2	10958	61058.616	2894.396	341	FAM117A	MYST2,SLC35B1	FAM117A	341	1
2_MACS_peak_22257_lociStitched	chr7	52774345	52788700	2	9225	60375.6945	2236.509	342			POM121L12	342	1
1_MACS_peak_1923_lociStitched	chr1	197740039	197748869	1	8831	61181.304	3044.584	343	DENND1B		DENND1B	343	1
1_MACS_peak_7528_lociStitched	chr14	106323781	106329595	1	5815	58835.3544	715.122	344			KIAA0125	344	1
1_MACS_peak_14763_lociStitched	chr20	43269770	43282284	1	12515	60858.0848	2922.019	345	ADA	LOC79015	ADA	345	1
2_MACS_peak_22877_lociStitched	chr7	128572482	128582647	2	7541	60314.0275	3091.1765	346	IRF5	KCP	IRF5	346	1
1_MACS_peak_5449_lociStitched	chr12	51312071	51323445	1	11375	59802.2172	2707.012	347	METTL7A	HIGD1C	METTL7A	347	1
3_MACS_peak_8173_lociStitched	chr15	75352723	75370830	3	10764	60240.1783	3414.9802	348		PPCDC	PPCDC	348	1
1_MACS_peak_5127_lociStitched	chr12	15100306	15116440	1	16135	60218.5416	3401.0472	349	ARHGDIB	PDE6H,ERP27	ARHGDIB	349	1
3_MACS_peak_4487_lociStitched	chr11	82764695	82784513	3	12479	60851.169	4141.962	350	RAB30	SNORA70E	RAB30	350	1
4_MACS_peak_10539_lociStitched	chr17	74475836	74498394	4	13759	60446.4168	3814.5578	351	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	351	1
2_MACS_peak_19502_lociStitched	chr5	100224175	100241768	2	12426	60532.2351	4012.9633	352	ST8SIA4		ST8SIA4	352	1
2_MACS_peak_25102_lociStitched	chr9	130828750	130846633	2	16367	59811.4818	3565.8702	353	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	353	1
2_MACS_peak_5200_lociStitched	chr12	26265795	26280542	2	14382	59507.0944	3285.6316	354	BHLHE41		BHLHE41	354	1
3_MACS_peak_9329_lociStitched	chr16	81841429	81857859	3	12699	57845.101	1877.949	355	PLCG2		PLCG2	355	1
3_MACS_peak_8423_lociStitched	chr15	93346276	93364607	3	11050	59421.7696	3455.3935	356		ASB9P1	ASB9P1	356	1
1_MACS_peak_2453_lociStitched	chr1	245132205	245136375	1	4171	57357.099	1396.95	357	EFCAB2		EFCAB2	357	1
3_MACS_peak_10598_lociStitched	chr17	76763018	76779731	3	15812	59169.0339	3401.0955	358	CYTH1		CYTH1	358	1
3_MACS_peak_17678_lociStitched	chr4	9598997	9611089	3	9800	58066.9932	2446.2116	359		MIR548I2	MIR548I2	359	1
2_MACS_peak_9567_lociStitched	chr17	6914841	6926108	2	7109	57561.9763	2056.2275	360	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	360	1
1_MACS_peak_20101_lociStitched	chr5	173168807	173174678	1	5872	56886.4674	1440.7434	361			BOD1	361	1
3_MACS_peak_10454_lociStitched	chr17	70582100	70601839	3	13945	58960.393	3874.7657	362	LOC100499467,FLJ26484		LOC100499467	362	1
2_MACS_peak_24058_lociStitched	chr8	129664751	129673545	2	8460	57066.9042	1982.1676	363			MIR1208	363	1
1_MACS_peak_10412_lociStitched	chr17	65642233	65649270	1	7038	56388.8884	1600.2138	364	PITPNC1		NOL11	364	1
3_MACS_peak_4459_lociStitched	chr11	78163173	78178682	3	8877	57251.4735	2515.5598	365	NARS2	GAB2	GAB2	365	1
5_MACS_peak_10511_lociStitched	chr17	73850286	73875847	5	14537	59033.1295	4301.9163	366	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	366	1
2_MACS_peak_24097_lociStitched	chr8	134576819	134585891	2	9035	56744.4528	2030.3136	367	ST3GAL1		ST3GAL1	367	1
1_MACS_peak_14947_lociStitched	chr20	56191957	56197553	1	5597	56043.94	1502.526	368	ZBP1		ZBP1	368	1
2_MACS_peak_4827_lociStitched	chr11	126056513	126069279	2	8829	56765.2956	2290.2204	369		FAM118B,RPUSD4	RPUSD4	369	1
2_MACS_peak_24722_lociStitched	chr9	93733024	93742689	2	6365	55806.6765	1754.1975	370			LOC100129316	370	1
3_MACS_peak_19170_lociStitched	chr5	58852816	58866320	3	9294	56175.2896	2410.464	371	PDE4D		PDE4D	371	1
4_MACS_peak_18924_lociStitched	chr5	15426963	15449335	4	12013	57299.1664	3550.4364	372			FBXL7	372	1
2_MACS_peak_23475_lociStitched	chr8	38811450	38824475	2	11957	56051.785	2477.355	373	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	373	1
2_MACS_peak_16439_lociStitched	chr3	52729985	52746165	2	11088	56341.996	2779.724	374	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	374	1
1_MACS_peak_24096_lociStitched	chr8	134508113	134515622	1	7510	55535.0622	2176.1082	375	ST3GAL1		ST3GAL1	375	1
1_MACS_peak_8477_lociStitched	chr15	101737547	101744377	1	6831	54797.773	1555.191	376	CHSY1		CHSY1	376	1
1_MACS_peak_10368_lociStitched	chr17	62196570	62210488	1	13919	56363.7246	3262.3792	377	ERN1	SNORD104,SNORA76	ERN1	377	1
3_MACS_peak_14383_lociStitched	chr20	5567028	5592618	3	21069	58386.144	5294.571	378	GPCPD1		GPCPD1	378	1
2_MACS_peak_1474_lociStitched	chr1	154755632	154766007	2	7936	56268.8125	3295.1	379	KCNN3		KCNN3	379	1
1_MACS_peak_1478_lociStitched	chr1	154830512	154834791	1	4280	54455.4098	1548.998	380	KCNN3		KCNN3	380	1
1_MACS_peak_1371_lociStitched	chr1	149855638	149861292	1	5655	55500.2294	2787.9874	381	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	381	1
3_MACS_peak_17281_lociStitched	chr3	175052708	175070821	3	11570	57691.7163	5013.6784	382	NAALADL2		NAALADL2	382	1
2_MACS_peak_14137_lociStitched	chr2	227768981	227782888	2	9439	55050.8595	2387.8319	383	RHBDD1		RHBDD1	383	1
2_MACS_peak_5994_lociStitched	chr12	109082430	109090955	2	6839	54259.0675	1787.6925	384	CORO1C		CORO1C	384	1
1_MACS_peak_5488_lociStitched	chr12	53845177	53875499	1	30323	58670.0378	6340.3302	385	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	385	1
2_MACS_peak_16478_lociStitched	chr3	56948160	56956828	2	7476	54364.8292	2104.5904	386	ARHGEF3		ARHGEF3	386	1
