REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_13918_lociStitched	chr2	202072838	202102216	5	18583	52145.95	5534.8152	162	CASP10,CASP8	CASP8	CASP8	CASP8	2.0779	162	1
3_MACS_peak_1015_lociStitched	chr1	93408593	93428837	3	18785	40141.8276	2303.7672	163	FAM69A		FAM69A	FAM69A	0.45419999999999994	163	1
2_MACS_peak_15053_lociStitched	chr21	19151831	19169405	2	15850	92045.5824	3878.5818	164	C21orf91		C21orf91	C21orf91	1.7386000000000001	164	1
3_MACS_peak_12660_lociStitched	chr2	47526624	47550781	3	15122	100420.649	4575.3358	165		EPCAM	EPCAM	NONE	NONE	165	1
4_MACS_peak_22132_lociStitched	chr7	38383583	38408576	4	18579	39738.87	5183.5482	166			TARP	TARP	NONE	166	1
5_MACS_peak_7553_lociStitched	chr15	21976224	22002757	5	18588	37103.7472	4385.9049	167		LOC646214,CXADRP2	CXADRP2	LOC646214	0.1053	167	1
1_MACS_peak_12593_lociStitched	chr2	43443984	43457129	1	13146	116719.713	3383.523	168	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	7.9533000000000005	168	1
2_MACS_peak_14073_lociStitched	chr2	219742861	219763417	2	16901	74013.9336	3971.4192	169	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	3.0	169	1
1_MACS_peak_11117_lociStitched	chr18	60821868	60831472	1	9605	137551.3692	3102.092	170	BCL2		BCL2	BCL2	0.9708999999999999	170	1
1_MACS_peak_21256_lociStitched	chr6	109214177	109228918	1	14742	101308.9966	3677.8795	171	ARMC2		ARMC2	ARMC2	0.9958	171	1
5_MACS_peak_25087_lociStitched	chr9	130531776	130566883	5	18209	45895.3811	5574.9916	172	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	TOR2A	0.48350000000000004	172	1
1_MACS_peak_9833_lociStitched	chr17	29635148	29649669	1	14522	102201.7022	3634.6063	173	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	3.5015	173	1
2_MACS_peak_19137_lociStitched	chr5	55436738	55453731	2	16290	81024.3233	3697.6768	174	ANKRD55		ANKRD55	ANKRD55	0.5425	174	1
5_MACS_peak_13955_lociStitched	chr2	204548203	204574511	5	15599	91688.6416	5464.1716	175	CD28		CD28	CD28	2.2667	175	1
7_MACS_peak_24018_lociStitched	chr8	126285330	126315989	7	18158	43293.5739	5515.5541	176	NSMCE2		TRIB1	TRIB1	NONE	176	1
1_MACS_peak_6796_lociStitched	chr13	114555744	114568225	1	12482	117623.4402	3086.5513	177	GAS6	FLJ44054,GAS6	GAS6	GAS6	2.2004	177	1
2_MACS_peak_8259_lociStitched	chr15	81576074	81597277	2	15116	95381.6955	5224.4192	178	IL16	STARD5	IL16	STARD5	1.1582000000000001	178	1
5_MACS_peak_5815_lociStitched	chr12	92930683	92951264	5	16100	79998.347	4301.429	179			CLLU1OS	CLLU1OS	0.17559999999999998	179	1
1_MACS_peak_12325_lociStitched	chr2	11883469	11898287	1	14819	94449.932	3467.412	180	LPIN1		LPIN1	LPIN1	1.0000999999999998	180	1
2_MACS_peak_5986_lociStitched	chr12	108952814	108970713	2	16676	67987.5616	4059.4932	181	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	3.7011	181	1
2_MACS_peak_15526_lociStitched	chr22	29183359	29199902	2	16212	74327.699	3672.546	182	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	4.3797999999999995	182	1
1_MACS_peak_3472_lociStitched	chr10	112215038	112226249	1	11212	122271.6504	2539.2915	183		DUSP5	DUSP5	DUSP5	1.9955	183	1
1_MACS_peak_13282_lociStitched	chr2	112455374	112466090	1	10717	125480.0736	2701.5036	184			ANAPC1	ANAPC1	NONE	184	1
3_MACS_peak_11227_lociStitched	chr19	1015274	1041950	3	17358	52938.522	5815.368	185	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	1.7651000000000001	185	1
5_MACS_peak_13052_lociStitched	chr2	87794923	87821544	5	17505	46733.1655	4445.707	186	NCRNA00152		NCRNA00152	NCRNA00152	1.1033	186	1
3_MACS_peak_16130_lociStitched	chr3	30682365	30703612	3	17475	46564.9252	4030.5559	187	TGFBR2		TGFBR2	TGFBR2	0.4735	187	1
4_MACS_peak_25165_lociStitched	chr9	134126932	134152480	4	16364	70096.0476	4795.3596	188	FAM78A	PPAPDC3	FAM78A	FAM78A	1.9868999999999999	188	1
3_MACS_peak_17457_lociStitched	chr3	186702689	186720197	3	13528	104809.8912	5220.8856	189	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	1.2354	189	1
2_MACS_peak_885_lociStitched	chr1	75595980	75612817	2	16676	61354.028	2833.6671	190	LHX8		LHX8	LHX8	1.335	190	1
1_MACS_peak_5809_lociStitched	chr12	92853942	92866486	1	12545	110852.5824	3168.6144	191		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.2128	191	1
1_MACS_peak_4222_lociStitched	chr11	65263306	65278870	1	15565	79441.7688	3866.0976	192	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	4.0517	192	1
4_MACS_peak_1884_lociStitched	chr1	192498496	192521273	4	14545	94078.1208	5885.5768	193		RGS1	RGS1	RGS1	2.2209	193	1
3_MACS_peak_18028_lociStitched	chr4	74453869	74475599	3	14710	90027.39	3987.455	194	RASSF6		RASSF6	RASSF6	1.5563	194	1
2_MACS_peak_25626_lociStitched	chrX	48790124	48805835	2	13954	95719.2675	2022.0057	195	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	2.8543000000000003	195	1
3_MACS_peak_2567_lociStitched	chr10	6954006	6973335	3	10025	127262.136	3943.116	196			LOC439949	LOC439949	NONE	196	1
2_MACS_peak_22020_lociStitched	chr7	26002055	26011998	2	9761	127143.1296	2563.3054	197		MIR148A	MIR148A	MIR148A	2.7659	197	1
6_MACS_peak_15745_lociStitched	chr22	39897492	39929567	6	17291	42550.695	5632.37	198	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.5814000000000001	198	1
1_MACS_peak_12578_lociStitched	chr2	42322800	42335006	1	12207	110166.4736	2784.1886	199		PKDCC	PKDCC	NONE	NONE	199	1
4_MACS_peak_10867_lociStitched	chr18	23746028	23772112	4	13261	102791.8272	4405.5876	200	PSMA8	TAF4B	PSMA8	PSMA8	1.3871	200	1
1_MACS_peak_17323_lociStitched	chr3	178229919	178241655	1	11737	113693.6736	3897.5256	201		KCNMB2	KCNMB2	KCNMB2	0.0021999999999999797	201	1
2_MACS_peak_25102_lociStitched	chr9	130828750	130846633	2	16367	59811.4818	3565.8702	202	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	1.102	202	1
3_MACS_peak_20185_lociStitched	chr5	180228259	180249433	3	15293	77556.1272	4086.582	203	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.7254	203	1
5_MACS_peak_8812_lociStitched	chr16	22194949	22219126	5	16885	47017.0119	5014.3098	204	EEF2K		EEF2K	EEF2K	0.035900000000000015	204	1
3_MACS_peak_16313_lociStitched	chr3	46577845	46592053	3	11727	111161.9712	2857.2288	205	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.7905	205	1
5_MACS_peak_25336_lociStitched	chrX	10064861	10091025	5	16024	62220.6084	2872.8072	206	WWC3	CLCN4	CLCN4	NONE	NONE	206	1
1_MACS_peak_5127_lociStitched	chr12	15100306	15116440	1	16135	60218.5416	3401.0472	207	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.9111	207	1
1_MACS_peak_1522_lociStitched	chr1	155938589	155952628	1	14040	90673.6893	4293.1262	208	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	2.7028	208	1
5_MACS_peak_7545_lociStitched	chr15	20969673	20996042	5	16872	41475.8001	4158.3913	209		BCL8	BCL8	NONE	NONE	209	1
3_MACS_peak_12579_lociStitched	chr2	42343543	42361158	3	13785	92351.922	3877.0615	210		EML4	EML4	EML4	0.058499999999999996	210	1
4_MACS_peak_11632_lociStitched	chr19	16693729	16716990	4	14026	90317.8108	4484.7208	211	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.09050000000000001	211	1
2_MACS_peak_17829_lociStitched	chr4	38307093	38322417	2	13257	96783.3192	3375.8772	212			KLF3	KLF3	NONE	212	1
4_MACS_peak_17156_lociStitched	chr3	156804551	156824693	4	14567	81820.8324	5986.2024	213	LOC100498859,LOC339894		LOC100498859	LOC100498859	3.5514	213	1
3_MACS_peak_10598_lociStitched	chr17	76763018	76779731	3	15812	59169.0339	3401.0955	214	CYTH1		CYTH1	CYTH1	1.2885	214	1
1_MACS_peak_2093_lociStitched	chr1	209274999	209284558	1	9560	121043.7052	3109.5427	215			LOC642587	LOC642587	NONE	215	1
4_MACS_peak_19932_lociStitched	chr5	150512956	150537939	4	16346	48289.6407	5046.566	216	ANXA6		ANXA6	ANXA6	0.6422	216	1
5_MACS_peak_7736_lociStitched	chr15	40834217	40862511	5	16589	37427.3032	5022.185	217	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.8689	217	1
4_MACS_peak_15185_lociStitched	chr21	36236043	36262978	4	14027	86388.6255	6884.586	219	RUNX1		RUNX1	RUNX1	0.2796	219	1
2_MACS_peak_17232_lociStitched	chr3	169656235	169668475	2	11365	108420.696	4124.88	220	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	3.5871	220	1
4_MACS_peak_20496_lociStitched	chr6	26183533	26207519	4	15377	64937.2978	5360.871	221	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	2.9080000000000004	221	1
3_MACS_peak_5802_lociStitched	chr12	92754348	92770123	3	9545	119311.0575	3377.4275	222		CLLU1	CLLU1	CLLU1	0.2128	222	1
2_MACS_peak_21095_lociStitched	chr6	88625496	88640547	2	14219	78524.0772	3458.7198	223			SPACA1	SPACA1	NONE	223	1
3_MACS_peak_8343_lociStitched	chr15	89163807	89185514	3	16366	37060.3611	3907.26	224	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.8896999999999999	224	1
1_MACS_peak_13021_lociStitched	chr2	86220018	86229225	1	9208	118790.5554	2339.4987	225		LOC90784	LOC90784	NONE	NONE	225	1
5_MACS_peak_26029_lociStitched	chrX	128902203	128921510	5	15694	52816.2292	2623.8213	226	XPNPEP2,SASH3		SASH3	SASH3	1.2445	226	1
6_MACS_peak_12785_lociStitched	chr2	64430098	64456452	6	14959	67682.3428	5075.7804	227	LOC150992		LOC150992	LOC150992	0.40270000000000006	227	1
4_MACS_peak_14767_lociStitched	chr20	43583242	43609505	4	15625	55094.5214	4806.129	228	STK4,TOMM34	PABPC1L	STK4	STK4	1.2062	228	1
2_MACS_peak_18133_lociStitched	chr4	84132137	84144784	2	10879	108512.5247	3176.9264	229			COQ2	COQ2	NONE	229	1
2_MACS_peak_565_lociStitched	chr1	40839016	40858557	2	15008	64299.6605	4105.5641	230	SMAP2	SMAP2	SMAP2	SMAP2	0.9757	230	1
5_MACS_peak_13073_lociStitched	chr2	89039382	89066799	5	13340	86920.1151	4323.6609	231	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	231	1
2_MACS_peak_17304_lociStitched	chr3	176908406	176921144	2	11482	101859.417	3609.9492	232	TBL1XR1		TBL1XR1	TBL1XR1	0.6456	232	1
1_MACS_peak_15699_lociStitched	chr22	38782011	38797434	1	15424	51725.6574	2939.6238	233	LOC400927	KCNJ4	LOC400927	LOC400927	0.8978999999999999	233	1
2_MACS_peak_7628_lociStitched	chr15	31546550	31561150	2	10894	105049.92	2865.98	234			KLF13	KLF13	1.8769	234	1
3_MACS_peak_5661_lociStitched	chr12	68751834	68770624	3	11484	97835.772	3878.256	235		MDM1	MDM1	NONE	NONE	235	1
5_MACS_peak_16051_lociStitched	chr3	15834458	15859186	5	14273	67242.8504	4779.9224	236	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.3216	236	1
3_MACS_peak_15528_lociStitched	chr22	29207029	29225854	3	13200	79859.415	3631.3425	237		CCDC117,XBP1	XBP1	XBP1	4.3797999999999995	237	1
2_MACS_peak_13539_lociStitched	chr2	158292993	158311521	2	12427	88643.5104	4144.7136	238	CYTIP		CYTIP	CYTIP	1.9171	238	1
3_MACS_peak_1519_lociStitched	chr1	155900332	155920597	3	15516	39231.0135	5122.992	239	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.9874000000000003	239	1
3_MACS_peak_24734_lociStitched	chr9	94180830	94196019	3	14110	66435.1671	3634.7277	240	NFIL3		NFIL3	NFIL3	1.8504999999999998	240	1
3_MACS_peak_2851_lociStitched	chr10	45453884	45475323	3	15184	46344.6863	4092.7051	241	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	RASSF4	0.9593999999999999	241	1
5_MACS_peak_10511_lociStitched	chr17	73850286	73875847	5	14537	59033.1295	4301.9163	242	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	WBP2	0.6191	242	1
5_MACS_peak_8909_lociStitched	chr16	29815239	29833841	5	15265	42077.724	3331.6182	243	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	PRRT2	1.6053000000000002	243	1
1_MACS_peak_9966_lociStitched	chr17	37924873	37938879	1	14007	66239.9764	3264.7986	245	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.31300000000000006	245	1
2_MACS_peak_5200_lociStitched	chr12	26265795	26280542	2	14382	59507.0944	3285.6316	246	BHLHE41		BHLHE41	BHLHE41	3.0811	246	1
2_MACS_peak_22192_lociStitched	chr7	44661542	44680240	2	15088	45273.4674	3784.4752	247	OGDH	DDX56,TMED4	OGDH	TMED4	0.8844000000000001	247	1
3_MACS_peak_4358_lociStitched	chr11	71414007	71426893	3	11550	93371.956	3132.5866	248			FAM86C	FAM86C	NONE	248	1
2_MACS_peak_18987_lociStitched	chr5	32530388	32544112	2	13550	71791.6164	3116.7204	249		SUB1	SUB1	SUB1	2.403	249	1
1_MACS_peak_20346_lociStitched	chr6	11827555	11836876	1	9322	108564.4833	2265.9351	250		C6orf105	C6orf105	C6orf105	0.5148	250	1
6_MACS_peak_25497_lociStitched	chrX	37634560	37666271	6	14838	49405.738	2562.2488	251	CYBB	DYNLT3	CYBB	CYBB	1.1873	251	1
2_MACS_peak_2380_lociStitched	chr1	234733856	234750113	2	12368	86371.8153	4608.8595	253	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	5.2934	253	1
3_MACS_peak_3155_lociStitched	chr10	81001135	81020704	3	14937	47128.0227	3616.3512	254	ZMIZ1		PPIF	PPIF	NONE	254	1
2_MACS_peak_18872_lociStitched	chr5	6475500	6487813	2	11701	90690.1702	2767.9624	256	UBE2QL1		UBE2QL1	UBE2QL1	1.7468	256	1
3_MACS_peak_11797_lociStitched	chr19	35695238	35708270	3	10383	101130.9264	2833.1568	257		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8038	257	1
4_MACS_peak_12650_lociStitched	chr2	47193894	47215229	4	14496	55509.403	3848.834	258	TTC7A	MCFD2	MCFD2	MCFD2	0.44709999999999994	258	1
2_MACS_peak_2283_lociStitched	chr1	226839369	226852628	2	12827	78480.021	4476.2384	259	ITPKB		ITPKB	ITPKB	0.8266000000000001	259	1
2_MACS_peak_22758_lociStitched	chr7	114561629	114574342	2	11406	92779.474	4347.846	260	MDFIC		MDFIC	MDFIC	2.1288	260	1
3_MACS_peak_8027_lociStitched	chr15	65169186	65189860	3	11855	87513.042	3539.3888	261		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.14390000000000003	261	1
1_MACS_peak_4657_lociStitched	chr11	111237767	111251486	1	13720	63466.8378	3121.0725	262	POU2AF1		POU2AF1	POU2AF1	1.6396000000000002	262	1
2_MACS_peak_4693_lociStitched	chr11	115090178	115102577	2	10479	97095.3291	2613.7092	263	CADM1		CADM1	CADM1	0.3901	263	1
6_MACS_peak_12889_lociStitched	chr2	70334964	70361095	6	13736	63806.6758	4964.89	264	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	7.9205	264	1
3_MACS_peak_10454_lociStitched	chr17	70582100	70601839	3	13945	58960.393	3874.7657	265	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.36939999999999995	265	1
1_MACS_peak_17991_lociStitched	chr4	69434334	69443885	1	9552	102479.3647	2378.199	267		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.7641	267	1
4_MACS_peak_23360_lociStitched	chr8	27930057	27951824	4	14487	48875.6218	5030.3537	268	ELP3,C8orf80		C8orf80	C8orf80	0.7337	268	1
3_MACS_peak_24905_lociStitched	chr9	112668551	112683448	3	10371	97572.3706	3384.5984	269	PALM2,PALM2-AKAP2		PALM2	PALM2	0.4771	269	1
4_MACS_peak_10539_lociStitched	chr17	74475836	74498394	4	13759	60446.4168	3814.5578	270	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.4001	270	1
1_MACS_peak_10368_lociStitched	chr17	62196570	62210488	1	13919	56363.7246	3262.3792	271	ERN1	SNORD104,SNORA76	ERN1	ERN1	2.1054000000000004	271	1
4_MACS_peak_20534_lociStitched	chr6	27094278	27116220	4	14218	52263.6498	4877.7066	272	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.9761	272	1
2_MACS_peak_10552_lociStitched	chr17	75078975	75093284	2	14132	51885.8649	3133.671	273	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.4515	273	1
2_MACS_peak_5776_lociStitched	chr12	89737993	89749946	2	11467	85994.6632	2684.6438	274	DUSP6		DUSP6	DUSP6	5.758	274	1
2_MACS_peak_18077_lociStitched	chr4	77608547	77624721	2	14646	37955.5258	3126.4342	275	SHROOM3		ANKRD56	ANKRD56	NONE	275	1
2_MACS_peak_17859_lociStitched	chr4	40302290	40319877	2	12296	78163.6628	3830.4486	276		CHRNA9	CHRNA9	NONE	NONE	276	1
2_MACS_peak_12887_lociStitched	chr2	70309955	70323305	2	9606	100577.565	2957.025	277	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	7.9205	277	1
2_MACS_peak_20638_lociStitched	chr6	31694499	31709456	2	13445	62723.6752	3713.8231	279	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	3.6914000000000002	279	1
2_MACS_peak_19858_lociStitched	chr5	142771294	142786261	2	14109	49835.6199	2975.4396	280	NR3C1		NR3C1	NR3C1	0.3154	280	1
3_MACS_peak_5544_lociStitched	chr12	57021842	57040989	3	14629	37485.9966	3892.5851	281	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.2595	281	1
2_MACS_peak_14622_lociStitched	chr20	32988701	33005905	2	13379	62183.858	3418.4348	282	ITCH	MIR644	ITCH	ITCH	0.42000000000000004	282	1
4_MACS_peak_21575_lociStitched	chr6	143162658	143180143	4	14078	48389.7375	2161.146	283	HIVEP2		HIVEP2	HIVEP2	0.30810000000000004	283	1
3_MACS_peak_21546_lociStitched	chr6	139631958	139649277	3	11873	80684.0253	3250.7763	284		TXLNB,CITED2	TXLNB	CITED2	2.7469	284	1
3_MACS_peak_14743_lociStitched	chr20	42568346	42585768	3	13304	61612.903	3097.6316	285	TOX2		TOX2	TOX2	0.8054	285	1
3_MACS_peak_191_lociStitched	chr1	17221238	17241598	3	12113	79465.08	6075.424	286		CROCC	CROCC	NONE	NONE	286	1
3_MACS_peak_12406_lociStitched	chr2	25623621	25645943	3	11691	81910.579	4031.3532	287	DTNB		DNMT3A	DNMT3A	NONE	287	1
4_MACS_peak_5072_lociStitched	chr12	11901451	11920242	4	13961	48512.7247	3547.7408	289	ETV6		ETV6	ETV6	0.31930000000000003	289	1
1_MACS_peak_24111_lociStitched	chr8	137189053	137201766	1	12714	68623.5027	3124.8554	290			KHDRBS3	KHDRBS3	NONE	290	1
1_MACS_peak_15697_lociStitched	chr22	38700786	38715063	1	14278	38719.224	2756.8887	291	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.9839000000000001	291	1
5_MACS_peak_4972_lociStitched	chr12	6552096	6580991	5	13105	64011.0935	5192.4315	292	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	2.5383	292	1
4_MACS_peak_16688_lociStitched	chr3	101487476	101513655	4	13912	47988.7249	4659.862	294	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.8269	294	1
4_MACS_peak_3945_lociStitched	chr11	35183558	35205762	4	13894	46621.7388	4101.0788	295	CD44		CD44	CD44	0.7686	295	1
3_MACS_peak_11888_lociStitched	chr19	40645301	40672008	3	13900	46424.7781	4510.8123	297		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.133	297	1
4_MACS_peak_18066_lociStitched	chr4	77117786	77136556	4	13877	46598.402	4211.988	298	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.6335999999999999	298	1
5_MACS_peak_19981_lociStitched	chr5	156339341	156362352	5	13682	49149.1949	3902.6656	299	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.61	299	1
1_MACS_peak_18271_lociStitched	chr4	105407020	105417787	1	10768	85498.5936	2393.5041	300	CXXC4		CXXC4	CXXC4	2.8194	300	1
4_MACS_peak_1760_lociStitched	chr1	174922860	174942304	4	14172	38135.5172	4874.6108	301	RABGAP1L	CACYBP	CACYBP	CACYBP	1.3003	301	1
5_MACS_peak_19401_lociStitched	chr5	87954222	87976736	5	12457	68789.2756	4419.4982	302	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.4422	302	1
4_MACS_peak_11280_lociStitched	chr19	2254707	2274759	4	13822	44497.3932	4367.3256	305	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	MIR1227	1.4180000000000001	305	1
2_MACS_peak_15511_lociStitched	chr22	26974554	26992245	2	12667	63974.1942	3439.1304	306	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.3326000000000002	306	1
5_MACS_peak_19539_lociStitched	chr5	109251573	109282363	5	13623	49051.549	5163.483	307		LOC100289673	LOC100289673	NONE	NONE	307	1
2_MACS_peak_17462_lociStitched	chr3	186779300	186792518	2	10866	84732.6672	4449.1788	308	ST6GAL1		ST6GAL1	ST6GAL1	1.2354	308	1
2_MACS_peak_22246_lociStitched	chr7	50343662	50357860	2	13364	51419.4768	3343.629	309	IKZF1		IKZF1	IKZF1	0.3276	309	1
2_MACS_peak_14610_lociStitched	chr20	32461560	32473757	2	9207	95756.2076	2647.9687	311			CHMP4B	CHMP4B	2.6425	311	1
2_MACS_peak_20114_lociStitched	chr5	173696420	173710102	2	9954	90584.4174	3042.8768	313			HMP19	HMP19	NONE	313	1
1_MACS_peak_19605_lociStitched	chr5	118667331	118678919	1	11589	74426.2476	3063.8672	316	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.5943	316	1
3_MACS_peak_9329_lociStitched	chr16	81841429	81857859	3	12699	57845.101	1877.949	318	PLCG2		PLCG2	PLCG2	0.3385	318	1
1_MACS_peak_18844_lociStitched	chr5	1311513	1320735	1	9223	93375.5166	2209.5912	319	CLPTM1L	TERT	TERT	NONE	NONE	319	1
1_MACS_peak_14763_lociStitched	chr20	43269770	43282284	1	12515	60858.0848	2922.019	320	ADA	LOC79015	ADA	ADA	1.3594	320	1
1_MACS_peak_14167_lociStitched	chr2	231729235	231739825	1	10591	81029.385	1099.242	321	ITM2C		ITM2C	ITM2C	3.2957	321	1
3_MACS_peak_12443_lociStitched	chr2	27374594	27389993	3	12161	65866.1427	3133.6965	322	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.3794	322	1
3_MACS_peak_19387_lociStitched	chr5	86408211	86420713	3	10209	85807.477	2810.4496	323	MIR4280		MIR4280	MIR4280	0.8355	323	1
2_MACS_peak_22942_lociStitched	chr7	136035047	136047356	2	10282	86314.4007	4081.6644	324			LUZP6	LUZP6	NONE	324	1
2_MACS_peak_8834_lociStitched	chr16	23404687	23419488	2	9603	89978.2392	2789.9885	325	COG7		COG7	COG7	1.2106	325	1
4_MACS_peak_4319_lociStitched	chr11	67760634	67781753	4	13415	43566.3851	3799.3081	326	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.1622	326	1
3_MACS_peak_4487_lociStitched	chr11	82764695	82784513	3	12479	60851.169	4141.962	327	RAB30	SNORA70E	RAB30	RAB30	0.9511	327	1
2_MACS_peak_17902_lociStitched	chr4	48191557	48206642	2	12303	62255.795	3050.187	328	TEC		TXK	TXK	NONE	328	1
2_MACS_peak_19502_lociStitched	chr5	100224175	100241768	2	12426	60532.2351	4012.9633	329	ST8SIA4		ST8SIA4	ST8SIA4	0.6427	329	1
4_MACS_peak_7573_lociStitched	chr15	23660177	23682882	4	13359	42283.5215	3412.5615	330			MKRN3	MKRN3	NONE	330	1
1_MACS_peak_14944_lociStitched	chr20	56047570	56058649	1	11080	74894.04	2497.2066	332		CTCFL	CTCFL	CTCFL	0.005100000000000007	332	1
5_MACS_peak_3038_lociStitched	chr10	72249439	72274250	5	13411	40985.2909	4428.7635	333	KIAA1274	NODAL	KIAA1274	KIAA1274	0.5774999999999999	333	1
2_MACS_peak_22224_lociStitched	chr7	47512853	47524746	2	11413	67694.956	2962.5463	338	TNS3		TNS3	TNS3	0.27630000000000005	338	1
2_MACS_peak_20080_lociStitched	chr5	171601054	171616128	2	12453	50892.8388	3245.4322	339	STK10	EFCAB9	STK10	STK10	0.31	339	1
1_MACS_peak_2051_lociStitched	chr1	206727944	206738935	1	10992	71836.0769	4055.679	340	RASSF5	LGTN	RASSF5	RASSF5	0.7636000000000001	340	1
1_MACS_peak_19897_lociStitched	chr5	148204698	148216081	1	11384	66405.0071	3233.9103	341	ADRB2		ADRB2	ADRB2	3.4913000000000003	341	1
4_MACS_peak_18924_lociStitched	chr5	15426963	15449335	4	12013	57299.1664	3550.4364	342			FBXL7	FBXL7	NONE	342	1
3_MACS_peak_15723_lociStitched	chr22	39459039	39474562	3	12807	41915.2046	2995.939	345	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	2.2437	345	1
1_MACS_peak_21243_lociStitched	chr6	108986117	108998310	1	12194	52522.5668	2194.74	346	FOXO3		NCRNA00222	NCRNA00222	NONE	346	1
3_MACS_peak_7924_lociStitched	chr15	52959382	52977361	3	12699	44440.4922	3525.6819	347	KIAA1370		KIAA1370	KIAA1370	0.3264	347	1
