GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
2_MACS_peak_1332_lociStitched	chr1(.):100249500-100253142	0.0803
1_MACS_peak_1334_lociStitched	chr1(.):100315129-100316523	0.0637
1_MACS_peak_1335_lociStitched	chr1(.):100435162-100436210	0.0791
1_MACS_peak_1336_lociStitched	chr1(.):100458121-100459277	0.092
1_MACS_peak_1337_lociStitched	chr1(.):100502596-100505101	0.0785
1_MACS_peak_1338_lociStitched	chr1(.):100597781-100598916	0.0762
1_MACS_peak_1339_lociStitched	chr1(.):100714763-100715850	0.0955
1_MACS_peak_1340_lociStitched	chr1(.):100730991-100732721	0.1058
1_MACS_peak_1341_lociStitched	chr1(.):100816427-100819261	0.0872
1_MACS_peak_1342_lociStitched	chr1(.):100852728-100854134	0.0632
2_MACS_peak_1343_lociStitched	chr1(.):100906610-100910730	0.0701
1_MACS_peak_1345_lociStitched	chr1(.):100917419-100919364	0.0802
1_MACS_peak_1346_lociStitched	chr1(.):100988636-100989550	0.092
1_MACS_peak_1347_lociStitched	chr1(.):101359977-101362794	0.1152
1_MACS_peak_1348_lociStitched	chr1(.):101414570-101415579	0.0341
1_MACS_peak_1349_lociStitched	chr1(.):101490748-101492149	0.1061
1_MACS_peak_1350_lociStitched	chr1(.):101777609-101778504	0.1155
1_MACS_peak_1351_lociStitched	chr1(.):101809943-101811136	0.0754
1_MACS_peak_1352_lociStitched	chr1(.):102188306-102190340	0.0962
1_MACS_peak_1353_lociStitched	chr1(.):102197341-102198629	0.1038
1_MACS_peak_1354_lociStitched	chr1(.):104067975-104069404	0.1037
1_MACS_peak_1355_lociStitched	chr1(.):104104256-104105144	0.1137
1_MACS_peak_1356_lociStitched	chr1(.):104599242-104600890	0.0761
1_MACS_peak_1357_lociStitched	chr1(.):105529434-105530786	0.1029
1_MACS_peak_1358_lociStitched	chr1(.):107598937-107600507	0.0718
1_MACS_peak_1359_lociStitched	chr1(.):107791892-107793767	0.0997
1_MACS_peak_1360_lociStitched	chr1(.):107819465-107820531	0.0811
3_MACS_peak_1361_lociStitched	chr1(.):107900811-107910172	0.0791
1_MACS_peak_1364_lociStitched	chr1(.):107931370-107933849	0.0975
1_MACS_peak_1365_lociStitched	chr1(.):107972769-107974156	0.0769
2_MACS_peak_1366_lociStitched	chr1(.):107992470-108004070	0.072
1_MACS_peak_1368_lociStitched	chr1(.):108041482-108043000	0.1168
1_MACS_peak_1369_lociStitched	chr1(.):108135511-108137470	0.0812
2_MACS_peak_1370_lociStitched	chr1(.):108162809-108166979	0.0538
1_MACS_peak_1372_lociStitched	chr1(.):108248468-108251082	0.0689
1_MACS_peak_1373_lociStitched	chr1(.):108318699-108321082	0.1316
1_MACS_peak_1374_lociStitched	chr1(.):108330820-108331649	0.1228
1_MACS_peak_1375_lociStitched	chr1(.):108338027-108339153	0.0558
1_MACS_peak_1376_lociStitched	chr1(.):108345895-108348061	0.0875
1_MACS_peak_1377_lociStitched	chr1(.):108371031-108373113	0.0777
1_MACS_peak_1378_lociStitched	chr1(.):108476011-108480492	0.0962
1_MACS_peak_1379_lociStitched	chr1(.):108505831-108508871	0.1093
1_MACS_peak_1380_lociStitched	chr1(.):108620318-108621333	0.0691
1_MACS_peak_1381_lociStitched	chr1(.):108724159-108726318	0.0713
1_MACS_peak_1382_lociStitched	chr1(.):108741911-108744041	0.1048
1_MACS_peak_1383_lociStitched	chr1(.):108814929-108816140	0.0932
1_MACS_peak_1384_lociStitched	chr1(.):108824533-108826436	0.0958
1_MACS_peak_1385_lociStitched	chr1(.):108953181-108955026	0.1084
1_MACS_peak_1386_lociStitched	chr1(.):108963415-108964779	0.098
1_MACS_peak_1387_lociStitched	chr1(.):109102912-109103649	0.1501
1_MACS_peak_1388_lociStitched	chr1(.):109203411-109204706	0.0975
1_MACS_peak_1389_lociStitched	chr1(.):109222048-109223369	0.1257
1_MACS_peak_1390_lociStitched	chr1(.):109234133-109236360	0.0827
1_MACS_peak_1391_lociStitched	chr1(.):109264836-109265566	0.096
1_MACS_peak_1392_lociStitched	chr1(.):109288865-109290230	0.1052
1_MACS_peak_1393_lociStitched	chr1(.):109418923-109420521	0.1084
1_MACS_peak_1394_lociStitched	chr1(.):109505092-109506977	0.0846
1_MACS_peak_1395_lociStitched	chr1(.):109583983-109584848	0.0629
1_MACS_peak_1396_lociStitched	chr1(.):109618246-109619400	0.106
1_MACS_peak_1397_lociStitched	chr1(.):109631874-109634046	0.0768
1_MACS_peak_1398_lociStitched	chr1(.):109642392-109643551	0.1261
1_MACS_peak_1399_lociStitched	chr1(.):109704277-109705028	0.0771
1_MACS_peak_1400_lociStitched	chr1(.):109755892-109757878	0.099
1_MACS_peak_1401_lociStitched	chr1(.):109824985-109826863	0.0946
3_MACS_peak_1402_lociStitched	chr1(.):109911303-109919719	0.0902
2_MACS_peak_1405_lociStitched	chr1(.):109933505-109940620	0.0663
1_MACS_peak_1407_lociStitched	chr1(.):109968323-109970056	0.078
1_MACS_peak_1408_lociStitched	chr1(.):110026146-110027250	0.0661
1_MACS_peak_1409_lociStitched	chr1(.):110036352-110037424	0.0808
1_MACS_peak_1410_lociStitched	chr1(.):110051759-110052406	0.0286
1_MACS_peak_1411_lociStitched	chr1(.):110074789-110075745	0.0661
1_MACS_peak_1412_lociStitched	chr1(.):110088779-110091928	0.1281
1_MACS_peak_1413_lociStitched	chr1(.):110161729-110163227	0.0882
1_MACS_peak_1414_lociStitched	chr1(.):110177174-110178444	0.0478
1_MACS_peak_1415_lociStitched	chr1(.):110198082-110199314	0.1129
1_MACS_peak_1416_lociStitched	chr1(.):110261655-110262796	0.0899
1_MACS_peak_1417_lociStitched	chr1(.):110282683-110283654	0.0602
1_MACS_peak_1418_lociStitched	chr1(.):110343983-110346629	0.1051
1_MACS_peak_1419_lociStitched	chr1(.):110358032-110360343	0.0816
1_MACS_peak_1420_lociStitched	chr1(.):110448246-110449897	0.0968
1_MACS_peak_1421_lociStitched	chr1(.):110466018-110467063	0.0752
1_MACS_peak_1422_lociStitched	chr1(.):110527009-110528340	0.0939
1_MACS_peak_1423_lociStitched	chr1(.):110554369-110555108	0.0596
1_MACS_peak_1424_lociStitched	chr1(.):110576476-110578234	0.1251
1_MACS_peak_1425_lociStitched	chr1(.):110679057-110680480	0.0642
1_MACS_peak_1426_lociStitched	chr1(.):110752039-110753642	0.0686
1_MACS_peak_1427_lociStitched	chr1(.):110785556-110787084	0.0666
1_MACS_peak_1428_lociStitched	chr1(.):110879899-110883013	0.1345
1_MACS_peak_1429_lociStitched	chr1(.):110949608-110951249	0.0822
2_MACS_peak_1430_lociStitched	chr1(.):111158279-111163752	0.073
1_MACS_peak_1432_lociStitched	chr1(.):111172533-111181628	0.1299
1_MACS_peak_1433_lociStitched	chr1(.):111189994-111190758	0.075
1_MACS_peak_1434_lociStitched	chr1(.):111212158-111218307	0.0747
1_MACS_peak_1435_lociStitched	chr1(.):111269391-111270221	0.0835
2_MACS_peak_1436_lociStitched	chr1(.):111308112-111314160	0.0695
1_MACS_peak_1438_lociStitched	chr1(.):111322984-111331746	0.1149
2_MACS_peak_1439_lociStitched	chr1(.):111372100-111379930	0.0737
1_MACS_peak_1441_lociStitched	chr1(.):111413304-111418748	0.0939
1_MACS_peak_1442_lociStitched	chr1(.):111458822-111460434	0.0955
1_MACS_peak_1443_lociStitched	chr1(.):111505440-111506958	0.1063
1_MACS_peak_1444_lociStitched	chr1(.):111681805-111683499	0.0771
1_MACS_peak_1445_lociStitched	chr1(.):111745524-111747804	0.0715
2_MACS_peak_1446_lociStitched	chr1(.):111756363-111765778	0.1027
1_MACS_peak_1448_lociStitched	chr1(.):111888426-111889654	0.0562
1_MACS_peak_1449_lociStitched	chr1(.):111991210-111992846	0.0774
1_MACS_peak_1450_lociStitched	chr1(.):112038179-112039927	0.063
1_MACS_peak_1451_lociStitched	chr1(.):112049539-112051764	0.1466
3_MACS_peak_1452_lociStitched	chr1(.):112134457-112148275	0.1076
2_MACS_peak_1455_lociStitched	chr1(.):112157874-112163897	0.0993
1_MACS_peak_1457_lociStitched	chr1(.):112280321-112282968	0.0967
1_MACS_peak_1458_lociStitched	chr1(.):112297267-112299183	0.0841
1_MACS_peak_1459_lociStitched	chr1(.):112938278-112939451	0.1389
1_MACS_peak_1460_lociStitched	chr1(.):112988812-112989519	0.0528
1_MACS_peak_1461_lociStitched	chr1(.):113160390-113163472	0.1389
1_MACS_peak_1462_lociStitched	chr1(.):113216681-113218505	0.0829
1_MACS_peak_1463_lociStitched	chr1(.):113242626-113243962	0.1049
1_MACS_peak_1464_lociStitched	chr1(.):113497558-113500628	0.0756
1_MACS_peak_1465_lociStitched	chr1(.):113615423-113616603	0.1012
1_MACS_peak_1466_lociStitched	chr1(.):113932021-113934483	0.0974
1_MACS_peak_1467_lociStitched	chr1(.):114199693-114200675	0.0556
1_MACS_peak_1468_lociStitched	chr1(.):114300690-114303177	0.0852
2_MACS_peak_1469_lociStitched	chr1(.):114323023-114327558	0.0949
1_MACS_peak_1471_lociStitched	chr1(.):114334852-114335911	0.0923
1_MACS_peak_1472_lociStitched	chr1(.):114353801-114355827	0.0752
1_MACS_peak_1473_lociStitched	chr1(.):114401579-114402361	0.021
1_MACS_peak_1474_lociStitched	chr1(.):114413536-114415618	0.065
1_MACS_peak_1475_lociStitched	chr1(.):114446433-114448689	0.0691
1_MACS_peak_1476_lociStitched	chr1(.):114470647-114474779	0.1122
2_MACS_peak_1477_lociStitched	chr1(.):114481820-114490822	0.0951
1_MACS_peak_1479_lociStitched	chr1(.):114618452-114619379	0.0791
1_MACS_peak_1480_lociStitched	chr1(.):115052660-115055300	0.0959
1_MACS_peak_1481_lociStitched	chr1(.):115123593-115125035	0.1103
1_MACS_peak_1482_lociStitched	chr1(.):115211597-115215258	0.0918
4_MACS_peak_1483_lociStitched	chr1(.):115233075-115251515	0.0852
1_MACS_peak_1487_lociStitched	chr1(.):115258086-115260158	0.1138
1_MACS_peak_1488_lociStitched	chr1(.):115298043-115301513	0.1245
1_MACS_peak_1489_lociStitched	chr1(.):115322614-115323920	0.0933
1_MACS_peak_1490_lociStitched	chr1(.):115404210-115404914	0.0279
1_MACS_peak_1491_lociStitched	chr1(.):115641516-115642541	0.168
2_MACS_peak_1492_lociStitched	chr1(.):116184319-116192613	0.0607
1_MACS_peak_1494_lociStitched	chr1(.):116324747-116325778	0.0995
1_MACS_peak_1495_lociStitched	chr1(.):116518027-116520021	0.0643
1_MACS_peak_1496_lociStitched	chr1(.):116548532-116549830	0.1627
1_MACS_peak_1497_lociStitched	chr1(.):116694461-116695278	0.086
1_MACS_peak_1498_lociStitched	chr1(.):116710282-116712144	0.0762
1_MACS_peak_1499_lociStitched	chr1(.):116798789-116800328	0.0443
1_MACS_peak_1500_lociStitched	chr1(.):116868153-116869438	0.1021
1_MACS_peak_1501_lociStitched	chr1(.):116915125-116917155	0.092
1_MACS_peak_1502_lociStitched	chr1(.):116960360-116962001	0.0862
4_MACS_peak_1503_lociStitched	chr1(.):117046262-117060335	0.077
1_MACS_peak_1507_lociStitched	chr1(.):117080608-117084011	0.0933
2_MACS_peak_1508_lociStitched	chr1(.):117101566-117114695	0.0772
1_MACS_peak_1510_lociStitched	chr1(.):117279915-117283037	0.111
2_MACS_peak_1511_lociStitched	chr1(.):117305865-117313538	0.0936
1_MACS_peak_1513_lociStitched	chr1(.):117369257-117370770	0.1699
1_MACS_peak_1514_lociStitched	chr1(.):117601133-117603842	0.0998
1_MACS_peak_1515_lociStitched	chr1(.):117640805-117641968	0.0723
1_MACS_peak_1516_lociStitched	chr1(.):117663797-117665354	0.0683
2_MACS_peak_1517_lociStitched	chr1(.):117882122-117886029	0.0836
1_MACS_peak_1519_lociStitched	chr1(.):117908569-117911799	0.1067
1_MACS_peak_1520_lociStitched	chr1(.):118079407-118080884	0.1332
5_MACS_peak_1521_lociStitched	chr1(.):118141852-118219378	0.1066
1_MACS_peak_1526_lociStitched	chr1(.):118228245-118230198	0.1038
1_MACS_peak_1527_lociStitched	chr1(.):118277446-118278674	0.1435
2_MACS_peak_1528_lociStitched	chr1(.):118295989-118304029	0.1047
1_MACS_peak_1530_lociStitched	chr1(.):118327258-118328075	0.0589
1_MACS_peak_1531_lociStitched	chr1(.):119116044-119117043	0.0926
1_MACS_peak_1532_lociStitched	chr1(.):119460663-119462370	0.0774
1_MACS_peak_1533_lociStitched	chr1(.):119501831-119503955	0.0609
1_MACS_peak_1534_lociStitched	chr1(.):119682219-119684047	0.1149
1_MACS_peak_1535_lociStitched	chr1(.):120190078-120191588	0.1015
1_MACS_peak_1536_lociStitched	chr1(.):120254214-120256194	0.0502
1_MACS_peak_1537_lociStitched	chr1(.):120565918-120568621	0.3386
1_MACS_peak_1538_lociStitched	chr1(.):120610578-120613440	0.3525
1_MACS_peak_1539_lociStitched	chr1(.):120622299-120625505	0.3546
1_MACS_peak_1540_lociStitched	chr1(.):120634104-120635505	0.2066
1_MACS_peak_1541_lociStitched	chr1(.):120645168-120647343	0.2134
2_MACS_peak_1542_lociStitched	chr1(.):120657817-120667050	0.23
1_MACS_peak_1544_lociStitched	chr1(.):120673739-120676145	0.2037
1_MACS_peak_1545_lociStitched	chr1(.):120683973-120686845	0.1916
1_MACS_peak_1546_lociStitched	chr1(.):120750808-120754475	0.2062
2_MACS_peak_1547_lociStitched	chr1(.):120797283-120802115	0.2034
2_MACS_peak_1549_lociStitched	chr1(.):120832586-120840519	0.2221
1_MACS_peak_1551_lociStitched	chr1(.):120873986-120874869	0.157
1_MACS_peak_1552_lociStitched	chr1(.):120904273-120906611	0.1001
1_MACS_peak_1553_lociStitched	chr1(.):120924802-120926405	0.2228
1_MACS_peak_1554_lociStitched	chr1(.):121260259-121262068	0.083
1_MACS_peak_1555_lociStitched	chr1(.):142559132-142561090	0.2918
1_MACS_peak_1556_lociStitched	chr1(.):142618296-142619862	0.3206
1_MACS_peak_1557_lociStitched	chr1(.):142875955-142877224	0.2126
2_MACS_peak_1558_lociStitched	chr1(.):142886338-142891800	0.3558
1_MACS_peak_1560_lociStitched	chr1(.):142948770-142950920	0.4528
1_MACS_peak_1562_lociStitched	chr1(.):143442375-143444467	0.3422
2_MACS_peak_1563_lociStitched	chr1(.):143461853-143469759	0.4161
1_MACS_peak_1565_lociStitched	chr1(.):143672872-143674211	0.0878
2_MACS_peak_1566_lociStitched	chr1(.):143681813-143687795	0.1108
1_MACS_peak_1568_lociStitched	chr1(.):143730225-143731424	0.1581
1_MACS_peak_1569_lociStitched	chr1(.):143741967-143746155	0.3125
2_MACS_peak_1570_lociStitched	chr1(.):143911637-143920055	0.3206
1_MACS_peak_1572_lociStitched	chr1(.):143948732-143954787	0.3354
2_MACS_peak_1573_lociStitched	chr1(.):143991929-144001706	0.246
2_MACS_peak_1575_lociStitched	chr1(.):144310713-144316743	0.0943
1_MACS_peak_1577_lociStitched	chr1(.):144338325-144342325	0.209
1_MACS_peak_1578_lociStitched	chr1(.):144383233-144385030	0.2513
1_MACS_peak_1579_lociStitched	chr1(.):144490940-144492262	0.0885
1_MACS_peak_1580_lociStitched	chr1(.):144506776-144507879	0.1325
1_MACS_peak_1581_lociStitched	chr1(.):144518607-144522577	0.228
1_MACS_peak_1582_lociStitched	chr1(.):144532635-144537620	0.5749
1_MACS_peak_1583_lociStitched	chr1(.):144567000-144569100	0.4111
1_MACS_peak_1584_lociStitched	chr1(.):144580680-144582083	0.1848
1_MACS_peak_1585_lociStitched	chr1(.):144592836-144595183	0.3258
2_MACS_peak_1586_lociStitched	chr1(.):144685086-144693167	0.1972
2_MACS_peak_1588_lociStitched	chr1(.):144702590-144709618	0.192
1_MACS_peak_1590_lociStitched	chr1(.):144905958-144910753	0.3411
1_MACS_peak_1591_lociStitched	chr1(.):144928264-144936305	0.3202
5_MACS_peak_1592_lociStitched	chr1(.):144960522-144985177	0.2743
2_MACS_peak_1597_lociStitched	chr1(.):144998274-145006404	0.4937
1_MACS_peak_1599_lociStitched	chr1(.):145047208-145049097	0.3978
1_MACS_peak_1600_lociStitched	chr1(.):145127486-145131507	0.4544
2_MACS_peak_1601_lociStitched	chr1(.):145138294-145145920	0.3887
1_MACS_peak_1603_lociStitched	chr1(.):145152390-145161791	0.341
1_MACS_peak_1604_lociStitched	chr1(.):145170835-145174806	0.3236
3_MACS_peak_1605_lociStitched	chr1(.):145182710-145199558	0.4628
1_MACS_peak_1608_lociStitched	chr1(.):145207833-145212737	0.5181
1_MACS_peak_1609_lociStitched	chr1(.):145252608-145255230	0.5704
1_MACS_peak_1610_lociStitched	chr1(.):145381914-145383531	0.2611
1_MACS_peak_1611_lociStitched	chr1(.):145394933-145400371	0.2934
2_MACS_peak_1612_lociStitched	chr1(.):145426971-145441216	0.245
1_MACS_peak_1614_lociStitched	chr1(.):145448404-145458175	0.3225
3_MACS_peak_1615_lociStitched	chr1(.):145469524-145478036	0.246
3_MACS_peak_1618_lociStitched	chr1(.):145501213-145517328	0.2224
1_MACS_peak_1621_lociStitched	chr1(.):145542452-145543632	0.1317
1_MACS_peak_1622_lociStitched	chr1(.):145562176-145563632	0.2216
1_MACS_peak_1623_lociStitched	chr1(.):145574408-145577068	0.2762
1_MACS_peak_1624_lociStitched	chr1(.):145588291-145590690	0.31
1_MACS_peak_1625_lociStitched	chr1(.):145610042-145612039	0.2094
1_MACS_peak_1626_lociStitched	chr1(.):145620574-145622480	0.328
1_MACS_peak_1627_lociStitched	chr1(.):145743279-145745634	0.3491
1_MACS_peak_1628_lociStitched	chr1(.):145758596-145760466	0.1546
1_MACS_peak_1629_lociStitched	chr1(.):145825982-145827828	0.2478
1_MACS_peak_1630_lociStitched	chr1(.):145928185-145929497	0.1442
1_MACS_peak_1631_lociStitched	chr1(.):145967883-145970620	0.2807
1_MACS_peak_1632_lociStitched	chr1(.):145990706-145992265	0.1482
1_MACS_peak_1633_lociStitched	chr1(.):145998459-145999986	0.1977
1_MACS_peak_1634_lociStitched	chr1(.):146008846-146010320	0.1726
1_MACS_peak_1635_lociStitched	chr1(.):146081395-146083501	0.1721
1_MACS_peak_1636_lociStitched	chr1(.):146336002-146337138	0.1106
1_MACS_peak_1637_lociStitched	chr1(.):146372775-146375172	0.208
1_MACS_peak_1638_lociStitched	chr1(.):146513789-146520532	0.2288
1_MACS_peak_1639_lociStitched	chr1(.):146543692-146545170	0.1165
2_MACS_peak_1640_lociStitched	chr1(.):146551577-146557464	0.2029
1_MACS_peak_1642_lociStitched	chr1(.):146642595-146645697	0.3007
1_MACS_peak_1643_lociStitched	chr1(.):146696359-146698011	0.2009
1_MACS_peak_1644_lociStitched	chr1(.):146713418-146715905	0.2644
1_MACS_peak_1645_lociStitched	chr1(.):146873699-146875310	0.2144
2_MACS_peak_1646_lociStitched	chr1(.):147011534-147017948	0.2388
1_MACS_peak_1648_lociStitched	chr1(.):147070425-147072733	0.2053
1_MACS_peak_1649_lociStitched	chr1(.):147140844-147143666	0.2387
1_MACS_peak_1650_lociStitched	chr1(.):147234315-147235297	0.1971
1_MACS_peak_1651_lociStitched	chr1(.):147399793-147401718	0.2435
1_MACS_peak_1652_lociStitched	chr1(.):147509656-147512341	0.2878
1_MACS_peak_1653_lociStitched	chr1(.):147532488-147534058	0.1772
1_MACS_peak_1654_lociStitched	chr1(.):147540121-147541738	0.1835
1_MACS_peak_1655_lociStitched	chr1(.):147550625-147552263	0.1697
1_MACS_peak_1656_lociStitched	chr1(.):147623184-147625240	0.1731
1_MACS_peak_1657_lociStitched	chr1(.):147734969-147736832	0.2798
1_MACS_peak_1658_lociStitched	chr1(.):147752028-147754039	0.3364
1_MACS_peak_1659_lociStitched	chr1(.):147774213-147776248	0.2179
1_MACS_peak_1660_lociStitched	chr1(.):147786470-147788416	0.3158
1_MACS_peak_1661_lociStitched	chr1(.):147805984-147808110	0.328
1_MACS_peak_1662_lociStitched	chr1(.):147860483-147861712	0.1404
2_MACS_peak_1663_lociStitched	chr1(.):147869350-147875299	0.107
1_MACS_peak_1665_lociStitched	chr1(.):147929462-147933536	0.2286
1_MACS_peak_1666_lociStitched	chr1(.):147974433-147976311	0.1714
2_MACS_peak_1667_lociStitched	chr1(.):147993087-148001078	0.1505
1_MACS_peak_1669_lociStitched	chr1(.):148175902-148177980	0.2629
1_MACS_peak_1670_lociStitched	chr1(.):148220569-148223030	0.2853
2_MACS_peak_1671_lociStitched	chr1(.):148240325-148248590	0.2474
1_MACS_peak_1673_lociStitched	chr1(.):148526324-148528231	0.4827
1_MACS_peak_1674_lociStitched	chr1(.):148555131-148557596	0.5122
2_MACS_peak_1675_lociStitched	chr1(.):148597863-148606225	0.2441
1_MACS_peak_1677_lociStitched	chr1(.):148623454-148625403	0.2239
2_MACS_peak_1678_lociStitched	chr1(.):148759867-148768243	0.227
1_MACS_peak_1680_lociStitched	chr1(.):148785561-148787400	0.2322
1_MACS_peak_1681_lociStitched	chr1(.):148927494-148929611	0.4046
2_MACS_peak_1682_lociStitched	chr1(.):148944835-148954584	0.4137
1_MACS_peak_1684_lociStitched	chr1(.):149203865-149205816	0.407
2_MACS_peak_1685_lociStitched	chr1(.):149214032-149225712	0.317
2_MACS_peak_1687_lociStitched	chr1(.):149293378-149300398	0.3929
1_MACS_peak_1689_lociStitched	chr1(.):149378919-149380475	0.1277
1_MACS_peak_1690_lociStitched	chr1(.):149398282-149400887	0.1354
1_MACS_peak_1691_lociStitched	chr1(.):149512509-149515390	0.1406
1_MACS_peak_1692_lociStitched	chr1(.):149532188-149533852	0.2381
1_MACS_peak_1693_lociStitched	chr1(.):149574867-149578780	0.1504
1_MACS_peak_1694_lociStitched	chr1(.):149604906-149606507	0.1572
2_MACS_peak_1695_lociStitched	chr1(.):149678845-149685063	0.2703
1_MACS_peak_1697_lociStitched	chr1(.):149763744-149765638	0.1645
1_MACS_peak_1698_lociStitched	chr1(.):149782178-149786198	0.295
4_MACS_peak_1699_lociStitched	chr1(.):149802809-149834086	0.2396
1_MACS_peak_1703_lociStitched	chr1(.):149855233-149861337	0.3409
1_MACS_peak_1704_lociStitched	chr1(.):149870587-149872301	0.2145
3_MACS_peak_1705_lociStitched	chr1(.):149898689-149912131	0.2103
2_MACS_peak_1708_lociStitched	chr1(.):149946993-149952305	0.2048
1_MACS_peak_1710_lociStitched	chr1(.):149968603-149970669	0.383
1_MACS_peak_1711_lociStitched	chr1(.):149981339-149983510	0.2832
1_MACS_peak_1712_lociStitched	chr1(.):150023539-150024892	0.2222
1_MACS_peak_1713_lociStitched	chr1(.):150038409-150040583	0.37
1_MACS_peak_1714_lociStitched	chr1(.):150051823-150054251	0.2088
1_MACS_peak_1715_lociStitched	chr1(.):150120916-150124070	0.2063
1_MACS_peak_1716_lociStitched	chr1(.):150130616-150139386	0.2641
1_MACS_peak_1717_lociStitched	chr1(.):150185261-150187142	0.2511
1_MACS_peak_1718_lociStitched	chr1(.):150205833-150209751	0.2862
1_MACS_peak_1719_lociStitched	chr1(.):150227582-150228892	0.3127
1_MACS_peak_1720_lociStitched	chr1(.):150239895-150242318	0.2678
1_MACS_peak_1721_lociStitched	chr1(.):150253503-150255008	0.1966
1_MACS_peak_1722_lociStitched	chr1(.):150265574-150267150	0.292
1_MACS_peak_1723_lociStitched	chr1(.):150293044-150294986	0.2935
1_MACS_peak_1724_lociStitched	chr1(.):150335288-150338917	0.3243
1_MACS_peak_1725_lociStitched	chr1(.):150459085-150460902	0.3201
1_MACS_peak_1726_lociStitched	chr1(.):150487098-150489312	0.2743
1_MACS_peak_1727_lociStitched	chr1(.):150520855-150521804	0.18
2_MACS_peak_1728_lociStitched	chr1(.):150532148-150553405	0.2724
1_MACS_peak_1730_lociStitched	chr1(.):150582931-150587353	0.2599
1_MACS_peak_1731_lociStitched	chr1(.):150600385-150603367	0.2975
1_MACS_peak_1732_lociStitched	chr1(.):150669006-150670648	0.2343
1_MACS_peak_1733_lociStitched	chr1(.):150737076-150739155	0.2311
1_MACS_peak_1734_lociStitched	chr1(.):150847943-150850299	0.3021
1_MACS_peak_1735_lociStitched	chr1(.):150861602-150863726	0.2233
1_MACS_peak_1736_lociStitched	chr1(.):150897295-150899780	0.3296
2_MACS_peak_1737_lociStitched	chr1(.):150945392-150952577	0.2519
1_MACS_peak_1739_lociStitched	chr1(.):150977821-150982143	0.3278
1_MACS_peak_1740_lociStitched	chr1(.):151019560-151021386	0.2231
1_MACS_peak_1741_lociStitched	chr1(.):151027788-151033181	0.2696
1_MACS_peak_1742_lociStitched	chr1(.):151041894-151044594	0.3001
1_MACS_peak_1743_lociStitched	chr1(.):151118314-151120078	0.2482
1_MACS_peak_1744_lociStitched	chr1(.):151137293-151139575	0.3382
3_MACS_peak_1745_lociStitched	chr1(.):151161650-151172540	0.208
1_MACS_peak_1748_lociStitched	chr1(.):151226473-151228220	0.3678
1_MACS_peak_1749_lociStitched	chr1(.):151253032-151256303	0.3252
1_MACS_peak_1750_lociStitched	chr1(.):151298864-151301284	0.3396
1_MACS_peak_1751_lociStitched	chr1(.):151318453-151321055	0.323
1_MACS_peak_1752_lociStitched	chr1(.):151371046-151373204	0.3791
2_MACS_peak_1753_lociStitched	chr1(.):151429796-151432886	0.1702
1_MACS_peak_1755_lociStitched	chr1(.):151447037-151448607	0.2214
2_MACS_peak_1756_lociStitched	chr1(.):151461770-151467709	0.153
2_MACS_peak_1758_lociStitched	chr1(.):151482979-151487103	0.2999
1_MACS_peak_1760_lociStitched	chr1(.):151511285-151514204	0.2685
1_MACS_peak_1761_lociStitched	chr1(.):151583801-151585850	0.2397
1_MACS_peak_1762_lociStitched	chr1(.):151692512-151694014	0.2315
1_MACS_peak_1763_lociStitched	chr1(.):151735058-151737036	0.2801
3_MACS_peak_1764_lociStitched	chr1(.):151751712-151764180	0.2206
1_MACS_peak_1767_lociStitched	chr1(.):151787322-151789462	0.2303
2_MACS_peak_1768_lociStitched	chr1(.):151808742-151820050	0.2333
1_MACS_peak_1770_lociStitched	chr1(.):151880992-151883017	0.2713
2_MACS_peak_1771_lociStitched	chr1(.):151891452-151900676	0.2029
1_MACS_peak_1773_lociStitched	chr1(.):151965208-151967385	0.1932
1_MACS_peak_1774_lociStitched	chr1(.):152006408-152012452	0.3098
1_MACS_peak_1775_lociStitched	chr1(.):152019176-152021711	0.2797
1_MACS_peak_1776_lociStitched	chr1(.):152083239-152085547	0.1889
1_MACS_peak_1777_lociStitched	chr1(.):152141381-152143498	0.3116
1_MACS_peak_1778_lociStitched	chr1(.):152160880-152162186	0.2459
1_MACS_peak_1779_lociStitched	chr1(.):152364581-152368528	0.2905
1_MACS_peak_1780_lociStitched	chr1(.):152421262-152422889	0.2745
1_MACS_peak_1781_lociStitched	chr1(.):152431771-152433241	0.2956
1_MACS_peak_1782_lociStitched	chr1(.):152452658-152453378	0.2189
1_MACS_peak_1783_lociStitched	chr1(.):152758170-152759656	0.1561
1_MACS_peak_1784_lociStitched	chr1(.):152939958-152941830	0.2086
1_MACS_peak_1785_lociStitched	chr1(.):153018401-153020118	0.1237
1_MACS_peak_1786_lociStitched	chr1(.):153195100-153197036	0.2717
1_MACS_peak_1787_lociStitched	chr1(.):153225632-153227108	0.199
1_MACS_peak_1788_lociStitched	chr1(.):153233590-153236350	0.219
1_MACS_peak_1789_lociStitched	chr1(.):153379152-153380307	0.2009
3_MACS_peak_1790_lociStitched	chr1(.):153504268-153514234	0.1548
1_MACS_peak_1793_lociStitched	chr1(.):153537740-153541991	0.2594
1_MACS_peak_1794_lociStitched	chr1(.):153570547-153571868	0.1215
1_MACS_peak_1795_lociStitched	chr1(.):153605941-153607943	0.2829
1_MACS_peak_1796_lociStitched	chr1(.):153630459-153632198	0.2976
1_MACS_peak_1797_lociStitched	chr1(.):153642533-153645325	0.2873
