GENE_ID	locusLine	bin_1_U266.jin.bam
NM_001166693	chr4(.):87851153-88067206	0.1519
NM_005327	chr4(.):108905869-108961331	0.4681
NM_024900	chr4(.):129725778-129790787	0.4633
NM_199320	chr4(.):129725778-129801379	0.4041
NM_201999	chr4(.):139973870-140065606	0.2255
NM_002039	chr4(.):144252982-144400718	0.9182
NM_001025595	chr4(.):153696111-153838063	0.2643
NM_152543	chr4(.):159809683-159961333	0.1404
NM_153343	chr4(.):185004858-185144114	0.0355
NM_002199	chr4(.):185303875-185400726	0.7203
NM_001145674	chr4(.):186501597-186583123	0.2953
NM_031953	chr4(.):186126283-186290120	0.1896
NM_005750	chr4(.):5521882-5534527	0.1322
NM_001113363	chr4(.):6983888-7039845	0.2765
NR_036090	chr4(.):10075234-10085316	0.0358
NM_182485	chr4(.):14999297-15076777	0.4122
NM_017581	chr4(.):40332468-40361973	0.064
NM_031889	chr4(.):71489460-71517536	0.1654
NM_144646	chr4(.):71516257-71537348	0.742
NM_020368	chr4(.):71549195-71561268	0.4044
NM_014961	chr4(.):71582695-71664274	0.0426
NM_001130709	chr4(.):71565653-71660614	0.0656
NM_017426	chr4(.):77030816-77074655	0.0977
NM_005506	chr4(.):77074893-77140035	0.5174
NM_004354	chr4(.):78073356-78096213	0.3555
NM_020236	chr4(.):78778804-78878944	0.1267
NM_144645	chr4(.):87792357-87818575	0.0208
NM_183049	chr4(.):91754641-91765269	0.0268
NM_181891	chr4(.):103712132-103753708	0.7278
NM_181890	chr4(.):103712132-103795032	0.6154
NM_181892	chr4(.):103712132-103753340	0.7335
NM_003340	chr4(.):103712132-103754105	0.7212
NM_181893	chr4(.):103712132-103795003	0.6155
NM_181889	chr4(.):103712132-103754307	0.718
NM_025212	chr4(.):105388342-105417467	0.6595
NM_017700	chr4(.):106468776-106557837	0.3075
NM_005443	chr4(.):108529821-108646419	0.1916
NM_052864	chr4(.):113191781-113212059	1.7264
NM_024574	chr4(.):121951781-121998673	0.3998
NM_001102653	chr4(.):146049801-146105832	0.662
NM_017493	chr4(.):146075288-146100896	0.6655
NM_152680	chr4(.):153542265-153606317	0.4319
NM_145720	chr4(.):153685505-153705877	0.7986
NR_037459	chr4(.):160044953-160055046	0.1115
NM_001104631	chr5(.):58259865-59194621	0.0981
NM_006203	chr5(.):58259865-58887324	0.1173
NM_001165899	chr5(.):58259865-59788925	0.071
NM_001197218	chr5(.):58259865-59069438	0.1081
NM_002372	chr5(.):109020155-109208429	0.2539
NM_001142474	chr5(.):111059999-111317628	0.0941
NM_015315	chr5(.):154087461-154202163	0.2961
NM_001034838	chr5(.):169775880-170168636	0.0405
NM_024091	chr5(.):7854271-7874150	0.5301
NM_004394	chr5(.):10674341-10766387	0.3657
NM_007118	chr5(.):14138828-14514458	0.1816
NM_016279	chr5(.):26875708-27043689	0.1464
NM_001040446	chr5(.):32222110-32318114	0.5285
NM_152756	chr5(.):38933021-39079501	0.1478
NM_024669	chr5(.):55390506-55534186	0.4499
NM_022913	chr5(.):56464774-56565506	0.3181
NM_001127235	chr5(.):56466274-56565506	0.3217
NM_001197220	chr5(.):58259865-58576945	0.1289
NM_001197219	chr5(.):58259865-58657727	0.137
NM_001992	chr5(.):76006867-76036595	0.8548
NR_015436	chr5(.):87831596-87985620	0.3807
NR_027435	chr5(.):90671163-90721532	0.7314
NM_012081	chr5(.):95215801-95302775	0.7696
NM_001077654	chr5(.):118599417-118735294	0.4513
NM_020747	chr5(.):123967609-124085805	0.4964
NM_001038702	chr5(.):130594701-130735382	0.3184
NM_003060	chr5(.):131700400-131736306	0.1596
NM_015082	chr5(.):132527151-132953223	0.1649
NM_017415	chr5(.):136948188-137076779	0.1674
NM_181676	chr5(.):145964067-146440700	0.1429
NM_181677	chr5(.):145964067-146466033	0.1662
NM_004045	chr5(.):151117382-151143210	1.6547
NM_025153	chr5(.):159985126-160284219	0.1255
NM_005990	chr5(.):171464073-171620346	0.3615
NM_001031711	chr5(.):172256222-172384688	0.3329
NM_018434	chr5(.):179377473-179504109	0.3491
NM_052909	chr5(.):135372-195087	0.4926
NM_145265	chr5(.):199874-223297	0.2419
NM_001080478	chr5(.):186625-200468	1.7081
NM_004168	chr5(.):213355-261814	0.1367
NM_001193376	chr5(.):1248286-1300162	0.1571
NM_030782	chr5(.):1312999-1350002	2.1589
NM_001145161	chr5(.):6443735-6501834	2.303
NM_001089584	chr5(.):7826510-7856264	0.0397
NM_024010	chr5(.):7864216-7906235	0.2851
NM_022130	chr5(.):32119823-32179425	0.379
NM_006713	chr5(.):32580604-32609185	0.793
NR_034127	chr5(.):43060288-43072073	1.3668
NM_001014279	chr5(.):43034181-43045447	1.3363
NR_034085	chr5(.):43011149-43023913	0.9921
NR_015447	chr5(.):43037235-43050370	1.1421
NM_001102575	chr5(.):53808592-53847416	1.4648
NM_001145427	chr5(.):53808588-53847416	1.4646
NM_052870	chr5(.):53808592-53821834	2.5336
NM_005921	chr5(.):56105899-56196978	0.3903
NM_001127236	chr5(.):56504900-56565506	0.0549
NM_005582	chr5(.):66473103-66497617	0.4946
NM_004291	chr5(.):71009989-71021875	0.1484
NM_015566	chr5(.):74068398-74167615	0.4272
NR_028375	chr5(.):76002762-76013686	0.422
NR_024384	chr5(.):87955262-87974146	2.6025
NR_024383	chr5(.):87955262-87979262	2.1524
NR_030741	chr5(.):87957670-87967757	0.6626
NM_020801	chr5(.):90659540-90684149	1.4738
NM_031952	chr5(.):94989019-95023714	0.1496
NM_014899	chr5(.):95061849-95137071	0.3846
NM_005668	chr5(.):100137638-100243987	0.2995
NM_175052	chr5(.):100216014-100243970	0.755
NM_014819	chr5(.):108665409-108750675	0.3546
NM_004772	chr5(.):111059999-111097945	0.3748
NM_001142482	chr5(.):111059999-111098104	0.3734
NM_001142481	chr5(.):111059999-111098106	0.3734
NM_001142479	chr5(.):111059999-111098252	0.372
NM_001142478	chr5(.):111059999-111098399	0.3705
NM_001142477	chr5(.):111059999-111098793	0.3671
NM_001142476	chr5(.):111059999-111098915	0.3663
NM_001142483	chr5(.):111059999-111096948	0.3832
NR_036052	chr5(.):118305280-118315362	0.0592
NM_014350	chr5(.):118686595-118735294	0.3156
NM_005573	chr5(.):126107314-126177712	0.3454
NM_001198557	chr5(.):126107844-126177712	0.3475
NM_000588	chr5(.):131391346-131403896	0.2959
NM_000758	chr5(.):131404484-131416859	0.3385
NR_037500	chr5(.):131696181-131706291	0.345
NM_002198	chr5(.):131812300-131831465	0.5505
NM_001013717	chr5(.):131741672-131803059	1.6167
NM_005732	chr5(.):131887615-131985313	0.2667
NM_000589	chr5(.):132004372-132023368	0.1433
NM_002188	chr5(.):131988864-132001801	0.816
NM_006805	chr5(.):137082072-137095039	1.7262
NM_016480	chr5(.):138672518-138710409	0.2699
NM_194296	chr5(.):138727455-138744776	0.5448
NM_152686	chr5(.):138740891-138780214	0.1877
NM_152685	chr5(.):138697884-138724039	0.0875
NM_001033112	chr5(.):138673133-138710409	0.2738
NM_001161546	chr5(.):138722634-138735885	0.9427
NM_016459	chr5(.):138718256-138730605	1.0298
NM_016463	chr5(.):139023300-139067680	0.5928
NM_006058	chr5(.):150404505-150465997	0.7788
NM_005754	chr5(.):151146475-151189915	0.543
NM_001195556	chr5(.):157207750-157291183	0.2166
NM_004219	chr5(.):159843864-159860746	0.4669
NM_006425	chr5(.):159823647-159851168	0.4164
NR_036095	chr5(.):159896408-159906490	0.4629
NR_029701	chr5(.):159907358-159917457	0.1055
NM_005565	chr5(.):169670087-169729822	0.3481
NR_026945	chr5(.):169753434-169767104	0.5309
NM_001171183	chr5(.):171616175-171635458	0.052
NM_030627	chr5(.):173310330-173392313	1.0912
NM_001079529	chr5(.):175506908-175548457	0.0989
NM_001031677	chr5(.):176723198-176735744	0.8759
NM_006480	chr5(.):176779843-176804599	0.1646
NM_006816	chr5(.):176753562-176783885	0.1959
NM_031300	chr5(.):176729205-176744292	1.3483
NM_001142935	chr5(.):176727500-176744292	1.3152
NM_013237	chr5(.):176725834-176738950	1.2161
NR_031598	chr5(.):179220277-179230346	0.1748
NM_145867	chr5(.):179215985-179228513	0.1449
NM_003900	chr5(.):179242841-179270077	1.3893
NM_016175	chr5(.):179259265-179290840	0.1384
NM_054013	chr5(.):179219597-179234875	0.4419
NM_014275	chr5(.):179219597-179238952	0.3795
NM_001142298	chr5(.):179228387-179270077	1.0523
NM_001142299	chr5(.):179229002-179270077	1.0672
NM_006098	chr5(.):180658927-180675906	1.0681
NM_033342	chr5(.):180625119-180637177	0.3346
NR_002591	chr5(.):180665313-180675376	1.7308
NR_002592	chr5(.):180663817-180673889	1.6124
NM_032765	chr5(.):180678385-180693119	0.962
NM_203297	chr5(.):180615923-180632930	0.3652
NM_203296	chr5(.):180615923-180636340	0.46
NM_033549	chr5(.):180645305-180667808	0.6688
NM_012288	chr6(.):52357199-52446862	1.0184
NM_005907	chr6(.):119494266-119675926	0.2065
NM_033515	chr6(.):129893239-130036370	0.2604
NM_007124	chr6(.):144607872-145179170	0.1086
NM_001122742	chr6(.):152006630-152429408	0.1915
NM_000876	chr6(.):160385130-160532583	0.3107
NM_001195286	chr6(.):386738-416443	0.8501
NM_000904	chr6(.):2995066-3024994	0.3726
NR_026590	chr6(.):4701392-4960778	0.3004
NM_001143970	chr6(.):4831331-4960778	0.436
NM_004824	chr6(.):4771679-4960778	0.378
NR_037616	chr6(.):7876482-8069647	0.7927
NM_002114	chr6(.):12007723-12170232	0.3765
NM_030948	chr6(.):12712832-13292528	0.0877
NM_000332	chr6(.):16294342-16766721	0.2775
NM_014641	chr6(.):30662583-30690458	0.8644
NM_001090	chr6(.):30534169-30564309	0.3205
NM_172166	chr6(.):31702724-31735455	1.1865
NM_152731	chr6(.):56814772-56897142	0.3077
NM_015021	chr6(.):87860268-87978406	0.2233
NM_016021	chr6(.):90031343-90067619	0.9077
NM_001170794	chr6(.):90631246-91011627	0.2853
NM_021813	chr6(.):90631246-91011562	0.2853
NM_001455	chr6(.):108877068-109010971	0.2431
NM_201559	chr6(.):108876025-109010971	0.2414
NM_001143676	chr6(.):134485383-134644196	0.6151
NM_000288	chr6(.):137138701-137240072	0.0755
NM_005923	chr6(.):136873186-137118656	0.2845
NM_006734	chr6(.):143067603-143271338	0.4334
NM_015440	chr6(.):151181690-151428023	0.1173
NM_001122740	chr6(.):152123453-152429408	0.0765
NM_000125	chr6(.):152123813-152429408	0.0766
NM_001122741	chr6(.):152121807-152429408	0.0764
NM_016020	chr6(.):155573789-155640626	0.165
NM_001009991	chr6(.):159066045-159190901	0.4816
NM_021135	chr6(.):166817853-167045726	0.1555
NM_001006932	chr6(.):166817853-167280771	0.1253
NM_020185	chr6(.):287100-356355	2.3585
NR_026855	chr6(.):2983200-2996405	0.4731
NM_003804	chr6(.):3072057-3120421	0.11
NR_033884	chr6(.):3015389-3030005	0.8823
NM_001012983	chr6(.):3040617-3051034	0.0777
NM_001143971	chr6(.):4885225-4960778	0.5272
NR_027712	chr6(.):7981334-7995577	0.2131
NM_001145549	chr6(.):7876482-7915310	2.5344
NM_030810	chr6(.):7876482-7916047	2.5938
NM_032744	chr6(.):11708887-11784280	0.5006
NM_001143964	chr6(.):13300183-13333787	0.7327
NM_003526	chr6(.):26118694-26129132	2.0648
NM_139006	chr6(.):26082508-26100469	0.0904
NM_021065	chr6(.):26194011-26204471	1.9086
NM_003530	chr6(.):26192011-26204464	1.6088
NM_138720	chr6(.):26153348-26176576	1.4387
NM_003523	chr6(.):26179023-26189458	0.1182
NM_003539	chr6(.):26183937-26194304	0.1303
NM_003545	chr6(.):26199872-26210249	1.7099
NM_021063	chr6(.):26153348-26163871	1.7439
NM_005321	chr6(.):26151558-26162343	1.7061
NM_003512	chr6(.):26119372-26129918	2.0487
NM_003542	chr6(.):26099175-26109565	0.5525
NM_005323	chr6(.):26102639-26113364	0.5166
NM_003522	chr6(.):26194786-26205216	2.1978
NM_003518	chr6(.):26211427-26221872	0.1763
NM_021052	chr6(.):26212147-26222711	0.1748
NM_003543	chr6(.):26280353-26290727	2.2614
NM_003532	chr6(.):26220382-26230844	0.1164
NM_003524	chr6(.):26246878-26257303	0.8857
NM_003534	chr6(.):26266145-26276612	1.175
NM_003547	chr6(.):26241838-26252205	0.7856
NM_003540	chr6(.):26235653-26246021	0.1272
NM_021018	chr6(.):26245369-26255835	0.8778
NM_005320	chr6(.):26229439-26240216	0.5898
NM_003525	chr6(.):26268203-26278640	1.1911
NM_001145008	chr6(.):26397464-26420444	0.2546
NM_001197240	chr6(.):26378328-26400100	0.4458
NM_001197247	chr6(.):26360397-26383540	1.0654
NM_001197238	chr6(.):26378323-26400100	0.4457
NM_007047	chr6(.):26360397-26383548	1.0666
NM_001197237	chr6(.):26378438-26400100	0.4475
NM_001197248	chr6(.):26360469-26383540	1.0525
NM_001197246	chr6(.):26363405-26383540	0.6491
NR_026790	chr6(.):26516933-26532612	0.672
NM_001732	chr6(.):26496494-26515652	0.0798
NM_006353	chr6(.):26533571-26552164	1.3291
NM_021064	chr6(.):27095816-27106314	2.1602
NM_080593	chr6(.):27101071-27119637	1.6104
NM_080596	chr6(.):27109907-27120346	1.4508
NR_036096	chr6(.):27110404-27120467	1.4095
NM_021058	chr6(.):27095094-27105575	2.2258
NM_003495	chr6(.):27102087-27112457	1.1843
NM_021066	chr6(.):27777079-27787518	1.4605
NM_003536	chr6(.):27772841-27783314	2.2242
NM_003509	chr6(.):27770976-27781445	1.8967
NM_003519	chr6(.):27770256-27780709	1.6693
NM_003521	chr6(.):27777821-27788267	1.3594
NM_003535	chr6(.):27853092-27863570	1.6357
NM_003527	chr6(.):27856202-27866669	1.786
NM_003520	chr6(.):27801439-27811888	2.4479
NM_003511	chr6(.):27828106-27838576	0.2471
NM_003533	chr6(.):27834622-27845099	0.0579
NM_003510	chr6(.):27800657-27811117	2.4508
NM_003541	chr6(.):27793951-27804305	0.9963
NM_005322	chr6(.):27829569-27840359	0.2456
NM_033057	chr6(.):27873962-27885174	0.0453
NM_021968	chr6(.):27786902-27797258	1.0131
NM_003514	chr6(.):27855476-27865963	1.7777
NM_003546	chr6(.):27835925-27846289	0.0586
NM_003587	chr6(.):30615895-30645830	0.0972
NM_001031722	chr6(.):30589662-30619598	0.3103
NR_033823	chr6(.):30589612-30619598	0.3098
NM_001161376	chr6(.):30609815-30625987	0.3924
NM_002714	chr6(.):30563181-30590020	0.9588
NM_014046	chr6(.):30580485-30599174	1.4447
NM_133471	chr6(.):30639165-30660672	0.6608
NM_001134870	chr6(.):30639165-30660093	0.6704
NM_007243	chr6(.):30650825-30663769	0.6812
NR_030615	chr6(.):30547108-30557194	0.0405
NM_005803	chr6(.):30690510-30715453	0.1587
NM_003897	chr6(.):30705975-30717327	0.2437
NM_178014	chr6(.):30683156-30698195	1.5878
NM_006674	chr6(.):31425956-31438586	0.1205
NR_002812	chr6(.):31434005-31445185	0.194
NM_080598	chr6(.):31492995-31515225	0.7368
NM_138282	chr6(.):31507239-31519627	1.5403
NM_001144961	chr6(.):31510352-31531606	0.3943
NM_001144963	chr6(.):31509627-31531606	0.6004
NR_003065	chr6(.):31503877-31513955	1.4555
NM_005931	chr6(.):31460854-31483901	0.4845
NR_003140	chr6(.):31499150-31509226	0.3126
NM_001011700	chr6(.):31491738-31503008	0.0516
NM_021246	chr6(.):31678132-31690581	0.1398
NM_138275	chr6(.):31686160-31697851	0.2297
NR_033488	chr6(.):31649725-31675850	0.3137
NM_013974	chr6(.):31689816-31703039	0.5261
NM_001288	chr6(.):31693357-31709341	2.6322
NM_001003693	chr6(.):31669683-31683372	0.5931
NM_021160	chr6(.):31649725-31676137	0.3104
NR_024541	chr6(.):31674752-31686842	0.1413
NM_025261	chr6(.):31681424-31694510	0.0922
NM_001039651	chr6(.):31725772-31737624	0.1084
NM_025258	chr6(.):31728370-31750108	0.6862
NM_006120	chr6(.):32911390-32925899	0.2072
NM_002119	chr6(.):32966959-32982389	0.0661
NM_002118	chr6(.):32897405-32913847	0.1012
NM_005104	chr6(.):32931436-32954282	2.276
NM_001113182	chr6(.):32933664-32954282	2.517
NM_001199455	chr6(.):32934371-32954282	2.6031
NM_001199456	chr6(.):32935860-32954282	2.6811
NR_037152	chr6(.):36639236-36660116	1.071
NM_078467	chr6(.):36639266-36660116	1.0719
NR_037150	chr6(.):36639313-36660116	1.073
NM_000389	chr6(.):36641455-36660116	1.1689
NR_037151	chr6(.):36641486-36660116	1.1701
NR_037491	chr6(.):36585212-36595289	0.1128
NM_020939	chr6(.):36703554-36812220	0.2271
NM_019096	chr6(.):43583217-43601936	0.991
NM_001003690	chr6(.):43592278-43613688	1.1238
NM_014628	chr6(.):43598576-43613688	0.537
NM_001193341	chr6(.):43607766-43643748	0.1087
NM_001171629	chr6(.):43732945-43759223	0.7693
NR_029713	chr6(.):52004146-52014232	0.086
NR_029903	chr6(.):52008720-52018839	0.1209
NM_002190	chr6(.):52046184-52060436	0.5705
NM_001402	chr6(.):74220472-74235755	2.0111
NM_002043	chr6(.):89962238-90029967	0.3585
NM_182907	chr6(.):106541814-106562811	1.5299
NM_001198	chr6(.):106529194-106562814	1.4078
NM_002356	chr6(.):114173526-114189652	1.2466
NR_027060	chr6(.):114220550-114247806	0.0464
NM_005627	chr6(.):134485383-134501034	1.5637
NM_001143677	chr6(.):134485383-134504010	1.3487
NM_001143678	chr6(.):134485383-134502070	1.4842
NM_006290	chr6(.):138183580-138209449	0.6681
NM_006079	chr6(.):139688396-139700785	1.5151
NM_001168389	chr6(.):139688396-139700350	1.5644
NM_001168388	chr6(.):139688396-139700499	1.5462
NM_006519	chr6(.):159052506-159070804	1.4972
NM_003379	chr6(.):159181772-159244340	0.3358
NM_001111077	chr6(.):159181772-159245456	0.3321
NR_028496	chr6(.):159257157-159283664	0.3498
NM_031409	chr6(.):167531240-167557629	0.1704
NM_005299	chr6(.):167565359-167576319	0.0905
NM_004367	chr6(.):167520294-167557629	0.5093
NM_004289	chr7(.):26186846-26231756	0.7749
NM_030796	chr7(.):55533305-55645200	1.7655
NM_001913	chr7(.):101454291-101932250	0.105
NM_181500	chr7(.):101454302-101932250	0.105
NM_005746	chr7(.):105883731-105930638	0.8488
NM_020911	chr7(.):131803090-132266323	0.8094
NM_001105543	chr7(.):132063246-132266323	1.6896
NM_001145354	chr7(.):130789854-131186398	0.2591
NM_022740	chr7(.):139241315-139482693	0.174
NM_138426	chr7(.):8003422-8133709	0.2704
NM_182762	chr7(.):20169278-20262013	0.5943
NM_002214	chr7(.):20365724-20460382	0.7137
NM_145321	chr7(.):24831163-25024760	0.3749
NM_175061	chr7(.):27865192-28225437	0.1033
NM_182899	chr7(.):28333939-28870511	0.1722
NM_001011666	chr7(.):28720720-28870511	0.31
NM_004904	chr7(.):28470233-28870511	0.194
NM_182898	chr7(.):28447143-28870511	0.2008
NM_014766	chr7(.):29954718-30034425	0.415
NM_001145514	chr7(.):29954718-30034905	0.4128
NM_001145513	chr7(.):29954718-30034734	0.4134
NR_036554	chr7(.):29720687-29787019	0.4046
NM_001197027	chr7(.):30062976-30162961	0.2933
NM_002047	chr7(.):30629180-30678648	0.916
NR_003502	chr7(.):32762561-32774595	2.0962
NR_036680	chr7(.):32615552-32763780	0.0535
NM_133468	chr7(.):33940111-34199112	0.2271
NM_015283	chr7(.):34963492-35082653	0.375
NM_014800	chr7(.):36888960-37493511	0.1548
NM_004760	chr7(.):43617691-43671978	0.3174
NM_002541	chr7(.):44641120-44753669	0.6938
NM_001003941	chr7(.):44641120-44721195	0.9457
NM_022748	chr7(.):47309751-47584199	0.4397
NM_138295	chr7(.):47809289-47993037	0.1608
NM_006060	chr7(.):50339377-50477798	0.1305
NM_004194	chr7(.):87558701-87816428	0.0897
NM_021722	chr7(.):87558701-87831449	0.0878
NM_012395	chr7(.):90333711-90844904	0.1788
NM_006076	chr7(.):100131833-100170843	0.452
NM_017621	chr7(.):102091666-102110321	0.2631
NM_006989	chr7(.):102215092-102262205	0.4929
NM_199000	chr7(.):103964103-104554003	0.0915
NM_182931	chr7(.):104649636-104759532	0.8671
NM_001098627	chr7(.):128575771-128595088	0.6559
NM_001098630	chr7(.):128572993-128595088	0.689
NM_032643	chr7(.):128573270-128595088	0.6677
NM_003344	chr7(.):129467994-129597789	0.2712
NR_015431	chr7(.):130623918-130798562	0.5186
NR_024153	chr7(.):130623918-130796789	0.515
NM_181775	chr7(.):132164520-132338447	1.4887
NM_001166254	chr7(.):139473046-139725125	0.2598
NM_030647	chr7(.):139779545-139881741	0.1428
NR_029394	chr7(.):139523951-139725125	0.2224
NM_003751	chr7(.):2389473-2425377	0.4795
NM_018641	chr7(.):2438258-2479216	0.5635
NM_207342	chr7(.):22454062-22544901	0.8085
NM_001164460	chr7(.):22473037-22544901	0.9667
NM_000600	chr7(.):22761765-22776621	1.2031
NR_029597	chr7(.):25984538-25994606	8.6296
NM_031243	chr7(.):26224555-26245413	2.1103
NM_016587	chr7(.):26236323-26257976	1.8469
NM_007276	chr7(.):26236098-26257976	1.8313
NR_034097	chr7(.):28215075-28285996	0.1324
NR_036482	chr7(.):29719769-29732859	1.8744
NR_024278	chr7(.):29680537-29729754	1.1582
NR_027347	chr7(.):29719387-29730437	2.2637
NM_017946	chr7(.):30047883-30071268	0.8354
NM_001197026	chr7(.):30062976-30129278	0.4123
NM_032639	chr7(.):30062976-30135359	0.3819
NM_147128	chr7(.):30318922-30412308	0.4231
NR_030319	chr7(.):30324409-30334506	1.3413
NR_037513	chr7(.):30324409-30334506	1.3413
NM_001883	chr7(.):30687862-30727140	0.1277
NR_036501	chr7(.):32792897-32807536	0.3427
NR_030320	chr7(.):32767592-32777689	2.3034
NM_022373	chr7(.):35667269-35739772	0.6662
NM_018224	chr7(.):43673858-43774083	0.2826
NM_174929	chr7(.):44790786-44814479	0.2903
NM_031449	chr7(.):44783529-44814479	0.555
NM_021130	chr7(.):44831240-44847716	2.0474
NM_001123065	chr7(.):47689841-47706246	0.3918
NM_004507	chr7(.):47998782-48024246	0.39
NM_001100159	chr7(.):48070116-48105894	0.0804
NM_181597	chr7(.):48123354-48153330	1.3349
NM_003364	chr7(.):48123745-48153330	1.3499
NM_001042762	chr7(.):50506831-50523088	0.9647
NR_033245	chr7(.):64037987-64049129	0.0551
NM_178558	chr7(.):63975254-64028505	0.4896
NM_001130022	chr7(.):63980033-64028505	0.533
NM_001167961	chr7(.):66088867-66113038	0.2708
NM_152559	chr7(.):73243920-73261855	0.2489
NM_001305	chr7(.):73240192-73252015	0.2008
NM_182504	chr7(.):73270488-73285223	0.1104
NM_001163636	chr7(.):74067029-74180022	0.2152
NM_006716	chr7(.):87500543-87543856	0.3029
NM_018843	chr7(.):87458813-87510692	0.2408
NR_003613	chr7(.):99913262-99938930	0.5337
NM_178238	chr7(.):99950625-99970454	1.1174
NR_036569	chr7(.):99928687-99970454	1.004
NM_013439	chr7(.):99966067-100002722	0.274
NM_002319	chr7(.):100166633-100188776	0.2534
NM_033506	chr7(.):100178955-100203740	0.2271
NM_001163499	chr7(.):100182195-100203740	0.2578
NM_001168682	chr7(.):100164852-100176270	0.1506
NM_020979	chr7(.):101923404-101967178	1.1961
NR_036245	chr7(.):101931368-101941453	0.9785
NM_032831	chr7(.):102068995-102102268	0.7006
NM_024653	chr7(.):102031803-102072129	0.7783
NM_001146210	chr7(.):101981191-102001889	0.0801
NM_006234	chr7(.):102108547-102124381	0.2901
NM_001031618	chr7(.):102186678-102207757	0.0599
NM_001097615	chr7(.):102173365-102218068	0.1738
NM_152892	chr7(.):102100389-102118612	0.2787
NM_001114403	chr7(.):102272471-102288238	0.0861
NM_001031618	chr7(.):102285771-102306847	0.0541
NR_027374	chr7(.):104530074-104572092	0.7505
NR_024586	chr7(.):104645988-104659588	6.293
NM_199349	chr7(.):128525000-128555773	0.1068
NR_034120	chr7(.):130560750-130603069	1.1866
NR_029517	chr7(.):130557217-130567298	0.1222
NR_029503	chr7(.):130556505-130566569	0.1205
NR_024451	chr7(.):139872060-139884440	0.6455
NM_002769	chr7(.):142452318-142465927	0.0982
NM_004445	chr7(.):142547791-142573847	0.086
NM_002770	chr7(.):142474907-142486378	0.0727
NR_001296	chr7(.):142473756-142487399	0.0832
NM_033225	chr8(.):2787874-4857328	0.0657
NM_172366	chr8(.):28280928-28352784	0.1863
NM_001002814	chr8(.):37711464-37762015	1.3572
NM_001080394	chr8(.):48168541-48653475	0.1232
NM_006540	chr8(.):71019266-71321020	0.1484
NM_001101676	chr8(.):119196694-119639184	0.2737
NM_207506	chr8(.):119385226-119639184	0.3702
NM_021021	chr8(.):121542984-121829309	0.1397
NM_012154	chr8(.):141536263-141650646	0.344
NM_173683	chr8(.):10748656-11063875	0.2903
NM_001715	chr8(.):11346520-11427108	0.5986
NM_014479	chr8(.):24236797-24268526	0.4093
NM_001386	chr8(.):26430420-26520693	0.1714
NM_001197293	chr8(.):26366708-26520693	0.145
NM_023034	chr8(.):38127560-38244790	0.2737
NM_001146216	chr8(.):38580703-38715546	0.2988
NM_006756	chr8(.):54874115-54940008	0.2079
NM_003580	chr8(.):59491063-59577404	0.232
NM_001144772	chr8(.):59491063-59576966	0.2323
NM_005079	chr8(.):80942104-81088836	0.4103
NM_001135733	chr8(.):95933199-95966615	0.9745
NM_183419	chr8(.):101264287-101327327	0.6709
NM_013437	chr8(.):105496458-105606252	0.3474
NM_001145088	chr8(.):124079919-124169392	0.1793
NM_014751	chr8(.):125558027-125745730	0.0831
NM_173685	chr8(.):126099082-126384367	0.7267
NM_003033	chr8(.):134462090-134589183	0.5637
NM_003970	chr8(.):1988157-2098380	0.477
NM_001908	chr8(.):11695033-11730646	0.2592
NM_005605	chr8(.):22293595-22403637	0.1686
NM_017412	chr8(.):28346772-28426961	0.1621
NR_036250	chr8(.):28357632-28367699	0.0197
NM_018310	chr8(.):37696397-37712431	0.4374
NM_152413	chr8(.):37786799-37802647	0.0544
NM_144652	chr8(.):38239019-38271061	0.8389
NM_017778	chr8(.):38168934-38244790	0.3898
NM_005625	chr8(.):59460727-59500419	0.1162
NM_152765	chr8(.):67400490-67435759	0.9968
NM_057749	chr8(.):95887452-95912482	0.755
NM_015435	chr8(.):101264287-101320487	0.434
NM_198401	chr8(.):101527999-101577012	0.1902
NM_001135699	chr8(.):101925803-101970221	0.5507
NM_001135700	chr8(.):101925803-101968560	0.5707
NM_145690	chr8(.):101925803-101969357	0.561
NM_003406	chr8(.):101925803-101970623	0.5458
NM_001135702	chr8(.):101925803-101967799	0.5778
NM_001032282	chr8(.):103656004-103671168	1.3155
NM_005655	chr8(.):103656004-103672983	1.2501
NM_148174	chr8(.):103833535-103881397	0.4314
NM_024295	chr8(.):124020567-124059648	0.8067
NM_025195	chr8(.):126437562-126455644	1.8636
NM_001199233	chr9(.):117423713-117449369	0.2257
NR_003529	chr9(.):21989789-22126093	0.3812
NM_015158	chr9(.):499702-751103	0.2783
NM_147133	chr9(.):33285417-33370168	0.5918
NM_002504	chr9(.):33285417-33376155	0.5592
NM_147134	chr9(.):33285417-33353721	0.7206
NM_022490	chr9(.):37480944-37508693	0.5056
NM_001102420	chr9(.):74961340-74985163	0.8739
NM_007005	chr9(.):82181877-82346656	0.1619
NM_001142287	chr9(.):91970705-92099611	0.2139
NM_006378	chr9(.):91987151-92099611	0.2341
NM_004560	chr9(.):94479883-94717444	0.4723
NM_007001	chr9(.):99077987-99150992	0.0748
NM_014282	chr9(.):99207413-99258618	0.1461
NM_080546	chr9(.):108001928-108158682	0.4137
NM_007203	chr9(.):112537576-112939791	0.2607
NM_001004065	chr9(.):112805877-112939791	0.6057
NR_036085	chr9(.):114753831-115117545	0.2603
NM_015404	chr9(.):117159359-117272736	1.0813
NM_032888	chr9(.):116913230-117077975	0.321
