GENE_ID	locusLine	bin_1_U266_jia.bam
1_MACS_peak_1801_lociStitched	chr1(.):115298793-115301259	1.928
1_MACS_peak_1802_lociStitched	chr1(.):115322356-115324163	1.912
1_MACS_peak_1803_lociStitched	chr1(.):116184488-116186081	1.0267
2_MACS_peak_1804_lociStitched	chr1(.):116190810-116198206	0.7481
1_MACS_peak_1806_lociStitched	chr1(.):116207471-116209575	0.8556
2_MACS_peak_1807_lociStitched	chr1(.):116214883-116217040	0.5337
2_MACS_peak_1809_lociStitched	chr1(.):116221755-116228314	0.4572
1_MACS_peak_1811_lociStitched	chr1(.):116518491-116519719	0.7661
1_MACS_peak_1812_lociStitched	chr1(.):116594147-116594995	0.5728
1_MACS_peak_1813_lociStitched	chr1(.):116681482-116681848	0.4234
1_MACS_peak_1814_lociStitched	chr1(.):116694837-116695251	0.5469
1_MACS_peak_1815_lociStitched	chr1(.):116710691-116711143	0.5336
1_MACS_peak_1816_lociStitched	chr1(.):116915387-116917295	1.7559
1_MACS_peak_1817_lociStitched	chr1(.):116960532-116961763	1.7344
1_MACS_peak_1818_lociStitched	chr1(.):117045171-117048325	1.36
1_MACS_peak_1819_lociStitched	chr1(.):117056515-117060194	0.9456
2_MACS_peak_1820_lociStitched	chr1(.):117079539-117082278	0.6395
1_MACS_peak_1822_lociStitched	chr1(.):117098212-117104469	1.2213
2_MACS_peak_1823_lociStitched	chr1(.):117109816-117114514	1.614
1_MACS_peak_1825_lociStitched	chr1(.):117209873-117210493	0.5222
1_MACS_peak_1826_lociStitched	chr1(.):117239177-117239628	0.4961
1_MACS_peak_1827_lociStitched	chr1(.):117279137-117282901	1.4142
2_MACS_peak_1828_lociStitched	chr1(.):117305396-117313652	1.0252
1_MACS_peak_1830_lociStitched	chr1(.):117334528-117335032	0.479
2_MACS_peak_1831_lociStitched	chr1(.):117348452-117350464	0.6118
1_MACS_peak_1833_lociStitched	chr1(.):117369196-117370671	0.7231
1_MACS_peak_1834_lociStitched	chr1(.):117420793-117422389	0.6565
1_MACS_peak_1835_lociStitched	chr1(.):117593933-117595054	0.824
2_MACS_peak_1836_lociStitched	chr1(.):117600596-117603746	1.516
2_MACS_peak_1838_lociStitched	chr1(.):117636356-117642571	0.5902
1_MACS_peak_1840_lociStitched	chr1(.):117663457-117665184	1.5726
2_MACS_peak_1841_lociStitched	chr1(.):117908345-117913257	1.7837
1_MACS_peak_1843_lociStitched	chr1(.):118077761-118078145	0.6445
1_MACS_peak_1844_lociStitched	chr1(.):118113621-118114149	0.4528
1_MACS_peak_1845_lociStitched	chr1(.):118130057-118130445	0.3808
1_MACS_peak_1846_lociStitched	chr1(.):118136638-118137891	0.6759
13_MACS_peak_1847_lociStitched	chr1(.):118147721-118221123	1.7645
1_MACS_peak_1860_lociStitched	chr1(.):118228345-118230231	0.7729
1_MACS_peak_1861_lociStitched	chr1(.):118277893-118278357	0.4803
3_MACS_peak_1862_lociStitched	chr1(.):118295997-118303656	0.4823
1_MACS_peak_1865_lociStitched	chr1(.):118321199-118321621	0.6
1_MACS_peak_1866_lociStitched	chr1(.):118471045-118473114	1.1243
1_MACS_peak_1867_lociStitched	chr1(.):118727846-118728363	0.7236
1_MACS_peak_1868_lociStitched	chr1(.):118823261-118824046	0.7358
1_MACS_peak_1869_lociStitched	chr1(.):118845628-118846809	0.6673
2_MACS_peak_1870_lociStitched	chr1(.):118877695-118878919	0.3817
1_MACS_peak_1872_lociStitched	chr1(.):119374056-119374612	0.4964
1_MACS_peak_1873_lociStitched	chr1(.):119503196-119503626	0.3676
1_MACS_peak_1874_lociStitched	chr1(.):119681912-119684141	1.5027
1_MACS_peak_1875_lociStitched	chr1(.):120174189-120174658	0.4565
1_MACS_peak_1876_lociStitched	chr1(.):120189919-120191466	1.6544
2_MACS_peak_1877_lociStitched	chr1(.):120204531-120205627	0.4837
2_MACS_peak_1879_lociStitched	chr1(.):120217810-120219939	0.3701
2_MACS_peak_1881_lociStitched	chr1(.):120254104-120258702	1.9957
1_MACS_peak_1883_lociStitched	chr1(.):120560961-120562554	0.7377
1_MACS_peak_1884_lociStitched	chr1(.):120608744-120613770	3.9993
1_MACS_peak_1885_lociStitched	chr1(.):120623010-120625252	2.2979
2_MACS_peak_1886_lociStitched	chr1(.):120645720-120648274	0.4934
2_MACS_peak_1888_lociStitched	chr1(.):120659596-120666992	0.582
3_MACS_peak_1890_lociStitched	chr1(.):120671669-120679542	0.4877
1_MACS_peak_1893_lociStitched	chr1(.):120684317-120688391	1.076
2_MACS_peak_1894_lociStitched	chr1(.):120750465-120760185	0.8021
3_MACS_peak_1896_lociStitched	chr1(.):120784088-120790834	0.3442
3_MACS_peak_1899_lociStitched	chr1(.):120797562-120803570	0.7599
1_MACS_peak_1902_lociStitched	chr1(.):120815708-120816157	0.3944
3_MACS_peak_1903_lociStitched	chr1(.):120832745-120840438	1.7538
2_MACS_peak_1906_lociStitched	chr1(.):120904492-120906645	0.7057
1_MACS_peak_1908_lociStitched	chr1(.):120925065-120926595	1.311
2_MACS_peak_1909_lociStitched	chr1(.):121103756-121104846	0.4608
1_MACS_peak_1911_lociStitched	chr1(.):121260187-121262062	2.1549
1_MACS_peak_1912_lociStitched	chr1(.):121279478-121280777	0.982
1_MACS_peak_1913_lociStitched	chr1(.):142618280-142619738	2.8508
1_MACS_peak_1914_lociStitched	chr1(.):142889909-142891760	3.3876
1_MACS_peak_1916_lociStitched	chr1(.):143466560-143468455	2.6099
1_MACS_peak_1917_lociStitched	chr1(.):143647096-143647488	0.4182
3_MACS_peak_1918_lociStitched	chr1(.):143671946-143673969	0.8398
1_MACS_peak_1921_lociStitched	chr1(.):143686627-143687685	1.2091
1_MACS_peak_1922_lociStitched	chr1(.):143742172-143745902	3.9652
4_MACS_peak_1923_lociStitched	chr1(.):143911574-143919972	1.9641
1_MACS_peak_1927_lociStitched	chr1(.):143935857-143936392	0.5395
4_MACS_peak_1928_lociStitched	chr1(.):143943370-143954626	0.6123
3_MACS_peak_1932_lociStitched	chr1(.):143960925-143968004	0.373
4_MACS_peak_1935_lociStitched	chr1(.):143991967-144001784	0.8547
2_MACS_peak_1939_lociStitched	chr1(.):144090999-144091996	0.4226
1_MACS_peak_1941_lociStitched	chr1(.):144311307-144311675	0.6087
1_MACS_peak_1942_lociStitched	chr1(.):144338489-144341954	2.9075
1_MACS_peak_1943_lociStitched	chr1(.):144491538-144491978	0.6177
1_MACS_peak_1944_lociStitched	chr1(.):144518695-144522453	3.0703
1_MACS_peak_1945_lociStitched	chr1(.):144532566-144539959	2.2778
1_MACS_peak_1946_lociStitched	chr1(.):144572843-144573516	0.6313
1_MACS_peak_1947_lociStitched	chr1(.):144583259-144583867	0.7283
1_MACS_peak_1948_lociStitched	chr1(.):144592970-144595372	3.5322
1_MACS_peak_1949_lociStitched	chr1(.):144706449-144709716	1.5832
2_MACS_peak_1950_lociStitched	chr1(.):144921600-144938775	2.3609
1_MACS_peak_1952_lociStitched	chr1(.):144964934-144967035	0.5895
1_MACS_peak_1953_lociStitched	chr1(.):144981779-144985139	1.8271
1_MACS_peak_1954_lociStitched	chr1(.):145003597-145005071	0.8735
3_MACS_peak_1955_lociStitched	chr1(.):145038590-145048760	0.9403
2_MACS_peak_1958_lociStitched	chr1(.):145096046-145097964	1.3647
1_MACS_peak_1960_lociStitched	chr1(.):145127297-145131356	1.6322
2_MACS_peak_1961_lociStitched	chr1(.):145138426-145145683	1.5528
3_MACS_peak_1963_lociStitched	chr1(.):145152680-145160457	0.7411
2_MACS_peak_1966_lociStitched	chr1(.):145170939-145173980	0.6114
1_MACS_peak_1968_lociStitched	chr1(.):145194643-145197298	2.0872
1_MACS_peak_1969_lociStitched	chr1(.):145208012-145212866	5.123
1_MACS_peak_1970_lociStitched	chr1(.):145258282-145260487	0.7586
1_MACS_peak_1971_lociStitched	chr1(.):145288997-145292063	0.7987
1_MACS_peak_1972_lociStitched	chr1(.):145381789-145384070	2.3455
2_MACS_peak_1973_lociStitched	chr1(.):145394952-145403860	2.056
1_MACS_peak_1975_lociStitched	chr1(.):145427297-145427950	0.6604
1_MACS_peak_1976_lociStitched	chr1(.):145434675-145441024	1.6553
2_MACS_peak_1977_lociStitched	chr1(.):145449161-145457878	1.5924
2_MACS_peak_1979_lociStitched	chr1(.):145469448-145478413	1.3243
2_MACS_peak_1981_lociStitched	chr1(.):145502108-145508790	1.0199
1_MACS_peak_1983_lociStitched	chr1(.):145514626-145517237	2.4852
1_MACS_peak_1984_lociStitched	chr1(.):145574622-145576914	2.3523
1_MACS_peak_1985_lociStitched	chr1(.):145588678-145589856	1.7467
1_MACS_peak_1986_lociStitched	chr1(.):145609621-145612602	2.2121
1_MACS_peak_1987_lociStitched	chr1(.):145713660-145714164	0.7218
1_MACS_peak_1988_lociStitched	chr1(.):145726205-145727773	0.9495
1_MACS_peak_1989_lociStitched	chr1(.):145743661-145745127	0.5277
1_MACS_peak_1990_lociStitched	chr1(.):145825868-145827781	1.8643
1_MACS_peak_1991_lociStitched	chr1(.):145968075-145970290	2.2791
1_MACS_peak_1992_lociStitched	chr1(.):145991110-145991551	0.3979
1_MACS_peak_1993_lociStitched	chr1(.):146008332-146010155	1.1529
1_MACS_peak_1994_lociStitched	chr1(.):146076407-146076773	0.3493
1_MACS_peak_1995_lociStitched	chr1(.):146081471-146083117	1.5176
1_MACS_peak_1996_lociStitched	chr1(.):146336367-146336756	0.396
1_MACS_peak_1997_lociStitched	chr1(.):146373168-146375158	2.1712
1_MACS_peak_1998_lociStitched	chr1(.):146544217-146544616	0.3564
1_MACS_peak_1999_lociStitched	chr1(.):146555765-146556914	0.9649
1_MACS_peak_2000_lociStitched	chr1(.):146576154-146576512	0.3585
1_MACS_peak_2001_lociStitched	chr1(.):146641948-146645768	2.594
1_MACS_peak_2002_lociStitched	chr1(.):146713755-146716117	2.064
1_MACS_peak_2003_lociStitched	chr1(.):146894886-146895460	0.5485
2_MACS_peak_2004_lociStitched	chr1(.):147012096-147017665	0.7503
1_MACS_peak_2006_lociStitched	chr1(.):147029643-147030636	0.6646
2_MACS_peak_2007_lociStitched	chr1(.):147070611-147076732	1.4019
1_MACS_peak_2009_lociStitched	chr1(.):147082332-147083916	0.9749
1_MACS_peak_2010_lociStitched	chr1(.):147112694-147113206	0.6681
1_MACS_peak_2011_lociStitched	chr1(.):147141276-147143331	1.8853
1_MACS_peak_2012_lociStitched	chr1(.):147399750-147401803	1.7073
1_MACS_peak_2013_lociStitched	chr1(.):147509801-147512302	2.0079
1_MACS_peak_2014_lociStitched	chr1(.):147532759-147533298	0.4468
1_MACS_peak_2015_lociStitched	chr1(.):147550165-147552050	1.1149
1_MACS_peak_2016_lociStitched	chr1(.):147623279-147624647	1.7367
2_MACS_peak_2017_lociStitched	chr1(.):147735330-147737510	0.9411
1_MACS_peak_2019_lociStitched	chr1(.):147751067-147754072	1.1423
2_MACS_peak_2020_lociStitched	chr1(.):147774421-147777581	0.9117
1_MACS_peak_2022_lociStitched	chr1(.):147805870-147807670	1.795
1_MACS_peak_2023_lociStitched	chr1(.):147834655-147834950	0.4603
2_MACS_peak_2024_lociStitched	chr1(.):147859582-147861487	0.8949
1_MACS_peak_2026_lociStitched	chr1(.):147874154-147875163	1.2868
1_MACS_peak_2027_lociStitched	chr1(.):147929682-147933186	3.2262
1_MACS_peak_2028_lociStitched	chr1(.):147993253-147996183	1.4884
1_MACS_peak_2029_lociStitched	chr1(.):148175998-148177651	2.6957
1_MACS_peak_2030_lociStitched	chr1(.):148193076-148193551	1.1907
1_MACS_peak_2031_lociStitched	chr1(.):148240507-148243370	2.2123
1_MACS_peak_2032_lociStitched	chr1(.):148531599-148532822	0.8049
1_MACS_peak_2033_lociStitched	chr1(.):148542299-148543277	0.5749
1_MACS_peak_2034_lociStitched	chr1(.):148555232-148557940	4.0078
2_MACS_peak_2035_lociStitched	chr1(.):148598358-148606004	0.9384
1_MACS_peak_2037_lociStitched	chr1(.):148765163-148768046	1.9261
1_MACS_peak_2038_lociStitched	chr1(.):148927741-148929829	1.2663
1_MACS_peak_2039_lociStitched	chr1(.):149214313-149216223	1.5958
1_MACS_peak_2040_lociStitched	chr1(.):149221845-149225556	5.3687
1_MACS_peak_2041_lociStitched	chr1(.):149230667-149231436	0.4628
2_MACS_peak_2042_lociStitched	chr1(.):149293540-149299511	0.9277
1_MACS_peak_2044_lociStitched	chr1(.):149325951-149326858	0.6916
1_MACS_peak_2045_lociStitched	chr1(.):149378659-149380440	1.3392
2_MACS_peak_2046_lociStitched	chr1(.):149398522-149400690	0.8285
2_MACS_peak_2048_lociStitched	chr1(.):149512568-149515140	1.6174
1_MACS_peak_2050_lociStitched	chr1(.):149575367-149578673	2.769
1_MACS_peak_2051_lociStitched	chr1(.):149605248-149606008	1.0232
4_MACS_peak_2052_lociStitched	chr1(.):149679129-149685763	0.6761
1_MACS_peak_2056_lociStitched	chr1(.):149711476-149712678	0.5311
1_MACS_peak_2057_lociStitched	chr1(.):149763633-149765443	1.7323
1_MACS_peak_2058_lociStitched	chr1(.):149782115-149785838	1.4163
6_MACS_peak_2059_lociStitched	chr1(.):149800634-149834995	1.9354
2_MACS_peak_2065_lociStitched	chr1(.):149855109-149861472	2.9215
1_MACS_peak_2067_lociStitched	chr1(.):149870515-149872316	2.4132
2_MACS_peak_2068_lociStitched	chr1(.):149898129-149901141	2.2568
2_MACS_peak_2070_lociStitched	chr1(.):149907747-149915691	1.9928
1_MACS_peak_2072_lociStitched	chr1(.):149933844-149935026	0.7102
2_MACS_peak_2073_lociStitched	chr1(.):149946744-149949074	1.0667
1_MACS_peak_2075_lociStitched	chr1(.):149969243-149970263	0.4733
1_MACS_peak_2076_lociStitched	chr1(.):149981087-149983392	2.4864
1_MACS_peak_2077_lociStitched	chr1(.):149994350-149994801	0.4044
1_MACS_peak_2078_lociStitched	chr1(.):150038400-150040555	3.2885
1_MACS_peak_2079_lociStitched	chr1(.):150121538-150122988	1.2943
2_MACS_peak_2080_lociStitched	chr1(.):150131180-150138750	0.6847
1_MACS_peak_2082_lociStitched	chr1(.):150158097-150160132	0.7166
1_MACS_peak_2083_lociStitched	chr1(.):150185918-150186491	0.7438
1_MACS_peak_2084_lociStitched	chr1(.):150204792-150209669	3.3606
3_MACS_peak_2085_lociStitched	chr1(.):150227875-150233056	0.5583
1_MACS_peak_2088_lociStitched	chr1(.):150239490-150242266	2.4532
1_MACS_peak_2089_lociStitched	chr1(.):150252684-150255996	2.3142
1_MACS_peak_2090_lociStitched	chr1(.):150265656-150267453	1.546
1_MACS_peak_2091_lociStitched	chr1(.):150293248-150295032	2.1022
1_MACS_peak_2092_lociStitched	chr1(.):150335318-150339830	3.0331
2_MACS_peak_2093_lociStitched	chr1(.):150359511-150360752	0.5853
1_MACS_peak_2095_lociStitched	chr1(.):150370123-150370478	0.3923
1_MACS_peak_2096_lociStitched	chr1(.):150459081-150460952	1.5464
1_MACS_peak_2097_lociStitched	chr1(.):150487182-150489340	2.5454
1_MACS_peak_2098_lociStitched	chr1(.):150520900-150522275	1.9585
1_MACS_peak_2099_lociStitched	chr1(.):150531157-150554149	3.8299
3_MACS_peak_2100_lociStitched	chr1(.):150562243-150573681	0.9148
2_MACS_peak_2103_lociStitched	chr1(.):150581428-150587152	0.8382
1_MACS_peak_2105_lociStitched	chr1(.):150593047-150595419	0.7133
1_MACS_peak_2106_lociStitched	chr1(.):150600358-150603351	2.1269
2_MACS_peak_2107_lociStitched	chr1(.):150668951-150670630	1.1897
1_MACS_peak_2109_lociStitched	chr1(.):150743100-150744257	0.5569
2_MACS_peak_2110_lociStitched	chr1(.):150847917-150856641	1.189
2_MACS_peak_2112_lociStitched	chr1(.):150894653-150899888	0.8387
4_MACS_peak_2114_lociStitched	chr1(.):150945705-150956068	2.1296
2_MACS_peak_2118_lociStitched	chr1(.):150976878-150982111	1.7659
1_MACS_peak_2120_lociStitched	chr1(.):151019631-151021097	1.2677
2_MACS_peak_2121_lociStitched	chr1(.):151028455-151032780	1.7279
1_MACS_peak_2123_lociStitched	chr1(.):151041678-151044565	3.7628
1_MACS_peak_2124_lociStitched	chr1(.):151118590-151119980	1.0619
2_MACS_peak_2125_lociStitched	chr1(.):151137213-151139684	1.9848
3_MACS_peak_2127_lociStitched	chr1(.):151161404-151173310	0.9737
1_MACS_peak_2130_lociStitched	chr1(.):151190201-151190739	0.4327
1_MACS_peak_2131_lociStitched	chr1(.):151226723-151228457	2.4506
1_MACS_peak_2132_lociStitched	chr1(.):151253170-151256827	2.7871
1_MACS_peak_2133_lociStitched	chr1(.):151298720-151301275	2.3166
2_MACS_peak_2134_lociStitched	chr1(.):151318200-151324760	1.0848
2_MACS_peak_2136_lociStitched	chr1(.):151371232-151378657	1.112
1_MACS_peak_2138_lociStitched	chr1(.):151429505-151432659	3.3813
1_MACS_peak_2139_lociStitched	chr1(.):151450584-151451322	0.4716
1_MACS_peak_2140_lociStitched	chr1(.):151462005-151463274	0.8045
2_MACS_peak_2141_lociStitched	chr1(.):151482918-151486776	1.5687
1_MACS_peak_2143_lociStitched	chr1(.):151511468-151514041	2.2517
1_MACS_peak_2144_lociStitched	chr1(.):151519221-151520755	0.9367
1_MACS_peak_2145_lociStitched	chr1(.):151566481-151567254	0.4328
1_MACS_peak_2146_lociStitched	chr1(.):151583730-151585815	2.7142
1_MACS_peak_2147_lociStitched	chr1(.):151693581-151694061	0.4433
1_MACS_peak_2148_lociStitched	chr1(.):151735121-151736875	2.2477
3_MACS_peak_2149_lociStitched	chr1(.):151758695-151764311	0.7588
1_MACS_peak_2152_lociStitched	chr1(.):151787314-151789380	1.8424
3_MACS_peak_2153_lociStitched	chr1(.):151802599-151809745	0.4863
1_MACS_peak_2156_lociStitched	chr1(.):151870587-151871093	0.3894
1_MACS_peak_2157_lociStitched	chr1(.):151881102-151882796	2.616
1_MACS_peak_2158_lociStitched	chr1(.):151897334-151898359	0.6253
1_MACS_peak_2159_lociStitched	chr1(.):151965646-151967048	0.9119
1_MACS_peak_2160_lociStitched	chr1(.):152001393-152001870	0.4196
2_MACS_peak_2161_lociStitched	chr1(.):152007209-152009878	0.7747
1_MACS_peak_2163_lociStitched	chr1(.):152019681-152021451	2.3444
1_MACS_peak_2164_lociStitched	chr1(.):152161266-152161869	0.4085
1_MACS_peak_2165_lociStitched	chr1(.):152938989-152942214	1.9623
1_MACS_peak_2166_lociStitched	chr1(.):153492357-153492814	0.4296
2_MACS_peak_2167_lociStitched	chr1(.):153508056-153511576	0.7258
1_MACS_peak_2169_lociStitched	chr1(.):153516714-153519153	2.4805
2_MACS_peak_2170_lociStitched	chr1(.):153537995-153541661	0.8857
1_MACS_peak_2172_lociStitched	chr1(.):153560479-153561203	0.5035
1_MACS_peak_2173_lociStitched	chr1(.):153570977-153571574	0.605
1_MACS_peak_2174_lociStitched	chr1(.):153578833-153579443	0.4715
1_MACS_peak_2175_lociStitched	chr1(.):153605395-153608199	2.7496
1_MACS_peak_2176_lociStitched	chr1(.):153630194-153632534	2.3298
2_MACS_peak_2177_lociStitched	chr1(.):153642121-153645241	2.1089
1_MACS_peak_2179_lociStitched	chr1(.):153699669-153701832	2.785
1_MACS_peak_2180_lociStitched	chr1(.):153748037-153748671	0.4786
1_MACS_peak_2181_lociStitched	chr1(.):153755190-153756965	3.2014
1_MACS_peak_2182_lociStitched	chr1(.):153762546-153764823	1.7551
1_MACS_peak_2183_lociStitched	chr1(.):153769771-153770901	1.0698
1_MACS_peak_2184_lociStitched	chr1(.):153776993-153779142	0.7456
1_MACS_peak_2185_lociStitched	chr1(.):153813163-153814215	0.5246
1_MACS_peak_2186_lociStitched	chr1(.):153821268-153822606	0.5161
1_MACS_peak_2187_lociStitched	chr1(.):153876144-153877995	1.2889
2_MACS_peak_2188_lociStitched	chr1(.):153892316-153896953	2.2672
1_MACS_peak_2190_lociStitched	chr1(.):153916927-153919870	3.9107
5_MACS_peak_2191_lociStitched	chr1(.):153929015-153951461	1.8794
3_MACS_peak_2196_lociStitched	chr1(.):153959107-153965615	1.1714
1_MACS_peak_2199_lociStitched	chr1(.):154128247-154132372	1.6692
2_MACS_peak_2200_lociStitched	chr1(.):154146881-154156673	1.0839
1_MACS_peak_2202_lociStitched	chr1(.):154171620-154172127	0.5754
4_MACS_peak_2203_lociStitched	chr1(.):154179772-154195155	1.3934
1_MACS_peak_2207_lociStitched	chr1(.):154243651-154246550	1.9873
1_MACS_peak_2208_lociStitched	chr1(.):154296810-154302058	3.1313
1_MACS_peak_2209_lociStitched	chr1(.):154306988-154307775	0.5147
1_MACS_peak_2210_lociStitched	chr1(.):154315128-154315544	0.4434
7_MACS_peak_2211_lociStitched	chr1(.):154373519-154418832	2.5405
1_MACS_peak_2218_lociStitched	chr1(.):154435593-154436608	0.5651
1_MACS_peak_2219_lociStitched	chr1(.):154451878-154452772	0.4721
1_MACS_peak_2220_lociStitched	chr1(.):154522884-154524061	0.4679
1_MACS_peak_2221_lociStitched	chr1(.):154529105-154532634	2.5571
1_MACS_peak_2222_lociStitched	chr1(.):154547372-154548144	0.435
1_MACS_peak_2223_lociStitched	chr1(.):154578934-154582722	3.0449
1_MACS_peak_2224_lociStitched	chr1(.):154598801-154601092	2.6674
1_MACS_peak_2225_lociStitched	chr1(.):154658515-154660401	0.9463
1_MACS_peak_2226_lociStitched	chr1(.):154670802-154671470	0.5853
2_MACS_peak_2227_lociStitched	chr1(.):154701501-154703520	0.5137
1_MACS_peak_2229_lociStitched	chr1(.):154720085-154721130	0.6691
2_MACS_peak_2230_lociStitched	chr1(.):154755995-154765781	0.7627
1_MACS_peak_2232_lociStitched	chr1(.):154794632-154796539	0.9192
1_MACS_peak_2233_lociStitched	chr1(.):154809094-154811377	1.5629
4_MACS_peak_2234_lociStitched	chr1(.):154817497-154837411	1.5286
1_MACS_peak_2238_lociStitched	chr1(.):154842050-154843474	1.0234
2_MACS_peak_2239_lociStitched	chr1(.):154849070-154851157	0.4101
1_MACS_peak_2241_lociStitched	chr1(.):154907726-154918490	3.3355
4_MACS_peak_2242_lociStitched	chr1(.):154923573-154936127	1.8966
2_MACS_peak_2246_lociStitched	chr1(.):154941662-154950230	2.7117
2_MACS_peak_2248_lociStitched	chr1(.):154954745-154958189	1.2099
1_MACS_peak_2250_lociStitched	chr1(.):154970314-154979994	5.0657
1_MACS_peak_2251_lociStitched	chr1(.):154988133-154991262	1.8276
1_MACS_peak_2252_lociStitched	chr1(.):155010911-155011749	0.648
1_MACS_peak_2253_lociStitched	chr1(.):155017028-155017639	0.7962
1_MACS_peak_2254_lociStitched	chr1(.):155022269-155024795	2.0273
2_MACS_peak_2255_lociStitched	chr1(.):155033702-155044058	1.4028
5_MACS_peak_2257_lociStitched	chr1(.):155049677-155067182	0.8304
1_MACS_peak_2262_lociStitched	chr1(.):155099849-155100745	0.5704
2_MACS_peak_2263_lociStitched	chr1(.):155106924-155113463	2.3632
2_MACS_peak_2265_lociStitched	chr1(.):155139970-155147364	1.0644
2_MACS_peak_2267_lociStitched	chr1(.):155157448-155166010	1.1776
2_MACS_peak_2269_lociStitched	chr1(.):155176465-155179651	1.5303
1_MACS_peak_2271_lociStitched	chr1(.):155188264-155189706	0.6108
1_MACS_peak_2272_lociStitched	chr1(.):155195526-155198394	2.238
6_MACS_peak_2273_lociStitched	chr1(.):155210289-155232850	1.0087
2_MACS_peak_2279_lociStitched	chr1(.):155242020-155248414	1.3984
1_MACS_peak_2281_lociStitched	chr1(.):155266679-155267929	0.9503
1_MACS_peak_2282_lociStitched	chr1(.):155277251-155280651	2.6725
1_MACS_peak_2283_lociStitched	chr1(.):155291752-155294886	3.0663
1_MACS_peak_2284_lociStitched	chr1(.):155435501-155437376	0.7783
1_MACS_peak_2285_lociStitched	chr1(.):155449863-155450627	0.5641
1_MACS_peak_2286_lociStitched	chr1(.):155470261-155470730	0.4477
1_MACS_peak_2287_lociStitched	chr1(.):155505634-155506322	0.4426
1_MACS_peak_2288_lociStitched	chr1(.):155517041-155517681	0.4954
1_MACS_peak_2289_lociStitched	chr1(.):155530432-155534436	3.4286
1_MACS_peak_2290_lociStitched	chr1(.):155579258-155581013	2.2405
1_MACS_peak_2291_lociStitched	chr1(.):155656925-155660190	3.7239
1_MACS_peak_2292_lociStitched	chr1(.):155685667-155688430	1.1504
1_MACS_peak_2293_lociStitched	chr1(.):155714615-155716532	2.0676
1_MACS_peak_2294_lociStitched	chr1(.):155826033-155831344	2.2936
1_MACS_peak_2295_lociStitched	chr1(.):155879617-155881844	1.7336
4_MACS_peak_2296_lociStitched	chr1(.):155900520-155918841	1.7962
3_MACS_peak_2300_lociStitched	chr1(.):155930496-155935682	0.7723
5_MACS_peak_2303_lociStitched	chr1(.):155940207-155961857	1.9987
1_MACS_peak_2308_lociStitched	chr1(.):155989216-155991309	2.3381
1_MACS_peak_2309_lociStitched	chr1(.):156003187-156004055	0.6334
1_MACS_peak_2310_lociStitched	chr1(.):156014664-156015272	0.4509
1_MACS_peak_2311_lociStitched	chr1(.):156022292-156025619	3.4134
1_MACS_peak_2312_lociStitched	chr1(.):156051797-156053262	1.1965
2_MACS_peak_2313_lociStitched	chr1(.):156059280-156061137	0.5517
1_MACS_peak_2315_lociStitched	chr1(.):156066506-156067026	0.6537
1_MACS_peak_2316_lociStitched	chr1(.):156075131-156076929	0.6752
1_MACS_peak_2317_lociStitched	chr1(.):156084069-156085628	0.7899
2_MACS_peak_2318_lociStitched	chr1(.):156092835-156097356	0.6275
3_MACS_peak_2320_lociStitched	chr1(.):156115509-156128441	1.0944
1_MACS_peak_2323_lociStitched	chr1(.):156162892-156164756	2.0624
2_MACS_peak_2324_lociStitched	chr1(.):156182062-156188461	1.3415
1_MACS_peak_2326_lociStitched	chr1(.):156194666-156198888	1.6807
1_MACS_peak_2327_lociStitched	chr1(.):156211245-156212064	0.4528
1_MACS_peak_2328_lociStitched	chr1(.):156250701-156253979	2.9688
1_MACS_peak_2329_lociStitched	chr1(.):156264652-156266046	1.2204
1_MACS_peak_2330_lociStitched	chr1(.):156306184-156309765	2.013
1_MACS_peak_2331_lociStitched	chr1(.):156326433-156327309	0.7432
1_MACS_peak_2332_lociStitched	chr1(.):156332064-156333270	1.0497
1_MACS_peak_2333_lociStitched	chr1(.):156338571-156339481	0.7362
1_MACS_peak_2334_lociStitched	chr1(.):156357722-156359021	1.1832
1_MACS_peak_2335_lociStitched	chr1(.):156390873-156392004	0.6344
1_MACS_peak_2336_lociStitched	chr1(.):156425516-156428772	3.3726
1_MACS_peak_2337_lociStitched	chr1(.):156441307-156442019	0.4623
1_MACS_peak_2338_lociStitched	chr1(.):156448793-156479679	4.1757
1_MACS_peak_2339_lociStitched	chr1(.):156493846-156495244	0.6256
1_MACS_peak_2340_lociStitched	chr1(.):156522383-156523673	0.825
1_MACS_peak_2341_lociStitched	chr1(.):156541718-156542568	0.6747
1_MACS_peak_2342_lociStitched	chr1(.):156552525-156553084	0.553
1_MACS_peak_2343_lociStitched	chr1(.):156560174-156564106	1.9241
1_MACS_peak_2344_lociStitched	chr1(.):156569912-156572853	1.7644
1_MACS_peak_2345_lociStitched	chr1(.):156577971-156579011	1.3586
1_MACS_peak_2346_lociStitched	chr1(.):156589367-156590395	0.5445
1_MACS_peak_2347_lociStitched	chr1(.):156596765-156598088	0.6521
1_MACS_peak_2348_lociStitched	chr1(.):156626888-156638518	3.7658
2_MACS_peak_2349_lociStitched	chr1(.):156645391-156648142	0.7932
1_MACS_peak_2351_lociStitched	chr1(.):156658874-156659519	0.765
3_MACS_peak_2352_lociStitched	chr1(.):156690800-156699270	1.3813
1_MACS_peak_2355_lociStitched	chr1(.):156709366-156723132	3.1849
2_MACS_peak_2356_lociStitched	chr1(.):156734924-156739347	2.6166
